dhe	그리고
masive	대량
masive	질량
mbretëror	로열
mbretëror	로얄
shtypur	억압
shtypur	인쇄물
shtypur	인쇄
firence	플로렌스
firence	피렌체
burgu	교도소
burgu	감옥
burgu	교도소
burgu	감옥
aleksandri	알렉산드리아
aleksandri	알렉산드르
aleksandri	알렉산더르
aleksandri	알렉산더
hotel	호텔
kontinente	대륙
ullinj	올리브
argjentina	아르헨티나
argjentina	아르헨티나인
iso	iso
global	글로벌
global	전역
krijues	크리에이티브
krijues	창조주
krijues	제작자
krijues	작성자
ditëve	데이즈
qark	서킷
qark	회로
mbyll	닫기
mbyll	닫습니다
mbyll	닫아
mbyll	닫기
mbyll	닫습니다
vëllimi	볼륨
urban	도시
pamundur	impossible
pamundur	불가능하다
pamundur	불가능
pamundur	불가능한
dollarë	벅스
dollarë	달러
dollarë	달러
traditë	전통
kulmin	피크
qytetarët	시민
qytetarët	시민들
perëndimi	서쪽
perëndimi	서부
perëndimi	웨스트
maqedonisht	마케도니아어
maqedonisht	마케도니아
maqedonisht	마케도니아인
studion	스튜디오
kishat	교회
serial	직렬
serial	시리얼
facebook	facebook
facebook	페이스북
santiago	산티아고
brezi	세대
ngjyrat	색상
ngjyrat	색상
ngjyrat	색깔
përmend	언급
përmend	언급하기
përmend	언급
përkohshme	임시
përkohshme	일시적
hequr	삭제됨
hequr	삭제되었습니다
rezistencës	저항운동
rezistencës	저항성
rezistencës	저항
divizioni	사단
divizioni	디비전
veprimi	행동
veprimi	활동
veprimi	작업
veprimi	동작
veprimi	액션
pdf	pdf
qasje	접속
qasje	접근
qasje	액세스
qasje	접근법
qasje	접근
dom	dom
pikat	dots
pikat	반점
pikat	점수
pikat	지점
pikat	포인트
high	높음
high	하이
penale	범죄자
kafshët	동물들
kafshët	동물
kafshët	가축
regji	감독
përfundimtare	얼티밋
francesco	프란체스코
islamik	이슬람
denis	데니스
denis	데니스
kërkim	찾기
kërkim	검색
kërkim	검색하기
kërkim	퀘스트
kërkim	조사
kërkim	연구
gjini	성별
gjini	지니
fituese	승리자
fituese	우승자
fituese	winner
fituese	승자
polonia	폴란드
dream	드림
shkaktoi	트리거
shkrimtari	작가
php	php
body	시체
body	몸매
body	몸매가
muhamed	무하마드
muhamed	무함마드
zbatimin	구현
armët	무기
armët	총기
funksione	함수
mungesë	부재
mungesë	부족
deklaruar	선포
organeve	장기
organeve	장기
organeve	오르간
rralla	희귀한
rralla	귀한
rralla	희귀
rralla	드문
jack	젝스키스
misioni	미션
misioni	선교
japë	연장
interneti	인터넷
maqedonas	마케도니아어
maqedonas	마케도니아
maqedonas	마케도니아인
maqedonas	마케도니아인
rrjedhin	플로
rrjedhin	플로우
rrjedhin	흐름
maksimale	최대
mësuesit	교사들
mësuesit	교사
këmbët	발발
këmbët	다리
anglia	잉글랜드
brez	세대
tip	형식
tip	타입
tip	종류
tip	유형
burri	남편
burri	남편
komandanti	지휘관
komandanti	사령관
komandanti	커맨더
degët	나뭇가지
kili	칠레
grekë	그리스인
autonome	자치구
shef	과장
shef	치프
shef	사장님
shef	보스
student	학생
kapiten	캡틴
kapiten	대위
kapiten	선장
tony	토니
bateri	전지현
bateri	전지
bateri	배터리
bateri	드럼
bateri	드럼은
valë	파도
valë	웨이브
valë	물결
valë	파동
shok	충격
shok	쇼크
shok	친구
ushqimore	식료품
ushqimore	식품
bujqësi	농업
pyje	우즈
njëherë	한번
njëherë	once
ohrit	오흐리드
kosta	코스타
kroat	크로아티아인
kroat	크로아티아어
kroat	크로아티아
kroat	크로아티아인
thellësi	깊이
thellësi	농도
simon	시몬
simon	사이몬
simon	사이먼
luftëtar	전사
luftëtar	워리어
luftëtar	전투기
luftëtar	파이터
klasik	클래식
klasik	고전
off	끄기
rrethana	상황
traditat	전통
ndihmës	구원자
ndihmës	도우미
ndihmës	조교
ndihmës	조수
ndihmës	보조
strukturat	시설
strukturat	구조물
strukturat	구조
qiell	하늘
qiell	천국
qiell	하늘
qiell	스카이
norvegjia	노르웨이
atehere	그렇다면
atehere	그러면
atehere	그때
djathtas	오른쪽
merituar	획득
merituar	획득한
përhershëm	영구적
përhershëm	영구
çlirimin	해방
qëndrimi	태도
qëndrimi	자세
rolet	역할
materialet	재료
jugosllavi	유고슬라비아
ahmad	아흐메드
ahmad	아흐마드
kryengritje	반란
kryengritje	반란
tjetra	다음
tjetra	넥스트
proceset	프로세스
sëmundjet	질환
sëmundjet	질병
sëmundjet	질환
sëmundjet	질병
sëmundjet	질병
sëmundjet	질환
sëmundjet	질병
organike	유기적
pllaka	타일
pllaka	알약
gradualisht	점차
seria	시리즈
hapjen	오프닝
hapjen	개봉
football	축구
football	미식축구
football	풋볼
oscar	오스카
oscar	오스카
vajzat	소녀
vajzat	소녀들
vajzat	걸스
klimë	기후학
klimë	기후
napoli	나폴리
napoli	나폴리
tradicional	전통적
tradicional	전통적인
tradicional	전통
stema	엠블렘
dramë	드라마
rezultati	점수
rezultati	득점
rezultati	결과
simboli	기호
simboli	상징
dërgon	보냅니다
drejtimi	방향
drejtimi	정렬
drejtimi	선형
digjitale	디지털
old	늙은
old	오래된
rruge	거리가
rruge	스트리트
rruge	거리
rruge	길거리
rruge	도로
rruge	로드
zgjedhje	선거
zgjedhje	선거
zgjedhje	선택
chelsea	첼시
chelsea	chelsea
martesa	혼인
martesa	결혼
cilen	어느
botimi	출판물
botimi	출판
botimi	게시
botimi	출판
dakord	동의
danimarka	덴마크
ushtarët	군인
ushtarët	병사
vështirësi	난이도
vështirësi	어려움
vështirësi	어려움
vështirësi	곤란
qëndrim	태도
server	서버
server	서버
mjek	의사
mjek	닥터
pre	전리품
pre	전리품
pre	먹이
teknologji	기술
gjelbër	녹색
gjelbër	그린
gjelbër	초록색
gjelbër	초록
gjelbër	녹색당
errët	어둡게
errët	다크
errët	어두운
errët	어둠
kujtim	메멘토
kujtim	추억
kujtim	기억력
kujtim	메모리
kujtim	기억
rajone	지역
irlanda	아일랜드
pasardhës	후예
pasardhës	시드
pasardhës	seed
pasardhës	씨앗
ditore	일일
ditore	데일리
ditore	일간
ditore	일상
tablo	타블로
dvd	dvd
dvd	dvd
linja	라인
prift	신부
prift	성직자
posaçërisht	특별히
mik	친구
korea	한국
korea	코리아
ngriti	길러
kritike	크리티컬
kinez	중국인
kinez	중국어
kritik	크리티컬
regjistrimi	녹음
regjistrimi	녹화
regjistrimi	등록
administrativ	행정
spanjisht	스페인어
kafe	갈색
kafe	브라운
kafe	커피
fjalor	어휘
fjalor	사전
përcakton	지정
falls	폭포
kompjuter	컴퓨터
buzë	입술이
buzë	입술
buzë	엣지
buzë	모서리
buzë	edge
get	get
get	받기
vendimi	의사결정
vendimi	결정
vendimi	판결
vendimi	판결
zgjedhjeve	선거
standarde	표준
standarde	스탠더드
standarde	표준
rriten	growing
rriten	성장
rriten	자라고
rriten	자라
nba	nba
shkrimi	쓰기
shkrimi	글쓰기
dëshira	욕망
dëshira	욕구
dëshira	욕망이
dëshira	소원
dëshira	소망
dëshira	소원
bern	베른
pasardhësi	후임
vrasje	살인
vrasje	치사
vrasje	살인사건
vrasje	살인죄
vrasje	살인
dorës	핸드
ludwig	루트비히
ludwig	루드비히
numra	숫자
bashkësia	커뮤니티
bashkësia	공동체
studentë	학생
studentë	학생들
studentë	유학생
njëzet	스물
njëzet	스무
austriak	오스트리아인
aeroporti	공항
aeroporti	국제공항
bernard	베르나르드
bernard	버나드
bernard	베르나르
stefan	스테판
stefan	슈테판
hapet	열립니다
hapet	열기
bullgaria	불가리아
popullata	인구순
popullata	인구
jon	jon
miguel	미겔
vladimir	블라디미르
blue	파란색
blue	청색
blue	푸른
blue	블루
blue	파랑
blue	푸른색
përzier	엇갈린다
përzier	혼합
përzier	믹싱
poezia	문학
rendi	랜디
filozofia	철학
qeliza	세포
mish	고기
mish	육체
pushtimi	침략
pushtimi	침공
pushtimi	정복
pushtimi	점령
verën	여름
veshje	의류
veshje	드레스
sëmundjeve	질병
lot	눈물
lot	눈물이
lot	눈물
garat	대회
goli	목표
arab	아랍인
arab	아랍
arab	아라비아어
arab	아라비아
kushtetutës	헌법
filozof	철학자
filozof	철학
mundshëm	가능한
mundshëm	가능
erë	냄새
erë	냄새
channel	채널
plagosur	부상
plagosur	부상당한
dobi	혜택
dëshmon	증언
terren	지형
terren	그라운드
dokumentar	다큐멘터리
qëndrueshme	안정화
qëndrueshme	안정환
qëndrueshme	안정적
qëndrueshme	안정
qëndrueshme	꾸준히
bindur	순종
bindur	설득
bindur	납득
totale	총액
totale	전체
vijon	팔로우
shpirt	연인
shpirt	애인
shpirt	영혼
shpirt	소울
shpirt	베이비
shpirt	아기
shpirt	스피릿
shpirt	정신
dëshirë	욕망
dëshirë	욕구
dëshirë	욕망이
dëshirë	소원
komedi	코미디
komedi	희극
komedi	코메디
kripë	소금
belgjika	벨기에
bimët	식물
bimët	식물학
bimët	공장
bimët	식물
bimët	식물학
bimët	식물
kaluarën	과거
profeti	예언자
gazetë	종이
gazetë	페이퍼
gazetë	용지
gazetë	신문
kuantike	양자
fernando	페르난도
fernando	페르난두
prania	존재
qind	센트
kapacitet	용량
ekzistencën	존재
filloj	시작하기
filloj	시작
filloj	시작
bari	바리
bari	잔디
mendimet	생각
steve	스티브
motive	동기
paralele	평행
paralele	병렬
rënie	거절
rënie	거부
rënie	쇠퇴
rënie	거절
jugu	남부
jugu	사우스
jugu	남쪽
shtypi	프레스
shtypi	누르기
parku	파크
parku	공원
përbërje	화합물
përbërje	복합
përbërje	복합체
adresa	주소
qeveritare	정부
zgjedhjen	선택
atomike	원자
arte	예술
zvicra	스위스
zyra	사무실
zyra	사무소
zyra	사무실
zyra	오피스
nivele	레벨
nivele	수준
mendime	생각
gadishullin	반도
interesuar	관심사
interesuar	관심
bregut	해안
bregut	해변
prodhon	제조업
pemë	트리
pemë	나무
pemë	나무들
pemë	트리
pemë	나무
pemë	과일
pemë	과일과
jacques	자크
mat	mat
mat	매트
mat	메이트
mat	체크메이트
mat	매트
medalje	메달
medalje	메달
major	전공
major	메이저
botuesi	출판사
botuesi	퍼블리셔
botuesi	출판
qytezë	시내
qytezë	도시
qytezë	타운
qytezë	마을
ajër	항공
ajër	에어
ajër	공기
kimi	키미
kimi	화학
kimi	키미
plus	플러스
festivalit	축제
festivalit	페스티벌
juglindje	남동
juglindje	동남아
juglindje	남동부
juglindje	남동
vendimin	의사결정
vendimin	결정
pesha	무게
pesha	몸무게
pesha	몸무게가
pesha	체중
krahun	팔이
vazhdueshëm	지속
vazhdueshëm	연속
beri	배리
veprime	행동
veprime	활동
veprime	동작
veprime	액션
australi	오스트레일리아
australi	오스트레일리아의
vëmendje	관심
vëmendje	주의
vëmendje	시선
hyrja	접속
hyrja	접근
hyrja	액세스
hyrja	항목
hyrja	입구
hyrja	로그인
shfaqja	표시
shfaqja	보이기
shfaqja	공연
torino	토리노
mike	마이크
rumania	루마니아
rumania	루마니아인
rumania	루마니아어
holanda	네덜란드
holanda	네덜란드령
holanda	네덜란드인
holanda	홀랜드
gjeni	천재
meta	메타
mbijetuar	survivor
mbijetuar	생존자
mbijetuar	생존
mbijetuar	살아남기
kërkesë	요청
kërkesë	요청하기
skenën	장면
skenën	현장
barazimin	이퀄라이저
europa	유럽
goditje	뇌졸중
formon	양식
mjeshtër	마스터스
mjeshtër	마스터
flaka	불꽃
bujar	관대
varr	무덤
varr	무덤
jush	당신은
jush	귀하
jush	당신
gustav	구스타프
gustav	구스타프
pozicioni	직위
pozicioni	위치
pozicioni	포지션
pozicioni	위치
pozicioni	경로
pozicioni	path
mjedis	환경
legjenda	전설
legjenda	레전드
legjenda	전설
legjenda	레전드
kryengritja	폭동
kryengritja	봉기
kryengritja	반란
krah	어깨
krah	팔이
krah	측면
krah	사이드
efektet	영향
efektet	효과
ndodhë	발생
cilësi	품질
cilësi	퀄리티
cilësi	화질
cilësi	화질이
llogaritet	카운트
leon	레온
leon	리온
miqtë	친구
miqtë	프렌즈
miqtë	친구들이
miqtë	친구들
njerëzimit	인류
kuptimi	의미
pamjen	경치
gjermanët	독일인
universitet	대학교
universitet	대학
frikë	공포
frikë	두려움
frikë	공포증
francis	프랜시스
kontinentale	콘티넨탈
kontinentale	대륙
kontinentale	콘티넨털
gjuhe	언어
public	공공
public	공개
public	공중
teknologjia	기술
tempuj	신전
tempuj	사원
yll	항성
sisteme	체계
sisteme	시스템
muze	박물관
muze	박물관과
muze	박물관
operativ	운영
guinea	기니
artisti	음악가
artisti	예술가
artisti	아티스트
artisti	아티스트가
atlantik	애틀랜틱
atlantik	대서양
rumanisë	루마니아
rumanisë	루마니아인
rumanisë	루마니아어
përshtatshëm	어울리는
studiuesit	연구자
studiuesit	연구원
blues	블루스
lënda	주제
lënda	제목
polonisë	폴란드
copë	piece
bija	딸이
gjërat	것들
gjërat	사물
prova	증거
prova	리허설
prova	증명
prova	증거
meshkujt	남성
meshkujt	수컷
meshkujt	멘트
meshkujt	남성
meshkujt	남자
praktikë	연습생
praktikë	연습
lojtarë	플레이어
lojtarë	선수
lojtarë	플레이어스
walter	월터
walter	발터
dimër	겨울
dimër	윈터
pret	기다림
pret	기다림
përafërsisht	대략
drejtpërdrejt	생방송
drejtpërdrejt	라이브
drejtpërdrejt	직접
drejtpërdrejt	직통
drejtpërdrejt	direct
drejtpërdrejt	다이렉트
mbledhje	수집
mbledhje	모임
mbledhje	모임
mbledhje	회의
mbledhje	만남
mbledhje	미팅
skalitur	새겨
kap	캐치
kap	캡쳐
kap	캡처
juventus	유벤투스
williams	윌리암스
williams	윌리엄스
pjesëmarrja	출석
pjesëmarrja	참석
pjesëmarrja	참가
pjesëmarrja	참여
mësimi	학습
mësimi	교육
mësimi	교사
mësimi	가르침
mësimi	레슨
mësimi	교훈
mësimi	수업
bir	아들
poloni	폴란드
dhjetëra	수십
hidhet	점프
hidhet	점프
transmetuar	방송
hartuar	컴파일
unike	고유
unike	독특한
demokratik	민주당
ekip	team
pavarësi	독립
pavarësi	독립운동
pavarësi	독립기념일
filipi	필립
filipi	펠리페
filipi	필립
shkaku	원인
div	div
paraqitja	외모
paraqitja	모양
paraqitja	출연
paraqitja	조회
paraqitja	보기
përgatitjen	대비
gabim	잘못된
gabim	오류
romanin	소설
urë	다리
urë	브리지
ujërat	워터스
adolf	아돌프
udhëtim	여행
udhëtim	여행
konflikt	갈등
konflikt	갈등이
konflikt	충돌
konflikt	분쟁
dhimbje	통증
dhimbje	통증이
dhimbje	고통
gjenerali	장군
gjenerali	일반
gjenerali	일반인
frymë	호흡
frymë	호흡
verilindje	북동
verilindje	북동부
castile	카스티야
artistët	음악가
artistët	예술가
artistët	아티스트
artistët	아티스트가
ndryshoi	변경되었습니다
ndryshoi	바꿨다
ndryshoi	변경됨
fut	삽입
fut	입력
fut	입력합니다
fut	입력하기
lexuesit	리더
lexuesit	독자
klubet	클럽
mësuesi	선생님
mësuesi	교사
mësuesi	스승
qytetar	시민
qytetar	시티즌
ekzistuese	존재
ekzistuese	기존
skulptura	조각상
skulptura	조각
skulptura	조각
fjalori	사전
formimi	형성
formimi	형성
pullë	우표
pullë	스탬프
kapur	캡처
kapur	캡쳐
metodë	수단
metodë	메서드
metodë	방법
metodë	메소드
dorën	핸드
commons	커먼즈
frymëzuar	영감
përpiqet	시도
arsim	교육학
arsim	교육
arsim	학력
çeke	체코
çeke	체코어
templates	템플릿
këshilltar	충고
këshilltar	컨설턴트
gradë	도도
gradë	학위
pavarura	독립
pavarura	독립적
beogradit	베오그라드
akademike	학문
akademike	학업
akademike	학술
petro	페트로
paraardhës	이전
otto	오토
modele	모델
modele	모형
modele	모델
modele	모형
fati	운명
fati	운명
kontrolli	통제
kontrolli	제어
kontrolli	제어하기
kontrolli	컨트롤
kontrolli	체크
kontrolli	확인
kontrolli	점검
dru	나무
dru	우드
dru	목재
projektet	프로젝트
pulla	우표
pulla	스탬프
rinjtë	초보자
europe	유럽
personazhet	문자
personazhet	등장인물
anijet	보트
informacioni	정보
kolumbia	콜롬비아
shpeshta	잦은
shpeshta	자주
globale	글로벌
globale	전역
pamja	조회
pamja	보기
qeveri	정부
statistikat	통계
statistikat	통계학
statistikat	통계
statistikat	인사이트
thuajse	거의
katror	쿼드
katror	제곱
katror	스퀘어
katror	광장
katror	사각형
katror	정사각형
peshkop	비숍
peshkop	주교
status	상태
young	영영
young	젊은
përmasat	차원
përmasat	크기
përmasat	사이즈
përmasat	크기
përhershme	영구적
përhershme	영구
banda	밴드
modelet	모델
modelet	모형
modelet	패턴
shëndetësore	체력
shëndetësore	헬스
shëndetësore	건강
shëndetësore	보건
takim	날짜
takim	데이트
takim	약속
takim	예약
takim	모임
takim	회의
takim	만남
takim	미팅
zbulimin	탐지
zbulimin	감지
zbulimin	검출
zbulimin	디스커버리
zbulimin	발견
bimore	공장
bimore	식물
bimore	식물학
prag	이브
prag	에이브
dokumenti	문서로
dokumenti	문서
kaliforni	캘리포니아
bullgare	불가리아어
bullgare	불가리아
bullgare	불가리아인
udhëtimi	여행
udhëtimi	여행
fortesa	포트리스
fortesa	요새
fortesa	포트
fortesa	요새
arm	팔이
gjith	모두
gjith	전체
strategjike	전략적
famë	명성
famë	페임
monumenti	기념탑
monumenti	기념물
monumenti	모뉴먼트
monumenti	기념비
mbledhja	콜렉션
mbledhja	컬렉션
mbledhja	모음집
general	장군
general	일반
general	일반인
add	추가하기
add	추가
klube	클럽
fabrika	공장
fabrika	식물
fabrika	식물학
fabrika	공장
fabrika	팩토리
europë	유럽
fletë	시트
fletë	나뭇잎
fletë	리프
ligjor	검시관
ligjor	법률
ligjor	합법적인
personalitete	성격
zgjidhjen	해결책
zgjidhjen	솔루션
goku	손오공
shqiperi	알바니아
flamur	깃발
flamur	국기
flamur	플래그
flamur	배너
flamur	현수
guide	안내서
guide	가이드
guide	안내
organizatat	단체
krahët	무기
krahët	윙스
krahët	날개
gazi	가스
dymbëdhjetë	twelve
virginia	버지니아
mia	mia
mia	미아
note	노트
note	참고
alba	알바
përkthyes	번역기
përkthyes	번역자
përkthyes	번역
përkthyes	통역
përkthyes	인터프리터
prodhimet	상품
prodhimet	제품
afganistan	아프가니스탄
diellor	태양광
diellor	태양
përkundër	불구하고
varrezat	묘지
varrezat	공동묘지
varrezat	묘지
mesdhetare	지중해
tashme	이미
tashme	벌써
kënaqur	만족
spain	스페인인
spain	스페인
pyjet	우즈
moskë	모스크바
pushtuan	침략
info	정보
apple	사과
apple	애플
pronë	자산
pronë	재산권
pronë	속성
pronë	재산
moisiu	모세스
moisiu	모세
moisiu	모스
karbonit	탄소
fashiste	파시스트
botues	출판사
botues	퍼블리셔
botues	출판
botues	출판사
trashë	뚱뚱한
trashë	지방
trashë	살찐
oficer	책임자
oficer	경관
oficer	경찰관
oficer	장교
papritur	갑작스럽게
papritur	갑자기
jezusi	예수
trim	용감한
venezuela	베네수엘라
zonja	숙녀
zonja	숙녀
zonja	레이디
zonja	아줌마
naziste	나치즘
poezinë	문학
drejtësi	정의
arthur	아서
bbc	bbc
kuvend	수녀원
kuvend	조약
kuvend	협약
kuvend	컨벤션
leonardo	레오나르도
matematike	수학
matematike	수학
matematike	수학
fitorja	우승
fitorja	승리
subjekt	주제
subjekt	제목
titujt	헤드라인
titujt	타이틀
titujt	제목
diskutim	토론
diskutim	논의
vendosja	배치
vendosja	배포
green	녹색
green	그린
green	초록색
green	초록
profesioni	직업
profesioni	점령
territor	영토
territor	준주
gjermanë	독일인
ferrari	페라리
koncepti	concept
koncepti	컨셉
koncepti	개념
tejet	극도로
hyrjen	항목
humbja	상실
humbja	손실
golden	황금
golden	골든
marin	마린
themeluesi	설립자
themeluesi	창시자
themeluesi	창립자
gëzim	기쁨
gëzim	조이
gëzim	기쁨이
academy	아카데미아
academy	아카데미
amor	amor
blerë	구매
blerë	샀다
eric	에리크
eric	에릭
henri	헨리
përkatës	관련
përkatës	관련성
varur	종속
mendojnë	반영
mail	편지
mail	메일
mail	우편
vizituar	방문
djegur	불태웠다
djegur	화상
mobile	모바일
përvojë	경험
përvojë	체험
fis	부족
prifti	신부
prifti	성직자
peru	페루
portugalia	포르투갈
saktësisht	정확히
ani	애니
vlerësim	평가
faktorët	요인
detaje	세부사항
detaje	상세
detaje	자세히
detaje	세부사항
golashënuesi	게이브
krahu	어깨
krahu	팔이
krahu	날개
gadishullit	반도
manga	만화
manga	만화가
përfshi	포함
përfshi	포함됨
përfshi	포함
kryeredaktor	편집기
kryeredaktor	편집자
kryeredaktor	에디터
jones	존스
çmuar	소중한
delhi	델리
suedeze	스웨덴어
suedeze	스웨덴
suedeze	스웨덴인
zemrat	하트
kosovo	코소보
krahë	윙스
krahë	날개
ftuar	초대
spiro	스피로
elementi	항목
elementi	품목
elementi	아이템
elementi	요소
elementi	원소
njohja	인식
varret	무덤
palët	측면
palët	파티
specializuar	전문
mungon	실종
mungon	누락
mungon	missing
qen	개그
heinrich	하인리히
efekt	영향
efekt	효과
luftimet	파이팅
rrjetin	네트워크
rrjetin	네트워킹
realitet	리얼리티
realitet	현실
egjipti	이집트
linjë	라인
volume	볼륨
lexo	읽음
lexo	읽어보기
lexo	읽기
lexo	읽는다
lexo	읽고
shtresat	레이어
vlefshme	유효합니다
vlefshme	유효
vlefshme	유효한
salla	워드
televizioni	텔레비전
shahu	체스판
shahu	체스
shahu	샤샤
shahu	샤이니
tag	태그
bosnje	보스니아
artet	예술
përvjetore	기념일
pranverë	봄이
pranverë	스프링
ramadan	라마단
ernest	어니스트
central	중부
central	센트럴
amerikanë	미국인
luftëtarët	전사
luftëtarët	워리어스
luftëtarët	파이터스
luftëtarët	파이터
luftëtarët	파이터즈
pohon	주장
pohon	발급
fshatare	농민
tregu	마켓
tregu	시장
shefi	과장
shefi	치프
kroate	크로아티아인
kroate	크로아티아어
kroate	크로아티아
kroate	크로아티아인
inxhinier	기술자
inxhinier	엔지니어
inxhinier	공학자
planifikuar	예정된
planifikuar	계획
ekuacioni	방정식
veriperëndim	북서쪽
veriperëndim	노스웨스트
veriperëndim	북서부
veriperëndim	북서
moselle	모젤
nivelet	레이어
nivelet	레벨
nivelet	수준
dobishme	유용하다
dobishme	유용합니다
dobishme	유용
pal	pal
vargu	구절
muzikant	음악가
muzikant	연주자
muzikant	뮤지션
statuja	동상
statuja	조각상
statuja	동상
statuja	여신상
statuja	조각상
kapaciteti	용량
diellore	태양광
diellore	태양
temat	주제
temat	테마
temat	주제
holla	머니
holla	돈이
holla	캐시
holla	현금
holla	cash
peshë	무게
peshë	몸무게
peshë	몸무게가
peshë	체중
street	거리가
street	스트리트
street	거리
street	길거리
gjerësia	너비
antik	골동품
padyshim	확실히
natyrisht	자연스럽게
natyrisht	자연적으로
natyrisht	naturally
shokë	동지
shokë	친구
shokë	프렌즈
shokë	친구들이
shokë	친구들
qëllimet	목표
qëllimet	목표
profile	프로파일
profile	프로필
asnje	없음
serioze	심각한
serioze	심각해
serioze	심각하다
serioze	심각하게
reforma	개혁개방
reforma	개혁
reforma	개혁개방
reforma	개혁
shoku	버디
pakta	슬림
oliver	올리버
enë	용기
enë	컨테이너
enë	혈관
dhunë	폭력
italianë	이탈리아인
faktor	팩터
faktor	인자
faktor	요인
css	css
politikat	정치
politikat	정치학
politikat	정책
royal	로열
royal	로얄
shtyp	크러쉬
shtyp	프레스
shtyp	누르기
kroacia	크로아티아
kroacia	크로아티아인
kapitulli	chapter
kapitulli	챕터
anija	선박
anija	보트
dos	dos
hungareze	헝가리
hungareze	헝가리어
ndikon	영향
ndikon	영향
projektuar	투영
relative	상대
relative	상대적
relative	친척
johnson	존슨
pranuan	인정
meksika	멕시코
lëviz	움직여
lëviz	움직임
lëviz	이동
lëviz	이사
lëviz	움직임
komunikimi	의사소통
komunikimi	커뮤니케이션
komunikimi	소통
komunikimi	통신
komunikimi	comm
road	도로
road	로드
jashtëzakonisht	극도로
tregohet	표시됨
tregohet	표시된
shkurtra	반바지
anna	안나
rëndësia	중요성
human	인간
human	인체
human	인간인
mediat	미디어
efekti	영향
efekti	효과
airlines	항공
airlines	항공사
jordan	조던
jordan	조르당
hungari	헝가리
njerez	국민
njerez	사람
njerez	명인
njerez	사람들
case	대소문자
case	케이스
case	사례
rio	리오
bukuresht	부쿠레슈티
braktisur	버림
artistë	음악가
artistë	예술가
artistë	아티스트
artistë	아티스트가
kalimi	전이
kalimi	건널
kalimi	건널목
kalimi	건너
konstante	상수
ndjenja	느낌이
ndjenja	기분
ndjenja	느낌
ndjenja	감정
ilegale	불법
klasë	학급
klasë	계급
klasë	클래스
klasë	수업
make	make
perandorake	임페리얼
rënia	거절
rënia	거부
rënia	쇠퇴
rënia	떨어지고
rënia	falling
rënia	떨어지는
thirret	소환
grafike	그래픽
kaluara	과거
ndjeshëm	민감한
ndjeshëm	민감하다
frika	공포
frika	두려움
frika	공포증
monedhat	동전
monedhat	코인
gjerësi	위도
gjerësi	너비
shënimet	노트
leje	권한
leje	허가
leje	허락
leje	허가
leje	허용
institucioni	기관
pension	은퇴
pension	퇴직
pension	은퇴
pension	퇴직
pension	은퇴
pension	연금
jackson	잭슨
kimik	화학물질
kimik	화학
ngrohtë	따뜻하다
diplomat	외교관
ndikojnë	영향력
akuzuar	피고
akuzuar	피고인
variant	변종
variant	변동
variant	변동이
variant	변이
jepen	주어진
fenomen	현상
autore	작가
autore	저자
autore	제작자
autore	작성자
përfundimtar	기말고사
përfundimtar	파이널
përfundimtar	결승전
përfundimtar	얼티밋
ivan	이반
bashkohen	참여하기
bashkohen	가입하기
bashkohen	참여
bashkohen	가입
bashkohen	단결하라
bashkohen	단결
pozitiv	긍정
pozitiv	양수
pozitiv	긍정적
pozitiv	긍정적인
oqeanin	바다
oqeanin	오션
sëmurë	아파
sëmurë	아픈
sëmurë	아프다
rrënjë	루트
rrënjë	뿌리
rrënjë	뿌리
rrënjë	뿌리기
mbulon	커버
bujqësia	농업
synon	목적
synon	목표
little	리틀
kërkime	조사
kërkime	연구
kërkime	찾기
fillestar	초보
fillestar	초보자
fillestar	초기
fillestar	이니셜
fillestar	신참
fillestar	rookie
mbaron	종료
shpenzimet	지출
shpenzimet	비용
fisnike	귀족
fisnike	노블
dëmtuar	손상
dëmtuar	손상된
shifra	숫자
shifra	수치
shifra	피규어
shifra	그림
egra	와일드
egra	야생
luftëtarë	전사
luftëtarë	워리어스
luftëtarë	파이터스
luftëtarë	파이터
luftëtarë	파이터즈
ideve	아이디어
pavarësia	독립
pavarësia	독립운동
pavarësia	독립기념일
kaltër	파란색
kaltër	청색
kaltër	푸른
kaltër	블루
kaltër	파랑
kaltër	푸른색
shkrimtarit	작가
zbulimi	탐지
zbulimi	감지
zbulimi	검출
zbulimi	디스커버리
zbulimi	발견
sëmundja	질환
sëmundja	질병
sëmundja	질환
sëmundja	질병
sëmundja	질병
krerët	리더
krerët	지도자
cikli	주기
cikli	순환
cikli	사이클
ndërroi	스위치
pasuria	재물
pasuria	재산
çmimet	가격
funksionon	웍스
funksionon	작동
funksionon	작품
prekur	영향받음
prekur	영향권
maqedonase	마케도니아어
maqedonase	마케도니아
maqedonase	마케도니아인
gabuar	잘못된
produktet	상품
produktet	제품
statistika	통계
statistika	통계학
claude	클로드
biologjike	생물학
dritare	윈도우
dritare	창문
kater	커터
provuar	입증
moral	도덕
moral	도덕
moral	도덕성
moral	도덕
atdheun	조국
kërkohet	요청함
kërkohet	필요함
kërkohet	필수
ballit	이마
mesazh	메시지
mesazh	메세지
vegla	도구
makinat	자동차
makinat	차량
makinat	차량
makinat	머신
makinat	기계
marrëveshja	동의
marrëveshja	협정
marrëveshja	합의
marrëveshja	거래
alberto	알베르토
komunale	시영
komunale	위생
parimi	원칙
parimi	원리
vatikani	바티칸
mary	메리
mary	마리아
rezistenca	저항운동
rezistenca	저항성
rezistenca	저항
