категорія	kategória
стрічка	szalag
стрічка	kazetta
стрічка	szalagot
стрічка	szalag
випробувань	perek
випробувань	kísérletek
випробувань	próbák
вокзал	állomás
вокзал	pályaudvar
вокзал	gare
королівський	királyi
королівський	royal
вибуху	robbanó
діях	szakaszok
кістки	csontok
кістки	bones
кістки	csontos
кістки	csont
діб	dib
критика	kritika
критика	kritikát
тбілісі	tbiliszi
вступ	bevezetés
вступ	bevezetése
вступ	bevezető
вступ	bevezetés
вступ	bevezető
запит	igényelt
запит	kérte
запит	kért
запит	megkeresés
запит	kérésére
запит	kérésre
запит	kérés
запит	kérelem
запит	lekérdezés
запит	kérelmek
запит	kéri
запит	kérések
вест	nyugat
вест	nyugati
зібрані	beszedett
зібрані	begyűjtött
зібрані	összeszedett
зібрані	összegyűjtött
зібрані	gyűjtött
зібрані	összeállított
зібрані	összegyűlt
зібрані	összegyűjtött
володів	birtokolt
володів	tulajdonában
андре	andre
андре	andré
андре	andre
андре	andré
дочки	lányai
впливає	érint
впливає	érinti
впливає	befolyásolja
впливає	befolyásolja
впливає	hatások
англо	anglo
речення	ítélet
речення	mondat
речення	ítéletek
речення	mondatok
речення	mondat
графік	grafikon
графік	cselekmény
реклама	hirdetési
реклама	hirdetések
реклама	hirdetés
реклама	reklám
реклама	hirdetések
реклама	hirdetés
реклама	hirdetéseket
арт	művészet
арт	art
допоміг	segített
допоміг	segítettek
америка	amerika
америка	america
президенти	elnök
проблему	gond
проблему	probléma
проблему	baj
кодекс	codex
кодекс	kódex
невідома	ismeretlenek
невідома	ismeretlen
енергія	energiák
енергія	energia
діаспора	diaszpóra
гвінеї	guinea
гвінеї	guineai
білоруси	fehéroroszok
виведення	kimeneti
виведення	kibocsátás
виведення	kimenő
давид	david
давид	dávid
оркестр	zenekar
святі	szentek
святі	szent
нобелівської	nobel
призначив	kijelölt
призначив	kinevezett
поміж	között
приходить	jön
індонезії	indonéziában
індонезії	indonézia
індонезії	indonéz
вогнем	tűz
обласний	regionális
покращення	javítások
покращення	javulás
покращення	fejlesztések
покращення	fokozása
хвороб	betegségek
явно	nyilvánvaló
явно	nyilvánvalóan
читачів	követői
мур	moore
мур	mur
угорщині	hungary
угорщині	magyarország
іраку	irak
іраку	iraki
випустив	elszabadult
парки	parkok
парки	parks
біологічних	biológiai
існувати	megszűnt
срібла	silver
срібла	ezüst
туристів	turisták
туристів	turistákat
отто	otto
образи	bántalmazás
образи	visszaélés
образи	visszaélések
образи	harcok
образи	harcol
морська	tengerész
морська	tengeri
морська	tengerészgyalogos
морська	haditengerészeti
морська	tengerészeti
австрійський	osztrák
австрійський	ausztria
швидкого	rapid
джерсі	jersey
організатор	szervező
організатор	szervező
організатор	szervezők
усім	mindenki
усім	mindenkinek
майно	ingatlan
майно	tulajdon
майно	ingatlanok
майно	tulajdonság
майно	birtok
запас	lebegni
запас	leltár
запас	készlet
виявили	felfedezte
виявили	felfedezett
видається	elképzelt
видається	képzelt
мадрид	madrid
мадрид	madridi
лука	luka
лука	luca
здобули	végzett
підполковник	ezredes
музикантів	zenész
музикантів	zenészek
супротивника	támadó
голоси	szavazatok
голоси	szavazat
голоси	hangok
голоси	hangokat
втручання	beavatkozások
втручання	beavatkozás
втручання	intervenciós
втручання	intervenció
жовтий	sárgák
жовтий	sárga
вина	bor
вина	borok
лікаря	orvos
зіткнення	ütközés
зіткнення	ütközések
запуску	startup
композиторів	zeneszerzők
способи	módok
способи	módszer
способи	módszerek
присутній	szakorvos
баден	baden
бордо	bordeaux
бібліотек	könyvtárak
орбіти	dőlés
словом	szó
словом	szava
тебе	te
альберт	albert
номери	számok
важливе	fontos
крок	lépés
крок	lépcső
крок	krokodil
людства	emberiség
комедії	vígjáték
комедії	humor
комедії	komédia
хребет	gerinc
хребет	tartomány
хребет	távolság
хребет	gerincét
хребет	gerinc
хребет	ridge
зразка	mintavétel
зразка	minta
кирило	kirill
кирило	cyril
відповідальності	feladatok
відповідальності	felelősség
носій	media
носій	média
носій	közepes
поліція	rendőrség
поліція	rendőr
негайно	azonnal
негайно	azonnali
негайно	azonnal
скелі	sziklák
скелі	szikla
скелі	cliff
скелі	kövek
скелі	sziklák
адміністратор	admin
адміністратор	adminisztrátor
адміністратор	adminisztrátor
адміністратор	ügyvezető
адміністратор	ügyintéző
адміністратор	tisztviselő
срібло	silver
срібло	ezüst
біль	fáj
біль	fájdalmat
біль	fájdalom
тисячоліття	millennium
колумбії	kolumbia
напряму	közvetlenül
творчий	alkotó
творчий	kreatív
плоди	gyümölcs
плоди	gyümölcsök
плоди	gyümölcsöt
плоди	gyümölcs
плоди	gyümölcsök
хор	kórus
хор	glee
лат	lat
звернувся	címzett
лівий	bal
лівий	balra
хвилини	perc
хвилини	jegyzőkönyv
хвилини	percek
хвилини	perc
човен	csónak
човен	hajó
човен	hajós
сто	száz
сто	sto
задній	hátsó
звіт	jelentést
звіт	jelentés
звіт	beszámoló
жіноча	nőnemű
жіноча	nő
жіноча	női
жіноча	nőstény
рядок	line
рядок	sor
рядок	vonal
рядок	string
рядок	sort
рядок	sor
педагогічних	pedagógiai
громадянська	civil
громадянська	polgári
двадцять	twenty
двадцять	húsz
італійська	olasz
італійська	olaszország
акторів	szereplők
акторів	színészek
жіночий	nőnemű
жіночий	nő
жіночий	női
жіночий	nőstény
угода	fogadalom
угода	szövetség
угода	üzlet
угода	egyezség
угода	alku
угода	megállapodás
угода	egyetértés
угода	megegyezés
угода	egyezség
африканських	afrikai
поезія	vers
поезія	költészet
дала	adta
дала	adott
філії	ágak
філії	fiókok
математика	matek
математика	matematika
математика	matematikai
математика	matematika
математика	matek
математика	matematikai
математика	matematika
знищити	elpusztítani
знищити	elpusztíthatatlan
знищити	megsemmisíteni
принца	herceg
принца	prince
переміщення	költözés
переміщення	mozgó
переміщення	mozog
переміщення	elmozdulás
відчуття	érzés
відчуття	érzem
відчуття	érezni
відчуття	érzéssel
візантії	bizánc
знизу	alul
знизу	alatt
знизу	alatta
знизу	alább
знизу	lent
знизу	alul
знизу	alja
знизу	alsó
знизу	fenék
мотор	motor
запобігання	elkerülése
запобігання	megelőzés
запобігання	megelőzési
запобігання	megelőzése
етапу	szakasz
етапу	fázis
сигнал	jelet
сигнал	jel
сигнал	jelzés
християнство	kereszténység
знати	tudván
знати	ismerve
знати	tudva
готовий	kész
обрання	megválasztott
ціна	árak
ціна	ár
ціна	ára
приймати	hosting
складання	összesítés
штати	államok
штати	államokat
дитина	baba
дитина	bébi
дитина	gyermek
дитина	gyermeke
дитина	gyermekem
дитина	gyerek
постанова	előírás
постанова	rendelet
постанова	szabályozás
постанова	rendelet
боснії	bosznia
боснії	boszniai
арена	aréna
романів	regényeket
романів	regény
поляки	lengyelek
половину	fele
особисті	személyes
особисті	személyi
відновлено	helyreállt
жак	jacques
японські	japán
японські	japánok
хімічна	kémiai
отримані	kapott
отримані	fogadott
отримані	beérkezett
богослов	teológus
франс	frans
данія	dániában
данія	dánia
перспективи	kilátások
перспективи	nézőpont
теперішній	ajándék
теперішній	jelen
приготування	előkészületek
приготування	elkészítése
приготування	előkészítés
приготування	felkészülés
приготування	készítmény
ірландія	írország
луганськ	luhanszk
перенесено	csomagolva
йшли	sétált
перейти	ugorj
перейти	ugrás
перейти	goto
джонс	jones
джонс	johns
бачить	lát
комедія	vígjáték
комедія	humor
комедія	komédia
проведені	segítségnyújtás
анджелес	angeles
буенос	buenos
мішель	michelle
мішель	michel
солдати	katonák
освітлення	világító
освітлення	világítás
видавець	kiadó
видавець	kibocsátó
допомога	segíteni
допомога	segítség
послідовність	szekvencia
послідовність	sorrend
дуб	quercus
дуб	tölgy
дуб	oak
дуб	tölgyfa
дуб	tölgy
реконструкція	felújítás
реконструкція	újjáépítési
реконструкція	újrajátszás
початкова	kezdeti
збір	gyűjtés
збір	gyűjteni
снд	cis
снд	hitelintézetek
використати	használat
використати	használata
використати	felhasználás
використати	használni
давні	ősi
давні	ős
давні	ókori
пустелі	sivatag
зведення	összefoglaló
ланки	lanka
розклад	menetrend
розклад	ütemezés
розклад	ütemterv
розклад	beosztás
розклад	idővonal
розклад	menetrend
розклад	ütemezés
розклад	ütemterv
карт	kártyák
карт	lapok
карт	kártya
вояки	katonák
суміші	mix
суміші	keverék
птах	madár
тулузи	toulouse
називає	hív
називає	hívások
вступу	tagság
вступу	tagsági
прийняли	elfogadva
прийняли	elfogadott
прийняли	elfogadta
залежність	függőség
залежність	függőség
залежність	függőség
подав	benyújtott
недоліки	hibái
недоліки	hátrányok
плюс	plus
плюс	plussz
плюс	plusz
хорватія	horvátország
вниз	lefelé
вниз	le
зерна	gabona
зерна	gabonát
житлових	bentlakásos
житлових	lakossági
частинами	alkatrész
частинами	alkatrészek
частинами	részek
файли	akták
файли	fájlok
човнів	csónak
човнів	hajók
надії	reményeim
надії	reméli
надії	remény
надії	remélem
данило	dániel
данило	daniel
данило	danilo
конфліктів	konfliktusok
конфліктів	konfliktus
рублів	rubelt
наступна	következő
августа	augusta
кільця	gyűrű
кільця	gyűrűket
кільця	gyűrűk
топ	felül
топ	top
топ	csúcs
топ	felső
топ	legfelső
дитяча	gyermek
дитяча	gyermeke
дитяча	gyermekem
дитяча	gyerek
ніна	nina
правопису	helyesírás
шкоди	bántani
замінити	helyettesíteni
концерти	koncertek
умовами	fogalmak
умовами	feltételek
умовами	kifejezések
олімпійська	olimpiai
виходячи	feltételezve
дозволу	engedély
дозволу	engedélyt
дозволу	jogosultság
графіки	grafikonok
графіки	telkek
графіки	térképek
графіки	grafika
графіки	grafikus
минуле	elmúlt
минуле	múlt
минуле	múltbeli
сприйняття	felfogás
сприйняття	érzékelés
вказують	jelezze
євробачення	pályázat
євробачення	verseny
літо	summer
літо	nyári
літо	nyáron
літо	nyár
наса	nasa
свідчення	vallomása
свідчення	vallomás
посіла	győz
посіла	nyert
зможе	képes
дітьми	gyerekek
дітьми	kölykök
дітьми	gyerekek
дітьми	gyermekeknek
дітьми	gyermek
дітьми	gyermekek
містами	városok
науковець	tudós
подібний	hasonló
подібний	hasonlóak
подібний	hasonlók
виробник	értékesítő
виробник	árus
виробник	gyártó
виробник	termelő
виробник	producer
виробник	termelői
виробник	gyártó
дах	tető
дах	tetőn
вивчає	vizsgálatok
вивчає	tanulmányok
учень	pupilla
учень	tanítvány
учень	tanuló
західні	nyugati
західні	nyugat
західні	western
відвідувачів	látogatók
відвідувачів	látogatói
відвідувачів	látogató
подвійна	kettős
подвійна	dupla
подвійна	duplán
згоди	hozzájárulás
згоди	beleegyezése
згоди	concord
жила	élt
жила	lakott
жила	éltem
науковців	tudósok
науковців	kutatók
передано	elhunyt
слава	dicsőség
доступні	elérhető
доступні	rendelhető
коледжі	főiskolák
коледжі	kollégium
коледжі	főiskola
коледжі	egyetem
передній	front
передній	eleje
напрям	irány
напрям	irányba
відсоток	százalék
відсоток	százalékban
парафії	parish
прості	egyszerű
прості	szimpla
врятувати	megmentési
врятувати	mentő
врятувати	mentés
задоволення	elégedettség
задоволення	gyönyör
задоволення	öröm
задоволення	élvezet
задоволення	örülök
опубліковано	közzétette
опубліковано	publikált
опубліковано	közzétett
опубліковано	közzétette
опубліковано	kiküldött
опубліковано	közzétett
робили	tette
розглядати	kezelni
розглядати	kezeljük
китайський	kínai
китайський	kínaiak
укріплення	erődítmény
дебют	debütáló
ґрунт	talajban
ґрунт	talaj
ґрунт	grunt
герман	hermann
герман	herrmann
герман	németül
герман	német
герман	herman
гітарист	gitáros
обставин	körülmények
обставин	körülmény
поверх	emelet
поверх	padló
святкування	ünnep
святкування	ünneplés
святкування	ünnepség
чорногорії	montenegró
олімпіади	olimpiai
повільно	lassú
повільно	lassan
повільно	lassan
частинки	részecskék
частинки	részecske
частинки	részecske
стівен	stephen
стівен	istván
стівен	steven
рано	korán
рано	korai
китайські	kínai
китайські	kínaiak
кривий	nyomorék
очки	pont
очки	pontok
мен	meng
мен	maine
черв	kukac
черв	féreg
музиці	zene
подія	esemény
подія	rendezvény
створюється	generáló
хвороба	betegségek
хвороба	betegség
хвороба	megbetegedés
хвороба	betegségek
хвороба	betegség
продовжували	folyamatos
продовжували	folytatása
продовжували	folytatta
продовжували	folytatás
продовжували	folytatódott
гармата	ágyú
гармата	cannon
гармата	fegyver
гармата	pisztoly
вартості	rang
вартості	rangja
стандарт	normál
стандарт	szabványos
стандарт	szabvány
стандарт	standard
зовні	kint
зовні	kívül
консул	konzul
авіація	repülés
авіація	légiközlekedés
авіація	légiközlekedési
зникнення	eltűnése
зникнення	veszélyeztetett
зникнення	kihalás
севастополь	szevasztopol
складні	aggódó
складні	nyugtalan
складні	összetett
складні	komplex
місія	misszió
місія	feladat
місія	küldetés
геологія	geológia
синій	kék
синій	blue
фахівець	szakmai
фахівець	profi
фахівець	professzionális
нації	állampolgársága
нації	állampolgárság
нації	nemzet
луки	gyepek
луки	meadows
зовнішня	külső
зовнішня	külső
передача	továbbítás
передача	továbbítására
передача	vállalja
довести	bizonyítani
бібліотеку	könyvtári
бібліотеку	könyvtár
бібліотеку	könyvtárban
пропозиція	kínál
пропозиція	ajánlat
пропозиція	ajánlatot
пропозиція	javaslat
пропозиція	pályázat
пропозиція	javaslat
адміністративні	igazgatási
адміністративні	adminisztratív
очищення	elszámolás
очищення	elszámolási
очищення	tisztítás
очищення	takarítás
вірш	vers
вірш	verset
вірш	vers
юрист	jogász
юрист	ügyvéd
суміш	mix
суміш	keverék
суміш	keverék
суміш	elegy
суміш	keverékek
ставки	fogadás
ставки	fogadás
ставки	fogadási
прийом	fogadás
прийом	recepció
прийом	befogadás
прийом	vétel
шрі	srí
френк	feri
френк	frank
вистави	látványosság
оренду	bérlet
оренду	kiadó
збору	beszerzés
збору	megszerzése
збору	adománygyűjtés
залишилося	megmaradt
залишилося	megmaradó
залишилося	fennmaradó
художня	művészet
художня	art
несподівано	hirtelen
широкі	tág
широкі	széles
заборонено	tilos
заборонено	tiltott
заборонено	tilos
заборонено	tiltott
заборонено	megtagadva
заборонено	elutasítva
мислення	gondolkodás
мислення	gondolkodik
мислення	gondolkodom
мислення	gondolkodó
цивілізації	civilizációt
цивілізації	civilizáció
вбити	megölni
вбити	ölj
помічником	segéd
парі	fogadás
парі	tét
тестування	tesztelés
тестування	vizsgálati
тестування	vizsgálat
тестування	próba
тестування	teszt
сліди	ösvény
сліди	nyomok
сліди	nyomokat
сліди	sínek
сліди	traces
сліди	nyomokban
печери	barlangok
печери	barlangok
ганс	hans
дитинство	gyermekkori
дитинство	gyerekkorom
дитинство	gyermekkorom
дитинство	gyerekkori
вузол	csomópont
вузол	fogadó
вузол	házigazda
вузол	műsorvezető
вузол	csomót
вузол	csomó
перебуваючи	marad
перебуваючи	maradni
норвегія	norvégia
додатковий	kiegészítő
додатковий	választható
додатковий	opcionális
додатковий	fejlett
додатковий	haladó
додатковий	előrehaladott
додатковий	extra
колонія	kolónia
колонія	telep
королі	királyok
королі	uralkodók
рухи	mozgását
катастрофи	katasztrófa
катастрофи	katasztrófák
обробка	kezelése
обробка	kezelési
обробка	feldolgozás
зробила	készítette
зробила	készült
зробила	tett
бойового	morál
більший	nagyobb
більший	nagyobbak
більший	nagyobb
більший	nagyobbak
тролейбус	trolibusz
горького	gorkij
щоправда	habár
щоправда	bár
культурні	kulturális
культурні	termesztett
культурні	művelt
міфологія	mitológia
дійсний	érvényes
арк	arc
арк	ív
зареєстровано	bejegyzett
зареєстровано	regisztrált
зареєстровано	nyilvántartott
майдан	körforgalom
колеса	kerekek
колеса	kerekes
колеса	kerék
вірменська	örmény
збільшується	növeli
товари	árucikkek
товари	áruk
товари	javak
товари	áru
виконати	végrehajtani
виконати	futás
кіл	körök
кіл	karó
календар	naptár
календар	naptári
кракові	krakkó
пошуки	keresések
розділи	szakaszok
розділи	szelvény
дошки	deszka
дошки	fedélzeten
дошки	tábla
поетів	költők
увага	figyelmeztetés
прапори	zászlók
спробу	kísérlet
спробу	próbálkozás
чорне	fekete
чорне	black
перенесення	átvitel
перенесення	továbbítás
перенесення	adás
перенесення	átviteli
перенесення	transzfer
перенесення	továbbítja
перенесення	átadó
перенесення	átvitel
перенесення	áthelyezés
перенесення	transzfer
прибули	megérkezett
прибули	megérkeztek
спільнота	csoport
спільнота	csoportban
спільнота	közösség
спільнота	közösségi
важливо	fontos
почати	start
почати	kezdés
почати	kezdeni
розуміє	megért
фабрики	üzemek
фабрики	gyárak
абу	abu
абу	abou
розвиваються	fejlődő
розвиваються	fejlesztése
побудувати	építsünk
побудувати	építeni
організовано	rendezve
конгрес	kongresszus
фрагменти	töredékek
гімн	ének
гімн	himnusz
гімн	himnuszt
гімн	himnusz
технічна	műszaki
технічна	technikai
більші	nagyobb
більші	nagyobbak
географічні	földrajzi
географічні	földrajzi
хана	han
знов	újra
кріс	chris
кріс	kris
скотт	scott
католики	katolikusok
викладачі	oktatók
трамвай	villamos
передати	továbbítja
передати	passz
охолодження	hűtés
оскар	oscar
оскар	oskar
геннадій	gennagyij
будова	összetétel
будова	összetétele
відповідності	levelezés
відповідності	levélváltás
відповідності	egyező
голосу	hangja
голосу	hang
клієнтів	ügyfelek
клієнтів	vásárlók
клієнтів	vendégek
клієнтів	vevők
клієнтів	fogyasztók
клієнтів	ügyfelek
клієнтів	kliensek
підтримую	támogatás
підтримую	támogatást
підтримую	jóváhagyja
підтримую	jóváhagyása
підтримую	jóváhagyni
підтримую	támogatása
підтримую	támogató
представлено	képviselt
представлено	képviselte
прагнення	ambíciói
фінансові	pénzügyi
втік	elmenekült
втік	megszökött
втік	menekült
втік	elmenekült
записав	rögzített
записав	rögzítve
записав	regisztrált
записав	nyilvántartott
поведінка	magatartás
поведінка	viselkedés
поведінка	erény
поведінка	viselkedése
поведінка	magatartás
поведінка	viselkedés
єпископи	püspökök
стандартів	standardok
стандартів	előírások
стандартів	szabványok
херсон	herszon
важливий	fontos
страхування	biztosíték
страхування	biztosítási
страхування	biztosítás
фрагмент	töredék
кін	lelkes
кін	keen
кін	quin
кін	keane
трапляються	fűti
інтерфейс	interfész
ядерної	nukleáris
пані	milady
пані	asszonyom
пані	hölgyek
пані	hölgyeim
пані	hölgy
літопис	chronicle
важкі	deutschland
білоруський	fehéroroszország
білоруський	belarusz
човни	csónak
човни	hajók
султан	szultán
промислові	ipari
акула	cápa
елізабет	erzsébet
елізабет	elizabeth
грали	játszott
грали	játszottam
грецький	görög
корони	koronát
корони	crown
корони	korona
марина	marina
марина	kikötő
кухня	konyha
кухня	konyha
кухня	konyhában
містяться	tartalmazta
містяться	tartalmazott
містяться	tartalmazza
містяться	tartalmaz
князі	könyörög
дисертації	szakdolgozat
плавець	úszó
академічний	akadémiai
фантастичні	fantasztikus
убитий	meggyilkolták
убитий	megölte
убитий	meggyilkolt
рухів	mozgását
мирний	békés
аспекти	szempontok
аспекти	szempontjai
досягли	elérte
досягли	elért
армійський	sereg
армійський	hadsereg
суддів	bírók
суддів	zsűri
суддів	bírák
вгору	felfelé
батареї	akkumulátor
батареї	elem
батареї	elemmel
релігійна	vallásos
релігійна	vallás
релігійна	vallási
сектор	ágazat
сектор	szektor
техас	texasi
техас	texas
техас	texasban
браун	brown
браун	barna
браун	braun
друзі	barátokkal
друзі	barátok
друзі	barátaim
друзі	ismerősök
обчислення	kiszámítása
обчислення	számító
обчислення	számítás
обчислення	számítástechnikai
обчислення	számítási
обчислення	számítások
обчислення	számítás
обчислення	számítás
обчислення	számítások
обчислення	számításokat
авто	auto
авто	automata
авто	automatikus
авто	autóval
авто	kocsi
авто	autó
авто	kocsival
злочини	bűntett
злочини	bűncselekmény
злочини	mészárlás
злочини	vérfürdő
злочини	bűncselekmények
злочини	bűnök
спеціалістів	profik
спеціалістів	szakemberek
кладовище	temetőben
кладовище	temető
кладовище	temetőben
кладовище	temető
дід	nagypapa
дід	nagyapa
звинувачення	díjak
звинувачення	vádemelés
звинувачення	vádak
звинувачення	vád
звинувачення	vád
звинувачення	vádemelés
звинувачення	ügyészség
звинувачення	büntetőeljárás
звинувачення	vád
звинувачення	vádak
намагаючись	próbálom
копій	másolatot
копій	másolatok
копій	példányok
бойовики	művelet
бойовики	fellépés
бойовики	cselekvési
бойовики	cselekvés
бойовики	akció
ена	aisne
ена	ana
ввп	gdp
здібності	képességeit
здібності	képességek
здібності	powers
здібності	hatáskörök
здібності	hatáskör
множина	szett
множина	set
множина	beállítva
множина	forgatás
автомобільна	autóipari
автомобільна	autóipar
автомобільна	gépjármű
іслам	iszlám
максима	maxima
валенсія	valencia
завантаження	terhelés
завантаження	terhelés
завантаження	betöltése
завантаження	bakancs
завантаження	csizma
цін	csing
цін	qing
дисципліни	fegyelem
операцію	tranzakció
операцію	ügylet
механізми	mechanizmus
механізми	mechanizmusok
записаний	ragasztva
конструкцій	szerkezetek
організаторів	szervezők
вагою	mérlegelés
традиція	tradíció
традиція	hagyomány
здатний	képes
показати	kijelző
показати	megjelenítés
показати	megjelenítési
показати	mutasd
показати	show
форум	fórum
форум	fórumon
капітал	főváros
капітал	tőke
капітал	részvény
капітал	igazgató
бургундія	burgundy
легка	könnyű
ознакою	jelzések
онтаріо	ontario
мілан	milánó
мілан	milan
мілан	milánói
мілан	milánó
мілан	milano
спостережень	megfigyelések
спостережень	észrevétel
спостережень	észrevételek
канали	csatornák
канали	csatornák
невідомі	ismeretlenek
невідомі	ismeretlen
згоден	egyetértek
дол	dol
лікарів	orvosok
лікарів	doktorok
стратегії	stratégiák
стратегії	stratégia
стратегії	stratégiát
письма	szentírás
казки	mesék
завершено	befejeződött
завершено	elkészült
завершено	befejezett
завершено	elkészült
завершено	befejezett
завершено	kész
азія	ázsiai
азія	ázsia
представляють	képviselni
представляють	képviseli
розроблено	fejlett
розроблено	fejlesztett
розроблено	kifejlesztett
розроблено	kidolgozott
розроблено	tervezett
розроблено	megtervezett
колі	collie
входу	belépés
входу	bejelentkezés
зіграла	öntött
зіграла	gipsz
кароліна	caroline
кароліна	carolina
кароліна	karolina
близький	szoros
близький	közel
близький	bezárása
близький	közeli
підтримувати	fenntartása
підтримувати	fenntartani
підтримувати	támogató
хвиля	hullám
стародавній	ősi
стародавній	ős
стародавній	ókori
учитель	tanárnő
учитель	tanár
графіка	cselekmény
графіка	grafikon
графіка	grafika
графіка	grafikus
графіка	műalkotás
ключ	radikális
ключ	kulcsfontosságú
ключ	key
ключ	kulcs
кільце	gyűrűt
кільце	gyűrűvel
кільце	ring
кільце	gyűrű
кільце	gyűrűs
цінності	érték
цінності	értékek
ділянку	régió
ділянку	régiók
комахи	rovarok
комахи	rovarok
комахи	rovar
постійний	tartós
постійний	állandó
постійний	végleges
постійний	tartós
постійний	maradandó
постійний	állandó
постійний	folyamatos
постійний	tartósan
постійний	kitartó
сіль	sel
сіль	só
сіль	sót
сіль	sós
сіль	sói
сіль	sil
просування	kinevezés
просування	előléptetés
просування	előmozdítása
просування	kiemelés
просування	promóciós
рей	ray
доповнення	befejezés
доповнення	befejezése
доповнення	kiegészítik
доповнення	kiegészítés
запуск	kilövés
запуск	indítás
запуск	startup
запуск	kezdem
запуск	kezdő
запуск	kezdve
дом	dom
моє	enyém
чистий	tiszta
чистий	clean
гімназія	tornaterem
відображає	tükrözze
відображає	tükrözi
маре	marais
молдова	moldovai
молдова	moldova
єва	eva
єва	éva
єва	éva
єва	eve
почесна	méltóságteljes
почесна	méltóság
бомбардир	bombardier
невідомий	ismeretlenek
невідомий	ismeretlen
флоренції	florence
флоренції	firenze
додавання	hozzáadás
додавання	hozzáadás
додавання	hozzáadása
монографія	monográfia
факс	fax
факс	faxon
борисович	gul
ранку	reggel
ранку	reggelt
вершина	csúcs
вершина	csúcstalálkozó
годину	óra
збільшити	növekedés
збільшити	növelése
збільшити	emelkedés
збільшити	növelje
збільшити	bővítése
необхідних	elengedhetetlen
необхідних	nélkülözhetetlen
необхідних	lényeges
необхідних	alapvető
етапи	szintek
мкс	expedíció
товариств	társadalmak
літера	levélben
літера	betű
літера	levél
літера	levelet
літера	levele
продовжити	folytasd
продовжити	folytatás
продовжити	folytassa
продовжити	folytatás
драматичного	drámai
льотчик	repülős
цвинтар	temetőben
цвинтар	temető
цвинтар	temetőben
цвинтар	temető
величезний	hatalmas
величезний	óriási
скупчення	klaszter
скупчення	klaszterek
мирного	békés
колони	oszlopok
модуль	modulus
модуль	modul
маленькі	kis
маленькі	kicsik
маленькі	kicsi
маленькі	kis
маленькі	kicsi
маленькі	kevés
маленькі	kicsi
маленькі	pici
маленькі	apró
емблема	jelkép
емблема	címere
емблема	embléma
емблема	fóka
емблема	pecsét
емблема	seal
кафе	café
кафе	cafe
кафе	kávézó
кафе	kávézó
кафе	café
експедиція	expedíció
монголії	mongólia
колумбія	kolumbia
колумбія	columbia
колумбія	kolumbia
традиційні	hagyományos
традиційні	tradicionális
зменшується	csökken
зменшується	csökkenő
ісландії	izlandi
ісландії	izland
переможці	győztesek
переможці	nyertesek
єлизавета	erzsébet
єлизавета	elizabeth
єлизавета	elisabeth
джозеф	joseph
джозеф	józsef
прилади	berendezések
прилади	készülék
прилади	készülékek
керує	kezeli
керує	rendezés
судно	hajó
судно	edény
судно	hajóval
судно	hajó
судно	hajón
лас	las
заголовок	fejléc
заголовок	fejes
заголовок	cím
заголовок	címe
заголовок	beosztás
дисциплін	tudományágak
псевдонім	nick
псевдонім	álnév
псевдонім	becenév
псевдонім	beceneve
псевдонім	alias
псевдонім	álnév
вирушив	utazott
внесення	készítés
хліб	kenyér
хліб	kenyeret
будувати	építsünk
будувати	építeni
франческо	francesco
містер	miszter
розі	rózsa
розі	rose
розі	rosie
пошкодження	kár
пошкодження	károsodás
пошкодження	kárt
пошкодження	sérülés
нащадки	leszármazottai
нідерландах	hollandia
нідерландах	holland
альфред	alfred
лгбт	lmbt
дружби	barátság
міннесота	minnesota
американці	amerikaiak
рот	szád
рот	száj
рот	szájukat
рот	roth
популярний	népszerű
популярний	népszerűek
повідомлень	üzenetek
повідомлень	üzeneteket
пушкіна	puskin
незалежні	független
незалежні	önálló
незалежні	függetlenek
денис	denys
денис	dennis
денис	denis
записів	bejegyzések
електроенергії	elektromosság
електроенергії	villamosenergia
кожні	minden
відсутній	hiányzik
відсутній	eltűnt
відсутній	hiányzó
напруги	feszültség
виділити	kiemelés
виділити	kiemelni
вдосконалення	javítások
вдосконалення	javulás
вдосконалення	fejlesztések
вдосконалення	javítása
вдосконалення	javul
звичайні	közönséges
звичайні	hétköznapi
звичайні	szokásos
межа	határ
межа	korlátozás
межа	határérték
межа	limit
межа	korlát
межа	határ
межа	határon
межа	határokon
червоне	piros
червоне	piroska
червоне	vörös
соціальний	társadalmi
соціальний	szociális
тім	tim
програв	vesztett
програв	elveszett
програв	lost
асфальт	aszfalt
меса	mesa
майданчик	persze
мон	mont
мон	mon
перекладачі	translators
частоти	frekvenciákat
аргентина	argentína
передачу	továbbítja
служити	szolgálni
виконавець	előadó
виконавець	fellépő
виконавець	végrehajtó
виконавець	erőforrás
виконавець	forrás
виконавець	művész
виконавець	előadó
образу	támadók
виправити	rendbe
виправити	fix
виправити	beállítani
виправити	helyes
виправити	korrekt
виявилися	lakat
корея	korea
корея	koreai
корея	koreából
визнано	felismert
визнано	elismert
юридичний	jogi
юридичний	legális
юридичний	törvényes
транспортування	közlekedés
транспортування	szállítás
транспортування	szállítást
визначні	kiváló
визначні	kiemelkedő
визначні	kimagasló
щойно	újonnan
щойно	csak
скоро	hamarosan
скоро	nemsokára
панк	punk
присвятив	elkötelezett
знищено	megsemmisült
знищено	elpusztult
знищено	elpusztította
виробники	gyártói
виробники	gyártók
виробники	producerek
виробники	termelők
виробники	gyártói
виробники	gyártók
агентство	ügynökség
продуктивність	termelékenység
психологія	pszichológiai
психологія	pszichológia
відсотків	százalék
франциско	francisco
їхнє	övék
інформаційні	informatív
