loại	тып
london	лондане
london	лёндане
điền	запоўніце
điền	поўна
điền	напоўніць
sáu	6
sáu	шэсць
sáu	шэсьць
sáu	шасцёрку
sáu	шасцёркі
quỹ	падмурак
quỹ	на
quỹ	фондам
quỹ	лесу
quỹ	падмурку
quỹ	фонд
quỹ	фонду
tặng	падарункам
tặng	дару
tặng	дар
tặng	і
tặng	даў
chồng	муж
chồng	мужа
dạy	вучэньне
dạy	навучаючы
dạy	навукі
dạy	навучыць
dạy	вучыць
dạy	навучаць
dạy	навучыла
dạy	навучылі
dạy	навучыў
dạy	навучаў
dạy	навучае
máu	кроў
máu	крыві
sớm	рана
sớm	раней
sớm	хутка
sớm	неўзабаве
sớm	адразу
thù	ворага
thù	вораг
thù	ворагам
mười	дзесяць
mười	дзясяткі
mười	дзясятка
mười	дзясятку
tắt	з
tắt	нямы
quê	вёску
quê	вёсках
quê	вёскі
quê	бацькаўшчыну
chấm	што
tri	прарока
tri	прарок
trích	копію
trích	капіяваць
body	цела
body	целе
cẩm	называем
cẩm	называюць
cẩm	клікаць
trồng	пасадку
trồng	саджайце
trồng	калі
trồng	растуць
trồng	расьці
chó	сабаку
chó	сабака
chó	сабакі
thước	які
thước	начальніка
thước	пан
nhẹ	проста
nhẹ	лёгкімі
nhẹ	лёгка
nhẹ	выкарыстаньні
đáp	зямлі
đáp	зямля
đáp	зямлю
ném	печ
ném	прэч
ném	вон
ném	кінуты
ném	укінутым
ném	кідаюць
ném	кінутыя
ném	і
ném	кінься
ném	ўкінуць
ném	ў
ném	яго
ném	кінуў
ném	выгналі
ném	выкінулі
rơi	ў
rơi	ігуазу
rơi	упадзе
rơi	ўпадзе
rơi	бяду
rơi	закахалася
rơi	ўпала
rơi	ўпаў
rơi	закахаўся
rơi	пакахала
rơi	упаўшы
rơi	упаў
rơi	ўпалі
rơi	спакусу
kém	дрэнныя
mời	запрасіла
mời	запрасілі
mời	запрасіў
mời	прасіў
mời	прыходзьце
mời	запрошаныя
mời	пакліканых
mời	пакліканыя
chinh	крыж
chinh	крыжа
chinh	дрэва
simon	сымона
simon	сымону
simon	сымон
simon	сымоне
thiệt	рэальным
thiệt	сапраўднае
thiệt	сапраўдны
thiệt	рэальны
thiệt	рэальныя
màn	заслону
lỗi	не
lỗi	памылку
lỗi	памылка
lỗi	падману
lỗi	чытаньня
lỗi	запісу
thăm	вас
thăm	прыйсьці
thăm	братоў
bảy	сем
bảy	сямі
bảy	сямёрку
huân	госпада
huân	госпадзе
huân	госпад
chặn	блокаў
chặn	блок
chặn	block
ống	дакрануцца
phước	шчасьлівы
phước	дабраславіў
phước	дабраслаўлёны
phước	шчасьлівыя
cừu	авечкі
cừu	авечак
cừu	авечку
cừu	ягня
cừu	ягнём
gió	ветру
gió	вецер
trống	пусты
trống	вольнае
nhánh	галіну
nhánh	галіна
mưa	дождж
mưa	дажджу
bách	сур
hút	дым
hút	дыму
hút	дымам
william	вільям
air	паветра
usd	пяцьдзясят
may	няхай
may	пашанцавала
chép	копію
chép	капіяваць
kia	там
kia	ёсць
kia	няма
david	давіда
david	давід
dặm	кіламетраў
dặm	км
dặm	стадыяў
đồn	рэпутацыю
đâu	куды
đâu	дзе
đâu	адкуль
sắp	амаль
sắp	хутка
sắp	неўзабаве
sắp	адразу
trăm	сто
trăm	гадоў
trăm	напішы
mong	надзею
mong	спадзяюся
mong	надзеі
mong	надзея
rượu	віно
rượu	віна
rượu	віном
rượu	напоўніўшы
góc	кутах
james	джэймс
james	якуба
james	якуб
nghỉ	супачынак
nghỉ	іншыя
paul	павал
paul	паўла
thua	згубіць
thua	загубіць
thua	згубіла
thua	згубіў
thua	страціць
thua	згубіць
thua	загубіць
thua	журымся
rock	камень
rock	камяню
rock	скале
uống	п
uống	піць
uống	п
uống	е
nhu	павінен
nhu	патрабуе
chị	сястра
chị	сястры
cốt	б
cốt	бы
phe	бок
phe	баку
phe	боку
lam	не
lam	ня
nhắc	нагадваць
nhắc	нагадаць
internet	інтэрнэт
internet	інтэрнэту
internet	інтэрнэце
internet	інтэрнэтам
internet	internet
kiên	доўгацярплівасьць
nóng	гарачы
đòi	патрабуе
tiêm	горш
trốn	схавацца
trốn	схаваць
nhi	сын
nhi	сына
nhi	сыне
thầy	настаўнік
thầy	пан
thầy	настаўніка
thầy	настаўнік
đau	болю
đau	боль
đau	балючае
đau	смутку
lọc	цэдаль
vui	шчаслівым
vui	шчаслівай
vui	шчаслівымі
vui	шчаслівыя
vui	шчаслівы
vui	з
vui	радая
vui	што
israel	ізраіль
israel	ізраіля
israel	ізраілю
khổ	пакут
khổ	целе
khổ	і
khổ	прыгнёце
khổ	прыгнёт
khổ	цяжка
khổ	старанна
thuế	мытнікі
thuế	мытні
thuế	мытнікаў
thuế	мытнікамі
thuế	мытнік
thuế	»
thuế	падаткі
thuế	мёд
love	каханне
love	любоў
love	любіць
love	любові
giọng	голас
giọng	голасам
giọng	голасу
trạm	прыпынку
tám	8
tám	восем
tám	васьмёрку
tám	васьмёркі
lưới	сеткі
đốt	спаліць
trăng	месяц
trăng	месяца
tùng	і
tùng	краму
tùng	зьбірайце
đua	раса
đua	расы
đua	бег
đua	навыперадкі
nhị	іх
nhị	сваіх
one	адзін
one	хто
tim	сэрца
tim	сэрцы
nho	вінаград
nho	вінаграду
man	чалавек
man	ён
nghèo	бедны
nghèo	ўбогім
windows	вокны
windows	windows
dũng	мужнасць
dũng	супраць
dũng	на
đồi	гары
nguyện	малітва
nguyện	малітву
nguyện	малітве
nguyện	малітвах
nguyện	просьба
nguyện	малітвы
nguyện	прашу
nguyện	памаліўшыся
rau	гародніны
rau	гародніну
giàu	багаты
giàu	багатыя
giàu	багацьце
giàu	багатага
khỏe	здароўе
khỏe	здароўя
khỏe	вісон
nâu	браўн
đầm	пані
thomas	тамаша
thomas	тамаш
cháy	агонь
cháy	агню
cháy	агнём
cháy	спаліць
cháy	і
cháy	ў
cán	ехаць
cán	вадзіць
cán	выганяю
cán	выганяць
hộp	паказу
park	парк
park	парку
ngàn	тысячы
ngàn	тысячаў
ngàn	тысяча
huệ	грэх
huệ	мелі
mái	дах
tóc	валасы
tóc	галавы
tóc	воласу
bát	чары
bát	чараў
thai	грудзьмі
ngừng	перастаць
ngừng	спыніць
ngự	сну
ngự	спаць
ngự	сон
già	старыя
già	старое
chín	дзевяці
chín	9
chín	дзевяць
chín	дзявятку
chín	дзявяткі
đôn	лондане
đôn	лёндане
hoan	гары
tuyết	снег
phỏng	інтэрв
trúng	пазнаёмілася
trúng	сустрэў
trúng	сустрэла
trúng	мяне
trúng	расцягнула
king	караля
king	валадару
king	валадар
king	валадара
chạm	дакрануцца
lợn	сьвіняў
răng	зуб
single	з
page	старонкі
war	войны
ngồi	сядзела
ngồi	сядзяць
ngồi	сядзеў
ngồi	сядзіць
ngồi	сядзела
ngồi	і
ngồi	сеў
ngồi	сядзеў
ngồi	сеўшы
ngồi	сядай
ngồi	сядзь
ngồi	узьлегчы
giam	вязьніцу
giam	вязьніцы
xong	скончыў
xong	перастаў
vững	правыя
richard	рычард
khoáng	занадта
khoáng	таксама
khoáng	вельмі
khoáng	надта
khoáng	і
nguyệt	месяц
nguyệt	месяца
hồn	душу
hồn	душы
hồn	душою
hồn	душа
white	белы
white	белая
white	белую
white	белае
white	белым
white	белыя
thang	перамагчы
thang	каб
thang	здабыць
hằng	кожны
sáp	спакусу
alexander	аляксандра
alexander	аляксандар
xích	путы
xích	ланцугі
xích	путах
xích	ланцугамі
peter	пётар
peter	пятром
peter	пятра
peter	пятру
dừng	перастаць
dừng	спыніць
bụi	пыл
don	не
don	ведаю
duyệt	прагляд
vang	віно
vang	віна
vang	віном
vang	напоўніўшы
xấu	дрэнныя
xấu	зла
xấu	зло
xấu	благое
xấu	злога
kho	засталося
trầm	гінем
huyết	кроў
huyết	крыві
chăn	заслону
cói	іх
cói	ім
cói	імі
rồng	цмок
sạch	чыстага
sạch	чыстыя
sạch	чысты
sạch	чыстае
sạch	чысты
sạch	ачысьціць
sạch	місу
sạch	чыстае
miệng	рот
miệng	вусны
miệng	вуснаў
miệng	вуснах
cổng	брамы
cổng	брамы
cổng	брама
cổng	брамаў
hứa	абяцаньні
hứa	абяцаў
hứa	абяцаньне
hứa	абяцаньня
hứa	абяцаньнем
hẹp	вузкімі
hẹp	цесную
ngã	закахалася
ngã	ўпала
ngã	ўпаў
ngã	закахаўся
ngã	пакахала
ngã	упаўшы
ngã	упаў
ngã	ўпалі
ngã	і
ngã	упаў
ngã	упалі
ngã	ў
ngã	ігуазу
ngã	упадзе
ngã	ўпадзе
ngã	бяду
ngã	спакусу
trông	выглядае
trông	падобны
mọc	калі
mọc	растуць
mọc	расьці
mọc	расьце
cưới	ажаніцца
cưới	замуж
cưới	жаніцца
cưới	жэняцца
cưới	вясельле
mây	клаўд
mây	воблака
mây	воблаку
mark	марк
mark	марка
mark	лоб
mark	пазнаку
hiền	сяброўка
hiền	сябар
hiền	сябра
mảnh	кавалак
mảnh	песня
mảnh	кавалкам
muối	соль
day	дзень
day	дня
joseph	язэп
joseph	язэпа
joseph	ёсіі
gai	рост
size	памер
bàng	арла
nghìn	тысячы
nghìn	тысячаў
nghìn	тысяча
thẻ	карткамі
thẻ	карты
thẻ	картаў
thẻ	карта
thẻ	матывы
thẻ	карту
tang	плач
tang	і
treo	павесіўшы
tre	тры
tre	трох
tre	тройчы
tre	тройку
google	google
hot	гарачы
british	брытанскіх
khen	дабраслаўлёны
khen	бога
khen	славу
khen	дабраслаўленьне
bội	выдаў
young	маладых
khuyên	парады
ong	пчол
ong	пчолы
ong	пчолам
kín	блізка
kín	блізкіх
kín	блізкія
kín	блізкі
kín	вочы
kín	заплюшчы
show	паказаць
lắp	аліўнай
đèn	сьветач
đèn	лямпы
đèn	лямпаў
đèn	святло
đèn	сьвятле
đèn	сьвятло
đèn	сьвятла
live	жыву
live	жыць
live	жывуць
live	жывымі
live	жывы
live	ажыў
ngợi	кажа
roma	рым
roma	рыме
cốc	кавы
cốc	кубкам
cốc	келіх
cốc	келіха
online	анлайн
brown	браўн
não	мазгу
não	мозга
não	мозг
não	мозгу
não	мозг
tốn	каштаваць
dời	пакладзіце
xóm	суседзяў
xóm	бліжняга
xóm	бліжні
xóm	бліжнім
xóm	бліжняму
khải	адкрыцьцё
khải	адкрыцьця
real	рэальным
real	сапраўднае
real	сапраўдны
real	рэальны
real	рэальныя
bồi	валета
nhầm	не
ngủ	сну
ngủ	спаць
ngủ	сон
division	чаргі
hảo	дасканалым
hảo	дасканалага
hảo	дасканалымі
hảo	дасканалы
star	зорка
star	зорку
tha	ласка
tha	ласкі
tha	ласку
tha	ласцы
virus	вірус
frank	франк
căng	выцягні
đúc	вялікага
đúc	што
đúc	вялікі
đúc	вялікія
volume	гучнасць
japan	японіі
japan	японія
japan	японію
điêu	загубы
điêu	зьнішчэньне
điêu	загуба
điêu	загубу
sừng	рагоў
syria	сірыі
syria	сірыю
mary	мэры
mary	марыя
mary	марыі
sùng	пабожнасьці
hỏng	загубіў
hỏng	зруйнаваў
hỏng	зьнішчаны
hỏng	падкапаць
hỏng	засталіся
hỏng	адламаныя
hỏng	прападуць
hỏng	апусьцее
phấn	пылку
phấn	пылок
mươi	пяцьдзясят
mau	хутка
mau	рэстараны
mau	посьцяць
mau	посьціць
mau	посьцячыся
mau	хуткая
mau	хуткі
java	java
two	дзьве
two	два
two	дзве
two	двух
two	двое
two	двойку
will	будуць
will	будзе
bơi	плавае
giây	секунд
giây	секундах
giây	другое
giây	другі
model	мадэль
model	s
model	мадэлі
china	кітаі
tráng	павярнуўся
tráng	павярнулася
tráng	павярнуўшыся
tráng	сталася
ngộ	вывучыць
ngộ	навучыцца
ngộ	навучыцеся
hãm	мужчыны
hãm	мужчын
hãm	мужы
hãm	мужоў
tràn	пра
tràn	чутка
tràn	слова
tràn	пасьцілалі
bích	выратаваць
bích	збавіш
bích	збавіць
bích	збаў
bích	віновага
bích	віновую
quỷ	яблам
quỷ	д
quỷ	яблу
quỷ	дэмана
quỷ	дэманаў
quỷ	дэманы
dvd	dvd
dvd	dvd
gói	пакункаў
tràng	сказаць
đói	галодны
đói	галодным
đói	галадаваць
đói	голад
tom	том
tom	тома
apple	яблык
times	разоў
times	час
times	часы
media	медыя
media	смі
media	media
nhạt	святло
nhạt	сьвятле
nhạt	сьвятло
nhạt	сьвятла
chua	яго
táo	яблык
táo	яблыкі
elizabeth	альжбета
quên	забыты
quên	забуду
quên	забываем
quên	на
quên	забыць
quên	утоена
quên	забывайся
quên	забыўся
quên	забыў
johnson	джонсан
gấu	бо
gấu	плод
gấu	плоду
gấu	даваць
gấu	насіць
latin	лацінскай
túi	кайстры
túi	талентаў
big	вялікага
big	што
big	вялікі
big	вялікія
sâm	новыя
sâm	новае
piano	піяніна
heo	сьвіняў
lừa	неразумным
lừa	асла
lừa	асьліцу
part	часткай
part	частка
part	часткі
bớt	менш
bớt	меней
line	радку
khe	стале
khe	поле
khe	месца
cua	да
cua	і
cua	ад
hill	гары
lưỡi	язык
lưỡi	языка
lưỡi	моваю
khoan	пачакайце
khoan	ім
khoan	перад
khoan	пакуль
khoan	чакаючы
jack	валета
ngon	добры
ngon	добра
ngon	добрыя
ngon	добрае
levi	левія
sói	воўк
bốc	паказу
die	смерці
die	памерці
die	паміраюць
die	памрэ
cười	сьмяяцца
cười	усмешкай
net	нерат
tím	пурпур
phiêu	пакуль
phiêu	а
phiêu	калі
lầy	жэніцца
nghiêng	злучэнне
art	мастацтва
tiễn	ракеты
who	хто
who	якія
who	які
sen	позна
sen	спазніліся
jordan	ярдану
châm	святло
châm	сьвятле
châm	сьвятло
châm	сьвятла
giấu	схавацца
giấu	схаваць
douglas	дугласа
field	поле
field	полі
sốt	гарачцы
sốt	гарачка
end	канец
đính	навяжы
ngón	пальцы
youtube	youtube
youtube	ютуб
khói	дым
khói	дыму
khói	дымам
feet	ног
feet	нагамі
feet	ногі
chèo	гады
chèo	гадоў
chèo	год
chùm	ці
chùm	або
chùm	панам
chùm	ані
bot	іх
bot	паставіў
bot	усклаў
nộp	выдадзены
nộp	будзьце
nộp	падпарадкоўвайцеся
nộp	падпарадкоўваюцца
boston	бостане
boston	бостана
like	як
lõi	ядро
củi	дрэва
lứa	агонь
lứa	агню
lứa	агнём
macedonia	македонію
macedonia	македоніі
muộn	позна
muộn	спазніліся
girl	дзяўчына
girl	дзяўчыну
girl	дзяўчынку
girl	дзяўчынка
girl	дзяўчыне
son	сын
son	сына
son	сыне
spring	чуеце
spring	чуюць
bit	звар
bit	лепш
main	галоўны
main	галоўнае
nén	архіватар
đống	і
đống	блюзьняць
nhược	слабое
nhược	слабы
nhược	веданьне
ham	пажаданьне
ham	пажадлівасьці
stone	камень
nhọn	востры
bus	аўтобус
phổi	лёгкіх
street	вуліцы
street	вуліца
street	вуліцу
ngai	спадкаемцам
ngai	спадкаемца
bad	дрэнныя
sét	бліскавіца
sét	грымотаў
ghét	ненавідзець
ghét	ненавідзяць
ghét	зьненавідзяць
ghét	і
rider	кані
sút	ў
sút	ігуазу
sút	упадзе
sút	ўпадзе
sút	бяду
sút	спакусу
thở	і
bill	біл
cành	галіны
cành	галіну
cành	галіна
đeo	апранута
đeo	насіць
đeo	носіць
đeo	аранжавую
đeo	апрануўшы
đeo	апрануць
đeo	насіць
đeo	носіць
đeo	шаты
đeo	апрануцца
its	яго
its	яе
nắng	сонца
nắng	сонцы
wall	сцяну
wall	сцяна
wall	мур
nhung	раса
nhung	расы
nhung	бег
dragon	цмок
gối	каленкі
gối	каленка
gối	каленку
gối	калені
miếng	кавалак
miếng	песня
miếng	кавалкам
cắn	звар
cắn	лепш
pin	батарэя
đèo	не
đèo	праходзяць
đèo	судзіш
tòng	б
tòng	бы
trùm	знакі
trùm	знакаў
mác	марк
mác	марка
mác	лоб
mác	пазнаку
andrew	андрэя
andrew	андрэй
cacbon	вугляроду
iceland	ісландыі
heart	сэрца
heart	сэрцы
rỗng	пусты
rỗng	вольнае
trắc	праграма
key	галоўнае
key	ключ
roman	рымлянін
adam	адам
adam	адама
ngu	дурань
three	тры
three	трох
three	тройчы
three	тройку
off	з
gãy	падкапаць
gãy	засталіся
gãy	адламаныя
belarus	беларусі
belarus	беларусь
den	пячорай
stephen	стэфана
xoắn	сплёўшы
road	план
road	дарозе
khát	смагне
player	player
blog	блогу
blog	блог
wolf	воўк
tẩy	пані
golden	залатых
foundation	падмурак
foundation	на
foundation	фондам
foundation	лесу
foundation	падмурку
foundation	фонд
foundation	фонду
bob	боб
bùn	балота
huynh	братам
huynh	брат
huynh	брата
huynh	брату
bush	куста
điên	вар
solomon	саламон
solomon	салямона
solomon	салямон
boys	хлопчыкі
boy	хлопчыка
boy	хлопчык
boy	хлопец
boy	хлопца
short	кароткі
short	апавяданняў
short	кароткае
short	малы
rome	рым
rome	рыме
sharp	востры
gioan	джон
gioan	ян
gioan	яна
cuộn	кнігі
cuộn	кніжку
won	перамаглі
won	не
won	дапамажы
won	перамагла
won	нікому
won	дарадцаў
mệt	стамілася
mệt	стаміўся
extra	вопратак
chì	вядзе
chì	вадзіць
chì	ўводзь
chì	сьмерць
quà	дары
quà	падарункі
chích	натуральным
chích	натуральны
chích	прыродны
chích	прыродным
chích	прыродных
chích	прыродныя
nhục	сорам
nhục	ганьба
nhục	ганьбу
nhục	сорамам
nhục	асароміць
over	над
xinh	што
xinh	даволі
xinh	вельмі
prince	князя
prince	князь
garden	садзе
garden	гарод
garden	сад
garden	і
facebook	фэйсбуку
facebook	facebook
italy	італіі
italy	італію
thấu	у
thấu	ў
philadelphia	філадэльфіі
moon	месяц
moon	месяца
mike	майк
mike	майка
plan	план
philip	філіп
philip	філіпа
philip	філіпу
đếm	разлічваць
thính	пачуўшы
thính	слухаючы
dark	цёмнай
dark	цёмная
dark	цёмны
dark	і
dark	цёмна
dark	цемры
caesar	цэзара
robot	робаты
robot	робатаў
loa	слове
loa	маўчыць
logic	лягічная
under	пад
galaxy	галактык
linux	linux
view	прагляд
phím	галоўнае
phím	ключ
đắt	дарагая
đắt	дарагіх
đắt	дарагімі
lot	шмат
lát	момант
vitamin	адсутнасць
vitamin	хапае
vitamin	недаверства
vitamin	нястачы
jerusalem	ерусаліму
jerusalem	ерусалім
jerusalem	ерусаліме
festival	сьвяце
festival	сьвята
festival	праснакоў
human	чалавека
human	людзей
xăng	газ
lầu	залю
lầu	залі
nắp	вехнім
nắp	верху
vảy	шалі
thê	быць
thề	прысягаў
thề	прысягай
ôxy	кіслароду
phiền	розум
phiền	пра
christ	хрыста
christ	хрыстос
christ	хрысьце
gold	золата
gold	золатам
họng	шыі
barbara	барбару
barbara	элістэр
aleksandr	аляксандра
aleksandr	аляксандар
summer	летам
summer	лета
diều	цмок
giường	ложку
giường	ложка
giường	ложак
chồn	выбраць
chồn	выбралі
chồn	мужоў
rực	полымя
flower	кветку
beach	пляжы
khiếp	дрэнныя
soul	душу
soul	душы
soul	душою
soul	душа
nọc	падмурак
nọc	на
nọc	фондам
nọc	лесу
nọc	падмурку
nọc	фонд
nọc	фонду
head	галавы
head	галаве
head	галаву
head	галава
head	галавою
trễ	позна
trễ	спазніліся
final	таго
ken	кена
ken	кен
dream	мары
dream	мару
dream	марыць
dream	мара
giuse	язэп
giuse	язэпа
giuse	ёсіі
đuối	гінем
case	выпадку
case	выпадак
case	справа
alexandros	аляксандра
alexandros	аляксандар
rich	багаты
rich	багатыя
rich	багацьце
rich	багатага
nhôm	падняць
nhôm	тры
nhôm	ўваскрашу
rung	абтрасіце
samuel	самуэля
box	паказу
adn	днк
ted	ted
ted	тэд
ted	тэда
ted	прамову
sky	небе
sky	блакітнае
sky	неба
sky	нябесныя
sky	клаўд
sky	воблака
sky	воблаку
cấy	пасадку
cấy	саджайце
her	ёй
her	яе
miles	кіламетраў
miles	км
miles	стадыяў
gởi	пашлю
gởi	пашлі
gởi	паслаў
benjamin	яміна
oxy	кіслароду
status	статус
dna	днк
nhũ	фіміяму
delhi	дэлі
gươm	мячы
gươm	мячамі
gươm	каламі
gươm	меч
gươm	мяча
gươm	мячом
sảnh	проста
kyoto	кіота
thoả	і
any	не
face	твар
face	твары
face	аблічча
season	час
server	сэрвер
đẫm	плач
foot	арганізацыя
foot	нагою
foot	нага
foot	пехатою
foot	нагу
matthew	мацьвея
matthew	мацьвей
mine	мая
mine	мой
mine	помста
mine	мае
mine	маё
mine	mine
cầy	некаторыя
sin	грэху
sin	грэх
síp	кіпру
síp	кіпр
double	удвая
lay	мяне
lay	аддаю
lay	душу
lay	кладу
lay	маючы
lay	і
lay	руцэ
buồm	плысьці
ram	аператыўнай
camp	бежанцаў
angel	анёл
angel	анёла
đắng	цяжка
đắng	старанна
đắng	горкае
lung	лёгкіх
gieo	саджайце
june	чэрвеня
june	чэрвені
nhát	жоўты
johnny	джоні
flying	лёталі
flying	ляцеў
guy	караля
guy	валадару
guy	валадар
guy	валадара
guy	хлопца
trãi	дзяцінства
kẹt	пастцы
flash	flash
stars	зоркі
stars	зорак
phêrô	пётар
phêrô	пятром
phêrô	пятра
phêrô	пятру
soi	воўк
gân	ўцякае
chốn	пыл
mịn	гладкімі
self	сябе
card	карта
card	матывы
card	карту
fields	палі
jacob	якубам
jacob	якуб
jacob	якуба
abraham	абрагам
abraham	абрагама
xoa	надзею
xoa	спадзяюся
xoa	надзеі
xoa	надзея
voice	голас
voice	голасам
voice	голасу
deep	ў
deep	глыбокае
deep	глыбокі
deep	глыбокія
canadian	канадкай
canadian	канадка
cúm	і
cúm	хворых
cúm	хворы
cúm	нямоглых
ngạo	прыводзіць
call	называем
call	называюць
call	клікаць
đọng	сярэдзіне
thoáng	водбліск
chà	ваў
chà	добра
chà	ну
chà	і
felix	фэлікс
babylon	бабілон
sấm	грымотаў
eagle	арла
isaac	ісаакам
isaac	ісаак
isaac	ісаака
hat	нянавісьць
hat	ненавідзець
hat	ненавідзяць
hat	зьненавідзяць
hat	і
copy	копію
copy	капіяваць
cưa	бачылі
cưa	убачыў
cưa	ўбачыў
cưa	бачыў
trăn	python
ôxi	кіслароду
musical	музычнай
boat	чаўне
boat	чаўна
lắc	абтрасіце
soviet	савецкай
carbon	вугляроду
rain	дождж
rain	дажджу
chọi	і
chọi	кінься
chọi	ўкінуць
xua	спакушаючы
nhặt	з
nhặt	зьбіраюць
nhặt	зрываць
nhặt	браць
nhặt	ложак
act	дзейнічаць
act	дзеянне
win	перамагчы
win	каб
win	здабыць
seven	сем
seven	сямі
seven	сямёрку
gầm	ільва
gầm	голас
rainbow	вясёлка
dog	сабаку
dog	сабака
test	тэст
test	спакушаючы
test	спакусіць
tien	грошы
tien	срэбра
block	блок
block	block
cell	вуза
phone	схаванае
phone	схавана
phone	схаванага
phone	ад
phone	тайнага
download	і
download	адчыніць
quất	яны
linda	лінда
toan	стрэсу
toan	стрэс
break	падкопваюць
snow	снег
cọc	адказваць
discovery	адкрыццё
grace	ласка
grace	ласкі
grace	ласку
grace	ласцы
hello	прывітанне
gạt	нацыянальным
base	базавая
pour	мяхі
hydro	вадароду
led	цярпеў
led	перацярпеў
led	прывяло
led	павялі
led	вялі
led	вывеў
hebrew	іўрыт
rocket	ракеты
tennis	тэніс
lines	лініі
tệp	файлы
tệp	файлаў
tệp	файл
tệp	файла
tệp	файлаў
tệp	файлавы
sex	ляжыць
sex	ляжаў
sex	палажылі
sex	ўзлажыў
sex	распусту
sex	распусты
sex	сэксам
sex	сэкс
sex	полавыя
sex	пол
living	жыве
living	жывога
living	жывёлы
wings	крылы
wings	крылаў
wonder	і
purple	пурпур
falls	ў
falls	ігуазу
falls	упадзе
falls	ўпадзе
falls	бяду
add	дадаць
close	блізка
close	блізкіх
close	блізкія
close	блізкі
close	вочы
close	заплюшчы
kiêng	жылі
kiêng	жыў
kiêng	жыла
kiêng	ў
vất	ў
vất	яго
vất	кінуў
vất	выгналі
vất	выкінулі
lửng	пастцы
rise	і
rise	ўстане
rise	уваскрэсьне
rise	ўваскрэсьне
rise	уставайце
rise	мёртвых
rise	ўваскрашэньне
rise	ўздымаюцца
vâng	так
kid	дзіця
met	пазнаёмілася
met	сустрэў
met	сустрэла
stage	сцэны
stage	сцэну
stage	я
chử	пячорай
native	родам
aaron	аарон
aaron	ааран
aaron	аарона
release	бараббу
hannah	ганна
liềm	серп
beat	што
them	іх
them	ім
them	імі
ách	туза
ách	ace
saga	часткай
saga	частка
saga	часткі
câm	нямы
vocal	асабовасць
ace	туза
ace	ace
six	6
six	шэсць
six	шэсьць
six	шасцёрку
six	шасцёркі
vứt	і
vứt	кінься
vứt	ўкінуць
gate	брамы
gate	брама
gate	брамаў
rớt	закахалася
rớt	ўпала
rớt	ўпаў
rớt	закахаўся
rớt	пакахала
rớt	упаўшы
rớt	упаў
rớt	ўпалі
bai	страхам
bai	пашану
lucky	пашанцавала
gnu	gnu
kings	валадароў
kings	валадары
kings	валадарамі
dép	сандалаў
dép	сандалы
beast	зьвер
beast	зьверам
beast	зьверу
răn	прыказаньні
devil	яблам
devil	д
devil	яблу
too	занадта
too	таксама
too	вельмі
too	надта
too	і
gầy	злучэнне
shadow	цень
shadow	ценю
waters	воды
rocky	камяністае
wave	хваля
nhớt	алеем
nhớt	алею
nhớt	і
nhớt	алей
gas	газ
trát	паперы
trát	спяцоўку
trát	папяровая
trát	папера
gates	брамы
solar	сонечнай
solar	сонечная
vung	ўваскрасіў
vung	мёртвых
vung	ўваскрос
vung	уваскрасіў
python	python
forever	назаўсёды
forever	заўсёды
forever	вякі
said	сказаў
said	кажа
said	кажучы
choàng	шаты
choàng	адзеньне
mun	муж
mun	мужа
eye	акуліста
eye	акуліст
eye	вока
eye	воку
eye	вушка
silent	і
đôla	даляраў
đôla	даляры
kit	каля
touch	дакрануцца
rách	адзінак
rách	кашоў
rách	ецца
rách	срэбнікаў
rách	яны
pit	яму
script	шрыфт
hearts	сэрцы
hearts	сэрца
hearts	сэрцах
hearts	чырвовую
thà	а
thà	лепш
thà	чым
thà	але
thà	ці
thà	або
thà	панам
thà	ані
thảy	і
thảy	кінься
thảy	ўкінуць
thảy	ў
thảy	яго
thảy	кінуў
thảy	выгналі
thảy	выкінулі
care	пра
care	што
past	апошніх
haven	не
piece	кавалак
piece	песня
piece	кавалкам
pat	пэт
lốp	тыры
lốp	тыру
moses	майсея
moses	майсей
moses	майсею
cưng	ўлюбёныя
cưng	улюбёныя
cưng	дзеткі
mẩu	каўчэг
mẩu	начыньне
root	кораня
cac	вы
cac	вас
cac	вам
cac	ты
burton	бёртан
giấm	воцат
sat	сядзела
sat	і
sat	сеў
sat	сядзеў
sat	сеўшы
nhọc	ўцісках
sục	моц
sục	сілаю
sục	сілу
hòm	каўчэг
timothy	цімафей
timothy	цімафея
cloud	клаўд
cloud	воблака
cloud	воблаку
mượt	гладкімі
kerr	керр
videos	відэа
vision	бачанне
vision	відзеж
aquila	акілу
aquila	акіла
angels	анёламі
angels	анёлы
angels	анёлаў
strong	моцны
hon	ўлюбёныя
hon	улюбёныя
hon	дзеткі
ôliu	аліўкі
pass	гадзіннік
pass	глядзіце
pass	чувайце
pass	не
pass	праходзяць
pass	судзіш
chấu	саранчы
chấu	саранча
joker	джокер
joker	джокера
mandela	мандэла
joy	радасьці
joy	радасьцю
joy	радасьць
sum	сума
lives	жыццё
lives	жыве
lives	застаецца
ubuntu	убунту
banner	сцежкі
banner	сьцежкі
banner	шляхі
thank	дзякуй
thank	вялікі
thank	дзякую
hey	гэй
ark	каўчэг
rod	кій
amazing	цудоўна
amazing	неверагодна
amazing	што
amazing	неверагодных
bethlehem	бэтлеем
bethlehem	бэтлееме
car	машыну
car	машыны
car	машына
quăng	і
quăng	кінься
quăng	ўкінуць
seal	пячатку
mat	ежы
mat	ежу
mat	ежа
