και	oraz
στρατιωτικά	wojska
πλήρωμα	ekipa
πλήρωμα	załogi
πλήρωμα	załoga
πλήρωμα	ekipy
πυροβόλα	strzelać
διανομή	dystrybucji
διανομή	dystrybucja
διανομή	rozkład
χώροι	lokale
χώροι	pomieszczenia
χώροι	witryny
χώροι	witryn
χώροι	przestrzenie
σικάγο	chicago
επιστολές	pisma
επιστολές	liter
επιστολές	listy
επιστολές	litery
σταθερό	stabilny
σταθερό	stabilna
σταθερό	stabilne
σταθερό	stałe
σταθερό	stały
σταθερό	stała
σταθερό	ustalone
σταθερό	ustalona
αθλήματα	sport
αθλήματα	sporty
αθλήματα	sportowe
πλαγιές	zboczach
καταδικάστηκε	skazany
καταδικάστηκε	skazana
καταδικάστηκε	skazani
καταδικάστηκε	skazany
καταδικάστηκε	skazana
καταδικάστηκε	skazani
καταδικάστηκε	skazany
καταδικάστηκε	skazani
καταδικάστηκε	skazana
διαθέσιμο	dostępny
διαθέσιμο	dostępna
διαθέσιμο	dostępne
έθνος	narodu
έθνος	naród
εμπρός	naprzód
στενή	wąski
στενή	wąskie
πολίτης	cywilne
πολίτης	cywile
πολίτης	cywilny
πολίτης	cywil
πολίτης	cywilnej
πολίτης	obywatele
πολίτης	obywatela
πολίτης	obywatel
παρέμβαση	ingerencji
παρέμβαση	zakłócenia
παρέμβαση	interwencja
παρέμβαση	interwencji
παρέμβαση	interwencje
ένοπλες	uzbrojone
ένοπλες	uzbrojona
ένοπλες	uzbrojeni
ένοπλες	uzbrojony
λάδι	oleje
λάδι	oleju
λάδι	olej
λάδι	oliwa
σιδήρου	żelazna
σιδήρου	żelazo
σιδήρου	żelaza
σιδήρου	iron
σιδήρου	żelazko
αριστερή	lewy
αριστερή	lewo
έντονο	intensywny
έντονο	intensywna
έντονο	intensywne
έντονο	intensywnie
πυρκαγιά	ogień
πυρκαγιά	pożar
νεότερος	najmłodszych
νεότερος	najmłodsza
νεότερος	najmłodszy
νεότερος	młodsza
νεότερος	młodsi
νεότερος	młodszy
νεότερος	młodsze
μέτρηση	pomiar
μέτρηση	pomiary
μέτρηση	pomiaru
μέτρηση	pomiar
μέτρηση	wycena
μέτρηση	pomiaru
μέτρηση	pomiary
μεταφέρθηκαν	przeniesiony
μεταφέρθηκαν	przeniesiona
μεταφέρθηκαν	przeniesione
μεταφέρθηκαν	przeniesiono
μεταφέρθηκαν	przeniesiony
μεταφέρθηκαν	transportowane
μεταφέρθηκαν	przewożone
επιχειρηματίας	biznesmen
επιχειρηματίας	przedsiębiorca
επιχειρηματίας	biznesmenem
επιχειρηματίας	przedsiębiorca
επιχειρηματίας	przedsiębiorcy
χαρά	radość
χαρά	radości
χαρά	joy
χαρά	przyjemności
αμβέρσα	antwerpii
έγγραφο	dokumenty
έγγραφο	dokument
έγγραφο	dokumentu
καταγραφή	nagrywanie
καταγραφή	nagranie
καταγραφή	zapisywanie
καταγραφή	rejestrowanie
καταγραφή	rejestracja
καταγραφή	rejestracji
παρόμοιες	podobni
παρόμοιες	podobna
παρόμοιες	podobny
παρόμοιες	podobne
μετάδοση	transmisji
μετάδοση	przesyłanie
μετάδοση	transmisja
μετάδοση	przekazanie
μετάδοση	transmisje
μετάδοση	transmisja
μετάδοση	nadawanie
μετάδοση	transmisji
μετάδοση	nadawanie
μετάδοση	nadawania
ψυχή	psyche
ψυχή	duszę
ψυχή	dusza
ψυχή	dusze
ψυχή	soul
ψυχή	duszy
αντιπάλους	przeciwnicy
αντιπάλους	przeciwników
αξίζει	warto
αξίζει	warte
αξίζει	worth
αξίζει	warta
τείχος	ściany
τείχος	ściana
τείχος	mur
τείχος	mury
τείχος	ścianie
τείχος	tablica
ιστορικούς	historycy
οικία	rezydencja
πτολεμαίος	ptolemeusz
θηλυκό	samica
θηλυκό	kobieta
θηλυκό	damskie
θηλυκό	kobiety
θηλυκό	suczka
διήρκεσε	trwało
διήρκεσε	trwała
χιλ	wzgórza
χιλ	wzgórze
χιλ	hill
ζημιές	odszkodowania
ζημιές	szkody
ζημιές	odszkodowanie
ζημιές	zniszczenia
ζημιές	uszkodzenie
ζημιές	szkody
ζημιές	uszkodzenia
βενιζέλου	wenizelos
πέφτει	spada
πέφτει	falls
πέφτει	opada
πέφτει	wodospad
ομιλία	mowa
ομιλία	przemowa
ομιλία	przemówienie
ομιλία	wystąpienie
ελπίδα	nadzieja
ελπίδα	hope
ελπίδα	oby
σύλληψη	areszt
σύλληψη	aresztowanie
σύλληψη	aresztowany
σύλληψη	schwytać
σύλληψη	uchwycić
λευκωσία	nikozji
αίτηση	podanie
αίτηση	zastosowanie
αίτηση	aplikacja
αίτηση	zapytanie
αίτηση	prośba
αίτηση	żądanie
αίτηση	wniosek
χημικά	chemikalia
χημικά	chemiczne
χημικά	chemikalia
χημικά	chemia
χημικά	chemikaliów
σικελία	sycylii
πλούσιο	bogata
πλούσιο	bogate
πλούσιο	rich
πλούσιο	bogaty
πτυχίο	dyplomy
πτυχίο	dyplom
πτυχίο	stopień
μαρτυρίες	referencje
μαρτυρίες	zeznania
μαρτυρίες	świadectwa
γρήγορη	szybkie
γρήγορη	szybki
γρήγορη	szybko
γρήγορη	szybkie
γρήγορη	szybki
γρήγορη	szybka
γρήγορη	szybko
εξοπλισμό	bieg
επέλεξε	wybrała
επέλεξε	wybrał
ενδεχομένως	prawdopodobnie
ενδεχομένως	potencjalnie
εκπαιδευτικό	wykształcenie
εκπαιδευτικό	edukacyjne
εκπαιδευτικό	edukacyjny
εκπαιδευτικό	edukacyjnych
εκπαιδευτικό	edukacja
σοβαρή	poważna
σοβαρή	poważne
σοβαρή	poważny
σοβαρή	poważna
σοβαρή	poważne
αποελ	apoel
ιατρός	medyk
ιατρός	lekarza
ιατρός	lekarz
αποσπάσματα	ekstrakty
αποσπάσματα	wyciągi
αποσπάσματα	fragmenty
αποσπάσματα	fragmentów
βαριά	heavy
βαριά	ciężkie
βαριά	ciężki
βαριά	ciężka
ουρανό	niebo
ουρανό	niebie
ουρανό	sky
ουρανό	nieba
κόντρα	contra
κόντρα	przeciwko
κόντρα	przeciw
ταξίδια	podróż
ταξίδια	podróży
ταξίδια	podróże
ταξίδια	podróżuje
ταξίδια	podróży
ταξίδια	podróżowanie
ταξίδια	podróże
ταξίδια	podróżowanie
ταξίδια	podróże
ταξίδια	podróży
ταξίδια	wyjazdy
ταξίδια	wycieczki
θετικές	pozytywna
θετικές	pozytywne
θετικές	dodatni
θετικές	pozytywnie
θετικές	pozytywny
φάσεις	faz
φάσεις	fazy
φάσεις	etapy
φάσεις	etapach
ήρωες	bohaterami
ήρωες	bohaterów
ήρωες	bohaterowie
κρις	chris
κρις	chrisa
κρις	chrisem
προορισμό	przeznaczenie
πατριαρχείο	patriarchat
σκοτώσει	zabij
σκοτώσει	kill
επιδόσεις	wykonanie
επιδόσεις	skuteczność
επιδόσεις	występ
επιδόσεις	wydajność
επιδόσεις	wydajności
τριάντα	trzydzieści
τριάντα	thirty
σταθμούς	stacje
σταθμούς	stacji
σταθμούς	stanowiska
διαλυτότητα	rozpuszczalność
αντικατάσταση	zastąpienie
αντικατάσταση	zamień
αντικατάσταση	zastąpić
αντικατάσταση	zastąpienia
αντικατάσταση	zastąpienie
αντικατάσταση	zastępstwo
αντικατάσταση	zastąpić
αντικατάσταση	wymiana
αντικατάσταση	zastąpienia
αντικατάσταση	zastępstwo
αντικατάσταση	zastąpienie
τοιχογραφίες	freski
τοιχογραφίες	murale
βιομηχανική	przemysłowy
βιομηχανική	przemysł
βιομηχανική	przemysłowych
βιομηχανική	przemysłowe
ενδείξεις	oznaczeń
ενδείξεις	wskazania
συνεργάτης	partner
συνεργάτης	partnerka
συνεργάτης	partnerem
συνεργάτης	partnera
συνεργάτης	wspólnik
συνεργάτης	współpracownika
συνεργάτης	współpracownik
συνεργάτης	wspólnik
συνεργάτης	współpracownik
ασκήσεις	ćwiczeń
ασκήσεις	ćwiczenia
κλαμπ	club
κλαμπ	klub
κλαμπ	klubie
κλαμπ	kluby
κλαμπ	trefl
κλαμπ	klubów
αλφάβητο	alfabet
εσωτερικά	wewnętrzny
εσωτερικά	wewnętrznego
εσωτερικά	wewnętrzne
εσωτερικά	wewnętrzna
εσωτερικά	wewnętrznie
επιρροές	wpływ
επιρροές	wpływy
επιρροές	wpływy
επιρροές	wpływów
περού	peru
έπαιζε	grało
έπαιζε	grał
έπαιζε	zagrali
σεναριογράφος	scenarzysta
αστερισμό	konstelacji
υποχρεώσεις	zobowiązania
υποχρεώσεις	obowiązki
υποχρεώσεις	zobowiązania
υποχρεώσεις	zobowiązań
υποχρεώσεις	zobowiązania
υποχρεώσεις	zobowiązań
σπήλαιο	jaskinia
σπήλαιο	jaskini
δέλτα	delta
μπράιαν	brian
μπράιαν	briana
φρανσουά	francois
φρανσουά	francois
φρανσουά	françois
ιδιωτική	private
ιδιωτική	prywatne
ιδιωτική	szeregowy
ιδιωτική	prywatna
ιδιωτική	prywatny
θετικά	pozytywna
θετικά	pozytywne
θετικά	dodatni
θετικά	pozytywnie
θετικά	pozytywny
δυσκολίες	trudności
δυσκολίες	trudność
δυσκολίες	trudności
τάφο	grobie
τάφο	nagrobek
τάφο	grób
τάφο	grobowiec
τάφο	grobie
τάφο	grób
τάφο	grobu
στάλθηκε	wysłany
στάλθηκε	wysłane
στάλθηκε	wysłano
ατομικό	indywidualny
ατομικό	indywidualne
ατομικό	poszczególnych
ατομικό	indywidualnie
αναφέρθηκε	zgłoszono
αναφέρθηκε	zgłaszane
αναφέρθηκε	zgłoszone
αναφέρθηκε	zgłoszony
αναφέρθηκε	zgłoszona
αναφέρθηκε	zgłosił
βουλγαρική	bułgarski
νομοθεσία	prawodawstwo
νομοθεσία	prawodawstwa
νομοθεσία	ustawodawstwo
αραβική	arab
αραβική	arabskie
αραβική	arabski
αραβική	arabskich
αραβική	arabskie
αραβική	arabski
δωρεάν	wolne
δωρεάν	wolna
δωρεάν	wolny
δωρεάν	bezpłatne
δωρεάν	free
βελιγραδίου	belgradzie
εξετάσεις	próby
εξετάσεις	badania
εξετάσεις	testy
εξετάσεις	egzaminy
εξετάσεις	egzamin
εξετάσεις	egzaminu
εξετάσεις	egzaminy
εξετάσεις	egzaminów
εξετάσεις	egzaminy
εξετάσεις	egzaminów
εξετάσεις	egzaminy
συνδυασμός	kombinacja
συνδυασμός	kombinacje
συνδυασμός	połączyć
τζαζ	jazz
τζαζ	jazzu
λάθη	błędy
λάθη	pomyłki
λάθη	błędów
λάθη	błędy
λάθη	błędów
σόλο	solo
αντάρτες	partyzantów
αντάρτες	powstańców
αντάρτες	partyzantów
αντάρτες	rebeliantów
αντάρτες	rebelianci
αντάρτες	buntowników
διατριβή	rozprawę
διατριβή	tezy
συνέπειες	skutki
συνέπειες	konsekwencje
συνέπειες	następstwa
συνέπειες	następstwa
φιλοσοφική	filozoficzne
προσωπικότητα	osobowość
προσωπικότητα	osobowości
βελιγράδι	belgradzie
οπαδούς	obserwujących
οπαδούς	wyznawców
ιερέας	ksiądz
ιερέας	księdza
ιερέας	kapłan
ιερέας	księża
νικώντας	pokonanie
επισκοπή	diecezja
επισκοπή	diecezji
ξενοδοχείο	hotel
διάσπαση	podział
διάσπαση	podziel
διάσπαση	split
επισήμως	formalnie
επισήμως	oficjalnie
στάλιν	stalin
στάλιν	stalina
στόχους	bramki
στόχους	cele
στόχους	celów
στόχους	bramek
επαγγελματικό	zawodowe
επαγγελματικό	zawodowych
επαγγελματικό	profesjonalne
επαγγελματικό	profesjonalna
επαγγελματικό	profesjonalny
επαγγελματικό	profesjonalnie
προβλήθηκε	wyemitowany
μαύρα	czarna
μαύρα	czarne
μαύρα	black
μαύρα	czerń
μαύρα	czarny
κίνδυνος	ryzyka
κίνδυνος	ryzyko
κίνδυνος	zagrożenia
κίνδυνος	zagrożenie
κίνδυνος	ryzyko
κίνδυνος	niebezpieczeństwie
κίνδυνος	zagrożenie
κίνδυνος	niebezpieczeństwo
κοπ	kopp
σχεδιασμού	planowania
σχεδιασμού	planowanie
φυσικοί	fizycy
αποδείχθηκε	udowodniła
αποδείχθηκε	udowodnił
κατανάλωση	konsumpcja
κατανάλωση	zużycie
κατανάλωση	spożycie
κατανάλωση	konsumpcji
φλωρεντία	florencja
μονακό	monaco
μονακό	monako
λήμνου	lemnos
υψηλότερο	najwyższa
υψηλότερο	najwyższy
υψηλότερο	najwyższe
υψηλότερο	wyżej
υψηλότερο	wyższe
υψηλότερο	wyższy
υψηλότερο	wyższa
μωάμεθ	muhammad
μωάμεθ	muhammad
μωάμεθ	mohammed
διάγνωση	rozpoznanie
διάγνωση	diagnoza
διάγνωση	diagnostyka
διάγνωση	diagnozy
μεταφορές	transfery
μεταφορές	przewóz
μεταφορές	transportu
μεταφορές	transportowe
μεταφορές	transport
εταιρίες	korporacje
εταιρίες	korporacji
εταιρίες	firmy
εταιρίες	spółki
εταιρίες	przedsiębiorstw
εταιρίες	przedsiębiorstwa
εταιρίες	firm
φάρμακα	medycyny
φάρμακα	lekarstwo
φάρμακα	medycyna
φάρμακα	lekarstwa
φάρμακα	lekarstwa
φάρμακα	leków
δυναμική	dynamika
δυναμική	dynamiki
δυναμική	dynamics
δυναμική	dynamiczny
δυναμική	dynamika
δυναμική	dynamikę
δυναμική	dynamiczne
δυναμική	dynamiczny
κατάλληλο	odpowiednia
κατάλληλο	odpowiedni
κατάλληλο	odpowiednie
κατάλληλο	stosowne
κατάλληλο	właściwe
κατάλληλο	odpowiednia
κατάλληλο	odpowiedni
κατάλληλο	odpowiednie
ακτίνα	wiązka
ακτίνα	promień
ακτίνα	wiązki
ακτίνα	promień
συνεργάτες	partnerzy
συνεργάτες	partnerami
συνεργάτες	partnerów
συνεργάτες	wspólnicy
συνεργάτες	współpracowników
συνεργάτες	współpracownicy
συνεργάτες	wspólnicy
συνεργάτες	współpracownicy
συνεργάτες	współpracowników
εναλλακτική	alternatywna
εναλλακτική	alternatywne
εναλλακτική	alternatywa
εναλλακτική	alternatywny
εναλλακτική	alternatywnie
εναλλακτική	zastępca
εναλλακτική	alternatywny
εναλλακτική	zastępców
εναλλακτική	alternatywne
εναλλακτική	alternatywna
εξίσου	równo
εκφράσεις	wyrażenia
εκφράσεις	wyrażeń
ίαν	lan
ίαν	ian
ίαν	ian
ίαν	lan
μύθος	legendę
μύθος	legendy
μύθος	legend
μύθος	legenda
μύθος	mit
μύθος	mity
έξοδο	wyjście
έξοδο	wyjazd
έξοδο	wyjścia
πιστεύει	wierzy
χανς	hans
χανς	hansa
στερεά	stałe
στερεά	solidne
στερεά	solidna
στερεά	solidny
ισορροπία	równowagi
ισορροπία	bilans
ισορροπία	saldo
ισορροπία	równowaga
ισορροπία	równowagi
ισορροπία	równowadze
ισορροπία	równowaga
ισπανός	hiszpan
ισπανός	hiszpanie
ισπανός	hiszpanie
ισπανός	hiszpańskie
ισπανός	hiszpańska
ισπανός	hiszpański
τυπική	typowe
τυπική	typowa
τυπική	typowo
τυπική	typowy
ρυθμός	pace
ρυθμός	tempo
ρυθμός	tempie
ρυθμός	stawki
ρυθμός	stawka
ρυθμός	stopa
ρυθμός	tempa
ρυθμός	tempo
ρυθμός	rytm
ρυθμός	rytmu
συνασπισμού	koalicji
κάστρα	zamki
κάστρα	zamków
θεατές	widzowie
θεατές	widzów
θεατές	widzowie
θεατές	widzów
σφαγή	masakra
σφαγή	zbrodnia
σφαγή	masakra
σφαγή	rzeźnia
σφαγή	rzeź
σφαγή	ubój
σφαγή	uboju
σφαγή	ubój
σφαγή	rzeź
σφαγή	uboju
σουλτάνος	sultan
ελαφρά	lekko
ελαφρά	nieznaczne
ελαφρά	nieznacznie
ελαφρά	lekko
ελαφρά	nieco
σεν	shen
σεν	sen
βιρτζίνια	virginia
βιρτζίνια	wirginia
βιρτζίνια	wirginii
μέταλλα	metale
μέταλλα	metalowe
μέταλλα	metalowy
μέταλλα	metal
μέταλλα	metale
αρχαίους	pradawnych
αρχαίους	starożytni
σκηνοθέτες	dyrektorów
σκηνοθέτες	dyrektorzy
υποκατάσταση	zastąpienia
υποκατάσταση	zastąpienie
χορός	dance
χορός	tańcz
χορός	taniec
χορός	tańczy
χορός	taniec
χορός	tańce
κολέγιο	studia
κολέγιο	uczelnia
κολέγιο	college
κολέγιο	kolegium
κύμα	fala
κύμα	fali
κύμα	fale
σχεδιάστηκε	zaprojektowane
σχεδιάστηκε	zaprojektowana
σχεδιάστηκε	zaprojektowano
σχεδιάστηκε	zaprojektowany
σχεδιάστηκε	zaprojektowanych
κέρματα	monet
κέρματα	monety
βία	przemoc
βία	przemocy
μαδρίτη	madryt
κάρλος	carlos
πύλες	gates
πύλες	bramy
πύλες	bram
πύλες	portale
κορίτσι	dziewczyna
κορίτσι	dziewczyny
κορίτσι	dziewczynka
κορίτσι	dziewczyno
εγγονός	wnuka
εγγονός	wnuk
εγγονός	wnukiem
πρόσφατη	niedawno
πρόσφατη	najnowsze
πρόσφατη	ostatnie
πρόσφατη	ostatnich
πρόσφατη	ostatnio
ρίο	rio
βυζάντιο	bizancjum
θηλυκά	samice
σταύρος	stavros
αρσενικό	arsenu
αρσενικό	samiec
αρσενικό	męskie
αρσενικό	męska
αρσενικό	męski
αρσενικό	mężczyzna
επαγγελματίες	specjalistów
επαγγελματίες	specjaliści
επαγγελματίες	profesjonalistów
επαγγελματίες	zawodowcy
επαγγελματίες	profesjonaliści
ψηφιακή	cyfrowy
ψηφιακή	cyfrowa
ψηφιακή	cyfrowe
ψηφιακή	digital
ηλεκτρονική	elektronika
ηλεκτρονική	elektroniczne
ηλεκτρονική	elektroniczna
ηλεκτρονική	elektroniczny
τεράστιο	ogromny
τεράστιο	ogromna
τεράστιο	ogromne
τεράστιο	ogromny
τεράστιο	ogromne
κομμουνιστικό	komunistycznej
κομμουνιστικό	komunistą
κομμουνιστικό	komunistyczna
κομμουνιστικό	komuniści
χάνει	utrata
χάνει	przegrana
χάνει	traci
χάνει	przegra
χάνει	przegrywa
επεκτάθηκε	rozszerzone
επεκτάθηκε	rozszerzony
επεκτάθηκε	rozszerzona
κατάργηση	uchylenie
κατάργηση	uchylenia
κατάργηση	zniesienie
κατάργηση	zniesienia
ήλιος	słońce
ήλιος	sun
ήλιος	słońca
ήλιος	słoneczko
άσπρο	biel
άσπρο	białe
άσπρο	white
άσπρο	biała
άσπρο	biały
θεολογία	teologii
εκδοχές	wersji
εκδοχές	wersjach
εκδοχές	wersje
πρόεδροι	prezydentów
πρόεδροι	przewodniczących
πρόεδροι	prezydenci
ερώτημα	zapytanie
ερώτημα	zapytania
ερώτημα	pytania
ερώτημα	pytanie
σύνταξη	renta
σύνταξη	emerytury
σύνταξη	emerytura
σύνταξη	renty
σύνταξη	pensjonat
σύνταξη	składni
τεχνικά	techniczne
τεχνικά	techniczny
τεχνικά	techniczna
τεχνικά	technicznie
ιδιοκτήτης	właścicielka
ιδιοκτήτης	właściciela
ιδιοκτήτης	właściciel
γαλαξίες	galaktyk
γαλαξίες	galaktyki
θεατρική	teatralne
κτήρια	budynki
ωραία	ładnie
ωραία	fajny
ωραία	fajna
ωραία	fajne
ωραία	ładne
τάσεις	trend
τάσεις	tendencje
τάσεις	tendencja
τάσεις	trendy
τάσεις	tendencje
τάσεις	tendencji
σελήνη	księżyca
σελήνη	moon
σελήνη	księżycu
σελήνη	księżyc
εύκολο	łatwy
εύκολο	łatwe
εύκολο	łatwo
εύκολο	easy
εκτιμήσεις	oszacowania
εκτιμήσεις	szacunki
δούναβη	dunaju
απεικονίζεται	przedstawiony
ολυμπιακοί	olimpijskich
ολυμπιακοί	olimpiada
ολυμπιακοί	olimpiady
διαρκεί	trwa
απάντησε	odpowiedz
απάντησε	odpowiedź
θηλαστικά	ssaków
θηλαστικά	ssaki
μεσαιωνική	średniowieczne
μεσαιωνική	średniowiecza
ισοπαλία	remis
ισοπαλία	krawat
ισοπαλία	remis
ισοπαλία	losowanie
ισοπαλία	rysować
ισοπαλία	wyciągnąć
κεφαλή	head
κεφαλή	głowę
κεφαλή	głowy
κεφαλή	glowy
κεφαλή	głowa
κεφαλή	głowica
επαναστάτες	rewolucjonistów
επαναστάτες	rebeliantów
επαναστάτες	rebelianci
επαναστάτες	buntowników
άθροισμα	sum
άθροισμα	sumę
άθροισμα	sumy
άθροισμα	kwota
άθροισμα	suma
λειτουργούσε	obsługiwany
λειτουργούσε	operował
λειτουργούσε	obsługiwane
λειτουργούσε	użytkowane
παρακολούθησε	obserwowana
παρακολούθησε	obejrzał
παρακολούθησε	obserwowane
παρακολούθησε	obserwowany
παρακολούθησε	obserwował
φυλακές	więzieniu
φυλακές	więzienie
φυλακές	więzienia
φυλακές	więzień
σήμαινε	oznaczało
σήμαινε	znaczyło
σαλβαδόρ	salvador
ηλεκτρονικό	elektroniczne
ηλεκτρονικό	elektroniczna
ηλεκτρονικό	elektroniczny
αερίου	gazu
αερίου	gaz
σύνδρομο	syndrom
ζεύγος	pary
ζεύγος	para
ανακοινώνει	zapowiada
ανακοινώνει	ogłasza
πόρων	zasoby
πόρων	zasobów
πόρων	środki
συνοικίες	dzielnice
συνοικίες	okręgi
συνοικίες	okręgów
ολοκληρωθεί	zrealizowane
ολοκληρωθεί	zakończone
ολοκληρωθεί	zakończona
ολοκληρωθεί	zaliczone
ολοκληρωθεί	ukończone
παναγιώτη	panajotis
άσκηση	ćwiczenie
άσκηση	ćwiczenia
σημείωση	uwaga
σημείωση	notatka
συμβολίζει	symbolizuje
ηλεκτρική	elektryczny
ηλεκτρική	elektryczne
ηλεκτρική	elektryczny
ηλεκτρική	elektryczne
ηλεκτρική	electric
ηλεκτρικό	elektryczny
ηλεκτρικό	elektryczne
ηλεκτρικό	electric
αθηνά	athena
επιπτώσεις	wpływ
επιπτώσεις	zderzenie
επιπτώσεις	uderzenie
επιπτώσεις	uderzenia
επιπτώσεις	oddziaływanie
επιπτώσεις	skutki
επιπτώσεις	konsekwencje
επιπτώσεις	następstwa
επιπτώσεις	wpływ
επιπτώσεις	oddziaływania
επιπτώσεις	oddziaływanie
επιπτώσεις	następstwa
επιπτώσεις	efekty
επιπτώσεις	skutki
αγροτική	wiejskich
αγροτική	wiejski
εκπέμπει	nadawanie
δορυφόρος	satelitarne
δορυφόρος	satelita
δορυφόρος	satelitarnej
δορυφόρος	satelitarna
δορυφόρος	satelity
αρσενικά	samców
αρσενικά	mężczyzn
αρσενικά	samce
αρσενικά	mężczyźni
αρσενικά	samiec
αρσενικά	męskie
αρσενικά	męska
αρσενικά	męski
αρσενικά	mężczyzna
ξέρει	wie
τίποτε	nic
τραγωδία	tragedii
τραγωδία	tragedię
τραγωδία	tragedia
κλειδί	klucz
κλειδί	kluczowe
κλειδί	klucze
κλειδί	klawisz
κλειδί	key
λευκά	biel
λευκά	białe
λευκά	white
λευκά	biała
λευκά	biały
μάρκο	marko
μάρκο	marco
υπεύθυνη	odpowiedzialny
υπεύθυνη	odpowiedzialna
υπεύθυνη	odpowiedzialne
πρωταθλητές	mistrzowie
πρωταθλητές	mistrzów
αναπληρωτής	zastępca
μόρια	morii
μόρια	cząsteczki
μόρια	molekuły
αυτόνομη	autonomiczne
αυτόνομη	autonomicznych
αυτόνομη	autonomiczny
αιγαίο	egejskiego
τατουάζ	tatuażu
τατουάζ	tatuaż
τατουάζ	tatuaże
τατουάζ	tatuaży
διαταγές	rozkazy
διαταγές	zamówienia
ιδιοκτησίας	własności
ιδιοκτησίας	własność
παιδεία	kształcenie
παιδεία	edukacji
παιδεία	wykształcenie
παιδεία	edukacja
αντίγραφο	duplikat
αντίγραφο	kopia
αντίγραφο	skopiuj
αντίγραφο	kopiuj
αντίγραφο	kopiowanie
αντίγραφο	replika
χαλκιδικής	chalkidiki
φωτογραφίας	fotografie
φωτογραφίας	fotografii
φωτογραφίας	photography
φωτογραφίας	fotografia
φωτογραφίας	zdjęcia
ανοικτό	otwórz
ανοικτό	otwarte
ανοικτό	otwarty
θρησκευτικά	religie
θρησκευτικά	religii
θρησκευτικά	wyznanie
θρησκευτικά	religia
θρησκευτικά	religijny
θρησκευτικά	religijnych
θρησκευτικά	religia
θρησκευτικά	religijna
θρησκευτικά	religijne
διάσταση	wymiar
διάσταση	wymiary
μυθιστορήματα	powieści
χένρι	henryka
χένρι	henryk
χένρι	henry
αξιολόγηση	ocena
αξιολόγηση	ocena
αξιολόγηση	oceny
αντίθετο	naprzeciw
αντίθετο	przeciwieństwo
αντίθετο	naprzeciwko
ορολογία	terminologii
δημοφιλές	popularny
δημοφιλές	popularnych
δημοφιλές	popularne
δημοφιλές	popularna
εντολές	poleceń
εντολές	komendy
εντολές	polecenia
εντολές	rozkazy
εντολές	zamówienia
χειρόγραφα	rękopisy
χειρόγραφα	rękopis
κλινική	klinika
κλινική	kliniki
κλινική	klinice
κλινική	kliniczne
κλινική	kliniczna
κλινική	klinicznych
μπαρόκ	barokowy
πόλο	polo
πόλο	polak
πόλο	biegun
πόλο	pole
πόλο	słup
κάτοχος	właścicielka
κάτοχος	właściciela
κάτοχος	właściciel
κάτοχος	posiadacza
κάτοχος	uchwyt
κάτοχος	posiadacz
μεθυλο	metylu
συμμάχους	sojuszników
συμμάχους	sojusznikami
περιφερειακή	regionalnych
περιφερειακή	regionalne
περιφερειακή	regionalny
περιφερειακή	regionalna
προηγούμενα	poprzednia
προηγούμενα	poprzedni
προηγούμενα	poprzednie
προηγούμενα	wcześniejsze
επίσκεψη	odwiedziny
επίσκεψη	wizyta
επίσκεψη	wizyty
διακοπή	break
διακοπή	przerwa
διακοπή	złamać
διακοπή	przerwanie
αποδοχή	przyjęta
αποδοχή	przyjęty
αποδοχή	zaakceptowane
αποδοχή	akceptowane
αποδοχή	przyjęte
αποδοχή	akceptacja
αποδοχή	przyjęcia
αποδοχή	akceptację
αποδοχή	zaakceptować
αποδοχή	akceptuje
αποδοχή	akceptuję
αποδοχή	przyjmij
προστέθηκε	dodany
προστέθηκε	dodano
προστέθηκε	dodana
προστέθηκε	dodane
άφιξη	dojazd
άφιξη	przybycie
άφιξη	przyjazd
κυνήγι	polować
κυνήγι	łowy
κυνήγι	hunt
κυνήγι	polowanie
κυνήγι	polowania
κυνήγι	polowanie
χριστιανούς	chrześcijanie
χριστιανούς	chrześcijan
πλεονέκτημα	przewaga
πλεονέκτημα	korzyść
πλεονέκτημα	przewagę
πληθυσμούς	populacji
πληθυσμούς	ludność
πληθυσμούς	populacje
κόκκινη	czerwień
κόκκινη	czerwony
κόκκινη	czerwona
κόκκινη	czerwone
διατηρείται	utrzymane
διατηρείται	utrzymywane
διατηρείται	utrzymana
διατηρείται	zachowane
επιστημονικά	naukowo
επιστημονικά	naukowy
επιστημονικά	naukowa
επιστημονικά	naukowe
μουσικές	muzyczne
μουσικές	musical
μουσικές	muzyczny
μοναχός	mnich
μοναχός	mnicha
μοναχός	monk
μισέλ	michelle
μισέλ	michel
πρόθεση	intencją
πρόθεση	intencje
πρόθεση	zamiar
πρόθεση	zamiarów
πρόθεση	zamiar
πρόθεση	zamiary
πρόθεση	intencje
ψάρια	ryby
ψάρια	ryba
ψάρια	ryb
ψάρια	rybka
ψάρια	rybki
μπιλ	bill
μπιλ	rachunek
παλαιότερο	najstarszych
παλαιότερο	najstarsze
παλαιότερο	najstarszy
παλαιότερο	najstarsza
τέξας	teksasu
τέξας	teksas
τέξας	texas
κανονικό	zwykły
κανονικό	regularne
κανονικό	regularnie
κανονικό	regularny
κανονικό	normalne
κανονικό	normalnie
κανονικό	normalny
κανονικό	normalna
διάσημο	sławne
διάσημο	znana
διάσημο	znany
διάσημο	sławny
διάσημο	sławna
εξασφάλισε	zabezpieczone
εξασφάλισε	zabezpieczony
εξασφάλισε	zabezpieczona
τζόνσον	johnsona
τζόνσον	johnson
κόστα	costa
κόστα	kosta
