から	از
無料	رایگان
無料	آزاده
無料	آزاد
ビジネス	تجارت
ビジネス	کسب
ビジネス	business
ジャンプ	جهش
ジャンプ	پرش
ジャンプ	پرشی
ジャンプ	جهش
友人	دوست
友人	دوستی
ソウル	سئول
ソウル	نفس
ソウル	سول
ソウル	نفسی
滋賀	شیگا
期待	انتظارات
期待	امید
期待	انتظارات
期待	توقع
期待	آرزوهای
傾向	گرایش
自転車	دوچرخه
自転車	دوچرخه
自転車	موتور
自転車	دوچرخه
動き	حرکات
銀河	کهکشان
銀河	گلکسی
困難	دشواری
困難	سختی
困難	مشکلات
モンスター	هیولا
供給	تامین
アカウント	حساب
アカウント	حسابهای
記憶	خاطره
記憶	حافظه
記憶	حافظۀ
フィルム	فیلم
フィルム	film
ロケット	راکت
ロケット	موشک
早稲田	واسدا
低い	کم
低い	low
まとめ	خلاصۀ
まとめ	خلاصه
解決	حل
解決	رفع
兵器	سلاح
ウェイ	راه
北京	پکن
北京	پکن
引用	نقل
サイド	کنار
サイド	پهلو
サイド	طرف
原則	اصول
ラブ	دوست
ラブ	عشق
ラブ	عشقی
ラブ	عاشق
株式	سهم
株式	اشتراک
株式	سهام
株式	موجودی
株式	سهام
信頼	تراست
信頼	توکل
信頼	اعتماد
信頼	معتمد
信頼	امین
分析	تحلیل
分析	آنالیز
収入	درآمد
収入	درآمدی
収入	درآمد
ベルリン	برلین
流れる	روان
惑星	سیاره
惑星	سیارات
中野	ناکانو
ルイス	لویی
ルイス	لوئی
目標	اهداف
しばしば	اغلب
裁判所	دادگاه
裁判所	دربار
裁判所	دادگاههای
計算	محاسبه
計算	محاسبات
計算	محاسبه
計算	محاسبه
自治	خودمختاری
バイ	خداحافظ
テスト	آزمون
テスト	آزمایش
テスト	تست
テスト	آزمونهای
テスト	آزمون
テスト	آزمودن
テスト	آزمایش
テスト	تست
意識	هوشیاری
意識	خودآگاه
意識	آگاهی
意識	هشیاری
意識	هوشیاری
呼称	نامگذاری
物質	مادهای
物質	اموال
許可	اجازه
許可	مجوز
許可	اجازه
許可	مجوزهای
許可	مجوزها
回復	بازیابی
回復	ترمیمی
回復	ریکاوری
回復	بازیابی
回復	بهبودی
回復	بهبود
画家	نقاش
中止	ساقط
拡張	گسترده
拡張	پسوندهای
書籍	کتابها
書籍	کتاب
書籍	کتابهای
大きい	بزرگ
大きい	درشت
大きい	بیگ
大きい	big
大きい	بزرگ
大きい	بزرگی
ハート	قلبی
ハート	دل
ハート	قلب
ハート	هارت
伊勢	ایسه
メン	مردانی
メン	مردها
メン	مردان
治療	درمانی
治療	معالجه
治療	درمان
治療	درمانش
治療	معالجه
治療	درمان
固定	دلبستگی
固定	ثابت
固定	معین
マイケル	میکائیل
マイケル	مایکل
観客	تماشاچیان
観客	تماشاگران
観客	حضار
観客	مخاطب
観客	تماشاگران
観客	مخاطبین
免許	گواهینامه
免許	مجوز
免許	جواز
装甲	زره
装甲	زره
寺院	پرستشگاه
寺院	عبادتگاه
寺院	معبد
寺院	تمپل
寺院	معابد
占領	اشغال
青春	جوانی
青春	جوانان
佐々木	ساساکی
出現	ظهور
出現	پیدایش
背景	زمینه
準備	آمادگی
準備	تدارک
アート	art
アート	هنر
アート	آرت
規格	استانداردها
規格	استانداردهای
スイス	سویس
スイス	سوییس
スイス	سوئیس
スイス	سوئیسی
スイス	سوئیس
形状	شکلها
形状	شکل
シアター	تئاتر
シアター	theater
知事	حاکم
知事	فرماندار
崩壊	آوار
崩壊	فروپاشی
崩壊	پوسیدگی
最新	جدیدترین
最新	جدیدترین
最新	آخرین
キリスト教	کریستین
キリスト教	کریستیان
キリスト教	مسیحی
キリスト教	کریستن
キリスト教	مسیحیت
交渉	مذاکرات
交渉	مذاکره
交渉	مذاکرات
交渉	مذاکره
武田	تاکدا
マスター	master
マスター	استادی
マスター	ارباب
マスター	استاد
オール	پارو
アナ	ana
アナ	آنا
アナ	انا
最近	اخیر
最近	اخیرا
最近	اخیراً
最近	تازگی
最近	اخیرا
最近	جدیدا
インターチェンジ	تبادل
整理	پاکسازی
アウト	بیرون
アウト	برون
協定	توافقنامه
協定	موافقتنامه
協定	قرارداد
協定	توافق
協定	توافقنامه
協定	توافقات
スクール	مدرسه
スクール	مکتب
推定	جسارت
山崎	یاماساکی
山崎	کامازاکی
協議	مشورت
協議	مشاوره
吸収	جذب
ダウン	فرود
ダウン	پایین
前田	مائدا
事務	امور
大佐	سرهنگ
ブック	کتاب
ブック	book
ブック	کتابی
軍団	لشگر
軍団	تفنگداران
高松	تاکاماتسو
遺跡	ویران
中間	میانجی
中間	واسطه
中間	میانی
アクション	کنش
アクション	اکشن
アクション	اقدام
アクション	عمل
アクション	کنش
検証	وارسی
検証	تأیید
検証	وارسی
検証	تصدیق
検証	اعتبارسنجی
検証	اعتبارسنجی
上野	اوئنو
逮捕	بازداشت
逮捕	توقیف
逮捕	دستگیر
逮捕	دستگیری
逮捕	دستگیری
オフ	خاموش
キャラ	کارا
金属	متال
金属	فلز
金属	فلزی
金属	فلزات
金属	قلیایی
古墳	کوفون
古墳	گورپشته
トーク	حرف
バラ	رز
バラ	رُز
松山	ماتسویاما
拒否	امتناع
拒否	خودداری
拒否	انکار
拒否	تکذیب
ボス	رییس
ボス	رئیس
戦略	استراتژی
戦略	راهبرد
ゴールデン	زرین
ゴールデン	طلایی
ゴールデン	گلدن
ゴールデン	طلائی
クロス	صلیب
クロス	کراس
クロス	عبور
興行	عملکرد
興行	اجرا
興行	کارایی
スケート	اسکیت
関数	کارکرد
関数	تابع
関数	توابع
負傷	مجروح
負傷	زخمی
ルス	لوز
ソビエト	شوروی
中島	ناکاجیما
ガール	دختری
ガール	دختر
ガール	girl
フランク	فرانک
フランク	فرنک
ハンガリー	مجارستان
職員	کارمند
職員	کارکنان
職員	پرسنل
職員	رسمی
ポート	درگاه
ポート	بندر
ポート	بنادر
検査	کنکور
検査	معاینه
検査	تفتیش
検査	بازرسی
ホワイト	سپید
ホワイト	وایت
ホワイト	سفید
中華人民共和国	prc
ミックス	مخلوط
ミックス	مختلط
ミックス	اختلاط
ミックス	مخلوط
ミックス	میکس
資金	وجوه
質問	سؤال
質問	سوال
質問	پرسش
質問	سؤال
質問	سوالات
質問	سوال
質問	سؤالات
閉鎖	خاتمه
演劇	تئاتر
演劇	theater
演劇	سینماها
演劇	تئاتر
言及	یادی
金曜日	آدینه
金曜日	جمعه
ライフ	زندگى
ライフ	زندگی
否定	انکار
否定	تکذیب
否定	انکار
否定	کفر
大使	سفیر
大使	کبیری
大使	سفیران
広場	مربع
広場	میدان
ビッグ	بیگ
ビッグ	big
ビッグ	بزرگ
ビッグ	بزرگی
ヤング	جوان
ヤング	یانگ
ヤング	جوون
ヤング	یونگ
ヘンリー	هنری
ヘンリー	آنری
常に	always
常に	همیشه
振興	پیشرفت
振興	ترقی
爆発	انفجاری
爆発	انفجار
売上	فروش
モスクワ	مسکو
重複	تکراری
重複	تکثیر
重複	همپوشانی
さくら	ساکورا
橋本	هاشیموتو
概念	مفهومی
概念	مفهوم
概念	مفاهیم
パート	جزء
パート	قسمت
パート	پارت
危機	بحرانها
危機	بحرانی
危機	بحران
かし	کاشی
ドライバー	رانندگان
ドライバー	راننده
ドライバー	گرداننده
裁判	محاکمه
裁判	دادرسی
巨人	غول
トーナメント	مسابقات
トーナメント	تورنومنت
トーナメント	تورنمنت
エース	ایس
エース	آس
安定	پایداری
安定	ثبات
安定	پایدار
青山	آئویاما
調整	تنظیمات
調整	تنظیم
調整	تعدیل
調整	هماهنگی
不足	کمبود
不足	نداشتن
不足	عدم
不足	کمبود
解釈	تعبیر
解釈	تفسیر
根拠	مناطقی
岡田	اوکادا
買収	تصاحب
ホームページ	آغازه
プレイ	پخش
プレイ	بازی
ビット	بیت
ビット	ذره
日曜日	ساندی
日曜日	یکشنبه
注目	توجه
市川	ایچیکاوا
国王	پادشاه
国王	کینگ
国王	شاه
分布	توزیع
太田	ota
太田	اوتا
パス	راه
パス	مسیر
パス	مسیرها
パス	راههای
パス	گذری
パス	مجالس
パス	گذر
パス	عبور
パス	پاس
ミュージシャン	نوازنده
ミュージシャン	musician
ミュージシャン	موسیقیدان
ミュージシャン	نوازنده
ミュージシャン	نوازندگان
リーダー	خوانندگان
リーダー	لیدر
リーダー	رهبر
リーダー	ریدر
リーダー	خواننده
リーダー	خوانندگان
与える	بده
ファイナル	نهائی
ファイナル	نهایی
ファイナル	پایانی
ファイナル	آخرین
ファイナル	فاینال
ファイナル	فینال
コモ	کومو
高度	ارتفاع
テニス	تنیس
ゆき	یوکی
結合	باند
結合	پیوند
知識	دانش
知識	آگاهی
知識	علم
知識	معرفت
ライセンス	گواهینامه
ライセンス	مجوز
ライセンス	جواز
メール	نامۀ
メール	نامه
生涯	عمری
生涯	عمره
赤い	رد
赤い	قرمز
赤い	سرخ
クリア	روشن
実績	دستاوردهای
実績	دستاوردهای
実績	کامیابی
アリ	مورچه
アリ	مورچه
アリ	علی
アリ	ali
バスケットボール	basketball
バスケットボール	بسکتبال
繰り返し	تکرار
繰り返し	تکرار
繰り返し	تکرار
新規	تازه
新規	نو
新規	جدید
新規	نیو
閲覧	مرور
閲覧	مرور
土曜日	شنبه
端末	ترمینال
端末	پایانه
トヨタ	toyota
トヨタ	تویوتا
ヤン	jan
ヤン	یان
上昇	طلوع
事情	شرایطی
事情	شرایط
都道府県	حالت
都道府県	استیت
都道府県	دولت
都道府県	وضعیت
都道府県	ایالت
隊長	کاپیتان
隊長	سروان
隊長	ناخدا
悪魔	شیطان
悪魔	خبیث
悪魔	اهریمن
オペラ	تماشاخانه
オペラ	اُپرا
オペラ	اپرا
カイ	کای
みんな	همه
ディレクター	director
ディレクター	کارگردان
判決	قضاوت
判決	حکم
判決	قضاوتی
判決	داوری
駐車	پارکینگ
女王	queen
女王	ملکه
女王	بیبی
木曜	پنجشنبه
修了	تکمیل
合成	مصنوعی
合成	انشاء
合成	ترکیب
合成	سنتز
ミン	مین
ミン	min
ローズ	رز
ローズ	رُز
島根	شیمانه
数字	اعداد
数字	عدد
数字	اعدادی
提示	مجری
提示	عرضه
上海	شانگهای
侵攻	تهاجم
侵攻	هجوم
国旗	پرچم
国旗	پرچم
国旗	پرچمها
国旗	پرچمهای
人類	انسانیت
人類	بشر
人類	بشریت
現象	پدیده
現象	پدیدهای
二つ	دوتا
二つ	دو
証明	اثبات
証明	برهان
証明	اثبات
証明	مدرک
祭り	عیدی
祭り	جشنواره
祭り	جشنهای
応援	هلهله
ジェームズ	جیمز
ジェームズ	خامس
ゴールド	طلای
ゴールド	gold
ゴールド	طلا
ゴールド	طلایی
ゴールド	گلد
ゴールド	زرین
社員	کارمند
社員	کارمندان
社員	کارکنان
社員	کارمند
村上	موراکامی
エア	ایر
エア	هوا
エア	هوایی
原子力	هسته
アイルランド	ایرلند
ボタン	دکمه
ボタン	دکمه
プロフィール	profile
プロフィール	نمایه
プロフィール	پروفایل
プロフィール	profile
仏教	بوداگرایی
仏教	بودایی
仏教	بودایی
ストリート	استریت
ストリート	خیابانی
ストリート	خیابان
ストリート	خیابون
ストリート	خیابانها
ストリート	خیابان
強制	اجبار
強制	اجباری
ロス	راس
サウンド	صوت
サウンド	صدا
ベトナム	ویتنام
世帯	خانوار
世帯	خانوار
衝突	برخورد
衝突	تصادم
生成	تولید
ローカル	محلی
ローカル	محلی
境界	مرز
続ける	ادامه
蒸気	بخار
蒸気	بخار
蒸気	استیم
巡洋艦	ناو
巡洋艦	رزمناو
インチ	اینچ
インチ	اینچ
体験	تجربه
区別	تمایز
アメリカン	آمریکایی
アメリカン	امریکایی
アメリカン	امریکن
アメリカン	آمریکن
ブレーキ	ترمز
ブレーキ	ترمز
兵士	سرباز
兵士	سربازی
兵士	سربازها
兵士	سربازان
スタン	استن
解放	آزادسازی
石油	نفت
石油	اویل
石油	روغن
バレーボール	والیبال
リード	رید
リード	تقدم
リード	سرب
リード	لید
青木	آئوکی
ゴルフ	گلف
坂本	ساکاموتو
シート	ورقه
シート	برگه
シート	ملافه
ミッション	مأموریت
ミッション	ماموریت
組み合わせ	ترکیب
組み合わせ	ترکیبی
組み合わせ	ترکیب
人形	عروسک
人形	عروسکی
人形	عروسک
ミュージカル	موزیکال
スリー	سه
現場	صحنه
現場	سکانس
エジプト	مصر
プレミアム	اضافی
近畿	kinki
趣味	سرگرمی
趣味	hobby
趣味	سرگرمی
将来	اینده
将来	future
将来	آینده
授業	درسهای
授業	دروس
授業	درس
授業	درس
授業	درسی
料金	کرایه
料金	اجرت
料金	مزد
料金	دستمزد
身体	بدن
身体	بدنی
身体	بدنه
身体	جسم
身体	body
作者	نویسندگان
作者	مؤلف
作者	نویسندۀ
作者	نویسنده
松平	ماتسودایرا
スカ	ska
地理	جغرافی
地理	جغرافیای
地理	جغرافیا
ダブルス	دونفره
百万	میلیون
百万	میلیونی
百万	ملیون
命名	نامگذاری
表面	سطح
表面	سطحی
訪問	دیدن
訪問	بازدید
訪問	آباد
訪問	ملاقات
訪問	عیادت
訪問	بازدید
訪問	برسد
訪問	بازدید
合格	گذشتن
合格	وفات
合格	گذر
合格	بگذشت
合格	گذشت
フランス語	فرنچ
フランス語	فرانسه
フランス語	فرانسوی
レット	بزار
パイロット	خلبانان
パイロット	خلبان
パイロット	راهبری
トルコ	ترکیه
トルコ	ترکی
トルコ	بوقلمون
マス	تراوت
ウクライナ	اوکراین
ディスク	دیسک
ディスク	دیسک
続き	ادامه
国勢調査	سرشماری
次元	بُعد
シカゴ	شیکاگو
パーソナリティ	شخصیت
パーソナリティ	شخصیتی
国籍	تابعیت
国籍	ملیت
国籍	ملیتی
称号	عناوین
敗北	شکست
セン	sen
セン	سن
規則	قواعد
規則	قوانین
クラシック	کلاسیک
クラシック	کلاسیک
クラシック	classic
機会	فرصتی
機会	فرصت
機会	فرصتها
機会	فرصتهای
大隊	گردان
キャスター	کستر
新幹線	شینکانسن
スカイ	اسکای
スカイ	آسمان
スカイ	اسکای
ドリーム	دریم
ドリーム	خواب
ドリーム	رویا
ドリーム	رؤیا
ドリーム	رویای
ドリーム	رؤیای
ソニー	سونی
ロゴ	لوگو
ロゴ	logos
コア	هسته
学期	نیمسال
古典	کلاسیک
古典	کلاسیک
古典	classic
大人	بزرگسال
大人	بالغ
大人	بزرگسالان
大人	بزرگسال
大人	بزرگسالان
大人	بزرگترها
海岸	کوست
ボックス	باکس
ボックス	جعبه
ボックス	جعبه
神話	اساطیر
神話	اسطوره
神話	افسانه
神話	اسطوره
フィギュア	شکلها
フィギュア	شکلی
フィギュア	شکلهای
フィギュア	ارقام
フィギュア	شکل
区画	زیربخش
柔道	جودو
支部	انشعاب
支部	برنچ
支部	شاخه
どこ	کجا
どこ	کجای
貿易	تجارت
挿入	درج
挿入	درج
敷地	سایت
マッチ	کبریت
マッチ	تطبیق
マッチ	مسابقه
マッチ	کبریت
マッチ	تطابق
空気	ایر
空気	هوا
空気	هوایی
譲渡	انتقال
ピン	سنجاق
ピン	سنجاق
ピン	پین
上田	اوئدا
セイ	بگویید
セイ	بگو
芸人	مربیان
ミステリー	معمای
小川	اوگاوا
小川	بروک
大宮	omiya
経過	پیشرفت
経過	پیشرفتی
後藤	گوتو
疑問	سؤال
疑問	سوال
疑問	پرسش
キャンパス	پردیس
ゲート	دروازه
ゲート	گیت
ゲート	دری
恋人	عزیزان
恋人	عشاق
恋人	عاشقان
恋人	lovers
恋人	lover
ノース	شمالی
ノース	نورث
ノース	شمال
ロング	طولانی
ロング	لانگ
ロング	دراز
ナショナル	نشنال
ナショナル	ملی
高田	تاکادا
日立	هیتاچی
石井	ایشی
話題	مبحث
話題	موضوع
水曜	چهارشنبه
本体	بدن
本体	بدنی
本体	بدنه
本体	جسم
本体	body
育成	پرورشی
怪獣	کایجو
怪獣	هیولا
テキサス	تکزاس
テキサス	تگزاس
中川	ناکاگاوا
反乱	عصیان
反乱	طغیان
反乱	سرکشی
反乱	شورش
消費	مصرف
不可能	ناممکن
不可能	غیرممکن
ジャズ	جاز
川村	کاوامورا
利益	سودش
利益	منفعت
利益	سودی
利益	سود
利益	منفعت
利益	نفع
利益	سودی
利益	سود
爆弾	بمب
抵抗	مقاومت
抵抗	مقاومتی
抵抗	مخالفان
文芸	ادبیات
文芸	literature
側面	جناح
側面	پهلوها
側面	دیدگاه
側面	جنبه
リチャード	ریچارد
日産	داتسون
日産	nissan
日産	نیسان
患者	بیمارها
患者	بیماران
患者	بیمار
患者	صبور
患者	صبر
患者	استقامت
カット	قطع
カット	برش
カット	کات
メタル	متال
メタル	فلز
メタル	فلزی
プラス	پلاس
学年	درجه
学年	نمره
岡崎	اوکازاکی
相互	متقابل
相互	دوطرفه
業界	صنعت
業界	صنایع
白い	سپید
白い	وایت
白い	سفید
株主	سهامداران
株主	سهامدار
場面	صحنه
場面	سکانس
リック	ریک
書く	نوشت
書く	نویسند
書く	نوشتن
書く	بنویسید
書く	بنویسد
ジム	باشگاه
ジム	ورزشگاه
ジム	ورزش
ジム	جیم
メッセージ	پیغام
メッセージ	پیام
メッセージ	پیامها
メッセージ	پیام
詩人	poet
詩人	شاعری
詩人	شاعر
詩人	شاعران
顧問	مشاور
ランク	رتبه
ランク	درجه
オンライン	online
オンライン	برخط
オンライン	آنلاین
三浦	میورا
記号	نمادهای
記号	نمادها
記号	نماد
記号	امضا
記号	امضاء
記号	علامت
変換	تبدیل
変換	دگرگونی
変換	تبدیل
変換	تبدیل
変換	تبدیل
過程	فرایند
過程	پروسه
過程	فرآیند
過程	روند
過程	مراحل
オーバー	پالتو
ヘッド	هد
ヘッド	سر
ヘッド	سر
ヘッド	سرها
ヘッド	سرهای
資産	دارائی
資産	دارایی
資産	داراییها
資産	داراییهای
資産	دارائی
資産	دارایی
マリ	مالی
手紙	حروف
手紙	حرف
手紙	نامه
手紙	نامهای
アイテム	فقره
アイテム	موارد
爆撃	بمبگذاری
爆撃	بمباران
単に	سادگی
単に	ساده
ジン	گین
小田	اودا
ダブル	دابل
交響曲	سمفونی
入力	ورودی
公表	حدیث
公表	اعلان
公表	اطلاعیه
公表	چاپخانه
大島	اوشیما
任意	داوطلبانه
任意	اختیاری
任意	دلخواه
黄金	زرین
黄金	طلایی
黄金	گلدن
黄金	طلائی
平安	هیان
短い	کوتاه
短い	کوتاهی
ハム	هام
ハム	ژامبون
ハム	ham
ハム	حام
発達	توسعه
神経	عصب
ボード	بورد
ボード	تخته
姿勢	نگرش
姿勢	منش
姿勢	گرایش
議長	جوبالند
議長	بلندگو
議長	سخنگوی
議長	اسپیکر
議長	سخنگو
スポンサー	اسپانسر
スポンサー	مولای
スポンサー	حامی
スポンサー	حامی
ドイツ語	آلمان
ドイツ語	آلمانی
気象	هوای
気象	هوا
メトロ	مترو
メトロ	متروی
有限	متناهی
ボディ	بدن
ボディ	بدنی
ボディ	بدنه
ボディ	جسم
ボディ	body
ポケット	جیبی
ポケット	جیب
ポケット	جیب
ピーター	پتر
ピーター	پیتر
ピーター	پطرس
福山	فوکویاما
ナレーション	سرگذشت
ヒーロー	قهرمان
ヒーロー	پهلوان
フロント	جبهه
フロント	جلو
再建	بازسازی
再建	بازسازی
ドーム	گنبد
ブラウン	قهوهای
ブラウン	براون
ブラウン	براون
オス	ذکور
オス	مذکر
オス	نر
ニア	نیا
国境	لبه
国境	مرزی
国境	مرزبانی
国境	مرز
国境	لبۀ
長谷川	هاسگاوا
リニューアル	نوسازی
リニューアル	بازسازی
リニューアル	تجدید
織田	اودا
ドライブ	درایو
ドライブ	رانندگی
ドライブ	سوق
不動産	ملک
不動産	املاک
イスラエル	اسراییل
イスラエル	اسرائیل
試み	تلاش
暗殺	آدمکش
暗殺	ترور
チャン	چنگ
チャン	چانگ
チャン	چانگان
チャン	چان
チャン	chan
近藤	کوندو
斎藤	سایتو
漢字	کانجی
武蔵	موساشی
特典	مزایای
合同	همنهشتی
クール	خونسرد
クール	خنک
クール	cool
約束	قولی
約束	قول
約束	وعده
三井	میتسویی
多様	گوناگون
リオ	ریو
リス	سنجاب
リス	ریس
ベルギー	بلژیک
ベルギー	بلژیکی
ベルギー	بلژیک
循環	گردش
上陸	فرود
西村	نیشیمورا
感染	آلودگی
感染	عفونت
地獄	جهنم
地獄	دوزخ
現実	واقعیت
幼稚園	مهدکودک
幼稚園	کودکستان
幼稚園	دبستانی
若い	جوانتر
若い	جوان
若い	یانگ
若い	جوون
若い	یونگ
ブルース	بلوز
最強	قویترین
承認	پذیرفتن
承認	پذیرش
承認	قبولی
承認	accept
承認	پذیرش
承認	قبول
承認	تصویب
フライ	پرواز
フライ	مدنظر
フライ	فرای
学ぶ	یادگیری
藤田	فوجیتا
スピード	سرعت
プレス	پرس
プレス	فشار
水戸	میتی
水戸	میتو
阿部	ایب
阿部	آبه
アシスタント	دستیاری
アシスタント	دستیار
半分	نیم
半分	نیمی
半分	نصف
指示	دستورالعمل
指示	دستورالعملها
指示	دستورالعمل
答え	پاسخگویی
答え	جواب
答え	پاسخ
定員	ظرفیت
定員	گنجایش
財政	مالی
研究者	محقق
研究者	پژوهشگر
研究者	محققین
研究者	پژوهشگران
研究者	محققان
浜松	هاماماتسو
カス	کس
カス	کَس
意図	قصدی
意図	قصد
意図	نیات
意図	مقاصد
ケーブル	کابل
ケーブル	کابلی
ケーブル	کابل
トランス	خلسه
トランス	ترنس
トランス	trans
トランス	ترانس
十字	صلیب
十字	کراس
十字	عبور
ハード	سخت
ハード	دشوار
さいたま	سایتاما
教皇	پاپ
教皇	پوپ
ドラム	dram
ドラム	طبل
ドラム	درام
ドラム	طبل
ドラム	درامز
ガラス	گلاس
ガラス	گلس
ガラス	لیوان
ガラス	شیشه
悪い	bad
悪い	بد
ヤード	حیاط
ヤード	یارد
ヤード	یارد
教員	معلم
教員	معلمی
教員	teacher
教員	آموزگار
教員	اساتید
教員	معلم
教員	مدرس
キャリア	حرفه
キャリア	شغل
キャリア	فروز
キャリア	حامل
足利	آشیکاگا
月曜日	دوشنبه
マラソン	ماراتن
マラソン	ماراتون
恐れ	خوف
恐れ	ترس
自宅	خانه
自宅	وطن
自宅	خونه
自宅	آغازه
単純	ساده
インターナショナル	اینترنشنال
インターナショナル	بینالمللی
インターナショナル	جهانی
コンテ	کونته
進む	جلو
タル	تل
タル	تال
パック	پاکت
パック	جاخالی
パック	پک
パック	فشردن
脱出	گریز
脱出	فرار
ターミナル	ترمینال
ターミナル	پایانه
サウス	ساوت
サウス	جنوب
サウス	جنوبی
ウェスト	وست
ウェスト	باختر
ウェスト	غرب
ウェスト	غربی
輸入	واردات
体育館	باشگاه
体育館	ورزشگاه
体育館	ورزش
体育館	زورخانه
ガイド	راهنما
ガイド	هدایت
ガイド	راهبر
混乱	آشفتگی
混乱	گیجی
混乱	اغتشاش
混乱	سردرگمی
混乱	پریشان
混乱	گیج
混乱	سردرگم
混乱	آشفته
ファースト	اول
ファースト	ابتدا
ファースト	نخستین
タワー	تاور
タワー	برج
聖書	انجیل
絵画	نقاشی
絵画	نقاشیهای
予算	بودجه
ジョー	جو
福田	فوکودا
大塚	اوتسوکا
函館	هاکوداته
ボクシング	boxing
ボクシング	بوکس
ボクシング	بکس
スコットランド	اسکاتلند
フィリピン	فیلیپین
フィリピン	فیلیپینی
コート	کت
コート	پالتو
コート	دادگاه
コート	دربار
両方	هردو
災害	مصیبت
災害	فاجعه
災害	مصیبتی
災害	حادثه
災害	فجایع
災害	حوادث
イヤー	سال
経歴	حرفه
経歴	شغل
プール	بیلیارد
プール	استخری
プール	استخر
社団	انجمن
ショップ	فروشگاه
ショップ	خرید
ショップ	فروشی
ショップ	مغازه
ショップ	shop
仮面	نقاب
仮面	ماسک
仮面	کامن
タクシー	تاکسی
相談	مشورت
相談	مشاوره
シナリオ	سناریوهای
シナリオ	احداث
シナリオ	سناریوی
シナリオ	سناریو
楽章	جنبش
楽章	تحرک
楽章	نهضت
ヒロイン	شیرزن
モンゴル	مغول
モンゴル	مغولستان
辞任	استعفای
辞任	استعفاء
辞任	استعفا
辞任	استعفا
誘導	القایی
誘導	القای
ウッド	چوبی
ウッド	وود
ウッド	چوب
離婚	طلاق
離婚	مطلقه
離婚	طلاق
スミス	اسمیت
デンマーク	دانمارک
ペン	قلم
ボーナス	پاداش
ボーナス	جایزه
豊田	تویودا
豊田	toyota
豊田	تویوتا
オフィス	دفاتر
オフィス	ادارات
オフィス	اداره
オフィス	دفتر
キャンペーン	لشکرکشی
キャンペーン	کمپین
弟子	حواریون
弟子	شاگردان
弟子	مرید
走る	روان
走る	دویدن
走る	اجرا
走る	اجرا
看護	سالمندان
看護	پرستاری
看護	nursing
交代	متناوب
助手	دستیاری
助手	دستیار
バラエティ	جوره
バラエティ	تنوع
編纂	کامپایل
編纂	تالیف
最低	کمترین
最低	کمینه
ラス	ras
ラス	لاس
ラス	las
権限	تسلط
権限	سلطه
権限	مجوزهای
権限	مجوزها
クリスマス	کریسمس
取扱	گرداندن
ラグビー	راگبی
マックス	max
マックス	مکس
マックス	ماکس
マックス	بیشینه
退職	بازنشستگی
退職	بازنشست
退職	بازنشسته
署名	امضا
署名	امضای
署名	امضا
署名	امضاء
署名	علامت
署名	امضا
コーラス	همخوان
コーラス	کورس
ホールディングス	هولدینگز
ナンバー	عدد
ナンバー	شمارۀ
ナンバー	شماره
小野	اونو
黒い	مشکی
黒い	سیاه
黒い	سیاهی
黒い	بلک
校長	مدیر
集落	اسکان
集落	سازش
集落	قرارگاه
集落	توافق
印刷	چاپ
印刷	چاپ
クレジット	credits
クレジット	تیتراژ
クレジット	اعتبار
クレジット	اعتباری
発音	تلفظ
発音	تلفظ
上部	بالا
上部	top
上部	تاپ
上部	اوج
上部	فاعل
ショッピング	shopping
ショッピング	خرید
戻る	عقب
戻る	پشت
戻る	باز
戻る	برگشت
送信	فرستادن
送信	ارسال
送信	صادره
送信	تسلیم
送信	ارسال
和田	وادا
パートナー	همکار
パートナー	شریک
パートナー	شرکا
パートナー	همتای
パートナー	شریک
ポスト	پست
ポスト	پستی
ポスト	post
防止	پیشگیری
ナイ	نای
しかしながら	هرچند
保障	تضمین
保障	تضمینی
保障	ضامن
保障	ضمانت
回答	پاسخها
回答	پاسخهای
回答	جوابها
回答	پاسخگویی
回答	جواب
回答	پاسخ
ダイヤモンド	الماس
ダイヤモンド	دیاموند
ダイヤモンド	الماسی
ダイヤモンド	دایموند
ダイヤモンド	الماس
ダイヤモンド	الماسها
ダイヤモンド	خشت
ダイヤモンド	الماسهای
松田	ماتسودا
デモ	تظاهرات
デモ	تظاهرات
デモ	نمایشی
デモ	دمو
主体	سوژه
主体	فاعل
主体	موضوع
小さい	کوچک
小さい	small
小さい	کوچکی
小さい	اسمال
小さい	اندکی
小さい	کوچک
小さい	کم
小さい	لیتل
小さい	کوچولو
小さい	کوچکتر
小さい	تاینی
小さい	ریز
ユーロ	یورو
三島	میشیما
コール	کول
コール	بخوانید
コール	تماس
ヘル	جهنم
ヘル	دوزخ
平野	ساده
平野	هیرانو
楽器	ساز
アリス	آلیس
ラテン	لاتین
ツール	ابزار
ツール	ابزار
ツール	ابزارها
ツール	ابزارهای
同期	همگام
同期	همگامی
同期	همگامی
司法	قضایی
司法	قضائیه
文明	تمدن
文明	تمدنی
文明	تمدنهای
選考	گزینش
選考	اکران
選考	غربالگری
屋根	سقف
屋根	بام
ファンタジー	فانتزی
ファンタジー	وهم
合戦	نبردهای
エドワード	ادوارد
本文	بدن
本文	بدنی
本文	بدنه
本文	جسم
本文	body
描写	مجسم
座席	صندلی
座席	صندلی
騎手	جوکی
石田	ایشیدا
連携	هماهنگی
レストラン	رستورانی
レストラン	رستوران
クイーン	queen
クイーン	ملکه
クイーン	بیبی
信仰	ایمانش
信仰	ایمان
信仰	ایمانی
信仰	اعتقاد
全域	پوشای
