par	za
explorer	istraživač
explorer	istraživači
pilnvaras	moći
pilnvaras	ovlasti
pilnvaras	powers
pilnvaras	sile
pilnvaras	mandat
pieeja	pristup
pieeja	pristupi
pieeja	pristup
pieeja	pristupi
vaļu	kita
vaļu	kit
pētnieki	istraživači
pētnieki	istražitelji
asistents	pomoćnik
asistents	pomoćnica
asistents	asistent
inženieri	inženjeri
uzskati	uvjerenja
uzskati	vjerovanja
uzskati	pogledi
sakāvi	poraz
sakāvi	porazi
sakāvi	poraza
grieķi	grci
siena	zid
siena	zida
siena	sijena
siena	sijeno
ivana	ivana
labklājības	prosperitet
labklājības	blagostanje
lat	lat
regulē	regulira
varšavā	varšavi
principi	principa
principi	načela
principi	principe
principi	principi
pretošanās	otpor
rektors	rektor
iesauka	nadimak
monētu	novčić
monētu	kovanica
apkārtni	okruženju
apkārtni	okruženje
ops	ops
madagaskaras	madagaskar
agena	agena
teksasas	teksas
teksasas	texas
tulkotājs	prevoditelj
tulkotājs	prevodilac
sēnes	gljive
sēnes	gljivice
lapsa	lisac
lapsa	lisica
lapsa	fox
draugi	prijateljice
draugi	prijatelji
draugi	prijatelje
smoļenskas	smolenska
sun	sunca
sun	sunce
sun	sui
prāgā	praga
prāgā	pragu
prāgā	prag
aizgāja	otišao
inkubācijas	inkubacije
slikti	loše
slikti	bad
slikti	loša
slikti	lose
smagais	teška
smagais	težak
smagais	teški
eur	eur
sniegt	pružiti
straume	potok
alonso	alonso
zils	plavo
zils	plavi
zils	plava
mit	mit
atgūt	povrati
atgūt	oporavi
kubas	kubanski
kubas	kubanske
portrets	portret
xbox	xbox
sasniegts	postignut
sasniegts	ostvaren
sasniegts	postigao
resursi	resurs
resursi	resursi
resursi	resursa
resursi	sredstva
izvairīties	izbjegavajte
izvairīties	izbjeći
izvairīties	izbjegavati
modele	manekenka
modele	model
modele	maneken
komisārs	povjerenik
komisārs	načelnik
komisārs	komesar
kosmonautu	astronauti
datoriem	računala
malām	rubovi
malām	rubove
malām	oboda
līdaka	pike
ugunsgrēks	vatra
fiziskās	fizički
himna	himna
himna	himnu
himna	psalam
emigrēja	emigrirao
power	moc
power	moć
power	snaga
power	napajanje
būvē	gradi
mtv	mtv
hamiltons	hamilton
apskatīt	pregled
apskatīt	prikaži
apskatīt	pogled
apskatīt	prikaz
attiecība	omjer
parādība	fenomen
parādība	pojava
islandes	islandski
runāja	progovorio
runāja	razgovarali
runāja	progovorio
runāja	govorio
zemestrīces	potresi
zemestrīces	potresa
zemestrīces	zemljotres
zemestrīces	potres
vardes	žabe
vardes	žaba
vardes	žabac
ražots	proizveden
ražots	proizveden
rokām	ruke
rokām	ruke
lēnām	lagano
lēnām	polako
deutsche	deutsche
vasilijs	vasilij
obligāti	obavezno
obligāti	obvezno
dzied	pjeva
dzied	peva
dzied	pjevanje
dzied	pjevam
dzied	pjevajući
dzied	peva
dzied	pjeva
free	slobodna
free	slobodni
free	slobodan
free	besplatno
free	free
loks	krug
loks	rub
loks	obruč
loks	arc
loks	luk
dzirnavas	vjetrenjača
dzirnavas	mlin
dzirnavas	mill
dzirnavas	mills
izklaides	zabava
izveidošanas	kreiranje
izveidošanas	kreacija
izveidošanas	stvaranje
kaķi	macke
kaķi	mačke
kaķi	mačak
kaķi	macka
kaķi	mačka
kaķi	cat
hosē	jose
hosē	josé
hosē	jose
hosē	josé
īpašums	nekretnine
īpašums	vlasništvo
īpašums	imovina
māksliniekiem	umjetnici
maurīcijas	mauricijus
maurīcijas	mauricijski
etiopijas	etiopski
slavens	poznat
slavens	slavni
slavens	poznati
slavens	poznata
slavens	slavan
krauklis	raven
krauklis	gavran
ārzemēs	inozemstvu
ārzemēs	inozemstvo
vajadzīgs	potrebna
vajadzīgs	potrebno
vajadzīgs	potrebni
vajadzīgs	potreban
publicēta	objavljen
publicēta	objavljeno
publicēta	objavljeni
medus	med
medus	dušo
peters	peters
kapteini	kapetan
kapteini	kapetane
baku	baku
futbols	fudbal
futbols	football
futbols	nogomet
apmeklē	posjeti
apmeklē	posjeta
apmeklē	prisustvuju
mozus	mojsije
mozus	moses
auglis	fetus
auglis	voće
auglis	voce
auglis	voćni
auglis	plod
auglis	fetus
pamiera	primirja
pamiera	primirje
institūcijas	institucije
institūcijas	institucija
institūcijas	ustanove
institūcijas	tijela
holandiešu	dutch
holandiešu	nizozemski
uzstādīti	instaliran
koda	koda
knābi	kljun
warner	warner
uzlabotu	poboljšati
pieaugušajiem	odraslima
pieaugušajiem	odrasli
izpildīt	izvrši
izpildīt	pogubiti
brīva	slobodna
brīva	slobodni
brīva	slobodan
brīva	besplatno
brīva	free
iegūti	dobivena
brīvprātīgi	dragovoljno
brīvprātīgi	dobrovoljno
brīvprātīgi	dobrovoljni
brīvprātīgi	dragovoljno
brīvprātīgi	dobrovoljno
kārtība	narudžba
kārtība	poredak
kārtība	naruči
situācijas	situacije
sarkans	crveno
sarkans	crvena
sarkans	crven
sarkans	crveni
mākoņi	oblaci
mākoņi	oblake
mākoņi	oblaka
mākoņi	oblak
mākoņi	cloud
mugura	natrag
rūpīgi	pažljivo
dzinējiem	motori
drāma	drama
drāma	drami
drāma	dramu
drāma	drame
nozīmīgas	značajne
nozīmīgas	značajno
nozīmīgas	značajna
nozīmīgas	značajan
piemērots	primjereno
piemērots	prikladno
piemērots	prigodno
piemērots	pogodno
piemērots	pogodan
piemērots	prikladno
šķīst	topiv
fra	fra
izrādes	nastupe
izrādes	nastupi
izrādes	izvedbe
andrē	andre
andrē	andre
andrē	andré
plato	platon
plato	plato
lietuvos	lietuvos
orgāns	organa
orgāns	orgulje
orgāns	organ
cīnās	borbe
cīnās	tuče
cīnās	borbe
čūsku	zmija
čūsku	snake
apkārtējo	okružuje
apkārtējo	okružuju
stipra	snažno
stipra	jaki
stipra	jak
stipra	jaka
īpašība	nekretnine
īpašība	vlasništvo
īpašība	imovina
īpašība	funkcija
īpašība	značajka
mariner	mariner
krievs	ruska
krievs	rus
krievs	ruski
krievs	rusko
ebrejiem	židove
ebrejiem	židovi
ebrejiem	hebreji
terora	užas
terora	teror
mēģinājumi	pokušaja
mēģinājumi	pokušaji
mēģinājumi	probe
powiat	powiat
potsdamas	potsdamu
nedēļām	tjedana
nedēļām	tjedne
nedēļām	tjedni
nedēļām	nedelje
pašreiz	trenutačno
pašreiz	trenutno
īpašs	specijalno
īpašs	posebno
īpašs	posebni
īpašs	poseban
īpašs	posebna
molekulu	molekula
molekulu	molekule
lekcijas	predavanja
lekcijas	predavanje
armēnijas	armenski
logu	prozor
cerības	nadanja
cerības	nade
cerības	očekivanja
cerības	očekivanjima
cerības	nada
cerības	nade
piekūns	falcon
piekūns	jastreb
piekūns	sokol
garozas	kore
garozas	kori
garozas	kora
garozas	korica
saprast	razumijem
saprast	shvati
dzenis	djetlić
platīna	platine
džonss	jones
jautājumi	pitanja
jautājumi	pitanja
apcietināts	uhićeni
apcietināts	uhićen
gāze	benzin
gāze	gas
gāze	plin
astronomijas	astronomski
astronomijas	astronomiju
gadsimtiem	stoljeća
radīts	generirane
radīts	stvoreni
radīts	stvoreno
radīts	stvorena
radīts	stvoren
radīts	stvorio
ragu	horn
ragu	rog
distance	daljina
distance	udaljenost
māla	gline
māla	glina
māla	clay
baro	hrani
baro	hranio
baro	hranila
baro	nahranio
chelsea	chelsea
speciālisti	specijalisti
speciālisti	tehničari
juventus	juventus
off	isključeno
off	off
arhibīskapu	nadbiskupa
arhibīskapu	nadbiskup
wild	divlja
wild	divlji
wild	divlje
krūtīm	grudi
nauda	novac
nauda	lova
nauda	pare
nauda	love
nauda	gotovina
nauda	cash
pitsburgas	pittsburgh
pitsburgas	pittsburghu
musulmaņi	muslimane
musulmaņi	muslimanima
musulmaņi	muslimana
musulmaņi	muslimani
musulmaņi	muslimanski
musulmaņi	muslimani
musulmaņi	muslimana
musulmaņi	musliman
igo	hugo
vēders	trbuh
vēders	želudac
vēders	stomak
deviņas	devetka
deviņas	devet
neietilpst	isključuje
administrācija	administracija
administrācija	uprave
vilciena	vlakom
vilciena	voz
vilciena	vlak
partneri	partneri
partneri	partnerima
partneri	partner
partneri	partnera
partneri	partnerica
partneri	partneru
help	pomoć
medības	lovi
medības	hunt
medības	lov
medības	lovi
medības	lova
medības	lov
tējas	tea
tējas	čaj
tējas	čaja
tējas	tee
atzīt	prepoznati
basku	baskijski
mīlestība	ljubavi
mīlestība	volim
mīlestība	ljubav
minimums	minimalno
minimums	minimum
minimums	minimalna
izvietojums	plasman
izvietojums	aranžman
žūrijas	porota
žūrijas	žiri
zila	plavo
zila	plavi
zila	plava
vērsta	režirao
vērsta	usmjerena
vērsta	usmjereno
vērsta	fokusiran
vērsta	usredotočen
vērsta	fokusirana
lauva	lav
lauva	lava
mācība	lekcija
mācība	lekciju
mācība	pouka
royal	royal
royal	kraljevsko
royal	kraljevski
royal	kraljevska
kokā	stablo
kokā	drvo
traumas	traume
traumas	ozljede
traumas	povrede
traumas	ozljeda
traumas	povreda
traumas	traume
traumas	trauma
traumas	ozljede
traumas	ozlijede
traumas	povrede
rightarm	rightarm
izdevumi	troškove
izdevumi	troškovi
argentīna	argentini
argentīna	argentine
argentīna	argentinski
ēģipte	egipta
ēģipte	egipat
ēģipte	egiptu
meitene	djevojka
meitene	devojka
meitene	cura
vērtīgu	vrijedno
vērtīgu	vrijedni
vērtīgu	vrijedna
suņi	psima
suņi	psi
suņi	pasa
suņi	psa
suņi	pas
suņi	dog
suņi	psu
uzaicināja	pozvan
uzaicināja	pozvana
uzaicināja	pozvani
apgalvoja	tvrdio
apgalvoja	navodne
apgalvoja	navodni
baros	rojevi
laura	laura
laura	lauri
laura	lora
palestīnas	palestini
palestīnas	palestinski
alā	pećina
alā	pećini
alā	spilja
alā	špilja
procesi	procesi
procesi	procese
pārdoti	prodan
pārdoti	prodao
pārdoti	prodano
tatāru	tatar
apakšā	dno
subjekts	entiteta
subjekts	entitet
subjekts	predmet
subjekts	subjekt
indiāņi	indijanci
teksti	tekstovi
teksti	stihovi
teksti	stihove
konservatorijas	konzervatoriju
uzturā	jestivo
kolekcija	prikupljanje
kolekcija	zbirka
kolekcija	kolekcija
dons	don
ariane	ariane
tēma	tema
tēma	tema
tēma	predmet
tēma	subjekt
kušanas	topi
ierosināja	predložio
ierosināja	predloženi
virzienos	upute
post	objavi
post	objava
lāča	medvjed
lāča	medo
lāča	bear
novērst	spriječi
novērst	spriječiti
aus	aus
reģioni	regije
reģioni	regija
efekts	efekt
efekts	efekta
efekts	efekat
efekts	učinak
efekts	učinci
efekts	efekti
leopolds	leopold
iespaidu	dojam
iespaidu	utisak
krasi	drastično
krasi	dramatično
pabeigšanas	završetak
meitenes	cure
meitenes	djevojke
meitenes	devojke
gredzens	prsten
sakari	komunikacije
sakari	komunikacija
pārveidota	modificirani
klosteri	manastira
vadošais	vodeći
vadošais	vodilja
elpošanas	dišni
projekti	skice
projekti	projekte
projekti	projektima
projekti	projekti
atkāpšanās	ostavku
atkāpšanās	ostavka
atkāpšanās	ostavke
hitlera	hitler
dievam	dobrote
dievam	dobrota
fetels	vettel
leipcigas	leipzigu
ragi	rogovi
ragi	rogova
ragi	rogove
antenas	antene
antenas	antena
antenas	antene
antenas	antenu
ļubļinas	lublinu
eurobasket	eurobasket
grāds	stupanj
grāds	stupnja
grāds	diploma
programmatūra	softver
programmatūra	software
braukt	pogon
braukt	vozi
bulgārija	bugarskoj
bulgārija	bugarska
atbalstīt	podrška
atbalstīt	podršku
atbalstīt	potpora
profesionāla	profesionalni
profesionāla	profesionalno
profesionāla	profesionalac
profesionāla	profesionalna
check	provjeri
check	provjerite
check	provjera
audzē	porastao
audzē	narastao
audzē	narasla
audzē	porasla
audzē	njegovali
orķestris	orkestar
briedis	srna
briedis	jeleni
briedis	jelen
briedis	jelena
napoleons	napoleona
napoleons	napoleon
vergu	robinja
vergu	rob
vergu	roba
kursus	tečajeve
apes	majmuni
apes	majmune
apes	majmun
rotācijas	rotary
majors	majors
elektriskās	električna
elektriskās	električni
animalia	animalia
atlases	odabir
bērnības	djetinjstvo
bērnības	djetinjstva
reliģisko	religiozni
reliģisko	vjerska
reliģisko	vjerski
reliģisko	vjerske
kritiķis	kritičara
kritiķis	kritičar
mario	mario
pļavās	pašnjacima
ikp	bdp
virsraksts	naslov
virsraksts	smjer
virsraksts	naslov
virsraksts	naziv
vārna	crow
vārna	vrana
vārna	vrane
monreālas	montrealu
monreālas	montreal
kevins	kevin
kaspijas	kaspijske
kristofs	christoph
keramikas	lončarstvo
keramikas	keramičke
keramikas	keramike
play	sviraj
play	igraj
neatkarīga	nezavisno
neatkarīga	neovisna
neatkarīga	neovisno
neatkarīga	samostalna
ansamblis	ansambl
stāvu	strme
betona	konkretno
betona	beton
betona	betona
mēneši	meseci
mēneši	mjeseci
mēneši	mjesecima
tautsaimniecības	gospodarstva
web	web
bulgāru	bugarski
krēsla	stolica
krēsla	stolac
krēsla	stolicu
krēsla	sumrak
angliju	engleske
angliju	englesku
angliju	engleska
lieliski	zakon
lieliski	super
lieliski	super
augļi	voće
augļi	voce
augļi	voćni
augļi	plod
augļi	voće
augļi	plodovi
augļi	voce
bada	gladi
bada	gladi
bada	glad
kritiķi	kritičari
precējusies	oženjen
ierobežota	ograničene
ierobežota	ograničeno
ierobežota	ograničena
ierobežota	ograničen
ierobežota	ograničeno
ierobežota	ograničen
nagi	kandžama
nagi	kandže
nagi	kopita
nagi	čavle
nagi	nokte
nagi	nokti
res	res
motors	motora
motors	motor
laivu	brod
laivu	čamac
provincēs	provincija
provincēs	pokrajine
provincēs	provincije
koledžas	fakultete
koledžas	fakultet
koledžas	koledž
koledžas	college
saistās	vežu
saistās	veži
saistās	veže
british	britanski
british	britanska
british	britanci
british	britanac
apvērsumu	prevrata
vilku	vuce
vilku	wolf
vilku	vuk
vilku	vuka
kalendārs	kalendar
deguna	nosa
deguna	nos
pieredze	iskustvo
pieredze	iskustva
graudu	žita
graudu	žito
graudu	zrno
durvju	vrata
aprakstīta	opisano
aprakstīta	opisan
aprakstīta	opisana
aprakstīta	opisao
ievietot	ubaci
pamati	osnove
pamati	temelji
pamati	osnove
lido	leti
lido	fly
lido	poleti
lido	muha
lido	lido
lido	leti
lido	letenje
lido	leteći
lido	leti
lido	muhe
lido	mušice
augļus	voće
augļus	plodovi
augļus	voce
kameru	kameru
kameru	fotoaparat
kameru	kamera
kameru	kamere
uzstāšanās	govoreći
norādīt	navesti
norādīt	navedite
izstādēs	izložbe
kristofers	christopher
indiešu	indijanci
indiešu	indijanac
indiešu	indijski
indiešu	indijanci
indiešu	indijska
komunistiskā	komunističke
komunistiskā	komunist
komunistiskā	komunistički
komunistiskā	komunisti
komunistiskā	komunista
ciemata	selu
ciemata	selo
disks	disk
disks	diska
disks	medij
disks	disk
disks	pogon
disks	vozi
draud	prijeti
uzbrukt	napadni
uzbrukt	napad
uzbrukt	napadaju
uzbrukt	napada
svārstības	kolebanje
svārstības	kolebanja
vecums	dob
vecums	godine
vecums	dobi
vecums	godište
fabricius	fabricius
kādēļ	zašto
valentīns	valentin
zaru	grana
zaru	branch
zaru	grane
zaru	granu
bros	bros
oilers	oilers
pastāvīgu	trajna
pastāvīgu	stalni
pastāvīgu	trajno
klubiem	klubovi
klubiem	klubova
klubiem	palice
klubiem	klubove
maksims	maxim
bloks	blok
bloks	blokiraj
sienām	zidovi
sienām	zidine
sienām	zidove
sienām	zidova
vienotā	single
vienotā	samac
vienotā	singl
fāze	faze
fāze	faza
bites	pčele
maksimālā	maksimum
maksimālā	maksimalno
ibn	ibn
prof	prof
straumes	potok
pēcpusdienā	poslijepodne
pēcpusdienā	popodne
bildes	fotografije
bildes	slike
bildes	slike
vilcieni	vlakovi
vilcieni	vlakove
vilcieni	vlakova
dokumenti	dokumenti
dokumenti	dokumenta
dokumenti	dokumentacija
dokumenti	dokumentacije
anatolijs	anatolij
dalībniece	natjecatelj
rādiuss	radijus
muitas	carine
muitas	carinu
muitas	običaji
muitas	carina
em}}	em}}
ieroči	oružje
ieroči	oružja
ieroči	ruke
pilsonību	državljanstvo
astoņi	osam
publikācijas	publikacija
zīdītāju	sisavac
redz	vidjevši
redz	vidi
upīte	creek
kodols	core
kodols	jezgro
kodols	jezgra
kodols	kernel
magnuss	magnus
zvaigznājs	zviježđe
koraļļu	coral
koraļļu	koral
kontrole	nadzor
kontrole	kontrola
kontrole	kontrole
kontrole	kontrolira
ansis	ivice
ansis	ivica
iucn	iucn
brigāde	brigada
brigāde	brigade
koncentrācija	koncentracije
koncentrācija	koncentracija
pildīt	izvesti
interese	kamate
interese	kamata
interese	zanimanje
interese	interes
viesnīcas	hotele
viesnīcas	hoteli
istabas	soba
istabas	prostorija
virknes	žice
pārcelta	preselio
kāpu	dine
avāriju	pad
avāriju	sudar
avāriju	ruši
dzinēji	motori
ernst	ernst
apgabali	okruga
apgabali	županije
apgabali	područja
televīzija	televizija
vērsās	prišao
ceturtajā	četvrti
ceturtajā	četvrta
ceturtajā	četvrto
pilsoņi	građani
pilsoņi	građanima
pilsoņi	nacionalno
pilsoņi	državljana
pilsoņi	nacionalne
pilsoņi	državno
nokrišņi	padalina
tab	kartica
jazz	jazz
jazz	džez
datavalue	datavalue
pārsvaru	dominacija
pārsvaru	dominaciju
pārsvaru	dominacije
pieraksta	notacija
unix	unix
reinholds	reinhold
studentiem	studenti
studentiem	učenici
studentiem	studentima
uguni	vatra
balsošana	glasanje
balsošana	glasovanje
balsošana	glasanja
balsošana	glasovanja
balsošana	glasanje
pievienojas	pridružuje
derības	oklade
derības	klađenje
derības	oklada
derības	ulog
derības	bet
nominācijas	nominacija
nominācijas	nominaciju
helēna	helena
helēna	helen
produkts	proizvod
rūdolfa	rudolph
bobs	bob
bobs	bobe
bobs	boba
regulēta	reguliran
regulēta	regulira
uzbrukumiem	napadi
uzbrukumiem	napada
andu	andski
zilais	plavo
zilais	plavi
zilais	plava
grīdas	podovi
grīdas	podove
grīdas	sprat
grīdas	kat
orlando	orlando
kodi	kodove
kodi	kodovi
kodi	šifre
kodi	kodiranje
ieguve	izvlačenje
ieguve	vađenje
ieguve	rudarske
ieguve	žetvu
rozes	ruža
rozes	ruže
radinieki	rodbina
radinieki	rodbini
radinieki	rođaci
pārvaldības	uprava
pārvaldības	upravljanje
pārvaldības	menadžment
filmēšanas	snimanje
filmēšanas	snima
boļševiku	boljševička
lāči	medvjede
lāči	medvjedi
appendchild	appendchild
atrasta	pronađeno
atrasta	našao
atrasta	pronađen
atrasta	pronađeni
atrasta	pronađena
roņu	pečat
padevās	popustio
valkā	nosi
valkā	obuci
priekšmeti	predmeti
priekšmeti	stavke
priekšmeti	subjekti
priekšmeti	podanici
priekšmeti	objekti
priekšmeti	objekte
priekšmeti	predmeti
individuālā	pojedinac
saglabā	spašava
saglabā	štedi
notikums	događaja
notikums	događaju
notikums	događaj
ietekmēt	utjecati
īrija	irsku
īrija	irska
īrija	irske
izsaka	izražava
beta	beta
radīta	stvoreni
radīta	stvoreno
radīta	stvorena
radīta	stvoren
radīta	stvorio
ķeltu	keltski
seja	licem
seja	faca
seja	lice
seja	face
kazas	koze
kazas	kozu
kazas	jarac
kazas	koza
brūnais	brown
brūnais	smeđa
brūnais	smeđi
brūnais	smeđe
party	tulum
party	zabava
party	stranka
party	party
slovākija	slovačka
jūsu	tvoje
jūsu	vaš
jūsu	tvoj
jūsu	vaše
jūsu	tvoja
jūsu	vaša
reģistrēti	registrirani
reģistrēti	registriran
reģistrēti	registrirano
ceremonijas	ceremonije
turpinot	nastavljamo
atēnu	atenu
atēnu	atene
atēnu	ateni
atēnu	atena
piemērota	primjereno
piemērota	prikladno
piemērota	prigodno
piemērota	pogodno
piemērota	pogodan
piemērota	prikladno
karadarbības	neprijateljstvo
karadarbības	neprijateljstva
sony	sony
deklarāciju	proglašenje
deklarāciju	deklaracija
autonomais	autonomna
republikāņu	republikanac
aplis	krug
komēta	komet
komēta	kometa
amatieru	amater
amatieru	amaterski
kristāli	kristali
kristāli	kristale
bākas	svjetionici
addclass	addclass
ģeogrāfija	geografija
starpība	razlika
starpība	diferencijalna
gājiens	moždani
gājiens	premjesti
gājiens	povorka
gājiens	procesija
tradīcija	tradicije
tradīcija	tradicija
edmunds	edmunds
šķiedras	vlakna
šķiedras	vlakna
šķiedras	vlakno
šķiedras	vlakana
kolekcijas	sakupljač
kolekcijas	kolekcionar
kolekcijas	kolekcije
kolekcijas	zbirke
kolekcijas	prikupljanje
kolekcijas	zbirka
kolekcijas	kolekcija
senāts	senatu
senāts	senat
nācijas	narodi
nācijas	nacije
iekšpusē	iznutra
iekšpusē	unutra
volgas	volgi
žanru	žanrova
lappuses	stranice
apvienošanās	udruživanje
apvienošanās	spajanje
ieročus	oružje
ieročus	oružja
ieročus	ruke
sekot	pratite
sekot	slijedi
kāpas	dine
kāpas	dinama
ieskauj	okružen
procesus	procesi
procesus	procese
dizains	dizajn
reljefa	teren
jaunākās	najnoviji
jaunākās	najnovija
jaunākās	najnovije
lokomotiv	lokomotiv
vēsturnieki	povjesničari
rev	rev
priede	bor
priede	pine
make	make
make	napraviti
make	napravi
niks	nick
wta	wta
astra	astra
teātri	kazališta
ūdeņi	waters
statuja	statua
statuja	kip
pensiju	mirovina
pensiju	mirovinu
pensiju	mirovine
tallina	tallinn
pelēks	sivo
pelēks	siva
pelēks	gray
pelēks	sivi
pelēks	sivo
pelēks	siva
pelēks	grey
pelēks	sivi
dalīta	dijeli
dalīta	zajednička
dalīta	podijelili
dalīta	zajedničko
dalīta	dijelili
noliktavas	skladišta
noliktavas	trgovine
noliktavas	prodavaonice
veselību	zdravlje
veselību	zdravlja
veselību	zdravstveni
sudrabs	srebro
sudrabs	srebrni
sudrabs	silver
uzmanība	pažnja
uzmanība	fokus
palmu	dlan
palmu	palm
koncertā	koncert
koncertā	koncerta
zems	niski
zems	niska
zems	nisko
zems	nizak
posmiem	faze
mala	rub
mala	rubu
žurkas	štakor
žurkas	štakori
mazuļu	maloljetnik
plus	plus
sastāvdaļu	sastojak
cctld	cctld
ohaio	ohio
facto	facto
pos	pos
spārna	wing
spārna	krilo
sociāli	socijalno
sociāli	društveno
piemēroti	primjereno
piemēroti	prikladno
piemēroti	prigodno
piemēroti	pogodno
piemēroti	pogodan
piemēroti	prikladno
sahāras	sahara
sahāras	saharski
tonnu	tona
tonnu	ton
uzvarētāja	pobednik
uzvarētāja	pobjednik
havaju	havaje
havaju	havajima
havaju	havaja
dvēseles	duse
dvēseles	duše
ģitāras	gitare
zemūdens	podvodni
zemūdens	podmornice
zemūdens	podmornica
lodzas	łódź
jomas	područja
vadītājiem	vozači
debesu	nebeski
debesu	nebeska
debesu	rajski
debesu	nebesko
stāvs	sprat
stāvs	kat
apstiprina	odobrava
apstiprina	potvrđuje
apstiprina	odobriti
apstiprina	odobri
serveris	poslužitelj
serveris	server
komponista	skladatelj
neatkarīgas	nezavisno
neatkarīgas	neovisna
neatkarīgas	neovisno
neatkarīgas	samostalna
šarlote	charlotte
maršruti	ruta
maršruti	rute
sestdienā	subotu
sestdienā	subota
pabeigt	završi
pabeigt	potpuna
pabeigt	kompletan
pabeigt	kompletna
peld	leti
peld	letenje
peld	leteći
vīrietis	muško
vīrietis	mužjak
vīrietis	muškarac
vīrietis	muški
vīrietis	covjek
vīrietis	čovjek
vīrietis	čovek
ikdienā	svakodnevno
blackhawks	blackhawks
personīgi	osobno
kārtās	rundi
heart	srce
papildināt	upotpuniti
filipīnu	filipinski
filipīnu	filipinski
samazinātu	smanji
pārstāvot	zastupa
pārstāvot	predstavljajući
pārstāvot	predstavlja
rumānija	rumunjska
rumānija	rumunjskoj
komplekti	ansambala
komplekti	setove
komplekti	postavlja
komplekti	seta
radīti	stvoreni
radīti	stvoreno
radīti	stvorena
radīti	stvoren
radīti	stvorio
organizēt	organiziranje
organizēt	organizira
organizēt	organizirati
organizēt	organizirati
gnu	gnu
uzvedību	ponašanje
uzvedību	ponašanje
novērojumi	promatranja
novērojumi	opažanja
novērojumi	zapažanja
novērojumi	promatranje
kaimiņu	susjed
kaimiņu	susjeda
kaimiņu	susjednoj
izstādē	izložba
nepabeigti	nedovršen
ross	ros
ross	ross
sakot	rekavši
issn	issn
atspoguļo	odražavaju
atspoguļo	odražava
rekonstrukcija	renoviranje
rekonstrukcija	obnova
rekonstrukcija	rekonstrukciju
rekonstrukcija	obnova
rekonstrukcija	rekonstrukcija
jumts	krov
aknu	jetra
aknu	jetre
teorētiski	teoretski
teorētiski	teoretski
iedarbība	učinci
iedarbība	efekti
iedarbība	izlaganja
iedarbība	izloženosti
iedarbība	izloženost
iedarbība	izlaganje
viesnīca	hotel
viesnīca	hotela
bibliotēkā	knjižnica
bibliotēkā	biblioteka
vulkāna	vulkan
altāra	oltaru
altāra	oltar
aptaujā	kviz
komponistu	skladatelja
pasākums	mjera
pasākums	mjeri
pasākums	mjere
peles	miševi
peles	miš
peles	mišu
peles	miša
eesti	eesti
ēģiptiešu	egipatski
konstrukcija	radovi
konstrukcija	izgradnja
konstrukcija	konstrukcija
konstrukcija	gradnja
konstrukcija	izgradnju
konstrukcija	dizajn
komerciāli	komercijalne
komerciāli	komercijalni
komerciāli	reklama
komerciāli	komercijalno
balles	prom
balles	matura
patstāvīgi	nezavisno
patstāvīgi	neovisno
opozīcijas	opozicija
opozīcijas	oporbene
opozīcijas	oporba
opozīcijas	protivljenje
vēstule	poruku
vēstule	poruka
vēstule	pismo
iegūto	nabavio
iegūto	stekao
portugālē	portugala
portugālē	portugal
atjaunošana	obnavljanje
atjaunošana	obnova
atjaunošana	obnovu
atjaunošana	obnavljanje
atjaunošana	obnova
atjaunošana	obnovu
atjaunošana	renoviranje
atjaunošana	obnova
sadalīt	split
ieročiem	oružje
ieročiem	pištolji
ieročiem	puške
koledža	fakultet
koledža	koledž
koledža	college
pasniedzēju	tenisice
pasniedzēju	treneri
grafikas	grafika
komunikācijas	komunikacije
komunikācijas	komunikacija
komunikācijas	komunikacije
komunikācijas	komunikacija
mustafa	mustafa
iemesli	razloge
iemesli	razlozi
iemesli	izaziva
iemesli	uzroci
iemesli	uzrokuje
nometnēs	kampove
nometnēs	logore
audu	tkiva
audu	tkivo
lejupielāde	preuzimanje
lejupielāde	skidanje
lejupielāde	preuzimanje
leņķis	kut
atp	atp
target	cilj
target	meta
stāv	stojimo
stāv	stoji
stāv	stojeći
stāv	stajanje
stāv	stojim
ainas	prizori
ainas	scene
sabiedrotie	saveznici
sabiedrotie	saveznike
austriju	austrija
austriju	austriju
austriju	austrije
veidošana	formacija
veidošana	formiranje
veidošana	oblikovanje
arkive	arkive
arhitektu	arhitekti
pieaugušie	odraslima
pieaugušie	odrasli
pieaugušie	odraslo
pieaugušie	odrasli
rammstein	rammstein
viesu	gost
korpusu	trup
korpusu	trupa
ozola	hrast
ozola	oak
ozola	hrasta
next	sljedeća
vostok	vostok
meta	meta
lapsas	lisice
pieņemšanas	prihvaćanje
arhipelāga	arhipelag
viktorija	viktorija
viktorija	victoria
lībijas	libijski
lībijas	libiji
krustojas	isprepletenih
atvasināts	izvedena
getargs	getargs
tramvaji	tramvaji
vienkāršs	jednostavna
vienkāršs	jednostavan
vienkāršs	jednostavno
vienkāršs	ravnica
aina	aina
asfalta	asfalt
saimnieks	majstor
saimnieks	učitelju
valūtas	valute
pireneju	pirineja
ķēdes	lanaca
ķēdes	lanci
ķēdes	lanac
teilors	taylor
nīls	neil
nīls	nil
nīls	neal
nīls	neill
iznīcināt	uništi
būvēts	izgrađen
būvēts	izgrađena
būvēts	izgrađeno
būvēts	izgradio
arhīva	arhiv
arhīva	arhiva
pilij	palači
pilij	palača
pilij	palace
lok	lok
prakse	vježba
prakse	trening
prakse	praksa
prakse	vježbanje
geto	geta
geto	geta
