исполнува	cumpliendo
промовирање	promoviendo
поразена	vencido
поразена	vencidos
поразена	vencido
поразена	derrotada
поразена	derrotado
поразена	vencidos
поразена	derrotados
упатува	referencias
согорување	combustión
согорување	incineración
заседа	emboscada
континуирано	continuamente
континуирано	continuo
континуирано	continuas
континуирано	continua
континуирано	continuamente
факултети	colegios
факултети	universidades
факултети	facultades
евиденција	actas
евиденција	registros
евиденција	discos
евиденција	records
евиденција	troncos
евиденција	tronco
евиденција	bitácora
индиректно	indirecto
индиректно	indirectos
индиректно	indirectas
индиректно	indirecta
индиректно	indirectamente
спротивни	divergentes
спротивни	opuestos
спротивни	enfrente
спротивни	contrario
спротивни	opuesto
кралевите	reyes
кралевите	kings
пеколот	hell
пеколот	infierno
пеколот	infierno
сознанија	hallazgos
сознанија	conclusiones
сознанија	descubrimientos
тениско	tenis
протест	protestas
протест	protestar
протест	protesta
рајот	cielo
рајот	heaven
панорама	panorama
опасни	peligroso
опасни	peligrosas
опасни	peligrosos
опасни	peligrosa
почина	murió
почина	murio
почина	murieron
ангели	ángeles
ангели	angeles
ангели	angelitos
ангели	angels
еми	emmy
еми	emmys
шеми	pautas
шеми	patrones
шеми	esquemas
среда	miércoles
среда	miercoles
среда	miércoles
среда	miercoles
врат	cuello
играчки	juguetes
медичи	medici
масовни	masas
масовни	misas
масовни	mass
масовни	masa
масовни	misa
масовни	masivo
масовни	massive
масовни	masiva
групна	multijugador
групна	grupo
групна	group
групна	agrupar
ник	nick
ник	nic
ник	nik
идол	ídolo
идол	idol
витамин	vitaminas
витамин	vitamina
одби	declinó
одби	rechazada
одби	disminuido
одби	rechazado
одби	denegada
одби	denegado
одби	rechazada
одби	rechazó
одење	caminar
одење	caminando
одење	pasear
одење	paseando
одење	senderismo
одење	trekking
граѓанин	ciudadanas
граѓанин	ciudadana
граѓанин	ciudadano
граѓанин	ciudadanos
материјална	material
материјална	materiales
комесар	comisaria
комесар	comisionada
комесар	comisionado
комесар	comisario
комесар	comisario
професионалец	profesional
професионалец	professional
професионалец	profesionalidad
професионалец	profesionales
професионалец	pro
декларацијата	declaración
религиски	religiosos
религиски	religioso
религиски	religiosa
религиски	religiosas
припаѓал	pertenecía
припаѓал	perteneció
припаѓал	pertenecían
припаѓал	pertenecido
индекси	índices
мајмуни	monos
спартак	spartacus
спартак	espartaco
спартак	spartak
докторат	doctorado
докторат	doctorado
докторат	doctorados
верувањето	creencias
верувањето	creencia
моќност	potencia
моќност	power
моќност	poder
артисти	artistas
врзани	obligado
врзани	atado
врзани	atados
врзани	atado
врзани	empatados
врзани	atadas
врзани	até
англо	anglosajón
англо	anglo
празен	vacías
празен	vacío
празен	vacíos
празен	vaciar
празен	vacio
празен	vacía
празен	blanco
протеини	proteína
протеини	proteínas
мастејн	mustaine
михаел	miguel
михаел	michael
тел	tel
стразбур	estrasburgo
предвидување	predicción
лил	lil
лил	lille
длабоки	profundo
длабоки	profunda
длабоки	deep
барбара	barbara
барбара	bárbara
осло	oslo
пристигнува	llegando
пристигнува	llegar
пристигнува	llega
пристигнува	entrante
пристигнува	entrantes
армстронг	armstrong
цветови	flores
руси	rusas
руси	rusos
бесплатно	libres
бесплатно	gratis
бесплатно	free
бесплатно	libre
бесплатно	gratuito
милтон	milton
задоволи	satisfacer
фрлање	tirando
фрлање	lanzando
фрлање	tirar
припаѓале	pertenecía
припаѓале	perteneció
припаѓале	pertenecían
припаѓале	pertenecido
гари	garry
гари	gary
милошевиќ	milosevic
базен	billar
базен	alberca
базен	piscina
базен	pool
капацитети	facilidades
капацитети	instalaciones
капацитети	capacidades
капацитети	sedes
грос	gross
грос	asqueroso
грос	brutos
грос	bruto
грос	groß
рус	rus
учествуваа	destacada
учествуваа	destacado
учествуваа	destacados
учествуваа	destacadas
учествуваа	participado
учествуваа	participaron
учествуваа	participó
одраз	reflexiona
одраз	reflejan
одраз	reflejar
одраз	reflexionar
одраз	refleje
одраз	reflejo
одраз	reflexionar
одраз	reflexión
шарлот	charlotte
шарлот	carlota
ататурк	ataturk
ататурк	atatürk
хумор	humor
хумор	humor
работничка	trabajadora
работничка	trabajador
работничка	obrero
католици	católicos
наклон	inclinar
наклон	inclinación
утро	morning
утро	mañana
утро	mañanas
мис	señorita
мис	miss
мис	srta
мис	extraño
сооднос	coeficiente
сооднос	ratio
сооднос	proporción
сооднос	cociente
реми	remy
реми	remi
претставништво	representación
претставништво	representados
претставништво	representaciones
пазарите	mercados
планетите	planetas
клајн	klein
атлетико	atlético
атлетико	atlético
кафеава	brown
кафеава	moreno
кафеава	marrones
кафеава	marrón
уганда	uganda
брана	dam
брана	presa
брана	embalse
брана	represa
брана	dique
украси	adornos
украси	condecoraciones
украси	decoración
украси	adornos
украси	decoraciones
привремена	temporales
привремена	temporal
привремена	temporario
привремена	temporalmente
привремена	temporal
драстично	drásticamente
адријатико	adriatico
лужица	lusacia
неопходни	necesaria
неопходни	necesarias
неопходни	necesarios
неопходни	necesario
половината	cintura
половината	mitad
половината	half
половината	medio
изолирани	aisladas
изолирани	aislada
изолирани	aislado
изолирани	aislados
откри	revelados
откри	reveló
откри	reveladas
откри	revelada
откри	revelado
френклин	franklin
бродовите	barcos
бродовите	buques
бродовите	naves
бродовите	transbordadores
бродовите	ferries
предупредување	aviso
предупредување	advertencias
предупредување	advertencia
кршење	infracción
кршење	violación
кршење	breaking
кршење	rompiendo
кршење	romper
кршење	smashing
државјанство	ciudadanía
државјанство	nacionalidad
предци	antepasados
предци	ancestros
натписи	articulos
натписи	artículos
харисон	harrison
леви	levi
обама	obama
раскажувач	narrador
осветлување	iluminación
осветлување	alumbrado
прославата	celebraciones
прославата	celebración
прославата	festejo
славко	slavko
експериментални	experimentación
експериментални	experimentales
експериментални	experimental
масти	gordos
масти	grasa
масти	gordo
масти	gorda
масти	gordas
семејствата	familias
семејствата	familia
паскал	pascal
пипин	pippin
вавилон	babilonia
вавилон	babylon
скандинавија	escandinavia
обреди	observancia
обреди	ritos
сакаше	amé
сакаше	amado
сакаше	amada
сакаше	amaba
сакаше	amó
сакаше	buscado
сакаше	buscados
сакаше	quería
конкретно	concretamente
конкретно	específicamente
конкретно	concretamente
роберто	roberto
бетмен	batman
правник	letrado
правник	jurista
правник	abogada
правник	abogado
манифестација	manifestación
запишување	redacción
запишување	escribiendo
запишување	escribir
запишување	escritura
тропски	tropical
тропски	trópico
тропски	tropicales
пит	pete
ненадејно	repentinamente
ненадејно	súbitamente
ненадејно	repentino
ненадејно	súbita
ненадејно	súbito
ненадејно	repentina
ненадејно	bruscamente
ненадејно	abruptamente
ацо	aco
дебелина	obesidad
дебелина	espesor
дебелина	grosor
евангелие	evangelio
евангелие	gospel
ловат	hunt
ловат	cazar
ловат	caza
ловат	cacería
ловат	cazo
фридман	friedman
волк	loba
волк	wolf
волк	lobo
волк	lobos
бањи	balnearios
бањи	spas
бањи	balneario
бањи	baños
бањи	bañeras
бањи	baños
распад	desintegración
распад	decadencia
распад	descomposición
господин	mister
господин	señor
господин	caballero
господин	caballeros
прилики	ocasiones
грама	gramos
сместување	alojamientos
сместување	alojamiento
сместување	alojarse
сместување	hospedaje
сместување	alojamiento
крила	alas
крила	wings
крила	alitas
курт	kurt
курт	curt
регионална	regional
регионална	regionales
боуви	bowie
пушки	fusil
пушки	fusiles
пушки	rifles
пушки	pistolas
пушки	guns
пушки	fusiles
пушки	cañones
пушки	armas
умерена	templadas
умерена	templada
умерена	templado
умерена	moderado
умерена	moderados
умерена	moderadas
умерена	moderar
умерена	moderada
цивилизации	civilizaciones
цивилизации	civilizaciones
болни	dolorosa
болни	dolorosos
болни	doloroso
болни	enfermo
болни	enfermas
болни	enferma
болни	enfermos
лаос	laos
отон	otho
полот	género
полот	genero
полот	sexo
гравитација	gravedad
памук	pamuk
памук	algodón
памук	cotton
редовна	regulares
редовна	regular
редовна	regularidad
олимпија	olimpia
олимпија	olympia
погодни	convenientes
погодни	conveniente
клинтон	clinton
учеснички	participantes
учеснички	participación
учеснички	participando
учеснички	participantes
варна	varna
климатските	climática
климатските	climáticas
валути	divisa
валути	moneda
валути	divisas
валути	monedas
валути	moneda
валути	divisas
дно	inferior
бега	huye
среќен	feliz
среќен	felices
среќен	contenta
среќен	contento
среќен	happy
постава	alineación
азиски	asiática
азиски	asiáticas
азиски	asiático
азиски	asia
азиски	asiáticos
идентични	idéntica
идентични	idénticas
идентични	idénticos
идентични	idéntico
поканети	invita
поканети	invitado
поканети	invitada
поканети	invitados
сведок	testigo
сведок	testigos
сведок	testimonio
сведок	presenciado
арапска	arab
арапска	arabe
арапска	árabe
арапска	árabes
уста	mouth
уста	desembocadura
уста	boca
хив	vih
хив	hiv
дилан	dylan
антиохија	antioquía
антиохија	antioquia
болката	dolores
болката	dolor
управувани	administrado
управувани	gestionada
управувани	gestionado
управувани	logrado
управувани	gestionados
вработен	empleada
вработен	empleados
вработен	trabajador
вработен	asalariado
вработен	empleado
вработен	empleada
вработен	empleadas
стручно	experto
стручно	perito
стручно	expertos
стручно	experta
ладен	cargado
ладен	laden
ладен	cargados
бернард	bernard
бернард	bernardo
девојче	chica
девојче	niña
девојче	muchacha
мајнц	maguncia
сценарист	guionista
моќни	poderosas
моќни	potente
моќни	poderosa
моќни	poderoso
моќни	poderosos
реда	hileras
реда	filas
мисисипи	mississippi
мисисипи	misisipi
добиена	ganados
добиена	ganó
добиена	ganado
добиена	gané
добиена	gano
преспанско	prespa
мигел	miguel
чуда	milagros
чуда	maravillas
покани	invitaciones
покани	invitar
покани	invita
покани	invitación
покани	invitan
покани	invita
покани	invitaciones
робот	robot
одредби	disposiciones
одредби	provisiones
рамен	plano
рамен	piso
рамен	plana
рамен	ramen
гледал	observados
гледал	miraba
гледал	observado
гледал	visto
гледал	vigilado
обележја	emblemas
обележја	hitos
детално	detallada
детално	detalladas
детално	detallado
детално	detalle
предаваат	enseñe
предаваат	enseñas
предаваат	enseñar
предаваат	enseña
предаваат	profe
хранливи	nutricional
хранливи	nutrición
модни	moda
модни	fashion
модни	modas
имплементација	implementación
имплементација	aplicación
сини	azules
сини	blue
сини	azul
пијалаци	bebidas
пијалаци	bebida
пијалаци	bebidas
пијалаци	bebe
пијалаци	tragos
пијалаци	bebidas
пијалаци	bebida
пијалаци	copas
онтарио	ontario
додатни	adicional
додатни	adicionales
ген	gene
ген	gen
ген	genes
ген	gen
капабланка	capablanca
штети	lastimar
штети	daños
штети	indemnización
штети	daños
штети	daño
веста	vesta
антониј	antonio
континенти	continentes
надмине	supera
надмине	exceda
надмине	sobrepasar
надмине	exceder
надмине	sobrepasar
надмине	superar
надмине	superar
надмине	superada
надмине	superación
ризици	riesgos
трик	truco
трик	trick
придружен	acompañada
придружен	acompañados
придружен	acompañadas
придружен	acompañado
есеист	ensayista
емоции	emoción
емоции	emociones
тери	terri
тери	teri
тери	rizo
тери	terry
бич	haya
бич	playas
бич	playa
доминантен	dominante
доминантен	dominantes
судење	juicio
судење	trial
судење	ensayo
протестанти	protestantes
протестанти	protestantes
протестанти	manifestantes
исполнет	lleno
исполнет	llenado
конференции	conferencia
конференции	congresos
конференции	conferencias
пирин	pirin
мажот	marido
мажот	esposo
татковината	patria
избегнува	evita
заклучоци	hallazgos
заклучоци	conclusiones
заклучоци	descubrimientos
заклучоци	conclusiones
кабинет	armario
кабинет	gabinete
зачуван	salvados
зачуван	salvado
зачуван	salvó
зачуван	guardado
зачуван	guardados
арагон	aragón
значителна	sustancial
значителна	substancial
значителна	sustanciales
значителна	considerable
значителна	considerables
значителна	significativos
значителна	significativas
значителна	significativo
значителна	significativa
значителна	significante
сончев	soleado
сончев	sunny
сончев	soleada
здраво	hello
здраво	hola
корпорација	corporación
корпорација	corporation
радијација	irradiación
радијација	radiación
радијација	radiaciones
анимација	animaciones
анимација	animación
собрал	reunidos
помогнале	ayudó
помогнале	ayudado
неутрони	neutrones
краков	cracovia
едвај	apenas
едвај	escasamente
едвај	apenas
едвај	difícilmente
зегеберг	segeberg
одеднаш	repentinamente
одеднаш	súbitamente
одеднаш	repentino
одеднаш	súbita
одеднаш	súbito
одеднаш	repentina
ферари	ferraris
ферари	ferrari
прописи	reglamento
прописи	reglamentaciones
прописи	reglamentos
прописи	regulaciones
прописи	normativa
прописи	reglamentación
прописи	reglamentación
прописи	reglamento
прописи	regulación
премиери	estrenos
дуран	durant
дуран	duran
дуран	durán
кремљ	kremlin
кромид	cebolla
кромид	cebollas
кромид	cebolla
кромид	cebollas
мередит	meredith
продукт	producto
пролог	prólogo
античко	antiguedad
античко	antigüedad
свесни	consciente
свесни	conciente
свесни	conscientes
свесни	consciente
свесни	conscientes
висорамнина	altiplano
висорамнина	highlands
освојувач	conquistador
викиликс	wikileaks
започната	lanzado
започната	lanzada
започната	lanzados
започната	lanzó
задоволува	satisface
југословенска	yugoslavos
југословенска	yugoslavia
југословенска	yugoslavo
југословенска	yugoslava
џеф	jeff
подигање	bota
подигање	boot
подигање	arranque
подигање	aumento
подигање	criar
подигање	elevar
подигање	criando
мак	mac
мак	mack
мак	mak
колона	columna
нијанси	matices
нијанси	tonos
нијанси	sombras
облаци	nubes
адамс	adams
шират	propagación
шират	difundiendo
шират	difundir
самоа	samoa
иновации	innovaciones
иновации	innovación
иновации	innovaciones
топла	caliente
топла	hot
топла	calientes
топла	calor
топла	cálido
топла	caliente
топла	tibio
топла	cálida
заинтересиран	interesados
заинтересиран	interesado
заинтересиран	interesada
заинтересиран	interesadas
спроведени	implementada
спроведени	implementado
корпорации	corporaciones
тропските	trópico
тропските	trópicos
соработувал	colaborado
соработувал	colaboraron
соработувал	colaboró
спротивна	opuestos
спротивна	enfrente
спротивна	contrario
спротивна	opuesto
забави	fiestas
грло	garganta
бизниси	empresas
бизниси	comercios
бизниси	negocios
теоретичар	teórico
жорж	georges
моќен	poderosa
моќен	poderoso
моќен	poderosas
моќен	potente
моќен	poderosa
моќен	poderoso
моќен	poderosos
воспоставена	establecido
воспоставена	establecidos
воспоставена	establecida
зими	inviernos
зими	winters
пилот	pilot
пилот	piloto
линколн	lincoln
вируси	viral
вируси	virales
вируси	virus
свесен	consciente
свесен	conscientes
свесен	consciente
свесен	conciente
свесен	conscientes
криви	curvas
витез	caballero
витез	knight
печатени	impreso
печатени	impresa
печатени	impresos
нагласува	enfatiza
искористување	explotación
рајх	reich
додадена	añadido
додадена	agregados
додадена	añadida
додадена	añadió
додадена	agregó
додадена	agregado
семиња	semilla
семиња	semillas
интервјуа	entrevistas
браната	dam
браната	presa
браната	embalse
браната	represa
браната	dique
вагнер	wagner
рејчел	rachael
рејчел	raquel
рејчел	rachel
рамна	plano
рамна	piso
рамна	plana
предвидено	predijo
предвидено	predicho
санчез	sanchez
санчез	sánchez
санчез	sánchez
извршувањето	ejecución
декади	decenios
декади	décadas
забранети	prohibida
забранети	prohibido
забранети	prohibidas
забранети	prohibidos
забранети	prohibida
забранети	prohibido
забранети	prohibidas
забранети	prohibidos
забранети	prohibida
забранети	prohibido
забранети	prohibidas
забранети	prohibidos
преименувана	renombrado
преименувана	renombrada
чудно	incomodo
чудно	incómoda
чудно	torpe
чудно	incómodo
чудно	extraña
чудно	strange
чудно	extraño
чудно	extraño
чудно	raro
чудно	impar
чудно	impares
чудно	extraño
писменост	alfabetización
џефри	godofredo
џефри	geoffrey
џефри	jeffrey
пијалоци	bebe
пијалоци	tragos
пијалоци	bebidas
пијалоци	bebida
пијалоци	copas
тактика	tácticas
тактика	táctica
тактика	táctica
кастро	castro
одри	audrey
поплави	inundación
поплави	inundaciones
поплави	inundación
поплави	inundaciones
поплави	inundando
поплави	inundación
поплави	inundaciones
поплави	inundar
поплави	diluvio
тринидад	trinidad
архиепископот	arzobispo
извоз	exporta
извоз	exportación
извоз	exportaciones
извоз	exportación
извоз	export
извоз	exportaciones
извоз	exportar
благоевград	blagoevgrad
единбург	edinburgh
единбург	edimburgo
тесна	apretado
тесна	apretada
тесна	ajustado
багдад	bagdad
доминираат	dominar
доминираат	domina
доминираат	dominan
ката	kata
ката	pisos
ката	suelos
аризона	arizona
масла	aceites
организирано	organizada
организирано	organizados
организирано	organizadas
организирано	organizado
класифицирани	clasificado
класифицирани	clasificada
класифицирани	clasificados
ривали	rivales
советници	consejeros
советници	asesores
советници	consejeros
советници	asesores
советници	consejeros
советници	concejales
советници	consejeros
лажни	falsa
лажни	farsante
лажни	falsos
лажни	falso
опозицијата	oposiciones
опозицијата	opositores
опозицијата	oposición
спушта	desciende
евентуално	posiblemente
кук	cocinero
кук	cook
кук	cocinar
кук	cocinera
кук	cocina
кук	kuk
изработката	redacción
битерфелд	bitterfeld
полк	regimiento
полк	polk
лоара	loira
лоара	loire
просторија	cuarto
просторија	sala
просторија	habitación
моделите	pautas
моделите	patrones
соседи	vecinas
соседи	vecinos
соседи	vecinas
соседи	vecinos
струма	struma
неделно	semanal
неделно	semanario
неделно	semanales
неделно	semanalmente
базирано	basada
базирано	basado
дамаск	damasco
бруно	bruno
повторува	repeticiones
повторува	repite
хал	hal
черепот	calavera
черепот	cráneo
черепот	skull
паѓаат	cayendo
паѓаат	caída
плажи	playas
плажи	playa
таблички	planchas
таблички	placas
таблички	chapas
таблички	platos
делфин	delfín
делфин	delfines
делфин	delphine
канцеларии	oficinas
канцеларии	despachos
одиграно	jugaron
одиграно	jugó
одиграно	jugado
одиграно	desempeñado
инструкции	instrucción
инструкции	instrucciones
придонесуваат	contribuya
придонесуваат	contribuir
придонесуваат	contribuye
чувар	guardián
чувар	custodio
чувар	guardiana
чувар	guardián
чувар	tutor
чувар	guardian
чувар	guardia
чувар	guarda
подобрува	mejora
потешкотии	penuria
потешкотии	penurias
потешкотии	dificultad
потешкотии	dificultades
потешкотии	dificultad
потешкотии	dificultades
нотација	anotación
нотација	notación
сончева	solares
сончева	solar
судиите	jueces
судиите	magistrados
пречка	obstáculo
пречка	obstáculo
пречка	obstáculos
пречка	impedimento
поинаков	distinta
поинаков	diferente
поинаков	distintos
поинаков	distinto
поинаков	diferentes
клинички	clínico
клинички	clínicos
клинички	clínica
клинички	clínicamente
именка	sustantivo
отворања	aberturas
отворања	aperturas
вообичаени	consuetudinario
вообичаени	habitual
вообичаени	habituales
вообичаени	usual
измислени	imaginaria
измислени	imaginario
измислени	imaginarios
измислени	inventada
измислени	inventado
измислени	inventó
измислени	inventamos
измислени	invento
измислени	fabricados
измислени	fabricado
измислени	fabricada
измислени	fabricadas
измислени	ficticia
измислени	ficticio
континентот	continente
ерп	earp
фан	abanico
фан	ventilador
фан	admirador
фан	fan
синовите	hijos
синовите	sons
алесандро	alessandro
еквивалент	equivalentes
еквивалент	equivalente
придружува	acompañan
придружува	acompañe
придружува	acompañar
придружува	acompaña
придружува	acompaña
трчање	running
трчање	ejecutando
трчање	corriendo
трчање	correr
комуницираат	comunicarse
комуницираат	comunicando
комуницираат	comunicar
драматург	dramaturgo
означен	etiquetados
означен	etiquetado
означен	etiquetada
роџерс	rogers
духовен	espirituales
духовен	espiritual
бенџамин	benjamin
бенџамин	benjamín
лиги	leguas
лиги	ligas
арт	arte
рудник	míos
рудник	mio
рудник	mina
рудник	mías
рудник	mío
рудник	mía
минимална	mínima
минимална	mínimo
минимална	mínimos
минимална	mínimas
минимална	minimo
минимална	mínimos
минимална	mínimo
минимална	mínima
минимална	mínimas
минимална	minimo
минимална	minutos
минимална	minuto
минимална	min
чаир	cair
реален	realista
реален	realistas
чистење	limpieza
чистење	limpiando
чистење	limpiar
самоил	samuel
елстер	elster
прованса	provence
прованса	provenza
купувачот	comprador
монарх	monarca
омилен	favoritos
омилен	favorita
омилен	favorito
омилен	favoritos
омилен	favorita
омилен	favoritas
омилен	favorito
одразува	reflejada
одразува	reflejado
одразува	reflejados
одразува	refleje
одразува	reflexiona
одразува	refleja
тежи	pesa
пресврт	twist
пресврт	giro
хармонија	armonía
хармонија	harmony
жил	jules
жил	gilles
портали	portales
едгар	edgar
обновено	revivido
обновено	renovados
обновено	renovado
обновено	renovada
обновено	restaurada
обновено	restauradas
обновено	restaurado
минг	ming
грејс	gracia
постол	pella
стрипови	historietas
стрипови	comics
стрипови	historieta
стрипови	cómics
стрипови	cómic
заслуга	crédito
заслуга	credit
заслуга	credito
заслуга	créditos
сајмон	simon
сајмон	simón
крие	pieles
крие	cueros
крие	oculta
крие	esconde
крие	escondiendo
крие	ocultar
крие	oculto
крие	ocultando
крие	escondido
сантјаго	santiago
губат	perder
губат	perdiendo
губат	perder
губат	pierden
губат	pierda
губат	pierdo
губат	pierde
дијалог	diálogo
дијалог	dialogo
дијалог	diálogos
дијалог	dialogar
филипс	philips
филипс	phillips
картер	carter
елементот	elemento
колумбо	colón
колумбо	columbus
колумбо	colombo
колумбо	columbo
тигри	tigres
самостоен	solo
добиен	obtenida
добиен	obtenidos
добиен	obtenidas
добиен	obtenido
умрела	murió
умрела	murio
умрела	murieron
економии	economías
комедии	comedias
терористи	terroristas
терористи	terrorista
парламентарни	parlamentarias
парламентарни	parlamentaria
парламентарни	parlamentario
парламентарни	parlamentarios
рој	roy
рој	enjambre
снабдување	abastecimiento
снабдување	aprovisionamiento
снабдување	suministro
стебло	árboles
стебло	árbol
стебло	arbol
гази	ghazi
гази	gazi
обвинети	inculpados
обвинети	acusados
обвинети	acusado
обвинети	acusada
обвинети	acusados
обвинети	acusados
обвинети	demandados
обвинети	cargada
обвинети	cobrado
бот	bot
војводите	duques
цска	cska
сакајќи	querer
сакајќи	queriendo
сакајќи	buscando
феномени	fenómenos
феномени	fenómeno
затвори	cierra
затвори	cerca
затвори	cierre
затвори	cerrar
затвори	cerrada
затвори	cerrado
затвори	cerrados
вакуум	vacío
вакуум	vacio
студентски	alumna
студентски	alumno
студентски	estudiantes
студентски	estudiante
братучед	primo
братучед	prima
братучед	xq
фасада	fachada
земјоделско	agricultura
земјоделско	agrícola
земјоделско	agrícolas
земјоделско	agricola
земјоделско	agraria
лазаров	lazarov
присуствуваат	asistiendo
присуствуваат	asistir
присуствуваат	asistir
присуствуваат	asista
присуствуваат	asistan
одигран	jugaron
одигран	jugó
одигран	jugado
одигран	desempeñado
особина	rasgo
спротивност	opuestos
спротивност	enfrente
спротивност	contrario
спротивност	opuesto
продуценти	productores
продуценти	productoras
орлеанс	orleans
орлеанс	orleáns
заминување	partida
заминување	salida
мансфелд	mansfeld
миле	mile
миле	milla
миле	kilómetro
одел	odell
фасо	faso
образовен	educativo
образовен	educación
образовен	educativa
одделенија	pabellones
клас	clase
клас	class
клас	clases
сена	sena
сена	senna
сена	sena
сена	seine
полови	género
полови	genero
полови	sexo
непријателот	enemigo
непријателот	enemigas
непријателот	enemiga
непријателот	enemigos
повторување	reaparición
повторување	repeticiones
повторување	repetición
повторување	repita
повторување	repetir
повторување	repite
повторување	repetición
повторување	repito
вотсон	watson
научи	aprenda
научи	aprendan
научи	aprender
научи	aprende
тропска	tropical
тропска	trópico
тропска	tropicales
серверот	servidor
релативна	relativa
релативна	pariente
релативна	relativo
томи	tommy
развивањето	desarrollándose
развивањето	desarrollando
карпите	naufragios
процедури	procedimientos
духовни	espirituales
духовни	espiritual
безбедно	seguro
безбедно	safe
безбедно	segura
постигнато	cumplida
постигнато	logrado
постигнато	alcanzada
постигнато	alcanzados
постигнато	logrado
постигнато	alcanzado
намерата	intencion
намерата	intención
намерата	intenciones
намерата	intención
преостанатите	restante
преостанатите	permaneciendo
преостанатите	restantes
велосипеди	bicicletas
велосипеди	bicicletas
велосипеди	bicis
велосипеди	motos
уставна	constitucional
уставна	constitucionales
уставна	constitucionalidad
ископувања	excavación
ископувања	excavaciones
ископувања	excavaciones
ископувања	excavaciones
монастир	monastir
олга	olga
стандардно	omisión
стандардно	incumplimiento
стандардно	predeterminados
стандардно	defecto
стандардно	predeterminado
стандардно	estándar
стандардно	norma
стандардно	estandar
стандардно	standard
американец	americano
американец	american
американец	estadounidense
американец	americanos
американец	americana
домаќини	anfitriones
одлучено	decidió
одлучено	decidido
контраст	contrastes
контраст	contraste
поен	anotar
поен	puntuación
поен	partitura
задачата	tarea
дијагноза	diagnósticos
дијагноза	diagnostico
дијагноза	diagnóstico
данлоп	dunlop
лоренцо	lorenzo
топки	cucharadas
топки	cojones
топки	bolas
топки	pelotas
топки	balones
тргување	comerciar
тргување	trading
тргување	comercio
мој	míos
мој	mio
мој	mina
мој	mías
мој	mío
мој	mía
романди	romandía
испратена	enviada
испратена	enviados
испратена	enviadas
испратена	enviado
испратена	envió
туркменистан	turkmenistán
гледачите	espectadores
гледачите	televidentes
бизмарк	bismarck
регулира	regule
регулира	reglamenta
регулира	regula
регулира	regulan
регулира	reglamentar
регулира	reglamenta
регулира	regular
регистрација	inscripción
регистрација	registro
регистрација	matrícula
регистрација	inscripciones
поттикнува	incitado
поттикнува	incitó
фатен	atrapados
фатен	atrapado
фатен	atrapada
фатен	capturado
фатен	captado
фатен	capturados
фатен	capturada
голдман	goldman
пожарот	blaze
хемичар	químico
хрватскиот	croata
хрватскиот	croacia
хрватскиот	croatas
горица	gorica
хелиум	helio
транзиција	transición
несреќи	calamidades
несреќи	accidentes
несреќи	accidente
несреќи	caídas
апарати	aparato
апарати	electrodomésticos
апарати	electrodomésticos
апарати	aparatos
винчи	vinci
верниците	creyentes
верниците	fieles
верниците	fidelidad
верниците	fiel
верниците	devotos
верниците	adoradores
царица	emperatriz
издавачки	publicaciones
издавачки	publicación
издавачки	editorial
издавачки	publicar
издавачки	publicando
духовна	espirituales
духовна	espiritual
организаторите	organizadores
организаторите	organizadores
балкан	balcanes
балкан	balcanes
слог	sílaba
придавки	adjetivos
тенки	delgado
тенки	delgada
претворање	convirtiendo
претворање	convertir
топење	deshielo
топење	fundido
топење	derretir
топење	fundir
странска	extranjeras
странска	extranjeros
странска	extranjero
странска	extranjera
странска	foreign
глобална	mundial
глобална	global
глобална	globales
никеја	nicea
другар	camarada
другар	mate
другар	pal
другар	buddy
непријателски	antipático
непријателски	hostil
непријателски	hostiles
спорови	controversias
спорови	disputas
подароци	obsequios
подароци	regalos
подароци	regalo
подароци	presenta
подароци	regalos
кривично	criminales
кривично	criminal
кривично	penales
кривично	delincuente
кривично	penal
трендови	tendencias
комерцијална	anuncio
комерцијална	comercial
комерцијална	comerciales
јоханес	johannes
билки	plantas
билки	planta
билки	hierbas
консензус	consenso
консензус	consensos
лизинг	arrendamiento
лизинг	leasing
семитски	semíticas
буркина	burkina
соломон	salomón
тимор	timor
сликање	cuadro
сликање	pintar
сликање	pintura
сликање	pintando
миграција	migración
миграција	emigración
миграција	migraciones
откуп	rescate
освојувања	conquistas
освојувања	conquista
освојувања	conquistas
металика	metallica
вулкански	volcánica
вулкански	volcánicas
вулкански	volcánico
вулкански	vulcanos
вулкански	vulcano
ферер	ferrer
пристаништа	puertos
пристаништа	muelles
пристаништа	puertos
пристаништа	puertos
пристаништа	marinas
дебелината	obesidad
дик	polla
дик	verga
дик	dick
дик	pito
олимпик	olímpica
олимпик	olímpico
олимпик	olympic
олимпик	olímpicos
олимпик	olimpiadas
камерун	camerún
нелсон	nelson
лозја	viñedo
лозја	viñas
лозја	viñedos
кандидатите	candidatas
кандидатите	candidaturas
кандидатите	candidatos
одвоени	separada
одвоени	separado
одвоени	separados
одвоени	separar
камата	interes
камата	interés
камата	intereses
ѓаволот	diablo
ѓаволот	demonio
поморска	marítimo
поморска	marítimas
поморска	marítimos
поморска	marítima
дипломатија	diplomacia
пабло	pablo
свирел	jugaron
свирел	jugó
свирел	jugado
свирел	desempeñado
лесни	facil
лесни	sencilla
лесни	fácil
лесни	sencillo
лесни	easy
склад	alijo
единствени	únicos
единствени	único
единствени	unica
единствени	única
единствени	únicas
синатра	sinatra
вебер	weber
вебер	webber
деривати	derivados
деривати	derivadas
јовановски	jovanovski
бранител	defensor
бранител	defender
бранител	defensora
