年	jaar
推廣	bemark
僧	monk
升級	opgegradeer
升級	opgradering
升級	opgradeer
升級	opgradering
升級	opgraderings
嘗試	probeer
嘗試	gepoog
嘗試	poog
財政	fiscal
氣象	weer
隋	sui
人文	geesteswetenskappe
魚類	vis
魚類	visvang
造型	stilering
書籍	boeke
書籍	bespreek
書籍	boek
各國	lande
施工	oprigting
施工	konstruksie
效率	doeltreffendheid
六十	sestig
地域	geografie
函數	kommentaar
勳章	medalje
勳章	medals
為何	hoekom
為何	waarom
大橋	brug
佐藤	sato
征服	verowering
征服	verower
整體	holistiese
聚集	byeenkoms
弓	boë
專用	toegewyde
專用	dedicated
專用	opgedra
芬蘭	finland
女演員	aktrise
女演員	actress
防守	verdediging
宣告	aankondiging
宣告	verklaring
宣告	proklamasie
校友	alumni
校友	alumnus
蛋	eiers
蛋	eier
鱷	krokodil
關閉	toemaak
關閉	sluit
關閉	af
瓊	johanna
瓊	joan
裁判	skeidsregter
裁判	ref
科學家	wetenskaplike
科學家	scientists
臺中	taichung
小小	klein
小小	tiny
下方	onder
下方	hieronder
下方	onderstaande
下方	bodem
下方	onder
下方	onderkant
下方	bottom
架構	argitektuur
葬	burial
共享	gedeel
共享	deel
共享	gedeel
累	moeg
星期	week
星期	vakansie
星期	weke
竣工	voltooiïng
斯洛伐克	slowakye
奏	kana
等待	gewag
等待	wag
等待	wait
山地	berg
改良	verbeterings
劇本	draaiboek
發動機	masjien
發動機	engine
發動機	enjin
發動機	motor
發動機	enjins
發動機	engines
完美	perfek
完美	perfeksie
夏天	somer
氧	suurstof
立陶宛	litaue
聰	satoshi
縮寫	afkorting
縮寫	voorletters
玫瑰	roses
玫瑰	roos
記憶	herinneringe
記憶	geheue
記憶	herinnering
座位	sitplekke
座位	sitplekke
座位	sitplek
宣言	verklaring
田中	tanaka
期刊	periodicals
大規模	massiewe
大規模	massive
合同	kontrak
遊行	parade
喜劇	komedie
楠	nan
植	sik
人氣	gewild
人氣	gewilde
人氣	gewildheid
順利	glad
美術	kuns
光明	lig
光明	ligte
平安	veilig
平安	veilige
平安	vrede
哈利	harry
事務所	vas
垂直	loodreg
垂直	vertikaal
同學	klasmaats
同學	klasmaat
網上	aanlyn
主辦	gasheer
主辦	aangebied
技能	vaardighede
技能	vaardigheid
帆	sail
帆	sails
雅典	athene
姓氏	van
豐富	ryk
砂	sand
上方	bo
男孩	seun
男孩	seuntjie
男孩	seuns
梨	peer
加速	versnelling
感情	emosie
感情	verhouding
感情	emosies
感情	feelings
感情	gevoelens
狐	jakkals
狐	fox
重複	duplikaat
重複	dupliseer
自殺	selfmoord
利物浦	liverpool
比利時	belgië
智慧	intelligensie
智慧	wysheid
尺寸	groottes
尺寸	grotes
尺寸	dimensies
尺寸	groote
樂隊	band
樂隊	musiekgroep
樂隊	orkeste
樂隊	bands
同志	comrade
同志	kameraad
騎	rit
騎	ride
體育館	arena
體育館	gimnasium
體育館	gymnasium
體育館	stadion
逆	inverse
逆	omgekeer
逆	reverse
逆	agteruit
鐘	horlosie
鐘	chung
鐘	klok
鐘	klokkie
分享	gedeel
分享	deel
分享	gedeel
班機	vlug
時報	tye
時報	kere
擴大	uitbrei
讀者	lesers
有名	bekende
有名	beroemd
有名	famous
指數	indeks
指數	eksponensiële
指數	indices
猴	apie
猴	aap
帝王	imperial
撰寫	skryf
撰寫	geskryf
就像	soos
絕對	absoluut
絕對	absolute
重點	fokus
感覺	voel
感覺	feels
感覺	voel
感覺	voel
左翼	gelaat
九州	kioesjoe
種族	races
種族	ras
種族	resies
種族	etnisiteit
限	beperkte
限	beperk
限	beperk
總裁	ceo
總裁	hub
休息	breek
休息	blaaskans
休息	rus
休息	res
曲目	volg
曲目	snit
曲目	baan
曲目	spoor
曲目	snitte
曆	kalender
東區	oos
定期	gereelde
定期	periodieke
殺害	killing
席位	sitplekke
穿越	crossing
株	strain
管制	kontrole
管制	kontroles
轄區	bailiwick
咖啡	koffie
胸	chest
胸	borskas
胸	kassie
胸	breast
眼睛	oë
眼睛	oog
亂	mess
星座	sterrebeeld
星座	constellations
否則	andersins
貴族	noble
貴族	edel
貴族	nobility
訊息	boodskap
浪漫	romanse
浪漫	romantiese
浪漫	romanties
窗	windows
窗	vensters
窗	venster
窗	kykers
主權	soewereiniteit
主權	sovereign
探索	verken
探索	exploration
探索	ontdek
探索	ontdekking
探索	discovery
晚間	aand
晚間	naand
望遠鏡	teleskoop
手槍	pistols
手槍	pistool
月份	maande
月份	maand
軸	shaft
軸	axis
內地	interior
內地	binneste
內地	mainland
電車	tram
電車	tramway
唇	lips
唇	lippe
唇	lip
特區	sar
緊急	urgent
緊急	dringende
適合	pas
價格	pryse
價格	prys
精選	uitgelig
精選	inloer
精選	gewild
精選	uitgestal
精選	uitstal
銅	copper
銅	koper
銅	brons
單一	mono
單一	enkel
象徵	simbool
象徵	simboliese
象徵	simbolies
部署	ontplooiing
精靈	genie
百年	centennial
事實	feite
事實	waarheid
巨人	giants
巨人	reus
無限	oneindige
無限	infinity
無限	onbeperk
王后	queen
王后	dame
永遠	skuilname
永遠	altyd
永遠	verewig
福岡	fukuoka
難	hard
難	harde
難	moeilik
難	moeilik
污染	besoedeling
更高	hoër
戰術	taktiese
宿舍	slaapsaal
宿舍	koshuis
追求	quest
追求	strewe
衛生	sanitasie
衛生	ablusiegeriewe
南斯拉夫	yugoslavia
符號	simbole
符號	simbool
誕生	gebore
郝	hao
議題	onderwerpe
緬甸	burma
緬甸	mianmar
昆明	kunming
規範	norme
環球	bekyk
環球	aardbol
環球	globe
彬	blik
燈	lamp
交換	ruil
交換	uitruil
交換	swap
交換	ruil
交易所	ruil
印象	indruk
印象	besoek
印象	besoeke
印象	indrukke
乳	melk
提前	vroeg
提前	vroeë
神奇	amazing
神奇	ongelooflik
神奇	toor
神奇	magic
神奇	magiese
神奇	magical
週刊	daagliks
週刊	weekliks
週刊	weeklikse
吐	spit
撞擊	impact
撞擊	impak
傑出	uitstaande
外圍	randapparatuur
日子	dae
種子	seeds
種子	saad
樂園	paradise
標本	specimen
瀑布	watervalle
瀑布	waterval
呈現	aangebied
維護	onderhoud
維護	instandhouding
萍	ping
搜尋	soek
搜尋	search
搜尋	deursoek
米蘭	milaan
米蘭	milan
德州	texas
威尼斯	venesië
威尼斯	venice
折	vou
鼓勵	moedig
鼓勵	bemoedigende
鼓勵	aanmoediging
考試	ondersoeke
考試	eksamen
考試	eksamens
展覽	uitstalling
展覽	exhibition
展覽	bewysstukke
柬埔寨	kambodja
柬埔寨	cambodia
希特勒	hitler
處理器	verwerker
無效	null
無效	ongeldig
無效	ongeldige
贊助	borgskappe
贊助	geborg
贊助	geborgde
贊助	borg
贊助	borgskap
保守	konserwatief
保守	konserwatiewe
保守	versigtig
幫忙	help
幫忙	hulp
競賽	kompetisies
競賽	ras
競賽	resies
競賽	kompetisie
競賽	wedstryd
競賽	kompetisie
場地	plek
場地	venue
場地	lokaal
場地	venues
首歌	liedjie
首歌	lied
神話	mites
神話	mitologie
超人	superman
股票	aandele
八十	eighty
出局	uit
瑪麗	mary
瑪麗	maria
平等	gelykheid
平等	gelyk
平等	gelyke
價	prys
聽	luister
困難	moeilikheidsgraad
困難	moeilikheid
困難	moeilik
機車	motorfiets
機車	lokomotief
危險	gevaarlike
危險	gevaarlik
危險	gevaar
強大	sterk
強大	powerful
強大	kragtige
技巧	truuks
技巧	vaardigheid
技巧	technique
技巧	tegniek
外國	buitelandse
外國	foreign
帽	cap
帽	hoed
帽	caps
公寓	plat
公寓	woonstel
公寓	woonstelle
一面	kant
聯絡	kontak
漢語	sjinese
漢語	chinees
漢語	sjinees
漢語	chinese
下載	aflaai
下載	afgelaai
下載	aflaaie
獅子	lion
獅子	leeu
獅子	lions
裡面	binne
修道院	klooster
修道院	abdy
修道院	abbey
租借	verhuur
總監	superintendent
地中海	mediterreense
釋放	vrylaat
釋放	vrystelling
戰艦	oorlogskip
登記	registreer
登記	registrasie
黃色	yellow
學士	bachelor
批判	kritieke
批判	krities
批判	kritiese
批判	kritiek
傀儡	puppets
傀儡	puppet
馬力	horsepower
馬力	malik
直徑	deursnee
聖經	bybel
聖經	apokriewe
聖經	biblical
村民	villagers
威爾斯	wallis
拱	arch
現有	bestaande
銀河	galaktiese
銀河	galaxy
銀河	sterrestelsel
寶貝	baba
公會	guild
地質	geological
地質	geologie
實力	sterkte
多倫多	toronto
桓	hwan
初步	voorlopige
獎金	bonus
營業	ope
營業	oopmaak
營業	oop
閱讀	lees
閱讀	gelees
閱讀	lees
檢查	check
檢查	tsjeggië
檢查	kontroleer
增強	verbetering
增強	verhewe
增強	verbeterde
法拉	fara
聲稱	opgeëis
聲稱	geëis
神父	vader
沙漠	woestyn
沙漠	woestyne
橫濱	yokohama
障礙	versperrings
障礙	hindernisse
障礙	hindernis
炸彈	bomb
炸彈	bom
炸彈	bomme
空氣	air
空氣	lug
小孩	kinders
小孩	kinder
小孩	kind
法令	edik
多種	veelvuldige
多種	veelvoud
鰻	eel
保險	versekering
煤	kole
煤	steenkool
一旦	eenmaal
一旦	sodra
一旦	eens
慢	stadig
姐姐	sis
姐姐	suster
單打	singles
子彈	koeël
子彈	bullet
週期	cycles
週期	siklus
彩虹	reënboog
彩虹	reënboë
千瓦	kilowatt
賽車	racing
賽車	resies
模仿	imitation
一代	generasie
一代	generations
論壇	forums
祖先	voorvaders
祖先	voorouer
廣島	hirosjima
複雜	complexity
複雜	komplekse
複雜	kompleks
複雜	complicated
複雜	ingewikkeld
戰略	strategieë
三星	samsung
復興	renaissance
復興	herlewing
復興	revival
個性	persoonlikheid
包圍	omsingel
包圍	surround
教室	klaskamer
平行	parallel
平行	parallelle
平行	parallelism
自主	outonome
金星	venus
歌詞	lirieke
拯救	verlossing
拯救	redding
拯救	red
型態	tipe
型態	tik
病人	geduldig
病人	patient
消防	brand
消防	vuur
優惠	bied
優惠	aanbod
優惠	afslag
優惠	aanbiedinge
優惠	offers
優惠	aanbiedings
公頃	hektaar
公頃	hektaar
搖滾	rock
修訂	hersiening
勞工	arbeid
勞工	labour
勞工	arbeid
前面	voorkant
前面	voor
前面	front
囊	kapsule
寺院	klooster
執政	beslissing
執政	regerende
織田	oda
專題	onderwerp
專題	onderwerpe
專題	tema
刊登	publiseer
未知	onbekend
氣候	klimaat
頻率	frekwensies
頻率	frekwensie
偵探	speurder
里昂	lyon
里昂	lyons
提醒	waarskuwings
提醒	waarskuwing
提醒	herinner
友好	vriendelik
片段	fragment
片段	clip
割	cut
泡	borrel
泡	bubble
政治局	politburo
諮詢	pleeg
諮詢	raadpleeg
諮詢	konsulteer
岑	cen
分離	secession
分離	afsonderlike
分離	aparte
品質	kwaliteit
品質	gehalte
可見	sigbare
可見	sigbaar
液	vog
液	vloeistof
詩人	digter
辦法	metode
騰	teng
資產	bate
資產	bates
紀錄片	dokumentêr
紀錄片	documentary
名詞	werkwoord
停車場	parkering
羅伯特	robert
孟加拉	bengaalse
夢想	droom
夢想	drome
覆蓋	toemaak
覆蓋	omslag
覆蓋	omhulsel
覆蓋	oorskryf
寫作	skryf
弦	koord
青海	qinghai
溝通	kommunikasie
溝通	kommunikeer
日記	dagboek
大地	aarde
醇	alkohol
珠海	zhuhai
即時	kits
即時	onmiddellike
世代	generasie
世代	generations
航空母艦	draer
航空母艦	diensverskaffer
四季	seisoene
決議	resolusie
考古	argeologiese
考古	argeologie
姐妹	susters
姐妹	suster
草原	grasveld
草原	grasslands
草原	prairie
草原	steppe
草原	savanna
發音	uitspraak
高地	hoogland
高地	highland
高地	terra
高地	hoogtes
高地	heights
王位	throne
省份	provinsie
試驗	eksperimenteer
試驗	eksperiment
試驗	toets
試驗	eksperimente
試驗	toets
習慣	gewoontes
習慣	gewoonte
資金	fondse
脫	strook
脫	strip
神奈川	kanagawa
忍者	ninja
機制	meganismes
機制	waartoe
禹	woo
尤其	veral
紙	papier
鳳凰	phoenix
五個	vyf
喜愛	gunsteling
洪水	vloed
洪水	vloede
防衛	verdediging
防衛	verdediging
防衛	defence
相當於	ekwivalente
相當於	ekwivalent
巢	nes
輸出	afvoer
首映	premiere
藥	geneeskunde
思考	denke
思考	reflections
思考	refleksie
慶祝	vier
慶祝	vier
慶祝	viering
認證	bekragtiging
認證	sertifisering
生長	vergroting
生長	groeiende
生長	blou
老人	bejaardes
情人	liefhebbers
情人	lover
晴	sunny
晴	sonnige
晴	sonnig
性別	geslag
性別	seks
性別	geslag
性別	sex
雁	goose
雁	gans
雁	geese
夏威夷	hawaii
夏威夷	hawaise
邊界	grense
邊界	grens
普及	bekyk
差距	gap
盒	boks
豬	varke
豬	vark
牆	muur
牆	mure
貨幣	geldeenheid
貨幣	geldeenhede
貨幣	monetêre
鶴	crane
添	tim
微軟	microsoft
企圖	gepoogde
企圖	pogings
企圖	poog
蝴蝶	skoenlapper
蝴蝶	butterflies
蝴蝶	vlinders
台中市	taichung
廢止	herroeping
社團	assosiasies
社團	verenigings
鯨	walvis
優勢	superioriteit
優勢	voordele
優勢	voordeel
優勢	advantage
舌	tong
現實	realiteit
現實	werklikheid
形態	morfologie
真相	waarheid
步行	loop
韓語	korean
韓語	koreaanse
礁	reef
基督徒	christian
基督徒	christene
基督徒	christen
基督徒	christiaan
假設	hipotese
假設	assumption
假設	assumptions
搭配	opskud
搭配	meng
周邊	omtrek
周邊	omliggende
周邊	randapparatuur
周邊	nabye
周邊	nabygeleë
周邊	naby
繁忙	besig
清真寺	masjid
清真寺	moskees
清真寺	moskee
排除	uitgesluit
颶風	orkaan
颶風	hurricane
颶風	hurricanes
塞爾維亞	serwies
塞爾維亞	serwië
錯	verkeerd
錯	verkeerde
仿	imitation
曼谷	bangkok
加利福尼亞	california
加利福尼亞	kalifornië
婦女	vroue
婦女	vrouens
改進	verbeterings
改進	verbetering
正義	geregtigheid
正義	justice
正義	justisie
艇	boats
艇	bote
艇	boot
模擬	nabootsers
模擬	analoog
模擬	simulasie
伊斯蘭	islamitiese
伊斯蘭	islam
貨物	goedere
局部	gedeeltelik
局部	gedeeltelike
局部	lokale
局部	plaaslike
局部	plaaslik
局部	gedeeltelik
木星	jupiter
天才	genie
天才	genius
天才	talent
影響力	impact
影響力	impak
影響力	invloed
影響力	beïnvloed
婷	ting
海峽	strait
海峽	straits
海峽	kanaal
保育	bewaring
爪	definitief
爪	paw
筆	potlood
筆	pen
筆	krale
筆	pens
孔子	confucius
音樂會	konsert
音樂會	konserte
推進	propulsion
國籍	nasionaliteit
鵬	peng
轟炸機	bomber
要塞	fortress
要塞	fort
平定	bevrediging
黎明	dawn
巴勒斯坦	palestina
跨越	crossing
刺激	stimulus
租	huur
勇士	warriors
勇士	warrior
勇士	vegter
因子	factor
因子	faktor
姐	sis
儲存	berging
卡通	tekenprent
卡通	cartoon
成年	volwassene
職位	standpunte
職位	posisies
繁殖	breeding
繁殖	voortplanting
事後	agterna
實驗室	laboratorium
實驗室	laboratoriums
實驗室	laboratorium
實驗室	lab
敘述	narratief
敘述	beskrywende
水晶	kristal
水晶	crystal
水晶	kristalle
跟隨	volg
秘魯	peru
反射	refleksie
反射	reflections
那個	dat
那個	wat
那個	dai
血液	bloed
後方	agterste
日常	alledaagse
主人	meester
審查	resensies
審查	resensie
審查	hersiening
審查	oorsig
審查	hersien
除非	tensy
除非	unless
福音	evangelie
最快	vinnigste
馬德里	madrid
可能性	moontlikhede
可能性	waarskynlikheid
可能性	moontlikheid
較高	hoër
標示	markus
標示	merk
標示	mark
經濟學	ekonomie
草地	grasveld
草地	lawn
草地	grasperk
草地	gras
草地	meadow
中午	noon
減	verminder
談判	onderhandeling
談判	onderhandel
談判	onderhandelings
談判	waartoe
談判	onderhandelinge
流通	sirkulasie
流通	vloei
流通	flow
費用	fee
費用	fooi
費用	koste
費用	kos
費用	gelde
購物	winkel
購物	inkopies
購物	shopping
重慶	chongqing
天氣	weer
加里	gary
最少	minimum
撤銷	herroep
撤銷	herroep
外觀	fasade
外觀	voorkoms
氣體	gas
氣體	gasse
喇嘛	lama
盟軍	allied
盟軍	allies
灰色	grys
灰色	grys
灰色	grey
累積	opgehoopte
秩序	orde
秩序	bestel
秩序	volgorde
秩序	bestelling
秩序	rangskik
蘇丹	soedan
侵略	inval
鋼琴	klavier
監獄	tronke
監獄	tronk
監獄	tronk
監獄	gevangenis
區間	interval
邊境	grense
邊境	grens
邊境	frontier
獵	hunt
獵	jag
遺產	erfenis
遺產	heritage
遺產	legacy
俄國	rusland
獨特	unieke
獨特	uniek
電氣	elektriese
電氣	elektriese
眉	wenkbrou
眉	gedraai
股權	equity
為什麼	hoekom
為什麼	waarom
評估	beoordeling
記憶體	ram
記憶體	geheue
記憶體	herinnering
擴展	uitgebreide
擴展	verbreed
擴展	verleng
擴展	uitbrei
擴展	uitbrei
飯店	hotel
飯店	restaurante
飯店	restourant
飯店	restaurant
建國	stigting
解放軍	sla
較大	groter
泰山	tarzan
每月	maandelikse
每月	maandeliks
更換	oordra
更換	spasie
更換	plaasvervanger
快樂	vreugde
快樂	gelukkig
守護	guardian
守護	voog
法語	frans
法語	franse
玩具	speelding
玩具	toy
玩具	speelgoed
增長	growth
增長	groei
粉絲	fans
粉絲	bewonderaars
粉絲	aanhangers
粉絲	waaier
粉絲	aanhanger
粉絲	bewonderaar
消除	eliminasie
消除	elimineer
畫家	skilders
消滅	verwoes
消滅	vernietig
形狀	vorms
形狀	vorm
兵器	wapens
兵器	bewapen
兵器	wapen
配偶	gade
配偶	eggenoot
報紙	koerant
硫	swael
硫	swawel
硫	swael
強化	verhewe
強化	verbeterde
地產	eiendom
天堂	hemel
天堂	heaven
天堂	paradise
代表性	verteenwoordiging
關鍵	sleutel
關鍵	key
人力	mannekrag
約克	york
設計師	designers
設計師	ontwerper
框架	rame
框架	raam
槍管	vat
抑制	curb
室內	indoor
互動	wisselwerking
互動	interaksies
互動	betrokkenheid
互動	interaksie
互動	interaktiewe
突擊	assault
西蒙	simon
中等	medium
中等	gematig
中等	matig
武士	samurai
淡	pale
淡	verdof
淡	opskrif
國旗	vlaggie
國旗	vlag
國旗	rapporteer
保加利亞	bulgaria
酯	ester
判決	oordeel
判決	vonnis
羅馬尼亞	roemenië
入境	ingooi
入境	inskrywing
案例	kas
案例	geval
案例	gevalle
提示	wenke
提示	leidrade
提示	wenk
提示	leidraad
周圍	rond
職員	klerk
職員	clerk
服裝	klere
服裝	klerasie
服裝	klere
服裝	kleredrag
服裝	kostuum
服裝	kostuums
雷達	radar
排球	volleyball
狙擊	sniper
滅絕	uitgestorwe
滅絕	uitwissing
納粹	nazi
納粹	nazis
勞動	arbeid
勞動	labour
勞動	arbeid
溫泉	spa
航行	sail
航行	navigasie
航行	sailing
流亡	exile
吹	blow
傾向	inclination
修復	herstelwerk
修復	regmaak
修復	restourasie
癌	kreef
癌	kanker
瓶	bottel
領地	gebied
飲食	kookkuns
飲食	eet
飲食	diet
社會主義	sosialistiese
社會主義	sosialisme
輻射	straling
驚	shock
驚	skok
驚	verras
驚	verbaas
女友	vriendin
奶	melk
壓	druk
壓	swig
季節	seisoenale
季節	seisoen
季節	seisoene
生態	ekologie
資深	senior
雞	hoender
直升機	helikopter
夥伴	vennoot
夥伴	maat
夥伴	lewensmaat
夥伴	metgesel
夥伴	vennote
床	beddens
床	bed
信任	trust
信任	vertrou
信任	vertroude
信任	vertrou
信任	vertroud
袋	sak
袋	tasse
袋	sakke
踢	skop
重力	swaartekrag
重力	gravitasie
判斷	oordeel
判斷	vonnis
驅逐艦	destroyers
驅逐艦	torpedojaer
散文	prosa
秘書	sekretaris
秘書	sekretaresse
棕	bruin
藥物	medisyne
藥物	drugs
藥物	dwelms
藥物	geneeskunde
藥物	medikasie
藥物	dwelm
藥物	drug
複製	duplikaat
複製	dupliseer
複製	kopieer
複製	bokant
複製	kopiereg
複製	voortplanting
捐	skenking
捐	skenk
江蘇	jiangsu
指揮官	commander
院校	kolleges
交付	aflewering
交付	aflewer
交付	lewering
交付	aflewerings
傷害	leed
傷害	harm
死者	slagoffer
死者	victim
古蹟	monumente
有利	gunstig
類別	klasse
類別	klas
類別	kategorië
類別	kategorieë
復活	resurrection
邊緣	rand
邊緣	kant
邊緣	edge
邊緣	borderline
邊緣	rande
邊緣	fringe
酷	koel
酷	afkoel
酷	cool
視覺	visuele
視覺	visie
精英	elite
虛構	fiktiewe
虛構	fiksie
假期	vakansies
假期	vakansie
假期	vakansie
假期	vakansiedae
假期	vakansies
軍人	soldier
軍人	soldate
言論	retoriek
樊	waaier
樊	aanhanger
樊	bewonderaar
採訪	interview
採訪	interviews
加藤	kato
陰	jin
結局	eindig
旋轉	rotasie
額外	ekstra
平日	weeksdag
平日	naweke
美食	kookkuns
札幌	sapporo
軍官	beampte
近期	onlangs
近期	onlangse
物理學	fisika
具體	spesifiek
具體	spesifieke
具體	beton
黎巴嫩	lebanese
黎巴嫩	libanon
領導人	leier
領導人	leiers
比率	ratio
比率	verhouding
作業	huiswerk
武力	force
武力	forseer
武力	krag
武力	dwing
醫師	dokter
醫師	doctor
三重	drievoudige
三重	triple
器官	organe
器官	orrel
山谷	valley
山谷	vallei
創意	creativity
創意	kreatiwiteit
創意	kreatief
牛津	oxford
當代	kontemporêre
協定	ooreenkoms
協定	ooreenkomste
客機	passasiersvliegtuig
行人	voetgangers
規格	spesifikasies
規格	spesifikasie
規格	spesifikasie
規格	spec
波士頓	boston
雕	eagle
雕	arend
雕	hawk
地獄	hell
混淆	verwarring
混淆	confused
混淆	verward
混淆	verwarrend
參數	parameter
參數	argumente
藏族	tibettaanse
火力	firepower
共用	gedeel
共用	deel
插曲	episode
樂器	instruments
樂器	instrumente
樂器	instrument
清理	skoonmaak
來賓	gas
來賓	gaste
耶路撒冷	jerusalem
雕塑	sculpture
雕塑	beeldhouwerk
雕塑	standbeeld
藝術家	kunstenaars
藝術家	kunstenaar
廣西	guangxi
命運	destiny
命運	lot
命運	fate
料理	kookkuns
房子	house
房子	huis
房子	huise
崇拜	cult
崇拜	aanbidding
崇拜	worship
積分	uraan
積分	punte
擔心	bekommerde
擔心	bekommerd
例外	uitsonderings
例外	uitsondering
布拉格	prague
布拉格	praag
指南	gidse
明珠	pearl
螺旋	helix
螺旋	spiral
珊瑚	corals
珊瑚	gespikkelde
遼	liao
財務	finansiële
財務	finansieel
財務	finansieel
財務	finansies
預測	voorspellings
預測	voorspelling
預測	voorspel
預測	voorspelling
期望	verwagting
期望	expectations
呼籲	appèl
呼籲	appelleer
公平	equity
公平	redelik
電池	battery
電池	batterye
窄	smal
失蹤	verdwyning
失蹤	ontbreek
失蹤	vermis
失蹤	afwesig
獵人	hunters
獵人	hunter
獵人	jagter
葡萄	vitis
葡萄	druiwe
葡萄	druiwe
老闆	baas
介入	ingryp
皇室	koninklike
皇室	royal
零售	retail
富豪	regal
富豪	volvo
靈魂	siel
靈魂	souls
殼	tolk
殼	dop
工程師	engineers
工程師	engineer
工程師	ingenieur
祖母	ouma
春天	lente
用法	gebruik
吋	duim
神戶	kobe
省級	provinsiale
手術	chirurgie
手術	operasie
手術	bewerking
穿著	geklee
司徒	stuart
癌症	kreef
癌症	kanker
練習	practice
練習	praktyk
練習	oefen
機體	organisme
分散	verstrooide
奇怪	vreemd
氮	stikstof
同性戀	homoseksualiteit
同性戀	homoseksuele
同性戀	gay
抱	drukkie
圖書	boeke
圖書	bespreek
圖書	boek
情感	emosie
情感	emosioneel
情感	emosies
鴨	ducks
鴨	eend
鴨	duck
妖	demoon
妖	demon
桂林	guilin
臉	gesigte
臉	gesiggie
臉	gesig
開啟	ope
開啟	oopmaak
開啟	oop
效應	effek
效應	effekte
交叉	kruis
交叉	crossover
分數	breuke
分數	tellings
分數	fraksie
分數	breuk
遊客	besoekers
遊客	toeriste
遊客	tourists
遊客	toeriste
分行	takke
分行	tak
騎兵	kavallerie
強制	verpligtend
女生	meisie
女生	girl
女生	meisies
女生	mishandel
蒸汽	steam
鍵	sleutels
鍵	sleutel
鍵	key
鍵	bind
可汗	khan
氯	chloor
干涉	ingryp
干涉	steuring
干涉	inmenging
干涉	intervensie
干涉	broodnodige
經理	bestuurder
雅各	jakob
雅各	jacob
小提琴	viool
小提琴	peuter
射手	skiet
射手	skut
假日	vakansie
假日	vakansiedae
假日	vakansies
到期	verval
到期	weens
到期	mauritius
到期	verstryk
到期	vervaldatum
敵	vyand
物業	eiendom
預算	begroting
預算	begrotings
釜山	busan
閃	flits
閃	flash
雕像	standbeelde
雕像	standbeeld
敘利亞	sirië
收回	ontrek
短期	kort
短期	kortliks
短期	sorteer
首頁	tuis
首頁	huistoe
首頁	tuisblad
首頁	huis
西貢	saigon
引力	swaartekrag
引力	gravitasie
德文	duits
霧	mis
霧	mist
霧	mis
霧	fog
市鎮	communes
編碼	enkodeer
編碼	kode
編碼	coding
編碼	enkodeer
啤酒	bier
星期五	fri
星期五	di
星期五	vrydag
上訴	appèl
上訴	appelleer
老虎	tier
老虎	tiger
老虎	tigers
敏感	sensitief
敏感	sensibility
向前	vorentoe
時裝	fashion
時裝	mode
時裝	modes
富有	ryk
火炮	artillery
每周	daagliks
每周	weekliks
每周	weeklikse
任何人	enigiemand
簡體	vereenvoudigde
簡體	vereenvoudig
魔女	heks
魔女	hekse
擴張	uitbrei
斷	gebreekte
斷	stukkend
斷	gebroke
斷	gebreek
腦	brain
腦	brein
進步	vordering
進步	progressiewe
德語	duits
強度	sterkte
白金	platinum
資料庫	databasisse
資料庫	databasis
資料庫	databasis
金額	amounts
金額	bedrag
表格	vorms
表格	vorms
創新	innoverend
創新	innoverende
創新	innovasies
創新	innovasie
辦事處	kantoor
佛山	foshan
叉	vurk
海灣	baai
海灣	bay
希爾	heuwel
希爾	hill
農民	boere
農民	farmer
農民	boere
赤道	ewenaar
赤道	ekwatoriaal
回憶	herinneringe
回憶	geheue
回憶	herinnering
有趣	interessant
雕刻	sculpture
雕刻	beeldhouwerk
除外	behalwe
除外	except
除外	uitgesonderd
金色	goue
金色	golden
金色	goud
理性	rede
理性	rasionale
外表	voorkoms
承諾	belowe
承諾	verbintenis
承諾	commitment
承諾	verbintenisse
吉田	yoshida
稅	belasting
稅	belastings
童年	childhood
百科全書	ensiklopedie
百科全書	encyclopedia
百科全書	encyclopaedia
橘	orange
橘	gewysig
橘	lemoen
橘	oranje
建築師	argitek
建築師	architect
建築師	argitekte
總是	skuilname
總是	altyd
彩色	deursigtigheid
彩色	gekleurde
工會	union
工會	unie
工會	unions
蜘蛛	spinnekop
離婚	egskeidings
離婚	egskeiding
離婚	geskei
享受	enjoy
享受	genot
享受	geniet
鑽石	diamond
鑽石	diamant
鑽石	ruite
鑽石	diamonds
週五	fri
週五	di
週五	vrydag
週五	vrydae
三菱	mitsubishi
肌	spier
美女	mooi
美女	skoonheid
助手	assistent
助手	aide
溫哥華	vancouver
窩	nes
地帶	strook
地帶	strip
混亂	verwarring
混亂	chaos
裸	naked
裸	naak
裸	bare
校區	kampus
校區	campus
馬丁	martinus
馬丁	martin
衝擊	impact
衝擊	impak
衝擊	shock
衝擊	skok
廠商	verkoper
廠商	vervaardiger
光學	optiese
篤	tuk
卵	eiers
氟	fluoor
出租	taxi
欄	kolomme
意志	testamente
軍方	militêre
真理	waarhede
真理	waarheid
過度	buitensporig
街頭	straat
伺服器	bedieners
伺服器	bediener
清晰	duidelikheid
背面	sterte
醫藥	geneeskunde
醫藥	medikasie
推理	redenasie
變更	verander
變更	wysig
變更	verander
變更	variasie
變更	veranderings
變更	verander
變更	wysig
新手	beginner
新手	nuweling
燒	skryf
燒	skryfwerk
膠	glue
膠	kougom
膠	gum
膠	gel
猶太人	joodse
猶太人	joods
猶太人	jode
分歧	verskille
怪物	monster
書寫	geskryf
色情	pornografie
色情	porn
曝光	blootgestel
曝光	kaak
曝光	blootstelling
