புரி	puri
தலைகள்	kopf
கண்காணிப்பாளர்	wächter
அஹ்மத்	ahmed
அஹ்மத்	ahmad
அஹ்மத்	ahmed
அஹ்மத்	ahmad
அரிசோனா	arizona
ஜூல்	joule
கூட்டத்தை	menschenmenge
கூட்டத்தை	publikum
கூட்டத்தை	menge
கறி	hammel
கறி	curry
ஈராக்கிய	irak
ஈராக்கிய	iraker
ஈராக்கிய	irakischen
ஈராக்கிய	irakische
ஈராக்கிய	irakischer
ஜெஃப்	jeff
வர்ஜீனியா	virginia
மந்திரங்கள்	gesänge
மந்திரங்கள்	mantras
படேல்	patel
சுழி	zero
சுழி	null
உணர்ச்சிகள்	reaktion
உணர்ச்சிகள்	reaktionen
போர்டு	verwaltungsrat
போர்டு	vorstand
போர்டு	board
போர்டு	verpflegung
போர்டு	aufsichtsrat
இருப்பை	vorhandensein
இருப்பை	anwesenheit
இருப்பை	präsenz
இருப்பை	gegenwart
மாடலிங்	modellieren
மாடலிங்	modellierung
சல்மான்	salman
பித்தளை	messing
ஹைதர்	haider
பிடிப்பு	erfassung
பிடிப்பு	einfangen
பிடிப்பு	abscheidung
பிடிப்பு	erfassen
நகைகள்	juwelen
நகைகள்	schmuck
நகைகள்	edelsteine
நகைகள்	schmuck
நகைகள்	schmuckstück
நகைகள்	schmuck
பெப்	schwung
பெப்	pep
டச்	touch
டச்	berührung
டச்	anfassen
டச்	berühren
டச்	holländisch
டச்	niederländisch
டச்	niederländischen
டச்	niederländer
டச்	holländer
பெரும	galaktischen
நெல்லி	nelly
வளைத்து	biegen
வளைத்து	beugen
வளைத்து	bend
கோரிக்கைகள்	anträge
கோரிக்கைகள்	anfragen
கோரிக்கைகள்	ersuchen
இடி	donner
இடி	gewitter
இடி	donnerwetter
இடி	thunder
மிசிசிப்பி	mississippi
தியாகி	märtyrer
யாரையும்	jemand
யாரையும்	irgendwer
யாரையும்	jedermann
யாரையும்	irgendjemand
யாரையும்	jeder
யாரையும்	jmd
ஆல்கஹால்	alkoholische
ஆல்கஹால்	alkoholgehalt
ஆல்கஹால்	alkohole
ஆல்கஹால்	alkohol
ரன்கள்	rennt
ரன்கள்	läuft
ரன்கள்	runs
வேட்டையாடும்	räuberischen
ரொட்டி	brot
ரொட்டி	brötchen
கும்பல்	syndikat
கும்பல்	gang
கும்பல்	banden
கும்பல்	bande
கொசு	mücken
கொசு	mücke
பெரியவர்கள்	erwachsener
பெரியவர்கள்	erwachsene
பெரியவர்கள்	erwachsenen
புளோரின்	fluor
டியான்	dion
மிலன்	milan
மிலன்	mailand
திருப்பம்	twist
திருப்பம்	drehung
திருப்பம்	verdrehen
திருப்பம்	drehen
திருப்பம்	wendung
உருளைக்கிழங்கு	kartoffeln
உருளைக்கிழங்கு	kartoffel
உருளைக்கிழங்கு	kartoffeln
உருளைக்கிழங்கு	kartoffel
தெரிந்தது	bekannter
தெரிந்தது	bekannt
தெரிந்தது	bekannte
தெரிந்தது	bekannten
விழுந்தது	gefallen
விழுந்தது	fell
விழுந்தது	fiel
விழுந்தது	gestürzt
விழுந்தது	fielen
சொர்க்கம்	himmel
சொர்க்கம்	heaven
சொர்க்கம்	himmlisch
சொர்க்கம்	paradies
சொர்க்கம்	paradise
வேடிக்கை	spass
வேடிக்கை	spaß
வேடிக்கை	lustig
வேடிக்கை	lustiges
வேடிக்கை	lustige
வேடிக்கை	witzig
வேடிக்கை	komisch
வேடிக்கை	lustig
ஜோத்பூர்	jodhpur
எதிர்பார்த்த	erwartete
எதிர்பார்த்த	voraussichtlich
எதிர்பார்த்த	erwartet
எதிர்பார்த்த	erwarteten
வடிகட்டி	filter
வடிகட்டி	filtern
வடிகட்டி	filterung
நுட்பங்களை	techniken
சூத்திரங்கள்	formeln
புனல்	trichter
துவங்குகிறது	startet
துவங்குகிறது	fängt
துவங்குகிறது	beginnt
துவங்குகிறது	starten
துவங்குகிறது	ab
துவங்குகிறது	angefangen
தீவிரவாதி	terroristen
தீவிரவாதி	terroristische
தீவிரவாதி	terrorist
தீவிரவாதி	terrorismus
தீவிரவாதி	terroristischen
பிளாக்பெர்ரி	blackberry
ஆதரிக்கிறது	unterstützt
ஆதரிக்கிறது	stützen
தந்தைக்கு	vater
தந்தைக்கு	vaters
மதியம்	mittag
மதியம்	noon
மதியம்	mittags
மதியம்	nachmittags
மதியம்	nachmittag
இம்மானுவேல்	immanuel
இம்மானுவேல்	emmanuel
இம்மானுவேல்	emanuel
தஞ்சோங்	tanjung
லோபஸ்	lópez
லோபஸ்	lópez
லோபஸ்	lopez
ஹாலே	halle
பழங்குடியின	aborigines
பழங்குடியின	ureinwohner
வலைப்பூ	blog
வலைப்பூ	blogs
பெங்காலி	bengalisch
அத்தி	feigen
காற்றியக்கவியல்	aerodynamik
படகில்	fähren
படகில்	fähre
படகில்	fährhafen
சுரங்கங்கள்	tunnel
சுரங்கங்கள்	tunneln
சுரங்கங்கள்	tunnels
போற்றப்படுகிறது	bewundert
போற்றப்படுகிறது	liebte
போற்றப்படுகிறது	verehrt
உற்று	aufmerksam
அழுத்தி	kompressor
அழுத்தி	kompressoren
பழுது	reparaturen
பழுது	instandsetzung
பழுது	reparaturarbeiten
பழுது	reparatur
பழுது	reparaturen
பழுது	instandsetzung
பழுது	reparieren
பழுது	reparatur
மௌலானா	maulana
அறுகோண	sechseckigen
ஊஞ்சல்	schaukel
ஊஞ்சல்	schaukeln
ஊஞ்சல்	schwing
ஊஞ்சல்	schwingen
ஊஞ்சல்	swing
பைபிள்	bibel
அடியார்கள்	bedienstete
அடியார்கள்	diener
அடியார்கள்	bediensteten
ஹம்	hum
ஹம்	summen
தோற்றங்கள்	abbildungen
தோற்றங்கள்	bildmaterial
தோற்றங்கள்	bilder
தோற்றங்கள்	bildern
புன்னகை	smile
புன்னகை	lächeln
புன்னகை	lächelt
புன்னகை	lächelnd
புன்னகை	lächelt
புன்னகை	lächeln
சைரஸ்	cyrus
கால்களை	beine
கால்களை	beinen
பரிமாணம்	abmessungen
பரிமாணம்	abmessung
பரிமாணம்	dimension
பரிமாணம்	dimensionen
இவான்	ivan
இவான்	iwan
இவான்	evan
அரபிக்	arabischen
அரபிக்	arabien
அரபிக்	arabisch
அரபிக்	arabische
அரபிக்	araber
லில்லி	lilli
லில்லி	lilly
லில்லி	lily
வார்த்தைகளை	worte
வார்த்தைகளை	wörter
வார்த்தைகளை	worten
முன்பதிவு	buchung
முன்பதிவு	buchungen
முன்பதிவு	buchen
முன்பதிவு	reservierung
முன்பதிவு	naturschutzgebiet
முன்பதிவு	reservieren
முன்பதிவு	reserve
குறிப்பிடவில்லை	spezifiziert
குறிப்பிடவில்லை	angegeben
குறிப்பிடவில்லை	angegebenen
குறிப்பிடவில்லை	spezifizierte
குறிப்பிடவில்லை	angegebene
எடையை	gewichtung
எடையை	gewicht
எடையை	gesamtgewicht
பராமரிக்க	beibehalten
பராமரிக்க	aufrechterhalten
பராமரிக்க	pflegen
கியூரி	curie
கட்டமைக்கப்பட்ட	strukturierte
கட்டமைக்கப்பட்ட	strukturiert
கட்டமைக்கப்பட்ட	strukturierten
கட்டமைக்கப்பட்ட	strukturieren
கட்டமைக்கப்பட்ட	aufgebaut
பிரெட்	brett
பிரெட்	fred
பாரா	bara
பாரா	ziffer
பாரா	para
திறந்தவெளி	messegelände
அவளின்	ihr
அவளின்	ihre
சுறா	hai
சுறா	haie
செமிடிக்	semitische
கொம்புகள்	hörner
அகராதிகள்	wörterbuch
அகராதிகள்	wörterbücher
அணிய	verschleiß
அணிய	tragen
ராஞ்சி	ranchi
உருகுவே	uruguay
சோப்ரா	chopra
நிபந்தனை	bedingung
நிபந்தனை	voraussetzung
நிபந்தனை	zustand
நிபந்தனை	kondition
அச்சுப்பொறிகள்	druckereien
அச்சுப்பொறிகள்	druckmaschinen
அச்சுப்பொறிகள்	druckerei
அச்சுப்பொறிகள்	drucker
பின்னம்	bruchteil
பின்னம்	fraktion
பின்னம்	anteil
மீட்டரில்	challenger
மீட்டரில்	herausforderer
போராடினார்	gekämpft
போராடினார்	kämpften
போராடினார்	kämpfte
டேல்	dale
எஸ்டேட்	estate
எஸ்டேட்	anwesen
எஸ்டேட்	landgut
ஓடை	stream
எந்திர	bearbeitung
எந்திர	bearbeitungen
எந்திர	metallbearbeitung
ஊற்று	springbrunnen
ஊற்று	brunnen
விளையாடுபவர்	player
விளையாடுபவர்	spieler
விளையாடுபவர்	akteure
விளையாடுபவர்	spieler
விளையாடுபவர்	spielern
விமானத்தை	flugzeug
விமானத்தை	flug
வெங்காயம்	zwiebeln
வெங்காயம்	zwiebel
வெங்காயம்	zwiebeln
வெங்காயம்	zwiebel
விசைகள்	keys
விசைகள்	schlüssel
விசைகள்	schlüsseln
விசைகள்	tasten
விசைகள்	auslöser
விசைகள்	trigger
விசைகள்	zünder
விசைகள்	abzug
விசைகள்	auslösung
விசைகள்	auslösen
விளையாடுகிறார்	abspielen
விளையாடுகிறார்	spielen
பலரை	auserwählt
பலரை	wählte
அழிப்பு	säuberung
அழிப்பு	reinigung
நுண்ணுயிரியல்	mikrobiologie
மஞ்சு	manchu
அன்றாடம்	täglich
அன்றாடம்	tägliche
அன்றாடம்	tägliches
அன்றாடம்	daily
சக்கரங்கள்	rädern
சக்கரங்கள்	felgen
சக்கரங்கள்	räder
நிவாரணம்	erleichterung
நிவாரணம்	entlastung
நிவாரணம்	soforthilfe
நிவாரணம்	relief
நாடா	band
நாடா	tape
நாடா	klebeband
நாடா	kassette
பூச்சு	gips
பூச்சு	putze
பூச்சு	mörtel
பூச்சு	pflaster
பூச்சு	putz
முகாமில்	zelten
முகாமில்	campingplatz
முகாமில்	campingplätze
குறைந்துள்ளது	verringerung
குறைந்துள்ளது	abnahme
குறைந்துள்ளது	verringern
குறைந்துள்ளது	rückgang
குறைந்துள்ளது	reduzierung
மாலிப்டினம்	molybdän
தீர்ப்பை	urteilsvermögen
தீர்ப்பை	urteil
தீர்ப்பை	beurteilung
வைத்திருந்தது	behielt
வைத்திருந்தது	gehalten
காயத்ரி	gayatri
தோ	tho
தோ	toa
முகவரியை	anschrift
முகவரியை	adresse
முகவரியை	ansprache
முகவரியை	adressen
வோல்ட்	volt
பைன்	kiefern
பைன்	kiefer
பைன்	pine
வாரன்	warren
ராஜபக்ச	rajapaksa
நிறுவுதல்	einbau
நிறுவுதல்	installation
நிறுவுதல்	installieren
நிறுவுதல்	anlage
டவர்	fernsehturm
டவர்	türme
டவர்	turm
டவர்	tower
டவர்	hochhaus
பிராக்	brac
தனியுரிமை	privatsphäre
தனியுரிமை	privatleben
தனியுரிமை	datenschutz
அணிவகுப்பு	umzug
அணிவகுப்பு	parade
ஆன்டர்சன்	anderson
கேமரா	digitalkamera
கேமரா	kamera
கேமரா	kameras
கேமரா	videokamera
குவாலியர்	gwalior
இறுதியான	endgültig
இறுதியான	finale
இறுதியான	endgültige
இறுதியான	endgültigen
இறுதியான	letzte
இறுதியான	ultimative
இறுதியான	ultimate
இறுதியான	ultimativen
போக்குகள்	trends
போக்குகள்	tendenzen
போக்குகள்	entwicklungen
உணரப்பட்டது	realisiert
உணரப்பட்டது	realisierte
உணரப்பட்டது	verwirklicht
சாலமன்	salomon
சாலமன்	solomon
சாலமன்	salomo
சாலமன்	sulaiman
சாலமன்	salomonen
மட்டை	fledermaus
மட்டை	bat
மட்டை	fledermäuse
மட்டை	schläger
மட்டை	bvt
வெளியேற்றி	abwerfen
வெளியேற்றி	auswerfen
கார்ட்டூன்	cartoons
கார்ட்டூன்	comic
கார்ட்டூன்	cartoon
கார்ட்டூன்	karikaturen
கார்ட்டூன்	karikatur
சிந்தனையாளர்	denker
சிகரெட்	zigaretten
சிகரெட்	zigarette
சிகரெட்	zigaretten
சிகரெட்	zigarette
காரம்	scharf
காரம்	scharfer
காரம்	scharfe
வேன்	van
மூத்தவர்	senior
மூத்தவர்	senioren
வெண்ணெய்	butter
முயற்சிக்கும்	versucht
மரியாள்	magdalena
சிங்கர்	sängerin
சிங்கர்	singer
சிங்கர்	sänger
இடையிலுள்ள	echtheit
இடையிலுள்ள	authentizität
மனோ	mano
நிழல்கள்	schatten
கலவரங்கள்	unruhen
கலவரங்கள்	ausschreitungen
கலவரங்கள்	aufruhr
கலவரங்கள்	aufstände
கலவரங்கள்	aufstand
ஆர்சனல்	arsenal
வின்ஸ்டன்	winston
குடிசை	hut
குடிசை	baracke
குடிசை	hütte
புதுப்பிக்கப்பட்டது	aktualisierung
புதுப்பிக்கப்பட்டது	aktualisiert
புதுப்பிக்கப்பட்டது	aktualisierte
அனிமேஷன்	lebhaft
அனிமேஷன்	animierte
அனிமேஷன்	animationen
அனிமேஷன்	animiert
அனிமேஷன்	anime
தேரை	kröte
மகேஷ்	mahesh
மூவி	kino
மூவி	spielfilm
மூவி	kinofilm
மூவி	film
கொள்வனவு	einkaufen
கொள்வனவு	shoppen
கொள்வனவு	einkauf
கொள்வனவு	einkäufe
பேரிடர்	katastrophen
பேரிடர்	desaster
பேரிடர்	katastrophenhilfe
பேரிடர்	katastrophe
பேரிடர்	unglück
எறும்புகள்	ameisen
தட்டி	tap
தட்டி	tippen
தட்டி	tippe
உபயோகம்	verwendung
உபயோகம்	gebrauch
உபயோகம்	nutzung
உபயோகம்	einsatz
உபயோகம்	benutzung
உபயோகம்	nutzen
உபயோகம்	nützlichkeit
உபயோகம்	werkzeug
உபயோகம்	hilfsprogramm
மெழுகு	wachs
மெழுகு	wachse
சிந்தி	sindhi
வெளிப்புறம்	außenbereich
வெளிப்புறம்	äußere
வெளிப்புறம்	außen
வெளிப்புறம்	aussen
ஹாக்	falken
ஹாக்	hawk
ஹாக்	falke
ஹாக்	hawke
காய்ந்த	dry
காய்ந்த	trocknen
காய்ந்த	trockenes
காய்ந்த	trocken
காய்ந்த	trockene
கீற்று	streak
பயங்கரவாத	terror
பயங்கரவாத	schrecken
செயற்பட	funktional
செயற்பட	funktionelle
செயற்பட	funktionsfähig
செயற்பட	funktionell
செயற்பட	funktionalen
செயற்பட	funktionstüchtig
சொத்துரிமை	eigentumsrecht
சொத்துரிமை	eigenverantwortung
சொத்துரிமை	eigentümer
சொத்துரிமை	eigentum
சொத்துரிமை	eigentumsverhältnisse
ஹான்ஸ்	hans
பட்டர்	butter
ராணா	rana
அனுபவத்தை	erleben
அனுபவத்தை	erlebnisse
அனுபவத்தை	erlebnis
அனுபவத்தை	erfahrung
அனுபவத்தை	erfahrungen
ஆசான்	mentoren
ஆசான்	mentor
பாராட்டும்	anerkennung
பாராட்டும்	würdigung
பாராட்டும்	wertschätzung
பாராட்டும்	aufwertung
பாராட்டும்	dankbarkeit
குறைந்தளவு	konservativ
குறைந்தளவு	konservativen
குறைந்தளவு	conservative
குறைந்தளவு	konservativer
குறைந்தளவு	konservative
ரொனால்டோ	ronaldo
செய்தாலும்	egal
சக்திவாய்ந்த	mächtig
சக்திவாய்ந்த	kraftvoll
சக்திவாய்ந்த	mächtigen
சக்திவாய்ந்த	starke
சக்திவாய்ந்த	leistungsfähige
சக்திவாய்ந்த	mächtige
திங்கட்கிழமை	montag
திங்கட்கிழமை	montags
தனிநபர்கள்	einzelpersonen
தனிநபர்கள்	privatpersonen
தனிநபர்கள்	individuen
தனிநபர்கள்	personen
ஆண்குறி	penis
டெர்ரி	jutta
டெர்ரி	terry
படைத்தவர்	schöpfer
படைத்தவர்	urheber
மண்டேலா	mandela
ஹூ	hoo
கொள்கலன்	inhalt
கொள்கலன்	inhalten
கொள்கலன்	inhalte
கொள்கலன்	gehalt
கொள்கலன்	behälter
கொள்கலன்	container
கொள்கலன்	behältnis
இப்ராகிம்	ibrahim
அடிப்படைகள்	grundlagen
அடிப்படைகள்	grundlegende
அடிப்படைகள்	grundlegendes
கூந்தல்	haar
கூந்தல்	haarfarbe
கூந்தல்	haare
கூந்தல்	frisur
மறையும்	ausblenden
மறையும்	versteckt
மறையும்	verbergen
மறையும்	verstecken
மறையும்	versteck
அருமை	phantastische
அருமை	fantastische
அருமை	phantastisch
அருமை	fantastisch
அருமை	hervorragende
அருமை	ausgezeichnete
அருமை	hervorragend
அருமை	hübsche
அருமை	nizza
அருமை	schöner
அருமை	schöne
அருமை	schön
இயங்கியல்	operationellen
இயங்கியல்	operationelle
இயங்கியல்	operative
இயங்கியல்	betriebsbereit
மகனே	sohn
தலையீடு	eingriffe
தலையீடு	interventionen
தலையீடு	intervention
கரிய	dunkler
குழப்பங்கள்	konflikten
குழப்பங்கள்	auseinandersetzungen
குழப்பங்கள்	konflikt
குழப்பங்கள்	konflikte
குழப்பங்கள்	konflikten
குழப்பங்கள்	konflikte
குழப்பங்கள்	konflikt
விருப்பப்படி	gewohnheit
விருப்பப்படி	benutzerdefinierte
விருப்பப்படி	brauch
விருப்பப்படி	custom
ஊடுருவும்	drangen
ஊடுருவும்	eingedrungen
உள்ளடக்கங்கள்	inhalt
உள்ளடக்கங்கள்	inhaltsverzeichnis
உள்ளடக்கங்கள்	inhalte
இரக்கம்	erbarmen
இரக்கம்	mitgefühl
இரக்கம்	mitleid
வானவில்	rainbow
வானவில்	regenbogen
ஓசியானியா	ozeanien
மீனா	meena
கிரோன்	crohn
யாங்	yang
எட்வார்ட்	edward
எட்வார்ட்	eduard
நகை	juwel
நகை	edelstein
நகை	schmuckstück
நகை	jewel
நகை	schmuck
கமிஷன்	kommission
ஆலோசனைகள்	anregungen
ஆலோசனைகள்	empfehlungen
ஆலோசனைகள்	vorschläge
சொந்தம்	eigenes
சொந்தம்	eigener
சொந்தம்	eigene
சொந்தம்	eigenen
தொடும்	rührend
தொடும்	anfassen
தொடும்	berühren
பாலன்	balan
ஆரோக்கியம்	gesundheit
ஆரோக்கியம்	gesundheitswesen
ஆரோக்கியம்	gesundheitsschutz
ருத்ர	rudra
பாஸ்பரஸ்	phosphor
பாஸ்பரஸ்	phosphat
மாறிகள்	variable
மாறிகள்	variabler
மாறிகள்	unterschiedlich
மாறிகள்	variabel
மாறிகள்	variablen
மாறிகள்	variable
மாறிகள்	variablen
நுண்ணோக்கி	mikroskop
ஐசக்	isaak
ஐசக்	isaac
ஐசக்	ishaq
வாழ்வது	lebendigen
வாழ்வது	leben
வாழ்வது	lebende
வாழ்வது	wohnen
வாழ்வது	living
வெற்றிபெற்று	gewonnen
வெற்றிபெற்று	won
வெற்றிபெற்று	gewann
வெற்றிபெற்று	gewonnene
ஓவல்	oval
ஓவல்	ovale
சலாம்	salam
மேலாளராக	geschäftsführer
மேலாளராக	manager
மேலாளராக	betriebsleiter
மேலாளராக	geschäftsführerin
சலுகை	bieten
சலுகை	angebot
சலுகை	biete
சலுகை	anbieten
ரசாயன	chemische
ரசாயன	chemikalien
ரசாயன	chemikalie
ரசாயன	chemisch
ரசாயன	chemie
ஸ்வீடன்	schweden
ரிஷி	rishi
லாக்	schloss
லாக்	sperren
லாக்	schleuse
லாக்	sperre
லாக்	protokoll
லாக்	anmelden
லாக்	log
லாக்	einloggen
கரோலினா	carolina
பாஜக	bjp
பார்பரா	barbara
செலுத்தப்பட்டது	zahlte
செலுத்தப்பட்டது	gezahlt
செலுத்தப்பட்டது	ausgezahlt
செலுத்தப்பட்டது	bezahlte
செலுத்தப்பட்டது	bezahlt
அந்தோனியார்	anthony
அந்தோனியார்	heike
அந்தோனியார்	antonius
ஸ்டாக்ஹோம்	stockholm
ஸ்டாக்ஹோம்	schweden
புரூணை	brunei
பள்ளிக்கூடம்	schule
பள்ளிக்கூடம்	schuljahr
பள்ளிக்கூடம்	schulen
ஸ்கோடா	skoda
ஸ்கோடா	škoda
ஸ்கோடா	škoda
வர்ணம்	gemalt
வர்ணம்	gestrichen
வர்ணம்	malte
வர்ணம்	bemalt
வர்ணம்	lackiert
வர்ணம்	pigment
வர்ணம்	pigmente
ரோஜாக்கள்	roses
ரோஜாக்கள்	rosen
மாட்	matt
சொத்துகள்	vermögenswerte
சொத்துகள்	vermögen
சொத்துகள்	aktiva
சக்	chuck
பூரி	puri
டொனால்ட்	donald
டிரைவ்	fahren
டிரைவ்	antrieb
டிரைவ்	laufwerk
டிரைவ்	drive
ஒதுக்கப்பட்டது	erstickt
ஒதுக்கப்பட்டது	vorbehalten
ஒதுக்கப்பட்டது	reservierten
ஒதுக்கப்பட்டது	reservierte
ஒதுக்கப்பட்டது	reserviert
பேட்ரிக்	patrick
பேட்ரிக்	patrik
பாடுகிறார்	singt
பாடுகிறார்	gesang
பாடுகிறார்	gesungen
பாடுகிறார்	singt
பாடுகிறார்	singen
போயர்	boer
போயர்	buren
ஒப்பனை	make
ஒப்பனை	makeup
ஒப்பனை	kosmetische
ஒப்பனை	kosmetik
ஒப்பனை	kosmetika
தாமிரம்	kupfer
கவனத்திற்கு	fyi
கவனத்திற்கு	aufgepasst
கவனத்திற்கு	beachtung
கவனத்திற்கு	aufmerksamkeit
கவனத்திற்கு	achtung
ஆந்தை	eule
அணிந்துரை	vorwort
அணிந்துரை	vorbemerkung
பிரபலங்கள்	persönlichkeiten
பிரபலங்கள்	prominente
பிரபலங்கள்	prominenten
பிரபலங்கள்	stars
பிரபலங்கள்	berühmtheit
பிரபலங்கள்	berühmtheiten
ஜூலியா	ulrike
ஜூலியா	silke
ஜூலியா	julia
நீளமாக	klebrig
நிணநீர்	lymphknoten
நிணநீர்	lymphe
குச்சி	bleib
குச்சி	stick
குச்சி	stock
இனக்குழு	ethnisch
இனக்குழு	ethnizität
இனக்குழு	ethnische
பக்கவாட்டில்	seitlich
பக்கவாட்டில்	seitwärts
டாமன்	damon
கொன்றார்	umgebracht
கொன்றார்	tötete
கொன்றார்	getötet
கொன்றார்	ermordet
இருத்தலியல்	existenzielle
கிரியோல்	creole
காளான்	pilzen
காளான்	pilz
காளான்	pilze
போதைப்பொருள்	droge
போதைப்பொருள்	medikament
போதைப்பொருள்	drogen
துணிகள்	textilien
துணிகள்	gewebe
துணிகள்	stoffe
இடித்து	abgestürzt
இடித்து	stürzte
மதங்கள்	religionen
ஓடுகள்	fliesen
ஓடுகள்	steine
ஓடுகள்	ziegel
ஃபோர்ப்ஸ்	forbes
இயக்கிகள்	treiber
இயக்கிகள்	kraftfahrer
இயக்கிகள்	busfahrer
இயக்கிகள்	fahrer
இயக்கிகள்	autofahrer
பிலடெல்பியா	philadelphia
ஜெயின்	jain
இரங்கல்	beileid
இரங்கல்	anteilnahme
கடிகாரங்கள்	uhren
கடிகாரங்கள்	armbanduhr
ராஸ்	ross
எலுமிச்சை	lemon
எலுமிச்சை	zitrone
எலுமிச்சை	zitronen
எலுமிச்சை	kalk
மனிதனும்	seelen
மனிதனும்	seele
மனிதனும்	soul
பதக்கங்களை	medaillen
ரீட்	reed
ஆனந்தம்	joy
ஆனந்தம்	lebensfreude
ஆனந்தம்	freude
மார்க்கம்	religion
மார்க்கம்	religionen
மார்க்கம்	markham
காய்கறி	pflanzlichen
காய்கறி	pflanzliche
காய்கறி	gemüse
முதிர்ச்சி	reife
முதிர்ச்சி	laufzeiten
முதிர்ச்சி	laufzeit
முதிர்ச்சி	fälligkeit
வழங்கவும்	liefern
வழங்கவும்	bereitstellen
ஷேன்	shane
சிட்ரிக்	zitronensäure
குறும்படம்	ikone
குறும்படம்	symbol
குறும்படம்	icon
சோனியா	sonia
நீரியல்	hydrologie
இலைகளை	laub
இலைகளை	blätter
இலைகளை	blättern
அசுரன்	monstern
அசுரன்	ungeheuer
அசுரன்	monster
கிளாரா	klara
கிளாரா	clara
தேவாலயத்தில்	piazza
நிழலில்	farbton
நிழலில்	schatten
அரி	ari
அரி	ary
செயல்படுத்துகிறது	weiterverarbeitung
செயல்படுத்துகிறது	bearbeitung
செயல்படுத்துகிறது	verarbeitung
செயல்படுத்துகிறது	aufbereitung
செயல்படுத்துகிறது	veredelung
சளி	kalte
சளி	kalt
சளி	erkältung
சளி	kälte
சளி	erkältung
சளி	erkältungen
கொடூரமான	grausam
கொடூரமான	grausamen
கொடூரமான	grausamer
கொடூரமான	grausame
கொடூரமான	brutalen
கொடூரமான	brutale
கொடூரமான	brutaler
கொடூரமான	brutal
முசோலினி	mussolini
தூதுவர்	ambassador
தூதுவர்	botschafter
தூதுவர்	botschafterin
செக்ஸ்	geschlecht
செக்ஸ்	geschlechtsverkehr
செக்ஸ்	sex
பாலினம்	geschlecht
பாலினம்	gender
குணப்படுத்தும்	heilung
குணப்படுத்தும்	heilende
குணப்படுத்தும்	heilen
கைபேசி	cell
கைபேசி	zelle
கைபேசி	mobile
கைபேசி	mobilfunk
கைபேசி	beweglich
கைபேசி	handys
கைபேசி	mobil
கைபேசி	mobilgeräte
முரணாக	ironisch
முரணாக	ironie
காலாண்டு	quartal
காலாண்டு	vierteljährlich
காலாண்டு	vierteljährliche
காலாண்டு	quartal
காலாண்டு	quarter
காலாண்டு	vierteljahr
காலாண்டு	viertel
பபெட்	buffett
புலங்கள்	fields
புலங்கள்	bereichen
புலங்கள்	felder
அன்னிய	außenpolitik
அன்னிய	ausländische
அன்னிய	ausland
அன்னிய	ausländischen
பரவுகிறது	ausbreiten
பரவுகிறது	spread
பரவுகிறது	verbreitet
பண்டிட்	pandit
ஏறு	steigen
ஏறு	besteigen
ஏறு	aufstieg
ஏறு	klettern
மரபை	erbschaft
மரபை	legacy
மரபை	vermächtnis
மரபை	erbe
புகலிடம்	geschützter
புகலிடம்	geschützte
புகலிடம்	abgeschirmt
புகலிடம்	geschützt
புகலிடம்	geschützten
புகலிடம்	zufluchtsort
புகலிடம்	zuflucht
சவாலாக	angefochten
சவாலாக	herausgefordert
இம்ரான்	imran
எண்ணங்களை	gedanken
எண்ணங்களை	überlegungen
எண்ணங்களை	ideen
மடிப்பு	umlauf
மடிப்பு	einpacken
மடிப்பு	wrap
அளவுகோல்	waage
அளவுகோல்	skalieren
அளவுகோல்	maßstab
அளவுகோல்	skalierung
அளவுகோல்	skala
புதுப்பிக்கத்தக்க	erneuerbarer
புதுப்பிக்கத்தக்க	erneuerbare
புதுப்பிக்கத்தக்க	erneuerbaren
நகர்வுகள்	bewegt
நகர்வுகள்	umzüge
ஹெக்டர்	hector
ஹெக்டர்	héctor
மாயன்	maya
வெண்கல	bronze
வெண்கல	bronzemedaille
குணப்படுத்த	heilung
குணப்படுத்த	heilmittel
குணப்படுத்த	kur
குணப்படுத்த	heilen
குணப்படுத்த	geheilt
மஸ்ஜித்	moschee
மஸ்ஜித்	masjid
ரோல்	rollen
ரோல்	rolle
ரோல்	roll
ரோல்	brötchen
ரோல்	würfeln
ஆல்பங்கள்	alben
ஆல்பங்கள்	albums
கெல்லி	kelly
முதுகெலும்பு	wirbelsäule
முதுகெலும்பு	rückgrat
பாக்கியம்	selig
பாக்கியம்	gesegnet
பாக்கியம்	gesegneten
சிறகு	flügel
சிறகு	wing
சிறகு	schwingen
சிறகு	flügel
சிறகு	wings
சிறகு	flügeln
பட்டாணி	erbse
பட்டாணி	erbsen
சர்ச்சில்	churchill
அங்கீகரிக்கப்பட்டது	genehmigte
அங்கீகரிக்கப்பட்டது	genehmigt
அங்கீகரிக்கப்பட்டது	zugelassen
ஆற்றலும்	energieversorgung
ஆற்றலும்	energiewirtschaft
ஆற்றலும்	energie
ஆற்றலும்	energieverbrauch
கூட்டுக்	kombiniert
கூட்டுக்	kombinierte
கூட்டுக்	kombinierten
கூட்டுக்	kombination
ஆக்கி	verarbeiter
ஆக்கி	prozessoren
ஆக்கி	prozessor
கடற்படையினர்	marines
கடற்படையினர்	marine
நிபுணத்துவம்	sachkenntnis
நிபுணத்துவம்	fachwissen
நிபுணத்துவம்	fachkenntnis
நிபுணத்துவம்	fachkompetenz
நிபுணத்துவம்	kompetenz
கற்பு	keuschheit
கவர்ந்தது	inspiriert
ஈடன்	eden
கொன்றது	umgebracht
கொன்றது	tötete
கொன்றது	getötet
கொன்றது	ermordet
