और	un
संरक्षण	saglabāšana
संरक्षण	saglabāšanu
संरक्षण	saglabāšana
संरक्षण	aizsardzība
शो	rādīt
शो	parādīt
प्रस्ताव	priekšlikums
प्रस्ताव	ierosinājumi
प्रस्ताव	priekšlikumi
प्रस्ताव	piedāvājums
रिपोर्ट	ziņot
रिपोर्ट	ziņojums
रिपोर्ट	pārskati
रिपोर्ट	ziņojumi
अंग	orgānu
अंग	orgāns
हिस्से	daļa
हिस्से	frakcija
मुस्लिम	musulmaņi
मुस्लिम	musulmaņu
रिकॉर्ड	rekords
रिकॉर्ड	ieraksts
रिकॉर्ड	uzskaite
रिकॉर्ड	ieraksti
रिकॉर्ड	pieraksti
सरल	vienkārši
सरल	vienkāršs
सरल	vienkārša
सरल	vienkāršas
सरल	vienkāršā
धातु	metāla
धातु	metāls
धातु	metāli
परिषद	padomes
परिषद	padome
परिषद	padomi
परिषद	konfederācija
परिषद	konfederāciju
शारीरिक	fiziskais
शारीरिक	fiziskās
शारीरिक	fiziskie
शारीरिक	fiziski
शारीरिक	fiziska
शारीरिक	fiziskā
संघर्ष	cīņa
संघर्ष	konflikts
संघर्ष	konflikti
तकनीक	tech
तकनीक	tehnika
तकनीक	paņēmiens
तकनीक	tehnoloģija
तकनीक	tehnoloģiju
तकनीक	tehnoloģijas
तकनीक	paņēmieni
फल	augļi
फल	auglis
फल	augļus
फल	augļi
कैसे	kā
प्रकट	atklāt
प्रकट	atklāj
कार्बनिक	organisko
कार्बनिक	organiskie
शाह	shah
विवरण	apraksts
विवरण	detaļas
विवरण	detalizēta
विवरण	sīki
विवरण	detalizēti
शादी	laulība
शादी	laulībā
शादी	laulību
शादी	laulības
शादी	kāzas
शादी	kāzām
शादी	kāzu
उप	apakš
पात्र	tvertne
पात्र	konteiners
पात्र	konteinera
वेब	web
वेब	tīmekļa
संसद	parlaments
सन्दर्भ	rekomendācijas
सन्दर्भ	atsauces
सन्दर्भ	atsauces
सन्दर्भ	atsauce
सन्दर्भ	konteksts
सन्दर्भ	konteksta
चेन्नई	čennai
परमाणु	kodolenerģijas
परमाणु	kodolenerģija
परमाणु	molekulā
परमाणु	molekulas
परमाणु	molekulu
परमाणु	atoms
आक्रमण	iebrukums
आक्रमण	uzbrukums
आक्रमण	uzbrukumu
आक्रमण	uzbrukt
आक्रमण	uzbrukumā
कार	auto
कार	automašīna
कार	automobilis
कार	mašīna
कार	automašīnas
कार	cars
कार	automobiļi
कार	automašīnām
केरल	kerala
जांच	zonde
जांच	zondes
जांच	izskatīt
जांच	izmeklēšana
जांच	izmeklēšanā
जांच	testa
जांच	tests
जांच	pārbaude
पत्थर	akmens
आठ	astoņas
आठ	astoņi
आठ	astoņus
आठ	astoņiem
विषयों	temati
विषयों	tēmas
टेनिस	tenisa
पारंपरिक	tradicionāls
पारंपरिक	tradicionālie
पारंपरिक	tradicionālais
पारंपरिक	tradicionālā
पारंपरिक	tradicionālo
पारंपरिक	tradicionāli
अकादमी	akadēmijas
अकादमी	akadēmija
अकादमी	akadēmijā
अकादमी	academy
सतह	virsma
देव	dev
देव	deo
युक्त	ukraina
अभियान	kampaņas
अभियान	kampaņa
अभियान	kampaņā
घोषित	deklarēts
घोषित	deklarēt
घोषित	paziņots
घोषित	paziņoja
लिखी	rakstisks
लिखी	rakstveida
लिखी	uzrakstīts
लिखी	rakstiska
सिस्टम	sistēmu
सिस्टम	sistēma
सिस्टम	sistēmas
सिस्टम	sistēmas
किनारे	stūriem
किनारे	stūri
किनारे	malām
किनारे	malas
किनारे	malas
किनारे	malu
किनारे	mala
कार्बन	oglekļa
कार्बन	oglekli
कार्बन	ogleklis
प्रतिक्रिया	reakcija
प्रतिक्रिया	reakcijas
प्रतिक्रिया	atsauksmes
प्रतिक्रिया	reaģēt
प्रतिक्रिया	reaģē
प्रतिक्रिया	reaktīvo
प्रतिक्रिया	reakcija
प्रतिक्रिया	atbilde
गणित	matemātikā
गणित	matemātika
गणित	matemātika
गणित	matemātiķis
गणित	aritmētiskā
गणित	matemātikas
गणित	matemātika
मौत	nāve
मौत	nāves
विवाद	strīdus
विवाद	domstarpības
विवाद	strīdi
विवाद	domstarpības
विवाद	strīdu
विवाद	strīds
अली	ali
ग्रहण	aptumsums
तकनीकी	tehniskais
तकनीकी	tehniskā
माँ	māmiņas
माँ	mammas
माँ	mammu
माँ	mammai
माँ	mamma
माँ	mammas
माँ	māte
माँ	mātes
विष्णु	višnu
मैदान	līdzenumi
मैदान	plain
मैदान	vienkārša
मैदान	vienkāršs
मैदान	apvidus
मैदान	reljefa
मैदान	zeme
मैदान	malti
मैदान	zemes
विमान	aviācija
विमान	lidmašīnas
विमान	lidaparāti
विमान	lidmašīna
सक्षम	aktivizēta
सक्षम	ieslēgts
सक्षम	ieslēgti
सक्षम	aktivizēts
सक्षम	ieslēgta
सक्षम	ļāva
सक्षम	spējīgs
सक्षम	spēj
सक्षम	spējīgi
वातावरण	vide
वातावरण	gaisotne
वातावरण	atmosfēra
वातावरण	atmosfērā
वातावरण	atmosfēras
लागत	izmaksas
लागत	izmaksas
सीधे	taisni
सीधे	taisna
सीधे	tieši
प्रेस	spied
प्रेस	nospiest
प्रेस	preses
प्रेस	nospied
प्रेस	prese
रोमन	romāns
रोमन	romans
रोमन	romiešu
मील	jūdžu
मील	jūdzes
लोकसभा	parlaments
अज्ञात	nezināma
अज्ञात	nezināms
अज्ञात	anonīmi
अज्ञात	anonīma
अज्ञात	anonīmā
अज्ञात	anonīms
रेखा	līnija
पार	krustu
पार	krusta
पार	krusts
लेखन	rakstīšana
लेखन	raksta
लेखन	rakstot
सेंट	centi
बोली	piedāvājums
बोली	piedāvājumi
नष्ट	iznīcināta
नष्ट	iznīcināts
नष्ट	iznīcināti
नष्ट	iznīcina
नष्ट	iznīcina
नष्ट	iznīcināt
परंपरा	tradīcijas
परंपरा	tradīcija
परंपरा	tradīciju
राशि	apjoms
राशि	apmērs
राशि	summa
दृष्टिकोण	pieeja
दृष्टिकोण	pieeju
भाव	emocijām
भाव	emocijas
भाव	žestu
भाव	žests
भाव	jēga
भाव	saprāts
हवा	vēju
हवा	vēja
हवा	vējš
पाठ	teksts
वैदिक	vedic
गठन	rāmji
गठन	rāmja
गठन	kadrs
गठन	rāmis
गठन	rāmi
गठन	veidošanos
गठन	dibināšana
गठन	veidošanās
गठन	dibināšanas
गठन	veidošana
नागरिक	pilsoniskās
नागरिक	pilsoņa
नागरिक	pilsonis
अस्तित्व	esamība
अस्तित्व	pastāvēšana
अस्तित्व	esība
अस्तित्व	izdzīvošanu
अस्तित्व	dzīvildze
अस्तित्व	izdzīvošana
अस्तित्व	izdzīvošanas
गंभीर	nopietna
गंभीर	nopietni
गंभीर	nopietns
गंभीर	nopietnas
गंभीर	kritiskie
गंभीर	kritiski
गंभीर	kritisko
गंभीर	kritiska
गंभीर	kritisks
समझ	saprast
समझ	izprast
समझ	saprotu
समझ	sapratne
समझ	izpratni
समझ	izpratne
समझ	saprašanās
किस	buča
किस	skūpsts
प्रशासन	ievadīšana
प्रशासन	administrācija
आदेश	mandāts
आदेश	pilnvaras
आदेश	pasūtījums
आदेश	kārtība
आदेश	pasūtīt
आदेश	rīkojums
आदेश	secība
आदेश	rīkojumi
आदेश	pasūtījumu
आदेश	pavēle
आदेश	pasūtījumi
आदेश	pasūtījumus
सैन्य	militāra
सैन्य	militārie
सैन्य	militārā
सैन्य	militāri
सैन्य	militāro
अंदर	iekšpusē
अंदर	iekšā
अंदर	iekštelpu
अंदर	telpās
छह	sešus
छह	seši
छह	sešas
ग्रन्थ	teksti
ग्रन्थ	tekstus
भाषाएँ	valodas
भुगतान	izmaksa
भुगतान	maksājumi
भुगतान	samaksa
भुगतान	maksājums
भुगतान	maksājumus
भुगतान	maksājumi
उनसे	viņiem
ध्वनि	skaņu
ध्वनि	skaņa
ध्वनि	skaņas
ध्वनि	izklausās
ध्वनि	skaņas
ध्वनि	skan
निवास	rezidence
निवास	uzturēšanās
निवास	dzīvesvieta
निवास	dzīvesvietu
निवास	dzīvesvietas
अरबी	arābu
हत्या	slepkavības
हत्या	slepkavība
हत्या	slepkavības
हत्या	slepkavība
हत्या	slepkavību
हत्या	nonāvēšana
हत्या	nogalināšana
हत्या	nonāvēšanas
हत्या	nogalināšanas
दिखाया	rādīja
दिखाया	parādīja
पवित्र	svēto
पवित्र	svētais
पवित्र	svēta
विभाजित	dalīts
विभाजित	dala
विभाजित	dalījums
विभाजित	sadalīt
इकाई	mērvienības
इकाई	vienības
इकाई	vienība
अम्ल	skābi
अम्ल	skābe
अम्ल	skābes
आए	atnācu
आए	atnāca
प्रबंधक	pārvaldnieks
प्रबंधक	vadītājs
प्रबंधक	vadītāji
प्रबंधक	pārvaldnieki
वही	pašas
वही	pašu
संग्रहालय	muzeji
संग्रहालय	muzeju
संग्रहालय	muzeja
संग्रहालय	muzejā
संग्रहालय	muzejs
जीता	uzvar
जीता	uzvaras
जीता	uzvarēs
जीता	uzvarēja
जीता	uzvarējis
जीता	ieguva
मुद्रा	valūta
मुद्रा	naudu
मुद्रा	nauda
मुद्रा	naudas
मतलब	līdzekļi
मतलब	nozīmē
मतलब	vidējais
युवा	jaunatne
युवा	jaunieši
युवा	jaunība
युवा	jauni
शहरों	pilsētu
शहरों	pilsētas
अंतरिक्ष	telpa
अंतरिक्ष	kosmoss
संचार	komunikācija
संचार	paziņojums
संचार	saziņa
संचार	komunikācijas
संचार	komunikācija
संचार	sakari
संचार	paziņojumi
संचार	saziņa
संचार	komunikāciju
संचार	komunikācijas
प्रसारण	pārraida
प्रसारण	pārraide
प्रसारण	raidījums
प्रसारण	raidījumu
प्रसारण	apraides
प्रसारण	apraide
प्रसारण	raidījumus
प्रसारण	apraides
प्रसारण	apraide
फुटबॉल	futbols
नियमित	regulārā
नियमित	regulārs
नियमित	regulāras
नियमित	regulāri
नियमित	regulāra
व्याख्या	piezīme
व्याख्या	interpretācijas
व्याख्या	interpretāciju
व्याख्या	interpretācijā
व्याख्या	interpretēt
व्याख्या	interpretācija
व्याख्या	paskaidrojums
व्याख्या	izskaidrojums
व्याख्या	skaidrojums
शेष	atlikums
शेष	atlikušās
शेष	atlikusī
शेष	atlikušais
शेष	palicis
शेष	kreisais
शेष	kreisā
शेष	palikusi
दावा	apgalvojums
दावा	prasība
दावा	apgalvojumi
दावा	prasības
दावा	pieprasījumi
मोबाइल	mob
मोबाइल	mobilo
मोबाइल	mobilais
संभावना	iespējas
संभावना	izredzes
संभावना	visticamāk
संभावना	varbūtības
संभावना	varbūtību
संभावना	iespējamība
संभावना	varbūtība
दिवस	dienu
दिवस	dienā
दिवस	diena
विधायक	likumdevēju
विधायक	likumdevēji
विधायक	likumdevējs
विधायक	likumdevējam
तर्क	arguments
तर्क	argumentācija
तर्क	loģiku
तर्क	loģika
तर्क	loģikas
आपके	tavas
आपके	tavu
आपके	tavs
आपके	jūsu
आपके	tava
विरुद्ध	pret
परीक्षा	testa
परीक्षा	tests
परीक्षा	pārbaude
परीक्षा	izskatīšana
परीक्षा	eksāmens
परीक्षा	eksāmeni
पाई	pīrāgs
पाई	pīrāgu
महाभारत	mahābhārata
खाद्य	ēdami
खाद्य	uzturā
भविष्य	nākotnes
भविष्य	nākotne
भविष्य	nākotnē
भविष्य	nākotni
बिक्री	noiets
बिक्री	pārdošana
बिक्री	izpārdošana
बिक्री	pārdošana
इंटरनेट	interneta
इंटरनेट	internets
सम्मेलन	konference
सम्मेलन	konferencē
सम्मेलन	konvents
सम्मेलन	konvencija
सम्मेलन	konventa
सम्मेलन	konvenciju
रानी	dāma
रानी	karaliene
रानी	queen
रानी	karalienes
सिटी	pilsēta
अच्छे	laba
अच्छे	labas
अच्छे	labi
अच्छे	labs
अच्छे	labais
तुम	tu
तुम	tevi
तुम	jums
तुम	tev
तुम	jūs
सिर	vadītājs
सिर	galvu
सिर	galvas
सिर	galva
दबाव	spiediena
दबाव	spiediens
बोर्ड	padomju
बोर्ड	dēļi
बोर्ड	valdi
ख़ान	khan
नियुक्त	iecelt
नियुक्त	ieceļ
नियुक्त	nolīga
नियुक्त	iecelti
नियुक्त	iecelta
नियुक्त	iecelts
फरवरी	februārī
फरवरी	februāra
फरवरी	februāris
फरवरी	februāra
फरवरी	feb
नेशनल	nacionālais
उर्दू	urdu
संसार	pasaule
संसार	pasaulē
प्रतिनिधित्व	pārstāvību
प्रतिनिधित्व	pārstāvniecība
प्रतिनिधित्व	pārstāvība
प्रतिनिधित्व	atveidojums
प्रतिनिधित्व	deleģēta
प्रतिनिधित्व	deleģēti
विचारों	idejas
प्रेरित	iedvesmoja
प्रेरित	motivēta
प्रेरित	motivēti
समारोह	ceremonija
समारोह	ceremonijā
मस्तिष्क	smadzenes
मस्तिष्क	smadzeņu
घरेलू	iekšzemes
जेम्स	džeimss
जेम्स	džeims
प्रायः	parasti
मौसम	sezonas
मौसम	laikapstākļi
मौसम	laika
मौसम	sezonai
मौसम	sezonu
मौसम	sezonas
मौसम	sezonā
मौसम	sezona
अर्थात्	līdzekļi
अर्थात्	nozīmē
भावना	emociju
भावना	emocijām
भावना	emocijas
भावना	noskaņojumu
भावना	sajūtas
भावना	sajūta
भावना	gars
गुणवत्ता	kvalitāte
गुणवत्ता	kvalitātes
छात्र	students
छात्र	studenta
छात्र	studentu
खाना	pārtika
खाना	ēdiens
मिले	atrasta
मिले	atrastas
मिले	atrasts
मिले	ter
मिले	satikās
निर्वाचित	ievēlēta
निर्वाचित	ievēlēti
निर्वाचित	ievēlēts
कैंसर	vēzis
इटली	itālija
सिद्धान्त	principi
सिद्धान्त	teorija
विरोधी	naidīgu
विरोधी	antagonists
राजवंश	dinastija
संक्रमण	pārejas
संक्रमण	pāreja
संक्रमण	inficēšanās
संक्रमण	infekcija
संक्रमण	infekcijas
घाटी	ieleja
नियंत्रित	kontrolētā
नियंत्रित	kontrolēta
नियंत्रित	kontrolēts
नियंत्रित	kontrolē
नियंत्रित	kontrolēti
विलियम	viljams
विविध	daudzveidīga
विविध	dažādi
विविध	dažādi
विविध	dažādas
विकल्प	alternatīvas
विकल्प	iestatījumi
विकल्प	iespējas
विकल्प	opcijas
विकल्प	iespēja
उद्यान	park
उद्यान	parkā
उद्यान	parka
उद्यान	parks
होगी	būs
पशु	dzīvniekus
पशु	dzīvniekiem
पशु	dzīvnieki
पशु	dzīvnieku
पशु	dzīvnieks
पशु	dzīvniekam
ज्यादातर	pārsvarā
ज्यादातर	galvenokārt
ज्यादातर	lielākoties
ईसाई	kristians
ईसाई	kristiešu
ईसाई	kristiāns
प्रमाण	pierādījumi
प्रमाण	pierādījums
प्रमाण	pierādījumu
प्रमाण	pierādījumi
प्रमाण	pierādījums
याद	atceries
याद	atceros
याद	atcerieties
याद	atcerēties
कंपनियों	uzņēmējsabiedrības
कंपनियों	kompānijas
कंपनियों	uzņēmumi
मानसिक	garīgi
मानसिक	garīgā
मानसिक	garīgās
मानसिक	garīgi
रसायन	ķīmiskais
रसायन	ķīmiskā
रसायन	ķimikālijas
रसायन	ķīmija
रसायन	ķīmijas
क्षेत्रफल	teritorija
क्षेत्रफल	platība
क्षेत्रफल	apgabals
क्षेत्रफल	laukums
प्रभावी	efektīvi
प्रभावी	efektīvā
प्रभावी	efektīva
प्रभावी	efektīvas
प्रभावी	efektīvs
विज्ञापन	sludinājumus
विज्ञापन	reklāma
विज्ञापन	sludinājums
विज्ञापन	reklamēt
विज्ञापन	reklāmas
ईश्वर	dievs
आसानी	atvieglotu
आसानी	atvieglot
अमरीका	amerika
अमरीका	amerikā
अमरीका	ameriku
शिकार	medību
शिकार	medībās
शिकार	medības
शिकार	upuris
शिकार	upuri
शिकार	cietušais
रोगी	pacients
रोगी	pacientam
व्यावसायिक	profesionālā
रूसी	krievu
रूसी	krieviski
रूसी	krievs
रूसी	krievijas
क्रांति	revolūcija
अधीन	zem
गुप्त	guptu
गुप्त	secret
गुप्त	slepeni
गुप्त	slepens
गुप्त	noslēpums
मंडल	mandala
माने	krēpes
हृदय	sirds
हृदय	sirds
हृदय	heart
आयोग	komisijas
आयोग	komisijas
आयोग	komisija
शुद्ध	tīra
शुद्ध	tīri
शुद्ध	tīrs
शुद्ध	pure
तीसरे	trešā
तीसरे	trešais
चर्च	baznīcas
चर्च	baznīca
चर्च	baznīcas
चर्च	baznīcā
अपेक्षा	gaidas
कार्यालय	darbs
कार्यालय	biroji
कार्यालय	birojiem
कार्यालय	birojus
कार्यालय	birojs
कार्यालय	biroja
कार्यालय	biroju
परिवहन	transportēšana
परिवहन	transports
परिवहन	pārvadāšana
परिवहन	pārvadājumi
परिवहन	transports
परिवहन	transportēšana
परिवहन	pārvadāšana
स्टार	star
स्टार	zvaigzne
वर्षा	nokrišņu
वर्षा	lietus
जनरल	gen
जनरल	vispārējā
जनरल	vispārējais
जनरल	vispārīgi
जनरल	vispārēji
संदेश	ziņojums
संदेश	vēstule
संदेश	ziņu
संदेश	vēstījums
संदेश	ziņa
संदेश	vēstules
संदेश	ziņojumi
मार	nogalināt
मार	nokaut
मार	novākt
मार	nogalina
परिचय	ievešana
परिचय	ieviešanu
परिचय	ievads
परिचय	par
परिचय	intro
उत्पत्ति	izcelsmi
उत्पत्ति	izcelsme
उत्पत्ति	ģenēzes
उत्पत्ति	boja
मांग	pieprasījums
देवता	dievība
सोवियत	padomju
दौर	apaļš
दौर	apaļi
दौर	kārta
दौर	apaļa
संचालन	darbības
संचालन	operācijas
संचालन	ekspluatācija
संचालन	darbība
संचालन	operācija
संचालन	ekspluatācija
भौगोलिक	ģeogrāfiskais
भौगोलिक	ģeogrāfiskās
भौगोलिक	ģeogrāfiskā
भौगोलिक	ģeogrāfisko
भौगोलिक	ģeogrāfiskais
भौगोलिक	ģeogrāfiskā
उपस्थित	apmeklē
उपस्थित	dalībnieki
उपस्थित	pašreizējais
उपस्थित	klāt
उपस्थित	tagadni
अस्पताल	slimnīcā
अस्पताल	slimnīca
अस्पताल	slimnīcas
अस्पताल	slimnīcās
अस्पताल	slimnīcām
परिवर्तित	mainījies
परिवर्तित	mainītas
परिवर्तित	mainīta
परिवर्तित	mainīts
परिवर्तित	modificēts
परिवर्तित	pārveidoti
परिवर्तित	pārveidota
परिवर्तित	mainīts
परिवर्तित	pārveidots
स्वर	vokālā
स्वर	patskanis
लघु	logaritms
लघु	maznozīmīgi
लघु	nelielas
लाइन	līnija
प्रश्न	vaicājumu
प्रश्न	jautājums
प्रश्न	jautājumu
प्रश्न	jautājumi
आलोचना	kritika
आलोचना	kritiku
पहाड़ी	kalnā
जालस्थल	mājaslapa
जालस्थल	mājaslapā
पुरानी	vecā
पुरानी	veca
पुरानी	veci
पुरानी	vecs
पुरानी	vecāki
पुरानी	vecāks
पुरानी	vecāka
पसंद	izvēle
पसंद	patīk
पसंद	grāmatzīmes
सुझाव	ieteikumi
सुझाव	ierosinājumi
सुझाव	priekšlikumi
सुझाव	apkopošana
सुझाव	apvienošana
सुझाव	apkopojums
सुझाव	ieteikums
सुझाव	ierosinājums
सुझाव	rekomendācijas
सुझाव	ieteikumi
सुझाव	uzgaļi
सुझाव	padomi
सुझाव	ieteikumi
खेती	lauksaimniecība
खेती	audzēšana
खेती	raža
लिखने	rakstīšana
लिखने	raksta
लिखने	rakstot
वर्णित	aprakstīts
वर्णित	aprakstītas
वर्णित	aprakstīta
वर्णित	raksturotas
वर्णित	aprakstītais
विभाजन	divīzija
विभाजन	rajons
विभाजन	dalīšana
विभाजन	iedalījums
विभाजन	nodaļas
विभाजन	rajoni
प्रशासनिक	administratīvā
प्रशासनिक	administratīvi
प्रशासनिक	administratīvais
प्रशासनिक	administratīva
प्रशासनिक	administratīvie
विशेषता	atribūtu
विशेषता	piedēvēt
विशेषता	atribūta
विशेषता	atribūts
विशेषता	raksturlielums
विशेषता	kvalitāte
विशेषता	kvalitātes
विशेषता	motīvs
विशेषता	īpašība
कठिन	cieto
कठिन	smagi
कठिन	cietās
कठिन	grūti
कठिन	cietais
कठिन	grūta
कठिन	grūti
कठिन	grūta
कठिन	sarežģīta
कठिन	apgrūtināta
कठिन	sarežģīti
कड़ी	saikne
कड़ी	saite
कड़ी	saites
कड़ी	links
कड़ी	ķēde
कड़ी	ķēdes
एकमात्र	vienīgais
एकमात्र	vienīgā
ईरान	irāna
क्षेत्रीय	reģionālie
क्षेत्रीय	reģionāla
क्षेत्रीय	reģionāli
क्षेत्रीय	reģionālā
क्षेत्रीय	reģionālās
क्षेत्रीय	reģionālais
जान	mīļie
जान	zinu
जान	zinām
जान	zināt
लड़ाई	kaujā
लड़ाई	kauja
लड़ाई	cīņa
लड़ाई	kaujas
लड़ाई	cīņu
लड़ाई	cīņa
लड़ाई	cīnīties
परिभाषित	definēta
परिभाषित	definētas
परिभाषित	definē
परिभाषित	definēti
परिभाषित	definēts
अंश	frac
अंश	frakcija
ग्रामीण	lauku
रोड	autoceļš
रोड	ceļš
प्रस्तावित	ierosināts
प्रस्तावित	ierosinātā
प्रस्तावित	ierosināta
प्रस्तावित	piedāvātais
प्रस्तावित	ierosinātie
गायक	dziedātāja
गायक	dziedātājs
इस्लाम	islāmisma
इस्लाम	islāma
समुद्री	marine
समुद्री	jūras
समझा	sapratis
समझा	saprata
उनको	viņiem
उपयोगी	lietderīga
उपयोगी	noderīgs
उपयोगी	noderīgas
उपयोगी	noderīga
उपयोगी	noderīgi
उपयोगी	noderīga
उपयोगी	noderīgi
कोशिका	šūna
केंद्रीय	centrālā
केंद्रीय	centrālais
केंद्रीय	centrālās
सत्र	sesiju
सत्र	sesija
सत्र	sesijas
मिश्र	ēģipte
मिश्र	ēģiptes
मिश्र	ēģiptiešu
पहुँच	piekļūt
पहुँच	pieeja
पहुँच	piekļuve
पहुँच	reach
पहुँच	aizsniegt
पहुँच	piekļūšana
पहुँच	pieejamība
पहुँच	sasniedz
मेरा	raktuves
मिस्र	ēģipte
मिस्र	ēģiptes
मिस्र	ēģiptiešu
गणराज्य	republika
गणराज्य	republikas
छात्रों	studenti
छात्रों	skolēni
छात्रों	studentiem
पुराना	vecā
पुराना	veca
पुराना	veci
पुराना	vecs
पुराना	vecāki
पुराना	vecāks
पुराना	vecāka
जम्मू	džammu
तेज	ātri
तेज	ātra
तेज	ātrs
तेज	strauji
तेज	fast
सम्राट	imperators
वैसे	vienalga
नवंबर	novembra
नवंबर	novembrī
नवंबर	novembris
नवंबर	december
कारणों	iemesli
कारणों	pamatojums
सर	kungs
सर	ser
प्रवाह	plūsma
अपराध	nodarījums
अपराध	nodarījumu
अपराध	atzīšanās
अपराध	noziedzību
अपराध	noziegumi
अपराध	noziegums
अपराध	noziedzība
अमेरिकन	american
अमेरिकन	amerikāņu
अमेरिकन	amerikas
व्यक्तित्व	personība
व्यक्तित्व	personības
जन	jan
जन	jans
यूनाइटेड	united
यूनाइटेड	apvienotā
यूनाइटेड	apvienoto
यूनाइटेड	vienoti
जापानी	japāna
जापानी	japānas
जापानी	japāņu
रॉक	akmens
रॉक	rock
लंबी	garš
लंबी	ilgi
लंबी	garais
लंबी	gara
लंबी	garas
लंबी	garš
गेम	spēļu
गेम	spēle
गेम	spēles
अन्दर	iekšpusē
अन्दर	iekšā
संपत्ति	īpašums
संपत्ति	īpašība
संपत्ति	aktīvi
संक्षिप्त	saīsinājums
संक्षिप्त	īsi
क्यों	kapēc
क्यों	kādēļ
क्यों	kāpēc
गलत	nepareiza
गलत	nepareizi
गलत	nepareizs
गलत	nepareizi
गलत	nepareiza
गलत	nepareizs
गलत	aplams
गलत	viltus
गलत	kļūdaini
वर्मा	varma
सर्वोच्च	augstākā
सर्वोच्च	augstākās
सर्वोच्च	visaugstākā
सर्वोच्च	augstākā
सर्वोच्च	augstākais
सर्वोच्च	augstāko
लेना	lena
लेना	lēna
भौतिकी	fizikas
वाहन	transportlīdzekļi
वाहन	transportlīdzeklis
फ़िल्में	filmas
फ़िल्में	kino
सैनिक	kareivis
सैनिक	karavīrs
सैनिक	militāra
सैनिक	militārie
सैनिक	militārā
सैनिक	militāri
सैनिक	militāro
डेटा	dati
स्थिर	statiskais
स्थिर	statiskā
स्थिर	statiska
स्थिर	vienmērīgu
स्थिर	vienmērīgs
स्थिर	vienmērīga
दूध	piens
विद्वानों	zinātnieki
अशोक	ašoka
मानना	noticēt
मानना	tici
मानना	ticu
रखना	turēt
रखना	paturēt
बाह्य	ārējais
बाह्य	ārējs
बाह्य	ārējā
उपस्थिति	piedalīšanās
उपस्थिति	dalība
उपस्थिति	apmeklējums
उपस्थिति	esamība
उपस्थिति	klātbūtni
उपस्थिति	esība
उपस्थिति	klātbūtne
समूहों	grupām
समूहों	grupas
आये	atnācu
आये	atnāca
चूंकि	kopš
होटल	viesnīcā
होटल	viesnīca
होटल	viesnīcas
होटल	viesnīcās
होटल	viesnīcu
होटल	viesnīcām
उच्चारण	izruna
साहित्यिक	literatūras
पुरुषों	vīriešiem
पुरुषों	vīri
पुरुषों	vīrieši
पुरुषों	mens
वृक्ष	koku
वृक्ष	koks
वृक्ष	kokā
वृक्ष	kokiem
वृक्ष	kokus
वृक्ष	koki
निवेश	ieguldījumi
निवेश	ieguldīt
निवेश	ieguldīšana
निवेश	investoru
निवेश	investors
निवेश	investīcijas
निवेश	ieguldījums
निवेश	ieguldījumi
निवेश	investīcijas
निवेश	ieguldījumi
तत्वों	elementi
सत्य	patiesība
सत्य	patiesību
सत्य	patiesības
दार्शनिक	filozofs
सौ	simti
सौ	simtu
सौ	simtus
सौ	simts
आंतरिक	interjera
आंतरिक	iekšlietu
आंतरिक	iekšējais
आंतरिक	iekšējie
आंतरिक	iekšēji
आंतरिक	iekšējā
आंतरिक	iekšējais
आंतरिक	iekšēja
आंतरिक	iekšējs
आंतरिक	iekšējie
निकल	niķelis
निकल	niķeļa
प्रत्यक्ष	acīmredzama
प्रत्यक्ष	acīmredzams
प्रत्यक्ष	acīmredzami
प्रत्यक्ष	tiešā
प्रत्यक्ष	tiešs
प्रत्यक्ष	tiešais
प्रत्यक्ष	direct
प्रत्यक्ष	tieša
मित्र	draugi
मित्र	draugiem
मित्र	draugs
दर्द	sāpes
बिजली	elektroenerģija
बिजली	elektrība
बिजली	gaišāku
बिजली	zibens
कार्ड	kārtis
कार्ड	kartes
कार्ड	kartītes
कार्ड	akords
बिंदु	punkti
बिंदु	punktus
बिंदु	dot
बिंदु	punkts
बिंदु	point
बुद्ध	buda
स्टेडियम	stadionos
स्टेडियम	stadionā
स्टेडियम	stadions
हजार	tūkstoš
हजार	tūkstoši
हजार	tūkstotis
अभाव	neesamība
रिलीज़	atlaist
रिलीज़	atbrīvot
रिलीज़	izlaišana
रिलीज़	atbrīvošana
रिलीज़	izdala
शांति	miers
शांति	mieru
शांति	miera
वितरण	piegāde
वितरण	piegādes
वितरण	sadalījums
वितरण	sadale
वितरण	izplatība
वितरण	izplatīšanās
वितरण	sadales
वितरण	izplatīšana
आय	ienākumi
आय	ieņēmumi
आय	peļņa
आय	ienākumus
आय	ienākums
आय	ienākuma
आय	ienākumi
आय	ieņēmumi
फाइनल	galīgais
फाइनल	galīgo
फाइनल	gala
फाइनल	galīgā
टेलीविजन	televizors
टेलीविजन	televīzijas
टेलीविजन	televīzija
दैनिक	dienā
दैनिक	dienas
न्याय	tieslietas
न्याय	taisnīgums
न्याय	tiesiskums
फूल	ziedi
फूल	puķes
फूल	flowers
फूल	zieds
फूल	ziedu
कल्पना	vizualizācijas
कल्पना	kalpana
कल्पना	iztēle
प्राप्ति	iegāde
प्राप्ति	iegūšana
प्राप्ति	iegādi
प्रसार	izplatību
प्रसार	izplatīties
प्रसार	izplatīšanās
दिल	sirds
दिल	heart
दिल	sirdis
दिल	sirdīs
गाने	dziesmas
सुंदर	skaists
सुंदर	skaistas
सुंदर	skaista
सुंदर	skaisti
