planificare	planificación
tigru	tigre
tigru	tiger
tigru	do
clarinet	clarinete
clarinet	o
ritualul	ritual
ritualul	rituais
rezistent	resistentes
rezistent	resistente
distrugeri	destrución
distrugeri	destrucción
imense	inmensa
demnitate	dignidade
cumpărare	mercando
febra	febre
mândru	orgullosa
mândru	orgullosos
mândru	de
mândru	orgulloso
mândru	fachendoso
obstacole	obstáculos
doză	dose
vizitatorii	visitantes
scufundări	mergullar
oaie	ovellas
fetelor	as
fetelor	ás
fetelor	rapazas
fetelor	mozas
fetelor	nenas
warrior	guerreiro
warrior	forte
bogata	ricos
bogata	rica
bogata	rico
participări	participación
inevitabil	inevitable
inevitabil	inevitábel
rau	mala
rau	malos
rau	mal
rau	malas
rau	malo
rau	mágoa
distrugând	destrución
distrugând	destruíndo
știind	saber
știind	sabendo
știind	sabe
greva	folga
greva	ataque
greva	¡
greva	que
greva	empece
rapoartele	informes
rapoartele	sobre
mecanismele	mecanismos
organici	orgánico
calculatoarele	ordenadores
calculatoarele	computadores
conceptele	conceptos
tratamentului	tratamento
tratamentului	tratamentos
tratamentului	trato
marinar	mariñeiro
suprafata	superficie
argilă	clay
argintiu	silver
crown	coroa
fatal	fatal
integritatea	integridade
particulă	de
particulă	partículas
particulă	partícula
asculta	escoitar
asculta	escoita
asculta	escoite
verifică	cheque
verifică	comprobalo
încurajează	e
store	almacenar
store	tenda
store	almacéns
store	almacén
dinamice	dinámica
saul	saúl
convenționale	convencional
bilet	billete
bilet	boleto
bilet	para
bilet	liscar
calm	calma
calm	acouga
calm	mar
calm	calmo
calm	tranquila
calm	tranquilo
calm	calme
shop	tenda
shop	de
shop	mae
shop	choio
shop	delegados
cornul	corno
vecină	veciño
vorbitor	♪
vorbitor	falante
distribuie	compartir
distribuie	comparten
distribuie	compartimos
distribuie	a
distribuie	parte
scânteia	chispa
oglinzi	espellos
spion	espía
rută	ruta
arse	queimado
arse	queimaron
arse	queimou
arse	queimados
programarea	de
programarea	programación
scheme	de
judecători	xuíces
judecători	os
magia	maxia
magia	máxico
magia	máxica
tendințele	tendencias
wendy	wendy
inn	inn
inn	hotel
răbdare	paciencia
variație	variación
prinsă	atrapado
prinsă	colleran
rușine	mágoa
rușine	vergoña
rușine	que
informează	informar
provocare	reto
provocare	desafío
provocare	desafiar
cote	probabilidades
radicală	radical
radicală	radicais
poză	foto
poză	imaxe
poză	fotografía
poză	foto
hammer	martelo
magică	maxia
magică	máxico
magică	máxica
magică	máxicos
magică	máxico
terapia	terapia
terapia	de
draga	querido
draga	querida
tubul	tubo
cosmice	cósmico
tech	tecnolóxica
tech	tecnolóxicas
distrugătoare	destrutores
evită	evitar
adio	deica
adio	bico
adio	adeus
valurile	ondas
vocile	voces
soartă	destino
amiază	mediodía
accept	aceptar
accept	aceptalo
accept	acepto
algoritmul	algoritmo
vacanța	vacacións
norocul	sorte
barcă	barco
barcă	bote
barcă	chalana
lichidă	líquido
lichidă	líquida
ebola	ébola
instrucțiunile	instrucións
fierul	ferro
medicament	medicinas
medicament	medicina
medicament	baseada
medicament	na
medicament	médicos
medicament	menciña
medicament	fármaco
medicament	medicamento
medicament	droga
medicament	medicamentos
repararea	reparar
hidrogenul	de
hidrogenul	hidróxeno
dominant	dominante
dominant	educativa
loialitatea	lealdade
manuală	manual
protestant	protestante
mireasa	noiva
bishop	bispo
procurorul	fiscal
ruby	ruby
ficat	fígado
plăcută	agradábel
vizat	obxectivo
vitele	gando
vitele	vacas
vitele	gado
mame	nais
curba	curva
carti	tarxetas
carti	cartas
carti	naipes
carti	as
carti	ás
carti	os
carti	libros
sonny	filliño
salvată	se
salvată	salvado
salvată	a
salvată	salvou
salvată	salvei
salvată	salvaches
ceață	néboa
ceață	brétema
heat	calefacción
heat	calor
heat	o
tactica	táctica
arata	amosar
arata	espectáculo
joint	antro
folositoare	útil
folositoare	útiles
folositoare	para
mick	mick
grăbit	de
prelungită	a
blond	loira
salariu	soldo
salariu	salario
havana	habana
havana	da
dilema	dilema
eficace	efectivas
eficace	efectiva
eficace	efectivo
eficace	efectivos
eficace	eficaces
eficace	eficaz
eficace	a
dependente	dependentes
dependente	depende
frig	frío
frig	fría
frig	arrefriado
stăpâni	mestres
rezistente	resistentes
rezistente	resistente
podurile	bridges
podurile	pontes
interesată	me
interesată	interesaba
interesată	interesábame
interesată	interesados
interesată	interesado
interesată	interese
interesată	interesa
interesată	interesada
capcană	trampa
capcană	boca
depresie	depresión
depresie	posparto
depresie	a
depresie	da
programată	programada
programată	programados
sergent	sarxento
sergent	o
puzzle	crebacabezas
puzzle	puzzle
caracteristica	característica
caracteristica	a
cadavre	cadáveres
cadavre	corpos
cadavre	corpo
cadavre	os
iepure	coello
auzi	escoitar
auzi	oír
auzi	oio
centimetri	cm
fluier	asubío
fluier	asubía
felicitări	parabéns
supărat	enfadado
supărat	anoxados
supărat	anoxado
supărat	enfadada
supărat	moi
supărat	preocupada
supărat	anoxado
supărat	está
supărat	enfade
supărat	enfades
promite	promesa
promite	prometer
promite	prométolle
promite	prometo
promite	prométocho
georgiana	georgiana
magellan	magalhães
sinucidere	suicidio
sinucidere	suicidarse
viermi	vermes
chemarea	chama
chemarea	a
chemarea	por
chemarea	chamando
chemarea	chamar
spectru	espectro
laudă	gábote
laudă	teu
probabilitate	probabilidade
vise	soños
loial	leal
dutch	dutch
cuțit	coitelo
cuțit	navalla
cuțit	mackie
marga	marga
sac	bolsa
sac	bolso
sac	maletín
sac	saco
sac	saco
manipularea	manipulación
jenkins	jenkins
oilor	ovellas
sensibile	sensibles
sensibile	sensible
calcule	cálculos
binecuvântarea	bendición
binecuvântarea	beizón
porci	porcos
porci	os
taste	chaves
taste	as
pulbere	tocador
ideală	ideal
ideală	ideais
barbă	barba
barbă	home
șofer	condutor
șofer	de
șofer	o
șofer	permiso
eficiență	eficiencia
eficiență	eficacia
pacientul	paciente
pacientul	doente
pacientul	pacientes
iranul	irán
musculare	muscular
musculare	músculo
mutare	mover
mutare	moverse
mutare	a
rfg	gfr
speră	esperanza
speră	esperanzas
trist	triste
trist	tristes
temporare	temporal
împrejurări	circunstancias
pensionare	xubilación
inamicii	inimigos
arsă	queimado
arsă	queimaron
arsă	queimou
arsă	queimados
monstru	monstro
testarea	probas
testarea	probando
tranziția	transición
bombardat	bombardearon
kingston	kingston
fashion	moda
fashion	a
shopping	compras
shopping	mercar
jurat	xurou
jurat	cargo
jurat	o
pianul	piano
epidemie	brote
epidemie	epidemia
juriu	xurado
prezentul	presentar
prezentul	actual
prezentul	presente
prezentul	presentes
prezentul	agasallo
familiar	familiar
familiar	familiarizados
familiar	familiares
familiar	coñeces
hituri	golpea
hituri	a
hituri	toca
tabelele	mesas
abilitate	habilidade
abilitate	capacidade
abilitate	habilidade
criticile	críticas
criticile	crítica
rezistă	resistir
rezistă	resista
rezistă	os
grămadă	pila
grămadă	feixe
grămadă	rochas
grămadă	de
grămadă	da
degetele	os
degetele	dedos
rebeliune	rebelión
rebeliune	rebeldes
admisă	mañá
nottingham	nottingham
aplicația	aplicación
initial	orixinalmente
datoriile	débedas
reflecta	reflicten
reflecta	reflictan
gunoi	lixo
gunoi	lixo
gunoi	do
sapiens	sapiens
incendii	lumes
ceasuri	ve
ceasuri	reloxos
ceasuri	mira
etichetă	etiqueta
distinsă	distinguido
distinsă	distinguidos
inutilă	inútiles
inutilă	inútil
mască	máscara
deșeuri	lixo
deșeuri	residuos
deșeuri	perda
deșeuri	perder
deșeuri	tempo
urechea	oído
urechea	ouvido
urechea	orella
pass	pasar
pass	pase
creste	crecen
creste	medrar
creste	medran
creste	cultivar
creste	crecer
creste	medra
vulnerabilă	vulnerables
vulnerabilă	vulnerable
prețurile	prezos
prețurile	os
recompensă	recompensa
comite	suicidarse
depozitare	almacenamento
depozitare	consigna
sugar	azucre
regulată	regularmente
regulată	normal
regulată	típica
regulată	de
regulată	taxis
regulată	regular
discutii	debates
discutii	discusións
discutii	discusión
candidate	candidatos
sănătos	san
sănătos	saúde
sănătos	sans
sănătos	saudable
recomand	aconsellan
recomand	que
buzunar	peto
buzunar	petos
răspunsurile	respostas
răspunsurile	as
răspunsurile	respostas
răspunsurile	repostas
arunce	vertedoiro
angajații	empregados
angajații	os
posta	correo
posta	envía
posta	envíe
furios	enfadado
furios	anoxados
furios	anoxado
furios	enfadada
niciodata	non
niciodata	nunca
modelarea	a
modelarea	modelando
capturate	capturado
capturate	capturados
capturate	prisioneiro
lactate	leitería
răpirea	secuestro
catolicii	católicos
armonia	harmonía
financial	financeira
candy	candy
emoțional	emocional
emoțional	emocionais
emoțional	emotivo
emoțional	sentimentais
emoțional	emocionalmente
complexitatea	complexidade
ochelari	lentes
ochelari	gafas
ochelari	vasos
ochelari	as
sena	sena
confirmate	confirmado
columbus	columbus
rivale	rivais
mentală	mentais
mentală	mental
martorii	testemuñas
formulare	de
formulare	formas
formulare	forma
formulare	documentos
suna	chamada
suna	chamamos
suna	chamar
aprobare	aprobación
laptele	leite
masele	masas
monitor	monitor
curățenie	limpando
curățenie	a
curățenie	limpeza
curățenie	da
sclav	de
sclav	escravos
sclav	escrava
secretele	os
secretele	segredos
secretele	poden
secretele	adoptar
gigant	un
gigant	xigantes
gigant	xigante
adevarat	verdade
adevarat	certo
autentice	auténtica
autentice	é
barieră	barreira
petreceri	dos
petreceri	festas
petreceri	partidos
strong	forte
strong	fortes
hotărâri	xuízos
războinici	guerreiros
avocați	avogados
cafeneaua	café
cafeneaua	cafetaría
investiție	investimento
mândrie	orgullo
mândrie	orgulloso
prelungire	extensión
prelungire	estensión
atribut	atributo
bărci	barcos
teroare	terror
cliff	cliff
încuraja	e
cutii	caixas
cutii	palcos
cercetătorilor	investigadores
staff	persoal
staff	bastón
staff	de
staff	plantilla
pălăria	sombreiro
pălăria	o
pălăria	chapeu
pălăria	sombreiriño
jurnalistă	xornalista
sângeroase	maldito
sângeroase	idiota
sângeroase	malditos
mercy	misericordia
mercy	piedade
mercy	misericordioso
satan	satanás
satan	satán
colonială	colonial
spaniola	español
spaniola	española
bonnie	coelliño
bonnie	encol
bonnie	bonnie
shirley	shirley
amiaza	mediodía
ieftine	barato
băncile	bancos
confiscat	de
jenny	jenny
incapabil	non
incapabil	incapaces
fabricile	fábricas
divinitate	divino
solidaritatea	a
solidaritatea	solidariedade
încoronare	da
încoronare	coroación
bazine	piscinas
dawson	dawson
sfarsit	fin
sfarsit	final
freddie	freddie
africani	africanos
africani	costa
africani	áfrica
africani	africana
africani	africanos
africani	africano
progrese	progreso
progrese	proceso
progrese	progresos
progrese	segue
dragă	cariño
dragă	rula
dragă	meu
dragă	ben
dragă	querido
dragă	querida
canyon	canón
prototipul	prototipo
camion	camión
creatură	criatura
estimate	estimouse
cita	cita
cita	citar
internetul	internet
pope	papa
dezbaterea	debate
bariera	barreira
sacrificiu	sacrificio
sacrificiu	sacrificar
sacrificiu	zugue
sacrificiu	o
confuzia	confusión
clasici	clásicos
conectează	conectarnos
algoritm	algoritmo
explorează	explorar
dreptatea	justice
dreptatea	xustiza
dreptatea	a
dreptatea	xuíza
dreptatea	da
dreptatea	aos
dreptatea	con
cotitură	a
cotitură	xirando
vehiculul	vehículo
nativă	nativo
nativă	onde
nativă	terra
uniuni	sindicatos
cumberland	cumberland
oile	ovellas
clientul	cliente
clientul	cliente
shot	disparou
ecrane	pantallas
furie	ira
furie	rabia
furie	odio
lira	libra
doris	doris
pista	pista
pista	track
pista	camiño
pista	rastro
pista	cambios
pista	hipódromo
reabilitarea	rehabilitación
sparge	romper
sparge	o
numire	cita
oportunitatea	oportunidade
oportunitatea	de
oportunitatea	oportunidades
oportunitatea	a
umorul	humor
proporția	proporción
proporția	porcentaxe
fantoma	pantasma
fantoma	espírito
fantoma	membro
fantoma	pantasma
fantoma	carreta
camioane	camións
groaznic	horrible
groaznic	horríbel
groaznic	terrible
groaznic	horrible
groaznic	horríbel
groaznic	terríbel
generarea	xeración
generarea	da
poluarea	contaminación
știam	sabía
știam	que
știam	sabían
știam	o
captura	coller
captura	pescar
captura	a
captura	capturar
logodna	compromiso
curată	limpa
curată	limpo
curată	limpar
tricou	camisa
tricou	camiseta
redarea	xogando
redarea	xogar
redarea	tocando
redarea	tocar
destiny	destino
destiny	o
confesiuni	confesións
pacient	paciente
pacient	doente
pacient	pacientes
yokohama	yokohama
podea	chan
podea	piso
podea	andar
asiatică	asiática
asiatică	asiático
asiatică	asiáticos
realistă	realista
realistă	realistas
nuclee	núcleos
respectate	respectado
directori	directores
investigație	investigación
pulitzer	premio
pulitzer	pulitzer
divers	diverso
civililor	civís
civililor	xente
adopta	adopte
cinstit	honestos
cinstit	sinceros
cinstit	dicir
cinstit	verdade
cinstit	sincero
cinstit	honesto
cinstit	de
cinstit	honrado
rusa	rusa
rusa	ruso
dictatura	ditadura
mireasă	noiva
sexy	sexy
oprire	parada
furtuna	treboada
autostradă	estrada
ceaiul	té
ceaiul	tomar
ceaiul	de
ceaiul	te
root	orixe
root	raíz
gândurile	pensamentos
gândurile	pensamento
gândurile	que
lucrători	traballadores
lucrători	os
lucrători	obreiros
neagă	negar
neagă	rexeitada
farmer	granxeiro
rhodes	rhodes
cuptor	cociniña
cuptor	forno
înfruntat	fronte
pasă	pasar
pasă	pase
luminos	e
luminos	brillantes
luminos	brillante
plain	chaira
plain	costa
plain	plano
plain	claro
plain	tenra
încărcătură	carga
încărcătură	cargamento
spiritualitate	espiritualidade
instruit	adestrados
instruit	para
instruit	adestrada
instruit	adestrado
solidaritate	a
solidaritate	solidariedade
usor	sinxelo
usor	fácil
usor	doado
usor	calma
usor	acouguen
citez	cita
citez	citar
combinația	combinación
combinația	de
sid	sid
acute	aguda
încărcată	cargada
competențe	habilidades
competențe	poderes
peliculă	película
peliculă	filme
socializare	social
socializare	sociais
permițându	que
tragică	tráxico
tragică	tráxica
discriminarea	discriminación
urât	fea
urât	feo
ambasadei	embaixada
desenat	afogado
sinuciderea	suicidio
sinuciderea	suicidarse
conductor	director
hiroshima	hiroshima
rasiale	racial
rasiale	raciais
invitație	convídovos
invitație	a
leopard	leopardo
veterinar	veterinario
uniforme	uniforme
alea	eses
alea	esas
alea	os
orga	órgano
pahar	vaso
pahar	vidro
pahar	cristal
pahar	de
pahar	copa
biologia	bioloxía
job	traballo
mediterana	mediterráneo
pâinea	pan
pâinea	cartos
acasa	fogar
acasa	casa
acasa	á
acasa	na
băut	auga
băut	café
băut	bebendo
băut	beber
băut	bebía
penny	a
penny	penique
penny	penny
palestinieni	palestinos
manipulare	manipulación
mâncat	comemos
mâncat	comín
mâncat	comeu
mâncat	comiches
mâncat	hoxe
mâncat	comín
peugeot	peugeot
confuzii	confusión
conturile	contas
plânge	prantos
plânge	chora
plânge	os
plânge	chorar
plânge	chores
plânge	choro
plânge	berra
refuza	non
refuza	se
diabet	diabetes
sclavia	escravitude
stomac	estómago
stomac	o
sclavii	escravos
comment	comentar
comment	comentario
preparat	preparada
preparat	listo
preparat	preparado
bernstein	bernstein
barton	barton
poluare	contaminación
trunchi	maleteiro
taxă	impostos
noroi	lama
pașii	pasos
analizând	analizar
analizând	analizando
jungle	selva
tabla	encerado
clan	clan
clan	do
clan	dos
clan	clans
vino	ven
vino	vamos
vino	veña
stâlp	polo
stâlp	poste
stejarul	oak
stejarul	carballo
lentile	lentes
lentile	lente
lentile	lentes
ciocanul	martelo
umaniste	humanidades
garrett	garrett
veterani	veteranos
praful	po
praful	pó
praful	das
sigiliul	foca
sigiliul	selo
plymouth	plymouth
interesate	me
interesate	interesaba
interesate	interesábame
interesate	interesados
interesate	interesado
interesate	interese
interesate	interesa
interesate	interesada
elefant	elefante
dragi	querido
dragi	querida
dietă	dieta
înarmat	armados
înarmat	armado
înarmat	armada
înarmat	armadas
interveni	intervir
riscuri	riscos
riscuri	riscos
riscuri	risco
riscuri	perigo
riscuri	en
riscuri	arriscar
jumatate	media
jumatate	metade
jumatate	medio
jumatate	a
depozitul	almacén
judecătorii	xuíces
judecătorii	os
convenit	en
convenit	acordo
prinderea	collendo
ieftin	barato
taxa	impostos
cowboy	vaqueiro
cowboy	de
minunat	marabillosas
minunat	marabilloso
minunat	marabillosa
marianne	marianne
marianne	marianka
suporteri	ventiladores
nasul	nariz
nasul	o
nasul	no
angaja	contratar
programate	programada
programate	programados
igienă	hixiene
varsta	anos
varsta	idade
pedepsit	castigada
pedepsit	castigado
emoții	emocións
salariul	soldo
salariul	salario
polară	polar
polară	polares
schemă	de
barrett	barrett
barrett	barret
achiziția	adquisición
rasială	racial
rasială	raciais
optzeci	aquí
hotărârile	xuízos
rockefeller	rockefeller
disperată	desesperado
disperată	e
vitală	vital
mărturia	testemuña
suspect	sospeitosos
suspect	sospeitoso
button	botón
moleculă	molécula
moleculă	molecular
urmărită	seguido
urmărită	o
urmărită	seguiron
urmărită	seguín
urmărită	miraba
urmărită	ollos
urmărită	puña
urmărită	mirei
vapor	barco
vapor	barco
vapor	bote
vapor	chalana
compară	comparar
compară	comparamos
ego	ego
conversație	conversación
conversație	conversa
conversație	sobre
oferte	ofréceme
păcatele	pecados
păcatele	agarimosa
păcatele	pecado
smart	intelixente
smart	intelixentes
smart	listos
smart	moi
smart	listo
costumele	vestiario
costumele	disfraces
prefer	preferimos
prefer	prefire
prefer	gusto
prefer	dos
prefer	prefiro
prefer	prefires
suferi	sufrir
noble	nobre
pompă	surtidor
duty	deber
duty	obriga
duty	de
duty	servizo
duty	co
soc	choque
soc	de
soc	asalto
soc	conmoción
soc	electrochoques
epidemii	epidemia
observare	observación
shore	costa
biciclete	bicicleta
biciclete	en
biciclete	moto
biciclete	bici
oaspete	convidado
oaspete	invitado
tulburare	trastorno
tulburare	desorde
carpenter	carpinteiro
speriat	medo
speriat	asustada
speriat	asustados
trandafiri	rosas
northwest	noroeste
funcționarii	funcionarios
homosexual	homosexuais
homosexual	homosexual
decisive	decisivo
brută	cru
brută	groseiro
piste	leads
piste	leva
piste	lévame
călătoresc	viaxando
relevantă	relevante
relevantă	relevantes
zoo	ángeles
zoo	zoolóxico
zoo	zoo
garanta	garantía
garanta	garantir
wing	nunha
wing	á
nathaniel	nathaniel
vorbirea	charla
vorbirea	discurso
vorbirea	expresión
vorbirea	fala
incredibil	incrible
incredibil	incribles
incredibil	incríbel
incredibil	incríbel
incredibil	incrible
aviz	opinión
aviz	que
aviz	a
aviz	na
iubitor	agarimosa
consuma	consumir
consuma	consumimos
desenată	afogado
simfonie	sinfonía
luare	facer
luare	a
luare	de
luare	facendo
eroic	heroicos
plămâni	pulmóns
moleculele	moléculas
monstrul	monstro
catedrale	catedrais
dong	dong
prosperitate	prosperidade
rezidenți	residentes
cauzând	causaron
cauzând	provocando
înțelepciune	a
înțelepciune	sensatez
înțelepciune	sabiduría
înțelepciune	sabedoría
minoritatea	minoría
clyde	clyde
buletin	de
buletin	identidade
bile	pelotas
bile	collóns
bile	ovos
bile	as
prevenire	prevención
divide	dividen
membrelor	fuga
ambasadă	embaixada
radicali	radicais
linkul	enlace
raportează	informe
raportează	informar
incapacitatea	incapacidade
burta	estómago
burta	ventre
burta	barriga
computere	ordenadores
computere	computadores
raidul	redadas
incredere	confianza
incredere	en
incredere	confianza
incredere	confiar
incredere	confío
mediteranean	mediterráneo
brutal	brutal
invizibil	invisibles
invizibil	invisible
politicienii	políticos
purtarea	vestidos
purtarea	con
purtarea	pantalóns
purtarea	levas
furate	roubado
furate	datos
furate	roubada
enorme	enorme
enorme	enormes
melody	melodía
pensii	pensións
pensii	pensión
patriot	patriota
îngrijorat	preocupa
îngrijorat	preocupados
îngrijorat	como
îngrijorat	preocupado
îngrijorat	por
îngrijorat	medo
îngrijorat	preocupada
piramidă	pirámide
primitivă	primitivos
primitivă	primitiva
primitivă	primitivo
grevă	folga
grevă	ataque
grevă	¡
grevă	que
grevă	empece
travis	travis
gropi	buratos
gropi	buracos
gurii	boca
rebelilor	rebeldes
cassius	cassius
bombardamente	bombardeo
bombardamente	do
bombardamente	bombardeos
bombardamente	o
antrenată	adestrados
antrenată	para
antrenată	adestrada
antrenată	adestrado
unchi	tío
unchi	tonton
unchi	tíos
criminali	asasinos
criminali	delincuentes
criminali	criminais
criminali	asasinos
telespectatori	espectadores
telespectatori	audiencia
îngerii	os
îngerii	anxos
îngerii	inferno
precizia	precisión
proaspete	fresco
proaspete	fresca
proaspete	frescos
proaspete	descarado
proaspete	descarados
proaspete	frescas
proaspete	cambiar
topor	machada
indiciu	pista
indiciu	idea
răsturnarea	derrocar
răsturnarea	derrubar
aurit	de
aurit	ouro
bart	bart
palm	palma
palm	da
palm	palm
perfecte	perfecto
perfecte	perfecta
perfecte	perfectos
croazieră	levádeme
tactici	táctica
ceapă	cebola
strike	folga
strike	ataque
strike	¡
strike	que
strike	empece
tehnologiile	tecnoloxías
corali	corais
corali	de
corali	coral
thunder	canóns
thunder	trono
thunder	os
thunder	tronos
covoare	alfombras
bright	e
bright	brillantes
bright	brillante
graves	foxas
graves	comúns
graves	tumbas
pike	pike
astronaut	astronauta
determinare	determinación
arestată	arrestados
arestată	arrestaron
arestată	deteñan
arestată	o
doza	dose
brevet	patentes
brevet	patente
brevet	patentar
brevet	zapatos
existenta	existencia
existenta	vida
aruncată	toneladas
habitatul	do
habitatul	hábitat
medaliile	medallas
sfere	esferas
decade	décadas
misterioase	misterioso
bovine	gando
bovine	vacas
bovine	gado
pieptul	peito
dobândite	adquirían
consumatorilor	consumidores
angajament	compromiso
angajament	compromiso
angajament	mecanismo
angajament	de
angajament	mecanismos
angajament	cos
willie	willie
curajos	valentes
curajos	valente
sărăciei	pobreza
sărăciei	a
dinozauri	dinosauros
dinozauri	os
dickinson	dickinson
primitiv	primitivos
primitiv	primitiva
primitiv	primitivo
pămînt	terra
pămînt	mundo
pămînt	da
pămînt	earth
surprinsă	abraiado
surprinsă	sorprendidos
surprinsă	sorprendeuse
surprinsă	sorprendeume
surprinsă	sorprende
surprinsă	sorprendido
cinematografia	fotografía
recompensat	recompensado
impozit	impostos
atașate	pegados
intrebare	pregunta
intrebare	cuestión
fugi	correr
fugi	corre
crud	materia
crud	materias
crud	cruel
plătește	paga
creez	crear
creez	creando
nervi	nervios
nervi	os
stocate	almacénanse
stocate	almacenados
mânăstire	mosteiro
mânăstire	convento
evadare	fuxida
evadare	escapar
evadare	da
evadare	fugarse
evadare	fuxir
evadare	fuga
indicatori	indicadores
seră	invernadoiro
împinge	presionar
resort	recorren
resort	recorrer
lucrari	funciona
lucrari	traballa
enormă	enorme
enormă	enormes
tortură	tortura
topirea	fusión
topirea	derreter
analogie	analoxía
autorizată	posúe
autorizată	estabelecido
colina	outeiro
colina	hill
colina	outeiros
colina	924
nevoi	precisa
nevoi	ten
nevoi	necesita
nevoi	necesidades
chin	queixo
minge	bola
minge	bóla
minge	pelota
minge	balón
armură	armadura
armură	armadura
glas	voz
glas	a
pantofi	zapatos
pantofi	os
pantofi	botas
pantofi	tenis
presedinte	presidente
presedinte	vicepresidente
presedinte	o
corabie	barco
semnalele	sinais
iacov	xacob
iacov	james
posibila	posible
posibila	sexa
posibila	posíbel
sunset	solpor
plătită	pagar
plătită	pagou
rachetele	mísiles
rachetele	foguetes
rachetele	pasaron
bolnavă	enfermo
bolnavă	enfermos
bolnavă	enferma
sonia	sonia
suverane	soberanas
suverane	soberana
extrema	extremas
realiste	realista
realiste	realistas
gemene	xemelgos
presupunând	asumindo
buton	botón
verificate	a
vânează	cazar
stiinta	ciencia
stiinta	a
stiinta	ciencias
stiinta	científica
stiinta	cencia
strălucire	fluorescente
parada	procesión
castiga	gañar
administra	se
administra	facelo
înghețat	xeado
demonstrată	a
demonstrată	demostrou
certificatul	certificado
certificatul	partida
certificatul	de
certificatul	nacemento
coline	outeiros
vânat	perseguidos
garanție	garantía
garanție	garantir
curiozitate	curiosidade
particula	de
particula	partículas
particula	partícula
anotimpuri	estacións
triumful	triunfo
agricultori	labregos
agricultori	agricultores
irlandezi	irlandés
irlandezi	irlandeses
irlandezi	irlandesa
moralul	moral
kenny	kenny
loturi	moita
loturi	moreas
loturi	moitas
loturi	moito
loturi	moitos
jill	jill
romantism	romance
rezervoare	tanques
miracol	milagre
pub	bar
vesel	moi
concurează	competir
atribute	atributos
vietnamul	vietnam
măr	mazá
măr	apple
măr	asadas
măr	mazás
