மற்றும்	và
ஆயர்	ayer
மாநிலங்கள்	kỳ
மனிதர்	human
ராணி	hậu
ராணி	rani
உரையாடல்	thoại
உரையாடல்	thoại
வீடுகள்	nhà
வீடுகள்	nhà
வீடுகள்	villas
திரை	bày
சுற்றியுள்ள	quây
நடனம்	điệu
நடனம்	múa
கிளை	cây
கிளை	cành
கிளை	nhánh
அகராதி	lexicon
அகராதி	điển
கண்ணாடி	cốc
கண்ணாடி	kính
கண்ணாடி	ly
கண்ணாடி	gương
கண்ணாடி	mirror
கண்ணாடி	kính
குறியீடுகள்	codes
குறியீடுகள்	mã
குறியீடுகள்	thẻ
குறியீடுகள்	tags
செயல்திறன்	suất
மேற்கோள்	quote
தல	thala
பூக்கும்	blooming
தொகுத்து	hosting
பிள்ளையார்	pillai
பூமியின்	đất
வாயில்	gate
வாயில்	cổng
குறை	congenital
குறை	giảm
குறை	giảm
மரணம்	chết
பெருங்கடல்	biển
மாநிலங்களில்	kỳ
செயல்பாடு	hàm
செயல்பாடு	thao
ஆந்திர	andhra
கார்	car
கார்	xe
தாய்லாந்து	thailand
விளக்கும்	đèn
பக்தி	bhakti
உலோக	co
பெறுகிறது	nhận
ஊடாக	qua
இப்பொழுது	giờ
இப்பொழுது	ngay
சீ	chi
சீ	cee
காஞ்சி	kanchi
கோப்பு	tệp
கோப்பு	tệp
கோப்பு	file
ராவ்	rao
சட்டங்கள்	khung
சட்டங்கள்	luật
குண்டு	bomb
குண்டு	bom
கோவிலில்	đền
கோவிலில்	chùa
வால்	đuôi
வால்	ver
வால்	val
மின்சார	điện
மின்சார	điện
மலைகள்	núi
நிற்கும்	đứng
நிற்கும்	đứng
புத்தர்	phật
நரம்பு	kìm
பாதிக்கப்பட்ட	nhiễm
பை	túi
பை	bag
பை	pose
பை	bye
அடிகள்	bước
பாறை	reef
பாறை	đá
பாறை	rock
அடைந்தது	đa
வேண்டாம்	dont
விவரம்	tả
உள்ளடக்கியது	chứa
தாமஸ்	thomas
பிட்	bit
பிட்	cắn
தலைப்பு	tựa
தலைப்பு	caption
புலி	tiger
புலி	cọp
புலி	hổ
வசித்து	kiêng
ஏழாம்	seventh
சிறை	tù
சிறை	giam
சிறை	tù
கிங்	king
கிங்	guy
கிங்	vua
வரிகள்	hàng
வரிகள்	lines
வரிகள்	dòng
வரிகள்	thuế
வளம்	fertility
ஒருங்கிணைந்த	integrated
எருசலேம்	jerusalem
பார்	xem
பார்	bar
பார்	xem
பார்	nhìn
பெங்களூர்	bangalore
துறைமுகம்	cảng
துறைமுகம்	cảng
துறைமுகம்	cổng
துறைமுகம்	port
வணக்கம்	alo
வணக்கம்	hello
தினம்	ngày
தினம்	day
தவிர்க்க	chừa
தவிர்க்க	hoãn
இடைவெளி	break
இடைவெளி	phá
மருத்துவமனை	viện
மருத்துவமனை	xá
மருத்துவமனை	clinic
தருகிறது	kaoru
அடக்கம்	táng
வசிக்கும்	sống
வசிக்கும்	living
நிலைகள்	kỳ
நிலைகள்	cấp
இயங்குகிறது	chạy
காடுகள்	rừng
காடுகள்	rừng
ஸ்டார்	star
திருகோணமலை	trincomalee
இராணுவம்	quân
இராணுவம்	army
இரவில்	overnight
இரவில்	đêm
உருவம்	nh
உருவம்	hình
உருவம்	ảnh
பட்டு	lụa
வங்கிகள்	banks
பாணி	style
பறக்கும்	flying
பறக்கும்	bay
திருமால்	vishnu
தெளிவான	xoã
ஆல்பம்	album
அன்பு	love
அன்பு	yêu
வலையமைப்பு	mạng
நீலகிரி	nilgiris
பழனி	palani
முகம்	face
முகம்	mặt
மின்சாரம்	điện
பருவத்தில்	mùa
பருவத்தில்	season
குளம்	ao
அமெரிக்கன்	american
அமெரிக்கன்	mỹ
பத்திரிகை	nhấn
பத்திரிகை	bào
பத்திரிகை	ấn
பத்திரிகை	bấm
பரிசுகள்	quà
பரிசுகள்	cải
காப்புரிமை	patent
பாதையில்	chi
குடும்பங்கள்	gia
கொரிய	hàn
சிந்து	indus
சிந்து	sindhu
அறக்கட்டளை	quỹ
அறக்கட்டளை	foundation
அறக்கட்டளை	nọc
விளக்கு	châm
விளக்கு	đèn
விளக்கு	nhạt
விளக்கு	lamp
விளக்கு	đèn
விளக்கு	đèn
ஜோன்	joan
ஜோன்	joon
ஜோன்	jon
விரும்பும்	muon
விரும்பும்	muốn
கிராம்	gam
கிராம்	gram
கிராம்	grams
காவல்துறை	cảnh
கேட்டு	nghe
காஷ்மீர்	kashmir
ரிச்சர்ட்	richard
பனி	haze
பனி	tuyết
பனி	snow
பனி	băng
பனி	đá
பனி	is
ஜப்பானிய	nhật
தானியங்கி	auto
தானியங்கி	robot
தானியங்கி	động
தானியங்கி	tự
ஆடி	audi
ஆட்டத்தில்	game
ஆட்டத்தில்	chơi
கோடு	line
கோடு	dòng
இலக்கு	đích
இலக்கு	tiêu
இலக்கு	đo
இலக்கு	đo
ஆளுநர்	đốc
கொடுக்க	đưa
கொடுக்க	tặng
கொடுக்க	cho
சகோதரர்	huynh
எக்ஸ்பிரஸ்	express
இருவர்	hai
இருவர்	two
கோவா	goa
ஒன்றிய	union
ஒன்றிய	hợp
ஆப்பிரிக்கா	phi
விசாரணை	inquiry
இயந்திரம்	máy
இயந்திரம்	tơ
பிற்பகுதியில்	sau
மெல்லிய	mỏng
மெல்லிய	gầy
மெல்லிய	thin
கன்னடம்	kannada
கொடுத்தார்	tặng
இளைய	út
இளைய	younger
எலும்பு	xương
எலும்பு	bone
கடிதம்	chữ
கடிதம்	thư
நினைக்கிறேன்	nghĩ
உன்	của
வங்காளம்	bengal
கிலோமீட்டர்கள்	km
ஏற்றுமதி	xuất
அந்தமான்	andaman
குறிப்பிட்டுள்ளார்	liễu
கிரிக்கெட்	dế
கிரிக்கெட்	cricket
கிரிக்கெட்	dế
இந்தியர்	indians
மீன்கள்	cá
அலைகள்	sóng
என்கிறார்	nói
வட்ட	hiệp
வட்ட	vòng
திமுக	dmk
புனே	pune
மலர்கள்	hoa
பயிர்	crop
பயிர்	cắt
பயிர்	xén
சொல்லி	nói
சொல்லி	tràng
வலிமை	mạnh
வலிமை	strong
மீனாட்சி	meenakshi
பார்க்	viên
பார்க்	park
தங்கம்	vàng
தங்கம்	gold
ராம்	ram
ஜம்மு	jammu
கோள்	tinh
இதற்காக	cho
அதிகப்படியான	thụ
தொகுப்புகள்	gói
முனை	mép
முனை	edge
முனை	rìa
முனை	cạnh
இவர்களுக்கு	them
இவர்களுக்கு	cói
இவர்களுக்கு	chúng
இவர்களுக்கு	họ
வீதி	phố
வீதி	street
தேவாலயம்	thờ
பயன்படுத்திய	phơi
புத்தகங்கள்	sách
மார்ட்டின்	martin
மலாக்கா	malacca
மலாக்கா	melaka
பிரதி	trùng
அயர்லாந்து	ireland
புறம்	bên
புறம்	phe
புறம்	trang
பாரிஸ்	paris
இயல்பான	organic
இயல்பான	chuẩn
இயல்பான	thường
அப்பொழுது	rồi
அளவுகள்	chiều
அளவுகள்	cỡ
அளவுகள்	thước
கருத்துகள்	comments
அழுத்த	nhấn
அழுத்த	bào
அழுத்த	ấn
அழுத்த	bấm
ஆடை	váy
ஆடை	áo
டீ	trà
டீ	tea
டீ	dee
லட்சுமி	lakshmi
பீ	ong
பீ	bee
குறி	mác
குறி	mark
குறி	vẽ
மேடை	stage
சாம்பல்	gray
சாம்பல்	xám
சாம்பல்	xám
மலாய்	malay
கன்னட	kannada
கலப்பு	võ
கலப்பு	mix
கலப்பு	trộn
ரா	raw
ரா	thô
வருடங்கள்	chèo
வருடங்கள்	năm
விக்டோரியா	victoria
பொட்டாசியம்	kali
ஏனென்றால்	vì
தோட்டம்	vườn
தோட்டம்	garden
இலவச	free
இலவச	rảnh
ஞானம்	wisdom
தோழி	bạn
தோழி	hiền
வாய்	miệng
வாய்	mồm
வாய்	wai
அழகு	đẹp
அழகு	ngoan
அழகு	cute
அழகு	thương
அழகு	xinh
ஆப்பிள்	táo
ஆப்பிள்	apple
விஷ்ணு	vishnu
விலகி	xa
விலகி	phí
பெட்டி	hộp
பெட்டி	box
பெட்டி	bốc
டாம்	tom
தொடர்ச்சி	chuỗi
பில்	bill
வியட்நாம்	việt
வியட்நாம்	vietnam
மொபைல்	mobile
மொபைல்	mobil
தாவரம்	gieo
தாவரம்	trồng
தாவரம்	cấy
பின்னணி	nền
பின்னணி	background
பாரிய	massive
வெ	fri
கற்பனை	fantasy
பூக்கள்	hoa
ஒவ்வொன்றும்	mỗi
சுந்தர்	sundar
வளர்ப்பு	foster
தொடர்கள்	series
தொடர்கள்	chuỗi
தொடர்கள்	strings
இனி	muốn
இனி	nưa
மது	rượu
மது	rượu
மது	cồn
மது	rượu
மது	vang
குறிப்பிடப்பட்டுள்ளது	chất
எட்டாம்	viii
கனடிய	canadian
கேரளா	kerala
நாசி	nazi
சொல்ல	nói
சொல்ல	tràng
ஆதிக்கம்	dominance
விரைவுவண்டி	express
இஸ்லாம்	islam
தவறு	sai
தவறு	giả
தவறு	sai
தவறு	lỗi
தவறு	nhầm
வாரம்	tuần
யார்க்	york
பொருந்தும்	khớp
பாடி	thân
பாடி	body
செருமானிய	germanic
திசை	hướng
ரே	ray
நலம்	chà
நலம்	ừm
நலம்	khỏe
நலம்	ổn
நலம்	khỏe
ஊடகங்கள்	media
உணவுகள்	foods
உடனே	ngay
உடனே	asap
மன்னார்	mannar
இழப்பு	mát
இழப்பு	giải
இல்லம்	ốc
இல்லம்	nhà
வலுவான	mạnh
வலுவான	strong
மான்	hươu
பெண்களுக்கு	girls
பெண்களுக்கு	gái
ஆனந்த	ananda
பரிசோதனை	test
பரிசோதனை	thử
வளாகம்	complex
வளாகம்	trượng
எழுதப்பட்டது	táng
பிரச்சினை	đề
சேர்	add
சேர்	thêm
முத்து	pearl
முத்து	trân
மகாத்மா	mahatma
வார்த்தை	lời
வார்த்தை	từ
இளங்கலை	bachelor
மேம்பட்ட	thiệp
கடினமான	cứng
கடினமான	khó
கடினமான	khổ
கடினமான	đắng
கடினமான	mẫn
குளிர்	lạnh
இன்னமும்	côn
இன்னமும்	vẫn
தளங்கள்	miền
தளங்கள்	sites
சுவர்	wall
சுவர்	tường
பீகார்	bihar
எதிர்கால	lai
வேத	vedic
வேத	veda
அழைக்கப்பட்ட	goi
சபா	sabah
சபா	saba
அதிகபட்ச	đa
அதிகபட்ச	max
பிழை	sai
பிழை	lỗi
தயாரிக்கும்	making
ராய்	roy
விரைவு	mau
விரைவு	nhanh
யூனியன்	union
யூனியன்	hợp
அமினோ	amino
எடுக்கும்	taking
இந்தியர்கள்	indians
டிஜிட்டல்	digital
கல்லீரல்	gan
கல்லீரல்	chay
சிட்னி	sydney
திருவனந்தபுரம்	trivandrum
திருவனந்தபுரம்	thiruvananthapuram
ஈரான்	iran
துப்பாக்கி	súng
அரிசி	gạo
அரிசி	cơm
பஞ்சாயத்து	panchayat
காசி	khasi
காசி	kashi
டெல்லி	delhi
தனித்த	isolated
பதினாறாம்	xvi
பதினாறாம்	xvii
பெண்ணின்	girl
பெண்ணின்	gái
பெண்ணின்	nữ
வளர்ச்சிக்கு	gai
குளோரைடு	clorua
நல்லூர்	nallur
டான்	dan
டான்	don
பணியை	nghề
பணியை	việc
மனிதனின்	người
மனிதனின்	man
அழைப்பு	gọi
அழைப்பு	call
அழைப்பு	cẩm
ஆதாரம்	nguồn
ராயல்	royal
அடியில்	dưới
அடியில்	under
கட்டணம்	fee
கட்டணம்	phí
கட்டணம்	price
கட்டணம்	giá
கட்டணம்	sạc
நதி	nadi
நதி	sông
நண்பர்கள்	bè
பார்வதி	parvati
போய்	boi
போய்	bồi
நட்சத்திரம்	star
வீ	wii
வீ	wee
விளையாடும்	thấm
விளையாடும்	chơi
விளையாடும்	divx
வேளாண்	agro
பள்ளத்தாக்கு	lũng
பிலிம்பேர்	filmfare
டவுன்	phố
டவுன்	down
டவுன்	xuống
இருக்கும்போது	khi
வழக்கறிஞர்	advocate
கோணம்	góc
சிந்தனை	nghĩ
சிந்தனை	nghĩ
சிந்தனை	tưởng
கூட்டத்தில்	họp
டன்	tấn
டன்	tấn
டன்	ton
டன்	tấn
டை	đính
டை	nơ
நாட்டார்	vernacular
நம்பி	tin
துருக்கி	turkish
இரத்தம்	máu
இரத்தம்	huyết
விண்கலம்	spacecraft
சுழல்	spin
சுழல்	quay
சுழல்	spiral
பத்ம	padma
தாமரை	lotus
ரஷ்ய	nga
கிருஷ்ண	krishna
வாகனம்	xe
அருவி	thác
அருவி	ngã
அருவி	falls
அருவி	thác
அருவி	rơi
அருவி	sút
மேயர்	mayer
மேயர்	meyer
ரெட்டி	reddy
முடி	tóc
முடி	end
முடி	kết
பாம்பு	rắn
அறிவிப்பு	chuông
அறிவிப்பு	quận
விருப்பம்	như
விருப்பம்	thích
விருப்பம்	like
நாளை	mai
வைட்டமின்	vitamin
பைரவர்	bhairava
மூளை	óc
மூளை	não
மூளை	óc
மூளை	brain
மூளை	não
தோல்வி	mài
தோல்வி	thua
படத்தை	photo
படத்தை	foto
படத்தை	ảnh
முத்திரை	stamp
முத்திரை	tem
முத்திரை	mudra
முத்திரை	seal
இலை	lá
நாயுடு	naidu
மகிழ்ச்சி	phúc
மகிழ்ச்சி	vui
கலவை	mixer
கலவை	võ
சார்லஸ்	charles
உள்ளடக்கம்	dung
உள்ளடக்கம்	dung
என்னுடைய	mỏ
என்னுடைய	mine
அசாம்	assam
அசாம்	azam
பரிமாற்றம்	chuyển
பரிமாற்றம்	truyền
கறுப்பு	đen
பயண	du
கால்சியம்	coban
கால்சியம்	cobalt
கால்சியம்	calcium
கால்சியம்	canxi
கால்சியம்	celsius
கால்சியம்	magie
கால்சியம்	magiê
கால்சியம்	magnesium
இயக்கி	xế
இயக்கி	chạy
இயக்கி	cán
காயமடைந்தனர்	thương
கடைசியாக	cuối
வெட்டி	cut
வெட்டி	cắt
வெட்டி	méo
வெட்டி	chém
பெறுதல்	nhận
தவறாக	sai
தவறாக	lỗi
தவறாக	nhầm
சங்கிலி	xích
சங்கிலி	đinh
மனதில்	phiền
அலெக்சாண்டர்	alexandros
அலெக்சாண்டர்	aleksandr
அலெக்சாண்டர்	alexander
களம்	miền
ஓடும்	chạy
தொழிற்சாலை	ngành
கோடை	summer
கோடை	hè
குறைக்க	giảm
லூக்கா	luke
லூக்கா	luka
சர்க்கரை	đường
சர்க்கரை	sugar
நாட்காட்டி	lịch
ஆலோசனை	khuyên
மெதுவாக	chậm
மெதுவாக	phím
பேராக்	perak
மைல்கள்	miles
மைல்கள்	phít
மைல்கள்	km
மைல்கள்	dặm
புனிதர்	saint
புனிதர்	thánh
ஆழமான	deep
ஆழமான	sâu
வழிமுறைகள்	kênh
சீரான	uniform
துவக்க	startup
அருகாமையில்	closer
கொன்று	giết
கொன்று	giết
சிட்டி	chitty
சிட்டி	phố
சிட்டி	by
புலம்	field
புலம்	trường
பாய்	boy
பாய்	trai
பாய்	bé
பாய்	pai
பாய்	bạch
எங்கள்	plr
மோகன்	mohan
காணாமல்	thiếu
சந்திரன்	nen
சந்திரன்	nguyệt
சந்திரன்	trăng
சந்திரன்	moon
திரவ	liquid
திரவ	lỏng
குலம்	clan
குலம்	tộc
தானாகவே	auto
தானாகவே	động
நுழைவாயில்	cổng
நுழைவாயில்	gateway
செல்	cell
மோட்டார்	motor
மரபியல்	genetics
கிருஷ்ணா	krishna
போர்கள்	war
பொதுநலவாய	commonwealth
பரவியது	tán
பரவியது	tràn
இசைக்குழு	ban
இசைக்குழு	band
ஓட்டம்	runner
ஓட்டம்	luồng
ஓட்டம்	màng
ஓட்டம்	flow
ஓட்டம்	chạy
ஓட்டம்	chạy
ஊழல்	scandal
ஊழல்	scam
ஊழல்	nhũng
பாதி	nửa
திராவிடர்	dravidian
ஸ்டீவ்	steve
இந்துக்கள்	hindus
கோபி	gopi
வாரியம்	bảng
அசல்	gốc
அசல்	tác
அவளது	her
அவளது	cổ
கண்டிப்பாக	kĩ
உருவாக்குகிறது	tạo
கொலம்பியா	columbia
கொலம்பியா	colombia
மத்தேயு	matthew
இந்தோனேசியா	indonesia
நாளும்	ngày
நாளும்	day
பொறி	máy
பொறி	tơ
பொறி	bẫy
பொறி	tráp
செக்	séc
தேடல்	tìm
எலிசபெத்	elizabeth
நன்மை	tốt
நன்மை	hay
நன்மை	ngon
பிணைப்பு	chủa
பிணைப்பு	bound
கேட்டுக்	nghe
சட்டத்தை	luật
உயர்வு	rise
ஆயுதங்கள்	khí
ஆயுதங்கள்	súng
ஞாயிறு	nắng
ஞாயிறு	cn
கண்கள்	mắt
சகோதரி	sis
சகோதரி	chị
சகோதரி	chị
சகோதரி	sissy
முக்கோணம்	dịch
கணம்	lát
சிறிதளவு	hơi
கோரி	cori
கோரி	corey
கோரி	cory
ஒப்பிடுகையில்	so
உடை	váy
உடை	áo
உடை	dressing
டாலர்கள்	đôla
மற்றவர்கள்	khác
நோக்கியா	nokia
அக்னி	agni
டே	tae
டே	dey
பாடலை	song
நடுத்தர	vừa
நடுத்தர	medium
நடுத்தர	trung
ஹோட்டல்	hotel
நீக்கம்	spot
நீக்கம்	điểm
பழுப்பு	brown
பழுப்பு	nâu
பழுப்பு	đốt
பழுப்பு	cháy
பழுப்பு	burn
பழுப்பு	xám
பழுப்பு	gray
பழுப்பு	xám
தடுக்கும்	ngăn
நாட்களுக்கு	ngày
பழக்கம்	trù
அழகான	đẹp
நெட்வொர்க்	mạng
பக்கத்தை	page
பக்கத்தை	trang
அரியானா	haryana
வளாகத்தில்	trượng
காலி	rỗng
காலி	trống
ஆலன்	allen
ஆலன்	allan
ஆலன்	alan
யோகம்	yoga
மூலங்கள்	nguồn
வீழ்ச்சி	đảnh
வீழ்ச்சி	bại
வீழ்ச்சி	sáp
வீழ்ச்சி	rơi
வீழ்ச்சி	sút
வீழ்ச்சி	ngã
பாடினார்	sang
தொழிலில்	ngành
வாழ	sống
வாழ	live
முன்னோடி	pioneer
பிறர்	khác
தேர்ச்சி	tan
துடுப்பாட்டம்	dế
துடுப்பாட்டம்	cricket
பாட்டு	song
பாடும்	hát
பாடும்	hót
ஜாவா	java
நாணயங்கள்	xu
டூ	doo
ஹார்ட்	hart
ஆடு	dê
ஆடு	goat
அம்மா	mommy
அம்மா	mẹ
அம்மா	mẹ
அம்மா	mom
அம்மா	mẹ
படகு	tàu
படகு	thuyền
படகு	boat
தொழில்துறை	ngành
குல	với
குல	bằng
டென்னிஸ்	tennis
மணல்	bi
மணல்	cát
இடை	eo
இடை	hông
கவலை	lo
கவலை	lo
இலைகள்	lá
உலா	tour
உலா	ula
பாலை	sữa
பாலை	milk
ரேடியோ	đài
ரேடியோ	radio
லூயிஸ்	louis
லூயிஸ்	lewis
லூயிஸ்	luis
எண்ணம்	nghĩ
எண்ணம்	tưởng
எண்ணம்	minded
வாஷிங்டன்	washington
செயல்கள்	hành
காம்	com
காம்	kam
சாரா	sarah
சாரா	sara
பாளையம்	cantonment
எடுக்கப்பட்டது	taken
எடுக்கப்பட்டது	bắt
எடுக்கப்பட்டது	chụp
நன்று	tốt
நன்று	hay
நன்று	ngon
நன்று	chà
நன்று	ừm
எண்ணி	số
பார்த்த	thấy
ஜெமினி	gemini
கணவர்	chồng
கணவர்	mun
கணவர்	husband
நடிப்பு	diễn
தற்காலிக	cache
பெருக்கல்	nhiều
வத்திக்கான்	vatican
பாரத	bharat
ஓசோன்	ozone
மறைந்து	phone
மறைந்து	ẩn
வட்டி	vốn
வட்டி	lãi
வழங்கல்	feed
வேலைகள்	jobs
ஆயுள்	đời
போலி	dummy
போலி	nộm
போலி	giả
போலி	fake
பிரான்சில்	braun
சரஸ்வதி	saraswati
இயக்கவியல்	dynamics
நண்பர்	bạn
நண்பர்	hiền
தேன்	thuế
ரிஷபம்	taurus
உதாரணம்	dụ
ஈராக்	iraq
தாயின்	mẹ
வாங்க	mua
ஜனாதிபதி	prez
தாக்கல்	filled
தாக்கல்	tiển
பெர்லின்	berlin
சோதனைகள்	trials
சுப்பிரமணியம்	subramaniam
சந்திக்கும்	meet
சந்திக்கும்	gặp
உம்	umm
ஆரிய	aryan
ஆபத்து	liều
ஆபத்து	ro
பெங்களூரு	bangalore
தரிசனம்	darshan
உயரிய	tuyệt
ஓட்டங்கள்	gân
அலுமினியம்	nhôm
பென்	ben
பென்	crack
ஜூலியன்	julian
ஆர்தர்	arthur
ஆழ்ந்த	deep
ஆழ்ந்த	sâu
நேபாள	nepal
விளக்கங்கள்	tiết
அகலம்	rộng
சமீபத்தில்	lately
கேட்க	bảo
கேட்க	hỏi
கேட்க	thuộc
கேட்க	tít
கேட்க	nghe
கேட்க	spring
கேப்	cape
கேப்	taxi
கேப்	cab
கேப்	xi
விடுமுறை	holiday
விடுமுறை	nghỉ
விண்மீன்கள்	stary
சாமி	sami
இழந்த	mất
இழந்த	thua
பிரதம	prime
துணைக்	sub
இனப்பெருக்கம்	breed
திறமை	tài
திறமை	tài
தெரிந்த	quen
செவ்வாய்	jupiter
செவ்வாய்	mars
நடுவே	across
மெட்டல்	co
கட்டளை	lệnh
கட்டளை	huy
கட்டளை	lềnh
தீர்மானம்	vụn
தீர்மானம்	giải
தழுவி	nhẩn
குவாண்டம்	astonishing
அக்பர்	akbar
பிரசாத்	prasad
எவரும்	ai
நோர்வே	nauy
புல்	cỏ
சோ	chu
சோ	cho
எதிர்மறை	âm
எதிர்மறை	ám
பருத்தி	bông
பருத்தி	cotton
நாய்	doggy
நாய்	chó
நாய்	dog
பினாங்கு	penang
விபத்தில்	nạn
விபத்தில்	crash
இருப்பு	kho
ஜோர்ஜ்	jorge
இயந்திரங்கள்	robot
இயந்திரங்கள்	robots
நிலக்கரி	than
பதிவுகள்	records
இருமுறை	twice
முட்டை	trứng
பட்டி	menu
ஜீ	jee
ஜீ	zee
ஐதராபாத்	hyderabad
நட்சத்திர	star
இளவரசர்	hoàng
இளவரசர்	prince
மறுபடியும்	lại
இறக்குமதி	nhập
இறக்குமதி	danh
இருக்கிறார்கள்	re
இருக்கிறார்கள்	đang
இருக்கிறார்கள்	là
ஹாரி	harry
சைமன்	simon
தீவிரமாக	hen
பணத்தை	tiền
பணத்தை	tien
கொச்சி	kochi
ஏழை	nghèo
ஏழை	nghiệp
வெளிப்படுத்தும்	lộ
காயம்	đau
காயம்	hại
காயம்	thương
ஆசை	ước
மூலிகைகள்	herbs
நீலம்	xanh
அவளை	her
அவளை	cổ
வருகிறார்கள்	đến
வருகிறார்கள்	tới
கனவு	mơ
கனவு	dream
கனவு	mơ
கபூர்	kapoor
ஆணை	lệnh
ஆணை	huy
ஆணை	lềnh
அதிகரித்தது	tăng
தாக்கும்	công
சீனிவாசன்	srinivasan
போர்க்	tranh
போர்க்	chiến
பரம்பரை	inheritance
நேர்காணல்	phỏng
சிலைகள்	idols
சிலைகள்	tượng
மிதமான	vừa
சிகாகோ	chicago
எங்கே	đâu
வேண்டியது	phải
தீய	xấu
தீய	ác
தசை	muscle
வயலின்	violin
கோதாவரி	godavari
பன்னிரண்டு	twelve
வாக்கு	vote
கிளப்	club
கிளப்	clb
ஆவி	ghost
ஆவி	ma
பெட்டிகள்	hộp
மெய்	thật
மெய்	đúng
ஹால்	vắng
ஹால்	lang
ஹால்	sảnh
ஹால்	hall
எச்சரிக்கை	cảnh
சாந்தி	shanti
சித்தூர்	chittoor
தங்கப்	vàng
தங்கப்	gold
முல்லைத்தீவு	mullaitivu
விரல்	finger
பூச்சிகள்	insects
ஜோ	joe
இறைவனின்	huân
மகாபாரதம்	mahabharata
தகவலை	info
பன்றி	lợn
பன்றி	thối
பன்றி	heo
பன்றி	đẻ
விஸ்வநாதன்	viswanathan
அதிகரிக்க	tăng
ரோம்	phòng
ரோம்	rome
ரோம்	roma
ரோம்	rom
அட்டைகள்	bài
அட்டைகள்	thẻ
நேரியல்	tuyến
முக்கியமானது	trọng
படிப்பு	hải
படிப்பு	học
தட்டச்சு	gõ
போட்டு	chua
போட்டு	norad
போட்டு	đặt
வசனம்	thoại
வசனம்	verse
கற்கள்	stones
நீராவி	steam
நீராவி	lết
காய்ச்சல்	sốt
காய்ச்சல்	cúm
ஆன்மீக	linh
எபிரேய	hebrew
மறைந்த	phone
மறைந்த	ẩn
நடிக்க	casting
ஏர்லைன்ஸ்	airlines
ஏர்லைன்ஸ்	airline
அமர்ந்து	ngồi
சமமான	bằng
பட்டை	thanh
பட்டை	bar
குகை	cave
குகை	hang
குறைக்கும்	giảm
நாற்பது	forty
மண்டலங்கள்	vùng
கோல்டன்	vầng
கோல்டன்	golden
கோல்டன்	đỏi
அகமது	ahmed
நீக்கி	rút
பழங்கால	antique
நேபாளம்	nepal
நேபாளம்	nepal
இடர்	liều
இடர்	ro
நிறுத்த	dừng
நிறுத்த	ngừng
கற்றுக்	dạy
கோபம்	angry
விழுந்து	sáp
விழுந்து	rơi
விழுந்து	sút
விழுந்து	ngã
இறைவனை	huân
குழப்பம்	mess
குழப்பம்	nhác
குழப்பம்	bừa
குழப்பம்	giỡn
குழப்பம்	xung
குழப்பம்	chaos
துகள்	hạt
தட்டு	đĩa
தட்டு	dĩa
தட்டு	thùng
தட்டு	khay
திருமதி	bà
நாயர்	nair
பூச்சி	pest
சிறுவர்கள்	boys
புரதம்	protein
பண்ணை	farm
சாமுவேல்	samuel
வீரன்	champ
வீடுகளில்	nhà
வளர்ச்சியை	gai
மரியாதை	bai
விரிவாக்கம்	bung
பீட்டா	beta
வழிமுறை	bước
வழிமுறை	kênh
விரும்பினார்	khoái
விரும்பினார்	thích
புரியும்	explanatory
புரியும்	hiểu
புரியும்	hieu
கேரளம்	kerala
கால்நடை	bò
ரஷ்யா	nga
தேங்காய்	dừa
லூயி	luiz
லூயி	louis
லூயி	louie
அணிந்து	mặc
அணிந்து	đeo
கேட்ட	nghe
இடைக்கால	medieval
பாதுகாக்க	vệ
சக்கரம்	wheel
சக்கரம்	luân
கோடுகள்	lines
கோடுகள்	dòng
புராண	commemorating
புராண	huyền
எப்பொழுதும்	luôn
வேதாந்த	vedanta
சிங்கம்	lion
வேல்ஸ்	wales
புறநகர்	suburban
வழிகள்	cách
யானைகள்	voi
பாலிவுட்	bollywood
ஜாக்	bồi
ஜாக்	jack
ஜாக்	zack
பாதுகாப்பான	an
கட்டம்	lưới
அவதாரம்	thịnh
அவதாரம்	avatar
போதே	phiêu
போதே	mens
தேயிலை	trà
தேயிலை	tea
அண்ணன்	annan
படைப்பு	tạo
துணி	dệt
துணி	vải
துணி	vải
துணி	dệt
நிக்கோபார்	nicobar
படப்பிடிப்பு	bắn
சனி	ngồi
சனி	sat
மூங்கில்	bamboo
மூங்கில்	tre
விடை	tời
தேவைகளை	nhu
சார்ல்ஸ்	charles
எட்வர்ட்	edward
தலித்	dalit
ராஜீவ்	rajeev
ராஜீவ்	rajiv
பிரீமியர்	premiere
பிரீமியர்	premier
களஞ்சியம்	silo
எல்லைகள்	viền
கதிர்வீச்சு	xạ
அழைக்கப்பட்டார்	mời
டோனி	tony
பனை	palm
பனை	sên
பனை	cọ
கண்ணகி	kannagi
சூறாவளி	bão
சூறாவளி	typhoon
சூறாவளி	bão
பிரகாஷ்	prakash
ஆனந்த்	anand
பிரிட்டன்	britain
பெல்	bel
பெல்	chuông
பெல்	bell
நிழல்	bóng
நிழல்	shading
நிழல்	bóng
நிழல்	shadow
நிழல்	râm
நிழல்	khuất
நாடார்	nadar
இதயம்	tim
இதயம்	heart
எங்கு	đâu
திருப்பதி	tirupati
வரவேற்பு	wellcome
இராமன்	raman
மைக்	mike
சேகர்	sekhar
யாத்திரை	yatra
பவர்	sục
பவர்	lực
தரை	tầng
தரை	sàn
தரை	đất
டெல்	tel
டெல்	đt
டெல்	dell
தொழில்கள்	jobs
கணவன்	chồng
கணவன்	mun
கணவன்	husband
டத்தோ	dato
