जन्मजात	aangeboren
आपात	noodgeval
आपात	noodsituatie
आपात	noodgevallen
रेसलमेनिया	wrestlemania
नामीबिया	namibië
स्त्रियाँ	vrouwen
एनी	annie
मामा	mama
मामा	mamma
मामा	oom
मामा	nonkel
रूपांतर	variant
नगरीय	urban
नगरीय	stedelijk
नगरीय	stedelijke
जैकी	jackie
जैकी	jacky
जैकी	jacky
क्रोधित	verergerde
क्रोधित	verergerd
क्रोधित	razend
क्रोधित	woedend
क्रोधित	woest
क्रोधित	kwaad
क्रोधित	boos
तात्कालिक	dringend
तात्कालिक	spoed
तात्कालिक	urgentie
तात्कालिक	urgent
तात्कालिक	onmiddellijk
तात्कालिक	onmiddellijke
तांत्रिक	tantrische
हुक्म	knik
हुक्म	knikken
कमांड	opdrachten
कमांड	commando
कमांड	opdracht
कोबेन	cobain
बुराई	verdorvenheid
बुराई	kwaad
बुराई	slechtheid
बुराई	evil
टाइपिंग	typen
उत्तेजक	uitdagend
उत्तेजक	provocerende
उत्तेजक	provocerend
उत्तेजक	stimulans
उत्तेजक	stimulerend
दशमलव	decimale
दशमलव	decimaal
काई	kai
क्रूर	wrede
क्रूर	wreed
क्रूर	bruut
क्रूर	brutaal
क्रूर	brute
क्रूर	wreed
जोनाथन	jonathan
हस्त	hasta
हस्त	handgemaakt
हस्त	handgemaakte
फ्लाइट	vlucht
सिकन्दर	iskander
निकटता	nabijheid
निकटता	nabijheid
सैर	promenade
सैर	wandelingen
सैर	loopt
सैर	lopen
सैर	wandeling
सैर	walk
चिकनी	soepel
चिकनी	gladde
चिकनी	glad
चिकनी	vettige
चिकनी	vettig
चिकनी	vette
कैनेडी	kennedy
टाई	gelijkspel
टाई	stropdas
टाई	das
विदेशियों	buitenlanders
विदेशियों	vreemdelingen
अनुवादित	vertaald
करोड़ों	talloze
इंजीनियरों	ingenieurs
इंजीनियरों	technici
धनबाद	dhanbad
गा	zing
गा	zingen
पूछताछ	onderzoek
पूछताछ	onderzoeken
सर्पिल	spiraal
परिशिष्ट	bijlage
परिशिष्ट	aanhangsel
परिशिष्ट	appendix
गवाही	getuigen
गवाही	getuigenissen
गवाही	getuigenis
वॉकर	walker
लेआउट	indeling
लेआउट	opmaak
लेआउट	layout
कैदियों	gevangenen
समाविष्ट	belichaamd
फिजी	fiji
हुक	haak
हुक	haakje
हुक	hook
रिटर्न	retourneren
रिटर्न	retour
रिटर्न	geeft
रिटर्न	terugkeer
रिटर्न	retour
रिटर्न	return
रिटर्न	terugkeren
प्लैटिनम	platinum
प्लैटिनम	platina
फिल	phil
फिलीपींस	filipijnen
फिलीपींस	filippijnen
दीवारें	muren
दीवारें	wanden
सपाट	plat
नक़ल	kopiëren
नक़ल	kopieer
नक़ल	kopie
नक़ल	kopieën
नक़ल	afschriften
नक़ल	exemplaren
फ्रेमवर्क	raamwerk
फ्रेमवर्क	framework
फ्रेमवर्क	kader
देशभक्ति	patriottisme
देशभक्ति	vaderlandsliefde
केन्या	kenia
बर्बाद	verspillen
बर्बाद	verspilling
बर्बाद	afvalstoffen
बर्बाद	afval
कस्टम	douane
कस्टम	aangepaste
कस्टम	maatwerk
कस्टम	aangepast
अकादमिक	academisch
अकादमिक	academische
शेन	shane
असीम	asim
असीम	oneindig
असीम	eindeloze
असीम	eindeloos
एकजुट	verenigen
एकजुट	verenigt
कोलेस्ट्रॉल	cholesterol
दांते	dante
किंगफिशर	ijsvogel
बगीचे	tuintje
बगीचे	tuin
मुराद	murad
युग्म	gekoppeld
ईमान	faith
ईमान	geloof
ईमान	vertrouwen
भट्टी	oven
पोटैशियम	kalium
केली	kelly
लोकगीत	folklore
सर्बिया	servië
स्प्रिंगस्टीन	springsteen
धर्मनिरपेक्ष	seculiere
दृष्टिगोचर	zichtbaar
दृष्टिगोचर	zichtbare
तोप	kanonnen
तोप	kanon
दूरभाष	telefoon
शेंगेन	schengen
दुल्हन	bride
दुल्हन	bruid
आंत्र	tyfus
जस्ता	zink
उड़	fly
उड़	vliegen
उड़	vlieg
गुजरता	passeert
गुजरता	pasjes
माली	malediven
माली	maldiven
माली	tuinman
माली	tuinier
माली	mali
परियोजनाएं	projecten
सिएटल	seattle
जन्मस्थान	geboorteplaats
टायर	banden
टायर	banden
बाँस	bamboe
सुधारक	hervormer
अठारह	achttien
उत्खनन	opgraving
उन्नयन	upgrade
उन्नयन	upgraden
उन्नयन	opwaarderen
उन्नयन	opwaardering
उन्नयन	hoogte
पेंशन	pensioen
गरिमा	waardigheid
धागे	garens
धागे	garen
बताना	vertel
बताना	tell
सिलेंडर	cilinders
मैक्सिकन	mexicaanse
मैक्सिकन	mexicaan
मैक्सिकन	mexicaans
देशो	landen
उर्वर	uitbundige
खोपड़ी	schedel
खोपड़ी	skull
कोलम्बिया	colombia
छत्रपति	chhatrapati
गोलियों	geweerschoten
गोलियों	schoten
विद्रोहियों	rebellen
विद्रोहियों	rebels
पट्टिका	pallet
कैसा	hoe
स्टीवन	steven
टेल	tale
टेल	verhaal
टेल	staart
कबीले	stam
सूर्योदय	zonsopkomst
सूर्योदय	zonsopgang
रणनीतिक	strategisch
रणनीतिक	strategisch
रणनीतिक	tactisch
रणनीतिक	tactische
झटके	schokken
रीड	riet
रीड	reed
प्रक्षेप	projectie
पर्यवेक्षण	supervisie
पर्यवेक्षण	toezicht
एमी	amy
एमी	emmy
प्लेटो	plato
कनाडाई	canadees
कनाडाई	canadese
रिसाव	lekken
रिसाव	lek
रिसाव	lekken
अनावरण	onthuld
निषिद्ध	verboden
निषिद्ध	verboden
सेम	bean
सेम	boon
सेम	boontje
सेम	bonen
सेम	sem
रॉन	ron
शोधन	verfijnen
शोधन	raffinage
बरसात	douche
बरसात	douchen
बरसात	regenachtige
बरसात	regen
बनर्जी	banerjee
इंटेल	intel
फास्ट	snel
फास्ट	vasten
फास्ट	snelle
फास्ट	fast
यथार्थवाद	realisme
बाह	bah
तालिबान	taliban
दर्शनशास्त्र	filosofie
स्वादिष्ट	smakelijk
स्वादिष्ट	lekker
स्वादिष्ट	heerlijk
स्वादिष्ट	heerlijke
ज्वाला	vlam
ज्वाला	vlammen
ईंटों	baksteen
ईंटों	brick
कर्ज	schuld
कर्ज	schuldenlast
कर्ज	schulden
सलाद	sla
सलाद	salades
सलाद	salade
जलन	jaloers
जलन	inflammatoire
जलन	irritatie
शौकिया	amateurs
शौकिया	amateur
अनूठा	meeslepende
अनूठा	schilderachtige
अनूठा	unique
अनूठा	unieke
अनूठा	uniek
कैरी	carrie
कैरी	carey
पेशावर	peshawar
पहेली	puzzels
पहेली	puzzelen
पहेली	puzzel
पहेली	enigma
पहेली	raadsel
रक्तस्राव	bloeding
रक्तस्राव	bloedingen
चादर	sjaal
चादर	laken
चादर	vel
जामा	jama
फ्रैंकलिन	franklin
एथिलीन	ethyleen
सेकेंड	seconden
सेकेंड	tweede
चढ़ाव	dieptepunten
मानविकी	geesteswetenschappen
महापौर	burgemeester
आयताकार	rechthoek
आयताकार	rechthoekig
आयताकार	rechthoekig
आयताकार	rechthoekige
प्रस्तावना	inleiding
प्रस्तावना	invoering
प्रस्तावना	introductie
प्रस्तावना	proloog
प्रस्तावना	preambule
मैनहटन	manhattan
मॉरीशस	mauritius
लावा	lava
बाधाओं	hindernissen
बाधाओं	belemmeringen
बाधाओं	obstakels
बाधाओं	barrières
बाधाओं	hindernissen
बाधाओं	belemmeringen
बाधाओं	obstakels
माइग्रेन	migraine
परिधान	aankleden
परिधान	jurk
परिधान	jurkje
परिधान	kostuums
परिधान	kledingstuk
गोलीबारी	schietpartij
गोलीबारी	vuurgevecht
गोलीबारी	schieten
गोलीबारी	schietpartij
गोलीबारी	schoten
हब	hub
जग	wereld
जग	jag
पम्प	pomp
पम्प	pompen
बायर	bayer
नाल	hoefijzer
पवित्रता	heiligheid
पवित्रता	zuiverheid
पवित्रता	reinheid
पवित्रता	heiligheid
लाभप्रद	winstgevend
लाभप्रद	winstgevende
लाभप्रद	rendabel
रोचेस्टर	rochester
श्रेष्ठता	superioriteit
मुलाक़ात	hangplek
डोनाल्ड	donald
रमन	raman
सीढ़ी	ladder
प्रतिकृति	patroon
प्रतिकृति	replica
घराने	genres
ताड़	handpalm
ताड़	palm
प्रवृति	voorliefde
धमाके	bang
धमाके	knal
सीटी	fluitje
सीटी	fluit
सीटी	fluiten
परोसा	gediend
परोसा	opgediend
परोसा	geserveerd
कार्टर	carter
सिरदर्द	hoofdpijn
कट्टर	dogmatische
उपनिवेशवाद	kolonialisme
उपनिवेशवाद	kolonie
सैंडविच	broodje
सैंडविच	sandwich
सैंडविच	boterham
सैंडविच	broodjes
सैंडविच	sandwiches
सैंडविच	boterhammen
चिप्स	fiches
चिप्स	chips
गुड़	melasse
गुड़	stroop
चन्द	chand
चन्द	bellers
उद्योगपति	industrieel
विधियां	methoden
विधियां	methodes
बिखरे	verspreide
बिखरे	verspreid
बिखरे	verstrooid
दार्जिलिंग	darjeeling
वेस्टमिंस्टर	westminster
सुनाया	uitgesproken
शैतान	duivel
शैतान	duivels
शैतान	satan
शीट	laken
शीट	vel
शीट	vellen
शीट	lakens
शीट	bladen
उद्धार	leveren
उद्धार	afleveren
उद्धार	bezorgen
उद्धार	redding
उद्धार	reddingsteam
उद्धार	redden
उद्धार	rescue
पैकेजिंग	verpakken
पैकेजिंग	verpakking
पैकेजिंग	verpakkingsmateriaal
पैकेजिंग	verpakkingen
म्यूनिख	münchen
शरीफ	sharif
बिस्तर	bed
दोहराया	herhaalde
दोहराया	herhaald
बोल्ट	bout
बोल्ट	bolt
गुम्बद	koepel
गुम्बद	dome
गुम्बद	koepels
सेवानिवृत्ति	pensionering
जश्न	huldiging
जश्न	viering
जश्न	jamboree
नोबल	edele
नोबल	noble
नोबल	edel
नोबल	nobele
नोबल	nobel
इंडीज	indië
टायसन	tyson
लहरों	golven
टंडन	tandon
अस्थिरता	instabiliteit
स्पाइवेयर	spyware
संग्रहीत	gearchiveerd
सीसा	leiden
सीसा	lood
सीसा	loden
सीसा	lead
तना	stengels
तना	stengel
तना	stam
सदाबहार	evergreen
कंकाल	geraamte
कंकाल	skelet
नाइट्राइट	nitriet
समीर	samir
ऑर	orr
तांबे	koper
समतुल्य	equivalent
समतुल्य	gelijkwaardige
समतुल्य	gelijkwaardig
जिन्ना	jinnah
फेरारी	ferrari
माईस्पेस	myspace
एमआईटी	mit
भ्रामक	misleidende
भ्रामक	misleidend
भ्रामक	verwarrende
भ्रामक	verwarrend
भ्रामक	verwarren
संभावनाओं	mogelijkheden
नगण्य	triviale
केक	cake
केक	taart
साख	welwillendheid
साख	goodwill
जिज्ञासा	nieuwsgierigheid
अन्याय	onrechtvaardigheid
अन्याय	onrecht
अनुसूची	planning
अनुसूची	tijdschema
अनुसूची	schema
सेठी	sethi
एनिमेशन	animatie
एनिमेशन	animaties
एनिमेशन	animatie
देखो	kijk
इंतजार	wachten
इंतजार	wacht
हिम्मत	moed
हिम्मत	durf
हिम्मत	durven
प्रमाणपत्र	certificaten
प्रमाणपत्र	certificaat
सांकेतिक	symbolische
सांकेतिक	symbolisch
सत्रहवीं	zeventiende
असमानता	ongelijkheid
आमदनी	inkomen
आमदनी	inkomsten
टिन	tin
चारा	lokaas
चारा	aas
ओलिवर	oliver
डिब्बे	blikjes
डिब्बे	blikken
घनी	dikke
घनी	dik
एस्पिरिन	aspirine
जनजातीय	tribal
सोर्स	bron
पीर	peer
विश्लेषक	analist
चेल्सी	chelsea
बाजरा	gierst
पाम	pam
इच्छाओं	verlangens
इच्छाओं	begeert
रिश्तों	relaties
संन्यास	pensionering
पुनर्वास	afkickkliniek
पुनर्वास	afkicken
पुनर्वास	revalidatie
पुनर्वास	rehabilitatie
पुनर्वास	herstel
पुनर्वास	revalidatie
प्रोसेसर	verwerker
प्रोसेसर	processor
स्ट्रीम	stromen
स्ट्रीम	beek
स्ट्रीम	stroom
स्ट्रीम	stream
वक्तव्य	statement
वक्तव्य	verklaring
चंद्रगुप्त	chandragupta
मुमताज़	mumtaz
जालंधर	jalandhar
कोंकणी	konkani
कृत्यों	functies
बल्तिस्तान	baltistan
बारहवीं	xii
बारहवीं	twaalfde
स्टुअर्ट	stuart
अचार	augurken
अचार	augurk
प्रदाताओं	aanbieders
प्रदाताओं	providers
फेंकने	gooien
शर्तें	omstandigheden
शर्तें	condities
शर्तें	voorwaarden
शर्तें	termen
शर्तें	voorwaarden
मॉड्यूल	modules
मॉड्यूल	module
हिरण	herten
हिरण	hert
पिकनिक	picknicken
पिकनिक	picknick
जमींदार	verhuurders
ईसाइयों	christenen
सईद	saeed
प्रेषित	verstuurd
प्रेषित	verzonden
प्रेषित	gestuurd
ज़िन्दगी	life
ज़िन्दगी	leven
बॉय	boy
बॉय	jongen
अपघटन	ontleding
अपघटन	ontbinding
इब्राहिम	ibrahim
स्टेरॉयड	steroïde
संवेदी	zintuiglijke
संवेदी	sensorische
कार्लो	carlo
स्वार्थ	egoïsme
तपेदिक	tbc
तपेदिक	tuberculose
पुर	pur
फिल्मफेयर	filmfare
वीजा	visum
वीजा	visa
वीजा	visum
वीजा	visa
बैनर	banners
बैनर	banner
बैनर	vaandel
बैनर	spandoek
याहू	yahoo
बुजुर्ग	bejaarde
बुजुर्ग	ouderen
बुजुर्ग	bejaarden
वेदी	altaar
उत्साहित	opgewonden
उत्साहित	enthousiast
उत्साहित	spannend
प्रलय	catastrofe
प्रलय	ramp
घटती	dalende
घटती	teruglopende
घटती	afnemende
रिले	riley
रिले	relais
रिले	estafette
रिले	relay
चुनौतियों	uitdagingen
खासी	khasi
बर्मन	burman
अनवर	anwar
फर्ग्यूसन	ferguson
हालात	situatie
हालात	toestand
हालात	omstandigheden
भैंस	buffalo
भैंस	buffels
भैंस	bizons
भैंस	buffel
महाद्वीपों	werelddelen
महाद्वीपों	continenten
इस्लामाबाद	islamabad
लेनिन	lenin
डैविल	davila
समाचारपत्र	krant
समाचारपत्र	kranten
समाचारपत्र	dagblad
साम्य	gelijkenis
साम्य	gelijkenissen
संतोषजनक	bevredigende
संतोषजनक	bevredigend
संतोषजनक	bevredigend
रनवे	catwalk
रनवे	landingsbaan
रनवे	startbaan
सफ़र	journey
सफ़र	reis
विवेचना	beraad
विवेचना	beraadslaging
मनोरोग	psychiatrie
मनोरोग	psychiatrisch
मनोरोग	psychiatrische
खींचा	trok
खींचा	getrokken
खींचा	drew
सल्फर	zwavel
सल्फर	zwavel
स्क्वैश	squash
लॉक	slot
लॉक	sluis
लॉक	vergrendelen
एबीसी	abc
वाल्टर	wouter
वाल्टर	walter
डाकू	bandiet
डाकू	vogelvrij
डाकू	overvaller
पीएचडी	doctoraat
पीएचडी	phd
फ़ुटबॉल	voetballen
फ़ुटबॉल	voetbal
गॉर्डन	gordon
बांस	bamboe
वाटसन	watson
सहिष्णुता	verdraagzaamheid
सहिष्णुता	tolerantie
लूथर	luther
परिपक्वता	looptijd
परिपक्वता	volwassenheid
परिपक्वता	rijpheid
पूज्य	eerbiedwaardige
निरंतरता	continuïteit
निरंतरता	houdbaarheid
निरंतरता	duurzaamheid
पनामा	panama
लॉरेंस	lawrence
हिरासत	voogdij
हिरासत	hechtenis
हिरासत	bewaring
गणपति	ganapati
लड़	vechten
गुणात्मक	kwalitatieve
बौना	dwerg
रेखाचित्र	grafieken
रेखाचित्र	tekenen
रेखाचित्र	tekening
स्वदेश	natie
स्वदेश	nation
सुपरमैन	superman
फलित	astrologen
बुल	bulldog
बुल	stier
बुल	bull
धब्बे	pleisters
धब्बे	patches
धब्बे	vlekken
धब्बे	plekken
धब्बे	spots
अमूल्य	onbetaalbaar
विकिस्रोत	wikisource
निक	nick
पीढी	opwekking
पीढी	generation
पीढी	generatie
माउस	muizen
माउस	muis
क्राउन	kroon
साड़ी	sari
बहुमुखी	meerdere
बहुमुखी	meervoudige
बहुमुखी	veelvoud
बहुमुखी	meervoudig
बहुमुखी	veelzijdige
बहुमुखी	veelzijdig
पहियों	wta
पहियों	wielen
पहियों	wheels
पहियों	velgen
स्पीयर्स	spears
स्पीयर्स	speren
बहू	bride
बहू	bruid
वेबसाइटों	websites
छठा	sixth
छठा	zesde
संभाला	afgehandeld
संभाला	behandelde
स्पा	spa
स्पा	kuuroord
स्पा	kuuroorden
मातृभूमि	moederland
मातृभूमि	vaderland
मातृभूमि	moederland
मातृभूमि	thuisland
मशीनें	machines
पनडुब्बी	onderzeeër
पनडुब्बी	duikboot
मुखर	vocal
काउंटर	counter
काउंटर	teller
काउंटर	toonbank
पूर्णांक	integer
बचना	ontduiken
बचना	ontduiking
शौक	hobby
निचला	lager
निचला	lagere
वानर	aap
नौकर	bediende
नौकर	dienaar
बोवी	bowie
अफगान	afghaanse
दोहा	doha
टार्ज़न	tarzan
उदासीन	nostalgisch
उदासीन	nostalgie
राजमहल	paleis
बसों	bussen
अर्थहीन	zinloos
मॉर्गन	morgan
सतहों	oppervlakken
सतहों	oppervlakten
रसेल	russell
संगीतमय	muzikale
संगीतमय	musical
संगीतमय	muzikaal
टिक	teek
टिक	tik
टिक	tic
क्राइस्ट	christus
अनुप्रस्थ	dwars
अनुप्रस्थ	transversale
प्रायोजक	sponsor
प्रायोजक	sponsoren
प्रायोजक	sponsors
प्रायोजक	sponsoren
ब्रिगेड	brigade
पॉलिसी	beleid
दस्त	diarree
कलाई	pols
संभोग	geslachtsgemeenschap
अल्फ्रेड	alfred
वेल्श	welsh
वेल्श	braille
कराटे	karate
ग्रंथियों	klieren
ट्रैफिक	verkeer
सिखाया	onderwezen
सिखाया	onderwees
लिबरल	liberale
लिबरल	liberaal
वाल	franchisenemer
खंडहर	puin
खंडहर	brokstukken
खंडहर	wrakstukken
खंडहर	ruines
खंडहर	ruïne
खंडहर	ruïnes
कर्क	kanker
प्रेरण	inductie
लामा	lama
लेज़र	laser
बाइबल	bijbel
क्रमांक	nummer
क्रमांक	aantal
क्रमांक	getal
धक्का	duwen
धक्का	push
धक्का	persen
आविष्कारक	uitvinders
आविष्कारक	uitvinder
गोपनीय	gecodeerde
गोपनीय	versleuteld
गोपनीय	gecodeerd
गोपनीय	versleutelde
गोपनीय	geheim
गोपनीय	secret
गोपनीय	vertrouwelijke
गोपनीय	vertrouwelijk
प्रेत	zombie
स्थलीय	terrestrische
सप्ताहांत	weekends
सप्ताहांत	weekenden
सप्ताहांत	weekeinde
सप्ताहांत	weekend
सप्ताहांत	weekendje
कब्रिस्तान	begraafplaatsen
कब्रिस्तान	kerkhof
कब्रिस्तान	begraafplaats
बुल्गारिया	bulgarije
पासपोर्ट	paspoort
प्रज्ञा	inlichtingen
प्रज्ञा	inlichtingendienst
प्रज्ञा	intelligentie
बेशक	inderdaad
आइसलैंड	ijsland
लोप	lop
प्रमाणीकरण	authenticatie
टोयोटा	toyota
ब्लाक	blokkering
ब्लाक	blokkeren
ब्लाक	blok
ब्लाक	block
सत्यापन	verifiëren
सत्यापन	authenticatie
सत्यापन	keuring
सत्यापन	verificatie
रेशों	silk
रेशों	zijden
रेशों	zijde
प्रत्यावर्ती	afgewisseld
प्रत्यावर्ती	afwisselend
प्रत्यावर्ती	afwisselende
वृहद	groter
ग्रैमी	grammy
लॉन्च	lanceert
लॉन्च	lanceren
लॉन्च	lancering
बीट	beat
इमेजिंग	beeldvorming
लटका	hung
लटका	gehangen
लटका	hing
लटका	opgehangen
कैटरीना	katrina
डिस्ट्रिक्ट	district
काठमांडू	kathmandu
अरोड़ा	arora
सीखना	leren
सीखना	learning
वेश	gekleed
वेश	aangekleed
डॉक्टरों	dokters
डॉक्टरों	artsen
पक्का	zeker
गला	keel
गला	hals
गला	nek
हैदर	haider
सुगमता	toegankelijkheid
सुगमता	bereikbaarheid
स्ट्रॉस	strauss
गार्सिया	garcia
निद्रा	slapen
निद्रा	slaap
बहाने	uitvluchten
बहाने	smoesjes
एक्सप्लोरर	verkenner
एक्सप्लोरर	explorer
एक्सप्लोरर	ontdekker
एक्सप्लोरर	ontdekkingsreiziger
छल	lastigvallen
छल	pesterijen
छल	intimidatie
आलम	alam
बिज़नेस	bedrijf
बिज़नेस	zakelijk
प्रतिबद्ध	geëngageerde
प्रतिबद्ध	begaan
प्रतिबद्ध	toegewijd
प्रतिबद्ध	vastgelegde
प्रतिबद्ध	gepleegd
कॉलोनी	kolonie
आवंटन	toewijzing
आवंटन	allocatie
आवंटन	toewijzing
बाला	bala
कार्लोस	carlos
हुमायूँ	humayun
अनीता	alice
अनीता	anita
अनोखा	schilderachtige
अनोखा	unique
अनोखा	unieke
अनोखा	uniek
अनोखा	roman
रिएक्टर	reactor
करीना	karina
कपाल	schedel
कपाल	skull
श्रोता	luisteraars
श्रोता	luisteraar
श्रोता	doelgroep
श्रोता	publiek
कॉमन	gemeenschappelijk
कॉमन	vaak
आपेक्षिकता	relativiteit
आपेक्षिकता	relativiteitstheorie
लेम्बोर्गिनी	lamborghini
प्याज	uien
प्याज	ui
प्याज	uien
असीमित	oneindig
असीमित	oneindige
असीमित	ongebonden
असीमित	onbeperkte
असीमित	grenzeloos
असीमित	onbegrensd
असीमित	onbegrensd
असीमित	onbeperkte
असीमित	onbeperkt
माउंटबेटन	mountbatten
बग	insect
बग	bug
बग	beestjes
बग	insecten
बग	bugs
मॉस्को	moskou
बूटी	buit
बूटी	booty
सोम	soma
सोम	som
सोम	mon
पानीपत	panipat
चन्द्रशेखर	chandrasekhar
टर्नर	turner
हिमानी	gletsjer
हिमानी	himalaya
ट्रांस	trans
मेहमान	gasten
मेहमान	gast
नियमन	regelgeving
नियमन	regulering
नियमन	verordening
जहर	gif
जहर	vergif
मगरमच्छ	krokodillen
मगरमच्छ	krokodil
गतिज	kinetische
तन	tan
तन	kleurtje
यूटीसी	utc
वेनिस	venetie
वेनिस	venetië
खांसी	hoest
खांसी	hoesten
आईएसओ	iso
युगांडा	oeganda
संख्याएँ	getallen
संख्याएँ	nummers
संख्याएँ	aantallen
जब्त	gegrepen
सुगंध	geurstoffen
सुगंध	geuren
सुगंध	parfums
सुगंध	aroma
जस्टिन	justin
सरकारें	overheden
सरकारें	regeringen
अहंकार	ego
अंबेडकर	ambedkar
ठेठ	typische
ठेठ	typisch
फ़ोर्स	forceren
फ़ोर्स	kracht
फ़ोर्स	force
उलट	omgekeerde
उलट	omgekeerd
मोरक्को	marokkaanse
मोरक्को	marokko
सुमात्रा	sumatra
छड़ी	stick
छड़ी	stok
सीरम	serum
नतीजतन	bijgevolg
दाम	prijzen
दाम	prijs
नहरें	kanaal
नहरें	rivieren
हमलावर	aanvallers
नॉर्मन	norman
सराहा	gewaardeerd
लैंडिंग	aanvoer
लैंडिंग	aanlanding
लैंडिंग	landing
माँगा	manga
नाविक	matroos
नाविक	sailor
नाविक	zeeman
नाविक	zeiler
नाविक	navigator
स्थायित्व	uithoudingsvermogen
स्थायित्व	klassement
इन्दौर	indore
हावर्ड	howard
साम्यवाद	communisme
पैमाना	draagwijdte
पैमाना	toepassingsgebied
पैमाना	reikwijdte
पैमाना	schaal
पैमाना	schalen
तंबाकू	tabak
चिड़िया	vogeltje
चिड़िया	vogels
चिड़िया	vogel
पराग	pollen
पराग	stuifmeel
सूर	sur
उमा	uma
प्री	pre
कफ	boei
मैथुन	geslachtsgemeenschap
मैथुन	seks
मैथुन	geslacht
मैथुन	sex
ग्राफिक्स	grafieken
ग्राफिक्स	grafisch
ग्राफिक्स	graphics
पराबैंगनी	ultraviolet
ताम्र	koper
योजनाएं	regelingen
केल्विन	kelvin
अल्पकालिक	kortstondig
नोक	nib
अनुपस्थित	afwezig
अनुपस्थित	ontbreken
अनुपस्थित	vermist
अनुपस्थित	missen
अनुपस्थित	ontbrekend
अनुपस्थित	ontbrekende
अनुपस्थित	ontbreekt
फाई	phi
मर्सिडीज	mercedes
कीटनाशक	pesticide
कीटनाशक	bestrijdingsmiddelen
कीटनाशक	pesticiden
कीटनाशक	bestrijdingsmiddel
लार	speeksel
सुनहरे	blonde
सुनहरे	blondje
सुनहरे	blond
सुनहरे	blondine
आगंतुक	bezoekers
आगंतुक	bezoeker
फ़ॉर्मूला	formule
चीज़ें	dingen
ग्राफिक	grafisch
ग्राफिक	grafische
लूप	lus
लूप	loop
पेरी	peri
पेरी	perry
फिल्माया	filmde
फिल्माया	gefilmd
सम्मिश्रण	mengen
सम्मिश्रण	vermenging
सम्मिश्रण	menging
चम्मच	lepel
चम्मच	lepeltje
दुकानें	winkels
अनुपयुक्त	ongebruikte
अनुपयुक्त	ongebruikt
नरेंद्र	narendra
विरोधाभास	paradox
विरोधाभास	paradoxaal
जैम	zam
जैम	jam
चेयरमैन	voorzitter
रिश्तेदार	relatief
रिश्तेदार	relatieve
रिश्तेदार	verwanten
रिश्तेदार	familieleden
कचरा	vuilnis
कचरा	prullenbak
कचरा	afval
कचरा	vuilnis
कचरा	afval
थैली	zakje
थैली	buidel
प्रतियोगियों	concurrenten
असिमोव	asimov
स्प्रिंग	voorjaar
स्प्रिंग	lente
पिज़्ज़ा	pizza
त्रावणकोर	travancore
दैवी	oracle
दैवी	orakel
दैवी	goddelijk
दैवी	goddelijke
साइबर	cyber
ग़रीब	arme
ग़रीब	arm
छात्रवृत्ति	studiebeurs
छात्रवृत्ति	beurs
लिखें	schrijven
लिखें	schrijf
लिखें	componeren
लिखें	branden
लिखें	brand
लिखें	burn
लिखें	verbranden
देवों	devon
सोडा	frisdrank
सोडा	soda
हुकूमत	koninkrijk
हुकूमत	dominantie
हुकूमत	overheersing
डॉक्टरेट	doctoraat
विला	vakantiewoning
सटीकता	nauwkeurigheid
सटीकता	juistheid
कोला	kola
कोला	colombo
कोला	cola
धमनियों	aders
धमनियों	slagaders
प्रतिजन	antigeen
अदालतों	rechtbanken
चोंच	snavel
ग्राहम	graham
सर्वोपरि	paramount
प्लेटों	borden
प्लेटों	nummerplaten
प्लेटों	platen
प्लेटों	kenteken
रंजीत	ranjit
सिरा	sira
प्रमाणन	certificatie
प्रमाणन	certificering
खरीदी	aangekocht
खरीदी	ingekocht
खरीदी	gekocht
खरीदी	aangeschaft
खरीदी	gekochte
खरीदी	kocht
खरीदी	gekocht
मिटा	wissen
दुखी	ellendig
दुखी	miserabel
दुखी	triestig
दुखी	treurig
दुखी	droevig
दुखी	verdrietig
दुखी	triest
न्यूट्रॉन	neutronen
हारे	losser
इमरान	imran
निरीक्षक	landmeter
निरीक्षक	toezichthouder
निरीक्षक	supervisor
निरीक्षक	opzichter
निरीक्षक	leidinggevende
निरीक्षक	waarnemer
अल्फ़ा	alpha
अल्फ़ा	alfa
हैरिस	harris
सावधान	discrete
सावधान	discreet
गियर	gear
गियर	versnelling
गियर	vistuig
गियर	uitrusting
राजतंत्र	monarchie
अंडाकार	elliptische
सर्कस	circus
अल्बानिया	albanië
हीलियम	helium
बादाम	amandel
बादाम	amandelen
बादाम	amandelen
कगार	richel
निष्कर्षों	bevindingen
नागा	naga
प्राचल	parameter
कामकाज	functioneert
कामकाज	functionerend
कामकाज	functioneren
मिनेसोटा	minnesota
पृथक्करण	ontslagvergoeding
पृथक्करण	segregatie
अंडा	eitje
अंडा	eieren
अंडा	ei
परवेज़	pervez
एलर्जी	allergie
माइक्रो	micro
वर्दी	uniformen
वर्दी	tenue
वर्दी	uniform
वर्दी	tenue
वर्दी	uniform
उत्कृष्टता	perfectie
सूर्यास्त	sunset
सूर्यास्त	zonsondergang
ताँबा	koper
ऐश	as
ऐश	ash
ऐश	assen
कैलोरी	calorie
कैलोरी	calorieën
कैलोरी	calorieën
कैलोरी	cal
ईमानदारी	eerlijkheid
ईमानदारी	oprechtheid
मताधिकार	franchise
वृत्ताकार	cirkelvormige
वृत्ताकार	circulaire
निर्वासित	bandiet
निर्वासित	vogelvrij
निर्वासित	deporteren
सरस	sappig
सरस	sappige
स्ट्रिंग	tekenreeks
स्ट्रिंग	string
