mercur	меркур
verticală	вертикален
verticală	вертикално
verticală	вертикални
renunță	откажи
azerbaidjan	азербејџан
niveluri	нивоа
mitchell	мичел
notat	истакна
notat	констатира
notat	забележано
strategică	стратешко
strategică	стратешка
strategică	стратешки
strategică	стратегиски
cambodgia	камбоџа
cambodgia	камбоџа
pablo	пабло
morris	морис
lent	slow
lent	спори
lent	бавна
lent	бавен
academice	академик
academice	академски
academice	академска
ice	лед
ice	мраз
kate	кате
kate	кејт
kate	kate
aurora	аурора
sinod	синод
oregon	орегон
bănci	бенкс
bănci	банките
bănci	банки
bănci	клупи
restaurant	ресторан
afectate	погодени
afectate	засегнати
baltă	локва
structurile	структури
structurile	градби
impuse	наметнати
impuse	наметната
impuse	наметнат
silezia	шлезиски
silezia	шлезија
uriaș	џин
uriaș	гигант
uriaș	џиновска
uriaș	џиновски
tabere	логори
tabere	кампови
alma	алма
atribuie	додели
atribuie	доделиме
formulă	формула
kentucky	кентаки
indicat	посочи
mărfuri	карго
mărfuri	товар
mărfuri	стока
mărfuri	стоки
mărfuri	артикли
belle	бел
grâu	пченица
grâu	жито
grâu	пченицата
cuantică	квантна
văzute	видена
văzute	видено
văzute	видени
văzute	видел
văzute	виден
walt	волт
dublin	даблин
festivaluri	фестивали
ball	топка
ball	бал
ball	топката
ball	топче
rusesc	руска
rusesc	руски
rusesc	руско
concepte	концепти
padova	падова
echivalentul	еднакво
echivalentul	еквивалент
fani	фановите
fani	фанови
fani	навивачи
fani	обожаватели
afirmând	потврдувајќи
postum	постхумано
plovdiv	пловдив
participanții	учеснички
participanții	учесници
mandate	налози
mandate	мандати
mandate	мандатите
morminte	гробници
morminte	гробници
morminte	гробови
morminte	гроба
colegi	колегите
colegi	колеги
colegi	колешки
potențialul	потенцијална
potențialul	потенцијал
exactă	точна
exactă	точната
horror	хорор
horror	ужас
vizibile	видливо
vizibile	видлива
vizibile	видлив
vizibile	видливи
uss	усс
flash	блесок
flash	флеш
flash	блиц
duminica	неделите
duminica	недела
srl	доо
srl	лтд
împiedicat	спречен
împiedicat	спречи
împiedicat	спречија
împiedicat	спречени
împiedicat	спречена
materia	материја
materia	материјата
persia	персија
elementare	основното
elementare	основно
christina	кристина
arhipelagul	архипелаг
datorat	должеше
protocol	протокол
update	ажурирање
execută	извршување
execută	изврши
ecuador	еквадор
bull	бик
bull	бул
kenya	кенија
ntupdate	ntupdate
îngropat	погребан
îngropat	закопана
îngropat	закопани
îngropat	закопано
îngropat	закопан
november	ноември
locații	локации
biblie	библија
fabricat	произведена
fabricat	произведен
fabricat	измислени
durere	болката
durere	болки
durere	болка
întâlniri	состаноци
întâlniri	средби
recomandat	препорачан
recomandat	препорачаа
recomandat	препорачано
recomandat	препорачани
recomandat	препорача
lucrând	работи
lucrând	работен
lucrând	работна
lucrând	работење
taiwan	тајван
dramatică	драматичен
dramatică	драматично
dramatică	драматична
dramatică	драматични
populată	населени
tereza	тереза
tereza	тереза
tereza	тереса
dex	декс
semnată	потпишана
semnată	потпишани
semnată	потпишано
semnată	потпишан
baptiste	батист
stelele	ѕвезди
emisă	издаден
emisă	издадена
emisă	издадени
emisă	издадено
compuși	соединенија
sovieticii	советите
praf	прав
praf	прашина
praf	пудра
praf	прав
praf	прашок
praf	барут
haga	хашки
haga	хаг
zeus	зевс
animat	анимиран
animat	анимирани
nintendo	нинтендо
locuită	населено
locuită	населен
semnal	сигнал
ceas	гледајте
ceas	гледај
ceas	часовник
ceas	часовникот
ceas	часовник
democrație	демократија
alfa	алфа
alfa	алфа
expune	изложи
fantastică	фантастичен
fantastică	фантастично
partener	партнер
partener	партнерка
cerințele	услови
cerințele	барања
amenințare	закана
inventator	пронаоѓач
bolta	трезорот
bolta	трезор
lovituri	удари
lovituri	разнесува
vizitează	посета
vizitează	посети
vizibil	видливо
vizibil	видлива
vizibil	видлив
vizibil	видливи
rgb	rgb
sporturi	спортови
sporturi	спортски
sporturi	спорт
informatii	инфо
informatii	информации
informatii	информација
informatii	информации
observație	набљудување
parker	паркер
zeilor	богови
liechtenstein	лихтенштајн
discovery	откритие
discovery	откривање
găsiți	најдете
găsiți	пронајди
găsiți	најди
găsiți	пронајдете
dur	грубо
dur	груба
dur	груби
dur	груб
dur	цврст
dur	тешки
dur	тешка
tăiat	рез
tăiat	исечи
tăiat	сечи
etajul	спрат
etajul	кат
etajul	подот
etajul	партер
chapelle	чапел
chapelle	чапел
strategie	стратегија
peisaj	пејсаж
peisaj	сцена
peisaj	пејзаж
attila	атила
experiment	опит
experiment	експеримент
finalizată	заврши
finalizată	завршено
vinci	винчи
reptile	рептил
reptile	рептили
constat	состоеше
convinge	убедува
convinge	убеди
convinge	убеди
sportul	sport
sportul	спорт
leul	лав
personalul	персонал
personalul	персонал
personalul	кадар
aron	арон
preveni	спречување
preveni	спречи
plată	исплата
plată	плаќање
won	добиена
won	победи
won	освои
won	победија
won	освоено
integrarea	интеграција
reci	студ
reci	ладно
reci	ладна
reci	студено
reci	студена
integrat	интегриран
integrat	интегрирано
integrat	интегрирани
integrat	интегрирана
fabricate	произведена
fabricate	произведен
fabricate	измислени
roosevelt	рузвелт
nuvela	новела
vasili	василиј
aviație	воздухопловство
aviație	авијација
spanioli	шпанците
spanioli	шпански
spanioli	шпанско
spanioli	шпанска
heinz	хајнц
thompson	томсон
thompson	томпсон
wallace	волис
wallace	валас
wallace	волас
monarh	монарх
beethoven	бетовен
ploaie	дожд
islamului	ислам
islamului	исламот
bremen	бремен
zagora	загора
artificial	вештачки
artificial	вештачки
artificial	вештачка
solară	соларна
solară	соларни
solară	сончева
disponibilă	достапно
disponibilă	достапни
disponibilă	достапен
disponibilă	достапна
reprezentative	претставничка
reprezentative	претставник
reprezentative	преставник
marino	марино
fetele	девојчиња
fetele	девојки
primită	примен
primită	добиени
primită	доби
primită	примена
primită	примиле
guvernat	управуван
strategia	стратегија
transmise	пренослива
culmea	риџ
identice	идентични
identice	идентичен
fotografia	фотографија
fotografia	фотографијата
fotografia	фото
fotografia	фотографија
fotografia	фотографирање
fotografia	photography
locuite	населено
locuite	населен
albrecht	албрехт
aia	тоа
aia	дека
separarea	одвојување
separarea	раздвојување
separarea	разделба
separarea	разделување
datoria	должност
datoria	должноста
interpretări	толкувања
scrisoarea	писмо
scrisoarea	буква
eroul	херој
eroul	јунак
aviației	воздухопловство
aviației	авијација
rupt	скршен
rupt	скршена
rupt	прекршени
rupt	скршено
rupt	скршени
rupt	растргнат
rupt	искината
rupt	искинати
integrate	интегриран
integrate	интегрирано
integrate	интегрирани
integrate	интегрирана
panama	панама
greaca	грчки
greaca	грчка
greaca	грк
nancy	ненси
comisie	провизија
comisie	комисија
reveni	врати
westfalia	вестфалија
arkansas	арканзас
sinteza	синтеза
aripa	крило
cauzele	предизвикува
graz	грац
veniturile	приход
veniturile	приходи
veniturile	приход
veniturile	приходи
veniturile	примања
atomic	атомска
atomic	атомски
clinton	клинтон
continuând	продолжуваме
continuând	продолжува
împărăteasă	царица
integrare	интеграција
districtele	окрузи
districtele	области
miercurea	среда
miercurea	среда
scenele	сцени
dramatice	драматичен
dramatice	драматично
dramatice	драматична
dramatice	драматични
transmiterea	пренос
transmiterea	трансмисија
ralph	ралф
hunter	ловец
hunter	хантер
armeni	ерменци
armeni	ерменците
armeni	ерменски
vera	вера
sferturi	четвртини
sferturi	одаи
borsod	боршод
demo	демо
standarde	стандарди
minimă	минимално
minimă	минимална
minimă	минимум
minimă	минимална
minimă	минимално
minimă	минимални
minimă	минимален
simț	разум
simț	осет
simț	смисла
pătruns	пробиен
câteodată	некогаш
câteodată	понекогаш
utilă	корисен
utilă	корисно
utilă	корисни
utilă	корисна
dotat	надарен
dotat	надарен
păstrată	зачувана
păstrată	сочувана
păstrată	сочувани
clape	клавијатури
isabella	изабела
predare	наставата
predare	настава
predare	предавањето
airlines	авио
airlines	ерлајнс
airlines	airlines
sănătatea	здравје
transfermarkt	transfermarkt
rareori	ретко
rareori	ретко
climă	клима
abaúj	абауј
pătrat	квадратен
pătrat	плоштад
pătrat	квадрат
raze	зраците
raze	зраци
epic	епски
grație	благодет
grație	грејс
avere	богатство
avere	богатство
windsor	виндзор
prevede	пружа
prevede	обезбедува
fin	перка
birou	канцеларија
birou	површина
secretul	тајна
trilogia	трилогија
aniversare	роденденска
aniversare	роденденски
aniversare	роденден
aniversare	годишнина
aniversare	годишница
aniversare	годишнината
pib	бдп
frumusețea	убавина
frumusețea	убавица
frumusețea	убавини
executată	извршена
executată	погубени
executată	погубен
musulmană	муслимански
musulmană	муслиманско
musulmană	муслиманска
musulmană	муслиман
rob	роб
mehmed	мехмед
concret	конкретни
concret	конкретна
concret	бетон
concret	бетонски
concret	конкретен
frumusețe	убавина
frumusețe	убавица
frumusețe	убавини
laboratorul	лабораторија
laboratorul	лабараторија
laboratorul	лабораторија
mâini	раце
mâini	рацете
ala	ала
ala	ala
batalionul	батаљон
batalionul	баталјон
decorative	декоративни
conștient	свесни
conștient	свесна
conștient	свесен
conștient	свесна
conștient	свесни
conștient	свесен
sectoare	сектори
șansă	шанси
șansă	шанса
autostrada	автопат
autostrada	автопат
compozitori	композитори
fabricație	производство
fabricație	производство
treimi	третини
alegere	избор
notre	notre
moștenire	наследство
moștenire	наследство
mode	режим
negocierile	преговори
linda	линда
split	сплит
split	подели
split	поделен
split	раздели
cascada	водопад
lev	лев
colin	колин
legendele	легенди
legendele	легендите
măsurile	мерки
germana	германски
germana	герман
germana	германска
gruparea	групирање
intenționat	намерно
intenționat	намерно
intenționat	намерно
iulius	џулиус
iulius	јулие
virusul	вирус
tribul	племето
tribul	племе
petrolul	нафта
petrolul	масло
erori	грешки
unghiul	агол
egipteană	египетска
egipteană	египетски
implementarea	спроведување
implementarea	имплементација
implementarea	имплементирање
cuneo	кунео
jakob	јакоб
organizațiile	организации
masacrul	масакар
masacrul	масакрот
masacrul	масакр
patria	татковина
patria	татковината
patria	татковина
patria	татковина
aval	низводно
capitole	поглавја
hessa	hessen
hessa	хесе
transferată	пренесени
transferată	предадени
transferată	префрлени
musulman	муслимански
musulman	муслиманско
musulman	муслиманска
musulman	муслиман
runda	округла
runda	круг
runda	рунда
negativă	негативно
negativă	негативен
negativă	негативна
negativă	негатив
negativă	негативни
manuale	учебниците
manuale	учебници
manuale	прирачници
orientales	orientales
estimează	проценка
estimează	процени
estimează	процена
estimează	проценуваат
dezvăluit	откриени
dezvăluit	откриен
dezvăluit	откриена
dezvăluit	откри
maritim	поморска
maritim	поморски
nixon	никсон
zborul	лет
voluntar	доброволни
voluntar	волонтерски
voluntar	доброволна
voluntar	доброволно
voluntar	волонтер
voluntar	доброволец
voluntar	волонтерска
voluntar	доброволни
voluntar	волонтерски
tramvai	трамвај
responsabilitatea	одговорност
ceh	чешкиот
ceh	чешки
ceh	чешка
stâncă	рок
stâncă	камен
stâncă	карпа
sfert	четврт
sfert	кварт
violente	насилно
violente	насилен
violente	насилна
violente	насилни
colț	агол
colț	ќоше
colț	ќош
aducând	усогласување
succesive	последователните
eșec	неуспешно
eșec	пропадна
eșec	неуспех
eșec	неуспехот
cannes	кан
trib	племето
trib	племе
anatomie	анатомија
varna	варна
currentclub	currentclub
confirmă	потврди
houston	хјустон
eficientă	ефикасно
eficientă	ефикасен
eficientă	ефикасни
eficientă	ефективна
eficientă	ефикасно
eficientă	ефикасен
eficientă	ефикасна
eficientă	ефикасни
împărăteasa	царица
proiectare	дизајн
proiectare	проектирање
proiectare	дизајнирање
marche	марке
sancho	санчо
violență	насилства
violență	насилство
eleanor	еленор
eleanor	елеонор
deșert	пустинска
deșert	пустински
deșert	пуст
deșert	пустина
deșert	пустината
oferta	понудата
oferta	понуда
oferta	понуди
favorabile	поволни
favorabile	поволно
favorabile	поволна
favorabile	поволен
favorabile	поволни
favorabile	поволна
favorabile	поволен
castro	кастро
geologice	геолошки
franc	франк
flavius	флавиј
koch	коч
koch	кох
israeliene	израелска
israeliene	израелските
israeliene	израелскиот
israeliene	израелски
furtună	бура
furtună	сторм
furtună	бура
furtună	олуја
furtună	невреме
vatican	ватикан
ken	ken
ken	кен
remarcabil	извонредна
remarcabil	извонредно
remarcabil	извонреден
remarcabil	извонредна
remarcabil	отворените
remarcabil	извонредни
remarcabil	извонредно
remarcabil	извонреден
biologice	биолошки
biologice	биолошко
biologice	биолошка
știut	знаев
știut	знаел
știut	знаеше
regulate	редовна
regulate	регуларен
regulate	регуларно
regulate	редовни
regulate	редовен
regulate	регуларни
rwanda	руанда
biblioteci	библиотеките
biblioteci	библиотеки
ciudat	чудни
ciudat	чудна
ciudat	чудно
ciudat	чудни
ciudat	чудна
ciudat	чуден
ciudat	чудно
ciudat	чудна
ciudat	чудни
ciudat	чуден
ciudat	чудно
îndreaptă	исправи
productions	продукции
națiune	нација
sinteză	синтеза
mal	мал
mal	mal
adăpost	засолниште
status	статус
tower	кула
tower	кулата
pradă	плен
franconia	франконија
regiment	полк
regiment	полкот
artista	изведувач
artista	уметник
titan	титаниум
titan	титан
mărci	брендови
mărci	марки
mărci	маркс
ordinele	наредби
ordinele	нарачки
ordinele	порачки
ozn	нло
fortificații	тврдини
excepții	исклучоци
excepții	изземање
explicații	објаснувања
valabil	важи
valabil	валидни
valabil	валидна
valabil	валиден
valabil	валидно
monroe	монро
duh	duh
facultate	универзитет
facultate	факултет
facultate	колеџ
facultate	факултет
facultate	faculty
neptun	нептун
apache	apache
rome	рим
manuscrise	ракописи
teologice	теолошко
rădăcini	корени
rădăcini	корења
monarhiei	монархија
negocieri	преговори
negocieri	преговори
raf	раф
ierarhia	хиерархија
săraci	сиромашен
săraci	сиромашните
săraci	сиромашни
săraci	сиромав
mâine	утре
regulamentul	регулатива
regulamentul	прописи
regulamentul	регулација
vina	вина
vina	вината
randy	ренди
bibliografice	библиографски
provocate	предизвика
administratorii	администратори
administratorii	администратори
administratorii	администраторите
capețiană	капетинска
colorate	обоен
colorate	обоени
colorate	обоен
colorate	обоени
versiunile	верзии
far	светилникот
far	светилник
dispare	исчезнува
seven	седум
seven	seven
seven	седма
luftwaffe	луфтвафе
dorită	посакуваната
dorită	посакуваните
dorită	баран
dorită	сакаше
pasărea	птица
tei	линден
tei	вар
văduva	вдовица
garcia	гарсија
ark	арка
ark	арката
casetă	касета
casetă	касета
casetă	лента
musical	музички
musical	музичка
musical	мјузикл
musical	музичко
fericit	среќни
fericit	среќна
fericit	среќен
însoțită	придружени
însoțită	придружуваше
însoțită	придружена
însoțită	придружен
însoțită	придружувани
patriei	татковина
poze	фотографии
poze	слики
poze	pics
poze	слики
procent	проценти
procent	процент
procent	проценти
procent	процент
procent	посто
constanta	констанца
constanta	постојано
constanta	константно
constanta	константна
constanta	константа
unguri	унгарци
unguri	унгарците
armat	вооружена
armat	наоружан
armat	вооружени
armat	вооружен
armat	засилени
armat	засилен
armat	зајакната
armat	засилена
mongolii	монголци
sodiu	натриум
prenume	презимето
prenume	презиме
tentativă	обид
tentativă	прелиминарни
prinde	фати
accepta	прифаќаме
accepta	прифати
lut	глина
lut	клеј
istria	истра
judecat	суди
dieter	дитер
răspândire	шири
răspândire	ширење
răspândire	ширеше
răspândire	шират
răspândire	шири
răspândire	рашири
răspândire	ширењето
patricia	патриција
patricia	патриша
liberty	либерти
liberty	слобода
esență	суштина
esență	екстракт
esență	екстрактот
cetățenia	националност
cetățenia	државјанство
usd	долари
nice	nice
nice	убаво
nice	ница
beatrice	беатрис
atașat	закачени
atașat	прикачена
spadă	мач
spadă	мечот
spadă	меч
bolivia	боливија
ciuperci	печурки
ciuperci	печурка
maryland	мериленд
criteriul	критериум
colaborează	соработуваа
colaborează	соработуваат
performanțe	изведба
performanțe	перформанс
performanțe	перформанси
performanțe	настап
pakistan	пакистан
optică	оптички
optică	оптичка
optică	оптика
profesoară	наставник
profesoară	професорка
profesoară	наставничка
profesoară	учител
profesoară	професор
nad	nad
éditions	éditions
solide	цврсто
solide	цврст
solide	цврста
solide	солидно
solide	цврсти
artificială	вештачки
artificială	вештачка
banks	бенкс
banks	банките
banks	банки
instrucțiuni	упатство
instrucțiuni	инструкции
instrucțiuni	упатства
aluminiu	алуминиум
aluminiu	алуминиумски
aluminiu	алуминиум
aluminiu	алуминиумски
generali	генерали
ziarist	новинарка
ziarist	новинар
generic	генерички
generic	општ
amonte	низводно
turismul	туризам
ajax	ajax
flacăra	пламен
grupări	групи
marion	мерион
marion	марион
efectua	настапи
dinți	заби
dinți	забите
liège	лиеж
evidentă	очигледен
evidentă	очигледно
evidentă	очигледни
evidentă	очигледна
distincția	разлика
nod	јазол
nod	чвор
nod	јазол
selo	село
selo	selo
glasgow	глазгов
geniu	генијалност
geniu	гениј
geniu	генијално
geniu	генијалец
geniu	генијален
broadway	бродвеј
întreprinderea	претпријатие
întreprinderea	ентерпрајс
toledo	толедо
autorilor	авторите
autorilor	автори
abdul	абдул
cavaleria	коњаница
cavaleria	коњаницата
brand	бренд
brand	марка
burgas	бургас
colțul	агол
colțul	ќоше
colțul	ќош
cuplu	пар
cuplu	двојка
cuplu	снага
cuplu	torque
evanghelia	евангелие
informativ	информативна
informativ	информативен
informativ	информативно
mărturie	сведоштва
mărturie	сведоштвото
mărturie	сведочење
mărturie	сведоштво
emmanuel	емануел
alpii	алпи
caracteristic	карактеристика
caracteristic	одлика
concursuri	натпреварувања
concursuri	натпревари
concursuri	натпревари
condiție	услов
condiție	состојба
pedeapsă	пенал
pedeapsă	казни
pedeapsă	казнување
pedeapsă	казна
dobândit	стекнат
dobândit	стекнато
dobândit	стекнати
onorific	почесен
combinat	комбинација
combinat	комбиниран
combinat	здружени
combinat	комбинирано
combinat	комбинирана
grey	сив
grey	сиво
grey	сива
grey	греј
grey	сиви
cartiere	маала
cartiere	населби
cartiere	населби
cartiere	окрузи
cartiere	области
stand	стојат
șanse	шансите
șanse	шанси
șanse	шанси
șanse	шанса
guvernele	владите
guvernele	влади
confederația	конфедерацијата
confederația	конфедерација
ward	ворд
ward	вард
localnicilor	мештаните
organisme	организми
organisme	тела
consul	конзул
deciziile	одлуки
deciziile	одлуките
nevada	невада
iarbă	трева
iarbă	тревата
iarbă	трева
iarbă	тревка
iarbă	вилд
completat	заврши
completat	завршено
comitet	комитет
comitet	комитетот
comitet	комисија
capabilă	способно
capabilă	способен
capabilă	способни
capabilă	способна
masivă	масивен
masivă	масивна
masivă	масовни
masivă	масивни
inițiativă	иницијатива
saga	сага
natalia	наталија
natalia	наталија
reformă	реформи
reformă	реформа
celtic	селтик
arestarea	апсење
hart	харт
vânzarea	распродажба
vânzarea	продажба
bella	бела
daily	секојдневна
daily	дневно
rit	ритуал
rit	обред
chitarist	гитарист
memoriam	memoriam
italiana	италијанска
italiana	италијански
italiana	италијанецот
italiana	италијанец
sociologie	социологија
variabilă	променлива
variabilă	променливи
variabilă	променливата
antrenat	обучен
antrenat	обучени
antrenat	тренираше
antrenat	тренирана
divine	божествен
divine	божествена
divine	божествено
grecesc	грчки
grecesc	грчка
grecesc	грк
sabia	мач
sabia	мечот
sabia	меч
proiectarea	дизајн
proiectarea	проектирање
existent	постојните
existent	постојна
existent	постоечките
existent	постоечки
existent	постоечка
existent	постојни
instalarea	инсталацијата
instalarea	инсталација
instalarea	инсталирање
afectată	погодени
afectată	засегнати
franci	франци
franci	франки
franci	франки
tropicale	тропски
tropicale	тропска
eine	ајне
kane	кејн
cheltuielile	трошоци
cheltuielile	трошоци
costurile	трошоци
tehnologic	технолошки
tehnologic	технолошко
tehnologic	технолошка
semnate	потпишана
semnate	потпишани
semnate	потпишано
semnate	потпишан
văi	долини
operează	оперира
operează	оперираат
operează	оперира
dallas	далас
retezat	пресечена
atingând	допирање
geometrie	геометрија
notele	оценки
notele	оцени
calde	грее
calde	топло
calde	топли
calde	топол
calde	топла
clienți	клиенти
clienți	муштерии
aplica	аплицирање
aplica	примени
calul	коњ
calul	коњски
abuz	злоставување
abuz	злоупотреби
abuz	злоупотреба
unghi	агол
madagascar	мадагаскар
relativă	роднина
relativă	релативна
relativă	релативно
intervenții	интервенции
examenul	испит
permițând	дозволувајќи
operație	операција
operație	операцијата
operație	операција
operație	хирургија
voivodina	војводина
peisajul	пејсаж
peisajul	сцена
peisajul	пејзаж
copaci	стебла
copaci	дрвја
copaci	дрва
copaci	дрвца
urs	мече
urs	мечка
nina	nina
nina	нина
stâlpi	столба
stâlpi	столбови
divorțat	разведена
divorțat	разведен
divorțat	разведени
stratul	обвивка
stratul	слој
plantele	билки
plantele	растенија
plantele	централи
orientală	ориентални
rick	рик
polițist	полицаец
polițist	полицаец
jeremy	џереми
locuitor	жител
cafea	кафе
profesional	професионална
profesional	професионален
profesional	професионални
profesional	професионално
profesional	professional
profesional	професионалец
profesional	професионално
aziz	азиз
weber	вебер
guvernarea	владеење
guvernarea	управување
guvernarea	управа
ascensiunea	вознесението
ofițerii	офицери
ofițerii	полицајци
straturi	слоеви
fermă	фармата
fermă	фарма
teoretice	теоретски
teoretice	теоретска
urmate	следев
urmate	следена
urmate	следени
urmate	следеше
nacional	национал
munchen	минхен
ivanovici	иванович
urmărirea	следење
echipaj	екипаж
echipaj	екипа
rachel	rachel
rachel	рејчел
vecini	комшии
vecini	соседите
vecini	соседи
vecini	комшиите
vecini	соседи
patron	патрон
dosarul	папка
click	кликнете
click	клик
click	кликнување
click	кликање
click	кликни
iris	ајрис
iris	ирис
rama	рамка
rama	рама
afganistan	афганистан
afganistan	авганистан
interzise	забрането
interzise	забранета
interzise	забранети
interzise	забрането
interzise	забранети
interzise	забранета
miles	мајлс
miles	милји
miles	km
sfinte	свето
sfinte	света
tolstoi	толстој
impactul	влијанието
impactul	влијание
impactul	достигнат
impactul	опсег
impactul	достигне
impactul	досег
ouest	ouest
abilitatea	способност
tango	танго
designer	дизајнер
coautor	coauthor
southern	јужен
southern	јужна
southern	јужни
cultivarea	негување
cultivarea	одгледување
cultivarea	негува
politicieni	политичарите
politicieni	политичари
blagoevgrad	благоевград
demografice	демографија
demografice	демографски
înlocui	замени
botezat	крстил
botezat	крстен
teoriile	теории
adeseori	често
adeseori	честопати
living	живите
living	живеејќи
living	живеење
orientarea	ориентација
metz	мец
stefano	стефано
modificate	модифициран
modificate	променети
modificate	изменета
modificate	изменето
modificate	изменет
candidați	кандидатите
candidați	кандидати
candidați	кандидатки
remarcabilă	извонредна
remarcabilă	извонредно
remarcabilă	извонреден
încetarea	прекинување
variantele	варијанти
vorbim	разговараме
vorbim	зборувај
vorbim	збори
întărit	зајакнат
întărit	зајакната
întărit	зајакнати
întărit	засилени
întărit	засилен
întărit	зајакната
întărit	засилена
experimente	експерименти
divizată	поделени
divizată	поделено
divizată	поделена
divizată	поделен
princeton	принстон
președinția	претседателство
președinția	претседателството
președinția	претседателство
navigație	навигација
brațul	арм
aurul	златен
aurul	златни
aurul	злато
literă	писмо
literă	буква
participant	учесник
australiei	австралија
violent	насилно
violent	насилен
violent	насилна
violent	насилни
joyce	џојс
regiunilor	региони
avantaj	предност
acceptate	прифатен
acceptate	прифатена
acceptate	прифатено
acceptate	прифатени
genetică	генетски
genetică	генетска
genetică	генетиката
genetică	генетика
brunswick	брунсвик
colegiu	факултет
colegiu	колеџ
nucleu	суштински
nucleu	јадрото
nucleu	јадро
nucleu	кернелот
nopți	ноќи
amiralul	адмирал
konrad	конрад
rezerve	резерви
rezerve	резервисти
încrederea	самодоверба
încrederea	доверба
niger	нигер
simt	почувствувам
simt	осети
simt	чуство
simt	чувство
tipărite	печатени
tommy	томи
proiectată	дизајнирана
proiectată	дизајнирани
proiectată	дизајниран
proiectată	дизајнирано
proiectată	проектираните
proiectată	предвиден
proiectată	предвидена
supraveghere	надзор
supraveghere	надзор
supraveghere	надгледување
rap	рап
rap	рапот
popularitatea	популарност
decan	дин
decan	dean
brest	брест
surorile	сестрите
surorile	сестри
nepot	внук
nepot	внукот
nepot	внуче
nepot	внук
nepot	внукот
extindere	проширување
extindere	проширување
extindere	експанзија
extindere	наставка
extindere	продолжение
extindere	продолжување
dune	дини
dune	дина
fundamental	фундаментални
fundamental	основните
doamne	богот
doamne	бога
doamne	бог
doamne	господ
indirect	индиректно
indirect	индиректни
indirect	индиректно
pure	чисто
pure	чист
pure	чиста
episoadele	епизоди
ellen	елен
floare	цвеќе
floare	цвет
murală	фреска
miezul	суштински
miezul	јадрото
miezul	јадро
concrete	конкретни
concrete	конкретна
concrete	бетон
concrete	бетонски
concrete	конкретен
parteneriat	партнерство
miros	мирис
miros	мирисни
miros	мирисаат
miros	миризба
mortal	смртоносен
mortal	смртоносна
mortal	смртоносниот
mortal	смртоносни
mortal	смртоносно
manuscrisul	ракопис
manuscrisul	ракописи
manuscrisul	ракописот
movilă	могила
dog	куче
verificare	верификација
verificare	провери
verificare	проверено
verificare	проверка
verificare	чек
dresda	дрезден
expresii	фрази
confruntat	соочен
confruntat	соочени
car	кочија
mobilier	гарнитура
mobilier	мебел
fund	задник
fund	газ
fund	задник
fund	задникот
fund	газ
emisfera	хемисфера
rai	небесата
rai	рај
rai	рајот
rai	раи
teritorial	територијалната
teritorial	територијален
teritorial	територијалниот
teritorial	територијална
teritorial	територијални
factorii	фактори
bucată	делче
bucată	парче
ferrari	ферари
suplimentar	дополнително
suplimentar	дополнителни
suplimentar	дополнителна
suplimentar	додатни
suplimentar	дополнителен
suplimentar	дополнителна
suplimentar	екстра
brooklyn	бруклин
oase	коските
oase	коски
oase	коска
oak	даб
textile	текстилна
textile	текстил
textile	текстил
profesorii	учители
profesorii	наставниците
profesorii	наставници
coordonarea	координација
craig	крег
atomi	атоми
obiceiul	навика
ilustrată	илустрирани
palace	палас
palace	дворец
palace	палата
christine	кристин
christine	кристина
flancul	крило
plasă	net
plasă	нето
plasă	нет
rain	дожд
depozit	складиштето
depozit	магацин
depozit	складиште
depozit	магацин
depozit	складирање
depozit	складиште
depozit	депозити
depozit	депозит
depozit	депозитот
vegas	вегас
semnificație	значење
semnificație	значење
semnificație	важност
oficiul	канцеларија
julien	џулијан
julien	џулиен
traficul	сообраќај
suspendat	суспендиран
suspendat	прекинати
suspendat	укинато
suspendat	суспендирана
seniori	матуранти
seniori	сениори
seniori	виш
seniori	високи
seniori	пензионерски
seniori	матурант
seniori	постар
perspective	изгледите
perspective	перспективи
manhattan	менхетн
manhattan	менхетен
avansată	напредни
avansată	напредно
avansată	напредна
avansată	напреден
combinate	комбинација
combinate	комбиниран
combinate	здружени
combinate	комбинирано
combinate	комбинирана
aplicație	апликацијата
aplicație	примена
aplicație	апликација
aplicație	апликацијата
aplicație	апликација
exprimarea	изразувајќи
exprimarea	изразува
exprimarea	искажувајќи
