сараево	sarajeve
свързване	pripojenie
свързване	pripájam
свързване	pripája
свързване	spájanie
свързване	pripojiť
свързване	spojiť
свързване	pripojenie
променливи	premenná
променливи	variabilné
променливи	ukazovateľ
променливи	premenné
променливи	ukazovatele
променливи	premenných
променливи	premenné
удоволствие	potešenie
удоволствие	radosť
лийдс	leeds
шумахер	schumacher
плутарх	plutarch
неизвестна	neznámy
неизвестна	neznáme
неизвестна	neznáma
сок	šťavy
сок	džús
сок	šťava
сок	ponožky
пейзаж	scenérie
пейзаж	krajiny
пейзаж	krajina
влияе	ovplyvňuje
влияе	postihuje
влияе	ovplyvní
ивици	pásiky
ивици	pruhy
базел	bazilej
затваря	zavrie
затваря	uzatvára
затваря	zatvára
гаврил	gavril
клетва	prísahu
клетва	prísahou
покровител	patrón
сблъсъци	zrážkam
наталия	natália
наталия	natalia
разделено	rozdelili
разделено	rozdelená
разделено	rozdelený
разделено	rozdelené
кери	carrie
кери	cary
кери	kerry
съветници	poradcov
съветници	poradcovia
съветници	poradcov
съветници	poradcovia
съветници	advokáti
съветници	poradcovia
леонард	leonard
показател	index
показател	ukazovateľ
показател	indikátor
пробив	zlom
пробив	prielom
пробив	narušenie
пробив	porušenie
комунизма	komunizmus
осъжда	odsudzuje
църквите	kostoly
църквите	cirkvi
църквите	kostolov
домашен	doma
домашен	domov
домашен	domáca
домашен	domáce
домашен	domáci
домашен	vnútroštátna
домашен	domáca
домашен	domáce
домашен	domáci
домашен	domácu
домашен	domáce
построи	postaviť
построи	budovať
построи	stavať
построи	vybudovať
кооперация	družstvo
ален	alain
конкурси	súťaže
конкурси	súťaží
конкурси	súťaže
конкурси	súťaží
бук	bukové
германци	nemcov
германци	nemci
компютъра	počítačová
компютъра	počítač
компютъра	počítačom
компютъра	počítača
реализъм	realizmus
делегати	delegátov
гуам	guam
настояване	naliehanie
ботове	bot
повреда	zlyhanie
повреда	neúspech
повреда	poškodenie
повреда	škody
повреда	porucha
оксфорд	oxforde
аквитания	akvitánsko
сет	seth
съдържащ	obsahujúce
съдържащ	obsahujúca
съдържащ	obsahujúci
дива	wild
дива	divé
дива	divá
дива	divoký
дива	voľne
дива	diva
девети	deviaty
девети	deviateho
девети	deviatej
двоен	dvojité
двоен	dvojitá
двоен	zdvojnásobiť
двоен	double
двоен	dvojnásobok
археология	archeológie
археология	archeológia
ескадрила	letka
шум	hluku
шум	šum
шум	hluk
опитът	skúsenosť
опитът	prax
опитът	skúsenosti
опитът	zažiť
опитът	zážitok
психологически	psychologický
психологически	psychické
психологически	psychologické
психологически	psychologicky
бенджамин	benjamin
стълб	stĺp
стълб	piliera
стълб	pilier
стълб	pól
заден	zadné
заден	zadná
заден	zadný
каменица	kamenica
опери	opier
описана	opísal
описана	popísaný
описана	opísané
описана	popísané
описана	opísaná
абдул	abdul
прием	príjem
прием	prijímanie
прием	recepcia
прием	príjem
светлана	svetlana
пен	penn
специализирана	špecializovaných
специализирана	špecializované
специализирана	špecializovaná
специализирана	špecializovaný
специализирана	špecializované
специализирана	špecializovaná
специализирана	špecializovaný
поморие	pomorie
луизиана	louisiane
сух	suchá
сух	suché
сух	suchý
кристали	kryštály
сървър	server
хофман	hoffmann
хофман	hoffman
училищата	škôl
училищата	školy
мей	mei
фотограф	fotografa
фотограф	fotograf
фотограф	fotografka
лого	logo
лого	loga
лого	logá
лого	loga
мирослав	miroslav
материалите	materiály
материалите	materiál
материалите	materiálov
почит	hold
почит	pocta
почит	hold
почит	pocta
атлетика	atletike
съдът	dvor
съдът	súd
хирургия	operáciu
хирургия	operácia
отражение	odraz
отражение	zamyslenie
отражение	úvaha
вегас	vegas
влакна	vlákien
влакна	vlákna
влакна	vlákna
влакна	fiber
влакна	vlákna
влакна	vlákno
влакна	vlákniny
влакна	vlákno
влакна	vlákniny
бенедикт	benedict
поделение	jednotka
поделение	unit
предложена	ponúkané
предложена	ponúknutá
предложена	ponúknuté
предложена	ponúkol
предложена	navrhovaná
предложена	navrhnutý
предложена	navrhované
предложена	navrhnuté
предложена	navrhovaných
предложена	navrhovaný
насърчава	nabáda
насърчава	povzbudzuje
насърчава	propaguje
насърчава	podporuje
насърчава	presadzuje
признати	uznaná
признати	uznaný
признати	uznávané
признати	uznávaná
признати	uznané
признати	uznal
признати	uznávané
признати	uznané
признати	uznala
признати	uznaná
признати	uznávaný
признати	spoznal
признати	uznávané
признати	uznané
признати	spoznali
признати	uznaná
швабия	švábsko
джонатан	jonathan
отдели	oddelenia
отдели	útvary
катя	katia
катя	katja
никита	nikita
неуспешни	neúspešné
неуспешни	neúspešný
илюстрация	ilustráciu
романс	romantika
дик	kokot
дъно	dne
дъно	spodný
дъно	dno
дъно	spodok
дъно	dolný
санчес	sanchez
заплахи	vyhrážky
заплахи	ohrozenia
заплахи	hrozby
заплахи	ohrozenie
женско	ženská
женско	ženského
женско	ženský
женско	samice
женско	ženské
женско	samica
женско	ženská
женско	žena
женско	žien
интерпретация	interpretácia
интерпретация	výklad
интерпретация	interpretácie
интерпретация	tlmočenie
щастлив	šťastný
щастлив	šťastne
щастлив	šťastné
нина	nina
изтрита	odstránený
изтрита	vymazané
изтрита	odstránená
изтрита	vypúšťa
изтрита	odstránené
изтрита	vypustené
изтрита	vymazaný
изтрита	vymazané
изтрита	vymazal
кухина	dutiny
анонимен	anonymný
анонимен	anonymných
анонимен	anonymne
анонимен	anonymné
предупреждение	výstraha
предупреждение	varuje
предупреждение	varovanie
предупреждение	upozornenie
успехите	úspechy
имущество	pozemok
имущество	nehnuteľnosti
имущество	vlastnosť
имущество	majetok
имущество	nehnuteľnosť
приключения	dobrodružstvá
приключения	dobrodružstvo
спасение	spása
секции	oddiely
секции	úseky
секции	sekcií
секции	sekcie
доклади	hlásenia
доклади	správ
доклади	správy
домове	domy
домове	domovy
вагнер	wagner
олтара	oltár
олтара	oltári
нютон	newton
решено	vyriešené
решено	vyriešený
решено	rozhodnuté
решено	vyriešila
решено	rozhodli
решено	rozhodol
решено	rozhodlo
решено	rozhodnuté
решено	určený
решено	odhodlaný
решено	určené
решено	odhodlaná
оставката	odstúpenie
оставката	výpoveď
оставката	rezignáciu
винсент	vincent
реализация	realizácia
реализация	realizácie
реализация	uvedomenie
реализация	realizácia
достъпна	prístupná
достъпна	prístupný
достъпна	prístupné
достъпна	cenovo
изключителна	výhradné
изключителна	exkluzívne
изключителна	exkluzívny
изключителна	výlučné
изключителна	výnimočná
изключителна	výnimočné
изключителна	mimoriadne
изключителна	mimoriadna
изключителна	mimoriadny
изключителна	vynikajúce
изключителна	výnimočné
изключителна	mimoriadny
изключителна	výnimočná
изключителна	výnimočný
изключителна	mimoriadne
изключителна	mimoriadna
усвояване	absorpciu
усвояване	absorpcie
усвояване	absorpcia
палма	palma
шапка	klobúk
шапка	čiapku
шапка	čiapka
татяна	tatiana
карат	disky
карат	jazdí
карат	poháňa
парламентарна	parlamentné
парламентарна	parlamentná
парламентарна	parlamentný
парламентарна	parlamentných
сократ	sokrates
сянка	tieň
сянка	tieňom
сянка	tieňa
сянка	tieni
сянка	odtieň
сянка	tieňa
сребърна	strieborný
сребърна	striebro
сребърна	strieborná
сребърна	silver
честта	cest
честта	česť
честта	pocta
честта	cest
честта	česť
светло	ľahký
светло	svetlo
светло	svetla
светло	jasná
светло	svetlý
светло	svetlé
минск	minsku
рот	roth
героиня	hrdinka
лисица	líška
лисица	fox
лисица	líšky
хребет	hrebeň
хребет	ridge
синя	blue
синя	modrý
синя	modré
синя	modrá
синя	modra
кръгла	okrúhle
кръгла	kolo
кръгла	okrúhly
кръгла	kola
ритуали	rituály
ритуали	rituály
паунда	libier
изградено	skonštruované
изградено	konštruované
титан	titánu
титан	titaničitý
титан	titan
гугъл	google
вдовицата	vdovy
вдовицата	vdova
магия	čary
магия	magické
магия	magic
магия	čary
магия	mágia
магия	kúzlo
палуба	paluba
палуба	palubu
палуба	palube
палуба	paluby
мусолини	mussolini
ранд	rand
уравнение	rovnica
уравнение	rovnice
включване	prihlásenie
включване	prihlásiť
включване	zahrnúť
включване	zapnúť
включване	povoliť
включване	umožniť
включване	zaradenie
включване	začlenenie
включване	zahrnutie
остри	ostrý
остри	ostré
остри	ostro
остри	ostrá
експерт	odborník
експерт	znalec
експерт	expert
въведени	zavedená
въведени	zaviedla
въведени	zavedené
въведени	zavedený
регионално	regionálnej
регионално	regionálne
регионално	regionálny
регионално	regionálna
влакове	vlaky
влакове	vlakov
алесандро	alessandro
продаден	predaný
продаден	predaná
продаден	predal
продаден	predané
продаден	predávané
уикимедия	wikimedia
равновесие	zostatok
равновесие	rovnováha
равновесие	vyváženie
равновесие	saldo
равновесие	rovnováhu
равновесие	vyváženosť
равновесие	rovnováha
подробна	podrobne
подробна	detailné
подробна	podrobné
подробна	podrobná
процедури	konania
процедури	postupy
процедури	procedúry
служителите	zamestnanci
служителите	zamestnancov
съюзи	odbormi
съюзи	odborov
съюзи	odbory
съюзи	zväzy
съюзи	spojenectvá
съюзи	aliancie
възли	uzlov
възли	uzly
възли	uzlov
възли	uzly
възли	uzliny
възли	hrudky
индивидуално	jednotlivo
индивидуално	individuálne
индивидуално	individuálna
индивидуално	individuálne
индивидуално	jednotlivec
индивидуално	individuálny
индивидуално	jednotlivca
индивидуално	jednotlivých
изразен	vyjadrené
изразен	vyjadrila
изразен	vyjadrený
пери	peri
пери	perry
групова	skupinu
групова	group
групова	skupiny
групова	skupina
трансилвания	transylvánii
трън	thorn
зрителите	diváci
зрителите	divákov
барабанист	bubeník
червеи	červy
червеи	červov
червеи	červa
червеи	červ
барбароса	barbarossa
настанени	ubytované
настанени	umiestnené
положителни	pozitívnych
положителни	pozitívne
положителни	pozitívna
положителни	kladná
положителни	pozitívny
отбелязано	zaznamenaná
отбелязано	zaznamenal
отбелязано	zaznamenané
отбелязано	poznamenať
отбелязано	poznamenal
мурад	murad
чака	chaka
буквите	písmená
буквите	listy
буквите	písmen
анатолий	anatolij
дебели	tučné
дебели	tuku
дебели	tuk
дебели	tuky
дебели	fat
конференции	konferencií
конференции	konferencie
баница	koláč
баница	koláča
атентат	atentát
атентат	vražda
атентат	bombardovanie
пейзажи	scenérie
възрастен	dospelý
възрастен	dospelých
възрастен	dospelé
възрастен	dospelí
соли	solí
соли	soli
водачи	vodiči
водачи	ovládače
водачи	vodičom
водачи	vodičov
водачи	návody
водачи	sprievodcovia
водачи	príručky
водачи	predstavitelia
водачи	lídri
водачи	vodcovia
водачи	vodcov
бягане	chode
бягане	beh
бягане	beží
бягане	behať
колин	colin
колин	colinom
колин	colin
обвинение	obvinenia
обвинение	obvinenie
преден	front
преден	predné
преден	predný
преден	predná
комунист	komunistická
комунист	komunista
шампиона	champion
шампиона	šampión
мине	prejsť
мине	pass
крилото	krídlo
крилото	wing
учил	študovali
учил	študoval
учил	skúmaný
учил	študovala
учил	skúmané
преработка	prepracovanie
преработка	spracovanie
преработка	spracúvanie
преработка	spracovania
преработка	spracovávanie
преработка	revízia
преработка	revízie
преработка	revízii
фриц	fritz
папагали	papagájov
озаглавена	oprávnená
молитва	modlitby
молитва	modlitbu
молитва	modlitbe
молитва	modlitba
дълбок	hlboká
дълбок	hlboké
дълбок	hlboko
дълбок	deep
дълбок	hlboký
небе	obloha
небе	sky
небе	nebo
небе	obloha
канцлер	kancelár
силезия	sliezsko
случаят	case
случаят	prípade
случаят	pripad
случаят	prípad
случаят	kufrík
държавник	štátnik
божество	božstvo
елиът	elliott
елиът	eliot
елиът	elliot
мейн	maine
сложно	zložitá
сложно	komplikovaný
сложно	zložité
сложно	komplikovaná
сложно	komplikované
съдействие	spolupráca
каринтия	korutánsku
плат	platt
плат	tkaniny
плат	textílie
точни	presná
точни	presný
точни	presné
съливан	sullivan
разум	rozum
разум	zmysel
служил	slúžila
служил	slúžili
служил	slúžil
телата	telá
телата	karosérie
телата	tiel
телата	orgány
отсъствие	absencia
отсъствие	neexistencia
отсъствие	absencie
отсъствие	neprítomnosti
отсъствие	neprítomnosť
райт	wright
забранени	zakázané
забранени	zakázaná
забранени	zakázaný
забранени	zakázané
забранени	zakázaná
забранени	zakázaný
забранени	zakázať
забранени	zakázaná
забранени	zakázané
забранени	zakázaný
ферара	ferrara
нанси	nancy
бокса	box
бокса	boxu
шанхай	šanghaji
технологичен	technologické
духовни	duchovný
духовни	duchovného
духовни	duchovné
душан	dušan
съвместна	kĺb
съвместна	joint
съвместна	spoločné
съвместна	spoločná
съвместна	spoločný
възникване	výskyt
съседи	susedov
съседи	susedia
съседи	susedov
съседи	susedia
съседи	susedné
въртене	otočiť
въртене	spin
въртене	točiť
въртене	rotácia
въртене	striedanie
въртене	rotácie
сул	sul
атоми	atómov
облак	oblak
облак	mrak
облак	cloud
хищници	predátorov
съмнения	pochybovať
съмнения	pochybnosť
съмнения	pochybujem
съмнения	pochybnosti
съмнения	pochybností
съмнения	pochybnosti
реагира	reaguje
реагира	zareaguje
реагира	reagovala
реагира	reagovali
реагира	reagovalo
реагира	reagoval
реагира	reagovať
реагира	zareaguje
продължения	pokračovania
възможна	možná
възможна	možné
възможна	možný
възможна	mozne
ерани	erraniová
джоан	joanne
джоан	joan
румънска	rumunský
румънска	rumunská
румънска	rumunskom
румънска	rumunské
румънска	rumunského
легендите	legiend
легендите	legendy
неколкократно	opakovane
енрике	enrique
мелбърн	melbourne
синоним	synonymum
мрамор	mramor
водопад	vodopád
часовник	hodín
часовник	hodiny
икономисти	ekonómovia
притежание	držanie
притежание	držba
притежание	vlastníctva
притежание	vlastníctvo
отказа	odmietnuté
отказа	odmietnutá
отказа	odmietol
отказа	odmietnutý
отказа	zamietnuté
обединено	united
обединено	zjednotená
обединено	zjednotení
обединено	spojené
послание	správu
послание	odkaz
послание	posolstvo
послание	správa
федеративна	federatívna
пясък	piesok
пясък	piesku
пясък	piesky
вердер	werder
вселена	vesmíre
вселена	vesmír
горещо	horúci
горещо	sexi
горещо	hot
горещо	horúca
горещо	horúce
океания	oceánia
споразумения	dohodách
споразумения	dohôd
споразумения	dohody
смесен	zmiešaný
смесен	zmiešaná
смесен	zmiešané
смесен	zmiešaný
съществени	podstatný
съществени	podstatná
съществени	podstatné
съществени	nevyhnutná
съществени	základné
съществени	nevyhnutné
надеждата	nádej
надя	nadja
надя	naďa
надя	nadia
устав	stanovy
устав	štatút
устав	stanov
устав	štatútu
устав	štatút
победители	výhercov
победители	víťazi
победители	víťazov
гимнастика	gymnastiku
предградие	predmestie
предградие	predmestí
нестор	nestor
тенденции	trend
тенденции	tendencia
тенденции	trendy
тенденции	tendencie
кратер	kráter
въглероден	uhlíka
въглероден	uhlík
залцбург	salzburg
мак	mac
мак	maca
мак	mack
мак	macka
уникални	jedinečný
уникални	unikátne
уникални	jedinečné
уникални	jedinečná
уникални	unikátny
съществували	existovali
съществували	existovala
съществували	existoval
съществували	existovalo
осветена	zapálil
осветена	svetelné
осветена	posvätil
влияния	ovplyvňovanie
влияния	vplyvy
лауда	lauda
паркър	parkerová
паркър	parker
красив	krásny
красив	fešáci
красив	pekný
логото	logo
логото	loga
унищожаване	zničiť
унищожаване	zničí
унищожаване	ničiť
унищожаване	odstraňovanie
унищожаване	likvidácia
унищожаване	likvidáciu
унищожаване	zneškodnenie
унищожаване	ničenie
унищожаване	ničenia
унищожаване	zničenie
тувалу	tuvalu
изчисления	výpočtov
изчисления	výpočty
алис	alica
алис	alenka
алис	alice
консултант	konzultant
консултант	poradcu
консултант	poradca
драматични	dramatický
драматични	dramatické
познание	znalosti
познание	poznatky
познание	poznanie
познание	vedomosti
познание	znalosť
познание	vedomostí
скулптури	socha
скулптури	sochy
скулптури	sochy
трансфер	presun
трансфер	prenos
трансфер	prevod
пивоварна	pivovar
офанзива	urážlivé
вдига	vyvoláva
хървати	chorváti
куинсланд	queensland
споменато	spomenul
споменато	spomínali
споменато	spomenula
споменато	spomenuli
споменато	spomenuté
баскетбол	basketbal
характеризират	charakterizovať
бирмингам	birmingham
кралици	kráľovné
кралици	queens
взрив	bang
взрив	výbuchu
взрив	výbuch
взрив	výbuchu
взрив	explózie
взрив	explóziu
взрив	explózia
взрив	výbuch
уникална	jedinečný
уникална	unikátne
уникална	jedinečné
уникална	jedinečná
уникална	unikátny
оръдието	dela
оръдието	delá
оръдието	delo
ралф	ralph
недостатъци	nedostatky
недостатъци	nedostatkov
недостатъци	nedostatky
недостатъци	nedostatkov
недостатъци	chyby
недостатъци	vady
недостатъци	nedostatky
предложи	ponúknuť
предложи	ponuka
предложи	ponuku
посещения	návštevy
посещения	návštev
бот	bot
бот	robot
бот	robota
зърно	bradavky
зърно	obilie
зърно	zrná
зърно	zrno
зърно	zrna
запаси	stavy
запаси	zásoby
десау	dessau
здравословни	zdravý
здравословни	zdravá
здравословни	zdravo
здравословни	zdravé
здравословни	zdraví
противоречия	rozpory
противоречия	spor
съперник	súper
съперник	súper
съперник	protivník
поетът	básnik
съгласието	súhlas
верен	lojálny
верен	verný
верен	verná
верен	verní
верен	verný
верен	verná
верен	verní
антоан	antoine
руси	blondína
руси	blond
руси	blondínka
руси	blond
палубата	paluba
палубата	palubu
палубата	palube
палубата	paluby
господ	boh
господ	boha
господ	bože
антиохия	antiochie
аякс	ajax
нервна	nervózna
нервна	nervózny
руда	rudy
готите	góti
скоби	čeľuste
скоби	svorky
скоби	spony
скоби	svorky
скоби	strojček
скоби	zátvorkách
скоби	konzoly
фрази	fráz
фрази	vety
фрази	frázy
тунел	tunela
тунел	tunel
картофи	zemiaky
картофи	zemiaková
картофи	zemiakové
картофи	zemiakov
картофи	zemiaky
картофи	zemiakový
картофи	zemiak
другаде	inde
инфекции	infekcie
уолис	wallis
елита	elita
елита	elity
елита	elite
изхода	výstupe
бройки	kusy
бройки	kúsky
бройки	kusov
еквивалент	rovnocenné
еквивалент	rovnocenná
еквивалент	ekvivalentná
еквивалент	ekvivalent
еквивалент	rovnocenný
еквивалент	ekvivalentné
експеримент	experiment
експеримент	pokus
експеримент	experimentu
върхът	topper
арабска	arab
арабска	arabských
арабска	arabské
арабска	arabčina
арабска	arabsky
арабска	arabské
арабска	arabskom
арабска	arabské
изпревари	predbehnúť
батак	batak
ислям	islamu
ислям	islam
риска	riskovať
риска	riziká
риска	riziko
риска	risk
замени	nahradiť
замени	nahradenie
ярко	jasná
ярко	svetlý
ярко	svetlé
агенции	agentúry
агенции	agentúr
иврит	hebrejčine
петдесет	päťdesiat
петдесет	fifty
джефри	geoffrey
джефри	jeffrey
номинирана	menovaný
номинирана	nominovaný
иконата	ikonu
иконата	ikona
навътре	dovnútra
навътре	dovnútra
епидемия	ohnisko
епидемия	epidémia
епидемия	epidémie
кореспонденция	korešpondenciu
кореспонденция	korešpondencia
крус	cruz
търпи	tolerovať
племенница	neter
кристоф	christophe
кристоф	christoph
гьоте	goethe
селекция	výber
предадени	zradil
предадени	zradila
предадени	zradili
предадени	prenesené
предадени	prenášané
предадени	vzdal
предадени	vzdali
предадени	odovzdané
отпред	front
отпред	predné
отпред	predný
отпред	predná
джесика	jessica
близостта	blízkosť
пътувания	cestovať
пътувания	cestovné
пътувания	cestovný
пътувания	cestovanie
пътувания	výlety
пътувания	výletov
бай	bai
застрашени	ohrozený
застрашени	ohrozená
застрашени	ohrozených
застрашени	ohrozené
толстой	tolstoj
ибрахим	ibrahim
постановка	nastavenie
постановка	nastaviť
постановка	inscenácia
плуване	plávať
плуване	plávanie
плуване	kúpanie
плуване	plávanie
плуване	plávajúce
ъгъла	rohu
ъгъла	roh
ъгъла	kúta
ъгъла	kút
астрономически	astronomické
свободи	slobody
свободи	slobôd
ръба	hrane
ръба	okraja
ръба	okraj
ръба	hrany
лири	líra
лири	libier
жозеф	jozef
жозеф	joseph
жозеф	jozefa
науру	nauru
нож	nožík
нож	nôž
антоанета	antoinette
изключителни	výhradné
изключителни	exkluzívne
изключителни	exkluzívny
изключителни	výlučné
изключителни	výnimočné
изключителни	mimoriadny
изключителни	výnimočná
изключителни	výnimočný
изключителни	mimoriadne
изключителни	mimoriadna
астронавти	astronauti
стадий	etapa
стадий	javisko
стадий	fáze
стадий	fáza
стадий	pódium
стадий	štádium
арка	arch
арка	oblúk
феномен	jav
феномен	javy
феномен	fenomén
феномен	jav
феномен	javu
феномен	fenomén
пакет	balíku
пакет	zväzok
пакет	balíček
пакет	balík
пакет	balenie
цецилий	caecilius
дружба	priateľstvo
дружба	priateľstva
фази	fázy
гигантски	obor
гигантски	obrovský
гигантски	obrie
означение	zápis
означение	označenia
означение	určenie
означение	označenie
сюзън	zuzana
сюзън	susan
наследниците	dedičov
сеул	soule
сеул	soul
фламандски	flámske
традиционна	tradičné
традиционна	tradičná
традиционна	tradičný
бригади	brigád
бригади	brigády
следите	stopy
следите	stôp
следите	skladby
следите	trate
борса	výmenu
борса	výmena
борса	burza
обичам	love
обичам	lásky
обичам	milovať
обичам	laska
обичам	láska
психоанализа	psychoanalýzy
панония	pannonia
панчо	pancho
погребани	pochovaný
погребани	pochovaná
погребани	pochovali
погребани	pochované
тор	hnojivo
тор	hnoj
тор	tor
тор	hnojivo
тор	thor
мита	mýtus
мита	ciel
мита	clá
мита	povinnosti
доказано	dokázal
доказано	dokázalo
доказано	preukázali
доказано	preukázaná
доказано	preukázané
доказано	preukázaný
доказано	dokázaná
доказано	preukázané
доказано	preukázaná
доказано	dokázané
биологични	biologicky
биологични	biologickej
биологични	biologický
биологични	biologické
биологични	biologická
клонове	pobočky
клонове	vetvy
клонове	pobočiek
витамин	vitamín
витамин	vitamínu
плажове	pláže
духове	duchovia
духове	duchov
духове	duchmi
духове	liehoviny
духове	duchovia
духове	destiláty
духове	duchov
духове	duše
спад	pokles
спад	odmietnuť
спад	zamietnuť
обвивка	puzdro
обвивка	shell
приключване	doplnenie
приключване	ukončenie
приключване	dokončenie
приключване	dopĺňanie
приключване	uzavretie
приключване	zatvorenie
приключване	uzatvorenie
публична	public
публична	verejný
публична	verejnosť
публична	verejné
публична	verejná
агиос	agios
вулкан	sopka
вулкан	vulcan
педагогика	pedagogiky
бунтове	nepokoje
бежанците	utečencov
бежанците	utečencom
бежанците	utečenci
собственици	majiteľov
собственици	vlastníci
собственици	vlastníkov
собственици	majitelia
осветление	osvetlenie
повторение	opakovania
повторение	opakovanie
повторение	opakovanie
повторение	replay
повторение	prehrať
повторение	opakovať
повторение	opakujem
повторение	zopakovať
повторение	opakovanie
хайделберг	heidelbergu
папи	pápeži
дъблин	dubline
дъблин	dublin
парламентът	parlament
парламентът	parlamentu
свършва	skončí
свършва	končí
свършва	konce
кодове	kódy
ренесанс	renesancie
зигфрид	siegfried
шеста	šiesta
шеста	šiestej
шеста	šieste
шеста	šiesty
юлих	jülich
керамични	keramický
керамични	keramických
керамични	keramické
мощен	silné
мощен	mocný
мощен	silná
мощен	mocné
мощен	silný
мощен	mocná
равнини	pláňach
равнини	roviny
пътуват	cestovať
пътуват	cestovné
пътуват	cestovný
пътуват	cestovanie
градината	záhrade
градината	záhrady
градината	záhrada
марш	marsh
търнър	turner
матиас	mathias
матиас	mattias
матиас	matias
матиас	matej
матиас	matthias
симфония	symfónia
провал	zlyhanie
провал	neúspech
сухо	suchá
сухо	suché
сухо	suchý
северозападния	northwestern
предна	front
предна	predné
предна	predný
предна	predná
предна	čelnej
автобуси	autobusy
автобуси	autobusov
свазиленд	svazijska
дъга	rainbow
дъга	dúha
дъга	oblúk
удобно	výhodné
удобно	vyhovujúce
удобно	pohodlné
удобно	pohodlne
удобно	pohodlné
удобно	pohodlie
удобно	pohodlný
удобно	pohodlná
удобно	pohodlné
удобно	pohodlie
удобно	pohodlne
йован	jovan
двойна	dvojité
двойна	dvojitá
двойна	zdvojnásobiť
двойна	double
двойна	dvojnásobok
постигането	dosahovanie
постигането	dosiahnutie
постигането	úspech
команди	príkazov
команди	príkazy
привлече	pritiahli
мъртви	mŕtve
мъртви	mŕtva
мъртви	mŕtvi
мъртви	mŕtvy
мъртви	dead
телефон	telefón
телефон	mobil
телефон	telefon
телефон	telefón
телефон	telefon
телефон	telefónne
фокус	sústrediť
фокус	zameranie
фокус	sústredenie
редиците	radoch
чести	časté
дион	dion
дион	dionne
ела	poď
летец	leták
устава	stanovy
устава	štatút
устава	stanov
армстронг	armstrong
триумф	triumf
манхатън	manhattane
манхатън	manhattan
клиентите	zákazníci
клиентите	zákazníkov
томпсън	thompson
записки	poznámok
записки	noty
записки	poznámky
записки	poznamenáva
пепел	popol
пепел	popol
пепел	ash
почвите	pôda
почвите	pôdy
легиони	légie
тактика	taktiku
тактика	taktiky
тактика	taktika
тактика	taktika
репресии	represie
репресии	potláčanie
репресии	represálie
репресии	obleteli
изстрелян	spustený
изстрелян	spustené
изстрелян	spustená
инфекция	infekcie
инфекция	infekcia
инфекция	infekcie
влечуги	plaz
влечуги	plazy
влечуги	plazy
синдром	syndrómu
синдром	syndróm
мелник	melnick
приемник	hosť
приемник	hostiteľskej
приемник	hostiteľa
приемник	host
приемник	hostiteľ
приемник	prijímač
банда	band
банда	kapely
банда	pásmo
банда	kapela
банда	banda
банда	gang
конкуренция	súťaže
конкуренция	sutaz
конкуренция	konkurencia
конкуренция	súťaž
променлива	premenná
променлива	variabilné
променлива	ukazovateľ
променлива	premenné
чудо	marvel
чудо	zázračný
чудо	zázračné
чудо	zázrak
чудо	divu
кобург	coburg
багдад	bagdade
променено	zmenilo
променено	zmenil
променено	zmenené
променено	zmenená
променено	zmenila
променено	zmenený
променено	zmenená
променено	modifikovaný
променено	zmenený
променено	modifikované
променено	zmenené
променено	modifikovaná
чума	mor
чума	mor
борд	rada
борд	predstavenstvo
борд	doska
борд	palube
борд	board
консумация	spotreba
консумация	konzumácia
консумация	spotrebu
консумация	spotreby
дракон	draka
дракон	dračí
дракон	drak
посочен	špecifikovaný
посочен	špecifikovaná
посочен	špecifikované
лук	cibuľa
лук	cibule
лук	cibuľu
лук	cibuľa
лук	cibule
лук	cibuľu
младежта	mládež
младежта	mladosť
младежта	mládeže
младежта	mladosti
крилете	krídla
крилете	wings
арканзас	arkansase
електричество	elektrina
електричество	elektrický
електричество	elektrických
електричество	elektrická
електричество	elektrické
институти	inštitúty
привилегии	privilégium
привилегии	oprávnení
привилегии	oprávnenia
седмицата	týždňa
седмицата	týždeň
седмицата	tyzden
хюсеин	hussein
батман	batman
чужденци	cudzincov
чужденци	cudzinci
кафяв	brown
кафяв	hnedé
кафяв	hnedý
кафяв	hnedá
предполагат	naznačujú
предполагат	navrhovať
предполагат	navrhnúť
вселенски	ekumenický
фотографии	fotografie
фотографии	fotografií
включено	povolené
включено	umožnilo
включено	zapnuté
включено	povolená
включено	zahrnúť
включено	zaradené
включено	zahrnuté
включено	zahrnutý
пръстените	kruhy
пръстените	prstene
пръстените	krúžky
първанов	părvanov
напредък	pokrok
напредък	progress
напредък	napredovanie
напредък	priebeh
вековете	storočia
вековете	storočí
вековете	stáročia
рейчъл	rachel
роуз	ruža
роуз	rose
увреждания	vypnuté
увреждания	postihnutie
увреждания	invalidný
увреждания	postihnutia
съществена	nevyhnutná
съществена	základné
съществена	nevyhnutné
колинс	collins
дарвин	darwin
информатика	informatiky
братислава	bratislava
снаряди	projektilov
снаряди	škrupín
снаряди	mušle
нели	nelly
нели	nellie
недоволство	nespokojnosť
недоволство	nespokojnosť
септимий	septimius
отмъщение	pomsta
отмъщение	pomstu
отмъщение	pomsta
отмъщение	pomstu
отмъщение	odplata
повреди	poškodenie
повреди	škody
милена	milena
президентски	prezidentských
президентски	prezidentské
президентски	prezidentský
любима	milovaná
любима	milovaní
любима	milovaný
любима	milované
екипировка	zariadenie
екипировка	vybavenie
екипировка	zariadenia
депутатите	zákonodarcov
депутатите	poslanci
депутатите	mps
стабилност	stabilita
стабилност	stabilitu
стабилност	stálosť
бедни	chudobných
бедни	chudák
бедни	chudobní
