rousseau	rousseau
identifié	identificirao
identifié	identificirana
successives	uzastopnim
vaucluse	vaucluse
honneurs	počasti
capturé	uhvaćen
capturé	uhvaćena
capturé	uhvaćeni
capturé	uhvaćena
capturé	uhvaćeni
capturé	zarobljen
capturé	zarobljeni
jet	jet
enterrée	zakopano
enterrée	sahranjen
enterrée	pokopan
enterrée	zakopan
riz	rice
riz	riža
riz	riz
constance	constance
affichage	prikaz
affichage	prikaži
affichage	pogled
affichage	prikaz
guatemala	gvatemali
extraordinaire	izvanredno
extraordinaire	nevjerojatno
chan	chan
urbains	urbana
postérité	potomstvo
médicis	medici
trajet	ruta
trajet	rutu
doyen	dekan
doyen	din
doyen	dean
extérieurs	vanjski
extérieurs	vanjska
extérieurs	vanjski
extérieurs	vanjska
bridge	most
bridge	bridge
décédée	preminuli
décédée	preminuo
décédée	pokojni
créatures	stvorenja
créatures	bića
otan	nato
patinage	klizanje
patinage	klizati
perdent	gubi
perdent	izgubi
indispensable	neizostavni
révision	osvrt
révision	pregled
révision	revizija
préliminaire	preliminarni
bulle	mjehurići
bulle	mjehuriće
bulle	mjehur
bulle	mjehurić
alessandro	alessandro
israélien	izraelci
israélien	izraelski
israélien	izraelska
israélien	izraelaca
israélien	izraelci
modifiée	modificirani
modifiée	izmijenjeni
pete	pete
pete	pit
médicaments	lijekovi
médicaments	lijekove
cricket	cvrčak
cricket	kriket
ancêtres	preci
ancêtres	precima
ancêtres	pretke
olga	olga
développés	razvio
développés	razvijena
développés	razvijen
touristes	turista
touristes	turiste
touristes	turistima
touristes	turisti
terrible	strasno
blood	krvi
blood	krv
indépendantes	nezavisno
indépendantes	neovisna
indépendantes	neovisno
indépendantes	samostalna
demandant	pitajući
hilaire	hilaire
confondre	zbuni
confondre	zbuniti
barrière	barijera
barrière	ograde
barrière	ogradu
barrière	ograda
soie	svile
soie	svilu
soie	svila
soie	svileni
essayé	probala
essayé	probali
essayé	probao
essayé	pokušao
acoustique	akustični
acoustique	zvuk
acoustique	akustika
colonial	kolonijalni
marches	korake
marches	koraka
marches	koracima
marches	koraci
sécession	odcjepljenje
intellectuelle	intelektualno
aluminium	aluminij
aluminium	aluminija
aluminium	aluminij
aluminium	aluminija
composées	sastavljena
piège	zamka
piège	trap
biélorussie	bjelorusiji
doc	doc
policière	policija
citations	citate
citations	citata
citations	citati
tubes	cijevi
écho	eho
écho	jeka
écho	odjek
écho	echo
thématique	tematske
industrielles	industrijski
industrielles	industrijska
tragédie	tragedije
tragédie	tragedija
mozart	mozarta
mozart	mozart
organiste	orguljaš
hart	hart
hôtels	hotele
hôtels	hoteli
arras	arrasa
diminution	smanji
diminution	smanjena
horizon	horizont
gorge	grlo
gorge	klanac
silver	srebro
silver	srebrni
silver	silver
pauline	pauline
offrant	nude
offrant	nudi
chronologique	kronološki
hugh	hugh
amphibiens	vodozemac
amphibiens	vodozemci
érigée	podignut
érigée	podignuta
durand	durand
océanie	oceanija
kenya	keniji
pilier	stub
pilier	stup
diamant	dijamant
diamant	diamond
diamant	dijamanata
diamant	dijamante
diamant	dijamanti
quinzaine	petnaest
drogue	droge
drogue	drogu
drogue	lijekovi
drogue	droga
drogue	lijek
drogue	droge
drogue	droga
soutenue	zadobio
soutenue	podržavao
soutenue	podržava
derby	derby
derby	derbi
magazines	časopise
magazines	časopisi
tennessee	tennessee
chaos	kaos
guise	guise
chanter	pjevaj
chanter	pjevajte
chanter	pjevanje
chanter	pjevam
chanter	pjevajući
chanter	peva
chanter	pjeva
historiquement	povijesno
fusil	sačmaricu
fusil	sačmarica
fusil	puška
fusil	pištolj
fusil	puška
fusil	pušku
fusil	puška
serbes	srbin
serbes	srbe
serbes	srba
serbes	srbi
serbes	srbima
serbes	srpsko
serbes	srbin
serbes	srpska
serbes	srpski
serbes	srbije
maintient	održava
marx	marx
couverte	pokrivena
couverte	pokriven
couverte	pokriveni
couverte	pokriveno
reliques	relikvija
reliques	relikvije
roberts	roberts
roumaine	rumunjski
broadway	broadway
législatif	zakonodavne
rotterdam	rotterdam
salaire	placa
salaire	plaće
salaire	plaća
salaire	plata
salaire	plaće
salaire	zarade
salaire	zarada
rappeur	reper
rappeur	rap
plaines	ravnica
plaines	ravnice
watson	watson
préféré	omiljena
préféré	najdraži
préféré	omiljeni
préféré	omiljeno
préféré	najdraže
préféré	omiljena
préféré	najdraži
préféré	omiljeni
préféré	omiljeno
ingénierie	inženjering
ingénierie	strojarnica
asiatiques	azijske
asiatiques	azijski
asiatiques	azijati
clara	klara
clara	clara
pérez	pérez
magistrat	sudac
magistrat	sudi
ethnique	nacionalnosti
ethnique	etničke
ethnique	etničkih
ethnique	etno
ethnique	etnički
comarque	comarca
haies	hedges
haies	zapreke
haies	prepreke
haies	hedge
considérées	smatra
flanc	boka
randonnée	planinarenje
chambéry	chambéry
vignes	loze
vignes	loza
vignes	vinograd
vignes	vinograda
contrainte	stres
contrainte	stresa
contrainte	prisila
contrainte	prisile
contrainte	prisila
contrainte	prisile
folk	folk
portails	kapije
portails	gates
portails	portali
billets	ulaznice
billets	karte
apogée	vrhunac
obtenue	dobivena
antarctique	antarktika
antarctique	antarktika
contenir	sadržavati
contenir	sadrže
conducteur	vozači
conducteur	vozač
conducteur	kondukter
conducteur	dirigent
étendu	produženi
étendu	proširio
interdite	zabranjena
interdite	zabranjeno
interdite	zabranjeni
interdite	zabranjen
interdite	zabranjena
interdite	zabranjeno
interdite	zabranjena
interdite	zabranjen
sphère	sfera
sphère	kugla
lévy	lévy
libye	libijski
libye	libiji
choisie	odabrani
choisie	odabrana
choisie	izabrani
choisie	izabran
chirurgie	kirurgija
chirurgie	operacija
chirurgie	kirurški
sent	mirise
sent	miriše
sent	mirisi
oublié	zaboravio
oublié	zaboravljeno
oublié	zaboravljena
oublié	zaboravljen
oublié	zaboravljeni
grammaire	gramatiku
yann	jan
yann	jana
yann	yann
mineure	manja
balles	kuglice
balles	muda
balles	lopte
balles	loptice
balles	meci
légendaire	legendarni
légendaire	legendarna
tigre	tiger
tigre	tigrica
tigre	tigar
tigre	tigre
compromis	kompromis
compromis	kompromisa
compromis	ugrožena
compromis	kompromitiran
compromis	ugrožen
horloge	satom
horloge	sat
middle	sredina
middle	srednja
middle	srednji
chaine	lanac
séoul	seoulu
parts	dijeli
parts	dijeljenja
parts	dionice
partager	dijeljenje
partager	dijeljenja
partager	podijeli
pluriel	množina
omar	omar
omar	omara
monica	monica
monica	monika
rey	rey
dépôts	naslaga
dépôts	naslage
dépôts	strugotine
josef	josef
michèle	michelle
michèle	michele
pommes	jabuke
pommes	jabukama
pommes	apple
pommes	jabuka
vannes	kapije
vannes	gates
vannes	ventile
vannes	ventili
haine	mržnja
haine	mržnja
haine	mrzim
haine	hate
motte	motte
poussée	potisak
giorgio	giorgio
picard	picard
nommer	naziv
nommer	ime
lettonie	latviji
lettonie	latvijski
alerte	alarm
alerte	upozorenje
alerte	upozorenja
alerte	uzbuna
fermes	farma
fermes	farmu
fermes	farme
fermes	farmi
fermes	farmama
fermes	farme
tunisienne	tunisu
tunisienne	tuniski
copies	kopije
restaurer	obnovi
restaurer	vraćanje
restaurer	obnavljanje
restaurer	obnavljanje
edwards	edwards
raid	prepad
raid	racija
distances	daljina
distances	udaljenost
gardiens	stražari
gardiens	čuvari
gardiens	čuvari
plafond	strop
piscine	biljar
piscine	bazen
donnés	dano
donnés	dao
donnés	donirao
donnés	donira
donnés	donirali
minorité	manjina
minorité	manjine
ronald	ronald
ronald	ronalda
charité	dobrotvorne
charité	dobrotvorna
charité	milosrđe
charité	dobrotvorni
exceptionnelle	izuzetno
exceptionnelle	izuzetna
allée	prolaz
allée	prilaz
sienne	sienna
sienne	sieni
emily	emili
emily	emily
explications	objašnjenje
explications	objašnjenja
abel	abel
abel	abela
cave	podrum
cave	pećina
cave	pećini
cave	spilja
cave	špilja
cave	vinarija
cave	podrum
acquérir	stjecanje
séparé	odvojeni
séparé	rastavljeni
séparé	razdvojeni
séparé	odvoji
séparé	odvojeno
séparé	odvojeni
séparé	razdvoji
graphe	grafikon
graphe	graf
enregistrée	snimljeno
enregistrée	zabilježeno
enregistrée	registrirani
enregistrée	registriran
enregistrée	registrirano
enregistrée	spašen
enregistrée	spasio
enregistrée	spremljena
archéologue	arheolog
passés	prošlosti
passés	prošlost
recommandations	preporuka
recommandations	preporuku
recommandations	preporuke
recommandations	preporuke
plainte	pritužbe
plainte	pritužbi
plainte	žalbe
hippolyte	hippolyte
activement	aktivno
doubles	double
doubles	dupli
doubles	dvostruko
doubles	duplo
doubles	udvostruči
doubles	dubl
doubles	duple
égyptienne	egipatski
idéologie	ideologija
idéologie	ideološki
cage	kavez
cage	cage
préserver	očuvanje
préserver	sačuvati
tronçon	protežu
tronçon	rastezanje
banc	klupi
banc	klupa
souverains	vladari
souverains	suverena
gaule	gal
gaule	galiji
martine	martine
martine	martina
martine	martine
martine	martina
martine	martin
indochine	indokini
ménages	domaćinstva
ménages	kućanstava
ménages	domaćinstva
ménages	kućanstvu
ménages	domaćinstvo
captain	kapetan
captain	kapetane
buffalo	bizone
buffalo	buffalo
buffalo	bizon
buffalo	bizona
italiennes	talijanska
italiennes	talijan
italiennes	talijanski
juriste	pravnik
juriste	odvjetnik
juriste	odvjetnica
juriste	advokat
enlever	uklonite
enlever	ukloni
démographie	stanovništvo
sonate	sonata
asiatique	azija
asiatique	azije
asiatique	azijske
asiatique	azijski
regarde	pazi
regarde	vidi
suffixe	sufiks
corde	konopac
corde	konop
corde	uže
corde	akord
oklahoma	oklahoma
oklahoma	oklahomi
documentaires	dokumentarac
documentaires	dokumentarce
sep	sep
pâte	tijesto
pâte	tijesta
pâte	zalijepi
pâte	pasta
pâte	paste
xviii	xviii
organisateur	organizator
organisateur	organizator
papa	tata
papa	tata
rames	vesla
florent	florent
archidiocèse	nadbiskupije
imagine	zamisli
imagine	zamislite
ordinateurs	računala
ordinateurs	računalo
tables	stolovi
tables	stolove
bassiste	basist
bassiste	bas
bassiste	bass
jessica	jessica
gang	banda
gang	gang
bouton	gumb
bouton	dugme
bouton	tipka
toucher	dodirni
toucher	dodir
toucher	dodirom
toucher	dira
toucher	dirljivo
now	sada
now	sad
aoste	aosta
combattant	borac
combattant	borca
tropicale	tropske
fossiles	fosila
fossiles	fosil
citadelle	citadela
plastique	plastika
plastique	plastične
plastique	plastika
exister	postojati
décider	odlučiti
décider	odlučujući
décider	odluči
décider	odlučite
menaces	prijetnje
menaces	prijetnji
menaces	prijetnja
ventre	ventre
ventre	trbuh
ventre	stomak
ventre	trbuh
ventre	želudac
ventre	stomak
forestier	šumarstva
forestier	šuma
forestier	šume
forestier	forest
carrières	karijere
identiques	identično
identiques	identične
identiques	identični
mécaniques	mehanika
mécaniques	mehanički
vicaire	župnik
plages	plaže
plages	beach
plages	plažu
plages	plaža
plages	plaze
plages	plaže
mayence	mainz
réguliers	redovni
réguliers	redovnih
intérim	privremeni
entraîné	trenirao
brasserie	pivovare
prestige	prestiž
missionnaire	misionar
rico	rico
vendue	prodan
vendue	prodao
vendue	prodano
favorables	povoljne
favorables	povoljno
favorables	povoljan
favorables	povoljan
protestant	protestantska
spirituel	duhovna
spirituel	duhovni
spirituel	duhovne
spirituel	duhovno
priorité	prioritet
constitutionnelle	ustavne
constitutionnelle	ustavno
constitutionnelle	ustavni
coéquipier	suigrač
rivalité	rivalstvo
valentin	valentin
valentin	valentin
valentin	valentinovo
valentin	valentine
problématique	problematično
problématique	problem
danseuse	plesač
danseuse	plesačica
earth	zemlja
violent	nasilna
violent	nasilni
violent	nasilan
violent	nasilno
démon	demon
démon	vrag
démon	đavo
démon	demona
démon	demon
constructeurs	graditelji
constructeurs	proizvođači
arcades	arkadama
madonna	madonna
sourire	osmijeh
sourire	osmjeh
sourire	smiles
carrés	kvadrata
carrés	trgu
carrés	trg
carrés	kvadrat
sommeil	pospan
sommeil	spavanje
sommeil	spavaj
sommeil	spavam
sommeil	spavanje
sommeil	spava
digne	dostojanstven
digne	dostojanstveno
digne	dostojno
digne	dostojan
digne	vrijedni
digne	vrijedan
saoudite	arabiji
saoudite	arabije
contenus	sadržaj
contenus	sadržaj
perdus	izgubljeni
perdus	izgubljena
perdus	izgubljeno
perdus	izgubljen
chirurgien	kirurg
chirurgien	kirurga
défi	izazov
défi	izazovi
rite	obred
consulat	konzulat
consulat	konzulata
consulat	konzulati
schmidt	schmidt
indigènes	autohtone
indigènes	materinji
indigènes	domoroci
magnifique	predivno
magnifique	prelijepo
magnifique	lijepa
magnifique	prekrasna
magnifique	predivna
magnifique	veličanstveni
magnifique	veličanstveno
magnifique	veličanstven
magnifique	zapanjujući
magnifique	ljepotice
magnifique	prekrasna
magnifique	predivna
classic	klasična
classic	klasično
classic	klasični
chances	šanse
chances	šanse
chances	izgledi
hôpitaux	bolnica
hôpitaux	bolnice
hôpitaux	bolnicama
divinité	božanstvo
divinité	božanstva
divinité	božanstvo
ukrainien	ukrajinski
confiée	povjerio
amanda	amanda
afro	afro
tigers	tigrovi
tigers	tigrove
tigers	tigrova
intellectuels	intelektualci
intellectuels	intelektualno
périodique	periodične
entente	antanta
entente	kartela
entente	kartel
stevens	stevens
trilogie	trilogija
précieux	dragocjena
précieux	dragocjeno
précieux	dragocjeni
précieux	dragocjen
précieux	vrijedno
précieux	vrijedni
précieux	vrijedna
installent	instalirati
danube	dunav
danube	dunava
centenaire	stogodišnjica
centenaire	centennial
donjon	tamnici
donjon	tamnicu
donjon	tamnice
donjon	tamnica
donjon	tamnice
donjon	tamnica
croissant	raste
croissant	kroasan
croissant	crescent
animée	animirani
amant	ljubavnik
amant	ljubavnica
amant	ljubavnice
caps	kape
légal	pravni
légal	pravna
légal	pravno
légal	legalno
incapable	nesposoban
incapable	nesposobna
prévenir	upozori
prévenir	spriječi
prévenir	spriječiti
batman	batman
batman	batmana
tibétain	tibetanski
carmen	karmen
carmen	carmen
jungle	džungla
jungle	džungli
jungle	džunglu
assomption	pretpostavka
condamnation	osuda
condamnation	osude
condamnation	uvjerenje
condamnation	osuda
légitime	legitimna
légitime	legitimno
légitime	legalno
légitime	legitimno
let	neka
lys	ljiljani
lys	ljiljana
lys	lili
lys	lily
lys	lys
rail	željeznicom
cou	vrat
accidents	nesreće
accidents	nezgode
accidents	ruši
kazakhstan	kazahstanu
spectre	spektar
spectre	spektra
spectre	spectre
ajoutant	dodavanja
ajoutant	dodavanje
transcription	transkript
violoniste	violinist
achille	ahil
édit	edikt
tag	označi
tag	oznaku
tag	tag
tag	oznaka
profiter	uživajte
profiter	uživam
profiter	uživanje
profiter	uživa
publicitaire	oglašavanje
publicitaire	oglašavanja
sandra	sandra
una	una
élémentaire	elementarne
élémentaire	osnovno
élémentaire	osnovne
élémentaire	osnove
élémentaire	osnovni
élémentaire	osnovne
élémentaire	osnovna
recrutement	novačenje
recrutement	zapošljavanje
recrutement	novačenje
recrutement	zapošljavanje
rohan	rohan
procédures	procedura
procédures	procedure
présidé	predsjedao
terminal	terminal
terminal	krajnja
explorer	istraživanje
explorer	istražuje
explorer	istraživanje
explorer	istraži
explorer	istraživač
partition	podjelu
partition	podjeli
partition	podjela
partition	rezultat
partition	ocjena
couples	parovi
couples	parove
couples	parova
considérant	recital
ana	ana
reconnus	prepoznao
reconnus	prepoznat
reconnus	priznata
reconnus	priznao
reconnus	prepoznao
reconnus	prepoznat
reconnus	prepoznala
reconnus	prepoznali
plastiques	plastika
plastiques	plastične
plastiques	plastika
violation	kršenje
violation	proboj
violation	kršenje
violation	prekršaja
conservateurs	konzervativci
conservateurs	konzervativna
rappel	opoziv
rappel	podsjetnik
incarne	utjelovljuje
plats	stan
plats	ravna
plats	ravan
plats	ravni
plats	jela
plats	posuđe
neuchâtel	neuchâtel
cameron	cameron
miracle	čudo
gène	gene
formés	formirana
formés	trenirao
cfa	cfa
deutsche	deutsche
anarchiste	anarhisti
anarchiste	anarhista
indo	indo
graphiques	grafički
graphiques	grafika
monétaire	monetarne
monique	monique
parallèles	paralelni
parallèles	paralelno
parallèles	paralelne
parallèles	paralele
créature	stvorenje
accusations	optužbe
apporté	donio
négatif	negativan
négatif	negativna
négatif	negativno
négatif	negativni
juger	sudac
juger	sudi
juger	suditi
résidents	stanovnik
résidents	stanovnici
résidents	stanovnika
résidents	stanari
provoqué	izazvan
opérateurs	operateri
toiles	platna
toiles	platno
toiles	tkanine
martínez	martinez
martínez	martínez
albanie	albanija
thé	tea
thé	čaj
thé	čaja
assister	prisustvovati
assister	prisustvuju
unit	jedinica
enregistrés	snimljeno
enregistrés	zabilježeno
enregistrés	registrirani
enregistrés	registriran
enregistrés	registrirano
enregistrés	spašen
enregistrés	spasio
enregistrés	spremljena
connexion	prijava
connexion	povezivanje
connexion	veza
connexion	povezanost
connexion	povezivanje
connexion	poveznica
connexion	povezivanje
connexion	spoji
briques	cigle
briques	cigle
briques	brick
briques	ciglu
briques	cigla
opinions	mišljenja
distribué	distribuira
tranche	komad
brothers	braca
brothers	braća
bonnet	bonnet
sul	sul
partisan	partizan
dumas	dumas
coque	trup
coque	trupa
cloud	oblak
cloud	cloud
confié	povjerio
boutique	radnja
boutique	shop
boutique	prodavaonica
boutique	trgovina
boutique	butik
boutique	radnja
boutique	trgovina
boutique	prodavaonica
knight	vitez
knight	skakač
accuse	optužuje
accuse	optuži
accuse	optužiti
colloque	simpozij
suspendu	suspenzije
suspendu	suspenzija
suspendu	suspendiran
felix	felix
under	pod
under	ispod
diffuse	difuzno
mare	mare
mare	kobila
exigences	zahtjevi
exigences	zahtjeva
exigences	zahtjevi
homonyme	imenjak
castro	castro
inventé	izmišljen
inventé	izmislio
inventé	izumio
ténor	tenor
aveugle	slijep
aveugle	slijepi
aveugle	slijepa
ferry	trajektom
ferry	trajekt
espionnage	špijuniranje
espionnage	špijun
espionnage	špijunažu
espionnage	špijunaža
vies	živi
vies	životi
vies	živote
segment	segment
roulant	valjanje
tabac	pušenje
tabac	puši
tabac	duhan
scalemajor	scalemajor
palace	palači
palace	palača
palace	palace
libérale	liberalne
libérale	liberalni
libérale	liberalna
timeaxis	timeaxis
étendre	produži
étendre	proširi
tutelle	tutorstvom
tutelle	skrbništvo
monarque	monarh
réunions	sastanke
réunions	susreti
réunions	sastanci
nbc	nbc
butler	butler
butler	batler
tissus	tkanine
tissus	tkanine
tissus	tkanina
spencer	spencer
spencer	spenser
connecticut	connecticut
connecticut	connecticutu
afficher	pokaži
afficher	prikaži
afficher	show
afficher	prikaz
afficher	prikaži
afficher	pogled
afficher	prikaz
dominante	dominantna
dominante	dominacija
dominante	dominaciju
dominante	dominacije
entités	entiteta
sélectionnés	odabran
sélectionnés	izabrani
sélectionnés	odabrano
sélectionnés	odabrani
sélectionnés	odabrane
sélectionnés	odabrana
pensez	misli
pensez	razmislite
hercule	herkul
hercule	hercules
hercule	herkula
hercule	hercule
forcé	prisiljen
forcé	prisiljeni
forcé	prisilno
forcé	prisilio
forcé	prisiljen
zur	zur
solde	ravnotežu
solde	ravnoteža
solde	balans
récolte	žetva
récolte	žetvu
récolte	berba
récolte	žetve
récolte	usjevi
récolte	obrezivanje
récolte	usjeva
récolte	žetvu
gustav	gustav
attaqué	napadnuti
attaqué	napadnut
attaqué	napadnuta
oregon	oregonu
oregon	oregon
apprécié	volio
apprécié	cijenjeni
apprécié	cijenjena
apprécié	cijenio
apprécié	uživao
apprécié	uživali
apprécié	uživala
cape	rt
cape	cape
cape	plašt
cape	ogrtač
diff	diff
diff	razlika
infos	info
infos	podaci
infos	informacije
infos	informacija
infos	podaci
infos	informacije
monté	jahao
monté	montiran
artificielle	umjetno
artificielle	umjetna
artificielle	umjetni
jésuite	isusovci
jésuite	jezuit
voyageur	putnik
voyageur	putnika
voyageur	putnik
voyageur	putnik
traitements	tretmani
traitements	tretmana
traitements	tretmane
leslie	leslie
serpents	zmije
serpents	zmija
serpents	snake
entourage	svita
cuir	koža
cuir	kožna
reporter	novinarka
reporter	novinar
reporter	reporter
imagesize	imagesize
utah	utah
serie	serie
carnaval	karneval
carnaval	karnevala
location	najam
location	iznajmljivanje
condamnés	osuđeni
condamnés	osuđen
condamnés	osuđen
condamnés	osuđeni
condamnés	osuđen
condamnés	osudili
condamnés	osudio
condamnés	osuđenici
cacher	sakrij
cacher	skrivanje
come	dođi
neuilly	neuilly
intrigue	intrige
plotarea	plotarea
kentucky	kentucky
schneider	schneider
ned	ned
ned	nede
ned	neda
probabilité	vjerojatnost
probabilité	vjerojatnosti
matériels	hardver
académique	akademske
académique	akademski
roll	roll
accusation	optužnica
accusation	optužnicu
accusation	optužba
accusation	tužiteljstva
accusation	tužiteljstvo
châssis	šasiju
responsabilités	odgovornosti
responsabilités	odgovornost
responsabilités	odgovornosti
responsabilités	odgovornost
lyrique	lirski
lyrique	stihovi
lyrique	stihove
gain	dobitak
laser	laser
minimale	minimalno
minimale	minimum
minimale	minimalna
minimale	minimalno
minimale	minimalne
minimale	minimalni
minimale	minimalna
composant	komponente
composant	komponenta
sérieusement	ozbiljno
noté	zabilježeno
sauvetage	spasiti
sauvetage	spašavanje
existé	postojala
existé	postojao
nina	nina
nina	ninu
nina	nine
doigts	prste
doigts	prsti
doigts	prst
détruits	uništen
détruits	uništena
convoi	konvoj
atterrissage	slijetanja
atterrissage	iskrcavanje
atterrissage	slijetanje
blaise	blaise
encre	tinta
encre	tinte
remplir	ispune
remplir	ispunite
remplir	ispuni
remplir	napuni
remplir	ispuniti
progressiste	napredna
invitation	pozivnica
invitation	pozovite
invitation	pozivnica
invitation	pozivnicu
invitation	poziv
technologique	tehnologija
technologique	tehnološki
souffre	pati
souffre	pati
cercles	krugovi
arche	arku
arche	kovčeg
arche	arka
arche	luk
arche	arch
collaborateurs	kolege
collaborateurs	suradnici
collaborateurs	zaposleni
collaborateurs	zaposlenima
collaborateurs	zaposlenici
collaborateurs	zaposlenika
collaborateurs	suradnici
restaurants	restorani
restaurants	restorane
viaduc	vijadukt
gravures	graviranje
gravures	ilustracije
gratuit	slobodna
gratuit	slobodni
gratuit	slobodan
gratuit	besplatno
gratuit	free
alabama	alabama
alabama	alabame
stan	stan
stan	stana
stan	sten
queensland	queensland
holstein	holstein
escalade	penjanje
claudia	claudia
claudia	klaudija
allusion	nagovještaj
alla	alla
mécanismes	mehanizmi
mathilde	mathilde
mathilde	matilda
oslo	oslu
bombardements	bombardiranja
bombardements	bombardiranje
bombardements	bombardiranja
bombardements	bombardiranje
rennais	rennais
ice	leda
ice	led
ice	ice
foncé	mračno
foncé	tamni
foncé	tamno
foncé	tamna
foncé	mrak
wendy	wendy
hôtes	domaćin
hôtes	domaćini
hôtes	gostima
hôtes	gosti
ricardo	ricardo
rhodes	rhodes
caché	skriven
caché	skriveno
caché	skriveni
caché	skrivena
klein	klein
recul	trzaj
renommer	preimenovanje
cincinnati	cincinnati
cyril	cyril
judith	judith
carol	carol
promenade	šetnju
promenade	hodaj
promenade	šetnja
rita	rita
établis	utvrđeno
établis	uspostavljen
établis	uspostavljena
établis	osnovan
dupont	dupont
avancer	napreduju
séparer	odvoji
séparer	odvojeno
séparer	odvojeni
séparer	razdvoji
massive	masivni
massive	massive
online	online
visites	posjeti
visites	posjete
visites	ture
albanais	albansko
albanais	albanski
albanais	albanska
albanais	albanci
albanais	albancima
head	glavu
head	glava
pub	pub
portland	portland
acceptée	prihvaćeno
acceptée	prihvatio
acceptée	prihvaćen
acceptée	prihvaćena
julius	julius
julius	julije
mitterrand	mitterrand
sacrifice	žrtvovati
sacrifice	žrtva
sacrifice	žrtvovanje
socialisme	socijalizam
impasse	zastoj
impasse	zastoj
adrian	adriane
adrian	adrian
dialecte	dijalekt
dialecte	dijalekata
juventus	juventus
genèse	genesis
guerriers	ratnici
réservée	rezervirano
réservée	rezervirana
réservée	rezerviran
recteur	rektor
sabre	sabre
sabre	saber
sabre	mač
offert	ponuđena
offert	ponuđen
offert	ponudio
offert	ponuđeno
loups	vukova
loups	vukovi
loups	vuce
loups	wolf
loups	vuk
loups	vuka
restaurée	vraćena
restaurée	obnovljen
restaurée	obnovljena
restaurée	vraćeno
damien	damien
damien	damian
itinéraire	upute
itinéraire	ruta
itinéraire	rutu
pertinence	važnost
complexité	složenosti
mentionnée	spomenuto
mentionnée	spomenuo
zhang	zhang
rechercher	traži
rechercher	pretraga
rechercher	pretraživanje
rechercher	pretraži
fondations	temelji
fondations	zaklada
fondations	osnova
fondations	fondacija
fondations	temelji
fondations	temelj
béatrice	beatrice
jonas	jonas
jonas	jona
jonas	jonah
slalom	slalom
natal	natal
enjeux	ulozi
antoinette	antoinette
prestigieux	prestižnu
hector	hector
exacte	precizan
exacte	točan
casa	casa
shaw	shaw
shaw	šo
papiers	papira
papiers	papir
papiers	papiri
papiers	dokumenti
pêcheurs	ribar
pêcheurs	ribara
pêcheurs	ribari
pêcheurs	ribara
villers	villers
vecteur	vektor
vecteur	vektora
créent	stvori
créent	stvoriti
grange	grange
grange	štali
grange	štala
grange	staja
break	break
break	slomi
break	slomiti
break	prekid
choisis	odabrani
choisis	odabrana
choisis	izabrani
choisis	izabran
choisis	odaberite
choisis	izaberite
éclate	rafala
statuts	statuti
statuts	statut
malcolm	malcolm
dommage	šteta
dommage	sram
dommage	sramota
dommage	stid
dommage	oštećenja
dommage	oštećenje
slovaque	slovački
moldavie	moldavija
nationalistes	nacionalističke
nationalistes	nacionalističke
nationalistes	nacionalista
armés	naoružan
armés	naoružani
armés	naoružana
script	skripte
script	scenarij
accordé	odobreno
détention	pritvora
détention	pritvor
ward	ward
bastia	bastia
matthieu	matthew
matthieu	matej
matthieu	met
matthieu	matt
chaux	chaux
chaux	limun
chaux	lime
crête	ridge
crête	grb
textile	tekstila
textile	tekstila
planche	daska
planche	dasku
planche	dasci
planche	ploča
planche	daska
planche	tabla
pionnier	pionir
pionnier	pionirski
pionnier	pionir
assise	sjedeći
assise	sjedenje
assise	sjedio
assise	sjeo
wehrmacht	wehrmacht
sables	pijesak
sables	sand
sables	pješčana
sables	sands
mystique	mistične
mystique	mystic
mystique	mystique
zoo	zoo
proposés	zaprosio
lotus	lotus
fischer	fischer
innocent	nevin
innocent	nevina
innocent	nevini
parking	parkiranje
parking	parking
trek	trek
leclerc	leclerc
boule	lopta
boule	loptica
boule	loptu
boule	ball
boule	kugla
fabriqué	napravljen
fabriqué	napravio
fabriqué	napravljeno
fabriqué	proizveden
fabriqué	izrađen
comportements	ponašanje
leçons	lekcije
cardinaux	kardinali
locomotives	lokomotiva
locomotives	lokomotive
paraguay	paragvaju
oran	oran
rodríguez	rodriguez
rodríguez	rodríguez
ruth	ruth
ruth	rut
expressions	fraze
expressions	izrazi
tactique	taktike
tactique	taktika
tactique	taktika
tactique	taktički
fondamentale	temeljni
balzac	balzac
originaux	originali
originaux	izvorno
originaux	originalno
originaux	original
originaux	izvorna
originaux	izvorni
vera	vera
vera	veri
vera	vere
nocturne	nokturno
boeing	boeing
newton	newton
armstrong	armstrong
sauvé	spašeni
sauvé	spašen
sauvé	spasio
sauvé	spremljena
récompensé	nagrađena
récompensé	nagrađeni
récompensé	nagrađen
récompensé	nagrađen
sauve	spašava
sauve	štedi
alonso	alonso
phrases	fraze
phrases	rečenice
jambes	noge
jambes	nogu
jambes	nozi
jambes	noga
cracovie	krakowu
cracovie	kraków
dissoute	raspušten
dissoute	raspuštene
transit	tranzit
sensibilité	osjetljivost
sensibilité	senzibilitet
épidémie	izbijanja
épidémie	epidemija
épidémie	epidemija
épidémie	epidemiju
soulèvement	ustanak
atomique	atomska
atomique	atomski
oreille	uho
oreille	uhu
oreille	uha
gil	gil
défenseurs	branitelji
ambiance	ambijent
ambiance	atmosfera
ambiance	atmosferu
ambiance	ambijent
ambiance	raspoloženje
ambiance	raspoloženja
ambiance	ambijent
ambiance	ambijenta
