den	را
sofia	سوفیا
oblast	اوبلاست
lokala	محلی
precis	دقیقا
precis	دقیقأ
precis	دقیقاً
piano	piano
piano	پیانوی
piano	پیانو
spring	اجرا
uppslagsbok	دانشنامه
samarbete	همکاری
samarbete	همکاری
hockey	هاکی
free	free
free	آزادی
free	رایگان
free	آزاده
free	آزاد
oss	oss
eritrea	اریتره
följd	جانشینی
tjänst	خدمت
tjänst	سرویس
tjänst	خدمات
bidrag	دهد
bidrag	سهم
cot	کوت
cot	تختخواب
frank	فرانک
frank	فرنک
jesus	عیسی
angeles	آنجلس
priset	قیمتش
priset	بهای
priset	پرایس
priset	بهایی
priset	قیمتی
priset	قیمت
visa	نما
visa	نمای
visa	نمایش
kalmar	کالمار
grupper	گروهها
tagit	گرفته
kontrakt	قراردادهای
kontrakt	قراردادها
kontrakt	قرارداده
kontrakt	قرارداد
fråga	بپرس
fråga	پرس
fråga	سؤال
fråga	سوال
fråga	پرسش
vår	ما
wilson	ویلسون
bäst	بهترین
bäst	بهتر
bäst	best
brst	brst
projekt	پروژه
projekt	پروژههای
tur	شانس
radera	حذف
radera	حذف
bor	بور
bor	بور
militär	ارتش
militär	نظامی
militär	ارتشی
uppgifter	اطلاعات
uppgifter	معلومات
uppgifter	تکالیف
piper	پایپر
umeå	اومئو
das	داس
das	das
blue	کبود
blue	آبی
blue	بلو
prince	پرنس
prince	پرینس
prince	شاهزاده
nordiska	نوردیک
sucre	سوکره
frågor	مسائل
frågor	سؤال
frågor	سوالات
frågor	سوال
frågor	سؤالات
floden	ریور
floden	رود
floden	رودخانه
menar	بدجنس
menar	میانگین
hills	هیلز
björn	بیورن
björn	خرس
björn	بیر
björn	خرسی
code	کد
nationella	نشنال
nationella	ملی
alpes	آلپ
domare	داوری
domare	قاضی
domare	داوران
domare	قضات
domare	حاکمان
domare	داور
premiär	پریمیر
premiär	افتتاحیه
journalist	خبرنگار
journalist	گزارشگر
ridge	ریج
bukit	بوکیت
följer	following
följer	ذیل
estland	استونی
saknar	خانم
saknar	بانو
saknar	دوشیزه
saknar	گمشده
myror	مورچه
försökte	آزموده
zagreb	زاگرب
tour	تور
tour	tour
arbeten	کارها
arbeten	جابز
arbeten	کارهای
ferdinand	فردیناند
indian	سرخپوست
indian	هندی
indian	سرخپوست
skalbaggar	سوسک
png	png
svarta	مشکی
svarta	سیاه
svarta	سیاهی
svarta	بلک
svarta	سیاهان
byggnader	ساختمانهای
byggnader	ساختمانها
spår	شیار
spår	دنباله
spår	ردیابی
kraft	کرافت
kraft	زور
kraft	اجباری
kraft	نیرو
kraft	اجبار
kraft	قدرت
kraft	پاور
kraft	توان
kraft	power
kraft	قدرتش
jack	جک
idaho	آیداهو
kategori	مقوله
kategori	دسته
franz	فرانتس
unga	جوان
unga	یانگ
unga	جوون
unga	یونگ
relativt	نسبی
våren	بهار
våren	بهاری
våren	اسپرینگ
bana	مدار
francisco	فرانسیسکو
francisco	فرانچسکو
eva	ایوا
eva	اوا
eva	اِوا
beslut	تصمیم
beslut	فیصله
beslut	تصمیم
beslut	تصمیمات
gabon	گابن
georgien	گرجستان
georgien	جورجیا
ifk	ifk
lunds	لوند
american	آمریکایی
american	امریکایی
american	امریکن
american	آمریکن
hustru	زن
hustru	همسر
hustru	عیال
hustru	wife
ndt	ndt
moskva	مسکو
guvernör	حاکم
guvernör	فرماندار
dos	dos
dos	دوس
dos	دوز
dos	دوز
jackson	جکسون
slutligen	سرانجام
slutligen	بالاخره
slutligen	بلاخره
olsson	اولسون
vanlig	رایج
vanlig	معمولی
vanlig	مشترک
italiensk	ایتالیایی
italiensk	ایتالیا
suva	سووا
range	گستره
range	گسترۀ
hitta	یافتن
forskning	تحقیق
forskning	تحقیقاتی
forskning	تحقیقات
forskning	پژوهش
jonas	جوناس
klart	روشن
klart	واضح
klart	آشکارا
klart	وضوح
öppna	باز
grundade	بنیان
haiti	هائیتی
viktigaste	main
viktigaste	اصلی
viktigaste	ماین
skola	مدرسه
skola	مکتب
hertig	دیوک
hertig	دوک
tidiga	پگاه
tidiga	اوایل
ledning	مدیریت
litteratur	ادبیات
litteratur	literature
rysk	روس
rysk	روسیه
rysk	روسی
metal	متال
metal	فلز
metal	فلزی
viktiga	مهمند
viktiga	مهم
upplagan	ورژن
nio	nio
fungerar	کار
läkare	پزشکان
läkare	پزشک
läkare	پزشکان
läkare	دکترای
läkare	دکترا
läkare	دکترها
läkare	دکتری
läkare	داکتر
läkare	دکتر
vunnit	وون
lago	lago
warren	وارن
hot	تهدید
hot	تهدیدات
hot	تهدیدها
hot	تهدیدهای
hot	گرم
hot	داغ
hot	تحدید
hot	تهدید
resultatet	نتیجه
resultatet	نتیجۀ
resultatet	حاصل
försöker	تلاش
försöker	سعی
yrke	حرفه
yrke	شغلی
yrke	شغل
yrke	اشغال
katanga	کاتانگا
fartyg	مجرا
fartyg	سفینه
fartyg	کشتی
fartyg	کشتیها
fartyg	کشتیها
fartyg	کشتی
fartyg	رگها
västerås	وستروس
japanska	ژاپنی
universitetet	دانشگاه
universitetet	qom
begreppet	مفهومی
begreppet	مفهوم
cape	کیپ
cape	شنل
cape	دماغه
arbetar	کار
motsvarande	معادل
motsvarande	متناظر
riksdagen	مجلس
riksdagen	پارلمان
klass	رده
klass	ردۀ
klass	کلاس
klass	طبقاتی
klass	class
klass	کلاسی
fru	زن
fru	همسر
fru	عیال
fru	wife
filippinerna	فیلیپین
etikett	برچسب
royal	رویال
royal	سلطنتی
royal	شاهانه
rapids	راپیدز
euphorbia	یوفوربیا
saknas	گمشده
cypern	قبرس
herrar	آقایان
herrar	آقایون
herrar	سروران
herrar	اساتید
herrar	استادان
herrar	اربابان
herrar	مسترز
françois	فرانسوا
antonio	آنتونیو
politisk	سیاسی
speciellt	مخصوصا
speciellt	بخصوص
speciellt	مخصوص
speciellt	ویژه
speciellt	خاص
speciellt	استثنایی
speciellt	خاصه
ghana	غنا
bad	bad
bad	بد
bad	حمام
media	رسانه
damaskus	دمشق
paulo	پائولو
perioden	دوره
perioden	دورهای
perioden	پریود
perioden	دورۀ
manus	فیلمنامه
manus	manus
manus	خطی
manus	دستنوشته
pass	پاسپورت
pass	پاسپورت
pass	گذرنامه
gått	رفت
gått	رفتن
gått	رفته
gått	بگذشت
gått	گذشت
press	پرس
press	فشار
tränare	trainer
tränare	مربی
tränare	coaches
tränare	coach
tränare	دلیجان
tränare	مربیگری
tränare	مربی
kultur	تمدن
kultur	فرهنگی
kultur	فرهنگ
blå	کبود
blå	آبی
blå	بلو
intresse	ربا
intresse	علاقه
intresse	بهره
tävling	نژاد
tävling	مسابقه
tävling	مسابقه
tävling	رقابت
tävling	رقابتهای
tävling	رقابتها
tävling	مسابقه
karelen	کارلیا
walter	والتر
lägre	پایینی
författaren	مؤلف
författaren	نویسندۀ
författaren	نویسنده
bestående	پایدار
bestående	همیشگی
bestående	دائم
bestående	دائمی
bestående	دایمی
bestående	دایم
bestående	ماندگار
bestående	پایدار
bestående	پاینده
pyrénées	پیرنس
abitibi	ابیتیبی
kvinna	زن
kvinna	زنی
kvinna	نسوان
kvinna	زن
kvinna	مؤنث
kvinna	مونث
kvinna	ماده
outaouais	اوتاوه
andreas	آندریاس
andreas	اندرو
témiscamingue	تمیسکامنگ
nunavut	نوناووت
ersattes	جایگزین
victor	ویکتور
uppgift	تکلیف
air	ایر
air	هوا
air	هوایی
persiska	پرشین
persiska	ایرانیان
persiska	ایرانی
persiska	فارسی
cañada	کانیادا
baker	بیکر
baker	نانوا
georgia	گرجستان
georgia	جورجیا
döda	بکش
döda	بکشی
döda	بکشم
döda	کشتن
döda	مرده
döda	مردن
döda	مُرده
döda	مردگان
döda	کشتن
samuel	ساموئل
teater	تئاتر
teater	theater
teater	سینماها
teater	تئاتر
rosa	پینک
rosa	صورتی
rosa	روسا
rosa	روزا
rosa	رز
rosa	رزا
loire	لوآر
kvinnliga	نسوان
kvinnliga	زن
kvinnliga	مؤنث
kvinnliga	مونث
kvinnliga	ماده
sid	ساید
sid	سید
hamilton	همیلتون
vice	معاون
vice	وایس
vice	معاون
aik	aik
anne	آن
ekonomisk	اقتصادی
veckor	هفته
resa	مسافرت
resa	travel
resa	سفر
resa	سفر
resa	سفری
resa	مسافرت
resa	سفر
resa	سفر
resa	مسافرت
moore	مور
helst	ترجیحا
öppen	باز
lämna	رها
lämna	برار
lämna	ترک
bangui	بانگوئی
illinois	ایلینوی
pengar	پول
pengar	پولی
julius	جولیوس
julius	ژولیوس
nyland	اوسیما
priser	قیمتها
priser	جوایز
din	الدین
din	din
din	شما
slag	نبردهای
persson	پرسون
ägare	مالک
ägare	صاحب
ägare	صاحبش
ägare	مالکش
ägare	صاحبان
ägare	مالکیت
kasai	kasai
azerbajdzjan	اذربایجان
azerbajdzjan	آذربایجان
taylor	تیلر
taylor	تایلور
taylor	تیلور
museet	موزه
vänster	چپ
regissör	director
regissör	کارگردان
storlek	اندازۀ
storlek	اندازه
sweden	سوئد
grad	گراد
grad	رتبه
grad	درجه
grad	زینه
grad	درجه
oslo	اسلو
lån	قرض
lån	وام
extra	اضافی
extra	اضافه
valley	دره
rid	خلاص
rid	سوار
rid	سواری
kategorin	مقوله
kategorin	دسته
delta	شرکت
delta	دلتا
delta	دلتای
göran	گوران
kör	اجرا
kör	اجرا
kör	رانندگی
kör	درایو
kör	رانندگی
kör	سوق
kör	روان
kör	دویدن
kör	اجرا
albanien	آلبانی
kritik	انتقاد
kritik	نقد
kritik	انتقاد
kritik	انتقادات
maja	maja
högt	والا
högt	رفیع
högt	بلند
högt	بلند
image	تصویر
image	نگاره
stark	قوی
stark	استارک
katolska	کاتولیک
militära	ارتش
militära	نظامی
militära	ارتشی
bangladesh	بنگلادش
regering	دولتی
regering	حکومت
regering	دولت
kristna	کریستین
kristna	کریستیان
kristna	مسیحی
kristna	کریستن
kristna	مسیحیان
kristna	مسیحی
kristna	نصارا
språket	زبان
douglas	داگلاس
rubriken	تیتر
spelaren	بازیکن
vitryssland	بلاروس
vitryssland	بلاروسی
valkrets	سبها
okänt	ناشناخته
yaoundé	یائونده
orden	اوردن
romersk	رومان
romersk	رومی
romersk	رومن
romersk	روم
syster	خواهر
syster	خواهری
syster	خواهرش
syster	nurse
syster	پرستار
münchen	مونشن
münchen	مونیخ
ludvig	لویی
ludvig	لوئی
skiljer	متمایز
enkelt	ساده
enkelt	آسان
enkelt	ساده
enkelt	راحت
vän	دوست
vän	دوستی
young	جوان
young	یانگ
young	جوون
young	یونگ
not	یادداشت
not	نکته
not	نوت
house	خانه
vit	سپید
vit	وایت
vit	سفید
puerto	پورتو
syfte	مقصود
syfte	هدفی
typer	انواع
slottet	قصر
slottet	کاستل
slottet	کستل
slottet	قلعه
slottet	کسل
rowspan	rowspan
arbeta	کار
arbeta	کاری
arbeta	کار
andré	آندره
slätt	ساده
slätt	هموار
slätt	صاف
slätt	نرم
fallet	پرونده
fallet	کیس
fallet	مورد
framgång	کامیابی
framgång	موفق
framgång	موفقیتهای
framgång	success
framgång	موفقیت
exemplar	نمونه
college	کالج
college	دانشکده
college	دانشگاه
college	دانشگاهی
ash	آش
ash	اش
ash	خاکستر
wisconsin	ویسکانسین
jacob	یعقوب
jacob	جیکوب
jacob	یاکوب
jacob	جاکوب
davis	دیویس
officiellt	رسمی
officiellt	رسما
systemet	سامانه
systemet	سیستم
prins	پرنس
prins	پرینس
prins	شاهزاده
bank	بانکداری
bank	بنک
bank	بانک
drog	زه
drog	دارو
eau	eau
professionell	حرفهای
rollen	نقشی
rollen	رل
rollen	نقش
femte	پنجم
femte	پنجمی
femte	پنجمین
anton	آنتون
ung	جوان
ung	یانگ
ung	جوون
ung	یونگ
nicaragua	نیکاراگوئه
ton	تن
ton	تن
ton	لحن
ton	تون
doktor	دکتری
doktor	داکتر
doktor	دکتر
marken	زمینی
inflytande	تاثیر
inflytande	تأثیر
inflytande	نفوذ
mile	مایل
carex	کارکس
gabriel	گابریل
gabriel	جبرئیل
fria	free
fria	آزادی
fria	رایگان
fria	آزاده
fria	آزاد
fri	free
fri	آزادی
fri	رایگان
fri	آزاده
fri	آزاد
serier	کمیک
serier	سری
fred	سلامت
fred	سلام
fred	صلح
fred	فرد
bakgrund	زمینه
linné	bibliotheca
seger	پیروزی
seger	پیروز
seger	فتح
mina	mina
mina	مینا
maine	مین
maine	ماین
plan	هواپیمای
plan	هواپیمایی
plan	هواپیما
plan	تدبیر
plan	پلان
plan	نقشه
plan	هواپیماهای
plan	هواپیماها
day	روز
day	روزی
litet	کوچک
litet	small
litet	کوچکی
litet	اسمال
litet	اندکی
litet	کوچک
litet	کم
litet	لیتل
litet	کوچولو
vanligtvis	معمولا
vanligtvis	معمولا
vanligtvis	معمولاً
gott	خوبی
gott	good
gott	خوب
gott	خوبش
gott	خوشمزه
gott	gott
bou	bou
adam	ادم
adam	آدم
adam	آدام
steg	گام
steg	مرحله
steg	قدم
steg	گامهای
svensson	سونسن
svensson	اسمیت
hugo	هوگو
hugo	هیوگو
rör	لمس
rör	تاچ
rör	لوله
rör	لوله
infördes	معرفی
status	وضعیت
fort	فورت
fort	دژ
ljus	سبک
ljus	روشنایی
ljus	نور
ljus	روشن
ljus	نوری
ljus	شمع
ljus	چراغها
ljus	چراغ
ljus	شمع
möjlighet	احتمال
möjlighet	امکان
möjlighet	فرصتی
möjlighet	فرصت
möjlighet	گزینه
charlotte	شارلوت
satt	نشسته
satt	نشستم
satt	نشست
satt	نشستند
satt	بلندای
vrh	وره
make	همسر
make	شوهر
make	شوهری
make	شوهرش
romerska	رومان
romerska	رومی
romerska	رومن
romerska	روم
high	والا
high	رفیع
high	بلند
bois	بوآ
biskop	اسقف
biskop	بیشاپ
tillstånd	اجازۀ
tillstånd	اجازه
tillstånd	اجازه
tillstånd	مجوز
sitter	نشستن
sitter	نشسته
real	رئال
real	حقیقی
real	واقعی
organisation	سازمان
organisation	سازماندهی
organisation	سازمان
organisation	سازماندهی
högst	بالاترین
vecka	هفته
vecka	هفتۀ
vecka	هفتگی
normandie	نورماندی
släppte	انداخته
karlsson	کارلسون
dan	دن
normalt	معمولا
normalt	معمولاً
normalt	نرمال
normalt	عادی
normalt	معمولی
normalt	طبیعی
ställning	وضعیت
ställning	موضع
ställning	موقعیت
direktör	director
direktör	کارگردان
kap	کیپ
kap	شنل
kap	دماغه
funktion	کارکرد
funktion	تابع
sachsen	زاکسن
administrativa	اداری
israel	اسراییل
israel	اسرائیل
stanley	استنلی
major	عمده
major	ماژور
major	سرگرد
utmärkelser	جوایز
utmärkelser	تزئینات
vinna	برنده
vinna	پیروز
vinna	برد
målare	نقاش
saker	اوضاع
saker	چیز
saker	چیزها
saker	مادۀ
bureau	بیرو
projektet	پروژه
motor	موتور
motor	موتوری
motor	موتور
användning	استعمال
användning	کاربرد
vänner	دوستان
joe	جو
roger	روژه
roger	راجر
förenade	یونایتد
förenade	متحد
hälsingland	هلسینگلاند
versionen	نسخۀ
versionen	نسخه
greve	شمارش
internet	اینترنت
internet	اینترنتی
huvudstad	پایتخت
huvudstad	سرمایه
emil	امیل
ilha	ilha
skellefteå	کخلفتئا
polska	لهستانی
tecken	امضا
tecken	امضاء
tecken	علامت
tecken	شخصیت
tecken	نویسه
tecken	نویسه
tillräckligt	کافیه
open	باز
teatern	سینماها
teatern	تئاتر
shi	شی
sjöar	لیکس
ämnen	موضوعات
ämnen	موضوعاتی
forskare	محقق
forskare	پژوهشگر
forskare	دانشمندی
forskare	دانشمند
forskare	محققین
forskare	پژوهشگران
forskare	محققان
forskare	دانشمندان
barcelona	بارسلون
barcelona	بارسلونا
väst	وست
väst	باختر
väst	غرب
väst	غربی
väst	جلیقه
permanent	پایدار
permanent	همیشگی
permanent	دائم
permanent	دائمی
permanent	دایمی
permanent	دایم
politiskt	سیاسی
theodor	تئودور
anledning	دلیلی
anledning	علت
anledning	دلیل
etc	غیره
avsnittet	بخش
krav	نیازی
krav	نیازها
krav	نیازهای
krav	خاسته
krav	تقاضا
personen	شخص
commons	عوام
amt	amt
brott	جنایات
brott	جرایم
brott	جرائم
brott	جرم
brott	جنایت
brott	جرایم
brott	جُرم
användaren	کاربر
anderson	اندرسون
anderson	اندرسن
anderson	آندرسون
harris	هریس
rekord	ضبط
laurentides	لورانتید
nedre	پایینی
nedre	تهش
nedre	مفعول
nedre	پایین
nedre	باتوم
bill	بیل
bil	خودرو
bil	خودروی
bil	ماشین
bil	اتومبیل
bil	خودرو
annars	وگرنه
bilden	عکسه
bilden	عکس
bilden	تصویر
bilden	نگاره
ökade	افزایش
ökade	افزود
bär	پوشیدن
bär	حمل
bär	شقایق
bär	پوشیدن
bär	بپوشید
budapest	بوداپست
kapten	کاپیتان
kapten	سروان
kapten	ناخدا
röd	رد
röd	قرمز
röd	سرخ
lord	لرد
lord	پروردگارا
turkiet	ترکیه
turkiet	ترکی
turkiet	بوقلمون
nelson	نلسون
organisationen	سازمان
organisationen	سازماندهی
organisationen	سازمان
organisationen	سازماندهی
känner	احساس
känner	حس
känner	احساس
känner	حس
känner	احساسش
produktion	خروجی
produktion	تولید
omfattning	دامنه
internationell	اینترنشنال
internationell	بینالمللی
internationell	جهانی
förhållande	نسبتی
förhållande	ارتباط
förhållande	رابطه
förhållande	نسبت
förhållande	رابطه
cours	cours
romanen	رمان
timmar	ساعتها
timmar	ساعتهای
timmar	ساعات
timmar	ساعت
gilbert	گیلبرت
nationalitet	تابعیت
nationalitet	ملیت
nationalitet	ملیتی
frederick	فردریک
frederick	فریدریش
post	نامۀ
post	نامه
post	پست
post	پستی
post	post
post	مدخل
post	ورودی
post	ورود
sund	تندرست
sund	سالم
sund	تنگه
bissau	بیسائو
föremål	موارد
föremål	شئ
föremål	مفعول
föremål	شیء
föremål	فقره
föremål	اشیاء
föremål	اجسام
föremål	اشیا
föremål	سوژه
föremål	فاعل
föremål	موضوع
relevant	مربوط
relevant	مربوطه
ledande	رهبری
ishockey	هاکی
total	مجموع
total	کلا
total	کل
sammanhang	متن
röster	رای
röster	رأی
röster	صداها
röster	صداهایی
röster	صداهای
röster	آوازها
placering	کاریابی
mali	مالی
lopp	نژادها
lopp	نژاد
lopp	مسابقه
linje	خط
sociala	اجتماعی
sociala	سوسیال
undantag	استثنا
undantag	معافیت
undantag	استثنا
undantag	استثنای
dur	dur
astragalus	ماش
kraftigt	شدیدا
horn	شاخ
horn	هورن
horn	بوق
horn	شیپور
horn	صور
internationellt	اینترنشنال
internationellt	بینالمللی
internationellt	جهانی
kanaler	کانالها
kanaler	کانالهای
kanaler	کانالها
köpte	خریدم
köpte	خریدی
köpte	خریده
beskriver	توصیف
gordon	گوردون
vetenskapliga	علمی
nivå	تراز
nivå	لول
nivå	سطح
norrköping	نورشوپینگ
programledare	مجری
flygplan	هواپیمای
flygplan	هواگرد
flygplan	طیاره
flygplan	هواپیمای
burundi	بوروندی
allmänt	عمومی
allmänt	ژنرال
allmänt	جنرال
förening	انجمن
förening	مرکب
förening	ترکیب
riktigt	رئال
riktigt	حقیقی
riktigt	واقعی
soldater	سربازها
soldater	سربازان
pedro	پدرو
nordisk	نوردیک
nordisk	نوردیسک
senast	آخری
senast	لست
senast	واپسین
senast	آخرین
senast	اخرین
senast	جدیدترین
senast	آخرین
bryssel	بروکسل
viktigt	مهمند
viktigt	مهم
läsning	خواندن
läsning	قرائت
carlos	کارلوس
carlos	اوس
politik	سیاست
politik	سیاست
politik	سیاستهای
sonen	پسر
vikt	وزنش
vikt	وزنه
vikt	وزن
levande	living
levande	وزندگی
levande	زندگی
levande	زنده
baden	بادن
börja	شروع
börja	آغاز
gösta	گوستا
karin	کارین
kroppen	بدن
kroppen	بدنی
kroppen	بدنه
kroppen	جسم
kroppen	body
närvarande	حاضر
närvarande	هدیه
pennsylvania	پنسیلوانیا
massachusetts	ماساچوست
serbien	صربستان
redaktör	ویرایشگر
sammanlagt	مجموع
sammanlagt	کلا
sammanlagt	کل
anställda	کارمندان
anställda	کارکنان
anställda	کارمند
flytta	حرکت
flytta	حرکت
dikter	شعری
dikter	شعرهای
dikter	شعر
damer	خانما
damer	بانوان
damer	خانمها
korta	کوتاه
korta	کوتاهی
korta	خلاصه
korta	مختصر
stå	استند
stå	ایستادن
jakob	یاکوب
jakob	یعقوب
jakob	جیکوب
jakob	یاکوب
jakob	جاکوب
jakob	جیمز
jakob	خامس
psychotria	پسیکتریا
instrument	آلات
instrument	instrumentation
instrument	ساز
klara	اماده
klara	آماده
klara	کلارا
leda	لدا
leda	تقدم
leda	سرب
leda	لید
länk	پیوند
länk	لینک
bolag	گروهان
bolag	شرکت
bolag	company
bolag	کمپانی
bolag	شرکتها
bolag	شرکتهای
bolag	احزاب
brev	نامۀ
brev	نامه
brev	حروف
brev	حرف
brev	نامه
brev	نامهای
opera	تماشاخانه
opera	اُپرا
opera	اپرا
sen	دیر
sen	پس
sen	sen
sen	سن
chicago	شیکاگو
sir	آقا
sir	اقا
sir	قربان
former	شکلها
former	شکلهای
regel	قاعده
regel	قانون
miljarder	میلیارد
miljarder	بیلیون
miljarder	میلیارد
miljarder	میلیاردها
artiklarna	مقالات
artiklarna	مقاله
begrepp	مفهومی
begrepp	مفهوم
begrepp	شروط
begrepp	اصطلاحات
begrepp	شرایط
begrepp	مفاهیم
åbo	تورکو
yttre	خارجی
yttre	خارجی
yttre	بیرونی
faktiskt	راستش
faktiskt	درواقع
otillräckligt	ناکافی
otillräckligt	ناکافی
midi	midi
bluff	کلاهبرداری
bluff	بادکنکی
bluff	بلوف
bluff	شم
bluff	sham
ulf	اولف
oberoende	مستقل
oberoende	مستقل
oberoende	استقلال
oberoende	استقلالی
sällan	ندرت
sällan	بندرت
sällan	ندرت
sällan	بندرت
stephen	استیون
mikael	میکائیل
mikael	مایکل
thunder	تندر
thunder	رعد
latin	لاتین
blekinge	بلکینگه
steve	استیو
säsonger	فصلها
säsonger	فصول
alternativ	جایگزین
alternativ	گزینه
skäl	دلایل
skäl	دلیلی
skäl	علت
skäl	دلیل
skäl	خوانی
skäl	مناطقی
byggnad	ساختن
byggnad	ساختمانی
byggnad	ساختمان
återigen	دوباره
trupper	سربازان
träd	درخت
träd	درختی
träd	درخت
träd	درختان
träd	درختها
www	www
offentliga	عمومی
offentliga	علنی
offentliga	همگانی
offentliga	public
colspan	colspan
clark	کلارک
ansvar	مسولیت
ansvar	مسئولیتی
ansvar	مسئولیت
ansvar	مسولیت
ansvar	مسئولیتی
ansvar	مسئولیت
havanna	هاوانا
populär	عامه
populär	محبوبه
populär	محبوب
vilhelm	ویلیام
bildas	تشکیل
chihuahua	چیواوا
närmare	نزدیکتر
carlsson	کارلسون
ordinarie	معمولی
ordinarie	منظم
helsingborg	هلسینگبورگ
josef	یوسف
josef	یوزف
josef	ژوزف
josef	جوزف
utvecklingen	توسعه
utvecklingen	تکامل
utvecklingen	فرگشت
utvecklingen	تحول
utvecklingen	evolution
utvecklingen	اوولوشن
utvecklingen	تحولات
gerais	گرایس
philip	فلیپ
philip	فیلیپ
sydney	سیدنی
night	شبها
night	شبی
night	شب
night	شبانه
lennart	لنارت
samling	مجموعۀ
samling	مجموعه
allen	آلن
tegucigalpa	تگوسیگالپا
gräshoppor	ملخ
iran	ایران
iran	سوادکوه
sonora	سونورا
fängelse	زندان
fängelse	زندان
miller	میلر
gracilis	سرکوچک
town	قریه
town	شهر
town	شهرک
publicerade	پست
eurovision	یوروویژن
pfalz	پالاتین
pfalz	فالتس
kontakt	ارتباط
kontakt	آشنا
kontakt	آشنای
kontakt	تماس
baptiste	باپتیست
pas	pas
out	بیرون
out	برون
personliga	شخصی
müller	مولر
tennessee	تنسی
kiruna	کیرونا
pop	پاپ
pop	pop
banan	موز
banan	موزی
ligan	لیگ
rose	رز
rose	رُز
tolv	دوازده
våra	ما
zhejiang	چجیانگ
hemma	خانه
hemma	وطن
hemma	خونه
hemma	آغازه
ämnet	مبحث
ämnet	موضوع
fadern	پدری
fadern	پدر
andrew	اندرو
tony	تونی
fortsätter	ادامه
fox	فاکس
fox	روباه
lisa	لیسا
lisa	لیزا
chris	کریس
makt	قدرت
makt	پاور
makt	توان
makt	power
makt	قدرتش
texter	شعر
texter	شعرای
margareta	مارگرت
margareta	مارگارت
margareta	مارگارتا
helena	هلنا
luleå	لولئو
gränsar	مرز
gränsar	مرزهای
gränsar	مرزها
ukraina	اوکراین
elisabeth	الیزابت
periodisk	دورهای
periodisk	متناوب
periodisk	گاهنامه
ferrari	فراری
herman	هرمن
herman	هرمان
befälhavare	عکس
befälhavare	فرماندهان
mike	مایک
tro	ایمانش
tro	ایمان
tro	ایمانی
tro	باور
tro	ایمان
tro	اعتقاد
modell	model
modell	مدل
behov	نیاز
behov	نیازمند
behov	نیاز
examen	امتحان
examen	معاینه
examen	آزمون
examen	زینه
examen	درجه
queen	queen
queen	ملکه
queen	بیبی
fortsätta	ادامه
senator	سناتور
malaysia	مالزی
malaysia	iran
formel	فرمول
artister	هنرمندان
lena	لینا
lena	لنا
befolkning	جمعیت
befolkning	جمعیتی
variant	variant
månad	ماهانه
månad	ماهنامه
månad	ماهیانه
månad	ماه
fiction	تخیلی
huvud	سرآیند
huvud	هد
huvud	سر
klar	اماده
klar	آماده
bergen	برگن
kräver	خاسته
kräver	تقاضا
paret	زوجی
paret	زوج
upper	بالایی
upper	آپر
upper	فوقانی
jersey	نیوجرسی
jersey	جرسی
jersey	جرزی
filmografi	فیلمشناسی
channel	کانال
channel	مجرا
channel	مجرای
channel	چنل
channel	channel
are	هستند
are	are
kärlek	دوست
kärlek	عشق
kärlek	عشقی
kärlek	عاشق
föregående	پیشین
föregående	قبلی
mario	ماریو
präst	واعظ
präst	کاهن
präst	کشیش
präst	کشیشی
maurice	موریس
fakta	حقایق
luis	لویس
vinnare	برنده
vinnare	برندگان
edwards	ادواردز
dollar	دلار
dollar	دالر
svar	پاسخها
svar	پاسخهای
svar	جوابها
svar	پاسخها
svar	جوابهای
svar	پاسخهای
svar	پاسخگویی
svar	جواب
svar	پاسخ
svar	پاسخ
svar	پاسخگویی
svar	پاسخ
svar	واکنش
amazonas	آمازون
sade	گفت
sade	شاده
täcker	بپوشد
täcker	پوشش
arne	آرنه
allmän	عمومی
allmän	ژنرال
allmän	جنرال
kef	kef
varierar	متفاوت
yamoussoukro	یاموسوکرو
maka	زن
maka	همسر
maka	عیال
maka	wife
närmast	نزدیکترین
närmast	نزدیکترین
butler	باتلر
turneringen	مسابقات
turneringen	تورنومنت
turneringen	تورنمنت
bruce	بروس
utseende	ظاهر
antioquia	انتیوکیا
gotland	گوتلاند
klassiska	کلاسیک
klassiska	کلاسیک
klassiska	classic
regler	قواعد
regler	قوانین
bytes	بایت
ohio	اوهایو
street	استریت
street	خیابانی
street	خیابان
street	خیابون
auguste	اگوست
org	org
betydelser	معانی
styrka	قوت
styrka	نیرو
styrka	قدرت
styrka	استحکام
uttryck	عبارتهای
uttryck	تجلّی
uttryck	عبارت
strid	رزم
strid	کارزار
strid	بتل
strid	نبرد
strid	مقابله
strid	نبرد
levu	لوو
super	سوپر
super	super
agua	اگوا
katarina	کاترین
uppmärksamhet	توجه
sound	صوت
sound	صدا
louise	لوئیز
louise	لوییز
människan	انسان
människan	مَرد
människan	مرد
dublin	دابلین
dublin	دوبلین
gävle	یوله
polisen	پولیس
polisen	پلیس
california	california
california	کالیفرنیا
vis	ویس
vis	خردمند
vis	حکیمی
vis	حکیم
vis	فرزانه
bröt	شکسته
bröt	ورشکسته
brian	براین
brian	برایان
tydligt	واضح
tydligt	آشکارا
tydligt	وضوح
slätter	دشتی
slätter	دشتهای
hälften	نیم
hälften	نیمی
hälften	نصف
union	یونیون
union	اتحادیه
union	اتحاد
verkligen	واقعآ
verkligen	واقعا
sud	سود
ensam	تنهایی
ensam	تنها
