در	uks
هنرهای	kunst
پرچم	lipp
پرچم	lipu
پرچم	lipud
سینمای	kino
کاخ	palazzo
کاخ	palee
کاخ	palace
تحصیلات	haridus
صحنه	stseen
صحنه	stseeni
صحنه	lava
صحنه	staadium
صحنه	etapp
واکنش	reaktsioon
واکنش	refleks
واکنش	vastus
واکنش	reageering
واکنش	reageerimine
اکثر	enamikul
اکثر	enamus
اکثر	enamik
اکثر	enim
عوامل	tegureid
عوامل	tegurid
ورودی	sisendi
ورودی	sisend
ورودی	sissepääs
ورودی	sisenemine
ورودی	kirje
ورودی	sissekanne
ورودی	sisenemine
روشن	hele
روشن	valgus
روشن	valgust
روشن	kerge
روشن	puhas
روشن	selge
صورتی	roosa
صورتی	roosad
سعی	üritan
سعی	püüan
ساسانیان	indo
پست	postitust
پست	post
پست	postitus
پست	kursis
پست	lähetatud
امی	amy
عملکرد	tulemuslikkus
عملکرد	tulemuslikkuse
عملکرد	jõudlus
بشر	inimesed
بشر	inimestel
بشر	inimlikkus
بشر	inimkonna
بشر	inimkond
بشر	inimene
بشر	inimlik
مدار	orbiidile
مدار	orbiidil
مدار	vooluring
کدام	mis
نگهداری	hoidmine
نگهداری	pidamine
نگهداری	hooldamine
نگهداری	hooldus
بهره	intress
بهره	intressid
بهره	huvi
بهره	huvid
اروپایی	euroopa
گرمی	soojus
رفتار	käitumine
رفتار	näitlemine
رفتار	käitumine
رفتار	käitumise
فرمول	valem
نوری	hele
نوری	valgus
نوری	valgust
نوری	kerge
نوری	optiline
نوری	optilised
زیبا	kaunist
زیبا	ilus
زیبا	kaunid
زیبا	ilusad
زیبا	kaunis
دانشجویان	üliõpilased
دانشجویان	õpilased
دانشجویان	tudengid
مربیان	haldajad
مربیان	juhid
مربیان	meelelahutajad
محور	telg
محور	telg
مخالفت	vastulause
مخالفت	opositsiooni
مخالفت	vastuseis
مخالفت	opositsioon
حمل	kanda
دینی	usklik
دینی	religioosne
مسلمانان	moslemid
مسلمانان	moslem
مسلمانان	moslemi
گورستان	kalmistu
گورستان	surnuaed
گورستان	surnuaeda
آهن	raud
آهن	raua
پیشین	endised
پیشین	endine
پیشین	eelmised
پیشین	varasem
پیشین	eelmine
مقایسه	võrdlemine
مقایسه	võrdlus
مقایسه	võrdlemine
مقایسه	võrdle
رسیدن	saabusid
رسیدن	saabunud
رسیدن	saabus
ابزار	tööriist
ابزار	tööriistad
مهاجرت	sisseränne
مهاجرت	immigratsiooni
مهاجرت	sisserände
مهاجرت	ränne
مهاجرت	rände
اشعار	hümnid
مقاومت	vastupidavus
مقاومت	resistentsus
مقاومت	vastupanuliikumine
مقاومت	vastupanu
سینمایی	filmi
سینمایی	film
بیمارستان	haiglas
بیمارستان	haigla
بیمارستان	haiglasse
بیمارستان	haiglad
پا	jalg
پا	jalad
پا	jalg
پا	jalale
اصول	põhitõed
اصول	põhimõtted
کن	ken
مجموع	summa
مجموع	kokku
تفاوت	diff
تفاوت	erinevused
تفاوت	vahe
تفاوت	erinevus
دیدگاه	aspekte
دیدگاه	aspektid
گمر	gmr
دانمارک	taani
دانمارک	taani
نوشتن	kirjutada
نوشتن	kirjuta
نوشتن	kirjutage
نوشتن	kirjutamine
نوشتن	kirjutamine
اختلاف	erinevused
لبنان	liibanoni
لبنان	liibanon
لبنان	liibanon
هشت	kaheksa
شهردار	linnapea
نوبل	üllas
نوبل	õilis
نوبل	nobeli
بسکتبال	korvpall
سخت	raske
سخت	kõva
سخت	raskel
سخت	keeruline
سخت	raske
سامانه	süsteemi
سامانه	süsteem
سامانه	system
هدایت	juhend
هدایت	giid
هدایت	suunised
هدایت	juhised
تخیلی	väljamõeldis
پیام	sõnum
پیام	teade
پیام	teated
پیام	sõnumid
پیام	kirjad
فردی	freddie
فردی	freddy
گیتار	kitarr
پلیس	politsei
مفهوم	mõiste
مفهوم	kontseptsioon
چیز	asjad
چیز	asju
خطی	lineaarne
خطی	käsikiri
خطی	käsikirja
خوانده	loe
خوانده	lugemine
خوانده	loetud
بنده	teenija
بنده	teener
بنده	orja
بنده	ori
کمیته	komiteed
کمیته	komiteede
کمیته	komisjonid
کمیته	komitee
ژان	jean
ژان	joan
ژان	jeanne
اسماعیل	ismail
تنظیم	korrigeerimine
تنظیم	kohandamine
تنظیم	kohandus
تنظیم	reguleerimine
تنظیم	komplekti
تنظیم	komplekt
تنظیم	määra
تنظیم	seadis
تنظیم	seadistus
خلاصه	ülevaade
خلاصه	kokkuvõte
ساکن	resident
ساکن	elanik
ساکن	elanik
ساکن	sõitja
ساکن	seisva
گسترده	levinud
گسترده	levis
گسترده	levik
گسترده	laiendatud
گسترده	laiendatud
گسترده	pikendatud
الکتریکی	elektrilised
الکتریکی	elektriline
الکتریکی	elektriline
الکتریکی	elektrilised
الکتریکی	elekter
رایانه	arvutid
رایانه	arvuti
رایانه	informaatika
عبور	läbisõit
عبور	transiidi
عبور	transiit
عبور	rist
عبور	cross
عبور	risti
عبور	kuru
ششم	kuuendaks
ششم	kuues
لی	lee
هنرمند	esitaja
هنرمند	artist
هنرمند	kunstnik
گوناگون	mitmekesine
مدرن	tänapäeva
مدرن	moodne
مدرن	kaasaegne
ماشین	masin
ماشین	masina
ماشین	auto
ماشین	car
ماشین	sõiduk
ماشین	sõiduki
یونایتد	united
یونایتد	ühinenud
گلدن	golden
گلدن	kuldsed
گلدن	kuldne
شدید	raskekujuline
شدید	tõsine
شدید	pingeline
شدید	intensiivne
شیر	lõvi
شیر	piima
شیر	piim
سخن	sõna
نقد	kriitikat
نقد	kriitika
نقد	sularaha
نقد	cash
محافظت	kaitsmine
محافظت	kaitse
محافظت	kaitsma
محافظت	kaitsta
محافظت	kaitse
تنیس	tennis
بهار	kevad
قانونی	seaduslik
قانونی	legaalne
قانونی	õiguslik
قانونی	seaduslik
حکم	kohtuotsus
حکم	kohtuotsuse
حکم	lause
قصد	kavatsusest
قصد	kavatsus
قصد	kavatsus
قصد	mõeldud
قصد	kavatsused
هوای	ilm
ماهی	kala
ماهی	kalad
رم	rooma
رم	ram
رایج	ühise
رایج	ühised
کبک	quebec
مستند	dokumentide
مهاجر	ränd
مهاجر	sisserändajate
مهاجر	pagulased
مهاجر	pagulaste
مهاجر	sisserändajate
فرهنگستان	akadeemia
جایگاه	elukoht
جایگاه	elukoha
جایگاه	elamine
خطوط	read
خطوط	jooned
خطوط	liinid
سالهای	aastad
زمینی	maapind
نژاد	tõug
نژاد	tõu
نژاد	ralli
نژاد	võidusõit
نژاد	rass
اروپای	euroopa
اروپای	europe
خاندان	klanni
خاندان	klann
طولانی	pikad
طولانی	pikka
طولانی	pikk
ریشه	juure
ریشه	root
ریشه	juur
ریشه	juured
مریلند	marylandi
سرد	külm
سرد	külmad
تحقیق	uurimine
تحقیق	uurimine
تحقیق	uurimistöö
تحقیق	teadusuuringud
تحقیق	uuringud
ریچارد	richard
تنسی	tennessee
کاتولیک	katoliiklane
کاتولیک	katoliku
اکلاهما	oklahoma
جنگی	sõda
متوسط	keskmine
متوسط	keskmise
متوسط	keskmine
متوسط	keskmised
متوسط	andmekandja
دموکرات	demokraatlik
دموکرات	demokraatlikud
دموکرات	demokraat
دادگاه	tribunal
دادگاه	kohus
کنتاکی	kentucky
سزار	cesar
سزار	césar
سزار	caesar
یمن	jeemeni
شناسایی	tuvastada
شناسایی	tuvasta
شناسایی	kindlaks
شناسایی	identifitseerimine
شناسایی	tuvastamine
شناسایی	identifitseerimise
اسم	nimisõna
قطر	katar
بند	bänd
بند	ansambel
بند	lõik
بند	paragrahv
بند	lõige
بند	painutada
بند	võlakirjad
بند	võlakirjade
ستارگان	staarid
ستارگان	tähed
ستارگان	tähtede
درختان	puid
درختان	puud
نتایج	tulemused
اثبات	tõestada
اثبات	tõesta
اثبات	tõestada
اثبات	tõendid
اثبات	tõestus
ادغام	ühinemine
ادغام	liitumine
ادغام	ühendamine
ادغام	ühenda
ادغام	ühendamine
ادغام	liitmine
دهم	kümnes
جذب	imendumine
جذب	meelitada
جذب	külgetõmme
بیشترین	enamikul
بیشترین	enamus
بیشترین	enamik
بیشترین	enim
لباس	rõivad
لباس	riietus
لباس	riided
لباس	kleit
لباس	riideid
لباس	riided
ترکی	kalkun
ترکی	türgi
ترکی	türgi
سلام	tere
سلام	hello
سلام	peace
سلام	rahu
تحلیل	analüüsitud
تحلیل	analüüsi
تحلیل	analüüs
سعید	saeed
ریاضی	matemaatiline
ریاضی	matemaatika
ریاضی	matemaatika
همچنان	ikkagi
همچنان	ikka
تاریخچه	ajalugu
تاریخچه	ajaloo
نوشتار	dokumendi
نوشتار	dokument
نقره	hõbeda
نقره	silver
نقره	hõbe
گویا	goya
آواز	laulis
آواز	sang
آواز	laulsid
آواز	laulmine
آواز	laulu
آواز	laul
نظرات	arvamused
نظرات	kommentaarid
نظرات	märkused
مرز	piirid
مرز	piir
مرز	piiri
مرز	piir
رویدادهای	üritused
رویدادهای	sündmused
روستاها	külad
روستاها	külasid
فدرال	föderaalne
گیاه	taim
گیاه	taime
گیاه	tehas
فرزندان	pojad
فرزندان	lapsed
تدریس	õpetamine
تدریس	õpetamise
تدریس	õpeta
تدریس	õpetada
امپراتور	imperaator
امپراتور	keiser
پیرامون	ümbritsev
پیرامون	ümbritseva
پیرامون	ümbritsevad
خانگی	lemmikloomad
خانگی	isetehtud
نویسندگی	kirjutamine
حاکم	valitseja
حاکم	kuberner
بندر	harbori
بندر	bender
بندر	port
بندر	sadam
بندر	bandar
چینی	hiina
چینی	hiinlased
اینترنتی	internet
جو	joe
قبول	lepi
قبول	nõustu
قبول	nõus
هزینه	kulu
هزینه	maksumus
هزینه	kulud
هزینه	kulu
آرکانزاس	arkansases
همزمان	samaaegselt
همزمان	üheaegselt
اتاق	tuppa
اتاق	ruum
اتاق	tuba
اتاق	toad
اتاق	ruumid
نسل	põlvkonna
نسل	generatsioon
نسل	põlvkond
نسل	seeme
طبقه	põrandad
طبقه	korrus
طبقه	põrand
روند	trend
روند	suundumus
روند	protsess
روند	protsessi
روند	menetlus
روند	protseduur
قیمت	price
قیمت	hind
ضبط	salvestus
ضبط	salvestamine
ضبط	registreerimine
ضبط	rekord
ضبط	kirje
هفتم	vii
هفتم	seitsmes
قابلیت	võimekus
قابلیت	võime
قابلیت	võimekus
صلح	peace
صلح	rahu
سلسله	dünastia
نیازمند	vaja
نیازمند	vajadus
اعداد	numbrid
صفوی	ism
توانایی	võime
توانایی	võimeline
ویندوز	aknad
ویندوز	windows
اورگن	oregoni
نصب	paigaldus
نصب	paigaldamine
نصب	rajatis
نصب	paigaldamine
نصب	paigaldamine
نصب	paigaldatud
آرام	rahulik
آرام	rahumeelne
آرام	rahulik
آرام	aram
هندی	india
هندی	indiaanlane
هندی	käepärast
موج	laine
نوشت	kirjutada
نوشت	kirjuta
نوشت	kirjutage
نوشت	kirjutamine
قلمرو	territoorium
قلمرو	territooriumi
کشیده	venitatud
آبشار	kose
آبشار	juga
آبشار	kukub
آبشار	falls
آبشار	langeb
ویسکانسین	wisconsinis
تالار	kamber
تالار	koda
تالار	saal
تالار	hall
مذهب	religioon
باور	bauer
باور	uskuma
باور	usu
باور	usud
نظارت	järelevalve
نظارت	jälgimine
نظارت	seire
نظارت	monitor
نظارت	monitori
نظارت	jälgida
نظارت	jälgija
نظارت	järelevalve
نظارت	järelevalve
آسیب	kahjustus
آسیب	kahju
آسیب	kahjustused
احتمالاً	arvatavasti
احتمالاً	ilmselt
احتمالاً	tõenäoliselt
الجزایر	alžeeria
الجزایر	alžeeria
بیت	peksa
بیت	bit
دقیق	täpne
دقیق	täpsed
دقیق	täpne
لرستان	pronks
نواحی	piirkonnad
نواحی	alad
نواحی	valdkonnad
نواحی	piirkonnad
سوسیالیستی	sotsialistliku
سوسیالیستی	sotsialistlik
تونی	tony
عناصر	elemendid
شیلی	tšiili
شیلی	tšiili
آقا	söör
مانده	jääk
مانده	jäägid
موفقیت	edu
قالب	vorming
قالب	vormindus
قالب	formaat
امضا	allkirjastamise
امضا	allkirjastamine
امضا	märk
امضا	allkirjastatud
امضا	allkirjastanud
امضا	signatuur
امضا	allkiri
ارومیه	urmia
عمده	hulgi
عمده	major
امارات	aüe
امارات	emirates
توکیو	tokyo
دعوت	kutsu
دعوت	kutse
دعوت	kutse
دعوت	kutsub
لقب	hüüdnimi
لقب	hüüdnime
فرار	põgenemine
صفحات	lehekülgi
صفحات	lehed
صفحات	leheküljed
آوردن	tõi
آوردن	toodi
آوردن	toodud
آوردن	tooma
آوردن	tuues
سود	kasum
سود	kasu
سود	kasum
سود	kasumid
باد	bud
باد	tuul
باد	tuule
سقوط	avarii
سقوط	kukkumine
سقوط	kuku
الدین	alden
اوراق	võlakirjad
اوراق	võlakirjade
اصطلاح	mõiste
اصطلاح	termin
الگوریتم	algoritm
طبیعت	loodus
ایندیانا	indiana
گشت	patrulli
گشت	patrull
نوازندگان	orkester
حقیقت	tõde
مسلمان	moslem
مسلمان	moslemi
مسلمان	moslemid
صفر	nulli
صفر	zero
صفر	null
تجهیزات	seadmed
تجهیزات	varustus
تجهیزات	varud
تجهیزات	tarned
تجهیزات	tarvikud
خطر	risk
خطر	riski
خطر	oht
فرض	eeldada
فرض	eeldame
فرض	eeldatud
فرض	eeldades
هواپیما	lennuk
معاون	asetäitja
فرمان	käsk
فرمان	käsu
فرمان	tellimus
فرمان	kord
فرمان	järjekord
فرمان	korraldus
فرمان	ordu
فرمان	korraldused
فرمان	käsud
فرمان	tellimused
فدراسیون	föderatsiooni
فدراسیون	föderatsioon
تجربه	kogetud
تجربه	kogenud
تجربه	kogemused
تجربه	kogemus
تجربه	kogemused
آزمایش	test
آزمایش	katse
آزمایش	eksperiment
آزمایش	katsed
آزمایش	testimine
آزمایش	katsetamine
مسیحی	christian
مسیحی	kristlane
مسیحی	kristlaste
متصل	ühendatud
متصل	ühendus
متصل	ühenda
غذایی	toit
غذایی	toitu
غذایی	söök
غذایی	roog
غذایی	eine
غذایی	jahu
امید	ootused
امید	ootus
امید	loodan
امید	lootus
امید	lootes
امید	loodab
کالج	kolleegium
کالج	kolledž
ساحل	kalda
ساحل	kaldal
ساحل	shore
ساحل	rand
ساحل	beach
خبری	news
خبری	uudis
خبری	uudised
کنگره	kongress
اندونزی	indoneesia
عزیز	kallid
عزیز	kallis
عزیز	aziz
بلغارستان	bulgaaria
مطلب	isis
مطلب	artikkel
زرد	kollase
زرد	kollased
زرد	kollane
تجارت	kaubandus
تجارت	kauplemine
تجارت	kauplemise
تجارت	äri
تجارت	äritegevus
تجارت	kauplemine
تجارت	kaubandus
ذخیره	hoidla
ذخیره	ladustamise
ذخیره	säilitamine
ذخیره	ladustamine
ذخیره	salvestamine
ذخیره	salvesta
ذخیره	päästmine
ذخیره	salvestamine
ذخیره	säästmine
ذخیره	pood
ذخیره	poodi
ذخیره	varu
ذخیره	reserv
ذخیره	reservi
دودمان	dünastia
پوست	nahad
پوست	nahka
پوست	nahk
پوست	naha
برچسب	sildi
برچسب	tag
برچسب	silt
برچسب	etikett
برچسب	pealdis
برچسب	märgistus
برچسب	märgis
کلرادو	colorado
رقص	tantsu
رقص	tants
رقص	tantsi
رقص	tantsida
رقص	tantsimine
فی	faye
فی	phi
فی	fay
فی	fei
قادر	võimeline
دانشگاهی	akadeemiline
دانشگاهی	akadeemilise
دانشگاهی	kolleegium
دانشگاهی	kolledž
روسی	vene
روسی	venelane
روسی	rossi
جرج	jüri
جرج	george
علاقه	huvilistel
علاقه	huvitatud
علاقه	intress
علاقه	intressid
علاقه	huvi
علاقه	huvid
آشنا	tuttav
آشنا	kontakt
آشنا	kontakti
فنلاند	soome
فنلاند	soome
جلو	ees
جلو	ette
جلو	rinne
جلو	ettepoole
جلو	edasi
عضویت	liikmeks
جبهه	ees
جبهه	ette
جبهه	rinne
تابستان	suvel
تابستان	suvi
تابستان	suve
معدنی	anorgaanilised
معدنی	mineraal
سد	tamm
مدرک	tõendid
مدرک	tõestus
مدرک	tõendid
مدرک	tõendusmaterjal
مدرک	tõendeid
مدرک	asitõend
اختصاص	vallalised
نفوذ	mõju
ایل	île
عقب	tagasi
عقب	tagumised
عقب	tagaosa
عقب	tagumine
عقب	tagant
عقب	taga
سرباز	sõdur
سرباز	reamees
سرباز	privaatne
سرباز	era
سرباز	erasektori
خشک	kuivaks
خشک	kuivad
خشک	kuiv
خشک	kuivatatud
فراوان	arvukuse
فراوان	arvukus
فراوان	külluslik
فراوان	much
فراوان	palju
تاثیر	mõju
رفتن	läinud
اگرچه	kuigi
اگرچه	ehkki
اگرچه	kuigi
احساس	tunneta
احساس	tunne
احساس	tundsin
احساس	tundis
احساس	tundsid
احساس	tundeid
احساس	tunded
ادوارد	edward
برنز	burns
برنز	põleb
برنز	põletab
برنز	pronks
خرید	shop
خرید	pood
خرید	kauplus
خرید	poodi
خرید	poe
خرید	ostu
خرید	ostmine
خرید	ost
خرید	osta
خرید	poodi
خرید	ostes
خرید	ostmine
قاره	mandri
قاره	mandrite
هشتم	viii
هشتم	kaheksas
شاخه	filiaalid
شاخه	oksad
شاخه	oks
شاخه	filiaal
شاخه	haru
شاخه	filiaali
قطعه	segmentide
قطعه	tükk
قطعه	segmendi
قطعه	lõik
قطعه	lõigu
قطعه	tükid
ساحلی	ranniku
دیوار	müür
دیوار	sein
دیوار	seina
دیوار	seinad
مترجم	tõlk
مترجم	tõlkija
مترجم	tõlk
روایت	jutustav
اکبر	akbar
اعدام	hukatud
اعدام	hukati
اعدام	hukkamine
اعدام	täitmine
اعدام	teostus
اعدام	hukkamised
روح	vaim
روح	vaimu
روح	kummitus
روح	tont
روح	vaim
درگاه	port
درگاه	sadam
امتیاز	skoor
امتیاز	punktisumma
امتیاز	punktid
پیشرفت	edusammud
پیشرفت	edasiminek
پیشرفت	progress
پیشرفت	edenemine
روحانی	vaimne
روحانی	hingeline
مخصوص	erilised
مخصوص	special
مخصوص	eriline
منفی	negatiivne
منفی	negatiivsed
تام	tom
نکته	noot
نکته	märkus
نکته	vihje
نکته	tip
نکته	punkt
نکته	punkti
نکته	point
گیاهی	taim
گیاهی	taime
گیاهی	tehas
سهام	varud
سهام	jagab
سهام	aktsiad
سهام	varu
سهام	varude
پرنده	linnu
پرنده	lind
پرنده	linnuke
پرنده	bird
برلین	berliin
برلین	berlin
برلین	berliini
تفسیر	tõlgendus
تفسیر	tõlgendamine
تفسیر	tõlgendada
درود	õnnistus
درود	õnnistust
درود	tervitus
درود	tervitused
درود	tervitus
جزئی	osaline
ولز	walesi
ولز	wales
ولز	walesi
ولز	wells
کانال	kanal
کانال	kanalid
هرچند	siiski
هرچند	kuigi
هرچند	ehkki
هرچند	kuigi
اسناد	paberid
اسناد	dokumendid
داریوش	darius
توضیحات	kommentaarid
توضیحات	märkused
دقت	resolutsioon
دقت	eraldusvõime
دقت	resolutsiooni
دقت	lahendamine
دقت	lahutus
دقت	täpsus
دقت	täpsusega
دقت	täpsust
دقت	täpsus
دقت	täpsust
دقت	täpsuse
آنجلس	angelese
روزهای	päevad
روزهای	päeva
روزهای	päevi
چارلز	charles
دامنه	rakendusala
دامنه	ulatus
دامنه	domeeni
دامنه	valdkond
دامنه	amplituud
نجات	päästmine
نجات	salvestamine
نجات	säästmine
نجات	päästmine
نجات	päästa
نجات	pääste
مفید	kasulikud
مفید	kasulik
مفید	abivalmis
زدن	koputab
مارتین	martin
میسیسیپی	mississippi
مهاجم	sissetungijad
رباتیک	robootika
رکوردز	records
نماد	sümbolism
نماد	sümbol
نماد	notatsioon
نماد	ikoon
نماد	ikooni
تصویری	visuaalne
تکمیل	lõpuleviimist
تکمیل	lõpetamine
تکمیل	lõpuleviimine
تکمیل	täielik
تکمیل	terviklik
تکمیل	lõpetatud
قهرمانان	kangelased
قهرمانان	meistrid
نبراسکا	nebraska
وظیفه	tollimaks
آهنگسازان	heliloojate
اداری	haldus
زادروز	sünnipäeva
زادروز	sünnipäev
آکادمی	akadeemia
ارسال	saatmine
ارسال	saates
ارسال	saada
دیدار	tutvu
دیدار	kohtuda
دیدار	koosolek
دیدار	kohtumine
فضا	kosmos
فضا	ruum
فضا	ruumi
عکاسی	photography
عکاسی	fotograafia
عکاسی	fotograafiline
توماس	thomas
صادق	aus
صادق	ausad
انگلیس	inglismaal
انگلیس	inglismaa
پیوست	kaasamine
پیوست	liide
پیوست	lisatud
موسی	mooses
موسی	moses
موسی	musa
پای	jalg
پای	pirukas
پای	jalg
پای	jalale
پیکچرز	pildid
پیکچرز	pilte
مثبت	positiivsed
مثبت	positiivse
مثبت	positiivne
ارتباطات	ühendused
ارتباطات	kommunikatsioon
ارتباطات	side
ارتباطات	teatis
ارتباطات	suhtlemine
ارتباطات	kommunikatsioon
ارتباطات	side
سلطنت	valitsemisaeg
فراوانی	arvukuse
فراوانی	arvukus
فراوانی	külluslik
جراحی	kirurgia
جراحی	lõikus
جراحی	operatsioon
جراحی	kirurgilise
سابقه	pretsedendi
سابقه	pretsedent
سابقه	enneolematu
مدافع	kaitsja
مدافع	võistleja
رستم	rustam
مس	vask
مس	vase
قرارداد	protokoll
قرارداد	kokkulepe
قرارداد	leping
قرارداد	leping
قلب	südant
قلب	südame
قلب	süda
دارایی	omadus
دارایی	omand
دارایی	varad
دارایی	varade
دارایی	vara
رهبران	liidrid
رهبران	juhid
بهداشت	sanitaar
بهداشت	hügieeni
بهداشت	tervist
بهداشت	tervishoid
بهداشت	tervis
بابل	babel
بابل	babylon
شبه	pseudo
نشست	seanss
نشست	seansi
نشست	istusid
نشست	istus
نشست	sat
ظرفیت	võimsus
درک	derek
درک	mõista
آلن	allen
آلن	alleni
آلن	alan
مسیحیت	kristlus
تاجیکستان	tadžikistani
پیتر	peter
پیتر	peeter
متال	metallist
متال	metall
متال	metal
متال	metalli
مسکو	moskva
رومی	roman
سرویس	teenindus
سرویس	teenus
ابتدای	algus
شاهزاده	vürst
شاهزاده	prints
شاهزاده	prince
ملک	omadus
ملک	omand
ملک	mõisa
سرمایه	pealinn
سرمایه	kapital
احترام	lugupidamine
احترام	austus
الکترونیک	elektroonika
الکترونیک	elektroonilised
الکترونیک	elektrooniline
الکترونیک	elektroonilisel
رقابت	rivaalitsemine
رقابت	võistelda
رقابت	võistlema
رقابت	konkureerida
رقابت	konkurentsivõimeline
رقابت	konkurents
رقابت	võistlus
رقابت	konkurentsi
کلید	võtmed
کلید	võtme
کلید	key
کلید	võti
کهن	kahn
کهن	iidne
کهن	iidsed
کهن	iidsete
نیم	pool
شیرین	magusa
شیرین	magus
شیرین	magusad
بد	bad
بد	halb
بد	paha
بد	kurjus
بد	kurja
بد	kuri
صرف	kulutatud
سان	päikest
سان	päike
سان	san
شاخص	indekseeritud
شاخص	indeks
شاخص	index
شاخص	indikaator
شاخص	näitaja
شاخص	näidik
بگیرد	võtke
بگیرد	võta
خواندن	loe
خواندن	lugemine
خواندن	loetud
خواندن	lugemine
خواندن	lugemist
اسب	hobused
اسب	hobuseid
اسب	hobune
اسب	hobuse
اسب	hobu
فعالان	aktivistide
زیبایی	ilu
زیبایی	iludus
زیبایی	kaunitar
حذفی	play
حافظه	mälestusi
حافظه	mälestused
حافظه	memory
حافظه	mälu
حافظه	mälestus
مقیاس	mõõtkavas
مقیاس	skaala
نهم	üheksanda
نهم	üheksas
فیلسوفان	filosoofid
مکتب	kooli
مکتب	koolis
مکتب	kool
مارک	märgi
مارک	märk
مارک	mark
معمولی	ühise
معمولی	ühised
معمولی	normaalne
اهداف	eesmärgid
اهداف	sihtmärgid
اهداف	eesmärgid
درد	valu
کارکنان	personal
کارکنان	töötajad
کارکنان	töötajad
فتح	vallutus
فتح	vallutama
فتح	vallutada
فتح	võidu
فتح	võitu
فتح	võit
لوئیزیانا	louisiana
هواپیمای	lennukid
هواپیمای	õhusõidukid
هواپیمای	õhusõiduk
هواپیمای	lennuk
هواپیمای	lennuk
اعتماد	usalda
اعتماد	usaldus
اعتماد	usaldust
الان	nyyd
الان	nüüd
ریز	pisike
ریز	tilluke
ماند	jäi
ماند	jäid
ماند	jäin
ماند	jäi
ماند	jäid
درمانی	teraapia
درمانی	ravi
درمانی	ravile
درمانی	paranemine
درمانی	terapeutilise
حالا	nyyd
حالا	nüüd
خودکار	automaatne
خودکار	automaat
خودکار	automaatsed
خودکار	automaatne
مغز	ajju
مغز	aju
نشریه	päevik
آماده	valmis
گوگل	google
ظاهری	ilmne
خانم	preili
کتابی	raamatu
کتابی	raamat
خارجه	välismaised
خارجه	välismaa
سنگی	kivi
سنگی	kalju
سنگی	rock
سنگی	kivi
بالایی	ülemised
بالایی	ülemine
بالایی	ülemiste
پیمان	covenant
پیمان	leping
پیمان	asutamisleping
سلیمان	solomon
سلیمان	saalomoni
سلیمان	suleiman
انتظار	ootan
انتظار	ootel
انتظار	ootamine
انتظار	ootame
یافتن	leida
یافتن	leia
یافتن	otsi
آلاسکا	alaska
پیر	pir
پیر	vana
پیر	vanaks
پیر	vanad
پیر	pierre
کمپانی	äriühing
کمپانی	ettevõte
کمپانی	seltskond
بتن	betoonist
بتن	konkreetseid
بتن	betooni
عین	ain
پستی	postitust
پستی	post
پستی	postitus
تاج	krooni
تاج	crown
تاج	kroon
تاج	taj
افتخار	uhke
افتخار	uhked
افتخار	au
فلسطین	palestiina
فلسطین	palestiina
بازسازی	renoveerimine
بازسازی	ülesehitamise
بازسازی	ülesehitus
بازسازی	uuendamine
بازسازی	pikendamine
غار	koobas
غار	koopad
تخریب	lammutamine
تخریب	hävitamine
هرگز	kunagi
فیزیکی	füüsikalised
فیزیکی	füüsiline
فیزیکی	füüsilised
فیزیکی	füüsikaline
فیزیکی	füüsilise
موسسه	instituut
موسسه	asutamine
موسسه	kehtestamine
موسسه	institutsioon
موسسه	institutsiooni
موسسه	asutus
موافقت	leppis
موافقت	kokkulepitud
موافقت	nõus
گرجستان	gruusia
گرجستان	gruusia
گرجستان	georgia
پاک	pak
پاک	puhas
پاک	puhtaks
پاک	puhtad
پاک	puhas
نیروگاه	taim
نیروگاه	taime
نیروگاه	tehas
نیروگاه	pumbatakse
آمدن	tulekul
آمدن	tulemas
آمدن	tuleb
لایه	kihid
پردازش	töötlus
پردازش	töötlemine
پردازش	töödeldud
کامپیوتر	arvuti
کامپیوتر	arvutid
ویژگی	omadus
ویژگی	omand
ویژگی	motiiv
وسایل	seadmed
وسایل	varustus
کارخانه	vabrik
کارخانه	tehas
قرضی	võlg
قرضی	võla
منچستر	manchesteri
ساختن	hoone
ساختن	ehitamine
ساختن	ehitis
ساختن	ehita
ساختن	ehitama
ساختن	ehitada
ساختن	ehitamine
ساختن	tegemine
غیره	jms
غیره	jne
غیره	etc
غیره	muu
غیره	muud
قوی	tugev
قوی	tugevad
خالی	tühi
خالی	tühjad
خالی	tühi
گنبد	kuppel
گنبد	kupli
فرانک	frank
فرانک	franki
اعتراض	vastuväide
اعتراض	protest
اعتراض	vastuväited
اعتراض	protest
اعتراض	protesti
رسانه	meedia
میلان	milano
صربستان	serbia
تکرار	kordamine
تکرار	korda
تکرار	korrata
تکرار	kordamine
تکرار	kordan
تکرار	kordamine
پرو	peruu
پرو	pro
پرو	peruu
اعتبار	krediidi
اعتبار	krediit
اعتبار	krediiti
اعتبار	mainet
اعتبار	maine
اعتبار	reputatsioon
اعتبار	kehtivus
مسئول	vastutustundlik
مسئول	vastutav
خودکشی	enesetapp
امروزی	tänapäeva
امروزی	moodne
امروزی	kaasaegne
اکشن	tegevus
اکشن	võte
اکشن	toiming
مرغ	kana
مرغ	kana
خوش	õnnelik
امنیتی	turvalisus
امنیتی	julgeolek
امنیتی	turva
امنیتی	julgeoleku
میزوری	missouri
بخار	auru
بخار	aur
برداشت	saagi
برداشت	lõikus
برداشت	saak
برداشت	võtke
برداشت	võta
شناسه	identifikaator
سنی	age
سنی	vanust
