och	oraz
politisk	politycznych
politisk	polityczne
politisk	polityczna
speciellt	zwłaszcza
speciellt	szczególnie
speciellt	specjalna
speciellt	specjalny
speciellt	specjalne
speciellt	wyjątkowy
speciellt	szczególne
speciellt	specjalnie
höll	utrzymywane
höll	trzymane
höll	trzymany
ghana	ghana
bad	źle
bad	bad
bad	zła
bad	złe
bad	zły
bad	wanna
bad	kąpiel
bad	łazienka
media	nośnik
media	media
media	mediów
media	nośniki
damaskus	damaszku
paulo	paulo
perioden	okres
manus	scenariusz
manus	scenariusze
manus	skryptów
manus	skrypty
manus	manus
manus	rękopis
manus	scenariusz
manus	skrypt
skapade	utworzona
skapade	utworzony
skapade	utworzono
skapade	stworzył
skapade	utworzone
pass	paszporty
pass	paszport
pass	paszportu
gått	odszedł
gått	zdał
gått	przeszedł
gått	minęło
press	prasa
press	prasie
press	naciśnij
press	prasy
tränare	trener
tränare	trenerem
tränare	trenerów
tränare	trener
kultur	kultura
kultur	kultury
blå	blue
blå	niebieski
blå	niebieska
blå	niebieskie
intresse	interesie
intresse	odsetki
intresse	odsetek
intresse	zainteresowanie
intresse	zainteresowania
tävling	wyścig
tävling	rasy
tävling	race
tävling	rasa
tävling	rywalizacja
tävling	zawody
tävling	konkurencja
tävling	konkurs
tävling	konkurencji
tävling	konkursie
tävling	konkurs
tävling	konkursu
tävling	zawody
karelen	karelia
walter	waltera
walter	walter
sändes	wyemitowany
lägre	niższy
lägre	niżej
lägre	lower
lägre	niższa
lägre	dolna
författaren	autor
författaren	autora
författaren	autorka
omgivningen	okolice
omgivningen	otoczenie
omgivningen	otoczenia
omgivningen	okolica
bestående	stałe
bestående	stała
bestående	trwałe
bestående	stały
bestående	trwałego
bestående	trwałe
bestående	trwały
pyrénées	pyrénées
kvinna	kobiety
kvinna	kobieta
kvinna	samica
kvinna	kobieta
kvinna	damskie
kvinna	kobiety
kvinna	suczka
andreas	andreas
andreas	andrzej
andreas	andrzeja
andreas	andrew
nunavut	nunavut
ersattes	zastąpiony
ersattes	zastąpiła
ersattes	zastąpił
ersattes	zastąpić
ersattes	zastąpiona
ersattes	zastąpione
victor	wiktor
victor	victor
baie	baie
uppgift	zadanie
air	powietrza
air	powietrze
air	air
persiska	perski
cañada	cañada
översatt	przetłumaczone
baker	baker
georgia	gruzja
georgia	georgia
bytte	zamienił
bytte	zamienił
döda	zabij
döda	kill
döda	martwa
döda	martwe
döda	martwy
döda	dead
döda	zabijanie
döda	zabójstwo
döda	zabicie
samuel	samuela
samuel	samuel
teater	teatrze
teater	teatr
teater	teatr
teater	teatru
rosa	różowy
rosa	różowa
rosa	róż
rosa	różowe
rosa	różowo
rosa	róża
rosa	rosa
loire	loire
kvinnliga	samica
kvinnliga	kobieta
kvinnliga	damskie
kvinnliga	kobiety
kvinnliga	suczka
sid	sida
sid	sid
hamilton	hamilton
vice	zastępca
vice	wice
vice	vice
aik	aik
anne	anne
anne	anna
anne	ania
ekonomisk	gospodarcza
ekonomisk	ekonomiczne
ekonomisk	gospodarcze
ekonomisk	ekonomiczna
ekonomisk	ekonomiczny
betydande	znaczne
betydande	znaczna
betydande	znaczny
betydande	znaczący
betydande	znaczne
betydande	znaczące
betydande	znaczny
betydande	znacząca
betydande	znaczący
östergötland	östergötland
veckor	tygodni
veckor	tygodniami
veckor	tygodniach
veckor	tygodnie
resa	podróż
resa	podróży
resa	podróże
resa	podróż
resa	podróżowanie
resa	podróże
resa	podróży
resa	podróż
resa	wyjazd
resa	trip
resa	wycieczka
resa	podróży
resa	podróżowanie
resa	podróże
moore	moore
helst	najchętniej
helst	najlepiej
öppen	otwórz
öppen	otwarte
öppen	otwarty
deltagare	uczestnicy
deltagare	uczestników
deltagare	uczestnikom
deltagare	uczestnicy
deltagare	uczestnika
deltagare	uczestnik
gruva	mine
gruva	kopalnia
gruva	moja
gruva	mój
gruva	moje
gruva	miny
gruva	kopalnia
gruva	kopalni
gruva	kopalnie
lämna	zostaw
illinois	illinois
pengar	pieniądze
pengar	pieniądz
pengar	kasy
pengar	kasa
pengar	money
julius	julius
julius	juliusz
nyland	uusimaa
priser	ceny
priser	cennik
priser	nagród
priser	nagrody
din	din
din	twoje
din	twój
din	twoja
din	twojego
din	twoim
din	twoje
din	twój
din	twoja
slag	ciosów
slag	ciosy
slag	bitwy
persson	persson
alfabetisk	alfabetycznie
ägare	właścicielka
ägare	właściciela
ägare	właściciel
ägare	właściciele
ägare	właścicielami
ägare	właścicieli
ägare	własności
ägare	własność
kasai	kasai
azerbajdzjan	azerbejdżan
norrbotten	norrbotten
taylor	taylora
taylor	taylor
museet	muzeum
museet	museum
vänster	lewy
vänster	lewo
spelas	grało
spelas	grał
spelas	zagrali
regissör	dyrektor
regissör	dyrektora
regissör	reżyser
storlek	wielkość
storlek	rozmiary
storlek	rozmiar
sweden	szwecji
sweden	szwecja
grad	grad
grad	stopień
grad	rangi
grad	stopień
oslo	oslo
lån	kredyt
lån	pożyczka
lån	pożyczki
lån	kredyty
lån	pożyczki
extra	dodatkowa
extra	ekstra
extra	dodatkowe
extra	dodatkowy
extra	extra
valley	doliny
valley	valley
valley	dolina
valley	dolinie
levde	mieszkał
levde	żyła
levde	żył
levde	żyłem
rid	przejazd
rid	przejażdżka
rid	jazda
kategorin	kategoria
kategorin	kategorii
delta	uczestniczyć
delta	delta
göran	göran
göran	goran
kör	wykonać
kör	wykonaj
kör	jazda
kör	drive
kör	prowadzić
kör	napęd
kör	uruchomiony
kör	bieganie
funnits	istniał
funnits	istniały
funnits	istniała
funnits	istniało
albanien	albania
albanien	albanii
kritik	krytyka
kritik	krytyki
kritik	krytykę
kritik	krytyka
kritik	krytykę
kritik	krytyki
maja	maja
högt	wysoka
högt	wysokie
högt	high
högt	wysoki
högt	wysoko
högt	głośne
högt	głośno
högt	głośny
åke	åke
åke	ake
image	obrazek
image	obraz
image	wizerunek
stark	silna
stark	silny
stark	mocne
stark	silne
stark	mocna
stark	starka
stark	stark
morne	morne
katolska	katolicki
katolska	katolickiej
katolska	katolickiego
minas	minas
militära	wojskowy
militära	wojsko
militära	wojskowe
militära	wojska
bangladesh	bangladeszu
regering	rządowe
regering	rząd
regering	rządowy
kristna	chrześcijanin
kristna	chrześcijański
kristna	christian
kristna	chrześcijanie
kristna	krystian
kristna	chrześcijanie
kristna	chrześcijan
språket	język
språket	języku
douglas	douglas
rubriken	nagłówek
spelaren	player
spelaren	gracz
spelaren	zawodnik
spelaren	gracza
spelaren	odtwarzacz
vitryssland	białoruś
vitryssland	białorusi
vitryssland	białorusi
okänt	nieznany
okänt	nieznana
okänt	nieznane
yaoundé	jaunde
utvecklades	rozwijane
utvecklades	rozwiniętych
utvecklades	opracowane
utvecklades	rozwinięte
utvecklades	opracowany
orden	orden
lewis	lewis
lewis	lewisa
romersk	rzymski
romersk	roman
romersk	rzymskie
syster	siostro
syster	siostra
syster	pielęgniarki
syster	pielęgniarka
münchen	münchen
münchen	monachium
ludvig	ludvig
ludvig	ludwik
ludvig	louis
ludvig	ludwika
skiljer	wyróżnia
skiljer	odróżnia
skiljer	rozróżnia
skiljer	oddziela
skiljer	rozdziela
enkelt	prosty
enkelt	prosta
enkelt	proste
enkelt	łatwo
enkelt	łatwy
enkelt	łatwe
enkelt	łatwo
enkelt	easy
vän	przyjaciółka
vän	koleżanka
vän	znajomy
vän	przyjaciel
young	młoda
young	młody
young	młode
young	młodzi
young	young
not	uwaga
not	notatka
house	house
house	domu
house	dom
vit	biel
vit	białe
vit	white
vit	biała
vit	biały
aux	aux
syfte	celu
syfte	cel
syfte	przeznaczenie
typer	typy
typer	rodzaje
slottet	zamek
slottet	castle
slottet	zamku
rowspan	rowspan
arbeta	pracuj
arbeta	prace
arbeta	pracy
arbeta	praca
arbeta	roboty
arbeta	pracujący
arbeta	pracujemy
andré	andre
andré	andré
andré	andré
andré	andre
slätt	plain
slätt	gładkie
slätt	gładka
slätt	gładki
slätt	sprawne
fallet	case
fallet	sprawa
fallet	przypadek
stycken	paragrafy
stycken	akapity
stycken	ustępy
framgång	sukces
framgång	sukcesu
framgång	sukcesów
framgång	sukcesy
framgång	powodzenie
exemplar	okazy
exemplar	okaz
exemplar	okazy
exemplar	okazów
exemplar	kopie
exemplar	egzemplarze
college	studia
college	uczelnia
college	college
college	kolegium
ash	ash
ash	popiołu
ash	popiół
wisconsin	wisconsin
jacob	jacob
jacob	jakuba
jacob	jakub
davis	davis
davis	davisa
officiellt	oficjalne
officiellt	oficjalna
officiellt	urzędnik
officiellt	urzędowym
officiellt	oficjalnie
officiellt	oficjalny
officiellt	oficjalnie
afrika	afryka
systemet	układ
systemet	systemu
systemet	system
systemet	systemowe
prins	książę
prins	prince
bank	bankowego
bank	bankowości
bank	bankowy
bank	bankowe
bank	banku
bank	bankowe
bank	bank
drog	wyciągnął
drog	lek
drog	narkotyków
drog	narkotyk
drog	narkotyki
eau	eau
professionell	zawodowe
professionell	zawodowych
professionell	profesjonalne
professionell	profesjonalna
professionell	profesjonalny
professionell	profesjonalnie
rollen	rola
rollen	rolę
rollen	roli
rollen	role
femte	piątej
femte	piąte
femte	piąta
femte	piąty
anton	anton
ung	młoda
ung	młody
ung	młode
ung	młodzi
ung	young
nicaragua	nikaragui
ton	tonach
ton	ton
ton	ton
ton	tonę
ton	tona
ton	ton
ton	tonie
ton	ton
ton	tonu
ton	tona
ton	tonę
doktor	doktorze
doktor	lekarz
marken	ziemi
marken	grunt
marken	mielone
marken	podłoże
mats	mat
mats	maty
inflytande	wpływ
inflytande	wpływy
inflytande	dźwigni
inflytande	dźwignia
mile	mile
mile	mila
carex	turzyca
gabriel	gabriel
gabriel	gabriela
fria	wolne
fria	wolna
fria	wolny
fria	bezpłatne
fria	free
fri	wolne
fri	wolna
fri	wolny
fri	bezpłatne
fri	free
serier	komiks
serier	komiksów
serier	komiksy
serier	szeregi
serier	serie
serier	series
serier	seria
serier	serii
fred	pokoju
fred	peace
fred	pokój
fred	freda
fred	fred
bakgrund	tła
bakgrund	kontekst
bakgrund	tle
bakgrund	tło
seger	zwycięstwa
seger	zwycięstwo
höger	prawo
mina	mina
mina	mine
mina	kopalnia
mina	moja
mina	mój
mina	moje
maine	maine
plan	samolotem
plan	samolot
plan	płaszczyzna
plan	plan
plan	samolotów
plan	płaszczyzny
plan	samoloty
day	dnia
day	dzień
day	dzien
litet	małych
litet	mały
litet	małe
litet	niewielkie
litet	mała
litet	male
litet	małe
litet	little
litet	mało
litet	mały
litet	mała
vanligtvis	zazwyczaj
vanligtvis	zwykle
vanligtvis	przeważnie
vanligtvis	zazwyczaj
vanligtvis	normalnie
gott	dobre
gott	dobrze
gott	smaczny
gott	smaczne
gott	gott
bou	bou
data	dane
data	data
adam	adam
adam	adamie
betydligt	znacząco
betydligt	znacznie
steg	step
steg	krok
steg	kroków
steg	stopnie
steg	etapy
steg	schody
steg	kroki
svensson	svensson
svensson	smitha
svensson	smith
hugo	hugo
rör	touch
rör	dotyk
rör	rura
rör	fajkę
rör	rury
rör	rur
rör	rurki
rör	rurki
rör	rurka
infördes	wprowadzone
infördes	wprowadzono
infördes	wprowadzony
infördes	wprowadzona
status	status
status	statusu
fort	fortu
fort	fort
ljus	light
ljus	światło
ljus	światła
ljus	lekka
ljus	lekki
ljus	świeczki
ljus	świece
ljus	światła
ljus	świeca
ljus	świecę
ljus	świece
möjlighet	możliwość
möjlighet	mozliwosc
möjlighet	możliwości
möjlighet	możliwość
möjlighet	okazje
möjlighet	okazja
möjlighet	opcję
möjlighet	opcja
charlotte	charlotte
satt	siedział
satt	usiadł
satt	sat
ponta	ponta
vrh	vrh
make	mąż
make	mężu
make	maz
romerska	rzymski
romerska	roman
romerska	rzymskie
high	wysoka
high	wysokie
high	high
high	wysoki
high	wysoko
bois	bois
biskop	biskup
biskop	bishop
biskop	goniec
sådant	taki
sådant	takie
tillstånd	zezwolenie
tillstånd	autoryzacja
tillstånd	pozwolenie
tillstånd	upoważnienie
tillstånd	pozwolenia
tillstånd	zezwolenia
tillstånd	zezwolenie
tillstånd	pozwolenie
tillstånd	zezwolenie
tillstånd	pozwolenie
inledde	rozpoczęty
inledde	wszczęła
inledde	rozpoczęte
inledde	rozpoczęta
inledde	rozpoczęła
inledde	uruchomiony
inledde	uruchomiona
inledde	uruchomiono
sitter	siada
sitter	siedzi
sitter	siedzenie
sitter	siedzący
sitter	siedzi
real	real
real	prawdziwy
real	prawdziwe
organisation	organizacja
organisation	organizacji
organisation	organizacja
högst	najwyższa
högst	najwyższy
högst	najwyższe
rhône	rhône
vecka	tygodnia
vecka	tydzień
vecka	tygodniu
vecka	tygodniowy
vecka	tydzień
vecka	tygodniowo
vecka	tygodniowe
normandie	normandie
normandie	normandii
mallen	wzorzec
mallen	szablon
mallen	szablonu
släppte	spadła
karlsson	karlsson
anges	wymienionych
anges	wymienione
dan	dan
bob	bob
bob	boba
skapades	utworzona
skapades	utworzony
skapades	utworzono
skapades	stworzył
skapades	utworzone
normalt	zazwyczaj
normalt	normalnie
normalt	normalne
normalt	normalnie
normalt	normalny
normalt	normalna
ställning	status
ställning	statusu
ställning	położenie
ställning	stanowisko
ställning	pozycja
direktör	dyrektor
direktör	dyrektora
direktör	reżyser
kap	cape
funktion	funkcja
funktion	funkcje
funktion	funkcji
sachsen	sachsen
sachsen	saksonii
sachsen	saksonia
administrativa	administracyjna
administrativa	administracyjny
administrativa	administracyjne
israel	izrael
stanley	stanley
stanley	stanleya
major	major
utmärkelser	wyróżnieniem
utmärkelser	nagród
utmärkelser	nagrody
utmärkelser	dekoracje
utmärkelser	ozdoby
utmärkelser	odznaki
utmärkelser	wizytówki
vinna	win
vinna	wygrana
vinna	wygraj
vinna	wygrać
vinna	wygraną
vinna	wygrywa
vinna	wygrana
vinna	wygrywają
målare	malarzy
målare	malarz
målare	malarza
saker	rzeczy
saker	rzeczy
bureau	prezydium
bureau	biuro
projektet	projekt
projektet	project
motor	silnik
motor	silnika
motor	silniki
motor	silnik
motor	motor
bildar	stanowiących
användning	wykorzystanie
användning	korzystanie
användning	użycie
användning	użytkowanie
användning	wykorzystanie
användning	użyć
användning	użyj
brunswick	brunswick
vänner	przyjaciele
vänner	przyjaciółki
vänner	znajomi
vänner	znajomych
vänner	przyjaciół
joe	joe
joe	joego
roger	roger
skrifter	pisma
förenade	zjednoczone
förenade	united
förenade	zjednoczona
förenade	zjednoczeni
förenade	zjednoczonych
medeltiden	średniowieczne
medeltiden	średniowiecza
versionen	wersja
versionen	wersji
versionen	wersję
greve	liczyć
greve	licz
greve	hrabia
internet	internetu
internet	internecie
internet	internet
huvudstad	kapitał
huvudstad	stolica
huvudstad	kapitału
huvudstad	stolicy
huvudstad	capital
emil	emil
ilha	ilha
skellefteå	skellefteå
polska	polsko
polska	polskie
polska	polski
tecken	podpisz
tecken	znak
tecken	postać
tecken	znak
tecken	charakter
tecken	znaków
tecken	postacie
tecken	znaki
tecken	postaci
tecken	bohaterowie
tecken	postać
tecken	znaków
tecken	znaki
tecken	oznaki
föräldrar	rodzicami
föräldrar	rodziców
föräldrar	rodzice
tillräckligt	wystarczające
tillräckligt	wystarczająca
tillräckligt	wystarczający
open	otwórz
open	otwarte
open	otwarty
teatern	teatr
teatern	teatru
lägger	umieść
lägger	umieścić
shi	shi
sjöar	jezior
sjöar	jeziora
sjöar	jeziora
sjöar	jezioro
sjöar	lake
ämnen	tematy
ämnen	tematy
ämnen	obiekty
ämnen	przedmioty
ämnen	substancje
forskare	naukowiec
forskare	badacz
forskare	naukowca
forskare	naukowiec
forskare	uczony
forskare	naukowcem
forskare	naukowcy
forskare	badacze
forskare	naukowców
forskare	naukowcy
forskare	naukowców
väst	zachodnia
väst	west
väst	zachodni
väst	zachód
väst	kamizelkę
väst	kamizelki
väst	kamizelka
permanent	stałe
permanent	stała
permanent	trwałe
permanent	stały
permanent	trwale
sånger	utwory
sånger	pieśni
sånger	piosenki
politiskt	politycznie
politiskt	polityczny
politiskt	politycznych
politiskt	polityczne
politiskt	polityczna
theodor	theodor
theodor	theodore
anledning	powody
anledning	powodu
anledning	przyczyna
anledning	powód
etc	etc
etc	itd
etc	itp
avsnittet	sekcję
avsnittet	sekcji
avsnittet	dział
avsnittet	sekcja
krav	wymóg
krav	wymaganie
krav	wymagania
krav	wymogi
krav	żądania
krav	żądań
personen	osoba
personen	osoby
commons	commons
amt	amt
brott	wykroczenia
brott	przestępstwa
brott	zbrodnie
brott	przestępstwa
brott	zbrodni
brott	przestępstwo
brott	przestępczość
brott	przestępstwa
brott	zbrodnie
brott	zbrodni
brott	zbrodnia
användaren	użytkownika
användaren	użytkownik
anderson	anderson
anderson	andersona
harris	harrisa
harris	harris
rekord	rekord
rekord	zapis
rekord	płyta
byggde	zbudowany
byggde	wybudowany
byggde	zbudowane
byggde	zbudowano
byggde	zbudowana
nedre	niższy
nedre	niżej
nedre	lower
nedre	niższa
nedre	dolna
nedre	dół
nedre	dno
nedre	dnie
nedre	dole
nedre	dolna
bill	bill
bill	rachunek
bil	auto
bil	samochód
bil	car
bil	samochodowe
bil	samochód
khor	khor
mall	wzorzec
mall	szablon
mall	szablonu
annars	inaczej
bilden	rysunek
bilden	obrazek
bilden	obraz
bilden	zdjęcie
bilden	zdjecie
bilden	obrazek
bilden	obraz
bilden	wizerunek
prix	prix
ökade	zwiększone
ökade	zwiększona
ökade	zwiększony
ökade	zwiększenie
bär	noszenia
bär	noszenie
bär	nosić
bär	nieść
bär	jagody
bär	załóż
bär	nosić
bär	jagody
bär	berry
budapest	budapeszt
budapest	budapeszcie
kapten	kapitan
röd	czerwień
röd	czerwony
röd	czerwona
röd	czerwone
lord	panie
turkiet	turcja
turkiet	indyk
turkiet	turcji
nelson	nelson
organisationen	organizacja
organisationen	organizacji
organisationen	organizacja
vasa	vaasa
känner	czuję
känner	czuć
känner	czuje
känner	uczucie
känner	czucie
produktion	wyjście
produktion	produkcji
produktion	produkcja
omfattning	zakres
internationell	international
internationell	międzynarodowe
internationell	międzynarodowy
internationell	międzynarodowych
internationell	międzynarodowa
portugal	portugalia
förhållande	relacje
förhållande	relacja
förhållande	stosunek
förhållande	proporcje
förhållande	współczynnik
förhållande	relacje
förhållande	związku
förhållande	relacja
förhållande	stosunki
förhållande	związek
cours	cours
utgjorde	stanowiły
romanen	powieść
romanen	powieści
timmar	godziny
timmar	godzin
gilbert	gilbert
nationalitet	obywatelstwo
nationalitet	narodowość
frederick	frederick
frederick	fryderyk
post	mail
post	poczta
post	post
post	poczta
post	wjazd
post	wejście
post	wpis
sund	zdrowe
sund	zdrowo
sund	zdrowa
sund	zdrowi
sund	zdrowy
sund	cieśnina
beskrivs	opisuje
beskrivs	opisano
beskrivs	opisane
beskrivs	opisał
beskrivs	opisana
bissau	bissau
föremål	elementy
föremål	artykuły
föremål	pozycji
föremål	przedmioty
föremål	pozycje
föremål	przedmiot
föremål	obiekt
föremål	obiekty
föremål	obiektu
föremål	przedmiot
föremål	pozycja
föremål	element
föremål	obiekty
föremål	przedmioty
föremål	obiektów
föremål	temat
föremål	przedmiot
föremål	obiekt
föremål	podmiot
relevant	znaczenie
relevant	znaczenia
relevant	przydatność
relevant	istotne
relevant	istotna
relevant	stosowne
relevant	odpowiednich
ledande	prowadząca
ledande	prowadzący
ledande	prowadzące
ledande	prowadzenie
ledande	prowadząc
lunda	lunda
ishockey	hokej
ishockey	hokeja
total	całkowita
total	ogółem
total	suma
total	łącznie
sammanhang	kontekst
sammanhang	kontekście
sammanhang	kontekstu
röster	głosy
röster	głosów
röster	głosowania
röster	głosy
röster	głosów
röster	voices
placering	umiejscowienia
placering	umieszczenie
placering	umiejscowienie
mali	mali
lagoa	lagoa
lopp	wyścigi
lopp	ras
lopp	rasy
lopp	wyścig
lopp	rasy
lopp	race
lopp	rasa
linje	wiersz
linje	linia
linje	line
linje	linii
beror	zależy
beror	zalezy
sociala	społeczna
sociala	towarzyskie
sociala	społeczne
sociala	socjalna
sociala	społeczny
sociala	społecznego
undantag	wyjątków
undantag	wyjątki
undantag	wyłączenie
undantag	zwolnienie
undantag	wyłączenia
undantag	zwolnienia
undantag	wyjątku
undantag	wyjątkiem
undantag	wyjątki
undantag	wyjątek
undantag	odstępstwo
undantag	odstępstwa
undantag	wyłączenia
undantag	zwolnienia
dur	dur
astragalus	astragalus
breuning	breuning
sydafrika	afryka
kraftigt	stanowczo
kraftigt	silnie
kraftigt	energicznie
horn	rogi
horn	rogów
horn	róg
horn	horn
internationellt	international
internationellt	międzynarodowe
internationellt	międzynarodowy
internationellt	międzynarodowych
internationellt	międzynarodowa
internationellt	międzynarodowo
kanaler	kanałów
kanaler	kanały
kanaler	kanałów
kanaler	kanały
köpte	kupione
köpte	kupił
köpte	kupiony
köpte	kupiła
beskriver	opisujące
beskriver	opisuje
beskriver	opisz
beskriver	opisać
talen	przemowy
talen	wystąpienia
talen	przemówienia
gordon	gordon
gordon	gordona
vetenskapliga	naukowy
vetenskapliga	naukowa
vetenskapliga	naukowe
nivå	poziom
nivå	poziomie
nivå	poziomu
norrköping	norrköping
programledare	prezenter
flygplan	samolotów
flygplan	samoloty
flygplan	samolot
flygplan	samoloty
flygplan	samolot
flygplan	samolotu
flygplan	samolotem
flygplan	samolot
flygplan	samolotem
burundi	burundi
allmänt	generał
allmänt	ogólny
allmänt	ogólnie
allmänt	ogólna
allmänt	ogólne
förening	skojarzenia
förening	stowarzyszenia
förening	association
förening	stowarzyszenie
riktigt	real
riktigt	prawdziwy
riktigt	prawdziwe
soldater	żołnierzy
soldater	żołnierze
pedro	pedro
nordisk	nordic
nordisk	nordisk
senast	ostatnio
senast	ostatnie
senast	last
senast	ostatni
senast	ostatnia
senast	najnowsze
senast	ostatnie
senast	najnowszy
bryssel	bruksela
bryssel	brukseli
viktigt	ważne
viktigt	wazne
viktigt	ważny
viktigt	ważna
läsning	czytania
läsning	czytanie
läsning	czytam
läsning	lektura
läsning	odczyt
carlos	carlos
politik	polityka
politik	polityki
politik	polityka
politik	politycy
politik	polityki
politik	polityki
sonen	synu
sonen	syn
växjö	växjö
vikt	ciężar
vikt	wagi
vikt	waga
levande	żyjący
levande	żywe
levande	live
levande	żywo
levande	żyj
levande	żywe
levande	żywy
levande	żyje
levande	żywa
baden	baden
börja	start
börja	rozpoczęcie
börja	zacznij
börja	początek
börja	rozpocząć
gösta	gösta
karin	karin
kroppen	body
kroppen	ciało
kroppen	nadwozia
kroppen	ciała
närvarande	obecny
närvarande	teraźniejszość
närvarande	obecni
närvarande	obecna
närvarande	prezent
närvarande	obecne
pennsylvania	pensylwanii
massachusetts	massachusetts
can	można
can	can
serbien	serbii
serbien	serbia
någonsin	kiedykolwiek
någonsin	ever
redaktör	wydawca
redaktör	redaktor
redaktör	edytor
sammanlagt	całkowita
sammanlagt	ogółem
sammanlagt	suma
sammanlagt	łącznie
anställda	pracowników
anställda	pracownicy
snarare	raczej
flytta	przenoszenie
flytta	przeprowadzka
flytta	przeprowadzki
dikter	wierszy
dikter	wiersze
damer	panie
korta	krótki
korta	krótkie
korta	short
korta	krótko
korta	krótka
korta	krótkie
korta	krótki
korta	krótko
korta	krótka
stå	stać
stå	stoisko
representerade	reprezentował
representerade	reprezentowane
representerade	reprezentowany
representerade	reprezentowana
jakob	jakob
jakob	jacob
jakob	jakuba
jakob	jakub
jakob	james
jakob	jakub
jakob	jamesa
jakob	jakuba
instrument	instrumenty
instrument	przyrządy
instrument	oprzyrządowanie
instrument	instrument
instrument	przyrząd
instrument	instrumenty
klara	gotowy
klara	gotowe
klara	klara
stater	stany
stater	stanów
leda	leda
leda	ołów
leda	prowadź
leda	ołowiu
länk	łącze
länk	link
länk	ogniwo
länk	odnośnik
bolag	korporacje
bolag	korporacji
bolag	towarzystwo
bolag	kompania
bolag	firma
bolag	firmy
bolag	spółka
bolag	przedsiębiorstwo
bolag	firmy
bolag	spółki
bolag	przedsiębiorstw
bolag	przedsiębiorstwa
bolag	firm
brev	mail
brev	poczta
brev	pisma
brev	liter
brev	listy
brev	litery
brev	list
brev	pismo
brev	litera
opera	opera
opera	opery
opera	operę
opera	operze
sen	późna
sen	późny
sen	późno
sen	wtedy
sen	sen
chicago	chicago
yukon	yukon
former	figury
former	kształty
former	formularze
former	formy
former	formularzy
regel	zasada
regel	reguła
miljarder	miliard
miljarder	mld
miljarder	miliardy
miljarder	miliardów
miljarder	miliardy
artiklarna	wyroby
artiklarna	artykułów
artiklarna	artykuły
begrepp	koncepcja
begrepp	pojęcie
begrepp	koncepcji
begrepp	warunki
begrepp	terminy
begrepp	koncepcji
begrepp	pojęcia
begrepp	koncepcje
begrepp	pojęć
åbo	turku
yttre	zewnętrzne
yttre	zewnętrzna
yttre	zewnętrzne
upphörde	upłynął
upphörde	wygasł
upphörde	wygasła
faktiskt	właściwie
otillräckligt	niewystarczający
otillräckligt	niewystarczające
otillräckligt	niewystarczająca
otillräckligt	niewystarczająca
otillräckligt	niewystarczające
otillräckligt	nieodpowiednie
otillräckligt	nieodpowiedni
midi	midi
bluff	przekręt
bluff	oszustwo
bluff	blef
bluff	sham
ulf	ulf
oberoende	niezależny
oberoende	niezależnych
oberoende	niezależni
oberoende	niezależna
oberoende	niezależne
oberoende	niezależnie
oberoende	niezależność
oberoende	niezależności
oberoende	niepodległości
oberoende	niepodległość
sällan	rzadko
byggd	zbudowany
byggd	wybudowany
byggd	zbudowane
byggd	zbudowano
byggd	zbudowana
stephen	stephen
stephen	stefan
stephen	stephena
sårbar	podatne
sårbar	wrażliwych
sårbar	wrażliwe
sårbar	podatny
varv	okrążenie
varv	kolanach
varv	okrążenia
varv	stoczni
varv	stocznia
varv	rewolucje
varv	stoczni
mikael	mikael
mikael	michael
mikael	michał
thunder	grom
thunder	piorun
thunder	grzmot
latin	łacińskiej
blekinge	blekinge
steve	steve
säsonger	seasons
släkten	rodzaje
släkten	rodzajów
alternativ	alternatywna
alternativ	alternatywne
alternativ	alternatywa
alternativ	alternatywny
alternativ	alternatywnie
alternativ	alternatywy
alternativ	alternatywa
alternativ	opcje
alternativ	opcję
alternativ	opcja
skäl	powody
skäl	przyczyny
skäl	powody
skäl	powodu
skäl	przyczyna
skäl	powód
skäl	motywie
skäl	motyw
skäl	podstawy
byggnad	budowanie
byggnad	budynek
återigen	ponownie
återigen	znowu
trupper	żołnierzy
trupper	wojska
trupper	oddziały
träd	drzewo
träd	drzewko
träd	drzewa
träd	drzewa
www	www
offentliga	publiczne
offentliga	public
offentliga	publiczna
offentliga	społeczeństwo
offentliga	publiczny
colspan	colspan
clark	clarka
clark	clark
ansvar	odpowiedzialności
ansvar	zobowiązanie
ansvar	odpowiedzialność
ansvar	odpowiedzialności
ansvar	odpowiedzialność
ansvar	obowiązki
ansvar	odpowiedzialności
ansvar	odpowiedzialność
havanna	hawanie
populär	popularny
populär	popularnych
populär	popularne
populär	popularna
vilhelm	william
vilhelm	williamie
vilhelm	wilhelm
vilhelm	williama
vilhelm	vilhelm
bildas	stanowiących
bildas	utworzony
bildas	utworzona
bildas	utworzone
chihuahua	chihuahua
närmare	bliżej
närmare	bliżej
carlsson	carlsson
ordinarie	zwykły
ordinarie	zwyczajne
ordinarie	zwykłych
ordinarie	zwykła
ordinarie	zwyczajny
ordinarie	zwykłe
ordinarie	zwykły
ordinarie	regularne
ordinarie	regularnie
ordinarie	regularny
helsingborg	helsingborg
josef	józefie
josef	joseph
josef	józef
josef	józefa
josef	josef
josef	józef
utvecklingen	rozwój
utvecklingen	rozwoju
utvecklingen	opracowywanie
utvecklingen	opracowanie
utvecklingen	ewolucja
utvecklingen	ewolucję
utvecklingen	ewolucji
gerais	gerais
philip	filipa
philip	philip
philip	filip
sydney	sydney
night	nocy
night	nocny
night	night
night	noc
lennart	lennart
samling	zbieranie
samling	kolekcja
samling	zbiór
