категорија	category
стрес	stress
лукас	lucas
лукас	lukas
фотографијата	photo
секаде	everywhere
тибет	tibet
заработи	earn
автономни	autonomous
паралелни	parallel
линкови	links
мара	mara
нилски	hippopotamus
новела	novel
новела	novella
прослава	celebration
сок	juice
сок	smoothies
родно	native
кану	canoe
номинирана	nominated
александра	alexandra
александра	aleksandra
симетрија	symmetry
физиологија	physiology
оперски	opera
злото	evil
беркли	berkley
беркли	berkeley
архив	archive
архив	archives
накратко	briefly
возови	trains
изабела	isabella
изабела	isabelle
плато	plateau
опции	options
хасан	hassan
хасан	hasan
корисна	useful
корисна	instructive
преведени	translated
жолти	yellow
повлекува	withdraws
испраќање	sending
богатства	treasures
богатства	riches
умерено	moderately
соберат	gather
фрески	frescoes
јон	ion
босански	bosnian
партизани	partisans
ракометна	handball
сахара	sahara
раѓа	born
наводнување	irrigation
должности	duties
сфати	understood
сфати	understand
хром	chrome
хром	chromium
лед	ice
електронско	electronic
опстанок	survival
демо	demo
доза	dosage
доза	dose
воздушни	aerial
извршната	executable
германци	germans
намибија	namibia
гласа	votes
бронзен	bronze
викенд	weekend
заменета	commuted
заменета	replaced
фабрики	factories
емирати	emirates
минимум	minimum
недоволно	insufficient
универзален	universal
спортист	athlete
спортист	sportsman
ангола	angola
поглавје	chapter
намален	diminished
намален	reduced
вигинс	wiggins
достигнат	reached
достигнат	reach
стотина	hundred
стотина	hundreds
алтернативен	alternate
кемал	kemal
видлива	visible
сведочи	testifies
сведочи	testify
откриваат	reveal
вратен	returned
просечен	average
ќерамиди	roofing
инка	inca
инка	funnel
ротација	rotation
ротација	rotate
тенкови	tanks
загрозен	endangered
загрозен	threatened
човечко	human
опен	open
публикации	publications
теодора	theodora
заболување	disease
прстени	rings
воведува	introduces
практики	practices
младоста	youth
болки	aches
болки	pain
академска	academic
практична	practical
тврдејќи	arguing
тврдејќи	claiming
панама	panama
театарска	theatrical
мастерс	masters
каталонија	catalonia
галиција	galicia
сенка	shadow
сенка	shade
привилегии	privilege
привилегии	privileges
подигнат	erected
занает	craft
донесувањето	enacting
витези	knights
скијање	skiing
брест	brest
анастасија	anastasia
оман	oman
диригент	conductor
супстанции	substance
супстанции	substances
вечери	dinners
вечери	evenings
гнездо	nest
пфалц	palatinate
кралско	royal
кралско	imperial
резерват	reserve
религиозна	religious
топлината	warmth
математичари	mathematicians
вага	libra
фрази	phrases
лорен	lorraine
лорен	lauren
лорен	loren
кнежевство	principality
кози	goats
карибите	caribbean
теологија	theology
исклучоци	exceptions
оператор	operator
јачина	intensity
јачина	magnitude
утрински	morning
неуспешен	unsuccessful
носејќи	bearing
преовладува	prevails
наша	our
наша	ours
грмушки	bushes
грмушки	bush
сегменти	segments
ремо	remo
зајак	rabbit
доволна	enough
наставници	teachers
лош	bad
кал	mud
кал	kal
кал	cale
кал	cal
дан	dan
дан	dunne
дан	dunn
дан	dun
соочи	face
помало	lesser
урбана	urban
шести	sixth
предизвик	challenge
малтер	mortar
исполнети	fulfilled
творба	articulation
матеј	matthew
претседателството	presidency
ријана	rihanna
пенали	penalties
незадоволство	discontent
незадоволство	displeasure
незадоволство	dissatisfaction
свештеникот	priest
предизвикувајќи	causing
празни	empty
шефот	chief
шефот	boss
четворица	four
гледајќи	watching
пластика	plastics
пластика	plastic
јемен	yemen
уран	uranus
обоени	painted
обоени	colored
обоени	coloured
портрети	portraits
австронезиски	austronesian
алба	alba
идентификува	identifies
божиќ	christmas
алгебра	algebra
боби	bobby
ранети	wounded
роси	rossi
учествуваше	participated
мештаните	locals
покриен	covered
точна	accurate
точна	exact
точна	correct
подот	pod
подот	floor
обемот	volume
дипломат	diplomat
месопотамија	mesopotamia
должноста	duty
пури	cigar
пури	cigars
инцидент	incident
работеше	worked
вторник	tuesday
вирус	virus
добиток	cattle
посредник	middleman
посредник	intermediary
посредник	mediator
траат	lasts
состаноци	meetings
сиромаштија	poverty
геолошки	geological
шер	shere
шер	sher
шер	cher
алмати	almaty
разгледува	considering
обележани	marked
курсеви	courses
фокус	focus
конкретни	specific
конкретни	concrete
супстанца	substance
лејди	lady
рап	rap
скали	ladders
скали	stairway
скали	stairs
скали	stair
раководители	managers
раководители	executives
ресурсите	resources
очекувања	expectations
примарна	primary
времетраење	duration
лесна	easy
лесна	lightweight
мадагаскар	madagascar
едрене	edirne
праќа	sends
типични	typical
пејџ	paige
џордан	jordan
постоечки	existing
јапонска	japanese
џузепе	giuseppe
џејсон	jason
извршат	commit
вегас	vegas
статистичка	statistical
големини	sizes
признат	recognised
признат	recognized
остро	strongly
остро	sharp
остро	harshly
формирано	formed
атракција	attraction
параметар	parameter
експлоатација	exploitation
експлоатација	exploration
конечен	final
пештери	caves
андалузија	andalusia
вишок	surplus
вишок	redundant
вишок	excess
стенфорд	stanford
нормандија	normandie
нормандија	normandy
изложеност	exposure
антропологија	anthropology
хаити	haiti
свадба	wedding
оценка	score
сони	sony
сони	sonny
нирнберг	nuremberg
изолација	isolation
ралф	ralph
самуил	samuel
следна	next
стравот	fear
почитува	respects
ритуали	rituals
интензитет	intensity
обнови	restore
обнови	renew
промовирање	promotion
промовирање	promoting
поразена	vanquished
поразена	defeated
упатува	references
согорување	combustion
согорување	incineration
заседа	ambush
континуирано	continuously
континуирано	continuous
континуирано	continually
факултети	colleges
факултети	faculties
евиденција	records
евиденција	log
индиректно	indirect
индиректно	indirectly
спротивни	divergent
спротивни	opposite
кралевите	kings
пеколот	hell
пеколот	inferno
сознанија	findings
тениско	tennis
протест	protest
рајот	heaven
панорама	panorama
опасни	dangerous
почина	died
ангели	angels
еми	emmy
еми	emmys
шеми	patterns
шеми	schemes
среда	wednesday
среда	wednesdays
врат	neck
играчки	toys
медичи	medici
масовни	mass
масовни	massive
групна	multiplayer
групна	group
ник	nick
ник	nic
ник	nik
идол	idol
витамин	vitamin
одби	declined
одби	refused
одење	walking
одење	trekking
граѓанин	citizen
материјална	material
комесар	commissioner
комесар	commissar
професионалец	professional
професионалец	pro
декларацијата	declaration
религиски	religious
припаѓал	belonged
индекси	indices
мајмуни	monkeys
спартак	spartacus
спартак	spartak
докторат	doctorate
докторат	phd
верувањето	belief
моќност	power
артисти	artists
врзани	bound
врзани	tied
англо	anglo
празен	empty
празен	blank
протеини	protein
мастејн	mustaine
михаел	michael
тел	tel
стразбур	strasbourg
предвидување	prediction
лил	lil
лил	lille
длабоки	deep
барбара	barbara
осло	oslo
пристигнува	arriving
пристигнува	arrives
пристигнува	incoming
армстронг	armstrong
цветови	flowers
руси	russians
бесплатно	free
милтон	milton
задоволи	satisfy
фрлање	throwing
фрлање	throw
припаѓале	belonged
гари	garry
гари	gary
милошевиќ	milosevic
базен	pool
капацитети	facilities
капацитети	capacities
капацитети	venues
грос	gross
грос	groß
рус	rus
учествуваа	featured
учествуваа	participated
одраз	reflect
одраз	reflection
шарлот	charlotte
ататурк	ataturk
ататурк	atatürk
хумор	humor
хумор	humour
работничка	worker
католици	catholics
наклон	tilt
утро	morning
мис	miss
сооднос	ratio
реми	remy
реми	remi
претставништво	representation
пазарите	markets
планетите	planets
клајн	klein
атлетико	atletico
атлетико	atlético
кафеава	brown
уганда	uganda
брана	dam
украси	ornaments
украси	decorations
привремена	temporary
привремена	temp
драстично	drastically
адријатико	adriatico
лужица	lusatia
неопходни	necessary
половината	waist
половината	half
изолирани	isolated
откри	revealed
френклин	franklin
бродовите	ships
бродовите	ferries
предупредување	warning
кршење	violation
кршење	breaking
кршење	smashing
државјанство	citizenship
предци	ancestors
натписи	articles
харисон	harrison
леви	levi
обама	obama
раскажувач	storyteller
осветлување	lighting
прославата	celebration
славко	slavko
експериментални	experimental
масти	fat
семејствата	families
паскал	pascal
пипин	pippin
вавилон	babylon
скандинавија	scandinavia
обреди	observance
обреди	rites
сакаше	loved
сакаше	wanted
конкретно	concretely
конкретно	specifically
роберто	roberto
бетмен	batman
правник	lawyer
манифестација	manifestation
запишување	writing
тропски	tropical
пит	pete
ненадејно	suddenly
ненадејно	sudden
ненадејно	abruptly
ацо	aco
дебелина	obesity
дебелина	thickness
евангелие	gospel
ловат	hunt
фридман	friedman
волк	wolf
бањи	spas
бањи	bathrooms
бањи	baths
распад	decay
господин	mister
господин	gentleman
прилики	occasions
грама	grams
сместување	accommodation
сместување	lodging
крила	wings
курт	kurt
курт	curt
регионална	regional
боуви	bowie
пушки	rifles
пушки	guns
умерена	temperate
умерена	moderate
цивилизации	civilizations
цивилизации	civilisations
болни	painful
болни	sick
лаос	laos
отон	otho
полот	gender
гравитација	gravity
памук	pamuk
памук	cotton
редовна	regular
олимпија	olympia
погодни	convenient
клинтон	clinton
учеснички	participating
учеснички	participants
варна	varna
климатските	climatic
валути	currency
валути	currencies
дно	bottom
бега	flees
среќен	happy
постава	lineup
азиски	asian
идентични	identical
поканети	invited
сведок	witness
сведок	witnessed
арапска	arab
уста	mouth
хив	hiv
дилан	dylan
антиохија	antioch
болката	pain
управувани	managed
вработен	employee
вработен	employed
стручно	expert
ладен	laden
бернард	bernard
девојче	girl
мајнц	mainz
сценарист	screenwriter
моќни	powerful
реда	rows
мисисипи	mississippi
добиена	won
преспанско	prespa
мигел	miguel
чуда	miracles
чуда	wonders
покани	invitations
покани	invite
покани	invites
робот	robot
одредби	provisions
рамен	flat
рамен	ramen
гледал	watched
обележја	emblems
обележја	landmarks
детално	detailed
детално	detail
предаваат	teach
хранливи	nutritional
модни	fashion
имплементација	implementation
сини	blue
пијалаци	beverage
пијалаци	beverages
пијалаци	drinks
онтарио	ontario
додатни	additional
ген	gene
ген	gen
капабланка	capablanca
штети	hurting
штети	damages
штети	damage
веста	vesta
антониј	antony
континенти	continents
надмине	overcomes
надмине	exceed
надмине	surpass
надмине	overcome
ризици	risks
трик	trick
придружен	accompanied
есеист	essayist
емоции	emotion
емоции	emotions
тери	terri
тери	teri
тери	terry
бич	beech
бич	beach
доминантен	dominant
судење	trial
протестанти	protestants
протестанти	protesters
исполнет	filled
конференции	conference
конференции	conferences
пирин	pirin
мажот	husband
татковината	motherland
избегнува	avoids
заклучоци	findings
заклучоци	conclusions
кабинет	cabinet
зачуван	saved
арагон	aragon
значителна	substantial
значителна	considerable
значителна	significant
сончев	sunny
здраво	hello
корпорација	corporation
радијација	radiation
анимација	animation
собрал	gathered
помогнале	helped
неутрони	neutrons
краков	krakow
едвај	barely
едвај	hardly
зегеберг	segeberg
одеднаш	suddenly
одеднаш	sudden
ферари	ferraris
ферари	ferrari
прописи	regulations
прописи	regulation
премиери	premieres
дуран	durant
дуран	duran
кремљ	kremlin
распон	span
кромид	onions
кромид	onion
мередит	meredith
продукт	product
пролог	prologue
античко	antiquity
свесни	conscious
свесни	aware
висорамнина	highlands
освојувач	conqueror
викиликс	wikileaks
налог	warrant
започната	launched
задоволува	satisfies
југословенска	yugoslav
џеф	jeff
подигање	boot
подигање	raise
мак	mac
мак	mack
мак	mak
колона	column
нијанси	nuances
нијанси	shades
облаци	clouds
адамс	adams
шират	spreading
самоа	samoa
иновации	innovations
иновации	innovation
топла	hot
топла	warm
заинтересиран	interested
спроведени	implemented
корпорации	corporations
тропските	tropics
соработувал	collaborated
спротивна	opposite
забави	parties
грло	throat
потсетува	reminiscent
бизниси	businesses
теоретичар	theorist
жорж	georges
моќен	mighty
моќен	powerful
воспоставена	established
зими	winters
пилот	pilot
линколн	lincoln
вируси	viral
вируси	viruses
свесен	aware
свесен	conscious
криви	curves
витез	knight
печатени	printed
нагласува	emphasises
искористување	exploitation
рајх	reich
додадена	added
семиња	seeds
интервјуа	interviews
браната	dam
вагнер	wagner
рејчел	rachael
рејчел	rachel
рамна	flat
предвидено	predicted
санчез	sanchez
санчез	sánchez
извршувањето	execution
декади	decades
забранети	forbidden
забранети	prohibited
забранети	banned
преименувана	renamed
чудно	awkward
чудно	strange
чудно	weird
чудно	odd
писменост	literacy
џефри	geoffrey
џефри	jeffrey
пијалоци	drinks
тактика	tactics
тактика	tactic
кастро	castro
одри	audrey
поплави	floods
поплави	flooding
поплави	flood
тринидад	trinidad
архиепископот	archbishop
извоз	exports
извоз	export
благоевград	blagoevgrad
единбург	edinburgh
тесна	tight
багдад	baghdad
доминираат	dominate
ката	kata
ката	floors
аризона	arizona
масла	oils
организирано	organized
класифицирани	classified
ривали	rivals
советници	advisors
советници	advisers
советници	counselors
советници	councillors
советници	counsellors
лажни	fake
опозицијата	opposition
спушта	descends
евентуално	possibly
кук	cook
кук	kuk
изработката	drafting
битерфелд	bitterfeld
полк	regiment
полк	polk
лоара	loire
просторија	room
моделите	patterns
соседи	neighbors
соседи	neighbours
струма	struma
неделно	weekly
базирано	based
дамаск	damascus
бруно	bruno
повторува	repeats
хал	hal
черепот	skull
паѓаат	falling
плажи	beaches
таблички	plates
делфин	dolphin
делфин	delphine
канцеларии	offices
одиграно	played
инструкции	instruction
инструкции	instructions
придонесуваат	contribute
чувар	keeper
чувар	guardian
чувар	guard
подобрува	improves
потешкотии	hardship
потешкотии	difficulty
потешкотии	difficulties
нотација	notation
сончева	solar
судиите	judges
пречка	hurdle
пречка	obstacle
пречка	impediment
поинаков	different
клинички	clinical
клинички	clinically
именка	noun
отворања	openings
вообичаени	customary
вообичаени	usual
измислени	imaginary
измислени	invented
измислени	fabricated
измислени	fictional
континентот	continent
ерп	earp
фан	fan
синовите	sons
алесандро	alessandro
еквивалент	equivalent
придружува	accompany
придружува	accompanies
трчање	running
комуницираат	communicating
драматург	playwright
означен	tagged
роџерс	rogers
духовен	spiritual
бенџамин	benjamin
лиги	leagues
арт	art
рудник	mine
минимална	minimum
минимална	minimal
минимална	min
чаир	cair
реален	realistic
чистење	cleaning
самоил	samuel
елстер	elster
прованса	provence
купувачот	buyer
монарх	monarch
омилен	favourite
омилен	favorite
одразува	reflected
одразува	reflects
тежи	weighs
пресврт	twist
хармонија	harmony
жил	jules
жил	gilles
портали	portals
едгар	edgar
обновено	revived
обновено	renewed
обновено	restored
минг	ming
грејс	grace
постол	pella
стрипови	comics
заслуга	credit
сајмон	simon
крие	hides
крие	hiding
сантјаго	santiago
губат	losing
губат	lose
дијалог	dialogue
филипс	phillips
картер	carter
елементот	element
нагло	sharply
колумбо	columbus
колумбо	columbo
тигри	tigers
самостоен	solo
добиен	obtained
умрела	died
економии	economies
комедии	comedies
терористи	terrorists
парламентарни	parliamentary
рој	roy
рој	swarm
снабдување	supply
стебло	tree
гази	ghazi
гази	gazi
обвинети	indicted
обвинети	accused
обвинети	defendants
обвинети	charged
бот	bot
војводите	dukes
цска	cska
сакајќи	wanting
сакајќи	seeking
феномени	phenomena
затвори	close
затвори	closed
вакуум	vacuum
студентски	student
братучед	cousin
братучед	cuz
фасада	facade
земјоделско	agricultural
лазаров	lazarov
присуствуваат	attending
присуствуваат	attend
одигран	played
особина	trait
спротивност	opposite
продуценти	producers
орлеанс	orleans
заминување	departure
мансфелд	mansfeld
миле	mile
одел	odell
фасо	faso
образовен	educational
одделенија	wards
клас	class
сена	sena
сена	senna
сена	seine
полови	gender
непријателот	enemy
повторување	recurrence
повторување	repetition
повторување	repeat
вотсон	watson
научи	learn
тропска	tropical
серверот	server
релативна	relative
томи	tommy
развивањето	developing
карпите	wrecks
процедури	procedures
духовни	spiritual
безбедно	safe
постигнато	accomplished
постигнато	achieved
намерата	intention
намерата	intent
преостанатите	remaining
велосипеди	bicycles
велосипеди	bikes
уставна	constitutional
ископувања	excavation
ископувања	excavations
ископувања	digs
монастир	monastir
олга	olga
стандардно	default
стандардно	standard
американец	american
домаќини	hosts
одлучено	decided
контраст	contrast
поен	score
задачата	task
дијагноза	diagnosis
данлоп	dunlop
лоренцо	lorenzo
топки	scoops
топки	balls
тргување	trading
мој	mine
романди	romandie
испратена	sent
туркменистан	turkmenistan
гледачите	viewers
бизмарк	bismarck
регулира	regulates
регулира	regulate
регистрација	registration
поттикнува	incited
фатен	caught
фатен	captured
голдман	goldman
пожарот	blaze
хемичар	chemist
хрватскиот	croatian
горица	gorica
хелиум	helium
транзиција	transition
несреќи	calamities
несреќи	accidents
несреќи	crashes
апарати	appliance
апарати	appliances
винчи	vinci
верниците	believers
верниците	faithful
верниците	worshippers
царица	empress
издавачки	publishing
духовна	spiritual
организаторите	organizers
организаторите	organisers
балкан	balkans
балкан	balkan
слог	syllable
придавки	adjectives
тенки	thin
претворање	converting
топење	melting
топење	melt
странска	foreign
глобална	global
никеја	nicaea
другар	comrade
другар	mate
другар	pal
другар	buddy
непријателски	unfriendly
непријателски	hostile
спорови	disputes
подароци	gifts
подароци	presents
кривично	criminal
трендови	trends
комерцијална	commercial
јоханес	johannes
билки	plants
билки	herbs
консензус	consensus
лизинг	leasing
семитски	semitic
буркина	burkina
соломон	solomon
тимор	timor
сликање	painting
миграција	migration
откуп	ransom
освојувања	conquest
освојувања	conquests
металика	metallica
вулкански	volcanic
вулкански	vulcan
ферер	ferrer
пристаништа	harbours
пристаништа	docks
пристаништа	ports
пристаништа	marinas
дебелината	obesity
дик	dick
олимпик	olympic
камерун	cameroon
нелсон	nelson
лозја	vineyards
кандидатите	candidates
одвоени	separate
камата	interest
ѓаволот	devil
поморска	maritime
дипломатија	diplomacy
пабло	pablo
свирел	played
лесни	easy
склад	stash
единствени	unique
синатра	sinatra
вебер	weber
вебер	webber
деривати	derivatives
јовановски	jovanovski
бранител	defender
инспирирани	inspired
ураниум	uranium
приврзаниците	devotees
фебруари	february
аматерски	amateur
функционална	functioning
функционална	functional
ракети	missiles
ракети	rockets
штити	protect
штити	protects
штити	protecting
емерсон	emerson
претходници	predecessors
пустина	desert
хромозоми	chromosomes
основачи	founders
тесен	tight
тесен	narrow
приватно	privately
приватно	private
интересен	interesting
рагби	rugby
коен	cohen
коен	cohn
коен	cowen
показател	indicator
показател	indicative
ќустендил	kyustendil
кадри	frames
кадри	kadri
систематски	systematically
систематски	systematic
цвеќиња	flowers
скарлет	scarlet
скарлет	scarlett
дефинитивно	definitely
размер	scale
кратенка	shortcut
марин	marin
стапките	rates
појаси	seatbelts
појаси	belts
колинс	collins
старбакс	starbucks
мочуришта	wetlands
мочуришта	marshes
ајдахо	idaho
земјоделска	agricultural
земјоделска	farming
централа	plant
централа	central
централа	dispatch
советување	counseling
советување	counselling
трага	trail
трага	trace
трага	lead
дрес	uniform
забележа	remarked
сериски	serial
албанска	albanian
зло	evil
зло	scourge
микроскоп	microscope
оператори	operators
ракописот	manuscript
датуми	dates
исчезнат	missing
исчезнат	disappear
сенегал	senegal
пинк	pink
запише	enroll
приоритет	priority
науру	nauru
заклетва	oath
хирургија	surgery
бонд	bond
ретка	rare
засолниште	shelter
засолниште	sanctuary
засолниште	refuge
определување	determining
влашка	wallachia
реализам	realism
арамејски	aramaic
бургенланд	burgenland
алфонсо	alfonso
преведување	translating
преведување	translation
преведување	translate
уво	ear
тесалија	thessaly
седи	sadie
седи	sit
седи	seated
седи	sitting
флеминг	flemming
флеминг	fleming
изложување	exposing
изложување	exposure
калциум	calcium
тонови	tones
римјани	romans
фреска	fresco
фреска	mural
проценки	assessments
проценки	estimates
проценки	evaluations
марина	marina
интелектуална	intellectual
катастрофа	disaster
катастрофа	catastrophe
напаѓаат	attacking
овозможувајќи	enabling
наведените	above
тед	ted
индустрии	industries
пери	perry
убави	beautiful
константинов	konstantinov
терористите	terrorists
призна	confessed
заработка	profit
заработка	earning
заработка	earnings
хем	hamm
хем	ham
пиј	drink
версај	versailles
прост	prost
оценување	evaluation
оценување	evaluating
долини	valleys
сузан	suzanne
сузан	susanne
сузан	susan
сели	sally
третини	thirds
монетарен	monetary
мед	honey
јунак	hero
автобуси	buses
мексикански	mexican
изненадување	surprise
дизајни	designs
миранда	miranda
патка	duck
ема	emma
застапеност	representation
хомер	homer
маја	maia
маја	maya
маја	maja
окленд	auckland
стипендија	scholarship
маски	disguises
маски	masks
екстремитети	limbs
екстремитети	extremities
седми	seventh
формална	formal
часовници	clocks
часовници	watches
тркала	wheels
бохемија	bohemia
победува	wins
оптика	optics
магнетни	magnetic
кантон	canton
раководење	management
случајна	random
опиша	described
апсолутно	absolutely
студена	cold
забранета	forbidden
забранета	prohibited
забранета	banned
афро	afro
доброволци	volunteers
активист	activist
погубен	executed
терминологија	terminology
нуклеарно	nuclear
вулкани	volcanoes
данте	dante
управител	governor
едвардс	edwards
братислава	bratislava
кристоф	kristof
кристоф	kristoff
кристоф	christophe
кристоф	christoph
практични	practical
глазгов	glasgow
истакнато	highlighted
истакнато	featured
референци	references
зоја	zoya
кент	kent
отпорност	endurance
отпорност	resistance
отпорност	resilience
рода	roda
мајорка	majorca
мајорка	mallorca
хејс	hays
хејс	hayes
невработеноста	unemployment
квалификува	qualify
квалификува	qualifies
илустрација	illustration
аферата	affair
тесни	narrow
вртење	spinning
вртење	spin
карактери	characters
љубомир	ljubomir
прстите	fingers
царства	realms
моќна	powerful
моќна	potent
белешка	note
стекнување	acquire
ниче	nietzsche
неуспешни	unsuccessful
ганди	gandhi
предизвикан	challenged
бастон	bastogne
литературна	literary
долар	dollar
секстант	sextant
тувалу	tuvalu
атентати	assassinations
седница	session
пронаоѓање	finding
задачите	tasks
полицајци	cops
полицајци	policemen
полицајци	officers
земање	taking
водеше	ran
водеше	led
комунист	communist
повика	urges
повика	called
грубо	rough
анкара	ankara
мареј	murray
кривични	criminal
хелен	helen
скендербег	skanderbeg
електро	electro
повелба	charter
крум	krum
добивањето	receiving
генетика	genetics
достигнувајќи	reaching
точната	exact
претходен	previous
анимиран	animated
инчи	inches
сајтови	sites
сребрена	silver
београд	beograd
таџикистан	tajikistan
погледнете	behold
покровителство	aegis
покровителство	auspices
социјалистички	socialist
рамо	shoulder
рекламирање	advertising
заклучно	conclusive
алјаска	alaska
жлезда	gland
скорпија	scorpio
бактериите	bacteria
цвет	flower
селтик	celtic
премини	crossings
премини	passages
премини	passageways
семјуел	samuel
демонстрации	demonstration
демонстрации	demonstrations
ахил	achilles
монаси	monks
доволен	sufficient
сојузник	ally
дождови	rains
дождови	downpour
хардвер	hardware
несогласувања	disagreements
штетни	harmful
штетни	detrimental
штетни	damaging
ладење	cooling
остар	sharp
федерални	federal
руралните	rural
управуван	governed
погребот	funeral
пронајдоци	inventions
натприродни	supernatural
моли	molly
мтв	mtv
покрив	sunroof
покрив	roof
чудо	miracle
отсуството	absence
рајт	wright
матка	uterus
матка	womb
хрвати	croats
бунтовниците	rebels
рејс	raze
топологија	topology
сличност	resemblance
сличност	similarities
сличност	similarity
влажни	humid
влажни	wet
прецизност	precision
прецизност	accuracy
лама	lama
автобиографија	autobiography
муслиманско	muslim
лувр	louvre
шведскиот	swedish
страст	passion
страст	craving
словачки	slovak
срцева	cardiac
споредено	compared
величини	sizes
муниција	ammunition
муниција	ammo
муниција	munitions
надминат	exceed
надминат	overcome
зраците	rays
професионалци	professionals
професионалци	pros
функционални	functioning
функционални	functional
размножуваат	procreate
конфигурација	configuration
нашироко	widely
дует	duet
првичните	initial
територијални	territorial
бремена	pregnant
тирана	tirana
сериозен	serious
точките	dots
испит	exam
хорор	horror
зрелост	maturity
тенка	thin
древни	ancient
рајнска	rhenish
мајсен	meissen
хемијата	chemistry
романтична	romantic
лео	leo
прогласувањето	declaring
мулти	multi
мирно	steady
мирно	peaceful
цивили	civilians
планинарски	mountaineering
желби	wishes
желби	cravings
желби	desires
утврден	established
мат	mutt
мат	matt
мат	matte
мат	mat
алтернативна	alternate
насилно	violently
насилно	violent
свињи	pigs
анимирани	animated
корелација	correlation
формација	formation
опус	opus
ловец	hunter
славни	celebrities
нибали	nibali
бауцен	bautzen
екрани	screens
потсдам	potsdam
длабок	deep
земјотреси	quakes
земјотреси	earthquakes
покривот	roof
интересна	interesting
сочувани	preserved
виолина	violin
пресуда	conviction
пресуда	sentence
пресуда	verdict
пресуда	ruling
пресуда	judgment
даб	dub
даб	oak
дизајнирана	designed
мајер	meier
мајер	mayer
мајер	meyer
пишан	written
чума	plague
вокер	walker
регистар	register
регистар	registry
проширен	enlarged
проширен	expanded
готфрид	gottfried
универзална	universal
присуствува	attends
присуствува	attend
фраза	phrase
обезбедени	provided
обезбедени	secured
делегат	delegate
фото	photo
грим	grimm
грим	grim
емилија	emilia
емилија	emilie
машко	male
куполи	domes
перси	percy
противниците	opponents
трон	throne
трон	tron
никарагва	nicaragua
ликвидност	liquidity
законодавство	legislation
гота	gothia
гота	gotha
покажувајќи	showing
покажувајќи	demonstrating
руанда	rwanda
благодарност	gratitude
благодарност	appreciation
гласини	rumors
гласини	rumours
гласини	rumor
терени	courses
терени	terrain
даноците	taxes
мапа	map
масакр	massacre
санто	santo
голи	naked
везири	viziers
васко	vasco
поединец	individual
формални	formal
бизнисмен	businessman
старт	start
плутон	pluto
персијците	persians
духовно	spiritual
духовно	spiritually
плочки	tile
плочки	tiles
укинување	repeal
укинување	abolition
укинување	lifting
укинување	abolish
маите	mayan
маите	mayans
творец	creator
дука	doukas
реге	reggae
реге	reggaeton
одбиен	rejected
одбиен	denied
фотограф	photographer
полноќ	midnight
асен	asen
асен	assen
сомалија	somalia
примарен	primary
покривање	coverage
алгоритам	algorithm
вдовица	widow
иселеници	expatriates
преведува	translating
преведува	translate
преведува	translates
ефективно	effectively
навики	habits
галерии	galleries
слободи	liberties
слободи	freedoms
контроверзии	controversies
контроверзии	controversy
востанија	uprisings
филипини	philippines
китови	whales
тренери	coaches
бошњаци	bosnians
месје	messier
напредни	advanced
фергусон	ferguson
партиски	party
партиски	partisan
новак	novak
јудаизмот	judaism
магдебург	magdeburg
потпишување	signing
потпишување	signings
галаксијата	galaxy
дива	wild
дива	diva
реклама	commercial
маркус	marcus
маркус	markus
глумеше	starred
пензиски	pension
логор	camp
описи	descriptions
фрајбург	freiburg
еднорог	unicorn
ерменски	armenian
риболов	fishing
лестер	lester
лестер	leicester
раствор	solvent
раствор	solution
андреас	andreas
андреас	andries
примаат	receive
разгледување	browsing
разгледување	sightseeing
ментално	mental
ментално	mentally
претставуваше	represented
прифаќањето	accepting
прифаќањето	embracing
маглини	nebulae
атлас	atlas
кандидатот	candidate
мадона	madonna
мон	mont
мон	mon
летаат	fly
роналд	ronald
унгарците	hungarians
шерлок	sherlock
кувајт	kuwait
работилници	workshops
грег	greg
грег	gregg
вујко	uncle
додаден	added
затворање	closure
затворање	closing
затворање	imprisonment
отпуштен	fired
дерби	derby
болтон	bolton
глаголски	grammatical
мешаат	mix
пелопонез	peloponnese
кората	cob
прекината	interrupted
синан	sinan
мирен	calm
мирен	peaceful
баталјон	battalion
рик	rick
рик	ric
индијанец	indian
ридовите	hills
одземање	subtract
одземање	subtraction
одземање	seizure
карневал	carnival
танцување	dancing
пан	pan
интелектуалци	intellectuals
литри	gallon
литри	litres
литри	liters
литри	gallons
мислата	thought
полувреме	halftime
протерани	evicted
протерани	expelled
протерани	banished
кемпбел	campbell
кемпбел	kimble
размислува	considering
размислува	contemplating
толеранција	tolerance
настапила	glorious
ромео	romeo
предизвикано	challenged
извозот	exports
терор	terror
фински	finnish
статуи	nudes
статуи	statues
делење	sharing
златно	golden
посветеност	dedication
посветеност	commitment
посветеност	devotion
дневна	daytime
национализам	nationalism
истакне	highlight
истакне	underline
далај	dalai
летање	flying
соборен	deposed
соборен	overthrown
влажност	humidity
потрошувачи	consumers
бенедикт	benedict
загадување	contamination
загадување	pollution
хрватите	croats
хајделберг	heidelberg
харис	haris
харис	harris
христијанин	christian
торп	thorpe
интензивно	intense
интензивно	intensively
југоисточен	southeast
југоисточен	southeastern
ричи	ritchie
ричи	richie
цврст	solid
цврст	tough
предавство	treachery
предавство	betrayal
предавство	treason
тероризам	terrorism
анкета	poll
анкета	survey
кристал	crystal
џејми	jamie
џејми	jaime
јарец	capricorn
убиваат	kill
благосостојба	prosperity
благосостојба	wellbeing
благосостојба	welfare
показатели	indicators
подвижни	removable
