kategória	category
nápady	ideas
poplatkov	fees
konventu	convention
chýbajúce	missing
flavia	flavia
chronologicky	chronologically
podložia	subsoil
kolonizácia	colonisation
mate	mate
dokumentáciu	documentation
trendy	trends
krypte	crypt
monumentálne	monumental
kríže	crosses
kríže	crucifixes
personal	personal
hromadne	bulk
drop	drop
drahý	expensive
price	price
liège	liège
bonne	bonn
zálohu	backup
villiers	villiers
máva	waving
tracy	tracy
mendoza	mendoza
pasienky	pasture
joshua	joshua
spracovaný	processed
dietrich	dietrich
miranda	miranda
vlnová	wave
bor	bor
viacnásobné	multiple
drvivá	overwhelming
amoniaku	ammonia
získaná	obtained
získaná	acquired
vzájomný	mutual
aktualizované	updated
flores	flores
srebotniková	srebotnik
musical	musical
fľaše	bottles
fľaše	bottle
percy	percy
tešil	enjoyed
skóroval	scored
podskupina	subset
rodinná	family
sis	sis
ťažkostí	difficulties
andrés	andrés
prevencia	precaution
prevencia	prevention
gaz	gaz
bars	bars
melanie	melanie
odolný	resilient
libanonu	lebanon
concorde	concorde
vývoz	exports
vývoz	export
fotoaparátu	camera
pretoze	because
nahraté	uploaded
nahraté	recorded
nahraté	uploads
zombie	zombie
zombie	zombies
konečným	ultimate
flow	flow
capitol	capitol
zmenená	changed
zmenená	altered
kalvária	calvary
financovania	financing
financovania	funding
piestové	piston
vyhráva	wins
zaslúži	deserves
bulharskom	bulgarian
bulharskom	bulgaria
zavraždiť	assassinate
zavraždiť	murder
utc+	utc+
zvýšenia	increase
zvýšenia	increases
zvýšenia	elevations
brigádny	brigadier
brigádny	brig
kinga	kinga
prezentované	presented
marley	marley
cievky	coils
cievky	reel
waldemar	waldemar
odmena	reward
odmena	remuneration
kôz	goats
partneri	partners
einer	einer
snímače	sensors
dat	dat
joint	joint
trójsky	trojan
nedostatočne	inadequately
nedostatočne	insufficiently
peľ	pollen
popraviť	execute
vážny	serious
tvrdá	hard
tvrdá	tough
lufthansa	lufthansa
stredísk	resorts
stredísk	centres
nekonečný	infinite
nekonečný	endless
tekutina	fluid
tekutina	liquid
bulletin	bulletin
solidarita	solidarity
vložené	inline
vložené	inserted
vložené	embedded
vložené	pasted
zložiť	fold
zomrieť	die
jonesy	jonesy
monde	monde
predpovedal	predicted
icq	icq
úrody	harvests
úrody	harvest
zložitá	complex
zložitá	complicated
belfast	belfast
kolonistov	colonists
obrnené	armored
lovia	hunt
údržby	maintenance
coelotes	coelotes
získaný	obtained
ghana	ghana
openoffice	openoffice
zamestnanca	employee
ovládač	controller
ovládač	driver
náročnosť	difficulty
hannah	hannah
symbolické	symbolic
alexis	alexis
ktm	ktm
kateřina	kateřina
porter	porter
gekko	gekko
vymenovanie	nomination
vymenovanie	appointment
germánske	germanic
zlúčenie	merger
zlúčenie	merge
zlúčenie	merging
natáčania	filming
prostitúcia	prostitution
démon	daemon
démon	demon
cunami	tsunami
milena	milena
popísať	describe
zdieľanie	sharing
zdieľanie	share
katalógy	catalogues
katalógy	catalogs
reaktora	reactor
milo	milo
nymfy	nymphs
proxy	proxies
proxy	proxy
matkowski	matkowski
kuchyne	cuisine
kuchyne	galleys
kuchyne	kitchens
kuchyne	galley
kuchyne	kitchen
safari	safari
očividne	apparently
očividne	obviously
ferreira	ferreira
indických	indian
ľubovoľný	arbitrary
foo	foo
motocyklov	motorcycles
prefekt	prefect
roj	swarm
studne	wells
dedičné	hereditary
lieta	flies
hriechu	sin
kahn	kahn
krytie	cover
krytie	coverage
fabian	fabian
hrozna	grape
hrozna	grapes
osadený	recessed
montagne	montagne
pot	pot
pot	sweat
lac	lac
shore	shore
mauresmová	mauresmo
lebku	skull
zvolenie	election
kolónii	colony
bahn	bahn
tempera	tempera
masky	mask
masky	masks
šperky	jewels
šperky	jewelry
šperky	jewellery
centrobasket	centrobasket
corbusier	corbusier
hlavice	warheads
pasce	traps
pasce	trap
smerujúce	facing
inštalácie	installs
inštalácie	installations
sprístupnené	accessed
tlaková	pressure
tlaková	crushing
tlaková	pressurised
aha	aha
ôsmimi	eight
kompatibilné	compatible
malty	mortar
vracal	vomited
dlhy	debts
dlhy	debt
konektor	connector
français	français
sato	sato
katka	kate
suchozemské	terrestrial
juliana	julian
juliana	juliana
pölten	pölten
konzola	bracket
konzola	console
nero	nero
always	always
pilier	pillar
dresy	jerseys
kocka	cube
paso	paso
odznak	badge
montgomery	montgomery
strike	strike
výbory	committees
odhalenie	revelation
odhalenie	detection
otroci	slaves
číňania	chinese
artefakty	artifacts
artefakty	artefacts
teror	terror
vylúčenie	exclusion
vylúčenie	exclusions
spa	spa
grafiku	graphics
euler	euler
kataster	cadastre
mokradí	wetlands
aston	aston
certifikácie	certifications
certifikácie	certification
odložený	deferred
ohrozená	endangered
ohrozená	threatened
ohrozená	compromised
rozhodcov	arbitrators
františkánsky	franciscan
tiene	shadows
infraštruktúru	infrastructure
guiney	guinea
pokyn	instruction
edith	edith
zrkadla	mirror
sadzby	rates
gény	genes
pau	pah
pau	pac
pau	pau
propaganda	propaganda
mustafa	mustafa
popísaný	described
mostík	bridge
pravidlách	rules
siedma	seventh
schnyderová	schnyder
bailey	bailey
inžinierov	engineers
ciel	duties
ciel	ciel
zabránili	prevented
segment	segment
duncan	duncan
funkčne	functionally
vraha	killer
vraha	murderer
rozvinuté	developed
inšpirovala	inspired
skutok	dare
tuk	fat
needville	needville
inštaláciu	installation
prefektúre	prefecture
papua	papua
giles	giles
nevyhnutná	necessary
nevyhnutná	unavoidable
nevyhnutná	inevitable
nevyhnutná	essential
hlad	famine
hlad	hungry
hlad	hunger
postihnutý	handicapped
postihnutý	affected
postihnutý	afflicted
škodlivé	noxious
škodlivé	harmful
škodlivé	damaging
kdekoľvek	anywhere
kdekoľvek	wherever
ural	ural
milenka	mistress
milenka	lover
fantastické	fantastic
hodil	threw
dôchodcov	pensioners
harper	harper
napadnúť	attack
napadnúť	invade
trávy	grasses
trávy	grass
trávy	weed
tuamotu	tuamotu
zasahovať	meddle
zasahovať	interfere
thomson	thomson
bohmi	gods
protóny	protons
slepé	blind
slepé	blanks
znalec	surveyor
znalec	connoisseur
znalec	expert
urbino	urbino
elite	elite
posiela	sends
posiela	sending
jens	jens
výkonná	executive
senegal	senegal
dýchania	respiratory
singapure	singapore
pepsi	pepsi
ouen	ouen
stanovy	statutes
stanovy	bylaws
študenta	student
chybné	erroneous
chybné	defective
idaho	idaho
mauna	mauna
štvorec	square
sexy	sexy
extraligu	superbowl
vhs	vhs
filharmónie	philharmonic
joyce	joyce
paleolit	paleolithic
jérôme	jérôme
neill	neill
formulácia	formulation
plot	fence
rea	rea
nacionalizmu	nationalism
susedov	neighbors
susedov	neighbours
tričko	shirt
frances	frances
ukladajú	imposing
ružové	pink
rozmanité	diverse
amore	amore
eve	eve
slash	slash
temné	dark
temné	darkness
záväzkov	commitments
francois	francois
zeit	zeit
talbot	talbot
monografií	monographs
nulový	zero
bauhaus	bauhaus
khan	khan
schubert	schubert
citlivý	sensitive
penny	penny
dokázané	proven
bandy	bandy
caen	caen
shirley	shirley
maxwell	maxwell
hemingway	hemingway
charta	charter
tanečníci	dancers
sed	sed
plodiny	crops
plodiny	crop
aktívni	active
angola	angola
wilde	wilde
justine	justine
imigrantov	immigrants
uvažoval	pondered
neville	neville
kráľovstiev	kingdoms
lynx	lynx
yukon	yukon
pinus	pinus
povolená	authorised
povolená	enabled
povolená	authorized
povolená	allowed
povolená	permitted
dong	dong
vysvetlenia	explanations
berger	berger
civilná	civil
civilná	civilian
hub	hub
modifikácia	modification
modifikácia	modifications
hanley	hanley
dych	breath
migrácie	migration
výkonnosť	performance
botanickej	botanical
jódu	iodine
prekonanie	overcoming
dosiahnutá	reached
dosiahnutá	achieved
rockstar	rockstar
vypĺňa	fills
neskoré	late
alexandrii	alexandria
observatóriá	observatories
direct	direct
nea	nea
gallimard	gallimard
územnej	territorial
idol	idol
niels	niels
prežilo	survived
forêt	forêt
emócií	emotion
emócií	emotions
začatie	initiation
certifikát	certificate
žezlo	scepter
bergen	bergen
gui	gui
vymenil	swapped
regulátor	regulator
regulátor	controller
dvojičky	twins
zahrnuje	includes
kafka	kafka
náboje	cartridges
náboje	bullets
nowrap	nowrap
jumo	jumo
grónsko	greenland
turista	hiker
turista	tourist
hazard	gambling
hazard	hazard
skúškach	trials
agena	agena
rodriguez	rodriguez
úžitkové	vans
úžitkové	utility
bernardo	bernardo
predĺžený	extended
predĺžený	prolonged
zubami	teeth
nesúhlasím	disagree
policajti	cops
policajti	policemen
posol	messenger
halen	halen
prijímač	receiver
sna	dream
liečiť	heal
liečiť	treat
franca	franca
finalistka	finalist
melódiu	melody
melódiu	tune
ultrafialové	ultraviolet
kartágo	carthage
walt	walt
hladko	smooth
stéphane	stéphane
ikonostas	iconostasis
preťaženie	overload
preťaženie	congestion
korešpondencia	correspondence
prenosné	portable
lazar	lazar
panorama	panorama
výsledkoch	results
vízie	visions
vízie	vision
nexus	nexus
kryštál	crystal
komisii	commission
uctievaný	revered
solidarity	solidarity
spĺňať	comply
ponúknuť	offer
vyhovuje	passes
vyhovuje	satisfactory
vyhovuje	suits
nat	nat
krvavá	bloody
teroristi	terrorists
sopečného	volcanic
obdobne	likewise
obdobne	similarly
lokálna	local
morálku	morale
morálku	morality
pokračovania	continuation
pokračovania	sequels
publius	publius
federálna	federal
počasí	weather
tiberius	tiberius
martha	martha
rozvojových	developing
rýchlostí	speeds
hlodavce	rodent
hlodavce	rodents
kreutz	kreutz
vášeň	passion
zvolených	elected
rozpustný	soluble
khz	khz
meracie	gauging
dramatika	dramatist
tdi	tdi
triton	triton
predohra	foreplay
predohra	prelude
aurelius	aurelius
zopakoval	reiterated
odovzdané	submitted
odovzdané	surrendered
komponent	widget
komponent	component
taky	too
obvinili	accused
sprisahanie	conspiracy
čata	squad
čata	platoon
hoffmann	hoffmann
denný	daily
automat	machine
synovca	nephew
hovorca	spokesman
hovorca	spokesperson
hovorca	speaker
hovorca	talker
hurikán	hurricane
strategicky	strategically
det	det
pruskej	prussian
individuálna	individual
barbarossa	barbarossa
sporoch	disputes
pack	pack
poprava	execution
kompatibilný	compatible
nekonečné	infinite
nekonečné	endless
dobrovoľný	voluntary
hostiteľa	host
gian	gian
verzus	versus
asistentka	assistant
okrúhle	round
chamberlain	chamberlain
útočiť	attacking
grönefeldová	grönefeld
botticelli	botticelli
banda	gang
banda	bunch
ash	ash
easy	easy
šieste	sixth
vinice	vineyard
vinice	vineyards
tgv	tgv
agentov	agents
heathrow	heathrow
srdcový	cardiac
smrt	death
rokovať	negotiate
klm	klm
zakúpiť	purchase
sidor	sidor
zmieriť	reconcile
nábožensky	religiously
zabudol	forgotten
zabudol	forgot
administratíva	administration
ramírez	ramírez
agenta	agent
ramón	ramón
hal	hal
podlaha	floors
podlaha	flooring
podlaha	floor
úžiny	straits
benito	benito
kritizuje	criticising
doslovný	literal
volebná	electoral
jacqueline	jacqueline
zastavený	stopped
tyran	bully
tyran	tyrant
rádioaktívny	radioactive
garde	garde
garde	chaperone
nocí	nights
niccolò	niccolò
servis	service
žíl	veins
mikroorganizmov	microorganisms
buduje	builds
farebne	color
útesy	reefs
útesy	cliffs
event	event
hierarchie	hierarchy
inšpirovať	inspire
chester	chester
natáčanie	filming
zriadiť	establish
sven	sven
greenwich	greenwich
požiare	fires
predsedal	chaired
ceres	ceres
dresden	dresden
jednotná	unified
jednotná	uniform
hlasoval	voted
richardson	richardson
bale	bale
sveti	sveti
úsvit	dawn
úsvit	sunrise
biała	biała
kuerten	kuerten
poradenstvo	advisory
poradenstvo	consulting
poradenstvo	counselling
poradenstvo	advice
poradenstvo	consultancy
poradenstvo	counseling
hammer	hammer
hercules	hercules
vikár	vicar
ovis	ovis
zvyšovať	raise
kálmán	kálmán
plytké	shallow
florence	florence
neprítomnosť	absence
neprítomnosť	absences
elektronicky	electronically
míny	mines
vyplnené	completed
vyplnené	filled
torpéda	torpedoes
philadelphii	philadelphia
ukazovatele	indicators
ukazovatele	characteristics
ukazovatele	variables
mozaiky	mosaic
odrazu	suddenly
orbitu	orbit
monroe	monroe
rakovina	cancer
tnt	tnt
voltaire	voltaire
smrteľne	deadly
smrteľne	fatally
suk	suk
jedáleň	canteen
jedáleň	cafeteria
hank	hank
jednotlivo	individually
calleri	calleri
molekulárnej	molecular
kolena	knee
karin	karin
okamžité	instant
okamžité	immediate
okamžité	instantaneous
ursus	ursus
dvojitá	double
vyšetrovaní	inquiries
škótskej	scotch
osudom	destiny
skin	skin
likvidácie	liquidation
fare	rectory
alkalických	alkali
pozemná	terrestrial
indián	indian
magický	magical
garcia	garcia
bezstavovcov	invertebrates
farma	farm
farma	farmhouse
klinické	clinical
citroen	citroen
odrôd	varieties
ask	ask
kvapky	drops
sluha	servant
sluha	butler
kyslé	acidic
kyslé	sour
trvalá	persistent
trvalá	perm
trvalá	permanent
trvalá	sustained
vitamíny	vitamins
chuang	chuang
včelár	beekeeper
davu	crowd
alžírska	algerian
alžírska	algeria
zmizol	vanished
zmizol	disappeared
pelikán	pelican
havaroval	crashed
alicia	alicia
bmp	bmp
lamborghini	lamborghini
gándhí	gandhi
gottlieb	gottlieb
stopách	footsteps
santangelová	santangelo
dúfal	hoped
páv	peacock
reportér	reporter
lucien	lucien
kĺbov	joints
palcov	inches
kolóniu	colony
concacaf	concacaf
amsterdamu	amsterdam
obranná	defensive
udeľovanie	awarding
udeľovanie	granting
senzor	sensor
ochranná	protective
vedder	vedder
ohroziť	threaten
kagawa	kagawa
lindsey	lindsey
upevnenie	mounting
upevnenie	consolidation
upevnenie	attachment
upevnenie	fixing
random	random
tablet	tablet
cara	cara
negro	negro
kĺb	joint
strmé	steep
vzorka	sample
vzorka	specimen
škandál	scandal
kompresie	compression
ine	ine
taktiky	tactics
pokojné	peaceful
pise	pisa
antiochie	antioch
špecifikované	specified
formálna	formal
konkurencia	competition
klobúk	hat
videnia	vision
julio	julio
protestov	protests
rozpoznať	recognize
rozpoznať	recognise
theo	theo
nahradenie	replace
nahradenie	replacing
nahradenie	substitution
nahradenie	replacement
vývojárov	developers
vývojárov	developer
egon	egon
tehly	bricks
nive	nive
biologická	biological
tesco	tesco
simmons	simmons
kúzelník	magician
gorbačov	gorbachev
akustické	acoustic
dodávané	supplied
súťažné	competitive
zabitie	homicide
zabitie	slaughter
zabitie	killing
zabitie	manslaughter
sfsr	sfsr
pomstiť	avenge
odvoláva	refers
prevelený	reassigned
lindstedt	lindstedt
výnosov	yields
burke	burke
statočnosť	fortitude
statočnosť	bravery
statočnosť	valor
užitočný	useful
užitočný	helpful
taxónov	taxa
šachty	shaft
šachty	vents
šachty	trunks
šachty	shafts
diane	diane
flavius	flavius
forza	forza
ulster	ulster
suhlasim	agree
začatí	initiation
verdi	verdi
marach	marach
litra	litre
litra	litres
lilium	lilium
akceptovať	accept
protestantov	protestants
slimák	slug
slimák	snail
zostaviť	compile
zostaviť	assemble
modelovanie	modeling
modelovanie	modelling
frew	frew
taktické	tactical
haiku	haiku
viditeľnosti	visibility
nažive	alive
gretzky	gretzky
držanie	possession
držanie	holding
schopných	able
thornton	thornton
zločincov	criminals
unplugged	unplugged
patrice	patrice
svedomia	conscience
châtel	châtel
štrajk	strike
vacek	vacek
xix	xix
kazdy	everybody
španielčina	spanish
výživa	nutrition
nobel	nobel
gala	gala
fest	fest
piest	piston
piest	plunger
philips	philips
prezývky	nicks
prezývky	nickname
prezývky	nicknames
prezývky	aliases
pôžičky	loans
rozpustné	soluble
mysliteľ	thinker
jaime	jaime
prispôsobený	adapted
filipín	philippines
grónska	greenland
prestížnej	prestigious
balkánu	balkans
balkánu	balkan
optimálne	optimal
optimálne	optimum
napojené	watered
veselá	cheerful
tabak	tobacco
angers	angers
mclaren	mclaren
chôdza	walking
chôdza	walk
chôdza	gait
identifikácia	identification
bravo	bravo
lapentti	lapentti
kubu	cuba
pivnice	cellar
pivnice	basement
bregenz	bregenz
málokedy	seldom
málokedy	rarely
normálna	normal
pane	sir
pane	sire
pane	lord
poštový	postal
lúke	meadow
osbourne	osbourne
kvitne	blooms
kvitne	blooming
vypočíta	calculates
maľbu	mural
bicykel	bike
bicykel	bicycle
tenerife	tenerife
živiny	nutrients
živiny	nutrient
psychologický	psychological
vstupov	inputs
astra	astra
horúca	hot
celosvetový	worldwide
bulharských	bulgarian
col	col
agresívne	aggressive
edinburghu	edinburgh
dani	dani
privilégium	privilege
indianapolis	indianapolis
registrované	registered
cox	cox
rémy	rémy
gti	gti
ekar	ekar
woods	woods
viva	viva
zeitschrift	zeitschrift
nikita	nikita
sklony	inclinations
prijatých	taken
úvery	credits
úvery	loans
úvery	credit
stabilná	stable
aspektov	facets
aspektov	aspects
štatútu	statute
podstatný	substantial
fosílnych	fossil
uhličitan	carbonate
svadbu	wedding
rozbor	analysis
spravodajská	intelligence
pokojný	calm
pokojný	peaceful
plynné	gaseous
sse	sse
studené	cold
hydroxid	hydroxide
brucho	stomach
brucho	belly
brucho	abdomen
princom	prince
investor	investor
syntetické	synthetic
narušenie	disturbance
narušenie	distortion
narušenie	disruption
narušenie	breach
vylepšiť	enhance
vylepšiť	upgrade
vylepšiť	improve
fyrstenberg	fyrstenberg
maslo	butter
porovnať	compare
biomasy	biomass
cygnus	cygnus
rennes	rennes
cicurina	cicurina
galériu	gallery
predchádzalo	preceded
rufus	rufus
migrácia	migration
sporný	contested
sporný	contentious
sporný	disputed
evidentne	evidently
líbya	libyan
líbya	libya
babka	granny
babka	grandma
poškodením	impairment
duševná	mental
fedora	fedora
pravdivosti	veracity
ihličnaté	coniferous
pérez	pérez
inovácie	innovations
inovácie	innovation
pozoruhodný	remarkable
nevadí	nevermind
protipápež	antipope
ruže	roses
lettres	lettres
catania	catania
musicum	musicum
zručností	skills
prispôsobenie	customize
prispôsobenie	adjustment
prispôsobenie	adaptation
nádoba	vessel
nádoba	container
nádoba	receptacle
hlavičky	headers
hlavičky	header
neplatné	invalid
akvinský	aquinas
psi	psi
psi	dogs
laser	laser
vidal	vidal
textilný	textile
carnegie	carnegie
pištole	pistols
pištole	guns
trolejbus	trolleybus
publikovanie	publishing
programátor	programmer
tkanivá	tissues
výzva	challenge
abecedné	alphabetical
ďalekom	faraway
vyhlášky	decrees
vyhlášky	decree
poznámku	note
krčme	tavern
krčme	pub
tomko	tomko
hustá	thick
hustá	dense
znamienko	mole
znamienko	sign
políciu	police
mauthausen	mauthausen
vylepšené	improved
zavádza	introduces
vajce	egg
gaston	gaston
duševne	mental
duševne	mentally
prestane	stops
nebeské	heavenly
hierarchia	hierarchy
gennadij	gennady
narýchlo	hastily
rastúci	growing
edmond	edmond
plavec	swimmer
porušenia	infringement
porušenia	infringements
porušenia	violations
lehár	lehár
tepny	artery
tepny	arteries
sodíka	sodium
čakali	waited
lsd	lsd
koloniálnej	colonial
save	save
blair	blair
priateľský	friendly
vyšetrenia	examinations
vyšetrenia	investigations
ankara	ankara
uzly	knots
uzly	nodes
predajňa	shop
predajňa	store
braunau	braunau
vykurovanie	heating
receptor	receptor
zabezpečený	secured
brandt	brandt
spolupracovníci	collaborators
svetov	worlds
znížený	decreased
znížený	reduced
prepracoval	rescheduled
milá	dear
kos	kos
nomen	nomen
ulička	aisle
ulička	alley
ulička	gangway
koridor	corridor
zisťovanie	detection
zisťovanie	investigation
zisťovanie	survey
gladbach	gladbach
návštevník	visitor
esterházy	esterházy
daisy	daisy
triedenie	sorting
triedenie	classification
topológia	topology
strýcová	strýcová
úsmev	smile
vai	vai
jemný	gentle
jemný	subtle
gil	gil
gradient	gradient
günther	günther
suv	suv
stern	stern
horčíka	magnesium
propagácia	promotions
propagácia	publicity
propagácia	promotion
propagácia	boost
interiéry	interiors
individuálny	individual
spolupracujú	collaborate
spolupracujú	cooperate
rozpor	contradiction
papyrus	papyrus
živín	nutrients
živín	nutrient
čítaní	reading
slečna	miss
stonky	stalks
chrysler	chrysler
praktická	practical
vzducholoď	airship
fantázia	fantasy
fantázia	imagination
rodokmeň	lineage
rodokmeň	pedigree
rodokmeň	bloodline
nme	nme
overenie	verify
overenie	authentication
overenie	verification
umberto	umberto
funkčnosť	functionality
funkčnosť	functional
taxonómia	taxonomy
odhaľuje	reveals
ruby	ruby
sunset	sunset
arno	arno
deco	deco
elity	elite
elity	elites
vlastniť	own
vlastniť	owning
protón	proton
údery	punches
hillary	hillary
vyžaruje	emits
salomon	salomon
norton	norton
náhodná	accidental
pobyty	stays
menový	monetary
prezidentka	president
slabosť	weakness
moritz	moritz
leicester	leicester
uhľovodíky	hydrocarbons
pokúsi	tries
žraloky	sharks
predaná	sold
severus	severus
ľahší	lighter
marvin	marvin
zhody	matches
zhody	match
chevrolet	chevrolet
ftp	ftp
bratstva	fraternity
bratstva	brotherhood
gees	gees
győr	győr
sluch	hearing
éditions	éditions
cesare	cesare
erlangen	erlangen
odporúčaní	recommendations
vyplňte	fill
priznať	admit
priznať	confess
priznať	acknowledge
nathan	nathan
granáty	grenades
moodie	moodie
prepojená	linked
prepojená	affiliated
prepojená	interconnected
sliznice	mucosa
pedagogických	pedagogical
petrus	petrus
nbc	nbc
dabing	dubbing
prieto	prieto
motorola	motorola
mocný	mighty
mocný	powerful
akademických	academic
ôsmej	eighth
mel	mel
kórejský	korean
vírusové	viral
hbo	hbo
nevyhnutný	unavoidable
nevyhnutný	inevitable
nuly	zeroes
nuly	scratch
nuly	zeros
mussolini	mussolini
trpaslíkov	gnomes
trpaslíkov	midgets
trpaslíkov	dwarves
trpaslíkov	dwarfs
cefa	cefa
vlasteneckej	patriotic
odchádzajú	leaving
zdieľa	shared
nagasaki	nagasaki
bruselu	brussels
electronica	electronica
koncentráciu	concentration
abu	abu
bpm	bpm
združené	pooled
združené	combined
dimenzie	dimensions
predpona	prefix
américa	américa
poskytnutie	granting
postojov	attitudes
zemiakov	potato
fungovalo	worked
pozvaný	invited
destinácie	destinations
marat	marat
coleman	coleman
šprint	sprint
podriadených	subordinates
lietanie	flying
podobizeň	effigy
podobizeň	likeness
hotspur	hotspur
zodpovedal	corresponded
johnston	johnston
porovnaj	compare
sil	sil
starr	starr
izieb	rooms
bože	god
dióda	diode
ťahanie	pulling
ťahanie	drag
ťahanie	towing
ťahanie	tow
templárov	templar
nehnuteľnosti	property
nehnuteľnosti	properties
mickey	mickey
sírovej	sulphuric
zabávač	entertainer
buuren	buuren
nike	nike
paluby	deck
paluby	decks
topánky	shoes
topánky	boots
výzor	looks
minulosťou	past
surrey	surrey
potrubie	pipe
potrubie	pipes
potrubie	pipeline
oddych	recreation
oddych	respite
oddych	relaxation
oddych	rest
bonusy	bonuses
bonusy	extras
hyundai	hyundai
diaľkovo	remotely
alban	alban
ole	ole
úspory	savings
úspory	saving
cyrano	cyrano
szávayová	szávay
profesorka	professor
vetry	winds
bonnet	bonnet
antarktíde	antarctica
bacha	bach
plavidlo	vessel
plavidlo	craft
royale	royale
kotol	furnace
kotol	boiler
tesi	glad
kea	kea
nerovnosti	inequality
nerovnosti	disparities
nerovnosti	inequalities
chudobe	poverty
naďa	nadya
využitá	harnessed
táles	thales
remixes	remixes
hodnotené	assessed
hodnotené	rated
hodnotené	evaluated
medveďov	bears
normandie	normandie
macao	macau
nariadení	regulations
christi	christi
študovali	studied
islamských	islamic
brutálne	brutally
brutálne	brutal
úžitok	benefit
guadalajara	guadalajara
štíhly	thin
štíhly	slender
rozpustnosť	solubility
hodnotiť	evaluate
konfigurácie	configurations
princov	princes
utiekla	escaped
utiekla	fled
predbežne	tentatively
predbežne	provisionally
predbežne	preliminary
dictyna	dictyna
postupujú	advancing
kolumbijskej	columbian
geoff	geoff
vedome	consciously
vedome	knowingly
samoty	loneliness
samoty	solitude
vypracovaný	elaborated
soule	seoul
stres	stress
hybrid	hybrid
bora	bora
nevhodne	inappropriately
pedagógov	educators
era	era
era	eras
riaditelia	directors
riaditelia	ceos
riaditelia	executives
toxický	toxic
caravaggio	caravaggio
deklaráciu	declaration
kliniky	clinics
kliniky	clinic
oulu	oulu
chlór	chlorine
čelil	faced
abel	abel
rastlinného	vegetable
zell	zell
hyde	hyde
ochotní	willing
potápanie	diving
okuliare	spectacles
okuliare	goggles
okuliare	glasses
schumacher	schumacher
châteauneuf	châteauneuf
jednotlivec	individual
systematický	systematic
demeter	demeter
sťažuje	complaining
trnka	trnka
prevzatie	assumption
prevzatie	takeover
účastníka	subscriber
účastníka	participant
klaviristi	pianists
zostávajúce	remaining
príslušenstvo	auxiliaries
príslušenstvo	fittings
príslušenstvo	accessories
mysleli	thought
kontajner	container
jill	jill
udeliť	grant
vápnik	calcium
petri	petri
tata	tata
gladiator	gladiator
falcko	palatinate
farmy	farms
pneumatík	tyres
božské	divine
monitorovanie	monitoring
fredrik	fredrik
kozáci	cossacks
týfus	typhoid
týfus	typhus
salle	salle
priečky	partitions
konferenciu	conference
stiahnuté	downloaded
stiahnuté	withdrawn
zodpovedajúci	corresponding
čakala	waited
cuevas	cuevas
uznávané	recognised
uznávané	acknowledged
uznávané	recognized
samcov	males
prosperity	prosperity
patentov	patents
nevhodný	unsuitable
nevhodný	unfit
nevhodný	inappropriate
stevie	stevie
zdobia	adorn
uniformy	uniforms
uniformy	uniform
štatistická	statistical
doplnkový	complementary
doplnkový	supplementary
wehrmacht	wehrmacht
rohrbach	rohrbach
oslobodené	liberated
oslobodené	exempted
oslobodené	exempt
falošné	false
falošné	fake
trpela	suffered
cyr	cyr
rousseau	rousseau
odmietnutie	refusal
odmietnutie	rejection
postihuje	affects
belleville	belleville
glukózy	glucose
liberálna	liberal
domácnosť	household
domácnosť	housekeeping
podriadený	subordinate
podriadený	subordinated
terasa	terrace
terasa	patio
horúčky	fever
bean	bean
refrén	chorus
nymfa	nymph
javisko	stage
správnosti	regularity
správnosti	correctness
ieee	ieee
margo	margo
yahoo	yahoo
hinduizmus	hinduism
prime	prime
otvorí	opens
triedach	classrooms
abdikoval	abdicated
shell	shell
jedi	jedi
tmy	darkness
prehrávanie	playback
prehrávanie	playing
padák	parachute
isner	isner
vstrekovanie	injection
nom	nom
šikmo	oblique
heller	heller
memorandum	memorandum
tolkien	tolkien
constantin	constantin
devón	devonian
trosiek	rubble
omán	oman
niklu	nickel
jima	jim
biologickej	biological
uvoľnené	released
uvoľnené	relaxed
mass	masso
spacelab	spacelab
nezmysel	nonsense
domnienka	presumption
domnienka	conjecture
domnienka	assumption
námestník	deputy
orton	orton
noah	noah
benoît	benoît
hagen	hagen
vylúčení	excluded
vylúčení	exclusions
köln	köln
hardy	hardy
medzihviezdnej	interstellar
mariusz	mariusz
politikom	politicians
extrasolárna	extrasolar
pozrel	looked
toledo	toledo
alkoholom	alcohol
panther	panther
citlivosti	susceptibility
mučeníkov	martyrs
elektra	elektra
pavlov	pavlov
fps	fps
skrytý	hidden
zachráni	saves
prevoz	transit
prevoz	transportation
hahn	hahn
bray	bray
nohavice	trousers
nohavice	pants
predpoveď	prediction
predpoveď	forecast
brémy	bremen
prísny	strict
prísny	stern
prísny	rigorous
orientovať	orient
orchestrálne	orchestral
výjazd	trip
substrát	substrate
molekule	molecule
olaf	olaf
strome	tree
windsor	windsor
walther	walther
mariana	mariana
diaz	diaz
alfredo	alfredo
dorota	dorota
vložený	pasted
vložený	embedded
slnovrat	solstice
putovanie	wandering
omsk	omsk
dent	dent
quincy	quincy
billie	billie
zlyhal	failed
messénie	messenia
brunswick	brunswick
labrador	labrador
banks	banks
hedviga	hedwig
ninja	ninja
ramon	ramon
irwin	irwin
lavice	benches
diamantov	diamonds
vyjadrený	expressed
bolzano	bolzano
auxerre	auxerre
kaplniek	chapels
modernizáciu	modernisation
shane	shane
voip	voip
freeman	freeman
reflex	reflex
žaby	frogs
žaby	toads
prášok	powder
prášok	powders
troicki	troicki
pastor	pastor
vnútroštátne	national
vnútroštátne	nationally
lineárny	linear
