amb	함께
sortida	종료
sortida	출구
sortida	나가기
sortida	exit
sortida	끝내기
thomas	토머스
thomas	토마스
colònia	쾰른
colònia	식민지
por	공포
por	두려움
por	공포증
fulles	나뭇잎
fulles	잎새
arquitecte	건축가
arquitecte	건축
portal	포탈
portal	포털
recursos	자원
recursos	리소스
creixement	성장
creixement	증가
establiment	설립
conflicte	갈등
conflicte	갈등이
conflicte	충돌
conflicte	분쟁
pedro	페드로
polítics	정치인들
polítics	정치인
polítics	정치가
poesia	문학
ferran	페르디난트
peter	베드로
peter	피터
alfons	알폰소
vint	스물
vint	스무
ràpidament	빠르게
regnat	통치
regnat	reign
catòlica	가톨릭주의
catòlica	가톨릭
àrees	영역
pares	부모
pares	부모님
naturals	자연
naturals	천연
amic	친구
mont	마운트
irlanda	아일랜드
contacte	접촉
contacte	문의
contacte	연락처
contacte	연락
louis	루이스
louis	루이
seguit	팔로우
bronze	청동기
bronze	청동
actiu	활성화
actiu	활동
actiu	액티브
actiu	활성
dalt	윗층
dalt	위층
revolta	폭동
medicina	의학
abu	abu
taller	워크샵
taller	워크숍
curs	코스
curs	과정
apareixen	나타납니다
modern	모던
modern	현대
modern	근대
modern	근황
polònia	폴란드
combat	전투
combat	컴뱃
líder	리더
líder	지도자
fundador	설립자
fundador	창시자
fundador	창립자
afegir	추가하기
afegir	추가
bèlgica	벨기에
corrent	현재
corrent	전류
sola	홀로
sola	혼자
princesa	공주
princesa	공주님
princesa	프린세스
títols	타이틀
títols	제목
vermell	붉은
vermell	붉은색
vermell	레드
vermell	빨간색
vermell	빨강
film	필름
film	영화
existeixen	존재
existeixen	존재함
humà	인간
humà	인체
humà	인간인
vaixells	보트
límit	한계
límit	제한
límit	극한
galeria	화랑
galeria	갤러리
flors	꽃이
https	https
acte	act
producte	제품
coses	것들
coses	사물
coses	물건
coneixement	지식인
coneixement	지식
totalment	완전히
seguint	팔로우
tribu	부족
raó	이유
estrella	항성
germana	여동생
germana	언니
germana	누나
moviments	moves
moviments	움직임
moviments	움직임
alemanys	독일인
comitè	위원회
finestres	윈도우
ronda	라운드
morts	사망
morts	데드
pista	트랙
pista	추적
usuaris	사용자
don	don
monument	기념탑
monument	기념물
monument	모뉴먼트
monument	기념비
reconeixement	인식
tractament	시술
tractament	치료
figures	수치
figures	피규어
miguel	미겔
santiago	산티아고
smithsonian	스미스소니언
smithsonian	스미소니언
feina	직업
feina	욥기
suècia	스웨덴
washington	워싱턴
rosa	분홍색
rosa	분홍
rosa	핑크
rosa	장미
rosa	로즈
monuments	기념물
monuments	기념비
valors	가치관
valors	가치
park	파크
park	공원
religió	종교
continuació	계속
enllaç	링크
tasca	작업
fundat	설립
obert	오픈
obert	열기
documents	문서
policia	경찰
policia	경찰관
tècniques	테크닉
tècniques	기법
digital	디지털
anònim	익명
org	org
milà	밀란
milà	밀라노
residència	거주지
residència	주택
residència	레지던스
residència	주택지
arquebisbe	주교
arquebisbe	대주교
setge	포위전
quadre	탁자
quadre	식탁
quadre	테이블
conquesta	정복
torrent	토렌트
completament	완전히
autònoma	자치구
stadium	경기장
stadium	스타디움
peça	트랙
peça	추적
llenguatge	언어
tecnologia	기술
porto	포르토
porto	포르투
propietats	특성
propietats	자산
propietats	속성
entrenador	코치
projectes	프로젝트
lliures	free
lliures	무료
lliures	자유
lliures	파운드
dit	핑거
dit	손가락
proposta	제안
clau	키키
agricultura	농업
agricultura	농사
agricultura	농장
agricultura	농업
relacionats	관련
espasa	도검
pèrdua	상실
pèrdua	손실
extensió	확장
extensió	연장
extensió	확장자
extensió	확대
varietat	다양체
varietat	버라이어티
alexandre	알렉산드르
alexandre	알렉산더르
alexandre	알렉산더
sang	피피
sang	블러드
sang	혈액
guinea	기니
venècia	베네치아
venècia	베니스
internet	인터넷
nacionals	내셔널스
basc	바스크어
basc	바스크
circuit	서킷
circuit	회로
simon	시몬
simon	사이몬
simon	사이먼
anàlisi	해석학
anàlisi	해석
anàlisi	분석
abr	apr
resposta	응답
resposta	정답
resposta	대답해
resposta	대답
resposta	답변
feta	made
feta	만든
hàbitat	서식지
oficialment	공식적으로
oficialment	officially
moscou	모스크바
periodista	기자
periodista	언론인
periodista	저널리스트
festes	휴일
festes	연휴
festes	공휴일
festes	명절
terreny	지형
terreny	그라운드
operació	작동
operació	작전
fortalesa	포트리스
fortalesa	요새
internacionals	국제
internacionals	인터내셔널
blau	파란색
blau	청색
blau	푸른
blau	블루
blau	파랑
blau	푸른색
roig	붉은
roig	붉은색
roig	레드
roig	빨간색
roig	빨강
millorar	개선하기
millorar	향상
millorar	개선
senyal	신호
senyal	신호기
senyal	시그널
difícil	어려운
difícil	어려움
difícil	어려워
diputats	대의원
versions	버전
històrica	역사
dirigit	감독
metge	의사
metge	닥터
cadena	문자열
cadena	사슬
cadena	연쇄
cadena	체인
aliança	동맹
aliança	얼라이언스
models	모델
models	모형
vaixell	보트
lletra	노랫말
junta	보드
junta	게시판
junta	이사회
rafael	라파엘
presó	교도소
presó	감옥
operacions	작전
operacions	운영
royal	로열
royal	로얄
vist	읽음
aplicació	애플리케이션
aplicació	프로그램
aplicació	어플리케이션
obertura	조리개
obertura	오프닝
obertura	개봉
esdeveniments	이벤트
esdeveniments	행사
categories	카테고리
categories	카테고리가
categories	범주
categories	분류
amics	친구
amics	프렌즈
amics	친구들이
amics	친구들
premsa	프레스
premsa	누르기
turó	언덕
parella	커플
parella	부부
israel	이스라엘
black	검은색
black	검정
black	검정색
black	블랙
concert	연주회
concert	콘서트
reforma	개혁개방
reforma	개혁
simple	단순
simple	간단
simple	심플
simple	단순한
simple	간단하다
simple	간단한
idees	아이디어
dimensions	차원
dimensions	크기
excepte	빼고
comunista	공산주의자
exemples	예시
exemples	예제
reserva	예약
oli	오일
oli	석유
oli	기름
vídeo	동영상
vídeo	비디오
dedicada	헌신
autoritat	권위
compost	화합물
compost	복합
compost	복합체
inicial	초기
inicial	이니셜
forta	강한
forta	스트롱
econòmic	경제
destacats	하이라이트
darrera	마지막
darrera	라스트
expressió	표현
expressió	표현식
accions	행동
accions	활동
accions	동작
accions	액션
imperial	임페리얼
càrrega	로드
càrrega	로딩
càrrega	로딩
descripció	설명
descripció	묘사
henry	헨리
muhammad	무하마드
muhammad	무함마드
dedicat	헌신
lleis	법률
atenció	관심
atenció	주의
atenció	시선
rectangular	사각형
rectangular	직사각형
justícia	정의
luxemburg	룩셈부르크
fàbrica	공장
fàbrica	팩토리
fernando	페르난도
fernando	페르난두
diners	머니
diners	돈이
béns	상품
béns	물품
gas	가스
presa	먹이
populars	인기가요
populars	인기
populars	인기가
nivells	레벨
nivells	수준
completa	완료
completa	완성
flota	함대
flota	플리트
branca	지점
branca	분기
red	붉은
red	붉은색
red	레드
red	빨간색
red	빨강
paris	파리
daniel	다니엘
daniel	대니얼
simplement	간단히
simplement	단순하게
simplement	단순히
indica	나타냅니다
programes	프로그램
centres	센터
espanyols	스페인인
planeta	행성
planeta	플래닛
atacs	공격
principat	공국
habitual	평상시
habitual	평소
municipals	시영
migdia	정오
treballadors	노동자
treballadors	노동자들
treballadors	근로자
solar	태양광
solar	태양
carrers	거리
carrers	길거리
instruments	악기
instruments	인스트루먼트
nombres	숫자
complex	콤플렉스
complex	복합체
símbol	기호
símbol	상징
pintures	페인트
constant	상수
gestió	경영
gestió	관리
temporades	시즌
temporades	계절
crisi	위기
manca	부족
sants	성인인
ali	알리
ali	ali
ensenyament	교육
ensenyament	교사
ensenyament	가르침
montserrat	몬트세랫
participants	참가자
baixes	낮은
baixes	낮음
baixes	low
motius	이유
motius	동기
ascensió	어센션
ascensió	승천
possibilitat	가능성
complet	완료
complet	완성
martínez	마르티네스
martínez	마르티네즈
pérez	페레즈
pérez	페레스
context	맥락
context	문맥
isabel	이사벨
die	죽는다
convent	수녀원
jueus	유대인
bernat	베르나르드
bernat	버나드
bernat	베르나르
con	원뿔
cristians	기독교인
derrota	패배
giovanni	조반니
noruega	노르웨이
famós	유명한
famós	유명해
famós	유명인
famós	유명하다
famós	유명
cambridge	케임브리지
estudiants	학생
estudiants	학생들
estudiants	유학생
doctor	닥터
espais	공간
espais	공백
riera	스트리밍
riera	스트림
riera	흐름
interpretació	해석
caiguda	떨어지지
caiguda	떨어지는
caiguda	떨어짐
basat	기반
basat	기반으로
incloure	포함
intent	시도
document	문서로
document	문서
clara	클라라
utc	utc
utc	표준시
clàssica	클래식
clàssica	고전주의
clàssica	고전
mínim	최소
estàndard	스탠더드
estàndard	표준
representant	대표자
representant	대표
altura	높이
altura	키는
escultura	조각상
escultura	조각
editor	편집기
editor	편집자
editor	에디터
agència	에이전시
agència	대행사
agència	대리점
visió	비전
visió	시력
visió	시각
cim	cim
international	국제
international	인터내셔널
americans	미국인
elegit	선정
esteve	스테파노
esteve	스티븐
musulmans	무슬림
gira	회전
retorn	반납
retorn	반환
retorn	리턴
retorn	귀환
retorn	복귀
concurs	콘테스트
concurs	대회
acceptar	수락
reacció	반응
reacció	공감
golf	골프
global	글로벌
global	전역
directe	직접
directe	직통
directe	direct
directe	다이렉트
marit	남편
terrestre	지상
rang	계급
rang	순위
actuals	현재
actuals	전류
responsable	책임
responsable	책임감
partida	게임
partida	경기
pacífic	태평양
pacífic	퍼시픽
matèria	물질
arbre	트리
arbre	나무
florida	플로리다
propis	소유
declarar	선포
cicle	주기
cicle	순환
cicle	사이클
llegenda	전설
llegenda	레전드
llançament	출시
llançament	실행
llançament	발사
llançament	런칭
processos	프로세스
orient	오리엔트
patir	고통받고
similars	비슷함
similars	유사한
similars	비슷한
similars	유사
estrelles	항성
estrelles	스타
enviat	보냄
enviat	전송
caixa	box
caixa	상자
caixa	박스
utilitzant	사용하기
estructures	구조물
estructures	구조
ciutadans	시민
ciutadans	시민들
signar	기호
signar	서명
signar	사인
guerres	전쟁
femení	암컷
femení	여성
generació	세대
survey	설문조사
platja	바닷가
platja	해변
platja	비치
publicacions	게시글
publicacions	게시물
pell	스킨
pell	피부
invasió	침략
invasió	침공
all	마늘
papers	종이
papers	신문
papers	페이퍼
papers	서류
casat	결혼
àrabs	아랍인
deixant	떠나
deixant	떠나기
andorra	안도라
aliats	연합군
aliats	연합국
comptes	계좌
comptes	계정
atenes	아테네
nobel	노벨
terrassa	테라스
crist	그리스도
crist	크라이스트
gèneres	장르
pilot	조종사
pilot	파일럿
ambdues	둘다
igualment	비슷함
igualment	비슷하게
arbres	나무들
arbres	트리
arbres	나무
ulls	눈빛
conservació	보존
conservació	보전
presidència	대통령
actuació	공연
actuació	성과
actuació	성능
usa	이용하기
usa	사용하기
usa	사용
usa	이용
usa	사용하다
usa	usa
usa	미국
documentació	설명서
documentació	문서
concerts	연주회
concerts	콘서트
hongria	헝가리
comunitats	커뮤니티
comunitats	공동체
plans	플랜
plans	계획
artístic	예술적
ducat	공국
freqüència	주파수
freqüència	빈도
aconsegueix	get
aconsegueix	받기
mètodes	수단
mètodes	메서드
mètodes	방법
poques	몇몇
sub	서브
algú	누군가
experiència	경험
experiència	체험
xile	칠레
esmenta	언급
expansió	팽창
expansió	급팽창
expansió	전개
expansió	확장
aeroport	공항
aeroport	국제공항
curt	커트
curt	짧게
curt	쇼트
curt	짧은
alumnes	학생
alumnes	학생들
alumnes	유학생
veïns	이웃들
veïns	이웃
veïns	이웃
restaurant	음식점
restaurant	레스토랑
restaurant	식당
retornar	반납
retornar	반환
retornar	리턴
retornar	귀환
retornar	복귀
bellesa	아름다움
bellesa	미녀
bellesa	미용
bellesa	미모
bellesa	미인
man	남자
man	남성
man	사람
guitarra	guitar
guitarra	기타
tradicionals	전통적
tradicionals	전통적인
tradicionals	전통
democràtica	민주당
turquia	터키
turquia	칠면조
decisió	의사결정
decisió	결정
mesures	조치
mesures	측정
mesures	대책
atlàntic	애틀랜틱
atlàntic	대서양
selva	정글
instrument	악기
instrument	계기
titular	헤드라인
titular	제목
elèctric	전기
advocat	변호사
menors	미성년자
fruit	과일
fruit	열매
fruit	과일과
ucraïna	우크라이나
solució	해결책
solució	솔루션
eslovàquia	슬로바키아
vent	바람
primavera	봄이
primavera	스프링
grand	그랜드
correu	편지
correu	메일
correu	우편
dinamarca	덴마크
desenvolupat	선진
aplicacions	애플리케이션
aplicacions	어플리케이션
texas	텍사스
relativament	상대적으로
badia	베이
sicília	시칠리아
ordres	명령
ordres	명령어
ordres	주문
coordenades	좌표
coordenades	좌표계
banc	뱅크
banc	은행
religiós	종교
vehicles	차량
augment	증가
ocell	조류
possessió	소지
persecució	박해
càrrecs	청구
científic	과학자
oceà	바다
oceà	오션
cònsol	영사
rebut	받았습니다
rebut	받은
rebut	받음
jardí	가든
jardí	정원
nàpols	나폴리
perú	페루
medalles	메달
autoritats	당국
registre	레지스터
registre	등록
tribunal	법정
tribunal	재판소
tribunal	법원
mestres	교사들
mestres	교사
recorregut	투어
recorregut	관광
recorregut	둘러보기
recorregut	구경
recorregut	여행
error	실수
error	오류
denominació	이름
capítol	chapter
capítol	챕터
malalties	질병
dolça	달콤한
joventut	청년
joventut	청소년
joventut	젊음
joventut	청춘
artística	예술적
matemàtiques	수학
peus	발발
decoració	장식
decret	법령
recentment	최근
recentment	최근에
culte	숭배
culte	컬트
culte	예배
culte	숭배
culte	경배
grecs	그리스인
columna	칼럼
columna	기둥
menjar	푸드
menjar	음식
menjar	식량
menjar	식품
inclòs	포함
inclòs	포함됨
inclòs	포함
japonès	일본어
japonès	일본
japonès	일본인
noble	귀족
noble	노블
murs	성벽
dotze	twelve
london	런던
immediatament	즉시
conferència	회담
conferència	콘퍼런스
conferència	회의
reconèixer	인식
xinès	중국인
xinès	중국어
columnes	칼럼
columnes	기둥
institució	기관
tallers	워크샵
tallers	워크숍
ple	가득
cua	꼬리
finestra	창문
altes	ups
sèries	시리즈
rodríguez	로드리게스
rodríguez	로드리게즈
franco	프랑코
franco	프랭코
moments	moments
moments	순간
corea	한국
corea	코리아
png	png
ferrocarril	철도
ferrocarril	철도
bloc	블로그
bloc	블록
bloc	차단
bloc	블록
bloc	블럭
turisme	관광
estany	연못
definició	정의
òrbita	궤도
condició	조건
músic	음악가
músic	연주자
músic	뮤지션
nació	네이션
nació	국민
groc	황색
groc	노랑색
groc	노란색
groc	노랑
cercle	서클
cercle	circle
aèria	공중
aèria	항공기
falta	부족
falta	실종
falta	누락
falta	missing
objectius	목표
torn	쉬프트
torn	shift
torn	시프트
torn	선반
torn	턴제
contrari	반대편
contrari	반대로
contrari	반대
parets	성벽
originalment	원래
ferrer	대장장이
abadia	수도원
notícies	뉴스
notícies	소식
mark	표시
mark	마르크
mark	마크
funcionament	작동
funcionament	작전
familia	가족
familia	가족과
familia	패밀리
nen	아이유
cat	고양이
diàmetre	직경
diàmetre	지름
escòcia	스코틀랜드
mandat	위임통치령
elecció	선택
introducció	소개
introducció	도입
introducció	소개팅
introducció	소개
introducció	intro
infanteria	보병
característica	기능
martín	마르틴
martín	마틴
ofereix	쿠폰
trenta	삼십
trenta	서른
descriu	설명
descriu	설명하기
posicions	직위
posicions	입장
posicions	포지션
pdf	pdf
esport	스포츠
esclaus	노예
familiar	익숙한
escriptura	쓰기
escriptura	글쓰기
vendre	판매하기
vendre	팔아
vendre	판매
cementiri	묘지
oxford	옥스포드
oxford	옥스퍼드
ajut	도움
ajut	도움말
components	구성요소
components	부품
components	성분
patró	패턴
físic	물리학자
físic	물리적
físic	물리
tom	탐라
jones	존스
perdut	분실
perdut	로스트
perdut	잃어버린
saló	라운지
saló	미용실
saló	살롱
naturalesa	자연
organitzacions	단체
jacques	자크
natura	자연
jerusalem	예루살렘
segurament	확실히
cuba	쿠바
científics	과학자
potència	파워
potència	전력
potència	권력
roba	옷이
fotografies	사진들
fotografies	사진
fotografies	사진들
fotografies	픽처스
coronel	대령
possibles	가능한
possibles	가능
white	하얀
white	화이트
white	흰색
white	하얀색
white	하얗게
cavaller	기사
cavaller	나이트
propera	다음
propera	넥스트
armènia	아르메니아
armènia	아르메니아인
permanent	영구적
permanent	영구
destacat	추천
destacat	대표
guió	대시
guió	문자
guió	스크립트
google	구글
escenes	장면
lingüística	언어학
descendents	후예
descobert	발견됨
retirada	후퇴
retirada	철수
retirada	금단
professionals	전문가
professionals	프로페셔널
professionals	프로
professionals	전문
professionals	전문가
pisos	바닥
cadascun	각각
colòmbia	콜롬비아
taiwan	타이완
taiwan	대만
carolina	카롤리나
carolina	캐롤라이나
episodi	에피소드
derrotat	패배
intervenció	간섭
intervenció	개입
bach	바흐
esperit	스피릿
esperit	정신
documental	다큐멘터리
síria	시리아
tret	총상
independents	독립
independents	독립적
scott	스콧
scott	스캇
diferències	차이와
diferències	차이
diferències	차이점
alliberament	출시
alliberament	발매
alliberament	릴리스
alliberament	릴리즈
alliberament	개봉
alliberament	해방
gel	빙빙
gel	얼음
gel	아이스
límits	한계
límits	제한
clàssic	클래식
clàssic	고전
canals	채널
canals	운하
fusió	융합
fusió	핵융합
fusió	퓨전
abandona	종료
abandona	끝내기
ocells	새들
portada	커버
portada	덮개
portada	표지
idioma	언어
fàcil	쉽게
fàcil	쉬운
fàcil	쉬워
fàcil	아쉬운
marie	마리야
marie	마리
hereu	상속인
hereu	상속
hereu	상속자
perill	위험
capa	계층
capa	레이어
mediterrània	지중해
exili	망명
exili	exile
múltiples	다중
venda	판매
venda	세일
desert	사막
especials	스페셜
especials	특수
especials	특별한
especials	스페셜
especials	특별
públiques	공공
públiques	공개
públiques	공중
protegir	보호하기
protegir	protect
protegir	보호
programari	소프트웨어
alacant	알리칸테
amplada	너비
cel	하늘
cel	천국
cel	하늘
cel	스카이
durada	기간
senat	상원
senat	상원의원
mitologia	신화
civils	민간인
html	html
minerals	미네랄
explicar	설명
explicar	설명해
explicar	설명하기
explicar	설명해주세요
esdeveniment	이벤트
sánchez	산체스
àngel	천사
àngel	엔젤
uruguai	우루과이
curses	커리어
mediterrani	지중해
proteïnes	단백질
proteïnes	단백질
circumscripció	선거구
islam	이슬람교
islam	이슬람주의
islam	이슬람
normes	규칙
virus	바이러스
tomba	무덤
frank	프랑크
frank	프랭크
plena	가득
regular	정규
regular	보통
productor	프로듀서
productor	제작자
assegurar	보안
arribant	출시
arribant	coming
risc	위험
risc	리스크
contracte	계약
contracte	계약서
factors	요인
tenint	베어링
sultà	술탄
oberta	오픈
oberta	열기
verge	버진
verge	처녀
descobriment	디스커버리
descobriment	발견
trobada	모임
trobada	회의
trobada	만남
trobada	미팅
car	비싼
car	비싸다
bandes	밴드
alps	알프스
sòl	토양
enginyeria	공학
enginyeria	엔지니어링
paisatge	조경
paisatge	경관
paisatge	풍경
granada	그라나다
catalina	카타리나
catalina	카탈리나
opinió	의견
revistes	잡지
chicago	시카고
deriva	드리프트
edward	에드워드
globus	글로브
globus	풍선
globus	풍선
dominis	도메인
parlants	스피커
val	val
difusió	확산
acabat	완료
acabat	마무리
acabat	마침
acabat	끝내기
acabat	완료
acabat	완료되었습니다
carboni	탄소
identitat	정체성
identitat	본인
humanitat	인류
rio	리오
protagonista	주인공
cartes	카드
roques	바위
tradicionalment	전통적으로
adquirir	습득
adquirir	확보
adquirir	획득
catàleg	카탈로그
catàleg	카탈로그
escultor	조각가
escultor	조각가자리
tony	토니
bisbes	주교
propietari	주인
propietari	소유자
journal	학술
journal	학술지
journal	저널
harry	해리
harry	헤리
comportament	행동
comportament	동작
comportament	행위
exposicions	박람회
exposicions	전시회
ningú	아무나
ningú	누구나
ningú	아무도
republicà	공화당
cavalleria	기병대
cavalleria	기병
paleta	팔레트
restaurants	음식점
restaurants	레스토랑
restaurants	식당
finalitat	목적
congo	콩고
converteix	변환
converteix	전환
candidat	후보
candidat	후보자
plataforma	플랫폼
presents	현재
presents	선물
angle	각도
angle	앵글
habitualment	보통
dansa	댄스
dansa	무용
visita	방문
visita	방문하기
coral	산호
entrevista	인터뷰
entrevista	면접
motors	엔진
fred	춥다
fred	감기
fred	추위
fred	차가운
fred	프레드
portuguès	포르투갈령
portuguès	포르투갈어
corda	로프
corda	밧줄
corda	줄넘기
pensament	생각
milers	수천만
milers	수천
armada	해군
armada	네이비
inscripció	등록
iniciativa	이니셔티브
flandes	플랜더스
perfil	프로파일
perfil	프로필
transició	전이
cova	케이브
cova	동굴
adaptació	적응
teresa	테레사
tasques	작업
tasques	태스크
ceràmica	세라믹
ceràmica	도자기
ceràmica	세라믹
ceràmica	도자기
ràpid	빠르다
ràpid	빨라
ràpid	빠름
arxius	파일
dubte	의심
moneda	통화
moneda	화폐
moneda	동전
facultat	학부
facultat	교수
habita	체류
foto	사진
salt	소금
enginyer	기술자
enginyer	엔지니어
enginyer	공학자
consum	소비
nobles	귀족
realment	정말로
realment	정말
caça	사냥
partícules	입자
college	대학교
college	대학
college	칼리지
college	대학생
destrucció	파괴
tren	열차
tren	기차
tren	트레인
usat	사용함
usat	사용됨
usat	사용
belga	벨기에
cavalls	말들
calendari	달력
calendari	캘린더
descriure	설명
descriure	설명하기
aconseguit	달성
adoptar	입양
infant	아이유
reunió	모임
reunió	회의
reunió	만남
reunió	미팅
aliments	음식
aliments	식품
parell	피어
parell	동료
williams	윌리암스
williams	윌리엄스
pop	pop
resolució	해상도
resolució	결의
oncle	삼촌
oncle	아저씨
ficció	소설
ficció	픽션
ficció	허구
ocasió	행사
nadal	크리스마스
time	시간
time	타임
time	time
públics	공공
públics	공개
públics	공중
walter	월터
walter	발터
anat	gone
pesca	낚시
crític	평론
crític	크리틱스
crític	비평가
crític	크리티컬
geòrgia	조지아어
geòrgia	조지아
carn	고기
produït	제작
marroc	모로코
detalls	세부사항
estendre	뿌려
bàsquet	농구
senzill	단순
senzill	간단
senzill	심플
senzill	단순한
senzill	간단하다
senzill	간단한
css	css
volums	볼륨
exteriors	외국인
gabriel	게이브리얼
gabriel	가브리엘
eines	도구
retrat	초상화
retrat	세로
retrat	인물
pantalla	화면
pantalla	스크린
estrena	시사회
diccionari	사전
definitivament	확실히
conquerir	정복
guanyat	획득
guanyat	획득한
accident	교통사고
accident	사고
vot	투표
tendència	추세
tendència	trend
tendència	경향
tendència	트렌드
ordinador	컴퓨터
ruïnes	폐허
fama	명성
fama	페임
cuina	부엌
cuina	주방
vols	항공편
vols	비행
variant	변종
russos	러시아인
cèsar	카이사르
cèsar	시저
llistes	리스트
llistes	목록
comèdia	코미디
comèdia	희극
comèdia	코메디
das	das
originals	오리지널
clarament	명확하게
clarament	명백하게
clarament	명백히
univers	우주
significat	의미
alfred	알프레드
alfred	앨프레드
alfred	앨프리드
concretament	구체적으로
lleugerament	약간
continental	콘티넨탈
continental	대륙
continental	콘티넨털
extinció	대량절멸
extinció	대멸종
extinció	멸종
destruir	파괴
persa	페르시아
persa	페르시아인
persa	페르시안
persa	페르시아어
equipament	장비
llegir	읽음
llegir	읽어보기
llegir	읽기
llegir	읽는다
llegir	읽고
max	맥스
max	막스
max	최대
max	max
avions	비행기
masculí	남성
masculí	수컷
nota	노트
nota	참고
fàcilment	쉽게
actors	배우
compondre	작성
compondre	쓰기
compondre	작성하기
creixent	growing
creixent	성장
creixent	자라고
vocal	모음
jack	젝스키스
eduard	에드워드
florència	플로렌스
florència	피렌체
interna	내부
vapor	증기
vapor	증기
vapor	스팀
directa	직접
directa	직통
directa	direct
directa	다이렉트
certes	특정
roman	로만
roman	로마
bateria	전지현
bateria	전지
bateria	배터리
guia	안내서
guia	가이드
guia	안내
gràcia	그레이스
gràcia	은혜
romania	루마니아
romania	루마니아인
romania	루마니아어
màquina	머신
màquina	기계
màquina	주최
màquina	호스트
decideix	결심
execució	처형
execució	실행
estacions	시즌
estacions	계절
estacions	스테이션
excepció	예외
canó	대포
canó	캐넌포
canó	캐논
designació	약속
designació	예약
literària	문학
costats	측면
comprar	사기
estret	해협
estret	좁은
estret	좁아
estret	좁다
escriu	쓰기
escriu	글쓰기
system	체계
system	시스템
fenomen	현상
cost	비용
agent	에이전트
agent	요원
agent	대리인
impacte	영향
impacte	영향력
impacte	임팩트
fosc	어둡게
fosc	다크
fosc	어두운
fosc	어둠
organismes	미생물
flor	꽃이
flor	플라워
ala	ala
promoció	홍보
promoció	프로모션
promoció	승진
declaració	성명서
declaració	진술
declaració	선언
guanyador	승리자
guanyador	우승자
guanyador	winner
guanyador	승자
della	델라
vehicle	차량
seccions	섹션
postal	엽서
millora	향상
millora	개선
preu	가격
preu	프라이스
super	슈퍼
llar	집에
llar	고향
llar	집으로
llar	가정
circular	순환
circular	원형
metall	메탈
metall	금속
escriptors	작가
crítiques	리뷰
veneçuela	베네수엘라
violí	바이올린
violí	바이올린
aniversari	생일
aniversari	기념일
disputa	분쟁
esports	스포츠
ocupat	바쁜
ocupat	바쁘다
ocupat	바빠
gòtic	고딕
filòsof	철학자
filòsof	철학
èxits	성취
èxits	달성
èxits	업적
èxits	기록
barris	동네
interessos	관심사
controlar	제어
entendre	이해
entendre	이해하기
entendre	알아듣기
avinguda	애비뉴
democràtic	민주당
defineix	정의하기
defineix	정의
emir	아미르
emir	에미르
natal	나탈
tolosa	툴루즈
comunicacions	커뮤니케이션
comunicacions	통신
comunicacions	커뮤니케이션스
saxònia	작센
cant	노래
nostre	우리의
aus	새들
cristianisme	기독교
electoral	선거
exemplars	복사
exemplars	복사본
exemplars	사본
suma	합계
baviera	바이에른
centrals	중부
centrals	센트럴
lectura	독서
lectura	읽고
lectura	읽기
raons	이유
còmic	코믹스
còmic	만화
còmic	만화가
occidentals	서양인
secret	시크릿
secret	비밀
tècnic	테크니컬
tècnic	기술
tècnic	기술적
tècnic	기술자
nacionalitat	국적은
nacionalitat	국적
estén	연장
donada	주어진
dura	열심히
dura	하드
dura	어려워
alexander	알렉산드르
alexander	알렉산더르
alexander	알렉산더
financera	재무
financera	금융
francesco	프란체스코
cristià	기독교
cristià	크리스티안
cristià	크리스천
cristià	크리스찬
zero	제로
definir	정의하기
definir	정의
nebot	조카
colònies	식민지
produeixen	프로듀스
vies	트랙
hotel	호텔
temperatures	기온
temperatures	온도
otomà	오스만
crea	만듭니다
crea	만들기
crea	생성
crea	만드세요
enemics	적들
utilitzats	사용함
utilitzats	사용됨
utilitzats	사용
senyors	신사
protegit	보호
amenaça	위협
vegetació	식물
iraq	이라크
conflictes	갈등
conflictes	분쟁
músics	음악가
músics	연주자
músics	뮤지션
nacionalista	국민주의
resoldre	해결
resoldre	풀기
resoldre	해결
dibuix	그리기
monarquia	군주제
monarquia	군주
factor	팩터
factor	인자
factor	요인
activa	활성화
activa	활성화하기
missatge	메시지
missatge	메세지
presentació	프레젠테이션
anell	링링
anell	반지
anell	소환
mary	메리
mary	마리아
democràcia	민주주의
democràcia	민주화
filipines	필리핀
absència	부재
prefix	접두어
prefix	접두사
històries	스토리
històries	소식
branques	나뭇가지
disciplina	규율
presoners	죄수
plantilles	템플릿
one	하나
discurs	담화
discurs	연설
discurs	음성
transmissió	변속기
transmissió	전송
flora	플로라
cadascuna	각각
profunditat	깊이
profunditat	농도
capçalera	헤더
mineral	광석
mineral	미네랄
mineral	광물
superar	극복
constantinoble	콘스탄티노
composicions	작곡
continent	대륙
arthur	아서
períodes	생리
períodes	월경
períodes	마침표
sierra	시에라
criteris	기준
andré	안드레
atmosfera	대기
atmosfera	분위기
bones	좋다
geografia	지리학
geografia	지리
combinació	조합
macedònia	마케도니아
macedònia	마케도니아인
botigues	상점
botigues	가게
botigues	매장
botigues	가게
botigues	상점
botigues	스토어
nét	손자
disposició	배치
disposició	layout
disposició	레이아웃
sacerdot	신부
sacerdot	성직자
windows	윈도우
adn	dna
coma	혼수
coma	쉼표
episodis	에피소드
ona	파도
ona	웨이브
ona	물결
ona	파동
organisme	생물
organisme	생명체
paletes	팔레트
taules	테이블
onze	일레븐
pati	마당
víctor	빅토르
víctor	빅터
veritat	진실
veritat	진리
junts	함께
junts	같이
particularment	특히
maneres	방법
