din	no
cerut	pieprasījis
cerut	pieprasīts
cerut	pieprasītais
xiv	xiv
comanda	pavēlniecība
comanda	komanda
comanda	vadība
comanda	pasūtījums
comanda	kārtība
comanda	pasūtīt
comanda	rīkojums
comanda	secība
comanda	pavēlniecība
comanda	komanda
comanda	vadība
comanda	pasūtījums
comanda	kārtība
comanda	pasūtīt
comanda	rīkojums
comanda	secība
interior	iekšpusē
interior	iekšā
interior	iekšējā
interior	iekšējais
interior	interjera
interior	iekšlietu
interior	iekšējais
interior	iekšējie
friedrich	frīdrihs
madrid	madrid
madrid	madridē
madrid	madrides
madrid	madride
bani	naudu
bani	nauda
bani	naudas
xvii	xvii
secole	gadsimtiem
crearea	izveidošanas
crearea	izveide
crearea	izveidošana
crearea	radīšana
crearea	radot
crearea	radīšana
ron	ron
arondismentul	arrondissement
sah	šaha
sah	shah
sah	šaha
sah	šaha
argint	sudrabs
argint	sudraba
argint	silver
intra	ievadīt
intra	ievadi
intra	ieiet
intra	ievadīt
intra	ievadi
intra	ieiet
norvegia	norvēģija
regina	regīna
regina	dāma
regina	karaliene
regina	queen
regina	karalienes
regina	dāma
regina	karaliene
regina	queen
regina	karalienes
galerie	galerija
galerie	galerijā
galerie	galerijas
decis	izlēma
decis	nolēma
decis	nolēmusi
decis	izlemts
decis	nolemts
dnipropetrovsk	dņepropetrovska
unitate	vienotība
unitate	vienība
johann	johans
campania	kampānijas
campania	kampānijā
campania	kampaņa
campania	kampaņā
compus	salikti
partid	ballīte
partid	party
partid	partija
partid	puse
scop	nolūks
scop	mērķis
moderne	mūsdienu
moderne	modernā
moderne	moderni
moderne	moderns
moderne	moderna
descrie	aprakstīt
descrie	raksturot
descrie	apraksta
conditii	apstākļi
conditii	nosacījumi
conditii	stāvokļi
conditii	apstākļi
conditii	nosacījumi
conditii	stāvokļi
energie	enerģētika
energie	enerģija
schimbat	mainījies
schimbat	mainītas
schimbat	mainīta
schimbat	mainīts
extrem	ārkārtīgi
extrem	ārkārtīgi
tratatul	līgums
elvetia	šveice
elvetia	šveicē
elvetia	šveice
elvetia	šveicē
elvetia	šveice
elvetia	šveicē
eveniment	notikums
totul	viss
totul	visam
totul	visu
ana	ana
aer	gaiss
standard	standartam
standard	standarta
standard	standarts
miscarea	kustība
miscarea	kustību
miscarea	kustība
miscarea	kustību
miscarea	kustība
miscarea	kustību
solid	cietais
solid	cietā
solid	cieta
solid	ciets
sezon	sezonai
sezon	sezonu
sezon	sezonas
sezon	sezonā
sezon	sezona
stadionul	stadionā
stadionul	stadions
studiile	pētījumi
anuntat	paziņots
anuntat	paziņoja
anuntat	paziņots
anuntat	paziņoja
cazuri	lietas
cazuri	gadījumi
cazuri	korpusi
cazuri	gadījumos
sine	sine
latina	latīņu
latina	latīņu
latina	latina
munte	kalns
munte	kalnu
edward	edvard
edward	edvards
descopera	atklāt
descopera	atklāj
descopera	atklāt
descopera	atklāj
conducator	valdnieks
conducator	vadītājs
conducator	vadonis
conducator	līderi
conducator	leader
conducator	līderis
evenimentul	notikums
pozitie	amats
pozitie	novietojums
pozitie	pozīcija
pozitie	amats
pozitie	novietojums
pozitie	pozīcija
pozitie	amats
pozitie	novietojums
pozitie	pozīcija
masa	galds
masa	galdiņš
masa	tabula
masa	galda
masa	masas
masa	masa
masa	maltītes
masa	ēdiens
masa	ēdienreizes
masa	milti
masa	maltīte
masa	galds
masa	galdiņš
masa	tabula
masa	galda
masa	masas
masa	masa
masa	maltītes
masa	ēdiens
masa	ēdienreizes
masa	milti
masa	maltīte
maritime	piejūras
maritime	jūrniecības
povestea	stāsts
spatiu	telpa
spatiu	kosmoss
spatiu	telpa
spatiu	kosmoss
spatiu	telpa
spatiu	kosmoss
bas	bass
opt	astoņas
opt	astoņi
opt	astoņus
opt	astoņiem
coreea	koreja
coreea	korejā
coreea	korejas
interne	iekšēji
interne	iekšējā
interne	iekšējais
interne	iekšēja
interne	iekšējs
interne	iekšējie
eugen	eugen
incearca	mēģini
incearca	pamēģini
incearca	mēģināt
incearca	mēģini
incearca	pamēģini
incearca	mēģināt
reprezentat	pārstāvēts
reprezentat	pārstāvētas
reprezentat	pārstāvēta
reprezentat	pārstāvēti
parlamentului	parlaments
teren	lauks
teren	lauka
teren	laukā
teren	zemi
teren	zeme
teren	zemes
teren	apvidus
teren	reljefa
burgundia	bordo
serbia	serbijas
serbia	serbija
serbia	serbijā
marcat	guva
marcat	atzīmēti
marcat	atzīmēts
marcat	marķēts
vinnita	vinnica
london	londona
london	londonā
london	london
utilizat	izmanto
utilizat	lietots
utilizat	izmantotais
utilizat	izmantots
utilizat	lietoti
utilizat	lietota
produce	ražot
produce	produkcija
produce	ražo
france	franciju
france	francijā
france	francija
france	france
cult	kults
cult	dievkalpojumu
otto	otto
otto	oto
control	kontrole
control	kontroles
control	kontrolēt
preot	mācītājs
versiune	redakcija
versiune	versija
facute	izgatavots
facute	made
lorena	lorena
pastreaza	turēt
pastreaza	paturēt
iosif	džozefs
iosif	joseph
vrea	grib
vrea	vēlas
conditiile	apstākļi
conditiile	nosacījumi
conditiile	stāvokļi
conditiile	apstākļi
conditiile	nosacījumi
conditiile	stāvokļi
emil	emils
emil	emīls
bucovina	bukovina
pictura	gleznu
pictura	krāsošana
pictura	zīmēšana
pictura	glezna
pictura	gleznu
pictura	krāsošana
pictura	zīmēšana
pictura	glezna
zilele	dienām
zilele	dienās
zilele	dienas
prezentat	uzrādīts
prezentat	iesniegts
prezentat	iesniegtie
prezentat	iesniegti
prezentat	iesniegta
sala	vingrošanas
sala	vingrošanas
turcia	turciju
turcia	turcijā
turcia	tītara
turcia	turcija
turcia	turcijas
animale	dzīvniekus
animale	dzīvniekiem
animale	dzīvnieki
medicina	zāles
medicina	medicīna
medicina	zāles
medicina	medicīna
producator	ražotājs
producator	izgatavotājs
producator	ražotājs
producator	ražotājs
producator	izgatavotājs
producator	ražotājs
relativ	relatīvais
relativ	radinieks
relativ	relatīvi
relativ	relatīvā
relativ	salīdzinoši
relativ	relatīvi
relativ	samērā
vecine	kaimiņš
vecine	kaimiņvalsts
vecine	kaimiņu
vecine	kaimiņš
material	materiāli
material	materiāls
regiuni	reģioni
bogdan	bogdan
basarabia	besarābija
dolari	dolāros
dolari	dolārus
dolari	dolāri
inaltime	augumu
inaltime	augums
inaltime	augstums
inaltime	augumu
inaltime	augums
inaltime	augstums
inaltime	augumu
inaltime	augums
inaltime	augstums
imaginea	attēla
imaginea	attēls
imaginea	attēlu
parlamentul	parlaments
statutul	statuss
statutul	statūti
statutul	statūtos
umane	cilvēks
umane	cilvēka
umane	cilvēku
natural	dabīgais
natural	dabas
natural	dabīgs
natural	dabiskā
natural	dabīgi
natural	dabiski
natural	dabīgi
planul	plāna
planul	plāns
planul	plānā
textul	teksts
plecat	prom
medalia	medaļu
medalia	medaļa
inregistrat	ierakstīti
inregistrat	reģistrētais
inregistrat	reģistrētie
inregistrat	reģistrēta
inregistrat	reģistrētas
inregistrat	reģistrētā
inregistrat	reģistrēti
inregistrat	reģistrēts
inregistrat	reģistrētie
inregistrat	reģistrēta
inregistrat	reģistrētas
inregistrat	reģistrētā
inregistrat	reģistrēti
inregistrat	reģistrēts
inregistrat	ierakstīti
inregistrat	reģistrētais
administrative	administratīvā
administrative	administratīvi
administrative	administratīvais
administrative	administratīva
administrative	administratīvie
turci	turkiem
turci	turku
turci	turcijas
münchen	minhenē
münchen	minhenes
xiii	xiii
belgia	beļģija
belgia	beļģijā
jack	džeks
jack	jack
normandia	normandijas
sora	māsa
sora	māsa
actiuni	akcijas
actiuni	darbības
autoritatile	iestādes
autoritatile	iestādes
vine	nāk
vine	atnāk
name	vārds
name	nosaukums
raspuns	atbildēt
raspuns	atbildi
raspuns	atbilde
raspuns	atbildēt
raspuns	atbildi
raspuns	atbilde
raspuns	replikas
raspuns	reakcija
raspuns	atbilde
rezultate	rezultāti
rezultate	rezultātus
camera	istaba
camera	istabā
camera	istabas
camera	telpa
camera	istabu
camera	istaba
camera	istabā
camera	istabas
camera	telpa
camera	istabu
anna	anna
discutii	pārrunas
discutii	apspriešana
discutii	diskusijas
discutii	diskusija
discutii	apspriedes
discutii	diskusijas
discutii	apspriedes
discutii	diskusijas
discutii	pārrunas
discutii	apspriešana
discutii	diskusijas
discutii	diskusija
poezie	dzejolis
poezie	dzeja
poezie	dzejas
economic	ekonomikas
economic	ekonomiskais
economic	ekonomiskā
economic	ekonomiska
economic	ekonomiska
obiecte	objekti
obiecte	priekšmeti
acasa	mājās
acasa	home
acasa	mājas
acasa	majas
acasa	mājās
acasa	home
acasa	mājas
acasa	majas
budapesta	budapeštas
consilier	padomnieks
consilier	padomdevējs
consilier	konsultants
consilier	padomdevējs
consilier	konsultants
consilier	padomnieks
sfarsit	beigas
sfarsit	beigas
secolele	gadsimtiem
secretar	sekretāre
secretar	sekretārs
permis	atļauti
permis	atļauta
permis	atļauts
permis	atļautas
permis	atļautais
permis	atļauta
permis	atļauts
permis	atļautas
maxim	max
maxim	maks
maxim	makss
maxim	maksims
maxim	maksimālais
maxim	maksimums
maxim	maksimālā
maxim	maksimāli
danemarca	dānijā
danemarca	dānija
transport	transportēšana
transport	transports
transport	pārvadāšana
transport	pārvadājumi
transport	transports
transport	transportēšana
transport	pārvadāšana
coasta	krasts
coasta	piekraste
coasta	ribas
coasta	ribu
coasta	piekrastes
coasta	krasts
coasta	piekraste
vaslui	vaslui
mentionat	pieminēts
mentionat	minēts
mentionat	pieminēja
pavel	pauls
pavel	pols
pavel	pāvels
lei	lei
lei	lauvas
exact	tieši
exact	precīzi
exact	precīzs
exact	precīzas
exact	precīza
cronica	hronika
cronica	hroniska
cronica	hronisks
grupuri	grupām
grupuri	grupas
studiu	pētījums
studiu	izpēte
studiu	pētījuma
florin	berijs
sociala	sociāla
sociala	sociālie
sociala	sociālais
sociala	sociālā
sociala	sociāls
sociala	sociāla
sociala	sociālie
sociala	sociālais
sociala	sociālā
sociala	sociāls
fier	dzelzi
fier	dzelzs
nota	piezīme
nota	piezīme
motive	iemesli
motive	pamatojums
mount	kalna
pian	klavieres
pastrat	turēta
pastrat	turēti
ucis	nogalināti
ucis	nogalināts
ucis	nogalinājis
ucis	nogalināja
directia	virziens
directia	virziens
stie	zin
stie	zina
stie	zin
stie	zina
comun	kopējo
comun	bieži
marne	marnas
soldati	kareivji
soldati	karavīri
soldati	karavīru
soldati	kareivji
soldati	karavīri
soldati	karavīru
soldati	kareivji
soldati	karavīri
soldati	karavīru
administrativa	administratīvā
administrativa	administratīvi
administrativa	administratīvais
administrativa	administratīva
administrativa	administratīvie
miliarde	miljardos
miliarde	miljardi
miliarde	miljards
miliarde	miljardos
miliarde	miljardus
miliarde	miljardi
miliarde	miljardiem
modelul	modelis
modelul	model
modelul	modele
modelul	paraugs
stiu	zinu
stiu	zinām
stiu	zināt
ortodoxe	pareizticīgo
necesare	nepieciešami
necesare	nepieciešama
necesare	prasīts
necesare	pieprasīts
necesare	nepieciešams
necesare	nepieciešami
necesare	nepieciešama
necesare	nepieciešams
comentariu	komentārs
comentariu	komentēt
king	king
king	karalis
king	ķēniņš
actuala	pašreizējais
actuala	pašreizējo
actuala	pašreizējie
actuala	strāva
actuala	pašreizējā
varful	tip
varful	padoms
varful	gals
viitor	nākotnes
viitor	nākotne
viitor	nākotnē
viitor	nākotni
clar	skaidra
clar	skaidri
clar	skaidrs
clar	dzidrs
tanar	jauni
subiectul	subjekts
subiectul	temats
subiectul	objekts
subiectul	tēma
bronz	tan
bronz	bronzas
bronz	bronza
gabriel	gabriels
anton	antons
episcop	bīskaps
habsburg	habsburg
org	org
incheiat	pabeigti
incheiat	pabeigts
incheiat	pabeigta
incheiat	beidzās
ultimele	pēdējo
ultimele	pēdējais
ultimele	pēdējā
ultimele	pēdējās
ultimele	pēdējoreiz
ultimele	jaunākais
retras	pensijā
retras	atvaļināts
retras	atsaukts
retras	izņemti
retras	anulēta
sofia	sofijā
sofia	sofija
spatiul	telpa
spatiul	kosmoss
spatiul	telpa
spatiul	kosmoss
sediu	mītnes
sediu	mītne
river	upe
river	upes
interpretat	interpretēti
records	uzskaite
records	ieraksti
records	pieraksti
introdus	ieviesa
introdus	ieviests
introdus	ieviestie
miscare	kustība
miscare	priekšlikumu
miscare	priekšlikums
miscare	kustība
miscare	kustību
miscare	kustība
miscare	kustību
miscare	kustība
miscare	priekšlikumu
miscare	priekšlikums
miscare	kustība
miscare	kustību
industria	nozare
industria	rūpniecība
industria	industrija
femeie	sieviete
femeie	sievieti
femeie	sieviete
femeie	sievietes
femeie	sieviešu
franz	franz
franz	francis
medic	ārsts
medic	ārstam
medic	mediķi
comandant	komandants
comandant	kapteinis
comandant	komandiera
comandant	komandieris
comandant	komandieri
barbati	vīriešiem
barbati	vīri
barbati	vīrieši
barbati	vīriešiem
barbati	vīri
barbati	vīrieši
utilizarea	lietošana
utilizarea	lietojums
utilizarea	lietot
utilizarea	izlietot
utilizarea	izmantošana
tehnica	tehniskais
tehnica	tehniskā
tehnica	tehnika
tehnica	paņēmiens
tehnica	tehnika
tehnica	paņēmiens
dimitrie	dimitrije
documente	dokumenti
documente	dokumentus
inclus	iekļāva
inclus	iekļauta
inclus	iekļauti
inclus	iekļautas
inclus	iekļauts
satu	satu
volum	apjoms
volum	tilpums
muntenegru	melnkalne
max	max
max	maks
max	makss
meciuri	atbilst
baia	tualete
baia	vannasistaba
arthur	arturs
arthur	artūrs
corp	ķermeņa
corp	ķermenis
servicii	dienesti
servicii	pakalpojumi
servicii	serviss
servicii	apkalpošana
servicii	pakalpojumu
servicii	dienests
servicii	pakalpojums
colectia	savākšanas
colectia	kolekcijas
colectia	vākšana
colectia	savākšana
colectia	kolekcija
colectia	savākšanas
colectia	kolekcijas
colectia	vākšana
colectia	savākšana
colectia	kolekcija
lupte	cīnās
lupte	cīņas
victorie	win
victorie	laimē
victorie	uzvarēt
victorie	uzvara
victorie	uzvaras
scriitorilor	rakstnieki
prof	prof
walter	valters
venetia	venēcijas
venetia	venēcijas
venetia	venēcijas
desfasurat	izvietots
crestere	pieaugums
crestere	palielināt
crestere	palielināšana
crestere	palielinājums
crestere	pieaugums
crestere	augšana
crestere	izaugsme
crestere	pieaugums
crestere	augšana
crestere	izaugsme
oradea	oradea
dacia	dacia
house	māja
house	mājā
caracter	rakstzīme
caracter	raksturu
caracter	raksturs
valign	valign
numara	skaitīt
numara	saskaitīt
numara	skaits
teritoriu	teritorija
speciale	īpaša
speciale	īpašais
speciale	īpašs
speciale	īpašā
speciale	īpaši
south	dienvidu
south	dienvidos
south	dienvidi
inlocuit	nomainīts
inlocuit	aizstāts
gehrels	gērelss
saptamani	nedēļas
saptamani	nedēļām
saptamani	nedēļās
saptamani	nedēļas
saptamani	nedēļām
saptamani	nedēļās
alias	segvārdu
marin	marine
marin	jūras
albume	albumus
holmes	holmes
productia	ražošana
productia	produkcija
css	css
oscar	oskars
conflict	konflikts
conflict	konflikti
organizarea	organizācija
capul	vadītājs
capul	galvu
capul	galvas
capul	galva
ivan	ivans
nimeni	neviens
arheologic	arheoloģijas
aparare	aizstāvība
aparare	aizsardzība
aparare	aizsardzības
aparare	aizstāvība
aparare	aizsardzība
aparare	aizstāvība
aparare	aizsardzība
aparare	aizsardzības
aparare	aizstāvība
aparare	aizsardzība
alexander	aleksandrs
sensul	nozīme
sensul	jēga
urmator	next
urmator	nākamais
urmator	nākamā
urmator	nākamo
urmator	nākošais
jocuri	spēles
revolutia	revolūcija
revolutia	revolūcija
smith	smith
smith	smits
rivne	rivne
categorii	kategoriju
categorii	kategorija
categorii	kategorijā
categorii	kategorijās
categorii	kategorijām
categorii	kategorijas
noapte	nakts
noapte	naktī
noapte	nakti
acces	piekļūt
acces	pieeja
acces	piekļuve
matematica	matemātikā
matematica	matemātika
matematica	matemātika
matematica	matemātikas
matematica	matemātika
matematica	matemātika
matematica	matemātikas
matematica	matemātika
specifice	specifiskas
specifice	īpašie
primeste	saņemt
primeste	saņem
primeste	saņem
centrale	centrālā
centrale	centrālais
centrale	centrālās
lee	lī
povestiri	stāsti
scor	score
red	sarkani
red	sarkano
red	sarkana
red	sarkanais
red	sarkans
red	sarkanā
comunitati	kopienas
portugalia	portugālē
portugalia	portugāle
wiki	wiki
vlad	vlad
guvern	valdība
guvern	valdības
occidental	rietumu
occidental	western
anglo	anglo
propus	ierosināts
propus	ierosinātā
propus	ierosināta
propus	piedāvātais
propus	ierosinātie
barcelona	barselonas
barcelona	barselona
posibilitatea	iespēja
adevarat	patiesība
adevarat	taisnība
adevarat	patiess
adevarat	patiesa
adevarat	patiesība
adevarat	taisnība
adevarat	patiess
adevarat	patiesa
austro	austroungārijā
midi	midi
realizarea	realizācija
realizarea	realizētu
copiii	bērni
copiii	bērnus
copiii	bērniem
copiii	bērni
google	google
studiul	pētījums
studiul	izpēte
studiul	pētījuma
cuvant	vārdu
cuvant	vārdu
facuta	izgatavots
facuta	made
armate	armijas
dinamo	dinamo
constructii	celtniecība
constructii	būve
constructii	uzbūve
constructii	būvniecība
constructii	konstrukcija
constructii	celtniecība
constructii	būve
constructii	uzbūve
constructii	būvniecība
constructii	konstrukcija
refuzat	liegts
refuzat	noraidīts
refuzat	liegta
refuzat	atteikts
refuzat	atteikta
refuzat	samazinājās
refuzat	samazinājies
refuzat	noraidīts
refuzat	atteikta
refuzat	atteikts
refuzat	atteicās
oferit	piedāvātie
oferit	piedāvātas
oferit	piedāvātais
oferit	piedāvāts
independent	neatkarīgais
independent	neatkarīgi
independent	neatkarīga
independent	neatkarīgs
independent	neatkarīgas
independent	neatkarīgi
independent	patstāvīgi
terminat	pabeigti
terminat	pabeigts
terminat	pabeigta
terminat	gatavo
sprijinul	atbalstīt
sprijinul	atbalstu
sprijinul	atbalsts
sprijinul	atbalsta
ali	ali
moderna	mūsdienu
moderna	modernā
moderna	moderni
moderna	moderns
moderna	moderna
moderna	mūsdienu
moderna	modernā
moderna	moderni
moderna	moderns
moderna	moderna
calificat	kvalificēts
calificat	kvalificētu
calificat	kvalificēta
calificat	kvalificēti
sydney	sidnejas
puternica	stiprs
puternica	spēcīgs
puternica	stipra
puternica	spēcīgi
puternica	stipri
puternica	spēcīga
puternica	stiprs
puternica	spēcīgs
puternica	stipra
puternica	spēcīgi
puternica	stipri
puternica	spēcīga
puternica	spēcīgi
puternica	spēcīgs
volinia	volīnijas
foto	photo
foto	foto
foto	fotogrāfijā
ridicata	izvirzīja
jan	jan
jan	jans
xii	xii
scorul	score
bazat	balstīts
relatii	attiecības
relatii	attiecības
relatii	attiecības
relatii	attiecības
fifa	fifa
north	ziemeļi
north	ziemeļos
north	ziemeļu
ordine	pasūtījums
ordine	kārtība
ordine	pasūtīt
ordine	rīkojums
ordine	secība
ordine	rīkojumi
ordine	pasūtījumu
ordine	pavēle
ordine	pasūtījumi
ordine	pasūtījumus
democrat	demokrātiskas
democrat	demokrātisko
democrat	demokrātiskā
democrat	demokrātiska
democrat	demokrātu
democrat	demokrātu
democrat	demokrātiem
democrat	demokrāti
html	html
italiana	itāļu
italiana	itāliešu
italiana	itālijas
italiana	itāļu
italiana	itāliešu
italiana	itālijas
ternopil	ternopiļas
elisabeta	elizabete
elisabeta	elizabetes
elisabeta	elizabete
elisabeta	elisabeth
popa	popa
popa	mācītājs
trait	dzīvoja
trait	dzīvojis
trait	dzīvoja
trait	dzīvojis
seine	vads
seine	vadi
pro	pro
pro	plusi
milano	milānas
milano	milāna
milano	milano
partial	daļēji
partial	daļēja
partial	daļēji
partial	daļējs
partial	daļējas
partial	daļēji
partial	daļēji
partial	daļēji
forta	piespiest
forta	spēkā
forta	spēka
forta	spēks
forta	piespiest
forta	spēkā
forta	spēka
forta	spēks
forta	stiprums
forta	stiprība
forta	spēka
forta	izturība
forta	spēks
forta	piespiest
forta	spēkā
forta	spēka
forta	spēks
modern	mūsdienu
modern	modernā
modern	moderni
modern	moderns
modern	moderna
larga	plašs
larga	plaša
critic	kritiķis
critic	kritiskie
critic	kritiski
critic	kritisko
critic	kritiska
critic	kritisks
programul	programmā
programul	programma
programul	programmu
programul	programmā
programul	programma
programul	programmu
programul	grafiks
formatul	formāts
asociatia	apvienība
asociatia	biedrība
asociatia	asociācija
asociatia	apvienība
asociatia	biedrība
asociatia	asociācija
spectatori	skatītājiem
spectatori	skatītāji
spectatori	skatītājiem
spectatori	skatītājus
spectatori	skatītāji
personaje	rakstzīmes
personaje	zīmes
trupa	josla
trupa	joslas
trupa	josla
trupa	joslas
trupa	karaspēka
inalta	augstā
inalta	augstu
inalta	augsts
inalta	augsta
inalta	garš
inalta	augstā
inalta	augstu
inalta	augsts
inalta	augsta
inalta	garš
formarea	veidošanos
formarea	dibināšana
formarea	veidošanās
formarea	dibināšanas
formarea	veidošana
disc	diska
disc	disks
disc	disku
disc	diska
disc	disks
iulia	džūlija
participa	piedalās
participa	piedalās
participa	piedalīties
participa	piedalās
participa	piedalīties
activitati	darbības
activitati	aktivitātes
activitati	darbības
activitati	aktivitātes
suferit	cietuši
suferit	cietusi
suferit	cieta
suferit	cietis
print	princis
print	princis
print	princis
champagne	šampanieti
eric	eric
eric	ēriks
influenta	ietekme
influenta	ietekme
influenta	ietekmīgi
influenta	ietekme
air	gaiss
dunarii	donava
dunarii	donavas
comerciale	komerciāls
comerciale	komerciālais
comerciale	komerciālie
comerciale	komerciālā
comerciale	komerciāli
autonoma	autonoms
autonoma	autonomā
autonoma	autonomais
autonoma	autonoma
autonoma	autonomi
invins	pieveica
invins	pieveica
marius	marius
premiu	balva
premiu	balvu
premiu	apbalvošana
premiu	balva
premiu	piešķiršana
premiu	piešķiršanas
mark	atzīmēt
mark	zīme
mark	marks
educatie	izglītība
educatie	izglītība
coa	coa
recunoscut	atzina
recunoscut	atzīta
recunoscut	atzīts
recunoscut	atzītā
recunoscut	atzītas
recunoscut	atzīta
recunoscut	atzīti
recunoscut	atzīts
recunoscut	atzītas
recunoscut	atzīta
recunoscut	atzīti
recunoscut	atzīts
asezare	norēķini
asezare	norēķinu
dimensiuni	dimensijas
dimensiuni	izmēri
dimensiuni	gabarīti
dimensiuni	izmēri
activ	aktīvais
activ	aktīvs
activ	aktīvi
activ	aktīva
activ	aktīvā
hans	hans
hans	hanss
grad	pakāpes
grad	pakāpe
grad	grad
grad	grādu
grad	grāds
interviu	intervijas
interviu	intervijā
interviu	interviju
interviu	intervija
simon	simons
tratat	ārstēti
tratat	apstrādāta
tratat	apstrādāts
tratat	apstrādāti
tratat	līgums
maxima	maksimālais
maxima	maksimums
maxima	maksimālā
maxima	maksimāli
maxima	maksimālais
maxima	maksimums
maxima	maksimālā
maxima	maksimāli
sisteme	sistēmas
arbitru	ref
jocul	spēle
incredere	uzticību
incredere	pārliecība
incredere	uzticība
incredere	uzticēšanās
incredere	uzticēties
incredere	uzticēšanās
incredere	uzticība
incredere	uzticību
incredere	ticu
incredere	uzticību
incredere	pārliecība
incredere	uzticība
incredere	uzticēšanās
incredere	uzticēties
incredere	uzticēšanās
incredere	uzticība
incredere	uzticību
incredere	ticu
carl	kārlis
cantec	dziesma
cantec	dziesma
ajutor	palīgā
ajutor	palīdzība
ajutor	palīdzēt
ajutor	help
titular	turētājs
titular	īpašnieks
foc	ugunsgrēks
foc	uguns
foc	uguni
lege	tieslietas
lege	likums
curent	pašreizējais
curent	pašreizējo
curent	pašreizējie
curent	strāva
curent	pašreizējā
functii	funkcijas
exterior	ārējais
exterior	ārējā
exterior	ārējais
exterior	ārējs
exterior	ārējā
exterior	ārējais
exterior	ārējā
exterior	ārpuses
exterior	ārējie
catedrala	katedrāle
catedrala	katedrāle
starea	statuss
maghiar	ungāru
maghiar	ungārijas
frank	frenks
inchisoare	cietumā
inchisoare	cietuma
inchisoare	cietums
inchisoare	cietuma
inchisoare	cietums
scriitori	rakstnieki
tinut	turēta
tinut	turēti
tinut	turēti
tinut	turēts
tinut	turētas
scoli	skolas
scoli	skolām
scoli	skolas
scoli	skolām
grand	grand
ilie	elija
britanica	britu
britanica	briti
britanica	british
britanica	lielbritānijas
hitler	hitlers
hitler	hitlera
sectiunea	iedaļa
sectiunea	sadaļa
sectiunea	sekcija
sectiunea	iedaļa
sectiunea	sadaļa
sectiunea	sekcija
sterge	izdzēst
sterge	dzēst
sterge	izdzēst
sterge	dzēst
premiera	pirmatskaņojums
premiera	pirmatskaņojums
construite	celta
construite	būvēts
construite	uzbūvēts
construite	veidots
construite	būvēti
construite	būvēta
personale	personiska
personale	personīgie
personale	personīgais
personale	personīgā
personale	personīga
istoricul	vēsture
istoricul	vēstures
istoricul	vēsturi
istoricul	vēsturē
personaj	rakstzīme
personaj	raksturu
personaj	raksturs
facand	dari
facand	darām
facand	dara
cezar	cēzara
cere	ask
cere	prasīt
cere	jautāt
cere	lūgt
cere	jautā
relatiile	attiecības
relatiile	attiecības
avioane	lidmašīnas
avioane	lidaparāti
avioane	lidmašīnas
avioane	lidmašīnas
avioane	plaknes
colegiul	koledža
colegiul	kolēģija
colegiul	koledžā
colegiul	kolēģijas
colegiul	koledžas
securitate	drošība
securitate	drošības
catalina	catalina
catalina	catalina
originea	izcelsmi
originea	izcelsme
muntele	kalns
muntele	kalnu
muntele	kalna
inginer	inženieris
gura	muti
gura	mutē
gura	mutes
gura	mute
gura	muti
gura	mutē
gura	mutes
gura	mute
datele	datumi
datele	dati
finlanda	somija
finlanda	somijā
natura	daba
natura	raksturs
natura	dabu
natura	daba
natura	raksturs
natura	dabu
sovietic	padomju
anual	gada
anual	ikgadēja
anual	ikgadēji
anual	ikgadējais
anual	gada
marginea	malas
marginea	malu
marginea	mala
luxemburg	luksemburgu
luxemburg	luksemburgā
luxemburg	luksemburga
cercetari	pētījumi
cercetari	pētniecības
cercetari	pētniecība
cercetari	izpēte
cercetari	pētījumi
cercetari	pētniecības
cercetari	pētniecība
cercetari	izpēte
teritoriile	teritorijas
titluri	virsraksti
titluri	virsrakstos
titluri	virsraksti
galeria	galerija
galeria	galerijā
galeria	galerijas
dovedit	pierādīts
dovedit	pierādīts
dovedit	pierādīta
existente	esošie
existente	esošo
existente	esošā
existente	esošās
piesa	gabaliņš
piesa	gabals
piesa	gab
casatorie	laulība
casatorie	laulībā
casatorie	laulību
casatorie	laulības
casatorie	laulība
casatorie	laulībā
casatorie	laulību
casatorie	laulības
linii	līnijas
linii	rindas
filozofie	filozofijas
filozofie	filozofija
east	austrumos
east	austrumu
east	austrumi
litere	vēstulēs
litere	vēstules
litere	burti
locala	vietējie
locala	vietējā
locala	vietējais
locala	lokāla
locala	lokālā
practic	praktiska
practic	praktisks
practic	praktiski
practic	pamatā
practic	būtībā
practic	praktiski
cam	cam
protejata	aizsargāta
protejata	aizsargāti
protejata	aizsargāts
protejata	aizsargātas
noaptea	nakts
noaptea	naktī
noaptea	nakti
araba	arābu
araba	arābu
araba	arābu
parintii	vecāki
parintii	vecākiem
parintii	vecāki
parintii	vecākiem
arhitectura	arhitektūra
arhitectura	arhitektūra
regiunile	reģioni
egipt	ēģipte
scena	skatuves
scena	skatuve
scena	skatuves
scena	skatuve
feminin	sieviete
feminin	sievietes
feminin	sieviešu
considerate	uzskatīja
considerate	uzskatīts
considerate	apsvērta
considerate	uzskatīta
scadere	samazinājums
scadere	samazināt
sotie	sievas
sotie	sieva
sotie	sievas
sotie	sieva
drepturi	tiesības
cimitirul	kapi
cimitirul	kapsētu
spaniola	spāņu
spaniola	spānijas
spaniola	spāņu
spaniola	spānijas
practica	praktiska
practica	praktisks
practica	praktiski
practica	prakse
practica	praksi
practica	prakse
practica	praksi
sute	simtu
sute	simtiem
sute	simti
magazine	glabātavas
magazine	veikalos
magazine	noliktavas
magazine	veikali
magazine	veikalos
magazine	veikali
cladiri	ēkas
cladiri	celtnes
cladiri	ēkas
cladiri	celtnes
