dhe	et
armë	arme
armë	fusil
armë	pistolet
armë	arme
armë	revolver
armë	fusils
armë	armes
armë	pistolets
armë	guns
armë	canons
teknike	technique
teknike	techniques
formimin	formant
formimin	formage
deti	mer
trupin	organisme
trupin	carrosserie
trupin	organe
trupin	corps
sud	sud
katalonia	catalogne
lojtar	joueurs
lojtar	joueur
lojtar	lecteur
seine	senne
seine	seine
shkuar	partis
shkuar	parti
shkuar	gone
problem	problème
problem	problématique
lekë	leks
objekt	objet
brendshëm	interieur
brendshëm	intérieur
brendshëm	intérieurs
metal	métal
metal	métaux
metal	metal
metal	métallique
metal	métalliques
nis	démarrer
nis	commencer
nis	début
nis	lancements
nis	nis
nis	nei
përfaqësues	représentant
përfaqësues	représentante
përfaqësues	représentants
armatosur	armés
armatosur	armées
armatosur	armé
martuar	mariées
martuar	mariés
martuar	mariée
martuar	marié
prishtina	prishtina
prishtina	pristina
zënë	occupé
zënë	occupés
zënë	occupée
kan	cannes
kan	kan
studimi	etude
studimi	étudier
studimi	étude
perandor	empereur
perandor	empereurs
familjet	ménages
familjet	familles
bregu	rive
bregu	rivages
bregu	shore
bregu	rivage
bregu	côte
termi	terme
maja	maya
maja	mayas
maja	maja
maja	levures
maja	levure
role	rôles
programi	programme
japoni	japon
britania	britannia
kah	vers
krijimi	création
sipërme	supérieure
sipërme	supérieur
india	inde
india	indes
fiton	gagne
fiton	victoires
kuvendin	couvent
roli	rôle
element	élément
google	google
rrethuar	entourés
rrethuar	encerclé
rrethuar	encerclés
rrethuar	entourée
rrethuar	entouré
rrethuar	assiégée
rrethuar	assiégé
qindra	hundred
qindra	centaine
qindra	cent
qindra	centaines
qindra	centaine
dritë	lumiere
dritë	lumière
dritë	légère
dritë	léger
nëntë	neuf
nëntë	nine
nëntë	ninth
nëntë	neuvième
llojet	trie
llojet	types
rexhep	recep
thomas	thomas
vendoset	situés
vendoset	située
vendoset	localisé
vendoset	situé
vendoset	déployé
vendoset	déployées
vendoset	déployés
vendoset	déployée
vendoset	déploiement
vendoset	déployer
vendoset	déploie
letrar	littéraire
letrar	littéraires
max	max
max	maxi
max	maxime
max	maximum
sportive	sport
sportive	sports
egër	wild
egër	sauvage
egër	sauvages
egër	sauvage
egër	savage
egër	féroce
egër	farouche
egër	féroces
fushat	domaines
fushat	champs
mbrojtje	défense
mbrojtje	défense
mbrojtje	protection
faza	phase
faza	étapes
faza	échelonnée
faza	étape
faza	stade
faza	scène
gjithsej	totale
gjithsej	total
gjithsej	totaux
drejtues	pilotage
manchester	manchester
has	faces
has	visages
shprehje	expression
princ	prince
baza	bases
baza	fondements
baza	base
ndonëse	quoique
normale	normale
normale	normaux
normale	normales
normale	normal
shpirtërore	spirituelle
shpirtërore	spirituel
shpirtërore	spirituelles
shërbyer	servi
shërbyer	servis
shërbyer	servie
shërbyer	servies
shërbyer	desservis
park	parc
shah	shah
shah	échecs
shah	echec
valign	valign
festa	partie
festa	parti
festa	fete
festa	soirée
festa	fête
festa	vacances
gjuhët	langues
naim	naim
organizimin	organisatrice
organizimin	organiser
politikë	politiques
politikë	politique
politikë	politiques
politikë	politique
mësimet	leçons
mësimet	enseignements
mësimet	enseignements
mundi	beat
mundi	battez
mundi	battu
mundi	battre
mundi	battement
mundi	vaincu
mundi	défaite
mundi	battu
mundi	vaincus
mundi	vaincue
teoria	théories
teoria	théorie
psh	comme
psh	aime
psh	aiment
psh	genre
psh	aimez
hershëm	early
hershëm	précoce
hershëm	tôt
autorit	copyright
mbaroi	fini
mbaroi	terminée
mbaroi	finis
mbaroi	terminé
term	terme
hyrje	entrée
hyrje	accès
hyrje	accéder
hyrje	entrée
hyrje	connecter
hyrje	connexion
sri	sri
detyra	devoir
detyra	tâches
detyra	affectation
detyra	cession
detyra	assignation
detyra	affectations
detyra	tâche
gjendja	état
gjendja	statut
shkenca	science
shkenca	scientifique
shkenca	sciences
end	end
end	fin
mod	mod
ballkanit	balkans
muhammad	muhammad
muhammad	mahomet
trup	organisme
trup	carrosserie
trup	organe
trup	corps
lojë	gibier
lojë	match
lojë	jeu
barabartë	égales
barabartë	égaux
barabartë	égal
barabartë	égale
poet	poète
poet	poètes
finlandë	finlande
kuptim	sens
bayern	bayern
ndryshon	changeant
ndryshon	changer
ndryshon	modifications
ndryshon	changements
krijon	crée
përballë	opposé
përballë	opposée
përballë	contraire
përballë	opposés
sëmundje	maladie
sëmundje	maladies
sëmundje	maladie
sëmundje	maladie
sëmundje	maladies
përdoruesit	usagers
përdoruesit	utilisateurs
dega	succursale
dega	branche
dega	embranchement
projekti	projet
mbante	bore
mbante	ennuyer
imam	imam
dëshmi	preuve
dëshmi	preuves
dëshmi	témoignage
dëshmi	justificatif
dëshmi	preuve
dëshmi	preuves
popull	gens
popull	personnes
popull	oumma
popull	nation
kryen	engagée
kryen	engagés
kryen	commis
kryen	engagé
australia	australie
rhône	rhône
sheh	voyante
sheh	voyant
sheh	consultez
sheh	voyez
sheh	voir
sheh	vois
javë	semaine
javë	semaines
javë	semaines
alexander	aleksandr
alexander	alexandre
alexander	alexander
prindërit	parents
ndryshimet	modifications
ndryshimet	changements
mbretërore	regal
mbretërore	royale
mbretërore	royal
mbretërore	royales
mbretërore	royaux
org	org
henry	henri
henry	henry
donte	recherchés
donte	recherché
donte	recherchée
donte	voulu
donte	voulait
gjithçka	tout
mijëra	milliers
energjia	énergie
energjia	énergies
energjia	energie
simbol	symboles
simbol	symbole
atdheut	patrie
atdheut	patrie
tempujt	temples
lejuar	autorisé
lejuar	autorisés
lejuar	autorisées
anët	bords
anët	arêtes
anët	côtés
shtesë	supplémentaires
shtesë	supplémentaire
shtesë	extra
shtesë	suppléments
shtesë	complément
shtesë	supplément
shtesë	addendum
shtesë	additif
shtesë	supplémentaire
shtesë	supplémentaires
shtesë	additionnel
listë	liste
listë	listes
origjinal	originale
origjinal	original
origjinal	originaux
europian	européens
europian	européennes
europian	européenne
europian	européen
kongresit	congrès
abdullah	abdullah
abdullah	abdallah
lejon	permet
rënë	tombés
rënë	tombée
rënë	déchu
rënë	déchus
rënë	tombé
shënime	remarques
shënime	notes
shënime	planchette
artist	artiste
artist	artistes
vazhdueshme	constante
vazhdueshme	constantes
vazhdueshme	constant
vazhdueshme	constants
vazhdueshme	continue
vazhdueshme	ininterrompu
vazhdueshme	continu
vazhdueshme	continus
shekuj	siècles
gjata	longues
gjata	longs
gjata	longue
gjata	longtemps
gjata	long
muzikë	musiques
muzikë	musique
lidhjen	connectivité
ide	idées
ide	idée
liri	liberté
shkrimet	écritures
shkrimet	écrits
shkrimet	grumes
shkrimet	écritures
vëllezërit	freres
vëllezërit	frères
vëllezërit	brothers
sekretar	secrétaire
final	définitif
final	finale
final	final
final	définitive
shpellat	grotte
shpellat	caves
shpellat	grottes
shpellat	cavernes
përkatësisht	respectivement
rrugët	routes
rrugët	chemins
rrugët	rues
rrugët	routes
rrugët	itinéraires
agim	aube
agim	dawn
agim	aurore
agim	lever
agim	sunrise
varet	dépend
varet	dépendra
windows	windows
windows	vitres
windows	fenêtres
date	date
tituj	titres
kongresi	congrès
elbasan	elbasan
jugor	méridional
jugor	méridionale
xiii	xiii
xiii	xiiie
amerika	amerique
amerika	amérique
vdes	die
vdes	crève
vdes	mourir
vdes	meurs
vdes	mourante
vdes	mourir
vdes	mourant
vdes	meurt
vdes	décède
vdes	meurent
manastirit	monastère
manastirit	monastères
pjesërisht	partiellement
pjesërisht	partiellement
kishë	chapelle
kishë	chapel
kishë	église
kishë	eglise
model	modele
model	modèle
model	mannequin
model	maquette
metoda	méthode
metoda	méthodes
kina	chine
nxënës	étudiants
nxënës	etudiants
nxënës	élèves
nxënës	élèves
nxënës	élève
nxënës	pupille
nxënës	étudiant
nxënës	étudiante
nxënës	étudiants
nxënës	etudiant
nxënës	apprenti
nxënës	apprentie
nxënës	apprentis
interes	intérêts
interes	intérêt
çështjet	problèmes
antonio	antonio
viii	viii
relativisht	comparativement
relativisht	relativement
trupave	troupes
trupave	troupe
ministria	ministère
hapi	step
hapi	étape
shprehur	exprimée
shprehur	exprimées
shprehur	exprimé
shprehur	exprimés
mbahet	tenu
mbahet	maintenu
mbahet	entretenu
mbahet	entretenue
mbahet	maintenus
mbahet	maintenue
ndahen	séparées
ndahen	séparée
ndahen	séparés
ndahen	séparé
ndahen	distinct
ndahen	séparés
ndahen	séparé
ndahen	séparées
ndahen	séparer
ndërtesa	batiment
ndërtesa	immeuble
ndërtesa	bâtiment
ndërtesa	bâtiments
ndërtesa	immeubles
ndërtesa	édifices
italisht	italiennes
italisht	italienne
italisht	italien
italisht	italiens
muzeu	musées
muzeu	musée
klima	climat
vlerësuar	appréciés
vlerësuar	apprécié
vlerësuar	appréciée
vlerësuar	appréciées
christian	chrétiens
christian	christianisme
christian	chrétienne
christian	christian
christian	chrétien
greqia	grece
greqia	grèce
baba	baba
baba	dad
baba	papa
baba	père
baba	pére
baba	pere
baba	père
rumani	roumanie
mësuar	appris
mësuar	apprise
mësuar	apprises
porta	gate
porta	porte
porta	porta
ushtri	armée
gazetar	journaliste
gazetar	journaliste
gazetar	reporter
grupet	groupes
detyrën	devoir
krahasim	comparatif
krahasim	comparaison
krahasim	comparaisons
abu	abu
abu	abou
krahina	province
richard	richard
ndryshim	modifier
ndryshim	changements
ndryshim	changer
ndryshim	changement
ndryshim	différence
vlen	worth
ekonomi	économie
ekonomi	economie
ekonomi	économie
ekonomi	economique
ekonomi	economie
sytë	yeux
rus	russes
rus	russe
rus	rus
uçk	uck
uçk	uck
kodër	hill
kodër	colline
veprim	action
ndaluar	interdites
ndaluar	défendu
ndaluar	interdite
ndaluar	interdit
ndaluar	interdits
ndaluar	interdits
ndaluar	interdite
ndaluar	interdit
ndaluar	bannis
ndaluar	bannie
pozita	positions
shoqëria	société
shoqëria	amitié
shoqëria	amitiés
master	maitre
master	master
master	maître
punimet	travaux
punimet	œuvres
punimet	oeuvres
themelues	fondatrice
themelues	fondateur
themelues	fondatrice
dobët	faiblesse
dobët	faible
dobët	faibles
lokal	locale
lokal	local
lokal	locales
lokal	locaux
moment	moment
moment	instant
direkt	directe
direkt	directement
direkt	direct
direkt	directs
direkt	directement
isa	isa
politika	politiques
politika	politique
kryeqytet	majuscule
kryeqytet	capitaux
kryeqytet	capitale
kryeqytet	capital
besim	faith
besim	foi
besim	confidence
besim	confiance
besim	trust
besim	fiducie
besim	confiance
besim	croire
besim	croyance
besim	confiant
besim	confiants
besim	confiante
pushteti	puissance
pushteti	pouvoir
pop	pop
website	site
feja	religion
feja	religieux
pastër	propre
pastër	nettoient
pastër	nettoyer
pastër	pures
pastër	purs
pastër	pur
pastër	pure
stil	style
but	démarrer
but	botte
but	amorcer
studio	studio
fazën	phase
islamike	islamiste
islamike	musulman
islamike	islamique
islamike	islamistes
islamike	islamiste
vëllai	frangin
vëllai	frère
vëllai	frere
serbë	serbes
armatosura	armés
armatosura	armées
armatosura	armé
verë	eté
verë	été
verë	vins
verë	vin
kuptohet	compris
gjëra	choses
gjëra	trucs
urbane	urbain
urbane	urbaines
urbane	urbains
erës	moulin
erës	vent
erës	éolien
erës	éolienne
erës	vents
teksti	textes
teksti	texte
ligjore	juridique
ligjore	légal
ligjore	légales
ligjore	légale
përpjekjet	efforts
përpjekjet	tentatives
personal	personnel
personal	personnelle
personal	personnelles
personal	personnels
ndarja	partage
ndarja	partager
ndarja	cloisons
ndarja	partition
ndarja	cloison
bregdetare	côtières
bregdetare	littoral
bregdetare	côtier
bregdetare	côtière
kompani	compagnie
kompani	entreprise
kompani	société
kompani	compagnies
kompani	entreprises
kompani	sociétés
tokësore	terrestre
tokësore	terrestres
tokësore	terrestre
ekonomia	économie
ekonomia	economie
ekonomia	économie
ekonomia	economique
ekonomia	economie
ari	ari
ari	ours
ari	bear
ari	doré
ari	or
ari	gold
media	média
media	médias
dyte	second
dyte	deuxième
dyte	deuxieme
dyte	seconde
dielli	dim
dielli	soleil
friedrich	friedrich
friedrich	frédéric
origjinale	authentiques
origjinale	véritable
origjinale	authentique
origjinale	originale
origjinale	original
origjinale	originaux
anije	navires
anije	vaisseaux
anije	navire
anije	vaisseau
anije	bateau
anije	canot
indi	inde
indi	indes
shoqëri	compagnie
shoqëri	entreprise
shoqëri	société
shoqëri	société
gjak	sang
gjak	sanguin
gjak	blood
përrua	crique
përrua	ruisseau
përrua	creek
egjipt	égypte
egjipt	egypte
xii	xii
xii	xiie
lule	fleurs
lule	fleurs
lule	fleur
pyll	woods
pyll	forestier
pyll	forêts
pyll	forêt
pyll	foret
speciale	speciale
speciale	spéciales
speciale	spécial
speciale	spéciaux
speciale	spéciale
carlos	carlos
makina	machine
makina	voitures
makina	voiture
makina	voitures
përshkruar	décrites
përshkruar	décrits
përshkruar	décrit
përshkruar	décrite
producent	producteur
producent	productrice
producent	producteurs
përfaqëson	représente
gjatësia	longueur
gjatësia	longueurs
trojet	motifs
përshtatshme	approprié
përshtatshme	appropriées
përshtatshme	appropriés
përshtatshme	appropriée
përshtatshme	approprié
përshtatshme	convenable
përshtatshme	raccord
përshtatshme	essayage
arabisht	arabe
arabisht	arabes
berlin	berlin
kitarë	guitare
kitarë	guitares
përgatitur	prépare
përgatitur	préparer
përgatitur	préparez
përgatitur	préparés
përgatitur	préparées
përgatitur	préparée
përgatitur	préparé
anti	anti
mbajt	tenu
flasin	parler
flasin	parle
flasin	talk
flasin	parlez
flasin	parlez
flasin	parler
flasin	parle
gur	stone
gur	pierre
gur	pierres
gur	rocheux
gur	rock
special	spéciales
special	spécial
special	spéciaux
special	spéciale
dendësia	densités
dendësia	densité
vone	tardive
vone	tardif
vone	retard
vone	tard
figurë	image
figurë	chiffre
figurë	figure
përshkruan	dépeint
përshkruan	décrit
përshkruan	contours
organet	organes
shokët	copains
shokët	potes
shokët	amies
shokët	amis
trajneri	coach
trajneri	entraineur
trajneri	entraîneur
gjermanisht	allemand
gjermanisht	allemands
gjermanisht	allemande
sërish	again
sërish	encore
aftë	qualifiés
aftë	qualifiée
aftë	qualifié
aftë	capables
aftë	capable
teatrin	théatre
teatrin	théâtre
teatrin	théatre
teatrin	théâtre
teatrin	théâtres
marre	prises
marre	taken
marre	pris
marre	prise
spanjolle	espagnol
spanjolle	espagnole
spanjolle	espagnols
askush	personne
american	américaine
american	américain
american	américaines
american	américains
moshë	ère
moshë	age
moshë	âge
moshë	âges
hindu	hindou
hindu	hindous
hindu	hindoue
air	aérien
air	air
prapa	dos
prapa	arrière
prapa	retour
prapa	revenir
prapa	arrière
prapa	arriere
prapa	arrières
veprimet	actions
kategorisë	catégorie
kategorisë	catégories
japonia	japon
gjysmën	moitié
gjysmën	demi
vendas	locale
vendas	local
vendas	locales
vendas	locaux
vendas	domestiques
vendas	domestique
vendas	indigènes
vendas	natif
vendas	indigène
vendas	autochtone
beograd	beograd
beograd	belgrade
arkeologjik	archéologique
arkeologjik	archéologiques
arkeologjik	archéologique
arkeologjik	archéologiques
grua	femme
niveli	niveau
mysliman	musulmans
mysliman	musulmane
mysliman	musulman
klub	club
përmbledhje	sommaire
përmbledhje	récapitulatif
përmbledhje	résumé
përmbajtja	contenu
përmbajtja	contenus
përmbajtja	sommaire
përmbajtja	contenus
përmbajtja	contenu
austro	austro
çlirimtare	liberation
çlirimtare	libération
qytetare	civisme
qytetare	citoyenne
qytetare	civique
qytetare	civiques
qytetare	citoyenne
qytetare	citoyen
tradita	tradition
tradita	traditions
tradita	traditions
della	délia
della	della
panjohur	inconnue
panjohur	inconnu
panjohur	inconnus
panjohur	inconnues
copa	morceaux
elementet	éléments
elementet	eléments
giovanni	giovanni
lëshuar	émis
lëshuar	émises
lëshuar	délivrés
lëshuar	émise
lëshuar	délivré
lëshuar	publié
lëshuar	relâché
lëshuar	libérés
lëshuar	libéré
mesëm	moyen
mesëm	moyennes
mesëm	médium
mesëm	moyenne
mesëm	milieu
dukshëm	visiblement
dukshëm	visible
dukshëm	visibles
das	das
official	fonctionnaire
official	officielles
official	officiels
official	officielle
official	officiel
përkatëse	respectifs
dashuria	aime
dashuria	amour
dashuria	aimer
dashuria	love
shfaqur	montré
shfaqur	affichée
shfaqur	affiché
shfaqur	affichées
shfaqur	affichés
akademia	académie
akademia	academy
free	gratuit
free	gratuits
free	free
free	gratuitement
free	libre
nacional	nacional
det	mer
zvicër	suisse
tash	désormais
tash	now
tash	maintenant
juaj	votre
juaj	vos
dikush	someone
piktura	peinture
piktura	peintures
piktura	peintures
piktura	toiles
piktura	tableaux
verior	septentrionale
verior	nordique
verior	septentrional
verior	northern
verior	nord
tërësisht	minutieusement
tërësisht	complètement
tërësisht	complétement
tërësisht	entièrement
tërësisht	totalement
tërësisht	completement
shoqatës	association
studiuar	étudié
studiuar	étudiée
studiuar	étudiées
studiuar	étudiés
shekujve	siècles
ngjashëm	similaires
ngjashëm	similaire
ngjashëm	semblables
ngjashëm	analogue
ngjashëm	semblable
mbushur	farcis
mbushur	farci
mbushur	farcies
mbushur	peluche
mbushur	fourrés
mbushur	chargées
mbushur	chargée
mbushur	chargés
mbushur	chargé
mbushur	remplies
mbushur	remplis
mbushur	remplie
mbushur	rempli
banka	banques
banka	banques
banka	banque
folur	parlé
folur	parlés
folur	parlée
marrëdhënie	relation
plan	planifier
plan	plan
duhen	nécessité
duhen	besoins
duhen	besoin
dyshim	doute
dyshim	doutes
dyshim	douter
dyshim	doutez
sllave	slave
sllave	slaves
shenjë	signer
shenjë	signe
shenjë	panneau
shenjë	signez
ligjet	lois
bashkim	union
bashkim	syndicat
bashkim	réunion
bashkim	reunion
bashkim	retrouvailles
thatë	sèche
thatë	sèches
thatë	sec
thatë	secs
thatë	sécher
artin	art
artin	artistique
afërsisht	grossièrement
afërsisht	approximativement
afërsisht	environ
nderi	honneur
nderi	honneur
nderi	honorer
vaj	huiles
vaj	huile
vaj	pétrole
rinisë	jeunesse
rinisë	jeunes
milan	milan
dhoma	salles
dhoma	chambres
dhoma	salle
dhoma	chambre
dhoma	chambres
datë	date
kish	sfic
kish	kis
kish	avait
kish	avaient
kish	avais
kish	kish
artikujt	articles
gjeneral	généraux
gjeneral	généralités
gjeneral	générale
gjeneral	général
show	afficher
show	montre
show	montrer
show	spectacle
institucionet	institutions
kufijtë	frontières
kufijtë	limites
kufijtë	bordures
kufijtë	bordure
kufijtë	frontières
kufijtë	marges
doktor	doc
doktor	toubib
doktor	médecin
doktor	docteur
personi	personne
mëparshme	précédentes
mëparshme	précédente
mëparshme	précédent
mëparshme	précédents
ligj	loi
ligj	droit
futur	introduit
futur	introduits
futur	introduites
futur	insérée
futur	insérées
futur	inséré
futur	insérés
futur	implantés
futur	implanté
futur	implantée
prodhim	fabrication
prodhim	sortie
prodhim	produit
prodhim	produits
prodhim	production
prodhim	fabrication
gjerësisht	largement
çmime	tarifs
çmime	prix
çmime	distinctions
çmime	trophées
çmime	récompenses
varg	gamme
varg	portée
varg	varg
varg	chaîne
varg	ficelle
varg	string
varg	cordes
line	ligne
line	line
sekretari	secrétaire
fort	serrée
fort	serré
fort	serrés
fort	étroit
fort	difficiles
fort	dur
fort	hard
fort	difficile
fort	dure
fort	forte
fort	forts
fort	strong
fort	fort
fort	fort
shoqëruar	accompagné
shoqëruar	accompagnée
shoqëruar	accompagnées
shoqëruar	accompagnés
shoqëruar	escorté
valle	danse
valle	danser
industriale	industrielle
industriale	industriels
industriale	industrielles
industriale	industriel
mëparshëm	précédentes
mëparshëm	précédente
mëparshëm	précédent
mëparshëm	précédents
piktor	peintre
mesjetare	médiévale
mesjetare	médiévales
mesjetare	médiéval
mesjetare	médiévaux
stili	style
ndikuar	influencé
ndikuar	influencées
ndikuar	influencée
ndikuar	influencés
ndikuar	touchés
filmat	films
filmat	films
filmat	cinéma
filmat	ciné
teori	théories
teori	théorie
natën	soirée
natën	nuit
natën	soir
andrea	andrea
marr	obtenez
marr	obtenir
fisi	clan
fisi	tribu
klasa	classes
klasa	classe
kampion	championne
kampion	champ
kampion	champion
kampion	championne
kampion	champion
manuel	manuel
mbretërinë	royaume
butë	doux
butë	douce
butë	doux
butë	légère
butë	douce
butë	doux
butë	douceur
butë	douces
butë	tendre
butë	soft
butë	lisser
butë	lisses
butë	lisse
karakteristike	caractéristique
skenë	scène
skenë	étape
skenë	stade
skenë	scène
ndikimi	impact
ndikimi	incidence
ndikimi	influence
ndikimi	influencer
daniel	daniel
publikuar	publiée
publikuar	publiées
publikuar	publiés
publikuar	publié
tekst	textes
tekst	texte
institutit	institute
institutit	institut
futbolli	football
futbolli	foot
futbolli	soccer
futbolli	football
pushtimin	envahir
pushtimin	invasion
pushtimin	invasions
austria	autriche
marie	marie
përgjithësisht	généralement
zemër	chérie
zemër	bébé
zemër	baby
lidh	relie
lidh	connecte
lidh	connecter
lidh	connexion
lidh	connectez
gjat	longues
gjat	longs
gjat	longue
gjat	longtemps
gjat	long
djalë	garçon
djalë	boy
pejë	pec
rasti	cas
rasti	étui
rasti	affaire
rasti	rusty
rasti	rouillée
rasti	rouillé
south	méridional
south	sud
paraqitje	présentations
paraqitje	exposés
paraqitje	présentation
loja	gibier
loja	match
loja	jeu
usa	usa
kategori	catégorie
kategori	catégories
kategori	catégories
#aaa	#aaa
spanjoll	espagnol
spanjoll	espagnole
spanjoll	espagnols
jetoi	vécue
jetoi	vécu
gjurmë	tracé
gjurmë	traces
gjurmë	tracer
gjurmë	trace
gjurmë	sentier
gjurmë	piste
gjurmë	morceaux
gjurmë	chenilles
gjurmë	pistes
gjurmë	empreinte
veçanti	particulière
veçanti	particulier
shehu	shehu
emëruar	désignés
emëruar	désigné
emëruar	nommé
emëruar	nommés
ekzekutiv	exécutif
rregullat	règles
rregullat	regles
rregullat	réglementation
rregullat	règlements
rregullat	règlementation
rregullat	réglementations
rregullat	règlement
breg	rive
breg	rivages
breg	shore
breg	rivage
çoi	choi
pos	pos
besimi	faith
besimi	foi
besimi	confidence
besimi	confiance
besimi	trust
besimi	fiducie
besimi	confiance
grand	grandiose
grand	grand
indian	indienne
indian	indiens
indian	indiennes
indian	indien
çmim	prix
çmim	tarif
çmim	récompense
konferenca	conférences
konferenca	conférence
konferenca	conférences
konferenca	colloques
konsiderueshme	considérable
konsiderueshme	considérables
luis	louis
luis	lewis
luis	luis
marne	marne
hollanda	hollande
privat	privat
privat	privée
privat	privé
privat	privés
ashpër	gravement
ashpër	sévèrement
ashpër	dure
ashpër	rude
ashpër	sévère
ashpër	féroce
ashpër	farouche
ashpër	féroces
jetonin	vécue
jetonin	vécu
nënë	mère
nënë	mere
nënë	maman
shkodra	shkodra
pro	pro
letra	cartes
letra	papier
letra	papiers
letra	lettres
shtresa	pondeuses
shtresa	couches
shtresa	calques
aleksandër	aleksandr
aleksandër	alexandre
aleksandër	alexander
hapësira	espaces
hapësira	espace
gjoni	jean
gjoni	john
kineze	chinois
kineze	chinoise
emërohet	désignés
emërohet	désigné
emërohet	nommé
emërohet	nommés
toke	terre
toke	terrain
toke	terres
toke	moulu
standard	norme
standard	standard
luftuar	combattu
fat	chance
muzikor	musicale
muzikor	musical
norvegji	norvège
mbledhur	recueillis
mbledhur	collecté
mbledhur	collectés
mbledhur	collectées
mbledhur	recueilli
mbledhur	assemblées
mbledhur	assemblé
mbledhur	assemblés
mjete	outillage
mjete	outils
baden	bade
baden	baden
shpirtit	âmes
shpirtit	ame
shpirtit	soul
shpirtit	âme
lojtarët	joueurs
lojtarët	joueurs
super	impressionnant
super	super
super	génial
super	super
inter	inter
studiues	chercheuse
studiues	chercheur
studiues	érudit
ndihmon	assiste
objektet	inscriptions
objektet	objets
objektet	lieux
dem	dem
dem	bull
dem	taureau
dem	taureaux
gjen	gènes
gjen	gène
gjen	gene
gjen	trouve
gjen	trouvailles
shfaqen	apparaître
shfaqen	apparaissent
hedhur	jeté
hedhur	coulée
hedhur	coulé
hedhur	plâtre
hedhur	jetés
hedhur	jeté
planet	planete
planet	planète
planet	plans
nxjerrë	extraite
nxjerrë	extrait
nxjerrë	extraites
shërbimeve	utilitaires
shërbimeve	utilités
territoret	territoires
rritja	croissance
dallohet	distinguer
raporti	signaler
raporti	reportage
raporti	rapport
raporti	ratio
idetë	idées
kodra	hill
kodra	colline
kodra	collines
albume	albums
shërbimet	services
shërbimet	utilitaires
shërbimet	utilités
dërgoi	envoyés
dërgoi	envoyées
dërgoi	envoyée
dërgoi	envoyé
kërkesat	exigences
kërkesat	prescriptions
kërkesat	demandes
kërkesat	requêtes
treg	marché
vepron	actes
vepron	fonctionne
vepron	opère
zogu	birdie
zogu	oiseau
zogu	oiseaux
zogu	bird
zogu	zogu
strukturë	structure
strukturë	facilité
sulmues	attaquants
sulmues	assaillants
sulmues	agresseurs
sulmues	agresseur
sulmues	assaillant
sulmues	buteur
sulmues	striker
sulmues	attaquant
veshur	portaient
veshur	portait
veshur	habillé
veshur	habillée
veshur	habillées
veshur	vêtue
veshur	habillés
veshur	usées
veshur	portés
veshur	portées
veshur	usé
veshur	porté
akademik	académiques
akademik	universitaire
akademik	universitaires
akademik	académique
japoneze	japonais
japoneze	japonaise
japoneze	japonaises
japoneze	jap
zef	zef
nënkupton	implique
nënkupton	moyens
nënkupton	signifie
sport	sportif
sport	sportive
sport	sport
sport	sport
sport	sports
rowspan	rowspan
civil	civil
civil	civile
civil	civiles
civil	civil
civil	civils
civil	civile
civil	civiles
turistike	touriste
pajisje	appareil
pajisje	dispositif
pajisje	périphérique
pajisje	équipements
pajisje	équipement
pajisje	equipements
pajisje	matériel
pajisje	equipement
pajisje	dispositifs
pajisje	appareils
pajisje	périphériques
pajisje	électroménagers
pajisje	appareils
pajisje	engrenage
pajisje	engins
mosha	ère
mosha	age
mosha	âge
mosha	âges
dallim	différencier
dallim	distinction
dallim	distinguer
dallim	distinctions
dallim	différence
përjashtim	exception
biblioteka	bibliothèques
biblioteka	bibliothèque
biblioteka	librairie
shpirti	esprit
shpirti	spirit
shpirti	âmes
shpirti	ame
shpirti	soul
shpirti	âme
vesh	oreille
vesh	épi
vesh	oreilles
vesh	usure
total	totale
total	total
total	totaux
paqe	paix
botim	publication
ligë	league
ligë	ligue
përmbajnë	contiennent
përmbajnë	contenir
patriotike	patriotisme
patriotike	patriotique
patriotike	patriotes
patriotike	patriote
francisco	francisco
zhanri	genre
zhanri	genres
rrugëve	rues
rrugëve	routes
rrugëve	chemins
suksesshëm	réussi
suksesshëm	réussie
qendrat	centres
qendrat	centres
kampionati	championnat
net	net
net	filets
net	filet
net	nuitées
net	nuits
net	soirs
tone	notre
tone	nos
force	force
force	forcer
përbën	poses
përbën	pose
referenca	références
referenca	référence
mungesa	absence
mungesa	manque
mungesa	absences
din	din
din	vacarme
din	doyen
din	dean
din	doyenne
shfaqje	afficher
shfaqje	montre
shfaqje	montrer
shfaqje	spectacle
dallohen	distinguées
dallohen	distingués
dallohen	distinguée
dallohen	distingué
poetike	poétique
nato	otan
bien	tomber
bien	chute
bien	tombant
bien	tomber
bien	automne
bien	chute
bien	fall
policia	policière
policia	policiers
policia	police
policia	policier
koka	head
koka	tête
koka	têtes
koka	tête
koka	têtes
fuqia	puissance
fuqia	pouvoir
funksioni	fonctions
funksioni	fonction
tirane	tirana
grafik	graphique
grafik	graphe
grafik	graphiques
grafik	graphique
adem	adem
adem	adam
rama	rama
asht	osseuse
asht	osseux
asht	os
asht	bone
shpellë	caverne
shpellë	grotte
shpellë	cave
rrjeti	grid
rrjeti	quadrillage
rrjeti	grille
rrjeti	reseau
rrjeti	réseaux
rrjeti	réseau
tregoi	indiquée
tregoi	indiqués
tregoi	indiqué
tregoi	montré
kulturë	culture
edit	edith
vija	rayé
vija	rayée
vija	rayé
vija	galons
vija	rayures
brazil	brésil
brazil	brasil
victoria	victoria
calais	calais
vërtet	vraiment
vërtet	réellement
afro	afro
ferdinand	ferdinand
