اتھاہ	diep
اِنطباع	indruk
اِنطباع	besoek
اِنطباق	ooreenkoms
اِنطلاق	sonsopkoms
انظار	oë
انظار	lyk
اِنعاش	animasie
اِنعام	verkies
اِنعام	gunste
اِنعام	prys
اِنعام	toekenning
اِنعام	beloning
اِنعدام	uitwissing
اِنعطاف	inclination
اِنعطاف	bent
اِنعقاد	binding
اِنعکاس	ego
اِنعکاس	echo
اِنعکاس	invloed
اِنعکاس	beïnvloed
اِنعکاس	impact
اِنعکاس	impak
اِنفاذ	implementering
انفار	individue
انفاس	individue
انفاس	woorde
اِنفائیّت	kansellasie
اِنفراح	geluk
اِنفراح	ecstasy
اِنفراداً	individueel
اِنفرادی	individuele
اِنفرادی	individu
اِنفراغ	ontspanning
اِنفراغ	leisure
انفُس	mense
انفُس	souls
انفُس	geeste
انفُس	spirits
اِنفساخ	kansellasie
اِنفصال	skikking
اِنفصال	egskeidings
اِنفصال	egskeiding
اِنفصال	division
اِنفصال	deling
اِنفصال	besluit
اِنفصام	skisofrenie
اِنفصام	disintegration
اِنفعال	effek
اِنفعال	impact
اِنفعال	impak
اِنفعال	indruk
اِنفعال	besoek
اِنفعال	shame
اِنفعال	skande
اِنفعال	skaam
اِنفکاک	redemption
اِنفکاک	vrylaat
اِنفکاک	vrystelling
اِنفلاق	spelling
اِنقباض	aanhouding
اِنقراض	ophou
اِنقراض	einde
اِنقراض	beëindig
اِنقسام	division
اِنقسام	deling
اِنقسام	verspreiding
اِنقسام	partisie
اِنقطاع	einde
اِنقطاع	beëindig
اِنقطاع	einde
اِنقطاع	voltooi
اِنقطاع	uitwissing
اِنقطاعی	last
اِنقطاعی	laas
اِنقطاعی	laaste
اِنقطاعی	jongste
اِنقلاب	rewolusie
اِنقلاب	revolusie
اِنقلاب	veranderings
اِنقلاب	verander
اِنقلاب	wysig
اِنقلابی	rewolusionêre
اِنقیاد	dissipline
اِنقیاد	instuur
انک	handelsmerk
انک	rondte
اِنکار	weiering
اِنکار	afkeuring
اِنکار	vrywaring
اِنکار	ontkenning
اِنکار	disclaimer
انکارکرنا	verwerp
انکارکرنا	weier
اِنکاری	negatiewe
اِنکاری	negatief
اِنکباب	steam
انکرُالاصوات	ass
انکرُالاصوات	donkie
انکُر	skiet
انکُر	saad
انکُر	bud
انکڑنا	verklein
انکڑنا	krimp
اِنکشاف	bekendmaking
اِنکشاف	ontdekking
اِنکشاف	discovery
اِنکشاف	blootstelling
اِنکشاف	exposure
انکنا	skatting
انکنا	beraming
انکنا	skat
انکھیارا	sien
انگ	deel
انگ	division
انگ	deling
انگ	fragment
انگ	kant
انگ	deel
انگ	gedeelte
انگ	aspek
انگ	mars
انگاری	denke
انگبیں	heuning
انگڑانا	rol
انگڑکھنگڑ	weier
انگڑکھنگڑ	waardeloos
انگڑکھنگڑ	afval
انگشتِ	kole
انگشتِ	steenkool
انگشتُ	vinger
اُنگل	vinger
اِنگلستان	engeland
اِنگلستان	england
اِنگلستانی	engels
اُنگلی	vinger
انگلیٹ	grondwet
انگلیٹ	vorms
انگلیٹ	maak
اِنگلیسیہ	engels
انگنا	courtyard
انگنائی	courtyard
انگوٹھا	duim
انگوچھا	sakdoek
انگور	druiwe
انگورا	ankara
انگیٹھی	stoof
انگیٹھی	stoof
انگیختہ	opgerig
انگیختہ	opgewonde
انگیز	insameling
انگیز	oplig
انگیز	raising
انگیز	bearing
انگیز	jeug
انگیز	opwindende
انگیز	exciting
انگیز	endurance
انگیز	veroorsaak
انگیزش	opkoms
انگیزش	opgewondenheid
انُمان	vermoede
انُمان	raai
انُمان	idee
انمّت	hele
انمّت	geheel
انمٹ	permanente
انمٹ	permanent
انمُوذج	voorbeeld
انمُوذج	voorbeelde
انمُوذج	voorbeeld
انمُوذج	prent
انمُوذج	beelde
انمول	onskatbare
انمول	onskatbare
اننّاس	pynappel
اننت	oneindige
اننت	eindelose
اننت	ewige
انُواد	antwoord
انواع	kinds
انواع	spesie
انواع	spesies
انُوپ	vars
انُوپ	unieke
انُوپ	uniek
انوَٹ	grace
اُنُوث	vroue
اُنُوث	vrouens
اُنُوث	meisies
اُنُوث	vroulik
انُوق	eagle
انُوق	arend
انوکھا	onveranderd
انوکھا	wonderlik
انوکھا	heerlik
انوکھا	skaars
انوکھا	unieke
انوکھا	uniek
انوکھا	vreemd
انوکھا	extraordinary
انوکھا	nuuskierig
انوکھا	eienaardige
انوکھا	onveranderd
انوکھا	wonderlik
انوکھا	heerlik
انوکھا	uncommon
انوکھا	skaars
انوکھا	peculiar
انوکھا	unieke
انوکھا	uniek
انوکھا	vreemd
انوکھا	extraordinary
دستانہ	gauntlet
دستانہ	handskoen
بادشاہانہ	imperial
بادشاہانہ	koninklike
بادشاہانہ	royal
دوستانہ	vriendskap
دوستانہ	vriendskap
دوستانہ	vriendelik
انہار	strome
انہار	riviere
اِنہدام	demolition
اِنہزام	oorwin
اِنہضام	vertering
اِنہماک	konsentrasie
اِنہماک	studierigting
انہونا	onwaarskynlik
انہونا	onmoontlik
روحانی	geestelik
انّیائے	verkeerd
انّیائے	verkeerde
انیس	comrade
انیس	kameraad
انیس	companion
انیس	assosieer
اُنّیس	negentien
اُنّیسواں	nineteenth
انیق	vreemd
انیق	lekker
انیق	oulike
انیق	nice
انیق	fyn
انیق	vreemd
انیق	lekker
انیق	oulike
انیق	nice
انیق	unieke
انیق	uniek
انیق	fyn
انیک	numerous
انیک	vele
انیک	baie
انیلا	eenvoudige
انیلا	eenvoudig
انیلاپن	eenvoud
اِنھیں	hom
اِنھیں	hulle
اُنھیں	daardie
اُنھیں	diegene
اُنھیں	hulle
اُنھیں	hom
او	dat
او	wat
او	dai
او	sy
اواخر	eindig
اوارجہ	dagboek
اوارجہ	grootboek
اوارجہ	lêer
اواس	habitation
اواسِط	beteken
اوام	lening
اوام	skuld
اوامر	opdragte
اوامر	orders
اوامر	bestellings
اوان	seisoene
اوان	tye
اوان	kere
اوان	tydperke
اوان	periods
اوان	periodes
اوائی	benadering
اوایا	gearriveer
اوایا	aangekom
اَوباش	libertine
اَوباش	wicked
اوپ	pools
اوپ	polish
اوپ	poolse
اوپ	helderheid
اوپ	skyn
اُوپر	hoë
اُوپر	hoog
اُوپر	bo
اُوپر	nog
اُوپر	meer
اُوپر	buite
اُوپرا	ekstra
اُوپرا	addisionele
اُوپرا	bykomende
اُوپری	vreemdeling
اُوپری	onbekend
اُوپری	eks
اُوپری	eksterne
اُوپری	outer
اُوپری	surplus
اُوپری	boonste
اُوپری	vreemdeling
اُوپری	onbekend
اُوپری	eks
اُوپری	eksterne
اُوپری	outer
اُوپری	surplus
اُوپری	boonste
اُوت	gek
اوت	surplus
اوت	profit
اوت	winsgewende
اوت	versterking
اوت	voordeel
اوت	advantage
اَوتاد	chiefs
اَوتاد	penne
اَوتاد	pins
اَوتار	avatar
اَوتار	heilige
اَوتار	saint
اوٹ	masker
اوٹ	versteek
اوٹ	verberg
اوٹ	heining
اوٹ	ongesiene
اوٹ	versteek
اوٹ	weggesteek
اوٹ	verberg
اوٹ	toemaak
اوٹ	omslag
اوٹ	omhulsel
اوٹ	veil
اوٹنا	versteek
اوٹنا	verberg
اوٹنا	toemaak
اوٹنا	omslag
اوٹنا	omhulsel
اَوج	lug
اَوج	zenith
اَوج	summit
اَوج	bokant
اَوج	bo
اَوج	hoogs
اَوج	toppunt
اَوج	rylaan
اَوج	peak
اوجھا	towenaar
اوجھا	towenaar
اوجھا	assistent
اَوجھڑ	skop
اَوجھڑ	knock
اَوجھڑ	klop
اَوجھڑ	deurstuur
اَوجھڑ	stoot
اَوجھڑ	blow
اوجھل	onsigbaar
اوجھل	onsigbare
اوجھل	privaatheid
اوجھل	versteek
اوجھل	weggesteek
اوجھل	verberg
اوچھ	bietjie
اوچھا	gemeen
اوچھا	common
اوچھا	gemeenskaplike
اوچھا	kort
اوچھا	kortliks
اوچھا	sorteer
اوچھا	leeg
اوچھا	leë
اوچھا	egipte
اوچھا	shallow
اوچھا	gemeen
اوچھا	common
اوچھا	gemeenskaplike
اوچھا	kort
اوچھا	kortliks
اوچھا	sorteer
اوچھا	leeg
اوچھا	leë
اوچھا	egipte
اوچھا	shallow
اُودا	pers
اُودا	asuur
اُودبِلائو	otter
اَور	besides
اَور	verskillende
اَور	anders
اَور	ook
اَور	nog
اَور	meer
اَور	onbekend
اَور	en
اَور	moreover
اور	breuke
اور	rigting
اور	kant
اور	bronne
اور	bron
اور	oorsprong
اور	beperk
اور	manier
اور	way
اَوراق	bladsye
اَوراق	blaaie
اَوراق	bladsy
اَوراق	blare
اَورنگ	fabriek
اَورنگ	skoonheid
اَورنگ	wysheid
اَورنگ	throne
اُوڑا	tekort
اُوڑا	hongersnood
اوڑھنا	staat
اَوزار	instruments
اَوزار	instrumente
اَوزار	gereedskap
اَوزان	gewigte
اَوسان	moed
اَوسان	sintuie
اَوسان	kalmte
اوِستا	avesta
اوَستھا	staat
اوَستھا	deelstaat
اوَستھا	provinsie
اوَستھا	toestand
اوَستھا	spasie
اوَستھا	voorwaarde
اوَستھا	kondisie
اوَستھا	omstandighede
اوَستھا	berig
اوَستھا	vertelling
اَوسر	tyd
اَوسر	tydstip
اَوسر	ontspanning
اَوسر	leisure
اوسرا	seisoen
اَوسط	gemeen
اَوسط	bedoel
اَوسط	beteken
اَوسط	gemiddelde
اَوسط	gemiddeld
اَوسط	intermediate
اَوسط	medium
اَوسطی	gemeen
اَوسطی	bedoel
اَوسطی	beteken
اَوسطی	gemiddelde
اَوسطی	gemiddeld
اَوسطی	intermediate
اَوسطی	gematig
اَوسطی	matig
اَوسع	wyd
اُوشا	dawn
اَوشدھ	geneeskunde
اَوشدھ	dwelm
اَوشدھ	drug
اَوشدھالیہ	hospitaal
اَوشدھالیہ	kliniek
اَوصاف	maniere
اَوصاف	gewoontes
اَوصاف	morals
اَوصاف	kwalifikasies
اَوضاع	gebare
اَوضاع	maniere
اَوضاع	gewoontes
اَوضاع	gedrag
اَوضاع	optrede
اُوطاق	tent
اُوطاق	chamber
اُوطاق	kamer
اَوقات	omstandighede
اَوقات	ure
اَوقات	hulpbronne
اَوقات	beteken
اَوقات	tye
اَوقات	kere
اَوقات	lewe
اَوقاف	trusts
اُوک	gly
اُوک	fout
اَوکل	angstig
اوکنا	opgooi
اُوکےچُوکے	soms
اَوکھا	verskillende
اَوکھا	anders
اَوکھا	sleg
اَوکھا	vreemd
اُوکھا	droë
اُوکھا	dry
اُوکھا	droog
اَوکھر	geneeskunde
اَوکھر	dwelm
اَوکھر	drug
اَوگُن	fault
اَوگُن	breuk
اَوگُن	leed
اَوگُن	harm
اَوگُن	vergetelheid
اَوگُن	vice
اَوگُن	immorality
اَوگھٹ	rof
اَول	epidemie
اول	pion
اول	hostage
اوّل	beste
اوّل	chief
اوّل	prinsipaal
اوّل	uitstekend
اوّل	uitstekende
اوّل	excellent
اوّل	prior
اوّل	eerste
اوّل	eers
اوّل	hoogste
اوّل	voorafgaande
اَولا	uitstekend
اَولا	uitstekende
اَولا	excellent
اولا	hael
اولا	skerm
اولا	geheim
اولا	geheime
اولا	sekuriteit
اَولاد	kwessies
اَولاد	kinders
اَولاد	afstammelinge
اُولانگ	grasveld
اَولُو	onaangenaam
اَولُو	onewe
اَولُو	vreemd
اُولُو	ondervind
اَولوِیّت	uitnemendheid
اَولوِیّت	excellence
اَولوِیّت	oppergesag
اَولیٰ	superior
اَولیٰ	uitstekend
اَولیٰ	uitstekende
اَولیٰ	excellent
اَولیا	voogde
اَولیا	eenvoudige
اَولیا	eenvoudig
اَولیا	defenders
اَولیا	saints
اولیااللہ	saints
اوّلیّت	prioriteit
اوّلیّت	superioriteit
اوم	wisjnoe
اُون	wol
اُونٹ	tall
اُونٹ	lank
اُونٹ	hoog
اُونٹ	gek
اُونٹ	kameel
اُونٹ	camel
اُونچ	hoogte
اُونچا	verhoogde
اُونچا	hoë
اُونچا	hoog
اُونچا	ingesamel
اُونچا	tall
اُونچا	lank
اُونچا	hoog
اُونچا	gesiene
اُونچا	superior
اُونچان	hoogte
اُونچائی	vergelyking
اُونچائی	hoogte
اُونچائی	hoogtes
اَوندھا	opgebreek
اَوندھانا	omkeer
اَوندھانا	ontsteld
اَونڈ	bodem
اَونڈ	onder
اَونڈ	onderkant
اَونڈ	bottom
اَونڈ	diepte
اُونگھتا	vaak
اُونھ	nay
اوہ	verrassing
اوہ	distress
اُوئی	pyn
اویر	vertraging
اویرنا	vertraging
اہا	geluk
اہا	wonder
اہاجی	satires
اہار	kos
اہار	voedsel
اہار	plak
اہار	glue
اہار	cement
اہالی	lords
اہالی	massas
اہالی	masters
اہالی	landsburgers
اہالی	burgers
اہالی	citizens
اہالی	werkgewers
اِہانت	ligte
اِہانت	belediging
اِہتدا	counsel
اِہتدا	leiding
اِہتزاز	blydskap
اِہتزاز	vreugde
اِہتمام	aandag
اِہتمام	toesig
اِہتمام	bestuur
اِہتمام	omgee
اِہتمام	indeling
اِہتمامی	bestuurder
اِہدا	counsel
اِہدا	geskenk
اِہدا	leiding
اِہدا	hede
اِہدا	tans
اِہدا	voordra
اِہدا	teenwoordig
اہداف	teikens
اہرام	monumente
اہرمن	reus
اہرمن	duiwel
اہرمن	spook
اہرمن	satan
اہرن	aambeeld
اَہل	worthy
اَہل	woonstel
اَہل	apt
اَہل	ondervind
اَہل	vrou
اَہل	opvolger
اَہل	volgeling
اَہل	able
اَہل	bekwame
اَہل	pas
اِہلاک	vernietiging
اِہلاک	dood
اہلہ	oorloop
اہلہ	aardbewing
اہلہ	vloed
اہلی	domesticated
اہلیت	vaardigheid
اہلیت	lancelot
اہلیت	kwalifiserende
اہلیت	geskiktheid
اہلیت	fiksheid
اہلیہ	vrou
اہم	belangrik
اہم	belangrike
اہم	belangrik
اہم	belangrike
اِہمال	vertraging
اہمیّت	betekenis
اہنسا	ahimsa
اہوَن	makliker
اہوَن	eenvoudiger
اہوَن	eenvoudige
اہوَن	eenvoudig
اِئتلاف	vriendskap
ائلام	hartseer
ائلام	sorrow
ائمّہ	imams
ایادی	opdragte
ایادی	hande
ایادی	outoriteit
ایادی	owerhede
ایاز	slaaf
ایاز	den
ایاز	beloved
ایاز	geliefde
ایاز	geliefd
ایاز	geliefkoosde
ایاغ	koppie
ایاغ	beker
ایاغ	goblet
ایال	lion
ایال	leeu
اِیالت	dominion
اِیالت	heers
اِیالت	reël
اِیالت	kommentaar
اِیالت	regering
ایّام	dae
ایّام	seisoene
ایّام	bepalings
ایّام	voorwaardes
ایّام	tye
ایّام	kere
ایّام	duur
ایّام	tydperk
ایّام	tydsduur
ایتلاف	fusie
ایتلاف	vereniging
ایتلاف	assosiasie
ایتلاف	vriendskap
ایتلاف	maatskappy
ایتلاف	korrespondensie
اِیثار	sacrifice
اِیثار	opoffering
اِیجاب	aanvaarding
اِیجابی	positiewe
اِیجابی	positief
اِیجابی	regstellende
اِیجاد	uitvinding
اِیجاد	ontwerp
اِیجاد	innovasie
اِیجاد	toestel
اِیجاد	skepping
اِیدھر	hier
اِیذا	leed
اِیذا	harm
اِیذا	skade
اِیذا	besering
اِیذا	sukkel
اِیذا	marteling
اِیذا	pyn
اِیراد	aangebied
اِیراد	beswaar
اِیرانی	irannese
اِیرانی	persies
اِیرانی	persiese
ایڑی	heel
اِیزاد	verhoog
اِیزاد	vermeerder
اِیزاد	optel
اِیزاد	byvoeging
ایزد	god
ایزدی	divine
اَیسا	wyl
اَیسا	sulke
اَیسا	soos
اِیستادگی	vertraging
اِیستادگی	ereksie
اِیستادہ	staande
اِیستادہ	staan
اِیستادہ	opgerig
اِیستگاہ	hawe
اِیستگاہ	port
اِیستگاہ	poort
اِیشور	chief
اِیشور	meester
اِیشور	god
اِیشور	aaneenlopende
اِیشور	liniaal
اِیشور	here
اِیشورتا	oppergesag
ایشیا	asië
ایشیائی	asiese
ایشیائی	asiatiese
ایشیائی	asiatic
اَیضاً	ditto
اِیضاح	verduideliking
اِیغو	ego
اِیفا	tevredenheid
اِیفا	werkverrigting
اِیفا	prestasie
اِیفا	opvoering
اِیقاع	gebeur
اِیقاع	harmonie
اِیقان	geloof
اِیقان	belief
اِیقان	gewete
ایک	sole
ایک	vereenigde
ایک	united
ایک	verenigde
ایک	oor
ایک	een
ایک	alleen
ایک	slegs
ایک	net
ایک	eerste
ایک	eers
ایک	unieke
ایک	uniek
ایک	nearly
ایک	sole
ایک	vereenigde
ایک	united
ایک	verenigde
ایک	oor
ایک	een
ایک	alleen
ایک	slegs
ایک	net
ایک	eerste
ایک	eers
ایک	enkel
ایک	unieke
ایک	uniek
ایک	nearly
ایکا	conspiracy
ایکا	stip
ایکا	unity
ایکا	conspiracy
ایکا	stip
ایکانت	privaatheid
ایکانت	solitude
ایکتا	union
ایکتا	unie
ایکتا	solitude
ایکتا	unity
ایکتا	harmonie
ایکتا	unieke
ایکتا	uniek
ایکڑ	akker
اِیل	vriend
ایّل	hert
اِیلام	punishment
ایلچی	messenger
ایلچی	ambassador
ایلچی	verteenwoordiger
ایلچی	messenger
ایلچی	ambassador
ایلچی	emissary
ایلچی	verteenwoordiger
ایلوا	aalwyn
ایلوا	aloe
اِیما	orde
اِیما	bestel
اِیما	volgorde
اِیما	bestelling
اِیما	rangskik
اِیما	sal
اِیما	teken
اِیما	onderteken
اِیما	leidraad
اِیما	gebaar
اِیما	voorneme
اِیما	bedoeling
اِیماق	tribe
اِیماق	ras
اِیماق	resies
اِیماق	familie
اِیماق	gesin
اِیمان	religie
اِیمان	godsdiens
اِیمان	eerlikheid
اِیمان	integriteit
اِیمان	bewussyn
اِیمان	creed
اِیمان	geloof
اِیمان	sekerheid
اِیمان	vertroue
اِیماندار	eerlike
اِیمانداری	eerlikheid
اَیمن	beskerm
اَیمن	beveilig
اَیمن	regterkant
اَیمن	regs
اَیمن	veilig
اَیمن	veilige
اِیں	dit
اِیں	hierdie
اِیں	dié
اِینٹ	baksteen
اِینٹ	diamond
اِینٹ	diamant
اَینٹھ	pride
اَینٹھ	trots
اَینٹھن	twist
اَینٹھن	kinkel
اَینٹھنا	twist
اَینٹھنا	kinkel
اینچ	pulling
اینچ	aantrekkingskrag
اینچ	aantreklikheid
اینچ	skets
اینچ	tekening
اینچا	getrek
اینچا	geteken
اینچنا	lok
اینچنا	skryf
اینچنا	trek
اینچنا	teken
اِیندھن	brandstof
اَینڈا	bent
اَینڈا	skeef
اَینڈا	rolling
اَیوان	paleis
اَیوان	house
اَیوان	huis
اَیوان	chamber
اَیوان	saamstel
اَیوان	gemeente
اَیوان	wetgewer
اَیوان	parlement
ایُّوب	werk
ایُّوب	job
ایُّوب	werkie
آ	kom
آبننا	gebeur
آگھیرنا	omsingel
آگھیرنا	surround
آب	waardigheid
آب	oorkom
آب	menswaardigheid
آب	pools
آب	polish
آب	poolse
آب	helderheid
آب	sweet
آب	sheen
آب	reputasie
آب	skitter
آب	wyn
آب	sap
آب	honour
آب	gestand
آب	eer
آب	waardigheid
آب	oorkom
آب	menswaardigheid
آب	pools
آب	polish
آب	poolse
آب	helderheid
آب	water
آب	sweet
آب	sheen
آب	reputasie
آب	skitter
آب	wyn
آب	sap
آب	honour
آب	gestand
آب	eer
آبا	vaders
آباد	bevolkte
آباد	bewoonde
آباد	beset
آباد	gelukkig
آبادانی	bloom
آبادانی	habitation
آبادی	skikking
آبادی	bevolking
آبادی	populasie
آبادی	lewe
آبادی	aktiwiteit
آبادیاتی	demografiese
آباہن	ontvangs
آباہن	welkom
آبائی	hereditary
آبائی	inheemse
آبائی	plaaslik
آبدوز	duikboot
آبرو	waardigheid
آبرو	oorkom
آبرو	menswaardigheid
آبرو	helderheid
آبرو	reputasie
آبرو	respek
آبرو	rang
آبرو	rank
آبرو	prestige
آبرو	bekendheid
آبرو	fame
آبرو	honour
آبرو	gestand
آبرو	eer
آبرومند	agbare
آبرومند	geagte
آبرومندی	honour
آبرومندی	gestand
آبرومندی	eer
آبرومندی	respek
آبسال	tuin
آبسال	wingerd
آبِستان	mere
آبِستگی	swangerskap
آبشار	waterval
آبگینہ	weerspieël
آبگینہ	spieël
آبگینہ	spieëlbeeld
آبگینہ	dupliseer
آبگینہ	diamond
آبگینہ	diamant
آبگینہ	goblet
آبلُوچ	lekkergoed
آبلہ	borrel
آبلہ	bubble
آبنائے	strait
آبنُوس	ebony
آبنُوسی	swart
آبھا	skoonheid
آبھاس	voorlegging
آبھاس	presentation
آبھاس	emergence
آبھاس	bekendstelling
آبھاس	inleiding
آبھاس	voorkoms
آبھُوشن	ornament
آپ	jouself
آپ	julle
آپ	jy
آپ	self
آپ	jouself
آپا	self
آپاآپی	self
آپس	broederskap
آپس	koshuis
آپس	broederskap
آتا	volgende
آتا	oppad
آتا	skuld
آتش	woede
آتش	liefde
آتش	vlam
آتش	passie
آتش	passion
آتش	brand
آتش	vuur
آتش	woede
آتش	rage
آتشزدگی	skryfwerk
آتِشک	sifilis
آتِشگیر	plofbare
آتِشی	vurige
آتَم	self
آتما	atman
آتما	gees
آتما	siel
آتما	gedagte
آتی	oppad
آتے	oppad
آٹا	rotten
آٹا	vrot
آٹا	ete
آٹا	meel
آٹھ	agt
آٹھ	agtste
آٹھ	reguit
آٹھواں	eighth
آثار	simptome
آثار	grondslag
آثار	tekens
آثار	besoeke
آثار	indrukke
آثار	effekte
آثار	tekens
آثاریات	argeologie
آج	nou
آج	now
آج	tans
آج	nou
آج	now
آج	tans
آج	vandag
آجِر	eienaar
آجِر	meester
آجِیوکا	kos
آجِیوکا	voedsel
آجِیوکا	diet
آچار	optrede
آچار	gebruik
آچار	practice
آچار	praktyk
آچار	oefen
آچار	gedrag
آچار	optrede
آچاریہ	priest
آخر	ewige
آخر	verskillende
آخر	anders
آخر	nuutste
آخر	jongste
آخِر	last
آخِر	laas
آخِر	laaste
آخِر	jongste
آخِر	vervaldatum
آخِر	einde
آخِر	beëindig
آخِر	ultimate
آخِر	uiteindelik
آخِر	aangaan
آخِر	finale
آخِر	finaal
آخِرش	uiteindelik
آخِری	last
آخِری	laas
آخِری	laaste
آخِری	jongste
آخِری	ultimate
آخِری	uiters
آخِری	extreme
آخِری	later
آخِریں	last
آخِریں	laas
آخِریں	laaste
آخِریں	jongste
آخِریں	finale
آخِریں	finaal
آخشیج	water
آخور	weier
آخور	waardeloos
آخور	useless
آخور	stabiel
آخور	stable
آخور	stabiele
آخوند	meester
آخوند	onderwyser
آخوند	instrukteur
آخیر	last
آخیر	laas
آخیر	laaste
آخیر	jongste
آخیر	voltooiïng
آخیر	einde
آخیر	beëindig
آخیر	aangaan
آخیر	finale
آخیر	finaal
آد	antieke
آد	oorsprong
آد	eerste
آد	eers
آداب	greetings
آداب	maniere
آداب	protokol
آدر	aandag
آدر	gasvryheid
آدر	betrekking
آدر	opsig
آدر	respek
آدر	oorweging
آدرش	weerspieël
آدرش	spieël
آدرش	spieëlbeeld
آدرش	dupliseer
آدرش	imaginary
آدرش	denkbeeldige
آدرش	ideaal
آدرش	boodskap
آدرش	beginsels
آدرش	teken
آدرش	onderteken
آدرش	doelwit
آدرش	verwesenlik
آدم	mensdom
آدم	humanity
آدمی	mense
آدمی	messenger
آدمی	massas
آدمی	dienaar
آدمی	naaswenner
آدمی	runner
آدمی	man
آدمی	man
آدمی	volwassene
آدمی	mense
آدمی	messenger
آدمی	massas
آدمی	dienaar
آدمی	naaswenner
آدمی	runner
آدمی	man
آدمی	man
آدمی	volwassene
آدمی	individuele
آدمی	individu
آدمیّت	humanity
آدمیّت	jeug
آدمیّت	wysheid
آدیش	instruksie
آدیش	orde
آدیش	bestel
آدیش	volgorde
آدیش	bestelling
آدیش	rangskik
آدیش	kommentaar
آدینہ	vrydag
آدھ	half
آدھا	half
آدھار	kos
آدھار	voedsel
آدھار	grondslag
آدھار	base
آدھار	onderliggende
آدھار	basis
آدھار	ondersteuning
آدھار	ondersteun
آدھار	steun
آدھار	bystand
آدِھین	lojaal
آدِھین	loyal
آدِھین	lojale
آذر	brand
آذر	vuur
آذر	vlam
آذِین	versiering
آر	shame
آر	skande
آر	skaam
آر	spur
آرپار	regoor
آرپار	oorkant
آرا	aansigte
آرا	kykers
آرا	saag
آرا	opinies
آرادھن	invocation
آرادھن	devotion
آرادھن	aanbidding
آرادھن	gebed
آرادھن	aanbidding
آرادھن	worship
آرادھنا	bid
آراستگی	voorbereiding
آراستگی	versiering
آراستگی	indeling
آراستہ	bereid
آراستہ	prepared
آرام	gemak
آرام	troos
آرام	rus
آرام	res
آرام	gerief
آرام	slaap
آرام	gemak
آرام	troos
آرام	rus
آرام	res
آرامی	aramees
آرامی	lui
آرائش	blomme
آرائش	dressing
آرائش	ornament
آرائش	indeling
آرائش	blomme
آرائش	dressing
آرائش	ornament
آرائش	versiering
آرائش	indeling
آرائی	indeling
آرتِھک	finansiële
آرتِھک	finansieel
آرتِھک	ekonomiese
آرد	ete
آرد	meel
آرزو	geloof
آرزو	begeerte
آرزو	liefde
آرزو	versoek
آرزو	wil
آرزو	trust
آرزو	vertrou
آرزو	verwagting
آرزو	hoop
آرزو	wens
آرزو	geloof
آرزو	begeerte
آرزو	liefde
آرزو	versoek
آرزو	wil
آرزو	trust
آرزو	vertrou
آرزو	verwagting
آرزو	hoop
آرزو	wens
آرزومندی	begeerte
آرمیدگی	gemak
آرمیدگی	troos
آرِندہ	bearing
آرہ	saag
آریہ	dapper
آریہ	ariese
آریہ	vet
آریہ	vetdruk
آڑ	muur
آڑ	versteek
آڑ	verberg
آڑ	heining
آڑ	shame
آڑ	skande
آڑ	skaam
آڑ	presisie
آڑ	beskerming
آڑ	toemaak
آڑ	omslag
آڑ	omhulsel
آڑ	hindernis
آڑ	waarborg
آڑ	ondersteuning
آڑ	ondersteun
آڑ	steun
آڑ	bystand
آڑ	veiligheid
آڑ	guise
آڑ	muur
آڑ	versteek
آڑ	verberg
آڑ	heining
آڑ	shame
آڑ	skande
آڑ	skaam
آڑ	presisie
آڑ	beskerming
آڑ	toemaak
آڑ	omslag
آڑ	omhulsel
آڑ	hindernis
آڑ	skerm
آڑ	waarborg
آڑ	ondersteuning
آڑ	ondersteun
آڑ	steun
آڑ	bystand
آڑ	veiligheid
آڑ	guise
آڑا	bent
آڑا	kruis
آڑا	skeef
آڑا	diagonale
آڑُو	perske
آڑی	ondersteuner
آڑی	assosieer
آڑھ	mullet
آڑھت	agentskap
آڑھتی	correspondent
آز	gierigheid
آزاد	libertine
آزاد	gratis
آزاد	vry
آزاد	free
آزاد	independent
آزاد	onafhanklike
آزاد	onafhanklik
آزاد	selfstandige
آزاد	unchained
آزادانہ	vrylik
آزادگی	vryheid
آزادگی	liberty
آزادہ	gratis
آزادہ	vry
آزادہ	free
آزادی	bevryding
آزادی	onafhanklikheid
آزادی	vryheid
آزادی	bevryding
آزادی	onafhanklikheid
آزار	swaarkry
آزار	skade
آزار	besering
آزار	sukkel
آزاردہ	irriterend
آزاردہ	irriterende
آزاردہ	hinderlik
آزاری	wreedheid
آزاری	marteling
آزُردگی	distress
آزُردگی	woede
آزُردگی	sukkel
آزُردگی	grief
آزُردگی	sorrow
آزُردہ	geïrriteerd
آزُردہ	hartseer
آزُردہ	troubled
آزُقہ	kos
آزُقہ	voedsel
آزمانا	toets
آزمانا	probeer
آزمائش	verhoor
آزمائش	toets
آزمُودہ	tested
آزمُون	toets
آزمُون	eksperimenteer
آزمُون	eksperiment
آزُوقہ	kos
آزُوقہ	voedsel
آزُوقہ	livelihood
آژنگ	vou
آس	naby
آس	kinders
آس	geloof
آس	begeerte
آس	trust
آس	vertrou
آس	verwagting
آس	presisie
آس	beskerming
آس	myrtle
آس	hoop
آس	wens
آس	ondersteuning
آس	ondersteun
آس	steun
آس	bystand
آسا	begeerte
آسامی	assamees
آسامی	employment
آسامی	indiensneming
آسان	gerieflike
