και	और
ιστότοπος	वेबसाइट
ιστότοπος	जालस्थल
νοσοκομείο	चिकित्सालय
νοσοκομείο	अस्पताल
νοσοκομείο	हॉस्पिटल
κριτικές	समीक्षा
κριτικές	समीक्षाएँ
πολιτικοί	राजनेता
δει	देखा
δει	देखी
εκδόθηκε	निर्गत
εκδόθηκε	जारी
όριο	सीमा
βουλγαρίας	बुल्गारिया
προφανώς	जाहिर
εμπόριο	वाणिज्य
εμπόριο	कॉमर्स
εμπόριο	व्यापार
τίτλοι	प्रतिभूति
τίτλοι	शीर्षक
χάρτη	नक्शा
χάρτη	मानचित्र
χάρτη	मैप
χάρτη	चार्टर
ελληνίδα	ग्रीक
ελληνίδα	यूनानी
προηγούμενη	पिछले
προηγούμενη	पिछला
ποιήματα	कविताओं
ποιήματα	कविताएँ
ποιήματα	कविताएं
έντονα	पडती
στόχος	उद्देश्य
στόχος	टार्गेट
στόχος	टारगेट
στόχος	लक्ष्य
στόχος	निशाना
αυστρία	आस्ट्रिया
αυστρία	ऑस्ट्रिया
κέντρα	केंद्रों
άνοιξη	स्प्रिंग
άνοιξη	बसंत
άνοιξη	वसंत
άνοιξη	वसन्त
ηλικίας	उम्र
ηλικίας	आयु
φέρεται	ट्रीट
συγκροτήματα	सभाओं
σκοπός	उद्देश्य
σκοπός	purpose
φαν	fan
φαν	फ़ैन
φαν	पंखा
φαν	प्रशंसक
διαμερίσματα	अपार्टमेंट
λόγια	शब्दों
λόγια	लफ़्ज़ों
λόγια	शब्द
παραλία	समुद्रतट
παραλία	बीच
πράγματι	बेशक
δυτικό	पश्चिमी
συνεχώς	लगातार
μικρότερο	छोटी
σώματα	लाशें
εξαίρεση	अपवाद
εξαίρεση	एक्सेप्शन
εξαίρεση	अपवाद
αιτία	कारण
αιτία	ध्येय
αιτία	निमित्त
αιτία	कारण
αθλητική	एथलेटिक
πολιτισμός	संस्कृति
πολιτισμός	सभ्यता
τράπεζα	बैंकर
τράπεζα	बैंक
τράπεζα	बैंको
καπ	cap
καπ	कैप
καπ	cfp
διαφορετική	भिन्न
διαφορετική	अलग
εκκλησίες	चर्च
σκόρερ	स्कोरर
υποψήφιος	उम्मीदवार
υποψήφιος	प्रत्याशी
πύργος	बुर्जों
πύργος	बुर्ज
πύργος	टावर
πύργος	मीनार
σχολεία	विद्यालय
σχολεία	स्कूल
σχολεία	स्कूलों
ντέιβιντ	डेविड
ντέιβιντ	दाउद
προπονητή	कोच
συζητήσεις	चर्चाएँ
αρχαίο	प्राचीन
προώθηση	प्रचार
προώθηση	तरक्की
προώθηση	प्रमोशन
προώθηση	प्रचार
επίσκοπος	बिशप
πλούσια	रिच
πλούσια	अमीर
πλούσια	समृद्ध
παράσταση	निष्पादन
παράσταση	प्रदर्शन
παράσταση	दिखाओ
παράσταση	शो
παράσταση	दिखाएं
παράσταση	दिखाएँ
περάσει	दर्रा
περάσει	पास
περάσει	pass
πολωνία	पोलैंड
πολωνία	कैंडल
απόλλωνα	अपोलो
σοφία	सोफिया
σοφία	अकल
σοφία	बुद्धिमत्ता
σοφία	अक्ल
παρουσίαση	प्रस्तुति
παρουσίαση	प्रस्तुतिकरण
παρουσίαση	प्रस्तुतीकरण
δυνατόν	संभव
δυνατόν	संभावित
κατάληψη	कब्ज़ा
αναγνώριση	पहचान
αναγνώριση	मान्यता
τάγμα	बटालियन
σήμα	signal
σήμα	संकेत
σήμα	सिग्नल
σήμα	बिल्ला
σήμα	बैज
ευχαριστώ	धन्यबाद
ευχαριστώ	शुक्रिया
ευχαριστώ	धन्यवाद
ευρήματα	निष्कर्षों
αεροσκάφος	विमान
αεροσκάφος	वायुयान
χρόνος	वक़्त
χρόνος	वक्त
χρόνος	समय
πράξεις	संचालन
πράξεις	परिचालन
πράξεις	अधिनियमों
πράξεις	क्रिया
πράξεις	कार्रवाइयों
πράξεις	कार्रवाइयाँ
πράξεις	क्रियाएँ
φίλιππος	फिलिप
δυνατό	मजबूत
δυνατό	मज़बूत
δυνατό	बलवान
δυνατό	दमदार
βασιλείς	राजाओं
βασιλείς	किंग्स
βασιλείς	रॉयल्स
τουρκική	तुर्की
τέταρτη	चौथा
τέταρτη	चौथी
αιγαίου	ईजियन
ύφος	शैली
ύφος	style
ύφος	अंदाज़
ύφος	स्टाइल
χώρους	स्पेसेस
ορθόδοξη	सनातनी
ορθόδοξη	परंपरागत
παραστάσεις	प्रदर्शन
περιοδικά	मैगज़ीन
παρακαλώ	please
παρακαλώ	प्लीज
παρακαλώ	कृपया
παράγοντες	एजेंटों
παράγοντες	कारक
παράγοντες	कारकों
τεχνικές	तकनीक
τεχνικές	तकनीकों
αστέρας	तारा
αστέρας	तारे
αστέρας	तारक
αστέρας	तारों
αστέρας	स्टार
φυτά	पौधे
αγίων	संतों
αγίων	संत
αγίων	संतो
προτάσεις	सुझाव
προτάσεις	प्रस्ताव
προτάσεις	सुझाव
σύμβουλος	परामर्शदाता
σύμβουλος	सलाहकार
τεχνολογία	तकनीक
τεχνολογία	प्रौद्योगिकी
όπλα	शस्त्र
όπλα	बाहें
όπλα	शस्त्र
όπλα	हथियार
όπλα	बंदूकें
όπλα	बंदूकों
έκρηξη	फटना
έκρηξη	ब्लास्ट
έκρηξη	धमाका
έκρηξη	विस्फोटक
έκρηξη	विस्फोट
συνέλευση	असेम्बली
συνέλευση	विधानसभा
συνέλευση	सभा
συνέλευση	कन्वेंशन
συνέλευση	सम्मेलन
επιτυχίες	सफलताएँ
επιτυχίες	सफलताओं
βασιλικό	तुलसी
βασιλικό	बेसिल
βασιλικό	नवाबी
βασιλικό	रॉयल
βασιλικό	शाही
βασιλικό	royal
πάρκο	उद्यान
πάρκο	पार्क
ποίηση	कविता
ποίηση	शायरी
ποίηση	काव्य
εθνών	राष्ट्रों
εθνών	राष्ट्र
ανατολικό	पूर्वी
ανατολικό	पूर्व
ανατολικό	ईस्ट
ανατολικό	पूर्वी
διαστάσεις	आयाम
διαστάσεις	आयाम
ερείπια	खंडहर
ερείπια	तबाह
ασφάλεια	मिलावट
ασφάλεια	सुरक्षा
ασφάλεια	सुरक्षा
ασφάλεια	बीमा
ασφάλεια	बीमे
γραφείο	आफिस
γραφείο	ऑफिस
γραφείο	कार्यालय
γραφείο	ऑफ़िस
γραφείο	दफ्तर
γραφείο	डेस्क
καθημερινή	रोज़ाना
καθημερινή	प्रतिदिन
καθημερινή	रोज
καθημερινή	रोज
καθημερινή	नित्य
καθημερινή	रोजाना
καθημερινή	दैनिक
καθημερινή	प्रतिदिन
καθημερινή	रोज़
εσωτερική	आंतरिक
εσωτερική	आन्तरिक
εσωτερική	आतंरिक
απλή	सिंपल
απλή	साधारण
απλή	सरल
αρχεία	फ़ाइलें
αρχεία	फ़ाइल
αρχεία	संचिका
αρχεία	फाइलें
αρχεία	रिकॉर्ड
αρχεία	अभिलेखागार
αρχεία	अभिलेख
διάκριση	भेदभाव
διάκριση	विभेद
διάκριση	पक्षपात
διάκριση	भेद
εβδομάδες	हफ्ते
εβδομάδες	सप्ताह
επιστολή	लेटर
επιστολή	पत्र
επιστολή	अक्षर
συνεισφορά	योगदान
ιταλικά	इतालवी
πιθανότητα	संभावना
πιθανότητα	संभाव्यता
πιθανότητα	सम्भावना
μόσχα	मॉस्को
μόσχα	मास्को
εξέδωσε	निर्गत
εξέδωσε	जारी
καλιφόρνια	कैलिफोर्निया
καλιφόρνια	कैलिफ़ोर्निया
πέρασμα	ड्योढ़ी
πέρασμα	दर्रा
πέρασμα	पास
πέρασμα	pass
έμβλημα	तमगा
γύρος	दौर
γύρος	गोल
γύρος	राउंड
γύρος	गोलाकार
παύλος	पाल
παύλος	पॉल
γερμανικό	जर्मन
γερμανικό	जर्मनी
βρετανική	ब्रिटिश
βρετανική	अंग्रेजों
συγκρούσεις	विरोध
συγκρούσεις	संघर्ष
συγκρούσεις	विरोध
προ	प्री
χειμώνα	सर्दियों
χειμώνα	सर्दियाँ
χειμώνα	सर्दी
χειμώνα	शीत
πράσινο	हरित
πράσινο	हरी
πράσινο	हरा
πράσινο	ग्रीन
δία	ज़ीउस
δία	वृहस्पति
δία	बृहस्पति
εταιρείες	कंपनियों
εταιρείες	कंपनियाँ
εφημερίδες	अख़बार
εφημερίδες	अखबार
εφημερίδες	समाचारपत्र
εφημερίδες	अखबारों
εφημερίδες	papers
αρχαιολογικό	पुरातत्व
μουσικός	संगीतकार
χρήματα	मुद्रा
χρήματα	मनी
χρήματα	पैसा
χρήματα	पैसे
χρήματα	धन
τραγουδίστρια	singer
τραγουδίστρια	गायक
τραγουδίστρια	सिंगर
βερολίνο	बर्लिन
κλίμακα	पैमाना
κλίμακα	मापक
κλίμακα	स्केल
ανέβηκε	अपलोड
περιστρέφεται	घूमती
μέλλον	भविष्य
κύκλος	सर्किल
κύκλος	घेरा
κύκλος	वृत
κύκλος	वृत्त
κύκλος	चक्र
κύκλος	साईकिल
νωρίτερα	पहले
βιέννη	वियना
σκοτώθηκε	मारे
δεδομένου	दी
δεδομένου	दिया
δεδομένου	दिए
πρότεινε	सुझाया
εφαρμογές	एप्लिकेशन
εφαρμογές	आवेदन
εφαρμογές	अनुप्रयोग
εφαρμογές	एप्लिकेशन
εφαρμογές	ऐप्स
αλλάξει	परिवर्तित
αλλάξει	बदला
αιώνες	सदियों
αιώνες	सदियां
χτίστηκε	बनवाया
χτίστηκε	बनवाई
χτίστηκε	निर्मित
ιστορίες	कथाएं
ιστορίες	किस्से
ιστορίες	कहानियाँ
ιστορίες	कहानियां
ισπανικά	स्पैनिश
ισπανικά	स्पेनिश
ισπανικά	स्पेनी
βρετανικό	ब्रिटिश
βρετανικό	अंग्रेजों
έρευνες	सर्वेक्षण
έρευνες	अनुसंधान
έρευνες	शोध
έρευνες	पूछताछ
εκλογή	चुनाव
κάνοντας	बनाने
κάνοντας	बनाना
πρακτική	व्यावहारिक
πρακτική	प्रथा
πρακτική	अभ्यास
ρίζες	जड़
ρίζες	जड़ें
μερικοί	कुछ
ποιητές	कवियों
σύνδεση	लॉगिन
σύνδεση	कनेक्शन
σύνδεση	लिंक
σύνδεση	कड़ी
σύνδεση	जुड़ें
σύνδεση	कनेक्ट
αυτοκίνητα	कार
αυτοκίνητα	कारों
αυτοκίνητα	कारें
αυτοκίνητα	गाड़ियाँ
αυτοκίνητα	ऑटोमोबाइल्स
αυτοκίνητα	ऑटोमोबाइल
πλευρές	किनारा
πλευρές	पहलू
τεράστια	विशाल
τεράστια	प्रचुर
τεράστια	अत्यंत
τεράστια	विशाल
διαδίκτυο	इंटरनेट
διαδίκτυο	इन्टरनेट
διαδίκτυο	अंतरजाल
νούμερο	संख्या
νούμερο	नंबर
νούμερο	क्रमांक
καφέ	ब्राउन
καφέ	भूरा
καφέ	कॉफ़ी
καφέ	कॉफी
οδός	मार्ग
οδός	रूट
οδός	सड़क
οδός	गली
οδός	रोड
οδός	सड़क
συμπεριλαμβανομένων	सहित
λος	लॉस
γνωστές	ज्ञात
άμυνας	रक्षा
μάτια	निगाहों
μάτια	आँखे
μάτια	आंखें
μάτια	आँखें
επιγραφή	तख्ती
επιγραφή	शिलालेख
εκδηλώσεις	घटनाएँ
εκδηλώσεις	ईवेंट
εκδηλώσεις	कार्यक्रम
σερβία	सर्बिया
βαν	वान
βαν	वैन
εσσδ	ussr
ποικιλία	विविधता
ποικιλία	किस्में
κώστα	कोस्टा
χρονικά	क्रॉनिकल्स
δολοφονία	हत्या
δολοφονία	कत्ल
δολοφονία	मर्डर
δολοφονία	हत्या
αθλητής	एथलीट
αθλητής	खिलाड़ी
φιλόσοφος	दार्शनिक
φιλόσοφος	पारस
παρασκευή	शुक्रवार
καθήκοντα	कार्य
καθήκοντα	कर्तव्य
απώλειες	नुकसान
απώλειες	घाटा
απώλειες	नुकसान
απώλειες	हताहत
αποφοίτησε	स्नातक
αποφοίτησε	ग्रैजुएट
εκπομπή	प्रसारण
εκπομπή	ब्रॉडकास्ट
εκπομπή	उत्सर्जन
κινητήρα	इंजन
κινητήρα	मोटर
τόμας	थॉमस
τόμας	थामस
απλό	सिंपल
απλό	साधारण
απλό	सरल
απλό	सादा
απλό	मैदान
εβδομάδα	हफ्ते
εβδομάδα	सप्ताह
επιστήμες	विज्ञान
αυλή	आंगन
αυλή	प्रांगण
αυλή	आँगन
αυλή	यार्ड
επαγγελματική	पेशेवर
γαλλικό	फ़्रेंच
γαλλικό	फ़्रांसीसी
γαλλικό	फ्रांसीसी
γαλλικό	फ्रेंच
φήμη	प्रतिष्ठा
φήμη	प्रसिद्धि
φήμη	शोहरत
φήμη	ख्याति
φήμη	कीर्ति
φήμη	अफवाह
κόλπο	तरकीब
κόλπο	चाल
κόλπο	ट्रिक
κόλπο	स्वांग
τύμπανα	ड्रम
τύμπανα	ढोल
τύμπανα	ड्रम
ανακάλυψη	खोज
ανακάλυψη	discover
ανακάλυψη	खोज
ανακάλυψη	डिस्कवरी
ιδρυτής	संस्थापक
διαφορές	भिन्नताएं
διαφορές	मतभेद
διαφορές	विवाद
διαφορές	विवादों
κινήσεις	चाल
κινήσεις	moves
κινήσεις	चालें
κινήσεις	आंदोलनों
πυρήνα	कोर
πυρήνα	कर्नेल
ποιος	जिसने
ποιος	कौन
ποιος	जो
νόμπελ	नोबेल
κανονική	रेगुलर
κανονική	नियमित
κανονική	सामान्य
αδελφή	बहन
αδελφή	सिस्टर
έπεσε	गिरी
άγαλμα	प्रतिमा
βραζιλία	ब्राजील
βραζιλία	ब्राज़ील
βορρά	उत्तर
δύσκολο	हार्ड
δύσκολο	कड़ा
δύσκολο	कठिन
δύσκολο	कठोर
δύσκολο	मेहनत
δύσκολο	मुश्किल
δύσκολο	कठिन
δύσκολο	मुश्किल
προσπαθεί	कोशिशें
αριθμούς	संख्या
αριθμούς	संख्याएँ
ιερουσαλήμ	जेरूसलम
στρατόπεδο	कैम्प
στρατόπεδο	कैंप
στρατόπεδο	शिविर
εννέα	नहला
εννέα	नौ
διαφορετικό	भिन्न
διαφορετικό	अलग
αλήθεια	सच
αλήθεια	सही
αλήθεια	सच्चा
αλήθεια	सत्य
αλήθεια	सच
αλήθεια	सच्चाई
αλήθεια	सचमुच
αλήθεια	वाकई
ποσότητα	मात्रा
δισκογραφία	डिस्कोग्राफ़ी
διαδρομή	मार्ग
διαδρομή	रूट
διαδρομή	पथ
διαδρομή	पाथ
σουηδία	स्वीडिश
σουηδία	स्वीडन
λατινική	लातिन
λατινική	लैटिन
ολόκληρο	पूरी
ολόκληρο	पूरा
ολόκληρο	पूरे
έκφραση	एक्सप्रेशन
έκφραση	अभिव्यक्ति
υπολογιστή	संगणक
υπολογιστή	कम्प्यूटर
υπολογιστή	कंप्यूटर
γνωστοί	ज्ञात
γνωστοί	परिचित
προσφορά	बोली
προσφορά	ऑफर
προσφορά	प्रस्ताव
φρούριο	किला
φρούριο	किला
φρούριο	फोर्ट
παρατηρήσεις	टिप्पणियां
παρατηρήσεις	टिप्पणियाँ
παρατηρήσεις	टिप्पणी
δίκη	मुकदमा
δίκη	ट्रायल
δίκη	विचारण
αρκετοί	कई
αρκετοί	अनेक
σχόλια	टिप्पणियां
σχόλια	टिप्पणियाँ
σχόλια	टिप्पणी
άξονα	धुरी
άξονα	धुरी
άξονα	अक्ष
νομική	लीगल
νομική	कानूनी
νομική	विधिक
γράμμα	लेटर
γράμμα	पत्र
γράμμα	अक्षर
υποψηφιότητα	उम्मीदवारी
υποψηφιότητα	नामांकन
πνεύμα	आत्मा
πνεύμα	आत्माओं
πνεύμα	रूह
πνεύμα	भावना
πνεύμα	स्पिरिट
βουνά	kyu
παλιό	ओल्ड
παλιό	पुराने
παλιό	पुरानी
παλιό	पुराना
παλιό	वृद्ध
παλιό	बूढ़ा
τομείς	सेक्टर
συμφωνώ	सहमत
συρία	सीरियन
συρία	सीरिया
συρία	सीरियाई
γενιά	पीढ़ी
γενιά	जेनरेशन
γενιά	पीढी
κατανομή	विश्लेषण
κατανομή	आबंटन
κατανομή	आवंटन
κατανομή	वितरण
στίχους	आयते
στίχους	आयतें
στίχους	गीत
κλειστό	बन्द
κλειστό	बंद
αυτοκίνητο	कार
αυτοκίνητο	गाड़ी
αυτοκίνητο	गाडी
αυτοκίνητο	car
αυτοκίνητο	ऑटोमोबाइल
κατάταξη	रैंकिंग
κατάταξη	वर्गीकरण
δικαιοσύνης	न्याय
δικαιοσύνης	इंसाफ
μεξικό	मेक्सिको
μεξικό	मैक्सिको
φυσικός	स्वाभाविक
φυσικός	कुदरती
φυσικός	प्राकृतिक
τουρνουά	टूर्नामेंट
σωματεία	संघ
αντίτυπα	कॉपी
αντίτυπα	प्रतियां
αντίτυπα	नक़ल
ημερολόγιο	कैलेंडर
ημερολόγιο	पंचांग
ημερολόγιο	डायरी
ημερολόγιο	दैनिकी
ημερολόγιο	पत्रिका
ημερολόγιο	जर्नल
στατιστικά	आंकड़े
στατιστικά	आँकड़े
στατιστικά	सांख्यिकी
στατιστικά	आंकडे
συμβολή	योगदान
βασικές	मूल
βασικές	मूलभूत
βασικές	बेसिक
βασικές	मौलिक
στυλ	शैलियाँ
στυλ	शैली
στυλ	style
στυλ	अंदाज़
στυλ	स्टाइल
ήλιο	हीलियम
τοπικές	स्थानीय
τοπικές	लोकल
ρεάλ	असली
ρεάλ	यथार्थ
ρεάλ	रीयल
ρεάλ	वास्तविक
ρεάλ	रियल
κρατών	राज्यों
κρατών	राज्यो
κρατών	स्टेट्स
κρατών	राज्य
γράφτηκε	लिखी
γράφτηκε	लिखा
βοηθός	सहायक
βοηθός	सहायक
βοηθός	मददगार
βοηθός	हेल्पर
βοηθός	डिप्टी
ελβετία	स्विट्जरलैंड
ελβετία	स्विट्ज़रलैंड
αναζήτηση	खोजें
αναζήτηση	खोज
αναζήτηση	ढूंढें
αναζήτηση	क्वेस्ट
βιομηχανία	उद्योग
υποστήριξε	समर्थित
καλλιτεχνικό	कलात्मक
καλλιτεχνικό	कलाकारी
τεύχος	मुद्दा
τεύχος	समस्या
εσύ	आपको
εσύ	आप
εσύ	तुम
μπάσκετ	बास्केटबॉल
μπάσκετ	बास्केट
επιστρέφει	बताएगा
επιστρέφει	रिटर्न
μουσικοί	संगीतकार
μουσικοί	संगीतकारों
κοιλάδα	घाटी
προϊόν	उत्पाद
παλάτι	महल
παλάτι	पैलेस
παλάτι	राजमहल
πασά	पाशा
συγχώνευση	विलय
συγχώνευση	मिलाएं
συγχώνευση	मिलाएँ
συγχώνευση	विलय
συγχώνευση	विलय
εμπειρία	अनुभव
σκηνές	दृश्यों
καθ	कठ
αθλητικά	स्नीकर
αθλητικά	स्नीकर्स
αθλητικά	क्रीड़ा
αθλητικά	खेलकूद
αθλητικά	स्पोर्ट्स
αθλητικά	खेल
χρυσός	सुनहरा
χρυσός	गोल्डन
χρυσός	सुनहरी
χρυσός	सोने
χρυσός	सोना
χρυσός	गोल्ड
χρυσός	स्वर्ण
χρυσός	सुनहरा
φίλος	मित्र
φίλος	दोस्त
φίλος	dost
τρίτος	तृतीय
τρίτος	तीसरे
τρίτος	तीसरा
σύγκριση	तुलना
ανακοινώθηκε	घोषित
επιστήμονες	वैज्ञानिक
επιστήμονες	वैज्ञानिकों
ηττήθηκε	पराजित
δώδεκα	बारह
δικηγόρος	वकील
πρίγκιπας	राजकुमार
πρίγκιπας	प्रिन्स
πρίγκιπας	प्रिंस
έφυγε	गए
οδηγός	ड्राईवर
οδηγός	ड्राइवर
οδηγός	गाइड
οδηγός	मार्गदर्शक
οδηγός	मार्गदर्शिका
δρόμος	सड़क
δρόμος	गली
δρόμος	रोड
δρόμος	सड़क
τελικός	फ़ाइनल
τελικός	अंतिम
τελικός	फाइनल
τοπικά	स्थानीय
τοπικά	लोकल
πίστη	ईमान
πίστη	विश्वास
πίστη	आस्था
πίστη	वफादारी
παραδοσιακά	पारम्परिक
παραδοσιακά	पारंपरिक
παραδοσιακά	परंपरागत
προέλευση	उद्गम
προέλευση	मूल
προέλευση	उत्पत्ति
ισχυρή	शक्तिशाली
διαχείριση	प्रबंधन
διαχείριση	प्रबंध
διαχείριση	मैनेज
διαχείριση	प्रबंध
διαχείριση	मैनेजिंग
διαχείριση	प्रबंधन
διαχείριση	प्रबन्धन
σταδιοδρομία	कैरियर
σταδιοδρομία	आजीविका
σταδιοδρομία	करियर
σταδιοδρομία	कैरियर
σταδιοδρομία	करियर
ιράν	ईरानी
ιράν	ईरान
ιράν	इरान
πιθανό	संभावना
πιθανό	संभावित
πιθανό	संभव
πιθανό	संभावित
τζορτζ	जॉर्ज
τζορτζ	जार्ज
παρουσίασε	प्रस्तुत
συναυλίες	कॉन्सर्ट
συναυλίες	गिग्स
αίμα	खून
αίμα	लहू
αίμα	रक्त
ιστορικές	ऐतिहासिक
αντίστοιχη	सम्बन्धित
ζωγραφική	चित्रकारी
ζωγραφική	चित्रकला
ζωγραφική	चित्रकारों
ζωγραφική	पेंटिंग
βελτίωση	सुधार
βελτίωση	improve
βελτίωση	सुधार
βέλγιο	बेल्जियम
διάμετρος	व्यास
εξωτερική	बाहरी
εξωτερική	बाह्य
υπολογίζεται	गणना
κτήριο	बिल्डिंग
κτήριο	भवन
αστυνομία	पुलिस
επιμέλεια	हिरासत
επιμέλεια	कस्टडी
πτήση	फ्लाइट
πτήση	फ़्लाइट
πτήση	उडान
πτήση	उड़ान
καρκίνο	कर्क
καρκίνο	कैंसर
καρκίνο	कर्कट
αλεξάνδρεια	एलेक्जेंड्रिया
στίχοι	आयते
στίχοι	आयतें
στίχοι	गीत
απευθείας	डायरेक्ट
απευθείας	प्रत्यक्ष
απευθείας	direct
απευθείας	सीधा
απευθείας	सीधे
σύμβολα	चिन्ह
σύμβολα	प्रतीक
σύμβολα	चिह्न
σύμβολα	प्रतीकों
ρωσικά	रूसी
πρίγκιπα	राजकुमार
πρίγκιπα	प्रिन्स
πρίγκιπα	प्रिंस
ηλίας	इलियास
ηλίας	एलियास
φυλή	गोत्र
φυλή	कबीले
φυλή	जनजाति
φυλή	दौड़
φυλή	जाति
φυλή	रेस
βενετία	वेनिस
χαρακτήρας	कैरेक्टर
χαρακτήρας	वर्ण
χαρακτήρας	अक्षर
δέχεται	स्वीकृत
κόστος	लागत
κόστος	खर्चा
κόστος	लागत
τύποι	प्रकार
σύζυγο	जीवनसाथी
σύζυγο	पति
σύζυγο	husband
σύζυγο	पत्नी
σύζυγο	बीवी
δημοκρατικό	लोकतांत्रिक
σκωτίας	स्कॉटलैंड
σκωτίας	स्कॉटिश
λατινικά	लातिन
λατινικά	लैटिन
σημείωσε	विख्यात
δυνατή	मजबूत
δυνατή	मज़बूत
δυνατή	बलवान
δυνατή	दमदार
μέτρο	अन्दाज़
μέτρο	माप
κλασική	शास्त्रीय
κλασική	क्लासिक
πιάνο	पियानो
διπλό	दोहरा
διπλό	डबल
διπλό	दोगुना
προεδρικές	अध्यक्षीय
μηχανική	यांत्रिकी
μηχανική	इंजीनियरी
μηχανική	इंजीनियरिंग
μηχανική	अभियान्त्रिकी
απώλεια	नुकसान
απώλεια	घाटा
πραγματική	वास्तविक
καν	ख़ान
καν	khan
καν	खां
καν	खान
ψήφους	वोट
ψήφους	वोटों
ψήφους	मत
αποστολές	शिपमेंट
αποστολές	मिशन
κυριακή	sunday
κυριακή	रविवार
κυριακή	संडे
βουνό	पर्वत
βουνό	पहाड़
ανθρώπινη	मनुष्य
ανθρώπινη	मानव
ανθρώπινη	इंसान
πωλήσεις	विक्रय
πωλήσεις	बिक्री
ηλείας	एलिस
γεωμετρία	ज्यामिती
γεωμετρία	ज्यामिति
γεωμετρία	भूगोल
ολυμπιονίκης	ओलंपियन
ερρίκος	हेनरी
φιναλίστ	फाइनलिस्ट
σωστά	सही
σωστά	सही
άνοιξε	खुला
άνοιξε	ओपन
άνοιξε	खोलें
τρόπους	तरीके
τρόπους	शिष्टाचार
κάποτε	एकबार
εμπορικό	मॉल
νικήτρια	विजेता
γιουγκοσλαβίας	यूगोस्लाविया
σοβαρά	seriously
αφαίρεση	निकालकर
αφαίρεση	निकालना
αφαίρεση	निकालें
αφαίρεση	हटाएँ
αφαίρεση	हटाना
συμπτώματα	लक्षण
προσωρινά	अस्थायी
προσωρινά	अस्थाई
προσωρινά	अस्थायी
κερδίζει	जीता
κερδίζει	जीत
κερδίζει	विन्स
υδρογόνου	हाइड्रोजन
άγνωστο	अज्ञात
άγνωστο	अनजान
κύτταρα	कक्ष
κύτταρα	कोशिकाएं
συνέντευξη	साक्षात्कार
συνέντευξη	इंटरव्यू
ρουμανία	रोमानियाई
ρουμανία	रोमानिया
συνάντηση	मिलें
συνάντηση	मीटिंग
συνάντηση	बैठक
μετακόμισε	स्थानांतरित
λουδοβίκος	लुई
αντ	चींटी
αντ	ant
αντ	बजाय
αντ	ade
ανακάλυψε	खोजा
λογισμικό	सॉफ़्टवेयर
λογισμικό	सॉफ्टवेयर
λογισμικό	साफ्टवेयर
λογισμικό	तन्त्र
ενέργειες	क्रिया
ενέργειες	कार्रवाइयों
ενέργειες	कार्रवाइयाँ
ενέργειες	क्रियाएँ
πολωνίας	पोलैंड
πολωνίας	कैंडल
αεροπορία	विमानों
αεροπορία	विमान
αεροπορία	विमानन
μαδρίτης	madrid
μαδρίτης	मैड्रिड
σωματείο	यूनियन
σωματείο	संघ
σωματείο	unión
παρόν	मौजूद
παρόν	मौजूदा
παρόν	वर्तमान
παρόν	उपस्थित
ιησού	ईसा
ιησού	यीशु
νομίσματα	सिक्के
νομίσματα	मुद्राएँ
πρακτικά	व्यावहारिक
σημαντικός	महत्वपूर्ण
ενεργό	सक्रिय
ενεργό	क्रियाशील
προβολή	प्रक्षेप
προβολή	प्रदर्शन
προβολή	प्रदर्शित
προβολή	प्रदर्शक
προβολή	देखें
προβολή	दृश्य
ρυθμό	लय
συνελήφθη	गिरफ्तार
βορειοδυτικά	उत्तरपश्चिम
καλλιτέχνης	कलाकार
άντζελες	एंजिल्स
μαύρη	काले
μαύρη	काला
μαύρη	ब्लैक
στήλη	स्तंभ
στήλη	कॉलम
στήλη	स्तम्भ
στήλη	कालम
νόμισμα	मुद्रा
νόμισμα	करेंसी
νόμισμα	सिक्का
αξιωματικός	अधिकारी
συλλογές	संग्रह
συλλογές	एकत्रण
συλλογές	संग्रहण
δημιουργώντας	बनाने
δημιουργώντας	बनाना
στόλου	बेड़े
καταστράφηκε	नष्ट
βιογραφία	जीवनी
καθηγητή	प्रोफ़ेसर
καθηγητή	प्रोफेसर
καθηγητή	प्राध्यापक
καρδιά	हृदय
καρδιά	ह्रदय
καρδιά	दिल
στάδια	स्टेडियम
στάδια	स्टेज
στάδια	चरण
στάδια	चरण
στάδια	कदम
καθαρά	साफ
καθαρά	साफ
καθαρά	नेट
καθαρά	जाल
αντίπαλο	प्रतिद्वंद्वी
αντίπαλο	प्रतिद्वंद्वी
αντίπαλο	प्रतिद्वन्दी
ολοκλήρωση	समाप्ति
ολοκλήρωση	पूर्णता
ολοκλήρωση	एकीकरण
ολοκλήρωση	संयोजन
ολοκλήρωση	पूर्ण
ολοκλήρωση	पूरा
τέταρτο	चौथा
τέταρτο	चौथी
έδειξε	दिखाया
παρουσιάστηκε	प्रस्तुत
ανεξάρτητη	स्वतंत्र
εργαστήριο	प्रयोगशाला
εργαστήριο	वर्कशॉप
εργαστήριο	कार्यशाला
εργαστήριο	लैब
εργαστήριο	lab
αντικατέστησε	बदलें
δείγμα	नमूना
δείγμα	नमूना
δημιουργήθηκαν	बनाया
δημιουργήθηκαν	बनाए
δημιουργήθηκαν	निर्मित
πληροφορία	सुचना
πληροφορία	एनोटेशन
πληροφορία	जानकारी
πληροφορία	सूचना
πορτογαλία	पुर्तगाल
ιστορικοί	इतिहासकारों
πού	कहाँ
πού	कहां
πού	जहां
πού	जहाँ
ονομασίες	designations
