veleposlanik	nagykövet
doseženo	elért
doseženo	teljesült
doseženo	megvalósult
doseženo	elért
simbolizira	szimbolizálja
posamezna	egyén
posamezna	egyéni
rjavo	brown
rjavo	barna
izjemen	rendkívüli
izjemen	kivételes
prehrani	tápanyag
prehrani	táplálkozás
prehrani	táplálék
prehrani	táplálkozási
nielsen	nielsen
obremenitev	terhelés
obremenitev	terhelés
obremenitev	betöltése
obremenitev	betéti
roll	tekercs
roll	gurul
roll	roll
čelo	homlokán
čelo	cselló
zavrne	elutasítás
zavrne	elutasítja
zavrne	elutasítva
tekmovanj	versenyek
pojave	jelenségek
pojave	jelenség
gašper	henrik
gašper	henry
lola	lola
slavi	dicsőség
lesen	fából
sklical	összehívott
blog	blog
vrtovi	kertek
potrjuje	megerősíti
vožnje	vezet
vožnje	vezetés
vožnje	vezetési
eugen	eugen
imunski	immunis
danijel	dániel
danijel	daniel
stresa	stressz
einstein	einstein
linz	linz
simone	simone
castro	castro
senator	szenátor
vincenzo	vincenzo
podružnica	leányvállalat
podružnica	leányvállalata
podružnica	branch
podružnica	ág
izpostavljeni	kitett
podvozje	futómű
podvozje	alváz
kmečka	paraszt
betty	betty
ilustracije	illusztrációk
križišču	kereszteződés
križišču	crossroads
prepovedal	megtiltotta
najdlje	legtávolabbi
najdlje	leghosszabb
najdlje	legtávolabbi
alabama	alabama
odstranjevanje	megsemmisítés
odstranjevanje	eltávolítása
odstranjevanje	eltávolítás
odstranjevanje	eltávolítása
zaman	hiába
zaman	hiú
zaman	hiábavaló
prefekt	prefektus
giulio	giulio
siegfried	siegfried
sodobnost	modernitás
posmrtno	posztumusz
bomba	bomba
bomba	bombázó
navidezni	látszólagos
navidezni	virtuális
neill	neill
mera	mérték
mera	kamatláb
mera	arány
sulfat	szulfát
sulfat	szulfát
tito	tito
izdelane	gyártottak
izdelane	előállított
izdelane	gyártott
izmenjavo	csere
docent	docens
deseti	tizedik
dim	dim
dim	homály
dim	füst
obred	szertartás
obred	ceremónia
obred	ünnepség
obred	rituálé
obred	szertartás
obred	rituális
veronika	veronika
veronika	veronica
skale	kövek
skale	sziklák
označeno	megjelöltek
označeno	megjelölt
označeno	jelölt
označeno	megjelöltek
označeno	megjelölt
označeno	megjelölve
catherine	katalin
catherine	catherine
razlage	értelmezések
razlage	magyarázat
razlage	magyarázatot
odkrito	őszintén
medicinsko	orvosi
realna	realista
realna	reális
mejah	határok
mejah	határokon
puščavi	sivatag
zajec	nyúl
zajec	nyuszi
vezan	köt
vezan	kötve
pripadnost	hovatartozás
pripadnost	tartozó
zheng	zheng
twin	iker
disciplina	fegyelem
soproga	házastársa
soproga	házastárs
soproga	feleségem
soproga	felesége
soproga	feleség
dorothy	dorothy
teoretik	teoretikus
lars	lars
malta	máltai
malta	málta
cona	övezet
cona	zóna
zaupanje	önbizalom
zaupanje	bizalom
zaupanje	bizalom
široki	széles
konstruktor	konstruktor
prejeti	kapni
prejeti	kapott
prejeti	fogadott
prejeti	beérkezett
izginila	eltűnt
izginila	eltűnik
izginila	eltűnt
izginila	eltünt
primerjavo	összehasonlítás
primerjavo	összehasonlítása
diska	korong
diska	lemez
diska	lemezt
zgleda	tűnik
garcia	garcia
haas	haas
vrhovi	csúcsok
testiranje	tesztelés
testiranje	vizsgálati
testiranje	vizsgálat
testiranje	próba
testiranje	teszt
selena	szelén
selena	selena
navdušen	nyűgözve
navdušen	izgatott
nakup	beszerzés
nakup	vásárlás
nakup	vétel
nakup	vegyél
nakup	venni
nakup	vásárol
nakup	megvásárolni
nakup	venni
bishop	futó
bishop	bishop
bishop	püspök
modrosti	bölcsesség
nacional	nacional
cepivo	védőoltás
cepivo	oltóanyag
cepivo	vakcina
cepivo	oltás
ozračje	légkör
ozračje	atmoszféra
ozračje	hangulat
gospodarstvu	holding
kocke	kockák
kocke	kocka
kocke	kockák
curtis	curtis
hladno	hidegen
hladno	hideg
sls	sls
ocenjuje	értékeli
ocenjuje	értékeli
prvenec	debütáló
čebele	méhek
pruski	porosz
encimov	enzimek
encimov	enzim
sud	sud
sužnji	szolgák
sužnji	rabszolgák
rgb	rgb
ravnotežje	egyenleg
ravnotežje	mérleg
ravnotežje	egyensúly
ravnotežje	egyensúly
ravnotežje	egyensúlyi
zbrani	összegyűlt
zbrani	összegyűjtött
desetletij	évtizedek
zmanjšati	csökkentése
zmanjšati	csökkentik
zmanjšati	csökkenteni
zmanjšati	csökkentse
jamie	jamie
spore	spórák
spore	viták
minuto	perc
pojasnjuje	megmagyarázza
pastor	lelkész
pastor	pásztor
piper	piper
ust	szád
ust	száj
ust	szájukat
telefon	telefonon
telefon	telefon
telefon	telefont
telefon	telefonszám
telefon	telefon
razmnoževanje	szorzás
razmnoževanje	reprodukciós
pojasnil	elmagyarázta
pojasnil	magyarázta
priznan	felismert
priznan	elismert
priznan	elismerte
priznan	elismert
priznan	felismert
priznan	elismert
urbana	városi
sio	sio
lah	lah
kovanci	érméket
kovanci	érme
kovanci	érmék
kovanci	érme
možgani	agya
možgani	agyat
možgani	agyam
možgani	agy
možgani	agy
marcello	marcello
kontrole	ellenőrzések
prazen	üresek
prazen	üres
prazen	üresen
prazen	üres
prazen	üresen
usposabljanja	tréning
usposabljanja	képzési
usposabljanja	kiképzés
usposabljanja	képzés
usposabljanja	edzés
usposabljanja	képzések
stroji	gépezet
stroji	gépek
stroji	gép
stroji	gépekkel
stroji	gépek
stroji	gép
izboljšati	javítása
foster	foster
organizirana	szervezett
organizirana	rendezett
organizirana	szervezett
turnbull	turnbull
dean	dean
dean	dékán
junaki	hősök
poteze	mozog
premikanje	költözés
premikanje	mozgó
premikanje	mozog
premikanje	mozgás
vreden	érdemes
vreden	megéri
vreden	worth
vreden	érdemes
vreden	méltó
ujetništvu	fogságban
ujetništvu	fogoly
ujetništvu	fogságban
čevljev	cipőt
čevljev	cipő
čevljev	cipők
železnico	vasút
povabilo	meghívni
povabilo	meghívó
povabilo	meghívás
povabilo	meghívást
povabilo	meghívó
povabilo	meghívás
povabilo	meghívást
rotor	rotor
protokol	protokoll
protokol	jegyzőkönyv
prepovedi	tilalmak
prepovedi	tilalom
prepovedi	tilalmak
nizek	alacsonyan
nizek	alacsony
kronanje	koronázás
žogo	bál
žogo	labdát
žogo	golyó
žogo	labda
žogo	ball
hodi	séta
hodi	sétálni
hodi	sétál
hodi	gyalog
hodi	séta
hodi	gyalog
hodi	járni
martini	martini
pisatelji	írók
pel	sang
pel	énekelt
pel	énekeltem
hčerki	lányai
duhovne	spirituális
duhovne	szellemi
duhovne	lelki
romain	romain
temna	sötét
hollywood	hollywood
hollywood	hollywoodban
hollywood	hollywoodi
pekingu	pekingi
zidovi	falak
zidovi	falakat
šesta	hatodik
kentucky	kentucky
lepi	gyönyörű
lepi	jóképű
zaposlene	alkalmazottak
zaposlene	munkavállalók
zaposlene	foglalkoztatottak
zaposlene	munkatársak
istván	istván
jelen	szarvast
jelen	szarvas
houston	houston
houston	houstonban
sullivan	sullivan
geolog	geológus
centralno	központi
centralno	központilag
ohrani	megőrzése
ohrani	megőrizni
ohrani	fenntartása
ohrani	fenntartani
sanj	álmokat
sanj	álmok
sanj	álom
michaela	michaela
dram	dram
dram	dram
antibiotiki	antibiotikumok
antibiotiki	antibiotikum
antibiotiki	antibiotikumot
leseno	fából
leseno	fa
leseno	wood
leseno	erdő
leseno	fát
petrov	petrov
gene	gén
gene	gene
skrivaj	titokban
trupa	tetem
trupa	hasított
trupa	törzs
označeni	megjelöltek
označeni	megjelölt
označeni	jelölt
označeni	megjelöltek
označeni	megjelölt
označeni	megjelölve
sporno	vitás
sporno	vitatta
sporno	vitatott
sporno	vitatható
sporno	ellentmondásos
sporno	vitatott
subjekt	alany
subjekt	figyelemmel
subjekt	tárgy
apr	apr
leslie	leslie
kuga	járvány
kuga	pestis
žile	erek
daljnogled	távcsövet
daljnogled	teleszkóp
specifični	specifikus
specifični	konkrét
rane	seb
rane	sebek
trdne	tömör
trdne	szilárd
kupole	kupolák
profesionalno	szakmai
profesionalno	profi
profesionalno	professzionális
profesionalno	szakmailag
branilec	védő
branilec	védelmező
valentina	valentina
valentina	valentino
švico	svájc
plesni	penész
plesni	penész
obrti	kézműves
akt	aktus
akt	felvonás
spremljanje	monitoring
spremljanje	megfigyelés
spremljanje	ellenőrzés
spremljanje	monitoron
spremljanje	monitor
demokracija	demokrácia
wang	wang
leipzig	lipcsei
stefano	stefano
dežja	rain
dežja	eső
okrogle	kör
okrogle	kerek
okrogle	forduló
okrogle	körbe
nika	nika
nika	nica
uporabljeno	használt
uporabljeno	felhasznált
four	négy
zaposlena	foglalkoztatott
zaposlena	alkalmazott
zaposlena	elfoglalt
oxfordu	oxford
čista	tisztán
čista	tiszta
biološke	biológiai
zmaja	sárkány
deseto	tizedik
flora	flora
nevarna	veszélyes
nevarna	veszélyes
montgomery	montgomery
pekel	pokol
pekel	pokol
obstajal	léteztek
obstajal	létezett
trgovanje	kereskedés
trgovanje	csere
trgovanje	kereskedelem
trgovanje	kereskedelmi
trgovanje	kereskedés
epizoda	epizód
epizoda	rész
ran	sebek
aluminij	alumínium
aluminij	alumínium
flota	flotta
kanadsko	kanadai
akademski	akadémiai
popotnik	utazó
popotnik	utazó
popotnik	utazók
popotnik	utas
popotnik	vándor
moment	pillanat
semen	vetőmag
semen	magvak
semen	mag
semen	magok
standardi	standardok
standardi	előírások
standardi	szabványok
garden	kert
garden	kertje
garden	garden
garden	kertben
težavo	gond
težavo	probléma
težavo	baj
brezplačno	ingyenes
brezplačno	ingyen
brezplačno	free
brezplačno	szabad
kandidatov	jelöltek
kandidatov	jelentkezők
kandidatov	pályázók
televizijo	tv
televizijo	televízió
glenn	glen
glenn	glenn
odkrita	felfedezte
odkrita	felfedezett
odkrita	feltárt
odkrita	észlelt
bližje	közelebb
obraza	arcát
obraza	arc
obraza	arca
produkti	termékek
produkti	termék
produkti	termékeket
magister	tanácsos
berry	bogyó
berry	berry
železna	vas
železna	vasat
strehe	tetők
strehe	tető
strehe	tetőn
zastrupitev	mérgezés
gas	benzin
gas	gáz
niki	nicki
oak	oak
oak	tölgyfa
oak	tölgy
rojene	született
rojene	megszületett
prusija	poroszország
zaprti	bezárt
zaprti	zárva
zaprti	zárt
testi	vizsgálatok
testi	tesztek
rušilcev	rombolók
brien	brien
najmočnejši	legerősebb
zdravi	egészségesek
zdravi	egészségesen
zdravi	egészséges
zdravi	gyógyít
zdravi	gyógyul
pariški	párizs
pariški	párizsi
pariški	párizsban
pariški	párizsi
madison	madison
privrženci	követői
operator	operátor
operator	kezelő
operator	üzemeltető
pasme	fajta
pasme	fajták
stabilen	stabil
stabilen	istálló
cat	cica
cat	macska
klinični	klinikai
grafični	grafikai
grafični	grafikus
oddaljeno	távoli
oddaljeno	távirányító
oddaljeno	távoli
kemična	kémiai
spremenjena	módosult
spremenjena	átalakított
spremenjena	módosított
spremenjena	módosítva
spremenjena	módosított
spremenjena	módosítva
cerro	cerro
enotnost	egység
prometni	közlekedés
prometni	forgalom
prometni	dugó
globalno	globálisan
globalno	globális
globalno	global
opozorilo	figyelmeztetés
katerikoli	bármelyik
katerikoli	bármely
katerikoli	bármilyen
avtoceste	autópályák
avtoceste	autópálya
avtoceste	autópályák
redna	rendszeresen
redna	rendszeres
redna	normál
darilo	ajándék
jorge	jorge
potomcev	utódok
aretiran	letartóztatás
aretiran	letartóztatott
aretiran	letartóztatták
harper	harper
uporniki	felkelők
uporniki	lázadók
uporniki	felkelők
uporniki	lázadók
sloves	hírneve
sloves	hírnév
ugodno	kedvező
ugodno	kedvezően
ugodno	kedvező
saška	szászország
saška	szász
dihal	légzés
dihal	légzőszervi
dihal	légzési
ovire	korlátok
ovire	akadályok
ovire	akadályokat
ovire	akadály
ovire	akadályok
ovira	akadályozása
ovira	akadály
ovira	akadály
ovira	korlát
ovira	akadály
cole	cole
campo	campo
čile	chilei
čile	chile
izvoljena	megválasztott
piva	sör
piva	sört
psihološko	pszichológiai
psihološko	pszichés
psihološko	pszichológiailag
institucije	intézmények
zaklad	kincsek
zaklad	kincs
zaklad	kincsem
odstop	lemondását
odstop	lemondás
odstop	visszavonásáról
odstop	visszavonás
odstop	visszavonása
finančna	pénzügyi
razsežnost	dimenzió
zabavo	party
zabavo	buli
zabavo	parti
zabavo	szórakozás
zabavo	entertainment
zabavo	szórakoztató
zabavo	szórakoztatás
konvencije	egyezmény
konvencije	konvent
konvencije	egyezmények
zbirajo	összegyűjti
zbirajo	gyűjteni
srbi	szerbek
nepravilno	helytelen
nepravilno	szabálytalan
nepravilno	rendhagyó
spusti	csepp
connecticut	connecticut
vodilna	irányadó
stanford	stanford
pakistan	pakisztán
pakistan	pakisztáni
srečen	boldogság
srečen	boldog
pionir	úttörő
demo	bemutató
demo	demó
württemberg	württemberg
natančen	pontos
natančen	precíz
natančen	pontos
natančen	pontos
emma	emmával
emma	emma
balet	balett
aparat	berendezés
aparat	készülék
aparat	készülékek
aparat	műszer
aparat	készülék
warwick	warwick
mrk	napfogyatkozás
ekonomija	közgazdaságtan
ekonomija	gazdaság
ekonomija	közgazdasági
ekonomija	gazdaság
ekonomija	gazdaságos
trpljenje	szenvedés
trpljenje	szenved
bello	bello
bello	bella
bogastva	gazdagság
bogastva	gazdagság
bogastva	jólét
bogastva	vagyon
gole	csupasz
gole	puszta
zvest	hű
zvest	lojális
zvest	hűségesek
zvest	hűséges
zvest	hűségesek
zvest	hűséges
predelavo	feldolgozás
lažji	könnyebb
lažji	könnyebben
lažji	egyszerűbb
lažji	könnyebb
lažji	világosabb
ano	ana
povprečje	átlagos
povprečje	átlagosan
povprečje	átlag
gozdarstvo	erdészeti
depresija	depresszió
sosednji	szomszédos
sosednji	szomszédos
hud	hud
hud	vagány
vpogled	betekintést
vpogled	elemzések
športnik	atléta
športnik	sportoló
športnik	sportember
športnik	sportoló
kirurg	sebész
škrat	kobold
škrat	tünde
škrat	manó
škrat	törpe
aluminijev	alumínium
perspektive	nézőpont
mlajša	fiatalabbnak
mlajša	fiatalabb
mlajša	fiatalabbak
rjava	brown
rjava	barna
prazno	üresek
prazno	üres
prazno	üresen
prazno	üres
prazno	üresen
poklicna	szakmai
poklicna	profi
poklicna	professzionális
pomočnika	asszisztens
pomočnika	segéd
pomočnika	segéd
pomočnika	segítő
protein	protein
protein	fehérje
protein	fehérjék
pričakovali	várt
pričakovali	várható
galaksija	galaxis
galaksija	galaxy
brooklyn	brooklyn
brooklyn	brooklynban
brooklyn	brooklyni
temple	templom
temple	szentély
temple	temploma
temple	temple
večno	örökre
večno	forever
večno	mindörökké
večno	örökké
večno	örökkévaló
večno	örök
španci	spanyolok
osmi	nyolcadik
tokov	patakok
tokov	flow
lokomotiva	mozdony
sonda	szonda
maša	mása
maša	masa
kuge	járvány
kuge	pestis
jakost	erőt
jakost	erő
jakost	hatékonysági
jakost	hatékonyság
vaščani	falusiak
sončna	napsütés
sončna	napfényes
sončna	napos
sončna	sunny
sončna	napenergia
nositi	vinni
nositi	viselni
jezuit	jezsuita
znamka	brand
znamka	márka
moss	moss
rodov	nemzetségek
štajerska	stájerország
naravnost	egyenesen
naravnost	egyenes
informacija	információ
informacija	tájékoztatás
informacija	információk
tedne	hetekig
tedne	hetek
sektor	ágazat
sektor	szektor
izdeluje	teszi
oklahoma	oklahoma
listine	charta
listine	iratok
listine	dokumentumok
listine	okmányok
listine	dokumentum
dušik	nitrogén
prostorsko	térbeli
walsh	walsh
mio	mia
mio	mio
črpalka	szivattyú
črpalka	pumpa
torpedo	torpedó
luther	luther
lane	lane
lane	sáv
fifa	fifa
zaseda	csapda
zaseda	rajtaütés
preliv	gradiens
preliv	kötést
vladavina	uralma
vladavina	uralom
bolgari	bolgárok
steffi	steffi
luke	luke
luke	lukács
kritični	kritikus
planeti	bolygók
dušika	nitrogén
združi	egyesülni
združi	kombinálni
združi	egyesíteni
patton	patton
neposredne	közvetlen
neposredne	direct
neposredne	közvetlenül
neposredne	egyenes
prejemnik	címzett
prejemnik	átvevő
prejemnik	kedvezményezett
prejemnik	fogadó
prejemnik	címzett
prejemnik	vevő
obiskovalci	látogatók
obiskovalci	látogatói
obiskovalci	látogató
pink	pink
pink	rózsaszín
pink	rózsaszínű
uči	tanít
uči	tanítja
čaščenje	imádat
omejeni	limited
omejeni	limitált
omejeni	korlátozott
omejeni	korlátolt
omejeni	korlátozott
omejeni	korlátozottak
fletcher	fletcher
peters	peters
filippo	filippo
pojasnilo	magyarázat
pojasnilo	magyarázatot
ionizacijski	ionizációs
tisočletje	évezredek
tisočletje	millennium
plače	fizetés
plače	bér
plače	bérek
plače	fizetések
plače	bérek
ocenjevanje	értékelés
ocenjevanje	elbírálás
ocenjevanje	értékelés
rex	rex
komunistov	kommunisták
nadvojvoda	főherceg
astronomijo	csillagászat
astronomijo	csillagászati
ciper	ciprusi
ciper	ciprus
ciper	cipruson
roza	pink
roza	rózsaszín
roza	rózsaszínű
diplomo	oklevél
diplomo	diploma
češkoslovaško	csehszlovákia
dodaten	extra
konzul	konzul
sten	falak
sten	falakat
kapital	főváros
kapital	tőke
eksplozija	robbanás
eksplozija	robbantás
vrtenje	forgás
vrtenje	rotációs
vrtenje	forog
vrtenje	forgó
ugotovitev	megállapítások
ugotovitev	leletek
ugotovitev	következtetés
ugotovitev	következtetések
glukoze	glükóz
naročila	rendelt
naročila	elrendelt
naročila	szerződések
naročila	megrendelés
naročila	rendelés
naročila	rend
naročila	parancs
naročila	parancsok
naročila	megrendelések
naročila	parancs
naročila	parancsot
objavljene	közzétette
objavljene	publikált
objavljene	közzétett
kleti	pincében
kleti	alagsorban
kleti	pince
kleti	alagsor
oblikovana	megfogalmazott
podružnice	ágak
podružnice	fiókok
karta	jegyet
karta	jegy
karta	kártya
poslanstvo	misszió
poslanstvo	feladat
poslanstvo	küldetés
amon	amon
venera	vénusz
kmetijski	mezőgazdasági
kmetijski	mezőgazdaság
budizem	buddhizmus
kršitev	jogsértés
kršitev	szabálysértés
kršitev	megsértése
kršitev	jogsértés
kršitev	jogsértések
kršitev	jogsértés
kršitev	megsértése
kršitev	jogsértés
kršitev	rés
poskuse	kísérletek
ilija	ilja
sloni	elefántok
sloni	elefánt
pečat	fóka
pečat	pecsét
pečat	seal
irsko	írek
irsko	írország
irsko	ír
irsko	írország
spodbujanje	stimuláció
spodbujanje	előmozdítása
spodbujanje	kinevezés
spodbujanje	előléptetés
spodbujanje	előmozdítása
spodbujanje	kiemelés
spodbujanje	promóciós
spodbujanje	előmozdítása
kmeta	gazda
kmeta	gazdálkodó
kmeta	farmer
pripadala	tartozott
basist	basszusgitáros
pivo	sör
pivo	sört
vrtec	óvodás
vrtec	óvoda
vrtec	óvodában
vrtec	óvoda
vrtec	óvoda
hercegovine	hercegovina
absorbira	elnyeli
absorbira	elnyelni
absorbira	felszívódik
absorbira	felszívódott
znamenja	jelölések
znamenja	védjegyek
znamenja	marks
znamenja	vakondok
znamenja	vakond
znamenja	jelek
znamenja	jelzések
znamenja	táblák
organe	szervei
organe	szervek
lepote	szépség
lepote	gyönyörűség
lauda	lauda
slovesno	ünnepélyesen
slovesno	ünnepélyes
slovesno	ünnepélyesen
slovesno	felavatott
zakonodajo	jogszabályok
zakonodajo	jogszabály
zakonodajo	jogalkotás
caroline	caroline
raznolikost	sokszínűség
raznolikost	sokszínű
raznolikost	sokféleség
raznolikost	fajta
romantike	románc
romantike	romantika
nogo	gyalog
nogo	láb
nogo	lábat
nogo	lábát
nogo	láb
krajša	rövidebb
lamborghini	lamborghini
sporna	vitatta
sporna	vitatott
sporna	vitatható
sporna	ellentmondásos
sporna	vitatott
skladišče	raktár
skladišče	raktárban
skladišče	tároló
skladišče	tárolás
skladišče	raktár
islamski	iszlám
računalniška	számítógép
računalniška	komputer
računalniška	computer
thomson	thomson
planete	bolygók
vega	vega
posvečeno	elkötelezett
kotu	sarkon
kotu	kanyar
kotu	sarok
profile	profil
profile	profilok
basel	bázeli
gif	gif
ogrodje	keretében
ogrodje	keretrendszer
ogrodje	keret
ogrodje	keret
temeljna	alapvető
izrecno	kifejezetten
izrecno	kifejezett
izrecno	konkrétan
izrecno	kifejezetten
izrecno	kimondottan
augustus	augustus
klubi	klubok
kalijev	kálium
toledo	toledo
potrditev	megerősítés
potrditev	megerősítést
potrditev	megerősítése
potrditev	megerősítés
potrditev	megerősítése
potrditev	megerősíteni
potrditev	megerősítve
potrditev	hitelesítés
potrditev	megerősítés
potrditev	hitelesítési
slapovi	elesik
slapovi	vízesés
slapovi	falls
slapovi	vízesés
slapovi	vízesések
rezidenca	tartózkodási
rezidenca	lakóhely
avstralijo	ausztrália
baziliko	bazilika
portugalsko	portugália
portugalsko	portugál
portugalsko	portugália
strop	mennyezet
strop	plafon
hartmann	hartmann
izdano	kibocsátott
izdano	kiadott
izdano	kiadva
označi	címke
označi	megjelölés
označi	tag
označi	megjelölése
označi	mark
spori	konfliktusok
spori	konfliktus
spori	viták
grace	kegyelem
grace	grace
digitalna	digitális
dur	dur
serra	serra
zmanjšana	csökkent
zmanjšana	csökkentett
zmanjšana	csökkent
zmanjšana	csökkent
zmanjšana	csökkentett
zlo	gonoszság
zlo	gonosz
iowa	iowa
pearl	pearl
pearl	gyöngy
centimetrov	centiméter
centimetrov	centi
centimetrov	hüvelyk
aaron	aaron
aaron	áron
gnezdo	fészket
gnezdo	fészek
razdeljeni	osztva
razdeljeni	megosztott
razdeljeni	megosztva
razdeljeni	elosztva
razdeljeni	elosztott
razdeljeni	osztott
bere	olvas
normandiji	normandia
vest	lelkiismeret
amy	amy
grič	dombon
grič	domb
grič	hegy
grič	dombra
grič	hegyen
grič	hill
zdravilne	gyógyászati
koreji	korea
koreji	koreai
koreji	koreából
astronomi	csillagászok
clay	agyag
clay	clay
prvaki	bajnokok
jude	jude
živec	ideg
živec	idegek
fiat	fiat
pričakuje	elvárja
magnetni	mágneses
sirije	szíriában
sirije	szíria
plastike	műanyag
omejene	limited
omejene	limitált
omejene	korlátozott
omejene	korlátolt
duet	duett
duet	duó
slovaški	szlovák
afriški	afrikai
risbe	rajzok
risbe	rajzokat
vita	vita
fazah	szakaszok
daljša	hosszabb
rolf	rolf
eksperimentalno	kísérleti
devica	virgo
devica	virgin
devica	szűz
negativen	negatív
poceni	olcsó
bariton	bariton
pan	pán
pan	pan
samostanov	kolostorok
ploščice	csempe
ploščice	csempe
glock	glock
scena	jelenet
dietrich	dietrich
zadetek	touchdown
zadetek	bingo
zadetek	pontszám
zadetek	ütés
zadetek	találat
bains	bains
fanta	fiuk
fanta	fiúk
magic	varázs
magic	magic
magic	varázslat
magic	mágia
drava	dráva
vetrovi	szél
vetrovi	szelek
ogromne	hatalmas
ogromne	óriási
albrecht	albrecht
muslimanov	muszlimok
maine	maine
toplotno	termikus
dos	dos
jensen	jensen
lindsay	lindsay
papi	papi
pobudnik	kezdeményező
protitelesa	ellenanyag
protitelesa	antitestek
protitelesa	antitest
protitelesa	antitest
protitelesa	antitestek
protitelesa	ellenanyag
vrstice	sorok
vrstice	vonalak
vrstice	sorok
mehanika	mechanika
mehanika	szerelők
mehanika	autószerelő
mehanika	szerelő
narejeni	készítette
narejeni	készült
narejeni	tett
mate	haver
mate	mate
osborne	osborne
junakov	hősök
ozek	szűk
ozek	keskeny
žalosti	bánat
žalosti	szomorúság
težava	gond
težava	probléma
težava	baj
emily	emily
trdnost	erőt
trdnost	erő
trdnost	keménység
izhod	kimeneti
izhod	kibocsátás
izhod	kimenő
izhod	kilépés
izhod	kilépő
izhod	kijárat
oslo	oslo
sled	ösvény
sled	hering
sled	nyom
sklop	klaszter
sklop	közgyűlés
sklop	gyűlés
sklop	szerelvény
sklop	strand
jun	jun
zimo	tél
zimo	téli
zimo	télen
sok	juice
sok	gyümölcslé
sok	lé
krovu	deszka
krovu	fedélzeten
krovu	tábla
vztrajno	tartósan
vztrajno	kitartó
alge	alga
kovina	metál
kovina	metal
kovina	fémek
kovina	fém
teka	étvágyat
kilogramov	kilogrammban
kilogramov	kilogramm
kilogramov	font
peru	perui
peru	peru
izdaj	problémák
izdaj	kérdések
miško	eger
miško	egér
pričakovanja	elvárások
pričakovanja	elvárás
pričakovanja	várakozások
pričakovanja	elvárás
pričakovanja	elvárások
lidija	lydia
apple	almás
apple	alma
apple	apple
dubrovnik	dubrovnik
pripadnosti	tartozó
frančiškanski	ferences
ogroženih	veszélyeztetett
odgovori	válasz
odgovori	válasz
odgovori	válaszokat
odgovori	válaszok
odgovori	válaszok
kroglo	gömb
pesniki	költők
havilland	havilland
winter	tél
winter	téli
winter	télen
bonifacij	boniface
pravilna	helyes
pravilna	korrekt
ustrezna	vonatkozó
ustrezna	releváns
ustrezna	relevánsak
ustrezna	lényeges
ustrezna	helyénvaló
ustrezna	megfelelő
ustrezna	alkalmas
ustrezna	megfelelő
začetno	kezdeti
maščevanje	bosszú
maščevanje	bosszú
maščevanje	megtorlás
železov	vas
železov	vasat
sierra	sierra
občutljivost	érzékenység
občutljivost	érzékenység
užival	élvezte
ribolov	halászat
ribolov	halászati
ribolov	horgászat
blata	iszap
blata	iszap
blata	sár
vatikan	vatikáni
vatikan	vatikán
vprašal	kérdezte
vprašal	kérdezett
vprašal	kérte
vprašal	kérdeztem
messerschmitt	messerschmitt
kong	kong
enterprise	vállalkozás
enterprise	enterprise
tomo	tomo
prepovedana	tilos
prepovedana	tiltott
prepovedana	tilos
prepovedana	tiltott
prepovedana	tiltott
zadovoljen	elégedett
zadovoljen	elégedett
oglaševanje	hirdetési
oglaševanje	hirdetések
oglaševanje	hirdetés
oglaševanje	reklám
torre	torre
jabolko	almás
jabolko	alma
jabolko	apple
kal	kal
dosledno	következetesen
dosledno	következetesen
dosledno	következetes
izračun	számítási
izračun	számítások
izračun	számítás
odmerek	adagolás
odmerek	dózis
odmerek	adag
odmerek	adagot
odmerek	dózis
odmerek	adagolás
odmerek	adag
digitalno	digitálisan
digitalno	digitális
kandidati	jelöltek
kandidati	jelentkezők
kandidati	pályázók
kandidati	kérelmező
kandidati	jelentkezők
kandidati	pályázók
receptorje	receptorok
gmbh	gmbh
ubitih	megölt
ubitih	megölte
novica	hírek
novica	hír
aretirali	letartóztatott
aretirali	letartóztatták
aplikacije	alkalmazások
aplikacije	kérelmek
aplikacije	alkalmazások
steza	pálya
steza	vágány
steza	nyomon
steza	kifutón
steza	futópálya
steza	kifutó
pepel	hamu
pepel	hamu
pepel	ash
avstrijci	osztrákok
litva	litvániában
litva	litvánia
iva	iva
kult	szekta
nemec	németül
nemec	német
latvija	lettország
frekvence	frekvenciákat
parametre	paraméterei
parametre	paraméterek
boginje	istennők
gustave	gustave
okrožij	körzetek
obdelava	feldolgozás
obdelava	kezelés
obdelava	kezelésre
obdelava	kezelése
jeklo	steel
jeklo	acél
prisilno	kényszer
prisilno	kényszerített
prisilno	erőltetett
oblaki	felhők
algebra	algebra
žarek	sugár
operativno	operatív
vonja	szag
beatles	beatles
klic	hívás
klic	hívd
viadukt	viadukt
budimpešti	budapest
budimpešti	budapesten
budimpešti	budapesti
ustavno	alkotmányosan
sesalci	emlősök
predmestju	külvárosban
predmestju	külvárosi
bivanje	tartózkodási
bivanje	lakóhely
bivanje	marad
bivanje	maradni
rogers	rogers
terapije	kezelés
terapije	terápia
atlantic	atlanti
standarde	standardok
standarde	előírások
standarde	szabványok
warner	warner
produkcije	productions
produkcije	produkció
olimpijada	olimpia
maščob	zsír
maščob	zsírok
maščob	zsír
maščob	zsírok
maščob	fat
maščob	kövér
cesare	cesare
podjetji	vállalatok
podjetji	vállalkozások
kosi	darabok
kosi	darabjai
kosi	darab
kosi	darabokban
kosi	vágás
kosi	vágások
odstotek	százalék
odstotek	százalékban
miss	kisasszony
šaha	sakk
avril	avril
konstante	állandók
mara	mara
