kolář	kolář
chlapci	chłopaki
organické	organicznych
organické	organiczne
organické	ekologiczna
organické	organiczny
organické	ekologiczne
nejblíže	najbliższy
nejblíže	najbliższych
nejblíže	najbliższe
nejblíže	najbliżej
revize	poprawki
revize	korekty
revize	weryfikacja
revize	rewizja
indiana	indiana
morální	moralny
morální	morał
morální	moralne
morální	moralność
koalici	koalicji
double	podwójny
double	podwójna
double	podwójne
double	podwójnie
nelson	nelson
utrpení	cierpienia
utrpení	cierpienie
utrpení	nieszczęście
utrpení	nędzy
utrpení	nieszczęścia
nářečí	dialektów
závislé	zależny
závislé	zależne
báze	bazy
báze	podstawy
báze	baza
báze	podstawa
báze	base
báze	bazy
fotografování	fotografie
fotografování	fotografii
fotografování	photography
fotografování	fotografia
fotografování	zdjęcia
rozšiřuje	rozszerza
rozšiřuje	rozszerza
vysoko	wysoka
vysoko	wysokie
vysoko	high
vysoko	wysoki
vysoko	wysoko
sadu	sadzie
sadu	orchard
sadu	sad
ken	ken
ken	kena
luigi	luigi
rozšířený	rozszerzone
rozšířený	rozszerzona
rozšířený	rozszerzony
rozšířený	przedłużony
dobýt	podbić
získávání	pozyskanie
získávání	przejęcie
získávání	nabywanie
získávání	nabycie
získávání	pozyskiwanie
získávání	nabycia
agrární	rolnej
vlastník	właścicielka
vlastník	właściciela
vlastník	właściciel
politiků	politycy
politiků	polityków
střela	zastrzelony
střela	postrzelony
střela	ujęcie
střela	strzał
střela	pocisk
střela	rakieta
ptáky	ptaki
ptáky	ptaków
ptáky	ptaszki
ptáky	kurki
hluboko	głęboka
hluboko	głęboki
hluboko	głęboko
hluboko	głębokie
hluboko	deep
vítězný	zwycięski
definovat	określić
nacisty	naziści
nacisty	nazistów
eddie	eddie
eddie	eddiego
snadné	łatwy
snadné	łatwe
snadné	łatwo
snadné	easy
barry	barry
vizuální	wizualne
vchod	wjazd
vchod	wejście
viditelné	widoczna
viditelné	widoczny
viditelné	widoczne
pochod	marzec
pochod	marca
pochod	marsz
dětská	dziecko
dětská	child
trpěl	poniesionej
trpěl	cierpiał
trpěl	cierpiała
hit	uderzenie
hit	hit
hit	uderzył
hit	trafienie
připojen	podłączone
připojen	powiązane
připojen	połączony
připojen	połączone
připojen	związane
poznal	rozpoznał
poznal	uznany
poznal	uznawane
poznal	uznane
poznal	uznana
vždycky	zawsze
sankt	sankt
spiknutí	działka
spiknutí	spisek
spiknutí	działki
spiknutí	spisek
spiknutí	spiski
spiknutí	działki
diskutovat	omówić
diskutovat	dyskutować
diskutovat	przedyskutować
naději	nadzieja
naději	hope
naději	oby
nan	nan
stanoví	określa
továrně	fabrykę
továrně	fabryce
továrně	fabryki
továrně	fabryka
pořady	pokazy
pořady	pokazuje
křesťanská	chrześcijanin
křesťanská	chrześcijański
křesťanská	christian
křesťanská	chrześcijanie
křesťanská	krystian
nepomuk	nepomuk
odhalení	odsłonięcie
odhalení	objawienie
odhalení	objawienia
odhalení	rewelacja
odhalení	objawienia
münchen	münchen
pojmenoval	nazwany
pojmenoval	nazwane
cyril	cyril
keith	keitha
keith	keith
toulouse	toulouse
terén	teren
terén	tereny
terén	terenu
sociolog	socjolog
trend	trend
trend	tendencje
trend	tendencja
dno	dół
dno	dno
dno	dnie
dno	dole
dno	dolna
přesvědčen	przekonał
přesvědčen	przekonany
přesvědčen	przekonał
přesvědčen	przekonani
aktivista	działacz
arabové	arabów
císařovna	cesarzowa
udržovat	utrzymać
udržovat	utrzymywać
zachycuje	oddaje
zachycuje	ujmuje
aspekty	aspektów
aspekty	aspekty
souvislost	związku
souvislost	podłączenie
souvislost	powiązanie
souvislost	połączenie
souvislost	połączenia
souvislost	łącze
souvislost	link
souvislost	ogniwo
souvislost	odnośnik
výuky	nauczanie
výuky	uczenie
výuky	nauczania
nejoblíbenější	ulubione
nejoblíbenější	ulubiona
nejoblíbenější	ulubionych
nejoblíbenější	ulubiony
pobočka	gałęzi
pobočka	gałąź
pobočka	oddział
pobočka	branch
irena	irena
irena	irena
irena	irene
švýcarské	szwajcarski
švýcarské	szwajcarską
švýcarské	szwajcaria
ukládání	uratowanie
ukládání	oszczędność
ukládání	oszczędności
ukládání	ratowanie
ukládání	zapisywanie
ukládání	oszczędzania
dočasné	tymczasowy
dočasné	tymczasowo
dočasné	tymczasowa
dočasné	tymczasowe
dočasné	czasowe
chaty	czaty
chaty	domki
chaty	chaty
chaty	domku
chaty	kabina
chaty	kabiny
chaty	domek
fakta	fakty
admirál	admirał
ontario	ontario
řazení	ranking
řazení	rankingu
tkáně	tkanki
tkáně	tkanka
tkáně	tkanki
tkáně	tkanek
orel	orła
orel	eagle
orel	orzeł
orel	reszka
jasný	czysto
učebnice	podręczniki
učebnice	podręcznik
ozbrojené	uzbrojone
ozbrojené	uzbrojona
ozbrojené	uzbrojeni
ozbrojené	uzbrojony
poskytl	zapewnione
poskytl	dostarczone
jennifer	jennifer
značek	marek
značek	marki
podzimní	jesień
podzimní	jesieni
patnáct	fifteen
patnáct	piętnaście
tibetu	tybecie
tibetu	tybetu
klíčové	klucz
klíčové	kluczowe
klíčové	klucze
klíčové	klawisz
klíčové	key
hity	trafień
hity	trafienia
hity	uderza
tragédie	tragedii
tragédie	tragiczne
tragédie	tragiczna
tragédie	tragiczny
tragédie	tragedia
tragédie	tragedii
tragédie	tragedię
tragédie	tragedia
kritické	krytyczne
kritické	krytyczna
kritické	krytyczny
kritické	krytycznych
cenné	cenne
cenné	wartościowy
cenné	cenna
cenné	wartościowe
cenné	cenny
faktor	czynnik
faktor	współczynnik
hebrejsky	hebrajski
soudy	sądy
příbuzný	względne
příbuzný	krewni
příbuzný	krewny
příbuzný	względna
chodit	chodzenie
chodit	spacery
chodit	spaceru
chodit	spacer
chodit	spacer
chodit	chodzić
chodit	walk
nežádoucí	niechcianych
nežádoucí	niepożądane
nežádoucí	niepożądanych
nežádoucí	niepożądane
vrah	zabójczy
vrah	morderca
vrah	zabójcze
vrah	zabójca
vrah	morderczyni
vrah	mordercy
vrah	morderca
tvůrci	twórcy
tvůrci	twórców
potenciální	potencjał
koho	kto
koho	kogo
koho	who
souboj	pojedynek
znečištění	zanieczyszczenia
znečištění	zanieczyszczenie
bytosti	istoty
bytosti	istot
bytosti	istoty
bytosti	stworzenia
bytosti	stwory
léčení	leczenie
léčení	traktowanie
léčení	leczenie
léčení	kuracja
léčení	obróbka
písničky	utwory
písničky	pieśni
písničky	piosenki
vyžadují	wymagają
vyžadují	wymagać
bolest	ból
bolest	bólu
bolest	bóle
bolest	cierpienie
ploché	mieszkanie
elitní	elita
elitní	elity
peugeot	peugeot
ali	ali
opakování	ponownego
opakování	nawrót
opakování	powtarzanie
opakování	powtórzenia
opakování	powtórzeń
opakování	powtórzenia
opakování	powtarzanie
opakování	powtórka
roviny	plains
roviny	samolotów
roviny	płaszczyzny
roviny	samoloty
rozvíjí	rozwija
klasického	klasycznego
klasického	klasyka
klasického	klasyczna
klasického	klasyczny
klasického	klasyczne
wan	wan
bloků	bloków
bloků	klocki
bloků	bloki
ohně	ognie
ohně	pożary
doporučená	zalecany
doporučená	zalecana
doporučená	zalecane
doporučená	polecane
sněhu	śnieg
sněhu	śnieżka
sněhu	śniegu
leonard	leonarda
leonard	leonard
florencie	florencja
propagaci	promocja
propagaci	promowanie
propagaci	awans
propagaci	promocji
propagaci	promocje
vegas	vegas
stupnice	skali
stupnice	skala
zeleně	zieleni
zeleně	zieleń
zeleně	zielony
zeleně	zielono
zeleně	zielona
zeleně	zielone
stuart	stuart
přehrada	tamy
přehrada	zapora
přehrada	tama
přehrada	dam
přehrada	zbiornik
kristina	kristina
menšiny	mniejszość
menšiny	mniejszości
menšiny	mniejszości
sebastian	sebastian
sebastian	sebastiana
ted	ted
odráží	odzwierciedlenie
odráží	odzwierciedla
photo	zdjęcia
photo	foto
photo	fotografia
photo	zdjęcie
usnesení	postanowienia
usnesení	uchwały
usnesení	rezolucje
usnesení	rozdzielczość
usnesení	rezolucja
usnesení	rozdzielczości
usnesení	rezolucji
stěna	ściany
stěna	ściana
stěna	mur
stěna	mury
stěna	ścianie
stěna	tablica
tendence	trendy
tendence	tendencje
tendence	tendencji
tendence	skłonności
tendence	skłonność
tendence	tendencja
berdych	berdych
tma	mroku
tma	ciemności
tma	ciemność
tma	mrok
madridu	madryt
počítačová	komputery
počítačová	komputer
počítačová	komputera
prsten	ring
prsten	obrączka
prsten	pierścień
prsten	pierścionek
kořist	psuje
kořist	łupy
kořist	łup
kořist	booty
kořist	łupy
kořist	łup
kořist	łupy
kořist	zdobycz
skladatelů	kompozytorów
virginie	virginia
virginie	wirginia
virginie	wirginii
účastníky	uczestników
účastníky	uczestnikom
účastníky	uczestnicy
demonstrace	wykazanie
demonstrace	demonstracja
demonstrace	demonstracje
demonstrace	demonstracji
demonstrace	demonstracje
demonstrace	demonstracji
posílení	umocnienie
posílení	wzmocnienie
posílení	wzmacnianie
posílení	wzmocnienia
posílení	wzmocnienie
posílení	wzmacnianie
blood	krwi
blood	blood
blood	krew
způsobilo	spowodowane
způsobilo	wywołane
způsobilo	spowodował
způsobilo	spowodowało
způsobilo	spowodowała
metoděje	metodego
interní	wewnętrzny
interní	wewnętrznego
interní	wewnętrzne
interní	wewnętrzna
rohy	rogi
rohy	rogach
rohy	rogi
rohy	rogów
odstraněny	usunięto
odstraněny	usunięte
odstraněny	usunięta
odstraněny	usunięty
tokio	tokyo
tokio	tokio
spuštění	uruchamianie
spuštění	starcie
spuštění	uruchomienie
spuštění	start
spuštění	uruchomienie
spuštění	startu
lotus	lotus
dodává	doda
dodává	dodaje
dodává	dostarcza
váhy	libra
váhy	waga
váhy	ciężary
váhy	wagi
váhy	ciężar
váhy	wagi
váhy	waga
váhy	łuski
váhy	wagi
váhy	skale
závislá	zależny
závislá	zależne
závislá	uzależniony
závislá	uzależnieni
závislá	uzależniona
marseille	marsylii
marseille	marsylii
bibliografie	bibliografia
hnědá	brązowa
hnědá	brown
hnědá	brązowe
hnědá	brąz
hnědá	brązowy
potter	potter
charlotte	charlotte
roland	roland
vlajku	flaga
vlajku	bandery
vlajku	flagi
vlajku	flag
vlajku	flagę
těsné	ciasne
těsné	ciasno
těsné	mocno
kibucu	kibucu
náboje	wkłady
náboje	naboje
náboje	kule
náboje	naboje
náboje	pociski
náboje	skorupy
náboje	muszle
indianapolis	indianapolis
náhradní	zapasowe
náhradní	wymiana
náhradní	zastąpienia
náhradní	zastępstwo
náhradní	zastąpienie
sportovec	lekkoatleta
sportovec	sportowiec
vykonává	wykonuje
fyzika	fizyki
fyzika	fizyka
warner	warner
krk	krk
krk	kark
krk	szyja
krk	szyi
rameno	bark
rameno	ramię
edmund	edmund
udělení	przyznania
udělení	przyznawanie
udělení	przyznanie
udělení	udzielanie
pri	pri
klein	klein
automatické	auto
automatické	automatyczne
automatické	automatycznie
automatické	automat
automatické	automatycznie
automatické	automatyczne
automatické	automatyczny
automatické	automatyczna
oskar	oskar
oskar	oscar
oskar	oskara
oskar	oskar
živá	live
živá	żywo
živá	żyj
živá	lively
živá	żywa
živá	żywy
živá	żywe
živá	żywy
živá	żyje
živá	żywa
spektrum	widma
spektrum	widma
spektrum	widmo
spektrum	spektrum
integrace	integracja
integrace	integracji
integrace	integrację
mediawiki	mediawiki
upozornit	powiadomić
pečlivě	ostrożnie
pečlivě	skrupulatnie
kardinála	kardynał
pius	pius
faktorů	czynniki
faktorů	współczynniki
semily	semily
disciplíny	dyscypliny
disciplíny	dyscyplinę
disciplíny	dyscyplina
disciplíny	dyscyplin
robinson	robinson
duo	duet
duo	duo
sousedních	sąsiadujących
lékařská	medyczna
lékařská	medyczny
lékařská	medyczne
otevřeně	jawnie
arch	łuk
arch	arch
vražda	zabójstwa
vražda	zabójstw
vražda	zabójstwo
vražda	morderstwa
vražda	zabójstwo
vražda	morderstwo
příjmy	dochód
příjmy	przychód
příjmy	przychody
příjmy	dochody
příjmy	dochód
příjmy	przychód
příjmy	przychody
příjmy	dochodów
příjmy	dochody
příjmy	dochody
příjmy	przychody
příjmy	wpływy
příjmy	rachunki
hnízdo	gniazda
hnízdo	gniazdo
rozlišuje	wyróżnia
rozlišuje	odróżnia
rozlišuje	rozróżnia
knihovnu	bibliotekę
knihovnu	biblioteka
knihovnu	biblioteki
knihovnu	bibliotece
argentiny	argentyna
rozvod	rozwód
spotřeba	konsumpcja
spotřeba	zużycie
spotřeba	spożycie
spotřeba	konsumpcji
fyzicky	fizycznie
herců	aktorów
herců	aktorzy
sofie	sofia
sofie	zofia
sofie	sophia
sofie	zofia
sofie	sofie
vítězslav	vítězslav
ponechání	retencji
ponechání	zatrzymanie
bohatý	bogata
bohatý	bogate
bohatý	rich
bohatý	bogaty
bohatý	bogata
bohatý	bogaty
výchova	wychowanie
výchova	wychowanie
konflikty	konflikty
konflikty	konfliktów
konflikty	konflikt
konflikty	konflikty
konflikty	konfliktu
konflikty	konflikt
main	główne
main	główna
main	main
main	główny
růžové	różowy
růžové	różowa
růžové	róż
růžové	różowe
růžové	różowo
růžové	różowe
révy	winorośli
creek	creek
saturn	saturn
malba	obraz
malba	malarstwo
malba	malowanie
šedé	siwy
šedé	gray
šedé	szary
šedé	szara
šedé	szare
šedé	siwy
šedé	szary
šedé	szara
šedé	szare
šedé	grey
graham	grahama
graham	graham
atmosféru	atmosferę
atmosféru	atmosfera
atmosféru	atmosfery
nalezena	znaleziona
nalezena	znaleziony
nalezena	znaleziono
nalezena	znalazł
nalezena	znalezione
vánoce	gwiazdka
vánoce	święta
byliny	zioła
byliny	ziół
byliny	herb
byliny	ziele
byliny	zioło
dánské	duńskie
dánské	duński
dánské	duńskim
kvartet	kwartet
pořádání	hosting
sériové	serial
sériové	seryjny
sériové	seryjne
plavání	pływania
plavání	pływanie
výrazy	wyrażenia
výrazy	wyrażeń
výrazy	warunki
výrazy	terminy
popsat	opisz
popsat	opisać
stewart	stewart
těžká	heavy
těžká	ciężkie
těžká	ciężki
těžká	ciężka
voličů	wyborca
voličů	wyborcy
voličů	wyborcy
voličů	wyborców
zdánlivě	pozornie
zdánlivě	pozornie
mostů	mosty
mostů	mostów
svazky	wiązek
svazky	objętości
předsednictva	prezydium
předsednictva	biuro
stoupá	rośnie
kódování	kodowanie
kódování	kodowania
kódování	kodowanie
výměna	giełda
výměna	wymiany
výměna	wymiana
výměna	zamiana
výměna	wymiany
výměna	swap
výměna	zamień
vyjednávání	negocjacji
vyjednávání	negocjacjach
vyjednávání	negocjacje
vyjednávání	rokowania
vyjednávání	negocjacji
vyjednávání	negocjacje
vyjednávání	negocjacji
vyjednávání	negocjacje
smetana	śmietana
smetana	śmietanki
smetana	krem
smetana	śmietanka
zachovat	zachować
zachovat	zachowaj
zachovat	utrzymać
zachovat	utrzymywać
zachovat	zachowaj
zaměstnance	pracownik
zaměstnance	pracownika
zaměstnance	pracowników
zaměstnance	pracownicy
alberto	alberta
alberto	alberto
slovesa	czasowniki
příroda	natura
příroda	charakter
příroda	przyroda
příroda	natury
maďarská	węgierskiej
maďarská	węgierskie
maďarská	węgierski
maďarská	węgier
maďarská	węgierska
zubů	zęby
zubů	zębów
zubů	ząbki
formulace	sformułowanie
formulace	sformułowania
formulace	brzmienie
experimenty	eksperymentów
experimenty	eksperymenty
experimenty	eksperymenty
šířku	szerokość
šířku	szerokości
kultur	kultury
kultur	kultur
obtížně	trudna
obtížně	trudny
obtížně	trudne
odpovídají	odpowiadają
kosmonautů	kosmonautów
lidský	ludzkie
lidský	ludzka
lidský	ludzki
lidský	człowiek
lidský	human
lidský	człowieka
thompson	thompson
svatyně	sanktuarium
svatyně	schronienie
svatyně	sanktuarium
svatyně	sanktuarium
svatyně	świątynia
svatyně	świątynie
svatyně	temple
svatyně	świątyni
fiat	fiat
extraliga	extraliga
ville	ville
jam	yam
jam	jam
jam	jam
jam	dżem
magnetické	magnetyczne
magnetické	magnetyczny
norské	norweskie
norské	norweskiego
norské	norweski
potlačení	represji
potlačení	represje
potlačení	tłumienia
musica	musica
subjektivní	subiektywne
lou	lou
omezit	ograniczyć
omezit	zmniejszyć
omezit	zmniejszenia
omezit	zredukować
omezit	granica
omezit	ograniczenie
omezit	limit
nehody	wypadki
nehody	wypadków
úředníků	urzędników
úředníků	urzędnicy
hrobky	grobie
hrobky	nagrobek
hrobky	grób
hrobky	grobowiec
hrobky	groby
hrobky	grobowce
referendum	referendum
referendum	referendów
přepis	transkrypcji
slabší	słabszy
slabší	słabsze
určeno	zamierzone
určeno	przeznaczona
určeno	przeznaczony
určeno	przeznaczone
larvy	larwy
larvy	larwa
larvy	larwy
larvy	larwy
reklamy	ogłoszenia
reklamy	reklam
reklamy	reklamy
reklamy	reklam
reklamy	reklamy
reklamy	reklamach
reklamy	reklamy
reklamy	reklama
reklamy	reklamę
vyhnout	uniknąć
vyhnout	unikać
vyhnout	unikaj
emigroval	wyemigrował
tenis	tenis
bakterií	bakterie
bakterií	bakterii
bakterií	bakteria
uzel	węzeł
uzel	węzła
uzel	węzeł
hostinec	inn
ahoj	witam
ahoj	cześć
léčby	traktowanie
léčby	leczenie
léčby	kuracja
léčby	obróbka
filharmonie	filharmonii
ann	ann
obranné	obronne
bayern	bayern
návštěva	odwiedziny
návštěva	odwiedzający
návštěva	gość
návštěva	odwiedziny
návštěva	wizyta
návštěva	wizyty
návštěva	zwiedzanie
návštěva	odwiedziny
návštěva	odwiedza
alpes	alpes
limit	granica
limit	ograniczenie
limit	limit
pevný	stałe
pevný	solidne
pevný	solidna
pevný	solidny
pevný	firma
pevný	kancelaria
magic	magiczne
magic	czary
magic	magic
magic	magii
magic	magia
přítomen	obecny
přítomen	teraźniejszość
přítomen	obecni
přítomen	obecna
přítomen	prezent
přítomen	obecne
specifický	szczególne
specifický	konkretne
specifický	specyficzne
stáhnout	pobieranie
stáhnout	pobrać
stáhnout	pobierz
tennessee	tennessee
kolegové	współpracownicy
kolegové	współpracowników
hluboká	głęboka
hluboká	głęboki
hluboká	głęboko
hluboká	głębokie
hluboká	deep
očekávání	oczekiwanie
očekávání	przewidywanie
očekávání	oczekiwania
očekávání	oczekiwań
očekávání	oczekiwania
očekávání	oczekiwanie
nowrap	nowrap
vyrobené	wykonane
vyrobené	made
vyrobené	zrobione
vyrobené	wyprodukowane
vyrobené	wytworzone
vyrobené	wyprodukowano
vyrobené	wyprodukowany
vyrobené	produkowane
vyrobené	wyprodukowane
vyrobené	wyprodukowano
vyrobené	wyprodukowany
vyrobené	produkowane
catherine	katarzyna
potřebují	potrzebuje
potřebují	potrzeba
potřebují	potrzebna
potřebují	potrzebuję
potřebují	potrzebny
překonat	pokonać
víra	wierze
víra	faith
víra	wiara
víra	wiary
víra	wiarę
víra	wiara
víra	wierzenia
harrison	harrisona
harrison	harrison
swe	swe
joachim	joachim
okrsek	komisariat
okrsek	okręg
okrsek	dzielnicy
okrsek	dystrykt
okrsek	dzielnica
okrsek	rejon
okrsek	powiat
spáchal	popełnił
spáchal	zaangażowana
spáchal	zaangażowany
marián	marián
specialista	specjalista
specialista	specjalistyczne
strachu	strachu
strachu	strach
strachu	lęk
zbyněk	zbyněk
erupce	erupcja
erupce	erupcje
masakr	masakra
masakr	zbrodnia
masakr	ubój
masakr	rzeź
masakr	uboju
masakr	masakra
masakr	rzeźnia
masakr	rzeź
nezávislá	niezależny
nezávislá	niezależnych
nezávislá	niezależni
nezávislá	niezależna
nezávislá	niezależne
bezprostřední	natychmiastowe
bezprostřední	natychmiastowa
bezprostřední	natychmiastowy
zasáhl	interweniował
pozdě	późna
pozdě	późny
pozdě	późno
bin	bin
kousek	kawałek
kousek	kawałku
schéma	diagram
schéma	schemat
schéma	wykres
schéma	wykres
schéma	schemat
schéma	schematy
oblíbený	popularny
oblíbený	popularnych
oblíbený	popularne
oblíbený	popularna
oblíbený	ulubione
oblíbený	ulubiona
oblíbený	ulubionych
oblíbený	ulubiony
bavorsko	bawarii
posouzení	ocena
obnova	przywrócenie
obnova	odbudowa
obnova	odtworzenie
obnova	przywrócenia
obnova	odzyskanie
obnova	odzysk
obnova	odzyskiwanie
obnova	odzysku
obnova	odnowienia
obnova	przedłużenie
obnova	odnowienie
epidemie	epidemii
epidemie	epidemia
epidemie	epidemia
epidemie	epidemii
epidemie	epidemia
satelitní	satelitarne
satelitní	satelita
satelitní	satelitarnej
satelitní	satelitarna
satelitní	satelity
mimořádné	nadzwyczajne
mimořádné	niezwykła
mimořádné	nadzwyczajny
mimořádné	niezwykłe
mimořádné	wyjątkowych
mimořádné	wyjątkowe
mimořádné	wyjątkowa
mimořádné	wyjątkowy
přežití	przeżycie
přežití	przetrwania
přežití	przeżycia
přežití	przetrwanie
přežití	przeżycie
přežití	przetrwać
řekové	grecy
řekové	greków
aktivitu	aktywność
aktivitu	działalności
aktivitu	czynność
aktivitu	działalność
aktivitu	aktywności
novely	powieści
herečky	aktorki
herečky	aktorka
herečky	aktorki
herečky	aktorką
auf	auf
morgan	morgana
morgan	morgan
reprezentativní	reprezentatywna
reprezentativní	przedstawiciel
reprezentativní	reprezentatywne
reprezentativní	przedstawiciela
flotily	flota
flotily	floty
arábie	arabia
arábie	arabii
těhotenství	ciążą
těhotenství	ciąża
těhotenství	ciąży
občan	obywatele
občan	obywatela
občan	obywatel
ohrožené	zagrożona
ohrožené	zagrożony
ohrožené	zagrożonych
ohrožené	zagrożone
klára	klara
klára	klara
klára	clara
instrumentální	instrumentalny
alpy	alpy
kiss	pocałunek
kiss	buzi
kiss	kiss
terry	terry
vajec	jaja
vajec	jaj
vajec	jajka
vajec	jajeczka
jakýkoliv	jakikolwiek
jakýkoliv	dowolny
jakýkoliv	jakiekolwiek
rezervaci	rezerwacja
rezervaci	rezerwacji
rezervaci	zastrzeżenie
prodloužena	rozszerzone
prodloužena	rozszerzona
prodloužena	rozszerzony
prodloužena	przedłużony
spolky	społeczeństw
spolky	społeczeństwa
tramvaj	tramwaje
tramvaj	tramwaj
tramvaj	wózek
tramvaj	wózki
tramvaj	wózka
tramvaj	tramwaju
tramvaj	tramwaj
odmítli	odmówił
odmítli	odrzucona
dáno	zważywszy
dáno	podane
dáno	podana
přijel	dotarły
přijel	przybyła
přijel	przybyli
přijel	przybył
specializované	wyspecjalizowane
specializované	specjalistyczne
specializované	wyspecjalizowanych
specializované	wyspecjalizowane
specializované	specjalistyczne
daly	daly
provence	provence
kulturně	kulturowo
parc	parc
beatles	beatles
parky	parki
michigan	michigan
kost	kość
kost	kości
znalost	wiedzy
znalost	wiedza
znalost	znajomość
znalost	wiedzę
višnjan	višnjan
podvozek	podwozia
podvozek	podwozie
podvozek	podwozia
podvozek	podwozie
podvozek	wózka
klobouk	czapka
klobouk	kapelusz
protesty	protest
protesty	protestu
protesty	protesty
protesty	protesty
posloupnost	sekwencja
posloupnost	ciąg
posloupnost	kolejność
skotska	szkocja
skotska	szkocji
nedostatky	braki
nedostatky	niedociągnięcia
nedostatky	wady
nedostatky	braki
nedostatky	niedociągnięcia
nedostatky	słabości
nedostatky	niedociągnięcia
nedostatky	uchybienia
nedostatky	wady
stáhl	wycofał
daň	podatki
daň	podatek
bohemia	czechy
soutěžní	rywalizacja
soutěžní	zawody
soutěžní	konkurencja
soutěžní	konkurs
soutěžní	konkurencji
soutěžní	konkurencyjna
soutěžní	konkurencyjne
soutěžní	konkurencyjny
soutěžní	konkurencyjnych
soutěžní	konkurencyjność
dodávky	dostawy
dodávky	przesyłki
dodávky	dostaw
dodávky	dostawy
dodávky	zaopatrzenie
dodávky	zapasy
oblouk	łuk
oblouk	arc
oblouk	łuk
oblouk	arch
rytíře	rycerzy
rytíře	rycerze
trenéři	trenerów
trenéři	trenerów
konfliktů	konflikty
konfliktů	konfliktów
konfliktů	konflikt
pozic	stanowiska
pozic	pozycje
prvotní	pierwotne
čtrnáct	czternaście
reagoval	zareagował
reagoval	zareagowała
reagoval	odpowiedział
reagoval	odpowiedziało
miluje	uwielbia
miluje	kocha
cestování	podróż
cestování	podróży
cestování	podróże
cestování	podróżowanie
cestování	podróże
cestování	podróży
cestování	podróży
cestování	podróżowanie
cestování	podróże
holub	gołębie
holub	gołębia
holub	gołąb
porodu	poród
porodu	porodu
logické	logika
logické	logiczne
logické	logicznie
logické	logiczny
logické	logika
logické	logiczne
logické	logikę
logické	logiki
železnici	kolej
pozvání	zaproszeń
pozvání	zaproszenia
pozvání	zapraszać
pozvání	zaproszenie
pozvání	zaprosić
pozvání	zaproszenie
pozvání	zaproszenia
veronika	veronika
veronika	weronika
veronika	veronica
veronika	weronika
hrdinů	bohaterami
hrdinů	bohaterów
hrdinů	bohaterowie
vyrobeny	wyprodukowane
vyrobeny	wytworzone
vyrobeny	wyprodukowano
vyrobeny	wyprodukowany
vyrobeny	produkowane
vyrobeny	wykonane
vyrobeny	made
vyrobeny	zrobione
myšlenek	mysli
myšlenek	myśli
myšlenek	przemyślenia
bonaparte	bonaparte
minutu	minuta
minutu	minutę
minutu	minute
živě	live
živě	żywo
živě	żyj
mající	mając
popření	zaprzeczenie
mitchell	mitchell
výroční	coroczne
výroční	roczny
výroční	roczne
výroční	rocznie
výroční	roczna
bytů	bajtów
orange	pomarańczowy
orange	orange
orange	pomarańczowe
orange	pomarańczowa
chorvatské	chorwacki
prodává	sprzedaje
hektarů	hektarów
parků	parki
psáno	napisane
psáno	pisemne
psáno	napisano
psáno	zapisane
xml	xml
kate	kasia
kate	kate
obrátil	odwrócony
obrátil	odwrócone
url	url
okolnosti	okoliczności
okolnosti	okoliczność
okolnosti	okoliczności
liška	lisie
liška	fox
liška	lis
peří	upierzenie
peří	pióro
peří	piórko
peří	pióra
peří	piór
carter	carter
výhodu	przewaga
výhodu	korzyść
výhodu	przewagę
silva	silva
pocity	doznania
pocity	wrażenia
pocity	doznań
pocity	uczuć
pocity	odczucia
pocity	uczucia
patrik	patrik
patrik	patryk
patrik	patrick
sopka	wulkanu
sopka	wulkan
produktu	produkt
produktu	wyrób
produktu	produktu
produktu	produkty
potraviny	żywności
potraviny	pokarm
potraviny	żywność
potraviny	jedzenie
potraviny	żywności
potraviny	żywność
odstraněna	usunięto
odstraněna	usunięte
odstraněna	usunięta
odstraněna	usunięty
odstraněna	usunięto
odstraněna	usunięte
odstraněna	usunięta
odstraněna	usunięty
kult	kult
kult	sekty
kult	kultu
kult	sekta
kůry	bark
kůry	kory
kůry	kora
silver	srebro
silver	srebrny
silver	srebra
silver	srebrne
silver	srebrna
silver	silver
kovové	metalowy
kovové	metalowe
trubka	rura
trubka	fajkę
trubka	rurki
trubka	rurka
trubka	trąbce
joan	joan
joan	joanna
zajímá	zainteresowanych
zajímá	zainteresowane
zajímá	zainteresowani
zajímá	zainteresowana
zajímá	zainteresowany
reklama	reklamy
reklama	reklama
reklama	reklamę
reklama	reklama
reklama	ogłoszenie
matematika	matematyki
matematika	matematyka
matematika	matematykę
matematika	matematyki
matematika	matematyka
matematika	matematyki
matematika	matematyka
návod	ręczne
návod	instrukcja
návod	ręczna
návod	podręcznik
návod	instrukcje
návod	instrukcji
návod	instrukcja
naši	nasz
naši	nasza
naši	nasi
naši	nasze
naši	our
sierra	sierra
caesar	caesar
caesar	cezara
caesar	cezar
pohyby	ruchy
pohyby	przemieszczanie
pohyby	ruch
pohyby	przemieszczanie
pohyby	ruchy
poškozen	uszkodzone
poškozen	uszkodzona
poškozen	uszkodzenie
poškozen	uszkodzony
poškozen	uszkodzone
poškozen	uszkodzony
výjimku	wyjątku
výjimku	wyjątkiem
výjimku	wyjątki
výjimku	wyjątek
čelní	czołowego
umožnila	włączone
umožnila	włączono
umožnila	włączony
umožnila	włączona
true	prawda
true	prawdziwe
true	true
podepsána	podpisany
podepsána	podpisano
podepsána	podpisana
podepsána	podpisane
orgánu	narządów
orgánu	narządy
orgánu	organy
orgánu	organ
řidiče	kierowcy
