indslag	segment
svømmer	plivač
maine	maine
helikoptere	helikoptera
afgrænset	definisani
afgrænset	definisano
afgrænset	definisan
afgrænset	definisane
afgrænset	definisana
afgrænset	delimited
moderat	umjerene
moderat	umjereno
brændende	paljenje
friends	prijatelji
friends	friends
købmænd	trgovci
dedikeret	posvetio
dedikeret	posvećen
kontinent	kontinent
gemt	skriven
gemt	skriveni
gemt	skrivena
gemt	spasio
oplyste	lit
oplyste	zapalio
tang	tang
opretter	stvara
opretter	stvaraju
opretter	napravi
opretter	stvoriti
opretter	kreiranje
opretter	kreiranje
opretter	stvaranje
opretter	tvorac
opretter	stvoritelja
opretter	kreator
midterste	srednji
forkerte	krivo
forkerte	wrong
forkerte	pogrešan
forkerte	pogrešno
affald	otpad
maximilian	maksimilijan
maximilian	maximilian
suzuki	suzuki
jelena	jelena
positioner	pozicija
positioner	pozicije
positioner	položaje
positioner	pozicijama
lægen	doktor
taktik	taktike
taktik	taktika
medina	medina
munden	usta
konrad	konrad
filmet	snimio
arkiveret	arhivirano
arkiveret	uložili
demonstrationer	proteste
demonstrationer	protesti
demonstrationer	demonstracija
demonstrationer	demonstracije
demonstrationer	demonstracijama
larsson	larsson
footballdatabase	footballdatabase
afviser	odbacuje
bemærkede	zapaža
bemærkede	ukazao
bemærkede	naglašeno
sorg	žalost
sorg	tuge
sorg	tuga
sorg	tuge
sorg	žalosti
edith	edit
edith	edith
olof	olof
wulff	wulff
anseelse	ugled
smed	kovač
smed	bacio
malere	slikara
absolutte	apsolutni
absolutte	apsolutna
aske	pepeo
aske	pepeo
aske	ash
davies	davies
kardinal	kardinal
sår	rana
sår	rane
sår	rana
affære	afera
kulturarv	naslijeđe
kulturarv	baština
kulturarv	nasljeđe
trine	kate
regime	režimu
regime	režim
alliancen	savez
alliancen	alijansa
identificeret	identificiran
identificeret	identificirao
identificeret	identificirale
identificeret	identificirani
afskediget	otpušten
afskediget	puštene
money	novac
knut	knut
udfordringer	izazovi
udfordringer	izazove
leeds	leeds
protein	proteina
protein	proteine
protein	proteinima
protein	proteini
netværket	mrežu
netværket	mreže
netværket	mreža
klipper	stijene
klipper	stijena
klipper	stijenama
roberto	roberto
ekspansion	proširenje
genetisk	genetski
genetisk	genetički
genetisk	genetičke
genetisk	genetička
genetisk	genetičko
genetisk	genetički
genetisk	genetski
genetisk	genetsko
intellektuelle	intelektualaca
intellektuelle	intelektualci
intellektuelle	intelektualno
intellektuelle	intelektualac
intellektuelle	intelektualnu
hellig	sveta
hellig	mesdžidul
tempo	tempo
tempo	tempo
talsmand	glasnogovornik
talsmand	portparol
ibm	ibm
digtere	pjesnika
digtere	pjesnici
udtrykt	izraženo
terminal	terminal
berkeley	berkeley
indkomst	prihodima
indkomst	prihode
indkomst	prihod
björn	björn
faldne	pala
tegneserie	strip
tegneserie	crtani
tegneserie	cartoon
bedrifter	holdings
bedrifter	dostignuća
bedrifter	postignuća
koalition	koalicija
forever	forever
forever	zauvijek
dynamo	dinamo
perron	platforma
perron	platformi
perron	platformu
perron	platforme
omar	omar
blok	blokirati
klinisk	klinička
klinisk	klinički
indså	shvatio
word	riječ
allmusic	allmusic
manuskripter	rukopisi
manuskripter	rukopisa
manuskripter	scenarije
pligt	dužnosti
pligt	dužnost
pligt	obaveza
onsdag	srijeda
biologi	biologija
gult	žuta
palme	palme
frekvens	frekvencija
airways	airways
maksimalt	maksimalna
maksimalt	maksimalni
maksimalt	maksimalne
maksimalt	maksimum
maksimalt	maksimalno
præsidenter	predsjednici
præsidenter	predsjednike
hør	lan
defensiv	odbrambene
defensiv	odbrambena
monumenter	spomenika
monumenter	spomenici
patienten	pacijent
hannibal	hanibal
købes	kupi
købes	kupiti
købes	kupljene
købes	kupljeno
købes	kupljeni
købes	kupila
købes	kupili
købes	kupio
janeiro	janeiro
gotha	gotha
forbeholdt	rezervisan
indvandring	imigracija
indvandring	migracije
indvandring	migracija
hjalmar	hjalmar
derby	derbi
helte	heroji
salvador	salvador
duke	vojvoda
mønt	novčić
mønt	novčića
isaac	isak
step	korak
seværdigheder	atrakcija
seværdigheder	atrakcije
seværdigheder	okretati
lis	liz
indeholdende	nalazili
parterne	stranaka
parterne	stranke
pour	ulivaju
indtjening	prihodi
indtjening	zarada
tyk	gusta
påvirkede	uticala
påvirkede	uticali
påvirkede	uticao
påvirkede	pogođeni
påvirkede	pogođenih
påvirkede	pogođena
påvirkede	uticalo
bachelor	bachelor
grafik	grafički
grafik	grafika
forældet	deprecated
forældet	prevaziđen
fantasi	fantastika
rostock	rostock
mos	mos
mos	mos
farvel	baj
farvel	bye
farvel	zbogom
specialiserede	specijalizirane
specialiserede	specijalizovani
jin	jin
vandret	horizontalno
vandret	horizontalna
vandret	horizontalni
gennemgået	razmatrali
aluminium	aluminij
aluminium	aluminijum
aluminium	aluminijuma
ukrainsk	ukrajinski
tanzania	tanzaniji
miguel	miguel
rosen	rosen
kollega	kolega
udbygning	proširenje
lokaliteter	sajtova
lokaliteter	sajtovi
lokaliteter	lokacija
lokaliteter	lokacijama
lokaliteter	lokacije
herskede	bizantski
clinton	clinton
videoer	videa
videoer	snimke
tungere	teži
reagerer	reaguje
reagerer	reagira
reagerer	reaguje
bordet	sto
uddrag	crpi
uddrag	ekstrakt
uddrag	izvući
rimelig	prilično
rimelig	fer
rimelig	sajam
rimelig	razumni
ødelæggelse	uništavanje
ødelæggelse	uništenja
ødelæggelse	uništenje
sæder	mjesta
lander	lander
lander	land
lander	kopnena
lander	zemlja
kids	deca
kids	djeca
ålborg	aalborg
mai	mai
fjerner	uklanjanjem
fjerner	uklanjanje
fjerner	uklanja
metadata	metadata
udrustet	opremljen
udrustet	opremljena
udrustet	opremljeni
tænkning	misleći
indretning	raspored
stabilitet	stabilnost
tilhørsforhold	pripadnost
village	selo
straffe	penala
straffe	kazna
straffe	kazne
straffe	kaznu
straffe	kazna
fladt	ravan
fladt	ravne
raw	sirovog
psykiske	psihološki
psykiske	mentalne
psykiske	mentalno
psykiske	duševna
georgien	georgia
georgien	džordžija
georgien	gruzija
krigere	ratnici
krigere	boraca
krigere	borci
jefferson	jefferson
aps	llc
aps	aps
francesco	francesco
kommercielt	komercijalne
kommercielt	komercijalni
kommercielt	reklama
ekspeditioner	ekspedicije
ørkenen	pustinja
hurtigste	najbrže
værelse	sobu
værelse	soba
værelse	sobe
monroe	monroe
ssr	ssr
connecticut	connecticut
gibraltar	gibraltara
gudinde	božica
américa	américa
kristina	kristina
pittsburgh	pittsburgh
flok	masi
flok	masa
flok	publika
flok	stada
flok	jato
produktioner	produkcije
produktioner	produkcija
dawn	dawn
dawn	zore
dawn	zora
gennemsnitlig	prosječno
gennemsnitlig	prosječne
gennemsnitlig	prosječnom
gennemsnitlig	prosjek
mile	mile
klostre	manastire
katedralen	katedrala
bristol	bristol
grundstof	elemenat
grundstof	element
blokere	blokirati
blokere	blokirati
rimeligt	fer
rimeligt	sajam
rimeligt	razumni
tdr	tdr
distance	udaljenost
forberedt	pripremljene
forberedt	pripremljen
forberedt	pripremljena
forberedt	pripremio
forberedt	pripremila
negativt	negativan
negativt	negativne
negativt	negativni
negativt	negativno
efterladte	preživeli
kompliceret	kompleksan
kompliceret	kompleks
kompliceret	kompleksna
bonus	bonus
ghana	gana
giuseppe	giuseppe
østlig	istočnim
østlig	istočni
østlig	istočnoj
østlig	istočna
østlig	istočne
grupperne	grupe
sejlads	navigaciju
sejlads	plovidbe
sejlads	jedrenje
orienteret	izvijestio
orienteret	obavijestio
oplyst	obavijestio
oplyst	lit
oplyst	zapalio
gemme	spasi
jeanne	jeanne
eugen	eugen
serv	služe
serv	služiti
skovene	šume
mon	mon
lily	ljiljan
medie	media
medie	mediji
medie	medium
medie	srednji
medie	srednjim
medie	srednje
medie	srednja
gene	gen
violinist	violinist
fisher	fišer
fester	stranaka
fester	stranke
håkon	haakon
boks	kutija
overlevet	preživjeli
muhammad	muhammed
bøde	kazne
beholder	imajući
relief	olakšanje
mallorca	mallorca
fejre	slavio
fejre	slavila
fejre	slavi
fejre	slave
dogg	dogg
dimensioner	dimenzije
severin	severin
mediawiki	mediawiki
journalisten	novinar
radioen	radio
madonna	madonna
metallica	metallica
skinner	skinner
skinner	tračnica
hjort	jelen
rapporteret	izvijestio
rapporteret	prijavljeno
rapporteret	prijavili
rapporteret	izvještava
puerto	puerto
katrine	katrine
kalmar	kalmar
organisere	organizuju
organisere	organizovati
organisere	organizirati
gaderne	ulice
gaderne	ulica
gaderne	ulicama
udnyttelse	eksploatacija
annie	eni
stabile	stabilno
stabile	stabilna
stabile	stabilan
kamera	kamera
regnede	shvatio
regnede	shvatili
internt	unutrašnje
internt	unutrašnja
internt	unutrašnji
internt	interno
melchior	melchior
betjent	policajca
betjent	policajac
betjent	oficire
betjent	oficir
betjent	oficirom
udstedte	izdat
udstedte	izdana
udstedte	izdale
udstedte	izdata
udstedte	izdali
flash	flash
horne	horne
identiske	identičan
identiske	identične
identiske	identični
udtrykke	express
udtrykke	izražavajući
udtrykke	izrazivši
husk	pamti
husk	se
hvile	ostatak
challenge	izazov
challenge	challenge
metaller	metal
metaller	metale
metaller	metali
søjler	stubovi
søjler	stubovi
søjler	stubove
tilskud	subvencija
tilskud	subvencije
tilskud	subvencija
tilskud	grantova
tilskud	grant
dreje	pretvarajući
alla	alla
gravsten	tombstone
maskinen	mašina
bern	bern
bern	berne
graf	graf
tynd	tanke
pfalz	pfalz
pfalz	falačka
cook	cook
trøndelag	trøndelag
somalia	somalija
kære	drage
kære	draga
kære	dragi
styrmand	pilot
koncentration	koncentracije
koncentration	koncentracija
koncentration	koncentraciju
motivet	motiv
udløbet	istekao
kunstige	vještačko
kunstige	vještačka
vinci	vinci
katolikker	katolici
fangerne	zarobljenike
fangerne	zatvorenici
afc	afc
samarbejdede	sarađivao
konventionen	konvenciji
konventionen	konvencija
konventionen	konvenciju
nabo	komšija
nabo	susjeda
nabo	susjeda
forsinket	kasni
forsinket	kasno
forsinket	odložena
baltimore	baltimore
franco	franco
artister	umjetnici
jag	jag
striber	pruge
pokémon	pokémon
innovation	inovacija
june	juni
godkendelse	odobravanje
godkendelse	odobrenje
edda	edda
triumf	trijumf
vogn	vagon
vogn	carriage
vogn	kamion
nilsson	nilsson
betydende	značajne
betydende	značajnom
betydende	značajna
betydende	značajan
betydende	značajno
betydende	značajnu
ski	ski
ski	skijanje
atomer	atoma
atomer	atomi
hjemby	rodnom
gear	opremu
vega	vega
jordskælvet	potres
engineering	inženjerstvo
udsendelse	emitovanje
udsendelse	emitovati
forrest	forrest
indkaldt	pozvalo
kfum	ymca
porte	gates
udlændinge	strancima
udlændinge	strancima
udlændinge	stranaca
modellerne	modeli
gregor	gregor
gregor	gregory
nordlig	sjeverna
nordlig	sjeverni
øde	napuštenom
øde	napušteno
aston	aston
benene	noge
advarsel	upozorenje
advarsel	upozoravajući
advarsel	upozorenja
kollegium	fakultet
kollegium	koledž
westminster	vestminsterska
doctor	doktor
definere	definisati
definere	definisanje
reguleret	regulirane
bistand	aid
bistand	pomoć
casino	kazino
telefon	telefon
telefon	telefon
dæmningen	brana
retningslinjer	smjernice
retningslinjer	guideline
brænde	burn
brænde	paljenje
grækerne	grci
utc	utc
mercury	merkur
ulf	ulf
katharina	katharina
markus	markus
masters	masters
infoboks	infobox
moralsk	moralno
moralsk	moralna
moralsk	moralne
intern	unutrašnje
intern	unutrašnja
intern	unutrašnji
husstande	domaćinstva
søværnet	mornarica
afrikansk	afrički
afrikansk	afričke
afrikansk	afričkih
afrikansk	afrička
parms	parms
givne	dat
nordic	nordijska
efterår	jesen
efterår	jesen
efterår	pad
reserveret	priveo
reserveret	rezervisan
helikopter	helikopter
helikopter	helikoptera
helikopter	helikoptera
udvist	protjerala
pigerne	djevojke
pigerne	girls
hindre	sprečavaju
fugtig	vlažne
fugtig	damp
emily	emily
hukommelse	sjećanje
hukommelse	uspomena
hukommelse	pamćenje
hukommelse	memorija
hukommelse	memorije
hukommelse	memorijski
exchange	mkt
exchange	razmjenu
exchange	razmjena
stormen	oluja
behandlede	tretiran
behandlede	tretiraju
behandlede	prerađena
phillips	phillips
said	rekli
living	živi
living	living
living	živo
living	živa
løkke	petlja
fck	fck
heidelberg	heidelberg
heide	heide
nissan	nissan
kolleger	kolege
kolleger	saradnici
ensemble	ansambl
relativ	relativna
klippe	rok
klippe	rock
powell	powell
nba	nba
rovers	rovers
publikationer	publikacija
foster	foster
foster	gajenja
foster	fetus
foster	fetusa
thrash	thrash
forudgående	prethodna
forudgående	prethodnim
forudgående	prethodni
forudgående	prethodno
forudgående	prethodnom
forudgående	prethodne
vice	potpredsednik
vice	potpredsjednik
vice	vice
hedenske	paganskih
stød	šok
gravid	trudna
weber	weber
overføre	opremanje
overføre	upload
opstilling	osnivanje
kraftigere	jače
kraftigere	jači
kasakhstan	kazahstan
memphis	memphis
sullivan	sullivan
porten	kapije
porten	gate
porten	kapiji
porten	kapija
porten	kapiju
propaganda	propaganda
biografen	kino
biografen	kinematografija
biografen	cinema
slotte	zamkovi
personligheder	ličnosti
unik	jedinstveni
unik	jedinstveno
unik	jedinstven
unik	jedinstvena
nevada	nevada
professionelt	profesionalne
professionelt	profesionalna
professionelt	profesionalni
professionelt	professional
professionelt	profesionalno
foredragsholder	predavač
sandt	istina
sandt	tačna
bart	bart
dækning	pokriti
dækning	pokrivaju
dækning	pokriće
dækning	pokrivanja
dækning	reportaža
dækning	izvještavanje
idræt	sport
tyler	tyler
lovet	obećao
moralske	moralna
moralske	moralne
bohr	bohrov
bohr	bohr
antoine	antoine
opstand	ustanak
opstand	ustanak
opstand	pobunu
opstand	pobuna
gallien	galija
mazda	mazda
lederne	lideri
jam	jam
nathan	nathan
virgin	virgin
virgin	djevice
virgin	djevica
panama	panama
della	della
byder	aukcija
lehmann	lehmann
hertuginde	vojvotkinja
appel	apelacionog
appel	žalbi
australiens	australija
sundby	sundby
merlin	merlin
skærm	ekran
skærm	ekrana
skærm	monitor
skærm	monitora
skærm	monitoru
skærm	prikaz
evigt	vječne
evigt	vječni
pokal	trophy
pokal	trofej
bretagne	bretanje
savnede	propustio
savnede	nestala
savnede	nestale
savnede	missing
savnede	nestao
savnede	nestali
savnede	nedostaje
serena	serena
bøn	namaz
bøn	molitva
rumænske	rumunski
animal	životinje
java	java
fortiden	prošlost
mure	zidova
mure	zidine
mure	zidovi
mure	zidinama
mure	zidovima
nutidige	savremena
monster	čudovište
monster	monster
hardcore	hardcore
modstanderen	protivnik
vildt	divljeg
vildt	divlji
vildt	wild
vildt	divlja
vildt	igra
vildt	ludi
vildt	lude
vildt	lud
vildt	ludo
indgreb	miješanja
indgreb	intervencija
indgreb	intervencije
nordjyske	nordjyske
brænder	burn
brænder	burns
brænder	opekotine
brænder	paljenje
tirsdag	utorak
konsekvent	dosljedno
konsekvent	dosljedan
fiskere	ribari
reddede	spašena
reddede	spasio
glass	staklo
sekundære	sekundarna
sekundære	sekundarni
sekundære	srednjih
sekundære	srednje
serbisk	srpska
serbisk	srpski
serbisk	srpski
pistol	pištolj
pistol	pištolj
indtager	zauzima
vægge	zidova
vægge	zidine
vægge	zidovi
vægge	zidinama
vægge	zidovima
zeus	zeus
vitamin	vitamini
letter	olakšavaju
arkæologi	arheologija
uddanne	obrazuju
blokeret	blokiran
blokeret	blokirao
blokeret	blokirane
blokeret	blokirali
blokeret	blokirala
hoppe	jump
hoppe	skok
hoppe	mare
hoppe	skakanje
hoppe	bounce
edwards	edwards
bær	bobica
bær	berry
pagasts	parohija
omgivelserne	okolina
omgivelserne	okolini
blande	miks
blande	miješanje
hændelse	incident
hændelse	manifestacija
hændelse	događaj
redskab	alat
redskab	opremu
prominente	istaknuti
prominente	istaknutih
vellykket	uspješan
vellykket	uspješnu
vellykket	uspješne
vellykket	uspješna
vellykket	uspješni
vellykket	uspješno
forfølgelse	progon
haiti	haiti
flyselskab	aviokompanija
flyselskab	avio
vælgere	glasače
vælgere	glasača
vælgere	glasačke
vælgere	glasačima
vælgere	birači
vælgere	glasači
borte	nestao
borte	nestali
borte	otišli
borte	otišla
psykologisk	psihološki
psykologisk	psihički
psykologisk	psihološki
støv	prašine
støv	prašina
støv	prašinu
stjålet	ukradene
stjålet	ukraden
bekendtgørelse	uredba
bekendtgørelse	propis
bekendtgørelse	hadis
bekendtgørelse	primijetiti
bekendtgørelse	dekretom
bekendtgørelse	dekret
gejstlige	sveštenstvo
konto	račun
konto	obzir
konto	računa
flying	leteći
woods	woods
indian	indijska
indian	indijanac
indian	indijski
laursen	laursen
ligheder	sličnosti
kontrast	nasuprot
kontrast	kontrast
kontrast	contrast
fjern	uklanjanju
fjern	ukloni
økologisk	ekološka
økologisk	organska
utrecht	utrecht
forvirring	konfuzije
defensive	odbrambene
defensive	odbrambena
underholdning	zabava
parentes	parentheses
parentes	zagradi
landmand	farmera
granater	granate
granater	granata
usædvanlige	neuobičajena
usædvanlige	neuobičajene
usædvanlige	neuobičajen
usædvanlige	neobično
arkæolog	arheolog
arkæolog	arheolog
iført	nosio
liechtenstein	lihtenštajn
tilløb	priliv
rugby	ragbi
rugby	rugby
neutralt	neutral
igor	igor
kollektiv	komuna
kollektiv	collective
kollektiv	kolektivni
kollektiv	kolektivna
kollektiv	kolektiv
egnede	pogodan
egnede	pogodna
zero	nula
bløde	meka
bløde	meku
giftige	otrovni
giftige	otrovan
giftige	otrovni
fabricius	fabricius
værelser	sobe
behold	zadrži
behold	keep
holme	ostrvca
sprint	sprint
beregning	računanje
beregning	izračun
posthumt	posthumno
roms	rim
monark	monarh
wozniacki	wozniacki
håret	dlaka
standarden	standardni
stavet	misspelled
betingelse	uslovom
betingelse	uslov
betingelse	stanje
specifik	specifične
specifik	konkretne
specifik	specifična
spektrum	spektar
spektrum	spektra
spektrum	spektru
begå	počini
amatør	amaterski
reden	gnijezdo
alteret	altar
hannah	hannah
hannah	hana
pleje	njeguje
pleje	odgoj
pleje	briga
kulminerede	kulminirala
carbon	ugljik
værktøjer	alat
velkendt	poznato
kulstof	ugljik
persien	perzije
kristiansand	kristiansand
segl	foke
segl	pečat
overvældende	pretežna
lover	obećava
lover	obećanja
lover	obećanje
lover	obećavajuća
lover	obećavši
lover	obećavajući
seng	krevet
seng	postelju
seng	bed
rover	rover
mulighederne	mogućnostima
mulighederne	mogućnosti
vingerne	krila
vingerne	krilima
adresser	adrese
adresser	obraća
india	indija
udvidelsen	proširenje
medtaget	uključivala
medtaget	uključena
æra	eru
æra	ere
æra	era
eksistensen	postojanja
eksistensen	postojanje
kabel	kabla
tilføjer	dodavši
tilføjer	ubacuju
tilføjer	dodajući
tilføjer	dodavanje
tilføjer	dodaju
tilføjer	dodati
tilføjer	dodajte
tilføjer	dodaje
basen	baza
strasbourg	strazburu
sør	sør
caen	caen
jessica	jessica
lópez	lópez
lópez	lopez
skærmen	ekran
skærmen	ekrana
klokke	bell
portland	portland
optegnelser	rekordi
optegnelser	zapisi
smerte	bol
pastor	sveštenik
pastor	sveštenika
bælte	pojas
rumænsk	rumunski
gibson	gibson
natural	prirodno
doktor	doktor
samtaler	razgovori
samtaler	intervjue
efterretninger	inteligencija
efterretninger	intel
læseren	reader
statuen	kip
mislykket	propao
mislykket	propali
væg	zid
inspektør	inspektor
fantastisk	velikih
fantastisk	fantastični
fantastisk	fantastične
fantastisk	amazing
fantastisk	nevjerovatno
rosenberg	rosenberg
anja	anja
kay	kay
jesse	jesse
cannes	kanu
cannes	kanski
indianere	indijci
indianere	indijanci
integration	integracija
gun	pištolj
radikal	radikal
radikal	radikalna
mir	mir
kritiker	kritičara
kritiker	kritičar
brikker	pješaci
brikker	tiles
brikker	komadi
brikker	komada
tallene	cifre
religiøst	vjerski
religiøst	vjersko
religiøst	vjerskim
religiøst	vjerska
religiøst	vjerskih
religiøst	vjerske
buffalo	buffalo
fram	fram
lucy	lucy
fortaler	zagovornik
paraguay	paragvaj
ekstraordinær	izuzetne
ekstraordinær	izvanredan
ekstraordinær	neuobičajena
ekstraordinær	izuzetnim
ekstraordinær	izuzetne
ekstraordinær	izuzetno
ekstraordinær	izuzetan
iihf	iihf
annette	annette
nominerede	nominirani
nominerede	nominovan
bevise	dokaže
bevise	dokazati
bevise	dokazali
bevise	dokazuju
mørkt	tamne
mørkt	dark
mørkt	mraku
mørkt	tamna
mørkt	mračna
bestræbelser	napore
bestræbelser	napori
amanda	amanda
vindue	prozor
birgit	birgit
nægter	odbija
nægter	odbije
nægter	poriče
nægter	odbiti
nægter	odbijaju
synlig	vidljiv
synlig	vidljiva
synlig	vidljivi
synlig	vidljivo
væsner	bića
væsner	bićima
væsner	stvorenja
nuuk	nuuk
hyundai	hyundai
bukarest	bukurešt
dyrkning	rastući
dyrkning	rastuća
dyrkning	raste
dyrkning	rastuće
dyrkning	kultivacije
chief	načelnik
chief	glavni
chief	šef
bemærkninger	posmatranja
bemærkninger	komentari
bemærkninger	komentarima
spider	pauk
voldelige	nasilno
korpset	korpusa
korpset	korpus
veninde	prijatelj
veninde	drug
enzymer	enzime
enzymer	enzima
enzymer	enzimi
belysning	rasvjetu
høvding	načelnik
høvding	glavni
høvding	šef
højhed	visost
koder	kod
koder	kodovi
udelukket	isključena
overgreb	napad
overgreb	zlostavljanja
overgreb	zlostavljanje
overgreb	zloupotrebu
trek	trek
anerkender	priznaje
anerkender	prizna
laboratorium	laboratoriji
laboratorium	laboratorija
laboratorium	laboratorija
laboratorium	laboratoriji
laboratorium	lab
isolerede	izolovano
isolerede	izolirani
isolerede	izolovana
lastbiler	kamione
lastbiler	kamioni
lastbiler	kamiona
skelner	razlikuje
urne	urnu
isabella	izabela
forberedelse	priprema
forberedelse	pripreme
forberedelse	priprema
forberedelse	pripreme
forpligtet	obavezne
forpligtet	počinjenih
forpligtet	počinjenim
forpligtet	počinila
forpligtet	izvršio
forpligtet	počinio
forpligtet	počinili
sarajevo	sarajeva
sarajevo	sarajevo
sarajevo	sarajevu
dommeren	kadiluk
lidelser	patnja
lidelser	stradanja
lidelser	patnje
lidelser	pate
lidelser	muke
lidelser	pati
lidelser	poremećaji
kejserinde	carica
akershus	akershus
summen	sum
summen	suma
stores	radnje
stores	prodavnice
grundig	grundig
santos	santos
somme	somme
farvede	obojena
farvede	obojen
giant	div
seine	seine
petri	petrijeva
portsmouth	portsmouth
animation	animacija
mystisk	misteriozna
mystisk	misterija
rey	rey
forudsætninger	preduslovi
forudsætninger	preduslova
forudsætninger	pretpostavke
afsløre	otkrivaju
afsløre	otkriti
afsløre	otkrije
hule	pećina
hule	šuplju
keramik	grnčarija
keramik	keramika
keramik	keramika
bark	kora
rogers	rogers
michaels	michaels
alma	alma
hævde	assert
strauss	strauss
forlovet	bavili
forlovet	angažiran
menneskeheden	čovječnosti
menneskeheden	čovječanstvo
menneskeheden	čovječanstva
parallelle	paralelnost
parallelle	paralelna
parallelle	paralelnih
parallelle	paralelne
parallelle	paralelni
parallelle	paralelno
versailles	versailles
uroligheder	nemira
uroligheder	nemiri
uroligheder	nemire
uroligheder	nemira
uroligheder	nemiri
uroligheder	poremećaj
