در	門
لباس	禮服
لباس	服裝
لباس	衣物
لباس	衣服
ترکی	土耳其
ترکی	turki
ترکی	突厥
سلام	你好
سلام	平安
سلام	和平
تحلیل	分析
سعید	saeed
ریاضی	數學
ریاضی	數學
ریاضی	數學
همچنان	仍然
همچنان	依然
تاریخچه	歷史
نقره	銀色
نقره	銀
نقره	白銀
آواز	歌聲
آواز	唱歌
آواز	歌唱
آواز	歌曲
آواز	宋
آواز	首歌
آواز	歌
گلوب	全球
گلوب	環球
نظرات	意見
نظرات	評論
نظرات	意見
مرز	邊界
مرز	邊框
مرز	邊境
مرز	邊界
مرز	邊框
مرز	邊境
مرز	邊界
رویدادهای	事件
رویدادهای	活動
روستاها	鄉村
روستاها	村莊
فدرال	聯邦
گیاه	廠
گیاه	植物
گیاه	工廠
فرزندان	兒童
تدریس	教書
تدریس	教學
تدریس	教
تدریس	教
امپراتور	皇帝
امپراتور	天皇
پیرامون	周邊
خانگی	寵物
خانگی	自制
نویسندگی	書寫
نویسندگی	寫入
نویسندگی	寫
نویسندگی	撰寫
نویسندگی	寫作
حاکم	尺子
حاکم	統治者
حاکم	省長
حاکم	總督
حاکم	州長
بندر	海港
بندر	港灣
بندر	港
بندر	埠
بندر	港口
بندر	港
بندر	bandar
چینی	中文
چینی	漢語
چینی	華人
اینترنتی	網路
اینترنتی	網際網路
جو	丈
جو	祖
جو	喬
جو	joe
قبول	接受
هزینه	費用
هزینه	成本
اتاق	房間
اتاق	房
اتاق	客房
اتاق	房間
نسل	一代
نسل	世代
نسل	種子
طبقه	地板
طبقه	下限
طبقه	地板
روند	趨勢
روند	趨向
شیوه	mla
قیمت	價
قیمت	price
قیمت	價錢
قیمت	價格
ضبط	錄音
ضبط	記錄
ضبط	唱片
ضبط	記錄
ضبط	紀錄
هفتم	第七
قابلیت	能力
قابلیت	能力
قابلیت	能力
صلح	平安
صلح	和平
سلسله	朝代
سلسله	王朝
نیازمند	需求
نیازمند	需要
اعداد	數字
صفوی	ism
توانایی	能力
ویندوز	windows
ویندوز	窗
ویندوز	視窗
نصب	安裝
نصب	安裝
نصب	安裝
نصب	安裝
آرام	平靜
آرام	aram
موج	揮手
موج	浪潮
موج	波
موج	浪
موج	波浪
نوشت	撰寫
نوشت	寫
نوشت	寫信
نوشت	寫入
نوشت	寫作
قلمرو	領地
قلمرو	領土
قلمرو	王國
قلمرو	境界
آبشار	瀑布
آبشار	瀑布
آبشار	瀑布
تالار	廳
تالار	霍爾
تالار	大廳
تالار	hall
مذهب	宗教信仰
مذهب	宗教
باور	bauer
نظارت	監測
نظارت	監視器
نظارت	監測
نظارت	監督
نظارت	監管
نظارت	督導
نظارت	監督
نظارت	監視
آسیب	損傷
آسیب	損壞
آسیب	損害
الجزایر	阿爾及利亞
بیت	節拍
بیت	beit
بیت	bit
دقیق	精確
دقیق	準確
دقیق	精確
دقیق	精確
لرستان	青銅
لرستان	銅
نواحی	各區
نواحی	各地區
نواحی	地區
سوسیالیستی	社會主義
تونی	tony
عناصر	元素
عناصر	要件
شیلی	智利
آقا	sir
آقا	先生
مانده	殘留物
مانده	殘餘物
مانده	殘留
مانده	殘渣
موفقیت	成功
قالب	格式
قالب	形式
قالب	格式化
امضا	簽約
امضا	簽署
امضا	簽名
امضا	簽字
امضا	簽
امضا	簽名
امضا	署名
امضا	簽署
امضا	簽名
امضا	簽字
امضا	簽署
بختیاری	bqi
عمده	大宗
عمده	批量
عمده	散裝
عمده	批發
عمده	少校
عمده	主要
عمده	主修
امارات	酋長國
توکیو	東京
دعوت	邀請
دعوت	邀請
دعوت	邀請
دعوت	邀請
نامزدهای	提名
لقب	暱稱
لقب	綽號
فرار	越獄
فرار	逃離
صفحات	頁
آوردن	帶
سود	盈利
سود	利潤
سود	營利
سود	獲利
سود	受益
سود	利潤
باد	芽
باد	bud
باد	風
سقوط	崩潰
سقوط	撞車
سقوط	墜毀
سقوط	秋季
سقوط	秋天
سقوط	跌倒
الدین	alden
الدین	din
اوراق	保證金
اوراق	債券
اصطلاح	熟語
اصطلاح	任期
اصطلاح	術語
اصطلاح	學期
طبیعت	大自然
طبیعت	自然
طبیعت	性質
گشت	巡邏隊
گشت	巡邏
نوازندگان	樂手
نوازندگان	管弦樂隊
نوازندگان	樂團
حقیقت	真理
حقیقت	事實
حقیقت	真相
مسلمان	穆斯林
مسلمان	穆斯林
صفر	零
تجهیزات	裝備
تجهیزات	供應
تجهیزات	用品
خطر	風險
خطر	危險
خطر	危險性
فرض	假定
فرض	假設
فرض	假定
فرض	假設
هواپیما	平面
هواپیما	飛機
فرمان	命令
فرمان	指揮
فرمان	訂單
فرمان	命令
فرمان	秩序
فرمان	訂購
فرمان	順序
فرمان	投標
فرمان	出價
فرمان	競標
فرمان	競價
فرمان	命令
فرمان	訂單
فدراسیون	聯邦
تجربه	經驗
تجربه	體驗
تجربه	體驗
تجربه	經驗
آزمایش	測試
آزمایش	試驗
آزمایش	測驗
آزمایش	試驗
آزمایش	實驗
آزمایش	測試
آزمایش	測驗
آزمایش	檢驗
آزمایش	試驗
مسیحی	基督教
مسیحی	基督徒
مسیحی	基督教徒
مسیحی	基督徒
متصل	連線
متصل	連結
غذایی	糧食
غذایی	食品
غذایی	食物
غذایی	小菜
غذایی	菜
غذایی	餐
غذایی	飯
امید	期望
امید	預期
امید	希望
امید	hope
کالج	學院
کالج	書院
کالج	大學
ساحل	岸上
ساحل	岸
ساحل	岸邊
ساحل	海岸
ساحل	沙灘
ساحل	海灘
خبری	新聞
کنگره	國會
اندونزی	印度尼西亞
عزیز	dear
بلغارستان	保加利亞
مطلب	isis
زرد	黃色
زرد	黃
تجارت	商務
تجارت	商業
تجارت	買賣
تجارت	貿易
تجارت	交易
تجارت	企業
تجارت	業務
تجارت	商業
تجارت	商務
تجارت	貿易
ذخیره	儲存
ذخیره	貯存
ذخیره	節省
ذخیره	儲蓄
ذخیره	店
ذخیره	商店
ذخیره	準備金
ذخیره	儲備
دودمان	朝代
دودمان	王朝
پوست	肌膚
برچسب	標記
برچسب	標籤
برچسب	標籤
رقص	舞蹈
رقص	跳舞
رقص	舞
رقص	舞蹈
رقص	舞動
رقص	跳舞
رقص	舞
فی	faye
فی	phi
دانشگاهی	學術
دانشگاهی	學院
دانشگاهی	書院
دانشگاهی	大學
روسی	俄語
روسی	俄文
جرج	喬治
جرج	george
علاقه	興趣
علاقه	感興趣
علاقه	興趣
علاقه	利息
آشنا	熟悉
آشنا	接觸
آشنا	聯絡
فنلاند	芬蘭
جلو	前面
جلو	陣線
جلو	向前
جبهه	前面
جبهه	陣線
تابستان	summer
تابستان	夏日
تابستان	夏季
تابستان	暑假
تابستان	夏天
معدنی	無機
معدنی	礦物質
معدنی	礦物
معدنی	礦產
سد	壩
سد	水電站
سد	水庫
سد	大壩
سد	水壩
مدرک	證據
مدرک	證明
مدرک	證據
اختصاص	單曲
اختصاص	單打
نفوذ	影響力
نفوذ	影響
نفوذ	滲透
نفوذ	滲入
نفوذ	滲透
عقب	背
عقب	回
عقب	後方
سرباز	戰士
سرباز	兵
سرباز	士兵
سرباز	軍人
سرباز	隱私
سرباز	私人
سرباز	私營
خشک	乾燥
خشک	乾
فراوان	豐富
تاثیر	影響力
تاثیر	影響
اگرچه	儘管
اگرچه	雖然
اگرچه	雖然
احساس	感受
احساس	感覺
احساس	感受
احساس	感覺
احساس	感受
احساس	感情
ادوارد	edward
برنز	燒傷
برنز	青銅
برنز	銅
خرید	shop
خرید	購物
خرید	店鋪
خرید	店
خرید	商店
خرید	購買
خرید	購買
خرید	買
خرید	買東西
خرید	購物
خرید	購買
خرید	買
قاره	大洲
قاره	大陸
قاره	大洲
قاره	大陸
هشتم	第八
شاخه	分行
شاخه	樹枝
شاخه	分支
شاخه	分行
شاخه	分支
ساحلی	沿海
دیوار	壁
دیوار	牆壁
دیوار	圍牆
دیوار	牆
دیوار	牆壁
دیوار	城牆
دیوار	牆
مترجم	口譯員
مترجم	口譯
روایت	敘事
روایت	敘述
اکبر	akbar
اعدام	執行
اعدام	處決
اعدام	處決
روح	鬼魂
روح	鬼
روح	幽靈
روح	精神
درگاه	埠
درگاه	港口
درگاه	港
رساند	完善
امتیاز	分數
امتیاز	得分
امتیاز	比分
امتیاز	點數
امتیاز	積分
پیشرفت	進步
پیشرفت	進度
روحانی	靈性
روحانی	精神
گذاری	轟炸
مخصوص	特別
منفی	負面
منفی	負
منفی	否定
منفی	陰性
منفی	消極
تام	tom
نکته	提示
نکته	小費
نکته	角
نکته	點
گیاهی	廠
گیاهی	植物
گیاهی	工廠
سهام	股票
سهام	庫存
سهام	共享
سهام	分享
سهام	股份
سهام	股票
سهام	存貨
سهام	庫存
پرنده	伯德
پرنده	鳥
برلین	柏林
برلین	berlin
تفسیر	口譯
تفسیر	詮釋
درود	祝福
درود	問候
درود	問候
جزئی	局部
جزئی	部分
ولز	威爾斯
کانال	運河
کانال	canal
کانال	頻道
کانال	海峽
کانال	通道
هرچند	然而
هرچند	儘管
هرچند	雖然
هرچند	雖然
اسناد	論文
توضیحات	評論
توضیحات	意見
دقت	決議
دقت	精度
دقت	精准
دقت	精確
دقت	精確度
دقت	精密
دقت	準確性
دقت	精確度
دقت	精度
دقت	準確度
روزهای	日子
روزهای	天數
چارلز	charles
دامنه	藩
دامنه	網域
دامنه	域
دامنه	振幅
نجات	節省
نجات	儲蓄
نجات	營救
نجات	救援
نجات	拯救
مفید	實用
مفید	有用
مارتین	martin
مارتین	馬丁
میسیسیپی	密西西比
میسیسیپی	密西西比州
مهاجم	前鋒
رکوردز	紀錄
رکوردز	記錄
نماد	象徵
نماد	符號
نماد	圖示
تصویری	視覺
تکمیل	竣工
تکمیل	完整
تکمیل	完成
قهرمانان	英雄
قهرمانان	冠軍
وظیفه	職責
آهنگسازان	作曲家
زادروز	生日
آکادمی	學院
ارسال	送出
دیدار	會議
دیدار	邂逅
دیدار	偶遇
فضا	太空
فضا	空間
عکاسی	攝影
توماس	托馬斯
توماس	thomas
صادق	sadegh
صادق	誠實
انگلیس	英國
انگلیس	英格蘭
پیوست	附上
پیوست	附加
پیوست	附件
موسی	摩西
موسی	musa
پای	腳
پای	英尺
پای	餡餅
پای	派
پای	腿
پای	leg
پیکچرز	圖片
پیکچرز	像片
پیکچرز	圖畫
پیکچرز	照片
مثبت	積極
مثبت	正面
مثبت	陽性
مثبت	積極
ارتباطات	人脈
ارتباطات	通訊
ارتباطات	通訊
ارتباطات	溝通
سلطنت	統治
فراوانی	豐富
جراحی	手術
جراحی	外科手術
سابقه	先例
سابقه	前所未有
سابقه	空前
سابقه	史無前例
مدافع	後衛
مس	銅礦
مس	銅
مس	黃銅
قرارداد	協定
قرارداد	協議
قرارداد	合同
قرارداد	合約
قلب	心
قلب	心臟
دارایی	地產
دارایی	屬性
دارایی	財產
دارایی	物業
دارایی	資產
دارایی	資產
رهبران	領導者
رهبران	領導人
بهداشت	衛生
بهداشت	衛生
بهداشت	健康
بابل	babel
شبه	偽
نشست	週六
نشست	sat
ظرفیت	容量
ظرفیت	能力
درک	derek
آلن	allen
آلن	alan
مسیحیت	基督教
تاجیکستان	塔吉克
پیتر	彼得
پیتر	peter
متال	金屬
مسکو	莫斯科
مسعود	masoud
رومی	roman
سرویس	服務
شاهزاده	王子
شاهزاده	太子
شاهزاده	親王
یو	劉
یو	柳
معمول	平時
ملک	地產
ملک	屬性
ملک	財產
ملک	物業
ملک	產業
ملک	邨
سرمایه	資本
سرمایه	首都
احترام	尊敬
احترام	尊重
الکترونیک	電子
الکترونیک	電子
رقابت	競爭
رقابت	對立
رقابت	競爭
رقابت	競爭力
رقابت	競爭
رقابت	競爭
رقابت	競賽
کلید	按鍵
کلید	鍵
کلید	鑰匙
کلید	鍵
کلید	key
کلید	關鍵
کهن	古代
کهن	古老
نیم	一半
نیم	半
نیم	半數
شیرین	甜蜜
شیرین	甜
شیرین	shirin
بد	壞
بد	惡
بد	邪惡
صرف	花費
صرف	花費
سان	太陽
سان	孫
سان	珊
سان	陽光
سان	san
شاخص	索引
شاخص	指數
شاخص	指標
خواندن	讀
خواندن	讀取
خواندن	閱讀
خواندن	閱讀
خواندن	讀書
خواندن	讀取
خواندن	讀
اسب	馬
اسب	馬匹
اسب	馬
اسب	馬匹
زیبایی	美女
زیبایی	美容
زیبایی	美人
زیبایی	美女
زیبایی	美
حافظه	記憶
حافظه	回憶
حافظه	記憶力
حافظه	記憶
حافظه	記憶體
حافظه	回憶
مقیاس	比例尺
مقیاس	規模
نهم	第九
فیلسوفان	哲學家
مکتب	學校
مکتب	上學
مارک	標記
مارک	標示
مارک	馬克
مارک	mark
معمولی	普通
معمولی	平凡
معمولی	常見
معمولی	通用
معمولی	共同
معمولی	常態
معمولی	正常
اهداف	目標
اهداف	目標
درد	痛
درد	傷痛
درد	疼痛
درد	痛苦
کارکنان	人員
کارکنان	人事
کارکنان	僱員
کارکنان	員工
فتح	征服
فتح	征服
فتح	勝利
هواپیمای	飛機
هواپیمای	平面
هواپیمای	飛機
هواپیمای	飛機
اعتماد	信任
اعتماد	信託
الان	現在
ریز	小小
ریز	小
ریز	微小
درمانی	治療
درمانی	療法
درمانی	醫治
درمانی	治癒
درمانی	療傷
درمانی	康復
درمانی	治療
حالا	現在
خودکار	自動
خودکار	自動
مغز	腦子
مغز	大腦
مغز	腦袋
مغز	腦
نشریه	日誌
نشریه	日刊
نشریه	日記
نشریه	期刊
گوگل	google
ظاهری	外向
ظاهری	向外
خانم	miss
خانم	小姐
کتابی	圖書
کتابی	書
کتابی	書籍
خارجه	外國
خارجه	外籍
سنگی	stone
سنگی	石
سنگی	斯通
سنگی	石頭
سنگی	岩
سنگی	岩石
سنگی	石頭
سنگی	rock
سنگی	搖滾
پیمان	條約
سلیمان	所羅門
سلیمان	suleiman
سلیمان	sulaiman
انتظار	等候
انتظار	等待
یافتن	找到
یافتن	尋找
پیر	pir
پیر	老
پیر	舊的
پیر	舊
پیر	老了
پیر	pierre
کمپانی	公司
ناصر	nasser
ناصر	納賽爾
ناصر	naser
بتن	具體
بتن	混凝土
بتن	水泥
عین	ain
پستی	張貼
پستی	郵政
پستی	post
پستی	郵政
پستی	郵寄
تاج	冠
تاج	王冠
تاج	皇冠
افتخار	自豪
افتخار	驕傲
افتخار	名譽
افتخار	榮譽
فلسطین	巴勒斯坦
بازسازی	重建
بازسازی	整修
بازسازی	翻修
بازسازی	翻新
بازسازی	裝修
بازسازی	修繕
بازسازی	重建
غار	山洞
غار	洞穴
غار	洞
غار	洞穴
غار	山洞
تخریب	拆毀
تخریب	拆除
تخریب	破壞
تخریب	毀滅
تخریب	毀壞
تخریب	銷毀
هرگز	從未
هرگز	從不
هرگز	從來沒有
فیزیکی	物理
موسسه	研究所
موسسه	建立
موسسه	體制
موسسه	機構
موافقت	議定
موافقت	同意
موافقت	商定
موافقت	同意
گرجستان	喬治亞
پاک	pak
پاک	乾淨
پاک	清潔
پاک	純潔
پاک	純純
پاک	純
پاک	純粹
نیروگاه	廠
نیروگاه	植物
نیروگاه	工廠
لایه	多層
لایه	層層
لایه	層
لایه	各層
لایه	層次
پردازش	處理
پردازش	加工
اعتقاد	信仰
کامپیوتر	計算機
کامپیوتر	電腦
کامپیوتر	電子計算機
کامپیوتر	計算機
کامپیوتر	電腦
ویژگی	地產
ویژگی	屬性
ویژگی	財產
ویژگی	物業
ویژگی	功能
ویژگی	特色
ویژگی	特徵
وسایل	裝備
کارخانه	廠
کارخانه	工廠
قرضی	債務
ساختن	大樓
ساختن	建築
ساختن	建築物
ساختن	構造
ساختن	建構
ساختن	建
ساختن	建立
غیره	其他
قوی	強大
قوی	強壯
قوی	強烈
قوی	強
قوی	堅強
خالی	空白
خالی	空
خالی	空白
گنبد	穹
گنبد	圓頂
اعتراض	反對
اعتراض	異議
اعتراض	抗議
رسانه	媒體
رسانه	媒介
میلان	米蘭
صربستان	塞爾維亞
تکرار	重復
پرو	pro
پرو	秘魯
اعتبار	信用
اعتبار	信貸
اعتبار	名譽
اعتبار	聲譽
اعتبار	名聲
اعتبار	信譽
اعتبار	聲望
اعتبار	有效性
مسئول	負責
خودکشی	自殺
امروزی	摩登
امروزی	現代
امروزی	近代
امروزی	現代化
اکشن	動作
اکشن	行動
مرغ	雞肉
مرغ	山雞
مرغ	雞
مرغ	母雞
خوش	開心
خوش	快樂
خوش	高興
خوش	幸福
خوش	happy
آرش	arash
بخار	蒸氣
بخار	蒸氣
بخار	蒸汽
برداشت	收成
برداشت	收割
برداشت	收穫
برداشت	豐收
سنی	年紀
سنی	年齡
مصطفی	mostafa
پژوهش	研究
زمستان	winter
زمستان	冬
زمستان	冬季
زمستان	冬天
مین	緬因州
مین	閔
مین	敏
محاسبه	計算
محاسبه	計算
محاسبه	計算
ویتنام	越南
سپاس	感恩
سپاس	感恩
سپاس	表揚
سپاس	贊美
سپاس	稱贊
بازداشت	逮捕
بازداشت	被捕
بازداشت	拘捕
بازداشت	拘留所
بازداشت	拘禁
بازداشت	拘留
بایرن	拜倫
بایرن	bayern
آسمان	天國
آسمان	天堂
آسمان	天空
آسمان	sky
جنگل	森林
جنگل	叢林
عادی	常態
عادی	正常
منتقدان	評論家
منتقدان	批評家
حاوی	含有
حاوی	包含
انبار	倉庫
انبار	倉儲
انبار	儲存
انبار	貯存
انبار	穀倉
وین	wayne
وین	vin
وین	維也納
تأیید	確認
تأیید	證實
تأیید	確認
تأیید	證實
تأیید	驗證
تأیید	核定
تأیید	核准
تأیید	批准
گری	灰色
گری	灰
گری	grey
جکسون	jackson
جکسون	傑克遜
جواب	回答
جواب	答
جواب	答案
خودم	自己
توپ	球
احداث	編隊
احداث	情景
احداث	設想
دیدن	見
دیدن	造訪
دیدن	來訪
دیدن	拜訪
دوربین	鏡頭
دوربین	照相機
دوربین	相機
دوربین	攝影機
کلیه	腎臟
کلیه	腎
کلیه	腎
کلیه	腎臟
کلیه	腎
میر	meyer
فیلیپین	菲律賓
کیلوگرم	千克
کیلوگرم	公斤
مردمان	人
مردمان	人們
مردمان	人民
محکوم	定罪
گرد	gerd
خالص	真誠
خالص	真誠
خالص	純潔
خالص	純純
خالص	純
خالص	純粹
خالص	排他性
خالص	排他
خالص	獨家
خالص	專屬
میزبان	主持人
میزبان	主機
هنگ	heng
هنگ	恆
هنگ	虹
هنگ	洪
هنگ	團
هنگ	兵團
وسط	中間
متغیر	變數
متغیر	可變
متغیر	變數
مدرس	教員
مدرس	教師
مراکش	摩洛哥
کودکی	童年
خواهر	妹妹
خواهر	姐姐
خواهر	姐妹
خواهر	姊妹
خواهر	姊姊
جستجوی	搜尋
آهنگساز	作曲家
رأی	選票
رأی	選票
بودجه	預算
شنای	游泳
شنای	游
شنای	游泳
شنای	游
نگارش	作曲
نگارش	作曲
پرتاب	擲
پرتاب	扔
پرتاب	丟
پرتاب	發射
قطب	竿
قطب	鋼管
دستگیر	逮捕
دستگیر	被捕
دستگیر	拘捕
دستگیر	被俘
دستگیر	擷取
دستگیر	捕捉
دستگیر	捕獲
قلبی	心
قلبی	心臟
مؤثر	有效
تشکر	升值
نیو	新
نیو	新的
خروجی	輸出
خروجی	產出
آرمان	arman
آرمان	armand
جدی	認真
جدی	嚴重
جدی	嚴肅
الکساندر	亞歷山大
الکساندر	alexander
ترکیبی	組合
مولی	茉莉
مولی	molly
غذا	糧食
غذا	食品
غذا	食物
آیین	教義
آیین	信條
آیین	教條
آیین	儀式
موشک	火箭
موشک	導彈
جستجو	搜尋
جستجو	搜尋
تماس	接觸
تماس	聯絡
تماس	致電
تماس	電話
تماس	打電話
تماس	通話
تماس	呼叫
پنجمین	第五
پنجمین	第五次
اقیانوسیه	大洋洲
نقض	違反
نقض	違規
نقض	違反
نقض	違約
نقض	違規
اتصال	連結
اتصال	連線
اتصال	連結
سنگین	重
سنگین	重型
سنگین	沈重
اشغال	忙
اشغال	繁忙
اشغال	忙碌
اشغال	忙著
اشغال	職業
اشغال	佔領
رودهای	河流
پروانه	蝴蝶
واژگان	詞彙
واژگان	字彙
موضوعات	題目
موضوعات	議題
موضوعات	專題
موضوعات	主題
ریاضیات	數學
ریاضیات	數學
ریاضیات	數學
عنصر	元素
عنصر	元件
عنصر	要件
گینه	幾內亞
شعبه	分行
شعبه	樹枝
شعبه	分支
امکانات	可能性
امکانات	設施
اجماع	共識
تصرف	持有
تصرف	擁有
تصرف	佔有
سالن	沙龍
ترسناک	可怕
ترسناک	嚇人
ترسناک	恐怖
تمدن	文化
تمدن	文明
رییس	boss
رییس	老大
رییس	老闆
سفارت	大使館
سفارت	使館
کمونیست	共產主義
بهشت	園
بهشت	園林
بهشت	花園
بهشت	園藝
بهشت	天堂
بهشت	樂園
جک	jack
سناتور	參議員
سناتور	議員
دیجیتال	數碼
دیجیتال	數位
بیمار	病患
بیمار	患者
بیمار	病人
بیمار	病
بیمار	生病
بینی	鼻
بینی	鼻子
حوالی	圍繞著
حوالی	圍繞
حوالی	周圍
هسته	核心
هسته	core
هسته	核
هسته	核心
هسته	核
هسته	核子
هسته	核心
نمایشگاه	展覽
نمایشگاه	展
نمایشگاه	展覽會
یوسف	yusuf
یوسف	約瑟夫
یوسف	joseph
یوسف	約瑟
یوسف	yousef
حمام	廁所
حمام	浴室
حمام	洗手間
حمام	浴場
حمام	浴室
حمام	浴
حمام	洗澡
عصبی	緊張
عصبی	歇斯底里
حیوانات	動物
حیوانات	動物
مایع	液體
مایع	液
مایع	流體
مایع	液體
مایع	液
مایع	液態
اشکال	臭蟲
اشکال	瑕疵
میز	表
میز	書桌
میز	服務台
میز	辦公桌
مکانیک	力學
مکانیک	技工
مکانیک	機械
خواست	通緝
بالغ	成人
بالغ	成年人
بالغ	成年
بالغ	成熟
دانشمند	科學家
جالب	有趣
چوب	木
چوب	木材
چوب	wood
چوب	木頭
چوب	棍子
مالزی	馬來西亞
تکثیر	倍增
تکثیر	重複
تکثیر	複製
میانگین	平均
میانگین	平均值
ظهور	湧現
ظهور	興起
قطعات	部件
قطعات	零件
قطعات	元件
تابلوی	小組
تابلوی	面板
حملات	攻擊
حملات	襲擊
نرخ	速率
نرخ	評分
نرخ	率
نرخ	利率
رمانتیک	浪漫
رمانتیک	浪漫
قول	承諾
قول	許諾
اتمی	原子
مکمل	補充
مکمل	輔助
مکمل	互補
مکمل	相輔相成
گرایش	趨勢
گرایش	趨向
گرایش	態度
گرایش	傾向
حداکثر	最大值
حداکثر	最大限度
گویش	話
گویش	方言
سوخت	燃料
سوخت	燃油
سوخت	燒錄
سوخت	燃燒
سوخت	燒傷
سوخت	燒
سوخت	燒死
حلقه	響鈴
حلقه	環
حلقه	戒指
حلقه	環
حلقه	戒指
حلقه	環
حلقه	迴圈
یوتا	猶他州
یوتا	猶他
جمعی	集體
سیمرغ	鳳
سیمرغ	鳳凰
مربی	教練
هری	哈利
هری	harry
پیوسته	持續
پیوسته	連續
اندکی	小
حادثه	事變
حادثه	事件
حادثه	意外
حادثه	事故
حادثه	災害
حادثه	災難
الیور	oliver
مراحل	階段
حاجی	haji
اطلس	atlas
اطلس	大西洋
سوره	篇章
نامگذاری	命名
ابتدایی	初等
ابتدایی	初級
پیامبر	先知
پیامبر	messenger
پیامبر	信使
مهندس	工程師
مجوز	執照
مجوز	駕照
مجوز	許可證
مجوز	允許
مجوز	許可
محتوای	內容
ستون	柱
ستون	專欄
ستون	欄
ستون	列
ستون	柱
ستون	支柱
حافظ	hafiz
درگیری	參與
درگیری	衝突
مایل	mile
مایل	萬里
مایل	miles
مایل	英里
مادرید	馬德里
جورج	喬治
جورج	george
اختلال	失調
قضیه	定理
کبیر	kabir
نظری	nazari
مسیحیان	基督教徒
مسیحیان	基督徒
طراح	設計師
خروج	退出
خروج	出境
خروج	出口
سربازان	士兵
سربازان	部隊
آشپزی	做飯
آشپزی	煮
آشپزی	廚師
آشپزی	飲食
آشپزی	料理
آشپزی	美食
آشپزی	菜
آشپزی	做飯
آشپزی	烹飪
آشپزی	煮
آشپزی	烹調
آشپزی	煮飯
خواجه	太監
رفع	修復
رفع	修
رفع	解決
رفع	決斷
رفع	決心
سوپر	super
سوپر	超
سوپر	超級
مقامات	當局
مقامات	官員
جوانی	青年
جوانی	青春
جوانی	青少年
الکترونیکی	電子
مصاحبه	面試
مصاحبه	面談
مصاحبه	約談
مصاحبه	採訪
مصاحبه	訪談
مصاحبه	面談
مصاحبه	訪談
مصاحبه	面試
مصاحبه	採訪
مصاحبه	約談
لوله	管
لوله	管管
لوله	管道
لوله	管子
لوله	管
لوله	管子
لوله	管道
روزی	提供
روزی	日
روزی	一天
روزی	白天
روزی	day
پایدار	永久
پایدار	持久
پایدار	穩定
پایدار	馬廄
گرچه	儘管
گرچه	雖然
گرچه	雖然
حوادث	災害
حوادث	災難
حوادث	事件
حوادث	事故
حوادث	事件
حوادث	活動
عهد	協約
عهد	約定
ادعا	認領
ادعا	聲稱
ادعا	索賠
ادعا	認領
ادعا	債權
ادعا	聲稱
ادعا	債權
دربار	法庭
دربار	法院
ارزیابی	評比
ارزیابی	評分
ارزیابی	評價
ارزیابی	評估
ارزیابی	評估
حمید	hamid
زنی	女人
زنی	女
زنی	女子
مسئولیت	責任
مسئولیت	負責
مسئولیت	責任
خواب	夢
خواب	夢幻
خواب	夢境
خواب	做夢
خواب	夢想
خواب	睡
خواب	睡眠
خواب	睡覺
خواب	睡
خواب	睡覺
قلم	鋼筆
قلم	筆
مشاهیر	名人
قاضی	法官
دم	壩
دم	水電站
دم	水庫
دم	大壩
دم	水壩
دم	尾巴
دم	尾
روغن	油
روغن	石油
روغن	機油
نر	男性
نر	男
برگ	葉
برگ	葉子
برگ	樹葉
برگ	葉子
ملکه	女王
ملکه	皇后
ملکه	queen
ملکه	王后
احمدی	ahmadi
کابل	喀布爾
کابل	電線
کابل	鋼絲
کابل	鐵絲
کابل	電線
کابل	電纜
کابل	有線
کابل	纜繩
کابل	電纜
پذیرش	接納
پذیرش	錄取
پذیرش	招生
پذیرش	入學
پذیرش	驗收
پذیرش	接受
پذیرش	接待
پذیرش	接收
پذیرش	招待會
پذیرش	接受
مد	時裝
مد	時尚
فینال	決賽
خرابکاری	破壞
رویداد	事件
رویداد	活動
کریم	karim
لینک	連結
لینک	link
آرتور	阿瑟
آرتور	arthur
گوش	耳
گوش	耳朵
شصت	六十
پایانی	決賽
پایانی	結局
پایانی	結尾
چهره	專題
چهره	主題
چهره	臉
چهره	面孔
چهره	臉
چهره	臉部
یادبود	紀念館
یادبود	紀念碑
یادبود	紀念
یادبود	紀念
یادبود	碑
یادبود	紀念碑
تکنولوژی	科技
تکنولوژی	技術
تکنولوژی	科技
جمعه	星期五
جمعه	週五
جمعه	星期五
جمعه	週五
وسطی	中間
دارو	藥品
دارو	藥物
دارو	醫學
دارو	藥
دارو	醫藥
دارو	藥品
دارو	藥物
دارو	醫藥
دارو	藥物
کوچکی	小型
کوچکی	小
کوچکی	未成年
مدارس	學校
نوار	帶子
نوار	膠帶
نوار	磁帶
سخنرانی	講課
سخنرانی	講座
سخنرانی	演講
سخنرانی	講話
سخنرانی	演講
سخنرانی	語音
سخنرانی	演說
کربن	碳
کربن	炭
نقاش	畫師
نقاش	畫家
بغداد	巴格達
نمای	檢視
نمای	瀏覽
مک	mac
ذهن	頭腦
ذهن	心靈
ماری	mary
ماری	瑪麗
ماری	瑪莉
کوچه	小巷
کوچه	巷
کوچه	巷子
دروازه	門
دروازه	大門
دروازه	門戶
فجر	fajr
بازرگانی	商人
بازرگانی	商家
بازرگانی	商務
بازرگانی	商業
خلیفه	khalifa
نادر	稀有
نادر	難得
نادر	罕見
تجزیه	解析
تجزیه	分解
تجزیه	解析
تهدید	威脅
تهدید	威脅
انتقاد	批評
انتقاد	批判
انتقاد	批判
انتقاد	批評
کپی	複製
کپی	副本
