και	at
καθεστώς	regime
ρωμαϊκή	roman
ρωμαϊκή	romano
λογική	rationale
λογική	lohikal
λογική	lohika
λογική	logic
αφρικής	aprikano
αφρικής	african
κριτήρια	pamantayan
άμεσα	direkta
ολυμπιακούς	olympics
μοναδικό	natatanging
μοναδικό	kakaibang
μοναδικό	unique
μοναδικό	natatangi
δικαιωμάτων	karapatan
δικαιωμάτων	rights
ακολούθησαν	sinusubaybayan
ακολούθησαν	sumunod
ακολούθησαν	sinundan
εσωτερικών	panloob
κατακτήσει	conquer
κατακτήσει	lupigin
κατακτήσει	masakop
όρια	limitasyon
όρια	limitahan
όρια	limitasyon
λύση	solusyon
φυσικό	likas
φυσικό	natural
συνθέτης	songwriter
συνθέτης	composer
αίγυπτο	ehipto
τρέχουσα	current
τρέχουσα	kasalukuyan
τρέχουσα	kasalukuyang
κώδικα	code
κώδικα	kodigo
αέρα	hangin
αέρα	himpapawid
εύκολα	madaling
δήλωσε	ipinahayag
δήλωσε	idineklara
ακαδημία	academy
πτώση	tanggihan
πτώση	bumabagsak
πτώση	drop
πτώση	taglagas
πτώση	mahulog
ζαν	jean
ζαν	juana
ζαν	jeanne
κτίριο	gusali
προσωπικό	personal
προσωπικό	tauhan
προσωπικό	kawani
προσωπικό	staff
αυστραλία	australia
αυστραλία	australya
κίνα	tsina
κίνα	china
παίκτης	player
παίκτης	manlalaro
κοινωνική	panlipunan
κοινωνική	social
κοινωνική	sosyal
θητεία	tenure
φεβρουάριο	february
φεβρουάριο	pebrero
πολιτεία	state
πολιτεία	estado
μυθιστόρημα	nobela
μυθιστόρημα	fiction
αεροδρόμιο	airport
αεροδρόμιο	paliparan
κατοχή	pagkontrol
αμερικανική	amerikano
πιθανόν	malamang
πιθανόν	ata
πιθανόν	marahil
πιθανόν	posibleng
λειτουργίας	operating
λεξικό	lexicon
λεξικό	diksiyunaryo
λεξικό	dictionary
λεξικό	diksyunaryo
πλειοψηφία	majority
πλειοψηφία	karamihan
πλειοψηφία	nakararami
νόμο	batas
ζώα	hayop
ζώα	livestock
συμβόλαιο	kontrata
σενάριο	scenario
σενάριο	script
περαιτέρω	karagdagang
επαφή	ugnayan
επαφή	contact
μπλε	blue
μπλε	bughaw
μπλε	asul
εργασίες	trabaho
εργασίες	magtrabaho
εργασίες	work
ολόκληρη	whole
ολόκληρη	buo
ολόκληρη	buong
δήμαρχος	alkalde
δήμαρχος	mayor
κινδύνου	panganib
κινδύνου	panganib
κινδύνου	hazard
ρόμπερτ	robert
σταδιακά	unti
επίσημο	official
επίσημο	opisyal
επίσημο	pormal
οικονομία	economics
οικονομία	ekonomiya
βιβλιογραφία	bibliography
κρήτη	creta
πλήρη	busog
πλήρη	full
πλήρη	buo
πλήρη	buong
πλήρη	complete
πλήρη	kumpletuhin
πλήρη	kompleto
πλήρη	kumpleto
λεζάντα	caption
λεζάντα	paliwanag
ανάγκη	need
ανάγκη	kailangan
προϊόντα	produkto
σημειώσεις	notes
σημειώσεις	tala
γνώμη	opinyon
ισχύει	valid
ισχύει	bisang
οδηγεί	leads
οδηγεί	pinangunahan
οδηγεί	lead
οδηγεί	nangunguna
οδηγεί	itaboy
συμβαίνει	mangyayari
ρώμης	rome
ρώμης	roma
πλήθος	madla
πλήθος	madla
ιερά	banal
ιερά	banal
πόλεων	lungsod
ηγεσία	pamumuno
συνδυασμό	kumbinasyon
συνδυασμό	kombinasyon
συνάρτηση	tungkulin
συνάρτηση	punsiyon
αξία	halaga
μάζα	mass
μάζα	misa
μάζα	masa
φράση	parirala
φυσικής	pisikang
φυσικής	pisika
ειρήνη	peace
ειρήνη	kapayapaan
προσπάθησε	try
προσπάθησε	subukan
φωνή	boses
παοκ	paok
εντολή	command
εντολή	utos
εντολή	kautusan
γάμο	kasal
γάμο	pagpapakasal
γάμο	kasalan
γάμο	kasal
γάμο	kasalan
γάμο	wedding
θρησκεία	pananampalataya
θρησκεία	relihiyon
επιτρέπει	nagpapahintulot
παρέχει	ibigay
αδελφός	kuya
ζήτησε	requested
ζήτησε	hiniling
ζήτησε	humiling
ζήτησε	hiningi
ζήτησε	itinanong
ζήτησε	nagtanong
ζήτησε	tinanong
επιρροή	impluwensiya
επιρροή	impluwensya
κατάκτηση	conquest
κατάκτηση	conquer
κατάκτηση	lupigin
κατάκτηση	masakop
υπέγραψε	pinirmahan
σοβιετική	sobyet
αντιδράσεις	reaksyon
συγγραφέα	manunulat
συγγραφέα	author
κερδίσει	manalo
παγκοσμίως	worldwide
βασικό	basic
προσπάθειες	efforts
προσπάθειες	pagsusumikap
προσπάθειες	pagsisikap
κρίση	paghuhukom
κρίση	hatol
κρίση	sakuna
κρίση	krisis
περ	approx
περ	kada
περιγραφή	paglalarawan
πύλη	gate
πύλη	portal
πύλη	gateway
ανακοίνωσε	ipahayag
ανακοίνωσε	inihayag
ανακοίνωσε	inanunsyo
ελ	elle
μήνυμα	mensahe
μήνυμα	message
βαθμολογία	rating
βαθμολογία	score
βαθμολογία	iskor
βαθμολογία	scores
προκάλεσε	dulot
προκάλεσε	hinamon
μεγαλύτερος	older
γεννημένος	ipinanganak
γεννημένος	pinanganak
μοναστήρι	monasteryo
μοναστήρι	kumbento
δραστηριότητες	gawain
δραστηριότητες	aktibidades
χίτλερ	hitler
γραμματέας	sekretarya
γραμματέας	kalihim
ελευθερία	kalayaan
ελευθερία	liberty
ελευθερία	kalayaan
ταξίδι	voyage
ταξίδι	bumiyahe
ταξίδι	travel
ταξίδι	paglalakbay
ταξίδι	journey
ταξίδι	paglalakbay
ταξίδι	trip
ταξίδι	biyahe
μοναδική	natatanging
μοναδική	kakaibang
μοναδική	unique
μοναδική	natatangi
ακτή	shore
ακτή	baybayin
ακτή	baybayin
αρχαιότητα	antiquity
ομοσπονδίας	pederasyon
ιδιότητα	property
μελέτες	araling
μελέτες	aral
ήθελε	wanted
ντεμπούτο	debut
χέρι	bisig
χέρι	braso
χέρι	kamay
μέθοδος	paraan
στρατεύματα	hukbo
στούντιο	studios
στούντιο	studio
κάρολος	charles
πέτρος	pedro
πέτρος	peter
μέτωπο	harapan
μέτωπο	harap
μέτωπο	noo
ουσία	sangkap
δούκα	duke
ρεύμα	current
ρεύμα	kasalukuyan
ρεύμα	kasalukuyang
παναθηναϊκός	panathinaikos
δίκαιο	batas
δίκαιο	patas
εταιρία	kumpanya
εταιρία	kompanya
ανεξαρτησία	independence
ανεξαρτησία	kalayaan
επιστήμη	science
επιστήμη	agham
θεραπεία	gamutin
θεραπεία	lunas
θεραπεία	therapy
θεραπεία	paggamot
θεραπεία	gamutin
θεραπεία	treat
μόνος	alone
μόνος	magisa
στάση	ugali
στάση	attitude
στάση	saloobin
πάπα	papa
χάρτης	mapa
μοντέλα	models
μοντέλα	modelo
σχόλιο	comment
νομό	county
νομό	kondado
μόνη	alone
μόνη	magisa
οθωμανική	imperyong
απελευθέρωση	bitawan
απελευθέρωση	ilabas
απελευθέρωση	pakawalan
απελευθέρωση	paglaya
απελευθέρωση	liberation
σύγκρουση	epekto
σύγκρουση	collision
σύγκρουση	banggaan
σύγκρουση	pagsalungat
σύγκρουση	salungat
μαθητές	estudyante
ασφαλείας	security
ασφαλείας	seguridad
σούπερ	super
τραγουδιστής	singer
τραγουδιστής	vocalist
πρόσβαση	access
ηπείρου	epirus
ηπείρου	kontinente
παίζει	gumaganap
παίζει	paglalaro
παίζει	naglalaro
θεός	god
θεός	diyos
ελέγχου	kontrol
ελέγχου	kontrolin
ευκαιρία	pagkakataon
ευκαιρία	chance
ευκαιρία	pagkakataon
ευκαιρία	opportunity
ινστιτούτο	institute
ινστιτούτο	suriang
τάση	uso
τάση	trend
τάση	boltahe
τάση	tendency
περιοδεία	touring
ειδική	espesyal
ειδική	special
βασίλης	claus
εκτέλεση	maipatupad
εκτέλεση	pagpapatupad
παίρνει	gets
παίρνει	tumatagal
παίρνει	inaabot
ανατολή	silangan
ανατολή	east
ανατολή	orient
ανατολή	sunrise
σταθερά	constant
σταθερά	naayos
σταθερά	inayos
σταθερά	steady
σταθερά	matatag
σταθερά	stable
κεφάλι	head
κεφάλι	ulo
πλάτος	latitude
πλάτος	lapad
πλάτος	luwang
εγκαταστάθηκε	installed
εγκαταστάθηκε	install
εγκαταστάθηκε	nakaluklok
ιστορικός	makasaysayang
ιστορικός	historian
ιστορικός	makasaysayang
νύχτα	gabi
μάικλ	michael
συνέδριο	conference
συνέδριο	pagpupulong
μπάσο	bass
απόδοση	husay
απόδοση	kahusayan
απόδοση	ani
απόδοση	pagtatanghal
απόδοση	pagganap
επεισόδιο	episode
ελεύθερη	libreng
ελεύθερη	free
ελεύθερη	libre
ελεύθερη	malaya
εντελώς	lubos
εντελώς	ganap
εντελώς	totally
άλλαξε	nagbago
άλλαξε	binago
άλλαξε	pinalitan
ποταμός	ilog
υπόλοιπο	balanse
υπόλοιπο	natira
χρυσή	golden
χρυσή	ginintuang
μαθήματα	lessons
μαθήματα	pasok
ιταλική	italian
ιταλική	italyano
παραδείγματα	halimbawa
ηγέτης	lider
ιταλός	italian
ιταλός	italyano
πολίτες	mamamayan
ιερό	banal
ιερό	banal
πόδια	talampakan
πόδια	paa
πόδια	binti
πολιορκία	siege
πολιορκία	paglusob
τίτλους	pamagat
αρχικό	initial
αρχικό	inisyal
αρχικό	orihinal
επίπεδα	levels
τηλεόραση	telebisyon
χρήστος	christos
λευκό	maputi
λευκό	puti
μικρός	liit
μικρός	maliit
περιόδους	regla
μισό	kalahati
μισό	kalahating
μισό	half
λέξεις	salita
δούκας	duke
γωνία	kanto
γωνία	sulok
γωνία	anggulo
δεκαετίες	dekada
κανάλι	canal
κανάλι	channel
νίκησε	natalo
νίκησε	bagsak
γράψει	isinulat
γράψει	nakasulat
γράψει	sinulat
γράψει	naisulat
γεωγραφία	heograpiya
έστειλε	naipadala
έστειλε	ipinadala
έστειλε	nagpadala
ολοκληρώθηκε	nakumpleto
ολοκληρώθηκε	natapos
ολοκληρώθηκε	complete
ολοκληρώθηκε	kumpletuhin
ολοκληρώθηκε	kompleto
ολοκληρώθηκε	kumpleto
γεωργία	agrikultura
αγάπη	nagmahal
αγάπη	love
αγάπη	nagmamahal
βουλγαρία	biyetnam
βουλγαρία	bulgaria
φτάσει	dadating
φτάσει	maaabot
φτάσει	maabot
φτάσει	naabot
φτάσει	naaabot
φτάσει	abot
φτάσει	abutin
άμεση	direktang
άμεση	direct
άμεση	direkta
άμεση	napipintong
άμεση	agarang
άμεση	kagyat
θεόδωρος	theodoros
διοικητικά	administrative
ελένη	helen
δράσης	aksiyon
δράσης	pagkilos
δράσης	aksyon
τοποθεσία	kinalalagyan
τοποθεσία	lokasyon
σύνδεσμος	link
ανανέωση	renewal
πλήρες	busog
πλήρες	full
πλήρες	buo
πλήρες	buong
πλήρες	complete
πλήρες	kumpletuhin
πλήρες	kompleto
πλήρες	kumpleto
θάνατος	kamatayan
τοπικό	lokal
γενικό	pangkalahatan
γενικό	heneral
γενικό	pangkalahatang
γενικό	general
τζάκσον	jackson
πατρίδα	tahanan
πατρίδα	bahay
πατρίδα	makauwi
φωτογραφία	itrato
φωτογραφία	larawan
φωτογραφία	litrato
φωτογραφία	litratong
φωτογραφία	photography
φωτογραφία	photograph
φωτογραφία	litrato
φωτογραφία	picture
φωτογραφία	larawan
κατεύθυνση	direction
κατεύθυνση	direksiyon
κατεύθυνση	direksyon
κατεύθυνση	heading
κατεύθυνση	tutungo
ηρακλής	hercules
κόσμος	mundo
κόσμος	tao
καλύπτει	sumasakop
καλύπτει	sinasakop
καλύπτει	bumabalot
αναπτύχθηκε	binuo
δυναστεία	awan
μεταφέρθηκε	inilipat
περιγράφει	naglalarawan
περιγράφει	inilalarawan
νικητής	nagwagi
νικητής	winner
νικητής	pagandahan
μουσικό	musikero
προσφέρει	offers
προσφέρει	inaalok
όργανο	pinapalo
όργανο	instrumento
όργανο	organo
όργανο	organ
γένος	kasarian
γένος	genus
μόνον	lang
μόνον	lamang
παράγει	bumubuo
παράγει	produces
ανδρέα	andreas
μείωση	reduction
μείωση	perwisyo
μείωση	bumaba
μείωση	bawasan
κατασκευάστηκε	nakapaloob
κατασκευάστηκε	binuo
ιατρική	medisina
ιατρική	gamot
ιατρική	medikal
ιατρική	medical
κύπελλα	tasa
προσέγγιση	lapitan
προσέγγιση	lumapit
προσέγγιση	diskarte
πλανήτη	planeta
δημοσιογράφος	mamamahayag
δημοσιογράφος	reporter
εξέγερση	warsaw
εξέγερση	insurrection
εξέγερση	kokhba
εξέγερση	riot
εξέγερση	kaguluhan
εξέγερση	paghihimagsik
λήξη	matatapos
λήξη	katapusan
λήξη	pagtatapos
λήξη	tapusin
λήξη	dulo
λήξη	matatapos
λήξη	pagtatapos
λήξη	pagwawakas
λήξη	expiry
ινδία	india
ακτές	baybayin
εμπορική	pangkalakal
εμπορική	commercial
εμπορική	komersyal
εμπορική	komersiyal
επεισόδια	episodes
αντίσταση	paglaban
αντίσταση	pagtutol
διακρίσεις	diskriminasyon
φωτογραφίες	photos
φωτογραφίες	larawan
φωτογραφίες	picture
καρλ	karl
καρλ	carl
διάδοχος	tagapagmana
διάδοχος	successor
έντονη	matinding
παλαιά	matanda
παλαιά	luma
παίκτες	manlalaro
κύκλο	bilog
κύκλο	siklo
κύκλο	cycle
κύκλο	ikot
αρνήθηκε	tinanggihan
αρνήθηκε	tumanggi
αρνήθηκε	tinanggihan
αρνήθηκε	tumanggi
υλικά	materyal
υλικά	materyales
υλικά	materyales
γνώση	kaalaman
γνώση	knowledge
βρήκε	natagpuan
βρήκε	nahanap
βρήκε	nakita
βρήκε	nakahanap
βασική	basic
πρόσφατα	kamakailan
πρόσφατα	kamakailan
πρόσφατα	recent
λογοτεχνία	panitikan
λογοτεχνία	panitikang
ρωσική	russian
ρωσική	ruso
χημεία	kimika
χημεία	kimikang
συμμαχία	alyansa
ιδέες	ideya
πίνακες	mesa
πίνακες	kuwadro
λογαριασμό	account
παραγωγός	producer
παραγωγός	tagagawa
παραγωγός	gumagawa
γενικές	pangkalahatan
γενικές	heneral
γενικές	pangkalahatang
γενικές	general
ολλανδία	netherlands
προφίλ	profile
κλίμα	klima
σπίτια	homes
σπίτια	tahanan
σπίτια	bahay
ικανότητα	skill
ικανότητα	kasanayan
ικανότητα	kakayahan
ικανότητα	kapasidad
ικανότητα	makayanan
ικανότητα	kakayahan
ικανότητα	kakayahang
ικανότητα	kakayahan
αποκτήσει	nakuha
μνημεία	monuments
λαμβάνει	natatanggap
σπάνια	madalang
σπάνια	bihira
σπάνια	bihirang
σπάνια	bihira
διαγωνισμό	paligsahan
διαγωνισμό	contest
μαθηματικά	matematika
μαθηματικά	math
γέφυρα	tulay
προσοχή	atensyon
προσοχή	pansin
είσοδο	pasukan
πυκνότητα	density
πιθανότατα	malamang
πιθανότατα	ata
μαύρο	itim
φύλλα	baraha
φύλλα	dahon
φύλλα	sheet
κίνδυνο	panganib
κίνδυνο	panganib
κίνδυνο	danger
αλλιώς	otherwise
ζει	buhay
ζει	lives
ζει	nakatira
πραγματικά	truly
πραγματικά	talaga
μικρότερη	shorter
σφαίρα	sphere
σφαίρα	bala
βάθος	lalim
βήμα	hakbang
βήμα	step
έλλειψη	deficiency
έλλειψη	kakulangan
εγκαταστάσεις	pasilidad
υψηλή	high
υψηλή	mataas
βρέθηκαν	natagpuan
βρέθηκαν	nahanap
βρέθηκαν	nakita
βρέθηκαν	nakahanap
κατάλογο	directory
κατάλογο	direktoryo
κατάλογο	catalogue
κατάλογο	katalogo
κατάλογο	catalog
κυριαρχία	soberanya
κυριαρχία	dominance
κυριαρχία	dominion
βασικά	actually
διαχειριστές	managers
διαχειριστές	tagapamahala
διαχειριστές	tagapangasiwa
ευρώ	eur
ευρώ	euro
αντίστοιχο	kaukulang
κυβερνήτης	governor
κυβερνήτης	gobernador
προσωπικά	personal
προσωπικά	personal
εισβολή	pagsalakay
γραφή	pagsusulat
στρατιωτικός	military
στρατιωτικός	pangmilitar
στρατιωτικός	militar
οργανισμός	organisasyon
οργανισμός	ahensiya
οργανισμός	agency
τούρκους	turks
ρόλος	tungkulin
απόλλων	apollo
ιστότοπος	website
νοσοκομείο	hospital
νοσοκομείο	ospital
κριτικές	review
συμμετέχουν	lumahok
συμμετέχουν	sumali
πασοκ	pasok
πολιτικοί	pulitiko
δει	seen
δει	nakita
εκδόθηκε	inisyu
όριο	limitasyon
όριο	limitahan
βουλγαρίας	biyetnam
βουλγαρίας	bulgaria
προφανώς	obviously
εμπόριο	commerce
εμπόριο	kalakalan
εμπόριο	ipagpalit
εμπόριο	magnegosyo
εμπόριο	trade
ανάγκες	pangangailangan
τίτλοι	pamagat
χάρτη	mapa
χάρτη	charter
προηγούμενη	dating
προηγούμενη	nakaraang
ποιήματα	tula
έντονα	mahigpit
στόχος	layunin
στόχος	target
δημιουργεί	lumilikha
αυστρία	austria
άνοιξη	spring
άνοιξη	tagsibol
ηλικίας	edad
ηλικίας	age
ηλικίας	katandaan
ηλικίας	aged
συγκροτήματα	bands
συγκροτήματα	assemblies
σκοπός	layunin
φαν	fan
φαν	tagahanga
λόγια	salita
παραλία	dalampasigan
παραλία	beach
υποστηρίζει	sumusuporta
πράγματι	indeed
παραιτήθηκε	tutol
δυτικό	kanluranin
δυτικό	western
μικρότερο	lesser
εξαίρεση	eksepsiyon
εξαίρεση	patawad
εξαίρεση	exemption
αιτία	dahilan
αιτία	sanhi
αιτία	cause
ξεκινά	begins
ξεκινά	magsisimula
ξεκινά	nagsisimula
ξεκινά	magsisimula
ξεκινά	nagsisimula
αθλητική	athletic
πολιτισμός	kultura
πολιτισμός	nok
πολιτισμός	sibilisasyon
πολιτισμός	kabihasnan
τράπεζα	bangko
διατηρεί	nagpapanatili
καπ	takip
καπ	cap
διαφορετική	ibang
εκκλησίες	simbahan
σκόρερ	scorer
υποψήφιος	kandidato
υποψήφιος	candidate
πύργος	tore
πύργος	tower
πύργος	toreng
ντέιβιντ	david
προπονητή	coach
συζητήσεις	talakayan
αρχαίο	ancient
αρχαίο	sinaunang
προώθηση	promotion
προώθηση	promosyon
προώθηση	itaguyod
προώθηση	promote
προώθηση	isulong
επίσκοπος	bishop
επίσκοπος	obispo
πλούσια	mayaman
πλούσια	rich
πλούσια	mayayaman
παράσταση	pagtatanghal
παράσταση	pagganap
παράσταση	magpakita
παράσταση	ipakita
παράσταση	pakita
παράσταση	show
περάσει	pumasa
περάσει	ipasa
περάσει	pass
πολωνία	poland
απόλλωνα	apollo
σοφία	sofia
σοφία	sophia
σοφία	karunungan
παρουσίαση	pagtatanghal
δυνατόν	maaari
δυνατόν	posible
δυνατόν	possible
δυνατόν	maari
δυνατόν	posibleng
αναγνώριση	pagkakakilanlan
αναγνώριση	identification
αναγνώριση	paterno
αναγνώριση	pagkilala
αναγνώριση	recognition
τάγμα	battalion
σήμα	senyas
σήμα	signal
σήμα	hudyat
σήμα	badge
ευχαριστώ	salamat
ευρήματα	natuklasan
αεροσκάφος	eroplano
χρόνος	panahon
χρόνος	oras
χρόνος	time
πράξεις	operations
πράξεις	operasyon
πράξεις	aksyon
πράξεις	aksiyon
φίλιππος	felipe
φίλιππος	philip
δυνατό	malakas
δυνατό	strong
βασιλείς	kings
βασιλείς	hari
τουρκική	turko
επάνω	taas
τέταρτη	ikaapat
τέταρτη	fourth
αιγαίου	aegean
ύφος	istilo
ύφος	style
ύφος	estilo
τούρκοι	turks
ορθόδοξη	ortodoksong
παραστάσεις	palabas
παραστάσεις	ipinapakita
παραστάσεις	nagpapakita
περιοδικά	magasin
παράγοντες	agents
τεχνικές	pamamaraan
αστέρας	bituin
αστέρας	star
φυτά	halaman
προτάσεις	mungkahi
προτάσεις	panukala
προτάσεις	rekomendasyon
σύμβουλος	adviser
σύμβουλος	tagapayo
σύμβουλος	consultant
τεχνολογία	teknolohiya
όπλα	arms
όπλα	armas
όπλα	sandata
όπλα	armas
όπλα	baril
έκρηξη	sabog
έκρηξη	pagsabog
συνέλευση	assembly
συνέλευση	pagpupulong
συνέλευση	pagtitipon
συνέλευση	convention
βασιλικό	basil
βασιλικό	royal
πάρκο	liwasan
πάρκο	park
ποίηση	tula
ποίηση	poetry
εθνών	nations
ανατολικό	silangan
ανατολικό	east
ανατολικό	silangang
διαστάσεις	sukat
ερείπια	makawala
ασφάλεια	security
ασφάλεια	seguridad
ασφάλεια	kaligtasan
ασφάλεια	seguro
ασφάλεια	insurance
γραφείο	tanggapan
γραφείο	katungkulan
γραφείο	opisina
γραφείο	desk
καθημερινή	daily
καθημερινή	weekday
εσωτερική	panloob
εσωτερική	internal
απλή	simple
απλή	simpleng
αρχεία	files
αρχεία	file
αρχεία	records
αρχεία	talaan
αρχεία	archives
διάκριση	diskriminasyon
διάκριση	pinagkaiba
εβδομάδες	linggo
επιστολή	sulat
επιστολή	liham
επιστολή	letter
συνεισφορά	kontribusyon
ιταλικά	italian
ιταλικά	italyano
πιθανότητα	probabilidad
πιθανότητα	posibilidad
μόσχα	moscow
εξέδωσε	inisyu
ηρακλή	hercules
καλιφόρνια	california
πέρασμα	daanan
πέρασμα	pumasa
πέρασμα	ipasa
πέρασμα	pass
έμβλημα	sagisag
έμβλημα	emblem
γύρος	round
γύρος	bilog
παύλος	paul
παύλος	pablo
γερμανικό	aleman
βρετανική	british
συγκρούσεις	pagsalungat
συγκρούσεις	salungat
προ	pre
χειμώνα	taglamig
χειμώνα	winter
πράσινο	berdeng
πράσινο	green
πράσινο	berde
δία	zeus
δία	jupiter
εταιρείες	corporations
εταιρείες	kumpanya
εταιρείες	kompanya
εφημερίδες	diyaryo
εφημερίδες	pahayagan
εφημερίδες	papeles
εφημερίδες	papers
αρχαιολογικό	archaeological
μουσικός	musikero
χρήματα	pera
χρήματα	salapi
τραγουδίστρια	singer
βερολίνο	berlin
κλίμακα	scale
ανέβηκε	upload
μέλλον	kinabukasan
μέλλον	hinaharap
κύκλος	bilog
κύκλος	siklo
κύκλος	cycle
κύκλος	ikot
νωρίτερα	kanina
βιέννη	vienna
σκοτώθηκε	napatay
σκοτώθηκε	pinatay
δεδομένου	binigay
δεδομένου	given
δεδομένου	ibinigay
πρότεινε	iminumungkahing
πρότεινε	nagmungkahi
πρότεινε	iminungkahi
πρότεινε	iminungkahing
πρότεινε	iminumungkahi
βασιλείας	basel
εφαρμογές	aplikasyon
εφαρμογές	apps
αλλάξει	nagbago
αλλάξει	binago
αλλάξει	pinalitan
αιώνες	siglo
αιώνες	daantaon
χτίστηκε	nakapaloob
χτίστηκε	binuo
ιστορίες	tales
ιστορίες	kuwento
ισπανικά	spanish
ισπανικά	kastila
ισπανικά	espanyol
βρετανικό	british
έρευνες	pananaliksik
έρευνες	pagsisiyasat
έρευνες	research
έρευνες	katanungan
έρευνες	katanungan
εκλογή	halalan
κάνοντας	ginagawa
κάνοντας	ginagawang
πρακτική	praktikal
πρακτική	pagsasanay
πρακτική	practice
πρακτική	praktis
ρίζες	roots
μερικοί	ilang
μερικοί	ilan
ποιητές	poets
σύνδεση	login
σύνδεση	koneksyon
σύνδεση	connection
σύνδεση	kumokonekta
σύνδεση	pagkonekta
σύνδεση	kinokonekta
σύνδεση	link
σύνδεση	ikonekta
σύνδεση	kumonekta
αυτοκίνητα	kotse
πλευρές	panig
τεράστια	napakalaki
διαδίκτυο	internet
νούμερο	bilang
καφέ	brown
καφέ	kayumanggi
καφέ	kape
καφέ	coffee
πατριάρχης	patriarka
ευρύτερη	wider
οδός	ruta
οδός	route
οδός	kalye
οδός	daan
συμπεριλαμβανομένων	kasama
λος	los
γνωστές	kilala
άμυνας	ipagtanggol
μάτια	mata
σερβία	serbiya
βαν	van
εσσδ	ussr
ποικιλία	variety
κώστα	costa
χρονικά	chronicles
δολοφονία	asasinasyon
δολοφονία	murder
αθλητής	atleta
φιλόσοφος	pilosopo
παρασκευή	biyernes
καθήκοντα	gawain
καθήκοντα	tungkulin
απώλειες	kawalan
απώλειες	pagkawala
απώλειες	pagkalugi
απώλειες	casualties
συνεχίζει	patuloy
αποφοίτησε	nagtapos
εκπομπή	broadcast
εκπομπή	pagsasahimpapawid
εκπομπή	paglabas
κινητήρα	engine
κινητήρα	makina
κινητήρα	motor
αντικαταστάθηκε	pinagpalit
αντικαταστάθηκε	pinalitan
τόμας	thomas
απλό	simple
απλό	simpleng
απλό	payak
απλό	kapatagan
εβδομάδα	linggo
εβδομάδα	lingguhan
εβδομάδα	lingo
έρχεται	sasama
έρχεται	darating
επιστήμες	science
επιστήμες	agham
επιστήμες	sciences
αυλή	bakuran
αυλή	bakuran
επαγγελματική	professional
επαγγελματική	propesyonal
φήμη	reputasyon
φήμη	fame
δημοσίευσε	nagpaskil
κόλπο	trick
τύμπανα	tambol
τύμπανα	drum
τύμπανα	drum
τύμπανα	drums
ανακάλυψη	tuklasin
ανακάλυψη	tumuklas
ανακάλυψη	matuklasan
ανακάλυψη	natuklasan
ανακάλυψη	pagtuklas
ανακάλυψη	pagkatuklas
ιδρυτής	tagapagtatag
ιδρυτής	founder
διαφορές	pagkakaiba
διαφορές	alitan
κινήσεις	moves
κινήσεις	gumagalaw
κινήσεις	paggalaw
πυρήνα	ubod
πυρήνα	core
πυρήνα	kernel
ποιος	sino
νόμπελ	nobel
κανονική	regular
κανονική	normal
αδελφή	sister
αδελφή	ate
έπεσε	nahulog
άγαλμα	rebulto
άγαλμα	statue
βραζιλία	brazil
βορρά	north
βορρά	hilagang
βορρά	hilaga
δύσκολο	hard
δύσκολο	mahirap
δύσκολο	mahirap
προσπαθεί	sinusubukang
προσπαθεί	sinusubukan
συνεργάστηκε	collaborated
ιερουσαλήμ	herusalem
ιερουσαλήμ	jerusalem
στρατόπεδο	kampo
εννέα	siyam
διαφορετικό	ibang
αλήθεια	totoo
αλήθεια	true
αλήθεια	katotohanan
αλήθεια	talaga
ποσότητα	dami
δισκογραφία	discography
διαδρομή	ruta
διαδρομή	route
διαδρομή	landas
διαδρομή	path
νερά	waters
σουηδία	sweden
σουηδία	suwesya
λατινική	latin
ολόκληρο	whole
ολόκληρο	buo
ολόκληρο	buong
έκφραση	pagpapahayag
έκφραση	expression
υπολογιστή	kompyuter
υπολογιστή	computer
γνωστοί	kilala
γνωστοί	kakilala
προσφορά	tawad
προσφορά	bid
προσφορά	alok
προσφορά	offer
φρούριο	muog
φρούριο	kuta
φρούριο	kutang
φρούριο	fort
ανεξάρτητα	malaya
παρατηρήσεις	obserbasyon
παρατηρήσεις	comments
δίκη	pagsubok
δίκη	trial
αρκετοί	ilang
σχόλια	comments
άξονα	axis
νομική	legal
γράμμα	sulat
γράμμα	liham
γράμμα	letter
υποψηφιότητα	pagkakandidato
πνεύμα	diwa
βουνά	bundok
παλιό	matanda
παλιό	luma
συμφωνώ	agree
έκδοσης	issuing
συρία	syria
συρία	suwesya
γενιά	henerasyon
γενιά	generation
κατανομή	pagkakahati
κατανομή	allocation
κατανομή	pamamahagi
στίχους	verses
στίχους	lyrics
κλειστό	nakasara
κλειστό	sarado
κλειστό	saradong
αυτοκίνητο	kotse
αυτοκίνητο	sasakyan
αυτοκίνητο	sasakyan
εξαρτάται	depends
εξαρτάται	depende
κατάταξη	ranking
κατάταξη	ranggo
κατάταξη	klasipikasyon
κατάταξη	rankings
δικαιοσύνης	katarungan
δικαιοσύνης	hustisya
μεξικό	mehiko
φυσικός	likas
φυσικός	natural
φυσικός	pisiko
τουρνουά	tournament
τουρνουά	torneo
σωματεία	unyon
ημερολόγιο	kalendaryo
ημερολόγιο	talaarawan
ημερολόγιο	diary
ημερολόγιο	journal
στατιστικά	istatistika
συμβολή	aambag
συμβολή	magsusulat
συμβολή	kontribusyon
βασικές	basic
στυλ	styles
στυλ	istilo
στυλ	estilo
στυλ	istilo
στυλ	style
στυλ	estilo
ήλιο	helyo
