яно	jana
тренування	antrenament
тренування	pregătire
тренування	formare
тренування	practicarea
мільйон	milioane
мільйон	milion
малювання	tablou
малювання	vopsire
малювання	pictura
малювання	pictură
малювання	desenul
малювання	desen
малювання	desenez
сімейство	familie
сімейство	familia
прийоми	trucuri
прийоми	trucurile
аполлон	apollo
рафаель	raphael
рафаель	rafael
рафаель	rafael
рафаель	raphaël
урану	uraniu
дума	duma
перевагою	avantaj
перевагою	avantajul
судова	medico
судова	criminalistică
зібрано	construite
зібрано	construita
зібрано	construit
зібрано	construită
зібрано	compilat
зібрано	adunate
зібрано	grupate
зібрано	culese
зібрано	colectate
зібрано	colectat
зібрано	adunate
переконати	convinge
розлучення	divorț
виключення	exclude
виключення	exclud
виключення	excepție
виключення	exceptie
пен	peng
пен	fixează
пен	pin
сервера	cervera
сервера	serverul
сервера	server
люфтваффе	luftwaffe
штучно	artificial
штучно	fictiv
фотограф	fotograf
корсунь	korsun
стрічку	ticker
стрічку	bandă
стрічку	banda
стрічку	casetă
попит	cererea
попит	cerere
крайній	porno
винахід	inventie
змінилася	schimbat
змінилася	schimbată
записати	scrieti
записати	scrieți
записати	scriu
записати	scrie
записати	record
записати	înregistrare
записати	înregistrează
записати	ard
записати	arsură
записати	burn
записати	arde
куби	cuba
уникати	evită
уникати	evita
звільнено	concediată
звільнено	concediat
звільнено	eliberat
албанія	albania
туристичний	turist
туристичний	turistice
підручники	tutoriale
пола	pola
дружба	prieteniile
дружба	prietenia
дружба	prietenie
чорногорія	muntenegru
чорногорія	muntenegrul
венера	venus
айрес	aires
зменшує	reduce
могилу	mormant
могилу	mormânt
ніжин	nijîn
підключення	conectare
підключення	conectarea
комбінації	combinații
поліцейський	cop
поліцейський	politist
поліцейський	polițist
поліцейський	politist
поліцейський	polițist
дам	damă
дам	dama
дам	dame
поверхонь	suprafete
поверхонь	suprafețe
воювали	luptat
курорт	resort
курорт	statiune
позитивний	pozitiv
позитивний	pozitivă
позитивний	pozitive
туніс	tunisia
туніс	tunis
чай	tea
чай	ceai
чай	ceaiul
кримінальні	infractor
кримінальні	criminală
кримінальні	criminal
кримінальні	penal
вірус	virus
вірус	virusul
зосереджені	concentrarea
висловлювання	ieșire
висловлювання	iesire
розрив	break
розрив	rupe
розрив	pauza
розрив	sparge
розрив	pauză
розрив	decalaj
розрив	gap
куля	sferă
куля	sfera
куля	glonț
куля	bullet
легенд	legende
легенд	legendele
органічні	organici
органічні	organice
органічні	organică
органічні	organic
капели	frescele
підприємців	antreprenori
підприємців	antreprenorii
ресторан	restaurantul
ресторан	restaurant
цілу	întreg
цілу	intreg
згоду	omologare
згоду	omologarea
згоду	aprobarea
згоду	aprobare
згоду	consimțământul
зростанням	ascendent
зростанням	ascendentă
коричневий	căprui
коричневий	brown
коричневий	maro
каф	caf
археологічний	arheologice
археологічний	arheologic
коробки	cutiile
коробки	cutii
лави	lavă
лави	lava
шкода	milă
шкода	scuze
шкода	regretul
шкода	regrete
шкода	regret
делла	della
фарби	vopsele
фарби	vopsea
фарби	pictează
сформовано	formate
сформовано	formată
сформовано	format
собака	câine
собака	dog
собака	caine
повернули	cotitură
шолом	cască
шолом	casca
пропаганда	propaganda
пропаганда	propagandă
таджикистану	tadjikistan
записані	scrisa
записані	scris
записані	scrise
записані	scrisă
впливати	afectează
впливати	afecta
впливати	influența
впливати	influență
впливати	influenta
швейцарський	elvețiană
сильних	împuternicit
сильних	împuternicită
підприємстві	facilitatea
підприємстві	facilitate
лікуванні	trata
лікуванні	trateaza
лікуванні	tratează
ліцензію	licență
ліцензію	licența
ліцензію	licență
ліцензію	licența
ліцензію	licenta
курт	kurt
курт	curt
сумнів	îndoiala
сумнів	îndoială
сумнів	indoiala
змішані	amestecate
змішані	amestecat
змішані	mixt
змішані	mixtă
підтверджено	confirmate
підтверджено	confirmată
підтверджено	confirmat
підтверджено	aprobat
підтверджено	aprobate
підтверджено	omologat
підтверджено	aprobată
індивідуальні	individuală
індивідуальні	individ
індивідуальні	individual
індивідуальні	individuale
кримські	crimeea
заарештовано	arestată
заарештовано	arestat
альтернативний	alternative
альтернативний	alternativă
альтернативний	alternativ
альтернативний	alternativa
альтернативний	supleant
альтернативний	alternativ
континенту	continentul
континенту	continent
ванкувер	vancouver
небесної	cerească
небесної	ceresc
зла	malefic
зла	răul
зла	răutate
траса	trace
встановлює	seturi
глядача	spectatorii
глядача	spectatori
геологічні	geologică
геологічні	geologic
геологічні	geologice
холодна	frig
холодна	reci
холодна	rece
фільтр	filtru
фільтр	filtrare
фільтр	filtrează
фільтр	filtrul
сильна	puternica
сильна	strong
сильна	puternic
сильна	puternică
мера	primare
мера	primarul
мера	primar
важливості	importanța
важливості	importanta
важливості	importanță
репертуар	repertoriul
ваз	vaz
ваз	vaze
ярмарок	echitabil
ярмарок	fair
ярмарок	corect
ліцензія	licență
ліцензія	licența
ліцензія	licență
ліцензія	licența
ліцензія	licenta
геть	departe
пісок	nisip
пісок	sand
пісок	nisipul
пера	pera
пера	pană
ворог	inamic
ворог	dusman
ворог	inamicul
невдало	eșec
девіз	motto
лицарі	cavalerilor
лицарі	cavaleri
лицарі	cavalerii
спокійно	relaxată
спокійно	relaxat
завершити	termină
завершити	finalizează
завершити	sfârșit
завершити	sfarsit
завершити	final
завершити	completa
завершити	completă
завершити	complete
завершити	complet
підняти	ridicare
відсутнє	niciuna
змінні	variabilele
змінні	variabile
змінні	variabilelor
клер	claire
клер	clair
нікого	oricine
нікого	nimeni
террі	terry
раннє	early
раннє	timpuriu
раннє	devreme
задня	posterior
вибрана	alese
вибрана	aleasă
вибрана	ales
інфраструктура	infrastructuri
інфраструктура	infrastructură
інфраструктура	infrastructura
присвячено	dedicată
присвячено	dedicate
присвячено	dedicat
кіото	kyoto
продюсери	producători
продюсери	producătorii
навчальної	tutorial
математичної	matematică
реалізувати	implementează
реалізувати	implementeze
наміри	intentii
черепаха	turtle
збудження	excitare
пропонував	contribuit
тези	teze
кінематограф	cinematografie
кінематограф	cinematografia
кінематограф	cinematograf
кінематограф	cinema
страв	vesela
страв	vase
браян	brian
браян	bryan
гільдії	guild
рон	rhône
рон	ron
ілюстрація	ilustrare
схему	cadre
схему	scheme
схему	schemă
схему	schema
традиційна	traditional
традиційна	tradiţionale
традиційна	tradițional
традиційна	tradiţional
традиційна	tradiţională
симон	simon
іконостас	catapeteasma
залізний	fier
залізний	fierul
якоб	jacob
якоб	iacov
якоб	iacob
якоб	jakob
воскресіння	învia
воскресіння	învierea
воскресіння	înviere
рукописи	manuscrise
збираються	adunare
мовні	lingvistic
мовні	lingvistice
мовні	lingvistică
привілеї	privilegiile
привілеї	privilegii
фраза	frază
фраза	fraza
міфи	mituri
міфи	miturile
фольклор	folk
фольклор	folclor
заповіт	testament
заповіт	testamentul
будівельник	constructorul
будівельник	constructor
скарби	comori
скарби	comorile
рання	early
рання	timpuriu
рання	devreme
джейсон	jason
комерційного	comerciale
комерційного	comercial
комерційного	reclamă
комерційного	comercială
юліан	julian
анатомія	anatomie
анатомія	anatomia
федеральний	federal
федеральний	federale
федеральний	federală
тед	ted
польщу	poloniei
польщу	polonia
керрі	kerry
керрі	carrie
польовий	arvense
страйк	strike
страйк	grevă
страйк	greva
платівки	discuri
платівки	records
платівки	înregistrări
платівки	recorduri
рибу	pește
рибу	pesti
рибу	pești
оригінал	originala
оригінал	originale
оригінал	original
оригінал	originală
тихий	pacificului
тихий	pacific
тихий	pacificul
відмова	eșec
відмова	esec
себастьян	sebastian
себастьян	sebastián
стелі	plafon
стелі	tavan
стелі	plafonul
постійна	constant
постійна	constanta
постійна	constantă
євгеній	eugene
хоп	hop
підвищити	crește
підвищити	creștere
змії	serpi
змії	sarpele
змії	sarpe
змії	șarpe
змії	snake
безпосередній	imediată
безпосередній	imediate
провідник	ghid
провідник	ghidul
провідник	dirijor
провідник	conductor
партизан	gherilă
партизан	partizan
допомагали	ajutat
аграрної	agrară
ютери	mașini
ютери	masini
мільярдів	miliarde
мільярдів	miliard
протести	protestele
протести	proteste
ельзас	rhin
шеф	chef
шеф	bucătar
шеф	sef
шеф	șef
завтра	mâine
завтра	maine
обряд	rit
обряд	ritual
боксери	boxeri
боксери	boxerii
жозеф	joseph
жозеф	iosif
зупинка	oprirea
зупинка	oprire
зупинка	oprit
дзвін	clopote
дзвін	clopotele
дзвін	clopot
дзвін	clopotul
дзвін	bell
проміжок	intervalul
проміжок	interval
удари	atingeri
удари	robinete
удари	pumni
удари	punerea
холодний	frig
холодний	reci
холодний	rece
кавалерії	cavalerie
кавалерії	cavaleria
сорок	forty
сорок	patruzeci
епізоди	episoadele
епізоди	episoade
відпочинок	recreere
відпочинок	odihnă
відпочинок	odihna
автомат	mașină
апостол	apostol
липа	lipa
калію	potasiu
цифр	cifre
змінився	schimbat
змінився	schimbată
замінено	înlocuit
замінено	înlocuită
замінено	înlocuite
пів	jumatate
пів	jumate
пів	jumătate
спираючись	înclinat
подвійний	dubla
подвійний	dublă
подвійний	dublu
подвійний	duble
відверто	lovind
нараховується	premiat
нараховується	acordat
сортування	sorta
сортування	sortare
сортування	sortare
розробок	evoluțiile
розробок	evoluții
організми	organisme
організми	organismele
організми	microorganisme
десант	atac
десант	asalt
місій	misiuni
місій	misiunile
путін	putin
кравчук	kravciuk
юридичні	juridice
юридичні	legale
юридичні	juridic
юридичні	legală
юридичні	legal
труси	boxeri
труси	boxerii
пишеться	vrajă
пишеться	vraja
організували	aranjată
організували	aranjate
організували	aranjat
барбара	barbara
виняток	excepție
виняток	exceptie
законодавчих	legislativ
законодавчих	legislative
законодавчих	legislativă
колу	cocs
колу	cocaină
колу	cola
сосни	pines
сосни	pini
павільйон	pavilion
павільйон	pavilionul
копіювання	copia
копіювання	copiere
копіювання	copie
копіювання	copiază
копіювання	copierea
копіювання	copiere
подарунок	cadou
подарунок	cadoul
подарунок	cadou
подарунок	prezente
подарунок	prezentul
подарунок	prezent
подарунок	prezentă
шляхтич	gentilhomme
буркіна	burkina
польова	arvense
блиск	strălucească
обстеження	evaluate
обстеження	evaluat
обстеження	evaluată
осип	brik
осип	osip
продати	vând
продати	vinde
продати	vand
продати	vind
аркадій	arkady
помічника	asistent
стамбул	istanbul
рівність	egalitate
рівність	egalitatea
іноземців	straini
іноземців	străini
іноземців	străinii
захоплено	invadată
захоплено	invadat
фаза	faza
фаза	fază
прочитати	citire
прочитати	citește
прочитати	citeste
мовознавство	lingvistică
існуючі	existent
існуючі	existentă
існуючі	existând
існуючі	existente
костенко	kostenko
електроніка	electronica
електроніка	electronică
електроніка	electronice
електроніка	electronice
електроніка	electronică
електроніка	electronic
зімбабве	zimbabwe
координації	coordonare
координації	coordonarea
перетворити	conversie
перетворити	convertesc
перетворити	converti
перетворити	convertit
перетворити	transformă
перетворити	transforma
зварювання	sudare
зварювання	sudură
ескадрильї	escadronul
ескадрильї	escadrilă
ескадрильї	escadrila
ескадрильї	escadron
дизайнер	designer
дощів	ploios
дощів	ploioasă
цинку	zinc
узагальнення	generalizare
комуністи	comunisti
судові	tribunal
судові	curtea
судові	court
судові	curte
судові	instanță
ленін	lenin
болгарський	bulgar
болгарський	bulgari
болгарський	bulgară
говорили	vorbitul
говорили	vorbit
фрукти	fructul
фрукти	fructe
фрукти	fructele
фрукти	fruct
фрукти	fructe
фрукти	fructele
марсі	marcy
міф	mituri
міф	mitul
міф	mit
здавалося	părea
промені	grinzi
промені	raze
промені	razele
партнер	partenere
партнер	parteneră
партнер	partenerul
партнер	partener
дельта	delta
чудовий	minunat
чудовий	minunata
очікування	aștept
очікування	astept
очікування	așteptare
налаштування	configurează
налаштування	înscenare
налаштування	setare
налаштування	configurare
налаштування	configurarea
налаштування	configurare
налаштування	configurația
налаштування	preferințe
налаштування	setările
налаштування	setări
рушій	motor
рушій	motorul
навички	skills
навички	aptitudini
навички	competențe
рядовий	pvt
завдали	cauzat
зустрічей	numiri
зустрічей	reuniuni
зустрічей	întruniri
зустрічей	întâlniri
зустрічей	intalniri
діалог	interogare
діалог	dialogul
діалог	dialog
діалог	dialoguri
діалог	dialog
едо	edo
порошенко	poroșenko
купити	cumpărare
купити	achiziție
купити	cumpără
купити	cumpara
купити	cumpăr
купити	cumpăra
цивільний	civil
цивільний	civila
цивільний	civilă
цивільний	civile
цивільний	civil
цивільний	civilă
потяги	trenurile
потяги	trenuri
доставки	expediere
доставки	livrare
підводного	subacvatice
підводного	subacvatic
практичне	practice
практичне	practică
практичне	practic
редакторів	editorii
редакторів	editori
шини	anvelope
шини	pneuri
шини	cauciucuri
шини	bus
шини	autocar
шини	autobuz
шини	autobuzul
продовжили	reluată
продовжили	reluat
захисники	protectorii
переробка	reciclare
переробка	reciclarea
дане	dane
житель	cetatean
житель	cetățean
брокгауза	efron
демократичний	democrată
демократичний	democratice
демократичний	democratică
демократичний	democrat
демократичний	democratic
демократичний	democrat
демократичний	democrată
погіршення	agravarea
сирія	siria
індіана	indiana
боже	doamne
боже	dumnezeu
прикрашені	împodobit
ситуаціях	situațiile
ситуаціях	situații
ситуаціях	situatii
зараження	infectat
зараження	infectată
зараження	infectate
зараження	fallout
захисників	apărători
захисників	apărătorii
захисників	apărătorilor
форд	ford
фірмі	firma
фірмі	fermi
фірмі	firmă
фірмі	ferm
юхимович	rasputin
лід	plumbul
лід	plumb
лід	gheaţă
лід	gheata
лід	gheată
лід	ice
лід	gheață
мор	maure
дунай	dunăre
дунай	dunărea
дунай	dunării
демо	demo
демо	demonstrație
прибрати	curat
прибрати	curata
прибрати	curată
прибрати	curate
прибрати	clean
прибрати	elimină
прибрати	scoate
палаті	ward
нагірно	nagorno
темний	dark
темний	întuneric
темний	intuneric
темний	întunecat
мусульмани	musulmană
мусульмани	musulmani
мусульмани	musulmane
мусульмани	musulman
мусульмани	musulmani
мусульмани	musulmanii
мусульмани	musulmanilor
видобування	extragerea
видобування	extracție
видобування	extragere
видобування	extracția
видобування	ripper
видобування	extragerea
видобування	extragere
облога	asediu
облога	asediul
ходів	mutări
ходів	mișcări
ходів	miscari
ніколас	nicolás
ніколас	nicholas
ніколас	nicolae
брами	gates
брами	porţile
брами	porți
брами	porti
уфа	ufa
баррі	barry
баррі	florin
лувр	luvru
фішер	fisher
фішер	fischer
додаткова	suplimentar
додаткова	extra
додаткова	suplimentar
казані	kazan
гарно	nice
гарно	frumos
перетворено	convertite
перетворено	convertit
геологічних	geologică
геологічних	geologic
геологічних	geologice
перекласти	traduce
корі	corey
корі	cory
корі	cori
трудові	travaliu
поставлені	realizari
поставлені	realizări
перемагає	câștigătoare
перемагає	înfrângeri
груди	pieptul
груди	piept
груди	sânul
груди	sân
груди	piept
вченим	savant
птаха	pasare
птаха	pasăre
птаха	pasărea
птаха	bird
стадія	etapa
стадія	etapă
стадія	stadiul
повідомили	informat
повідомили	informată
повідомили	informați
ззовні	extern
ззовні	afara
ззовні	afară
рейд	raid
рейд	raidul
пояснив	explicate
пояснив	explicat
пояснив	explicată
автоматична	automată
автоматична	automatic
автоматична	automate
автоматична	automat
партизани	gherilă
партизани	partizani
партизани	partizanii
отвори	găuri
отвори	gropi
отвори	gauri
зближення	frontiere
сухі	usca
сухі	uscate
сухі	uscat
сухі	uscată
поповнення	înlocuitori
поповнення	trupele
поповнення	trupe
жива	vie
жива	viu
фасо	faso
фізично	fizic
дивитися	ceas
дивитися	privind
дивитися	vizionarea
дивитися	privesc
ставлять	rasă
ставлять	rasa
жанна	jeanne
таємниця	mister
таємниця	misterul
таємниця	secretă
таємниця	secret
таємниця	secreta
таємниця	secrete
таємниця	secretul
творців	creatorii
застосувати	aplica
застосувати	aplică
печер	pesteri
істини	adevăruri
коротко	scurt
коротко	scurtă
вагон	caruta
вагон	vagon
тяжко	greu
тяжко	tare
нагляду	supervizare
нагляду	supraveghere
нагляду	supravegherea
ректора	rector
описи	descrierile
описи	descrieri
куб	cubul
куб	cub
напали	atacată
напали	atacat
універсальний	unificat
універсальний	universală
універсальний	universal
універсальний	universale
подивитися	vezi
подивитися	ceas
подивитися	uite
процесори	procesoare
очікується	așteptat
очікується	așteptam
матвій	matei
матвій	matthew
печерської	fortificare
оригінальне	originala
оригінальне	originale
оригінальне	original
оригінальне	originală
звернутися	consulta
звернутися	consultă
звернутися	consultați
звернутися	consult
повітряна	aeriană
повітряна	aer
повітряна	aerul
повітряна	air
подають	servit
подають	servită
подають	serveste
подають	servește
ірак	irak
ірак	iraq
ірак	irakul
гомер	homer
орда	hoarda
орда	hoardă
смирнов	smirnov
степ	stepă
пострілів	focuri
тінь	shadow
тінь	umbră
тінь	umbra
переглянути	recenzie
переглянути	revizuirea
переглянути	revizuire
переглянути	vezi
переглянути	vizualizează
переглянути	vizualizare
переглянути	vedere
антологія	antologie
започаткував	instituită
започаткував	instituit
інтенсивність	intensitate
інтенсивність	intensitatea
інтенсивність	putere
інтенсивність	puterea
інтенсивність	forta
поклав	depozitat
поклав	depus
поклав	depuse
християни	creștin
християни	creștină
християни	creştin
християни	christian
християни	crestin
християни	crestini
християни	creștini
паша	pasha
викрадення	răpire
викрадення	răpirea
знімок	instantanee
олівер	oliver
фундамент	fundatia
фундамент	fundaţia
фундамент	fundatie
фундамент	fundația
окреме	separat
окреме	separă
окреме	separată
окреме	separate
оподаткування	taxare
оподаткування	impozitare
оподаткування	impozitarea
нагляд	supervizare
нагляд	supraveghere
нагляд	supravegherea
ходити	mersul
ходити	mergând
заборонені	interzis
заборонені	interzisă
заборонені	interzise
хоккайдо	hokkaido
волтер	walter
орест	orest
орест	oreste
ключі	keys
ключі	taste
ключі	cheile
ключі	chei
ключі	jetoane
ключі	fise
салоні	cabană
салоні	cabină
салоні	cabina
салоні	cabana
землеробство	agricultura
землеробство	agricultură
бак	buck
бак	bak
бак	bac
самка	femeie
самка	feminin
самка	femelă
самка	femela
таблиць	tabelele
таблиць	tabele
таблиць	mese
гарольд	harold
турин	torino
скрізь	pretutindeni
меблі	mobilier
меблі	mobila
меблі	mobilă
відзначено	indică
платон	platon
грудей	sânul
грудей	sân
грудей	piept
збережені	salvate
збережені	salvată
збережені	salvat
сенатор	senatorul
сенатор	senator
гітари	armonici
буш	bush
глибокий	adanc
глибокий	profund
глибокий	adâncă
глибокий	adânc
просте	simplu
просте	simple
просте	simplă
хутро	blana
хутро	blană
зареєстрований	înregistrate
зареєстрований	înregistrată
зареєстрований	înregistrat
зареєстрований	inregistrat
іванова	ivanova
чеської	cehi
чеської	cehă
чеської	cehia
чеської	ceh
дано	dano
дано	dat
посадку	debarcarea
посадку	aterizarea
посадку	debarcare
посадку	aterizare
скандал	scandalul
скандал	scandal
скандал	scandaluri
арабські	araba
арабські	arabă
кей	kay
реп	rep
реп	reprezentant
реп	rap
обеліск	obelisc
збирає	colectează
референдум	referendumul
референдум	referendum
патент	brevet
патент	brevetul
супер	super
аматорів	amatori
аматорів	amatorilor
аматорів	amatorii
їсти	alimentatie
їсти	mănânc
їсти	mâncând
їсти	mănânc
їсти	mănâncă
їсти	mananca
відправлення	plecare
відправлення	plecarea
відправлення	plecări
відправлення	plecări
зручності	comoditate
прихід	sosirea
прихід	sosire
прихід	debutul
строго	strict
чверть	trimestrul
чверть	trimestru
чверть	sfert
протест	protest
протест	protestul
протест	protestează
інтенсивно	intensa
інтенсивно	intens
інтенсивно	intense
інтенсивно	intensă
меню	meniul
меню	meniu
меню	meniurile
меню	meniuri
брюссель	bruxelles
яйце	ou
яйце	oul
боснія	bosnia
турецькі	turcesc
турецькі	turc
турецькі	turci
турецькі	turcă
побачила	văzut
побачила	fierăstrău
побачила	ferăstrău
складна	greu
складна	tare
владимир	vladimir
сир	branza
сир	brânza
сир	brânză
трилер	thriller
путіна	putin
півфіналі	semifinale
всесвітньо	renumit
всесвітньо	renumita
сніг	ninge
сніг	zăpada
сніг	ninsoare
сніг	zăpadă
сніг	zapada
необхідним	necesara
необхідним	necesare
необхідним	necesară
необхідним	necesar
мануель	manuel
луганський	lugansk
дейв	dave
вілен	vilaine
візит	vizitati
візит	vizită
візит	vizita
візит	vizitează
чинний	valabil
чинний	valabile
чинний	valid
чинний	valabilă
чинний	validă
чинний	valabilitate
чинний	valabilitatea
чинний	validitatea
напої	băutură
напої	bea
напої	băutură
напої	bauturi
напої	băuturi
напої	băuturile
напої	bauturi
напої	băuturi
збирають	recoltare
збирають	recoltarea
попович	popović
куль	kul
куль	gloanțe
співає	cântă
співає	canto
співає	cântând
співає	cantand
діалектів	dialecte
альфонсо	alfonso
класичні	clasică
класичні	clasic
класичні	clasica
класичні	classic
картах	harti
картах	hărți
грант	subvenție
грант	grant
співав	sang
співав	cântat
фінансова	financiară
фінансова	financiar
фінансова	financial
фінансова	financiara
фінансова	financiare
надані	furnizat
надані	furnizată
надані	furnizate
ведмідь	ursul
ведмідь	ursu
ведмідь	bear
ведмідь	urs
протока	strâmtoarea
протока	strâmtoare
імператриця	împărăteasă
імператриця	împărăteasa
контролює	controalele
контролює	controale
ісландія	islanda
компаніями	societăți
компаніями	companii
компаніями	companiile
еро	hérault
заворушення	tensiuni
заворушення	tensiunile
вітри	vânturi
вітри	vânturile
безперервно	repetat
анджей	andrzej
вдова	vaduva
вдова	văduva
вдова	văduvă
кан	kang
кан	kahn
кан	kan
ботаніка	botanică
ботаніка	botanica
надійності	fiabilitate
надійності	fiabilitatea
сов	sauve
грін	greene
фрази	frazele
фрази	fraze
фрази	expresii
символіка	simbolism
суха	usca
суха	uscate
суха	uscat
суха	uscată
гая	gaia
коломия	colomeea
негативний	negativă
негативний	negative
негативний	negativ
вказівки	orientare
вказівки	îndrumare
вказівки	îndrumări
вказівки	orientări
вказівки	orientările
вказівки	instrucțiunile
вказівки	instrucțiuni
вказівки	instructiuni
їздив	călărit
здобич	pradă
здобич	prada
криниця	krynica
благодійний	caritate
цезар	caesar
цезар	cezar
географ	geograf
теннессі	tennessee
ханство	hanatul
інна	inna
боббі	bobby
боббі	bobbi
організовані	organizat
організовані	organizată
організовані	organizate
номера	numărate
номера	numerotate
номера	numar
номера	număr
номера	numărul
озброєні	armat
озброєні	înarmat
анголи	angola
приймав	salariat
приймав	angajatul
приймав	angajat
приймав	angajată
вінсент	vincent
графи	grafice
графи	graficele
нікола	nicola
нікола	nikola
традиційне	traditional
традиційне	tradiţionale
традиційне	tradițional
традиційне	tradiţional
традиційне	tradiţională
підземний	underground
підземний	subteran
голосувати	vot
голосувати	votez
голосувати	votează
голосувати	votati
екологічний	ecologice
екологічний	ecologic
екологічний	ecologică
юра	jura
домашній	acasa
домашній	casă
домашній	acasă
домашній	home
різноманіття	diversitatea
різноманіття	diversitate
кримінальний	infractor
кримінальний	criminală
кримінальний	criminal
кримінальний	penal
запиту	interogare
соціальне	sociale
соціальне	socială
соціальне	sociala
соціальне	socializare
соціальне	social
буддизм	budismul
описати	descrie
описати	descriu
вихідного	originar
вихідного	originare
практичні	practice
практичні	practică
практичні	practic
палермо	palermo
готовність	pregătit
готовність	gata
узбекистан	uzbekistan
залишиться	rămâne
черепа	craniu
черепа	skull
черепа	craniul
геометрія	geometria
геометрія	geometrie
учасникам	participanti
учасникам	participanți
учасникам	participanții
вихідних	weekenduri
християнська	creștin
християнська	creștină
християнська	creştin
християнська	christian
християнська	crestin
справжня	real
справжня	reale
справжня	reală
прогресу	avansare
шум	zgomote
шум	zgomotul
шум	gălăgie
шум	zgomot
базиліка	basilica
віа	via
релігій	religiile
релігій	religii
гальмування	frânare
конвенція	convenția
конвенція	convenție
архіпелаг	arhipelag
архіпелаг	arhipelagul
прорив	descoperire
маркетинг	comercializare
маркетинг	marketing
маркетинг	comercializarea
джоан	joan
джоан	ioana
джекі	jackie
інвестиції	investitii
інвестиції	investițiile
інвестиції	investiții
інвестиції	investitii
інвестиції	investiție
інвестиції	investitie
інвестиції	investiții
альберто	alberto
муніципальний	municipale
муніципальний	municipal
муніципальний	municipală
футів	picioarele
футів	picioare
буріння	drill
буріння	burghiu
складів	silabe
пейзажі	peisajele
пейзажі	peisaje
рекорди	discuri
рекорди	records
рекорди	înregistrări
рекорди	recorduri
дикі	wild
дикі	salbatic
дикі	sălbatică
дикі	sălbatic
дикі	sălbatice
підвіски	pandantive
нести	cară
їжа	mancare
їжа	mâncare
їжа	alimentare
їжа	alimente
їжа	hrană
пристосування	personalizare
білгород	belgorod
християнський	creștin
християнський	creștină
християнський	creştin
християнський	christian
християнський	crestin
морально	moral
морально	social
чеська	cehi
чеська	cehă
чеська	cehia
чеська	ceh
показані	arătat
показані	afișată
показані	afișat
показані	afișate
повертаються	revenind
думав	gândit
думав	crezut
громадське	publice
громадське	public
громадське	publică
перевал	trece
перевал	pass
перевал	pasa
перевал	pasă
білок	proteinele
білок	proteine
білок	proteină
білок	proteina
гвинтівка	pusca
гвинтівка	pușcă
бергамо	bergamo
юнацтва	tinerete
юнацтва	tineret
юнацтва	tineretul
злочинців	criminali
злочинців	infractorii
злочинців	criminalii
злочинців	infractori
злочинців	criminalilor
вопросы	intrebari
вопросы	întrebări
сату	satu
рідина	fluide
рідина	fluid
рідина	lichid
рідина	lichide
рідина	lichid
рідина	lichidă
натхнення	inspirație
натхнення	inspiratie
репутацію	reputație
репутацію	reputația
репутацію	reputatie
чимось	ceva
надійність	fiabilitate
надійність	fiabilitatea
джеррі	gerry
джеррі	jerry
грузинська	georgian
сумський	sumî
знімати	filmarea
знімати	filmez
знімати	filmare
випадкових	random
випадкових	aleatoare
випадкових	aleatoriu
випадкових	aleator
випадкових	aleatorie
прагнули	sperat
спинний	spinal
персональний	personal
персональний	personala
персональний	personală
персональний	personale
командири	superiori
командири	superiorii
землетрус	cutremur
землетрус	cutremurul
богу	doamne
богу	dumnezeu
невідоме	necunoscut
невідоме	necunoscute
невідоме	necunoscută
регулярний	regulată
регулярний	regulate
регулярний	regulat
регулярний	obișnuit
мартен	maarten
робітника	salariat
робітника	angajatul
робітника	angajat
робітника	angajată
мюллер	müller
мюллер	mueller
мюллер	muller
рой	roy
лампи	lămpi
лампи	lămpile
еріка	erika
еріка	erica
клієнта	clientul
клієнта	client
допомогли	ajutat
чесно	sincer
медики	medic
запах	parfum
запах	miros
запах	miroase
гострий	sharp
деніел	daniel
циклів	cicluri
циклів	ciclurile
робін	robin
робін	robyn
закрити	închide
закрити	inchide
стануть	devin
експерт	expertul
експерт	expertă
експерт	expert
гетто	ghetou
голуб	porumbel
голуб	porumbelul
голуб	porumbei
маркус	markus
маркус	marcus
монгольська	mongol
брюсселі	bruxelles
мовний	lingvistic
мовний	lingvistice
мовний	lingvistică
пальці	degetele
пальці	degete
модулів	modulele
модулів	module
плита	farfurie
плита	placă
плита	aragaz
плита	soba
плита	sobă
присягу	jurământ
присягу	jurământul
ініціатива	initiativa
ініціатива	inițiativă
ініціатива	inițiativa
робот	robotul
робот	robot
визначати	defineste
визначати	definește
визначати	defini
визначати	definesc
переробити	regenera
агломерація	aglomerare
цифра	cifra
цифра	cifră
обрати	alegeti
обрати	alege
знаменитого	erno
сусіднього	adiacente
фред	fred
зворотний	inversă
зворотний	inversa
зворотний	invers
зворотний	inversează
зворотний	reverse
зворотний	retrogradă
вузькі	înguste
вузькі	îngustă
вузькі	restrânge
вузькі	îngust
професорів	profesori
лоуренс	lawrence
дощ	ploua
дощ	plouă
дощ	ploaie
дощ	plouă
дощ	ploi
дощ	rain
навігації	navigare
навігації	navigație
навігації	navigatie
балет	balet
балет	baletul
розпізнавання	autentificarea
розпізнавання	autentificare
джин	gin
джин	jean
джин	gene
джин	genă
джин	gena
ліжок	paturi
ліжок	paturile
комплексом	omologii
проникає	scurgeri
взаємодію	interacțiuni
оману	oman
оману	încântă
маямі	miami
плакат	poster
плакат	posterul
плакат	afiş
виставку	expozitie
увійти	conectare
увійти	autentificare
увійти	introdu
увійти	introduceți
увійти	enter
увійти	intra
увійти	intră
