носити	viselni
шкода	megbánás
шкода	bánni
делла	della
фарби	festés
фарби	festék
сформовано	kialakult
сформовано	alakított
сформовано	alakult
собака	kutyus
собака	kutya
повернули	fordulok
шолом	sisakot
шолом	sisak
пропаганда	propaganda
таджикистану	tádzsikisztán
записані	megírva
записані	írásbeli
записані	írta
записані	írott
впливати	befolyása
впливати	befolyással
впливати	befolyás
швейцарський	svájc
швейцарський	svájci
підприємстві	létesítmény
лікуванні	kezelni
лікуванні	kezeljük
ліцензію	engedély
ліцензію	engedély
ліцензію	jogosítvány
ліцензію	jogosítványt
курт	kurt
курт	curt
сумнів	kétely
сумнів	kétséges
сумнів	kétség
сумнів	kétségek
змішані	kevert
змішані	vegyes
змішані	keverve
підтверджено	megerősített
підтверджено	megerősítve
підтверджено	megerősítette
підтверджено	igazolt
підтверджено	engedélyezett
підтверджено	jóváhagyott
індивідуальні	egyén
індивідуальні	egyéni
кримські	krími
заарештовано	letartóztatott
заарештовано	letartóztatták
альтернативний	alternatív
альтернативний	alternatíva
альтернативний	alternatív
континенту	kontinensen
континенту	kontinens
ванкувер	vancouver
небесної	mennyei
зла	gonoszság
зла	gonosz
траса	nyom
встановлює	díszlet
встановлює	készletek
встановлює	készlet
глядача	néző
глядача	nézők
геологічні	földtani
заслуговує	megérdemli
холодна	hidegen
холодна	hideg
фільтр	szűrés
фільтр	szűrő
сильна	erős
сильна	erősek
мера	polgármesteri
мера	polgármester
репертуар	repertoár
ваз	vaz
ваз	vázák
ярмарок	vásár
ярмарок	korrekt
ярмарок	tisztességes
ярмарок	fair
ярмарок	igazságos
ліцензія	engedély
ліцензія	engedély
ліцензія	jogosítvány
ліцензія	jogosítványt
пісок	homok
пера	toll
гірше	rosszabb
ворог	ellenség
невдало	elbukott
невдало	sikertelen
девіз	mottója
лицарі	lovagok
тривалості	elhanyagolja
часті	gyakori
спокійно	nyugodt
спокійно	laza
завершити	befejezés
завершити	befejezés
завершити	vége
завершити	vég
завершити	komplett
завершити	teljes
завершити	teljessé
підняти	emelés
підняти	felnevelni
підняти	emelés
розквіт	virágzik
змінні	változók
клер	claire
клер	clair
нікого	bárkinek
нікого	valaki
нікого	bárkit
нікого	bárki
нікого	senki
террі	terry
раннє	korán
раннє	korai
вибрана	választott
вибрана	kiválasztottak
вибрана	kiválasztott
інфраструктура	infrastruktúra
присвячено	elkötelezett
спорядження	felszerelés
спорядження	gear
кіото	kiotói
продюсери	gyártói
продюсери	gyártók
продюсери	producerek
продюсери	termelők
навчальної	bemutató
математичної	matek
математичної	matematika
реалізувати	végrehajtani
реалізувати	végrehajtja
реалізувати	végrehajtása
наміри	szándékai
наміри	szándék
черепаха	teknőc
черепаха	teknős
черепаха	teknős
пропонував	hozzájárult
кінематограф	operatőrnek
кінематограф	mozi
страв	edények
страв	edényeket
страв	ételek
браян	brian
браян	bryan
гільдії	céh
рон	rhône
рон	ron
рон	ront
ілюстрація	illusztráció
схему	keretrendszer
схему	keretek
схему	séma
традиційна	hagyományos
традиційна	tradicionális
симон	simon
залізний	vas
залізний	vasat
якоб	jacob
якоб	jakob
воскресіння	feltámasztani
воскресіння	feltámadás
рукописи	kéziratok
соліст	frontember
вихідний	kimenő
збираються	összegyűlt
збираються	gyülekező
збираються	összejövetel
видати	mentesítés
мовні	nyelvi
привілеї	kiváltságairól
привілеї	kiváltság
привілеї	jogosultságok
фраза	mondat
фраза	kifejezés
міфи	mítoszok
фольклор	folklór
заповіт	testamentum
будівельник	építő
будівельник	építész
скарби	kincsek
скарби	kincs
скарби	kincseket
рання	korán
рання	korai
джейсон	jason
комерційного	reklám
комерційного	kereskedelmi
юліан	julian
анатомія	anatómia
федеральний	szövetségi
тед	ted
польщу	lengyelország
керрі	kerry
керрі	carrie
страйк	sztrájk
страйк	csapás
віддали	adta
віддали	adott
платівки	feljegyzések
платівки	records
платівки	nyilvántartások
платівки	nyilvántartás
рибу	halak
рибу	hal
рибу	halat
оригінал	eredeti
підвищує	növeli
відмова	meghibásodás
відмова	bukás
відмова	kudarc
камер	kamerák
себастьян	sebastian
себастьян	sebastián
єзуїтів	jezsuiták
стелі	mennyezet
стелі	plafon
постійна	állandó
постійна	folyamatos
євгеній	eugene
хоп	hop
підвищити	növekedés
підвищити	növelése
підвищити	emelkedés
підвищити	növelje
змії	kígyókat
змії	kígyók
змії	snake
змії	kígyó
безпосередній	azonnali
провідник	kalauz
провідник	útmutató
провідник	kalauz
партизан	gerillák
партизан	partizán
допомагали	segített
допомагали	segítettek
аграрної	agrár
ютери	gépekkel
ютери	gépek
ютери	gép
мільярдів	milliárd
мільярдів	egymilliárd
протести	tiltakozás
протести	tiltakozások
протести	tüntetések
шеф	szakács
шеф	séf
шеф	főnök
завтра	holnap
обряд	rítus
обряд	szertartás
боксери	boxer
жозеф	joseph
жозеф	józsef
зупинка	megállás
зупинка	megállítani
зупинка	leállt
зупинка	megállt
поліцейських	rendőrök
допомагати	segít
дзвін	harang
дзвін	harangok
дзвін	csengő
дзвін	bell
дзвін	harang
проміжок	intervallum
удари	csap
удари	csapok
удари	ütések
удари	ütéseket
холодний	hidegen
холодний	hideg
холодний	jeges
кавалерії	lovasság
сорок	negyven
вантажний	rakomány
епізоди	epizódjainak
епізоди	epizódok
епізоди	epizód
відпочинок	szabadidő
відпочинок	kikapcsolódás
відпочинок	pihenés
відпочинок	többi
відпочинок	pihenő
автомат	gépezet
автомат	gép
апостол	apostol
липа	lipa
липа	tilia
калію	kálium
кінцівок	végtagok
цифр	számjegye
цифр	számjegy
змінився	megváltozott
змінився	változott
замінено	levált
замінено	helyébe
пів	fele
подвійний	kettős
подвійний	dupla
подвійний	duplán
подвійний	kettős
вирішують	megoldani
нараховується	megítélt
нараховується	odaítélt
сортування	rendezés
сортування	rendezés
сортування	válogatás
розробок	fejlemények
розробок	fejlesztések
організми	szervezetek
організми	organizmus
організми	élőlények
десант	támadás
більшим	nagyobb
більшим	nagyobbak
місій	missziók
путін	putyin
юридичні	jogi
юридичні	legális
юридичні	törvényes
труси	bugyi
труси	boxer
пишеться	bűbáj
пишеться	varázsige
пишеться	varázslat
організували	elrendezett
барбара	barbara
виняток	kivételek
виняток	kivétel
законодавчих	jogalkotási
знижує	csökken
колу	kóla
колу	kokó
сосни	pines
павільйон	pavilon
копіювання	másolat
копіювання	másolatot
подарунок	ajándék
подарунок	ajándék
подарунок	jelen
буркіна	burkina
блиск	ragyogás
блиск	ragyog
обстеження	értékelt
продати	eladás
аркадій	arkagyij
помічника	asszisztens
помічника	segéd
стамбул	isztambul
рівність	egyenlőséget
рівність	egyenlőség
іноземців	külföldiek
захоплено	megszállták
фаза	szakasz
фаза	fázis
прочитати	olvasott
мовознавство	nyelvészet
існуючі	meglévő
існуючі	meglevő
існуючі	létező
електроніка	elektronika
електроніка	elektronikai
електроніка	elektronikusan
електроніка	elektronikus
зімбабве	zimbabwei
зімбабве	zimbabwe
координації	koordináció
координації	koordinációs
перетворити	átalakítás
перетворити	átalakítás
зварювання	hegesztő
ескадрильї	század
дизайнер	tervező
партнерів	haverok
дощів	esős
цинку	cink
узагальнення	általánosítás
комуністи	kommunisták
судові	bíróság
судові	udvar
судові	court
судові	számvevőszék
ленін	lenin
болгарський	bolgár
говорили	beszél
говорили	beszélő
говорили	beszélt
говорили	beszéltem
говорили	beszélt
говорили	beszéltem
фрукти	gyümölcs
фрукти	gyümölcsök
фрукти	gyümölcsöt
фрукти	gyümölcs
фрукти	gyümölcsök
марсі	marcy
міф	mítosz
промені	gerendák
промені	sugarak
партнер	társ
партнер	partner
партнер	társa
партнер	társam
дельта	delta
чудовий	csodás
чудовий	csodálatos
очікування	vár
очікування	várakozás
очікування	várunk
очікування	várok
налаштування	beállítás
налаштування	csapda
налаштування	konfigurációs
налаштування	beállítások
налаштування	kedvezmények
налаштування	preferenciák
налаштування	beállítások
рушій	hajtómű
рушій	motor
старші	idősebbek
старші	öregebb
старші	idősebb
старші	régebbi
навички	készségek
навички	képességek
навички	készség
завдали	előidézett
завдали	okozta
завдали	okozott
зустрічей	találkozók
зустрічей	időpontok
зустрічей	találkozók
зустрічей	ülésein
зустрічей	ülései
зустрічей	ülések
зустрічей	megbeszélések
діалог	lekérdezés
діалог	párbeszédre
діалог	párbeszéd
едо	edo
купити	beszerzés
купити	vásárlás
купити	vétel
купити	vegyél
купити	venni
купити	vásárol
купити	megvásárolni
цивільний	civil
цивільний	polgári
цивільний	civil
цивільний	polgári
потяги	vonatok
принцеси	hercegnők
доставки	hajózás
доставки	szállítás
доставки	hajózási
практичне	gyakorlati
практичне	praktikus
завершується	befejezi
завершується	befejezés
шини	gumik
шини	busz
шини	autóbusz
шини	busszal
переробка	újrahasznosítás
дане	dane
дане	dán
житель	polgár
житель	állampolgár
житель	polgárok
брокгауза	efron
демократичний	demokratikus
демократичний	demokrata
демократичний	demokraták
демократичний	demokrata
погіршення	romló
сирія	szíriában
сирія	szíria
індіана	indiana
боже	isten
прикрашені	díszítették
ситуаціях	helyzetekben
ситуаціях	helyzetek
зараження	fertőzöttek
зараження	fertőzött
зараження	megfertőződött
зараження	fallout
захисників	védők
форд	ford
фірмі	cég
фірмі	határozott
юхимович	raszputyin
лід	ólom
лід	vezet
лід	jég
лід	ice
помітні	feltűnő
соціалістів	szocialisták
дунай	duna
демо	bemutató
демо	demó
прибрати	tiszta
прибрати	clean
прибрати	eltávolítás
прибрати	eltávolítása
палаті	ward
темний	sötét
мусульмани	muszlim
мусульмани	muzulmán
мусульмани	muszlimok
мусульмани	muszlimok
видобування	ragadozó
видобування	mészáros
видобування	hasfelmetsző
облога	ostrom
ходів	mozog
ніколас	nicholas
ніколас	miklós
брами	kapuk
брами	gates
брами	kapu
баррі	barry
лувр	louvre
фішер	fisher
фішер	fischer
додаткова	extra
додаткова	kiegészítő
додаткова	kiegészítés
казані	kazan
претендентів	beadványok
гарно	szep
гарно	szép
перетворено	átalakított
геологічних	geológiai
перекласти	fordítás
перекласти	lefordítani
корі	corey
корі	cory
корі	cori
перемагає	győzelem
перемагає	nyerő
груди	mellkasi
груди	láda
груди	mell
груди	mellkas
груди	melle
груди	mell
допоміжні	asszisztensek
вченим	tudós
птаха	madár
стадія	színpad
стадія	színpadon
повідомили	tájékoztatta
повідомили	tájékoztatott
повідомили	tájékozott
ззовні	kint
ззовні	kívül
рейд	razzia
рейд	rajtaütés
пояснив	elmagyarázta
пояснив	magyarázta
автоматична	automata
автоматична	automatikus
партизани	gerillák
партизани	gerillák
партизани	partizánok
отвори	lyukak
зближення	határok
сухі	szárazon
сухі	száraz
поповнення	utánpótlás
поповнення	katonák
поповнення	csapatok
розіграш	sorsolás
жива	élve
жива	életben
жива	él
фасо	faso
фізично	fizikailag
фізично	fizikai
дивитися	óra
дивитися	vigyázz
дивитися	nézni
дивитися	nézem
дивитися	nézi
ставлять	fajta
жанна	jeanne
таємниця	titokzatos
таємниця	rejtély
таємниця	rejtélyes
таємниця	titok
таємниця	titkos
таємниця	titoktartás
творців	alkotók
застосувати	alkalmazni
застосувати	jelentkezz
печер	barlangok
коротко	röviden
коротко	rövid
вагон	szekér
вагон	kocsi
вагон	szekeret
тяжко	nehéz
тяжко	kemény
тяжко	ápolói
тяжко	ápoló
нагляду	felügyelet
молодша	fiatalabbnak
молодша	fiatalabb
молодша	fiatalabbak
описи	leírások
куб	kocka
напали	megtámadott
напали	megtámadta
напали	megtámadtak
універсальний	egységes
універсальний	egyesített
універсальний	univerzális
універсальний	egyetemes
подивитися	lásd
подивитися	óra
подивитися	vigyázz
подивитися	nézd
очікується	várt
очікується	várható
очікується	függőben
очікується	folyamatban
матвій	matthew
матвій	máté
печерської	erődítmény
членство	tagság
членство	tagsági
оригінальне	eredeti
звернутися	konzultálni
звернутися	konzultáció
повітряна	légi
повітряна	antenna
повітряна	levegő
повітряна	air
подають	szolgálta
подають	szolgált
подають	szolgálja
подають	szolgál
битв	csatatéren
ірак	irak
ірак	iraki
гомер	homer
орда	horda
смирнов	szmirnov
степ	sztyeppe
пострілів	lövések
пострілів	feles
пострілів	lövés
тінь	árnyékok
тінь	árny
тінь	árnyék
переглянути	felülvizsgálat
переглянути	kritika
переглянути	lásd
переглянути	megtekintés
переглянути	kilátás
переглянути	nézet
антологія	anthology
інтенсивність	intenzitás
інтенсивність	intenzitása
інтенсивність	erőt
інтенсивність	erő
християни	keresztény
християни	christian
християни	keresztények
християни	keresztények
паша	pasa
викрадення	emberrablás
простіше	könnyebb
простіше	könnyebben
простіше	egyszerűbb
простіше	egyszerűbben
простіше	egyszerűbb
олівер	oliver
олівер	olivér
фундамент	alap
фундамент	alapítvány
окреме	különálló
окреме	elkülönített
окреме	külön
оподаткування	adóztatás
оподаткування	adózás
нагляд	felügyelet
ходити	séta
ходити	sétálni
ходити	sétál
ходити	gyalog
заборонені	tilos
заборонені	tiltott
хоккайдо	hokkaido
волтер	walter
орест	oresztész
ключі	kulcs
ключі	kulcsokat
ключі	kulcsok
салоні	kunyhó
салоні	kabin
землеробство	mezőgazdasági
землеробство	mezőgazdaság
бак	buck
бак	bac
самка	nőnemű
самка	nő
самка	női
самка	nőstény
таблиць	táblák
таблиць	asztal
таблиць	táblázatok
таблиць	táblázat
таблиць	asztalok
гарольд	harold
турин	torino
скрізь	mindenütt
скрізь	mindenhol
приєднатися	csatlakozz
приєднатися	csatlakozás
меблі	bútorok
меблі	bútor
відзначено	jelzi
платон	platón
грудей	melle
грудей	mell
збережені	megmentette
збережені	mentve
збережені	mentett
сенатор	szenátor
гітари	harmonikus
буш	bush
буш	bokor
глибокий	mély
просте	egyszerű
просте	szimpla
хутро	szőrme
хутро	szőr
хутро	bunda
зареєстрований	bejegyzett
зареєстрований	regisztrált
зареєстрований	nyilvántartott
іванова	ivanova
чеської	csehország
чеської	cseh
дано	megadott
дано	adva
дано	megadva
дано	adott
посадку	landolás
посадку	leszállás
поліпшити	észrevehető
поліпшити	érzékelhető
скандал	botrány
скандал	botrányos
скандал	botrányok
арабські	arab
арабські	arabul
кей	kay
реп	rap
астронавти	űrhajósok
обеліск	obeliszk
збирає	gyűjt
збирає	összegyűjti
збирає	gyűjti
збирає	építi
збирає	épít
референдум	népszavazás
патент	szabadalmi
патент	szabadalom
супер	super
супер	szuper
аматорів	amatőrök
їсти	evés
їсти	enni
їсти	eszik
їсти	egyél
відправлення	indulási
відправлення	távozás
відправлення	indulás
зручності	kényelem
зручності	kényelmi
прихід	érkezés
строго	szigorúan
чверть	negyedév
чверть	negyed
протест	ellenvetés
протест	tiltakozás
протест	tüntetés
фермі	fermi
інтенсивно	heves
інтенсивно	intenzív
меню	menü
меню	menük
брюссель	brüsszelben
брюссель	brüsszeli
брюссель	brüsszel
забезпечувати	megfelelően
яйце	tojást
яйце	tojás
боснія	bosznia
боснія	boszniai
турецькі	török
побачила	láttam
побачила	látta
побачила	fűrész
складна	nehéz
складна	kemény
владимир	vlagyimir
владимир	vladimir
сир	sajtos
сир	sajtok
сир	sajt
трилер	thriller
путіна	putyin
півфіналі	elődöntőben
всесвітньо	neves
сніг	havazik
сніг	hó
сніг	hófehérke
сніг	havazás
необхідним	szükségesek
необхідним	szükséges
мануель	manuel
дейв	dave
вілен	vilaine
візит	látogatás
чинний	érvényes
чинний	érvényessége
чинний	érvényességi
напої	ital
напої	igyál
напої	ital
напої	igy
напої	italok
напої	italok
напої	italt
напої	iszik
напої	ital
збирають	betakarítás
куль	golyó
куль	töltények
куль	golyók
співає	dalol
співає	énekel
співає	énekli
співає	ének
співає	éneklés
співає	énekelni
співає	énekel
попередніми	kártyás
альфонсо	alfonso
класичні	klasszikus
класичні	classic
картах	térkép
картах	térképeket
картах	térképek
грант	grant
співав	sang
співав	énekelt
співав	énekeltem
фінансова	pénzügyi
жук	bogár
надані	megadott
надані	feltéve
ведмідь	medve
ведмідь	bear
ведмідь	mackó
ведмідь	maci
сьомий	hetedik
протока	szoros
імператриця	császárnő
контролює	ellenőrzések
ісландія	izlandi
ісландія	izland
компаніями	üzletek
компаніями	vállalkozások
компаніями	vállalatok
компаніями	társaságok
компаніями	cégek
компаніями	vállalkozások
еро	hérault
заворушення	feszültségek
вітри	szél
вітри	szelek
безперервно	ismételten
логічно	logikusan
анджей	andrzej
вдова	özvegy
вдова	özvegye
кан	kang
кан	kahn
кан	kan
ботаніка	botanika
надійності	megbízhatóság
грін	greene
фрази	mondatok
фрази	kifejezéseket
фрази	kifejezések
символіка	szimbolizmus
суха	szárazon
суха	száraz
нормандії	normandie
гая	gaia
розрахунків	telepek
розрахунків	települések
негативний	negatív
вказівки	iránymutatás
вказівки	útmutatást
вказівки	útmutató
вказівки	útmutatás
вказівки	iránymutatás
вказівки	irányelvek
вказівки	utasítás
вказівки	utasításokat
вказівки	utasítások
вказівки	útmutató
їздив	lovagolt
здобич	zsákmány
здобич	préda
благодійний	jótékonyság
благодійний	jótékonysági
цезар	cézár
цезар	caesar
теннессі	tennessee
боббі	bobby
організовані	rendezett
організовані	szervezett
номера	számozott
номера	szám
номера	száma
озброєні	felfegyverkezve
озброєні	fegyveres
анголи	angola
приймав	alkalmazott
приймав	alkalmazottak
приймав	munkavállaló
приймав	munkatárs
вінсент	vincent
графи	grafikonok
нікола	nicola
нікола	nikola
традиційне	hagyományos
традиційне	tradicionális
підземний	alvilági
підземний	alvilág
голосувати	szavazz
голосувати	szavazás
голосувати	szavazat
голосувати	szavazzatok
екологічний	ökológiai
екологічний	korcs
юра	jura
домашній	otthon
домашній	itthon
домашній	haza
домашній	házi
різноманіття	sokszínűség
різноманіття	sokszínű
різноманіття	sokféleség
кримінальний	bűnöző
кримінальний	bűnözői
запиту	lekérdezés
соціальне	társadalmi
соціальне	szociális
будує	építi
будує	épít
буддизм	buddhizmus
описати	ismertesse
описати	leírni
вихідного	származó
практичні	gyakorlati
практичні	praktikus
палермо	palermo
готовність	kész
узбекистан	üzbegisztán
залишиться	marad
черепа	koponya
черепа	koponyát
геометрія	geometria
учасникам	résztvevőknek
учасникам	résztvevők
учасникам	résztvevő
вихідних	hétvégén
вихідних	hétvége
християнська	keresztény
християнська	christian
християнська	keresztények
справжня	real
справжня	valós
справжня	igazi
справжня	valódi
ледве	alig
шум	zaj
базиліка	bazilika
віа	via
релігій	vallások
гальмування	fékezés
конвенція	egyezmény
конвенція	konvent
атакували	üldözte
атакували	üldözött
насадження	bokrok
архіпелаг	szigetcsoport
прорив	áttörés
маркетинг	marketing
маркетинг	értékesítés
маркетинг	forgalmazás
джоан	joan
джоан	jeanne
джекі	jackie
інвестиції	beruházás
інвестиції	befektetés
інвестиції	befektetések
інвестиції	beruházások
інвестиції	beruházás
інвестиції	beruházások
інвестиції	befektetések
інвестиції	befektetés
інвестиції	befektetési
альберто	alberto
муніципальний	önkormányzati
футів	lábak
футів	láb
буріння	fúró
буріння	drill
складів	szótag
пейзажі	tájak
рекорди	feljegyzések
рекорди	records
рекорди	nyilvántartások
рекорди	nyilvántartás
дикі	wild
дикі	vadon
дикі	vadak
дикі	vad
нести	vinni
їжа	étel
їжа	élelem
їжа	élelmiszerek
їжа	táplálék
їжа	élelmiszer
їжа	gombóc
білгород	belgorod
християнський	keresztény
християнський	christian
християнський	keresztények
морально	társadalmilag
чеська	csehország
чеська	cseh
показані	megjelenített
повертаються	visszatérő
думав	hittem
думав	gondoltam
думав	gondolat
меценат	maecenas
громадське	nyilvános
громадське	nyilvánosság
громадське	nyilvánosan
громадське	publikus
гарний	jóképű
перевал	passz
білок	protein
білок	fehérje
білок	fehérjék
гвинтівка	puska
гвинтівка	puskát
бергамо	bergamo
юнацтва	fiatalok
юнацтва	ifjúsági
юнацтва	fiatalság
юнацтва	ifjúság
злочинців	bűnözők
злочинців	bűnözőknek
вопросы	kérdés
вопросы	kérdéseket
вопросы	kérdések
сату	satu
рідина	folyadék
рідина	folyékony
рідина	folyadék
натхнення	ihlet
натхнення	inspiráció
репутацію	hírneve
репутацію	hírnév
чимось	valami
чимось	valamit
надійність	megbízhatóság
надійність	megbízható
джеррі	gerry
джеррі	jerry
грузинська	grúzia
грузинська	grúz
сумський	szumi
знімати	forgatás
випадкових	random
випадкових	véletlenszerű
випадкових	véletlen
спинний	gerincvelő
спинний	gerinc
персональний	személyes
персональний	személyi
землетрус	földrengés
богу	isten
невідоме	ismeretlenek
невідоме	ismeretlen
регулярний	rendszeresen
регулярний	rendszeres
регулярний	normál
мартен	maarten
покращити	javítása
робітника	alkalmazott
робітника	alkalmazottak
робітника	munkavállaló
робітника	munkatárs
мюллер	müller
мюллер	müller
мюллер	mueller
мюллер	müller
рой	roy
лампи	lámpák
лампи	lámpa
еріка	erika
еріка	erica
клієнта	ügyfél
клієнта	kliens
допомогли	segített
допомогли	segítettek
чесно	őszintén
найближча	legközelebbi
запах	illata
запах	szag
запах	illat
запах	szag
запах	szag
запах	illat
гострий	sharp
гострий	éles
деніел	dániel
деніел	daniel
циклів	ciklus
циклів	ciklusok
робін	robint
робін	robin
робін	robyn
закрити	szoros
закрити	közel
закрити	bezárása
закрити	közeli
стануть	váljon
експерт	szakember
експерт	szakértő
гетто	gettóban
гетто	gettó
голуб	galamb
маркус	markus
маркус	marcus
монгольська	mongol
брюсселі	brüsszelben
брюсселі	brüsszeli
брюсселі	brüsszel
мовний	nyelvi
пальці	ujjak
пальці	ujj
пальці	uj
явка	vérszívó
явка	pióca
модулів	modulok
плита	tányér
плита	lemez
плита	tányért
плита	tűzhely
плита	sütő
присягу	eskü
ініціатива	kezdeményező
ініціатива	kezdeményezés
саундтрек	filmzene
робот	robot
визначати	meghatározni
переробити	regenerálódni
цифра	számjegy
цифра	számjegyű
обрати	válasszon
обрати	választás
сусіднього	szomszédos
фред	fred
зворотний	fordítva
зворотний	fordított
зворотний	retrográd
зоряний	csillaghajó
вузькі	szűk
вузькі	keskeny
професорів	professzorok
лоуренс	lawrence
глибокі	legmélyebb
дощ	esik
дощ	rain
дощ	eső
навігації	navigációs
навігації	navigáció
балет	balett
розпізнавання	hitelesítés
джин	gin
джин	gint
джин	jean
джин	gén
джин	gene
ліжок	ágyak
ліжок	ágy
проникає	szivárgás
проникає	szivárog
взаємодію	kölcsönhatások
взаємодію	kölcsönhatás
маямі	miami
маямі	miamiban
плакат	plakát
плакат	poszter
виставку	kiállítás
увійти	belépés
увійти	bejelentkezés
залишилось	megmaradt
залишилось	megmaradó
залишилось	fennmaradó
плату	díj
плату	díjazás
взяті	mellékelt
ранок	reggel
ранок	reggelt
освітні	oktatási
аллен	allen
презентації	megjelenítés
презентації	bemutatása
презентації	bemutató
презентації	előadások
отруєння	mérgezés
вайт	fehér
штурму	megsértése
штурму	jogsértés
штурму	rés
гвардія	őr
овочі	zöldség
овочі	növényi
овочі	zöldség
овочі	zöldségfélék
овочі	zöldségek
неаполь	nápolyi
неаполь	nápoly
альє	allier
абсолютний	abszolút
ахмед	ahmed
стажування	gyakornoki
стажування	gyakorlat
вимагати	követelés
вимагати	állítás
вимагати	igény
плацдарм	hídfőállást
політично	politikailag
пагорб	dombon
пагорб	domb
пагорб	hegy
пагорб	dombra
пагорб	hegyen
пагорб	hill
горіння	égésű
горіння	égés
франциска	franziska
танкові	páncélos
танкові	páncélozott
рейси	járatok
дром	drôme
бін	bab
корону	koronát
корону	crown
корону	korona
росс	ross
реалізм	realizmus
темна	sötét
ернест	ernest
певне	specifikus
певне	konkrét
канзас	kansasi
канзас	kansas
ринків	piacokon
ринків	piacok
розробили	fejlett
розробили	fejlesztett
розробили	kifejlesztett
розробили	kidolgozott
майбутні	közelgő
подорожей	utazik
подорожей	utazások
подорожей	utak
леві	levi
леві	levy
леві	illeték
консенсусу	egyetértés
консенсусу	konszenzus
заповнення	töltelék
заповнення	töltsd
допоможе	segít
загрожує	fenyeget
загрожує	fenyegeti
встановлювати	létrehozásáról
дужках	zárójel
кваліфікація	végzettség
кваліфікація	minősítés
кваліфікація	minősítési
кваліфікація	képesítés
лініями	vonalak
лініями	sorok
приріст	növekedés
нікарагуа	nicaragua
відвідати	látogató
відвідати	látogatás
відвідати	látogatóban
митець	művész
митець	előadó
алея	pláza
алея	bevásárlóközpont
алея	sikátorban
алея	sikátor
змінної	változtatható
змінної	változó
космонавт	űrhajós
космонавт	űrhajósok
вогні	lámpák
вогні	fények
вогні	világítás
обладнанням	hardver
потенційно	potenciálisan
веслування	evezés
заколот	lázadás
напій	igyál
напій	ital
напій	igy
боках	jelzések
боках	jelölések
сумніву	kétely
сумніву	kétséges
сумніву	kétség
сумніву	kétségek
далекий	far
далекий	messze
далекий	messzire
александер	sándor
александер	alexander
мінор	kiskorú
мінор	kisebb
кілометри	kilométer
оплати	fizetési
оплати	kifizetés
оплати	fizetség
оплати	fizetés
джонатан	jonathan
зруйнували	tönkretette
зруйнували	tönkrement
зруйнували	tönkretett
безвісти	mia
ном	nom
товар	termék
товар	árut
товар	áru
невже	tényleg
невже	igazán
виділив	kiosztott
гострі	sharp
гострі	éles
сплави	ötvözet
сплави	ötvözött
сплави	ötvözetek
дозвілля	szabadidő
франсіско	francisco
видала	kibocsátott
видала	kiadott
видала	kiadva
забрали	vette
забрали	elvitte
конкуренції	versenyképes
конкуренції	versengő
повідомила	figyelmeztetett
відповідали	egyező
проїзд	lovagolni
проїзд	átjáró
рококо	rokokó
хотіла	akartam
хотіла	körözött
математична	matematika
математична	matematikai
математична	matek
математична	matematika
факто	facto
живим	élve
живим	életben
живим	él
бабуся	nagymama
бабуся	nagyi
бабуся	nagymama
навчальна	oktatási
кішки	macskák
кішки	cicák
кішки	calico
катастрофа	katasztrófa
катастрофа	katasztrófa
ідеологія	ideológia
тренто	trento
різноманітність	sokszínűség
різноманітність	sokszínű
різноманітність	sokféleség
різноманітність	fajta
тонкий	vékony
тонкий	sovány
компетенції	joghatósága
компетенції	hatáskör
компетенції	joghatóság
христина	christina
христина	krisztina
христина	christine
крісті	christie
крісті	christy
анти	anti
мадам	asszonyom
бал	bál
бал	labdát
бал	golyó
бал	labda
бал	ball
бал	osztályozás
ралі	rally
ралі	gyülekező
ралі	gyűlés
темп	tempó
дружині	feleségem
дружині	felesége
дружині	feleség
пережив	túlélte
павел	paweł
павел	pavel
переїхали	elköltözött
переїхали	költözött
бізнесмен	üzletember
верде	verde
підкорення	hódítás
підкорення	uralkodj
підкорення	beadvány
підкорення	benyújtására
підкорення	benyújtása
заєць	nyúl
цвіте	bloom
цвіте	virágzik
акцент	akcentus
акцент	akcentussal
акцент	akcentusa
жертва	áldozat
жертва	áldozatot
жертва	áldozat
туркменістану	türkmenisztán
надруковано	nyomtatott
надруковано	nyomott
угорці	magyarok
назовні	ki
фехтування	vívás
креслення	cselekmény
креслення	rajzok
креслення	rajzokat
креслення	rajza
креслення	rajz
креслення	rajzol
японці	japán
японці	japánok
заслужена	megérdemelte
заслужена	megérdemelt
ініціатор	kezdeményező
націоналізм	nacionalizmus
лівану	libanon
лівану	libanoni
моніторинг	monitoring
моніторинг	megfigyelés
моніторинг	ellenőrzés
ізоляції	szigetelés
ангел	angyal
ангел	angel
ангел	angyalka
організатори	szervezők
юнайтед	united
юнайтед	egyesült
успішний	sikeres
успішний	sikeresen
прокурор	ügyész
прокурор	főügyész
кроків	lépcső
кроків	lépcsők
кроків	lépések
кроків	lépés
кроків	lépéseket
данте	dante
снаряд	lőszer
снаряд	lőszerek
снаряд	lőszert
снаряд	lövedék
біблія	biblia
біблія	bibliát
поттер	potter
гамільтон	hamilton
старіння	öregedés
старіння	öregszik
старіння	öregedés
подавати	szolgálni
юань	yuan
ресурсу	erőforrás
ресурсу	forrás
рейс	reyes
рейс	repülőút
рейс	repülés
рейс	járat
рейс	repülési
вимога	kötelezettség
вбиті	levágott
вбиті	lemészárolták
круглий	lepényhal
круглий	kör
круглий	kerek
круглий	forduló
круглий	körbe
знайомство	találkozni
