mississippi	미시시피
rogers	로저스
cat	고양이
int	int
úzký	좁은
úzký	좁아
úzký	좁다
krajní	극단
krajní	익스트림
krajní	극한
interaktivní	인터랙티브
interaktivní	대화형
interaktivní	대화식
skutečná	진짜
skutečná	리얼
skutečná	레알
hong	홍대
fóra	포럼
fóra	포럼
restaurací	음식점
restaurací	레스토랑
restaurací	식당
odborníky	전문가들
odborníky	전문가
harvard	하버드
pascal	파스칼
kristýna	크리스티나
kristýna	크리스틴
omyl	실수
doklad	문서로
doklad	문서
curychu	취리히
curychu	취리히
přidá	추가
doprovod	호위
elektronická	전자
elektronická	일렉트로닉
atlantě	애틀랜타
atlantě	아틀란타
atlantě	애틀란타
poražený	패배
poražený	루저
poražený	패자
obchodníci	상인
obchodníci	상인인
obchodníci	딜러
tampere	탐페레
buněčné	셀룰러
vůdci	리더
vůdci	지도자
mezery	공간
mezery	공백
mezery	틈새
mezery	간격
mezery	띄어쓰기
mezery	간격
mezery	간격
kořenů	뿌리
kořenů	뿌리기
odsouzení	판결
velvyslanec	대사
trojúhelník	삼각형
trojúhelník	트라이앵글
midi	미디
midi	midi
soudců	판사
římany	로마인
vazbě	양육
vazbě	구류
nedostatečné	부족함
zkouška	테스트
zkouška	시험
zkouška	리허설
zkouška	테스트
zkouška	검사
zkouška	시험
styly	스타일스
styly	스타일
navrhnout	제안
akutní	급성
lehčí	라이터
podsvětí	언더월드
dělo	대포
dělo	캐넌포
dělo	캐논
eden	이든
eden	에덴
omezený	한정
omezený	제한된
klinické	임상
wallace	월리스
sucha	가뭄
dlouhodobý	평생
klanu	클랜
mapu	지도
uložit	저장하기
uložit	저장
vynález	발명
vlast	조국
vlast	조국
mědi	구리
zobák	부리
bezpečné	안전한
bezpečné	무사히
bezpečné	안전
bezpečné	보안
svařování	용접
platný	유효합니다
platný	유효
platný	유효한
jmění	포춘
helen	헬렌
genesis	제네시스
genesis	창세기
genesis	천지창조
ochránce	보호자
tesla	테슬라
turku	투르크인
turku	투르크
výhodné	편리하다
výhodné	편리
menšina	소수
luke	루가
luke	루크
trubky	파이프
trubky	튜브
trubky	나팔
dvojčata	쌍둥이
dvojčata	트윈스
gregory	그레고리
gregory	그레고리우스
speed	속력
speed	속도
speed	스피드
členské	멤버
členské	회원
vize	비전
vize	시력
vize	시각
záhřeb	자그레브
diana	diana
zastupuje	나타냅니다
učitelé	교사들
učitelé	교사
islámské	이슬람
hladká	부드럽게
hudson	허드슨
pearl	진주
charitativní	자선
charitativní	자선단체
charitativní	자선
svaly	근육
svaly	근육
vynalezl	발명
kodaň	코펜하겐
moše	모셰
afd	afd
rybníku	연못
kouzlo	철자
kouzlo	마술
kouzlo	마법
kouzlo	magic
kouzlo	매직
mozilla	모질라
vietnam	베트남
harryho	해리
harryho	헤리
ustoupit	후퇴
glenn	글렌
peace	피스
peace	peace
peace	평화
pošle	보냅니다
mechanismy	메커니즘
pracovníky	노동자
pracovníky	노동자들
pracovníky	근로자
kritici	비평가
sklad	창고
sklad	웨어하우스
sklad	저장소
sklad	스토리지
sklad	저장
ústředí	본부
ústředí	본사
emily	emily
emily	에밀리
velitelé	지휘관
vyrobený	제조
vyrobený	made
vyrobený	만든
slávu	명성
slávu	페임
slávu	영광
slávu	글로리
hmota	물질
hmota	미사
hmota	매스
hmota	대량
hmota	질량
trenýrky	반바지
očekávat	기대
ježek	고슴도치
idea	아이디어
idea	idea
litrů	갤런
napájení	파워
napájení	전력
napájení	권력
rolls	롤스
marin	마린
camp	캠프
ios	ios
čest	명예
čest	영광
čest	명예
odstoupení	사직
odstoupení	철수
odstoupení	금단
polokouli	반구
úmluvy	컨벤션
úmluvy	조약
úmluvy	협약
úmluvy	컨벤션
žaludku	위장
guvernéra	주지사
vancouveru	밴쿠버
modlitba	기도
modlitba	기도
promoval	졸업
vlákno	섬유
vlákno	스레드
vlákno	대화
šípy	화살
šípy	화살표
monica	모니카
brzdy	브레이크
brzdy	브레이크
postižené	비활성화
postižené	영향받음
postižené	영향권
dylan	딜런
týdně	주간
týdně	매주
chápání	이해
chápání	이해하기
blanc	블랑
tobolka	캡슐
rasa	레이스
rasa	경주
rasa	인종
rasa	경쟁
monika	모니카
navždy	영원
navždy	영원히
navždy	forever
navždy	영원한
nadání	재능
nadání	탤런트
nadání	재능
nadání	탤런트
závažné	심각한
závažné	심각해
závažné	심각하다
závažné	심각하게
playstation	플레이스테이션
bart	bart
bart	바트
suzuki	스즈키
neobvyklé	특이한
neobvyklé	unusual
skoky	점프
skoky	장애물
skoky	점핑
skoky	점프
přečíst	읽음
přečíst	읽어보기
přečíst	읽기
přečíst	읽는다
přečíst	읽고
kennedyho	케네디
hraně	엣지
hraně	모서리
hraně	edge
dýchání	호흡
dýchání	호흡
vět	문장
korejské	한국인
korejské	한국
korejské	한국어
minerály	미네랄
věrnost	충성
věrnost	멤버십
sněmovna	하우스
klávesnice	키보드
klávesnice	키보드
dohled	감시
vlhkost	습기
vlhkost	수분
vlhkost	습도
vlhkost	습기
projekce	프로젝션
projekce	도법
projekce	투영
kentucky	켄터키
přežít	생존
přežít	살아남기
tajný	시크릿
tajný	비밀
dotazy	질문
dotazy	쿼리
dotazy	문의
nápoje	음료
nápoje	음료수
nápoje	음료
nápoje	음료수
nápoje	음료
nápoje	음료수
zpoždění	지연
zpoždění	지연이
zpoždění	늦은
zpoždění	지각
zpoždění	늦게
zpoždění	지연
zpoždění	지연
misionář	선교사
brad	브래드
beatrix	베아트릭스
panely	패널
genetické	유전자
prokázat	증명
autority	권위
keramiky	도자기
keramiky	세라믹
keramiky	도자기
opravena	교정
carmen	카르멘
křivky	곡선
křivky	커브
křivky	곡선
mysl	마음
mysl	마인드
španělé	스페인인
peking	베이징
peking	베이징
noze	다리
obrovská	거대
obrovská	거대한
opak	반대편
opak	반대로
opak	반대
fbi	fbi
šedý	회색
šedý	그레이
šedý	회색
šedý	그레이
šaty	드레스
šaty	드레스
šaty	옷이
ostrý	샤프
ostrý	예리
smíšená	엇갈린다
smíšená	혼합
zpívat	sing
zpívat	노래
rána	상처
rána	부상
salon	미용실
salon	살롱
milost	자비
milost	그레이스
milost	은혜
poláci	폴란드인
zákazníky	고객
nadšení	흥분
nadšení	열정
nadšení	열정
nadšení	흥분
bojiště	배틀필드
levnější	저렴한
někam	어딘가
nemocný	아파
nemocný	아픈
nemocný	아프다
kritický	크리티컬
elektronický	전자
elektronický	일렉트로닉
xxx	xxx
jesse	제시
horizontální	수평
rozpuštění	해산
platforma	플랫폼
face	얼굴
face	얼굴이
účinný	효과적
stanoviska	의견
módy	패션
vzpoura	반란
vzpoura	폭동
vzpoura	반란
vzpoura	반란
poselství	메시지
poselství	메세지
poselství	메시지
poplatek	청구
poplatek	충전
poplatek	전하
poplatek	요금
poplatek	수수료
fragmenty	단편
odstraněn	삭제됨
odstraněn	삭제함
odstraněn	삭제되었습니다
core	핵심
core	코어
level	레벨
level	수준
ghz	ghz
výbuch	폭발
výbuch	폭발
valentin	발렌틴
egyptský	이집트
egyptský	이집트
egyptský	이집트어
četnost	주파수
četnost	빈도
vista	비스타
meyer	마이어
wwe	wwe
cook	요리사
aplikovat	적용
aplikovat	적용하기
aplikovat	신청
vpřed	전진
vpřed	전달
vpřed	앞으로
angela	안젤라
angela	안젤로
spisovatelé	작가
isaac	이삭
nápověda	힌트
deváté	아홉번째
sportovci	운동선수
deprese	우울
deprese	우울증
cameron	캐머런
cameron	카메론
manipulace	처리
manipulace	취급
manipulace	다루기
manipulace	조작
lisabon	리스본
mason	메이슨
mason	mason
kafka	카프카
oda	oda
skot	스코틀랜드
skot	스코틀랜드인
skot	가축
registru	레지스트리
vně	밖에서
vně	외부
vně	바깥
výdaje	지출
výdaje	비용
doplněk	보완
doplněk	악세사리
doplněk	액세서리
doplněk	보충제
doplněk	보충
dokončeno	완료
dokončeno	완료되었습니다
dokončeno	완료
dokončeno	완료되었습니다
dokončeno	완료
dokončeno	완성
přijato	채택
přijato	입양
hypotéza	가설
sériová	직렬
sériová	시리얼
mizí	사라지는
kilogramů	킬로그램
romantické	낭만
romantické	낭만주의
romantické	로맨틱
romantické	낭만적
jeremy	제레미
copa	코파
myši	mice
myši	생쥐
myši	생쥐
myši	마우스
akcie	주식
akcie	주식
akcie	공유
akcie	주식
akcie	재고
menu	메뉴
menu	메뉴
oblouky	아치
ieee	ieee
kabinet	내각
titan	타이타늄
titan	티타늄
titan	타이탄
titan	티탄
dynastií	왕조
siemens	지멘스
vodopády	폭포
vodopády	폭포
vodopády	폭포수
vodopády	폭포
grafu	그래프
pila	마셨다
snů	드림
owen	오웬
řádky	라인
nejdřív	우선
nejdřív	퍼스트
nejdřív	처음
nejdřív	먼저
následovat	팔로우
ekologie	생태주의
ekologie	생태학
kružnice	서클
kružnice	circle
odpovědí	답장
odpovědí	응답
odpovědí	답글
odpovědí	답변
privilegia	권한
pěšky	산책
pěšky	걷기
přeloženo	번역
indická	인도인
indická	인도
indická	인디언
tajná	시크릿
tajná	비밀
muslimů	무슬림
hoffmann	호프먼
hoffmann	호프만
díry	구멍
díry	구멍이
díry	구멍
díry	구멍이
zbrojnice	무기고
složku	폴더
složku	디렉터리
telefony	전화
telefony	전화기
belgické	벨기에
kavkazu	캅카스
kosova	코소보
irák	이라크
švýcarská	스위스
kypru	키프로스
lékařský	의학
lékařský	의료
odděleny	분리됨
odděleny	별거
seskupení	클러스터
seskupení	성단
seskupení	클러스터
zrcadlo	거울
zrcadlo	미러
procento	퍼센트
procento	백분율
procento	비율
procento	퍼센트
procento	비율
duší	영혼
duší	소울
duší	영혼
berry	베리베리
berry	베리
potvrdit	확인하기
potvrdit	확인
sledoval	팔로우
hal	hal
bílkovin	단백질
bílkovin	단백질
conrad	콘라트
conrad	콘라드
conrad	콘래드
shoda	일치하기
shoda	일치합니다
shoda	매치
shoda	일치
palubu	갑판
dámy	숙녀
amatérský	아마추어
doi	doi
údržba	유지보수
údržba	정비
údržba	점검
spa	spa
spa	스파
identifikace	증명
identifikace	식별
identifikace	신분증
ztrát	손해
ztrát	손실
nehoda	교통사고
nehoda	사고
litevské	리투아니아어
litevské	리투아니아
strategické	전략적
doplňují	보완
publikovat	게시
publikovat	출판
publikovat	발행
rapid	급속
rapid	급속한
ejn	ein
protokoly	프로토콜
protokoly	의정서
ráje	파라다이스
ráje	천국
ráje	낙원
kent	켄트
vatikán	바티칸
obřad	의식
kameraman	카메라맨
nápoj	음료
nápoj	음료수
nápoj	음료
nápoj	음료수
chrámy	신전
chrámy	사원
ztvárnění	연출
ledvin	신장
ledvin	콩팥
ledvin	신장
ledvin	콩팥
ledvin	신장
claire	클레어
genů	유전자
médium	미디엄
médium	미디어
médium	중간
komunikovat	교류
komunikovat	소통
mutace	돌연변이
legální	합법적인
legální	법률
legální	합법적인
mučedník	순교
mučedník	순교자
vyřešení	해결
tag	태그
warren	워렌
narozena	born
narozena	출생
narozena	탄생
karibiku	캐리비안
karibiku	카리브
hodina	시간
racionální	합리적
psychologické	심리학
psychologické	심리
psychologické	심리적
napsané	서면
smyčka	루프
smyčka	반복
kdykoliv	언제든지
kdykoliv	언제라도
kdykoliv	언제든
plodu	태아
plodu	태아
závazné	정통
závazné	구속력
závazné	바인딩
zásobník	잡지
zásobník	매거진
zásobník	용기
zásobník	컨테이너
zásobník	클립
jednotu	통일
jednotu	단결
jednotu	유니티
jednotu	unity
dostupnost	가용성
dostupnost	접근성
naznačují	제안
charty	헌장
charty	전세
konzole	콘솔
konzole	콘솔
tanečník	댄서
tanečník	dancer
republik	공화국
xbox	엑스박스
rozpad	붕괴
muslimské	이슬람교
muslimské	무슬림
blokovat	차단
blokovat	블록
blokovat	블럭
doleva	좌파
doleva	왼쪽
sweet	달콤한
maroko	모로코
integrované	통합
odhady	추정치
odhady	추정
podobnost	닮음
výrobek	제품
salt	소금
judy	주디
judy	쥬디
manipulaci	처리
manipulaci	취급
manipulaci	다루기
manipulaci	조작
soukromě	비공개
soukromě	비공개로
křivka	곡선
křivka	커브
jose	조제
zlom	브레이크
zlom	휴식
zlom	break
romantický	낭만
romantický	낭만주의
romantický	로맨틱
romantický	낭만적
konrad	콘라트
fleming	플레밍
úder	펀치
kamarád	친구
neplatné	오류
vyloučit	제외
publikum	타겟
publikum	관객
rýže	라이스
konfigurace	설정
konfigurace	구성
odstavce	문단
odstavce	단락
odstavce	단락
respektovat	존경
respektovat	존중
lucembursko	룩셈부르크
doplňky	보충제
doplňky	악세사리
doplňky	액세서리
krystaly	크리스탈
buddhismus	불교
spuštěna	트리거
manhattan	맨해튼
zachytit	캡쳐
zachytit	캡처
galaxii	은하
galaxii	갤럭시
integraci	통합
domácností	가구
domácností	집안
domácností	가구
třídění	정렬
třídění	분류법
třídění	분류학
třídění	분류
třídění	정지
multimediální	멀티미디어
rex	렉스
společenská	사회주의
společenská	사회
společenská	사회적
fyzická	물리적
fyzická	물리
směrnice	지시
zaměstnanec	직원
obratlovců	척추동물
živin	영양소
živin	영양소
araby	아랍인
drog	마약
drog	약물
drog	의약품
poloměr	반지름
amatérské	아마추어
králík	토끼
gibson	깁슨
rossi	로스
pohledy	엽서
pohledy	견해
pohledy	조회
pohledy	조회수
bros	브라더스
fanoušci	팬들
gif	gif
vyhlídka	전망
jistá	특정
přistěhovalců	이민
přistěhovalců	이민자
dannyho	대니
slavná	유명한
slavná	유명해
slavná	유명인
slavná	유명하다
slavná	유명
horké	덥다
horké	hot
horké	뜨겁다
horké	뜨거운
golf	골프
malta	박격포
malta	몰타
oxfordu	옥스포드
oxfordu	옥스퍼드
pianista	피아니스트
externích	외부
hrany	모서리
hrany	가장자리
alkohol	주류
alkohol	알코올
levá	좌파
levá	왼쪽
explorer	익스플로러
explorer	탐색기
explorer	탐험
podnikatele	사업가
podnikatele	기업인
podnikatele	사업가
podnikatele	기업가
zasáhnout	개입
průmyslový	공업
průmyslový	산업
dopravci	캐리어
marcela	마르셀
kypr	키프로스
unix	유닉스
náhrady	환불
náhrady	보상
náhrady	환불
mongolsko	몽골
solo	solo
solo	솔로
květiny	꽃이
strojírenství	공학
strojírenství	엔지니어링
viry	바이러스
viry	바이러스
atom	원자
atom	아톰
jeřáb	두루미
jeřáb	크레인
rapper	래퍼
světů	세계
otevírá	열립니다
otevírá	열기
servis	서비스
průsmyk	패스
pití	음주
pití	마시기
pití	음료
pití	음료수
pití	음료
pití	음료수
umělá	인조
umělá	인공
calais	칼레
revolver	리볼버
pořádal	주최
pořádal	호스팅
pořádal	호스트
odděleně	별도
odděleně	따로따로
odděleně	따로
odděleně	별도로
vybrána	선정
smyčky	루프
smyčky	루프
smyčky	반복
včera	어제
ústup	후퇴
malcolm	맬컴
malcolm	말콤
argumentace	인자
argumentace	인수
argumentace	논증
argumentace	인수
argumentace	논쟁
půlnoci	자정
půlnoci	midnight
půlnoci	미드나이트
půlnoci	미드나잇
arizona	애리조나
referenční	참조
referenční	참고
gmbh	gmbh
spencer	스펜서
dílna	워크샵
dílna	워크숍
křesťany	기독교인
nejkratší	최단
nemocné	아파
nemocné	아픈
nemocné	아프다
běžec	달리기
neúspěšné	실패
sjednotit	단결하라
sjednotit	단결
spolupracovník	동료
draka	연이
krvácení	출혈
krvácení	출혈
napíše	쓰기
závěrečná	기말고사
závěrečná	파이널
závěrečná	결승전
háj	그로브
dav	군중
dav	군중
mate	짝꿍
mate	메이트
peters	피터스
vlastenecké	애국
tropech	열대
tuhé	뻣뻣한
flotila	함대
flotila	플리트
praktický	실무
praktický	실용적
praktický	실용
vysílač	송신기
ajax	아이아스
falcon	팰컨
falcon	팰콘
relace	세션
relace	세션
alonso	알론소
úloha	작업
úloha	역할
luka	루가
luka	루크
jpeg	jpeg
nátlak	압력
nátlak	압박
nátlak	강제
tiger	호랑이
tiger	타이거
plánováno	예정된
plánováno	계획
doug	덕이
doug	더그
formování	형성
formování	조성
úmluva	조약
úmluva	협약
úmluva	컨벤션
nábytek	가구
atomové	원자
tlačítka	버튼
tlačítka	단추
vzácná	희귀한
vzácná	귀한
vzácná	희귀
vzácná	드문
dobytek	가축
chuck	척척
chuck	투척
vzájemná	상호
hope	희망
irina	이리나
cbs	cbs
medina	메디나
zakázky	계약
zakázky	계약서
zakázky	조달
partnery	파트너는
partnery	파트너
betonu	콘크리트
přestavbu	재개발
henryho	헨리
vědce	과학자
vědce	과학자
pěkný	나이스
pokrytí	커버
pokrytí	덮개
pokrytí	표지
whisky	위스키
whisky	위스키
trvalý	영구적
trvalý	영구
cas	cas
baba	바바
dekorativní	장식
otáčení	회전
brooklyn	브루클린
brooklyn	브룩클린
svalů	근육
spider	거미
spider	스파이더
jensen	jensen
prezentaci	프레젠테이션
mathieu	마티외
rušení	간섭
svolení	권한
svolení	허가
svolení	허락
case	대소문자
case	케이스
case	사례
souhlasit	동의
pušky	소총
lvov	리비우
bombardér	폭격기
prostý	평원
prostý	평범
jedi	제다이
naplnění	물류
naplnění	이행
vokální	보컬
myspace	마이스페이스
santos	산토스
pastviny	목장
vůně	향기
vůně	향수
vůně	향기
vůně	냄새
němčina	독일
němčina	독일인
němčina	독일어
velikonoční	부활절
vlakem	열차
vlakem	기차
vlakem	트레인
bělehradu	베오그라드
esej	세이
esej	에세이
jake	제이크
sliby	약속
sezona	시즌
sezona	계절
předčasné	조산
křest	세례
křest	세례
zmizí	사라져
racek	갈매기
kodex	코덱스
oděv	복장
oděv	의류
oděv	옷이
náhled	미리보기
ubuntu	우분투
podmínkami	약관
podmínkami	용어
podmínkami	조건
bern	베른
prázdný	비어
prázdný	비어
kruhy	서클
kruhy	반지
kruhy	고리
hollywoodu	헐리우드
hollywoodu	할리우드
aaron	에런
aaron	아론
klávesista	키보디스트
firemní	기업인
firemní	기업
rukojmí	인질
rukojmí	인질
padá	떨어지고
padá	falling
padá	떨어지는
padá	폭포
orleans	올리언스
říkal	말했다
novináři	기자
novináři	저널리스트
novináři	기자
cpu	cpu
adler	애들러
adler	아들러
pravidelná	정규
pravidelná	보통
derek	데릭
dopady	영향
dopady	영향
dopady	효과
nigérie	나이지리아
modliteb	기도
překladů	번역
psychické	심리학
psychické	심리
psychické	심리적
tempo	속도
tempo	페이스
tempo	템포
elektrony	전자
nielsen	닐슨
nielsen	nielsen
nielsen	닐센
příležitostí	기회
triumf	트라이엄프
jessica	제시카
kina	영화
kina	극장
kina	영화관
kina	시네마
kina	영화
animace	애니메이션
animace	애니메이션
ples	프롬
ples	무도회
náhodné	무작위
náhodné	무작위로
náhodné	랜덤
vlhkosti	습기
vlhkosti	수분
vlhkosti	습도
vlhkosti	습기
předky	조상
lublani	류블랴나
diplom	디플로마
diplom	수료
průliv	해협
přirozená	자연
přirozená	천연
kořisti	전리품
kořisti	먹이
obrazovky	화면
obrazovky	스크린
skrývá	숨기기
překročení	초과
tygři	타이거즈
tygři	타이거스
tygři	호랑이
přeživší	생존
přeživší	생존자
přeživší	survivor
přeživší	생존자
evangelium	복음
evangelium	복음주의
evangelium	복음서
dodatek	부록
vzorků	견본
vzorků	샘플
čaje	홍차
uctívání	예배
uctívání	예배
uctívání	숭배
uctívání	경배
grey	회색
grey	그레이
zahradník	정원사
zahradník	가드너
dorazí	도착하다
dorazí	도착
dorazí	도착
registraci	등록
pratt	프랫
žid	유대인
žid	유대교
žid	유대인
brouk	벌레
brouk	버그
asistencí	어시스트
goa	고아
ruiny	폐허
giorgio	조르지오
vystupování	공연
vystupování	성과
clarke	클라크
striktně	엄격히
zkušený	경험
radikálně	급진주의
jasnost	명확성
thajsko	태국
thajsko	타이
slavní	유명한
slavní	유명해
slavní	유명인
slavní	유명하다
slavní	유명
kabinetu	내각
manželů	남편
pokroku	진행
bomba	폭탄
astronomické	천문
mléčné	낙농
stability	안정성
stability	안정
zastaví	정류장
