černych	τσερνίχ
premena	μετατροπής
premena	μετατροπή
premena	μεταμόρφωση
premena	μεταμόρφωση
vyriešiť	αποφασιστικότητα
vyriešiť	επίλυση
vyriešiť	λύσει
vyriešiť	επίλυση
mobile	mobile
mobile	κινητό
mobile	κινητή
mobile	κινητά
živí	ταΐζει
živí	ροές
živí	ζωντανός
živí	ζωντανό
živí	ζωντανοί
živí	ζωντανή
pietro	πιέτρο
roland	ρόλαντ
spracovania	μεταποίηση
spracovania	επεξεργασία
výslovnosť	προφορά
priehrady	φράγματα
vydávanie	έκδοσης
vydávanie	τεύχος
autorka	συγγραφέας
autorka	συγγραφέα
autorka	συντάκτης
politikov	πολιτικούς
politikov	πολιτικοί
uzavretá	κλειστό
uzavretá	κλειστο
uzavretá	κλειστή
uzavretá	κλειστά
jeruzalem	ιερουσαλήμ
stôp	πόδια
stôp	ίχνη
stôp	ράγες
stôp	ίχνη
kennedy	κένεντυ
kennedy	κένεντι
kennedy	κέννεντυ
kennedy	kennedy
pilotov	πιλότους
pilotov	πιλότοι
pilotov	χειριστές
odráža	αντικατοπτρίζεται
odráža	αντικατοπτρίζεται
odráža	αντανακλά
odráža	αντικατοπτρίζει
spoločná	άρθρωση
dolu	down
dolu	κάτω
dolu	κατω
progress	progress
progress	πρόοδος
progress	πρόοδο
obľúbené	αγαπημένο
obľúbené	αγαπημένος
obľúbené	δημοφιλή
obľúbené	δημοφιλείς
obľúbené	δημοφιλής
obľúbené	δημοφιλές
obľúbené	αγαπημένα
obľúbené	αγαπημένα
obľúbené	αγαπημένη
obľúbené	αγαπημένος
obľúbené	αγαπημένο
obľúbené	αγαπημένες
obľúbené	αγαπημένα
obľúbené	αγαπημένες
kino	κίνο
kino	κινηματογράφο
kino	σινεμά
kino	κινηματογράφος
značku	μάρκα
bomba	βόμβα
aplikácia	αίτηση
aplikácia	εφαρμογή
aplikácia	app
aplikácia	εφαρμογή
vyšetrenie	εξέταση
ázijské	ασιάτης
ázijské	ασιάτες
ázijské	ασιατική
ázijské	ασιατικό
zástupcu	αναπληρωτής
zástupcu	βοηθός
zástupcu	αναπληρωτή
štandardný	προκαθορισμένα
štandardný	αθέτηση
štandardný	προκαθορισμένη
štandardný	προκαθορισμένο
štandardný	προεπιλογή
štandardný	στάνταρ
štandardný	πρότυπο
štandardný	standard
psychológie	ψυχολογία
zameranie	εστιάζοντας
zameranie	επικέντρωση
zameranie	εστίαση
zameranie	στόχευσης
zameranie	στόχευση
zameranie	εστίαση
meter	μετρητή
meter	μετρητής
príbehov	ιστορίες
príbehov	παραμύθια
príbehov	ιστορίες
príbehov	ανακοινώσεις
jevgenij	γιεβγκένι
pozor	προσοχή
pozor	προσοχη
podrobnosti	λεπτομέρειες
podrobnosti	λεπτομέρειες
podrobnosti	λεπτομέρεια
obnovenie	αποκατάσταση
obnovenie	ανανέωση
metódu	τροπος
metódu	μέθοδος
malta	όλμο
malta	μάλτα
malta	malta
uzol	κόμβος
uzol	κόμπο
uzol	κόμπος
prednosť	προτεραιότητας
prednosť	προτεραιότητα
prednosť	υπεροχή
prednosť	προτίμηση
ean	ean
káder	αγιατολάχ
menšiny	μειοψηφία
menšiny	μειονότητα
menšiny	μειονοτήτων
menšiny	μειονότητες
prietok	ροή
striedavo	εναλλασσόμενο
striedavo	εναλλάξ
striedavo	εναλλάξ
prevzaté	τραβήχτηκε
mŕtvy	νεκροί
mŕtvy	νεκρή
mŕtvy	νεκρός
mŕtvy	νεκρό
vyrábali	κατασκευάζεται
vyrábali	κατασκευασμένα
vyrábali	κατασκευασμένο
vyrábali	παρασκευάζεται
vyrábali	κατασκευάστηκαν
vyrábali	κατασκευάζονται
leonard	λέοναρντ
leonard	leonard
menšiu	μικρότερος
menšiu	μικρότερο
menšiu	μικρότερες
menšiu	μικρότερα
menšiu	μικρότερη
algoritmus	αλγόριθμο
algoritmus	αλγόριθμος
ovládanie	έλεγχος
ovládanie	ελέγχου
ovládanie	ελεγχος
ovládanie	έλεγχοι
ovládanie	χειριστήρια
ovládanie	ελέγχων
strieborná	ασημί
strieborná	ασημένια
strieborná	σίλβερ
strieborná	ασήμι
strieborná	silver
vchod	είσοδος
vchod	είσοδο
popravený	εκτελέστηκαν
popravený	εκτελέστηκε
popravený	εκτελείται
popravený	εκτελεστεί
bel	μπελ
neoficiálne	ανεπίσημη
neoficiálne	ανεπίσημα
neoficiálne	ανεπίσημο
neoficiálne	ανεπίσημες
neoficiálne	ανεπίσημα
chicagu	σικάγο
chicagu	chicago
sekundárne	δευτερεύον
sekundárne	δευτεροβάθμια
sekundárne	δευτερεύουσα
skok	άλμα
zoskupenie	συστοιχία
zoskupenie	σύμπλεγμα
zoskupenie	σμήνος
zoskupenie	διασποράς
zoskupenie	ομαδοποίηση
gnu	gnu
obmedzenia	περιορισμούς
obmedzenia	περιορισμοί
obmedzenia	περιορισμούς
obmedzenia	περιορισμοί
obmedzenia	όρια
obmedzenia	περιορισμοί
reakciu	αντίδραση
tisíce	χιλιάδες
nezahŕňa	αποκλείει
pec	φούρνο
pec	φούρνος
pec	φούρνο
pec	κλίβανο
pec	pec
testovanie	δοκιμή
testovanie	δοκιμές
železníc	σιδηρόδρομοι
železníc	σιδηρόδρομος
železníc	σιδηροδρόμων
original	αυθεντικό
original	αρχική
original	πρωτότυπο
original	αρχικό
original	αρχικός
ekvivalent	ισοδύναμα
ekvivalent	ισοδύναμη
ekvivalent	ισοδύναμος
ekvivalent	ισοδύναμο
formáte	μορφη
formáte	μορφή
formáte	μορφότυπο
kapitánom	κυβερνήτη
kapitánom	καπετάνιος
belo	μπέλο
šľachtic	ευγενής
bejzbal	μπέιζμπολ
križovatky	τομή
križovatky	διασταύρωση
križovatky	διασταύρωση
križovatky	διασταυρώσεις
križovatky	σταυροδρόμι
križovatky	διασταυρώσεις
hollywood	χόλιγουντ
hollywood	χόλλυγουντ
hollywood	hollywood
hollywood	χόλυγουντ
obchodník	έμπορος
vegas	vegas
vegas	βέγκας
široko	ευρέως
rekonštrukcie	ανακαίνιση
rekonštrukcie	ανακατασκευή
rekonštrukcie	ανασυγκρότηση
rekonštrukcie	ανοικοδόμηση
ken	ken
ken	κεν
žiadal	ισχυρίστηκε
chaos	χάος
viacej	περισσότερο
viacej	περισσότεροι
viacej	πιο
viacej	περισσότερες
viacej	περισσότερα
schneider	σνάιντερ
collins	collins
collins	κόλλινς
collins	κόλινς
vysielač	πομπό
vysielač	πομπός
symbolizuje	συμβολίζει
symbolizuje	συμβολίζει
nominácie	υποψηφιότητες
chýbajú	λείπουν
chýbajú	λείπει
chýbajú	αγνοούμενος
chýbajú	αγνοείται
alba	alba
sledovanie	εντοπισμός
sledovanie	εντοπισμού
sledovanie	παρακολούθησης
sledovanie	παρακολούθηση
sledovanie	παρακολούθηση
sledovanie	επιτήρηση
sledovanie	follow
sledovanie	ακολούθησε
sledovanie	ακολουθήστε
sledovanie	ακολουθείστε
scénu	σκηνή
scénu	σκηνη
bohatstvo	περιουσία
bohatstvo	τύχη
bohatstvo	πλούτη
bohatstvo	πλούτος
bohatstvo	πλούτο
bohatstvo	πλούτη
titulok	επικεφαλίδα
titulok	λεζάντα
titulok	τίτλος
ovocie	καρποί
ovocie	καρπός
ovocie	φρούτο
ovocie	φρούτα
ovocie	καρποί
ovocie	φρούτα
kamery	κάμερες
observatórium	παρατηρητήριο
proste	απλα
proste	απλά
proste	απλώς
minca	κέρμα
minca	νόμισμα
označiť	ετικέτα
označiť	ταγκ
označiť	tag
označiť	μαρκ
označiť	μάρκ
označiť	mark
videli	εντοπίστηκε
videli	δει
videli	εθεάθη
videli	είδα
videli	είδε
videli	πριόνι
baptiste	μπαπτίστ
náboženská	θρησκευτικά
náboženská	θρησκευτική
náboženská	θρησκευτικές
náboženská	θρησκευτικό
kvapaliny	υγρά
kvapaliny	υγρά
nápad	ιδέα
nápad	ιδεα
morgan	morgan
morgan	μόργκαν
albánska	αλβανός
albánska	αλβανοί
albánska	αλβανική
albánska	αλβανικά
albánska	αλβανία
navrhnutá	σχεδιασμένη
navrhnutá	σχεδιασμένα
navrhnutá	σχεδιασμένος
navrhnutá	σχεδιασμένο
navrhnutá	σχεδιάστηκε
miestnosť	δωμάτιο
letel	πέταξε
zásob	απογραφή
zásob	απογραφές
zásob	απόθεμα
zásob	στοκ
hole	οπή
hole	τρύπα
dateformat	dateformat
brothers	αδέλφια
brothers	αδέρφια
brothers	αδελφοί
monika	monika
monika	μόνικα
ovplyvnená	επηρεάστηκαν
ovplyvnená	επηρεάσει
ovplyvnená	επηρεάζεται
ovplyvnená	επηρεάστηκε
ovplyvnená	επηρεάστηκαν
ovplyvnená	επηρεάζεται
ovplyvnená	επηρέασε
heineken	heineken
rozdelenia	διανομές
presnosť	ακρίβεια
presnosť	ακριβείας
presnosť	ακρίβεια
presnosť	ορθότητα
jam	μαρμελάδα
komplexné	περιεκτικό
komplexné	σύνθετο
komplexné	σύνθετη
komplexné	πολύπλοκος
komplexné	συγκρότημα
komplexné	σύνθετα
uložená	αποθηκευμένα
uložená	αποθηκεύτηκε
uložená	σώθηκε
uložená	έσωσε
uložená	αποθηκευμένες
turecký	τουρκικό
turecký	τουρκικά
turecký	τούρκος
turecký	τουρκική
zemetrasenie	σεισμός
zemetrasenie	σεισμό
zemetrasenie	σεισμός
zemetrasenie	σεισμούς
zemetrasenie	σεισμοί
pochopiť	κατάλαβε
pochopiť	καταλάβετε
pochopiť	κατανόηση
zväzkov	δέσμες
efekty	επιπτώσεις
efekty	επιδράσεις
efekty	εφέ
zeppelin	zeppelin
plošina	πλατφόρμα
plošina	εξέδρα
plošina	αποβάθρα
plošina	οροπέδιο
myslel	σκέψη
myslel	σκέψης
myslel	σκέψη
his	σσε
obmedzená	limited
obmedzená	περιορισμένη
obmedzená	περιορισμένα
obmedzená	περιορισμένο
obmedzená	περιορισμένος
obmedzená	περιορισμένη
obmedzená	περιορισμένος
obmedzená	περιορισμένο
uverejnil	δημοσιεύτηκε
uverejnil	καταχωρήθηκε
uverejnil	δημοσιεύθηκε
uverejnil	δημοσίευσε
beck	μπεκ
obchody	καταστήματα
obchody	μαγαζιά
obchody	δουλειές
obchody	business
obchody	προσφορές
obchody	συμφωνίες
obchody	καταστήματα
obchody	μαγαζιά
kentaur	κένταυρος
realizácia	εφαρμογή
realizácia	υλοποίηση
realizácia	πραγματοποίηση
realizácia	συνειδητοποίηση
realizácia	εκτέλεση
kriticky	κριτικά
kužele	κώνους
zachrániť	αποθήκευση
zachrániť	σώσει
zachrániť	save
zachrániť	αποθηκεύστε
zachrániť	σώσε
zachrániť	διάσωση
zachrániť	διάσωσης
pohrebu	κηδεία
slabo	ασθενώς
slabo	κακώς
dosiahne	επιτυγχάνει
rozpad	αποσύνθεση
apoštolov	απόστολοι
houston	χιούστον
slabé	αδύναμη
slabé	αδύναμο
slabé	αδύναμος
slabé	αδύναμοι
hercegovina	ερζεγοβίνη
pearl	περλ
pearl	μαργαριτάρι
priemerne	μέσος
priemerne	μέση
alignbars	alignbars
presadiť	επιβάλει
presadiť	επιβολή
kolesá	τροχών
kolesá	τροχούς
kolesá	ρόδες
kolesá	τροχοί
prichádzajú	φτάνοντας
mississippi	μισισιπή
zajatcov	αιχμάλωτοι
zajatcov	αιχμαλώτους
zajatcov	αιχμάλωτοι
zajatcov	κρατούμενοι
zajatcov	φυλακισμένοι
blog	blog
blog	μπλογκ
samec	αρσενικό
samec	άνδρας
samec	αρσενικά
samec	άρρεν
ramená	ώμους
ramená	ώμοι
ramená	μπράτσα
ramená	όπλα
ramená	οπλα
ramená	χέρια
ramená	όπλων
plní	εκτελεί
libreto	λιμπρέτο
western	δυτικά
western	γουέστερν
western	δυτικό
western	δυτική
western	western
špecifický	ειδικές
špecifický	συγκεκριμένα
špecifický	συγκεκριμένος
trvalé	ανθεκτικό
trvalé	ανθεκτική
trvalé	μόνιμες
trvalé	μόνιμο
trvalé	μόνιμος
trvalé	μόνιμη
trvalé	μόνιμα
baňa	ορυχείο
gilbert	γκίλμπερτ
double	διπλή
double	διπλό
double	διπλά
double	διπλός
dakota	ντακότα
očí	μάτια
očí	ματια
vrstvu	στρώση
vrstvu	στιβάδα
vrstvu	στρώμα
baker	baker
baker	μπέικερ
utiekol	δραπέτευσε
utiekol	δραπέτης
utiekol	απέδρασε
mini	μίνι
mini	mini
pracovníci	εργαζόμενοι
pracovníci	εργαζομένων
pracovníci	εργάτες
kolumbii	κολομβίας
kolumbii	κολομβία
zoskupenia	συστοιχία
zoskupenia	σύμπλεγμα
zoskupenia	σμήνος
zoskupenia	διασποράς
zoskupenia	συμπλέγματα
zoskupenia	ομαδοποίηση
urobila	έκανε
ovplyvnené	επηρεάστηκαν
ovplyvnené	επηρεάσει
ovplyvnené	επηρεάζεται
ovplyvnené	επηρεάστηκε
ovplyvnené	επηρεάστηκαν
ovplyvnené	επηρεάζεται
ovplyvnené	επηρέασε
kansas	κάνσας
ľudská	ανθρώπινα
ľudská	ανθρώπινη
ľudská	άνθρωπος
ľudská	ανθρώπινο
ľudská	ανθρωπίνων
ľudská	ανθρώπινος
šťastný	ευτυχής
šťastný	ευτυχισμένη
šťastný	χαρούμενος
šťastný	χαρούμενη
šťastný	ευτυχισμένος
konfliktov	συγκρούσεις
trek	τρεκ
breh	σορ
breh	ακτη
breh	ακτή
mladí	νεαρός
mladí	νέος
povinný	υποχρεωτικά
povinný	υποχρεωτικό
povinný	υποχρεωτική
povinný	υποχρεωτικές
povinný	υποχρεωτικός
povinný	υποχρεωτικό
povinný	υποχρεωτικά
povinný	υποχρεωτική
povinný	υποχρεωτικές
povinný	υποχρεωτικός
graz	γκρατς
krásne	πανέμορφη
krásne	όμορφη
krásne	υπέροχη
krásne	υπέροχο
známky	γραμματόσημα
známky	σφραγίδες
známky	βαθμούς
známky	βαθμοί
rektor	πρύτανης
predal	πωλείται
predal	πούλησε
predal	πουλήθηκε
predal	πωλήθηκε
predal	πωλούνται
obor	γίγαντας
obor	γιγάντια
obor	γίγαντα
obor	γιγαντιαίο
prekonať	ξεπεράσει
prekonať	ξεπεράσει
predpokladu	εικασία
predpokladu	παραδοχή
prezidentských	προεδρική
prezidentských	προεδρικό
prezidentských	προεδρικές
ira	ira
ira	ιρα
brániť	υπερασπιστεί
bohatá	πλούσιος
bohatá	ριτς
bohatá	πλούσιοι
bohatá	πλούσιο
bohatá	πλούσια
turecká	τουρκικό
turecká	τουρκικά
turecká	τούρκος
turecká	τουρκική
site	κόσκινο
site	site
martín	μαρτίν
maxim	μαξίμ
príbuzné	συγγενείς
príbuzné	σχετική
príbuzné	σχετικές
príbuzné	σχετικό
súrodenci	αδέλφια
súrodenci	αδέρφια
rozmer	διαστάσεις
rozmer	διάσταση
primátor	δήμαρχος
jordan	ιορδανία
jordan	τζόρνταν
jordan	jordan
rozpočet	προϋπολογισμού
rozpočet	προϋπολογισμός
darkgrey	darkgrey
franklin	φράνκλιν
batérie	μπαταρίας
batérie	μπαταρία
batérie	μπαταρίες
batérie	συσσωρευτές
neplatný	άκυρο
neplatný	άκυρη
knižnici	βιβλιοθήκη
zriadené	εγκατεστημένος
backgroundcolors	backgroundcolors
alkoholu	αλκοόλ
alkoholu	αλκοόλη
alkoholu	οινόπνευμα
dublin	δουβλίνο
veronika	veronica
veronika	βερόνικα
veronika	βερόνικα
upravená	προσαρμοστεί
upravená	προσαρμοσμένη
upravená	προσαρμοσμένο
rom	ρομ
rom	rom
terry	τέρι
terry	terry
výmenu	ανταλλαγή
okolnosti	περίσταση
okolnosti	συνθήκες
okolnosti	περιστάσεις
vianoce	χριστουγεννα
vianoce	χριστουγεννιάτικα
vianoce	χριστούγεννα
zaútočili	επιτέθηκε
predpoklad	τεκμήριο
predpoklad	εικασία
predpoklad	παραδοχή
predpoklad	προϋπόθεση
fedor	φέντορ
pokoj	ηρεμία
pokoj	ειρήνη
pokoj	ειρηνη
pokoj	γαλήνη
pokoj	ηρεμία
pokoj	ήρεμος
pokoj	ηρεμία
pokoj	γαλήνη
atentát	δολοφονία
bonaparte	βοναπάρτη
plánovaná	προγραμματισμένες
plánovaná	προγραμματισμένος
plánovaná	προγραμματισμένη
plánovaná	προγραμματισμένο
plánovaná	προγραμματισμένες
plánovaná	σχεδιασμένο
plánovaná	προγραμματισμένο
plánovaná	σχεδιάσει
plánovaná	προγραμματισμένη
aspekty	πτυχές
vyvoláva	εγείρει
vyvoláva	αυξήσεις
pacienta	ασθενής
pacienta	ασθενή
letiská	αερολιμένες
letiská	αεροδρόμια
odmietla	αρνήθηκε
odmietla	απορρίφθηκε
matke	μητέρα
matke	μάνα
zasiahla	παρενέβη
diamond	διαμάντι
zajatí	αιχμαλωσία
zajatí	αιχμάλωτη
zajatí	δεσμευμένη
zajatí	αιχμάλωτος
hrobky	τάφος
hrobky	τάφο
hrobky	τάφους
hrobky	τάφοι
jadrová	πυρηνικός
jadrová	πυρηνικά
jadrová	πυρηνική
klasifikácie	ταξινομήσεις
kľúčové	κλειδί
kľúčové	πλήκτρο
kľúčové	κλείδα
desaťročia	δεκαετιών
desaťročia	δεκαετίες
grace	γκρέις
cestoval	ταξίδεψε
cestoval	ταξίδευε
cestoval	ταξίδεψε
cestoval	ταξίδευε
kartu	καρτέλα
kartu	κάρτα
dana	ντέινα
dana	ντάνα
dana	dana
edgar	έντγκαρ
stuart	στιούαρτ
stuart	στούαρτ
dokazuje	αποδεικνύει
zákone	διαθήκη
toulouse	τουλούζ
tokov	ροές
urán	ουρανίου
urán	ουράνιο
čeľustnatce	γναθοστόματα
strecha	ταράτσα
strecha	σκεπή
strecha	στέγη
strecha	οροφή
strecha	ταράτσα
utiecť	διαφυγής
utiecť	διαφυγή
utiecť	απόδραση
kampane	εκστρατείες
nížina	πεδινή
danny	ντάνι
obyvateľom	κάτοικοι
obyvateľom	κατοίκους
obyvateľom	κάτοικοι
obyvateľom	κατοίκους
magic	μαγική
magic	μαγεία
magic	μαγικά
magic	μαγικό
stráca	χάνω
stráca	χάνοντας
stráca	χάνει
stráca	χάνει
materskej	μητρότητας
materskej	μητρότητα
materskej	γονιών
materskej	γονέα
materskej	γονέας
materskej	μητρική
materskej	γονιός
bonus	bonus
bonus	μπόνους
náhrada	επιστροφή
náhrada	αντιστάθμιση
náhrada	αποζημίωση
náhrada	αντικατάσταση
náhrada	αντικαταστάτης
dominika	ντομινίκ
dominika	ντομίνικα
autorských	copyright
marcela	marcel
marcela	μαρσέλ
jakob	jakob
dostupná	διαθέσιμος
dostupná	διαθέσιμα
dostupná	διατίθεται
dostupná	διαθέσιμο
dostupná	διαθέσιμη
obmedzenie	περιορισμός
obmedzenie	περιορισμό
obmedzenie	περιορισμός
obmedzenie	όριο
obmedzenie	όρια
kameraman	κάμεραμαν
true	αληθές
true	αληθεια
true	αληθινή
true	αλήθεια
topenia	τήξης
topenia	τήξη
topenia	λιώσιμο
nariadenia	κανονισμοί
nariadenia	κανονισμούς
nariadenia	κανονισμός
nariadenia	κανονισμού
interakcie	αλληλεπίδραση
interakcie	αλληλεπιδράσεις
sedan	σεντάν
sedan	σαλούν
als	als
als	al
pobočky	κλάδοι
pobočky	κλαδιά
pobočky	υποκαταστήματα
kritiku	επικρίσεις
kritiku	κριτική
kritiku	επικρίσεις
kritiku	κριτική
téme	θεμα
meč	σπαθί
meč	ξίφος
chad	τσαντ
inštitúcia	ίδρυμα
inštitúcia	φορέας
inštitúcia	θεσμός
federálny	ομοσπονδιακός
federálny	ομοσπονδιακό
zistí	ανιχνεύει
nádeje	ελπίδες
externý	εξωτερική
externý	εξωτερικά
externý	εξωτερικό
externý	εξωτερικός
voyager	βόγιατζερ
zeus	δία
zeus	δίας
experimentálne	πειραματικό
experimentálne	πειραματική
experimentálne	πειραματικά
experimentálne	πειραματικές
ostro	έντονα
ostro	κοφτερό
ostro	αιχμηρό
ostro	σαρπ
ostro	απότομα
gott	gott
mních	μοναχός
mních	μονκ
roh	γωνιακό
roh	γωνιά
roh	γωνία
roh	χορν
roh	κέρας
roh	κόρνα
roh	κέρατο
všimol	παρατηρήσει
vlastníkom	ιδιοκτήτη
vlastníkom	κάτοχος
vlastníkom	ιδιοκτήτρια
vlastníkom	ιδιοκτήτης
povolené	επιτρεπόμενη
povolené	ενεργοποιημένη
povolené	ενεργοποιημένο
povolené	εξουσιοδοτημένος
povolené	επιτρεπόμενες
povolené	επιτρέπεται
povolené	επιτρέπονται
povolené	επιτρεπόμενες
povolené	επιτρεπόμενη
povolené	επιτρέπεται
povolené	επιτρέπονται
povolené	επιτρεπόμενο
povolené	επιτρεπόμενες
povolené	επιτρεπόμενη
jedenásť	eleven
jedenásť	ένδεκα
jedenásť	έντεκα
magnus	μάγκνους
epizódy	επεισόδια
dočasné	προσωρινά
dočasné	προσωρινό
dočasné	προσωρινή
dočasné	προσωρινός
dočasné	προσωρινές
dočasné	προσωρινά
dočasné	προσωρινό
dočasné	προσωρινή
dočasné	προσωρινός
dočasné	προσωρινού
objavovať	εξερεύνηση
objavovať	ανακάλυψη
objavovať	ανακαλύψτε
stúpa	ανατέλλει
stúpa	ανεβαίνει
výstupov	εκροές
potraviny	τροφή
potraviny	τροφές
potraviny	τρόφιμα
potraviny	φαγητό
potraviny	τροφές
potraviny	τρόφιμα
potraviny	φαγητά
potraviny	τρόφιμα
očami	μάτια
očami	ματια
reinmuth	ράινμουτ
kategóriu	κατηγορια
kategóriu	κατηγορία
spomienky	μνήμες
spomienky	αναμνήσεις
ťažkosti	δυσχέρεια
ťažkosti	δυσκολίες
ťažkosti	δυσκολία
ťažkosti	δυσχέρειες
ťažkosti	δυσκολίας
ťažkosti	δυσκολίες
ťažkosti	δυσχέρειες
edmund	έντμουντ
edmund	έντμοντ
protest	διαμαρτυρία
protest	διαδήλωση
graham	γκράχαμ
graham	graham
riadené	κατάφερε
riadené	ελεγχόμενη
riadené	ελέγχεται
riadené	ελεγχόμενο
riadené	ελεγχόμενες
poškodený	βλάβη
poškodený	κατεστραμμένο
poškodený	κατεστραμμένος
poškodený	ζημιά
poškodený	κατεστραμμένη
poškodený	διεφθαρμένη
poškodený	κατεστραμμένο
poškodený	κατεστραμμένα
zadný	οπίσθια
isto	σίγουρα
existujúcich	υπάρχουσες
existujúcich	υπάρχουσα
existujúcich	υφιστάμενη
existujúcich	υπάρχον
existujúcich	υφιστάμενων
existujúcich	υφιστάμενες
chrániť	προστατέψω
chrániť	προστατέψτε
chrániť	προστάτεψε
radosť	απόλαυση
radosť	χαρα
radosť	χαρά
radosť	απόλαυση
radosť	χαρα
radosť	χαρά
radosť	ευχαρίστηση
elektróny	ηλεκτρόνια
prepojené	συνδεδεμένο
prepojené	συνδεδεμένη
prepojené	συνδεδεμένα
hus	χήνας
hus	χήνα
hus	hus
facebook	facebook
štandardná	προκαθορισμένα
štandardná	αθέτηση
štandardná	προκαθορισμένη
štandardná	προκαθορισμένο
štandardná	προεπιλογή
skladateľov	συνθέτες
prístupná	προσβάσιμο
prístupná	προσβάσιμη
prístupná	προσιτή
prístupná	προσιτό
správna	σωστή
správna	σωστό
správna	σωστά
správna	σωστός
sála	χωλ
sála	hall
sála	χολ
sála	αμφιθέατρο
odkazuje	αναφερόμενο
stretáva	πληροί
stretáva	συναντά
auta	αυτοκίνητο
auta	αμάξι
auta	car
krk	λαιμό
krk	σβέρκο
krk	λαιμός
magyar	magyar
prach	σκόνη
nadácia	ίδρυμα
nadácia	ιδρυμα
nadácia	θεμέλια
výmeny	ανταλλαγές
výmeny	χρηματιστήρια
colin	κόλιν
colin	colin
pocity	αισθήματα
pocity	συναισθήματα
werner	βέρνερ
ľahký	φως
ľahký	light
ľahký	ελαφρύ
ľahký	ελαφριά
ľahký	φώς
salzburg	σάλτσμπουργκ
africké	αφρικής
africké	αφρικανική
vrtuľník	ελικόπτερο
vrtuľník	ελικόπτερο
dcér	κόρες
zložité	σύνθετο
zložité	σύνθετη
zložité	πολύπλοκος
zložité	συγκρότημα
zložité	σύνθετα
zložité	περίπλοκο
zložité	πολύπλοκος
zložité	πολύπλοκο
zložité	μπερδεμένο
zložité	περίπλοκη
zložité	δύσκολο
zložité	δύσκολη
zložité	δύσκολα
zložité	δύσκολος
panva	λεκάνη
advokát	δικηγόρος
advokát	συνήγορος
advokát	συνήγορος
advokát	δικηγόρος
advokát	δικηγόρο
existujúce	υπάρχουσες
existujúce	υπάρχουσα
existujúce	υφιστάμενη
existujúce	υπάρχον
existujúce	υφιστάμενων
existujúce	υφιστάμενες
ťažšie	βαρύτερο
ťažšie	σκληρότερα
zaujímavý	ενδιαφέρουσα
zaujímavý	ενδιαφέρον
zaujímavý	ενδιαφέρων
zaujímavý	ενδιαφέροντα
odborníci	επαγγελματίες
odborníci	ειδικοί
odborníci	εμπειρογνώμονες
oceľ	χάλυβα
oceľ	ατσάλι
oceľ	χάλυβας
dokopy	μαζί
dokopy	μαζι
skúmanie	εξερεύνηση
skúmanie	έρευνα
skúmanie	διερεύνηση
skúmanie	εξέταση
vták	μπερντ
vták	πουλί
vták	πτηνό
roberto	ρομπέρτο
prevahu	υπεροχή
prevahu	ανωτερότητα
zriedka	σπανίως
zriedka	σπανίως
zriedka	σπάνια
pól	καλάμι
pól	πόλο
pól	κοντάρι
jedince	άτομα
brusel	βρυξέλλες
brusel	βρυξελλών
predsedníctva	προεδρία
čiernych	μαύροι
čiernych	μαύρους
významnosť	σημαντικότητας
významnosť	σημασία
významnosť	συνάφεια
reťazec	χορδή
reťazec	αλυσίδα
reťazec	αλυσίδες
rozvíja	αναπτύσσει
rozvíja	αναπτύσσεται
zomreli	πέθανε
zomreli	πεθανε
pripraviť	προετοιμασία
sľub	υπόσχομαι
sľub	υπόσχεση
vhodná	ενδεδειγμένη
vhodná	κατάλληλο
vhodná	κατάλληλη
vhodná	κατάλληλα
vhodná	κατάλληλη
vhodná	κατάλληλο
vhodná	κατάλληλα
vhodná	κατάλληλος
vhodná	κατάλληλοι
barrett	μπάρετ
saxofón	σαξόφωνο
ghz	ghz
metallica	metallica
produkuje	παράγει
apr	απρ
električka	τραμ
teatro	teatro
isaac	άιζακ
isaac	ισαάκ
pozostávala	συνίστατο
pozostávala	αποτελούνταν
výrobcov	παραγωγών
výrobcov	παραγωγοί
výrobcov	κατασκευαστές
nahrávania	ανεβάζει
vyvíja	αναπτύσσει
vyvíja	αναπτύσσεται
kompletný	ολοκλήρωση
kompletný	πλήρη
kompletný	πλήρες
kompletný	πλήρης
kompletný	ολοκληρώθηκε
životnosť	εφάπαξ
životnosť	αντοχή
životnosť	ανθεκτικότητα
jun	τζουν
jun	γιουν
elektronický	ηλεκτρονική
elektronický	ηλεκτρονικό
elektronický	ηλεκτρονικά
vodič	οδηγό
vodič	οδηγός
newton	νιούτον
newton	newton
desaťročí	δεκαετιών
desaťročí	δεκαετίες
desaťročí	δεκαετία
desaťročí	decade
galileo	galileo
chráni	προστατεύει
soundtrack	soundtrack
obmedzený	περιορισμένη
obmedzený	περιορισμένος
obmedzený	περιορισμένο
obmedzený	limited
obmedzený	περιορισμένη
obmedzený	περιορισμένα
obmedzený	περιορισμένο
obmedzený	περιορισμένος
zvláštny	παράξενος
zvláštny	παράξενο
zvláštny	περίεργο
zvláštny	παράξενο
dôsledok	συνέπεια
palace	ανάκτορα
palace	palace
palace	παλάτι
rytmus	νικήσει
rytmus	ρυθμός
rytmus	ρυθμό
príležitostne	περιστασιακή
príležitostne	περιστασιακά
príležitostne	περιστασιακές
príležitostne	περιστασιακά
duo	ντουέτο
duo	δίδυμο
kresťanský	κριστιάν
kresťanský	christian
kresťanský	χριστιανοί
kresťanský	κρίστιαν
kresťanský	χριστιανός
mäsa	κρέατα
mäsa	κρέας
henrik	χένρικ
bach	μπαχ
slávu	φήμη
slávu	δόξα
slávu	δοξα
