και	dhe
επαφή	kontaktoni
μπλε	blu
μπλε	blue
μπλε	kaltër
εργασίες	pune
εργασίες	punet
εργασίες	puna
εργασίες	puno
εργασίες	punë
εργασίες	pun
εργασίες	punët
δήμαρχος	kryebashkiak
δήμαρχος	kryetar
δήμαρχος	kryebashkiaku
κινδύνου	rrezik
κινδύνου	rreziku
κινδύνου	rrezikojnë
κινδύνου	hazard
ρόμπερτ	robert
ρόμπερτ	roberti
σταδιακά	gradualisht
επίσημο	zyrtar
επίσημο	official
επίσημο	zyrtare
επίσημο	formale
επίσημο	formal
οικονομία	ekonomia
οικονομία	ekonomi
οικονομία	ekonomia
οικονομία	ekonomi
βιβλιογραφία	bibliografia
κρήτη	kretës
κρήτη	kreta
κρήτη	kretë
πλήρη	plot
πλήρη	full
πλήρη	plote
πλήρη	plotë
πλήρη	plotësuar
πλήρη	kompletuar
πλήρη	komplete
πλήρη	komplet
λεζάντα	titull
ανάγκη	duhen
ανάγκη	duhet
ανάγκη	nevoja
ανάγκη	nevoitet
ανάγκη	nevojë
προϊόντα	prodhime
προϊόντα	produkte
προϊόντα	produktet
προϊόντα	prodhimet
σημειώσεις	shënime
σημειώσεις	shënimet
γνώμη	opinion
γνώμη	mendimin
γνώμη	mendim
καλλιτέχνες	interpretues
καλλιτέχνες	artistët
καλλιτέχνες	artista
καλλιτέχνες	artistet
καλλιτέχνες	artistë
ισχύει	vlefshme
ισχύει	vlefshëm
ισχύει	aplikon
ισχύει	zbatohet
ισχύει	aplikohet
οδηγεί	shpie
οδηγεί	qon
οδηγεί	çon
οδηγεί	kryeson
οδηγεί	udhëheqëse
οδηγεί	kryesuese
οδηγεί	nget
συμβαίνει	ndosh
συμβαίνει	ndodh
συμβαίνει	ndodhë
ρώμης	romë
ρώμης	roma
πλήθος	turmat
πλήθος	turma
πλήθος	turme
πλήθος	turmë
πλήθος	turma
ιερά	shenjt
πόλεων	qytete
πόλεων	qytetet
συνδυασμό	kombinim
συνδυασμό	kombinimi
συνάρτηση	funksion
συνάρτηση	funksioni
συνάρτηση	funksionet
αξία	vlera
αξία	vlerë
μάζα	mesha
μάζα	meshë
μάζα	masiv
μάζα	masive
φράση	frazë
φράση	fraza
φυσικής	fizikë
φυσικής	fizika
ειρήνη	paqe
ειρήνη	selami
ειρήνη	selam
προσπάθησε	provoni
προσπάθησε	provo
φωνή	zëri
φωνή	zë
οικογένειες	familjet
οικογένειες	familjeve
οικογένειες	familjaret
ομώνυμο	homonim
παοκ	paok
εντολή	komanda
εντολή	komandë
εντολή	mandat
εντολή	mandatin
εντολή	mandati
γάλλοι	frëngjisht
γάλλοι	frengjisht
γάλλοι	francez
γάλλοι	franceze
γάμο	martesë
γάμο	martese
γάμο	martesa
γάμο	martes
γάμο	dasem
γάμο	martesë
γάμο	dasmes
γάμο	dasëm
γάμο	dasme
γάμο	dasma
θρησκεία	feja
θρησκεία	religjioni
θρησκεία	fe
επιτρέπει	mundëson
επιτρέπει	mundeson
επιτρέπει	lejon
παρέχει	jep
παρέχει	afron
παρέχει	siguron
αδελφός	vëllai
αδελφός	vellai
αδελφός	vllai
αδελφός	vëlla
ζήτησε	kërkohet
ζήτησε	kërkohen
ζήτησε	kërkuar
ζήτησε	pyetur
ζήτησε	pyeten
ζήτησε	pyetet
επιρροή	ndikim
επιρροή	ndikimit
επιρροή	ndikimi
επιρροή	ndikojnë
κατάκτηση	pushtim
κατάκτηση	pushtimi
κατάκτηση	pushtimit
κατάκτηση	sundim
κατάκτηση	pushtoj
υπέγραψε	firmosi
υπέγραψε	firmosur
υπέγραψε	nënshkruar
σοβιετική	sovjetike
σοβιετική	sovjetik
αντιδράσεις	reagime
αντιδράσεις	reagimet
συγγραφέα	shkrimtare
συγγραφέα	shkrimtari
συγγραφέα	shkrimtar
συγγραφέα	shkrimtarit
συγγραφέα	autor
συγγραφέα	autori
συγγραφέα	autore
κερδίσει	fito
κερδίσει	fitoj
κερδίσει	fitore
παγκοσμίως	worldwide
μακριά	larg
βασικό	bazë
προσπάθειες	orvatjet
προσπάθειες	përpjekjet
προσπάθειες	përpjekjet
κρίση	gjykimin
κρίση	gjykimi
κρίση	gjykim
κρίση	krizë
κρίση	kriza
κρίση	krize
περιγραφή	përshkrimi
πύλη	porta
πύλη	portali
πύλη	portal
πύλη	portë
ανακοίνωσε	njoftojë
ανακοίνωσε	njoftoj
ανακοίνωσε	njoftohen
ανακοίνωσε	njoftuar
ανακοίνωσε	shpallen
ανακοίνωσε	njoftoi
ελ	elle
ελ	ele
μήνυμα	mesazhi
μήνυμα	mesazh
βαθμολογία	rezultati
βαθμολογία	pikët
βαθμολογία	klasifikim
βαθμολογία	pikët
προκάλεσε	provokuar
προκάλεσε	shkaktoi
προκάλεσε	shkaktohet
προκάλεσε	shkaktuar
προκάλεσε	sfidoi
προκάλεσε	sfiduar
γεννημένος	lindur
γεννημένος	lindë
γεννημένος	lind
μοναστήρι	manastirit
μοναστήρι	manastir
μοναστήρι	manastiri
μοναστήρι	kuvendin
μοναστήρι	manastir
μοναστήρι	kuvend
δραστηριότητες	aktivitete
δραστηριότητες	aktivitetet
δραστηριότητες	veprimtaritë
χίτλερ	hitlerin
χίτλερ	hitler
χίτλερ	hitleri
χίτλερ	hitlerit
γραμματέας	sekretare
γραμματέας	sekretar
γραμματέας	sekretari
περιέχουν	përmban
περιέχουν	përmbajnë
ελευθερία	lirinë
ελευθερία	liri
ελευθερία	liria
ελευθερία	liberty
ταξίδι	travel
ταξίδι	udhëtimi
ταξίδι	udhëtime
ταξίδι	udhetim
ταξίδι	udhëtim
ταξίδι	udhetim
ταξίδι	udhëtim
ταξίδι	udhtim
ταξίδι	trip
μοναδική	unik
μοναδική	unike
ακτή	breg
ακτή	bregu
ακτή	bregut
ακτή	bregdeti
ακτή	bregu
αρχαιότητα	antikitetit
ομοσπονδίας	federata
ιδιότητα	pronë
ιδιότητα	prona
ιδιότητα	pronën
ιδιότητα	pronësia
ιδιότητα	prone
πλήρως	plotësisht
μελέτες	studime
μελέτες	studimet
ήθελε	kërkohet
ήθελε	donte
ήθελε	donin
ήθελε	dasht
ήθελε	deshte
ντεμπούτο	debutimin
χέρι	krah
χέρι	krahu
χέρι	krahun
χέρι	arm
χέρι	dorën
χέρι	dora
χέρι	dorës
χέρι	dorë
μέθοδος	metodë
μέθοδος	metoda
μέθοδος	metodën
μέθοδος	metode
στρατεύματα	trupat
στρατεύματα	trupa
στρατεύματα	trupave
στούντιο	studios
στούντιο	studiot
στούντιο	studio
στούντιο	studion
κάρολος	charles
κάρολος	çarls
πέτρος	pjetër
πέτρος	pjetri
πέτρος	peter
πέτρος	piter
πέτρος	petros
επιστημονική	shkencore
επιστημονική	shkencorë
επιστημονική	shkencor
άνοδο	anode
μέτωπο	front
μέτωπο	fronti
μέτωπο	frontin
μέτωπο	balli
μέτωπο	ballin
ουσία	substanca
ουσία	substancë
ουσία	substancat
δούκα	duku
δούκα	duk
δούκα	duka
δούκα	dukë
ρεύμα	aktual
ρεύμα	aktuale
τίποτα	hic
τίποτα	asgjë
τίποτα	asgje
παναθηναϊκός	panathinaikos
δίκαιο	ligjin
δίκαιο	ligj
δίκαιο	ligji
δίκαιο	law
δίκαιο	fer
δίκαιο	panair
δίκαιο	fair
δίκαιο	panairi
εταιρία	kompani
εταιρία	kompania
εταιρία	shoqëri
εταιρία	ndërmarrje
ναυτικό	marina
ναυτικό	marinës
ναυτικό	marinë
ναυτικό	marinën
ανεξαρτησία	pavarësinë
ανεξαρτησία	pavarësia
ανεξαρτησία	pavarësi
επιστήμη	shkencë
επιστήμη	shkenca
θεραπεία	kurë
θεραπεία	kura
θεραπεία	terapi
θεραπεία	terapinë
θεραπεία	terapia
θεραπεία	trajtim
θεραπεία	trajtimi
θεραπεία	trajtosh
θεραπεία	trajtoj
θεραπεία	trajtuar
μόνος	vetëm
μόνος	vetem
στάση	qëndrim
στάση	qëndrimi
στάση	sjellja
στάση	qendrimi
στάση	qëndrimi
πάπα	papa
χάρτης	harta
χάρτης	hartën
χάρτης	hartë
χάρτης	harte
χάρτης	map
μοντέλα	modelet
μοντέλα	modele
σχόλιο	komentoni
σχόλιο	komenti
σχόλιο	koment
νομό	qark
νομό	qarku
νομό	qarkun
μόνη	vetëm
μόνη	vetem
οθωμανική	otomane
οθωμανική	osmane
οθωμανική	otoman
απελευθέρωση	lirim
απελευθέρωση	lironi
απελευθέρωση	çlirimi
απελευθέρωση	çlirimtare
απελευθέρωση	çlirimin
απελευθέρωση	çlirim
απελευθέρωση	liberalizimin
απελευθέρωση	liberalizimit
απελευθέρωση	liberalizimi
σύγκρουση	ndikim
σύγκρουση	përplasja
σύγκρουση	ndikimi
σύγκρουση	goditja
σύγκρουση	përplasje
σύγκρουση	përplasja
σύγκρουση	konflikti
σύγκρουση	konflikte
σύγκρουση	konflikt
μαθητές	nxënës
μαθητές	nxënësit
μαθητές	nxenesit
μαθητές	studentë
μαθητές	studentët
μαθητές	studentet
μαθητές	nxënësit
μαθητές	nxënës
ασφαλείας	sigurimi
ασφαλείας	siguria
σούπερ	super
τραγουδιστής	këngëtari
τραγουδιστής	singer
τραγουδιστής	këngëtar
τραγουδιστής	kengetare
πρόσβαση	aksesi
πρόσβαση	hyrje
πρόσβαση	akses
πρόσβαση	qasje
πρόσβαση	hyrja
ηπείρου	epirit
ηπείρου	kontinentit
ηπείρου	kontinentin
ηπείρου	kontinent
παίζει	luan
παίζει	luan
θεός	zoti
θεός	allahu
θεός	zot
ελέγχου	kontrolla
ελέγχου	kontroll
ελέγχου	kontrolli
ελέγχου	kontrollë
ευκαιρία	mundësia
ευκαιρία	shanse
ευκαιρία	mundësi
ευκαιρία	mundesi
ευκαιρία	shans
ευκαιρία	mundësi
ινστιτούτο	institut
ινστιτούτο	instituti
ινστιτούτο	institutit
τάση	trend
τάση	prirja
τάση	prirje
τάση	tendenca
τάση	tension
τάση	tendencë
τάση	tendenca
περιοδεία	tur
περιοδεία	turneu
περιοδεία	turi
περιοδεία	turne
περιοδεία	turnet
ειδική	veçantë
ειδική	special
ειδική	speciale
βασίλης	vasilis
βασίλης	klaus
βασίλης	vasilis
εκτέλεση	ekzekutuar
εκτέλεση	ekzekutimi
εκτέλεση	ekzekutim
ανατολή	lindja
ανατολή	lindje
ανατολή	orient
ανατολή	agim
σταθερά	konstante
σταθερά	konstant
σταθερά	vazhdueshme
σταθερά	fiksuar
σταθερά	fiks
σταθερά	fikse
σταθερά	qëndrueshëm
σταθερά	qëndrueshme
σταθερά	stabil
σταθερά	qëndrueshëm
σταθερά	qëndrueshme
σταθερά	stabile
κεφάλι	kreu
κεφάλι	koka
κεφάλι	kryetare
κεφάλι	kokë
κεφάλι	kokën
πλάτος	gjerësi
πλάτος	gjerësi
πλάτος	gjerësia
εγκαταστάθηκε	instaluar
ιστορικός	historik
ιστορικός	historike
ιστορικός	historiani
ιστορικός	historian
ιστορικός	historik
ιστορικός	historike
νύχτα	natë
νύχτα	nata
νύχτα	naten
νύχτα	nate
νύχτα	natën
μάικλ	majkell
μάικλ	michael
μάικλ	majkëll
μάικλ	majkëlli
συνέδριο	konference
συνέδριο	konferenca
συνέδριο	konferencë
μπάσο	bas
απόδοση	efikasitetin
απόδοση	efektshmërinë
απόδοση	efikasitet
απόδοση	performancë
απόδοση	performance
απόδοση	performanca
απόδοση	interpretimi
επεισόδιο	episodi
επεισόδιο	episoda
κτίρια	ndërtesa
κτίρια	ndërtesat
κτίρια	godina
κτίρια	ndertesa
κτίρια	godinat
ελεύθερη	lirë
ελεύθερη	lira
ελεύθερη	falas
ελεύθερη	free
εντελώς	plotësisht
εντελώς	plotesisht
εντελώς	tërësisht
εντελώς	komplet
εντελώς	krejtësisht
εντελώς	plotësisht
εντελώς	totalisht
εντελώς	krejtësisht
παπανδρέου	papandreu
άλλαξε	ndryshuar
άλλαξε	ndryshoi
ποταμός	lume
ποταμός	lumë
ποταμός	lumi
ποταμός	lum
υπόλοιπο	bilanci
υπόλοιπο	balanca
υπόλοιπο	ekuilibri
υπόλοιπο	terezi
χρυσή	golden
χρυσή	artë
μαθήματα	mësimet
μαθήματα	mesimet
μαθήματα	leksionet
μαθήματα	mësime
μαθήματα	kurset
μαθήματα	kurseve
μαθήματα	klasat
μαθήματα	klasa
ιταλική	italisht
ιταλική	italiane
ιταλική	italian
παραδείγματα	shembujt
παραδείγματα	shembuj
ηγέτης	udhëheqës
ηγέτης	lider
ηγέτης	lideri
ιταλός	italisht
ιταλός	italiane
ιταλός	italian
πολίτες	shtetasit
πολίτες	qytetarë
πολίτες	shtetas
πολίτες	qytetarët
ιερό	shenjt
πόδια	kembet
πόδια	këmbët
πόδια	kembet
πόδια	këmbët
πόδια	këmbë
πολιορκία	rrethim
πολιορκία	rrethimin
πολιορκία	rrethimi
τίτλους	titujt
τίτλους	tituj
τίτλους	titujve
αρχικό	fillestare
αρχικό	fillestar
αρχικό	origjinale
αρχικό	origjinali
αρχικό	origjinal
αρχικό	original
επίπεδα	nivelet
επίπεδα	nivele
τηλεόραση	televizion
τηλεόραση	televizioni
τηλεόραση	televizori
χρήστος	kristos
λευκό	bardhë
λευκό	bardh
λευκό	bardha
λευκό	jes
περιόδους	periudha
μισό	gjysmën
μισό	gjysem
μισό	gjysmë
μισό	gjysma
λέξεις	fjalët
λέξεις	fjalet
λέξεις	fjalë
λέξεις	fjale
δούκας	duku
δούκας	duk
δούκας	duka
δούκας	dukë
γωνία	këndi
γωνία	cepi
γωνία	qoshe
γωνία	qoshja
γωνία	cep
γωνία	këndi
δεκαετίες	dekada
δεκαετίες	dekadat
κανάλι	kanal
κανάλι	kanali
κανάλι	kanal
κανάλι	kanali
κανάλι	channel
νίκησε	mposhtur
νίκησε	mundën
νίκησε	mundur
νίκησε	mundi
νίκησε	mposhtet
γράψει	shkruar
γεωγραφία	gjeografia
έστειλε	derguar
έστειλε	dërgoi
έστειλε	dërguar
ολοκληρώθηκε	plotësuar
ολοκληρώθηκε	përfunduar
ολοκληρώθηκε	përfundoi
ολοκληρώθηκε	plotësuar
ολοκληρώθηκε	kompletuar
ολοκληρώθηκε	komplete
ολοκληρώθηκε	komplet
γεωργία	bujqësi
γεωργία	bujqësisë
γεωργία	bujqësia
αγάπη	dashuri
αγάπη	dashuria
βουλγαρία	bullgaria
βουλγαρία	bullgari
βουλγαρία	bulgaria
φτάσει	mbulimi
φτάσει	arrije
φτάσει	arrini
άμεση	drejtpërdrejt
άμεση	drejtpërdrejtë
άμεση	direkte
άμεση	direct
άμεση	direkt
άμεση	menjëhershëm
θεόδωρος	theodoros
διοικητικά	administrativ
διοικητικά	administrative
ελένη	eleni
ελένη	helena
ελένη	helen
παναγιώτης	panagiotis
δράσης	veprim
δράσης	veprimi
δράσης	aksion
δράσης	aksioni
δράσης	akcion
τοποθεσία	vendodhja
τοποθεσία	lokacioni
τοποθεσία	vendndodhja
τοποθεσία	vendndodhje
τοποθεσία	pozicioni
σύνδεσμος	linku
σύνδεσμος	link
σύνδεσμος	lidhje
σύνδεσμος	lidhja
ανανέωση	rinovim
πλήρες	plot
πλήρες	full
πλήρες	plote
πλήρες	plotë
πλήρες	plotësuar
πλήρες	kompletuar
πλήρες	komplete
πλήρες	komplet
θάνατος	vdekje
θάνατος	vdekja
τοπικό	lokale
τοπικό	vendase
τοπικό	vendore
τοπικό	lokal
τοπικό	vendas
γενικό	gjeneral
γενικό	gjenerali
γενικό	përgjithshëm
γενικό	general
τζάκσον	jackson
τζάκσον	xhekson
πατρίδα	atdhe
πατρίδα	shtëpi
πατρίδα	shtëpia
πατρίδα	shtepi
πατρίδα	atdhe
πατρίδα	atdheun
πατρίδα	atdhetare
πατρίδα	atdheut
πατρίδα	atdheu
πατρίδα	vendlindje
φωτογραφία	foto
φωτογραφία	fotografi
φωτογραφία	fotografie
φωτογραφία	fotografia
φωτογραφία	photography
φωτογραφία	fotografi
φωτογραφία	foto
φωτογραφία	foton
κατεύθυνση	drejtimi
κατεύθυνση	drejtim
ηρακλής	hercules
ηρακλής	herkuli
κόσμος	botë
κόσμος	bota
κόσμος	bote
κόσμος	world
κόσμος	popull
κόσμος	njerëz
κόσμος	njerez
κόσμος	personat
κόσμος	njerëzit
κόσμος	njerzit
καλύπτει	mbulon
αναπτύχθηκε	zhvilluara
αναπτύχθηκε	zhvilluar
δυναστεία	dinastia
μεταφέρθηκε	lëvizi
μεταφέρθηκε	lëvizur
μεταφέρθηκε	transferuar
μεταφέρθηκε	transferohen
μεταφέρθηκε	transferohet
μεταφέρθηκε	transferoi
περιγράφει	përshkruan
νικητής	fituese
νικητής	fituesi
νικητής	fitues
μουσικό	muzikanti
μουσικό	muzikant
προσφέρει	ofron
προσφέρει	ofertat
προσφέρει	oferta
όργανο	instrument
όργανο	instrumenti
όργανο	organin
όργανο	organeve
όργανο	organi
όργανο	organ
γένος	gjinia
γένος	gjini
μόνον	vetëm
μόνον	vetem
παράγει	gjeneron
παράγει	prodhon
ανδρέα	andreas
προκαλεί	shkaqet
προκαλεί	shkaqe
προκαλεί	shkakton
μείωση	pakësimi
μείωση	zvogëlim
μείωση	zvogëlimi
μείωση	reduktim
μείωση	reduktimi
μείωση	pakësimi
μείωση	ulje
μείωση	pakësim
κατασκευάστηκε	ndërtuar
κατασκευάστηκε	ndërtuara
κατασκευάστηκε	ndertuar
ιατρική	ilaçe
ιατρική	mjekësi
ιατρική	ilaçi
ιατρική	ilaç
ιατρική	mjekësia
ιατρική	medicine
ιατρική	mjekësore
ιατρική	mjekësor
ιατρική	mjeksor
κύπελλα	kupa
κύπελλα	gota
κύπελλα	gotat
κύπελλα	kupat
προσέγγιση	përafrimi
προσέγγιση	afrohuni
προσέγγιση	qasja
προσέγγιση	qasje
πλανήτη	planet
πλανήτη	planeti
πλανήτη	planetit
δημοσιογράφος	gazetare
δημοσιογράφος	gazetar
δημοσιογράφος	gazetari
δημοσιογράφος	gazetare
δημοσιογράφος	gazetarja
δημοσιογράφος	gazetar
δημοσιογράφος	gazetari
δημοσιογράφος	reporter
εξέγερση	kryengritja
εξέγερση	revoltë
εξέγερση	trazira
εξέγερση	trazirave
εξέγερση	rebelim
εξέγερση	rebelimi
εξέγερση	rebelimin
εξέγερση	kryengritje
λήξη	mbarimi
λήξη	fund
λήξη	fundi
λήξη	end
λήξη	perfundim
λήξη	skadon
λήξη	skadimit
λήξη	përfundimin
άγγλος	anglezi
άγγλος	anglez
ινδία	indi
ινδία	india
ακτές	brigjet
ακτές	bregdeti
ακτές	bregu
εμπορική	komerciale
εμπορική	komercial
εμπορική	reklamë
επεισόδια	episodet
αντίσταση	rezistencë
αντίσταση	rezistenca
αντίσταση	qëndresa
αντίσταση	rezistence
αντίσταση	rezistencës
διακρίσεις	diskriminimin
διακρίσεις	diskriminim
διακρίσεις	diskriminimi
διακρίσεις	diskriminuese
φωτογραφίες	fotografitë
φωτογραφίες	foto
φωτογραφίες	fotot
φωτογραφίες	fotografi
φωτογραφίες	fotografitë
φωτογραφίες	fotot
φωτογραφίες	fotografi
καρλ	karl
καρλ	cari
καρλ	kari
καρλ	karl
καρλ	carl
διάδοχος	trashëgimtarë
διάδοχος	trashëgimtari
διάδοχος	trashëgimtar
διάδοχος	trashëgimtarin
διάδοχος	pasuesi
διάδοχος	pasardhësi
διάδοχος	pasuese
γιάννη	janis
έντονη	intensive
έντονη	intensiv
έντονη	intenzive
παλαιά	vjeter
παλαιά	vjetër
παλαιά	old
παίκτες	lojtaret
παίκτες	lojtarë
παίκτες	lojtarët
παίκτες	lojtarët
κύκλο	rrethi
κύκλο	ciklin
κύκλο	cikli
κύκλο	cikël
αρνήθηκε	mohoi
αρνήθηκε	refuzuar
αρνήθηκε	mohuar
αρνήθηκε	refuzohet
αρνήθηκε	refuzohet
αρνήθηκε	refuzuar
αρνήθηκε	refuzuar
αρνήθηκε	refuzoi
υλικά	materiale
υλικά	materialet
υλικά	materiale
γνώση	dije
γνώση	dituri
γνώση	njohuri
γνώση	njohuria
γνώση	dituria
βρήκε	gjet
βρήκε	gjetur
βασική	bazë
λογοτεχνία	letërsia
λογοτεχνία	letërsi
λογοτεχνία	literaturë
ρωσική	rus
ρωσική	rusisht
ρωσική	ruse
χημεία	kimi
χημεία	kimisë
χημεία	kimia
συμμαχία	aleancë
συμμαχία	aleanca
συμμαχία	aleance
συμμαχία	aleancës
ιδέες	idetë
ιδέες	ide
ιδέες	idesh
ιδέες	ideve
πίνακες	tryezat
πίνακες	tryeza
πίνακες	tavolina
πίνακες	tavolinat
πίνακες	pikturat
πίνακες	piktura
λογαριασμό	llogarie
λογαριασμό	llogari
λογαριασμό	llogarinë
λογαριασμό	llogaria
παραγωγός	prodhues
παραγωγός	producent
παραγωγός	producenti
παραγωγός	prodhues
γενικές	gjeneral
γενικές	gjenerali
γενικές	përgjithshëm
γενικές	general
ολλανδία	holandë
ολλανδία	hollandë
ολλανδία	holanda
ολλανδία	hollanda
προφίλ	profil
προφίλ	profili
προφίλ	profilit
προφίλ	profile
προφίλ	profilet
κλίμα	klima
κλίμα	klimë
σπίτια	emigrim
σπίτια	shtëpitë
σπίτια	shtëpit
σπίτια	shtëpitë
σπίτια	shtëpi
ικανότητα	aftësi
ικανότητα	aftësitë
ικανότητα	kapacitetin
ικανότητα	kapacitet
ικανότητα	kapaciteti
ικανότητα	aftësi
ικανότητα	aftesia
ικανότητα	aftësia
μνημεία	monumente
μνημεία	monumentet
σπάνια	rrallë
σπάνια	rralle
σπάνια	rrall
σπάνια	rralla
σπάνια	rrallë
σπάνια	rralle
διαγωνισμό	konkurs
μαθηματικά	matematikë
μαθηματικά	matematike
μαθηματικά	math
μαθηματικά	matematikë
μαθηματικά	matematika
μαθηματικά	matematikën
μαθηματικά	matematike
μαθηματικά	matematikë
μαθηματικά	math
μαθηματικά	matematika
μαθηματικά	matematikën
γέφυρα	ura
γέφυρα	ure
γέφυρα	urë
προσοχή	vemendje
προσοχή	kujdes
προσοχή	vëmendje
είσοδο	hyrje
είσοδο	hyrja
πυκνότητα	dendësia
πιθανότατα	ndoshta
υπουργοί	ministrat
υπουργοί	ministra
μαύρο	ziu
μαύρο	zi
μαύρο	black
μαύρο	zez
μαύρο	zeza
μαύρο	zezë
φύλλα	letra
φύλλα	karta
φύλλα	letrat
φύλλα	kartat
φύλλα	gjethet
φύλλα	lë
φύλλα	gjethe
φύλλα	çarçafë
φύλλα	fletët
φύλλα	fleta
κίνδυνο	rrezik
κίνδυνο	rreziku
κίνδυνο	rrezikojnë
κίνδυνο	rrezik
κίνδυνο	rreziku
αλλιώς	perndryshe
αλλιώς	përndyshe
αλλιώς	përndryshe
αλλιώς	ndryshe
ζει	rron
ζει	jeton
πραγματικά	vertet
πραγματικά	vërtetë
πραγματικά	vërtet
σφαίρα	sferë
σφαίρα	sfera
σφαίρα	plumbin
σφαίρα	plumb
σφαίρα	plumbi
βάθος	thellësia
βάθος	thellësi
βήμα	hap
βήμα	step
βήμα	hapi
βήμα	shkel
έλλειψη	mungesë
έλλειψη	mungese
έλλειψη	mungesë
έλλειψη	mungesa
εγκαταστάσεις	instalimet
εγκαταστάσεις	instalime
εγκαταστάσεις	instalimet
εγκαταστάσεις	instalime
εγκαταστάσεις	struktura
εγκαταστάσεις	strukturat
εγκαταστάσεις	njësitë
υψηλή	high
υψηλή	lart
υψηλή	lartë
κοινότητες	komunitete
κοινότητες	komunitetet
κοινότητες	bashkësitë
βρέθηκαν	gjet
βρέθηκαν	gjetur
κατάλογο	directory
κατάλογο	katalogun
κατάλογο	katalog
κατάλογο	katalogu
κατάλογο	katalogun
κατάλογο	katalogu
κυριαρχία	sovranitetin
κυριαρχία	sovraniteti
κυριαρχία	dominim
κυριαρχία	mbizotërim
διαχειριστές	administratorët
διαχειριστές	administratorët
ευρώ	euro
ευρώ	evro
ευρώ	euron
ευρώ	euro
αντίστοιχο	korrespondues
κυβερνήτης	guvernatorit
κυβερνήτης	guvernator
κυβερνήτης	guvernatorin
κυβερνήτης	guvernatori
προγράμματα	programe
προγράμματα	programe
προγράμματα	programet
προσωπικά	personal
προσωπικά	personale
προσωπικά	personalisht
εισβολή	pushtim
εισβολή	pushtimi
εισβολή	pushtimin
εισβολή	ndërhyrje
γραφή	shkrimi
γραφή	shkruan
γραφή	shkrim
στρατιωτικός	ushtria
στρατιωτικός	ushtarakë
στρατιωτικός	ushtarake
στρατιωτικός	ushtarakët
στρατιωτικός	ushtarak
οργανισμός	organizata
οργανισμός	organizim
οργανισμός	organizatë
οργανισμός	organizimi
οργανισμός	organizata
οργανισμός	organizimi
οργανισμός	agjenci
οργανισμός	agjencia
οργανισμός	agjensia
οργανισμός	agjensi
τούρκους	turqve
τούρκους	turq
τούρκους	turqit
ρόλος	roli
ρόλος	rol
ρόλος	rolit
ρόλος	rolin
απόλλων	apollo
ιστότοπος	website
ιστότοπος	sajti
νοσοκομείο	spitali
νοσοκομείο	spital
κριτικές	shqyrton
κριτικές	rishikimet
πασοκ	pasok
πολιτικοί	politikanëve
πολιτικοί	politikanet
πολιτικοί	politikanë
πολιτικοί	politikanët
δει	seen
δει	pare
δει	parë
δει	shihet
εκδόθηκε	lëshohet
εκδόθηκε	lëshohen
εκδόθηκε	lëshuar
όριο	limiti
όριο	kufiri
όριο	kufi
όριο	limit
βουλγαρίας	bullgaria
βουλγαρίας	bullgari
βουλγαρίας	bulgaria
εμπόριο	tregtar
εμπόριο	tregti
εμπόριο	tregtisë
εμπόριο	trade
εμπόριο	tregti
εμπόριο	tregtia
ανάγκες	nevojat
τίτλοι	sigurimet
τίτλοι	sigurimeve
τίτλοι	titujt
τίτλοι	tituj
τίτλοι	titujve
χάρτη	harta
χάρτη	hartën
χάρτη	hartë
χάρτη	harte
χάρτη	map
χάρτη	charter
χάρτη	karta
ελληνίδα	greqisht
ελληνίδα	grek
ελληνίδα	greku
ελληνίδα	greke
προηγούμενη	paraardhëse
προηγούμενη	mëparshme
προηγούμενη	mëparshëm
προηγούμενη	paraardhës
έντονα	intensivisht
στόχος	objektive
στόχος	objektiv
στόχος	objektivi
στόχος	caku
στόχος	objektivi
δημιουργεί	krijon
αυστρία	austria
αυστρία	austri
κέντρα	qendrave
κέντρα	qendrat
άνοιξη	pranverë
άνοιξη	pranvere
άνοιξη	pranvera
ιωαννίνων	janinë
ηλικίας	moshë
ηλικίας	mosha
ηλικίας	plakur
φέρεται	trajton
συγκροτήματα	asambletë
σκοπός	qëllim
σκοπός	qellim
φαν	adhurues
φαν	fans
φαν	tifoz
φαν	fan
διαμερίσματα	apartamente
διαμερίσματα	apartamentet
λόγια	fjalët
λόγια	fjalet
λόγια	fjalë
λόγια	fjale
παραλία	plazh
παραλία	plazhi
υποστηρίζει	mbështet
υποστηρίζει	suporton
δυτικό	perëndimore
δυτικό	perëndimor
δυτικό	perendimi
συνεχώς	vazhdimisht
συνεχώς	vazhdimisht
σώματα	trupat
σώματα	trupa
εξαίρεση	përjashtim
εξαίρεση	perjashtim
εξαίρεση	përjashtimin
εξαίρεση	përjashtime
εξαίρεση	përjashtimin
αιτία	arsyje
αιτία	arsyen
αιτία	arsyeja
αιτία	arsye
αιτία	kauzë
αιτία	shkaku
αιτία	sepse
ξεκινά	fillon
ξεκινά	fillon
αθλητική	atletike
αθλητική	atletik
πολιτισμός	kulture
πολιτισμός	kultura
πολιτισμός	kulturë
πολιτισμός	civilizimi
πολιτισμός	qytetërimi
πολιτισμός	qytetërim
πολιτισμός	civilizim
τράπεζα	bankë
τράπεζα	banka
τράπεζα	bank
καπ	cap
διαφορετική	ndyshe
διαφορετική	ndryshe
διαφορετική	ndryshëm
διαφορετική	ndryshme
εκκλησίες	kishat
εκκλησίες	kisha
σκόρερ	golashënuesi
υποψήφιος	kandidati
υποψήφιος	kandidatja
