اتھاہ	diep
بِرادری	gemeenskap
بِرادری	community
بُرادہ	sawdust
برار	versoening
برارا	tou
براری	woestyn
براری	woud
براری	bos
براز	mosie
براز	motion
براز	beweging
بُراس	boos
بُراس	bose
براعت	kundigheid
براعت	vermoë
براعت	vermoeë
برّاق	brilliant
برّاق	ongelooflike
برّاق	briljante
برّاق	white
برّاق	luukse
برّاق	slim
برّاق	smart
برّاق	swift
براقت	skyn
بِرام	rus
بِرام	res
بُرّاں	skerp
برانا	vermy
برانا	ontwyk
بِرانا	buitelandse
بِرانا	foreign
بِرانا	vreemd
برّانا	skree
برّانا	huil
برّانا	cry
برّانا	rave
براوا	deception
براوا	strik
براہ	vark
براہ	via
براہ	vark
براہمن	brahman
برأت	verlossing
براؤ	presisie
براؤ	beskerming
بُرائی	leed
بُرائی	harm
بُرائی	korrupsie
بُرائی	vice
بُرائی	boos
بُرائی	bose
برباد	vernietig
برباد	verlore
برباد	verloor
برباد	misluk
برباد	onsuksesvol
بربادی	vernietiging
بربادی	verlies
بربادی	afval
بربر	berber
بربریّت	wreedheid
بربس	krag
بربس	elektrisiteit
بربس	force
بربس	forseer
بربس	krag
بربس	dwing
بربس	sterkte
بربست	modus
بربست	aangepas
بربست	bestuur
بربست	indeling
بربھس	deception
بربھس	valsheid
بربھس	strik
بربھسیا	kul
بربھسیا	oneerlik
برپا	vas
برپا	daargestel
برپا	vasgestel
برپا	gevestig
برپا	staande
برپا	staan
برپا	vas
برپا	daargestel
برپا	vasgestel
برپا	gevestig
برپا	staande
برپا	staan
برپاکرنا	lig
برَت	markus
برَت	merk
برَت	mark
برَت	gelofte
برَت	kabel
برَت	vinnig
برَت	vinnige
برَت	tou
برت	gebruik
برت	practice
برت	praktyk
برت	oefen
بِرتا	krag
بِرتا	elektrisiteit
بِرتا	vermoë
بِرتا	vermoeë
بِرتا	beteken
بِرتا	help
بِرتا	hulp
بِرتا	sterkte
بِرتا	force
بِرتا	forseer
بِرتا	krag
بِرتا	dwing
بِرتا	ondersteuning
بِرتا	ondersteun
بِرتا	steun
بِرتا	bystand
برتانا	gebruik
برتانا	versprei
برتائو	optrede
برتائو	gebruik
برتائو	practice
برتائو	praktyk
برتائو	oefen
برتائو	aangepas
برتائو	gedrag
برتائو	optrede
برتائو	behandeling
برتمان	bestaande
برتمان	hede
برتمان	tans
برتمان	voordra
برتمان	teenwoordig
برتن	vaartuig
برتن	vaartuig
برتنا	treat
برتنا	behandel
برتنا	gedra
برتنا	gebruik
بُرج	bastion
بُرج	tower
بُرج	toring
برجنا	belet
برجنا	weier
برچخ	spear
برچھا	lance
برچھا	lance
برچھا	spear
برچَھیت	lancer
برخ	deel
برخ	gedeelte
برخ	paar
برخ	sommige
برخ	bietjie
برَد	bullock
برد	winter
برد	hael
برد	cold
برد	koue
برد	koud
بُرد	profit
بُرد	winsgewende
بُرد	vang
بُرد	bie
بُرد	bet
بُرد	versterking
بُرد	aanwins
بردار	draer
بردار	diensverskaffer
برداری	bearing
برداشت	geduld
برداشت	endurance
برداشت	tolerance
برداشت	geduld
برداشت	endurance
برداشتہ	verhoogde
بُردبار	mild
بُردبار	geduldig
بُردبار	patient
بُردباری	geduld
بردوخت	profit
بردوخت	winsgewende
بردوخت	inkomste
بردوخت	versterking
بردوختہ	gebind
بردوختہ	aangesluit
بردہ	slaaf
بردہ	den
بردہ	captive
بُردہ	staat
بُردہ	vernietig
بردی	papirus
بردھ	bull
بِردھا	oud
بِردھا	ou
بِردھان	florerende
برزخ	vorms
برزخ	skerm
برزخ	hindernis
برزخ	fashion
برزخ	mode
برزخ	modes
برزن	mansion
برزن	wilderness
برزن	straat
برسات	stort
برسات	reën
برسانا	stort
برسنا	pour
برسنا	reën
برسنگھا	hert
برسوں	ouderdomme
برشا	reën
بِرِشتہ	gebraaide
برشِگال	reën
برطانیہ	brittanje
برف	ys
برف	sneeu
برفانی	snowy
برفانی	snowy
برفیلا	snowy
برق	kundige
برق	expert
برق	ervare
برق	waarskuwing
برق	elektrisiteit
برق	onaktiewe
برق	aktief
برق	weerlig
برقاب	hidroëlektrisiteit
بُرقع	guise
بُرقع	toemaak
بُرقع	omslag
بُرقع	omhulsel
بُرقع	veil
بُرقع	rok
برقیہ	telegram
برقیہ	telegram
برقیہ	elektron
برکان	vulkaan
برکت	verhoog
برکت	vermeerder
بِرکہ	dammetjie
بِرکہ	swembad
برکھا	stort
برکھا	reën
برگ	melody
برگ	melodie
برگ	blaar
برگ	melody
برگ	melodie
برگشتہ	gewysig
برگشتہ	geskakel
بِرلا	paar
بِرلا	wonderlik
بِرلا	heerlik
بِرلا	edelman
بِرلا	scarce
بِرلا	skaars
بِرلا	bietjie
برما	dril
برما	dril
برمانا	dril
برمحل	woonstel
برمحل	apt
برن	tribe
برن	division
برن	deling
برن	klas
برن	skoonheid
برن	eienskap
برن	kenmerk
برن	sekte
برن	voorkoms
برن	rangskik
برن	sorteer
برن	guise
برنائی	jeug
برنائی	jeug
برنائی	adolescent
بِرنج	rys
بِرنجہ	nael
بِرنجی	yellow
برِندہ	draer
برِندہ	diensverskaffer
برنگ	voorrade
برنگ	klok
برنگ	klokkie
برنگ	sleutel
برنگ	key
برنگ	balk
برنگ	bar
برنگ	kroeg
برنگ	bout
برنگ	bolt
برنگا	beam
برنگا	straal
برنگا	lewendige
بِروا	seun
بِروا	seuntjie
بِروا	plant
بِروا	boom
بِروا	kind
بروٹھا	veranda
بُرُوز	voorkoms
بُرُوز	emergence
بروقت	woonstel
بروقت	apt
برومند	lucky
برومند	gelukkig
برومند	geseënd
برومند	gelukkig
برومند	suksesvol
برومند	suksesvolle
بُرُوں	buite
بُرُوں	sonder
برّہ	lamb
برّہ	kinder
برّہ	kind
بِرہا	afwesigheid
بُرہان	proeflees
بُرہان	bewys
بِرہسپت	donderdag
برہم	kwaai
برہم	confused
برہم	verward
برہم	kruis
برَہم	god
برہمانڈ	wêreld
برہمانڈ	aardbol
برہمانڈ	globe
برہمانڈ	kosmos
برہمن	brahman
برہمی	verwarring
برہمی	woede
بِرہن	geskeide
بِرہن	geskei
بِرہن	afgekeur
بِرہن	verwerp
برہنہ	bare
برہنہ	bare
برہنہ	naked
برہنہ	naak
بری	gratis
بری	vry
بری	free
بری	vrygestel
بری	gelos
بری	skoonmaak
بری	skoon
بُری	wicked
بُری	sleg
بِریاں	gebraaide
بِریانی	skryfwerk
برِیّت	bevryding
برِیّت	vrylaat
برِیّت	vrystelling
برِیّت	vryheid
برید	plasing
برید	plaas
برید	messenger
برید	courier
برید	koerier
بُریدہ	cut
بریشم	silk
بریق	lig
بریق	ligte
بریق	skitter
بریں	hoë
بریں	hoog
بریں	vleuel
بریں	grand
بڑ	buitensporig
بڑ	groot
بڑ	wonderlik
بڑ	buitensporig
بڑ	groot
بڑ	wonderlik
بڑبھاگی	lucky
بڑبھاگی	gelukkig
بڑا	eksklusiewe
بڑا	buitensporig
بڑا	huge
بڑا	vast
بڑا	noble
بڑا	edel
بڑا	senior
بڑا	superior
بڑا	elder
بڑا	oud
بڑا	ou
بڑا	supreme
بڑا	burra
بڑا	eksklusiewe
بڑا	buitensporig
بڑا	huge
بڑا	prinsipaal
بڑا	vast
بڑا	noble
بڑا	edel
بڑا	senior
بڑا	vleuel
بڑا	grand
بڑا	superior
بڑا	elder
بڑا	oud
بڑا	ou
بڑا	supreme
بڑا	burra
بڑاوٹ	growth
بڑاوٹ	groei
بڑائی	spog
بڑائی	betrekking
بڑائی	opsig
بڑائی	greatness
بڑائی	volume
بڑائی	respek
بڑائی	applous
بڑائی	loof
بڑائی	lofprysing
بڑبڑانا	mutter
بڑبک	idiot
بڑبک	gek
بُڑک	byt
بڑکا	broer
بڑکا	elder
بُڑکا	hou
بُڑکی	duik
بُڑکی	dip
بڑی	elder
بڑَیرا	beam
بڑَیرا	straal
بڑَیرا	lewendige
بڑھانا	uitbrei
بڑھانا	vorentoe
بڑھانا	einde
بڑھانا	beëindig
بڑھانا	moedig
بڑھانا	toemaak
بڑھانا	sluit
بڑھانا	lig
بڑھانا	hede
بڑھانا	tans
بڑھانا	voordra
بڑھانا	teenwoordig
بڑھانا	bevorder
بڑھانا	promoveer
بڑھانا	bemark
بڑھانا	vorder
بڑھانا	strek
بڑھانا	rek
بڑھانا	uitbrei
بڑھانا	vorentoe
بڑھانا	verhoog
بڑھانا	vermeerder
بڑھانا	einde
بڑھانا	beëindig
بڑھانا	moedig
بڑھانا	toemaak
بڑھانا	sluit
بڑھانا	lig
بڑھانا	verbreed
بڑھانا	verleng
بڑھانا	uitbrei
بڑھانا	hede
بڑھانا	tans
بڑھانا	voordra
بڑھانا	teenwoordig
بڑھانا	bevorder
بڑھانا	promoveer
بڑھانا	bemark
بڑھانا	vorder
بڑھانا	strek
بڑھانا	rek
بڑھاوا	oortollige
بڑھاوا	spur
بڑھاوا	verhoog
بڑھاوا	vermeerder
بڑھاوا	aanmoediging
بڑھائو	verhoog
بڑھائو	vermeerder
بڑھائی	verhoog
بڑھائی	vermeerder
بڑھائی	advancement
بڑھت	growth
بڑھت	groei
بڑھت	verhoog
بڑھت	vermeerder
بڑھتا	vermeerder
بڑھتا	verhoog
بڑھتا	vermeerder
بڑھتا	vordering
بڑھتا	florerende
بڑھتا	toeneem
بڑھتا	verbetering
بڑھتا	vergroting
بڑھتا	groeiende
بڑھتی	oortollige
بڑھتی	vergelyking
بڑھتی	verhoog
بڑھتی	vermeerder
بڑھتی	vordering
بڑھتی	verbetering
بڑھتی	surplus
بڑھنا	uitbrei
بڑھنا	strek
بڑھنا	rek
بڑھنا	vorder
بڑھنا	prosper
بڑھنا	verhoog
بڑھنا	vermeerder
بڑھنا	oorskry
بڑھنا	opkoms
بڑھنا	uitbrei
بڑھنا	blou
بڑھنا	strek
بڑھنا	rek
بڑھنا	vorder
بڑھنا	prosper
بڑھنا	verhoog
بڑھنا	vermeerder
بڑھنا	oorskry
بڑھنت	opkoms
بڑھنت	growth
بڑھنت	groei
بڑھوار	verhoog
بڑھوار	vermeerder
بڑھوار	mauritius
بڑَھوت	profit
بڑَھوت	winsgewende
بڑَھوت	versterking
بڑَھوتری	voordeel
بڑَھوتری	advantage
بڑَھوتری	verhoog
بڑَھوتری	vermeerder
بڑَھوتری	increment
بڑَھوتری	versterking
بڑَھوتری	growth
بڑَھوتری	groei
بڑَھوتری	belangstelling
بڑَھوتری	rente
بڑَھوتری	optel
بڑَھوتری	byvoeging
بڑَھوتری	surplus
بڑھیا	kosbare
بڑھیا	waardevol
بڑھیا	uitstekend
بڑھیا	uitstekende
بڑھیا	excellent
بڑھیا	ryk
بڑھیا	superior
بڑھیّا	toeneem
بڑھیّا	vergroting
بڑھیّا	groeiende
بُز	bok
بُز	goat
بُز	ram
بُز	skaap
بزغالہ	kinder
بزغالہ	kind
بُزّا	ibis
بزار	bazaar
بزاز	draper
بُزدل	coward
بزر	saad
بُزرگ	noble
بُزرگ	edel
بُزرگ	senior
بُزرگ	groot
بُزرگ	wonderlik
بُزرگ	heilige
بُزرگ	saint
بُزرگانہ	vaderlike
بُزرگوار	heilige
بُزرگوار	saint
بُزرگوار	voorouer
بُزرگوار	elder
بُزرگواری	greatness
بُزرگی	nobility
بُزرگی	nobility
بُزرگی	greatness
بُزغالہ	kinder
بُزغالہ	kind
بزل	operasie
بزل	bewerking
بزل	chirurgie
بزلہ	joke
بزم	byeenkoms
بزم	party
بزم	feesvieringe
بزم	partytjie
بزم	saamstel
بزم	gemeente
بزیر	onderaan
بزیر	onder
بزیر	hieronder
بزیر	onderstaande
بس	alle
بس	alles
بس	all
بس	almal
بس	al
بس	als
بس	krag
بس	elektrisiteit
بس	sal
بس	invloed
بس	beïnvloed
بس	heeltemal
بس	einde
بس	beëindig
بس	kontrole
بس	beheer
بس	nou
بس	now
بس	tans
بس	kommentaar
بس	opportunity
بس	voldoende
بس	einde
بس	voltooi
بس	gesag
بس	owerheid
بس	slegs
بس	net
بس	alle
بس	alles
بس	all
بس	almal
بس	al
بس	als
بس	genoeg
بس	krag
بس	elektrisiteit
بس	sal
بس	invloed
بس	beïnvloed
بس	heeltemal
بس	einde
بس	beëindig
بس	kontrole
بس	beheer
بس	nou
بس	now
بس	tans
بس	kommentaar
بس	opportunity
بس	voldoende
بس	einde
بس	voltooi
بس	gesag
بس	owerheid
بس	slegs
بس	net
بِس	poison
بسا	vele
بسا	baie
بسا	vet
بسا	fat
بسا	much
بسا	meestal
بسا	tenant
بسا	olie
بسا	onderwerp
بِسات	goedere
بِسارنا	mejuffrou
بِسارنا	miss
بِسارنا	mej
بِسارنا	vergeet
بِساط	skaakbord
بِساط	krag
بِساط	elektrisiteit
بِساط	spasie
بِساط	carpet
بِساط	beteken
بِساط	bed
بِساط	kapasiteit
بِساط	hoofstad
بِساط	beddegoed
بِساط	estate
بِساط	landgoed
بسالت	moed
بسالت	dapperheid
بسان	soos
بِسانا	kry
بِسانا	verkry
بِسانا	beer
بِساند	stink
بساوٹ	fragrance
بساؤ	rehabilitasie
بِسبِسانا	borrel
بِسبِسانا	bubble
بست	goedere
بست	dinge
بست	eiendom
بست	gebind
بست	hindernis
بست	asylum
بست	knoop
بِست	twintig
بِستار	besonderheid
بِستار	amplification
بستر	rok
بستر	klere
بستر	rok
بِستر	bed
بِستر	beddegoed
بِستر	matras
بستگی	hartseer
بستگی	binding
بِستُم	twentieth
بستہ	geslote
بستہ	gesluit
بستہ	toegemaak
بستہ	wrapper
بستہ	hartseer
بستہ	gebind
بستہ	frozen
بستہ	bevrore
بستہ	gevries
بستہ	bondel
بستی	hustle
بستی	colony
بستی	kolonie
بسر	leef
بسر	tuiste
بسر	livelihood
بِسر	vergetelheid
بِسر	toesig
بِسرام	gemak
بِسرام	troos
بِسرام	bly
بِسرام	ophou
بِسرام	pouse
بِسرام	onderbreek
بِسرانا	vergeet
بِسرانا	mislei
بِسرانت	rus
بِسرانت	res
بِسراہٹ	fout
بِسراہٹ	toesig
بِسرنا	vergeet
بسط	tuis
بسط	verduideliking
بسمئی	asuur
بسمئی	blou
بسنا	betaal
بسنا	vereffen
بسنا	reuk
بسنا	ruik
بسنا	betaal
بسنا	vereffen
بسنا	reuk
بسنا	ruik
بُسنا	stink
بسنت	pokke
بسنتا	barbet
بسنتی	yellow
بسنی	pocket
بسنی	broeksak
بِسنی	skadelik
بِسنی	kwaadwillige
بِسنی	korrupte
بِسنی	korrup
بِسواس	belief
بِسواس	gewete
بِسواس	trust
بِسواس	vertrou
بِسواس	geloof
بِسواس	sekerheid
بِسواس	vertroue
بسویّا	setlaar
بسویّا	inwoner
بسویّا	woonagtig
بسے	much
بسے	vele
بسے	baie
بسے	oortollige
بِسیار	much
بِسیار	vele
بِسیار	baie
بِسیار	baie
بسیٹ	messenger
بسیٹ	ambassador
بسیٹ	agent
بسیرا	nes
بسیط	gedetailleerde
بسیط	gedetaileerde
بسیط	oorspronklik
بسیط	oorspronklike
بسیط	eenvoudige
بسیط	eenvoudig
بسیط	primêr
بسیط	primary
بسیط	primêre
بسیط	belangrikste
بسیط	oppervlak
بسیکھ	wyse
بسیکھ	distinction
بسیکھ	kwaliteit
بسیکھ	gehalte
بسیکھ	characteristic
بسیکھ	eiendom
بسیم	glimlag
بسیم	vrolik
بسیم	vrolike
بسیم	blymoedige
بشّاش	verheug
بشّاش	vreugdevol
بشّاش	vrolik
بشّاش	vrolike
بشّاش	blymoedige
بشر	man
بشر	mensdom
بشر	man
بشر	mensdom
بُشرہ	aspek
بُشرہ	gesiggie
بُشرہ	gesig
بُشرہ	voorkoms
بشری	menslik
بشری	mens
بشریّات	antropologie
بشریّت	humanity
بِشن	wisjnoe
بِشواس	trust
بِشواس	vertrou
بصارت	sight
بصارت	verdraagsaamheid
بصارت	begrip
بصارت	insig
بصارت	sien
بصارت	visie
بصر	visie
بصر	sight
بصری	optiese
بصری	optiese
بصری	visuele
بصل	ui
بصل	onion
بصیرت	insig
بصیرت	vaardigheid
بصیرت	verdraagsaamheid
بصیرت	begrip
بصیرت	visie
بصیرت	perception
بصیرت	insig
بصیرت	vaardigheid
بصیرت	verdraagsaamheid
بصیرت	begrip
بصیرت	visie
بصیرت	perception
بِضاعت	krag
بِضاعت	elektrisiteit
بِضاعت	beteken
بِضاعت	hoofstad
بِضاعتی	ryk
بط	operasie
بط	bewerking
بط	eend
بط	duck
بطاریہ	battery
بطّال	vals
بطالت	folly
بطالت	moed
بطالت	dapperheid
بطّخ	goose
بطّخ	gans
بطّخ	eend
بطّخ	duck
بطخا	drake
بِطریق	patriarg
بِطریق	biskop
بِطریق	loper
بِطریق	pikkewyn
بطش	krag
بطش	elektrisiteit
بطش	geweld
بطش	dapperheid
بطل	courageous
بطل	held
بطل	hero
بطل	dapper
بُطل	deception
بُطلان	vanity
بطلیموس	ptolemeus
بطن	maag
بطن	generasie
بطن	abdomen
بُطو	vertraging
بطور	soos
بُطُون	hart
بُطُون	hartjie
بُطُون	gedagte
بطی	stadig
بِطّیخ	komkommer
بِطّیخ	spanspek
بِطّیخ	waatlemoen
بعث	resurrection
بعث	stimulering
بعد	sedert
بعد	laasgenoemde
بعد	daaropvolgende
بعد	sedert
بعد	laasgenoemde
بعد	na
بعد	nadat
بعد	ná
بعد	daaropvolgende
بُعد	dimensie
بُعد	dimension
بُعد	afstand
بُعد	verskil
بعدہٗ	agterna
بعدہٗ	then
بعدہٗ	dan
بعض	paar
بعض	sommige
بعض	diverse
بعض	klomp
بعض	sekere
بعضا	enige
بعضا	sommige
بعل	baäl
بعل	baal
بعید	afgeleë
بعید	remote
بعید	ver
بعید	onmoontlik
بعید	afgeleë
بعید	remote
بعید	ver
بعید	verre
بعید	onmoontlik
بعیر	kameel
بعیر	camel
بِعَینہٖ	presies
بُغارا	gap
بُغارا	gat
بغاوت	mutiny
بغاوت	joffe
بغاوت	mutiny
بغاوت	joffe
بغاوت	opstand
بغتتہً	suddenly
بُغچہ	bondel
بُغرا	vermicelli
بُغض	spyte
بُغض	spite
بغل	kant
بغل	eenkant
بغل	flank
بغل	kant
بغل	eenkant
بغل	flank
بغَور	sorgvuldig
بغی	opstand
بغَیر	sonder
بق	mosquito
بقا	oorlewing
بُقّا	waai
بُقّا	golf
بقایا	saldo
بقایا	balans
بقایا	agterstallige
بُقچہ	bondel
بقر	bull
بقر	koei
بُقراط	hippokrates
بُقراطیت	swaartekrag
بُقراطیت	gravitasie
بقریّہ	pokke
بُقعہ	house
بُقعہ	huis
بقل	groente
بُقُولاتی	vegetariese
بقَیدِحیات	leef
بقَیدِحیات	tuiste
بقیہّ	oorblyfsel
بقیہّ	agterstallige
بقیہّ	saldo
بقیہّ	balans
بک	reier
بُکا	weeping
بِکار	veranderings
بِکار	verander
بِکار	wysig
بِکار	agteruitgang
بکاول	chef
بکاول	sjef
بکاول	steward
بکاوَلی	kook
بکاوَلی	kookkuns
بِکٹ	horrible
بِکٹ	verskriklike
بِکٹ	terrible
بِکٹ	waarskuwing
بِکٹ	hard
بِکٹ	harde
بِکٹ	moeilik
بِکٹ	huge
بِکٹ	moeilik
بِکٹ	groot
بِکٹ	wonderlik
بُکٹ	definitief
بُکٹ	paw
بُکٹ	fist
بِکر	skaars
بِکر	onveranderd
بکرّات	herhaaldelik
بکراوُتی	legering
بکرَوٹا	kinder
بکرَوٹا	kind
بِکری	aanvraag
بِکری	inkomste
بِکسنا	uitbrei
بِکسنا	verwelk
بِکسنا	bloom
بِکسنا	ope
بِکسنا	oopmaak
بِکسنا	oop
بکسوا	buckle
بِکل	ongeduldig
بِکل	troubled
بکّل	skil
بکّل	peel
بکّل	bark
بکّل	bas
بکّل	blaf
بکّل	vel
بُکم	verdoof
بُکم	demp
بُکم	mute
بکنا	rave
بکنا	praat
بکنا	speak
بُکنی	powder
بکَیت	beau
بِکھ	poison
بکھان	uitbreidings
بکھان	animasie
بکھان	definisie
بکھان	disgrace
بکھان	verduideliking
بکھان	loof
بکھان	lofprysing
بکھاننا	misbruik
بکھاننا	verduidelik
بکھاننا	loof
بکھاننا	lofprysing
بکھاننا	verklaring
بِکھرا	versteur
بِکھرا	verstrooide
بِکھراؤ	verwarring
بِکھرنا	sprei
بکھری	kothuis
بکھری	house
بکھری	huis
بکّھی	rib
بکھیڑا	dispuut
بکھیڑا	geskil
بکھیڑا	verskil
بکھیڑا	sukkel
بکھیڑا	hindernis
بکھیڑا	agitasie
بکھیڑا	worry
بکھیڑا	besetting
بکھیڑا	goedere
بکھیڑا	besigheid
بگ	reier
بگ	rein
بگارنا	sprei
بِگاڑ	korrupsie
بِگاڑ	misunderstanding
بِگاڑ	vernietiging
بِگاڑ	agteruitgang
بِگاڑ	vandalisme
بِگاڑنا	leed
بِگاڑنا	harm
بِگاڑنا	mer
بِگانا	vreemdeling
بگڑ	woonbuurt
بگڑا	korrupsie
بگڑا	valsheid
بِگڑا	kwaai
بِگڑا	bederf
بِگڑا	beskadig
بِگڑنا	vernietig
بِگڑی	misunderstanding
بِگڑی	armoede
بگلا	reier
بگلا	egret
بگلا	skoonmaak
بگلا	skoon
بگنا	beweeg
بِگوبشنو	bespreking
بِگوبشنو	betoog
بِگوبشنو	argument
بُگّی	goblet
بگھار	knoffel
بگھار	gemmer
بِگھن	hindernis
بِگھن	killing
بِگھن	pyn
بِگھنا	wolf
بگّھی	buggy
بگھیرا	luiperd
بگھیرا	luiperd
بل	verskil
بل	pride
بل	trots
بل	sacrifice
بل	opoffering
بل	aangepak
بل	vanity
بل	krul
بل	konvolusie
بل	maar
بل	sterkte
بل	ondersteuning
بل	ondersteun
بل	steun
بل	bystand
بل	vermoë
بل	vermoeë
بل	help
بل	hulp
بل	verskil
بل	pride
بل	trots
بل	sacrifice
بل	opoffering
بل	aangepak
بل	vanity
بل	twist
بل	kinkel
بل	crook
بل	krul
بل	konvolusie
بل	maar
بل	sterkte
بل	ondersteuning
بل	ondersteun
بل	steun
بل	bystand
بل	krag
بل	elektrisiteit
بل	vermoë
بل	vermoeë
بل	help
بل	hulp
بِل	noot
بِل	gat
بُل	vagina
بلا	heks
بلا	hekse
بلا	horrible
بلا	distress
بلا	wonderlik
بلا	heerlik
بلا	skerp
بلا	buitensporig
بلا	hefboom
بلا	clever
بلا	duiwel
بلا	boos
بلا	bose
بلا	ongeluk
بِلا	sonder
بلاواسطہ	direk
بلاواسطہ	rig
بلاواسطہ	direkte
بِلّا	tomcat
بِلّا	kenteken
بُلّا	borrel
بُلّا	bubble
بِلاپ	weeping
بِلاپ	uitstort
بِلاد	stede
بِلاد	dorpe
بِلاد	lande
بلادت	folly
بِلاس	delight
بِلاس	plesier
بِلاس	genot
بلاغت	retoriek
بِلانا	versprei
بِلانا	verdwyn
بُلانا	nooi
بُلانا	oproep
بُلانا	bel
بُلانا	roep
بُلانا	skakel
بِلاناغہ	daaglikse
بُلاؤ	aanvraag
بُلاوا	uitnodiging
بِلاواسطہ	direk
بِلاواسطہ	rig
بِلاواسطہ	direkte
بِلاول	vrou
بِلاول	beloved
بلاہر	messenger
بلائی	blessing
بلائی	gebed
بُلبُل	nightingale
بُلبُل	tiptol
بُلبُل	lover
بُلبُلا	borrel
بُلبُلا	bubble
بِلبِلانا	lament
بِلبِلاہٹ	agitasie
بلد	stad
بلد	country
بلد	land
بلد	leier
بلد	bull
بلد	streek
بلد	town
بلد	bullock
بلّر	waai
بلّر	golf
بِلسنا	enjoy
بِلک	weeping
بِلک	uitstort
بلکنا	mutter
بِلکنا	hunker
بِلکنا	weep
بلکہ	maar
بلکہ	ook
بلکہ	moreover
بلکہ	nogal
بلکہ	liewer
بِللّا	laf
بِللّا	silly
بِللّا	dom
بِللّا	eenvoudige
بِللّا	eenvoudig
بلم	man
بلم	lover
بلّم	lance
بلّم	lance
بلّم	spear
بِلمب	vertraging
بِلمبنا	vertraging
بِلمبنا	bly
بلنا	braid
بلنا	twist
بلنا	kinkel
بلنا	skryf
بلند	verhoogde
بلند	hoë
بلند	hoog
بلند	ingesamel
بلند	tall
بلند	lank
بلند	hoog
بلند	loud
بلندآواز	loud
بلندآہنگ	loud
بلندی	vergelyking
بلندی	hoogte
بِلنگنا	opkoms
بلوا	opstand
بلوا	sandy
بلوا	oproer
بلوا	opstand
بلوا	sandy
بلُواری	sandy
بلوان	sterk
بلوان	stout
بلوان	powerful
بلوان	kragtige
بِلَوٹا	seergemaak
بِلَّور	beryl
بلُوط	oak
بِلُوکا	swart
بِلُوکا	huur
بِلونا	sweep
بلونت	sterk
بلونت	stout
بِلُونگڑا	seergemaak
بِلُونگڑا	kind
بلوہ	oproer
بلہ	folly
بُلہ	laf
بُلہ	silly
بُلہ	dom
بلیٰ	ja
بلی	mighty
بلی	magtige
بلی	powerful
بلی	kragtige
بلی	sacrifice
بلی	opoffering
بلی	sterk
بلے	waar
بلے	true
بلے	goed
بلے	wel
بلے	sowel
بلے	ja
بلے	regterkant
بلے	regs
بلیا	sterk
بلیا	powerful
بلیا	kragtige
بلید	gek
بلیغ	omvattende
بلیغ	betekenisvolle
بلیغ	betekenisvol
بلّیوں	baie
بلّیوں	much
بم	fontein
بم	bomb
بم	bom
بم	geraas
بم	betoging
بم	protes
بم	pomp
بمبا	kanaal
بمبار	bomber
بمباری	bomaanval
بمبُوق	laf
بمبُوق	silly
بمجردّ	oombliklik
بمڑی	gil
بمڑی	uitstort
بمکنا	spog
بمن	brahman
بن	jungle
بن	woud
بن	bos
بن	hout
بِن	seun
بِن	sonder
بُن	agterstewe
بُن	grondslag
بُن	einde
بُن	beëindig
بُن	bodem
بُن	onder
بُن	onderkant
بُن	bottom
بُن	stam
بُن	root
بُن	fondament
بنا	opgerig
بنا	voltooi
بنا	gedoen
بنا	klaar
بنا	gemaak
بنا	bereid
بنا	prepared
بنا	klaar
بنا	afgehandel
بنا	daargestel
بنا	vasgestel
بنا	gevestig
بنا	reggemaak
بنا	voltooi
بنا	afgehandel
بِنا	grondslag
بِنا	oorsprong
بِنا	bronne
بِنا	bron
بِنا	stam
بِنا	root
بِنا	motive
بِنا	fondament
بِنا	sonder
بِنا	grond
بِنا	ground
بنّا	bruidegom
بنات	meisies
بنات	mishandel
بنات	daughters
بنادر	poorte
بنادیق	vuurwapens
بِناس	vernietiging
بناسپتی	plantegroei
بناسپتی	gras
بنان	fingers
بنانا	versier
بنانا	presteer
بنانا	fashion
بنانا	mode
بنانا	modes
بنانا	cook
بنانا	berei
بنانا	voorberei
بنانا	forge
بنانا	skep
بنانا	herstelwerk
بنانا	hervorm
بنانا	konstrueer
بنانا	vorms
بنانا	verstel
بنانا	versier
بنانا	vorm
بنانا	presteer
بنانا	fashion
بنانا	mode
بنانا	modes
بنانا	cook
بنانا	bou
بنانا	berei
بنانا	voorberei
بنانا	forge
بنانا	maak
بنانا	skep
بنانا	herstelwerk
بنانا	hervorm
بنانا	konstrueer
بنانا	vorms
بنانا	verstel
بناوٹ	stigting
بناوٹ	struktuur
بناوٹ	vorm
بناوٹ	bou
بناوٹ	oprigting
بناوٹ	konstruksie
بناوٹ	figuur
بناوٹ	maak
بناوٹ	grondwet
بناوٹ	voorkoms
بناوٹ	stigting
بناوٹ	struktuur
بناوٹ	vorm
بناوٹ	bou
بناوٹ	oprigting
بناوٹ	konstruksie
بناوٹ	figuur
بناوٹ	maak
بناوٹ	grondwet
بناوٹ	voorkoms
بُناوٹ	weef
بُناوٹ	brei
بُناوٹ	weef
بُناوٹ	brei
بُناوٹ	tekstuur
بناوٹی	vervals
بناوٹی	vervals
بناوٹی	geraak
بناوٹی	geaffekteer
بناوٹی	geaffekteerde
بناوری	talent
بناوری	vaardigheid
بناوری	kuns
بنّاء	bouer
بنائو	verdraagsaamheid
بنائو	begrip
بنائو	concord
بنائو	dressing
بنائو	versoening
بنائو	voorbereiding
بنائو	harmonie
بنائو	versiering
بنایا	gemaak
