pax	پکس
lek	بازی
medisiner	دارو
medisiner	تداوی
sidney	سیدنی
kill	بکش
kill	بکشی
kill	بکشم
kill	کشتن
rettferdighet	عدالت
rettferdighet	عدل
elsa	elsa
elsa	السا
theodore	تئودور
snu	رویت
snu	نوبت
samoa	ساموآ
keiserinne	شهبانو
vesener	موجودات
vesener	مخلوقات
vesener	بندگان
uoffisielle	غیررسمی
sing	بخون
sing	بخونید
løv	برگها
løv	برگ
lojalitet	وفاداری
lojalitet	وفای
lojalitet	وفادار
kostnader	اتهامی
kostnader	اتهامات
kostnader	اتهام
kostnader	اتهاماتی
kostnader	هزینه
matthias	ماتیاس
gestapo	گشتاپو
konklusjon	نتیجه
tviler	شک
cao	سائو
cao	کائو
mussolini	موسولینی
derek	درک
skyggen	سایه
skyggen	شادو
aviv	آویو
argumentet	حجت
argumentet	برهان
argumentet	استدلال
dmitrij	دمیتری
glatt	لغزنده
glatt	هموار
glatt	صاف
glatt	نرم
knapp	دکمه
juventus	یوونتوس
juventus	juventus
arkitektonisk	معماری
bordeaux	بردو
hefte	کتابچه
taipei	تایپه
panzer	زرهی
rocky	راکی
magdalena	مگدالن
magdalena	ماگدالنا
retriever	رتریور
innvirkning	ضربه
innvirkning	اصابت
innvirkning	برخوردی
innvirkning	برخورد
myke	ملایم
myke	نرمه
myke	نرمی
myke	سافت
myke	نرم
visjon	بصیرت
visjon	دید
visjon	ویژن
visjon	بینایی
monarkiet	شهریاری
surrey	ساری
surrey	سوری
tolker	تعبیر
tolker	تفسیر
greene	گرین
utfallet	عاقبت
utfallet	نتیجه
bjørnstjerne	بیورنستیرن
devon	دوون
tilstedeværelse	حضورش
tilstedeværelse	حضور
innlegget	پست
innlegget	پستی
innlegget	post
joakim	جوکیم
løfter	وعده
keltisk	سلتیک
gotiske	گوتیک
partenkirchen	پارتنکیرشن
rival	رقیب
authority	تسلط
authority	سلطه
hviterussisk	بلاروسی
hjørne	گوشه
noir	نوآر
begrensede	متناهی
dypeste	عمیقترین
grammatikk	گرامر
spesifikk	خاص
spesifikk	مشخص
titt	نگاهی
titt	ببین
record	ضبط
justice	عدالت
justice	عدل
seksuelt	جنسی
menneskeheten	انسانیت
menneskeheten	بشر
menneskeheten	بشریت
testing	آزمون
testing	آزمودن
testing	آزمایش
testing	تست
krønike	کرونیکل
baldwin	بالدوین
nazistene	نازیها
genova	جنوا
beta	بتا
inga	اینگا
ike	آیک
atten	eighteen
atten	هیجده
atten	هجده
movement	جنبش
movement	تحرک
movement	نهضت
forpliktet	ملزم
forpliktet	متعهد
rettferdig	فر
rettferdig	عادلانه
rettferdig	منصفانه
rettferdig	انصاف
rettferdig	منصف
røyken	دودی
røyken	دود
røyken	دوده
vietnamesisk	ویتنامی
ritualer	مناسک
varmere	گرمتر
around	اطراف
around	حوالی
plantet	جاسازی
plantet	بلغزد
plantet	کاشته
nicaragua	نیکاراگوئه
wellington	ولینگتون
dell	دل
bahamas	باهاما
sinne	عصبانیت
sinne	غضب
sinne	خشم
skinn	چرمی
skinn	چرم
skinn	پوست
operative	عملیاتی
norte	نورت
money	پول
money	پولی
drømmen	دریم
drømmen	خواب
drømmen	رویا
drømmen	رؤیا
drømmen	رویای
drømmen	رؤیای
skjær	قطع
skjær	برش
skjær	کات
tortur	شکنجه
barnes	بارنس
barnes	بارنز
rand	رند
senegal	سنگال
commission	تصدی
commission	کمیسیون
interiør	interior
interiør	داخلی
interiør	درونی
vennene	دوستان
leter	نگاه
leter	نظاره
importert	واردشده
importert	وارداتی
angelo	آنجلو
eksemplar	نمونه
regulering	ارتودنسی
virus	ویروس
virus	ویروس
virus	ویروسها
regionalt	منطقهای
regionalt	محلی
originalt	اصیل
originalt	اصلی
originalt	اوریجینال
nashville	نشویل
tape	نوار
avgjør	تعیین
skulpturen	مجسمه
skulpturen	تندیس
bundesliga	بوندسلیگا
schlesien	سیلزی
avstander	فواصل
randy	رندی
caledonia	کالدونیا
blank	براق
blank	خالی
liters	لیتر
slaveri	بردگی
godta	accept
godta	پذیرش
godta	قبول
orientert	گرا
tristan	تریستان
voldsomme	درنده
duo	دوو
plikter	تکالیف
plikter	وظایف
frey	فری
lykkelig	خوشبخت
lykkelig	خوش
lykkelig	شاد
lykkelig	خوشحال
lykkelig	مبارک
kuttet	دریدن
føtter	پاهای
føtter	پایی
heide	heide
mønstre	الگوها
sharp	شارپ
sharp	تیزی
sharp	هشیار
sharp	تیز
stjålet	دزدیده
skygge	سایه
skygge	شادو
skygge	سایه
münster	مونستر
münster	مونستر
smart	باهوش
smart	باهوش
smart	اسمارت
smart	زرنگی
smart	هوشمند
smart	زرنگ
smart	هوشمندانه
kaos	آشفتگی
kaos	آشوب
judas	یهودا
judas	جود
isak	ایزاک
isak	اسحاق
isak	اسحق
isak	آیزاک
burns	برنز
burns	سوختگی
tilfeldige	تصادفی
sår	جراحت
sår	زخم
sår	بکارید
godset	ملک
godset	املاک
blinde	کور
blinde	نابینا
innovasjon	نوآوری
troskap	وفاداری
troskap	تابعیت
troskap	بیعت
partia	پارت
opprørere	شورشی
opprørere	یاغی
duett	دونفری
dokumentet	سند
dokumentet	نوشتار
stage	مرحله
stage	صحنه
stage	استیج
avsluttende	بستن
falls	آبشار
falls	فالز
reynolds	رینولدز
bringer	آوردن
bringer	اوردن
kolleger	همکاران
nygaard	نیگارد
publisere	انتشار
publisere	نشر
publisere	انتشار
pen	خوشگل
pen	خوشگله
pen	خیلی
mørket	تیرگی
mørket	ظلمت
mørket	تاریکی
domenico	دومنیکو
berømmelse	شهرتش
berømmelse	شهرت
berømmelse	شهرتی
rotasjon	چرخش
avfall	اتلاف
avfall	زباله
avfall	تلف
avfall	اسراف
airbus	ایرباس
gale	دیوانه
gale	دیوونه
gale	دیونه
trærne	درخت
trærne	درختان
trærne	درختها
forvirring	آشفتگی
forvirring	گیجی
forvirring	اغتشاش
forvirring	سردرگمی
josh	جاش
murer	دیوارها
murer	دیوارهای
murer	دیوار
kirby	کربی
tuberkulose	سل
betaler	پرداخت
betaler	ارادت
arkeologer	archaeologists
ambisjoner	بلندپروازی
shi	شی
armer	بازوان
armer	بازوها
armer	آغوش
armer	بازو
krigere	جنگجویان
egeerhavet	اژه
lima	لیما
uvanlige	غیرعادی
durham	دورهام
durham	دورهم
tørt	خشک
tørt	خشکیده
fiskere	ماهیگیران
fiskere	ماهیگیر
forandring	تغییر
cornell	کرنل
hubert	هوبرت
bekymret	نگران
bekymret	دلواپس
bekymret	آشفته
bekymret	نگران
beboere	ساکنین
beboere	یاران
beboere	ساکنان
wedel	ودل
poulsen	پولسن
connor	کانر
møbler	اثاث
møbler	اثاثیه
møbler	مبل
møbler	مبلمان
abdul	عبدل
rwanda	رواندا
habitat	زیستگاه
bekrefter	مصدق
bekrefter	تصدیق
hensiktsmessig	مناسب
hensiktsmessig	درخور
forhandle	مذاکره
forhandle	مذاکره
forhandle	مذاکره
lavlandet	falkirk
klikk	کلیک
klikk	کلیک
pensjonerte	بازنشست
pensjonerte	بازنشسته
kuwait	کویت
klager	شاکی
klager	شکایتی
klager	شکایت
klager	غر
klager	شکایتی
klager	شکایت
klager	شکایات
klager	دادخواهی
kjøring	رانندگی
bois	بوآ
lennart	لنارت
forfedre	پدرانشان
forfedre	اجداد
forfedre	پدران
forfedre	نیاکان
botswana	بوتسوانا
mad	مجنون
mad	دیوانه
variabel	متغیر
variabel	متغیرها
mia	mia
mia	میا
croix	کرویکس
legende	افسانه
legende	اسطوره
kanton	کانتون
overskriften	تیتر
neue	نویه
uniform	یونیفرم
uniform	یونیفورم
cecil	سسیل
uendelig	نامتناهی
uendelig	بینهایت
uendelig	نامحدود
uendelig	بیکران
nøytralt	بیطرف
nøytralt	خنثی
becker	بکر
claire	کلیر
claire	کلر
café	کافه
café	کافه
madonna	مدونا
gates	گیت
gates	گیتس
drikker	نوشیدن
drikker	آشامیدنی
lensmann	پاسبان
lensmann	کلانتر
iransk	ایرانیان
iransk	ایرانی
iransk	iranian
billig	ارزان
billig	ارزون
henge	آویزان
førere	رانندگان
balanse	میزان
balanse	تعادل
balanse	توازن
balanse	موازنه
ros	سپاس
ros	حمد
ros	ستایش
sliter	کشمکش
sliter	تقلا
rally	اجتماع
rally	رالی
grunne	سطحی
porsche	پورشه
børster	مدادهای
ekstrem	افراطی
undersøkelsen	سروی
undersøkelsen	نظرسنجی
louvre	لوور
kjede	زنجیری
kjede	زنجیره
kjede	زنجیر
kjede	زنجیرهای
eden	عدن
eden	ادن
grønnsaker	سبزیجات
hunan	هونان
capitol	کپیتول
capitol	کاپیتول
bahrain	بحرین
belize	بلیز
alonso	آلونسو
armensk	ارمنیان
armensk	ارمنی
bitter	تلخی
bitter	تلخ
mauritius	موریس
jiangsu	جیانگسو
sabel	سیبر
sabel	سایبر
sabel	سایبر
sabel	صابر
estadio	ورزشگاه
fordeling	توزیع
destinasjoner	مقاصد
skjerm	پرده
skjerm	نظارت
skjerm	نمایشگر
skjerm	مانیتور
skjerm	بزمجه
kule	فشنگ
kule	گلوله
spore	شیار
ulster	اولستر
globalt	سراسری
globalt	جهانی
globalt	گلوبال
making	ساختن
reduksjon	کاهش
reduksjon	تقلیل
reduksjon	کاهی
arbeidskraft	کارگری
arbeidskraft	کارگر
arbeidskraft	زایمان
ukentlig	هفتگی
armen	بازو
armen	دست
armen	آرم
armen	بازوی
joshua	جاشوآ
joshua	یوشع
joshua	جاشوا
ingvar	اینگوار
sortert	مرتب
sung	سونگ
sung	سانگ
fikse	رفع
oak	اوک
oak	بلوط
going	میرم
provence	پروانس
slu	مکار
dubai	دبی
dubai	dubai
dubai	دوبی
ferie	مرخصی
ferie	تعطیلات
cut	قطع
cut	برش
cut	کات
kam	شانه
kam	کام
kam	کم
talenter	استعداد
talenter	استعدادها
fallet	سقوط
fallet	پاییز
fallet	fall
fallet	افتادن
kramer	کریمر
kramer	کرامر
formidler	رسان
feat	انداختند
feat	شاهکار
lancaster	لنکستر
dorothea	دوروتا
sult	قحطی
sult	گرسنگی
usbekistan	ازبکستان
steget	برخاسته
therese	ترز
darmstadt	دارمشتات
lappland	لاپلند
radikal	رادیکال
parametre	پارامتر
parametre	پارامترهای
forårsake	علت
forårsake	دلیل
forårsake	cause
vilnius	ویلنیوس
britannica	بریتانیکا
enhetlig	سازگار
inside	داخل
inside	درون
inside	درونت
uoffisiell	غیررسمی
eksplisitt	صریح
eksplisitt	صریح
milde	ملایم
milde	نرم
progressive	پیشرو
nakne	عریان
nakne	لختی
nakne	برهنه
nakne	لخت
statuer	مجسمه
château	شاتو
karsten	کارستن
overvintrer	هایبرنیت
rain	باران
rain	بارانی
rain	بارون
godseier	اسکوایر
dorothy	دورتی
dorothy	دوروتی
miranda	میراندا
strange	عجیبی
strange	عجیب
face	چهره
face	صورت
face	face
sandra	ساندرا
opplevelse	تجربه
karlsson	کارلسون
freeman	فریمن
bahia	باهیا
kapasiteten	ظرفیت
kapasiteten	گنجایش
manila	مانیل
paraná	پارانا
ofrene	قربانیان
mistenkt	مظنون
mistenkt	مضنون
inngang	ورودی
inngang	مدهوش
bhutan	بوتان
uttalelser	اظهارات
larve	کرم
larve	کاترپیلار
larve	لارو
muslimsk	مسلمان
muslimsk	مسلم
muslimsk	مسلمانان
pommern	پومرانی
parma	پارما
togene	قطارها
togene	متقاضیان
togene	قطاری
togene	قطار
lederskap	رهبری
troende	مؤمن
fester	احزاب
sammy	سامی
avhengige	معتاد
avhengige	وابسته
avhengige	معتادان
overordnet	برتر
overordnet	مافوق
overordnet	والدین
falun	فالون
dødsstraff	مرگ
utfordring	چالش
residens	اقامتگاه
residens	جایگاه
residens	اقامت
berliner	برلینر
blanchard	بلانچارد
jentene	دخترها
jentene	دختران
svensson	سونسن
organiserer	سازماندهی
damaskus	دمشق
støv	غبار
støv	خاک
bark	بارک
bark	پارس
kontinentale	قارهای
gravlund	قبرستان
gravlund	گورستان
brand	براند
brand	برند
mynt	سکه
hood	هود
banjo	بانجو
savnet	گمشده
wessex	وسکس
voldsom	درنده
howe	هاو
kronisk	مزمن
ist	ist
fødselsdag	تولد
fødselsdag	زادروز
sandberg	سندبرگ
stabilt	پایدار
fler	دیگر
fler	بیشتر
anonym	ناشناس
anonym	گمنام
savner	خانم
savner	بانو
savner	دوشیزه
chi	خی
chi	chi
plattformer	سکوهای
bekrefte	وارسی
bekrefte	تأیید
bekrefte	مصدق
bekrefte	تصدیق
bekrefte	تایید
bekrefte	تأیید
bekrefte	تصدیق
godkjenning	تصویب
forberedte	مهیا
thorsen	تورسن
room	اتاق
room	اتاقی
room	اطاق
stoke	استوک
île	ایل
jeanne	ژان
champagne	شامپاین
pioner	پیشگام
pioner	پایونیر
vadsø	وادسو
reporter	گزارشگر
seremoni	مراسمی
seremoni	مراسم
syrisk	سریانی
syrisk	سوریه
syrisk	سوری
vista	vista
vista	ویستا
tolke	تعبیر
tolke	تفسیر
hero	قهرمان
hero	پهلوان
bolton	بولتون
mills	میلز
einstein	اینشتین
einstein	انیشتین
past	past
past	گذشته
framtid	اینده
framtid	future
framtid	آینده
rover	روور
brad	براد
platina	پلاتین
platina	پلاتینی
frøken	خانم
frøken	بانو
frøken	دوشیزه
forvente	انتظار
stige	نردبان
stige	نردبانی
representantene	نمایندگان
ladies	خانما
ladies	بانوان
ladies	خانمها
jet	جت
toyota	toyota
toyota	تویوتا
portsmouth	پورتسموث
slaviske	اسلاوی
persson	پرسون
plymouth	پلیموث
kapitler	سوره
kapitler	فصلها
tilbys	امانت
kjærligheten	دوست
kjærligheten	عشق
kjærligheten	عشقی
kjærligheten	عاشق
legemidler	داروئی
legemidler	داروسازی
rich	ثروتمند
rich	ثروتمندان
rich	پولدار
rich	پولداری
rich	غنی
rich	ریچ
leben	leben
badminton	بدمینتون
arbeidsplasser	کارها
arbeidsplasser	جابز
arbeidsplasser	کارهای
strasbourg	استراسبورگ
klatring	صعود
clay	کلی
clay	گلی
musical	موزیکال
arctic	قطبی
kult	خونسرد
kult	خنک
kult	cool
hello	الو
hello	سلام
ssp	ssp
høyskole	کالج
høyskole	دانشکده
høyskole	دانشگاه
høyskole	دانشگاهی
independent	مستقل
luster	لوستر
litauisk	لیتوانی
vilt	وحشی
vilt	وایلد
konto	حساب
helsinki	هلسینکی
beregninger	محاسبات
stabilitet	پایداری
stabilitet	ثبات
strauss	اشتراوس
sal	زین
sal	سل
sal	سال
sal	sal
flotte	عالی
flotte	عالیه
klanen	قبیله
klanen	خاندان
klanen	طایفه
gnu	گنو
gnu	gnu
chapman	چپمن
baser	پادگان
cox	کاکس
nbc	nbc
aske	آش
aske	اش
aske	خاکستر
schumacher	شوماخر
dig	حفر
gloria	گلوریا
twilight	شفق
aleksej	آلکسی
aleksej	الکسی
produktene	محصولاتی
produktene	محصولات
dannelse	شکوفا
dannelse	پرورش
natalie	ناتالی
versailles	ورسای
günther	گونار
günther	گانتر
günther	گونتر
jurij	یوری
forces	نیروهای
forces	نیروهایی
passasjerene	مسافرین
passasjerene	مسافر
passasjerene	مسافران
rush	راش
eugène	اوژن
bysantinsk	بیزانس
chiang	چیانگ
cricket	کریکت
unntaket	استثنا
unntaket	استثنای
legender	افسانه
seneste	جدیدترین
seneste	آخرین
royce	رویس
elektronikk	الکترونیک
being	بودن
ampezzo	cortina
betingelser	شروط
betingelser	اصطلاحات
betingelser	شرایط
betingelser	وضعیتهای
betingelser	شرایط
tours	تور
tours	تورهای
sjøfolk	ملوان
trinity	تثلیث
trinity	ترینیتی
alive	زنده
skilsmisse	طلاق
touch	لمس
touch	تاچ
tåle	ماندگار
ibrahim	ابراهیم
dammen	تالاب
dammen	برکه
naboer	همسایه
naboer	همسایگان
naboer	همسایه
naboer	همسایگان
atlético	اتلتیکو
skyer	ابری
skyer	ابر
skyer	ابرها
nobel	نوبل
borge	بورگه
cecilia	سیسیلیا
libretto	اپرانامه
rauma	rauma
heroes	قهرمانان
them	آنها
them	آنان
overs	حیا
overs	زاپاس
elton	التون
galtvort	هاگوارتز
misbruk	سوءاستفاده
misbruk	سوءاستفاده
ghost	شبح
ghost	گوست
ghost	روح
gonzález	گونزالس
forskeren	دانشمندی
forskeren	دانشمند
blair	بلیر
blair	بلر
québec	کبک
québec	کبک
lukt	بوش
lukt	بوی
bratislava	براتیسلاوا
fusjon	همجوشی
pluto	پلوتو
every	هر
bølge	موج
bølge	موجی
synonymt	مترادف
örebro	örebro
jake	جیک
seminar	سمینار
zagreb	زاگرب
motangrep	پاتک
sammenbrudd	بهمنی
stamfar	جد
stamfar	اجداد
stamfar	نیاکان
zero	صفر
zero	زیرو
zero	zero
obama	اوباما
torres	تورس
lojale	باوفا
lojale	وفادار
lokomotiv	محرکه
lokomotiv	لوکوموتیو
sammendrag	چکیده
sammendrag	هضم
sammendrag	خلاصۀ
sammendrag	خلاصه
close	close
close	بستن
close	نزدیک
uttalelse	بیانیه
uttalelse	اظهارات
skjønnhet	زیبایی
skjønnhet	زیبای
moment	لحظه
moment	گشتاور
margrete	مارگرت
margrete	مارگارت
eleanor	النور
leddene	مفاصل
mansfield	منسفیلد
passasjer	سرنشین
passasjer	مسافر
bombet	بمباران
henderson	هندرسون
bestyrer	مدیر
garnisonen	گریسون
garnisonen	پادگان
sletten	ساده
freiburg	فرایبورگ
taktikk	تاکتیکهای
taktikk	تاکتیک
taktikk	رزم
taktikk	تاکتیک
patricia	پاتریشیا
øde	متروک
kontinent	قاره
garde	garde
omdømme	اعتبار
omdømme	آبرو
omdømme	شهرت
omdømme	شهرتش
sau	گوسفند
sau	گوسفندی
flukten	گریز
flukten	فرار
arktiske	قطبی
metaller	فلزات
metaller	قلیایی
ashley	اشلی
petroleum	نفت
tonight	امشب
easy	آسان
easy	ساده
easy	راحت
ella	الا
forvist	تبعید
helsingborg	هلسینگبورگ
tettere	نزدیکتر
gaius	گایوس
asiatisk	آسیایی
asiatisk	آسیایی
asiatisk	آسیا
uhell	حادثه
uhell	تصادفی
uhell	تصادف
uhell	تصادفات
uhell	حوادث
shan	shan
spekter	گستره
spekter	گسترۀ
nixon	نیکسون
overvåke	نظارت
overvåke	نمایشگر
overvåke	مانیتور
overvåke	بزمجه
lucia	لوسیا
albion	البینو
albion	آلبیون
macmillan	مکمیلان
gent	گنت
omsorg	وقتِ
omsorg	مراقبت
omsorg	خونگرم
omsorg	مراقبت
nash	نش
prøyssisk	پروس
skarpt	شارپ
skarpt	تیزی
skarpt	هشیار
skarpt	تیز
strålende	درخشنده
strålende	تابشی
strålende	بزرگوار
johns	جانز
levi	لوی
munn	دهانت
munn	دهان
munn	دهن
sprang	جهش
sprang	کبیسه
banner	بنر
banner	بیرق
capital	پایتخت
capital	سرمایه
glans	براق
silke	سیلک
silke	ابریشم
silke	پرنیان
silke	ابریشمی
silke	حریر
silke	زیلک
telle	شمارش
telle	شمردن
telle	شمارش
gruvedrift	معدن
mistenkte	مظنونین
mistenkte	مظنون
mistenkte	مضنون
sammenstøt	ضربه
sammenstøt	اصابت
sammenstøt	برخوردی
sammenstøt	برخورد
shadow	سایه
shadow	شادو
samtykke	رضایت
datoer	تاریخهای
bismarck	بیسمارک
sons	پسران
sons	فرزندان
gerard	جرارد
helvete	جهنم
helvete	دوزخ
avstamning	نسب
vatikanet	واتیکان
introduksjon	معرفی
introduksjon	مقدمه
introduksjon	اشنایی
introduksjon	آشنایی
forstad	حومه
forstad	حومه
kandidatene	کاندیداهای
utslag	احادیث
premieren	پریمیر
premieren	افتتاحیه
harlem	هارلم
alpha	آلفا
nærvær	حضورش
nærvær	حضور
kjeller	زیرزمین
paradise	بهشت
kind	مهربان
utforske	کاوش
brabant	برابانت
pascal	پاسکال
nicole	نیکل
nicole	نیکول
flom	سیل
beirut	بیروت
radar	راداری
radar	رادار
radar	رادارهای
maling	نقاشی
titalls	دهها
sprengt	شکفته
sprengt	دمیده
sprengt	ترکیدن
stakk	نیش
polo	پلو
polo	پولو
polo	چوگان
støttespillere	حامیان
funk	فانک
kar	کر
kar	kar
kar	گای
kar	یارو
rolls	رولز
verdensrommet	فضای
verdensrommet	فضا
verdensrommet	فضایی
verdensrommet	فاصله
trevor	تروور
trevor	ترور
virkemidler	آلات
truman	ترومن
horst	هورست
slagene	نبردهای
semi	semi
semi	نیمه
herald	هرالد
reelt	رئال
reelt	حقیقی
reelt	واقعی
fanny	فنی
fanny	فانی
sene	تاندون
travel	مشغول
travel	مصروف
travel	اشغال
travel	شلوغ
quest	پویش
informere	اطلاع
loire	لوآر
hof	hof
relieff	امداد
côte	کامین
troja	تروا
troja	تروی
år}}	سال}}
tragedie	تراژدی
shipping	کشتیرانی
rådgivere	مشاوران
dødd	درگذشت
coventry	کاونتری
iberiske	ایبری
göttingen	گوتینگن
dietrich	دیتریش
bowl	کاسه
rediger	ویرایش
spist	خورده
minoriteter	اقلیتهای
ringo	رینگو
shetland	شتلند
bær	شقایق
buddy	رفیق
buddy	بادی
