категорија	категория
титули	титли
сала	сала
сала	фитнес
сала	зала
сала	хол
сала	hall
златни	златен
златни	златни
златни	златно
златни	златна
златни	златен
златни	златни
златни	златно
златни	златна
златни	злато
народни	фолк
народни	народни
управа	управление
управа	авторитет
управа	орган
управа	правомощия
машки	мъжете
машки	men
машки	мъже
машки	момчета
машки	мъжествен
машки	мъжествено
машки	мъжествен
машки	мъжествено
машки	мъжко
машки	мъжки
машки	мъж
машки	мъжкар
машки	мъжка
патријарх	патриарх
храмот	темпъл
храмот	храмът
храмот	храм
слична	подобно
слична	подобен
слична	сходен
слична	подобна
слична	подобни
можноста	възможност
единствена	необвързан
единствена	единична
единствена	сингъл
единствена	необвързана
единствена	единичен
перу	перу
браќа	братя
браќа	братя
тече	управлява
тече	тича
тече	потоци
тече	тече
добитник	победител
добитник	печеливш
албанци	албанци
албанци	албанците
населено	населен
населено	населена
населено	населени
широко	широко
широко	широки
широко	широк
широко	широка
граѓани	граждани
граѓани	гражданите
формирана	установен
формирана	установена
формирана	установени
формирана	установено
сезони	сезоните
сезони	сезони
јавно	публично
јавно	публични
јавно	публична
јавно	обществено
јавно	публичен
јавно	обществени
јавно	публично
својства	имоти
својства	свойства
позиции	пози
позиции	позиции
казахстан	казахстан
дефинира	определят
дефинира	определя
лежи	лъжи
шуми	уудс
шуми	гори
шуми	горите
загреб	загреб
змеј	дракон
освоени	завладян
освоени	завладяна
умрел	умрял
умрел	умряла
црн	черни
црн	черно
црн	черна
црн	черен
судија	съдията
судија	съдия
судија	съдя
судија	рефер
судија	съдия
судија	арбитър
судија	рефер
децении	десетилетия
критики	критиката
критики	критика
критики	критики
критики	отзиви
критики	прегледи
средба	среща
средба	заседание
средба	среща
средба	съвещание
средба	събрание
средба	срещата
капацитет	капацитет
капацитет	способност
капацитет	вместимост
странство	чужбина
природен	натурални
природен	естествени
природен	естествена
природен	естествен
музичка	музикален
музичка	музикално
музичка	мюзикъл
музичка	музикална
минута	минута
сајт	сайт
предност	предимство
предност	преимущество
направен	направена
направен	направено
направен	направен
направен	направени
синот	синко
синот	сине
синот	син
никој	никой
формирање	образуване
формирање	формиране
формирање	формация
формирање	учреждение
формирање	установяване
селаните	селяните
селаните	селяни
селаните	селяни
автори	авторите
автори	автори
степени	градуси
степени	градуса
степени	степени
потекнуваат	произхождат
серии	серия
серии	поредица
серии	сериал
серии	серии
злато	златен
злато	златни
злато	златно
злато	златна
злато	злато
нивно	тяхна
нивно	тяхната
нивно	техните
нивно	техен
нивно	тяхното
нивно	тяхната
нивно	техните
нивно	техният
идеја	идея
медицина	лекарства
медицина	медицина
медицина	лекарство
дејство	действия
дејство	действие
дејство	екшън
анџелес	анджелис
албански	албански
албански	албанска
албански	албанско
вики	вики
вики	уики
вики	вики
јато	клъстер
јато	ято
јато	стадо
јато	рояк
византиски	византийски
јавни	публично
јавни	публични
јавни	публична
јавни	обществено
јавни	публичен
јавни	обществени
колумбија	колумбия
колумбија	колумбия
палата	палас
палата	двореца
палата	дворец
палата	дворецът
палата	палат
збирка	събиране
збирка	колекция
учење	учене
учење	уча
учење	изучаване
учење	учим
учење	учене
дивизија	участък
дивизија	разделение
дивизија	дивизия
дивизија	деление
пејач	певецът
пејач	певица
пејач	сингър
пејач	певец
муслимани	мюсюлманите
муслимани	мюсюлмани
уредник	редактор
котлина	долината
котлина	долина
котлина	вали
вашингтон	уошингтън
вашингтон	вашингтон
важно	важно
важно	важен
важно	важни
важно	важна
јане	джейн
договори	договори
договори	поръчки
договори	сделките
договори	сделки
договори	споразумения
стандарди	стандартите
стандарди	стандарти
европска	европейско
европска	европейски
европска	европеец
европска	европейска
намера	намерение
намера	намерения
намера	намерението
намера	намерение
намера	намерения
намера	умисъл
дискусија	дискусия
дискусија	обсъждания
дискусија	дискусии
дискусија	обсъждане
слободна	свободно
слободна	свободни
слободна	свободен
слободна	свободна
слободна	безплатни
слободна	безплатно
еридан	еридан
наскоро	скоро
жител	специализант
жител	жител
жител	обитател
римска	римски
римска	римлянин
римска	роман
римска	римска
патишта	пътища
крива	крива
домот	дом
домот	домашен
домот	вкъщи
слава	слава
слава	похвала
слава	слави
слава	възхвала
слава	хвала
слава	слава
слава	глори
слава	славата
слава	слава
грешка	грешка
грешка	грешка
последна	последно
последна	последен
последна	последни
последна	последна
целосна	пълна
целосна	пълни
целосна	пълен
целосна	пълно
пропаганда	пропаганда
избрани	избрана
избрани	избрано
избрани	избрани
избрани	избран
избрани	избрана
избрани	избрано
избрани	избрани
избрани	избран
воздух	air
воздух	въздуха
воздух	въздушно
воздух	въздушен
воздух	въздух
патување	пътувания
патување	пътуване
патување	пътувам
патување	пътуват
патување	пътешествия
патување	пътуване
патување	пътешествие
патување	пътуване
патување	пътешествие
патување	трип
патување	екскурзия
патување	пътуване
патување	пътувам
патување	пътува
конференција	конференция
старо	старо
старо	стари
старо	стар
старо	стара
доказ	доказателство
доказ	доказателството
доказ	доказване
доказ	доказателства
поточно	специално
создадени	създадени
создадени	създадено
создадени	създадена
создадени	създаде
создадени	създаден
гас	гас
гас	гъс
гас	гус
гас	бензин
гас	газове
гас	газ
предлог	предложение
предлог	предложение
возила	возила
возила	автомобили
кажува	казва
соло	соло
далеку	надалеч
далеку	далеч
таква	такава
таква	такива
таква	такова
таква	такъв
мажите	мъжете
мажите	men
мажите	мъже
контакт	контакт
контакт	контакти
должи	дължи
шума	уудс
шума	форест
шума	гора
шума	горски
соодветно	съответно
соодветно	подходящ
соодветно	подходяща
соодветно	уместно
соодветно	подходящи
соодветно	подходящо
соодветно	адекватно
сер	сър
сер	сер
сер	сир
посветена	посветен
посветена	посветена
посветена	отдадени
посветена	отдадена
подобрување	подобряване
подобрување	подобри
подобрување	подобряване
подобрување	усъвършенстване
подобрување	подобрения
подобрување	подобряване
подобрување	подобрение
значајна	значителен
значајна	значително
значајна	значителни
значајна	значим
значајна	значителна
значајна	смислен
значајна	смислено
припаѓаат	принадлежат
помага	помага
спротивно	обратното
активно	активна
активно	активно
активно	активни
активно	активен
ноќ	вечер
ноќ	нощ
ноќ	нощта
градина	градински
градина	градината
градина	гардън
градина	градинка
градина	градина
фонд	фонд
фонд	фондове
учествувале	участвали
учествувале	участвала
учествувале	участваха
црно	черни
црно	черно
црно	черна
црно	черен
намали	намали
намали	намаляване
намали	намаление
намали	намаляване
намали	спадане
воден	вода
воден	водата
сен	сен
сам	сама
сам	сам
работници	работниците
работници	работници
волф	улф
волф	уолф
волф	вълк
волф	вълчо
волф	волф
волф	волф
буква	писмо
буква	буква
учесници	участниците
учесници	участници
примероци	образци
примероци	екземпляри
примероци	образци
примероци	проби
примероци	извадки
примероци	мостри
имот	имот
имот	собственост
имот	имущество
имот	свойство
забележал	забелязал
борби	боеве
борби	сбивания
борби	битки
борби	сражения
борби	битки
борби	битките
финска	финландия
фактор	фактор
фактор	коефициент
научно	научно
научно	научни
научно	научен
научно	научно
рајна	рейн
способност	способност
способност	способност
термин	срок
термин	термин
термин	мандат
селска	селянин
селска	селянка
селска	селска
разлики	разлики
разлики	разлика
разлики	разлики
разлики	различия
хит	удари
хит	хит
музичар	музикант
кратки	кратко
кратки	къса
кратки	кратка
кратки	късо
кратки	кратък
донесе	доведен
донесе	доведе
донесе	доведени
донесе	донеси
родот	род
силите	сили
плочи	плочи
комплекс	комплекс
комплекс	комплексно
комплекс	сложни
комплекс	сложна
ослободување	пускане
ослободување	освобождаване
ослободување	оправдаването
традиционално	традиционно
традиционално	традиционен
традиционално	традиционна
традиционално	традиционни
традиционално	традиционно
медицински	медицински
медицински	медицински
медицински	медицинска
продуцент	продуцент
продуцент	производител
типови	типове
типови	видове
добитници	печеливши
добитници	победители
добитници	победителите
добитници	печелившите
обезбедува	осигурява
обезбедува	предоставя
обезбедува	предвижда
локални	локална
локални	местна
локални	локално
локални	местно
локални	местни
локални	местен
руска	руснак
руска	руски
руска	руснаци
руска	руска
руска	руско
непознат	непозната
непознат	неизвестен
непознат	неизвестни
непознат	неизвестно
непознат	непознат
непознат	неизвестна
влијае	засягат
влијае	засяга
влијае	въздейства
влијае	влияе
пад	упадък
пад	спад
пад	есента
пад	падане
пад	есен
создаден	създадени
создаден	създадено
создаден	създадена
создаден	създаде
создаден	създаден
верски	религиозни
верски	религиозно
верски	религиозен
верски	религиозна
жената	жената
жената	жена
пегаз	пегас
ситуација	положението
ситуација	ситуация
ситуација	положение
евреи	евреите
евреи	евреи
генерал	обща
генерал	общи
генерал	генерал
романи	романите
романи	романи
конгресот	конгрес
конгресот	конгреса
конгресот	конгресът
овозможи	включване
можности	възможности
можности	вероятности
можности	възможности
криза	кризата
криза	кризи
криза	криза
вера	вера
вера	фейт
вера	вяра
вилхелм	вилхелм
густина	плътност
рани	рани
рани	раните
рани	рани
принцип	принцип
хрватски	хърватски
хрватски	хърватска
мисијата	мисията
мисијата	мисия
датум	среща
датум	дата
струга	струга
арена	арена
звук	звук
звук	звука
специјални	специална
специјални	специално
специјални	специални
специјални	специален
галерија	галерия
силен	силни
силен	силен
силен	силно
силен	силна
актерка	актриса
актерка	актриси
актерка	актрисата
размена	обмяна
размена	замяна
размена	размяна
размена	обмен
размена	борса
претпријатија	дружества
претпријатија	фирми
претпријатија	компании
претпријатија	предприятия
претпријатија	предприятията
операции	операции
обработка	преработване
обработка	преработка
обработка	обработване
обработка	обработка
рекол	каза
рекол	саид
баба	баба
баба	бабо
баба	баба
баба	бабо
баба	баба
баба	бабо
баба	баба
кулата	кула
кулата	tower
кулата	кулата
кулата	тауър
градоначалник	кмете
градоначалник	кмет
женска	женско
женска	жена
женска	женски
женска	женска
женска	мацка
женска	маце
асоцијација	сдружение
асоцијација	асоциация
асоцијација	асоцииране
популација	популация
популација	население
израз	изразяване
израз	изражение
израз	израз
граѓанска	гражданско
граѓанска	граждански
граѓанска	гражданска
граѓанска	гражданско
граѓанска	граждански
граѓанска	гражданска
поим	идея
двор	двор
двор	двор
двор	ярд
бенд	група
бенд	оркестър
бенд	банда
бенд	лента
шампиони	шампиони
шампиони	шампионите
објавено	публикувани
објавено	публикуван
објавено	публикувана
објавено	публикувано
објавено	публикуван
објавено	публикувано
дух	дух
дух	призрак
дух	дух
загуби	загуби
загуби	загубите
загуби	изгубено
загуби	изгубени
загуби	изгубена
загуби	загубен
загуби	загуби
загуби	изгубен
сектор	сектора
сектор	сектор
пораст	възход
пораст	израстване
пораст	растеж
пораст	ръст
хајнрих	хайнрих
антонио	антонио
гвинеја	гвинея
лично	лично
лично	личен
лично	лична
лично	лични
лично	персонален
лично	лично
возачи	състезатели
возачи	шофьори
возачи	водачите
возачи	водачи
фердинанд	фердинанд
стр	ул
јордан	джордън
јордан	йордан
јордан	йордания
јордан	джордан
архитект	архитект
победник	победител
победник	печеливш
дополнително	допълнителни
дополнително	допълнителна
дополнително	допълнителен
дополнително	допълнително
дополнително	допълнително
основното	елементарен
основното	елементарно
основното	елементарна
основното	начално
медиуми	медии
медиуми	медия
медиуми	медиите
некаде	някъде
произведува	произвежда
реакции	реакции
реакции	реакциите
почна	започна
али	али
елена	хелена
елена	елена
елена	елена
елена	хелен
елена	хелън
посветен	посветен
посветен	посветена
посветен	отдадени
посветен	отдадена
интервју	интервю
основач	създател
основач	основателят
основач	основател
независни	независима
независни	независими
независни	независим
набрзо	скоро
архитектонски	архитектурни
пронајдени	намерено
пронајдени	намерени
пронајдени	открит
пронајдени	намерена
пронајдени	намерен
напишани	писмено
напишани	написана
напишани	написано
напишани	писмен
напишани	писмена
турци	турците
турци	турци
љубовта	обич
љубовта	любов
љубовта	любовта
љубовта	обичам
став	нагласа
став	отношение
став	поведение
став	стойка
став	поза
став	стойка
став	стойката
централен	централно
централен	централен
централен	централа
централен	централни
централен	централна
ерик	ерик
ерик	ерик
киселина	киселина
казна	наказание
казна	наказания
казна	наказанието
казна	изречение
казна	присъда
давид	дейвид
давид	давид
постигне	постига
постигне	постигнете
постигне	постигне
јорк	йорк
верзии	версиите
верзии	версии
дадена	дадени
дадена	дадена
дадена	дадено
тракија	тракия
влезот	появяване
влезот	вход
џексон	джаксън
џексон	джексън
водач	лидер
водач	водач
црни	черни
црни	черно
црни	черна
црни	черен
рамка	кадър
рамка	рамка
боливија	боливия
бугарска	българка
бугарска	българско
бугарска	българска
бугарска	българин
бугарска	български
критика	критиката
критика	критика
критика	критики
критика	критика
критика	критиката
критика	критики
иднина	бъдеще
иднина	бъдещ
иднина	бъдещи
иднина	бъдещето
иднина	бъдеща
шампионите	шампиони
шампионите	шампионите
апостол	апостол
апостол	пратеник
исхрана	храненето
исхрана	хранене
целина	цялата
целина	цяла
целина	цял
целина	цялото
седиштето	седалище
седиштето	щаб
седиштето	щаба
седиштето	централа
потреби	нужди
одржа	държана
одржа	проведе
одржа	държани
одржа	държан
улица	улица
улица	стрийт
улица	street
улица	улицата
командант	командващ
командант	командир
важи	валидна
важи	валидни
важи	валиден
важи	валидно
важи	важи
широк	широко
широк	широки
широк	широк
широк	широка
рече	каза
рече	саид
векови	вековете
векови	столетия
векови	векове
проширување	уголемяване
проширување	разширяване
проширување	разширение
проширување	разширяването
проширување	разрастване
проширување	разширяване
проширување	разширение
проширување	разшири
проширување	разрастване
проширување	разширяване
дефиниција	дефиниция
дефиниција	определение
домашни	домашен
домашни	домашна
домашни	домашни
изврши	изпълняване
изврши	екзекутират
изврши	бягай
спречи	предотврати
спречи	възпрепятстван
спречи	предотврати
спречи	предотвратяване
спречи	предотвратяват
копии	копия
продукција	продукция
продукција	производство
пејачка	певецът
пејачка	певица
пејачка	сингър
пејачка	певец
богатство	съкровища
богатство	съкровище
богатство	богатство
богатство	благосъстояние
богатство	богатството
богатство	богатство
вест	новини
вест	новина
вест	новините
вест	запад
вест	западно
вест	западна
вест	западен
вест	уест
финансии	финанси
финансии	финансиране
финансии	финанси
грешки	грешки
грешки	грешки
електронски	електрон
електронски	електронен
електронски	електронно
електронски	електронна
електронски	електронни
електронски	електронно
лидер	лидер
лидер	водач
морал	морал
морал	моралът
морал	морал
морал	моралът
питер	петър
питер	питър
питер	петер
гостивар	гостивар
занимање	призвание
занимање	професия
занимање	окупация
часови	часове
часови	класи
часови	класовете
часови	класове
одговорен	отговорни
одговорен	отговорно
одговорен	отговорен
одговорен	отговорна
различна	различна
различна	различно
различна	различни
различна	различен
виктор	виктор
виктор	виктор
освојување	завоевания
освојување	завоевание
освојување	завладее
обиди	опити
тимови	отбори
тимови	екипи
чин	ранг
чин	act
чин	акт
корист	полза
корист	ползи
богови	боговете
богови	богове
пост	post
пост	публикация
пост	публикуване
пост	пост
девојка	гадже
девојка	приятелката
девојка	приятелка
девојка	момиченце
девојка	момиче
робови	робите
робови	роби
назив	наименования
тата	тата
граѓаните	граждани
граѓаните	гражданите
присутни	участници
присутни	подарък
присутни	настояще
присутни	присъстващи
демократска	демократично
демократска	демократичен
демократска	демократични
демократска	демократична
месечината	муун
месечината	луна
месечината	луната
слободни	свободно
слободни	свободни
слободни	свободен
слободни	свободна
слободни	безплатни
слободни	безплатно
подобри	подобри
подобри	подобряване
нејзин	нейната
нејзин	неин
нејзин	нейните
нејзин	нейният
нејзин	нейна
нејзин	нейни
влез	навлизане
влез	влизане
влез	вписване
влез	появяване
влез	вход
нивна	тяхното
нивна	тяхната
нивна	техните
нивна	техният
нивна	тяхна
нивна	тяхната
нивна	техните
нивна	техен
баварија	бавария
бран	бран
бран	вълната
бран	вълна
жртви	жертвите
жртви	жертви
жртви	жертви
жртви	жертвоприношения
жртви	жертви
жртви	произшествия
гласови	гласове
гласови	вот
гласови	гласове
крило	фланг
крило	фланга
крило	крилото
крило	крило
крило	уинг
крило	уингър
устав	конституция
устав	конституцията
одржуваат	поддържан
одржуваат	поддържани
одржуваат	поддържана
изработка	изработка
изработка	шевове
изработка	шиене
изработка	шев
хан	хан
хан	кхан
хан	хан
хан	кан
хан	хан
забележани	забелязано
забележани	забелязан
забележани	забелязани
забележани	забелязана
општа	обща
општа	общи
општа	генерал
хемија	химия
шах	шах
шах	чес
шах	шах
шах	шахмат
џез	джаз
џез	джаза
различен	различна
различен	различно
различен	различни
различен	различен
илјади	хиляда
правило	правилото
правило	правило
животно	животното
животно	животно
животно	животни
животно	животинска
животно	животински
кале	зеле
кале	кале
кале	кейл
кале	кале
мајката	майка
мајката	майко
достапни	наличен
достапни	налично
достапни	налични
достапни	налична
колеџ	колежа
колеџ	колежът
колеџ	колеж
открива	разкрива
полицијата	полиция
формула	формула
поштенски	пощенски
реките	реки
реките	реките
реките	ривърс
нивоа	нива
нивоа	равнища
задачи	задачи
задачи	задачи
бас	бас
бас	баса
бас	костур
обединување	обединяване
обединување	обединение
обединување	събиране
српска	сръбска
српска	сръбско
српска	сърбин
српска	сръбски
желба	желание
желба	желанието
желба	желание
желба	пожелание
желба	копнеж
рио	рио
заменик	порок
заменик	пороци
заменик	заместник
час	час
час	час
зашто	защо
позадина	фон
позадина	контекст
шампион	шампион
шампион	шампион
шампион	шампиона
шампион	шампионка
локација	местоположение
локација	място
локација	местонахождение
локација	локация
реформи	реформи
реформи	реформите
реформи	реформата
реформи	реформиране
реформи	реформи
реформи	реформа
генерација	генериране
генерација	поколение
викторија	виктория
прикажани	показани
прикажани	показано
прикажани	показани
драмски	драмата
драмски	драма
извршен	изпълнителна
извршен	изпълнителни
демир	демир
личен	лично
личен	личен
личен	лична
личен	лични
личен	персонален
празник	почивка
празник	празник
празник	ваканция
поети	поетите
поети	поети
железничка	железници
железничка	железница
железничка	железопътен
железничка	железница
железничка	железопътния
железничка	железопътен
железничка	железници
писма	буквите
писма	букви
писма	писма
сет	задаване
сет	комплект
сет	набор
сет	сет
дебар	дебър
силна	силни
силна	силен
силна	силно
силна	силна
тројца	три
тројца	трима
природно	натурални
природно	естествени
природно	естествена
природно	естествен
природно	естествено
студентите	студенти
студентите	ученици
луксембург	люксембург
џек	вале
џек	джак
месо	месо
месо	месото
месо	плътта
месо	плът
чекор	стъпало
чекор	стъпка
чекор	крачка
простори	интервали
простори	помещения
простори	пространства
плоча	таблетка
плоча	плоча
реон	окръг
реон	област
реон	район
наведува	cites
продолжение	продължение
продолжение	продължаване
продолжение	продължение
продолжение	продължение
продолжение	удължаване
продолжение	разширение
нба	нба
принцот	княз
принцот	принц
принцот	принс
принцот	принцът
површини	повърхности
соединенија	съединения
слободата	свобода
приказ	показване
физичка	физическо
физичка	физически
физичка	физическа
варијанта	вариант
расте	расте
расте	отглеждане
расте	расте
расте	расте
расте	растат
културен	културни
културен	културен
културен	културно
културен	културна
културен	възпитан
културен	учтив
говори	изказвания
говори	речи
говори	речите
домашен	домашен
домашен	домашна
домашен	домашни
врховниот	върховен
врховниот	върховния
врховниот	върховна
врховниот	върховно
индустриски	промишлен
индустриски	индустриален
индустриски	индустриални
индустриски	промишлени
индустриски	индустриална
супер	страхотни
супер	страхотен
супер	страхотно
супер	страхотна
супер	супер
супер	super
супер	супер
супер	страхотно
коњ	конче
коњ	кон
гранки	клонове
гранки	клонки
гранки	клони
тешки	тежка
тешки	тежки
тешки	тежък
тешки	тежко
тешки	труден
тешки	корав
тешки	трудно
тешки	труден
тешки	трудни
тешки	трудна
раце	ръце
раце	ръцете
значајно	смислен
значајно	смислено
значајно	значителен
значајно	значително
значајно	значителни
значајно	значим
значајно	значителна
постапка	производства
постапка	процедура
човечки	човешка
човечки	човешко
човечки	човек
човечки	човешки
британскиот	британско
британскиот	британци
британскиот	британска
британскиот	британец
британскиот	британски
круна	краун
круна	корона
круна	короната
трошоци	харчене
трошоци	разходи
трошоци	разход
трошоци	разходи
трошоци	разноски
трошоци	разходи
затворен	затворен
затворен	затворена
затворен	затворено
затворен	затворени
наредба	командване
наредба	команда
наредба	командата
наредба	ред
наредба	поръчка
подрачја	райони
подрачја	зони
подрачја	площи
подрачја	области
санта	санта
смит	смит
мари	мари
мраз	айс
мраз	лед
плоштад	квадратна
плоштад	квадратни
плоштад	квадратен
плоштад	квадрат
плоштад	площад
четвртата	четвърта
четвртата	четвърто
четвртата	четвърти
приватни	частни
приватни	частно
приватни	редник
приватни	частна
приватни	личен
приватни	частен
важност	важност
важност	значимост
важност	значимост
раководство	лидерство
сирија	сирия
снимка	кадри
вакви	такава
вакви	такива
вакви	такова
вакви	такъв
дваесет	двадесет
работнички	труд
наредил	поръчване
дозволено	разрешен
дозволено	разрешена
дозволено	позволено
дозволено	разрешени
дозволено	разрешено
дозволено	разрешени
дозволено	позволено
дозволено	позволени
дозволено	разрешено
трето	трето
трето	трети
трето	трета
трето	трето
одговара	припадъци
одговара	пасва
одговара	съвпада
принципи	принципи
поврзано	свързани
поврзано	свързан
поврзано	свързана
поврзано	свързано
поврзано	свързани
поврзано	свързан
поврзано	свързано
поврзано	свързана
поврзано	свързани
независноста	независимост
меч	сабя
меч	мечът
меч	меч
клептон	клептън
мозокот	мозъчен
мозокот	мозък
мозокот	мозъка
вештини	умения
вештини	умение
вештини	умения
снимањето	снимам
снимањето	снимането
снимањето	снимаш
снимањето	снимане
вилијамс	уилиамс
вилијамс	уилямс
апликации	приложения
апликации	заявления
апликации	молби
апликации	приложения
филмска	филм
филмска	лента
револуционерен	революционер
револуционерен	революционна
револуционерен	революционен
револуционерен	революционно
посета	посетете
посета	визита
посета	посещение
пјер	пиер
структури	структури
структури	конструкции
структури	постройки
нашите	нашият
нашите	наша
нашите	нашия
нашите	нашата
нашите	нашите
операција	операцията
операција	експлоатация
операција	функциониране
операција	операция
операција	хирургия
операција	операция
тест	изпитване
тест	тест
чети	отряди
холандски	холандец
холандски	нидерландски
холандски	дъч
холандски	холандски
инаку	иначе
земјиште	земи
земјиште	земя
огромен	огромен
огромен	огромно
огромен	огромна
огромен	огромни
огромен	огромен
огромен	огромна
огромен	огромни
редовно	редовно
универзитети	университетите
универзитети	университети
зраци	лъчи
исклучиво	изключително
искачување	изкачване
искачување	издигане
искачување	изкачване
фрагменти	фрагменти
милион	милион
реал	истинско
реал	реал
реал	истинска
реал	реално
реал	истински
чикаго	чикаго
одделение	степен
василиј	базил
василиј	босилек
василиј	василий
дворот	двор
дворот	двора
дворот	дворът
блиску	затваряне
блиску	близко
блиску	близо
блиску	близки
блиску	близко
блиску	близо
основна	основна
основна	основни
основна	основен
постојан	постоянен
постојан	постоянни
постојан	постоянна
тврдат	споря
тврдат	спори
режим	режим
хаџи	хаджи
судир	сблъсък
автомобили	автомобили
автомобили	коли
потребна	изисквана
величина	величието
величина	величие
просек	среден
просек	средно
можни	възможно
можни	възможен
можни	възможна
можни	възможни
кампања	кампанията
кампања	кампания
барања	заявки
барања	искания
барања	молби
барања	изисквания
барања	искания
канали	канали
ирак	ирак
леон	леон
леон	лион
леон	леон
југословенски	югославски
души	души
души	душите
постоела	съществували
постоела	съществуваше
постоела	съществувало
постоела	съществувал
словенски	славянски
полски	поляк
полски	полски
полски	полска
кожа	кожен
кожа	кожи
