seúl	ソウル
salario	賃金
evolution	進化
evolution	evolution
trae	持ち込み
trae	ブリング
vallejo	ヴァレーオ
extinto	絶滅
recibidos	受け取り
recibidos	受信
escapa	エスケープ
escapa	脱出
consolidación	併合
botones	ボタン
palos	クラブ
palos	スティック
editoriales	社説
aeródromo	飛行場
aeródromo	飛行場
cono	円錐
cono	コーン
gasolina	ガソリン
gasolina	気体
gasolina	ガス
gasolina	ガソリン
mediterránea	地中海
promocionar	宣伝
promocionar	宣伝
médicas	医学
chuck	チャック
conquistador	征服者
compatible	準拠
traer	持ち込み
traer	ブリング
arce	メープル
arce	カエデ
reparación	修理
reparación	修理
compilación	編纂
compilación	コンパイル
compilación	コンパイル
compilación	コンパイル
gradualmente	徐々に
aria	アーリア
aria	アリア
sag	sag
excepciones	例外
excepciones	免責
muhammad	ムハンマド
mccartney	マッカートニー
tapa	ふた
tapa	cap
tapa	キャップ
tapa	表紙
tapa	被覆
tapa	カバー
tapa	cover
vinilo	ビニール
unificación	統一
licencias	免許
licencias	ライセンス
licencias	ライセンス
humo	スモーク
escaleras	ハシゴ
escaleras	階段
presiones	圧力
presiones	気圧
presiones	圧力
fidel	フィデル
terremotos	地震
terremotos	地震
divulgación	開示
divulgación	普及
diplomática	外交官
farmacia	薬学
farmacia	薬局
beijing	北京市
beijing	北京
cuzco	クスコ
molécula	分子
canon	カノン
cruceros	巡洋艦
cruceros	クルーズ
cruceros	クルーズ
pat	パット
ayer	きのう
ayer	昨日
hesse	ヘッセン
hesse	ヘッセ
madame	マダム
madame	マダム
tasas	手数料
hueco	ホール
hueco	中空
peculiar	奇抜
wta	wta
ace	エース
misil	ミサイル
legendario	伝説
pescadores	漁師
pescadores	漁師
bicicleta	サイクリング
bicicleta	バイク
bicicleta	自転車
bicicleta	自転車
bicicleta	サイクリング
medición	測定
medición	測定
medición	測定
petit	プチ
mares	mares
villarreal	ビジャレアル
manila	マニラ
palmer	パーマー
almacén	倉庫
almacén	ストレージ
almacén	店舗
almacén	ストア
acogida	ホスト
acogida	主催
acogida	レセプション
acogida	披露宴
acogida	受付
allmusic	allmusic
africanos	アフリカ
mover	ムーブ
mover	移動
trek	トレック
trek	トレッキング
absolutamente	絶対に
basura	ジャンク
basura	ごみ箱
basura	ゴミ箱
basura	ごみ
basura	ゴミ
basura	ごみ
bundesliga	ブンデスリーガ
transcripción	転写
transcripción	謄本
invisible	不可視
compositora	ソングライター
compositora	作曲家
tensiones	緊張
tensiones	テンション
molinos	風車
bridge	ブリッジ
ultra	ultra
ultra	ウルトラ
cie	cie
cie	icd
haz	ビーム
dialectos	方言
patrocinio	庇護
patrocinio	スポンサー
patrocinio	スポンサー
owen	オーウェン
owen	オーエン
lynch	リンチ
positivos	陽性
positivos	ポジティブ
becker	ベッカー
restaurar	復元
ochoa	オチョア
systems	システム
systems	システムズ
compresión	圧縮
ferias	縁日
sanidad	正気
sanidad	健康
château	シャトー
vínculo	リンク
vínculo	結合
vínculo	ボンド
stan	スタン
sullivan	サリバン
sullivan	サリヴァン
vestigios	トレース
espectador	ビューア
espectador	観客
atractivos	アトラクション
foster	フォスター
burdeos	ボルドー
boliviana	ボリビア
bowl	ボウル
adriana	アドリアーナ
reto	チャレンジ
reto	挑戦
happy	ハッピー
happy	幸せ
acento	アクセント
acento	アクセント
lazos	ネクタイ
instante	インスタント
instante	瞬間
warriors	戦士
warriors	ウォリアーズ
allan	アラン
placer	快感
placer	喜び
placer	快楽
subtropicales	亜熱帯
cubrió	固定された
sensible	分別
morrison	モリソン
mason	メイソン
sanción	ペナルティ
sanción	制裁
drive	ドライブ
controles	コントロール
marion	マリオン
letonia	ラトビア
letonia	ラトビア
bucarest	ブカレスト
tira	引っ張る
tira	プル
tira	ストリップ
vladimir	ウラジーミル
julian	ジュリアン
romanticismo	ロマンス
grito	シャウト
grito	叫ぶ
grito	クライ
grito	泣く
grito	泣き
grito	叫び
grito	絶叫
grito	叫び声
grito	スクリーム
lanzamientos	リリース
emily	エミリー
pertenecer	属する
pertenecer	所属
joyas	ジュエリー
joyas	ジュエリー
joyas	宝石
joyas	宝石
tortura	拷問
preferencia	好み
plantarum	plantarum
need	ニーズ
raw	raw
crema	クリーム
debates	ディスカッション
vende	売る
repercusión	インパクト
repercusión	衝撃
koch	コッホ
granos	穀物
invención	発明
neo	ネオ
motivación	モチベーション
músculos	筋肉
acumulación	集積
vector	ベクター
vector	ベクトル
bajar	ダウンロード
posada	宿屋
posada	旅館
déficit	赤字
balneario	スパ
balneario	spa
balneario	スパ
continentes	大陸
subida	登る
subida	上昇
nord	ノール
horno	オーブン
rituales	儀式
shaw	ショー
shaw	ショウ
pendientes	イヤリング
pendientes	スロープ
pendientes	傾き
curioso	好奇心
curioso	興味津々
curioso	面白い
surinam	スリナム
sólidos	固体
zoológico	動物園
zoológico	zoo
habló	スポーク
instalar	インストール
instalar	インストール
sucesivas	歴代
garza	サギ
garza	ガルザ
textil	繊維
textil	織物
textil	テキスタイル
textil	織物
étnico	民族
duarte	ドゥアルテ
dedo	フィンガー
boris	ボリス
diplomáticas	外交官
marcus	マルクス
marcus	マーカス
revolution	revolution
revolution	革命
revolution	レボリューション
declive	辞退
declive	拒否
declive	却下
descubrimientos	ディスカバリー
descubrimientos	発見
afirmar	assert
animalia	animalia
esenciales	essentials
esenciales	必需品
artesanos	職人
artesanos	職人
rae	sar
sentidos	感覚
duke	公爵
duke	デューク
fidelidad	忠実
bass	バス
bass	ベース
montserrat	モントセラト
completas	コンプリート
completas	完備
tracks	トラック
portador	無記名
magno	マグナス
asesinos	キラーズ
salvajes	ワイルド
salvajes	野生
salvajes	サベージ
mayas	マヤ
ruth	ルース
ninja	忍者
ninja	ニンジャ
acorde	和音
guaraní	グアラニー
tratamientos	トリートメント
regina	レジーナ
next	next
verificar	認証
verificar	検証
ultramar	海外
adrian	エイドリアン
genio	天才
genio	ジニー
spears	スピアーズ
galardón	受賞
galardón	表彰
villano	悪役
manejar	ハンドル
pasta	パスタ
dispara	シュート
azar	ランダム
ejercicios	演習
ejercicios	運動
ejercicios	行使
ejercicios	エクササイズ
despertar	覚醒
despertar	目覚める
gene	遺伝子
gene	ジーン
cuadernos	ノート
sodio	ナトリウム
andino	アンデス
robots	ボット
robots	ロボット
heaven	天国
retira	引き出す
morfología	形態
veteranos	退役軍人
veteranos	退役軍人
sales	販売
sales	売り上げ
sales	セールス
sales	売上
say	say
say	セイ
mamá	mama
mamá	ママ
bailes	ダンス
bailes	踊り
bailes	ダンス
bailes	ダンシング
bailes	踊り
bailes	踊る
hampshire	ハンプシャー
nativas	ネイティブ
académicas	アカデミック
progresivamente	徐々に
stevens	スティーヴンス
julie	ジュリー
carol	キャロル
rex	レックス
rudolf	ルドルフ
oslo	オスロ
excelentes	優れた
parientes	親族
parientes	親戚
wells	ウェルズ
librería	本屋
librería	書店
librería	本屋
meyer	マイヤー
meyer	メイヤー
directos	ダイレクト
tortuga	カメ
make	メイク
make	make
paneles	パネル
olor	香り
olor	におい
olor	匂い
olor	におい
gustav	グスタフ
maratón	マラソン
opositores	野党
glenn	グレン
amar	ラヴ
amar	ラブ
amar	アマル
barros	バロス
envío	配送
envío	出荷
future	フューチャー
future	未来
future	将来
deudas	債務
camiones	トラック
camiones	トラック
cirujano	外科医
eliminada	削除
especificaciones	仕様
especificaciones	仕様
especificaciones	スペック
especificaciones	仕様
ártico	北極
fabio	ファビオ
titulares	見出し
titulares	見出し
intentado	未遂
araña	スパイダー
araña	クモ
plantaciones	プランテーション
plantaciones	プランテーション
cascada	カスケード
cascada	cascade
verónica	ヴェロニカ
verónica	ベロニカ
cemento	コンクリート
cemento	セメント
jin	jin
jin	ジン
laurent	ローラン
renombre	評判
chi	chi
fritz	フリッツ
tropa	部隊
ngc	ngc
contador	会計士
contador	カウンタ
contador	カウンター
portaaviones	キャリア
sublevación	蜂起
escalada	登山
escalada	クライミング
escalada	登る
escalada	昇格
points	ポイント
betty	ベティ
mágica	magic
mágica	魔法
mágica	マジック
mágica	マジカル
experimentado	経験
arbusto	ブッシュ
arbusto	低木
estatutos	規約
jurista	弁護士
jurista	法曹
lenta	遅い
lenta	スロー
disminuir	減らす
japonesas	日本人
japonesas	ジャパニーズ
japonesas	日本語
procesador	プロセッサ
edge	エッジ
edge	edge
zorro	zorro
zorro	キツネ
ecuatoriana	エクアドル
dieciocho	十八
dieciocho	eighteen
grano	穀物
paradas	停車駅
idaho	アイダホ
cañada	グレン
diésel	ディーゼル
indicadores	インジケータ
bailarines	ダンサー
bailarines	踊り子
desnudo	ヌード
desastres	災害
desastres	災害
calcular	計算
calcular	計算
cuna	コット
cuna	ベビーベッド
berna	ベルン
berna	ベルヌ
curvas	カーブ
curvas	曲線
guiones	スクリプト
dominicano	ドミニカ
minero	鉱業
emociones	感情
telefonía	電話
telefonía	電話機
augusta	オーガスタ
divorcio	離婚
firmas	署名
main	メイン
honorarios	手数料
honorarios	料金
honorarios	手数料
moro	モロ
valoración	査定
valoración	評定
valoración	査定
valoración	評価
mirador	見張り
mirador	ガゼボ
opus	opus
lírica	抒情
lírica	lyrical
controla	コントロール
locos	気狂い
locos	狂気
locos	クレイジー
despedido	解散
diálogos	ダイアログ
diálogos	台詞
informaciones	情報
recibida	受け取り
recibida	受信
sospecha	疑惑
sospecha	断崖
fisher	フィッシャー
espíritus	スピリッツ
musulmán	イスラム教
musulmán	ムスリム
musulmán	イスラム教
musulmán	ムスリム
liberty	リバティ
liberty	自由
severo	セウェルス
severo	重度
severo	スターン
severo	船尾
felix	フェリックス
price	プライス
price	対価
price	値段
price	価格
absorción	吸収
absorción	買収
repite	繰り返す
repite	繰り返し
algas	藻類
algas	ワカメ
algas	海藻
colocación	配置
telescopio	望遠鏡
expulsados	退学
varón	男性
varón	オス
ancianos	先輩
ancianos	長老
amplias	広い
moisés	モーゼ
moisés	モーゼス
ers	ers
cristian	クリスチャン
cristian	キリスト教
cristian	キリスト教徒
lenin	レーニン
candidata	候補者
candidata	候補
hispana	ヒスパニック
protagonizado	主演
alexis	アレクシス
locura	クレイジー
locura	狂気
locura	狂気
locura	狂気
edwin	エドウィン
fame	名声
mensual	毎月
mensual	月間
mensual	月刊
usd	usd
primarios	メイン
primarios	プライマリ
raquel	レイチェル
vínculos	リンク
tambor	ドラム
tambor	太鼓
instancias	インスタンス
despacho	事務局
despacho	事務所
despacho	オフィス
despacho	派遣
despacho	発送
gráficas	グラフィック
gráficas	チャート
gráficas	グラフ
gráficas	グラフィック
gráficas	グラフィックス
trompeta	トランペット
rich	金持ち
rich	リッチ
rpm	rpm
fichas	タイル
fichas	チップス
fichas	チップ
stop	停止
stop	ストップ
reforzar	強化
reforzar	補強
reforzar	強化
actas	レコード
yuri	ゆり
yuri	ユーリ
despedida	別れ
despedida	別れ
despedida	解散
despedida	さようなら
writer	作家
writer	ライター
raras	レア
precedentes	先例
precedentes	判例
oscuros	ダーク
oscuros	暗い
apartamento	アパート
money	お金
money	貨幣
money	マネー
money	金銭
negativos	ネガティブ
negativos	マイナス
negativos	ネガ
negativos	ネガ
tower	タワー
completado	コンプリート
completado	完備
acusación	訴追
acusación	公訴
acusación	検察官
acusación	告発
acusación	公訴
cayendo	落下
cayendo	ドロップ
funk	ファンク
autos	カーズ
april	四月
april	エイプリル
uganda	ウガンダ
canadienses	カナダ
canadienses	カナディアン
early	アーリー
early	早い
five	ファイブ
five	五つ
five	five
holandesa	ダッチ
living	リビング
living	living
toluca	トルーカ
amores	ラヴ
amores	ラブ
consumidores	消費者
consumidores	消費者
adhesión	接着
sabana	サバンナ
sabana	サバンナ
aleksandr	アレクサンドル
proponer	プロポーズ
elisa	elisa
cole	コール
pecado	シン
pecado	sin
imponer	課す
magos	ウィザード
abastecimiento	サプライ
abastecimiento	供給
cartucho	カートリッジ
cartucho	実包
cartucho	カートリッジ
espectacular	壮観
espectacular	圧巻
paréntesis	括弧
paréntesis	括弧
paréntesis	括弧
paréntesis	かっこ
aportaciones	貢献
valiente	ブレイブ
valiente	勇者
valiente	勇敢
valiente	ヴァリアント
agradable	ナイス
agradable	ニース
agradable	素敵
recreación	レクリエーション
mariposa	チョウ
mariposa	バタフライ
mozambique	モザンビーク
mozambique	モザンビーク
nervio	神経
emiliano	エミリアーノ
campanas	チャイム
lejano	far
lejano	遠く
lejano	遠い
lejano	遠い
hábito	習慣
rgb	rgb
arn	arn
promotor	デベロッパー
permanecieron	滞在
pierden	失う
explorar	探検
explorar	閲覧
explorar	ブラウズ
explorar	探検
anónima	アノニマス
anónima	匿名
birmingham	バーミンガム
randy	ランディ
agricultores	農家
agricultores	農家
disputas	紛争
jam	ジャム
tripulantes	クルー
germain	ジェルマン
águilas	イーグルス
nitrógeno	窒素
picasso	ピカソ
impresionante	すごい
impresionante	見事
cohen	コーヘン
cohen	コーエン
hughes	ヒューズ
sábados	土曜
sábados	土曜日
sábados	土曜日
jinetes	ライダー
faltas	フォールト
mrs	ミセス
mrs	mrs
proceder	手続
proceder	続行
chad	チャド
powell	パウエル
adiós	バイ
adiós	別れ
adiós	さようなら
hunt	ハント
hunt	狩り
melo	メロ
angela	アンジェラ
late	ビーツ
híbrido	ハイブリッド
híbrido	ハイブリッド
ventura	ベンチュラ
dramáticas	ドラマチック
emperadores	皇帝
lecturas	読書
bandos	両側
werner	ヴェルナー
rom	rom
rom	rom
repetir	繰り返し
repetir	繰り返す
repetir	繰り返し
característicos	特徴
característicos	特性
emigración	移住
emigración	移行
dependientes	依存
dependientes	依存性
dependientes	依存
curiosidad	好奇心
curiosidad	興味津々
curiosidad	好奇心
duros	一生懸命
duros	ハード
duros	難しい
duros	タフ
duros	厳しい
hígado	レバー
hígado	肝臓
beethoven	ベートーヴェン
recolección	ピックアップ
recolección	収穫
patrulla	斥候
patrulla	パトロール
vampiros	vamps
vampiros	ヴァンパイア
vampiros	吸血鬼
traduce	翻訳
pittsburgh	ピッツバーグ
discípulos	弟子
discípulos	弟子
adaptada	適応
mafia	暴徒
mafia	モブ
mafia	マフィア
vacante	欠員
vacante	モーテル
basilea	バーゼル
fischer	フィッシャー
múltiple	倍数
múltiple	複数
berry	ベリー
res	res
sucesivos	歴代
cápsula	カプセル
inusual	珍しい
guardar	セーブ
guardar	保存
espiral	スパイラル
espiral	渦巻
cosecha	ビンテージ
cosecha	トリミング
cosecha	切り取る
cosecha	切り取り
cosecha	収穫
cosecha	収穫
afuera	アウト
caroline	キャロライン
coquimbo	コキンボ
vasos	cups
vasos	カップ
vasos	メガネ
vasos	めがね
vasos	眼鏡
complicaciones	合併症
camacho	カマーチョ
ápice	頂点
mind	mind
mind	マインド
patronato	庇護
cereales	穀物
cereales	シリアル
cereales	シリアル
minor	マイナー
bit	ビット
bolas	ボール
glasgow	グラスゴー
pasados	過去
desaparecida	失踪
discovery	ディスカバリー
discovery	発見
sugerido	おすすめ
brad	ブラッド
antártica	南極
antártica	南極大陸
antártica	南極
pesetas	ペセタ
admite	認める
hablaba	スポーク
homo	ホモ
adentro	インサイド
invasiones	侵略
invasiones	侵攻
invasiones	侵攻
perspectivas	outlook
perspectivas	視点
demandas	要求
demandas	訴訟
anciano	長老
ganancias	利得
ganancias	営利
ganancias	収益
ganancias	利益
ganancias	収益
vizconde	子爵
domicilio	住所
domicilio	アドレス
domicilio	住所
collar	ネックレス
collar	首輪
rossi	ロッシ
dividir	分ける
dividir	割る
dividir	除算
dividir	分ける
dividir	分割
dividir	スプリット
setiembre	九月
matrimonios	結婚
matrimonios	婚姻
matrimonios	結婚
robar	ロブ
robar	盗む
robar	窃盗
aguda	急性
aguda	アキュート
olvido	forget
olvido	忘却
olvido	忘却
virgin	処女
virgin	ヴァージン
asi	asi
debilidad	衰弱
rancho	牧場
consejeros	アドバイザー
consejeros	カウンセラー
spam	スパム
arcilla	クレイ
arcilla	粘土
angelo	アンジェロ
quitar	削除
quitar	取り除く
ordenadores	コンピューター
ordenadores	コンピュータ
ordenadores	コンピューター
ordenadores	コンピュータ
bienvenida	ようこそ
bienvenida	歓迎
boom	ブーム
tribuna	トリブヌス
deterioro	劣化
storm	ストーム
underground	地下
underground	地下鉄
agudo	急性
agudo	アキュート
agudo	シャープ
agudo	鋭い
conejo	うさぎ
conejo	バニー
conejo	ウサギ
conejo	うさぎ
pinos	マツ
pinos	パイン
finalizado	終了
revés	リバース
senegal	セネガル
inventario	在庫
inventario	棚卸
alameda	アラメダ
accesos	アクセス
accesos	アクセス
carril	レーン
carril	車線
segundas	番目
segundas	セカンド
namibia	ナミビア
namibia	ナミビア
guyana	ガイアナ
precursor	先駆け
precursor	前身
juicios	トライアル
juicios	試練
juicios	訴訟
fusiles	小銃
diga	say
diga	セイ
bin	bin
tocado	さわる
artefactos	アーティファクト
reflejo	反射
reflejo	リフレクション
erosión	侵食
fotógrafos	カメラマン
extender	延長
osaka	大阪
fraude	詐欺
eyes	アイズ
jura	ジュラ
esmeralda	エスメラルダ
esmeralda	エメラルド
mandos	コントローラ
mandos	コントローラー
mandos	コマンド
mandos	コントロール
complejas	コンプレックス
complejas	錯体
complejas	複雑
paro	失業
roosevelt	ルーズベルト
rapidez	クイック
rapidez	速度
rapidez	スピード
rapidez	速い
rapidez	高速
calcula	計算
granito	花崗岩
kazajistán	カザフスタン
desciende	下りる
pronunciación	発音
patriotas	パトリオット
bodas	ウェディング
bodas	ウェディング
bodas	結婚式
cotidiana	everyday
cotidiana	日常
cotidiana	毎日
