врат	nek
изминатите	verlede
изминатите	vorige
изминатите	afgelope
татари	tartare
белизе	belize
марков	markov
алгоритми	algorithms
трагедија	tragedie
фрла	throws
посветено	toegewyde
посветено	toegewyde
посветено	dedicated
посветено	opgedra
шефилд	sheffield
опит	eksperimenteer
опит	eksperiment
претставено	verteenwoordig
преден	voorkant
преден	voor
преден	front
корисен	bruikbare
корисен	nuttig
внатрешност	interior
внатрешност	binneste
клара	klara
клара	clara
образовна	opvoedkundige
парфеми	geure
сокол	falcon
сокол	hawk
вермонт	vermont
доналд	donald
остаток	oorblyfsel
сида	vigs
нео	neo
матрица	matrix
данило	danilo
копнени	terrestriële
атлетичар	atleet
пожари	fires
пожари	vure
марфи	murphy
помлади	jonger
трска	kierie
трска	cane
трска	riet
трска	reed
фонтана	fontein
лира	lira
очекувањата	expectations
дефицит	deficiency
објаснувања	onderskrifte
објаснувања	byskrifte
објаснувања	verduidelikings
координација	koördinasie
дебати	debatte
фарма	plaas
мускул	spier
марта	marta
марта	martha
милијарда	biljoen
отпад	afval
лили	lilly
лили	lily
сенат	senate
глен	glen
глен	glenn
провери	check
провери	tsjeggië
провери	kontroleer
абрахам	abraham
комерцијално	kommersiële
комерцијално	kommersieel
датотеки	lêers
пијалак	drank
пијалак	drankie
суштински	kern
суштински	noodsaaklike
суштински	essential
намени	doeleindes
граѓанско	siviele
граѓанско	burgerlike
граѓанско	munisipale
граѓанско	civic
вертикално	vertikaal
јоркшир	yorkshire
холидеј	holliday
субјект	onderwerp
неопходна	nodige
печати	seals
крајбрежни	coastal
раул	raoul
раул	raúl
алги	alg
алги	seewier
хектор	hector
добротворни	liefdadigheid
тера	tara
георгиј	georgi
прст	vinger
форт	fort
темел	fondament
темел	hoeksteen
прибор	kit
забрани	belet
забрани	verbande
забрани	verban
прекрасен	wonderlik
прекрасен	heerlik
харолд	harold
хаваи	hawaii
декорација	versiering
техничар	tech
архипелаг	argipel
матката	uterus
влијателни	invloedryke
здрав	gesonde
здрав	sane
здрав	sinvolle
ливада	meadow
јуриј	joeri
дозволени	toegelaat
древна	antieke
чекаат	gewag
разводот	egskeidings
разводот	egskeiding
проба	repetisie
пламен	vlam
пламен	vlamme
пламен	flames
деп	depp
пиштол	pistool
пиштол	gun
бракови	huwelik
бракови	huwelike
лечење	healing
натпреварувач	mededinger
јаболка	apples
повикани	genooide
повикани	uitgenooi
повикани	genooi
повикани	ontbied
корисно	bruikbare
корисно	nuttig
туберкулоза	tuberkulose
транс	trans
третира	lekkernye
сестрите	susters
архиви	argiewe
фантазија	fantasie
вембли	wembley
океаните	oseane
моравија	morawië
тарнер	turner
прогонство	exile
бесконечно	onbepaald
бесконечно	oneindige
бесконечно	eindelose
видливо	sigbare
видливо	sigbaar
портокалова	orange
портокалова	gewysig
портокалова	lemoen
портокалова	oranje
корица	toemaak
корица	omslag
корица	omhulsel
цртеж	skets
цртеж	tekening
лох	loch
усни	lips
усни	lippe
мајнинген	meiningen
критикува	kritiseer
компромис	benadeel
кружен	sirkelvormige
нерешено	gelykop
нерешено	das
нерешено	onopgelos
батиста	battista
батиста	batista
чеченија	tsjetsjnië
октавијан	octavius
мајор	major
мајор	majoor
мајор	hoofvak
риека	rijeka
формати	formate
пријателска	vriendelik
стабилен	stabiel
стабилен	stable
стабилен	stabiele
моралот	morale
шанел	chanel
сферата	sfeer
сферата	orb
работилница	werkswinkel
уникатен	unieke
уникатен	uniek
јаболко	appel
јаболко	apple
сечење	gesny
уредува	gewysig
луција	lucia
константна	konstante
роби	robbie
роби	robby
фби	fbi
пирати	pirates
мадеира	madeira
процени	evalueer
процени	skatting
процени	beraming
процени	skat
пониско	laer
пониско	kleinletters
пониско	verlaag
пониско	sagter
пониско	elektrisiteit
фиџи	fiji
наредени	lined
наредени	gesorteer
наредени	bestel
сојузниот	federale
сојузниот	federal
жирафа	kameelperd
холокаустот	holocaust
клодовик	clovis
тага	hartseer
колено	knie
зен	zen
синагога	sinagoge
гаранција	waarborg
гаранција	waarborg
екипаж	crew
експедицијата	ekspedisie
законодавната	legislative
најблиски	naaste
набљудувач	observer
набљудувач	toeskouer
вишокот	oortollige
екстремадура	extremadura
гимнастика	gimnastiek
габон	gaboen
фест	fest
тезата	thesis
бозон	boson
голф	gholf
шапка	hoed
продаден	sold
продаден	verkoop
мичел	mitchell
моника	monika
менхетен	manhattan
поседи	lands
поседи	landgoed
оштетени	beskadig
наведен	gelys
реална	regte
реална	egte
реална	realistiese
спиењето	slaap
спиењето	slapende
стадиони	stadions
контра	teller
контра	toonbank
киргистан	kirgisië
функционери	departementele
функционери	amptenare
мерцедес	mercedes
доволни	voldoende
спортистите	atlete
моцарт	mozart
гробници	tombs
гробници	graves
одделени	geskeide
одделени	geskei
хаг	haag
логичка	logies
логичка	logiese
брандо	brando
кварт	kwart
кварт	kwartaal
кварт	woonbuurt
того	togo
уништува	verweer
премио	premio
техничко	tegniese
орегон	oregon
кус	kort
кус	kortliks
кус	sorteer
пиратите	pirates
илузија	illusie
валентин	valentin
валентин	valentyn
валентин	valentine
анализира	analiseer
алијансата	alliance
алијансата	alliansie
алијансата	verbond
омилена	gunsteling
омилена	gunsteling
вежбање	oefen
вежбање	practice
вежбање	praktyk
вежбање	oefen
треш	spreek
одморалиште	gevalle
одморалиште	oord
нина	nina
кревет	bed
полковник	kolonel
оштетена	beskadig
оштетена	korrupte
оштетена	korrup
наши	ons
благо	ligte
колони	kolomme
страда	suffer
арно	arno
арно	arnaud
креативноста	creativity
креативноста	kreatiwiteit
парламентарна	parlementêre
рабови	rande
придружни	aangrensende
вежба	dril
остра	skerp
димче	smoke
примање	ontvang
соли	sully
разум	rede
разум	sin
пушти	toneelstuk
пушти	speel
меркур	mercury
меркур	kwik
президиумот	presidium
оклахома	oklahoma
евдокија	eudokia
цртање	skets
цртање	tekening
вик	vic
наставниците	onderwysers
рецесија	resessie
тура	toer
тура	tour
оддалечена	afgeleë
оддалечена	remote
третираат	treat
третираат	behandel
прашина	stof
рецензија	resensies
автобус	bus
лиза	lisa
лиза	liza
поширок	wyer
поширок	breër
грав	boontjie
грав	bean
рур	ruhr
енциклопедијата	encyclopaedia
малцински	minority
оцена	graad
квалификувани	gekwalifiseerde
водопад	waterval
берген	bergen
новости	opdaterings
новости	bywerkings
новости	wysigings
ноќи	nagte
придавка	aktief
черчил	churchill
поддржан	gesteun
поддржан	ondersteunde
смена	verskuiwende
дисертација	dissertation
скриени	versteek
скриени	weggesteek
скриени	verberg
хамлет	hamlet
тобаго	tobago
поволни	gunstig
принос	oplewer
принос	opbrengs
египетска	egiptiese
улрих	ulrich
опери	operas
интервали	intervalle
камерон	cameron
анастасиј	anastasius
повтори	herhaalde
повтори	herhaal
хемисфера	halfrond
винфри	winfrey
бебе	baba
кризи	krisisse
французи	frans
французи	franse
дизајнери	designers
геологија	geologie
трансформации	transformasie
кратер	koepel
кратер	krater
албанец	albanees
апсење	arrest
формули	formules
рудници	myne
плод	vrug
плод	vrugte
каналите	kanale
отприлика	rofweg
гибралтар	gibraltar
опремени	toegerus
препознатлив	herkenbaar
квин	qin
квин	quinn
сеќавање	geheue
сеќавање	herinnering
хју	hugh
министрите	ministers
инциденти	voorval
инциденти	insident
инциденти	insidente
мајкрософт	microsoft
поранешно	former
поранешно	voormalige
удира	kolf
удира	hits
морињата	seas
усвои	aangeneem
изумрени	uitgestorwe
ерика	erika
ерика	erica
исполнување	nakoming
тонга	tonga
нокиа	nokia
мртва	dooie
мртва	dood
исклучување	uitgesluit
исклучување	ontkoppel
навивачи	fans
навивачи	bewonderaars
навивачи	aanhangers
стад	stade
овластувања	bevoegdhede
овластувања	gesag
овластувања	owerheid
израелски	israeliese
дион	dion
расположение	bui
расположение	gemoed
расположение	gemoedstoestand
леќи	lens
осумнаесет	agtien
вооружен	gewapende
потоци	strome
понд	dammetjie
страдаат	suffer
сиромашни	poor
сиромашни	arme
сиромашни	swak
сиромашни	armes
биографски	biographical
управен	governing
здрава	gesonde
остварувања	prestasies
повици	oproepe
џенифер	jennifer
нелегално	onwettig
нелегално	onwettige
рутер	router
сапа	sapa
вар	varus
вар	lemmetjie
симнат	afgelaai
ролинг	rolling
рангирана	gerangskik
визуелни	visuele
анталија	antalya
готвење	kook
готвење	kookkuns
биланс	saldo
биланс	balans
помагала	toebehore
помагала	toestelle
хавана	havana
експлозијата	vernietig
темелник	hoeksteen
бродвеј	broadway
настрана	eenkant
женка	vroulik
женка	wyfie
новинарство	joernalistiek
синџир	ketting
превенција	voorkoming
доменико	domenico
погоди	raai
лидс	leeds
ецб	ecb
железници	spoorweë
железници	railways
зголемени	toegeneem
зголемени	verhoogde
изложен	blootgestel
изложен	kaak
читатели	lesers
променето	gewysig
јурисдикција	jurisdiksie
наредби	orders
наредби	bestellings
пејзаж	landskap
бисао	bissau
франки	franke
микс	opskud
микс	meng
романскиот	roemeense
хопкинс	hopkins
празнува	vier
префектурата	prefektuur
дојл	doyle
сертификат	sertifikaat
сертификат	sertifisering
џуниор	junior
ерл	earl
ерл	earle
румелија	roemelië
експерт	kundige
експерт	expert
експерт	ervare
етничко	etniese
етничко	etnies
гените	genes
сар	sar
библија	bybel
церемонии	ceremonies
коњите	perde
влад	vlad
евроазија	eurasië
запознавање	bekendstelling
запознавање	inleiding
запознавање	dating
оксид	oxide
пајак	spinnekop
зависна	afhanklik
убеден	oortuig
долгови	laste
долгови	skuld
чан	chan
ирански	irannese
извадок	excerpt
извадок	uittreksel
надомест	terugbetaling
бахреин	bahrein
пешадија	infanterie
пешадија	infantry
бургас	boergas
среќна	gelukkig
наведе	verwys
амбасадори	ambassadeurs
режими	modusse
режими	regimes
сиво	grys
сиво	grys
сиво	grey
лаура	laura
матични	agterstewe
десау	dessau
муслиманска	muslim
муслиманска	moslem
муслиманска	moslems
кружни	sirkelvormige
ендру	andrew
докторски	phd
замав	swing
неочекувано	onverwags
неочекувано	onverwags
неочекувано	onverwagte
неочекувано	onverwagse
