παναμά	панами
παραδόθηκαν	доставили
παραδόθηκαν	доставлено
παραδόθηκαν	здалися
κορμό	тулуб
ακυρώθηκε	скасовано
ακυρώθηκε	скасовано
δραματικά	драматичного
δραματικά	різко
τροία	троя
ιωνία	іонія
κατάλαβε	розумію
κατάλαβε	розуміємо
κατάλαβε	зрозуміти
κατάλαβε	зрозуміла
αμμωνία	аміак
διευκολύνει	сприяти
καθολικών	католики
τρότσκι	троцького
αρετή	поведінка
ηφαίστεια	вулканів
σουτ	постріл
σουτ	застрелив
αντικαθιστά	замінює
εντυπώσεις	показів
εντυπώσεις	враження
εντυπώσεις	покази
συγκεντρώθηκαν	зібралися
συγκεντρώθηκαν	зібрав
συγκεντρώθηκαν	зібрано
συγκεντρώθηκαν	зібрані
θεμελιώδεις	основне
θεμελιώδεις	фундаментальні
κλικ	клацання
κλικ	натисніть
κλικ	клік
κλικ	кліки
θρύλο	легенду
θρύλο	легенда
προτροπή	запитати
προτροπή	запитувати
επιτυχής	успішно
επιτυχής	успішне
επιτυχής	вдало
επιτυχής	успішний
επιτυχής	вдалась
επιτυχής	успіх
δεκαέξι	шістнадцять
φρεντ	фред
μπραντ	бред
έλεν	еллен
έλεν	елен
έλεν	гелен
έλεν	хелен
ψάχνει	шукаємо
ψάχνει	дивиться
ψάχνει	дивлюся
χαμ	ам
εκκεντρότητα	ексцентриситет
διάσωσης	врятувати
διάσωσης	рятівник
διάσωσης	порятунок
σιγκαπούρη	сінгапурі
σιγκαπούρη	сінгапуру
δασκάλους	учителі
δασκάλους	вчителів
δασκάλους	вчителі
λάρνακα	ларнака
κολοράντο	колорадо
λαχανικά	овочі
απαγορεύει	заборони
απαγορεύει	забороняє
ευτυχία	щастя
κρεβάτι	ліжко
κρεβάτι	постіль
τομπάγκο	тобаго
βικτόρια	вікторія
μειονέκτημα	фізичну
μειονέκτημα	вада
μειονέκτημα	перешкода
μειονέκτημα	недоліком
υποβιβαστεί	образу
υεμένης	ємен
υεμένης	єменський
βέλος	стрілок
βέλος	стріла
βέλος	стрілка
μαγεία	чарівна
μαγεία	магія
μαγεία	magic
αστυνομικός	коп
αστυνομικός	поліцейський
αστυνομικός	поліцейського
αστυνομικός	поліцейський
σίδνεϊ	сідні
εστιάζει	фокусується
επιχειρησιακή	оперативного
επιχειρησιακή	оперативна
επιχειρησιακή	готовності
ικανή	здатний
ικανή	здатен
έβανς	еванс
απομνημονεύματα	мемуари
απομνημονεύματα	мемуари
βίκι	вікі
μήνας	місяця
μήνας	місяць
ανεπίσημα	неофіційна
ανεπίσημα	неофіційно
φυσιολογικά	зазвичай
στάθμη	рівень
απότομα	круті
απότομα	різко
ρουμανική	румунська
στέλλα	стела
στέλλα	стелла
δικηγόροι	прокурори
δικηγόροι	адвокати
δικηγόροι	адвокатів
δικηγόροι	юристи
κατάλοιπα	радикали
σπουδαστές	студенти
σπουδαστές	учням
σπουδαστές	студентів
σπουδαστές	студентам
σπουδαστές	учні
παύση	призупинено
παύση	пауза
παύση	призупинити
λετονία	латвії
λετονία	латвія
αργίες	свята
εισαγγελέας	прокурор
εισαγγελέας	прокурора
νταβίντ	давід
νταβίντ	девід
νταβίντ	давид
περιστάσεις	обставини
γραφική	граф
γραφική	графіка
γραφική	графік
κατερίνη	катеріні
κάρολ	керол
κάρολ	колядки
κάρολ	керролл
χωρισμένη	розлучена
μπαρμπούντα	барбуда
διαφορετικοί	different
διαφορετικοί	інше
διαφορετικοί	різні
διαφορετικοί	різних
διαφορετικοί	відмінні
χένρυ	генрі
χένρυ	генріх
χένρυ	анрі
συμβολική	символічне
συμβολική	символічні
συμβολική	символічних
κλειστά	закрита
κλειστά	закрито
κλειστά	закриті
κλειστά	зачинено
ρύζι	рис
ρύζι	рису
σελίμ	селім
χαβάη	гаваї
αποζημίωση	компенсація
πρόσφατο	недавні
πρόσφατο	нещодавні
κόμβος	вузол
κόμβος	hub
επιθυμητό	бажану
επιθυμητό	бажаного
επιθυμητό	бажано
πρίγκηπας	принц
πρίγκηπας	принца
πρίγκηπας	князь
κωμικός	comic
κωμικός	комікс
κωμικός	комік
κρατήρα	кратер
καλησπέρα	вечір
καλησπέρα	вечірня
καλησπέρα	вечірній
μάη	травнева
μάη	травня
μάη	травневі
μάη	травні
μάη	травень
χάγη	гаазі
χάγη	гаага
υποδομές	інфраструктура
υποδομές	інфраструктур
καθοριστικό	рішучий
σκι	лижах
σκι	лижі
σκι	лижах
σκι	лижі
εβδομαδιαία	щотижня
καθορίζουν	вказати
καθορίζουν	визначати
καθορίζουν	визначити
ρόμα	roma
ρόμα	роми
ρόμα	рома
μίτσελ	мітчелл
βανουάτου	вануату
πλούσιος	багаті
πλούσιος	багатий
πλούσιος	rich
πλούσιος	багаті
πλούσιος	багатих
παρακολούθησης	спостереження
παρακολούθησης	моніторинг
ευημερία	процвітання
φυματίωση	туберкульозу
αυστραλός	австралійська
αυστραλός	австралійський
βρυξελλών	брюсселі
βρυξελλών	брюссель
υποκατηγορίες	підкатегорії
ανάσταση	воскресіння
μπαρμπάντος	барбадосу
τρινιντάντ	тринідад
απασχόληση	працевлаштування
τζόναθαν	джонатан
κληρονόμησε	успадкував
αδελφότητα	відмовилися
αδελφότητα	братство
αδελφότητα	братство
συντηρητικό	консерванти
συντηρητικό	консервативна
διαχειρίζεται	вдасться
διαχειρίζεται	влаштує
περιορισμός	накладає
αψίδα	арка
ψήφισε	проголосували
ψήφισε	голосував
ψήφισε	проголосував
κράμα	сплави
πανεπιστημίων	університети
φιλίπ	філіп
φιλίπ	філіпп
φιλίπ	філіп
κάμπος	кампос
τόγκο	того
γάτες	коти
γάτες	кішки
ριντ	рід
ριντ	рід
νόμιμη	правові
νόμιμη	правова
νόμιμη	юридична
νόμιμη	юридичні
νόμιμη	юридичний
χρήσιμα	корисне
χρήσιμα	корисні
χρήσιμα	корисна
χρήσιμα	корисно
χρήσιμα	корисний
γυμναστική	зарядка
γυμναστική	гімнастика
ανάβαση	сходяться
ανάβαση	сходження
ανάβαση	вознесіння
ανάβαση	скелелазіння
ανάβαση	лазити
ανάβαση	сходження
ανάβαση	сходження
ανάβαση	лазити
ανάβαση	підйом
ανάβαση	лізти
λιμένες	порти
κόμβους	вузлів
κόμβους	вузлів
κόμβους	вузли
παρθένος	діва
παρθένος	діва
παρθένος	богородиці
λίβανο	лівану
λίβανο	ліван
πύλου	пілос
δεξαμενές	танки
δεξαμενές	танків
εγκρίνει	дозволяється
εγκρίνει	підтримую
εγκρίνει	затвердити
οσμή	запах
οσμή	запах
οσμή	запахи
οσμή	запаху
καίσαρ	цезар
εμποδίζει	оберігає
εμποδίζει	запобігає
εμποδίζει	забороняє
συμπλήρωση	завершення
συμπλήρωση	доповнення
συμπλήρωση	доповнення
συμπλήρωση	добавки
κλαύδιος	клавдій
στίχος	вірш
πρόσληψη	вооз
κυβερνήτες	капітани
κυβερνήτες	лінійки
μπιπ	гудок
επισκέψεις	відвідувань
επισκέψεις	відвідування
επέζησε	пережити
επέζησε	виживають
επέζησε	вижити
επέζησε	вижив
επέζησε	пережив
επέζησε	вижила
επέζησε	вижили
σοσιαλιστικής	соціалістична
θύρα	брама
θύρα	gate
θύρα	ворота
θύρα	пор
θύρα	порт
ζημιά	обстрілів
ζημιά	пошкоджені
ζημιά	ламати
ζημιά	пошкодження
γιούρι	юрі
γιούρι	юрій
γιούρι	юрко
γιούρι	uri
λίρα	ліра
λίρα	фунт
σκοτεινό	темні
σκοτεινό	темна
σκοτεινό	темний
σκοτεινό	темне
σκοτεινό	темно
λεωφορεία	автобуси
ζερμέν	жермен
πρόσθετα	додатки
πλούτωνα	плутон
κρατίδια	länder
τζέι	джей
αμοιβαία	взаємного
αμοιβαία	спільний
αμοιβαία	взаємно
καταιγίδα	шторм
καταιγίδα	буря
μπλάκμορ	блекмор
λιβάδια	луки
λιβάδια	степах
λιβάδια	луки
αλγεβρική	алгебраїчна
τρίτες	вівторках
τόξου	арк
τόξου	дуга
ενδιαφέρουσα	цікавий
ενδιαφέρουσα	цікаво
ενδιαφέρουσα	цікаве
διαφάνεια	прозорість
αντιρρήσεις	заперечень
δημιουργοί	творців
δημιουργοί	авторів
δημιουργοί	автори
μπουτάν	бутану
αιώνια	вічне
αιώνια	вічне
αιώνια	вічні
αιώνια	вічна
αιώνια	безсмертні
αιώνια	вічний
ενθουσιασμό	хвилювання
ενθουσιασμό	ентузіазму
λοατ	лгбт
γιοχάνες	йоганнес
ανακατασκευή	відбудувати
ανακατασκευή	заново
ανακατασκευή	реконструкція
ανακατασκευή	реконструкції
αξιωματούχοι	чиновники
αξιωματούχοι	чиновників
νύφη	наречена
βασανιστήρια	тортури
βασανιστήρια	катування
καλημέρα	morning
καλημέρα	ранку
καλημέρα	ранок
καλημέρα	утро
κρατούμενοι	затримані
κρατούμενοι	полонених
χαλκιδική	халкідіки
τοσκάνης	тосканський
διερεύνηση	розслідування
διερεύνηση	розслідувати
διερεύνηση	слідство
σύνθετο	композитний
σύνθετο	складене
σύνθετο	комплекс
σύνθετο	складні
μειονότητα	меншості
ήπια	випив
ήπια	випили
ήπια	пив
προσωρινός	тимчасове
προσωρινός	тимчасові
προσωρινός	тимчасова
προσωρινός	тимчасово
προσωρινός	тимчасовий
προσωρινός	тимчасовий
προσωρινός	тимчасовий
χειμώνας	зима
ανέβασε	завантажено
κυριαρχούν	захоплюють
προκήρυξη	декларацію
όνειρα	сон
όνειρα	dream
όνειρα	мрія
όνειρα	сни
όνειρα	снів
όνειρα	мрій
όνειρα	мрії
όνειρα	dreams
μέγαρα	багатих
βασικού	базові
βασικού	базове
βασικού	основні
βασικού	базовий
βασικού	основний
αποκαταστάθηκε	відновлено
σιβηρία	сибір
αναβάθμιση	оновити
αναβάθμιση	оновлення
μογγολία	монголії
οχυρώσεις	укріплення
διαλύεται	розчиняється
χωριστά	окремо
χωριστά	окреме
χωριστά	відокремити
φίσερ	фішер
φίσερ	фішер
συσχέτιση	кореляції
πολωνικά	польською
πολωνικά	польську
πολωνικά	польська
πολωνικά	польські
πολωνικά	польське
κέιν	кейн
κέιν	кейн
ορθογώνιο	прямокутник
ορθογώνιο	прямокутник
ορθογώνιο	прямокутний
λάος	лаосу
πανοραμική	панорамний
πανοραμική	панорами
πανοραμική	панорама
πανοραμική	panorama
κοινωνιολογία	соціологія
φτώχεια	бідність
φτώχεια	бідності
φτώχεια	злидні
φτωχή	бідними
φτωχή	бідна
φτωχή	бідний
φτωχή	бідні
στίχο	вірш
φρανκφούρτη	франкфурт
ιουστινιανού	юстиніан
κύριε	сер
κύριε	пане
μυστήρια	загадки
μυστήρια	таємниць
θάλαμο	камера
θάλαμο	палата
θάλαμο	палати
καταδίκασε	засуджений
καταδίκασε	засуджений
καταδίκασε	засудили
περιφερειακά	районної
περιφερειακά	обласний
περιφερειακά	регіональні
περιφερειακά	регіональний
νύμφη	німфа
βιογραφίες	biographies
κάμερα	камера
κάμερα	фотоапарат
κάμερα	камери
βαβυλώνα	вавилон
τραγικό	трагічний
τραγικό	трагедія
δίκης	судять
ανθρωπότητα	людство
ανθρωπότητα	людяності
ανθρωπότητα	людство
ανθρωπότητα	людства
ανθρωπότητα	людству
παπά	проповідник
παπά	священик
αντιπρόσωποι	представники
αντιπρόσωποι	представників
αντιπρόσωποι	делегати
ναυάγιο	руїна
επιβεβαιώνεται	підтверджено
επιβεβαιώνεται	підтвердила
επιβεβαιώνεται	підтвердили
επιβεβαιώνεται	підтверджена
παράγωγο	похідна
ζυρίχη	цюрих
ζυρίχη	zurich
συγνώμη	вибачте
συγνώμη	шкода
συγνώμη	пробачте
συγνώμη	перепрошую
συγνώμη	прикро
σχετικότητας	відносність
στέψη	коронація
στέψη	коронації
λουκ	люк
απαίτησε	вимагав
βομβαρδισμό	обстрілу
βομβαρδισμό	обстріл
βομβαρδισμό	бомбардування
βομβαρδισμό	бомбардування
βίαιη	агресивних
βίαιη	жорстокі
βίαιη	жорстоке
τρένα	перевізників
τρένα	потяги
τρένα	поїзди
ιονίου	іонічне
φωλιές	гнізда
κέπλερ	kepler
καπετάνιος	капітан
κυκλικό	циклічний
κυκλικό	круговий
κυκλικό	кругова
κυκλικό	круглий
κυκλικό	кругла
φίλε	чувак
φίλε	людина
φίλε	чоловік
φίλε	мужчина
φίλε	man
αμίνη	аміни
ηφαιστειακή	вулканічна
παπούτσια	кросівки
παπούτσια	взуття
παπούτσια	туфлі
ηθικά	моральності
ηθικά	морально
χόφμαν	гофман
χόφμαν	гоффман
οντάριο	онтаріо
προσεκτικά	уважно
πρωτεύουσες	столиці
βατικανό	ватикан
βατικανό	ватикані
χρησιμότητα	утиліта
ακούσει	почув
ακούσει	чув
ακούσει	почула
ακούσει	чули
ακούσει	чула
φυλάσσεται	ланцюгами
γουίλσον	вілсон
ηρώδη	ірод
υποψηφίων	кандидатів
επαρκώς	забезпечувати
στηβ	стів
πολύτιμα	дорогоцінний
πολύτιμα	дорогоцінні
πράκτορες	агенти
ομοιότητα	схожість
ομοιότητα	подібність
διαφημίσεις	оголошення
διαφημίσεις	реклами
διαφημίσεις	рекламу
διαφημίσεις	ads
διαφημίσεις	реклама
φυσιολογική	звичайна
φυσιολογική	нормальний
φυσιολογική	нормальні
φυσιολογική	звичайний
φυσιολογική	звичайне
δεκαετιών	грунту
σταυροφόροι	фундаменталізм
γουόλτερ	волтер
γουόλτερ	вальтер
άνετα	зручно
άνετα	зручно
άνετα	комфортний
άνετα	зручні
άνετα	зручне
άνετα	зручний
άνετα	затишний
τζούλια	джулія
τζούλια	юлія
τζούλια	джулія
οξφόρδη	оксфорд
ατλάντα	атланти
μον	мон
μον	мон
μον	mon
γνωριμία	знайомі
προσωρινό	тимчасове
προσωρινό	тимчасові
προσωρινό	тимчасова
προσωρινό	тимчасово
προσωρινό	тимчасовий
προσωρινό	тимчасовий
πληροί	зустрічає
λιοντάρια	леви
μαρίνο	марино
έντυπο	форму
έντυπο	форма
τριλογία	трилогія
μεταλλική	металічний
μονοπάτια	шляхи
μονοπάτια	контури
μονοπάτια	сліди
πακέτα	пакунки
πακέτα	пакети
πακέτα	пакетів
πακέτα	зграї
πακέτα	пачок
συνεχές	продовження
συνεχές	континуум
επιφανειακή	поверхнева
πνεύματα	духи
πνεύματα	духів
αντουάν	антуан
λοίμωξη	інфекція
εμίλ	еміль
εμίλ	еміль
απόπειρες	спроб
απόπειρες	спроби
τηλέφωνο	телефон
τηλέφωνο	телефон
τηλέφωνο	телефоном
επαρκή	адекватна
επαρκή	оснащені
επαρκή	достатню
επαρκή	достатньо
εβραϊκά	єврейська
εβραϊκά	іврит
ασυνήθιστο	незвичні
ασυνήθιστο	незвичайний
ασυνήθιστο	незвичайні
ασυνήθιστο	незвичний
ασυνήθιστο	незрозумілих
έγκυος	вагітна
έγκυος	вагітності
έγκυος	вагітною
έγκυος	вагітні
κριμαία	криму
κριμαία	кримський
κριμαία	крим
λάνκαστερ	ланкастер
καθίσματα	місця
καθίσματα	сидіння
χαρτοφυλακίου	портфоліо
διανέμεται	поширюється
διασποράς	кластер
διασποράς	скупчення
άρνολντ	арнольд
σπόρους	насіння
μπέιζμπολ	бейсбол
κατέθεσε	заявив
επεκτάσεις	суфікси
επεκτάσεις	додатки
επεκτάσεις	розширення
τζιμπουτί	джибуті
επίτευγμα	досягнення
επίτευγμα	досягнення
πιστεύοντας	вірити
όψεις	боки
όψεις	сторони
όψεις	сторін
τζούνιορ	джуніор
τζούνιορ	дитячий
τζούνιορ	junior
φεγγάρι	місяця
φεγγάρι	місяць
φεγγάρι	мун
φεγγάρι	місячні
φεγγάρι	супутник
συνήθης	звичний
συνήθης	звичайні
δημιουργική	оформлення
δημιουργική	творчий
δημιουργική	креативні
στεφάνι	віночок
στεφάνι	вінок
κουν	кхун
κουν	kun
κουν	кун
σκληρότητα	жорстокість
σκληρότητα	твердість
ανοικοδόμηση	реконструкція
ανοικοδόμηση	реконструкції
μότσαρτ	моцарта
μότσαρτ	моцарт
στρατηγούς	генералів
εξηγήσεις	пояснення
αλμπέρτο	альберто
πληρωμή	заплатити
πληρωμή	платять
πληρωμή	заплатить
πληρωμή	сплата
πληρωμή	оплати
πληρωμή	оплата
πληρωμή	платіж
πληρωμή	сплати
ξενοφών	ксенофонт
λύσει	вирішити
υπόσχεση	обіцяю
υπόσχεση	обіцянку
υπόσχεση	обіцяють
υπόσχεση	визнавати
υπόσχεση	обіцянка
υπόσχεση	дарування
τουβαλού	тувалу
τόνγκα	тонга
μπροστινό	front
μπροστινό	спереду
μπροστινό	передні
μπροστινό	фронт
μπροστινό	передній
θηλαστικών	mammalian
φόρου	податкова
φόρου	податки
φόρου	податок
βερόνα	верона
πάρκερ	паркер
ενωμένη	united
ενωμένη	юнайтед
κινητά	мобільна
κινητά	мобільний
κινητά	мобільного
κινητά	мобільні
λίθιο	літію
διάβασε	прочитайте
διάβασε	читати
διάβασε	прочитані
διάβασε	читайте
διάβασε	прочитати
διάβασε	читання
στάλθηκαν	надіслано
στάλθηκαν	надіслані
θουκυδίδης	фукідід
αρχίζοντας	починаючи
αρχίζοντας	починається
αρχίζοντας	початок
αρχίζοντας	починаються
αρχίζοντας	запуск
ανάρτηση	підвіска
ανάρτηση	призупинення
μετράει	становитиме
μετράει	рахує
μετράει	підрахунок
μετράει	порядковий
μετράει	обліку
μετράει	відлік
ελπίδες	сподівань
ελπίδες	сподівається
ελπίδες	надії
φάλαγγα	phalanx
φάλαγγα	конвой
δέσμη	пучок
εξερευνητής	explorer
εξερευνητής	дослідник
άντον	антон
λισαβόνας	лісабон
αστικές	урбан
αστικές	міський
αποσπάσει	відволікти
ορατή	видима
ορατή	видимий
ορατή	видно
ορατή	видимі
συναισθηματική	зворушений
συναισθηματική	емоційні
συναισθηματική	емоційний
συναισθηματική	sentimental
πείνα	голод
πείνα	голоду
πείνα	голод
πιθανότητας	ймовірність
ενδιαφέρονται	цікавиться
ενδιαφέρονται	зацікавлений
ενδιαφέρονται	зацікавило
ενδιαφέρονται	цікаво
ενδιαφέρονται	цікавить
ενδιαφέρονται	цікавляться
χειρισμό	поводження
χειρισμό	обробка
χέρμπερτ	герберт
σεμινάρια	семінарів
ύψη	висотах
ύψη	висоти
μπόμπι	боббі
πρίγκιπες	принців
ομάρ	омар
μπορντό	бордо
μπορντό	бургундія
απόφοιτος	випускниця
απόφοιτος	випускник
τζέισον	джейсон
τζέισον	ясон
καταλανικά	каталонська
αυτόνομο	автономна
αυτόνομο	автономний
αιτιολογία	порадившись
μεθάνιο	метан
τάκη	taki
ανάμειξη	змішування
ανάμειξη	змішували
ανάμειξη	змішування
απόρριψη	запереченням
απόρριψη	розпорядженні
απόρριψη	відхилити
απόρριψη	скасувати
απόρριψη	відкинути
απόρριψη	відкинуто
απόρριψη	відмовив
απόρριψη	відхилено
απόρριψη	випускають
απόρριψη	відхилити
απόρριψη	скасувати
απόρριψη	відкинути
ζητήθηκε	надійшов
ζητήθηκε	звертався
ζητήθηκε	запит
ισπανούς	іспанці
παράδοξο	парадокс
οχτώ	вісім
βαλτική	балтійське
αγοράστηκε	платні
αγοράστηκε	придбаний
αγοράστηκε	купили
αγοράστηκε	купила
αγοράστηκε	купив
κέιμπριτζ	cambridge
μεταλλικά	метали
μεταλλικά	металевий
μεταλλικά	метал
μεταλλικά	металічний
εστιατόρια	ресторани
προτείνεται	рекомендовано
προτείνεται	рекомендовані
προτείνεται	рекомендується
προτείνεται	рекомендований
εφαρμόστηκε	застосування
εφαρμόστηκε	застосовано
εφαρμόστηκε	звернулася
εφαρμόστηκε	реалізовано
σύντροφος	партнер
σύντροφος	напарник
σύντροφος	партнерські
σύντροφος	товариш
σύντροφος	негатив
σύντροφος	компаньйона
σύντροφος	супутником
γονίδια	гени
τούρκου	турку
έτοιμο	готовий
έτοιμο	напоготові
έτοιμο	готові
έτοιμο	готове
έτοιμο	готовність
έτοιμο	готова
συνεχίζονται	продовжуючи
συνεχίζονται	продовжуємо
μπερνάρ	бернард
μπερνάρ	бернар
ραψωδία	рапсодія
ψυχική	психічний
πρόωρα	передчасно
συνθέτουν	написати
ενήλικα	дорослих
ενήλικα	доросла
ενήλικα	дорослі
ενήλικα	доросле
ενήλικα	дорослий
λογότυπα	логос
καταστρέφει	нищить
καταστρέφει	знищує
γαμπρός	жениха
γαμπρός	наречений
γαμπρός	нареченого
σομαλία	сомалі
σεμπάστιαν	себастьян
χορηγός	спонсор
χορηγός	спонсора
χορηγός	заплатила
αντιστοιχία	збіг
αντιστοιχία	відповідність
αντιστοιχία	матч
αντιστοιχία	двобій
αντιστοιχία	сірники
ντόπιοι	місцеві
ντόπιοι	жителів
ντόπιοι	тубільцями
διέλευση	перехресті
διέλευση	проходження
μερίδιο	акція
μερίδιο	поширити
μερίδιο	поділитися
μερίδιο	поширення
μερίδιο	поділитись
ουγκάντα	уганда
γόνος	породжувати
γόνος	нащадка
σχεδιάσει	запланована
σχεδιάσει	заплановано
σχεδιάσει	запланований
σχεδιάσει	заплановане
πυρετό	гарячка
πυρετό	жар
πυρετό	лихоманка
αποκαλύψει	розкривати
ζάχαρη	цукор
παράγραφο	стаття
παράγραφο	абзац
διευθέτηση	поселення
χρησιμοποίηση	використати
χρησιμοποίηση	використовувати
χρησιμοποίηση	користування
χρησιμοποίηση	використання
βέρνερ	вернер
εξαφανίστηκε	зник
αντίστροφη	зворотний
μάνο	mano
ενέπνευσε	натхненно
ενέπνευσε	надихали
δικαστές	судді
δικαστές	суддів
ράλι	ралі
ράλι	мітинг
συγγένεια	споріднена
τζουζέπε	джузеппе
μπρούνο	бруно
δημόσιος	публічний
δημόσιος	громадське
δημόσιος	паблік
δημόσιος	відкритий
δημόσιος	публічна
δημόσιος	громадського
αυτόχθονες	корінні
άλλως	інакше
ποινικό	кримінальні
ποινικό	кримінальний
ποινικό	кримінальне
ποινικό	злочинець
όγδοη	восьмий
υποδιαίρεση	підрозділ
ρέμπραντ	рембрандт
αντιπροσωπεία	спрямування
αντιπροσωπεία	делегації
αντιπροσωπεία	делегація
πιανίστας	піаніст
συναδέλφους	колеги
συναδέλφους	співробітники
λεφτά	гроші
υπολογισμός	підрахунок
υπολογισμός	обчислення
υπολογισμός	підрахунку
υπολογισμός	розрахунки
υπολογισμός	обчислення
υπολογισμός	обчислити
υπολογισμός	підрахувати
κουρτ	курт
πελάτη	замовник
πελάτη	клієнт
πελάτη	клієнта
πελάτη	клієнт
δείχνοντας	показ
δείχνοντας	фокус
έκκληση	заклик
έκκληση	апеляцію
έκκληση	звернення
ευρωπαίων	європейці
ευρωπαίων	європейців
διαχωρισμού	розділення
διαχωρισμού	відокремлення
υγρή	вологе
υγρή	волога
υγρή	рідкий
υγρή	рідини
υγρή	рідина
υγρή	мокра
υγρή	мокрий
διαγράμματα	хітів
διαγράμματα	діаграм
διαγράμματα	графіки
διαγράμματα	діаграми
διαγράμματα	діаграм
διαγράμματα	діаграми
κλωντ	клод
απαγωγή	погоня
απαγωγή	викрадення
απαγωγή	вивезти
απαγωγή	викрали
ζάμπια	замбії
ενεργοποίηση	активації
ενεργοποίηση	ввімкнути
ενεργοποίηση	увімкнути
ενεργοποίηση	дозволити
ενεργοποίηση	активувати
ενεργοποίηση	активізувати
μηχανικά	механічна
μηχανικά	механічний
σεπτέμβρη	вересня
σεπτέμβρη	вересні
σεπτέμβρη	вересень
διακριτικά	відзнаки
καμπύλες	кривих
καμπύλες	криві
διαβάστε	прочитайте
διαβάστε	читати
διαβάστε	прочитані
διαβάστε	читайте
διαβάστε	прочитати
διαβάστε	читання
καλλιεργούνται	дорослому
καλλιεργούνται	доросла
καλλιεργούνται	виріс
ξίφος	мечем
ξίφος	меч
αισθήσεις	відчуває
έσωσε	збережені
έσωσε	збережених
έσωσε	збережено
έσωσε	збережений
έσωσε	врятований
καινοτομία	нововведення
καινοτομία	інновації
φορτία	вантажі
φορτία	завантажує
παράδεισο	heaven
παράδεισο	небеса
παράδεισο	рай
παράδεισο	небес
παράδεισο	небесне
παράδεισο	рай
παράδεισο	раю
παράδεισο	paradise
βαρσοβία	варшавський
βαρσοβία	варшава
βαρσοβία	варшавська
εκδηλώνεται	виявив
χωράφια	поля
ντίζελ	дизель
υπουργούς	міністрів
υπουργούς	міністри
ευγενία	євгенія
κατηγορεί	звинувачує
διάσημοι	відома
διάσημοι	знамениті
διάσημοι	відомий
διάσημοι	знаменитий
διάσημοι	celebrity
διάσημοι	знаменитості
διάσημοι	знаменитостей
διάσημοι	знаменитості
δαπάνη	зняття
αρκαδία	аркадія
στοιχειώδη	елементарні
στοιχειώδη	початковій
παρουσιαστής	ведучий
παρουσιαστής	вузол
παρουσιαστής	ведуча
ψηλότερη	вищими
ψηλότερη	вища
ψηλότερη	вищий
ψηλότερη	найвищих
ψηλότερη	найвищий
ψηλότερη	найвище
αϊτή	гаїті
εξάρτηση	залежність
εξάρτηση	залежність
κώδικες	коди
κώδικες	кодів
γκάνα	гани
κλίντον	клінтон
κρατήρες	кратери
διακριτικό	характерні
διακριτικό	ключа
λιμνών	озер
λιμνών	озера
ύφεση	яценюка
εξαφανιστεί	сховався
εξαφανιστεί	пропаде
εξαφανιστεί	зникнути
εξαφανιστεί	зникають
εύνοια	перевага
εύνοια	послугу
εύνοια	послуга
εύνοια	ласку
ανησυχίες	тривоги
ανησυχίες	стосується
εστιατόριο	ресторан
ιππότη	лицар
αλβανοί	албанська
αλβανοί	албанці
χειρότερο	найгірші
χειρότερο	найгірше
χειρότερο	найгірша
χειρότερο	найстрашніше
χειρότερο	гірше
χειρότερο	гірші
βάθη	глибини
ύλες	матеріали
οπίσθια	задня
οπίσθια	сідниці
οπίσθια	задній
οπίσθια	строю
κλοντ	клод
γένοβα	генуя
ράιαν	раян
ισχυρότερη	сильнішим
ισχυρότερη	сильніші
ισχυρότερη	сильніше
ισχυρότερη	сильнішою
ισχυρότερη	сильніший
επιβεβαιώνει	підтверджує
ψηφία	цифр
ψηφία	цифри
κάθειρξη	затримання
δημογραφικά	населення
δημογραφικά	демографічні
άουσβιτς	воротах
γουέλς	веллс
ενδιάμεση	intermediate
κόσοβο	косова
κόσοβο	косово
φθόριο	фтор
χείλος	губи
χέρσελ	гершель
μελίνα	меліна
σκαρφάλωσε	сходження
σκαρφάλωσε	лазити
σκαρφάλωσε	підйом
σκαρφάλωσε	лізти
παραδοθεί	доставили
παραδοθεί	доставлено
μασαχουσέτης	массачусетс
περιγράφηκε	описано
περιγράφηκε	описані
ποιητικό	поетичний
μαχαίρι	ніж
συνήθειες	звички
συνήθειες	звичок
επενδύσεων	інвестиції
μόντε	монте
τραγουδά	співає
παράκτια	берегова
προσδιορίζει	вказує
προσδιορίζει	вказати
προσδιορίζει	вкажіть
φωτισμού	освітленості
φωτισμού	освітлення
σκυλιά	псів
σκυλιά	собак
σκυλιά	собаки
σκυλιά	пси
κακός	bad
κακός	погана
κακός	погано
κακός	погане
εικασία	припущення
εικασία	гіпотеза
εικασία	успіння
εικασία	спекуляції
ξένος	іноземець
ξένος	незнайомця
ξένος	іноземних
ξένος	іноземні
ξένος	іноземний
ρόουζ	роуз
ρόουζ	роза
ρόουζ	розі
ρόουζ	троянда
προστατεύεται	захищений
προστατεύεται	захищена
προστατεύεται	захищено
μίσιγκαν	michigan
ψηλό	високий
υποχρεωτικά	примусово
λιντς	leeds
λιντς	лінц
καταλαβαίνει	розуміє
σύνθετη	композитний
σύνθετη	складене
σύνθετη	комплекс
σύνθετη	складні
δίδυμα	близнюки
προορισμός	призначення
επαναλαμβάνεται	повторюється
κηλίδες	плями
κηλίδες	плям
φοίνικας	фенікс
ανέμους	вітри
σάμιουελ	самуель
σάμιουελ	семюел
αμνηστία	амністія
προσφέρθηκε	запропоновано
προσφέρθηκε	запропонували
προσφέρθηκε	запропонував
