bratislava	براتیسلاوا
adaptarea	اقتباس
adaptarea	سازگاری
mann	مان
rară	نادره
rară	کمیاب
rară	نادر
rară	نادری
caldă	گرم
cosmic	کیهانی
exilat	تبعید
iubește	loves
semințe	بذر
semințe	دانه
semințe	بذر
semințe	دانه
semințe	نسل
stanford	استنفورد
constituționale	مشروطه
demonstra	تظاهرات
lajos	لایوس
grecilor	یونانیان
grecilor	یونانی
grecilor	یونانیها
profundă	ژرف
profundă	عمیق
intelectuală	روشنفکری
intelectuală	عقلانی
intelectuală	روشنفکر
intelectuală	فکری
adiacente	مجاور
bond	باند
bond	پیوند
subsol	زیرنویس
subsol	زیرزمین
cupă	فنجان
cupă	جامی
cupă	کاپ
cupă	جام
generează	تولید
ram	رام
ram	ram
ram	رم
knight	شوالیه
knight	نایت
pâine	نان
pâine	نون
rădăcinile	ریشه
editorul	ویرایشگر
heights	هایتس
nikita	نیکیتا
aquila	آکویلا
malcolm	مالکوم
trento	ترنتو
gerard	جرارد
apreciată	مقبول
instanță	دادگاه
instanță	دربار
eng}}	eng}}
ghidul	راهنما
ghidul	هدایت
ghidul	راهبر
salvarea	رستگاری
salvarea	نجات
salvarea	ذخیره
salvarea	ذخیرۀ
exteriorul	خارجی
exteriorul	بیرونی
orleans	اورلئان
duncan	دانکن
legume	سبزیجات
legume	سبزیجات
conflictele	درگیریهای
conflictele	تضاد
conflictele	ناسازگار
conflictele	ناسازگاری
etiopia	حبشه
etiopia	اتیوپی
rex	رکس
polul	قطب
polul	تیرک
delhi	دهلی
destinul	سرنوشت
destinul	تقدیر
destinul	سرنوشتی
simptome	علائم
helen	هلن
lille	لیل
baku	باکو
teoretică	نظری
prestigiu	حیثیت
potasiu	پتاسیم
avantajul	برتری
avantajul	مزیت
periodice	دورهای
periodice	متناوب
periodice	گاهنامه
armstrong	آرمسترانگ
telecomunicații	مخابرات
telecomunicații	مخابرات
caucaz	قفقاز
browser	مرورگر
wessex	وسکس
marseille	مارسی
aburi	بخار
aburi	استیم
nor	ابری
nor	ابر
hussein	حسین
client	مشتری
client	مشتری
client	کارخواه
client	موکل
creând	ایجاد
olimpiada	المپیاد
olimpiada	المپیک
elaborată	استادانه
gregory	گریگوری
gregory	گرگوری
omega	امگا
închiderea	خاتمه
fibre	الیاف
fibre	فیبر
fibre	فایبر
fibre	الیاف
fibre	الیاف
ritmul	نواخت
ritmul	موزون
ritmul	ریتم
relevante	مربوط
relevante	مربوطه
virus	ویروس
calciu	کلسیم
luptători	مبارزان
descriu	توصیف
croată	کروات
croată	کرواسی
dor	dor
dor	اشتیاق
dor	خانم
dor	بانو
dor	دوشیزه
existentă	موجود
devil	شیطان
savant	دانشمندی
savant	دانشمند
savant	ادیب
savant	پژوهشگر
unsprezece	یازده
unsprezece	eleven
sep	اسپ
sep	sep
bombe	بمبها
bombe	بمبهای
martor	ناظر
martor	شهادت
martor	شاهد
martor	شاهدی
martor	گواه
fondatori	بنیانگذاران
fondatori	مؤسسان
individuală	شخصی
individuală	فرد
cutremurul	زلزله
sculptura	مجسمه
sculptura	تندیس
lothar	لوتار
locația	محل
locația	مکان
celulă	سلول
celulă	یاخته
decisivă	قاطع
kazan	کازان
alexios	آلکسیوس
vegetale	سبزیجات
îmbrăcăminte	پوشاک
îmbrăcăminte	لباس
îmbrăcăminte	پوشاک
qui	قویی
qui	کوی
explozie	بلاست
explozie	دمیدن
explozie	خروش
explozie	انفجار
explozie	انفجاری
explozie	انفجار
gala	گالا
gala	gala
haskovo	هاسکوفو
piotr	پیوتر
însărcinată	آبستن
însărcinată	بارداری
însărcinată	حامله
însărcinată	باردار
cristal	بلور
cristal	کریستال
cristal	آبگینه
cristal	بلوری
prețioase	گرانبها
referendum	رفراندم
supusă	مطیع
jung	جونگ
jung	یونگ
umor	طنز
umor	خوشمزگی
umor	شوخی
umor	مزاح
umor	طنز
umor	مزاح
quebec	کبک
ravenna	راونا
argumentul	حجت
argumentul	برهان
argumentul	استدلال
interesați	علاقمندی
interesați	علاقه
interesați	علاقمند
bundesliga	بوندسلیگا
criminal	جنایتکار
criminal	مجرم
criminal	تبهکار
criminal	کیفری
criminal	قاتل
orizont	افق
probă	نمونه
triunghi	مثلث
pesta	آفت
usl	usl
uite	نگاهی
uite	ببین
compact	چکیده
nicola	نیکولا
pink	پینک
pink	صورتی
progresiv	پیشرو
baltică	بالتیک
popoarele	مردمان
băi	حمام
băi	حمام
finalizarea	تکمیل
cărbune	زغال
cărbune	ذغال
cărbune	زغال
cabinet	کابینه
cabinet	کابینت
reținut	بازداشت
valuri	موجی
valuri	امواج
valuri	موجها
andrews	اندروز
legislativă	قانونگذاری
happy	خوشبخت
happy	خوش
happy	شاد
happy	خوشحال
happy	مبارک
glob	گلوب
glob	گوی
glob	اورب
bari	باری
eugène	اوژن
separă	متمایز
clermont	کلرمون
descoperire	اکتشاف
descoperire	دیسکاوری
descoperire	کشف
emily	امیلی
esențială	ضروری
gât	گلو
gât	گلوی
gât	گلوگاه
gât	نک
gât	گردن
foster	فاستر
amatori	آماتور
marș	پیمایی
balet	باله
dura	dura
neoficial	غیررسمی
neoficial	غیررسمی
fondatorii	بنیانگذاران
fondatorii	مؤسسان
controlează	مهار
controlează	کنترل
controlează	کنترول
amiral	آدمیرال
amiral	دریاسالار
purtate	پوشیده
purtate	ساییده
convocat	احضار
inaugurarea	افتتاحیه
intelectuale	روشنفکری
intelectuale	عقلانی
intelectuale	روشنفکر
intelectuale	فکری
redir	redir
ulrich	اولریش
încălzire	گرمایش
diplomatic	دیپلماتیک
afacerea	تجارت
afacerea	کسب
afacerea	business
regate	سرزمینها
utah	یوتا
baranya	baranya
maximum	حداکثر
maximum	بیشینه
cad	cad
canto	آواز
canto	خوانندگی
ceremonie	مراسمی
ceremonie	مراسم
cupe	cups
cupe	جامی
cupe	قدح
porumb	ذرت
porumb	میخچه
porumb	حبوبات
ascensiune	عروج
ascensiune	صعود
ascensiune	عروج
ascensiune	صعود
edwin	ادوین
siguranța	سلامت
siguranța	امن
siguranța	امنیت
siguranța	ایمنی
buddha	بودا
pasionat	پرشور
pasionat	احساساتی
lituaniană	لیتوانی
omar	عمر
standardul	استاندارد
lambert	لمبرت
lexikon	lexikon
dansul	رقص
dansul	رقصیدن
agentul	مامور
agentul	کارگزار
agentul	مأمور
winston	وینستون
hughes	هیوز
descendent	نزولی
descendent	زادگان
descendent	نواده
pactul	عهد
pactul	عهدی
scriind	نویسندگی
scriind	نوشتن
musulmanii	مسلمان
musulmanii	مسلمانان
musulmanii	مسلمانها
germanice	ژرمنی
leonid	لئونید
atingerea	لمس
pearl	pearl
pearl	مروارید
pearl	پرل
statistice	آماری
libia	لیبی
ambasadorul	سفیر
ambasadorul	کبیری
luptător	رزمنده
luptător	جنگنده
luptător	مبارز
luptător	مبارزان
minut	دقیقه
măsurarea	پیمانه
aprovizionare	تامین
litri	لیتر
calcar	آهک
calcar	لایمستون
blu	بلو
semnifică	دلالت
arborele	درخت
arborele	درختی
porecla	لقب
holocaustului	هولوکاست
oferită	امانت
genetic	ژنتیک
genetic	ژنتیکی
cole	کول
ascunse	پنهان
ascunse	مخفی
berkeley	برکلی
văzând	دیدن
dieta	رژیم
dieta	رژیمی
torres	تورس
strălucitoare	درخشیدن
strălucitoare	درخشان
strălucitoare	براق
strălucitoare	درخشش
inainte	جلو
inainte	پیش
marcello	مارچلو
imigranți	مهاجران
imigranți	مهاجرین
scoala	مدرسه
scoala	مکتب
carnea	گوشتی
carnea	گوشته
carnea	گوشت
comunicarea	ارتباط
comunicarea	ارتباطات
comunicarea	مکاتبه
comunicarea	ارتباطی
annona	آنونا
martori	شاهدان
martori	شاهدین
martori	ناظر
martori	شهادت
martori	شاهد
martori	شاهدی
martori	گواه
armand	آرمان
armand	ارمان
continentul	قاره
lan	لان
lan	ایان
sci	sci
mayer	مایر
propaganda	تبلیغات
propaganda	تبلیغاتی
unificarea	یگانگی
romantic	رمانتیکی
romantic	رومانتیک
romantic	رمانتیک
romantic	عاشقانه
poștale	پستی
divină	الهی
nicole	نیکل
nicole	نیکول
owen	آون
owen	اوون
triple	تریپل
calculul	محاسبه
africane	آفریقایی
gerhard	گرهارد
ieri	دیروز
pretins	ادعا
fericire	خوشبختی
fericire	شادی
fericire	خوشی
virgin	باکرگی
virgin	باکره
virgin	ویرجین
győr	گیور
roi	ازدحام
campioana	قهرمان
campioana	پهلوان
campioana	champion
fix	رفع
fix	ثابت
fix	معین
periculos	خطرناکی
periculos	خطرناک
disciplină	انضباط
astronomice	نجومی
astronomice	اخترشناسی
segment	قطعه
martir	شهید
zeii	خدایان
vinovat	مجرم
vinovat	گناهکار
vinovat	گناه
avantaje	مزایای
avantaje	مزایا
raw	خام
raw	راو
raw	raw
călugării	راهبان
informat	مطلع
informat	آگاه
înot	شنا
înot	شنای
înot	شنا
înot	شنای
blocare	قفل
proza	نثر
funcționale	تابعی
vite	چهارپایان
vite	گله
interpret	مترجم
interpret	مفسر
interpret	کننده
piept	سینه
piept	صندوقچه
piept	سینه
piept	پستان
ong	آونگ
presiuni	فشار
presiuni	فشاری
procedură	رویه
procedură	روند
finlandeză	فنلاندی
finlandeză	فنلاند
consolidarea	تقویت
consolidarea	تحکیم
six	شش
six	سیکس
six	شیش
inel	حلقه
inel	رینگ
inel	انگشتر
orar	ساعتی
orar	برنامه
orar	زمانبندی
expusă	عرضه
criteriu	فرقان
criteriu	معیار
criteriu	ملاک
criteriu	معیار
criteriu	معیارهای
lausanne	لوزان
dello	dello
consecințe	عواقب
furnizează	فراهم
furnizează	نعم
ursul	خرس
ursul	بیر
ursul	خرسی
ritual	آیین
ted	تد
steag	پرچم
analize	تحلیل
analize	آنالیز
julie	جولی
mecanismul	مکانیسم
mecanismul	مکانیزم
grosso	گروسو
gérard	ژرار
acceptarea	پذیرفتن
acceptarea	پذیرش
acceptarea	پذیرفتن
acceptarea	پذیرش
acceptarea	قبولی
uscate	خشک
uscate	خشکیده
uscate	خشک
intensitate	شدت
tang	تانگ
tang	تنگ
egiptene	مصر
egiptene	مصری
termice	گرمایی
termice	حرارتی
mulțumit	رضایت
mulțumit	خشنود
mulțumit	راضی
cutie	باکس
cutie	جعبه
cutie	کارتون
modernizare	ارتقاء
mor	بمیرم
mor	بمیرد
mor	بمیر
mor	mor
mor	مور
barbarossa	بارباروسا
datorată	سررسید
descoperirile	کشفیات
descoperirile	اکتشافات
compromis	سازش
compromis	مصالحه
compromis	توافق
hora	hora
truman	ترومن
umbră	سایه
umbră	شادو
umbră	سایه
export	صادرات
acuzații	اتهامات
acuzații	اتهام
acuzații	اتهاماتی
delegația	هیئت
delegația	هیات
procedeu	فرایند
procedeu	پروسه
procedeu	فرآیند
procedeu	روند
procedeu	مراحل
sentimentele	احساسات
sentimentele	احساس
sentimentele	احساساتی
tamara	تامارا
pază	امنیتی
pază	حراست
pază	امنیت
experimentale	تجربی
experimentale	آزمایشی
sad	غمگین
sad	ناراحتی
sad	غم
mătase	سیلک
mătase	ابریشم
mătase	پرنیان
mătase	ابریشمی
mătase	حریر
tatiana	تاتیانا
rezoluția	دقت
rezoluția	وضوح
taie	قطع
taie	برش
taie	کات
anatolia	آناتولی
scufundat	فرورفته
urmări	شیار
mason	میسون
mason	میسن
specialitatea	تخصص
perfectă	عالی
perfectă	perfect
perfectă	پرفکت
école	école
capabile	توانایی
capabile	لایق
capabile	قادر
capabile	توانا
img	img
pură	خالص
pură	ناب
pură	پاک
ecologice	اکولوژیکی
legislativ	قانونگذاری
pisa	پیزا
crescută	افزایش
crescută	افزود
intensitatea	شدت
lacurile	لیکس
crystal	بلور
crystal	کریستال
crystal	آبگینه
crystal	بلوری
identifică	شناسایی
identifică	شناختن
implicată	درگیر
implicată	دخیل
maturitate	بلوغ
mil	میل
cabana	کلبه
cabana	اتاقک
cabana	کابین
cabana	کلبه
bakr	بکر
subteran	زیرزمینی
subteran	زیرزمین
elită	نخبگان
elită	نخبه
fixă	ثابت
fixă	معین
disputa	نزاع
disputa	جدال
disputa	ستیزه
disputa	پرخاش
organice	آلی
organice	ارگانیک
sonata	سوناتا
detaliile	جزئیات
rată	نرخ
rată	داک
rată	اردک
rată	مرغابی
grenoble	گرونوبل
rect	مقعد
islamul	اسلام
orgă	ارگ
orgă	ارگان
orgă	اندام
poetică	شاعرانه
dominată	چیره
sună	بخوانید
sună	تماس
circulația	گردش
nationale	ناسیونال
teama	خوف
teama	ترس
pisica	cat
pisica	گربه
sussex	ساسکس
tancurile	تانک
tancurile	تانکها
totalitatea	کلیت
dante	دانته
suflete	نفوس
porți	گیت
porți	گیتس
exclus	مستثنی
integrată	مجتمع
integrată	یکپارچه
luarea	گرفتن
fra	فرا
cruciada	جهاد
cruciada	نهضت
instrumentele	آلات
identifica	شناسایی
identifica	شناختن
flux	تغذیه
flux	خوراندن
flux	جریان
flux	جریان
flux	جریانی
componentele	قطعات
componentele	اجزای
impună	تحمیل
adalbert	آدالبرت
innsbruck	اینسبروک
szabolcs	szabolcs
émile	امیل
scut	شیلد
scut	حفاظ
scut	سپر
patrie	میهن
transmisie	انتقال
transmisie	مخابره
transmisie	پخش
transmisie	مخابره
practici	تمرین
eficiente	کارآمد
wrestlemania	رسلمانیا
hotărâre	قضاوت
hotărâre	حکم
hotărâre	قضاوتی
hotărâre	داوری
divertisment	سرگرمی
divertisment	تفریحات
divertisment	پذیرایی
acvatice	آبزی
stanga	چپ
kazahstan	قزاقستان
obiceiuri	عادات
obiceiuri	گمرک
vitamina	ویتامین
radar	راداری
radar	رادار
copac	درخت
copac	درختی
imre	ایمره
homer	هامر
gazda	میزبان
gazda	مهماندار
furat	دزدیده
rogers	راجرز
infinit	نامتناهی
infinit	بینهایت
infinit	نامحدود
infinit	بیکران
infinit	نامتناهی
infinit	بینهایت
laser	لیزر
laser	لیزری
proaspăt	تازه
rapoarte	گزارشها
crater	دهانه
pachet	پک
pachet	فشردن
pachet	بسته
pachet	بقچه
pachet	بسته
pachet	بستۀ
climatice	اقلیم
mercury	عطارد
mercury	جیوه
mercury	مرکوری
che	che
odessa	اودسا
posibilități	امکانات
pasiune	اشتیاق
pasiune	مصائب
pasiune	شهوت
pasiune	شیدایی
pasiune	شیفتگی
înlocuitor	جایگزینی
înlocuitor	جایگزین
supravegherea	نظارت
supravegherea	سرپرستی
supravegherea	نظارت
supravegherea	نظارتی
sistematic	سیستماتیک
sistematic	اصولی
westminster	وستمینستر
pietrele	سنگها
flăcări	شعله
darmstadt	دارمشتات
ilustrat	مثلی
magda	مگدا
alessandria	آلساندریا
speed	سرعت
thriller	تریلر
arhivă	آرشیو
arhivă	بایگانی
arhivă	آرشیو
arhivă	بایگانی
cruciadă	جهاد
cruciadă	نهضت
mergând	میرم
arctic	قطبی
wind	باد
wind	بادی
jonas	جوناس
newman	نیومن
podgorica	پودگوریتسا
comis	متعهد
parametri	پارامتر
parametri	پارامترهای
credincios	وفادار
credincios	مؤمن
credincios	امین
credincios	باوفا
credincios	مؤمن
frică	خوف
frică	ترس
nantes	نانت
dominantă	غالب
dezbateri	مناظره
dezbateri	مناظره
cuantice	کوانتوم
cuantice	کوانتومی
rotterdam	روتردام
dortmund	دورتموند
îngustă	باریکه
îngustă	باریک
campioni	قهرمانان
roth	راث
strauss	اشتراوس
înțelept	خردمند
înțelept	حکیمی
înțelept	حکیم
înțelept	فرزانه
boulogne	بولون
celebră	مشهور
celebră	مشهوره
celebră	معروف
tribut	وطنم
tribut	خراج
protector	رله
protector	محافظتی
protector	سروری
solidă	توپر
solidă	یکدست
solidă	جامد
guardian	گاردین
dalai	دالایی
braille	بریل
operațiune	عملیات
operațiune	عمل
grădini	باغ
grădini	بوستان
grădini	باغها
doamnă	بانوی
doamnă	بانو
doamnă	بانوی
doamnă	بانو
editori	ناشر
editori	انتشارات
editori	تدوینگران
rudele	نزدیکان
rudele	خویشان
rudele	خویشاوندان
razboi	جنگ
razboi	جنگی
sentiment	احساس
sentiment	حس
sentiment	احساسش
kafka	کافکا
audiență	حضار
audiență	مخاطب
lup	گرگ
lup	وولف
lup	گرگه
lup	ولف
audi	آئودی
riga	ریگا
remus	ریموس
câmpuri	فیلدز
câmpuri	مزارع
romantică	رمانتیکی
romantică	رومانتیک
romantică	رمانتیک
romantică	عاشقانه
costul	هزینه
identic	همسان
identic	منطبق
electroni	الکترونهای
electroni	الکترون
electroni	الکترونها
diviziune	تقسیم
diviziune	واحد
comic	کمدی
comic	کمیک
comic	مصور
nebraska	نبراسکا
capelă	نمازخانه
capelă	چپل
capelă	کلیسای
eticheta	برچسب
eticheta	تگ
eticheta	برچسب
essex	اسکس
amândouă	هردو
curtis	کورتیس
solul	خاک
sweet	شیرین
moschee	مسجد
moschee	مسجدی
vânzările	فروش
jurământul	قسم
jurământul	سوگند
nae	نی
christoph	کریستف
christoph	کریستوف
tisa	تیسا
curaj	شهامت
curaj	شجاعت
curaj	رشادت
curaj	دلیری
grace	فضل
grace	گریس
lanțuri	زنجیرها
chestiuni	مسائل
frescă	فرسکو
moale	ملایم
moale	نرمه
moale	نرمی
moale	سافت
moale	نرم
expansiunea	گسترش
expansiunea	انبساط
expansiunea	بسط
cota	سهمیه
utrecht	اوترخت
evacuarea	تخلیه
tipurile	انواع
expansiune	گسترش
expansiune	انبساط
expansiune	بسط
lagăre	اردوگاه
matematica	ریاضی
matematica	ریاضیات
matematica	ریاضی
matematica	ریاضیات
matematica	math
melbourne	ملبورن
trans	trans
trans	ترانس
aducerea	آوردن
aducerea	اوردن
cerând	تقاضای
montaj	مونتاژ
vizite	برسد
vizite	بازدید
coca	کوکا
rabin	ربی
norvegiană	نروژی
norvegiană	نروژ
obligatorie	الزامی
obligatorie	اجباری
obligatorie	واجب
obligatorie	اجباری
sume	اصل
tensiunea	کشش
tensiunea	تنش
tensiunea	ولتاژ
sheriff	کلانتر
democratică	دمکراتیک
democratică	دموکراتیک
democratică	دموکرات
măsurare	پیمانه
maiorul	عمده
maiorul	ماژور
maiorul	سرگرد
steel	فولاد
steel	استیل
steel	فولادی
stancu	استانکو
baie	حمام
baie	دستشویی
baie	حمام
ruine	ویران
galileo	گالیله
editarea	تدوین
editarea	ویرایش
mărimi	سایز
mărimi	اندازه
altenburg	آلتنبورگ
hussain	حسین
celulelor	سلولهای
celulelor	سلول
celulelor	سلولها
ada	ادا
ada	ایدا
ada	آدا
mia	mia
mia	میا
birouri	دفاتر
birouri	ادارات
ciudad	سیوداد
grupare	گروهبندی
reprezentantul	نماینده
grosime	ضخیم
grosime	کلفت
grosime	ضخامت
aparentă	آشکار
aparentă	ظاهری
sas	ساس
rachetă	راکت
rachetă	موشک
rachetă	موشک
rachetă	موشکی
lingvist	زبانشناس
socio	استثمار
tiger	ببر
tiger	ببری
tiger	تایگر
tiger	پلنگ
verticale	عمودی
încorporat	نهفته
încorporat	توکار
ten	ده
print	پرنس
print	پرینس
print	شاهزاده
polo	پلو
polo	پولو
polo	چوگان
pisică	cat
pisică	گربه
plăcere	رضای
plăcere	خوشنودی
plăcere	لذت
centrala	مرکزی
centrala	سنترال
centrala	مرکز
datorate	سررسید
combină	ترکیب
minsk	مینسک
plaja	بیچ
plaja	ساحل
interzice	نهی
definirea	تعریف
garcía	گارسیا
carintia	کرنتن
antrenament	آموزش
antrenament	تمرین
antrenament	تمرینات
antrenament	آموزشی
antrenament	تعلیم
antrenament	اموزش
machiavelli	ماکیاولی
posibilitate	احتمال
posibilitate	امکان
tokio	توکیو
plajă	بیچ
plajă	ساحل
coman	کومان
salvează	ذخیره
asiatice	آسیایی
asiatice	آسیا
refuzul	امتناع
refuzul	خودداری
add	افزودن
dovada	شواهد
dovada	مدارک
dovada	مدرک
dovada	برهان
dovada	اثبات
dovada	مدرک
experiențe	تجارب
experiențe	تجربه
experiențe	تجربیات
mase	توده
intelectual	روشنفکری
intelectual	عقلانی
intelectual	روشنفکر
intelectual	فکری
ipoteză	فرضیه
mongolia	مغولستان
centrele	مراکز
moartă	مرده
moartă	مردن
moartă	مُرده
moartă	مردگان
consecințele	عواقب
balcanice	بالکان
producătorii	تولیدکنندگان
producătorii	سازندگان
victimele	قربانیان
guatemala	گواتمالا
opusă	مخالف
flotă	ناوگان
clinic	بالینی
nevoile	نیاز
capabili	توانایی
capabili	لایق
capabili	قادر
capabili	توانا
extraterestră	alien
extraterestră	بیگانه
extraterestră	فضایی
extraterestră	فرازمینی
difuzare	پخش
difuzare	مخابره
elaborate	استادانه
stînga	چپ
giacomo	جاکومو
vittorio	ویتوریو
macedoneană	مقدونی
macedoneană	مقدونیه
metalic	متال
metalic	فلز
metalic	فلزی
metalic	فلز
metalic	فلزی
verdun	وردن
maro	قهوهای
maro	براون
orion	اوریون
bombă	بمب
dureri	درد
dureri	دردی
dureri	درده
dureri	دردم
dureri	دردها
maritimă	دریانوردی
consecutiv	پیاپی
consecutiv	متوالی
murphy	مورفی
blanc	بلان
ipoteze	فرضیه
chimia	chemistry
chimia	شیمی
porturi	بنادر
mătușa	خاله
mătușa	عمه
sai	سای
andaluzia	اندلس
piețe	بازارها
piețe	بازارهای
galaxy	کهکشان
galaxy	گلکسی
mhz	mhz
hochei	هاکی
avocatul	وکیل
eye	چشم
eye	چشمی
confederației	کنفدراسیون
dal	دال
permisiune	اجازه
permisiune	مجوز
goiás	گوییاس
reggio	رجیو
sălbatic	وحشی
sălbatic	وایلد
sălbatic	وحشی
heroes	قهرمانان
confuzie	آشفتگی
confuzie	گیجی
confuzie	اغتشاش
confuzie	سردرگمی
resturi	قراضه
resturi	آوار
oswald	اسوالد
performanța	عملکرد
performanța	اجرا
performanța	کارایی
canadiană	کانادایی
canadiană	کانادا
connecticut	کنتیکت
caterina	کاترین
rangers	تکاور
morrison	موریسون
douăsprezece	دوازده
bradley	بردلی
puglia	پولیا
hampshire	همپشایر
demografică	جمعیتی
nadia	نادیا
mecanicii	مکانیک
beat	مستی
beat	مست
cititorii	خوانندگان
stocare	انبار
stocare	ذخیره
proteine	پروتئین
proteine	پروتئینی
proteine	پروتئینهای
proteine	پروتئینها
proteine	پروتئینهای
tunel	تونلی
tunel	تونل
salonic	سالونیک
iustinian	ژوستینیان
privilegii	امتیازات
mingea	بال
mingea	توپ
boleslav	بولسلاو
agnes	اگنس
pelerinaj	حج
pelerinaj	زیارت
trimiterea	فرستادن
trimiterea	ارسال
acoperirea	پوشش
masculii	ذکور
soi	جوره
soi	تنوع
detenție	بازداشت
tabără	اردوگاه
tabără	اردو
tabără	کمپ
kai	کای
extinse	گسترده
zola	زولا
aventura	ماجرای
aventura	ماجراجویی
neobișnuit	غیرعادی
ușă	در
stabil	پایدار
hector	هکتور
monarhia	شهریاری
theodore	تئودور
excelent	عالی
lozère	لوزر
căsători	ازدواج
căsători	عقد
rude	نزدیکان
rude	خویشان
rude	خویشاوندان
apreciate	مقبول
hannibal	هانیبال
musca	پرواز
musca	گاز
kara	کارا
vecinii	همسایه
vecinii	همسایگان
vecinii	همسایه
vecinii	همسایگان
sara	sara
sara	سرا
verificarea	بررسی
verificarea	وارسی
verificarea	تصدیق
parametrii	پارامتر
parametrii	پارامترهای
pământurile	اراضی
pământurile	سرزمینهای
pământurile	سرزمین
muntean	هایلندر
navigare	ناوبری
navigare	مرور
lingvistic	کلامی
lingvistic	زبانی
respectat	محترم
teresa	ترسا
teresa	تریسا
teresa	ترزا
treisprezece	سیزده
treisprezece	thirteen
gnu	گنو
gnu	gnu
eliberează	نشر
pasiunea	اشتیاق
pasiunea	مصائب
pasiunea	شهوت
lemnul	چوبی
lemnul	وود
lemnul	چوب
satisface	ارضا
