les	os
adaptation	adaptação
abbé	abade
abbé	abade
gérard	gérard
gérard	gérard
gérard	gerard
argument	argumento
argument	argumentação
argument	argumentar
argument	argumentos
semaines	semana
semaines	semanas
familles	familias
familles	famílias
familles	família
familles	familia
expérience	experimentação
expérience	experiência
expérience	experimento
expérience	experiências
expérience	experiência
expérience	experiencia
expérience	vivência
gardien	guardiã
gardien	guardian
gardien	guardião
gardien	guarda
gardien	guardião
gardien	detentor
gardien	goleiro
appelle	chamada
appelle	ligar
appelle	ligue
appelle	chama
dramatique	dramatique
dramatique	drama
dramatique	dramas
dramatique	dramática
dramatique	dramáticos
dramatique	dramáticas
dramatique	dramático
extérieur	fora
extérieur	externas
extérieur	externo
extérieur	externos
extérieur	externa
extérieur	exteriores
extérieur	exterior
restauration	catering
restauration	restauro
restauration	restauração
draft	rascunho
draft	draft
médecine	remédio
médecine	medicina
établissement	estabelecimento
marne	marne
régional	regionais
régional	regional
thème	tópicos
thème	tópico
thème	temática
thème	tema
prison	cadeia
prison	prisão
prison	cárcere
prison	prisão
prison	cárcere
distance	distância
distance	distâncias
distance	distancia
capacité	capacidade
capacité	capacidade
capacité	habilidade
capacité	capacidade
littéraire	literária
littéraire	literários
littéraire	literário
littéraire	littéraire
écoles	escolas
écoles	windsurf
arrêté	detido
arrêté	presa
arrêté	preso
arrêté	presos
arrêté	descontinuado
arrêté	interrompido
tradition	tradições
tradition	tradição
réalité	realidade
réalité	reality
savoie	saboia
savoie	saboia
savoie	savoy
connaissance	familiaridade
connaissance	conhecido
connaissance	conhecidos
connaissance	conhecimento
connaissance	conhecimentos
étoile	estrela
étoile	star
étoile	estrelas
marche	marche
marche	caminhada
marche	passear
marche	andar
marche	caminhar
marche	march
marche	marchar
marche	marcha
marche	março
marche	caminhada
marche	passear
marche	andar
marche	caminhar
marche	passeio
jaune	amarelo
jaune	amarelos
jaune	amarela
serbie	sérvia
permettent	permitir
permettent	permita
telle	tal
telle	tais
traitement	processamento
traitement	transformação
traitement	processando
traitement	tratamentos
traitement	tratamento
masse	missa
masse	massa
arc	rainbow
arc	arc
arc	arco
arc	cra
arc	curvar
arc	arco
arc	proa
arc	bow
tombe	cai
tombe	quedas
tombe	cataratas
tombe	falls
tombe	tumba
tombe	túmulo
tombe	tombe
tombe	sepultura
tombe	cova
tombe	túmulo
tombe	grave
tombe	campa
risque	risco
risque	riscos
risque	perigos
risque	hazard
risque	perigo
socialiste	socialistas
socialiste	socialista
réalise	realize
notables	notável
notables	notável
notables	notáveis
vrai	real
vrai	verdadeiro
vrai	reais
vrai	verdadeiros
vrai	verdadeira
vrai	true
vrai	verdadeiro
vrai	verdade
vrai	verdadeira
armées	exércitos
armées	armada
armées	armados
armées	armadas
armées	armado
baseball	beisebol
baseball	baseball
baseball	basebol
arabe	árabe
arabe	árabes
arabe	árabe
arabe	árabes
arabe	arábia
acte	agir
acte	ato
acte	acto
acte	act
acte	escritura
arthur	arthur
arthur	artur
live	viva
live	live
live	viver
grèce	grécia
major	major
santa	santa
civile	civil
civile	civis
civile	civil
civile	civis
essai	redação
essai	ensaio
essai	testando
essai	ensaios
essai	teste
essai	testes
essai	ensaio
essai	julgamento
essai	testar
essai	teste
essai	ensaio
décrit	descreve
décrit	descritos
décrit	descreveu
décrit	descritas
décrit	descrita
décrit	descrito
anglaise	ingles
anglaise	inglês
écosse	escócia
albums	álbuns
héros	heróis
héros	heroes
héros	herói
héros	heroi
héros	hero
reprend	currículos
termes	termos
permis	permitir
permis	licenças
permis	licença
permis	licença
nantes	nantes
filles	girls
filles	miúdas
filles	garotas
filles	raparigas
filles	meninas
filles	gatas
filles	gatinhas
filles	filhas
midi	midi
aura	aura
pdf	pdf
géographique	geográficos
géographique	geográfico
géographique	geográfica
géographique	geográfico
géographique	geográfica
ciel	heaven
ciel	paraíso
ciel	céu
ciel	ciel
ciel	ceu
ciel	sky
ciel	céu
anti	anti
rang	patente
rang	rank
rang	posto
rang	rema
rang	fila
rang	fileira
rang	row
occidentale	west
occidentale	ocidente
occidentale	oeste
occidentale	ocidental
occidentale	ocidentais
occidentale	western
occidentale	oeste
washington	washington
rurale	rural
rurale	rurais
maladie	maladie
maladie	doenças
maladie	doença
maladie	doenças
maladie	doença
maladie	enjoo
maladie	doenças
maladie	doença
aéroport	aeroporto
king	king
king	rei
dictionnaire	dictionnaire
dictionnaire	dicionário
autorité	autoridade
portant	vestindo
portant	rolamento
préfecture	prefeitura
officielle	oficial
officielle	funcionário
officielle	official
officielle	oficiais
futur	futuro
futur	future
futur	futuras
futur	futuros
futur	futura
objectif	objectivo
objectif	objetivo
objectif	lente
objectif	lentes
objectif	finalidade
objectif	objetivo
objectif	objectivo
objectif	propósito
objectif	gol
objectif	objetivo
objectif	golo
objectif	baliza
objectif	meta
objectif	alvo
objectif	target
cap	cape
cap	cabo
cap	capa
cap	boné
cap	cap
cap	pac
sorte	ordenar
ingénieur	engenheiros
ingénieur	engenheira
ingénieur	engenheiro
actes	atos
actes	actos
actes	deeds
irlande	irlanda
occupe	ocupa
hongrie	hungria
peine	frase
peine	sentença
peine	tristeza
peine	mágoa
peine	penalidade
peine	penalização
peine	sanção
peine	pena
peine	dor
peine	dores
peine	pain
britanniques	britânico
britanniques	britânicos
britanniques	british
absence	ausência
importants	importante
importants	importantes
guerres	wars
guerres	guerras
yves	yves
yves	stanley
sociétés	corporações
sociétés	companhias
sociétés	empresas
chanteuse	cantora
chanteuse	singer
chanteuse	cantor
crise	crise
crise	crises
brigade	squad
brigade	pelotão
brigade	esquadrão
brigade	brigada
chapitre	capitulo
chapitre	capítulo
tient	detém
tient	porões
madrid	madrid
madrid	madri
cordialement	atenciosamente
cordialement	sinceramente
cordialement	cordialmente
cordialement	obg
cordialement	obrigado
cordialement	obrigada
cordialement	valeu
drapeau	pavilhão
drapeau	bandeira
utilisés	utilizada
utilisés	usada
utilisés	usado
utilisés	utilizado
utilisés	utilizados
utilisés	usados
application	aplicativo
application	aplicação
application	app
application	aplicativo
application	aplicação
responsable	responsável
responsable	responsáveis
responsable	manutenção
responsable	mantenedor
circuit	circuito
circuit	circuitos
japonaise	japonesa
japonaise	japonês
japonaise	japão
japonaise	japoneses
banque	banca
banque	bancário
banque	bancários
banque	banco
banque	bank
décédé	morreu
décédé	morri
décédé	morreram
décédé	faleceu
décédé	defunto
décédé	falecida
décédé	falecido
décédé	falecidos
danse	dança
danse	dance
danse	dançar
danse	dança
danse	dançando
danse	dançar
danse	dancing
désigner	indico
désigner	nomear
désigner	designar
genève	genève
genève	genebra
développé	desenvolvido
développé	desenvolvidas
développé	desenvolvidos
développé	desenvolvida
développé	desenvolveu
systèmes	sistemas
élèves	alunos
élèves	estudantes
élèves	alunos
élèves	pupilas
officiellement	formalmente
officiellement	oficialmente
remplacé	substituído
remplacé	substituída
remplacé	substituído
remplacé	substituídos
remplacé	substituída
remplacé	substituiu
remplacé	substituído
remplacé	substituídos
remplacé	substituída
remplacé	substituiu
fleuve	fleuve
fleuve	rio
univers	universe
univers	universo
villages	vilas
villages	aldeias
critiques	críticas
critiques	crítica
critiques	críticos
critiques	críticas
critiques	resenhas
critiques	opiniões
critiques	avaliações
critiques	críticas
critiques	crítico
critiques	critica
critiques	críticos
critiques	crítica
vraiment	verdadeiramente
vraiment	realmente
argentine	argentina
argentine	argentina
argentine	argentino
argentine	argentinos
salon	lounge
salon	salão
salon	salão
écriture	escrevendo
écriture	escrita
écriture	escrever
écriture	caligrafia
écriture	écriture
libération	libertação
libération	liberação
libération	libertação
libération	release
libération	solte
libération	lançamento
libération	liberação
entièrement	plenamente
entièrement	totalmente
entièrement	totalmente
entièrement	completamente
entièrement	inteiramente
largement	amplamente
die	morra
die	die
die	morram
die	morre
die	morrer
jazz	jazz
caractéristiques	características
caractéristiques	características
caractéristiques	funcionalidades
réunion	encontro
réunion	reunião
réunion	reunião
réunion	reencontro
trente	trento
trente	trinta
trente	thirty
julien	julian
julien	juliano
julien	julián
julien	julien
julien	juliano
chasse	caça
chasse	caçar
chasse	caçando
chasse	caçada
chasse	caça
chasse	hunt
chasse	caçar
chasse	caçada
paru	compareceu
paru	apareceu
paru	apareceram
processus	processo
processus	processos
gaz	gas
gaz	gás
gaz	gases
gaz	gaz
gaz	gases
orléans	orleans
orléans	orléans
orléans	orleães
orléans	orléans
orléans	orleães
catégories	categoria
catégories	categorias
propres	própria
propres	own
propres	próprio
mixte	mista
mixte	misturados
mixte	misturado
mixte	misto
régulièrement	regularmente
gmina	comuna
juan	juan
véritable	real
véritable	verdadeiro
véritable	reais
véritable	verdadeiros
véritable	verdadeira
véritable	genuíno
véritable	genuína
véritable	genuínos
véritable	genuínas
véritable	true
véritable	verdadeiro
véritable	verdade
véritable	verdadeira
lee	lee
rapide	rapid
rapide	rápido
rapide	fast
rapide	rápido
agriculture	agricultura
traduit	traduz
traduit	traduzida
traduit	traduzidas
traduit	traduzido
traduit	traduza
traduit	traduzir
traduit	traduz
chœur	coral
chœur	coro
chœur	refrão
chœur	coro
décret	decreto
léon	léon
léon	león
léon	léon
léon	leon
léon	léo
léon	leão
léon	leo
naturelle	naturais
naturelle	natural
plantes	plantas
plantes	usinas
permettre	permitir
permettre	permita
nommée	nomeada
nommée	nomeado
résidence	residence
résidence	residência
fusion	fusão
fusion	concentração
fusion	fusão
fusion	fundir
fusion	junção
fusion	mesclar
fusion	mesclagem
fusion	fusão
fusion	derretendo
fusion	derreter
critères	critérios
critères	critério
commandement	mandamento
commandement	comando
commandement	comandar
portrait	retrato
choses	coisas
jan	jan
sang	sang
sang	cantava
sang	cantou
sang	cantaram
sang	sangue
sang	blood
jeanne	jane
jeanne	joana
jeanne	joana
jeanne	jeanne
indique	indica
yeux	eyes
yeux	olhos
yeux	eye
yeux	olho
yeux	olhos
désigne	designa
all	todas
all	tudo
all	todos
types	tipos
moyens	meios
moyens	significa
reprise	retomou
reprise	retomados
reprise	retomada
reprise	retomado
reprise	reaberta
reprise	currículo
reprise	recomeçar
reprise	retomar
reprise	reprise
évolue	evolui
prédécesseur	predecessor
prédécesseur	antecessora
prédécesseur	antecessor
retraite	aposentadoria
retraite	reforma
retraite	aposentado
retraite	reformado
retraite	reformados
retraite	aposentados
retraite	pensão
retraite	pensões
retraite	retiro
retraite	recuo
retraite	retirada
retraite	recuar
retraite	retirar
description	descrição
ferroviaire	ferrovia
ferroviaire	ferroviária
ferroviaire	ferroviário
ferroviaire	carril
ferroviaire	ferrovia
table	tabela
table	mesa
table	quadro
antonio	antónio
antonio	antônio
antonio	antonio
magnitude	magnitude
magnitude	amplitude
emploi	emprego
emploi	trabalhos
emploi	empregos
emploi	emprego
promotion	promoções
promotion	promoção
québécois	quebequense
québécois	quebec
alliance	aliança
alliance	alliance
obtenu	obtida
obtenu	obtidos
obtenu	obtidas
obtenu	obtido
unités	unidades
importantes	importante
importantes	importantes
brun	marrom
brun	brown
brun	castanhos
brun	castanhas
brun	castanha
brun	castanho
faune	wildlife
faune	fauna
faune	caminhadas
faune	caminhada
originaire	originárias
originaire	originário
originaire	originários
faite	feitos
faite	feita
faite	feito
faite	made
faite	feito
participé	frequentou
participé	compareceu
participé	compareceram
participé	participei
participé	participaram
participé	participou
actions	compartilhamentos
actions	acções
actions	ações
actions	partilhas
actions	acções
actions	ações
baron	barão
baron	baron
contributeurs	contribuinte
contributeurs	colaborador
contributeurs	contribuintes
contributeurs	colaboradores
biographie	bio
biographie	biografia
biographie	biografia
effets	efeitos
effets	efeito
bosnie	bósnia
explique	expliquem
explique	explicar
explique	explica
explique	explique
explique	explica
égypte	egipto
égypte	egito
égypte	égypte
avenue	avenida
avenue	avenue
blocage	bloqueamento
blocage	bloqueio
blocage	bloqueando
blocage	bloquear
blocage	bloqueio
blocage	bloco
blocage	bloquear
blocage	block
dominique	dominic
dominique	dominique
dominique	dominica
nœud	nó
nœud	nódulo
nœud	nó
serbe	sérvio
serbe	sérvia
événements	eventos
événements	acontecimentos
christophe	chris
christophe	cris
christophe	cristóvão
christophe	christopher
christophe	christophe
atelier	workshop
atelier	oficina
atelier	ateliê
atelier	atelier
atelier	ateliê
auguste	auguste
auguste	augusto
auguste	augustus
raisons	motivos
raisons	razões
raisons	razão
raisons	motivo
devrait	deveria
devrait	devia
devrait	deve
devrait	deveriam
francis	francisco
francis	francis
atlantique	atlântica
atlantique	atlântico
cent	hundred
cent	cem
cent	centena
cent	cêntimo
cent	cent
cent	cêntimos
voiture	carro
voiture	automóvel
agent	agente
disney	disney
débute	começa
débute	inicia
débute	começa
écrite	escrito
écrite	escritas
écrite	escritos
écrite	escrita
chute	cachoeira
chute	cascata
chute	fall
chute	outono
chute	queda
chute	caindo
chute	cair
communiste	comunistas
communiste	comunista
présentation	apresentação
étranger	alien
étranger	extraterrestre
étranger	aliens
étranger	estrangeiro
étranger	alienígena
étranger	estrangeira
étranger	estrangeiros
étranger	estrangeiro
étranger	estranha
étranger	estranho
étranger	forasteiro
étranger	estrangeiro
étranger	estrangeira
étranger	estrangeiras
étranger	estrangeiros
documentaire	documentário
cartes	cartões
cartes	cartas
cartes	cards
cartes	mapas
cartes	mapa
cartes	mapa
sièges	assentos
sièges	assentos
sièges	lugares
sièges	bancos
secret	segredo
secret	secret
secret	secreto
secret	secreta
secret	segredo
secret	sigilo
secret	secretismo
couple	casal
couple	torque
couple	binário
publics	público
publics	públicas
publics	pública
publics	públicos
publics	publico
col	col
col	colarinho
col	gola
col	coleira
col	colar
métro	metrô
métro	metro
métro	metropolitano
métro	metrô
métro	metro
mary	mary
mary	maria
mines	mineira
mines	mineração
mines	minas
conférence	conferencia
conférence	conferência
conférence	palestras
conférence	palestra
palmarès	ranking
palmarès	rankings
palmarès	classificações
alsace	alsácia
mains	mãos
alfred	alfredo
alfred	alfred
locaux	premissas
locaux	locais
locaux	local
locaux	locais
locaux	moradores
publiée	publicado
publiée	postado
publiée	postou
publiée	postei
publiée	publicou
publiée	publicados
publiée	publicou
publiée	publicadas
publiée	publicada
publiée	publicado
soir	noite
soir	noite
soir	night
coureur	runner
coureur	corredor
coureur	racer
basé	baseado
basé	baseados
différence	diff
différence	diferenças
différence	diferenca
différence	diferença
différence	diferenças
bateau	barco
bateau	bote
bateau	embarcação
musicale	musical
musicale	musicais
enregistré	gravou
enregistré	gravado
enregistré	registrado
enregistré	gravados
enregistré	registrada
enregistré	registada
enregistré	registrado
enregistré	registado
enregistré	registados
enregistré	salvo
enregistré	salva
enregistré	salvou
enregistré	salvos
enregistré	guardado
enregistré	guardados
xls	xls
connexe	relacionados
connexe	relacionada
connexe	relacionadas
connexe	relacionado
changement	mudar
changement	mudança
changement	mudanças
changement	troco
privée	privada
privée	privado
privée	private
députés	adjuntos
députés	eurodeputados
députés	pms
députés	deputados
députés	parlamentares
commencé	iniciado
commencé	comecei
commencé	começou
commencé	começaram
commencé	iniciou
commencé	começou
commencé	começaram
commencé	iniciado
commencé	iniciada
commencé	começou
électrique	elétricos
électrique	elétrica
électrique	elétrico
électrique	eléctrica
électrique	elétricos
électrique	eléctricos
électrique	elétrica
électrique	elétrico
telles	tal
telles	tais
opérations	operações
opérations	transações
opérations	operações
opérations	transacções
vite	rápido
vite	rápido
vite	fast
vite	rápido
vite	rapidamente
diocèse	diocese
rhin	reno
identité	identidade
normandie	normandia
culturel	cultural
culturel	culturais
variation	variância
variation	variação
romans	romanos
romans	novelas
romans	romances
sportive	desporto
sportive	esporte
bourg	bourg
rejoindre	participe
rejoindre	aderir
rejoindre	juntar
rejoindre	participar
rejoindre	juntando
hommage	homenagem
hommage	tributo
hommage	tributos
hommage	homenagem
collecte	recolha
collecte	colecionar
collecte	angariação
collecte	recolha
collecte	colecção
collecte	coleção
faveur	favor
faveur	favor
faveur	favorecer
transports	transportes
transports	transporte
transports	transportes
transports	transporte
seuls	alone
seuls	sozinha
seuls	sozinho
seuls	sozinhos
rio	rio
juge	juíz
juge	juíza
juge	juiz
juge	julgar
francisco	francisco
néerlandais	holandês
néerlandais	holandeses
néerlandais	neerlandês
néerlandais	dutch
lille	lille
complexe	complexas
complexe	complexo
complexe	complexos
complexe	complexa
und	und
concept	conceito
universitaire	university
universitaire	universidade
universitaire	acadêmica
universitaire	académico
universitaire	acadêmico
universitaire	académica
titulaire	holder
titulaire	detentor
titulaire	titular
diffusée	disseminada
diffusée	divulgados
contexte	antecedentes
contexte	fundo
contexte	contexto
contact	contacto
contact	contato
fortement	fortemente
fortement	pesadamente
fortement	fortemente
vis	parafusos
vis	vis
vis	parafuso
concert	concerto
concert	concertos
concert	concert
lois	leis
lois	lois
douze	doze
douze	twelve
douze	douze
ferme	fazenda
ferme	quintas
ferme	quinta
one	um
one	uma
one	one
correspond	corresponde
hautes	alto
hautes	high
hautes	altos
hautes	altas
hautes	alta
hautes	hautes
édouard	edouard
édouard	eduardo
édouard	edward
édouard	édouard
massif	sólidos
massif	sólido
massif	sólida
massif	maciço
massif	enorme
massif	maciço
massif	massivo
massif	maciça
massif	massive
vente	venda
vente	sales
vente	vendas
athlétisme	atlética
athlétisme	atlético
athlétisme	atletismo
culte	cult
culte	cultos
culte	seita
culte	culto
culte	adorar
culte	culto
culte	adoração
répartition	repartição
répartition	detalhamento
répartition	desagregação
répartition	discriminação
répartition	repartição
répartition	distribuição
matériel	materiais
matériel	material
matériel	hardware
matériel	ferragens
matériel	equipamentos
matériel	equipamento
avocat	advogada
avocat	advogado
avocat	procurador
avocat	abacate
avocat	jurista
avocat	advogada
avocat	advogado
bras	sutiãs
bras	braços
bras	armamento
bras	arms
bras	braço
bras	arm
bras	armar
calais	calais
proposition	proposta
épreuves	exames
épreuves	testes
épreuves	ensaios
conduit	impulsionado
conduit	impulsionada
conduit	conduzido
conduit	conduta
appartenant	pertencendo
appartenant	pertença
appartenant	pertencentes
appartenant	propriedade
perdu	perdido
perdu	perdi
perdu	lost
perdu	perdida
perdu	perdidos
perdu	perdeu
nice	boa
nice	belo
nice	bom
nice	legal
nice	nice
visite	visite
visite	visitar
visite	visita
visite	tour
solution	solução
atteindre	alcance
atteindre	alcança
atteindre	reach
atteindre	alcançar
atteindre	alcançando
atteindre	atingindo
atteindre	alcançar
volley	volley
volley	vôlei
volley	voleibol
promu	promovido
promu	promovidos
promu	promovidas
promu	promovida
portes	portões
portes	portas
portes	gates
portes	portais
portes	portas
informatique	computadores
informatique	computação
informatique	informática
conception	conceição
conception	concepção
conception	concepção
conception	desenho
conception	design
mur	parede
mur	muro
mur	mural
mur	muralha
scientifiques	científico
scientifiques	científica
scientifiques	cientistas
tourisme	turismo
passant	passant
passant	passando
luc	luke
luc	lucas
luc	luc
façade	fachada
façade	fachada
statue	estátua
photos	fotografias
photos	fotos
photos	fotografias
photos	fotos
photos	imagens
construire	construir
construire	construa
construire	build
construire	constrói
construire	construir
tente	barraca
tente	tenda
tente	tendas
scott	scott
contrairement	contrário
contrairement	diferentemente
liège	liège
liège	liège
liège	rolha
liège	cortiça
liège	cork
utilisant	utilizar
utilisant	usar
utilisant	usando
utilisant	utilizando
huile	azeite
huile	óleo
huile	petróleo
huile	óleos
convention	convenção
convention	convenções
orient	oriente
orient	leste
orient	east
orient	oriente
tourné	virei
tourné	virou
tourné	virado
tourné	viraram
tourné	filmou
tourné	filmado
tourné	filmada
tourné	filmados
dessin	concepção
dessin	desenho
dessin	design
dessin	desenho
dessin	desenhar
dessin	desenhando
barcelone	barcelona
manuel	manuel
manuel	manuais
manuel	manual
joe	joe
espagnole	castelhano
espagnole	espanhola
espagnole	espanhóis
espagnole	espanhol
pression	pressões
pression	pressão
maroc	marrocos
maroc	maroc
faux	errado
faux	errada
faux	falsa
faux	false
faux	falsas
faux	falsos
faux	falso
faux	falsa
faux	falsos
faux	falso
faux	fake
constitué	constituído
constitué	constituíam
christ	cristo
colombie	colúmbia
colombie	columbia
colombie	colômbia
colombie	colômbia
colombie	colombia
baie	baga
baie	bagas
baie	berry
baie	baie
baie	baia
baie	baía
baie	bay
documents	documentos
athlète	atleta
bourgogne	bourgogne
bourgogne	burgundy
bourgogne	borgonha
contraire	contrário
contraire	oposta
contraire	opostos
contraire	oposto
destination	destino
destination	destinos
champs	fields
champs	campos
vierge	virgo
vierge	virgem
vierge	virgin
vierge	virgens
vierge	virgem
lesquels	qual
température	temperatura
température	temperaturas
température	temporário
température	temperaturas
enfance	infância
acteurs	actores
acteurs	atores
candidat	candidato
candidat	requerente
candidat	candidata
candidat	candidato
candidat	candidatos
lancé	lançado
lancé	lançou
lancé	lançada
dates	datas
procès	julgamento
cercle	círculo
cercle	circle
cercle	circulo
essais	exames
essais	testes
essais	ensaios
essais	testando
essais	ensaios
essais	teste
essais	testes
essais	ensaio
essais	ensaios
aider	ajudando
aider	ajudar
aider	socorro
aider	ajude
aider	ajudar
aider	ajuda
mention	mencionar
mention	menção
arrêt	parar
arrêt	pára
arrêt	desligar
arrêt	desligamento
arrêt	encerramento
agence	agencia
agence	agência
perd	perder
perd	perca
perd	percam
perd	perde
perd	perde
mari	marido
mari	mari
mari	marido
mari	esposo
élément	item
élément	elementos
élément	elemento
pouvait	poderiam
pouvait	podia
pouvait	poderia
pouvait	podiam
représentation	representação
cycle	ciclo
chemins	caminhos
chemins	caminhos
chemins	estradas
renaissance	renascença
renaissance	renascimento
renaissance	renascentista
renaissance	renascimento
renaissance	renascer
sais	conheça
sais	saiba
sais	sei
sais	sabe
hall	hall
hall	salão
hall	saguão
hall	lobby
hall	átrio
attention	atençao
attention	atenção
jones	jones
marin	marin
marin	marín
marin	sailor
marin	marujo
marin	marinheiro
marin	marinha
marin	marine
marin	marinho
marin	marinhos
domaines	domínios
domaines	fields
domaines	campos
domaines	áreas
usine	plantar
usine	planta
usine	plant
usine	usina
usine	fabrica
usine	factory
usine	fábrica
fontaine	fonte
fontaine	fontaine
parlementaire	parlamentar
parlementaire	parlamentares
parlementaire	parlamentar
roland	roland
roland	rolando
printemps	spring
printemps	primavera
printemps	mola
printemps	printemps
prêtre	prêtre
prêtre	priest
prêtre	padre
prêtre	sacerdote
étoiles	estrela
étoiles	star
étoiles	estrelas
étoiles	estrelas
étoiles	stars
réforme	reformista
réforme	reforma
réforme	reformar
réforme	reforma
réforme	reformas
chris	chris
chris	cris
gabriel	gabriel
élevé	alto
élevé	high
élevé	altos
élevé	altas
élevé	alta
élevé	criado
élevé	elevado
élevé	elevada
élevé	elevados
xixe	xix
xixe	xix
monastère	monastério
monastère	mosteiro
monastère	mosteiros
organisé	organizada
organisé	organizados
organisé	organizado
organisé	organizou
organisé	organizada
organisé	organizados
organisé	organizadas
organisé	organizado
dos	dos
dos	costas
dos	volta
dos	voltar
dos	dorso
noël	noël
noël	natal
noël	christmas
enquête	inquérito
enquête	investigação
enquête	inquérito
trouvé	encontrada
trouvé	encontrados
trouvé	achado
trouvé	encontraram
trouvé	encontrado
anomalie	anormais
anomalie	aberração
anomalie	anormal
anomalie	anomalia
anomalie	anormalidade
anomalie	anomalia
ign	ign
majeur	major
beau	linda
beau	beau
beau	bonitão
beau	bonito
villa	villa
lecture	lidos
lecture	ler
lecture	leia
lecture	lê
lecture	ler
lecture	lendo
lecture	leitura
montage	montagem
montage	editando
montage	edição
montage	montagem
montage	instalação
dollars	dolares
dollars	dólares
dollars	dólar
professionnelle	professional
professionnelle	profissionais
professionnelle	profissional
masculin	macho
masculin	masculino
masculin	masculino
cantons	cantões
branche	ramo
branche	sucursal
branche	branch
batterie	pilha
batterie	bateria
batterie	baterias
batterie	pilhas
batterie	tambor
batterie	bateria
batterie	tambores
pointe	dica
pointe	ponta
pointe	tip
pointe	pointe
thèse	dissertação
thèse	tese
thèse	teses
démocratique	democrata
démocratique	democrática
démocratique	democrático
géographie	geografia
nancy	nancy
amateur	amadora
amateur	amadores
amateur	amador
ascendant	ascendente
ascendant	ascendentes
ascendant	ascendente
caroline	caroline
caroline	carolina
caroline	carolina
participer	participando
participer	participar
participer	participe
participer	participa
participer	participem
participer	participar
autorités	autoridades
clair	limpo
clair	clear
clair	limpar
clair	clair
test	testar
test	teste
test	ensaio
test	testando
test	ensaios
test	teste
test	testes
test	ensaio
west	west
west	ocidente
west	oeste
relativement	relativamente
découvre	descobre
exemplaires	exemplares
exemplaires	exemplar
exemplaires	exemplares
exemplaires	cópias
versions	versões
venir	vem
venir	venham
venir	venha
venir	vindo
venir	chegando
laisser	deixe
laisser	sair
laisser	deixar
gilles	giles
gilles	gilles
plateau	travessa
plateau	tabuleiro
plateau	bandeja
plateau	planalto
bataillon	batalhão
vin	vin
vin	vinho
vin	vinhos
découvreur	descobridor
spécialiste	especializado
spécialiste	especialista
vivant	vivos
vivant	living
vivant	vivendo
vivant	viver
vivant	viva
vivant	live
vivant	viver
vivant	viva
vivant	vivos
vivant	vivas
vivant	vivo
vivant	alive
ressources	recursos
ajouter	adicione
ajouter	adiciona
ajouter	add
ajouter	adicionar
féminine	feminino
féminine	feminina
féminine	femininos
rencontres	encontros
rencontres	encontros
rencontres	reuniões
rencontres	namoro
rencontres	encontros
rencontres	namorando
rencontres	namorar
rencontres	namora
demander	pergunte
demander	pedir
demander	pergunta
demander	perguntar
demander	pedir
demander	solicitação
demander	pedido
demander	solicitar
delà	delà
israël	israel
tué	assassinado
tué	assassinadas
tué	assassinada
tué	assassinados
tué	morto
tué	matou
généraux	generais
généraux	generalidades
généraux	gerais
généraux	geral
généraux	general
siècles	séculos
présenté	submetido
présenté	apresentado
présenté	apresentadas
présenté	apresentados
territoires	territórios
png	png
mike	mike
revanche	vingança
revanche	revanche
revanche	desforra
revanche	vingança
recueil	compêndio
recueil	coletânea
recueil	compilação
recueil	recolha
recueil	colecção
recueil	coleção
napoléon	napoleão
napoléon	napoleon
net	net
net	líquido
net	líquidos
net	rede
planète	planet
planète	planeta
endroit	lugar
endroit	place
endroit	local
endroit	sítio
intervention	intervenções
intervention	intervenção
auparavant	anteriormente
auparavant	anteriormente
auparavant	antigamente
auparavant	antes
législature	legislatura
bob	bob
bob	beto
océan	oceanos
océan	oceano
idées	ideias
idées	idéias
combats	lutas
combats	combates
combats	brigas
combats	lutar
combats	lutando
combats	fighting
corée	coréia
corée	korea
corée	coreia
tokyo	tokyo
tokyo	tóquio
totale	total
finales	finais
finales	final
bus	autocarro
bus	ônibus
bus	autocarros
bus	autocarros
bus	ônibus
certaine	certas
comprendre	entende
comprendre	compreender
comprendre	entenda
comprendre	entender
comprendre	entendendo
comprendre	compreender
comprendre	compreendendo
comprendre	entendimento
comprendre	compreensão
vivre	vivos
vivre	living
vivre	vivendo
vivre	viver
vivre	viva
vivre	live
vivre	viver
edward	eduardo
edward	edward
ordres	ordens
ordres	encomendas
arme	arma
arme	pistola
arme	gun
arme	arma
dynastie	dinastia
erreur	engano
erreur	erro
erreur	erro
erreur	erros
publications	postagens
publications	posts
publications	publicações
publications	publicações
coll	coll
organisme	body
organisme	corpo
organisme	organismo
williams	williams
faculté	faculdade
génération	generation
génération	geração
expédition	expedição
expédition	expedição
expédition	despacho
expédition	envio
expédition	frete
expédition	envios
expédition	remessa
expédition	remessa
expédition	carregamento
tchèque	tcheca
tchèque	checo
tchèque	tcheco
tchèque	checa
google	google
européens	europeus
européens	europeu
européens	europeia
européens	europeias
arbre	árvore
arbre	arvore
tribunal	tribunal
tribunal	tribunal
tribunal	corte
appartient	pertence
règle	governante
règle	régua
règle	regra
walter	walter
possibilité	possibilidade
euros	euros
euros	euro
euros	euros
eugène	eugène
eugène	eugène
eugène	eugene
avions	aviões
avions	aviões
avions	avião
avions	aeronave
avions	aviões
avions	aeronaves
avions	aviões
archevêque	arcebispo
participants	participantes
participants	participantes
dvd	dvd
dvd	dvds
artillerie	artilharia
mesures	medidas
mesures	medições
mesures	medições
mesures	mensuração
mesures	medição
occupation	ocupação
occupation	ocupação
occupation	profissão
vent	vento
