και	un
καλύτερα	vislabāk
καλύτερα	labākās
καλύτερα	labākais
μεγάλος	liels
μεγάλος	lielais
μεγάλος	lieli
μεγάλος	liela
μεγάλος	lielā
λίστα	sarakstu
λίστα	saraksta
λίστα	uzskaitījums
λίστα	saraksts
έκθεση	ziņot
έκθεση	ziņojums
έκθεση	izstāde
έκθεση	izstādē
έκθεση	izstādes
έκθεση	iedarbība
έκθεση	ekspozīcija
έκθεση	iedarbības
οικονομικών	finansējums
οικονομικών	finanses
οικονομικών	finanšu
καλό	laba
καλό	labas
καλό	labi
καλό	labs
καλό	labais
οξύ	skābi
οξύ	skābe
οξύ	skābes
πλατεία	kvadrātveida
πλατεία	laukumā
μάρτιο	marta
μάρτιο	martā
μάρτιο	marts
προστασία	aizsardzība
απεβίωσε	mirusi
απεβίωσε	mirušais
απεβίωσε	miris
απεβίωσε	mirušā
επέκταση	pagarinājumu
επέκταση	pagarināšana
επέκταση	paplašināšana
επέκταση	paplašinājums
επέκταση	pagarinājums
επέκταση	paplašināšana
επέκταση	izplešanās
επέκταση	paplašināšanās
προσωπική	personiska
προσωπική	personīgie
προσωπική	personīgais
προσωπική	personīgā
προσωπική	personīga
πράξη	akts
πράξη	act
πράξη	rīkoties
καταγωγή	izcelsmi
καταγωγή	izcelsme
καταγωγή	izcelsmi
καταγωγή	izcelsme
πήγε	aizgāja
πήγε	devās
πήγε	gāja
αγώνας	sacensības
αγώνας	rase
αγώνας	skrējiens
αγώνας	sacīkstes
αγώνας	cīņa
αγώνας	atbilstība
αγώνας	atbilst
αγώνας	sakritība
αγώνας	mača
αγώνας	sakrīt
αγώνας	cīņu
αγώνας	cīņa
αγώνας	cīnīties
υπηρεσίες	dienesti
υπηρεσίες	pakalpojumi
στόχο	mērķis
στόχο	mērķa
στόχο	target
στόχο	mērķis
στόχο	mērķis
πλαίσια	rāmji
εκστρατεία	kampaņa
εκστρατεία	kampaņā
κύπρο	kipras
κύπρο	kipra
κύπρο	cyprus
κύπρο	kiprā
επιστροφή	kompensācija
επιστροφή	atdeve
επιστροφή	atgriešanas
επιστροφή	atgriešanās
αύγουστο	augusts
αύγουστο	augustā
ουσιαστικά	būtībā
λίμνη	dīķi
λίμνη	ezera
λίμνη	ezers
περιλαμβάνουν	iekļaut
περιλαμβάνουν	ietvert
περιλαμβάνουν	ietver
ιούλιο	jūlija
ιούλιο	jūlijs
ιούλιο	jūlijā
ηθοποιοί	aktrises
ηθοποιοί	dalībnieki
ηθοποιοί	aktieri
εργάστηκε	strādāja
κριτική	kritika
κριτική	kritiku
κριτική	kritika
κριτική	kritiku
κείμενα	teksti
κείμενα	tekstus
λάθος	nepareiza
λάθος	nepareizi
λάθος	nepareizs
λάθος	nepareizi
λάθος	nepareiza
λάθος	nepareizs
λάθος	kļūda
γραμμές	rindas
γραμμές	līnijas
γραμμές	rindas
επεξεργασία	labot
επεξεργασία	rediģēt
επεξεργασία	pārstrāde
επεξεργασία	apstrāde
νίκες	uzvar
νίκες	uzvaras
νίκες	uzvarēs
νίκες	uzvaras
βιογραφικά	cvs
βιογραφικά	atjaunojas
βιογραφικά	atsāk
διαφορετικά	atšķirīgi
διαφορετικά	dažādi
διαφορετικά	atšķirīgs
διαφορετικά	dažādas
διαφορετικά	savādāk
διαφορετικά	citādi
γρήγορα	ātri
γρήγορα	ātra
γρήγορα	ātrā
γρήγορα	ātrs
γρήγορα	ātri
γρήγορα	ātra
γρήγορα	ātrs
γρήγορα	strauji
γρήγορα	fast
γρήγορα	ātri
άρη	ares
άρη	mars
άνθρωπος	cilvēks
άνθρωπος	cilvēka
άνθρωπος	cilvēku
άνθρωπος	cilvēks
άνθρωπος	vīrietis
άνθρωπος	vecīt
έφερε	atnesa
έφερε	atvedis
έφερε	atveda
έπαιξε	spēlējis
έπαιξε	spēlēja
εδάφη	teritorijas
εδάφη	augsne
εδάφη	augsnes
σύνορα	robežas
σύνορα	robežas
σύνορα	robeža
αεροσκάφη	lidmašīnas
αεροσκάφη	lidaparāti
πλοίο	kuģis
πλοίο	kuģis
πλοίο	laiva
πλοίο	laivā
πλοίο	laivu
ομοσπονδία	federācija
ομοσπονδία	federācijas
αρχίζει	sākas
αρχίζει	sāk
αρχίζει	sākas
αρχίζει	uzsāk
διοικητική	administratīvā
διοικητική	administratīvi
διοικητική	administratīvais
διοικητική	administratīva
διοικητική	administratīvie
γήπεδο	stadionā
γήπεδο	stadions
κανένα	nav
κανένα	neviena
δεκέμβριο	decembrī
δεκέμβριο	decembris
δεκέμβριο	decembra
δεκέμβριο	decembrim
αμερικανοί	american
αμερικανοί	amerikāņu
αμερικανοί	amerikas
αμερικανοί	amerikāņi
απρίλιο	aprīlis
απρίλιο	aprīlī
απρίλιο	aprīļa
καλύτερο	labāku
καλύτερο	labāka
καλύτερο	labāk
καλύτερο	labāki
καλύτερο	labāks
καλύτερο	labākie
καλύτερο	vislabāk
καλύτερο	labākās
καλύτερο	labākais
υποστήριξη	atbalstīšana
υποστήριξη	atbalstīt
υποστήριξη	atbalstu
υποστήριξη	atbalsts
υποστήριξη	atbalsta
δημιούργησε	radīta
δημιούργησε	radīts
δημιούργησε	izveidots
δημιούργησε	radīti
δημιούργησε	izveidota
κοινοβούλιο	parlaments
γερμανικά	vācijas
γερμανικά	vācietis
γερμανικά	vācu
ζωγράφος	gleznotājs
διοικητής	komandants
διοικητής	kapteinis
διοικητής	komandiera
διοικητής	komandieris
διοικητής	komandieri
δημόσια	publiski
δημόσια	publiskais
δημόσια	publiska
αύξηση	pieaugums
αύξηση	palielināt
αύξηση	palielināšana
αύξηση	palielinājums
αύξηση	paaugstināt
αύξηση	pacelt
αύξηση	audzināt
αύξηση	paceļ
εμφανίσεις	iespaidi
εμφανίσεις	redzēts
γύρο	apaļš
γύρο	apaļi
γύρο	kārta
γύρο	apaļa
δίσκο	diska
δίσκο	disks
δίσκο	disku
δίσκο	diska
δίσκο	disks
υπηρέτησε	kalpoja
κοινή	kopējo
κοινή	bieži
αξίωμα	aksioma
αστεροειδής	asteroīds
νοέμβριο	novembra
νοέμβριο	novembrī
νοέμβριο	novembris
μήνα	mēnesis
μήνα	mēnesi
πάτρα	patras
πάτρα	patru
πολιτισμού	kultūra
γράφει	raksta
φαινόμενο	fenomens
φαινόμενο	parādība
κράτη	valstis
άγιο	svēto
άγιο	svētais
γαλλικά	francijas
γαλλικά	franču
τουρκία	turciju
τουρκία	turcijā
τουρκία	tītara
τουρκία	turcija
τουρκία	turcijas
δρόμο	autoceļš
δρόμο	ceļš
λιμάνι	ostas
λιμάνι	portu
λιμάνι	ostā
λιμάνι	osta
λιμάνι	ostu
λιμάνι	harbour
ηνωμένο	united
ηνωμένο	apvienotā
ηνωμένο	apvienoto
ηνωμένο	vienoti
ποιητής	dzejnieks
συνέπεια	konsekvenci
συνέπεια	konsekvence
δείχνει	parāda
δείχνει	rāda
πρόεδρο	prezidents
πρόεδρο	priekšsēdētāja
πρόεδρο	priekšsēdētājs
μνήμη	atmiņa
μνήμη	atmiņas
χέρια	ieroču
χέρια	rokām
χέρια	ieročus
χέρια	rokas
χέρια	ieroči
χέρια	rokām
χέρια	rokas
κανόνες	noteikumi
αρχαίοι	senči
διατήρηση	saglabāšanu
διατήρηση	saglabāšana
διατήρηση	uzturēšanas
διατήρηση	uzturēšana
διατήρηση	apkope
διατήρηση	saglabāšanās
διατήρηση	saglabāšanas
διατήρηση	saglabāšana
διατήρηση	aiztures
διατήρηση	saglabāšana
διατήρηση	aizture
βουλή	parlaments
παιδί	bērns
παιδί	puika
παιδί	bērns
δίπλα	blakus
εικόνες	attēli
εικόνες	bildes
εικόνες	attēli
εικόνες	attēlus
εθνικότητα	pilsonība
τελευταίος	pēdējo
τελευταίος	pēdējais
τελευταίος	pēdējā
τελευταίος	pēdējās
τελευταίος	pēdējoreiz
ενώσεις	apvienības
ενώσεις	biedrības
ενώσεις	asociācijas
ενώσεις	savienojumi
θέλει	grib
θέλει	vēlas
σκηνή	skatuves
σκηνή	skatuve
σκηνή	telts
εισαγωγή	ievešana
εισαγωγή	ieviešanu
εισαγωγή	ievads
εισαγωγή	imports
εισαγωγή	importēt
εισαγωγή	importē
εισαγωγή	ievietot
μεταφορά	transportēšana
μεταφορά	transports
μεταφορά	pārvadāšana
μεταφορά	pārvietošana
μεταφορά	nodošana
μεταφορά	nodošanas
μεταφορά	pārsūtīšana
μεταφορά	pārvadājumi
μεταφορά	transports
μεταφορά	transportēšana
μεταφορά	pārvadāšana
εξωτερικό	ārējais
εξωτερικό	ārējs
εξωτερικό	ārējā
εξωτερικό	ārvalstīs
εξωτερικό	ārzemēm
εξωτερικό	ārvalstīm
εξωτερικό	ārzemēs
άτομο	cilvēks
άτομο	persona
άτομο	atoms
εργασία	darbs
εργασία	darbaspēks
γερμανοί	vācijas
γερμανοί	vācietis
γερμανοί	vācu
γερμανοί	vācieši
τάξη	klasē
τάξη	šķira
τάξη	klase
τάξη	pasūtījums
τάξη	kārtība
τάξη	pasūtīt
τάξη	rīkojums
τάξη	secība
διορίστηκε	iecelti
διορίστηκε	iecelta
διορίστηκε	iecelts
παρελθόν	pagātni
παρελθόν	pagātnes
παρελθόν	pagātne
παλαιότερα	bij
δουλειά	darbs
δουλειά	darbiņš
δουλειά	darbs
συμπεριφορά	uzvedība
συμπεριφορά	izturēšanās
συμπεριφορά	uzvedību
συμπεριφορά	attieksme
συμπεριφορά	uzvedība
συμπεριφορά	izturēšanās
συμπεριφορά	uzvedību
βόρειο	ziemeļu
απόψεις	viedokļi
απόψεις	atzinumi
απόψεις	atzinumus
απόψεις	viedokļi
απόψεις	viedoklis
απόψεις	uzskati
απόψεις	skati
άνθρακα	akmeņogles
άνθρακα	ogles
άνθρακα	oglekļa
άνθρακα	oglekli
άνθρακα	ogleklis
κοινωνία	sabiedrība
οκτώ	astoņas
οκτώ	astoņi
οκτώ	astoņus
οκτώ	astoņiem
σύμβολο	simbols
προσθήκη	pievienošana
προσθήκη	pievienot
ισραήλ	izraēla
άρης	aris
άρης	ares
άρης	mars
καναδά	kanāda
παιχνίδια	spēles
παιχνίδια	rotaļlietas
κομμάτια	gabali
ανάλυση	iedalījums
ανάλυση	sadalījums
ανάλυση	dalījums
ανάλυση	analīzes
ανάλυση	analīzi
ανάλυση	analīze
κόκκινο	sarkani
κόκκινο	sarkano
κόκκινο	sarkana
κόκκινο	sarkanais
κόκκινο	sarkans
κόκκινο	sarkanā
ηλιακό	saules
δίσκος	albuma
δίσκος	albums
δίσκος	albumu
δίσκος	diska
δίσκος	disks
δίσκος	disku
δίσκος	diska
δίσκος	disks
πρωταθλήτρια	čempions
ροκ	akmens
ροκ	rock
αντικείμενα	priekšmeti
αντικείμενα	posteņi
αντικείμενα	objekti
αντικείμενα	priekšmeti
ενέργειας	enerģētika
ενέργειας	enerģija
ζώνη	zona
ζώνη	josta
ζώνη	jostu
σύλλογοι	apvienības
σύλλογοι	biedrības
σύλλογοι	asociācijas
σύλλογοι	klubi
σύλλογοι	klubiem
σύλλογοι	klubos
σχέδια	plānus
σχέδια	plāni
σχέδια	projekti
σχέδια	rasējumus
σχέδια	rasējumi
χιλιάδες	tūkstoši
χιλιάδες	tūkstošos
χιλιάδες	tūkstošiem
δίκτυο	tīkls
δίκτυο	tīkla
φως	gaismu
φως	gaišs
φως	gaismas
φως	gaisma
φως	gaiši
πραγματικό	reāli
πραγματικό	īstais
πραγματικό	īsta
πραγματικό	reālā
πραγματικό	reālās
πραγματικό	īstas
παραπομπές	rekomendācijas
παραπομπές	atsauces
μικρές	mazas
μικρές	mazās
μικρές	mazie
μικρές	maza
μικρές	mazs
πίνακας	galds
πίνακας	galdiņš
πίνακας	tabula
πίνακας	galda
πίνακας	gleznu
πίνακας	krāsošana
πίνακας	zīmēšana
πίνακας	glezna
απάντηση	atbildēt
απάντηση	atbildi
απάντηση	atbilde
απάντηση	atbildēt
απάντηση	atbildi
απάντηση	atbilde
απάντηση	replikas
παρόμοια	līdzīgs
παρόμοια	līdzīgi
παρόμοια	līdzīgas
παρόμοια	līdzīga
απόλυτο	absolūtais
απόλυτο	absolūtā
απόλυτο	absolūts
περιλαμβάνονται	iekļāva
περιλαμβάνονται	iekļauta
περιλαμβάνονται	iekļauti
περιλαμβάνονται	iekļautas
περιλαμβάνονται	iekļauts
περιλαμβάνονται	ietilpst
περιλαμβάνονται	ietver
αποκλειστικά	ekskluzīvā
αποκλειστικά	ekskluzīva
αποκλειστικά	ekskluzīvas
αποκλειστικά	ekskluzīvi
αποκλειστικά	ekskluzīvi
νότιο	dienvidu
νότιο	dienvidu
νότιο	dienvidos
νότιο	dienvidi
πολιτικές	politika
πολιτικές	politikas
ανήκε	piederēja
νόμος	tieslietas
νόμος	likums
πράγματα	lietas
πράγματα	mantas
οποιαδήποτε	jebkuru
οποιαδήποτε	jebkura
οποιαδήποτε	jebkurš
άννα	anna
απλώς	tikai
έζησε	dzīvoja
έζησε	dzīvojis
σκηνοθέτης	direktora
σκηνοθέτης	direktors
σκηνοθέτης	direktore
σκηνοθέτης	režisors
ιαπωνία	japāna
σειρές	sērija
σειρές	sērijas
σειρές	rindas
φον	dzeltenbrūns
φον	fon
ολυμπιακό	olympic
ολυμπιακό	olimpiskā
ολυμπιακό	olimpiskajā
ολυμπιακό	olimpiskais
εμφανίστηκε	parādījās
δολάρια	dolāros
δολάρια	dolārus
δολάρια	dolāri
λίγες	maz
κεντρικό	centrālā
κεντρικό	centrālais
κεντρικό	centrālās
ακαδημίας	akadēmijas
ακαδημίας	akadēmija
ακαδημίας	akadēmijā
ακαδημίας	academy
πέτυχε	izdevās
πέτυχε	izdevies
βαθμούς	pakāpes
καταστροφή	katastrofu
καταστροφή	katastrofa
καταστροφή	katastrofa
καταστροφή	iznīcināšana
φύση	daba
φύση	raksturs
φύση	dabu
ναι	jā
ναι	jā
όργανα	instrumenti
όργανα	institūcijas
όργανα	iestādes
τιμές	cenas
τιμές	vērtības
πίεση	spiediena
πίεση	spiediens
βασίλισσα	dāma
βασίλισσα	karaliene
βασίλισσα	queen
βασίλισσα	karalienes
κόμματα	komatiem
κόμματα	puses
χαρακτήρες	rakstzīmes
χαρακτήρες	zīmes
πολιτικό	politiķis
πολιτικό	politiskā
φιλοσοφία	filozofijas
φιλοσοφία	filozofija
συμμετέχει	piedalās
χημική	ķīmiskais
χημική	ķīmiskā
βίντεο	video
βίντεο	video
ασίας	āzija
ίδρυσε	dibināta
ίδρυσε	dibināts
παλιά	vecā
παλιά	veca
παλιά	veci
παλιά	vecs
μονάδα	vienība
στρατηγός	vispārējā
στρατηγός	vispārējais
στρατηγός	vispārīgi
στρατηγός	vispārēji
εξαιρετικά	ārkārtīgi
εξαιρετικά	lielisks
εξαιρετικά	izcila
εξαιρετικά	izcili
εξαιρετικά	izcils
οικονομικά	ekonomika
οικονομικά	ekonomikā
ίδρυμα	foundation
ίδρυμα	pamats
ίδρυμα	fonds
ίδρυμα	iestāde
ίδρυμα	institūcija
κάποιον	kāds
κάποιον	kādam
διεύθυνση	direktorāts
διεύθυνση	adrese
διεύθυνση	address
υπόλοιπα	atpūta
υπόλοιπα	atlikumi
πάπας	pāvests
σταθμό	stacija
σταθμό	stacijā
σταθμό	stacijas
σχετική	relatīvais
σχετική	radinieks
σχετική	relatīvi
σχετική	relatīvā
σχετική	attiecīgais
σχετική	saistīts
αρχιτεκτονική	arhitektūra
προπονητές	treneru
προπονητές	vagoni
δραστηριότητα	aktivitāte
δραστηριότητα	darbība
δραστηριότητα	aktivitātes
τεχνική	tehniskais
τεχνική	tehniskā
τεχνική	tehnika
τεχνική	paņēmiens
διαμέρισμα	plakana
διαμέρισμα	vienotas
διαμέρισμα	plakanas
διαμέρισμα	dzīvoklis
διαμέρισμα	dzīvoklī
γράμματα	astes
γράμματα	vēstulēs
γράμματα	vēstules
γράμματα	burti
μακεδονία	maķedonija
πιθανώς	iespējams
ανδρέας	andreas
κάποιοι	dažas
κάποιοι	dažiem
κάποιοι	daži
εθνικός	nacionālais
βασιλική	bazilika
βασιλική	royal
βασιλική	karaļa
μνημείο	piemiņas
μνημείο	piemineklis
μνημείο	pieminekļa
τζέιμς	džeimss
τζέιμς	džeims
μονάδες	mērvienības
μονάδες	vienības
είπε	teica
είπε	pateikts
γονείς	vecāki
γονείς	vecākiem
μάχες	cīnās
μάχες	cīņa
μάχες	cīnās
μάχες	cīņas
πολιτικά	politika
πολιτικά	politikā
πολιτικά	politiski
πολιτικά	politiskā
καθεστώς	statuss
καθεστώς	shēmu
καθεστώς	shēma
καθεστώς	režīms
ρωμαϊκή	romāns
ρωμαϊκή	romans
ρωμαϊκή	romiešu
λογική	pamatojums
λογική	loģisks
λογική	loģiski
λογική	loģiskā
λογική	loģiku
λογική	loģika
λογική	loģikas
βυζαντινή	bizantijas
ερτ	eat
αφρικής	āfrikas
κριτήρια	kritēriji
άμεσα	tieši
ολυμπιακούς	olimpiāde
μοναδικό	unikāla
μοναδικό	unikālais
μοναδικό	unikāli
μοναδικό	unikāls
δικαιωμάτων	tiesības
ακολούθησαν	sekoja
εσωτερικών	interjera
εσωτερικών	iekšlietu
εσωτερικών	iekšējais
εσωτερικών	iekšējie
κατακτήσει	iekarot
όρια	robežas
όρια	ierobežot
όρια	robeža
όρια	limits
όρια	ierobežojums
όρια	limiti
όρια	robežas
όρια	ierobežojumi
λύση	atrisinājums
λύση	šķīdums
λύση	risinājums
φυσικό	dabīgais
φυσικό	dabas
φυσικό	dabīgs
φυσικό	dabiskā
φυσικό	dabīgi
συνθέτης	songwriter
συνθέτης	komponista
αίγυπτο	ēģipte
τρέχουσα	pašreizējais
τρέχουσα	pašreizējo
τρέχουσα	pašreizējie
τρέχουσα	strāva
τρέχουσα	pašreizējā
κώδικα	kods
αέρα	gaiss
εύκολα	viegli
δήλωσε	deklarēts
ακαδημία	akadēmijas
ακαδημία	akadēmija
ακαδημία	akadēmijā
ακαδημία	academy
πτώση	kritums
πτώση	krīt
πτώση	piliens
πτώση	nomest
πτώση	krist
πτώση	kritiens
πτώση	kritums
πτώση	krīt
ζαν	žans
ζαν	džīna
ζαν	žanna
κτίριο	ēkas
κτίριο	ēka
προσωπικό	personiska
προσωπικό	personīgie
προσωπικό	personīgais
προσωπικό	personīgā
προσωπικό	personīga
προσωπικό	personāls
προσωπικό	personāls
προσωπικό	darbinieki
αυστραλία	austrālija
κίνα	ķīna
κίνα	china
επαρχίες	provincēs
επαρχίες	provinces
επαρχίες	provincēm
παίκτης	spēlētājs
κοινωνική	sociāla
κοινωνική	sociālie
κοινωνική	sociālais
κοινωνική	sociālā
κοινωνική	sociāls
φεβρουάριο	februārī
φεβρουάριο	februāra
φεβρουάριο	februāris
πολιτεία	valsts
πολιτεία	štats
μυθιστόρημα	romāns
μυθιστόρημα	fantastikas
αεροδρόμιο	lidosta
αεροδρόμιο	lidostā
αεροδρόμιο	lidostas
αεροδρόμιο	lidlauks
αεροδρόμιο	lidlauka
αεροδρόμιο	lidlauku
κατοχή	valdījumā
κατοχή	profesija
κατοχή	nodarbošanās
κατοχή	okupācijas
αμερικανική	american
αμερικανική	amerikāņu
αμερικανική	amerikas
πιθανόν	iespējams
λειτουργίας	darbojas
λεξικό	leksikons
λεξικό	vārdnīca
λεξικό	vārdnīcu
πλειοψηφία	vairākums
πλειοψηφία	vairākumu
νόμο	tieslietas
νόμο	likums
ζώα	dzīvniekus
ζώα	dzīvniekiem
ζώα	dzīvnieki
ζώα	lopkopības
ζώα	lopi
συμβόλαιο	līgums
συμβόλαιο	līguma
σενάριο	scenārijā
σενάριο	scenārijs
σενάριο	skriptu
σενάριο	skripts
ενάντια	pret
περαιτέρω	tālāk
επαφή	saskarē
επαφή	sazināties
επαφή	kontakti
επαφή	kontakts
μπλε	zilais
μπλε	zils
μπλε	zila
μπλε	zilā
εργασίες	darbs
εργασίες	darbi
εργασίες	darbavietas
ολόκληρη	vesels
ολόκληρη	veseli
ολόκληρη	veselas
ολόκληρη	vesela
δήμαρχος	mērs
κινδύνου	risks
κινδύνου	bīstamība
κινδύνου	apdraudējums
κινδύνου	bīstamības
ρόμπερτ	roberts
σταδιακά	pakāpeniski
επίσημο	amatpersona
επίσημο	ierēdnis
επίσημο	formāli
επίσημο	formālā
επίσημο	formāla
επίσημο	oficiāls
οικονομία	ekonomika
οικονομία	ekonomikā
οικονομία	ekonomika
βιβλιογραφία	literatūra
βιβλιογραφία	bibliogrāfija
κρήτη	krēta
πλήρη	pilnu
πλήρη	pilnas
πλήρη	pilns
πλήρη	pilnā
πλήρη	pilni
πλήρη	pilna
πλήρη	aizpildīt
πλήρη	pabeigt
πλήρη	pabeigts
πλήρη	pabeigta
πλήρη	pilnīga
λεζάντα	virsraksts
ανάγκη	vajag
ανάγκη	vajadzība
ανάγκη	nepieciešams
ανάγκη	nepieciešamība
προϊόντα	izstrādājumi
προϊόντα	produkti
προϊόντα	ražojumi
σημειώσεις	piezīmes
σημειώσεις	atzīmē
γνώμη	atzinums
καλλιτέχνες	izpildītāji
καλλιτέχνες	mākslinieku
καλλιτέχνες	māksliniekiem
καλλιτέχνες	izpildītāji
καλλιτέχνες	mākslinieki
ισχύει	derīgs
ισχύει	derīga
ισχύει	derīgi
ισχύει	spēkā
ισχύει	piemēro
οδηγεί	liek
οδηγεί	ved
οδηγεί	noved
οδηγεί	vadošie
οδηγεί	vadošais
οδηγεί	vada
συμβαίνει	notiek
συμβαίνει	gadās
ρώμης	romas
ρώμης	romā
ρώμης	roma
πλήθος	pūļi
πλήθος	pūļa
πλήθος	pūlis
ιερά	svēto
ιερά	svētais
ιερά	svēta
πόλεων	pilsētu
πόλεων	pilsētas
ηγεσία	vadība
συνδυασμό	kombinācija
συνδυασμό	apvienojums
συνάρτηση	amats
συνάρτηση	funkcija
αξία	vērtība
μάζα	masas
μάζα	masa
φράση	frāze
φυσικής	fizikas
ειρήνη	miers
ειρήνη	mieru
ειρήνη	miera
προσπάθησε	mēģini
προσπάθησε	pamēģini
προσπάθησε	mēģināt
φωνή	balsi
φωνή	balss
οικογένειες	ģimeņu
οικογένειες	ģimenes
οικογένειες	ģimenēm
παοκ	paok
εντολή	pavēlniecība
εντολή	komanda
εντολή	vadība
εντολή	mandāts
εντολή	pilnvaras
γάλλοι	francijas
γάλλοι	franču
γάμο	laulība
γάμο	laulībā
γάμο	laulību
γάμο	laulības
γάμο	kāzas
γάμο	kāzām
γάμο	kāzu
θρησκεία	reliģija
επιτρέπει	atļauj
παρέχει	sniegt
παρέχει	sniedz
παρέχει	nodrošina
αδελφός	brālim
αδελφός	brālis
αδελφός	brāli
ζήτησε	pieprasīta
ζήτησε	pieprasīti
ζήτησε	prasīts
ζήτησε	pieprasījis
ζήτησε	pieprasīts
ζήτησε	pieprasītais
ζήτησε	lūdza
επιρροή	ietekme
κατάκτηση	iekarot
υπέγραψε	parakstījis
υπέγραψε	parakstīta
υπέγραψε	parakstīts
σοβιετική	padomju
αντιδράσεις	reakcijas
συγγραφέα	rakstnieks
συγγραφέα	autors
συγγραφέα	autore
κερδίσει	win
κερδίσει	laimē
κερδίσει	uzvarēt
παγκοσμίως	vispasaules
παγκοσμίως	pasaulē
μακριά	prom
βασικό	pamata
προσπάθειες	mēģinājumi
προσπάθειες	pūles
προσπάθειες	centieni
προσπάθειες	pūliņi
κρίση	sprieduma
κρίση	spriedums
κρίση	spriedumu
κρίση	krīze
κρίση	krīzes
περ	aptuveni
περ	apm
περ	per
περιγραφή	apraksts
πύλη	vārtus
πύλη	vārti
πύλη	vārtiem
πύλη	portāla
πύλη	portālā
πύλη	portāls
πύλη	vārti
ανακοίνωσε	paziņot
ανακοίνωσε	paziņots
ανακοίνωσε	paziņoja
ελ	ella
μήνυμα	ziņojums
μήνυμα	vēstule
μήνυμα	ziņu
μήνυμα	vēstījums
μήνυμα	ziņa
βαθμολογία	reitingu
βαθμολογία	novērtējums
βαθμολογία	vērtējums
βαθμολογία	reitings
βαθμολογία	score
βαθμολογία	punkti
προκάλεσε	izraisīja
προκάλεσε	apstrīdēja
μεγαλύτερος	vecāki
μεγαλύτερος	vecāks
μεγαλύτερος	vecāka
μεγαλύτερος	lielāki
μεγαλύτερος	lielākas
μεγαλύτερος	lielāka
μεγαλύτερος	lielāks
μεγαλύτερος	lielāki
μεγαλύτερος	lielākas
μεγαλύτερος	lielāka
μεγαλύτερος	lielāks
γεννημένος	dzimuši
γεννημένος	dzimis
γεννημένος	dzimusi
μοναστήρι	klostera
μοναστήρι	klosterī
δραστηριότητες	darbības
δραστηριότητες	aktivitātes
χίτλερ	hitlers
χίτλερ	hitlera
γραμματέας	sekretāre
γραμματέας	sekretārs
περιέχουν	saturēt
ελευθερία	brīvība
ελευθερία	brīvības
ελευθερία	brīvība
ταξίδι	pārgājiena
ταξίδι	reiss
ταξίδι	braucieni
ταξίδι	ceļošana
ταξίδι	ceļot
ταξίδι	ceļojumi
ταξίδι	braucienā
ταξίδι	brauciens
ταξίδι	ceļojums
ταξίδι	brauciens
ταξίδι	ceļojums
μοναδική	unikāla
μοναδική	unikālais
μοναδική	unikāli
μοναδική	unikāls
ακτή	krastā
ακτή	krasta
ακτή	krasts
ακτή	krastu
ακτή	piekraste
ακτή	krasts
ακτή	piekraste
αρχαιότητα	stāžu
ομοσπονδίας	federācija
ομοσπονδίας	federācijas
ιδιότητα	īpašums
ιδιότητα	īpašība
πλήρως	pilnībā
πλήρως	pilnīgi
μελέτες	pētījumi
ήθελε	gribēju
ήθελε	gribēja
ήθελε	vēlējās
ντεμπούτο	pirmizrādi
χέρι	roka
χέρι	roku
χέρι	roka
μέθοδος	metode
στρατεύματα	karaspēku
στρατεύματα	karaspēks
στούντιο	studijas
στούντιο	studijā
στούντιο	studija
στούντιο	studio
στούντιο	studijas
κάρολος	kārlis
κάρολος	čārlzs
πέτρος	pīters
πέτρος	pēteris
επιστημονική	zinātniskā
επιστημονική	zinātniska
επιστημονική	zinātniskais
επιστημονική	zinātnisks
άνοδο	anoda
μέτωπο	priekšējais
μέτωπο	fronte
μέτωπο	priekšpusē
μέτωπο	priekšā
μέτωπο	priekšējie
μέτωπο	pieres
ουσία	vielai
ουσία	viela
δούκα	hercogs
ρεύμα	pašreizējais
ρεύμα	pašreizējo
ρεύμα	pašreizējie
ρεύμα	strāva
ρεύμα	pašreizējā
τίποτα	neko
τίποτα	nekas
παναθηναϊκός	panathinaikos
δίκαιο	tieslietas
δίκαιο	likums
δίκαιο	godīgi
δίκαιο	taisnīgs
δίκαιο	taisnīgi
δίκαιο	taisnīga
δίκαιο	godīgu
δίκαιο	godīgs
εταιρία	sabiedrība
εταιρία	uzņēmums
εταιρία	kompānija
ανεξαρτησία	neatkarība
επιστήμη	zinātnes
επιστήμη	zinātne
θεραπεία	izārstēt
θεραπεία	terapija
θεραπεία	terapijā
θεραπεία	terapiju
θεραπεία	terapijai
θεραπεία	terapija
θεραπεία	ārstēšana
θεραπεία	apstrāde
θεραπεία	ārstētu
θεραπεία	ārstēt
μόνος	vien
στάση	attieksme
στάση	poza
πάπα	pāvests
χάρτης	kartē
χάρτης	karte
μοντέλα	modeļus
μοντέλα	modeļi
μοντέλα	paraugi
μοντέλα	modeles
σχόλιο	komentārs
σχόλιο	komentēt
νομό	apriņķis
νομό	apgabals
μόνη	vien
οθωμανική	osmaņu
απελευθέρωση	atlaist
απελευθέρωση	atbrīvot
απελευθέρωση	izlaišana
απελευθέρωση	atbrīvošana
απελευθέρωση	atbrīvošanas
απελευθέρωση	atbrīvošana
απελευθέρωση	atbrīvošanās
απελευθέρωση	liberalizācija
σύγκρουση	trieciens
σύγκρουση	ietekme
σύγκρουση	sadursme
σύγκρουση	sadursmes
σύγκρουση	konflikts
σύγκρουση	konflikti
μαθητές	studenti
μαθητές	skolēni
