और	oraz
प्रतिकूल	niepożądane
प्रतिकूल	wrogo
प्रतिकूल	wróg
प्रतिकूल	nieprzyjaciel
प्रतिकूल	wrogie
प्रतिकूल	wrogi
नींद	śpi
नींद	spać
कार्यान्वयन	realizacji
कार्यान्वयन	realizacja
कार्यान्वयन	wdrożenie
कार्यान्वयन	wykonanie
कार्यान्वयन	wdrażanie
नाइट	nite
बाँध	tamy
बाँध	zapora
बाँध	tama
बाँध	dam
विवादास्पद	kontrowersyjne
कथानक	fabuły
कथानक	scenariusz
प्रभुत्व	dominująca
प्रभुत्व	dominacji
बेहतरीन	najlepsza
बेहतरीन	najlepszy
बेहतरीन	najlepiej
बेहतरीन	best
बेहतरीन	najlepsze
बेहतरीन	doskonała
बेहतरीन	doskonale
तालिका	tabeli
तालिका	tabela
तालिका	stół
तालिका	stolik
तालिका	tablica
तालिका	katalog
तालिका	katalogu
वायुमंडल	atmosferę
वायुमंडल	atmosfera
वायुमंडल	atmosfery
यथार्थ	real
यथार्थ	prawdziwy
यथार्थ	prawdziwe
रहस्य	tajemnice
रहस्य	sekrety
रहस्य	tajemnice
रहस्य	tajemniczy
रहस्य	tajemnicza
रहस्य	tajemnica
रहस्य	zagadka
रहस्य	sekret
रहस्य	secret
रहस्य	tajne
रहस्य	tajemnica
फसलों	upraw
फसलों	uprawy
वृत्त	kółka
वृत्त	okręgi
वृत्त	kółko
वृत्त	kręgi
वृत्त	kręgu
वृत्त	okrąg
वृत्त	koło
वृत्त	krąg
वृत्त	circle
रोहित	rohit
रुपए	rupii
रुपए	rupia
रुपए	inr
मोक्ष	ratunek
मोक्ष	zbawienie
मोक्ष	zbawienia
पूरक	uzupełnienia
पूरक	uzupełniać
पूरक	uzupełnienie
पूरक	suplementy
पूरक	uzupełniające
स्पेस	przestrzeni
स्पेस	kosmos
स्पेस	przestrzeń
नाटकीय	dramatyczne
नाटकीय	dramatycznie
नाटकीय	dramatyczny
वाशिंगटन	waszyngton
वाशिंगटन	washington
वाशिंगटन	waszyngtonie
वाशिंगटन	waszyngtonu
बर्लिन	berlin
रद्द	odwołane
रद्द	odwołany
रद्द	anulowane
रद्द	odwołany
रद्द	odwołane
रद्द	anulowane
रद्द	cofnięte
पैटर्न	wzory
पैटर्न	schematy
पैटर्न	wzorce
पैटर्न	wzorzec
पैटर्न	wzór
गोल्डन	złote
गोल्डन	golden
गोल्डन	złoty
गोल्डन	złota
प्रभु	panie
खण्ड	odcinki
खण्ड	sekcje
खण्ड	sekcję
खण्ड	sekcji
खण्ड	dział
खण्ड	sekcja
खण्ड	segmenty
खण्ड	segmentu
खण्ड	odcinek
खण्ड	segment
खण्ड	segmenty
खण्ड	segmentów
नेत्र	eye
नेत्र	oko
पोप	papież
पोप	pope
पोप	papieża
लायक	warto
लायक	warte
लायक	worth
लायक	warta
गरीबी	bieda
गरीबी	biedy
गरीबी	ubóstwa
गरीबी	ubóstwo
विनोद	vinod
सांता	mikołaj
संगणक	komputery
संगणक	komputer
संगणक	komputera
रूचि	zainteresowania
रूचि	zainteresowań
रूचि	interesie
रूचि	odsetki
रूचि	odsetek
रूचि	zainteresowanie
रूचि	zainteresowania
रेगिस्तान	pustyni
रेगिस्तान	pustynia
रेगिस्तान	pustynie
व्यायाम	ćwiczenie
व्यायाम	ćwiczenia
एट	jadł
एट	zjadł
एट	jadła
भीतरी	wewnętrzny
भीतरी	wewnętrzna
पूर्ववर्ती	poprzednik
सेनाओं	armie
सेनाओं	armii
इंजीनियर	inżynier
भंडारण	składowanie
भंडारण	magazyn
भंडारण	przechowywanie
भंडारण	magazynowanie
रोल	roll
रोल	rolki
रहमान	rehman
रहमान	rahman
रहमान	miłosierny
मुफ्त	wolne
मुफ्त	wolna
मुफ्त	wolny
मुफ्त	bezpłatne
मुफ्त	free
लवण	sole
तूफान	burza
तूफान	storm
तूफान	sztorm
बलि	ścięcie
वर्णमाला	alfabet
वर्णमाला	alfabetycznie
लम्बा	wysoka
लम्बा	wysoki
लम्बा	wysokie
टर्मिनल	terminal
उद्धृत	notowane
दुबई	dubaju
पावर	moc
पावर	władza
पावर	siła
पावर	zasilanie
पावर	power
भूत	ghost
भूत	duchu
भूत	duch
भूत	duchów
भूत	duchy
चिंतन	medytacji
चिंतन	muza
चिंतन	muzą
क्यूबा	kuba
संश्लेषण	syntezy
मूत्र	moczu
मूत्र	mocz
संस्कृतियों	kultury
संस्कृतियों	kultur
उपासना	kult
अनंत	nieskończona
अनंत	nieskończenie
अनंत	nieskończone
अनंत	nieskończoność
अनंत	nieskończonej
अनंत	nieskończoność
बालों	włosy
बालों	sierść
बालों	włosów
कुत्ते	psy
कुत्ते	psów
कुत्ते	pieski
कुत्ते	psie
कुत्ते	psy
कुत्ते	pies
कुत्ते	piesek
फैली	powszechne
मुँह	mouth
मुँह	usta
मुँह	gęba
कम्युनिस्ट	komunistycznej
कम्युनिस्ट	komunistą
कम्युनिस्ट	komunistyczna
कम्युनिस्ट	komuniści
प्रसंग	tematy
प्रसंग	motywy
प्रसंग	temat
प्रसंग	motywu
प्रसंग	motyw
प्रसंग	tematyczne
बिहारी	bihari
पेड़ों	drzewa
धूप	słońce
धूप	słoneczko
धूप	słonko
धूप	słoneczna
अफ़ग़ानिस्तान	afganistan
अफ़ग़ानिस्तान	afganistanu
अफ़ग़ानिस्तान	afganistanie
इन्द्र	indra
कॉमेडी	komedia
कॉमेडी	komedii
बर्तन	naczynia
अस्वीकार	odrzucić
अस्वीकार	spadek
अस्वीकार	zaprzeczać
अस्वीकार	zaprzeczyć
अस्वीकार	odrzucić
अस्वीकार	odrzucam
जाएगी	drżenie
मधुमेह	cukrzycę
मधुमेह	cukrzycowej
मधुमेह	cukrzyca
मधुमेह	cukrzycy
मधुमेह	cukrzycę
मधुमेह	cukrzyca
हॉट	gorąco
हॉट	hot
हॉट	gorące
हॉट	gorąca
हॉट	gorący
पाठकों	czytelnicy
पाठकों	czytniki
पाठकों	czytelników
दमन	represji
दमन	represje
दमन	ucisku
दमन	tłumienia
दमन	daman
नाइट्रोजन	azotu
नाइट्रोजन	azot
मार्गदर्शन	przewodnictwo
मार्गदर्शन	wytyczne
समाजशास्त्र	socjologii
समापन	likwidacja
समापन	likwidację
समापन	likwidacji
कर्तव्य	obowiązek
कर्तव्य	obowiązki
कर्तव्य	cło
कर्तव्य	cła
कर्तव्य	obowiązki
नस्ल	rasy
नस्ल	rasa
केबल	kable
केबल	kabel
केबल	kable
सिडनी	sydney
परिचालन	operacji
परिचालन	operacje
परिचालन	kierownicy
परिचालन	sterowanie
परिचालन	kierowanie
हाइड्रोकार्बन	węglowodory
हाइड्रोकार्बन	węglowodorów
कश्मीरी	kaszmir
स्वप्न	marzenie
स्वप्न	dream
स्वप्न	marzenia
स्वप्न	sen
प्रसिद्धि	sława
प्रसिद्धि	sławę
प्रसिद्धि	sławy
अपराधी	kryminalne
अपराधी	karnego
अपराधी	przestępcy
अपराधी	przestępca
अपराधी	kryminalista
अपराधी	winne
अपराधी	winna
अपराधी	winni
अपराधी	winny
अपराधी	przestępca
अपराधी	sprawca
नाट्य	teatralne
दुकान	zakupy
दुकान	sklep
नियत	ustaw
नियत	set
नियत	zestaw
नियत	komplet
सुना	słyszałem
सुना	słuchała
सुना	słuchał
सर्जरी	zabieg
सर्जरी	operacja
सर्जरी	chirurgii
सर्जरी	chirurgia
स्वरुप	formatów
स्वरुप	formaty
भयंकर	makabryczne
भयंकर	okropne
भयंकर	straszne
भयंकर	okropny
भयंकर	okropne
भयंकर	straszne
भयंकर	okropny
मेयर	burmistrz
मेयर	burmistrza
औषधीय	lecznicze
औषधीय	leczniczy
धमनी	tętnicy
धमनी	tętnica
आर्थर	arthur
आर्थर	arturze
आर्थर	artur
डाउनलोड	pobieranie
डाउनलोड	pobrać
डाउनलोड	pobierz
डाउनलोड	pobrać
डाउनलोड	pobrane
डाउनलोड	pobrano
डाउनलोड	pobrana
डाउनलोड	pobierane
डाउनलोड	pobieranie
खुदरा	detalicznej
खुदरा	detaliczne
नीदरलैंड	niderlandy
नीदरलैंड	holandii
नीदरलैंड	holandia
धर्मों	religie
प्रशंसकों	fani
प्रशंसकों	fanów
प्रशंसकों	wentylatory
प्रशंसकों	kibice
घाव	ran
घाव	rany
घाव	rana
स्पोर्ट्स	sport
स्पोर्ट्स	sporty
स्पोर्ट्स	sportowe
क्रॉस	krzyż
क्रॉस	krzyżyk
क्रॉस	krzyża
क्रॉस	cross
साप्ताहिक	tygodniowy
साप्ताहिक	tydzień
साप्ताहिक	tygodniowo
साप्ताहिक	tygodniowe
सुनील	sunil
अनुभूति	uczucie
अनुभूति	czucie
मेजर	major
मेजर	maj
स्वतः	auto
स्वतः	automatyczne
स्वतः	automatycznie
स्टीव	steve
थिएटर	teatrów
थिएटर	kin
थिएटर	teatrów
थिएटर	kina
थिएटर	teatrze
थिएटर	teatr
थिएटर	teatr
थिएटर	teatru
दूरसंचार	telekomunikacyjne
दूरसंचार	telekomunikacji
दूरसंचार	telekomunikacyjnych
दूरसंचार	telekomunikacyjne
दूरसंचार	telekomunikacyjnych
दूरसंचार	telekomunikacji
खपत	zużyte
खपत	konsumpcja
खपत	zużycie
खपत	spożycie
खपत	konsumpcji
चक्कर	vertigo
चक्कर	dizzy
परिवेश	środowiska
परिवेश	środowisko
परिवेश	otoczenie
परिवेश	okolice
परिवेश	otoczenie
परिवेश	otoczenia
परिवेश	okolica
परिवेश	otoczenia
परिवेश	otoczenie
सूजन	obrzęk
सूजन	zapalenie
प्रतिरक्षा	odporny
प्रतिरक्षा	odporna
प्रतिरक्षा	odpornościowy
दृढ़	zdecydowana
दृढ़	resolute
दृढ़	stanowczy
दृढ़	zdecydowany
रोकथाम	zapobiegania
रोकथाम	zapobieganie
सदियों	wieków
सदियों	wieki
सदियों	stulecia
गुलाब	róże
गुलाब	róż
गुलाब	rose
गुलाब	róża
झिल्ली	membranę
भालू	koala
भालू	miś
भालू	misiek
भालू	misia
भालू	misiu
भालू	niedźwiedź
दूरदर्शन	telewizja
दूरदर्शन	tv
दूरदर्शन	telewizor
दूरदर्शन	telewizji
सोमवार	poniedziałki
सोमवार	poniedziałek
सर्दियों	winters
सर्दियों	zimy
सर्दियों	winter
सर्दियों	zimowy
सर्दियों	zimy
सर्दियों	zima
सर्दियों	zimowe
गांवों	wioski
ऑटो	auto
ऑटो	automatyczne
ऑटो	automatycznie
सामान्यत	normalności
इलेक्ट्रिक	elektryczny
इलेक्ट्रिक	elektryczne
इलेक्ट्रिक	electric
शतक	wieku
शतक	wiek
अक्षय	akshay
हालत	warunek
हालत	stan
मक्का	mekki
मक्का	kukurydza
मक्का	kukurydzy
आस्था	wierze
आस्था	faith
आस्था	wiara
आस्था	wiary
आस्था	wiarę
अफगानिस्तान	afganistan
अफगानिस्तान	afganistanu
अफगानिस्तान	afganistanie
राजेश	rajesh
प्रभाग	podział
प्रभाग	wydział
प्रभाग	dywizji
निष्पादन	wykonać
निष्पादन	wykonaj
निष्पादन	wykonanie
निष्पादन	skuteczność
निष्पादन	występ
निष्पादन	wydajność
निष्पादन	wydajności
निष्पादन	realizacja
निष्पादन	egzekucja
निष्पादन	wykonanie
पहचाना	zidentyfikowane
पहचाना	zidentyfikowano
पहचाना	zidentyfikowany
पहचाना	stwierdzone
पहचाना	rozpoznał
पहचाना	uznany
पहचाना	uznawane
पहचाना	uznane
पहचाना	uznana
वाहक	przewoźnik
वाहक	przewoźnika
वाहक	nośnik
वाहक	przewoźników
वाहक	nośniki
वाहक	przewoźnicy
अभिक्रिया	reakcja
अभिक्रिया	reakcji
अभिक्रिया	reakcje
सुनने	słuch
सुनने	rozprawa
सुनने	słuchu
सुनने	przesłuchanie
भ्रमण	zwiedzanie
भ्रमण	tour
भ्रमण	wycieczka
भ्रमण	odyssey
हड्डी	kość
हड्डी	kości
तन्त्र	tantra
तन्त्र	układ
तन्त्र	systemu
तन्त्र	system
तन्त्र	systemowe
तन्त्र	oprogramowanie
तन्त्र	oprogramowania
तन्त्र	software
वक्र	krzywa
वक्र	krzywej
वक्र	krzywą
वक्र	krzywe
पुरातत्व	archeologiczne
पुरातत्व	archeologii
वरुण	neptune
आजाद	wolne
आजाद	wolna
आजाद	wolny
आजाद	bezpłatne
आजाद	free
आजाद	azad
मेहता	mehta
कॉर्पोरेट	korporacje
कॉर्पोरेट	korporacja
कॉर्पोरेट	firmowe
सांस	oddech
आयाम	wymiar
आयाम	wymiary
आयाम	amplitudy
आयाम	wymiary
चन्द्रमा	księżyca
चन्द्रमा	moon
चन्द्रमा	księżycu
चन्द्रमा	księżyc
बेटियाँ	samice
बेटियाँ	córki
बेटियाँ	córek
जादू	magiczne
जादू	czary
जादू	magic
जादू	magii
जादू	magia
कोच	trenerów
कोच	trener
बंदी	więzień
विष	trucizny
विष	truciznę
विष	trucizna
विष	trujący
ऑक्सफोर्ड	oxford
वाद	ism
अजय	ajay
ऑडियो	audio
ऑडियो	dźwięk
निधि	fundusze
निधि	funduszy
निधि	fundusz
निधि	fundusze
निधि	funduszu
सुभाष	subhash
पैसा	pieniądze
पैसा	pieniądz
पैसा	kasy
पैसा	kasa
पैसा	money
पैसा	paisa
लोहा	żelazna
लोहा	żelazo
लोहा	żelaza
लोहा	iron
लोहा	żelazko
स्मरण	przypomnienie
स्मरण	przypomnienia
स्मरण	przypominam
स्मरण	przypomnienia
सेतु	most
सेतु	mostek
सेतु	bridge
श्याम	shyam
छिद्र	pory
फ़ोन	telefony
फ़ोन	telefonicznie
फ़ोन	telefon
फ़ोन	telefony
अवकाश	święto
अवकाश	urlop
अवकाश	wakacji
अवकाश	rozrywka
अवकाश	wypoczynek
बंगलौर	bangalore
अध्यक्षता	przewodnictwo
अध्यक्षता	przewodnictwem
मुलाकात	spotkania
मुलाकात	mianowanie
मुलाकात	spotkanie
बुरा	zło
बुरा	zły
बुरा	evil
बुरा	zła
अफ़्रीकी	afryka
अफ़्रीकी	afrykańskie
अफ़्रीकी	afryki
अफ़्रीकी	afrykański
अफ़्रीकी	afryka
अफ़्रीकी	afrykańska
ब्रेक	break
ब्रेक	przerwa
ब्रेक	złamać
ब्रेक	przerw
ब्रेक	przerwy
ब्रेक	łamie
ब्रेक	pęka
ब्रेक	hamowanie
ब्रेक	hamulec
एक्सचेंज	giełda
एक्सचेंज	wymiany
एक्सचेंज	wymiana
दक्षता	efektywności
दक्षता	efektywność
दक्षता	skuteczność
दक्षता	sprawności
दक्षता	wydajność
दक्षता	sprawność
पतली	chude
पतली	chuda
पतली	chudy
पतली	szczupła
पतली	cienkie
पतली	cienka
पतली	chudy
पतली	cienki
बच्चा	dziecko
बच्चा	child
बच्चा	dzieciak
बच्चा	kid
बिन	bin
ललित	lalit
न्यूज़	aktualności
न्यूज़	wieści
न्यूज़	nowości
न्यूज़	wiadomości
न्यूज़	news
जलप्रपात	wodospadu
जलप्रपात	wodospad
जलप्रपात	spada
जलप्रपात	falls
जलप्रपात	opada
जलप्रपात	wodospad
समर्थ	zdolne
समर्थ	zdolna
समर्थ	zdolny
टॉप	top
टॉप	szczyt
टॉप	góra
प्रिंस	książę
प्रिंस	prince
सशस्त्र	uzbrojone
सशस्त्र	uzbrojona
सशस्त्र	uzbrojeni
सशस्त्र	uzbrojony
अमृतसर	amritsar
टेलीफोन	telefon
सवार	motocyklista
सवार	rider
सवार	jeździec
नारी	kobiety
नारी	kobieta
हार्ड	twardy
हार्ड	hard
हार्ड	ciężko
हार्ड	twarde
हार्ड	twarda
उर्फ	alias
उर्फ	aka
वसंत	wiosenny
वसंत	spring
वसंत	wiosny
वसंत	wiosna
बपतिस्मा	chrzest
पान	betel
रचयिता	autorzy
रचयिता	autorów
रचयिता	autor
रचयिता	autora
रचयिता	autorka
यकृत	wątroba
यकृत	wątroby
मेन	główne
मेन	główna
मेन	main
मेन	główny
मेन	męskie
मेन	faceci
मेन	men
मेन	mężczyźni
मेन	maine
डेनमार्क	dania
डेनमार्क	danii
ऑपरेटिंग	operacyjny
ऑपरेटिंग	operacyjnych
लाइब्रेरी	biblioteki
लाइब्रेरी	bibliotek
लाइब्रेरी	bibliotekę
लाइब्रेरी	biblioteka
लाइब्रेरी	biblioteki
लाइब्रेरी	bibliotece
एलन	allen
एलन	allena
एलन	alana
एलन	alan
यॉर्क	jorku
यॉर्क	jork
यॉर्क	york
जॉनी	johny
जॉनी	johnny
जॉनी	jonny
प्राप्तकर्ता	odbiorca
प्राप्तकर्ता	odbiorcy
प्राप्तकर्ता	odbiorcy
प्राप्तकर्ता	odbiorców
मरम्मत	naprawy
मरम्मत	naprawa
मरम्मत	remont
मरम्मत	naprawy
मरम्मत	naprawa
चक्रवर्ती	chakraborty
योद्धा	wojownika
योद्धा	wojownik
बचत	oszczędność
बचत	oszczędności
बचत	oszczędnościowe
बचत	oszczędzania
ज़ी	zee
प्रदर्शनी	dowód
प्रदर्शनी	wystawa
प्रदर्शनी	wystawę
प्रदर्शनी	targi
प्रदर्शनी	wystawa
प्रदर्शनी	wystawy
पोशाक	suknia
पोशाक	sukienka
पोशाक	sukienki
पोशाक	suknie
पोशाक	sukienki
नैतिकता	etyka
नैतिकता	etyki
नैतिकता	moralności
नैतिकता	moralność
नैतिकता	moralności
नैतिकता	moralność
झीलें	jezior
झीलें	jeziora
युक्ति	urządzenia
युक्ति	wyrób
युक्ति	urządzenie
युक्ति	tip
युक्ति	cynk
युक्ति	wskazówka
युक्ति	urządzenia
शोषण	eksploatacji
शोषण	wykorzystywanie
शोषण	eksploatacja
शोषण	eksploatację
समाधि	samadhi
मशीनों	maszyny
मशीनों	maszyny
सुन	usłyszeć
तुलसी	basil
भूमिगत	podziemne
भूमिगत	podziemny
भूमिगत	podziemia
पत्ते	liści
पत्ते	liście
मोटी	gruby
मोटी	grubo
मोटी	gruba
मोटी	grube
मोटी	gruba
मोटी	tłuszczu
मोटी	grubo
मोटी	fat
मोटी	tłuszcz
मोटी	gruby
अखबार	gazety
अखबार	gazeta
अखबार	gazetę
स्टोन	kamienia
स्टोन	stone
स्टोन	kamienie
स्टोन	kamień
मल	mal
मकान	house
मकान	domu
मकान	dom
एचआईवी	hiv
अटलांटिक	atlantyku
अटलांटिक	atlantic
अटलांटिक	atlantyk
अटलांटिक	atlantycki
क्षय	odpływ
क्षय	ebb
क्षय	rozpad
मजदूर	pracowników
मजदूर	pracownicy
मजदूर	robotnicy
जोन्स	jones
जोन्स	jonesa
अनुदान	dotacje
अनुदान	dotacji
अनुदान	stypendia
हार्डी	hardy
लेंस	obiektyw
लेंस	soczewki
गतिशील	dynamika
गतिशील	dynamikę
गतिशील	dynamiczne
गतिशील	dynamiczny
अनुकरण	symulowane
हट	hut
आक्रामक	agresywne
आक्रामक	agresywna
आक्रामक	agresywny
आक्रामक	agresywnie
आक्रामक	agresja
प्राथमिकता	priorytet
प्राथमिकता	priorytetowe
प्राथमिकता	pierwszeństwo
प्राथमिकता	pierwszeństwo
प्राथमिकता	preferencji
प्राथमिकता	preferencje
एंजिल्स	angeles
जागरण	czuwania
जागरण	czuwanie
कटौती	obniżka
कटौती	redukcja
कटौती	zmniejszenie
कटौती	cięcia
कटौती	nacięcia
देगा	preta
पोलैंड	poland
पोलैंड	polsce
पोलैंड	polski
पोलैंड	polska
शाखाएँ	gałęzie
शाखाएँ	gałęzi
शाखाएँ	oddziały
शिलालेख	napis
विल्सन	wilson
विल्सन	wilsona
कॉल	wzywa
सख्त	surowa
सख्त	ścisłe
सख्त	surowy
त्योहार	festival
त्योहार	festiwalu
त्योहार	festiwal
त्योहार	święto
मंगोलिया	mongołowie
मंगोलिया	mongolii
मदन	madan
रेस्तरां	restauracje
रेस्तरां	restauracja
रेस्तरां	restauracji
सोना	sona
सोना	złota
सोना	złoto
सोना	gold
सोना	złoty
फार्म	farma
फार्म	farmie
फार्म	gospodarstwa
फार्म	gospodarstwo
फार्म	postać
फार्म	forma
फार्म	formularz
फार्म	formy
फार्म	formularza
आँख	eye
आँख	oko
जीवाश्म	kopalnych
लोकतांत्रिक	demokratyczny
लोकतांत्रिक	demokratyczna
लोकतांत्रिक	demokratyczne
विद्यार्थियों	uczniowie
विद्यार्थियों	źrenice
विद्यार्थियों	uczniów
यूनिकोड	unicode
पढ़ें	czytaj
पढ़ें	czytać
पढ़ें	przeczytaj
खाद	obornika
खाद	nawóz
आश्चर्य	zaskoczenie
आश्चर्य	niespodzianka
आश्चर्य	cudo
आश्चर्य	marvel
आश्चर्य	wonder
शेख	szejk
रूपरेखा	profil
रूपरेखा	profilu
रूपरेखा	zarys
प्रांतीय	prowincji
कालीन	dywan
कालीन	dywany
शब्दकोश	słownik
शब्दकोश	słowniki
शब्दकोश	słownik
शब्दकोश	słownika
सूचकांक	indeks
सूचकांक	spis
सूचकांक	wskaźnik
सूचकांक	indeksu
विधा	gatunek
प्रजा	tematy
प्रजा	obiekty
प्रजा	przedmioty
नगरपालिका	gmina
नगरपालिका	komunalnych
सोचा	myślałem
सोचा	myślał
सोचा	myśl
सोचा	pomyślał
गर्दन	kark
गर्दन	szyja
गर्दन	szyi
गिनती	liczyć
गिनती	licz
गिनती	hrabia
गिनती	odliczanie
गिनती	liczyć
गिनती	liczenie
गिनती	liczę
दोपहर	popołudnie
दोपहर	popołudnia
चैंपियन	mistrz
चैंपियन	champion
चैंपियन	mistrzyni
यहा	tutaj
मुग़ल	mogołów
डेल्टा	delta
बीटा	beta
म्यूज़िक	muzyka
म्यूज़िक	music
म्यूज़िक	muzyki
नवीनतम	najnowsze
नवीनतम	najnowsza
नवीनतम	najnowszy
नवीनतम	najnowsze
नवीनतम	ostatnie
नवीनतम	najnowszy
इतिहासकारों	historycy
सन्देश	komunikat
सन्देश	wiadomość
सन्देश	wiadomości
कैमरा	kamery
कैमरा	aparatu
कैमरा	kamera
कैमरा	aparat
कैमरा	kamery
कैमरा	aparaty
बाध्य	związany
बाध्य	związani
बाध्य	związana
प्रचालन	operacyjny
प्रचालन	operacyjnych
वायुयान	samolot
वायुयान	samoloty
वायुयान	samolot
वायुयान	samolotem
सर्किट	obwody
सर्किट	obwód
विस्तारित	rozszerzone
विस्तारित	rozszerzona
विस्तारित	rozszerzony
विस्तारित	przedłużony
विस्तारित	rozszerzone
विस्तारित	rozszerzony
विस्तारित	rozszerzona
कोरियाई	koreański
कोरियाई	korei
कोरियाई	korea
इंजीनियरी	maszynownia
इंजीनियरी	inżynieria
इंजीनियरी	inżynierii
कोटा	kontyngentów
कोटा	kwoty
कोटा	kontyngenty
कोटा	kwota
कोटा	kontyngent
कोटा	kota
मलेरिया	malaria
फर्म	firma
फर्म	kancelaria
लड़कियों	dziewczyny
लड़कियों	dziewczynki
लड़कियों	girls
लड़कियों	dziewczęta
आलू	ziemniaki
आलू	ziemniaków
आलू	ziemniaka
आलू	ziemniaki
आलू	ziemniak
उन्नीसवीं	xix
भविष्यवाणी	przewidywać
भविष्यवाणी	przewidzieć
भविष्यवाणी	przewidzenia
भविष्यवाणी	prognoza
भविष्यवाणी	prognozy
भविष्यवाणी	wróżenie
भविष्यवाणी	przewidywania
भविष्यवाणी	prognoza
भविष्यवाणी	prognozy
भविष्यवाणी	przepowiednia
भविष्यवाणी	przewidywanie
रेटिंग	skalowanie
रेटिंग	rating
रेटिंग	ocena
रेटिंग	ranking
रेटिंग	oceny
रेटिंग	ocen
उपहार	prezentów
उपहार	dary
उपहार	prezenty
उपहार	prezentu
उपहार	podarunek
उपहार	prezent
उपहार	dar
उपहार	prezenty
श्रंखला	serie
साझेदारी	współpracować
साझेदारी	współpracują
साझेदारी	współpracę
साझेदारी	współpracy
साझेदारी	współpraca
साझेदारी	partnerstwo
साझेदारी	partnerstwa
साझेदारी	udostępnił
साझेदारी	udostępnione
साझेदारी	wspólny
साझेदारी	udostępniony
साझेदारी	wspólne
शनिवार	soboty
शनिवार	soboty
शनिवार	sobotę
शनिवार	sobota
शनिवार	siedział
शनिवार	usiadł
शनिवार	sat
दादा	dada
दादा	dziadku
दादा	dziadek
बिट	bit
शर्त	warunek
शर्त	stan
शर्त	zakład
कोने	zakręt
कोने	kącik
कोने	róg
कोने	rogu
हज़ार	tysiąc
हज़ार	tysięcy
हज़ार	tys
दर्पण	lustro
दर्पण	lusterko
प्रेमी	kochanka
प्रेमी	kochankiem
प्रेमी	kochanek
प्रेमी	zakochani
प्रेमी	kochanków
प्रेमी	kochankowie
प्रेमी	kochanki
प्रेमी	chłopaku
प्रेमी	chłopak
प्रेमी	chłopaka
एरिक	erick
नमूना	przykładowe
नमूना	próbka
नमूना	próbki
नमूना	próba
नमूना	okazy
नमूना	okaz
दीक्षित	dixit
व्यापारियों	przedsiębiorcy
व्यापारियों	handlarze
व्यापारियों	handlowców
व्यापारियों	kupcy
व्यापारियों	kupców
स्पेक्ट्रम	widma
स्पेक्ट्रम	widmo
स्पेक्ट्रम	spektrum
गाइड	przewodniku
गाइड	poradnik
गाइड	przewodnikiem
गाइड	przewodnika
गाइड	przewodnik
ड्राइवर	kierowcy
ड्राइवर	kierowców
ड्राइवर	sterowniki
ड्राइवर	kierowca
ड्राइवर	sterownik
ड्राइवर	kierowcy
दस्तावेज	dokumenty
दस्तावेज	dokument
दस्तावेज	dokumentu
दस्तावेज	dokumenty
दस्तावेज	dokumentów
आयतन	objętości
आयतन	wielkość
आयतन	objętość
आयतन	pojemność
आयतन	objętości
लुईस	lewis
लुईस	lewisa
लुईस	ludwika
लुईस	louise
हल्का	light
हल्का	światło
हल्का	światła
हल्का	lekka
हल्का	lekki
हल्का	odciążyć
हल्का	subtelne
हल्का	subtelny
हल्का	lżejsze
हल्का	zapalniczki
हल्का	lżejszy
हल्का	nieznaczne
जहाजों	okręty
जहाजों	statki
प्रबन्धन	management
प्रबन्धन	zarządzanie
प्रबन्धन	kierownictwo
प्रबन्धन	zarząd
प्रबन्धन	zarządzania
वस्तुतः	dosłownie
वस्तुतः	praktycznie
खगोलशास्त्र	astronomii
परेशान	zdenerwowana
परेशान	zdenerwowany
रिश्ते	związki
रिश्ते	relacje
रिश्ते	relacje
रिश्ते	związku
रिश्ते	relacja
रिश्ते	stosunki
रिश्ते	związek
आईसीसी	icc
दण्ड	kryminalne
दण्ड	karnego
दण्ड	przestępcy
दण्ड	przestępca
दण्ड	kryminalista
नाग	nag
नाग	węże
नाग	węża
नाग	wąż
क्रान्ति	rewolucja
क्रान्ति	rewolucji
प्रश्नों	zapytania
ब्यूरो	prezydium
ब्यूरो	biuro
राजेन्द्र	rajendra
निर्णायक	ostateczny
निर्णायक	ostateczne
निर्णायक	decydujące
निर्णायक	decydujący
शीत	winter
शीत	zimowy
शीत	zimy
शीत	zima
शीत	zimowe
विशेषज्ञों	specjaliści
विशेषज्ञों	eksperci
विशेषज्ञों	ekspertów
धूल	kurzu
धूल	pył
धूल	kurz
क्षण	moments
क्षण	chwile
क्षण	chwil
क्षण	momenty
क्षण	momentami
क्षण	moment
क्षण	chwili
क्षण	chwila
सम्पादक	redaktorzy
सम्पादक	wydawcy
उत्तराखंड	uttarakhand
पायलट	pilocie
पायलट	pilot
ब्राज़ील	brazylia
समर्थित	wspierany
समर्थित	obsługiwany
समर्थित	wspierane
समर्थित	obsługiwane
बास्केटबॉल	koszykówki
बास्केटबॉल	kosza
बास्केटबॉल	koszykówka
बास्केटबॉल	koszykówkę
प्रगतिशील	stopniowe
प्रगतिशील	stopniowego
शूटिंग	strzelanina
शूटिंग	strzelać
शूटिंग	strzelanie
महिलाएं	panie
महिलाएं	samice
महिलाएं	kobiet
महिलाएं	kobietki
महिलाएं	kobiety
महिलाएं	damskie
असंभव	niemożliwa
असंभव	niemożliwe
बारी	bari
रेसिंग	wyścig
रेसिंग	racing
रेसिंग	wyścigi
रेसिंग	ściganie
ऑक्साइड	tlenku
ऑक्साइड	tlenek
