лед	קרח
фатен	נתפסו
фатен	נלכד
фатен	נתפס
фатен	נתפסה
фатен	נתפסו
голдман	גולדמן
пожарот	בלייז
хемичар	כימאי
хрватскиот	קרואטית
горица	גוריצה
хелиум	הליום
транзиција	המעבר
транзиција	מעבר
несреќи	אסונות
несреќи	תאונות
несреќи	תאונה
несреќи	מתרסק
верниците	המאמינים
верниците	מאמינים
верниците	נאמן
верниците	נאמנים
верниците	נאמנה
развојни	התפתחותית
царица	קיסרית
царица	הקיסרית
издавачки	פרסום
духовна	רוחנית
духовна	רוחני
духовна	רוחניות
организаторите	מארגנים
балкан	הבלקן
слог	הברה
придавки	תארים
тенки	דקים
тенки	דק
тенки	רזה
претворање	ממיר
топење	נמס
топење	נמסה
топење	נמסה
топење	להמיס
топење	נמס
странска	זר
странска	זרה
странска	זרות
глобална	גלובל
глобална	גלובלי
никеја	ניקאה
другар	פאל
другар	באדי
непријателски	עויין
непријателски	עוין
непријателски	עוינות
непријателски	עוינת
спорови	מחלוקות
спорови	סכסוכים
подароци	מתנות
подароци	מתנות
кривично	פושע
кривично	פלילי
кривично	פושעת
кривично	פלילית
трендови	מגמות
комерцијална	מסחרית
комерцијална	מסחרי
комерцијална	פרסומת
јоханес	יוהנס
билки	צמחים
билки	עשבים
консензус	קונצנזוס
консензус	הסכמה
лизинг	ליסינג
семитски	השמית
буркина	בורקינה
соломон	שלמה
соломон	סולומון
тимор	טימור
сликање	צביעה
сликање	ציור
миграција	הגירה
миграција	הנדידה
откуп	כופר
освојувања	כיבוש
освојувања	הכיבושים
металика	מטאליקה
вулкански	וולקנית
вулкански	וולקני
вулкански	וולקן
вулкански	וולקני
ферер	פרר
пристаништа	הרציפים
пристаништа	נמלים
пристаништа	מרינות
дебелината	השמנה
дик	דיק
олимпик	אולימפי
олимпик	האולימפי
камерун	קמרון
нелсон	נלסון
лозја	כרמים
кандидатите	מועמדות
кандидатите	מועמדים
одвоени	נפרד
одвоени	בנפרד
одвоени	נפרדים
камата	ריבית
камата	עניין
камата	אינטרס
ѓаволот	שטן
ѓаволот	השטן
поморска	ימית
дипломатија	דיפלומטיה
пабло	פבלו
пабло	פאבלו
свирел	שיחק
свирел	ניגן
лесни	בקלות
лесни	קל
лесни	קלות
лесни	לאט
склад	מצבור
склад	המחבוא
единствени	ייחודיים
единствени	ייחודיות
единствени	ייחודית
единствени	ייחודי
синатра	סינטרה
вебер	ובר
вебер	וובר
вебер	וובר
вебер	ובר
деривати	נגזרים
деривати	נגזרות
бранител	מגן
инспирирани	בהשראת
инспирирани	השראה
ураниум	אורניום
фебруари	בפברואר
фебруари	פברואר
аматерски	חובבנית
аматерски	חובבן
аматерски	חובבני
аматерски	חובבים
функционална	מתפקדת
функционална	מתפקד
функционална	מתפקד
функционална	פונקציונלי
функционална	תפקודי
ракети	טילים
ракети	רקטות
ракети	טילים
штити	להגן
штити	מגן
штити	מגינה
штити	מגנה
емерсон	אמרסון
пустина	מדבר
пустина	המדבר
хромозоми	כרומוזום
хромозоми	כרומוזומים
основачи	המייסדים
тесен	מהודק
тесен	צמודה
тесен	הדוק
тесен	צמוד
тесен	חזק
тесен	צר
тесен	צרה
тесен	צמצם
тесен	צמצום
приватно	בפרטיות
приватно	פרטית
приватно	פרטי
приватно	טוראי
приватно	לפרטי
интересен	מענין
интересен	מעניינות
интересен	מעניינת
интересен	מעניינים
интересен	מעניין
рагби	רוגבי
коен	cohen
коен	כהן
показател	מחוון
показател	מעיד
ќустендил	קיוסטנדיל
кадри	מסגרות
кадри	קדרי
систематски	בשיטתיות
систематски	שיטתי
систематски	שיטתית
цвеќиња	פרחים
скарлет	סקרלט
скарлет	סקרלט
размер	מאזניים
кратенка	קיצור
марин	מארין
марин	מרין
појаси	חגורות
колинс	קולינס
старбакс	סטארבקס
мочуришта	ביצות
мочуришта	ביצות
ајдахо	איידהו
земјоделска	חקלאי
земјоделска	חקלאות
централа	צמח
централа	שתול
централа	סנטרל
централа	מרכזית
централа	מרכז
централа	מרכזי
централа	מוקד
централа	המוקד
советување	ייעוץ
советување	לייעוץ
советување	יעוץ
трага	שובל
трага	טרייס
трага	עופרת
трага	להוביל
дрес	המדים
дрес	אחיד
дрес	אחידה
дрес	מדים
сериски	סדרתי
сериски	סידורי
албанска	אלבנית
албанска	אלבני
зло	רשע
зло	הרוע
зло	רוע
микроскоп	המיקרוסקופ
микроскоп	מיקרוסקופ
оператори	מפעילים
датуми	תאריכים
исчезнат	נעדר
исчезнат	חסרה
исчезнат	חסרים
исчезнат	געגועים
исчезнат	חסר
исчезнат	נעלמים
исчезнат	תיעלם
исчезнат	להיעלם
сенегал	סנגל
пинк	ורודה
пинк	וורוד
пинк	פינק
пинк	ורוד
приоритет	עדיפות
приоритет	בעדיפות
науру	נאורו
заклетва	שבועה
заклетва	שבועת
хирургија	ניתוח
хирургија	כירורגיה
бонд	בונד
ретка	נדירים
ретка	נדירה
ретка	נא
ретка	נדיר
засолниште	מחסה
засолниште	מקלט
засолниште	מקלט
засолниште	מקלט
засолниште	מפלט
влашка	ולאכיה
реализам	ריאליזם
арамејски	ארמית
бургенланд	בורגנלנד
алфонсо	אלפונסו
преведување	מתרגם
преведување	התרגום
преведување	תרגום
преведување	תרגם
преведување	לתרגם
уво	אוזן
уво	האוזן
седи	סיידי
седи	לשבת
седи	יושבים
седи	יושב
седи	יושבת
флеминг	פלמינג
флеминг	פלמינג
изложување	חשיפת
изложување	חשיפה
калциум	סידן
тонови	גווני
римјани	רומאים
римјани	הרומאים
фреска	פרסקו
проценки	הערכות
проценки	הערכות
проценки	הערכות
марина	מרינה
интелектуална	אינטלקטואלי
интелектуална	אינטלקטואלית
катастрофа	אסון
катастрофа	קטסטרופה
напаѓаат	תוקפים
напаѓаат	תוקפת
напаѓаат	תוקף
овозможувајќи	מאפשר
овозможувајќи	מאפשרת
овозможувајќи	המאפשרת
наведените	לעיל
наведените	מעל
тед	טד
индустрии	תעשיות
пери	פרי
убави	יפה
убави	יפים
убави	יפות
терористите	טרוריסטים
терористите	מחבלים
призна	הודה
заработка	הרווח
заработка	רווח
заработка	מרוויחה
заработка	להרוויח
заработка	מרוויח
заработка	רווחים
хем	נקניק
хем	חזיר
пиј	שתייה
пиј	משקה
пиј	שתה
версај	ורסאי
оценување	הערכה
долини	העמקים
сузан	סוזאן
сузан	סוזן
сузан	סוזנה
сузан	סוזאן
сузан	סוזן
сели	סאלי
третини	שלישים
мед	דבש
мед	מותק
јунак	גיבורה
јунак	גיבור
автобуси	אוטובוסים
мексикански	מקסיקני
мексикански	מקסיקנית
изненадување	הפתעה
дизајни	עיצובים
миранда	מירנדה
патка	ברווז
патка	דאק
ема	אמה
застапеност	ייצוג
застапеност	לייצוג
хомер	הומר
маја	מאיה
маја	מאיה
окленд	אוקלנד
стипендија	מלגה
маски	תחפושות
маски	מסיכות
маски	מסכה
маски	מסכות
екстремитети	גפיים
екстремитети	גפיים
седми	שביעי
седми	השביעית
формална	רשמי
формална	פורמלי
часовници	שעונים
часовници	שעונים
тркала	גלגלים
тркала	גלגלי
бохемија	בוהמיה
победува	נצחונות
победува	זוכה
победува	מנצח
победува	מנצחת
победува	ניצחונות
оптика	אופטיקה
магнетни	מגנטיים
магнетни	מגנטי
магнетни	מגנטיות
кантон	קנטון
раководење	ניהול
раководење	הנהלה
случајна	מקרי
случајна	אקראי
случајна	אקראית
случајна	אקראיות
опиша	מתואר
опиша	תאר
опиша	תיאר
апсолутно	לגמרי
апсолутно	לחלוטין
апсолутно	בהחלט
студена	קולד
студена	קרים
студена	קור
студена	קר
забранета	אסורים
забранета	אסור
забранета	אסורה
забранета	נאסר
забранета	אסורים
забранета	אסור
забранета	אסורה
забранета	אסר
забранета	נאסר
афро	האפרו
афро	אפרו
доброволци	מתנדבים
доброволци	מתנדבת
доброволци	מתנדב
погубен	להורג
терминологија	מינוח
нуклеарно	גרעין
нуклеарно	גרעינית
нуклеарно	גרעיני
данте	דנטה
управител	המושל
управител	מושל
едвардс	אדוארדס
братислава	ברטיסלבה
кристоф	קריסטוף
кристоф	כריסטוף
кристоф	כריסטוף
практични	מעשית
практични	מעשי
глазгов	גלזגו
истакнато	מודגשים
истакнато	בהשתתפות
истакнато	נבחרים
референци	המלצות
референци	הפניות
зоја	זויה
кент	קנט
отпорност	סיבולת
отпорност	מחתרת
отпорност	התנגדות
отпорност	הגמישות
мајорка	מיורקה
мајорка	מיורקה
хејс	הייז
хејс	הייס
хејс	הייז
хејс	הייס
невработеноста	האבטלה
невработеноста	אבטלה
квалификува	להעפיל
илустрација	איור
тесни	צר
тесни	צרה
тесни	צמצם
тесни	צמצום
вртење	מסתובב
вртење	מסתובבת
вртење	ספין
карактери	דמויות
карактери	תווים
прстите	אצבעות
царства	ממלכות
моќна	עוצמה
моќна	חזקה
моќна	חזק
моќна	עוצמתי
белешка	תו
белешка	פתק
белешка	הערה
стекнување	צובר
ниче	ניטשה
ганди	גנדי
предизвикан	מאותגר
бастон	בסטון
долар	דולרים
долар	דולר
секстант	סקסטנט
тувалу	טובאלו
атентати	התנקשויות
седница	הפעלה
пронаоѓање	מציאת
задачите	משימות
задачите	מטלות
полицајци	שוטרים
полицајци	שוטרים
полицајци	קצינים
полицајци	שוטרים
земање	נטילת
земање	לקיחת
земање	לוקחת
земање	לוקח
водеше	רן
водеше	הובילו
водеше	הובילה
водеше	הוביל
водеше	הובלת
комунист	הקומוניסטית
комунист	קומוניסטית
комунист	קומוניסט
повика	דחפים
повика	הדחפים
повика	נקרא
грубо	קשוח
грубо	מחוספס
грубо	גס
анкара	אנקרה
мареј	מורי
мареј	מוריי
мареј	מארי
кривични	פושע
кривични	פלילי
кривични	פושעת
кривични	פלילית
хелен	הלן
електро	אלקטרו
крум	קרום
добивањето	צובר
добивањето	מקבל
добивањето	מקבלת
добивањето	קבלת
генетика	גנטיקה
точната	מדויק
претходен	קודמת
претходен	הקודמת
претходен	הקודם
претходен	קודמים
анимиран	אנימציה
инчи	סנטימטרים
сајтови	אתרים
сребрена	כסף
сребрена	סילבר
сребрена	כסופה
сребрена	כסוף
сребрена	מכסף
погледнете	הביטו
социјалистички	הסוציאליסטית
социјалистички	סוציאליזם
рамо	כתף
рамо	הכתף
рекламирање	פירסום
рекламирање	פרסום
алјаска	אלסקה
жлезда	בלוטת
скорпија	עקרב
бактериите	חיידקים
бактериите	חיידק
цвет	פרח
селтик	קלטי
премини	מעברי
премини	קטעים
премини	מעברים
премини	מעברים
семјуел	סמואל
семјуел	שמואל
демонстрации	הדגמה
демонстрации	הפגנה
демонстрации	הפגנות
демонстрации	הפגנה
ахил	אכילס
монаси	נזירים
доволен	מספקת
сојузник	אלי
дождови	גשמים
дождови	מבול
хардвер	החומרה
хардвер	חומרה
факто	פקטו
штетни	מזיקים
штетни	מזיקה
штетни	מזיקות
штетни	מזיק
штетни	מזיק
ладење	קירור
остар	שארפ
остар	חד
остар	חדה
остар	חדות
федерални	הפדרלי
федерални	פדרלית
федерални	פדרלי
руралните	כפרי
руралните	כפרית
руралните	הכפרית
погребот	לוויה
погребот	הלוויה
пронајдоци	המצאות
моли	מולי
мтв	mtv
покрив	גג
чудо	נס
отсуството	היעדר
отсуството	היעדרות
рајт	רייט
матка	הרחם
матка	רחם
матка	רחם
хрвати	קרואטים
бунтовниците	מורדים
рејс	רייז
топологија	טופולוגיה
сличност	דמיון
сличност	דמיון
влажни	לח
влажни	לחה
влажни	לח
влажни	לחות
влажни	לחה
влажни	רטובות
влажни	רטוב
влажни	רטובה
влажни	רטובים
прецизност	דיוק
прецизност	הדיוק
прецизност	דיוק
лама	לאמה
лама	הלמה
автобиографија	האוטוביוגרפיה
муслиманско	המוסלמי
муслиманско	מוסלמים
муслиманско	מוסלמית
муслиманско	מוסלמי
лувр	הלובר
шведскиот	שוודי
страст	להט
страст	תשוקה
страст	משתוקק
страст	משתוקקת
споредено	בהשוואה
величини	מידות
муниција	תחמושת
муниција	תחמושת
муниција	תחמושת
надминат	לחרוג
надминат	להתגבר
зраците	קרני
зраците	קרניים
професионалци	מקצוענים
професионалци	מקצוענים
професионалци	יתרונות
функционални	מתפקדת
функционални	מתפקד
функционални	מתפקד
функционални	פונקציונלי
функционални	תפקודי
размножуваат	להוליד
конфигурација	תצורה
дует	דואט
дует	הדואט
првичните	ראשוני
првичните	הראשונית
територијални	טריטוריאלי
бремена	היריון
бремена	הרה
бремена	בהריון
бремена	בהיריון
тирана	טירנה
сериозен	רצינית
сериозен	רציניים
сериозен	רציני
точките	נקודות
испит	בחינה
хорор	זוועה
хорор	אימה
зрелост	בגרות
тенка	דקים
тенка	דק
тенка	רזה
древни	עתיקים
древни	עתיקה
древни	עתיקות
древни	עתיק
древни	העתיקה
хемијата	כימיה
романтична	רומנטיקן
романтична	רומנטיות
романтична	רומנטית
романтична	רומנטי
романтична	רומנטיקה
лео	לאו
лео	ליאו
мулти	מולטי
мирно	יציבה
мирно	יציב
мирно	שלווים
мирно	שליו
мирно	שלווה
цивили	אזרחים
желби	משאלות
желби	תשוקות
желби	רצונות
желби	תשוקות
желби	הרצונות
утврден	מבוסס
утврден	הוקם
утврден	הוקמה
мат	מט
мат	מאט
алтернативна	אלטרנטיבי
алтернативна	חלופית
алтернативна	חלופי
насилно	באלימות
насилно	אלימה
насилно	אלים
насилно	אלימות
насилно	אלימים
свињи	חזירים
анимирани	אנימציה
корелација	מתאם
формација	תצורה
формација	מערך
опус	אופוס
ловец	הנטר
ловец	האנטר
ловец	צייד
славни	מפורסמים
славни	סלבריטאים
славни	ידוענים
нибали	ניבאלי
бауцен	באוצן
екрани	המסכים
потсдам	פוטסדאם
длабок	עמוקים
длабок	עמוקה
длабок	עמוק
покривот	גג
интересна	מענין
интересна	מעניינות
интересна	מעניינת
интересна	מעניינים
интересна	מעניין
виолина	כינור
пресуда	ההרשעה
пресуда	הרשעה
пресуда	משפט
пресуда	הפסיקה
пресуда	פסיקה
пресуда	שיפוט
пресуда	השיפוט
даб	דאב
даб	אלון
даб	אוק
дизајнирана	עיצב
дизајнирана	מעוצב
дизајнирана	עוצב
дизајнирана	מעוצבת
дизајнирана	מתוכנן
дизајнирана	תוכנן
мајер	מאייר
мајер	מאייר
мајер	מאייר
пишан	נכתב
пишан	כתובה
пишан	נכתבה
пишан	כתובים
пишан	כתוב
чума	המגפה
чума	מגפה
вокер	הליכון
вокер	ווקר
регистар	רשום
регистар	להירשם
регистар	רישום
проширен	מוגדלת
проширен	מורחב
проширен	התרחב
готфрид	גוטפריד
универзална	אוניברסלי
универзална	יוניברסל
присуствува	להשתתף
фраза	ביטוי
обезбедени	מסופק
обезбедени	סיפק
обезбедени	בתנאי
обезбедени	מאובטחת
обезбедени	מאובטח
фото	תמונה
грим	גרים
грим	גרים
емилија	אמיליה
машко	זכר
куполи	כיפות
перси	פרסי
противниците	היריבים
противниците	יריבים
трон	כס
трон	טרון
никарагва	ניקרגואה
ликвидност	נזילות
законодавство	חקיקה
гота	גותה
покажувајќи	מפגין
руанда	רואנדה
благодарност	הערכה
гласини	שמועות
гласини	שמועות
гласини	שמועה
терени	הקורסים
терени	קורסים
терени	שטח
даноците	מסים
даноците	מיסים
мапа	מפת
мапа	מפה
мапа	המפה
масакр	טבח
санто	סנטו
голи	ערומות
голи	ערום
голи	עירום
голи	עירומים
голи	עירומה
голи	ערומה
голи	חשופות
голи	חשוף
васко	ואסקו
поединец	הפרט
формални	רשמי
формални	פורמלי
старт	התחלה
старт	התחל
плутон	פלוטו
персијците	פרסים
персијците	הפרסים
духовно	רוחנית
духовно	רוחני
духовно	רוחניות
духовно	רוחנית
плочки	אריח
плочки	האריח
плочки	אריחים
оро	אורו
укинување	הרמת
укинување	מרימה
маите	המאיה
творец	יוצר
творец	יוצרת
творец	היוצר
реге	רגאיי
одбиен	נדחתה
одбиен	נדחה
одбиен	דחו
одбиен	דחה
одбиен	נדחתה
одбиен	נדחה
фотограф	צלמת
фотограф	צלם
полноќ	חצות
полноќ	מידנייט
сомалија	סומליה
примарен	ראשוני
примарен	עיקרי
примарен	ראשי
примарен	העיקרי
покривање	כיסוי
покривање	סיקור
алгоритам	אלגוריתם
вдовица	אלמנה
преведува	מתרגם
преведува	תרגם
преведува	לתרגם
ефективно	ביעילות
навики	הרגלים
навики	הרגלי
галерии	גלריות
слободи	חירויות
слободи	חירויות
контроверзии	מחלוקת
востанија	התקוממויות
филипини	הפיליפינים
китови	לוויתנים
китови	לווייתנים
тренери	מאמנים
тренери	המאמנים
напредни	מתקדמת
напредни	מתקדם
напредни	מתקדמים
фергусон	פרגוסון
партиски	מפלגה
партиски	מסיבה
партиски	המפלגה
партиски	מפלגת
новак	נובאק
јудаизмот	יהדות
магдебург	מגדבורג
потпишување	חותם
потпишување	חתימה
галаксијата	גלקסי
галаксијата	הגלקסיה
галаксијата	גלקסיה
дива	פראי
дива	פרוע
дива	פרא
дива	דיווה
реклама	מסחרית
реклама	מסחרי
реклама	פרסומת
маркус	מרכוס
маркус	מרקוס
маркус	מרקוס
глумеше	כיכבה
пензиски	פנסיה
пензиски	הפנסיה
логор	קאמפ
логор	מחנה
описи	תיאורים
фрајбург	פרייבורג
ерменски	ארמני
риболов	דיג
риболов	לדוג
риболов	דייג
лестер	לסטר
лестер	לסטר
раствор	ממיס
раствор	פיתרון
раствор	פתרון
раствор	הפתרון
андреас	אנדריאס
андреас	אנדראס
разгледување	עיון
разгледување	גלישה
ментално	נפשי
ментално	נפש
ментално	נפשית
ментално	מנטלית
поседувал	בבעלות
поседувал	בבעלותו
претставуваше	ייצג
прифаќањето	מקבל
прифаќањето	קבלת
маглини	ערפיליות
атлас	atlas
атлас	אטלס
кандидатот	המועמד
кандидатот	מועמדת
кандидатот	מועמד
мадона	מדונה
мон	מונט
летаат	זבוב
летаат	לעוף
летаат	טוס
летаат	פליי
роналд	רונלד
унгарците	הונגרים
шерлок	שרלוק
кувајт	כווית
работилници	סדנאות
грег	גרג
вујко	דוד
вујко	הדוד
додаден	הוסיף
додаден	נוספו
додаден	נוספה
додаден	הוסיפה
додаден	נוסף
затворање	סגירה
затворање	סוגרת
затворање	סוגרים
затворање	סגירת
затворање	סגירה
затворање	סוגר
затворање	נסגר
затворање	מאסר
затворање	כליאה
отпуштен	מפוטרת
отпуштен	מפוטר
отпуштен	ירה
дерби	דרבי
болтон	בולטון
глаголски	דקדוק
мешаат	לערבב
мешаат	מערבבים
мешаат	ערבב
мешаат	מיקס
пелопонез	פלופונסוס
прекината	נקטע
прекината	הפריע
синан	סינאן
мирен	רגועה
мирен	רוגע
мирен	רגוע
мирен	שלווים
мирен	שליו
мирен	שלווה
баталјон	גדוד
баталјон	הגדוד
рик	ריק
индијанец	הודית
индијанец	אינדיאני
индијанец	הודי
ридовите	הגבעות
ридовите	הילס
ридовите	גבעות
одземање	לחסר
одземање	חיסור
одземање	התקף
карневал	הקרנבל
карневал	קרנבל
танцување	ריקודים
танцување	רוקדים
танцување	ריקוד
танцување	רוקד
пан	פאן
пан	פן
пан	מחבת
интелектуалци	אינטלקטואלים
литри	גלון
литри	ליטר
литри	ליטרים
литри	גלון
литри	גלונים
мислата	מחשבה
мислата	חשבתי
мислата	חשב
мислата	חשבה
полувреме	מחצית
полувреме	המחצית
протерани	גורש
протерани	מגורש
протерани	גורש
кемпбел	קמבל
кемпбел	קמפבל
кемпбел	קימבל
размислува	בהתחשב
размислува	שוקלת
размислува	שוקל
размислува	שוקל
толеранција	סובלנות
настапила	המהולל
настапила	מפואר
настапила	מהולל
ромео	רומיאו
ромео	רומאו
предизвикано	מאותגר
извозот	יצוא
извозот	היצוא
терор	טרור
терор	הטרור
фински	פיני
фински	פינית
статуи	עירום
статуи	פסלים
делење	השיתוף
делење	שיתוף
делење	משתפת
делење	משתף
златно	זהב
златно	זהוב
златно	גולדן
посветеност	מסירות
посветеност	הקדשה
посветеност	מחוייבות
посветеност	התחייבות
посветеност	מחויבות
посветеност	מסירות
национализам	לאומיות
истакне	להדגיש
летање	עפה
летање	טיסה
соборен	המודח
влажност	לחות
влажност	הלחות
потрошувачи	צרכנים
бенедикт	בנדיקט
бенедикт	בנדיקטוס
загадување	זיהום
загадување	זיהום
хрватите	קרואטים
хајделберг	היידלברג
харис	הריס
харис	האריס
христијанин	כריסטיאן
христијанин	נוצרי
христијанин	נצרות
интензивно	אינטנסיבי
цврст	מוצק
цврст	מוצקה
цврст	קשוח
цврст	קשה
цврст	קשוחים
цврст	קשוחה
предавство	בגידה
предавство	בגידה
предавство	בגידה
тероризам	טרור
анкета	סקר
анкета	סקר
кристал	גביש
кристал	בדולח
кристал	קריסטל
јарец	גדי
убиваат	להרוג
убиваат	הרוג
благосостојба	שגשוג
благосостојба	רווחה
подвижни	נשלף
координатен	לתאם
такси	טקסי
такси	מונית
такси	מונית
такси	מוניות
неутрална	נייטרלי
родос	רודס
советите	הסובייטים
критична	קריטית
критична	קריטי
критична	ביקורתי
критична	ביקורתית
палати	ארמונות
пенал	עונשין
пенал	קנס
пенал	עונש
домашно	ביתית
континуитет	המשכיות
инспирирана	בהשראת
инспирирана	השראה
иницијативата	תנועה
роналдо	רונאלדו
скај	סקיי
присуствувал	השתתף
присуствувал	השתתפו
присуствувал	נכח
олтар	מזבח
тенок	דקים
тенок	דק
тенок	רזה
третмани	טיפולי
третмани	טיפולים
ајкула	כריש
ајкула	הכריש
андреја	אנדריאה
андреја	אנדראה
монах	מונק
монах	נזיר
култ	כת
култ	פולחן
прекинат	חוסל
прекинат	נקטע
прекинат	הפריע
мешана	מעורב
мешана	מעורבים
мешана	מעורבב
предна	קדמי
предна	החזית
предна	חזית
предна	לחזית
рамни	דירה
рамни	שטוחה
рамни	במול
рамни	שטוח
ложа	טרקלין
автономен	האוטונומית
тенеси	טנסי
бест	best
пророк	נביא
пророк	הנביא
воздухопловство	תעופה
прашува	שואלת
прашува	שואל
прашува	מבקש
прашува	שואל
прашува	שואלת
олово	עופרת
олово	להוביל
манифест	המניפסט
хондурас	הונדורס
ливчиња	לשוניות
ливчиња	כרטיסיות
месечно	חודשי
месечно	חודשיים
месечно	חודשית
месечно	חודש
вооружена	חמוש
вооружена	חמושה
вооружена	חמושים
регулирање	לווסת
погодна	מתאים
погодна	מתאימה
странци	זרים
странци	זרים
дејмон	דמון
дејмон	דיימון
неверојатно	מדהים
неверојатно	מדהימות
неверојатно	מדהימה
неверојатно	מדהימים
дубаи	דובאי
редок	נדירים
редок	נדירה
редок	נא
редок	נדיר
виновен	אשמים
виновен	אשם
виновен	אשמה
сиви	אפורה
сиви	גריי
сиви	אפור
сиви	אפורה
сиви	גריי
сиви	אפור
мин	מין
направа	מכשיר
направа	ההתקן
направа	התקן
направа	מתקן
направа	המכשיר
катастрофи	אסונות
катастрофи	אסון
атол	אטול
претворена	שהפך
претворена	שהפכה
суверенитет	הריבונות
извонредно	מצטיין
далмација	דלמטיה
забранува	אוסר
забранува	אוסרת
забранува	אוסר
тулуз	טולוז
вернер	ורנר
вернер	וורנר
младина	הנעורים
младина	נוער
младина	נעורים
младина	הנוער
антарктикот	אנטארקטיקה
антарктикот	האנטארקטי
саем	הוגן
саем	הוגנת
саем	יריד
генерали	הגנרלים
генерали	גנרלים
трилер	מותחן
глина	חימר
глина	קליי
семе	זרע
администраторите	מנהלים
исклучен	כבוי
исклучен	off
исклучен	מכובה
исклучен	מנותק
исклучен	נותק
исклучен	מנותקת
исклучен	נשלל
насочување	מיקוד
насочување	פילוח
доброволно	ברצון
доброволно	מרצון
доброволно	בהתנדבות
доброволно	מרצון
доброволно	בהתנדבות
доброволно	מרצון
вредни	חרוץ
тринаесет	thirteen
австрискиот	אוסטרי
преселба	נע
преселба	נעה
преселба	עובר
преселба	זז
танци	ריקודים
танци	רוקד
обновени	שוחזר
ризница	מטמון
отварање	פתיחה
религиозен	דתיות
религиозен	דת
религиозен	דתי
религиозен	דתית
религиозен	דתיים
вриење	רותחים
вриење	להרתיח
вриење	רותח
вриење	רותחת
напаѓачот	התוקף
напаѓачот	סטרייקר
индиска	הודית
индиска	אינדיאני
индиска	הודי
ќелии	תאים
хоризонтални	אופקי
пронаоѓач	מאתר
пронаоѓач	ממציא
пронаоѓач	הממציא
соништата	חלומות
вестминстер	ווסטמינסטר
топови	תותחים
маргарита	מרגריטה
апликацијата	יישום
апликацијата	אפליקציה
апликацијата	יישום
апликацијата	אפליקציה
апликацијата	היישום
апликацијата	האפליקציה
апликацијата	אפליקציית
увид	תובנה
увид	תובנות
нож	סכין
благородници	אצילים
благородници	האצילים
благородници	אצילים
стабилни	יציבה
стабилни	יציב
измислил	המציאה
измислил	הומצא
измислил	המציא
спонзор	חסות
спонзор	הספונסר
спонзор	מממן
треви	טרווי
мисури	מיזורי
герлиц	גרליץ
грант	גרנט
грант	מענק
грант	גראנט
словенскиот	הסלאבית
замоци	טירה
замоци	טירות
вештачка	התותבת
вештачка	מלאכותי
вештачка	מלאכותית
вештачка	מלאכותיים
антили	האנטילים
мозаик	פסיפס
поминати	בילה
поминати	בילו
тоскана	טוסקנה
совршено	מושלם
совршено	מושלמות
совршено	מושלמים
совршено	מושלמת
пензија	פרישה
пензија	פנסיה
пензија	הפנסיה
платен	שילמה
платен	בתשלום
платен	משולם
платен	שילם
платен	שולם
јна	jna
недостасува	נעדר
недостасува	חסרה
недостасува	חסרים
недостасува	געגועים
недостасува	חסר
емитуваше	שודר
декада	העשור
декада	עשור
зафати	אפוף
скапоцени	יקרות
скапоцени	פרשס
скапоцени	יקרים
скапоцени	יקר
мурињо	מוריניו
дерек	דארק
дерек	דרק
назначени	במינויים
бонус	בונוס
стрелци	קשתים
стрелци	יורים
спротивен	ההפך
спротивен	ההיפך
носење	לובש
носење	לובשת
носење	אשא
носење	לסחוב
носење	לשאת
клеопатра	קליאופטרה
ќелија	תא
изложена	חשופה
изложена	נחשף
изложена	חשוף
изложена	חשופים
невада	נבדה
невада	נבאדה
манифестира	מממש
манифестира	מנשרים
алтенбург	אלטנבורג
алехандро	אלחנדרו
дипломи	מעלות
дипломи	תארים
фени	פאני
гитаристи	גיטריסטים
носорози	קרנפים
сесија	הפעלה
зголемено	מוגברת
зголемено	גדל
мозамбик	מוזמביק
погреби	לוויות
погреби	הלוויות
колеџи	מכללות
ерфурт	ארפורט
коли	מכוניות
доктрина	דוקטרינת
густа	צפופה
густа	צפוף
почитуван	מכובדת
бредли	ברדלי
бредли	בראדלי
сопственоста	הבעלות
сопственоста	בעלות
астрономи	אסטרונומים
потомок	צאצא
останаа	נשארה
останаа	נשארתי
останаа	נשאר
растење	צמיחה
растење	גדילה
компликации	סיבוך
компликации	סיבוכים
компликации	סיבוך
марш	מארש
марш	מרץ
марш	צעדה
марш	במרץ
препорака	המלצה
препорака	ההמלצה
одозгора	לעיל
одозгора	מעל
морфологија	מורפולוגיה
шпанско	ספרדי
шпанско	ספרדית
гори	לשרוף
гори	כוויה
гори	שורף
гори	שריפת
гори	בוער
гори	בוערת
регионално	אזורי
регионално	איזורי
норма	נורמה
евгениј	יבגני
белоруски	בלארוס
варење	עיכול
замбија	זמביה
избегал	ברח
избегал	נמלט
рекреација	פנאי
рекреација	בילוי
произведен	יוצר
произведен	מיוצר
произведен	יוצרו
произведен	מיוצרים
ставовите	גישות
оштетен	פגומה
оштетен	ניזוק
оштетен	פגום
оштетен	נזק
оштетен	נפגעה
самуел	סמואל
самуел	שמואל
призната	מזוהה
призната	זוהה
призната	מזוהה
призната	מוכר
призната	מוכרת
импулс	דחף
гамбија	גמביה
лидија	לידיה
рут	רות
банкноти	שטרות
банкноти	חשבונות
банкноти	שטרות
назначува	למנות
женско	נשי
женско	נקבה
хонда	הונדה
нерв	העצב
нерв	חוצפה
нерв	עצב
амстел	אמסטל
катедрали	קתדרלות
препознавање	הכרה
