ofiarą	áldozat
podróże	utazás
podróże	utazó
podróże	utazni
podróże	utazás
podróże	utazik
podróże	utazó
pokrywy	borító
pokrywy	takaró
lewandowski	lewandowski
przekazano	továbbított
umieszczenie	elhelyezés
kapłan	pap
aktów	cselekmények
aktów	aktusok
twierdzenia	állítások
twierdzenia	állítások
twierdzenia	követelés
twierdzenia	követelések
twierdzenia	igények
pokrewne	összefüggő
pokrewne	kapcsolódó
pokrewne	rokonok
pokrewne	rokon
pokrewne	kapcsolatban
orlando	orlando
opinia	vélemény
opinia	véleményt
opinia	vélemények
opinia	visszajelzés
alessandro	alessandro
pogoń	törekvés
pogoń	üldözés
pogoń	hajsza
pogoń	üldözés
pogoń	chase
bycia	lenni
postawy	magatartás
postawy	hozzáállás
postawy	testtartás
postawy	tartás
kasy	pénz
kasy	pénzt
kasy	kijelentkezés
kasy	készpénz
kasy	készpénzben
kasy	pénzt
klaus	klaus
studenci	diákok
studenci	hallgatók
studenci	tanulók
studenci	hallgató
studenci	tanítvány
studenci	diák
studenci	tanuló
zęby	fogat
zęby	fogak
duszy	lélek
duszy	soul
duszy	lelkem
duszy	lelked
przeznaczeniem	végzet
przeznaczeniem	sors
finały	döntő
finały	vizsgák
obywatel	polgár
obywatel	állampolgár
obywatel	polgárok
irlandia	írország
osobno	külön
zeszyt	notebook
zeszyt	füzet
ferdinand	ferdinand
act	aktus
act	felvonás
nationale	nationale
skała	szikla
skała	kő
skała	rock
leonarda	leonard
łaski	irgalom
łaski	kegyelem
łaski	mercy
łaski	kegyelem
łaski	grace
wykorzystane	használt
wykorzystane	felhasznált
wykorzystane	kihasznált
nieliczne	gyér
nina	nina
zachowań	magatartások
wyświęcony	felszentelt
montana	montana
hansen	hansen
parametr	paraméter
parametr	paraméterek
narciarstwo	síelés
narciarstwo	síelni
eyes	szemed
eyes	szeme
eyes	szem
eyes	szemek
terytoriów	területek
ochotników	önkéntesek
ochotników	önkéntes
pojęć	fogalmak
pojęć	elképzelések
circle	kör
circle	kört
absolwentów	öregdiák
absolwentów	diplomások
absolwentów	végzősök
dłuższe	hosszabb
równania	egyenletek
auf	auf
uruchomienie	kilövés
uruchomienie	indítás
uruchomienie	igénybevétele
uruchomienie	üzembe
uruchomienie	kilövés
gilles	gilles
diana	diana
senat	szenátus
senat	szenátusi
zaproszenie	meghívni
zaproszenie	meghívó
zaproszenie	meghívás
zaproszenie	meghívást
zaproszenie	meghívó
zaproszenie	meghívás
zaproszenie	meghívást
zamiar	szándék
zamiar	szándéka
zamiar	szándék
zamiar	szándéka
podwozie	futómű
podwozie	alváz
iranie	iráni
iranie	irán
lane	lane
lane	sáv
minas	minas
reggae	reggae
blog	blog
zębów	fogat
zębów	fogak
dziesiątki	tízes
dziesiątki	tucatnyi
orbicie	pályára
aten	athéni
lars	lars
ter	ter
full	full
full	teljes
odra	kanyaró
afryka	afrikai
afryka	afrika
afryka	afrikai
opublikowano	közzétette
opublikowano	kiküldött
opublikowano	közzétett
opublikowano	közzétette
opublikowano	publikált
opublikowano	közzétett
monet	érméket
monet	érme
monet	érmék
monet	monet
lufy	hordó
lufy	hordó
kosmiczny	kozmikus
money	pénz
money	pénzt
korzyść	haszon
korzyść	előny
korzyść	előny
krotnie	szeres
krotnie	hajtás
calgary	calgary
szybciej	gyorsabban
szybciej	gyorsabb
bakterii	bakteriális
bakterii	baktérium
bakterii	baktériumok
bakterii	baktérium
gospodarcza	gazdasági
przełom	áttörés
texas	texasi
texas	texas
texas	texasban
heavy	heavy
heavy	súlyos
heavy	nehéz
rysunki	rajzok
rysunki	rajzokat
jake	jake
historycy	történészek
portland	portland
portland	portlandben
terytoria	területek
terytoria	terület
terytoria	területe
algorytm	algoritmust
algorytm	algoritmus
koronę	koronát
koronę	crown
koronę	korona
wróć	visszatérés
wróć	vissza
wróć	visszatér
kamienie	stones
kamienie	kövek
kamienie	kő
kamienie	stone
kamienie	kövek
kamienie	sziklák
honor	becsület
honor	megtiszteltetés
honor	becsület
honor	megtiszteltetés
konkretnie	konkrétan
konkretnie	kifejezetten
konkretnie	kimondottan
umiera	meghal
umiera	haldokló
umiera	haldoklik
przemysłowe	ipari
tunel	alagút
niewątpliwie	kétségtelenül
niewątpliwie	kétségkívül
zbiorniki	víztározók
zbiorniki	tankok
zbiorniki	tartályok
niewielu	kevesen
niewielu	pár
niewielu	kevés
niewielu	kevesek
niewielu	néhány
iras	iras
sprzedano	eladva
sprzedano	eladott
sprzedano	elkelt
chen	chen
konkursy	versenyek
konkursy	versenyek
tygodniach	hetekig
tygodniach	hetek
zen	zen
ewakuacji	evakuálás
jürgen	jürgen
wymiar	dimenzió
bonus	prémium
bonus	bónusz
sncf	sncf
web	web
web	háló
web	webes
connecticut	connecticut
rolnictwo	mezőgazdasági
rolnictwo	mezőgazdaság
rolnictwo	gazdálkodás
rolnictwo	tenyésztés
rolnictwo	mezőgazdasági
rolnictwo	mezőgazdaság
zmieniona	módosult
zmieniona	módosított
zmieniona	módosítva
simone	simone
juniors	juniors
poezja	vers
poezja	költészet
litwa	litvániában
litwa	litvánia
pokład	pakli
pokład	fedélzeten
pokład	fedélzet
sprzeciw	ellenvetés
sprzeciw	ellenzéki
sprzeciw	ellenzék
atlanta	atlanta
atlanta	atlantában
atlanta	atlantai
sól	só
sól	sót
sól	sós
traktować	kezelni
traktować	kezeljük
kolonię	kolónia
kolonię	telep
opady	csapadék
opady	csapadék
słowacja	szlovákia
odchodzi	elmegy
usuwanie	eltávolítása
usuwanie	megsemmisítés
usuwanie	törlés
usuwanie	eltávolítás
usuwanie	eltávolítása
odzyskał	visszanyerte
klein	klein
poczucie	érzék
poczucie	értelem
poczucie	értelme
odwrót	visszavonulás
rany	seb
rany	sebek
substancje	anyag
substancje	anyagokra
substancje	anyagok
substancje	hatóanyagok
publikowane	közzétette
publikowane	publikált
publikowane	közzétett
pływak	úszó
ogromny	hatalmas
ogromny	óriási
ogromny	masszív
ogromny	hatalmas
działek	parcellák
schemat	diagram
schemat	ábra
schemat	vázlat
schemat	séma
oczywiste	nyilvánvaló
fotografia	fényképek
fotografia	kép
fotografia	fénykép
fotografia	fotó
fotografia	fotózás
fotografia	fénykép
teoretycznie	elméletileg
gmt	gmt
przekierowanie	átirányítás
krajobraz	táj
ted	ted
tramwaj	villamos
tramwaj	villamos
przekonać	meggyőzni
przekonać	meggyőzni
belgradzie	belgrád
tkanki	szövetek
tkanki	szövet
tkanki	szövetek
podstawowego	alap
podstawowego	alapvető
skuteczność	előadás
skuteczność	teljesítmény
skuteczność	hatékonysága
skuteczność	hatékonyságát
skuteczność	hatékonyság
skuteczność	hatékonysági
skuteczność	hatékonyság
skuteczność	hatékonyság
przypadkowo	véletlenül
tryby	módok
erich	erich
dama	hölgy
władcą	uralkodó
ślad	ösvény
ślad	nyom
przyjęte	elfogadva
przyjęte	elfogadott
przyjęte	elfogadta
przyjęte	elfogadva
przyjęte	elfogadott
bloki	tömb
niska	alacsonyan
niska	alacsony
twierdzą	követelés
twierdzą	állítás
twierdzą	igény
testament	testamentum
berg	berg
anhalt	anhalt
podobieństwo	hasonlóság
podobieństwo	hasonlóság
podobieństwo	hasonlóságot
mitsubishi	mitsubishi
przedni	elülső
zatrudnienie	foglalkoztatottság
zatrudnienie	foglalkoztatási
zatrudnienie	foglalkoztatás
horror	horror
horror	rémület
horror	borzalom
technologia	technológia
technologia	technika
oklahoma	oklahoma
konkretne	specifikus
konkretne	konkrét
konkretne	beton
konkretne	konkrét
konflikty	konfliktusok
konflikty	konfliktus
konflikty	ütközés
konflikty	konfliktusok
konflikty	konfliktus
wezwanie	idézés
sophie	sophie
kings	királyok
dokładne	pontos
dokładne	precíz
dokładne	pontos
dokładne	pontos
mianowicie	nevezetesen
podziemia	alvilági
podziemia	alvilág
zapobiec	megelőzni
zapobiec	megelőzése
skrzyżowanie	kereszteződés
skrzyżowanie	csomópont
skrzyżowanie	junction
poprawę	javítása
poprawę	javul
architektów	építészek
muza	múzsa
czytać	olvasott
organizatorów	szervezők
organizatorów	szervezők
dopuszczalna	elfogadhatónak
dopuszczalna	elfogadható
dopuszczalna	megengedhető
dopuszczalna	megengedett
spada	elesik
spada	vízesés
spada	falls
dramatyczny	drámai
siódmego	hetedik
zapasy	kellékek
zapasy	ellátmányt
zapasy	ellátás
zapasy	készletek
zapasy	ellátmány
zapasy	részvények
zapasy	készletek
zapasy	állományok
zapasy	birkózás
zapasy	birkózó
zapasy	részvény
żyły	erek
żyły	véna
donieck	doneck
cesarzem	uralkodó
cesarzem	császár
organiczny	organikus
organiczny	szerves
chrześcijaństwo	kereszténység
instrukcji	utasítás
instrukcji	utasításokat
instrukcji	utasítások
instrukcji	útmutató
hope	remény
hope	remélem
zgoda	hozzájárulás
zgoda	beleegyezése
face	arcát
face	arc
face	arca
opada	elesik
opada	vízesés
opada	falls
genewie	genfi
ojców	atyák
ojców	apák
ojców	apák
zapewnienie	biztosítja
zapewnienie	biztosítékot
zapewnienie	bizonyosság
chronologicznie	kronológiailag
barwa	színek
barwa	színes
barwa	színe
barwa	szín
barwa	színes
barwa	színe
barwa	szín
wspomnień	emlékek
wspomnień	emlék
inżynieria	mérnöki
inżynieria	mérnökök
turbo	turbo
turbo	turbó
radnego	tanácsnok
sale	vásár
sale	eladó
sale	értékesítés
sale	eladás
literaturę	irodalom
dat	dat
artyleria	hadianyag
artyleria	tüzérség
siatkówki	retina
siatkówki	retina
siatkówki	röplabda
roślinności	növényzet
design	dizájn
design	tervezési
design	design
design	tervezés
sklepy	boltok
sklepy	boltokban
sklepy	üzletek
sklepy	boltok
sklepy	boltokban
sklepy	üzletek
maks	max
doradcą	tanácsadó
buffalo	bölény
buffalo	bivaly
buffalo	buffalo
prawdopodobieństwo	valószínűsége
prawdopodobieństwo	valószínűsége
prawdopodobieństwo	valószínűség
zwłoki	holttestek
zwłoki	hullák
zwłoki	tetem
zwłoki	hulla
zwłoki	holttest
zwłoki	tetem
zwłoki	hulla
pokoleń	nemzedékek
pokoleń	generációk
wieczny	örökkévaló
wieczny	örökkévaló
wieczny	örök
przyznaje	elismeri
przyznaje	elismeri
odkryć	felfedezések
odkryć	felfedezés
odkryć	felfedezni
odkryć	felfedezése
stężenie	koncentrációja
stężenie	koncentráció
stężenie	összefonódás
stężenie	koncentrációt
zrobione	foglalt
zrobione	készítette
zrobione	készült
zrobione	tett
zrobione	kész
przyjmując	feltételezve
rozbił	összetört
rozbił	lezuhant
inżynierów	mérnökök
bonaparte	bonaparte
odwołany	törölve
odwołany	törölt
odwołany	lemondás
odwołany	lemondta
odwołany	törölve
żyła	élt
żyła	lakott
żyła	éltem
żyła	véna
zjednoczenie	egység
zjednoczenie	egyesítés
zjednoczenie	egyesülés
zjednoczenie	találkozó
wnioski	alkalmazások
wnioski	kérelmek
wnioski	kérelmek
wnioski	kéri
wnioski	kérések
wnioski	következtetés
wnioski	következtetések
wnioski	következtetés
wnioski	következtetései
wnioski	következtetések
rak	rákos
rak	rák
luksemburga	luxemburgi
luksemburga	luxemburgban
luksemburga	luxemburg
luksemburga	luxembourg
radiowy	rádió
radiowy	rádiós
radiowy	radio
emi	emi
somerset	somerset
atlantyku	atlanti
ronald	ronald
parki	park
parki	parkok
parki	parks
konstrukcje	szerkezetek
konstrukcje	struktúrák
konstrukcje	szerkezetek
hong	hong
rain	rain
rain	eső
jam	yam
jam	jam
jam	lekvár
połączyć	egyesülni
połączyć	kombinálni
pozytywne	pozitívak
pozytywne	pozitív
pętli	hurkok
pętli	hurok
historie	történetek
historie	történeteket
historie	mesék
historie	bejegyzések
sheffield	sheffield
intensywnie	heves
intensywnie	intenzív
intensywnie	intenzíven
intensywnie	intenzíven
niepełnosprawnych	fogyatékkal
niepełnosprawnych	kikapcsolva
niepełnosprawnych	fogyatékos
niepełnosprawnych	rokkant
niepełnosprawnych	fogyatékos
niepełnosprawnych	mozgássérült
magnus	magnus
kolejce	sorban
przejęcia	beszerzés
przejęcia	felvásárlás
przejęcia	átvétel
libii	líbia
fizyka	fizika
islamu	iszlám
sporów	viták
malarzy	festők
jeremy	jeremy
nagrobek	sírkő
nagrobek	sír
nagrobek	sírkő
haiti	haiti
haiti	haiti
rozmieszczenie	bevetés
rozmieszczenie	elrendezés
spektakl	látványosság
przekształcenia	átalakulások
dłoni	palm
wiara	hitem
wiara	faith
wiara	hit
wiara	hittel
wiara	hitet
wiara	hit
jesień	ősz
jesień	őszi
jesień	ősszel
jesień	esés
jesień	őszi
jesień	zuhanás
jesień	ősszel
jesień	ősz
rejestracji	nyilvántartási
rejestracji	nyilvántartásba
rejestracji	regisztráció
myślenia	gondolkodás
myślenia	gondolkodik
myślenia	gondolkodom
myślenia	gondolkodó
zmiennych	változók
wywołuje	indukál
prześladowań	üldöztetés
prześladowań	üldözés
kolorado	colorado
mks	mks
bezpośredni	közvetlen
bezpośredni	direct
bezpośredni	közvetlenül
bezpośredni	egyenes
błony	membránok
derby	derby
głębokie	mély
głębokie	mélyreható
przejęcie	átvétel
przejęcie	beszerzés
przejęcie	megszerzése
pieszych	gyalogos
pieszych	gyalogosok
laurent	laurent
przedstawiona	bemutatott
plakat	plakát
plakat	poszter
inicjatywa	kezdeményező
inicjatywa	kezdeményezés
bohaterka	hősnő
palermo	palermo
wdowa	özvegy
wdowa	özvegye
cole	cole
kulturowe	kulturális
prywatny	magán
prywatny	privát
usuwania	megsemmisítés
gil	gil
synod	zsinat
boliwii	bolíviai
boliwii	bolívia
wyrażenia	mondatok
wyrażenia	kifejezéseket
wyrażenia	kifejezések
wyrażenia	kifejezéseket
wyrażenia	kifejezések
wyrażenia	kifejezés
gazy	gázok
gazy	gázai
edu	edu
nasion	vetőmag
nasion	magvak
nasion	mag
nasion	magok
nasion	vetőmag
nasion	mag
flora	flora
śródziemnego	mediterrán
siódme	hetedik
starsza	idősebb
starsza	idősebbek
starsza	öregebb
starsza	idősebb
starsza	régebbi
esp	esp
porównania	összehasonlítás
porównania	összehasonlítása
phillips	phillips
seine	seine
antwerpii	antwerpen
münchen	münchen
poczęcia	fogantatás
chaos	káosz
zarzut	jogalap
zarzut	állítás
dziób	csőre
ustaw	szett
ustaw	set
ustaw	beállítva
ustaw	forgatás
dialog	párbeszédre
dialog	párbeszéd
palace	palota
palace	palace
sztuczne	mesterséges
baltimore	baltimore
uwięziony	csapdában
ogrodzie	kert
ogrodzie	kertje
ogrodzie	garden
ogrodzie	kertben
robertson	robertson
apple	almás
apple	alma
apple	apple
iwona	yvonne
ogranicza	korlátozza
galaktyk	galaxisok
wiosna	tavaszi
wiosna	tavasz
rządowe	kormány
rządowe	kormányzat
śpiewa	dalol
śpiewa	énekel
śpiewa	énekli
śpiewa	ének
śpiewa	éneklés
śpiewa	énekelni
śpiewa	énekel
przekonany	meggyőzte
kaliber	kaliber
kaliber	kaliberű
kaliber	kaliberű
jessica	jessica
bibliotekę	könyvtári
bibliotekę	könyvtár
bibliotekę	könyvtárban
moritz	moritz
din	din
orbitę	pályára
mohamed	mohamed
osobowość	személyiség
osobowość	személyisége
osobowość	egyéniség
ciężki	heavy
ciężki	súlyos
ciężki	nehéz
zarejestrowany	bejegyzett
zarejestrowany	regisztrált
zarejestrowany	nyilvántartott
zarejestrowany	rögzített
zarejestrowany	rögzítve
zarejestrowany	regisztrált
zarejestrowany	nyilvántartott
zależność	függőség
zależność	függőség
child	gyermek
child	gyermeke
child	gyermekem
child	gyerek
oddanie	elkötelezettség
oddanie	odaadás
podejścia	megközelítések
podejścia	megközelítése
podejścia	megközelítés
okładki	fedezze
okładki	címlap
okładki	fedezni
okładki	fedő
okładki	borító
okładki	borító
okładki	takaró
podmiot	alany
podmiot	figyelemmel
podmiot	tárgy
volley	sortűz
url	url
rzymian	rómaiak
zaproszony	meghívott
zaproszony	meghívva
zbiorowe	kollektív
reprezentujący	képviselni
reprezentujący	képviseletében
wież	tornyok
ostro	durván
ostro	durva
ostro	kemény
kość	csontos
kość	csont
sucha	szárazon
sucha	száraz
współpracownik	munkatárs
współpracownik	munkatárs
współpracownik	társult
lokomotywy	mozdonyok
lokomotywy	mozdony
zagrzeb	zágráb
bibliotek	könyvtárak
tomáš	tomáš
stawy	tavak
stawy	ízületek
skamieniałości	kövületek
księżniczki	királylány
księżniczki	hercegnő
księżniczki	hercegnők
techniczna	műszaki
techniczna	technikai
świadomość	tudatosság
świadomość	tudat
świadomość	eszméletét
świadomość	tudata
świadomość	tudatosság
miles	miles
miles	mérföld
piechota	gyalogság
mongolii	mongólia
smak	íze
smak	íz
smak	aroma
smak	íz
utrata	elveszíteni
utrata	veszíteni
utrata	veszteségek
utrata	veszteség
weber	weber
zatwierdzony	hitelesített
zatwierdzony	engedélyezett
zatwierdzony	jóváhagyott
potocki	potocki
michelle	michelle
baden	baden
przestępstwa	bűncselekmények
przestępstwa	jogsértések
przestępstwa	bűncselekmények
przestępstwa	bűnök
przestępstwa	bűnözés
przestępstwa	bűn
przestępstwa	bűntény
przestępstwa	bűncselekmény
przestępstwa	bűncselekmények
alma	alma
jutro	holnap
ostre	sharp
ostre	éles
ostre	fűszeres
ostre	pikáns
ostre	csípős
ostre	akut
luftwaffe	luftwaffe
szybkość	sebesség
szybkość	fordulatszám
szybkość	gyorsaság
podgatunki	alfaj
zrozumieć	értem
pytań	kérdés
pytań	kérdéseket
pytań	kérdések
software	szoftverek
software	szoftver
zatopiony	elsüllyedt
zatopiony	süllyedt
zatopiony	elsüllyedt
zatopiony	beesett
wiktorii	viktória
wiktorii	victoria
giorgio	giorgio
alejandro	alejandro
sandra	sandra
wallace	wallace
wellington	wellington
regionalny	regionális
zakonnica	apáca
następna	következő
wyroby	árucikkek
wyroby	cikkek
wyroby	termékek
wyroby	termék
wyroby	termékeket
strategii	stratégiák
strategii	stratégia
strategii	stratégiát
informuje	tájékoztatja
emmy	emmy
nadzoru	felügyelet
nadzoru	felügyelet
nadzoru	megfigyelés
nadzoru	felügyeleti
satelitarne	műholdas
satelitarne	műhold
zabawy	móka
zabawy	szórakozás
tajemnicy	titoktartás
operatora	operátor
operatora	kezelő
operatora	üzemeltető
ćwiczeń	gyakorlatokat
ćwiczeń	gyakorlatok
nico	nico
wymiana	csere
wymiana	cseréje
wymiana	csere
przeznaczenia	végzet
przeznaczenia	sors
przeznaczenia	végzet
przeznaczenia	sors
łuk	arc
łuk	ív
łuk	ív
łuk	arch
łuk	íj
poprawnie	helyesen
lucie	lucie
atlancie	atlanta
atlancie	atlantában
atlancie	atlantai
regionalna	regionális
smoka	sárkány
smoka	dragon
opisano	leírt
kwatera	kabinjába
tajne	titok
tajne	titkos
tajne	titkosított
tajne	titkos
julius	julius
ciepło	hőség
ciepło	hő
ciepło	fűtés
ciepło	meleg
ciepło	melegen
ciepło	melegség
alexandre	alexandre
rozwiązać	megoldani
rozwiązać	megoldani
ilustracje	illusztrációk
aniołów	angyalok
wycofanie	visszavonásáról
wycofanie	visszavonás
wycofanie	visszavonása
gość	látogatói
gość	látogató
gość	fickó
gość	guy
gość	pasi
gość	srác
gość	vendég
gran	gran
fale	hullám
fale	hullám
fale	hullámok
statut	alapszabály
statut	alapokmány
dochodów	jövedelem
dochodów	bevétel
dochodów	jövedelmek
dochodów	bevételek
dochodów	jövedelme
strażnik	őrző
strażnik	őr
szerokiej	tág
szerokiej	széles
dyplomatyczne	diplomáciai
dyplomatyczne	diplomata
częstotliwość	frekvencia
częstotliwość	gyakoriság
częstotliwość	gyakorisága
too	is
too	túl
podyplomowe	posztgraduális
matematyka	matek
matematyka	matematika
matematyka	matematikai
matematyka	matematika
matematyka	matematika
matematyka	matematikai
matematyka	matek
matematyka	matematikai
matematyka	matematika
wbc	wbc
berkeley	berkeley
rydze	riga
poznaje	felismeri
poznaje	felismerni
wiarę	hitem
wiarę	faith
wiarę	hit
wiarę	hittel
wiarę	hitet
kostki	bokája
kostki	boka
kostki	boka
kostki	kockák
kostki	knuckles
rozbudowa	meghosszabbítás
rozbudowa	kiterjesztés
rozbudowa	kiterjesztése
rozbudowa	bővítés
rozbudowa	bővülő
rozbudowa	terjeszkedés
rozbudowa	bővítés
nowoczesne	modern
nowoczesne	korszerű
analogicznie	hasonlóképpen
analogicznie	hasonlóan
emily	emily
ostateczny	végső
ostateczny	döntő
ostateczny	végleges
ostateczny	záró
ostateczny	utolsó
ostateczny	végső
fin	fin
clinton	clinton
czwartek	csütörtökön
czwartek	csütörtök
eduard	eduard
ukraińców	ukránok
nauczanie	tanít
nauczanie	tanítani
nauczanie	tanítás
socjolog	szociológus
rejestr	nyilvántartás
rejestr	regisztrálj
rejestr	regisztráció
holowania	vontató
karpaty	kárpátok
koch	koch
rzadkie	ritka
syntezy	szintézis
replika	másolat
przemysłowy	ipari
słup	rúd
słup	pillér
słup	oszlop
doradca	tanácsadó
doradca	tanácsadó
doradca	tanácsadó
doradca	tanácsadó
uderzył	lesújtott
uderzył	lecsapott
uderzył	ütés
uderzył	találat
cokolwiek	mindegy
cokolwiek	bármit
cokolwiek	bármi
audi	audi
oskarżenia	vád
oskarżenia	állítások
oskarżenia	állításokat
oskarżenia	vádak
rejs	cruise
arabii	arábia
panie	hölgyek
panie	hölgyeim
kong	kong
tradycję	tradíció
tradycję	hagyomány
cali	cali
cali	centi
cali	hüvelyk
edgar	edgar
jensen	jensen
chrzest	keresztelő
chrzest	keresztelő
fia	fia
przegrana	vereség
przegrana	legyőzni
przegrana	elveszíteni
przegrana	veszíteni
potomków	leszármazottai
potomków	leszármazottai
england	anglia
england	england
england	angliai
dee	dee
sprzeczne	ellentmondó
sprzeczne	ellentétes
sprzeczne	ellentmondásos
sprzeczne	ellentmondó
renata	renata
zasadnicza	alapvető
płock	płock
asystenta	asszisztens
asystenta	segéd
podkategorii	alkategóriák
podkategorii	alkategória
wagon	szekér
wagon	kocsi
wagon	szekeret
rodzeństwa	testvérek
zniszczyć	elpusztítani
traktuje	bánik
dialogu	párbeszédre
dialogu	párbeszéd
missisipi	mississippi
powodując	okoz
historycznie	történelmileg
christine	krisztina
christine	christine
marynarka	flotta
marynarka	haditengerészet
marynarka	tengerészet
marynarka	kabát
marynarka	zakó
marynarka	kabátot
stężenia	koncentrációja
stężenia	koncentráció
stężenia	összefonódás
stężenia	koncentrációt
wyjaśnienie	magyarázat
wyjaśnienie	magyarázatot
polo	póló
polo	polo
polo	vízilabda
czynne	aktív
czynne	aktívak
odbiór	vége
odbiór	át
odbiór	nyugta
odbiór	átvétel
odbiór	átvevő
odbiór	fogadás
odbiór	recepció
odbiór	befogadás
odbiór	vétel
odbiór	pickup
represji	elnyomás
wicehrabia	vikomt
czeskie	csehország
czeskie	cseh
ashley	ashley
obywatele	állampolgárok
obywatele	polgárok
obywatele	állampolgárok
obywatele	polgár
obywatele	állampolgár
obywatele	polgárok
piętro	emelet
piętro	padló
salon	lounge
salon	szalon
salon	szalonban
ain	ain
mięsa	húsok
mięsa	hús
mięsa	húst
mięsa	húsok
czynnik	faktor
czynnik	tényező
speedway	speedway
mechaniczne	mechanikai
mechaniczne	mechanikus
nbc	nbc
wasilij	vaszilij
podłoże	szubsztrát
podłoże	hordozó
podłoże	talaj
mauzoleum	mauzóleum
butler	butler
butler	inas
butler	komornyik
zlewni	vízgyűjtő
liczebności	bőséges
liczebności	bőség
obserwuje	megfigyelési
obserwuje	megfigyelés
obserwuje	megfigyelni
obserwuje	nézni
obserwuje	nézem
obserwuje	nézi
tunezji	tunézia
tunezji	tunéziai
samuela	samuel
paliwo	tüzelőanyag
paliwo	üzemanyag
paliwo	benzin
piłsudski	piłsudski
skuteczności	hatékonysága
skuteczności	hatékonyságát
skuteczności	hatékonyság
skuteczności	hatékonysági
skuteczności	hatékonyság
zatrudnienia	foglalkoztatottság
zatrudnienia	foglalkoztatási
zatrudnienia	foglalkoztatás
ren	rajna
grey	ősz
grey	grey
grey	szürke
tokyo	tokió
tokyo	tokiói
tokyo	tokyo
okno	ablak
okno	ablakon
uroczyście	ünnepélyesen
kolumbia	kolumbia
kolumbia	columbia
kolumbia	kolumbia
cameron	cameron
motorsport	motorsport
germain	germain
glenn	glenn
treningi	edzések
treningi	tréning
treningi	képzési
treningi	kiképzés
treningi	képzés
treningi	edzés
treningi	képzések
prosi	kérdi
prosi	kérdezi
leeds	leeds
kwiat	blossom
kwiat	virág
kwiat	virágos
wieki	évszázadok
wieki	évszázadokkal
aaron	aaron
aaron	áron
operacyjnych	működési
operacyjnych	operatív
council	tanács
camp	camp
camp	tábor
fabio	fabio
ręczny	kézifék
komiksów	képregények
komiksów	képregény
komiksów	képregényeket
mann	mann
zwykły	rendszeresen
zwykły	rendszeres
zwykły	normál
zwykły	közönséges
zwykły	hétköznapi
misje	missziók
misje	misszió
misje	feladat
misje	küldetés
wytwarza	termel
trzyma	tartja
rycerzy	lovagok
demokratów	demokraták
demokratów	demokraták
demokratów	demokrata
pokonany	megverték
pokonany	megvert
pokonany	legyőzte
pokonany	legyőzött
charków	harkov
norm	normák
norm	standardok
norm	előírások
norm	szabványok
norm	norma
norm	norm
peugeot	peugeot
standardy	standardok
standardy	előírások
standardy	szabványok
poprosił	kérdezte
poprosił	kérdezett
poprosił	kérte
poprosił	kérdeztem
węgiel	szén
węgiel	szenet
węgiel	faszén
węgiel	szén
bass	bass
bass	basszus
automatyczna	automata
automatyczna	automatikus
aspekty	szempontok
aspekty	szempontjai
aspekty	szempont
prosto	egyenesen
prosto	egyenes
prezentacji	megjelenítés
prezentacji	bemutatása
prezentacji	bemutató
prezentacji	előadások
stefano	stefano
domeny	tartományok
domeny	domain
domeny	tartomány
dame	dame
pracujący	dolgozó
pracujący	dolgozik
pracujący	dolgozom
pracujący	dolgozok
ostrowski	ostrowski
wzory	modellek
wzory	modelleket
wzory	minták
wzory	mintákat
wzory	terveket
wzory	tervek
wzory	képletek
zatonął	elsüllyedt
zatonął	süllyedt
zatonął	elsüllyedt
zatonął	süllyedt
joel	joel
porównanie	összehasonlítás
porównanie	összehasonlítása
porównanie	összehasonlítani
porównanie	összehasonlítás
porównanie	összehasonlítása
dell	dell
ewy	éva
ewy	eve
fra	fra
osobisty	személyes
osobisty	személyi
prezydenckie	elnöki
carmen	carmen
montgomery	montgomery
kompozytorów	zeneszerzők
jądro	kernel
jądro	mag
następcę	utódja
salomona	salamon
salomona	solomon
pearl	pearl
pearl	gyöngy
wywołało	kiváltott
wiktoria	viktoria
wiktoria	viktória
wiktoria	victoria
przodków	őseink
przodków	ősök
chińskie	kínai
chińskie	kínaiak
kielicha	kehely
lodu	jég
lodu	ice
liber	liber
przydatne	hasznos
jowisza	jupiter
zaangażowanie	eljegyzési
zaangażowanie	eljegyzés
zaangażowanie	aktivitás
zaangażowanie	bevonása
zaangażowanie	részvétel
zaangażowanie	elkötelezettség
wer	wer
rzemiosła	kézműves
kompetencji	alkalmasság
kompetencji	képesítő
kompetencji	szakértelem
kompetencji	hatáskör
kompetencji	hatásköre
kompetencji	hatáskörök
kompetencji	hatáskör
zapach	illata
zapach	szag
zapach	illat
zapach	szag
zapach	illat
zapach	szag
zapach	illatok
zapach	illat
żyjący	élni
żyjący	élő
rozszerzenie	bővítési
rozszerzenie	bővítés
rozszerzenie	terjeszkedés
rozszerzenie	bővítés
rozszerzenie	meghosszabbítás
rozszerzenie	kiterjesztés
rozszerzenie	kiterjesztése
rozszerzenie	bővítés
mercury	mercury
mercury	higany
konsulat	konzulátus
turków	törökök
prezentowane	kiemelt
prezentowane	bemutatott
kazań	kazan
uroczyste	ünnepélyesen
uroczyste	ünnepélyes
uroczyste	ünnepi
uroczyste	ünnepélyes
greckie	görög
venus	vénusz
armata	ágyú
armata	cannon
homo	homo
homo	buzi
homo	homokos
herbie	herbie
wien	wien
bergen	bergen
produkuje	termel
ciemne	sötét
lokalnie	helyben
lokalnie	helyileg
