hostince	herbergen
sportovec	sportman
vykonává	vervult
vykonává	presteert
fyzika	natuurkunde
fyzika	fysica
warner	warner
krk	krk
krk	hals
krk	nek
rameno	schouder
edmund	edmund
pri	pri
klein	klein
automatické	automaat
automatické	automatisch
automatické	automaat
automatické	automatische
automatické	automatisch
oskar	oskar
oskar	oscar
živá	leef
živá	live
živá	leven
živá	levendig
živá	levendige
živá	levend
spektrum	spectra
spektrum	spectrum
integrace	integratie
mediawiki	mediawiki
pečlivě	zorgvuldig
pečlivě	voorzichtig
pečlivě	nauwgezet
kardinála	kardinaal
pius	pius
vyzval	aangevochten
vyzval	uitgedaagd
faktorů	factoren
semily	semily
disciplíny	discipline
disciplíny	disciplines
robinson	robinson
duo	duo
sousedních	naburige
podlehla	bezweken
podlehla	bezweek
lékařská	medische
lékařská	medisch
otevřeně	openlijk
arch	arch
arch	boog
vražda	moordzaken
vražda	doodslag
vražda	moord
vražda	moord
příjmy	inkomsten
příjmy	ontvangsten
příjmy	inkomen
příjmy	inkomsten
příjmy	opbrengsten
příjmy	inkomsten
příjmy	ontvangsten
hnízdo	nest
hnízdo	nestje
rozlišuje	onderscheidt
knihovnu	bibliotheek
argentiny	argentinië
rozvod	scheiding
rozvod	echtscheiding
rozvod	scheiden
poskytování	voorziening
poskytování	bepaling
spotřeba	verbruik
spotřeba	consumptie
fyzicky	lichamelijk
fyzicky	fysiek
vinohrady	vinohrady
herců	acteurs
herců	actoren
sofie	sofia
sofie	sophia
sofie	sofie
vítězslav	vítězslav
ponechání	behoud
bohatý	rijk
bohatý	rijken
bohatý	rich
bohatý	rijke
výchova	opvoeding
výchova	koesteren
výchova	opvoeding
konflikty	conflicten
konflikty	conflict
konflikty	conflicten
konflikty	conflict
main	belangrijkste
main	voornaamste
main	main
růžové	pink
růžové	roze
růžové	rosé
révy	wijnstokken
creek	beek
creek	kreek
saturn	saturn
saturn	saturnus
malba	schilderen
malba	verven
malba	schilderkunst
malba	schilderij
šedé	gray
šedé	grijze
šedé	grijs
šedé	grijze
šedé	grijs
šedé	grey
graham	graham
podloží	ondergrond
atmosféru	sfeer
atmosféru	atmosfeer
atmosféru	dampkring
nalezena	gevonden
vánoce	kerstmis
vánoce	kerst
vánoce	christmas
vánoce	kerstfeest
byliny	kruiden
byliny	herb
byliny	kruiden
byliny	kruid
dánské	deens
dánské	deense
kvartet	kwartet
pořádání	hosting
sériové	serienummer
sériové	seriële
plavání	zwemmen
výrazy	uitdrukkingen
výrazy	expressie
výrazy	expressies
výrazy	termen
výrazy	voorwaarden
popsat	omschrijf
popsat	beschrijf
popsat	beschrijven
stewart	stewart
těžká	heavy
těžká	zwaar
těžká	zware
těžká	heftig
voličů	kiezers
voličů	kiezer
voličů	kiezers
voličů	stemmers
voličů	kiezer
zdánlivě	ogenschijnlijk
zdánlivě	ogenschijnlijk
zdánlivě	schijnbaar
mostů	bruggen
svazky	bundels
svazky	volumes
předsednictva	bureau
stoupá	rising
stoupá	stijgend
stoupá	stijgende
stoupá	rijzende
kódování	codering
kódování	coderen
kódování	codering
kódování	coderen
výměna	ruil
výměna	uitwisseling
výměna	uitwisselen
výměna	ruil
výměna	ruilen
výměna	swap
výměna	omwisselen
nesouhlasím	oneens
vyjednávání	onderhandelen
vyjednávání	onderhandeling
vyjednávání	onderhandelingen
vyjednávání	onderhandelen
vyjednávání	onderhandeling
vyjednávání	onderhandelen
vyjednávání	onderhandeling
vyjednávání	onderhandelingen
vyjednávání	onderhandelen
vyjednávání	onderhandeling
vyjednávání	onderhandelingen
smetana	crème
smetana	room
zachovat	bewaren
zachovat	behouden
zachovat	handhaven
zachovat	houd
zachovat	houden
zaměstnance	werknemer
zaměstnance	medewerker
zaměstnance	medewerkers
zaměstnance	werknemers
alberto	alberta
alberto	alberto
slovesa	werkwoorden
příroda	natuur
maďarská	hongaarse
maďarská	hongaars
zubů	tanden
zubů	gebit
zubů	tandjes
formulace	formulering
formulace	formuleringen
formulace	formulering
experimenty	experimenten
experimenty	proefnemingen
experimenty	proeven
experimenty	experimenten
experimenty	experimenteren
šířku	breedte
kultur	cultures
kultur	culturen
obtížně	lastig
obtížně	moeilijk
obtížně	moeilijke
odpovídají	corresponderen
kosmonautů	kosmonauten
lidský	menselijk
lidský	menselijke
lidský	mens
thompson	thompson
thompson	janssen
svatyně	heiligdom
svatyně	sanctuary
svatyně	heiligdom
svatyně	toevluchtsoord
svatyně	altaar
svatyně	heiligdom
svatyně	tempel
fiat	fiat
ville	ville
jam	jam
magnetické	magnetische
magnetické	magnetisch
norské	noors
norské	noorse
potlačení	onderdrukking
potlačení	repressie
potlačení	onderdrukking
musica	musica
subjektivní	subjectieve
subjektivní	subjectief
lou	lou
omezit	beperken
omezit	verminderen
omezit	reduceren
omezit	verkleinen
omezit	beperken
omezit	limiet
omezit	limieten
nehody	ongevallen
nehody	ongelukken
úředníků	ambtenaren
úředníků	functionarissen
hrobky	tombe
hrobky	graftombe
hrobky	graf
hrobky	graven
referendum	referenda
referendum	referendum
referendum	referenda
přepis	transcriptie
přepis	transcriptie
přepis	transcript
slabší	zwakkere
slabší	zwakker
určeno	voorgenomen
určeno	bedoeld
určeno	beoogde
určeno	bestemd
larvy	larve
larvy	larven
larvy	larve
larvy	maden
reklamy	advertenties
reklamy	advertenties
reklamy	reclame
reklamy	adverteren
vyhnout	vermijd
vyhnout	voorkom
vyhnout	vermijdt
vyhnout	vermijden
vyhnout	vermeden
vyhnout	vermeed
emigroval	emigreerde
tenis	tennissen
bakterií	bacterie
bakterií	bacteriën
uzel	node
uzel	knooppunt
uzel	knopen
uzel	knoop
hostinec	inn
hostinec	herberg
ahoj	hallo
ahoj	hello
léčby	behandeling
filharmonie	philharmonic
ann	ann
obranné	defensief
obranné	defensieve
bayern	bayern
uspěl	gelukt
uspěl	geslaagd
návštěva	bezoekers
návštěva	bezoeker
návštěva	bezoek
návštěva	bezoeken
alpes	alpes
limit	beperken
limit	limiet
limit	limieten
pevný	stevig
pevný	massief
pevný	solide
pevný	vaste
pevný	firma
magic	magie
magic	magic
magic	magisch
přítomen	aanwezig
přítomen	heden
přítomen	presenteren
přítomen	presenteer
specifický	specifiek
specifický	specifieke
stáhnout	download
stáhnout	downloaden
stáhnout	terugtrekken
tennessee	tennessee
kolegové	collegae
hluboká	diep
hluboká	diepe
hluboká	deep
očekávání	anticipatie
očekávání	anticiperen
očekávání	verwachtingen
očekávání	verwachting
očekávání	verwachtingen
nowrap	nowrap
vyrobené	made
vyrobené	gemaakt
vyrobené	vervaardigde
vyrobené	gefabriceerd
vyrobené	geproduceerd
vyrobené	vervaardigd
vyrobené	produceerde
vyrobené	geproduceerd
vyrobené	geproduceerde
catherine	catherine
catherine	catharina
potřebují	nood
potřebují	need
potřebují	nodig
potřebují	noodzaak
potřebují	behoefte
překonat	overwinnen
překonat	overwonnen
víra	faith
víra	geloof
víra	vertrouwen
víra	geloof
víra	overtuiging
harrison	harrison
swe	swe
joachim	joachim
okrsek	district
spáchal	geëngageerde
spáchal	begaan
spáchal	toegewijd
spáchal	vastgelegde
spáchal	gepleegd
marián	marián
specialista	specialist
specialista	gespecialiseerd
strachu	angst
strachu	vrees
strachu	fear
erupce	uitbarsting
erupce	uitbarstingen
masakr	massamoord
masakr	slachting
masakr	slachtpartij
masakr	bloedbad
masakr	slachten
masakr	slachting
masakr	slacht
masakr	slachting
masakr	bloedbad
nezávislá	zelfstandig
nezávislá	onafhankelijke
nezávislá	onafhankelijk
bezprostřední	dreigend
bezprostřední	onmiddellijk
bezprostřední	onmiddellijke
zasáhl	ingegrepen
pozdě	late
pozdě	laat
bin	bin
kousek	stuk
kousek	stukje
schéma	diagram
schéma	regeling
schéma	grafiek
schéma	schematisch
schéma	schematische
oblíbený	populaire
oblíbený	populair
oblíbený	favoriet
oblíbený	favoriete
bavorsko	beieren
posouzení	evaluatie
posouzení	beoordeling
obnova	restauratie
obnova	restaureren
obnova	herstel
obnova	herstel
obnova	vernieuwing
obnova	hernieuwing
obnova	verlenging
encyklopedické	encyclopedische
domažlice	domažlice
epidemie	epidemieën
epidemie	uitbraak
epidemie	epidemie
satelitní	satelliet
mimořádné	buitengewone
mimořádné	buitengewoon
mimořádné	uitzonderlijk
mimořádné	uitzonderlijke
mimořádné	buitengewoon
mimořádné	uitzonderlijk
přežití	voortbestaan
přežití	survival
přežití	overleven
přežití	overleving
přežití	overleven
řekové	grieken
aktivitu	activiteit
přiznal	bekende
novely	romans
herečky	actrices
herečky	actrice
auf	auf
morgan	morgan
reprezentativní	representatief
reprezentativní	representatieve
reprezentativní	vertegenwoordiger
flotily	vloot
flotily	wagenpark
arábie	arabië
těhotenství	zwangerschap
občan	burger
občan	citizen
ohrožené	bedreigde
ohrožené	bedreigd
klára	klara
klára	clara
instrumentální	instrumentale
kiss	zoen
kiss	kus
kiss	kusje
kiss	kiss
kiss	kussen
terry	terry
vajec	eieren
vajec	eitjes
jakýkoliv	elke
rezervaci	reservering
prodloužena	uitgebreid
prodloužena	verlengd
spolky	samenlevingen
tramvaj	tram
tramvaj	trolley
tramvaj	tram
odmítli	afgewezen
odmítli	geweigerd
dáno	gegeven
přijel	gearriveerd
přijel	aangekomen
specializované	gespecialiseerd
specializované	gespecialiseerd
daly	daly
provence	provence
kulturně	cultureel
parc	parc
beatles	beatles
parky	parken
michigan	michigan
kost	botten
kost	bot
kost	botje
kost	bone
znalost	kennis
višnjan	višnjan
podvozek	onderstel
podvozek	chassis
klobouk	hoed
klobouk	pet
klobouk	hat
klobouk	muts
protesty	protesten
protesty	protest
protesty	protesteren
protesty	protesten
protesty	protest
posloupnost	sequentie
posloupnost	volgorde
posloupnost	opeenvolging
skotska	schotland
nedostatky	tekortkomingen
nedostatky	gebreken
nedostatky	tekortkomingen
nedostatky	zwaktes
nedostatky	zwakheden
nedostatky	tekortkomingen
daň	belasting
daň	belastingen
bohemia	bohemen
soutěžní	concurrentie
soutěžní	mededinging
soutěžní	competitie
soutěžní	concurrerend
soutěžní	concurrerende
soutěžní	competitief
soutěžní	competitieve
dodávky	bestelwagens
dodávky	busjes
dodávky	leveranties
dodávky	leveringen
dodávky	benodigdheden
dodávky	bevoorrading
dodávky	voorraden
dodávky	voorraad
dodávky	leveringen
oblouk	arc
oblouk	arch
oblouk	boog
rytíře	knights
rytíře	ridders
trenéři	coaches
trenéři	trainers
trenéři	trainers
konfliktů	conflicten
konfliktů	conflict
pozic	posities
prvotní	oer
čtrnáct	fourteen
čtrnáct	veertien
reagoval	reageerde
reagoval	reageerde
miluje	houdt
miluje	liefdes
cestování	reizen
cestování	reis
cestování	reizend
holub	duif
holub	duiven
porodu	bevalling
logické	logisch
logické	logische
logické	logisch
logické	logica
logické	logische
železnici	spoorweg
pozvání	uitnodigingen
pozvání	uitnodiging
pozvání	uitnodigen
pozvání	uitnodiging
veronika	veronika
veronika	veronica
hrdinů	heroes
hrdinů	helden
vyrobeny	vervaardigde
vyrobeny	gefabriceerd
vyrobeny	geproduceerd
vyrobeny	vervaardigd
vyrobeny	made
vyrobeny	gemaakt
myšlenek	gedachten
myšlenek	gedachtes
bonaparte	bonaparte
minutu	minuut
minutu	minuutje
dolina	dolina
živě	leef
živě	live
živě	leven
popření	ontkenning
mitchell	mitchell
mitchell	mitchel
výroční	jaarlijks
bytů	bytes
orange	sinaasappel
orange	oranje
náhorní	nagorno
chorvatské	kroatisch
chorvatské	kroatische
prodává	verkoopt
hektarů	hectare
hektarů	hectaren
parků	parken
psáno	schriftelijke
psáno	geschreven
xml	xml
kate	kate
obrátil	omgedraaid
obrátil	omgekeerd
url	url
okolnosti	omstandigheden
okolnosti	omstandigheid
okolnosti	omstandigheden
liška	vossen
liška	fox
liška	vos
peří	veren
peří	veertje
peří	veer
peří	veren
carter	carter
výhodu	voordeel
silva	silva
pocity	sensaties
pocity	gevoelens
patrik	patrik
patrik	patrick
sopka	vulkaan
produktu	product
produktu	produkt
potraviny	levensmiddelen
potraviny	voedsel
potraviny	eten
potraviny	levensmiddelen
potraviny	voedingsmiddelen
potraviny	boodschappen
potraviny	levensmiddelen
potraviny	voedingswaren
potraviny	voedingsmiddelen
odstraněna	verwijderde
odstraněna	geschrapt
odstraněna	verwijderd
odstraněna	gewist
odstraněna	verwijderde
odstraněna	verwijderd
kult	cult
kult	sekte
kult	cultus
kůry	blaffen
kůry	schors
kůry	bast
silver	zilver
silver	zilveren
silver	silver
kovové	metalen
kovové	metallic
trubka	pipe
trubka	pijp
trubka	tube
trubka	buis
trubka	trompet
joan	johanna
joan	joan
zajímá	geïnteresseerd
zajímá	interesse
reklama	reclame
reklama	adverteren
reklama	reclame
reklama	advertentie
matematika	wiskunde
matematika	wiskunde
matematika	wiskunde
návod	handmatige
návod	manueel
návod	handleiding
návod	handmatig
návod	handboek
návod	instructies
návod	instructie
naši	onze
naši	ons
sierra	sierra
caesar	caesar
pohyby	moves
pohyby	beweegt
pohyby	bewegingen
pohyby	verplaatsing
pohyby	beweging
pohyby	moties
pohyby	bewegingen
pohyby	verplaatsingen
poškozen	beschadigd
poškozen	beschadigde
poškozen	corrupt
poškozen	bedorven
poškozen	beschadigd
výjimku	uitzondering
čelní	frontaal
čelní	frontale
umožnila	ingeschakeld
true	waar
true	true
true	klopt
podepsána	ondertekend
podepsána	ondertekende
podepsána	gesigneerd
podepsána	getekend
orgánu	orgel
orgánu	orgaan
řidiče	coureurs
řidiče	chauffeurs
řidiče	rijders
řidiče	chauffeur
řidiče	stuurprogramma
řidiče	driver
řidiče	bestuurder
oddělené	gescheiden
oddělené	aparte
oddělené	gescheiden
oddělené	apart
vyhláška	verordening
vyhláška	decreet
neštěstí	pech
neštěstí	ongelukkige
neštěstí	ongelukkig
neštěstí	ongeluk
neštěstí	catastrofe
neštěstí	ramp
neštěstí	rampspoed
neštěstí	rampen
wiener	wiener
aktivních	active
aktivních	actieve
aktivních	actief
loví	jaagt
praga	praga
velvyslanectví	ambassade
ovlivnit	beïnvloeden
ovlivnit	beïnvloeden
ovlivnit	invloed
ovlivnit	beïnvloeding
svobodná	alleenstaande
svobodná	single
svobodná	alleenstaand
svobodná	vrijgezel
kovy	metalen
kovy	metal
kovy	metaal
kovy	metalen
sinclair	sinclair
předsedal	voorgezeten
pilotní	piloot
pilotní	pilot
zobrazí	toont
zobrazí	shows
nepřátel	vijanden
hradecká	hradecká
architektonické	architectonische
architektonické	architectonisch
inteligentní	intelligente
inteligentní	intelligent
tyčinky	stokken
tyčinky	klemt
tyčinky	sticks
tyčinky	stokjes
kyselin	zuren
přímá	rechtstreeks
přímá	directe
přímá	direct
přímá	rechtstreekse
italia	italia
vkládá	ingevoegd
vkládá	ingelast
vkládá	ingebracht
zimy	winters
obhájce	verdediger
dokonale	perfect
larry	larry
rozložení	distributie
rozložení	verdeling
rozložení	indeling
rozložení	opmaak
rozložení	layout
finance	financien
finance	financiën
finance	financieren
finance	financiën
norma	norma
norma	norm
norma	standaard
norma	norm
příkazy	opdrachten
příkazy	bevelen
příkazy	bestellingen
příkazy	orders
napsali	schreven
napsali	schreef
blake	blake
opakované	herhaalde
opakované	herhaald
opakované	repetitieve
zpíval	sang
zpíval	zongen
zpíval	zong
zpíval	gezongen
dovnitř	binnen
dovnitř	binnenkant
osobám	personen
pravdy	waarheden
soukromí	privacy
podlaží	vloer
podlaží	verdieping
podlaží	floor
luk	luk
luk	buigen
luk	bow
luk	buig
luk	boeg
luk	buiging
luk	boog
jednotlivců	particulieren
jednotlivců	individuen
vzory	modellen
vzory	patronen
vzory	designs
vzory	ontwerpen
podpořit	ondersteuning
podpořit	steun
podpořit	support
podpořit	ondersteunen
olympic	olympic
olympic	olympisch
zraněn	gewond
zraněn	gewonden
zraněn	geblesseerd
zraněn	gewond
zraněn	gewonden
zraněn	gewonde
vkládání	inbedding
vkládání	insluiten
volná	free
volná	vrij
volná	gratis
temné	duister
temné	donker
temné	donkere
stockholmu	stockholm
řádek	line
řádek	lijn
řádek	rij
řádek	roei
řádek	roeien
řádek	row
jürgen	jürgen
pokorný	nederige
pokorný	nederig
pokorný	bescheiden
zkratkou	sneltoets
studuje	studeren
posun	shift
posun	verschuiving
posun	verschuiven
potvrzeno	bevestigd
potvrzeno	bevestigde
slabé	zwak
slabé	zwakken
slabé	slap
slabé	zwakke
tmavé	duister
tmavé	donker
tmavé	donkere
germain	germain
texasu	texaanse
texasu	texas
bull	stier
bull	bull
spektra	spectra
spektra	spectrum
sedmý	zevende
sedmý	seventh
rajón	turf
mann	mann
sochařství	beeldhouwen
obdobné	analoog
obdobné	vergelijkbaar
obdobné	vergelijkbare
obdobné	soortgelijk
obdobné	soortgelijke
obdobné	gelijkaardig
ana	ana
zvýšené	toegenomen
zvýšené	verhoogd
zvýšené	verhoogde
zvýšené	verheven
zvýšené	verhoogd
zvýšené	verhoogde
pokrok	progress
pokrok	vorderingen
pokrok	vooruitgang
pokrok	voortgang
plavby	cruises
ověření	authenticatie
ověření	validatie
ověření	valideren
ověření	keuring
ověření	verificatie
paulo	paulo
paulo	paula
vzestup	hemelvaart
vzestup	stijgen
provedeno	gedaan
provedeno	done
provedeno	klaar
potřeb	behoeften
potřeb	noden
odvozené	afgeleid
odvozené	afgeleide
náhodně	willekeurig
náhodně	random
náhodně	willekeurige
náhodně	willekeurig
odměnu	beloning
odměnu	belonen
grace	gratie
grace	grace
oslavy	huldiging
oslavy	viering
poddruh	ondersoort
dallas	dallas
zrychlení	versnelling
zrychlení	acceleratie
útočiště	sanctuary
útočiště	heiligdom
útočiště	toevluchtsoord
útočiště	toevluchtsoord
útočiště	toevlucht
čekat	wachtende
čekat	afwachten
čekat	wachten
organismy	organisme
organismy	organismen
obytné	residentiële
zachována	ingehouden
zachována	behouden
zachována	onderhouden
leonardo	leonardo
haas	haas
váže	bindt
začleňování	insluiting
začleňování	inclusie
začleňování	opneming
vadí	hindert
vadí	stoort
mor	mor
mor	plaag
mor	pest
mor	pest
fiala	fiala
arabsky	arabische
arabsky	arabisch
julian	julian
estonsko	estland
estonsko	litouwen
missouri	missouri
saxofonista	saxofonist
jedině	alleen
jedině	enkel
jedině	slechts
přírodovědec	natuuronderzoeker
obrat	ommekeer
obrat	omzet
doklady	documenten
doklady	papieren
césar	caesar
césar	cesar
césar	césar
atlantis	atlantis
zásahy	interventies
zásahy	tussenkomsten
zásahy	interventies
zásahy	tussenkomst
zásahy	interventie
plošiny	platforms
plošiny	platformen
viru	virus
viru	virussen
sestavy	kits
sestavy	routines
mlýny	molens
mlýny	mills
ramat	ramat
podvozku	chassis
hamburku	hamburg
nejdéle	langste
nejdéle	langst
kantonů	kantons
profilu	profiel
kanadská	canadees
kanadská	canadese
slam	slam
partner	partner
etnicky	etnisch
konkurenční	concurrerend
konkurenční	concurrerende
konkurenční	competitief
konkurenční	competitieve
konkurenční	concurrerende
konkurenční	concurreren
transformace	transformatie
transformace	transformaties
jonas	jonas
profesionál	professioneel
profesionál	professionele
profesionál	professional
inspiroval	inspirerend
inspiroval	bezield
inspiroval	geïnspireerd
inspiroval	geïnspireerde
odpověděl	geantwoord
odpověděl	antwoordde
odpověděl	antwoordde
odpověděl	beantwoord
odpověděl	beantwoorde
odpověděl	reageerde
gilles	gilles
zpravodaj	newsletter
zpravodaj	nieuwsbrief
zpravodaj	bulletin
zpravodaj	rapporteur
přeložen	overgeschreven
přeložen	overgebracht
přeložen	overgeplaatst
přeložen	overgedragen
sdělení	communicatie
sdělení	mededeling
sdělení	communicatie
sdělení	mededelingen
pruh	laan
pruh	lane
pruh	streep
piloti	piloten
piloti	loodsen
oldfield	oldfield
důlní	mijnbouw
plavidel	vaartuigen
deutscher	deutscher
koloniální	koloniaal
koloniální	koloniale
muhammad	muhammad
muhammad	mohammed
hop	hop
ovce	schapen
ovce	schaap
superpohár	supercup
konfederace	confederatie
konfederace	confederatie
konfederace	bondsstaat
účetní	boekhouders
účetní	accountants
účetní	boekhoudkundige
účetní	boekhouding
účetní	boekhouden
účetní	boekhouder
účetní	accountant
náboženský	religieuze
náboženský	religieus
hluboký	diep
hluboký	diepe
hluboký	deep
synovec	neef
synovec	neefje
pokusů	pogingen
nesmysl	nonsens
nesmysl	onzin
nesmysl	zever
marketing	marketing
hymna	volkslied
hymna	hymne
rozšířená	uitgebreid
rozšířená	verlengd
rozšířená	uitgebreid
potrubí	pijpleidingen
potrubí	pijpleiding
potrubí	pijplijn
potrubí	pijpleidingen
potrubí	buizen
potrubí	leidingen
potrubí	pijpen
potrubí	pipe
potrubí	pijp
potrubí	sanitair
zatčení	arrestatie
zatčení	arresteren
zatčení	aanhouding
zatčení	aanhoudingen
zatčení	arrestaties
nutná	noodzakelijke
nutná	nodig
nutná	noodzakelijk
položek	items
frederick	frederik
frederick	frederick
opuštění	stopzetting
odborníci	professionals
odborníci	professionelen
odborníci	vakmensen
odborníci	experts
odborníci	deskundigen
odborníci	experten
odborníci	specialisten
portugalské	portugese
portugalské	portugees
portugalské	portugezen
stanovena	opgericht
stanovena	gevestigde
stanovena	gevestigd
stanovena	vaste
stanovena	gerepareerd
gov	gov
panorama	panorama
panorama	skyline
kancléř	bondskanselier
kancléř	kanselier
alpha	alpha
alpha	alfa
mercury	mercury
mercury	mercurius
mercury	kwik
jet	jet
arménie	armenië
mozek	hersenen
mozek	brain
mozek	hersens
mozek	brein
mozek	hersenen
mozek	hersens
mozek	brein
zločin	misdrijf
zločin	misdrijf
zločin	misdaad
zločin	crime
zločin	criminaliteit
převod	overplaatsing
převod	transfer
převod	overdracht
převod	overdragen
kanálů	kanalen
ničení	verwoesting
ničení	vernietiging
ničení	destructie
ničení	vernieling
cache	cache
zveřejnil	gepost
zveřejnil	geplaatste
zveřejnil	geplaatst
návštěvníky	bezoekers
dosáhli	bereikte
dosáhli	bereikt
balet	ballet
porýní	rijn
porýní	rijnland
systematicky	systematisch
systematicky	systematisch
systematicky	systematische
unit	eenheid
unit	unit
virginia	virginia
bomby	bommen
předchůdci	voorgangers
chicagu	chicago
hdp	bnp
hdp	bbp
mořských	marinier
normálně	normaliter
normálně	gewoonlijk
normálně	normaal
rfc	rfc
pozemek	grond
pozemek	land
uplatnit	solliciteren
uplatnit	toepassen
uplatnit	inwisselen
uplatnit	verlossen
uplatnit	verzilveren
zúčastnit	bijwonen
kazatel	prediker
kazatel	predikant
kongo	congo
připraven	ready
připraven	gereed
připraven	klaar
ostré	sharp
ostré	scherp
ostré	scherpe
adrian	adrian
zeměpisné	geografisch
zeměpisné	geografisch
drak	draken
drak	draak
drak	dragon
dosah	bereik
dosah	bereik
dosah	reach
překvapivě	verrassend
chemický	chemisch
melzer	melzer
sud	vat
sud	barrel
sud	vat
sud	sud
sud	vat
filmografie	filmografie
astronomie	astronomie
přirozený	natuurlijk
přirozený	natuurlijke
allmusic	allmusic
citroën	citroën
uhlíku	carbon
uhlíku	koolstof
lyon	lyon
dělník	arbeider
dělník	arbeider
dělník	werker
dělník	werknemer
dělník	arbeider
ryze	puur
ryze	zuiver
potkal	ontmoet
potkal	ontmoette
ramena	schouders
zvuky	klanken
zvuky	klinkt
zvuky	geluiden
zvuky	geluiden
alexandre	alexandre
bibli	bijbel
reed	riet
reed	reed
požadoval	eisten
požadoval	geëist
požadoval	eiste
požadoval	geëiste
palestině	palestina
palestině	palestijnse
holt	holt
homosexuální	homoseksueel
homosexuální	homoseksuele
výpočetní	computationele
výpočetní	informatica
kvitová	kvitová
marshall	marshall
prezidentských	presidentiële
prezidentských	presidentieel
bankovní	bankwezen
bankovní	bankieren
bankovní	bank
buňka	cell
buňka	cel
gama	gamma
jevgenij	jevgeni
proteinů	proteïnen
proteinů	eiwitten
duši	ziel
duši	soul
zveřejnění	openbaarmaking
zveřejnění	publicatie
zveřejnění	publikatie
zveřejnění	bekendmaking
zveřejnění	publicatie
zveřejnění	uitgeverijen
zveřejnění	publiceren
zveřejnění	uitgeverij
pat	impasse
pat	patstelling
pat	pat
írán	iraanse
írán	iran
jar	pot
jar	potje
jar	jar
hitlera	hitler
držet	vasthouden
porazit	beat
porazit	nederlaag
porazit	verslaan
ukázky	manifestaties
ukázky	demonstraties
ukázky	betogingen
ukázky	monsters
ukázky	stalen
porucha	storing
porucha	defect
porucha	stoornis
porucha	wanorde
emma	emma
schválen	goedgekeurde
schválen	goedgekeurd
léky	medicijnen
léky	geneeskunde
léky	geneesmiddel
léky	drugs
léky	geneesmiddelen
léky	medicijnen
léky	medicijnen
léky	medicatie
léky	medicatie
ledové	ijzige
krajinu	landschap
pohřební	begrafenis
pohřební	uitvaart
drobná	petite
metr	meter
metr	meter
tón	toon
tón	toontje
tón	tone
slavík	nightingale
slavík	nachtegaal
slavík	zangvogel
basketbal	basketball
basketbal	basketbal
smrk	spruce
smrk	spar
zima	koude
zima	kou
zima	koud
zima	winter
nicole	nicole
frankfurtu	frankfurt
hnědý	brown
hnědý	bruine
hnědý	bruin
mississippi	mississippi
nepochybně	ongetwijfeld
sporné	twijfelachtige
sporné	twijfelachtig
sporné	betwist
sporné	aangevochten
sporné	bestreden
sporné	omstreden
sporné	betwiste
sporné	betwist
sporné	aangevochten
sporné	omstreden
extrémní	extreme
extrémní	extreem
vyvinutý	ontwikkelden
vyvinutý	ontwikkelde
vyvinutý	ontwikkeld
vyvinutý	geëvolueerd
bruntál	bruntál
éra	tijdperk
éra	era
signály	seinen
signály	signalen
holý	bare
holý	blote
dokládá	illustreert
středa	woensdag
ideologie	ideologie
ideologie	ideologieën
école	école
odhad	schatting
odhad	raming
odhad	inschatting
odhad	schatting
odhad	raming
odhad	geraamd
odhad	geschat
odhad	schatting
odhad	geschatte
pacienta	geduldig
pacienta	patiënt
pacienta	patient
irské	ierse
irské	ieren
irské	iers
kázání	preken
kázání	preken
kázání	prediken
kázání	preek
kázání	preken
kázání	preek
kázání	prediken
poválečné	naoorlogse
prázdná	leeg
prázdná	leegmaken
prázdná	lege
prázdná	ledig
osa	as
dvojí	dubbele
dvojí	duale
dvojí	dual
převodovka	transmissie
převodovka	versnellingsbak
chybějící	ontbreken
chybějící	vermist
chybějící	missen
chybějící	ontbrekend
chybějící	ontbrekende
chybějící	ontbreekt
pohřebiště	kerkhof
pohřebiště	begraafplaats
schneider	schneider
habsburské	habsburg
paolo	paolo
strop	plafond
zemře	dies
zemře	sterft
údržbu	onderhoud
plnit	vervullen
portugalská	portugese
portugalská	portugees
portugalská	portugezen
rozcestí	kruispunt
výdělek	winsten
výdělek	winst
výdělek	verdiensten
výdělek	inkomsten
nížiny	laagland
granollers	granollers
porozumění	inzicht
porozumění	begrijpen
porozumění	begrip
biblické	bijbels
biblické	bijbelse
pánve	pannen
nabídka	tender
nabídka	offerte
nabídka	bieden
nabídka	bod
nabídka	aanbod
nabídka	bieden
nabídka	aanbieden
nabídka	aanbieding
pomáhat	helpen
nadpis	kop
nadpis	koptekst
nadpis	krantenkop
nadpis	koers
nadpis	rubriek
nadpis	titel
bosna	bosnië
leon	leon
nasazený	gezaaid
hole	clubs
hole	stokken
hole	klemt
hole	sticks
hole	stokjes
klarinet	klarinet
křižníky	kruisers
heinz	heinz
vlčí	wolf
patent	octrooi
patent	patent
absence	afwezig
absence	afwezigheid
absence	afwezig
absence	afwezigheid
sestavil	gecompileerd
sestavil	opgesteld
sestavil	samengesteld
koupila	kocht
koupila	gekocht
opus	opus
komunisté	communisten
proveden	uitgevoerd
proveden	uitgevoerde
proveden	geëxecuteerd
army	leger
army	landmacht
mag	mag
počítat	telling
počítat	graaf
počítat	tellen
počítat	tel
počítat	tellen
benz	benz
biologické	biologische
biologické	biologisch
kapacity	capaciteiten
kapacity	capaciteit
kapacity	capaciteit
děla	kanonnen
děla	kanon
děla	kanonnen
poklad	schat
poklad	schatten
poklad	treasure
upravuje	reguleert
regiony	streken
povstalci	opstandelingen
