gloria	глория
unikaalne	уникална
švaabimaa	швабия
arkadi	аркадий
kasvatatud	пораснал
kasvatatud	отглеждани
kasvatatud	пораснала
kasvatatud	пораснали
kasvatatud	пораснало
kasvatatud	отгледани
kasvatatud	отгледа
kasvatatud	отгледана
kasvatatud	повдигнат
kasvatatud	отгледан
kasvatatud	повдигнати
kasvatatud	отгледани
kasvatatud	отглеждани
bluetooth	bluetooth
järsk	стръмен
pomm	бомбата
pomm	бомба
automaatne	автоматично
automaatne	авто
automaatne	автоматична
automaatne	автоматични
automaatne	автоматично
automaatne	автоматичен
tagama	гарантиране
vaene	бедни
vaene	беден
pseudonüüm	псевдоним
loomaarst	ветеринар
loomaarst	ветеринар
pidamine	водене
parandamine	подобряване
parandamine	ремонт
parandamine	поправка
parandamine	поправка
parandamine	корекция
parandamine	коригиране
parandamine	усъвършенстване
parandamine	подобрения
parandamine	подобряване
parandamine	подобрение
eile	вчера
popper	попър
polüneesia	полинезийски
polüneesia	полинезия
tagumine	задна
tagumine	заден
tagumine	отзад
tagumine	задни
tagumine	задно
rikkumine	нарушение
rikkumine	нарушение
enrique	енрике
tamara	тамара
rob	роб
basel	базел
lamp	светлина
lamp	лампа
lamp	лампата
seisu	класиране
võistleja	участник
võistleja	състезател
võistleja	претендент
betty	бети
kullast	златен
kullast	златни
kullast	златно
kullast	златна
kullast	злато
ellis	елис
institutsioon	институция
lint	касета
lint	лента
sissepääs	появяване
sissepääs	вход
sõrmuse	ринг
sõrmuse	пръстен
pilvede	облаци
pilvede	облаците
hurda	хрътка
vilistlased	възпитаници
philips	филипс
preestrid	свещениците
preestrid	свещеници
jälgimine	проследяване
jälgimine	следене
jälgimine	проследяване
jälgimine	следене
jälgimine	наблюдение
jälgimine	мониторинг
väärtuslik	ценна
väärtuslik	ценно
väärtuslik	ценни
väärtuslik	ценен
ebaselge	неясно
ebaselge	неясен
ebaselge	неясна
ebaselge	неясни
teaduslikud	научни
teaduslikud	научен
teaduslikud	научно
aruba	аруба
argumendi	спор
argumendi	аргументи
argumendi	аргумент
konkurents	конкуренция
konkurents	конкурс
konkurents	състезание
kurjategija	престъпник
kurjategija	престъпно
kurjategija	нарушител
teemant	диамант
teemant	диамантен
teemant	диаманта
teemant	даймънд
laava	лавата
laava	лава
kaitsjad	защитниците
kaitsjad	защитници
kaitsjad	защитници
kaitsjad	пазители
kaitsjad	пазители
kaitsjad	пазителите
argumendid	доводи
argumendid	спорове
argumendid	аргументи
asjaolud	обстоятелства
asjaolud	обстоятелство
asjaolud	обстоятелства
asjaolud	обстоятелствата
regioonide	кор
regioonide	кр
nordisk	nordisk
türklased	турците
türklased	турци
vask	меден
vask	мед
vask	медни
vask	медна
theodore	теодор
theodore	тиодор
unistus	сън
unistus	мечта
järeldus	заключение
järeldus	извод
kvartalis	тримесечни
kvartalis	тримесечие
konsultant	консултант
konstruktsioon	изграждане
konstruktsioon	строеж
konstruktsioon	конструкция
konstruktsioon	строителство
inglased	англичани
ilona	илона
vaikselt	мълчаливо
tõrjuda	отблъскват
kattub	припокриване
soovitab	препоръчва
soovitab	предполага
platoo	платото
platoo	плато
córdoba	кордоба
malmö	малмьо
chuck	чък
lambert	ламбърт
silvio	силвио
dialoogi	диалог
dialoogi	диалог
vaz	ваз
kristian	кристиан
kristian	кристиян
ramón	рамон
seinad	стени
seinad	стените
uss	червея
uss	червей
uss	червеи
ümmargune	кръгла
ümmargune	кръгли
ümmargune	рунд
ümmargune	кръгло
ümmargune	кръг
next	следващо
next	следващ
next	следваща
ravida	излекува
katki	счупен
katki	счупена
katki	счупено
katki	разбито
katki	разбити
taktika	тактики
taktika	тактика
taktika	тактика
takistuse	препятствие
takistuse	пречка
skandaali	скандали
skandaali	скандално
skandaali	скандал
amadeus	амадеус
teenus	услуга
teenus	служба
teenus	сервиз
teenus	обслужване
teenus	услуги
vedel	течни
vedel	течна
vedel	течност
vedel	течно
vedel	течен
partner	съдружник
partner	партньор
partner	сътрудник
partner	съдружник
alalise	постоянен
alalise	постоянни
alalise	постоянна
namiibia	намибия
lõhn	мирис
lõhn	миризма
lõhn	миризма
lõhn	мирис
lõhn	мирис
lõhn	миризма
lõhn	аромат
lõhn	ухание
zeit	цайт
seadusandlik	законодателни
seadusandlik	законодателно
seadusandlik	законодателна
seadusandlik	законодателен
seadusandlik	законодател
pruunid	кафяв
pruunid	кафяви
pruunid	браун
pruunid	кафява
pruunid	кафяво
pruunid	браунс
etnoloog	етнолог
allutatud	подчинени
allutatud	подчинена
allutatud	подчинен
allutatud	подчинени
allutatud	подчинен
cia	цру
cia	цру
saarlased	островитяни
algebra	алгебра
vastastikune	взаимно
vastastikune	взаимен
vastastikune	взаимни
vastastikune	взаимна
vastastikune	реципрочни
vastastikune	взаимна
armand	арман
bakuu	баку
läbiviidud	извършен
läbiviidud	проведено
läbiviidud	извършено
läbiviidud	извърши
läbiviidud	извършена
tag	отбелязване
tag	таг
tag	етикет
ostsid	купена
ostsid	купих
ostsid	купил
ostsid	купен
vabanenud	освободена
vabanenud	освободен
vabanenud	освободени
nupp	бутон
nupp	батън
nupp	копче
annie	ани
reich	райх
sisend	входяща
sisend	входящ
sisend	въвеждане
sisend	вход
sisend	принос
tadžikistani	таджикистан
hillary	хилари
hillary	хилъри
harvard	харвард
jyväskylä	ювяскюля
dong	донг
luige	суон
luige	лебед
neljakordne	четворно
areneda	еволюира
istanbuli	истанбул
kalevala	калевала
kübar	шапка
kübar	шапката
peatub	спира
peatub	спирки
lao	лао
plaane	планове
libeeria	либерия
libeeria	либерийски
lõigu	отсечка
lõigu	сегмент
monarh	монарх
palka	наемане
palka	наеми
luna	луна
ehitaja	строител
heidelbergi	хайделберг
hollywoodi	холивудски
hollywoodi	холивуд
lilla	лилава
lilla	пурпурно
lilla	лилаво
lilla	лилав
publik	аудитория
publik	публика
publik	тълпа
publik	тълпата
kaovad	изчезване
laupäeval	събота
lahendamine	резолюция
fin	фин
fin	перка
ehitab	изгражда
kaevatud	изкопа
acer	acer
lööb	попадения
lööb	хитове
lööb	удря
lööb	бие
vastavusse	подравняване
rubens	рубенс
tugevdada	засилване
tugevdada	укрепване
algoritm	алгоритъм
populatsioon	популация
populatsioon	население
alias	псевдоним
identne	идентични
identne	идентичен
identne	идентична
identne	еднакви
hero	херо
hero	герой
grupis	група
grupis	групово
grupis	групиране
grupis	групова
indutseeritud	предизвикана
indutseeritud	предизвикано
indutseeritud	индуцирана
kepler	кеплер
mõrv	убийства
mõrv	убийство
mõrv	убийства
mõrv	убийство
ahvenamaa	оланд
filtri	филтър
filtri	филтриране
esivanemad	предшественици
esivanemad	предците
esivanemad	предци
armas	прекрасен
armas	прекрасни
armas	прекрасна
pass	паспорт
õuna	епъл
õuna	ябълков
õuna	ябълка
õuna	apple
château	шато
jenny	джени
umberto	умберто
kentucky	кентъки
pilved	облаци
pilved	облаците
pilved	облаци
pilved	клауд
pilved	облак
mer	мер
lipnik	мичман
padova	падуа
franki	франк
tähendusi	значения
osaleja	участник
õlu	бирата
õlu	бира
paratamatu	неизбежен
paratamatu	неизбежно
paratamatu	неизбежна
paratamatu	неизбежни
reklaam	гласност
reklaam	публичност
reklaam	известност
reklaam	търговско
reklaam	търговска
reklaam	реклама
reklaam	търговски
reklaam	рекламен
reklaam	реклами
reklaam	реклама
selma	селма
adelaide	аделаида
kogemused	преживявания
kogemused	опитът
kogemused	преживяване
kogemused	опит
kogemused	изживяване
tagurpidi	обръщане
tagurpidi	задна
tagurpidi	обратна
tagurpidi	обратен
ümar	заоблени
ümar	закръглени
ümar	закръглена
ümar	кръгла
ümar	кръгли
ümar	рунд
ümar	кръгло
ümar	кръг
genfis	женева
vaatluse	наблюдение
vaatluse	наблюдения
aspekti	аспект
sünagoog	синагогата
paigal	замрази
paigal	замразяване
kolmnurk	триъгълника
kolmnurk	триъгълник
lõksu	клопка
lõksu	капан
regulaarne	редовно
regulaarne	редовен
regulaarne	редовни
regulaarne	редовна
sümmeetria	симетрия
paleontoloog	палеонтолог
teadust	науката
teadust	наука
stig	стиг
edith	едит
aspektid	аспекти
hahn	хан
organisatsioone	организации
organisatsioone	организации
positiivsed	позитивна
positiivsed	положителен
positiivsed	положителни
positiivsed	положителна
positiivsed	положително
dostojevski	достоевски
valgevenelased	беларуси
tsitaat	цитат
tsitaat	цитирам
tsitaat	цитат
liepāja	лиепая
valdkonnad	райони
valdkonnad	зони
valdkonnad	площи
valdkonnad	области
pearl	пърл
pearl	перла
viasat	viasat
joonas	джона
joonas	йона
silmapaistev	изключителен
silmapaistev	изключителна
liitumine	сливане
ohutu	безобидна
ohutu	безобиден
ohutu	безвредни
ohutu	безобидни
ohutu	безобидно
ohutu	безопасно
ohutu	безопасен
ohutu	сейф
iraak	ирак
györgy	дьорд
bissau	бисау
janet	жанет
janet	джанет
legendaarne	легендарно
legendaarne	легендарен
rudolph	рудолф
petra	петра
motors	мотори
brad	брад
kubrick	кубрик
ühendused	връзки
ühendused	сдружения
ühendused	асоциации
kaksikud	близнаци
kaksikud	близнаци
kaksikud	близнаците
kaksikud	близначки
mängitud	играха
mängitud	играл
monroe	монро
tuuled	ветровете
tuuled	ветрове
tingimusteta	безусловно
tingimusteta	безусловна
tingimusteta	безусловно
kitsad	тясно
kitsad	тясна
kitsad	тесни
kitsad	тесен
eeliseid	преимущества
eeliseid	предимства
selgitab	обяснява
omanduses	притежавани
omanduses	собственост
häiritud	нарушен
häiritud	обезпокоен
häiritud	нарушено
nathan	нейтън
liiklus	трафик
liiklus	задръстване
nicola	никола
hoidja	пазач
hoidja	пазител
müüt	мит
müüt	мита
leben	leben
mosambiigi	мозамбик
mõõdukas	умерено
mõõdukas	умерен
mõõdukas	умерена
renate	ренате
sforza	сфорца
konteksti	контекст
kihid	пластове
kihid	слоеве
pühakute	светците
pühakute	светци
pühakute	светии
seisnud	стоеше
kama	кама
toledo	толедо
plii	води
plii	олово
tais	тайланд
liivakivi	пясъчник
küsib	пита
väljakujunenud	уреден
laused	фрази
laused	изречения
laused	присъди
sarnasus	прилика
sarnasus	подобие
sarnasus	прилика
sarnasus	сходство
scsi	scsi
palavik	треска
palavik	температура
sanders	сандърс
vallandati	уволнен
vallandati	уволнени
vallandati	уволнена
patareid	акумулатори
patareid	батерии
patareid	батериите
ohver	жертва
ohver	жертвата
ohver	жертви
kiirabi	линейка
hääletus	гласувайте
hääletus	вот
hääletus	гласуване
hääletus	гласуването
hääletus	гласуване
marcello	марчело
vastupidav	трайно
vastupidav	траен
vastupidav	трайна
vastupidav	трайни
tähevärav	старгейт
pereira	перейра
säde	искрица
säde	искра
toni	тони
varade	активи
reuters	ройтерс
aianduse	градинарство
cannes	кан
dieter	дитер
larissa	лариса
pane	сложи
isiksus	характер
isiksus	личността
isiksus	индивидуалност
isiksus	личност
olendid	същества
olendid	твари
olendid	създания
olendid	същества
kanalid	канали
kanalid	канал
kanalid	каналът
põletatud	изгорена
põletatud	изгорени
põletatud	изгорено
põletatud	изгорял
põletatud	изгорен
põletatud	изпепелена
põletatud	изгорена
põletatud	изгорени
põletatud	изгорено
põletatud	изгорял
põletatud	изгорен
smirnov	смирнов
kontaktid	контакти
korteris	апартамент
suremus	смъртност
juhend	ръководство
juhend	гид
juhend	пътеводител
juhend	водач
juhend	инструкция
juhend	инструкции
juhend	указания
moe	мо
usbekistani	узбекистан
osce	оссе
pankur	банкера
pankur	банкер
claire	клеър
stefano	стефано
kana	пилешко
kana	кокошка
kana	пиле
kana	пиленце
kana	кокошка
täitmine	запълване
täitmine	пълнене
täitmine	пълнеж
täitmine	екзекуция
täitmine	изпълнение
koopad	пещери
nebraska	небраска
keeld	забрана
keeld	забрани
keeld	бан
keeld	забрана
täiendavad	допълнителни
täiendavad	допълнителна
täiendavad	допълнителен
täiendavad	допълнително
hart	харт
komplekt	задаване
komplekt	комплект
komplekt	набор
komplekt	комплект
komplekt	кит
qui	куай
kolju	черепът
kolju	череп
kolju	черепа
pms	пмс
kadusid	изчезнал
kadusid	изчезнала
abdul	абдул
winston	уинстън
alabama	алабама
arendaja	разработка
arendaja	предприемач
otsad	приключва
otsad	свършва
otsad	завършва
mõneti	донякъде
löök	удар
löök	удряне
löök	ударно
löök	страйк
löök	стачка
löök	шут
löök	ритник
tundsid	почувствах
fbi	фбр
bismarck	бисмарк
uks	врата
uks	вратата
teadlikult	съзнателно
wells	уелс
wells	кладенци
athena	атина
leiutatud	измислил
leiutatud	измислен
leiutatud	измислени
leiutatud	измислена
leiutatud	изобретил
kõrva	уши
kõrva	ухо
kõrva	ухото
pippin	пипин
liikumised	движения
soovitav	желателно
soovitav	желан
soovitav	желана
vietnam	виетнам
veronica	вероника
rahaühik	валута
greg	грег
auru	пара
auru	парна
auru	парата
auru	изпарения
alto	алто
que	que
houston	хюстън
kukub	фолс
kukub	пада
ibrahim	ибрахим
küpros	кипър
galaktikate	галактиките
galaktikate	галактики
pealkirjad	заглавия
pealkirjad	заглавията
pealkirjad	заглавия
pealkirjad	титли
illüüria	илирийски
kõrvad	уши
kõrvad	ушите
luisa	луиза
luisa	луиса
atlantis	атлантис
atlantis	атлантида
louisiana	луизиана
fauna	фауна
laos	лаос
vabrik	фабрика
vabrik	завод
vabrik	фабриката
kloostrid	манастири
mathias	матиас
sõiduki	автомобил
sõiduki	возило
mehhanismid	механизмите
mehhanismid	механизми
kehti	прилага
kehti	прилагане
paaris	двойки
paaris	чифта
ash	аш
ash	пепел
mauritiuse	мавриций
raport	докладване
raport	доклад
süüdistatud	обвинена
süüdistatud	обвинени
süüdistatud	обвиняем
süüdistatud	обвинен
pavia	павия
vie	vie
erapooletu	въздържане
erapooletu	безпристрастен
erapooletu	безпристрастно
erapooletu	безпристрастен
erapooletu	безпристрастно
erapooletu	неутрални
erapooletu	неутрално
erapooletu	неутрална
erapooletu	неутрален
duke	херцог
duke	дук
duke	дюк
juut	еврейски
juut	еврейско
juut	евреин
juut	еврейка
juut	евреин
lahendused	разтвори
lahendused	решения
laulda	пей
laulda	пея
planeerimine	планиране
võrreldakse	сравнява
cesare	чезаре
ameeriklased	американците
ameeriklased	американци
tehnoloogiad	технологии
kohtuda	среща
diktatuuri	диктатура
mercia	мърсия
okt	ост
okt	октомври
louvre	лувъра
kuude	месеца
kuude	месеци
kuude	месеците
ministrid	министри
ministrid	министрите
kümned	десетки
kümned	дузини
kümned	дузина
kümned	десетки
racing	състезателни
racing	надбягвания
racing	състезания
solanum	solanum
kent	кент
tudengid	студенти
tudengid	ученици
quintus	квинт
karvane	космати
karvane	космат
karvane	космати
ülevõtmine	транспонирането
ülevõtmine	транспониране
ülevõtmine	поемане
ülevõtmine	поглъщане
piirkondlikud	регионален
piirkondlikud	регионално
piirkondlikud	регионални
piirkondlikud	регионална
windsor	уиндзор
kasvatus	възпитание
kasvatus	родителски
ari	ари
hondurase	хондурас
sõnastik	речник
sõnastik	речник
hädavajalik	незаменим
hädavajalik	незаменима
hädavajalik	съществени
hädavajalik	съществена
hädavajalik	съществено
martino	мартино
keerukas	комплекс
keerukas	комплексно
keerukas	сложни
keerukas	сложна
põrgu	ад
põrgu	ада
lucca	лука
laboratooriumi	лабораторен
laboratooriumi	лабораторно
laboratooriumi	лаборатория
laboratooriumi	лабораторна
eranditult	изключително
hms	hms
kollektsioon	събиране
kollektsioon	колекция
spordiala	спорт
spordiala	спортен
toetaja	дарител
toetaja	поддръжник
toetaja	привърженик
moto	девиз
moto	мотото
moto	мото
moto	мото
bradley	брадли
dünamo	динамо
osapooled	контрагенти
porta	порта
hamiltoni	хамилтън
lõpetamine	довършване
lõpetamine	приключване
lõpetamine	завършване
lõpetamine	приключване
lõpetamine	затваряне
lõpetamine	закриване
lõpetamine	дипломирането
lõpetamine	дипломиране
lõpetamine	завършване
lõpetamine	прекратяване
como	комо
potentsiaal	потенциална
potentsiaal	потенциал
faso	фасо
klient	клиенти
klient	клиент
klient	клиент
edastamine	трансмисия
edastamine	предаване
edastamine	пренос
edastamine	препращане
skt	бвп
gibson	гибсън
fanny	фани
webber	уебър
sajad	стотици
pakistan	пакистан
dis	dis
clement	клемент
amor	амор
ühtlane	униформи
ühtlane	униформа
poodi	сладкарница
poodi	магазин
poodi	магазинче
poodi	пазар
poodi	пазаруване
poodi	шопинг
poodi	магазин
poodi	съхранение
lazio	лацио
birger	биргер
seks	секс
seks	секса
seks	сексът
renoveeritud	ремонтирани
renoveeritud	реновирана
lausanne	лозана
stabiilsus	стабилност
stabiilsus	устойчивост
tausta	фон
tausta	контекст
reaalsus	реалност
reaalsus	действителността
reaalsus	реалността
reaalsus	действителност
evolutsioon	еволюция
evolutsioon	еволюцията
metaani	метан
konfliktid	конфликтите
konfliktid	конфликти
konfliktid	конфликт
konfliktid	конфликти
signaalid	сигнали
julien	джулиън
julien	жулиен
phelps	фелпс
junior	младши
junior	джуниър
sõjalised	военно
sõjalised	военен
sõjalised	военна
sõjalised	военни
salvatore	салваторе
salvatore	салватор
süüdistus	обвинение
süüdistus	зареждане
süüdistus	заряд
airbus	airbus
uraan	уран
uraan	уран
bussi	автобусът
bussi	автобус
bussi	бус
süstemaatiliselt	системно
süstemaatiliselt	систематично
maadlus	борба
maadlus	кеч
karol	карол
piibel	библия
piibel	библията
bryan	браян
bryan	брайън
nukleotiidi	нуклеотидни
borussia	борусия
dee	ди
dee	дий
palk	заплатата
palk	заплати
palk	заплата
palk	заплатите
palk	възнаграждения
palk	заплати
kosmonaut	космонавт
graf	граф
riba	стриптийз
riba	ленти
riba	лента
sojuz	союз
õlut	бирата
õlut	бира
hüljatud	изоставени
hüljatud	изоставено
hüljatud	изоставен
hüljatud	изоставена
kavatsusest	намерение
kavatsusest	намерения
kavatsusest	намерението
beyond	отвъд
levin	левин
pingeid	напрежение
nacional	национал
vahekord	коитус
vahekord	сношение
vahekord	сношение
tolly	толи
warner	уорнър
failid	досиета
failid	файлове
tõlgendus	тълкуване
tõlgendus	интерпретация
proosa	проза
mõistmine	разбирателство
mõistmine	разбиране
gustave	густав
kuraator	уредник
mutatsioonid	мутации
viiulit	цигулка
metsik	диво
metsik	дивак
metsik	диви
metsik	дива
metsik	див
aacheni	аахен
streik	страйк
streik	стачка
karistada	накаже
kalli	прегърна
kalli	прегръдка
vangid	пленници
vangid	затворници
vangid	затворници
sami	сами
määratleb	определя
vaatlused	проучвания
vaatlused	забележки
vaatlused	наблюдения
tunnustus	признание
tunnustus	признаване
tunnustus	разпознаване
martha	марта
kara	кара
diagnostika	диагностика
diagnostika	диагностиката
diagnostika	диагностика
cpu	процесор
füüsilised	физическо
füüsilised	физически
füüsilised	физическа
efektiivselt	ефективно
efektiivselt	ефикасно
meeleavaldajate	демонстранти
meeleavaldajate	демонстрантите
meeleavaldajate	демонстранти
meeleavaldajate	протестиращи
crystal	кристъл
crystal	кристална
crystal	кристал
crystal	кристално
ustav	лоялни
ustav	верен
ustav	лоялен
ustav	верните
ustav	верни
madalmaad	нидерландия
madalmaad	нидерландски
madalmaad	холандия
münsteri	мюнстер
politseinikud	полицаи
lahutatud	изключен
lahutatud	разведена
lahutatud	разведен
lahutatud	разведени
vanuatu	вануату
hollywood	холивудски
hollywood	холивуд
sobilik	подходящ
sobilik	подходяща
sobilik	уместно
sobilik	подходящи
sobilik	подходящо
sobilik	подходящ
sobilik	подходяща
sobilik	подходящи
sobilik	подходящо
neeru	бъбречна
neeru	бъбречни
neeru	бъбреци
neeru	бъбречно
neeru	бъбрек
neeru	бъбреци
lilian	лилиан
lilian	лилиан
mendelssohn	менделсон
falcon	сокол
kremli	кремъл
gmbh	gmbh
alkohol	спирт
alkohol	алкохол
kristen	кристен
holokausti	холокоста
hinged	панти
hinged	души
hinged	душите
hinged	духовете
hinged	духове
paigutus	разполагане
paigutus	поставяне
paigutus	позициониране
paigutus	оформление
paigutus	подредба
paigutus	подредба
paigutus	уговорка
paigutus	споразумение
kinnitamine	утвърждаване
kinnitamine	валидиране
veinid	вина
veinid	вина
veinid	виното
veinid	вино
botswana	ботсуана
temperatuurid	температурите
temperatuurid	температури
jumalik	божествен
jumalik	божествена
jumalik	божествени
jumalik	божествено
jumalik	очарователни
jumalik	очарователно
jumalik	очарователна
jumalik	очарователен
relvastuse	въоръжение
relvastuse	въоръжение
aneemia	анемия
aneemia	анемия
arch	арка
suurendamine	увеличаване
suurendamine	увеличение
suurendamine	повишаване
suurendamine	увеличи
freeman	фрийман
uni	спя
uni	спим
uni	сън
uni	спи
alfredo	алфредо
vältimatu	неизбежно
vältimatu	неизбежна
vältimatu	неизбежни
vältimatu	неизбежен
vältimatu	неизбежно
vältimatu	неизбежна
vältimatu	неизбежни
kehad	телата
kehad	тела
kehad	трупове
sol	сол
sol	соу
monica	моника
str	ул
armastan	обич
armastan	любов
armastan	любовта
armastan	обичам
kartaago	картаген
alta	алта
epideemia	епидемии
epideemia	епидемия
epideemia	епидемията
epideemia	епидемии
telekommunikatsiooni	телекомуникациите
telekommunikatsiooni	телекомуникационни
kink	подарък
kink	дарба
kink	дар
tooli	стол
tooli	столче
tooli	столът
pood	сладкарница
pood	магазин
pood	магазинче
pood	магазин
pood	съхранение
subjektiivne	субективно
sonja	соня
kahjustused	лезии
kahjustused	увреждане
kahjustused	щети
kahjustused	повреда
kahjustused	вреди
kahjustused	повреди
soojus	горещина
soojus	жега
soojus	топлина
soojus	топлина
grove	гроув
grove	горичка
hara	хара
sark	сарк
issand	лорд
trumm	барабан
trumm	барабани
üleriigiline	национално
juhatab	води
sõdu	войните
sõdu	войни
puudega	изключен
puudega	увреждания
puudega	изключени
puudega	изключено
puudega	инвалид
puudega	изключена
tamili	тамил
ruttu	бързо
registreerida	регистър
sõrme	пръст
sõrme	пръста
gertrude	гертруд
tagasihoidlik	скромен
tagasihoidlik	скромно
tagasihoidlik	скромна
tagasihoidlik	скромни
tagasihoidlik	скромен
tagasihoidlik	скромно
tagasihoidlik	скромна
tagasihoidlik	скромни
lena	лина
lena	лена
järjekindlalt	последователно
nano	нано
mitteametlikult	неофициално
nhl	нхл
toetamine	подкрепа
toetamine	поддържаща
toetamine	подкрепящи
toetamine	подпомагане
toetamine	подкрепа
toetamine	поддръжка
intensiivne	интензивна
intensiivne	интензивни
intensiivne	интензивен
intensiivne	интензивно
intensiivne	интензивни
intensiivne	интензивна
intensiivne	напрегнато
intensiivne	интензивен
intensiivne	интензивно
lahustub	разтворим
pankrotti	банкрут
pankrotti	несъстоятелност
avignon	авиньон
ergo	следователно
helid	звуци
helid	звучи
täiskogu	пленарната
teadaolevad	позната
teadaolevad	известни
teadaolevad	познат
teadaolevad	известна
teadaolevad	известен
ettepoole	напред
cash	кеш
jose	жозе
jose	хосе
peavalu	главоболие
jerome	джером
beatrice	беатрис
bogdan	богдан
sülearvuti	лаптоп
teatanud	докладвани
teatanud	съобщено
teatanud	докладвано
vastuseid	отговори
renessanss	ренесанса
renessanss	възраждане
renessanss	ренесанс
saag	трион
saag	видях
kael	врат
kael	врата
kael	шия
kael	нек
progress	прогрес
progress	напредък
richter	рихтер
sooritatud	извършен
sooritatud	проведено
sooritatud	извършено
sooritatud	извърши
sooritatud	извършена
uskuma	вярвай
tolmu	прах
ettevalmistamine	подготовка
ettevalmistamine	препарат
ettevalmistamine	приготвяне
ettevalmistamine	подготовка
ettevalmistamine	приготвяне
spetsiifilised	конкретни
spetsiifilised	специфично
spetsiifilised	специфичен
spetsiifilised	специфична
spetsiifilised	специфични
steiner	щайнер
marius	мариус
eksperimentaalne	експериментални
eksperimentaalne	експериментална
eksperimentaalne	експериментален
eksperimentaalne	експериментално
fsb	фсб
sokid	чорапите
sokid	чорапи
jupiter	юпитер
earl	ърл
tööandja	работодател
kahjulik	вреден
kahjulik	вредно
kahjulik	вредни
kahjulik	вредна
kahjulik	пагубно
hjalmar	хялмар
allikat	източник
hiline	късно
hiline	закъснява
vaidluse	спор
vaidluse	спорът
lou	лу
foster	приемен
foster	фостър
foster	приемни
hiroshima	хирошима
dokumenteeritud	документирани
dokumenteeritud	документирано
toro	торо
üritused	събития
üritused	мероприятия
üritused	случки
gemini	близнаци
kohtunikud	съдии
kohtunikud	съдиите
paralleelne	паралелно
paralleelne	успоредно
paralleelne	успоредни
paralleelne	паралелна
paralleelne	паралелни
pauline	полин
alpha	алфа
teraapia	терапията
teraapia	терапия
tiberius	тиберий
fraas	фраза
jamie	джейми
autobiograafia	автобиографията
autobiograafia	автобиография
antropoloogia	антропология
bailey	бейли
tadžiki	таджикски
siluri	дебъгер
sébastien	себастиен
iata	iata
katherine	катрин
machiavelli	макиавели
sylvia	силвия
vologda	вологда
kirjeldused	описанията
kirjeldused	описания
kits	коза
kits	козе
kits	козел
kits	кози
tuberkuloos	туберкулоза
tuberkuloos	туберкулозата
müüb	продава
prunus	prunus
staadium	стадий
staadium	сцена
staadium	етап
staadium	сцената
jeltsin	елцин
juliana	джулиана
proov	мостра
proov	проба
proov	извадка
proov	репетицията
proov	репетиция
roosevelt	рузвелт
lionel	лайнъл
lionel	лионел
lionel	лайънъл
terminal	терминал
väljakutse	предизвикателство
väljakutse	предизвикателството
väljakutse	предизвикателство
väljakutse	предизвикателно
gravitatsiooni	гравитационно
palace	палас
palace	двореца
palace	дворец
palace	дворецът
palace	палат
truudust	вярност
truudust	преданост
bernd	bernd
üleandmine	трансфер
üleandmine	преместване
üleandmine	прехвърляне
mia	мия
mia	миа
hindu	хинду
ace	ейс
ace	ас
ace	асе
ace	асо
eritrea	еритрея
kirjalik	писмено
kirjalik	написана
kirjalik	написано
kirjalik	писмен
kirjalik	писмена
tuhk	пепелта
tuhk	пепел
tuhk	аш
tuhk	пепел
pühapäev	неделно
pühapäev	неделя
täpsust	прецизност
täpsust	точност
täpsust	прецизно
täpsust	точност
fidži	фиджи
lääs	запад
lääs	западно
lääs	западна
lääs	западен
lääs	уест
lämmastik	азот
strateegiline	стратегическо
strateegiline	стратегическа
strateegiline	стратегически
detektiiv	детектив
vastuvõtt	прием
vastuvõtt	приемане
vastuvõtt	рецепция
märkused	забележки
märkused	забележки
märkused	записки
märkused	бележки
märkused	ноти
märkused	мнение
märkused	забележки
märkused	коментари
märkused	мнения
liitlane	съюзник
liitlane	али
magus	сладък
magus	мило
magus	сладко
magus	сладки
magus	сладка
rongid	влакове
rongid	влаковете
irving	ървинг
rebecca	ребека
aruanne	докладване
aruanne	доклад
borgia	борджия
liinid	линии
liinid	реплики
liinid	редове
manustamine	администриране
manustamine	администрация
vastasid	отговорил
eksperiment	експеримент
eksperiment	експериментът
akustiline	акустични
akustiline	акустични
dagmar	дагмар
elekter	електроенергия
elekter	електричество
elekter	ток
elekter	електрически
elekter	електрическа
elekter	електрическо
elekter	електричество
varastatud	откраднат
varastatud	открадната
varastatud	крадени
varastatud	откраднати
varastatud	откраднато
karlsson	карлсон
gibraltari	гибралтар
pat	пат
sünonüüm	синоним
amplituud	амплитуда
dominique	доминик
üksikult	индивидуално
territoriaalse	териториално
territoriaalse	териториални
territoriaalse	териториална
ultra	ултра
ward	уорд
positsioonid	пози
positsioonid	позиции
bennett	бенет
petit	petit
primaarne	първична
primaarne	първични
primaarne	първичен
primaarne	първично
testid	изпитвания
testid	тестове
testid	изследвания
tsoon	зона
täiuslik	перфектна
täiuslik	перфектно
täiuslik	перфектен
täiuslik	съвършен
aserbaidžaan	азербайджан
maxwell	максуел
tööline	работник
nähtused	явления
nähtused	феномен
nähtused	феномени
kasahstan	казахстан
churchill	чърчил
diplom	диплома
diplom	дипломата
mikael	микаел
dag	даг
kopsu	белодробен
kopsu	белодробна
kopsu	дроб
kopsu	лунг
puruks	мачка
aken	прозореца
aken	прозорецът
aken	прозорец
hills	хълмове
hills	хилс
isabelle	изабел
passiivne	пасивен
passiivne	пасивно
passiivne	пасивна
passiivne	пасивни
antonov	антонов
