και	ja
άνθρωπος	ihminen
άνθρωπος	inhimillinen
άνθρωπος	mies
άνθρωπος	äijä
έφερε	tuotiin
έφερε	toi
έπαιξε	pelattu
έπαιξε	soitettu
έπαιξε	pelasi
έπαιξε	pelannut
εδάφη	maaperä
σύνορα	rajojen
σύνορα	rajat
σύνορα	rajoja
σύνορα	raja
σύνορα	rajaa
σύνορα	rajan
σύνορα	raja
σύνορα	rajalla
αεροσκάφη	lentokone
πλοίο	aluksen
πλοίο	astia
πλοίο	alus
πλοίο	laiva
πλοίο	alusta
πλοίο	aluksen
πλοίο	alus
πλοίο	vene
πλοίο	laiva
πλοίο	veneen
πλοίο	venettä
ομοσπονδία	federaatio
ομοσπονδία	liitto
ομοσπονδία	federaation
ομοσπονδία	liittovaltio
αρχίζει	alkaa
αρχίζει	alkaa
διοικητική	hallinnolliset
διοικητική	hallinnollinen
γήπεδο	stadion
γήπεδο	stadium
δεκέμβριο	joulukuu
δεκέμβριο	joulukuussa
δεκέμβριο	joulukuuta
αμερικανοί	amerikkalainen
αμερικανοί	amerikan
αμερικανοί	amerikkalaiset
αμερικανοί	american
αμερικανοί	amerikkalaisia
αμερικανοί	amerikkalaiset
αμερικανοί	yhdysvaltalaiset
απρίλιο	huhtikuu
απρίλιο	huhtikuuta
απρίλιο	huhtikuussa
απρίλιο	huhtikuun
απρίλιο	huhti
καλύτερο	parempi
καλύτερο	paremmin
καλύτερο	paras
καλύτερο	parhaat
καλύτερο	parhaiten
καλύτερο	best
καλύτερο	parasta
υποστήριξη	tuetaan
υποστήριξη	tukea
υποστήριξη	tukee
υποστήριξη	tuen
υποστήριξη	tukea
υποστήριξη	tuki
υποστήριξη	tue
δημιούργησε	luotu
δημιούργησε	loi
δημιούργησε	luodut
δημιούργησε	luonut
δημιούργησε	luotiin
κοινοβούλιο	parlamentin
κοινοβούλιο	parlamentti
γερμανικά	saksaa
γερμανικά	saksalainen
γερμανικά	saksa
γερμανικά	saksaksi
γερμανικά	saksan
ζωγράφος	maalari
διοικητής	komentaja
δημόσια	julkinen
δημόσια	julkisen
δημόσια	julkiset
αύξηση	lisäys
αύξηση	lisätä
αύξηση	kasvu
αύξηση	korotus
αύξηση	nostaa
αύξηση	nosta
αύξηση	kasvattaa
εμφανίσεις	havaintoja
εμφανίσεις	havainnot
γύρο	erä
γύρο	kierros
γύρο	pyöreä
δίσκο	levyn
δίσκο	levy
δίσκο	levyä
δίσκο	levyn
δίσκο	levy
δίσκο	levyä
χρησιμοποιώντας	käyttää
χρησιμοποιώντας	käyttö
χρησιμοποιώντας	käyttäen
χρησιμοποιώντας	käyttämällä
υπηρέτησε	palveli
υπηρέτησε	palvellut
κοινή	yleistä
κοινή	yhteisen
κοινή	yleiset
κοινή	yleinen
αξίωμα	selviö
αστεροειδής	asteroidit
αστεροειδής	asteroidi
νοέμβριο	marraskuuta
νοέμβριο	marraskuussa
νοέμβριο	marraskuu
μήνα	kuukaudessa
μήνα	kuukausi
μήνα	kuukauden
μήνα	kuukautta
πάτρα	patras
πολιτισμού	kulttuuria
πολιτισμού	kulttuuri
γράφει	kirjoittaa
φαινόμενο	ilmiö
φαινόμενο	ilmiötä
φαινόμενο	ilmiön
κράτη	valtioiden
κράτη	valtiot
κράτη	osavaltiot
άγιο	pyhä
άγιο	pyhät
γαλλικά	ranska
γαλλικά	ranskan
γαλλικά	ranskalaiset
γαλλικά	ranskalaisia
γαλλικά	ranskalainen
τουρκία	kalkkuna
τουρκία	kalkkunaa
τουρκία	turkin
τουρκία	turkki
δρόμο	tie
δρόμο	tien
δρόμο	maantie
δρόμο	road
λιμάνι	satama
λιμάνι	portti
λιμάνι	satamat
λιμάνι	satama
λιμάνι	harbour
ηνωμένο	yhdistyneiden
ηνωμένο	yhdistynyt
ηνωμένο	yhdistyneet
ηνωμένο	united
ηνωμένο	yhtenäinen
ποιητής	runoilija
συνέπεια	yhdenmukaisuus
συνέπεια	johdonmukaisuus
συνέπεια	johdonmukaisuutta
συνέπεια	yhtenäisyys
συνέπεια	johdonmukaisuuden
συνέπεια	seuraus
δείχνει	osoittaa
δείχνει	näkyy
δείχνει	näyttää
πρόεδρο	puhemies
πρόεδρο	presidentti
πρόεδρο	puheenjohtaja
μνήμη	muistin
μνήμη	muisto
μνήμη	muistot
μνήμη	muisti
μνήμη	muistia
χέρια	käsivarret
χέρια	aseiden
χέρια	kädet
χέρια	aseet
χέρια	kädet
χέρια	käsien
κανόνες	sääntöjä
κανόνες	säännöt
διατήρηση	säilytys
διατήρηση	säilyminen
διατήρηση	säilyttäminen
διατήρηση	huolto
διατήρηση	kunnossapito
διατήρηση	ylläpito
διατήρηση	suojelu
διατήρηση	säilyttäminen
διατήρηση	säilyttämistä
διατήρηση	säilyttäminen
βουλή	parlamentin
βουλή	parlamentti
παιδί	poika
παιδί	pentu
παιδί	kid
παιδί	lasta
παιδί	lapsen
παιδί	lapsi
δίπλα	vierekkäisten
δίπλα	vieressä
εικόνες	kuvia
εικόνες	kuvat
εικόνες	valokuvia
εικόνες	kuvien
εικόνες	kuvia
εικόνες	kuvat
εθνικότητα	kansalaisuus
εθνικότητα	kansallisuus
τελευταίος	last
τελευταίος	viimeisenä
τελευταίος	viimeksi
τελευταίος	viimeisin
τελευταίος	viimeinen
τελευταίος	viime
ενώσεις	järjestöt
ενώσεις	yhdistykset
ενώσεις	liitot
ενώσεις	yhdistysten
ενώσεις	yhdisteet
ενώσεις	yhdisteitä
θέλει	haluu
θέλει	haluaa
θέλει	tahtoo
σκηνή	kohtaus
σκηνή	teltta
σκηνή	teltan
εισαγωγή	esittely
εισαγωγή	käyttöönotto
εισαγωγή	johdanto
εισαγωγή	tuonti
εισαγωγή	tuonnin
μεταφορά	liikenne
μεταφορά	kuljetukset
μεταφορά	kuljetus
μεταφορά	kuljetuksen
μεταφορά	siirrä
μεταφορά	siirrettävä
μεταφορά	siirto
μεταφορά	siirrot
μεταφορά	liikenne
μεταφορά	kuljetukset
μεταφορά	kuljetus
εξωτερικό	ulkoisen
εξωτερικό	ulkoinen
εξωτερικό	ulkoiset
εξωτερικό	ulkopuolinen
εξωτερικό	ulkomailla
εξωτερικό	ulkomaille
άτομο	ihminen
άτομο	henkilö
άτομο	henkilöä
άτομο	atomi
εργασία	työn
εργασία	työ
εργασία	työt
εργασία	työtä
εργασία	työvoima
εργασία	työvoiman
γερμανοί	saksaa
γερμανοί	saksalainen
γερμανοί	saksa
γερμανοί	saksaksi
γερμανοί	saksan
γερμανοί	saksalaiset
γερμανοί	saksalaisia
τάξη	luokan
τάξη	luokka
τάξη	tilata
τάξη	tilaus
τάξη	järjestys
τάξη	tilaa
διορίστηκε	nimitti
διορίστηκε	nimitetty
διορίστηκε	nimetyt
παρελθόν	mennyttä
παρελθόν	menneet
παρελθόν	ohi
παρελθόν	menneisyys
δουλειά	työpaikka
δουλειά	työ
δουλειά	työtä
δουλειά	työn
δουλειά	työn
δουλειά	työ
δουλειά	työt
δουλειά	työtä
συμπεριφορά	käyttäytyminen
συμπεριφορά	käytös
συμπεριφορά	asenteella
συμπεριφορά	asenne
συμπεριφορά	asennetta
συμπεριφορά	käyttäytymisen
συμπεριφορά	käyttäytyminen
συμπεριφορά	käytöksen
συμπεριφορά	käytöstä
συμπεριφορά	käytös
βόρειο	pohjoinen
βόρειο	pohjois
απόψεις	lausuntojen
απόψεις	lausunnot
απόψεις	mielipiteitä
απόψεις	mielipiteet
απόψεις	näkymät
απόψεις	näköalat
απόψεις	näkemyksiä
άνθρακα	hiilen
άνθρακα	hiili
άνθρακα	kivihiili
άνθρακα	hiilen
άνθρακα	hiili
άνθρακα	hiiltä
κοινωνία	society
κοινωνία	yhteiskunta
κοινωνία	yhteiskunnan
οκτώ	kahdeksan
σύμβολο	symbolin
σύμβολο	symboli
σύμβολο	tunnus
προσθήκη	lisäystä
προσθήκη	lisäys
προσθήκη	lisää
προσθήκη	add
προσθήκη	lisätä
ισραήλ	israelin
ισραήλ	israel
ισραήλ	israelista
ισραήλ	israelissa
άρης	aris
άρης	ares
άρης	mars
καναδά	kanada
καναδά	kanadassa
καναδά	kanadan
παιχνίδια	pelejä
παιχνίδια	pelit
παιχνίδια	pelien
παιχνίδια	kisat
παιχνίδια	lelut
παιχνίδια	leluja
κομμάτια	palasia
κομμάτια	kpl
κομμάτια	palat
ανάλυση	erittely
ανάλυση	jaottelu
ανάλυση	jakautuminen
ανάλυση	analyysi
ανάλυση	analyysit
ανάλυση	analysointi
ανάλυση	analyysin
κόκκινο	punaiset
κόκκινο	punainen
κόκκινο	punaista
κόκκινο	red
ηλιακό	auringon
ηλιακό	aurinko
δίσκος	albumi
δίσκος	levyn
δίσκος	levy
δίσκος	albumin
δίσκος	albumia
δίσκος	levyn
δίσκος	levy
δίσκος	levyä
δίσκος	levyn
δίσκος	levy
δίσκος	levyä
πρωταθλήτρια	mestari
ροκ	kallio
ροκ	kivi
ροκ	rokkaa
ροκ	rock
αντικείμενα	erät
αντικείμενα	kohdat
αντικείμενα	kohteita
αντικείμενα	kohteet
αντικείμενα	esineitä
αντικείμενα	esineet
αντικείμενα	kohteet
ενέργειας	energian
ενέργειας	energia
ενέργειας	energiaa
ζώνη	vyöhyke
ζώνη	alue
ζώνη	vyö
ζώνη	vyön
σύλλογοι	järjestöt
σύλλογοι	yhdistykset
σύλλογοι	liitot
σύλλογοι	yhdistysten
σύλλογοι	seurat
σχέδια	mallit
σχέδια	suunnitelmia
σχέδια	suunnitelmien
σχέδια	suunnitelmat
σχέδια	projektit
σχέδια	hankkeet
σχέδια	hankkeiden
σχέδια	hankkeita
σχέδια	piirustukset
σχέδια	piirustuksia
σχέδια	piirrokset
χιλιάδες	tuhannet
χιλιάδες	tuhansia
δίκτυο	verkko
δίκτυο	verkon
δίκτυο	verkoston
δίκτυο	verkosto
φως	kevyt
φως	valoa
φως	valo
φως	light
πραγματικό	real
πραγματικό	todellinen
πραγματικό	oikea
πραγματικό	aito
πραγματικό	todellista
παραπομπές	viittaukset
παραπομπές	viitteet
μικρές	pieni
μικρές	pienet
πίνακας	maalaus
πίνακας	maalausta
πίνακας	taulua
πίνακας	taulu
απάντηση	vastaa
απάντηση	vastaus
απάντηση	vastata
απάντηση	vastaa
απάντηση	vastaus
απάντηση	vastata
απάντηση	vastauksen
παρόμοια	samanlaisia
παρόμοια	samankaltaiset
παρόμοια	samankaltaista
παρόμοια	samanlaiset
παρόμοια	samanlainen
παρόμοια	samankaltainen
απόλυτο	absoluuttinen
απόλυτο	ehdoton
περιλαμβάνονται	sisällytetty
περιλαμβάνονται	sisältyy
περιλαμβάνονται	sisältää
αποκλειστικά	yksinomainen
αποκλειστικά	yksinoikeudella
αποκλειστικά	yksinoikeus
αποκλειστικά	yksinomaan
νότιο	etelä
νότιο	etelän
νότιο	eteläinen
νότιο	etelä
νότιο	etelään
πολιτικές	käytännöt
ανήκε	kuulunut
ανήκε	kuuluivat
ανήκε	kuuluneet
ανήκε	kuului
ανήκουν	kuulu
ανήκουν	kuulua
νόμος	laki
νόμος	oikeustieteen
νόμος	lainsäädäntö
νόμος	lakia
πράγματα	asioita
πράγματα	asiat
πράγματα	tavaraa
πράγματα	meininkiä
πράγματα	juttuja
άννα	anna
απλώς	vain
έζησε	asunut
έζησε	asui
έζησε	elänyt
σκηνοθέτης	johtaja
σκηνοθέτης	ohjaaja
ιαπωνία	japanista
ιαπωνία	japani
ιαπωνία	japanissa
ιαπωνία	japanin
σειρές	sarja
σειρές	sarjat
σειρές	rivit
σειρές	riviä
φον	fawn
φον	von
ολυμπιακό	olympia
ολυμπιακό	olympic
εμφανίστηκε	ilmestyi
εμφανίστηκε	ilmestynyt
δολάρια	dollaria
δολάρια	dollareita
λίγες	harvat
λίγες	muutaman
λίγες	harva
λίγες	muutama
τρόπος	tapa
τρόπος	keino
τρόπος	way
ακαδημίας	akatemia
πέτυχε	onnistui
πέτυχε	onnistuivat
βαθμούς	arvosanat
βαθμούς	arvosanoja
καταστροφή	tuho
καταστροφή	katastrofi
καταστροφή	onnettomuus
καταστροφή	katastrofin
καταστροφή	katastrofi
καταστροφή	hävittäminen
καταστροφή	tuho
καταστροφή	tuhoa
καταστροφή	tuhoaminen
φύση	luonnosta
φύση	luonne
φύση	luontoa
φύση	luonto
ναι	kyllä
όργανα	instrumentit
όργανα	välineitä
όργανα	välineet
όργανα	toimielimiin
όργανα	toimielimet
όργανα	laitokset
όργανα	toimielimiä
όργανα	toimielinten
τιμές	hintojen
τιμές	hinnat
τιμές	hinta
τιμές	arvot
τιμές	arvoja
πίεση	paine
πίεση	paineet
πίεση	painetta
πίεση	paineen
βασίλισσα	kuningatar
βασίλισσα	queen
κόμματα	osapuolet
κόμματα	asianosaiset
κόμματα	puolueet
χαρακτήρες	merkkejä
χαρακτήρες	merkkiä
χαρακτήρες	hahmot
χαρακτήρες	merkit
πολιτικό	poliitikko
πολιτικό	poliittinen
φιλοσοφία	filosofiaa
φιλοσοφία	filosofian
φιλοσοφία	filosofia
συμμετέχει	osallistuu
χημική	kemikaali
χημική	kemiallinen
χημική	kemialliset
βίντεο	videon
βίντεο	videossa
βίντεο	videota
βίντεο	video
βίντεο	videot
βίντεο	videoiden
βίντεο	videoita
ασίας	aasian
ασίας	aasia
ίδρυσε	perustettiin
ίδρυσε	perustettu
ίδρυσε	perusti
παλιά	vanhat
παλιά	vanhoja
παλιά	vanha
παλιά	vanhaa
μονάδα	yksikön
μονάδα	yksikköä
μονάδα	yksikkö
βρετανία	britannian
βρετανία	britannia
στρατηγός	yleinen
στρατηγός	yleiset
στρατηγός	kenraali
στρατηγός	yleistä
εξαιρετικά	äärimmäisen
εξαιρετικά	erittäin
εξαιρετικά	erinomainen
οικονομικά	talous
οικονομικά	taloutta
ίδρυμα	säätiö
ίδρυμα	säätiön
ίδρυμα	perusta
ίδρυμα	toimielin
ίδρυμα	laitos
ίδρυμα	instituutio
κάποιον	joku
κάποιον	jonkun
διεύθυνση	osasto
διεύθυνση	osoite
διεύθυνση	osoitteen
υπόλοιπα	lepo
υπόλοιπα	lepää
υπόλοιπα	levätä
υπόλοιπα	lepoa
πάπας	paavin
πάπας	paavi
πάπας	pope
σταθμό	metroasema
σταθμό	rautatieasema
σταθμό	asema
σχετική	suhteellista
σχετική	suhteellisesti
σχετική	suhteellinen
σχετική	sukulainen
σχετική	merkityksellinen
σχετική	liittyvä
σχετική	liittyvät
σχετική	liittyy
αρχιτεκτονική	arkkitehtuurin
αρχιτεκτονική	arkkitehtuuri
προπονητές	valmentajat
δραστηριότητα	toiminta
δραστηριότητα	aktiivisuus
δραστηριότητα	toimintaa
δραστηριότητα	toiminto
τεχνική	tekninen
τεχνική	tekniikka
διαμέρισμα	litteä
διαμέρισμα	tasainen
διαμέρισμα	kämppä
διαμέρισμα	asunnon
διαμέρισμα	asunto
διαμέρισμα	huoneisto
γράμματα	klaava
γράμματα	kirjeet
γράμματα	kirjeitä
γράμματα	kirjain
γράμματα	kirjaimia
γράμματα	kirjaimet
μακεδονία	makedonian
μακεδονία	makedonia
πιθανώς	luultavasti
πιθανώς	todennäköisesti
πιθανώς	varmaan
πιθανώς	mahdollisesti
ανδρέας	andreas
κάποιοι	osa
κάποιοι	joitakin
κάποιοι	jotkut
εθνικός	kansallinen
εθνικός	kansalliset
εθνικός	kansallisten
υόρκη	yorkiin
υόρκη	york
υόρκη	yorkin
βασιλική	basilica
βασιλική	kuninkaalliset
βασιλική	kuninkaallinen
βασιλική	royal
μνημείο	maamerkki
μνημείο	muistomerkki
μνημείο	memorial
μνημείο	monumentti
μνημείο	muistomerkki
τζέιμς	james
τζέιμς	jamesin
τζέιμς	jamesia
μονάδες	yksikköä
μονάδες	yksiköt
είπε	sanoi
γονείς	vanhemmat
γονείς	vanhempien
γονείς	vanhempia
μάχες	ottelut
μάχες	taistelee
μάχες	taistelut
μάχες	taistella
μάχες	taistelevat
μάχες	taistelut
πολιτικά	politiikan
πολιτικά	politiikka
πολιτικά	politiikkaa
πολιτικά	poliittisesti
καθεστώς	status
καθεστώς	asema
καθεστώς	tila
καθεστώς	tilanne
καθεστώς	järjestelmän
καθεστώς	järjestelmä
ρωμαϊκή	roman
ρωμαϊκή	roomalainen
ρωμαϊκή	rooman
λογική	perustelut
λογική	perustelu
λογική	perusteet
λογική	loogista
λογική	looginen
λογική	loogisesti
λογική	looginen
λογική	logiikkaa
λογική	logiikan
λογική	logiikka
βυζαντινή	bysantin
αφρικής	afrikkalainen
αφρικής	afrikkalaiset
αφρικής	afrikka
αφρικής	afrikan
κριτήρια	perusteet
κριτήρια	kriteerit
άμεσα	suoraan
ολυμπιακούς	olympialaiset
μοναδικό	ainutlaatuinen
μοναδικό	ainutlaatuista
μοναδικό	yksilöllinen
μοναδικό	yksilölliset
δικαιωμάτων	oikeudet
δικαιωμάτων	oikeuksia
δικαιωμάτων	oikeuksien
ακολούθησαν	seurasi
ακολούθησαν	seurannut
ακολούθησαν	seurattu
ακολούθησαν	seurasin
εσωτερικών	sisustus
κατακτήσει	valloittaa
όρια	rajojen
όρια	rajoja
όρια	rajat
όρια	raja
όρια	rajoitus
όρια	rajaa
όρια	rajoita
όρια	rajoitukset
όρια	rajat
λύση	ratkaisu
λύση	liuos
λύση	ratkaisua
φυσικό	luonnolliset
φυσικό	luonnollinen
φυσικό	luonnon
φυσικό	luonnollista
συνθέτης	lauluntekijä
συνθέτης	säveltäjä
αίγυπτο	egypti
αίγυπτο	egyptin
αίγυπτο	egyptissä
αίγυπτο	egyptiin
τρέχουσα	tämänhetkinen
τρέχουσα	tämänhetkiset
τρέχουσα	nykyiset
τρέχουσα	nykyinen
κώδικα	koodi
αέρα	ilma
αέρα	ilmaa
εύκολα	helposti
δήλωσε	ilmoitettu
δήλωσε	julisti
δήλωσε	julistettiin
δήλωσε	julistettu
ακαδημία	akatemia
πτώση	hylkää
πτώση	kieltäytyä
πτώση	lasku
πτώση	kaatuu
πτώση	putoaminen
πτώση	putoaa
πτώση	pudotus
πτώση	pudota
πτώση	pudota
πτώση	syksy
πτώση	kaatuu
πτώση	kaadu
ζαν	jean
ζαν	jeanne
κτίριο	rakennuksessa
κτίριο	rakentaminen
κτίριο	rakennus
κτίριο	rakennuksen
προσωπικό	henkilökohtaisia
προσωπικό	henkilökohtaiset
προσωπικό	henkilökohtainen
προσωπικό	henkilökohtaista
προσωπικό	henkilöstö
προσωπικό	henkilöstön
προσωπικό	henkilökunta
προσωπικό	henkilöstö
προσωπικό	henkilöstön
προσωπικό	henkilökunta
αυστραλία	australiaan
αυστραλία	australian
αυστραλία	australia
κίνα	kiinassa
κίνα	kiinan
κίνα	kiina
κίνα	kiinasta
επαρχίες	maakunnat
παίκτης	pelaajan
παίκτης	pelaaja
κοινωνική	sosiaaliset
κοινωνική	sosiaalisen
κοινωνική	sosiaalinen
κοινωνική	yhteiskunnallinen
φεβρουάριο	helmikuuta
φεβρουάριο	helmikuussa
φεβρουάριο	helmikuu
πολιτεία	osavaltio
πολιτεία	valtion
πολιτεία	valtio
μυθιστόρημα	romaani
μυθιστόρημα	fiktiota
αεροδρόμιο	lentokenttä
αεροδρόμιο	lentokentälle
αεροδρόμιο	lentoasema
κατοχή	hallussapidosta
κατοχή	hallussa
κατοχή	hallussapito
κατοχή	ammatti
κατοχή	miehityksen
κατοχή	miehitys
αμερικανική	amerikkalainen
αμερικανική	amerikan
αμερικανική	amerikkalaiset
αμερικανική	american
πιθανόν	luultavasti
πιθανόν	todennäköisesti
πιθανόν	varmaan
πιθανόν	mahdollisesti
λεξικό	sanakirja
πλειοψηφία	enemmistö
νόμο	laki
νόμο	oikeustieteen
νόμο	lainsäädäntö
νόμο	lakia
ζώα	eläinten
ζώα	eläimet
ζώα	eläimiä
ζώα	karjaa
ζώα	karja
ζώα	karjan
συμβόλαιο	sopimus
συμβόλαιο	sopimuksen
σενάριο	käsikirjoitus
σενάριο	skenaario
σενάριο	käsikirjoitus
ενάντια	vastoin
ενάντια	vastaan
περαιτέρω	pidemmälle
επαφή	yhteyttä
επαφή	yhteyshenkilö
επαφή	yhteystiedot
μπλε	sininen
μπλε	siniset
μπλε	sinistä
μπλε	sini
εργασίες	työn
εργασίες	työ
εργασίες	työt
εργασίες	työtä
εργασίες	työpaikkoja
εργασίες	työt
εργασίες	työpaikat
ολόκληρη	koko
ολόκληρη	kokonaisena
ολόκληρη	kokonainen
ολόκληρη	kokonaiset
δήμαρχος	pormestari
δήμαρχος	kaupunginjohtaja
κινδύνου	riskiä
κινδύνου	vaara
κινδύνου	riskit
κινδύνου	riski
κινδύνου	vaara
ρόμπερτ	robert
σταδιακά	asteittain
σταδιακά	vähitellen
σταδιακά	asteittain
σταδιακά	vähitellen
επίσημο	virkamies
επίσημο	viralliset
επίσημο	virallinen
επίσημο	muodollista
επίσημο	muodollinen
επίσημο	muodolliset
οικονομία	talous
οικονομία	taloutta
οικονομία	talous
οικονομία	talouden
βιβλιογραφία	bibliografia
βιβλιογραφία	kirjallisuutta
κρήτη	kreeta
πλήρη	täyden
πλήρη	täys
πλήρη	täydet
πλήρη	täysi
πλήρη	täynnä
πλήρη	täydelliset
πλήρη	täydellinen
πλήρη	täytetään
λεζάντα	kuvateksti
ανάγκη	tarve
ανάγκη	tarvitaan
ανάγκη	tarpeen
ανάγκη	tarvita
ανάγκη	tarvetta
προϊόντα	tuotteita
προϊόντα	tuotteet
προϊόντα	tuotteiden
σημειώσεις	toteaa
σημειώσεις	muistiinpanot
σημειώσεις	muistiinpanoja
σημειώσεις	huomautuksia
σημειώσεις	huomautukset
γνώμη	lausunnon
γνώμη	mielipiteen
γνώμη	lausunto
γνώμη	mielipide
καλλιτέχνες	esiintyjät
καλλιτέχνες	taiteilijat
καλλιτέχνες	taiteilijoiden
καλλιτέχνες	taiteilijoita
ισχύει	pätevä
ισχύει	voimassa
ισχύει	kelpaa
ισχύει	kelvollinen
ισχύει	sovelletaan
οδηγεί	johtaa
οδηγεί	johtavan
οδηγεί	johtava
οδηγεί	johtavat
οδηγεί	johtaa
οδηγεί	ajaa
συμβαίνει	tapahtuu
ρώμης	roomaa
ρώμης	roomaan
ρώμης	rooman
ρώμης	rooma
πλήθος	väkijoukot
πλήθος	yleisö
πλήθος	yleisöä
πλήθος	porukkaa
ιερά	pyhä
ιερά	pyhät
ιερά	pyhä
ιερά	pyhitetty
πόλεων	kaupunkeja
πόλεων	kaupunkien
πόλεων	kaupungit
ηγεσία	johtoasema
ηγεσία	johtajuutta
συνδυασμό	yhdistelmän
συνδυασμό	yhdistelmä
συνάρτηση	funktio
συνάρτηση	toiminto
αξία	arvoa
αξία	arvo
μάζα	massaa
μάζα	massa
φράση	lause
φυσικής	fysiikkaa
φυσικής	fysiikan
ειρήνη	rauhaa
ειρήνη	peace
ειρήνη	rauha
προσπάθησε	kokeile
προσπάθησε	yritä
φωνή	ääntä
φωνή	äänen
φωνή	ääni
οικογένειες	perheitä
οικογένειες	perheet
εντολή	komento
εντολή	komentoa
εντολή	komennon
εντολή	toimeksiannon
εντολή	toimeksianto
εντολή	valtuudet
εντολή	toimikausi
γάλλοι	ranska
γάλλοι	ranskan
γάλλοι	ranskalaiset
γάλλοι	ranskalaisia
γάλλοι	ranskalainen
γάμο	avioliiton
γάμο	avioliitto
γάμο	häät
γάμο	häitä
θρησκεία	uskontoa
θρησκεία	uskonto
θρησκεία	uskonnon
επιτρέπει	sallii
επιτρέπει	mahdollistaa
παρέχει	tarjoaa
αδελφός	veli
ζήτησε	pyydetty
ζήτησε	haettu
ζήτησε	pyydetyt
ζήτησε	pyydettiin
ζήτησε	pyydetty
ζήτησε	kysyttiin
ζήτησε	pyysi
ζήτησε	kysyi
ζήτησε	kysytty
επιρροή	vaikutusvalta
επιρροή	vaikutusta
επιρροή	vaikutusvaltaa
επιρροή	vaikutus
κατάκτηση	valloittaa
κατάκτηση	valloitus
κατάκτηση	valloittaa
υπέγραψε	allekirjoitus
υπέγραψε	allekirjoittanut
υπέγραψε	allekirjoitettu
σοβιετική	neuvostoliitto
αντιδράσεις	reaktioita
αντιδράσεις	reaktiot
συγγραφέα	kirjoittaja
συγγραφέα	kirjailija
συγγραφέα	käsikirjoittaja
συγγραφέα	tekijä
συγγραφέα	kirjailija
συγγραφέα	tekijän
συγγραφέα	esittäjä
συγγραφέα	kirjoittaja
κερδίσει	win
κερδίσει	voitto
κερδίσει	voita
κερδίσει	voittaa
παγκοσμίως	maailmanlaajuiset
παγκοσμίως	maailmanlaajuinen
παγκοσμίως	maailmanlaajuisesti
μακριά	pois
βασικό	perus
προσπάθειες	ponnisteluja
προσπάθειες	pyrkimykset
προσπάθειες	ponnistelut
κρίση	tuomion
κρίση	tuomio
κρίση	kriisit
κρίση	kriisin
κρίση	kriisi
περ	per
περιγραφή	kuvaus
πύλη	portti
πύλη	portille
πύλη	portin
πύλη	portaalin
πύλη	portaali
πύλη	portti
πύλη	portti
ανακοίνωσε	ilmoittaa
ανακοίνωσε	ilmoitettu
ανακοίνωσε	julkistettu
ανακοίνωσε	ilmoitetut
ανακοίνωσε	ilmoitti
ελ	elle
μήνυμα	viesti
μήνυμα	viestiä
μήνυμα	viestin
βαθμολογία	arvio
βαθμολογία	arvostelu
βαθμολογία	luokitus
βαθμολογία	pisteet
βαθμολογία	pisteet
προκάλεσε	aiheutti
προκάλεσε	aiheuttanut
προκάλεσε	haastoi
μεγαλύτερος	vanhempia
μεγαλύτερος	vanhempi
μεγαλύτερος	vanhempaa
μεγαλύτερος	suurempia
μεγαλύτερος	suuremmat
μεγαλύτερος	suurempi
μεγαλύτερος	isompi
μεγαλύτερος	isommat
μεγαλύτερος	isompia
μεγαλύτερος	suurempi
μεγαλύτερος	isompi
γεννημένος	syntynyt
γεννημένος	syntyneet
γεννημένος	syntyi
μοναστήρι	luostarin
μοναστήρι	luostari
μοναστήρι	luostari
δραστηριότητες	toiminnat
δραστηριότητες	toiminta
δραστηριότητες	toimintaa
δραστηριότητες	toimet
δραστηριότητες	toiminnot
χίτλερ	hitlerin
χίτλερ	hitler
χίτλερ	hitleriä
γραμματέας	sihteeri
περιέχουν	sisältävät
ελευθερία	vapauden
ελευθερία	vapautta
ελευθερία	vapaus
ελευθερία	vapauteen
ελευθερία	vapaus
ελευθερία	liberty
ταξίδι	matkustaa
ταξίδι	matkustaminen
ταξίδι	matkat
ταξίδι	matkailu
ταξίδι	matka
ταξίδι	matkaa
ταξίδι	matkan
ταξίδι	matka
ταξίδι	trip
ταξίδι	reissu
ταξίδι	matkan
ταξίδι	matka
μοναδική	ainutlaatuinen
μοναδική	ainutlaatuista
μοναδική	yksilöllinen
μοναδική	yksilölliset
ακτή	shore
ακτή	rantaan
ακτή	ranta
ακτή	rannikolla
ακτή	rannikko
ομοσπονδίας	federaatio
ομοσπονδίας	liitto
ομοσπονδίας	federaation
ομοσπονδίας	liittovaltio
ιδιότητα	omaisuutta
ιδιότητα	kiinteistö
ιδιότητα	ominaisuus
ιδιότητα	omaisuus
ιδιότητα	kiinteistöt
ιδιότητα	tontti
πλήρως	täysin
μελέτες	opinnot
μελέτες	selvitykset
μελέτες	tutkimuksia
μελέτες	tutkimukset
ήθελε	etsintäkuulutettu
ήθελε	haluttu
ήθελε	halusi
ντεμπούτο	debyytti
χέρι	käsi
χέρι	käsivarsi
χέρι	käsivarren
χέρι	käsi
χέρι	käden
μέθοδος	menetelmä
μέθοδος	menetelmän
στρατεύματα	joukot
στούντιο	studios
στούντιο	studio
στούντιο	studion
κάρολος	charles
κάρολος	kaarle
πέτρος	pekka
πέτρος	petteri
πέτρος	peter
πέτρος	pietari
πέτρος	petros
άνοδο	anodi
μέτωπο	edessä
μέτωπο	edestä
μέτωπο	rintama
μέτωπο	etu
μέτωπο	otsa
ουσία	aine
