singular	tunggal
vama	pabean
adult	dewasa
împarte	belah
împarte	pecah
împarte	split
împarte	pisah
experimental	percobaan
experimental	eksperimen
experimental	eksperimental
dir	dir
logica	logika
helsinki	helsinki
julia	yulia
julia	julia
mussolini	mussolini
scooby	scooby
faimos	famous
faimos	terkenal
nuntă	pernikahan
nuntă	wedding
magdalena	magdalena
anastasia	anastasia
studiourile	studios
studiourile	studio
posterior	posterior
bat	bat
bat	kelelawar
apr	apr
mintea	mind
mintea	pikiran
dmitri	dmitry
dmitri	dmitri
alexei	alexei
sârb	serbia
sârb	serbia
documentul	dokumen
baba	baba
codreanu	codreanu
preocupat	khawatir
preocupat	peduli
preocupat	prihatin
brusc	mendadak
debehogne	debehogne
japonezi	jepang
japonezi	japanese
inspirată	terinspirasi
inspirată	menginspirasi
inspirată	inspirasi
inspirată	inspired
paraguay	paraguay
jennifer	jennifer
facto	facto
cantal	cantal
izolat	terisolasi
izolat	terasing
izolat	terisolasi
berg	berg
anulat	membatalkan
anulat	dibatalkan
anulat	batalkan
anulat	membatalkan
anulat	dibatalkan
precizează	nyatakan
precizează	tentukan
precizează	menentukan
precizează	sebutkan
evaluare	peringkat
evaluare	penilaian
evaluare	rating
evaluare	evaluasi
evaluare	penilaian
evaluare	penaksiran
asediu	pengepungan
asediu	mengepung
asediu	kepung
divizat	dibagi
divizat	terbagi
divizat	belah
divizat	pecah
divizat	split
divizat	pisah
bergamo	bergamo
taxe	pajak
taxe	biaya
novo	novo
încurajat	didorong
enterprise	enterprise
inamic	enemy
inamic	musuh
vehicul	kendaraan
botanică	botani
botanică	botani
arma	weapon
arma	senjata
arma	senapan
arma	pistol
arma	gun
arma	senjata
diferențele	perbedaan
diferențele	perbedaannya
servi	sajikan
servi	melayani
servi	layani
hanul	inn
hanul	penginapan
presupus	diasumsikan
presupus	dugaan
presupus	diduga
nagy	nagy
musulmane	muslim
modificată	modifikasi
modificată	diubah
modificată	dimodifikasi
arakan	arakan
definitivă	definitif
rasa	breed
rasa	biak
rasa	balapan
rasa	race
rasa	perlombaan
rasa	ras
rasa	lomba
restaurarea	restorasi
emerit	emeritus
cafenea	minang
cafenea	kafe
cafenea	cafe
cafenea	café
cafenea	kafe
cafenea	cafe
cafenea	café
permanente	permanen
permanente	permanent
vizibilă	kelihatan
vizibilă	nampak
vizibilă	terlihat
vizibilă	tampak
asociație	asosiasi
asociație	perhimpunan
asociație	association
index	indeks
obișnuită	ordinary
moral	akhlak
moral	moral
kenneth	kenneth
trofee	trofi
asigurări	asuransi
dispute	sengketa
dispute	perselisihan
dispute	persengketaan
portughez	portugis
brâncuși	brâncuşi
haiti	haiti
sindromul	syndrome
sindromul	sindrom
locație	lokasi
prezență	kehadiran
prezență	kehadirannya
prezență	kehadiran
eugene	eugene
cândva	terkadang
cândva	kadang
persan	persia
sinaia	sinaia
traseu	trail
traseu	setapak
traseu	jejak
traseu	rute
îmbunătățit	penyempurnaan
îmbunătățit	ditingkatkan
îmbunătățit	peningkatan
îmbunătățit	disempurnakan
îmbunătățit	disempurnakan
îmbunătățit	ditingkatkan
vinde	jual
vinde	sell
vinde	menjual
atlantique	atlantique
logic	logis
logic	logika
precizie	ketepatan
precizie	presisi
precizie	ketelitian
precizie	keakuratan
precizie	ketepatan
precizie	akurasi
precizie	ahir
meyer	meyer
măsoară	ukur
măsoară	mengukur
dom	kubah
dom	dome
dom	dom
fame	ketenaran
fame	fame
controlat	dikontrol
controlat	terkendali
controlat	dikendalikan
coleg	kolega
coleg	kakak
express	ekspres
express	express
express	ungkapkan
express	mengungkapkan
amt	amt
nel	nel
baltice	baltik
mustafa	mustafa
ardere	pembakaran
ardere	terbakar
ardere	membakar
ardere	pembakaran
ardere	burning
cost	biaya
modifică	modifikasi
modifică	ubah
modifică	memodifikasi
boeing	boeing
întoarcere	kembali
întoarcere	return
cercetătorii	peneliti
peșteră	gua
peșteră	cave
senat	senat
gay	gays
gay	gay
creta	kreta
creta	kapur
creta	chalk
ming	ming
montgomery	montgomery
egiptean	mesir
variabile	variable
variabile	variabel
variabile	variabel
mediterană	mediterania
metale	logam
metale	metal
metale	logam
pană	bulu
bush	semak
bush	bush
standardele	standar
daneză	denmark
verticală	tegak
verticală	vertikal
renunță	batalkan
renunță	batal
azerbaidjan	azerbaijan
niveluri	tier
niveluri	tiers
niveluri	tingkatan
niveluri	aras
niveluri	tingkat
niveluri	tingkatan
niveluri	level
mitchell	mitchell
mantova	mantova
notat	dicatat
strategică	strategis
cambodgia	kamboja
cambodgia	kamboja
cambodgia	cambodia
pablo	pablo
morris	morris
lent	slow
lent	perlahan
lent	lambat
lent	lamban
cosma	cosma
academice	akademik
academice	akademisi
academice	akademis
ice	ice
ice	es
kate	kate
aurora	aurora
sinod	sinode
rou	rou
oregon	oregon
bănci	banks
bănci	bank
bănci	bangku
restaurant	restoran
afectate	terpengaruh
afectate	terdampak
baltă	genangan
pavia	pavia
structurile	struktur
silezia	silesian
silezia	silesia
uriaș	raksasa
uriaș	giant
tabere	perkemahan
tabere	kamp
alma	alma
atribuie	tetapkan
atribuie	menetapkan
atribuie	tugaskan
formulă	formula
formulă	rumus
kentucky	kentucky
indicat	diindikasikan
indicat	ditunjukkan
indicat	ditunjukan
mărfuri	kargo
mărfuri	muatan
mărfuri	cargo
mărfuri	barangnya
mărfuri	barang
mărfuri	komoditi
mărfuri	komoditas
belle	belle
grâu	gandum
cuantică	quantum
cuantică	kuantum
văzute	dilihat
văzute	dilihat
văzute	ditonton
walt	walt
dublin	dublin
festivaluri	festival
ball	bola
ball	ball
rusesc	russian
rusesc	rusia
concepte	konsep
padova	padua
echivalentul	setara
echivalentul	ekuivalen
fani	fans
fani	penggemar
postum	anumerta
postum	anumerta
plovdiv	plovdiv
participanții	peserta
participanții	partisipan
mandate	waran
mandate	mandat
morminte	makam
morminte	kubur
morminte	kuburan
colegi	kolega
colegi	rekan
potențialul	potensi
potențialul	potensial
exactă	persis
horror	horor
horror	horror
horror	kengerian
vizibile	kelihatan
vizibile	nampak
vizibile	terlihat
vizibile	tampak
uss	uss
flash	flash
duminica	minggu
duminica	minggu
srl	llc
srl	srl
srl	ltd
împiedicat	dicegah
materia	materi
persia	persia
elementare	sd
christina	christina
arhipelagul	kepulauan
datorat	berutang
datorat	berhutang
succesiunea	suksesi
protocol	protokol
update	pembaruan
update	mutakhirkan
update	update
update	perbarui
update	pemutakhiran
execută	mengeksekusi
execută	eksekusi
execută	laksanakan
ecuador	ekuador
bull	banteng
bull	bull
kenya	kenya
ntupdate	ntupdate
îngropat	dimakamkan
îngropat	dikuburkan
îngropat	terkubur
îngropat	dikubur
november	november
november	nopember
locații	lokasi
biblie	bible
biblie	alkitab
fabricat	diproduksi
durere	sakit
durere	kesakitan
durere	pain
durere	nyeri
întâlniri	rapat
întâlniri	pertemuan
recomandat	disarankan
recomandat	dianjurkan
recomandat	direkomendasikan
lucrând	berfungsi
lucrând	bekerja
taiwan	taiwan
dramatică	dramatis
populată	dihuni
tereza	teresa
tereza	theresa
culex	culex
semifinale	semifinal
semifinale	semifinal
dex	dex
semnată	menandatangani
semnată	ditandatangani
semnată	signed
baptiste	baptiste
stelele	bintang
stelele	stars
emisă	diterbitkan
emisă	dikeluarkan
emisă	dipancarkan
compuși	senyawa
sovieticii	soviet
praf	dust
praf	debu
praf	bubuk
praf	bedak
praf	powder
zeus	zeus
animat	toon
animat	animasi
nintendo	nintendo
locuită	dihuni
semnal	sinyal
semnal	signal
ceas	menonton
ceas	watch
ceas	tonton
ceas	jam
ceas	clock
democrație	demokrasi
alfa	alpha
alfa	alfa
expune	ungkap
expune	mengekspos
fantastică	fantastis
fantastică	fantastik
fantastică	fantastic
partener	partner
partener	mitra
partener	pasangan
partener	rekan
cerințele	persyaratan
amenințare	ancaman
inventator	penemu
bolta	vault
bolta	kubah
lovituri	tendangan
lovituri	berhembus
lovituri	pukulan
lovituri	penyok
vizitează	kunjungi
vizitează	kunjungan
vizitează	mengunjungi
vizibil	kelihatan
vizibil	nampak
vizibil	terlihat
vizibil	tampak
rgb	rgb
sporturi	olahraga
sporturi	sports
informatii	info
informatii	information
informatii	informasi
observație	observasi
observație	pengamatan
parker	parker
zeilor	dewa
liechtenstein	liechtenstein
discovery	temuan
discovery	penemuan
discovery	discovery
găsiți	temukan
găsiți	cari
dur	rough
dur	kasar
tăiat	cut
tăiat	potong
etajul	lantai
etajul	lantainya
etajul	floor
chapelle	chapelle
strategie	strategi
peisaj	lansekap
peisaj	landscape
peisaj	tumbang
peisaj	lanskap
attila	attila
experiment	percobaan
experiment	eksperimen
experiment	bereksperimen
finalizată	diselesaikan
finalizată	selesai
vinci	vinci
reptile	reptil
reptile	reptil
convinge	yakinkan
convinge	meyakinkan
convinge	bujuk
convinge	membujuk
sportul	sport
sportul	olahraga
leul	lion
leul	singa
personalul	personil
personalul	personalia
personalul	personel
personalul	staf
personalul	staff
aron	aron
preveni	mencegah
preveni	cegah
plată	pembayaran
prize	soket
prize	socket
won	won
won	dimenangkan
won	menang
integrarea	integrasi
reci	cold
reci	kedinginan
reci	dingin
integrat	terintegrasi
integrat	diintegrasikan
integrat	terpadu
fabricate	diproduksi
roosevelt	roosevelt
nuvela	novella
vasili	vasily
aviație	aviation
aviație	penerbangan
aviație	aviasi
spanioli	spanish
spanioli	spanyol
heinz	heinz
petit	petit
thompson	thompson
wallace	wallace
monarh	monarki
monarh	monarch
beethoven	beethoven
ploaie	hujan
ploaie	rain
islamului	islam
bremen	bremen
zagora	zagora
artificial	artifisial
artificial	artifisial
artificial	buatan
solară	surya
solară	solar
disponibilă	tersedia
reprezentative	perwakilan
marino	marino
fetele	cewek
fetele	girls
fetele	gadis
primită	diterima
strategia	strategi
transmise	ditransmisikan
transmise	dipancarkan
transmise	ditularkan
culmea	ridge
culmea	perbukitan
identice	identik
fotografia	photo
fotografia	foto
fotografia	photography
fotografia	fotografi
locuite	dihuni
albrecht	albrecht
aia	that
aia	itu
aia	bahwa
aia	yang
separarea	pemisahan
separarea	berpisah
datoria	duty
datoria	kewajiban
interpretări	interpretasi
interpretări	penafsiran
scrisoarea	surat
scrisoarea	huruf
scrisoarea	letter
eroul	hero
eroul	pahlawan
aviației	aviation
aviației	penerbangan
aviației	aviasi
rupt	patah
rupt	rusak
rupt	broken
rupt	merobek
rupt	robek
integrate	terintegrasi
integrate	diintegrasikan
integrate	terpadu
panama	panama
nichita	nichita
afc	afc
utilizări	penggunaan
utilizări	menggunakan
utilizări	kegunaan
greaca	greek
greaca	yunani
supranumit	dijuluki
nancy	nancy
comisie	komisi
reveni	balikkan
reveni	kembalikan
reveni	pulihkan
westfalia	westfalen
arkansas	arkansas
sinteza	sintesis
aripa	sayap
aripa	wing
cauzele	penyebabnya
cauzele	penyebab
cauzele	menyebabkan
graz	graz
veniturile	pendapatan
veniturile	pendapatan
veniturile	penghasilan
veniturile	pemasukan
veniturile	income
atomic	atomic
clinton	clinton
continuând	melanjutkan
împărăteasă	permaisuri
împărăteasă	maharani
integrare	integrasi
districtele	distrik
miercurea	rabu
miercurea	rabu
scenele	adegan
dramatice	dramatis
aurelian	aurelianus
transmiterea	transmisi
ralph	ralph
hunter	pemburu
hunter	hunter
armeni	armenia
armeni	armenia
vera	vera
sferturi	perempat
sferturi	kuartal
demo	demo
standarde	standar
minimă	minimum
minimă	minimal
minimă	minimal
minimă	minim
simț	akal
simț	sense
simț	indera
datată	tertanggal
pătruns	penetrasi
câteodată	terkadang
câteodată	kadang
utilă	berguna
utilă	bermanfaat
utilă	menolong
utilă	berguna
utilă	bermanfaat
utilă	membantu
montferrat	montferrat
dotat	diberkahi
dotat	berbakat
păstrată	dipelihara
păstrată	diawetkan
păstrată	dipertahankan
clape	keyboard
isabella	isabella
predare	mengajarkan
predare	mengajari
predare	mengajar
predare	pengajaran
predare	serah
airlines	airlines
sănătatea	kesehatan
transfermarkt	transfermarkt
rareori	seldom
rareori	jarang
rareori	jarang
zimbru	zimbru
climă	iklim
abaúj	abaúj
pătrat	square
pătrat	persegi
pătrat	kuadrat
raze	sinar
epic	epik
epic	epic
grație	grace
grație	rahmat
avere	keberuntungan
avere	fortune
avere	harta
avere	kekayaan
windsor	windsor
prevede	menyediakan
prevede	sediakan
fin	sirip
fin	fin
birou	perkantoran
birou	kantor
birou	kantoran
birou	office
birou	dekstop
birou	desktop
secretul	rahasia
secretul	secret
trilogia	trilogy
aniversare	anniversary
gonzaga	gonzaga
pib	gdp
pib	pdb
frumusețea	keindahan
frumusețea	cantiknya
frumusețea	kecantikan
frumusețea	beauty
executată	eksekusi
executată	dieksekusi
musulmană	muslim
rob	rampok
rob	rob
rob	merampok
mehmed	mehmed
concret	beton
frumusețe	keindahan
frumusețe	cantiknya
frumusețe	kecantikan
frumusețe	beauty
laboratorul	laboratory
laboratorul	laboratorium
laboratorul	laboratorium
laboratorul	lab
mâini	hands
mâini	tangan
ala	ala
batalionul	batalyon
batalionul	batalion
decorative	dekoratif
conștient	menyadari
conștient	sadar
conștient	sadar
raluca	raluca
sectoare	sektor
șansă	chance
șansă	peluang
șansă	berpeluang
șansă	kesempatan
autostrada	highway
fabricație	memproduksi
fabricație	manufaktur
fabricație	pabrikasi
zemplén	zemplén
treimi	pertiga
alegere	pilihan
alegere	choice
notre	notre
moștenire	pewaris
moștenire	legacy
moștenire	warisan
moștenire	warisan
mode	moda
mode	modus
mode	mode
negocierile	perundingan
negocierile	negosiasi
linda	linda
split	belah
split	pecah
split	split
split	pisah
cascada	waterfall
lev	lev
colin	collin
colin	colin
legendele	legends
legendele	legenda
măsurile	mengukur
germana	german
germana	jerman
gruparea	mengelompokkan
gruparea	pengelompokan
intenționat	disengaja
intenționat	sengaja
intenționat	sengaja
iulius	julius
virusul	virus
tribul	tribe
tribul	suku
petrolul	oli
petrolul	oil
petrolul	minyak
erori	galat
erori	error
erori	kesalahan
unghiul	angle
unghiul	sudut
egipteană	mesir
implementarea	implementasi
implementarea	pelaksanaan
implementarea	penerapan
implementarea	mengimplementasikan
implementarea	mengimplementasi
implementarea	menerapkan
cuneo	cuneo
jakob	jakob
msg	msg
masacrul	pembantaian
patria	motherland
patria	homeland
patria	nusa
aval	hilir
capitole	bab
hessa	hesse
transferată	dipindahkan
transferată	ditransfer
musulman	muslim
omagiu	upeti
runda	ronde
runda	bulat
runda	round
negativă	negative
negativă	negatif
manuale	manual
orientales	orientales
otomani	ottoman
estimează	perkirakan
estimează	memperkirakan
estimează	perkiraan
estimează	estimasi
dezvăluit	diungkapkan
dezvăluit	mengungkapkan
dezvăluit	diungkap
dezvăluit	terungkap
maritim	maritime
maritim	maritim
nixon	nixon
zborul	flight
zborul	penerbangan
arcade	arcade
arcade	arcade
voluntar	sukarela
voluntar	relawan
voluntar	sukarelawan
tramvai	trem
responsabilitatea	tanggungjawab
ceh	ceko
elias	ilyas
elias	elias
stâncă	batuan
stâncă	batu
stâncă	rock
sfert	triwulan
sfert	quarter
sfert	kuartal
sfert	seperempat
violente	kekerasan
colț	pojok
colț	corner
colț	pojokan
colț	sudut
aducând	membawa
succesive	berturut
eșec	gagal
eșec	gagal
eșec	kegagalan
cannes	cannes
trib	tribe
trib	suku
anatomie	anatomi
varna	varna
currentclub	currentclub
confirmă	mengonfirmasi
confirmă	konfirmasi
houston	houston
yeung	yeung
eficientă	efisien
eficientă	efektif
împărăteasa	permaisuri
împărăteasa	maharani
proiectare	disain
proiectare	design
proiectare	desain
proiectare	merancang
proiectare	mendesain
marche	marche
sancho	sancho
violență	kekerasan
eleanor	eleanor
deșert	gurun
deșert	desert
oferta	promo
oferta	menawarkan
oferta	penawaran
oferta	tawarkan
oferta	tawaran
favorabile	menguntungkan
castro	castro
geologice	geologis
franc	franc
flavius	flavius
koch	koch
furtună	badai
furtună	storm
vatican	vatikan
ken	ken
biologice	biologi
biologice	biologis
regulate	biasa
regulate	regular
regulate	reguler
lusignan	lusignan
rwanda	rwanda
biblioteci	pustaka
biblioteci	perpustakaan
ciudat	aneh
ciudat	strange
ciudat	aneh
ciudat	weird
ciudat	aneh
ciudat	ganjil
îndreaptă	meluruskan
productions	productions
națiune	bangsa
națiune	nation
sinteză	sintesis
mal	mal
adăpost	shelter
adăpost	penampungan
status	status
tower	tower
tower	menara
pradă	mangsanya
pradă	mangsa
franconia	franken
regiment	resimen
feb	feb
artista	artis
artista	seniman
titan	titanium
titan	titan
mărci	merek
mărci	tanda
mărci	marks
revue	revue
ordinele	perintah
ordinele	pesanan
ozn	ufo
excepții	pengecualian
explicații	penjelasan
valabil	valid
valabil	sah
monroe	monroe
ondřejov	ondřejov
duh	duh
duh	jin
duh	genie
facultate	universitas
facultate	university
facultate	kuliah
facultate	college
facultate	kampus
facultate	fani
facultate	fakultas
neptun	neptunus
neptun	neptune
apache	apache
rome	rome
rome	romawi
rome	roma
manuscrise	manuskrip
manuscrise	naskah
rădăcini	akar
monarhiei	monarki
negocieri	negoisasi
negocieri	negosiasi
negocieri	perundingan
negocieri	negosiasi
raf	raf
ierarhia	hierarki
ierarhia	hirarki
săraci	poor
săraci	kasihan
săraci	miskin
săraci	malang
mâine	besok
mâine	esok
mâine	tomorrow
regulamentul	peraturan
regulamentul	regulasi
vina	menyalahkan
vina	salahkan
randy	randy
provocate	memprovokasi
administratorii	pengurus
administratorii	administrator
administratorii	admin
administratorii	pengurus
capețiană	capetian
colorate	berwarna
versiunile	versi
far	mercusuar
far	headlamp
dispare	menghilang
seven	seven
seven	tujuh
luftwaffe	luftwaffe
dorită	diinginkan
dorită	buronan
dorită	diinginkan
dorită	dicari
dorită	wanted
pasărea	bird
pasărea	burung
tei	linden
tei	kapur
tei	limau
tei	lime
văduva	janda
garcia	garcia
ark	ark
ark	bahtera
ark	tabut
casetă	kaset
casetă	pita
casetă	rekaman
casetă	tape
musical	musik
musical	musikal
musical	musical
gyula	gyula
fericit	senang
fericit	bahagia
fericit	ibrahimovic
fericit	happy
olimpia	olimpia
însoțită	ditemani
însoțită	didampingi
însoțită	disertai
însoțită	diiringi
patriei	homeland
patriei	nusa
poze	foto
poze	pics
poze	pictures
poze	gambar
procent	persentase
procent	persen
procent	persentase
constanta	constanta
constanta	constant
constanta	konstanta
constanta	konstan
armat	dipersenjatai
armat	bersenjata
armat	diperkuat
armat	perkuat
mongolii	mongol
sodiu	sodium
sodiu	natrium
prenume	marga
tentativă	dicoba
tentativă	tentatif
prinde	catch
prinde	menangkap
prinde	tangkap
accepta	menerima
accepta	terimalah
accepta	terima
valdemar	valdemar
lut	clay
istria	istria
filolog	filolog
judecat	dihakimi
dieter	dieter
răspândire	menyebar
răspândire	menyebarkan
răspândire	disebarkan
răspândire	menyebar
răspândire	sebarkan
răspândire	sebar
răspândire	penyebaran
patricia	patricia
liberty	kebebasan
liberty	liberty
esență	esensi
esență	intisari
cetățenia	kewarganegaraan
cetățenia	kebangsaan
cetățenia	kewarganegaraan
usd	usd
nice	nice
beatrice	beatrice
atașat	lampirkan
atașat	terlampir
atașat	dilampirkan
spadă	pedang
spadă	sword
bolivia	bolivia
ciuperci	jamur
ciuperci	jamur
maryland	maryland
criteriul	kriteria
colaborează	kolaborasi
colaborează	berkolaborasi
goga	goga
performanțe	kinerja
performanțe	performa
performanțe	suntuk
pakistan	pakistan
optică	optis
optică	optik
optică	optik
profesoară	guru
nad	nad
éditions	éditions
solide	solid
solide	padat
solide	solids
artificială	artifisial
artificială	buatan
banks	banks
banks	bank
instrucțiuni	petunjuk
instrucțiuni	instruksi
aluminiu	aluminium
aluminiu	alumunium
aluminiu	aluminium
aluminiu	alumunium
generali	jendral
generali	jenderal
adige	adige
ziarist	jurnalis
ziarist	wartawan
generic	generik
amonte	hulu
turismul	pariwisata
turismul	wisata
ajax	ajax
flacăra	nyala
flacăra	flame
grupări	grup
grupări	kelompok
marion	marion
efectua	perform
dinți	gigi
dinți	giginya
liège	liège
distincția	perbedaan
nod	node
nod	nodal
nod	simpul
nod	noktah
nod	nodus
nod	simpul
nod	yuzuki
nod	knot
selo	selo
glasgow	glasgow
geniu	genius
geniu	jenius
broadway	broadway
întreprinderea	enterprise
toledo	toledo
autorilor	pengarang
autorilor	penulis
abdul	abdul
cavaleria	kavaleri
brand	brand
brand	merk
brand	merek
burgas	burgas
ciuc	ciuc
colțul	pojok
colțul	corner
colțul	pojokan
colțul	sudut
cuplu	couple
cuplu	torsi
evanghelia	gospel
evanghelia	injil
informativ	informatif
mărturie	testimoni
mărturie	kesaksian
emmanuel	emmanuel
alpii	alpen
caracteristic	karakteristik
concursuri	kompetisi
concursuri	kontes
concursuri	lomba
condiție	syarat
condiție	kondisi
pedeapsă	penalti
pedeapsă	pinalti
pedeapsă	hukuman
pedeapsă	azab
pedeapsă	berjamaah
dobândit	diperoleh
dobândit	didapatkan
combinat	digabungkan
combinat	berpadu
combinat	kombinasi
combinat	dikombinasikan
combinat	gabungan
grey	kelabu
grey	grey
como	como
cartiere	permukiman
cartiere	distrik
stand	stand
stand	berdiri
șanse	peluang
șanse	chance
șanse	peluang
șanse	berpeluang
șanse	kesempatan
guvernele	pemerintah
guvernele	pemerintahan
confederația	konfederasi
confederația	konfederasi
ward	ward
ward	bangsal
localnicilor	lokal
localnicilor	setempat
organisme	organisme
organisme	badan
organisme	jenazah
organisme	tubuh
consul	konsul
deciziile	keputusan
nevada	nevada
iarbă	rumput
iarbă	grass
iarbă	rerumputan
iarbă	ganja
iarbă	gulma
completat	diselesaikan
completat	selesai
comitet	komite
comitet	panitia
capabilă	mampu
masivă	besaran
masivă	masif
masivă	massive
inițiativă	inisiatif
inițiativă	initiative
saga	saga
saga	hikayat
natalia	natalya
natalia	natalia
reformă	reformasi
anexate	dianeksasi
višnjan	višnjan
celtic	celtic
arestarea	penangkapan
arestarea	tangkap
hart	hart
vânzarea	penjualan
vânzarea	jualan
vânzarea	dijual
vânzarea	sale
vânzarea	obral
bella	bella
daily	harian
daily	daily
rit	rite
rit	ritus
chitarist	gitaris
italiana	italia
sociologie	sosiologi
variabilă	variable
variabilă	variabel
antrenat	dilatih
antrenat	terlatih
divine	ilahi
divine	divine
divine	illahi
grecesc	greek
grecesc	yunani
sabia	pedang
sabia	sword
proiectarea	disain
proiectarea	design
proiectarea	desain
instalarea	pemasangan
instalarea	penginstalan
instalarea	instalasi
instalarea	memasang
instalarea	menginstal
instalarea	instalasi
afectată	terpengaruh
afectată	terdampak
franci	franc
franci	francs
franci	franks
tropicale	tropical
tropicale	tropis
eine	eine
kane	kane
puerto	puerto
cheltuielile	pengeluaran
costurile	biaya
costurile	biayanya
semnate	menandatangani
semnate	ditandatangani
semnate	signed
văi	lembah
operează	beroperasi
operează	mengoperasikan
operează	beroperasi
operează	mengoperasikan
