در	ドア
پذیرش	受付
پذیرش	レセプション
پذیرش	披露宴
پذیرش	受付
پذیرش	受け入れ
پذیرش	受け入れる
پذیرش	承認
مد	ファッション
فینال	ファイナル
رویداد	イベント
رویداد	行事
کریم	カリム
لینک	リンク
آرتور	アーサー
شصت	sixty
پایانی	最終
پایانی	決勝
پایانی	ファイナル
پایانی	エンディング
چهره	テーマ
چهره	フェイス
یادبود	追悼
یادبود	記念碑
یادبود	モニュメント
یادبود	記念碑
تکنولوژی	テック
تکنولوژی	技術
تکنولوژی	テクノロジー
جمعه	fri
جمعه	金曜日
جمعه	フライデー
درگیر	交戦
وسطی	真ん中
وسطی	ミドル
نامی	ナミ
دارو	医学
دارو	ドラッグ
دارو	薬物
کوچکی	小さな
کوچکی	スモール
کوچکی	小さい
کوچکی	マイナー
مدارس	学校
مدارس	流派
ایوان	イワン
ایوان	イヴァン
ایوان	エヴァン
ایوان	エバン
نوار	テープ
سخنرانی	講義
سخنرانی	教本
سخنرانی	講演
سخنرانی	音声
سخنرانی	スピーチ
کربن	炭素
نقاش	画家
نمای	表示
نمای	見る
نمای	ビュー
مک	mac
مک	マック
ذهن	mind
ذهن	マインド
گلستان	ロザリオ
ماری	メアリ
ماری	メアリー
کوچه	裏通り
کوچه	路地
دروازه	ゲート
بازرگانی	マーチャント
بازرگانی	商人
بازرگانی	商業
بازرگانی	コマース
نادر	レア
تجزیه	parse
تجزیه	分解
تجزیه	腐敗
تهدید	脅威
تهدید	威嚇
تهدید	脅迫
تهدید	脅迫
تهدید	威嚇
تهدید	脅威
مونتانا	モンタナ
انتقاد	批評
انتقاد	評論
انتقاد	批判
انتقاد	批評
کپی	コピー
سلامت	健康
سلامت	ピース
سلامت	平和
سلامت	安全
سلامت	セーフティ
طایفه	氏族
ابزارهای	ツール
ابزارهای	道具
صبح	モーニング
ذرات	粒子
ذرات	パーティクル
ذرات	粒子
خداوند	ゴッド
حروف	手紙
شاهد	証人
تور	tor
تور	ツアー
تور	ツアー
تور	トゥール
تور	net
تور	ネット
تور	トール
هفتاد	seventy
کشتار	虐殺
کشتار	屠殺
خانوادگی	家族
سیاستمدار	政治家
تلفظ	発音
تلفظ	発音
گذر	トランジット
گذر	合格
گذر	パス
نهادهای	機関
مالکیت	占有
مالکیت	所持
مالکیت	プロパティ
مالکیت	財産
معین	固定
معین	固定された
تایلند	タイ
صدر	宰相
شکار	狩り
شکار	ハンティング
شکار	狩猟
راهنمایی	ヒント
بایگانی	アーカイブ
بایگانی	書庫
بایگانی	アーカイブ
بایگانی	ファイリング
بایگانی	アーカイブ
گره	ノード
گره	引き分け
گره	ネクタイ
گره	結び目
سختی	困難
سختی	難しい
تغذیه	フィード
تغذیه	栄養
هویت	ホイト
هویت	アイデンティティー
هویت	アイデンティティ
منصور	マンスール
شورش	暴動
شورش	反乱
اراک	アラック
عمدتاً	主に
عمدتاً	主に
خاطرات	思い出
جانشین	後継
سالانه	年次
مشکلی	問題
شغل	経歴
شغل	キャリア
شغل	職業
شغل	仕事
شغل	ジョブ
شغل	職業
لشکر	アーミー
لشکر	軍隊
لشکر	陸軍
اکثریت	過半数
اساطیر	神話
ابعاد	サイズ
ابعاد	寸法
منطقی	論理
منطقی	論理
متهم	被告人
متهم	被告
میل	欲望
میل	ミル
زلزله	地震
اندیشه	反映
گراف	グラフ
پیوندهای	リンク
صامت	サイレント
صامت	無音
فولاد	スチール
فولاد	鋼鉄
پویانمایی	アニメイト
پویانمایی	アニメーション
پویانمایی	アニメーション
ارتباطی	通信
ارتباطی	コミュニケーション
کلمات	言葉
کلمات	単語
زندانی	捕虜
زندانی	囚人
پنهان	ヒデ
پنهان	隠す
پنهان	隠し
تایید	確認
استخراج	エキス
استخراج	吸い出し
استودیو	スタジオ
رژیم	ダイエット
رژیم	ダイエット
رژیم	献立
رژیم	国会
رژیم	政権
سند	砂塵
سند	ドキュメント
سند	書類
سند	文書
هتل	ホテル
کانون	焦点
کانون	フォーカス
بیرونی	外側
شیکاگو	シカゴ
رها	離れる
کمیسیون	手数料
کمیسیون	コミッション
کمیسیون	委嘱
مرجع	リファレンス
مرجع	参照
مرجع	参考
نیازی	要件
بازیگری	演技
ارجاع	リファレンス
ارجاع	参照
ارجاع	参考
نسبتاً	そこそこ
سلول	セル
سلول	セル
پلی	ブリッジ
پلی	ポリ
دکتری	医師
دکتری	ドクター
دکتری	先生
دکتری	医者
ناوبری	航法
ناوبری	ナビゲーション
موزیکال	ミュージカル
دختران	ガールズ
ضعیف	弱い
حاشیه	リム
حاشیه	マージン
حاشیه	余白
کویت	クウェート
روانی	サイコ
فن	ファン
درس	レッスン
درس	授業
درس	教訓
درس	レッスン
درس	授業
کنگ	カン
کنگ	コング
تمشک	ラズベリー
تامین	サプライ
تامین	供給
اعراب	ベドウィン
اعراب	デザート
اعراب	砂漠
فیلیپ	フィリップ
حرارت	ヒート
ممنوع	制限
ممنوع	禁止
انتاریو	オンタリオ
تقویت	強化
کوهستانی	マウンテン
مشاور	コンサルタント
مشاور	カウンセラー
مشاور	顧問
مشاور	アドバイザー
نوازنده	音楽家
نوازنده	ミュージシャン
نوازنده	ミュージシャン
معیار	基準
معیار	条件
نرم	スムーズ
نرم	スムース
نرم	滑らか
نرم	やわらかい
نرم	柔らかい
نرم	ソフト
نرم	穏やか
نرم	優しい
سقف	天井
سقف	屋上
سقف	屋根
قبرس	キプロス
مصنوعی	合成
مصنوعی	遺物
مصنوعی	人工
فکری	知識人
توصیه	おすすめ
توصیه	すすめる
توصیه	薦める
توصیه	おすすめ
کلیسا	チャーチ
کلیسا	教会堂
کلیسا	教会
لیبی	リビア
لیبی	リビア
هوانوردی	航空
دوازده	十二
بزرگراه	ハイウェイ
بزرگراه	公道
اخبار	news
اخبار	ニュース
کنفرانس	カンファレンス
کنفرانس	会議
آلی	有機
هاروارد	ハーバード
جمینای	ジェミニ
سو	スー
سو	スー
ترور	暗殺
ترور	トレヴァー
ترور	トレバー
معدن	鉱業
شکایت	クレーム
شکایت	苦情
شکایت	苦情
شکایت	クレーム
خشونت	暴力
افتتاح	開く
افتتاح	オープニング
طلای	gold
طلای	ゴールド
میانی	真ん中
میانی	ミドル
میانی	中間
میانی	中級
دارا	ダラ
لو	ルー
پزشک	医師
توهین	侮蔑
توهین	侮辱
سازنده	クリエーター
سازنده	メーカー
سازنده	製造業者
سازنده	メーカー
آزمون	テスト
آزمون	テスト
آزمون	試験
آزمون	クイズ
تبلیغات	プロモーション
تبلیغات	広告
تبلیغات	プロパガンダ
آیداهو	アイダホ
ضرب	乗算
ضرب	乗法
ضرب	乗算
ضرب	製品
ضرب	プロダクト
ضرب	テンポ
کوتاهی	短い
کوتاهی	ショート
ملاقات	meet
ملاقات	会う
ملاقات	訪問
ملاقات	ミーティング
ملاقات	会議
برسد	訪問
افزودن	追加
افزودن	加算
کمال	カマル
کمال	完璧
وان	バン
وان	ヴァン
مجازی	バーチャル
مجازی	仮想
اقامت	住民
اقامت	住居
اقامت	居所
چمن	芝生
چمن	grass
مایکروسافت	microsoft
پیاده	フィート
نیجریه	ナイジェリア
نیجریه	ナイジェリア
علامت	シグナル
علامت	信号
علامت	サイン
علامت	記号
علامت	署名
تونس	チュニス
توافق	同意
توافق	合意
توافق	決済
توافق	和解
توافق	集落
توافق	妥協
توافق	協定
توافق	合意
توافق	配置
توافق	編曲
صعود	アセンション
صعود	登山
صعود	クライミング
مریم	ミリアム
مریم	メアリ
مریم	メアリー
مریم	マルヤム
کوروش	キュロス
رادیویی	ラジオ
متروی	地下鉄
متروی	地下鉄
متروی	メトロ
شاهان	キングス
بیل	ビル
معبد	神社
معبد	テンプル
معبد	寺院
معبد	神殿
استانبول	イスタンブール
ارکستر	オーケストラ
بنی	ベニ
بنی	ベニー
ون	バン
ون	ヴァン
کانادایی	カナダ
کانادایی	カナディアン
مخالفان	抵抗
مخالفان	レジスタンス
پیانو	ピアノ
مانع	バリア
مانع	障壁
عمان	オマーン
سلاح	武器
سلاح	兵器
سلاح	武器
سلاح	凶器
مدنی	シビック
رئال	real
رئال	本物
رئال	リアル
سیاره	惑星
فاکس	キツネ
رنگی	カラフル
راحتی	快適
ساختمانی	建物
شریف	シャリフ
دبیر	秘書
آگاهی	意識
آگاهی	知識
مقابله	戦闘
اتفاقات	イベント
اتفاقات	行事
اسمیت	スミス
مفاهیم	概念
مفاهیم	コンセプト
مصالح	素材
مصالح	材料
مصالح	マテリアル
مصالح	材料
مصالح	素材
تأکید	強調
تأکید	一貫性
شرط	状態
شرط	条件
وحید	vahid
بزرگان	長老
روزانه	デイリー
واقعیت	真実
واقعیت	真理
واقعیت	リアリティ
واقعیت	現実
تمرکز	焦点
تمرکز	フォーカス
گوشت	食肉
گوشت	肉体
حقیقی	real
حقیقی	本物
حقیقی	リアル
حقیقی	トゥルー
حقیقی	true
حقیقی	本当
تئوری	セオリー
تئوری	理論
اردن	ヨルダン
اردن	ジョーダン
فاز	フェーズ
فاز	位相
الف	alf
الف	エルフ
پیچیده	コンプレックス
پیچیده	錯体
پیچیده	複雑
پیچیده	複雑
پیچیده	ツイスト
بیماران	患者
ایمنی	安全
ایمنی	セーフティ
گیر	歯車
گیر	ギア
جسم	本文
جسم	身体
جسم	本体
جسم	ボディ
جسم	コーパス
جسم	肉体
پرانتز	括弧
پرانتز	括弧
پرانتز	かっこ
ماریا	マリア
ماریا	マリヤ
سوال	質問
سوال	疑問
سوال	質問
احزاب	会社
احزاب	当事者
احزاب	パーティ
احزاب	パーティー
زاویه	角度
زاویه	アングル
روس	ロシア
فرستاده	メッセンジャー
فرستاده	messenger
عام	ジェネリック
آفتاب	太陽
آفتاب	sun
آفتاب	サンシャイン
آفتاب	日光
آفتاب	日差し
اتهام	告発
اتهام	チャージ
اتهام	課金
اتهام	充電
اتهام	告発
پدیده	現象
ارمنیان	アルメニア
کوبا	キューバ
فرصت	チャンス
فرصت	好機
فرصت	機会
مربیگری	コーチング
مربیگری	コーチ
مربیگری	コーチング
کندی	キャンディ
کندی	キャンディー
کندی	ケネディ
زیبای	美容
بعداً	後で
نگاهی	ルック
نگاهی	外観
فاطمه	ファティマ
قدمت	古い
قدمت	オールド
اخلاقی	道徳
نماز	祈り
نماز	礼拝
نماز	祈祷
نماز	祈り
اخلاق	気性
اخلاق	道徳
اینها	これらの
اینها	これら
تبلیغ	広告
تبلیغ	プロモーション
تبلیغ	宣伝
تبلیغ	宣伝
منطق	論理
امین	忠実
امین	信頼
امین	正直
مونیخ	ミュンヘン
بحران	危機
شناگر	競泳
شناگر	水泳
تولیدی	製造業
پارلمان	議会
پارلمان	国会
ریو	リョウ
ریو	リュウ
ریو	リオ
سپرده	預金
سپرده	預金
سپرده	デポジット
ایزو	iso
خاکستری	灰色
خاکستری	グレイ
خاکستری	グレー
خاکستری	灰色
خاکستری	グレイ
خاکستری	グレー
فورد	フォード
ستاد	スタッフ
تخمین	見積もり
مخفی	隠し
مخفی	秘密
انقلابی	revolution
انقلابی	革命
انقلابی	レボリューション
انقلابی	ruf
کس	カス
کس	キャス
بال	ボール
بال	ウイング
میوه	フルーツ
میوه	果実
میوه	果物
میوه	フルーツ
میوه	果実
میوه	果物
کارت	カード
تراکم	縮合
تراکم	凝縮
تراکم	圧縮
تراکم	密度
سیر	にんにく
سیر	ニンニク
سیر	ガーリック
تصادفی	ランダム
تصادفی	アクシデント
تصادفی	事故
تصادفی	偶然
هیات	委任
هیات	委嘱
معیارهای	メトリック
معیارهای	指標
معیارهای	基準
معیارهای	条件
آنا	アナ
آنا	アンナ
سگ	イヌ
عوارض	合併症
عوارض	地形
استیون	スティーヴン
هیجانی	感情
هیجانی	スリリング
آگوست	アウグスト
آفریقایی	アフリカ
تکامل	進化
تکامل	evolution
ایده	アイデア
ایده	アイディア
ایده	アイデア
ایده	観念
ایده	アイディア
نیرو	体力
نیرو	強度
نیرو	フォース
هندوستان	ヒンドゥスターン
هندوستان	インド
روان	走る
روان	ランニング
روان	流れる
مجری	司会
مجری	提示
مجری	プレゼン
ژیمناستیک	体操
خویشاوندان	親族
خویشاوندان	親戚
ضروری	緊急
ضروری	essentials
ضروری	必需品
نیک	ニック
سرود	聖歌
زرین	ゴールデン
زرین	黄金
زرین	gold
زرین	ゴールド
فرا	フラ
دکترای	医師
دکترای	医者
پرده	画面
پرده	スクリーン
پرده	カーテン
افسران	役員
آلبانی	オールバニ
آلبانی	アルバニー
وارنر	ワーナー
شور	塩水
شور	塩辛い
تمایل	意欲
فرم	形式
فرم	フォーム
فقه	法学
اسکندر	アレクサンドロス
اسکندر	アレクサンダー
اسکندر	アレキサンダー
نسبی	相対
نسبی	親戚
سیگنال	シグナル
سیگنال	信号
طرفداران	ファン
خریداری	購入
سینه	おっぱい
سینه	乳房
سینه	母乳
واشنگتن	ワシントン
آدم	アダム
سطحی	浅い
سطحی	浅瀬
سطحی	表面
سطحی	曲面
رقم	ディジット
ویروس	ウィルス
ویروس	ウイルス
ویروس	ウィルス
ویروس	ウイルス
ژنرال	全般
ژنرال	一般
ژنرال	将軍
قزاقستان	カザフスタン
زندانیان	囚人
ضربه	バンプ
ضربه	インパクト
ضربه	衝撃
ضربه	キック
ایر	空気
ایر	航空
ایر	エア
پیروز	win
پیروز	勝利
پیروز	勝ち
پیروز	勝つ
پیروز	勝利
نمایندگی	表現
نمایندگی	エージェンシー
نمایندگی	代理店
تایوان	中華民国
تایوان	台湾
قاسم	カシム
عقیده	意見
زیستی	生物
پزشکان	医師
پزشکان	医師
پزشکان	医師
پزشکان	医者
جاری	現在
سطوح	レベル
پیدایش	出現
پیدایش	ジェネシス
معلم	教員
معلم	教師
معلم	先生
معلم	教員
معلم	教師
پیشرفته	上級
آزمایشگاه	labs
آزمایشگاه	研究室
آزمایشگاه	研究室
آزمایشگاه	ラボ
طیف	スペクトル
جزئیات	詳細
جزئیات	ディテール
حس	感じる
حس	feel
حس	フィール
حس	気分
حس	フィーリング
حس	センス
حس	感覚
پیرو	フォロワー
گفتمان	談話
کمبود	欠如
کمبود	不足
کمبود	不足
جوامع	コミュニティ
جوامع	社会
تیراندازی	射撃
استدلال	論証
استدلال	引数
استدلال	論証
استدلال	推論
قله	山頂
قله	ピーク
خودمختار	自律
یورو	ユーロ
حومه	田舎
حومه	郊外
حومه	郊外
حومه	郊外
اون	彼女
دفن	埋葬
دفن	埋める
خوردن	食べる
آنلاین	オンライン
ادعای	債権
ادعای	主張
ادعای	取得
شیشه	グラス
شیشه	ガラス
مربوطه	関連
انتخاباتی	選任
انتخاباتی	選挙
مقدماتی	小学校
قومی	民族
مجتمع	統合
دانشجو	生徒
دانشجو	学生
شاگردان	瞳孔
شاگردان	弟子
نوجوانان	青少年
نظم	オーダー
نظم	注文
معانی	意味
تنهایی	孤独
تنهایی	孤独
تنهایی	寂しい
آلفا	alpha
آلفا	アルファ
چرخ	ホイール
چرخ	車輪
چرخ	ホイール
چرخ	車輪
چرخ	カート
چرخ	荷車
هرات	ヘラート
هرات	コンプレックス
هرات	錯体
هرات	複雑
گردش	周遊
گردش	遠足
گردش	循環
گردش	観光
بم	バム
پور	por
پور	pur
آیت	ait
تبعید	exile
تبعید	流罪
تبعید	亡命
تبعید	流罪
جنگلی	フォレスト
جنگلی	森林
جنگلی	ジャングル
روزگار	日数
آسیاب	ミル
آسیاب	グラインドコア
آسیاب	グラインド
بحرین	バーレーン
قربانی	犠牲
قربانی	生贄
جوزف	ヨセフ
آندره	アンドレ
پارس	バーク
پارس	樹皮
وکیل	弁護士
وکیل	弁護士
اختراع	発明
اختراع	発明
اختراع	発明
گرامی	名誉
گرامی	尊い
عمارت	マンション
داغ	熱い
داغ	ホット
داغ	暑い
جدایی	別れ
جدایی	別居
جدایی	分離
سفیر	大使
سفیر	アンバサダー
سفیر	サファイア
مزرعه	農場
مزرعه	ファーム
لیسانس	独身
تحقیقاتی	研究
تحقیقاتی	リサーチ
سینا	シエナ
سینا	シナイ半島
الفبای	アルファベット
حرفه	経歴
حرفه	キャリア
حرفه	職業
همراهی	エスコート
همراهی	護送
وسعت	拡大
ادب	礼儀
ادب	マナー
خودروی	自動車
خودروی	クルマ
خودروی	ハイブリッド
کوهی	マウンテン
بوسنی	ボスニア
افسانه	伝説
افسانه	神話
نجف	ナジャフ
قفقاز	コーカサス
مجاز	認可
معمولا	通常
معمولا	通常
اروگوئه	ウルグアイ
سراب	蜃気楼
گمان	意見
گمان	想定
گمان	就任
گمان	ファンシー
گمان	空想
چای	お茶
چای	紅茶
محاصره	封鎖
کف	フロア
اکران	選考
اکران	スクリーニング
فرماندار	知事
کنسرت	コンサート
کنسرت	コンサート
بیمه	保険
آلبرت	アルベルト
آلبرت	アルバート
گلی	グリー
گلی	クレイ
گلی	粘土
کجا	どこ
قیام	スタンディング
ونزوئلا	ベネズエラ
ونزوئلا	ベネズエラ
سؤال	質問
سؤال	疑問
سؤال	質問
برآورد	見積もり
امیدوارم	ホープ
امیدوارم	希望
لیتوانی	リトアニア
علائم	症状
علائم	徴候
درونی	内部
درونی	内装
درونی	内面
درونی	インテリア
درونی	内部
درونی	内側
درونی	インナー
درونی	内面
سرور	サーバ
سرور	サーバー
موریس	モーリス
موریس	モリス
موریس	モーリス
درج	挿入
درج	挿入
سامسونگ	サムスン
سامسونگ	samsung
الیزابت	エリザベス
وظایف	義務
وظایف	職務
سانتا	サンタ
سایه	シェーディング
سایه	シャドー
سایه	シャドウ
سایه	シェイド
سایه	日陰
سایه	シェード
مرور	閲覧
مرور	ブラウズ
مرور	レビュー
مرور	審査
مرور	閲覧
مرور	ブラウズ
پیروان	フォロワー
گذار	変遷
گذار	転移
وحدت	統一
الهام	インスパイア
الهام	鼓舞
الهام	インスパイア
الهام	インスピレーション
الهام	インスパイア
محبوب	人気
محبوب	ポピュラー
محبوب	お気に入り
محبوب	最愛
پروتکل	protocol
پروتکل	議定書
پروتکل	プロトコル
گام	step
گام	ステップ
تحویل	配達
تحویل	配送
تحویل	配信
تحویل	デリバリー
تحویل	届け
سندی	サンディ
جلال	グローリー
جلال	ジャラル
راس	ロス
مشتری	カスタマー
مشتری	顧客
مشتری	カスタマー
مشتری	クライアント
مشتری	ジュピター
مشتری	木星
مرده	デッド
نوجوانی	teen
نوجوانی	十代
نوجوانی	ティーン
ورزشکار	アスレチック
ورزشکار	アスリート
ورزشکار	スポーツ
هواگرد	航空機
هواگرد	飛行機
سونی	sony
سونی	ソニー
تجدید	リニューアル
والتر	ヴァルター
والتر	ウォルター
چوبی	木造
چوبی	木製
چوبی	木材
چوبی	木製
چوبی	ウッド
پژوهشگران	研究者
دفاعی	ディフェンス
دفاعی	防御
دفاعی	抗弁
دفاعی	防衛
سیم	ワイヤ
سیم	針金
سیم	ワイヤー
سیم	sim
نوادا	ネバダ
اصطلاحات	規約
اصطلاحات	用語
اصطلاحات	用語
تخم	エッグ
تخم	エッグ
سالم	ヘルシー
سالم	健康
کامرون	カメルーン
مسکن	住居
مسکن	住宅
تحریک	エキサイト
آرایه	配列
آرایه	アレイ
مکانی	place
مکانی	場所
مکانی	スポット
حسابداری	経理
حسابداری	会計
آدرس	アドレス
آدرس	住所
الهی	ゴッド
سوار	乗る
سوار	配車
سوار	ライダー
نادرست	false
نادرست	虚偽
اصلاحات	改革
اصلاحات	革新
اصلاحات	リフォーム
اصلاحات	改良
اصلاحات	矯正
اصلاحات	補正
اصلاحات	向上
اصلاحات	改善
تظاهرات	抗議
تظاهرات	デモンストレーション
تظاهرات	実演
تظاهرات	デモ
تظاهرات	デモ
مرزی	ボーダー
مرزی	国境
مرزی	フロンティア
کارائیب	カリブ
گردن	ネック
تحصیلی	アカデミック
ویکتوریا	ビクトリア
ویکتوریا	ヴィクトリア
تجاوز	アサルト
تجاوز	暴行
تجاوز	侵略
تجاوز	強姦
تجاوز	レイプ
تبلیغاتی	広告
تبلیغاتی	プロパガンダ
فردا	明日
فردا	あした
کمتری	少ない
ترس	恐怖
ترس	恐れ
ترس	awe
استیو	スティーブ
استیو	スティーヴ
استناد	サイテーション
تل	タル
تل	高い
تل	tel
تل	tol
قصر	キャッスル
قصر	宮殿
پرستاری	看護
رساله	パンフレット
رساله	パンフレット
توده	ミサ
توده	質量
گاو	カウ
دموکراتیک	民主主義
شعار	標語
شعار	スローガン
وحشی	ワイルド
وحشی	野生
وحشی	サベージ
خبرنگار	特派員
خبرنگار	ジャーナリスト
آنتونیو	アントニオ
آنتونیو	アントニオ
واقعه	イベント
واقعه	行事
جلسه	セッション
جلسه	ミーティング
جلسه	会議
اکسیژن	酸素
عدالت	正義
فیلتر	フィルタ
فیلتر	フィルター
مترو	地下鉄
مترو	地下鉄
مترو	メトロ
دخالت	干渉
دخالت	関与
ابی	アビー
شهروندان	市民
رسم	伝統
رسم	プロット
ازبکستان	ウズベキスタン
تشویق	すすめる
تشویق	拍手
سرکوب	抑圧
هشدار	警報
هشدار	警告
هشدار	アラート
شاهین	ファルコン
معادله	方程式
کوچکتر	小さい
سیب	リンゴ
سیب	りんご
سیب	アップル
سیب	林檎
سیب	リンゴ
سیب	りんご
ولتاژ	電圧
ماهواره	サテライト
ماهواره	衛星
برگشت	戻る
برگشت	後ろ
برگشت	背中
برگشت	裏側
صلیب	十字架
صلیب	クロス
صلیب	cross
صلیب	十字
بیس	バス
بیس	ベース
بیس	ビス
بل	ベル
بل	ベル
ناخالص	グロス
داوری	判断
داوری	審判
داوری	仲裁
داوری	ジャッジ
داوری	裁判官
داوری	判断
داوری	判決
نمایشی	デモ
پراکنده	散逸
بیگ	大きな
بیگ	大きい
بیگ	ビッグ
محقق	研究者
محقق	研究員
اختلالات	無秩序
اختلالات	疾患
مأموریت	ミッション
قطار	電車
قطار	列車
قطار	トレイン
قطار	電車
قطار	列車
مهاجران	移民
پری	ペリー
موافقم	賛成
متحرک	モバイル
کوهستان	マウンテン
کوهستان	山地
کوهستان	山脈
حشرات	昆虫
حشرات	バグ
حشرات	不具合
دیسک	ディスク
دیسک	ディスク
دیسک	円盤
دوستی	友情
دوستی	友人
دوستی	友だち
دوستی	フレンド
دوستی	友達
تقلید	エミュレート
تقلید	真似
تقلید	模倣
نهضت	十字軍
نهضت	ムーブメント
نهضت	楽章
نهضت	運動
کهنه	古い
کهنه	オールド
اجباری	フォース
اجباری	強制
ضریب	係数
نان	カレー
نان	nan
نان	ナン
نان	パン
نان	ブレッド
امریکا	アメリカ
گرافیک	gpu
گرافیک	グラフィック
گرافیک	グラフィックス
بخصوص	特に
گازی	モペッド
مرکب	コンポジット
مرکب	複合
مرکب	化合物
مرکب	インク
ماندن	滞在
ماندن	ステイ
نفس	ブレス
نفس	セルフ
نفس	自己
نفس	エゴ
نفس	ソウル
نفس	霊魂
براون	褐色
براون	茶色
براون	ブラウン
براون	ブラウン
واسطه	中間
واسطه	中級
فشرده	zip
فشرده	圧縮
مری	メアリ
مری	メアリー
مری	メリー
شطرنج	チェス
لیورپول	リヴァプール
لیورپول	リバプール
وسیع	ワイド
تار	web
تار	ウェブ
تار	ワープ
تار	タール
سودان	スーダン
سودان	スーダン
اسلواکی	スロバキア
اسلواکی	スロバキア
شکلی	フィギュア
حرم	聖域
راهنما	manual
راهنما	手動
راهنما	マニュアル
راهنما	ガイド
دوستدار	愛着
دوستدار	愛する
دوستدار	あつい
رمز	暗号
سیدنی	シドニー
سیدنی	シドニー
جونز	ジョーンズ
استانداردهای	基準
استانداردهای	規格
سران	チーフス
اپرا	opera
اپرا	オペラ
اسلحه	ガン
آلفرد	アルフレッド
نمادهای	シンボル
نمادهای	記号
بادی	バディ
بادی	wind
فرانسیس	フランシス
امتداد	伸びる
سهم	寄与
سهم	貢献
سهم	出資
سهم	株式
سهم	シェア
متمرکز	濃縮
دلیلی	理由
دلیلی	理性
ماجرای	アドベンチャー
ماجرای	冒険
کارگر	分娩
کارگر	労働
کارگر	分娩
کارگر	労働
دایره	サークル
دایره	サークル
دایره	円形
پروفسور	教授
مانی	マニ
سرپرستی	庇護
سرپرستی	監督
دان	ドン
سرچشمه	噴水
عقاید	意見
عقاید	信念
انفجار	爆発
خزندگان	爬虫類
خزندگان	爬虫類
تحمل	許容
تحمل	寛容
بنیانگذار	創始者
بنیانگذار	開祖
متخصص	スペシャリスト
متخصص	エキスパート
عاشق	ラヴ
عاشق	ラブ
لحظه	moment
لحظه	瞬間
لحظه	モーメント
داوران	裁判官
تسلیم	降伏
تسلیم	送信
تسلیم	提出
تسلیم	提出
آستانه	アスタナ
اثرات	エフェクト
اثرات	効果
تعادل	整える
تعادل	トリム
تعادل	残高
تعادل	バランス
تعادل	平衡
تعادل	均衡
کاغذ	用紙
کاغذ	ペーパー
کاغذ	書類
زوج	ペア
زوج	カップル
گرگ	ウルフ
گرگ	オオカミ
تعقیب	追跡
تعقیب	追求
اسلوونی	スロベニア
سراسری	global
سراسری	グローバル
هوش	知能
لینوکس	linux
سنگاپور	シンガポール
مالیات	租税
مالیات	租税
مالیات	税金
مالیات	税金
کشتن	キル
کشتن	kill
کشتن	キリング
اثری	インプレッション
آغازین	init
آغازین	イニシャル
آغازین	頭文字
سواحل	ビーチ
یادگیری	学習
یادگیری	ラーニング
یادگیری	学問
یادگیری	学習
یادگیری	学ぶ
مجازات	ペナルティ
مجازات	処罰
سازمانی	エンタープライズ
سازمانی	企業
دوک	公爵
دوک	デューク
رز	ローズ
رز	ロゼ
رز	バラ
رز	rose
رز	薔薇
رز	ローザ
سکه	硬貨
سکه	コイン
سکه	硬貨
سکه	コイン
نمودار	ダイアグラム
نمودار	チャート
هالیوود	ハリウッド
بمب	爆弾
محلول	ソリューション
محلول	溶液
تیمور	ティムール
بچه	ベイビー
بچه	赤ちゃん
بچه	子供
بچه	児童
کمبریج	ケンブリッジ
دختری	ガール
دختری	少女
دختری	女の子
کنیا	ケニア
استون	ストーン
استون	アセトン
موجودات	生き物
هلندی	ダッチ
روزه	断食
روزه	速い
روزه	高速
موش	ラット
موش	ネズミ
موش	ねずみ
موش	マウス
تفکیک	解離
تفکیک	別居
تفکیک	分離
جامد	固体
اخراج	送還
اخراج	除名
اخراج	退学
دژ	要塞
دژ	フォート
دژ	要塞
جمعیتی	人口
کمترین	最低限
کمترین	最低
کمترین	最小
کمترین	最小限
میشل	ミシェル
دموکراسی	民主主義
تدریج	徐々に
شکسته	壊れた
شکسته	壊れた
لوکزامبورگ	ルクセンブルク
ماداگاسکار	マダガスカル
کوانتومی	量子
برتری	利点
برتری	アドバンテージ
بارگذاری	読み込む
بارگذاری	ロード
بارگذاری	読み込み
بارگذاری	ローディング
تورنتو	トロント
جانی	ジョニー
هیل	ヘール
هیل	ヒル
بنگلادش	バングラデシュ
مار	mar
مار	ヘビ
شواهد	証拠
مهاجمان	インベーダー
وست	ウエスト
وست	西部
وست	ウェスト
شک	疑念
شک	疑わしい
شک	疑念
شیطان	悪魔
جفت	ペア
جفت	胎盤
جفت	ペア
عمیق	ディープ
عمیق	深い
ویلیامز	ウィリアムズ
دستگیری	逮捕
دستگیری	キャプチャー
دستگیری	キャプチャ
دستگیری	攻略
دستگیری	逮捕
تست	テスト
تست	テスト
اساتید	マスターズ
اساتید	教員
اساتید	教師
تنوع	バリエーション
تنوع	品種
تنوع	バラエティ
تنوع	変種
نشانی	アドレス
نشانی	住所
پرتو	ビーム
پرتو	レイ
فرمانروایی	王国
ارنست	アーネスト
گپ	チャット
گپ	雑談
پاس	鑑賞
پاس	パス
اجزای	コンポーネント
معنا	意味
هیدروژن	水素
جاز	ジャズ
راز	秘密
راز	秘密
نوجوان	teen
نوجوان	十代
نوجوان	ティーン
نوجوان	ティーンエイジャー
عامه	人気
عامه	ポピュラー
تمرین	リハーサル
تمرین	トレーニング
تمرین	講習
تمرین	修行
تمرین	訓練
تمرین	研修
تمرین	練習
تمرین	運動
تمرین	行使
