και	और
περισσότεροι	ज्यादा
περισσότεροι	आदि
περισσότεροι	अधिक
επιθέσεις	हमलों
επιθέσεις	हमले
ιούνιο	जून
σελίδες	पृष्ठ
σελίδες	पेज
σελίδες	पन्ने
σελίδες	पृष्ठों
περιβάλλον	वातावरण
περιβάλλον	परिवेश
περιβάλλον	एनवायरनमेंट
περιβάλλον	पर्यावरण
χώρος	अंतरिक्ष
χώρος	समष्टि
χώρος	जगह
χώρος	स्पेस
σύνταγμα	रेजीमेंट
σύνταγμα	संविधान
σύγχρονη	आधुनिक
σύγχρονη	समकालीन
αθλητές	एथलीट
υψόμετρο	ऊँचाई
υψόμετρο	ऊंचाई
υψόμετρο	ऊँचाई
υψόμετρο	समीकरण
υψόμετρο	उन्नयन
μπροστά	आगे
μπροστά	अग्र
μπροστά	सामने
περιεχόμενο	विषयवस्तु
περιεχόμενο	सामग्री
περιεχόμενο	विषयवस्तु
περιεχόμενο	सामग्री
ιδιότητες	गुण
ιδιότητες	गुण
ευρωπαϊκή	यूरोपियाई
ευρωπαϊκή	यूरोपीय
ορισμένες	निश्चित
αντίδραση	reaction
αντίδραση	अभिक्रिया
αντίδραση	प्रतिक्रिया
αντίδραση	प्रतिक्रिया
αντίδραση	अनुक्रिया
αντίδραση	जवाब
ασία	एशिया
επιχειρήσεις	व्यवसाय
επιχειρήσεις	व्यवसायों
επιχειρήσεις	उद्यमों
αιώνας	शतक
αιώνας	शताब्दी
αιώνας	सदी
υπόθεση	केस
υπόθεση	मामला
αριστερά	बायां
αριστερά	शेष
αριστερά	बाएं
αριστερά	बाएँ
ήρθε	आया
ήρθε	आये
ήρθε	आए
αγωνιστική	दौड़
αγωνιστική	रेसिंग
εκδοχή	वर्जन
εκδοχή	संस्करण
καλύτερα	बेहतर
καλύτερα	बेस्ट
καλύτερα	सर्वश्रेष्ठ
καλύτερα	बेहतरीन
μεγάλος	बड़े
μεγάλος	बड़ा
μεγάλος	बड़ी
μεγάλος	बिग
λίστα	सूची
έκθεση	रिपोर्ट
έκθεση	रपट
έκθεση	प्रदर्शनी
έκθεση	प्रदर्शन
έκθεση	एक्सपोज़र
οικονομικών	वित्त
καλό	good
καλό	अच्छे
καλό	गुड
καλό	शुभ
οξύ	अम्ल
οξύ	एसिड
πλατεία	वर्ग
πλατεία	स्क्वायर
πλατεία	वर्गाकार
μάρτιο	मार्च
μάρτιο	कूच
προστασία	संरक्षण
προστασία	सुरक्षा
απεβίωσε	मृतक
επέκταση	विस्तार
επέκταση	एक्सटेंशन
επέκταση	विस्तार
προσωπική	पर्सनल
προσωπική	व्यक्तिगत
προσωπική	निजी
πράξη	एक्ट
πράξη	अधिनियम
καταγωγή	उद्गम
καταγωγή	मूल
καταγωγή	उत्पत्ति
μικρογραφία	थंबनेल
πήγε	गए
πήγε	गये
πήγε	गया
πήγε	गई
αγώνας	दौड़
αγώνας	जाति
αγώνας	रेस
αγώνας	संघर्ष
αγώνας	माचिस
αγώνας	मिलाएँ
αγώνας	मिलान
αγώνας	मैच
αγώνας	झगडा
αγώνας	लड़ाई
αγώνας	लड़ो
υπηρεσίες	सेवाएँ
υπηρεσίες	सेवाएं
στόχο	उद्देश्य
στόχο	टार्गेट
στόχο	टारगेट
στόχο	लक्ष्य
στόχο	निशाना
στόχο	गोल
στόχο	ध्येय
στόχο	लक्ष्य
πλαίσια	ढांचा
πλαίσια	फ्रेम
πλαίσια	फ़्रेम
πλαίσια	गठन
πλαίσια	फ्रेम्स
πλαίσια	frameworks
εκστρατεία	अभियान
κύπρο	साइप्रस
επιστροφή	रिटर्न
επιστροφή	वापसी
αύγουστο	अगस्त
λίμνη	तालाब
λίμνη	झील
περιλαμβάνουν	शामिल
ιούλιο	जुलाई
ηθοποιοί	अभिनेत्रियों
ηθοποιοί	अभिनेता
ηθοποιοί	अभिनेताओं
κριτική	आलोचना
κριτική	आलोचनाओं
κείμενα	ग्रन्थ
λάθος	गलत
λάθος	गलत
λάθος	ग़लत
λάθος	त्रुटि
λάθος	गलती
λάθος	गलती
γραμμές	पंक्तियां
γραμμές	पंक्तियाँ
γραμμές	पंक्ति
γραμμές	पंक्तियां
γραμμές	पंक्तियाँ
γραμμές	रेखाएं
γραμμές	लकीरें
γραμμές	लाइनों
επεξεργασία	संपादन
επεξεργασία	प्रोसेसिंग
επεξεργασία	प्रसंस्करण
νίκες	जीता
νίκες	जीत
νίκες	विन्स
διαφορετικά	भिन्न
διαφορετικά	अलग
διαφορετικά	वरना
γρήγορα	त्वरित
γρήγορα	क्विक
γρήγορα	जल्दी
γρήγορα	तीव्र
γρήγορα	फास्ट
γρήγορα	फ़ास्ट
γρήγορα	तेज
γρήγορα	तेज़
γρήγορα	जल्दी
άρη	एरीस
άρη	मंगल
άνθρωπος	मनुष्य
άνθρωπος	मानव
άνθρωπος	इंसान
άνθρωπος	पुरुष
άνθρωπος	मनुष्य
άνθρωπος	मैन
άνθρωπος	आदमी
άνθρωπος	इन्सान
άνθρωπος	man
έπαιξε	निभाई
σύνορα	किनारा
σύνορα	सीमायें
σύνορα	सीमा
σύνορα	सीमांत
σύνορα	बार्डर
σύνορα	बॉर्डर
σύνορα	किनारा
σύνορα	frontier
αεροσκάφη	विमान
αεροσκάφη	वायुयान
πλοίο	पोत
πλοίο	जहाज
πλοίο	शिप
πλοίο	जलयान
πλοίο	नौका
πλοίο	नाव
ομοσπονδία	फेडरेशन
ομοσπονδία	संघ
διοικητική	प्रशासनिक
γήπεδο	स्टेडियम
δεκέμβριο	दिसंबर
δεκέμβριο	दिसम्बर
αμερικανοί	अमेरिकन
αμερικανοί	अमेरिकी
αμερικανοί	अमरीकी
αμερικανοί	अमेरिकी
απρίλιο	अप्रैल
καλύτερο	बेहतर
καλύτερο	बेस्ट
καλύτερο	सर्वश्रेष्ठ
καλύτερο	बेहतरीन
υποστήριξη	समर्थन
υποστήριξη	सहायता
υποστήριξη	support
δημιούργησε	बनाया
δημιούργησε	बनाए
δημιούργησε	निर्मित
κοινοβούλιο	संसद
κοινοβούλιο	लोकसभा
κοινοβούλιο	पार्लियामेंट
γερμανικά	जर्मन
γερμανικά	जर्मनी
ζωγράφος	पेंटर
ζωγράφος	चित्रकार
διοικητής	कमांडेंट
διοικητής	कमांडर
δημόσια	सार्वजनिक
δημόσια	जनता
δημόσια	लोक
δημόσια	पब्लिक
αύξηση	बढ़ेगी
αύξηση	वृद्धि
αύξηση	बढ़ाएं
αύξηση	बढ़ाएँ
αύξηση	उठाएँ
γύρο	दौर
γύρο	गोल
γύρο	राउंड
γύρο	गोलाकार
δίσκο	डिस्क
δίσκο	डिस्क
δίσκο	ट्रे
υπηρέτησε	परोसा
κοινή	कॉमन
κοινή	सामान्य
κοινή	आम
αξίωμα	अभिगृहीत
αστεροειδής	क्षुद्रग्रह
αστεροειδής	क्षुद्रग्रह
νοέμβριο	नवंबर
νοέμβριο	नवम्बर
μήνα	महीना
μήνα	महीने
μήνα	माह
πάτρα	पात्रा
πολιτισμού	संस्कृति
φαινόμενο	घटना
κράτη	राज्यों
κράτη	राज्यो
κράτη	स्टेट्स
κράτη	राज्य
άγιο	पवित्र
άγιο	पावन
γαλλικά	फ़्रेंच
γαλλικά	फ़्रांसीसी
γαλλικά	फ्रांसीसी
γαλλικά	फ्रेंच
τουρκία	तुर्क
τουρκία	तुर्की
τουρκία	तुर्कों
δρόμο	रोड
δρόμο	सड़क
λιμάνι	पोर्ट
λιμάνι	बंदरगाह
λιμάνι	बंदरगाहों
ηνωμένο	यूनाइटेड
ηνωμένο	संयुक्त
ποιητής	कवि
συνέπεια	संगति
πρόεδρο	प्रदेशाध्यक्ष
πρόεδρο	राष्ट्रपति
πρόεδρο	अध्यक्ष
μνήμη	स्मृति
μνήμη	मेमोरी
χέρια	शस्त्र
χέρια	बाहें
χέρια	हाथों
χέρια	हाथ
χέρια	हैंड्स
κανόνες	नियम
αρχαίοι	अगलों
διατήρηση	संरक्षण
διατήρηση	रखरखाव
διατήρηση	मेंटेनेंस
διατήρηση	संरक्षण
διατήρηση	अवधारण
διατήρηση	स्तंभन
βουλή	संसद
βουλή	लोकसभा
βουλή	पार्लियामेंट
παιδί	किड
παιδί	बच्चा
παιδί	संतति
παιδί	बालक
παιδί	बच्चा
παιδί	बच्चे
παιδί	चाइल्ड
δίπλα	सटा
εικόνες	छवियाँ
εικόνες	चित्र
εικόνες	पिक्चर्स
εικόνες	तस्वीरें
εικόνες	छवि
εικόνες	छवियां
εικόνες	छवियाँ
εικόνες	चित्र
εικόνες	बिंब
εθνικότητα	राष्ट्रीयता
τελευταίος	अंतिम
τελευταίος	आखरी
τελευταίος	आखिरी
τελευταίος	पिछला
ενώσεις	सम्बद्धता
ενώσεις	एसोसिएशन
ενώσεις	यौगिकों
σκηνή	दृश्य
σκηνή	सीन
σκηνή	झाँकी
σκηνή	तम्बू
εισαγωγή	प्रस्तावना
εισαγωγή	भूमिका
εισαγωγή	परिचय
εισαγωγή	आयात
εισαγωγή	प्रविष्ट
μεταφορά	परिवहन
μεταφορά	ट्रांसफर
μεταφορά	स्थानांतरण
μεταφορά	हस्तांतरण
μεταφορά	ट्रांसफ़र
μεταφορά	परिवहन
μεταφορά	ट्रांसपोर्ट
μεταφορά	यातायात
μεταφορά	हस्तांतरण
εξωτερικό	बाहरी
εξωτερικό	बाह्य
εξωτερικό	विदेश
άτομο	व्यक्ति
άτομο	परमाणु
άτομο	अणु
εργασία	कार्यालय
εργασία	काम
εργασία	कार्य
εργασία	मज़दूर
εργασία	श्रम
εργασία	श्रमिक
γερμανοί	जर्मन
γερμανοί	जर्मनी
τάξη	कक्षा
τάξη	कक्षा
τάξη	वर्ग
τάξη	क्लास
τάξη	क्रम
τάξη	ऑर्डर
τάξη	आदेश
τάξη	अनुक्रम
διορίστηκε	नियुक्त
παρελθόν	अतीत
παρελθόν	पास्ट
δουλειά	नौकरी
δουλειά	job
δουλειά	कार्य
δουλειά	जॉब
δουλειά	कार्यालय
δουλειά	काम
δουλειά	कार्य
συμπεριφορά	व्यवहार
συμπεριφορά	बर्ताव
συμπεριφορά	आचरण
συμπεριφορά	तेवर
συμπεριφορά	एटीट्यूड
συμπεριφορά	रूख
συμπεριφορά	attitude
συμπεριφορά	रवैया
συμπεριφορά	व्यवहार
συμπεριφορά	बर्ताव
βόρειο	उत्तरी
απόψεις	राय
απόψεις	नजारे
απόψεις	दृश्य
άνθρακα	कोयला
άνθρακα	कोयले
άνθρακα	कार्बन
κοινωνία	सोसायटी
κοινωνία	समाज
οκτώ	आठ
σύμβολο	चिह्न
σύμβολο	संकेत
σύμβολο	प्रतीक
προσθήκη	अलावा
προσθήκη	जोड़
προσθήκη	जोड
προσθήκη	जोड़ें
προσθήκη	add
ισραήλ	इज़राइल
ισραήλ	इजरायल
ισραήλ	इसराइल
ισραήλ	इसराईल
άρης	एरीस
άρης	मंगल
καναδά	कनाडा
παιχνίδια	गेम्स
παιχνίδια	गेम
παιχνίδια	खेल
παιχνίδια	खिलौने
κομμάτια	टुकड़ो
κομμάτια	टुकड़े
ανάλυση	विश्लेषण
ανάλυση	विश्लेषण
κόκκινο	लाल
κόκκινο	रेड
ηλιακό	सौर
δίσκος	एलबम
δίσκος	अलबम
δίσκος	एल्बम
δίσκος	डिस्क
δίσκος	डिस्क
δίσκος	ट्रे
πρωταθλήτρια	चैम्पियन
πρωταθλήτρια	चैंपियन
ροκ	शैल
ροκ	रॉक
ροκ	चट्टान
αντικείμενα	आइटम
αντικείμενα	वस्तुएँ
αντικείμενα	मद
αντικείμενα	वस्तुएं
αντικείμενα	वस्तु
αντικείμενα	ऑब्जेक्ट
αντικείμενα	वस्तुएँ
ενέργειας	ऊर्जा
ενέργειας	उर्जा
ζώνη	मण्डल
ζώνη	बेल्ट
σύλλογοι	सम्बद्धता
σύλλογοι	एसोसिएशन
σύλλογοι	चिड़ी
σύλλογοι	क्लब
σχέδια	डिजाइन
σχέδια	योजनाएँ
σχέδια	परियोजनाएँ
σχέδια	परियोजनाएं
σχέδια	प्रोजेक्ट
χιλιάδες	हज़ारो
χιλιάδες	हजारों
χιλιάδες	हजारो
χιλιάδες	हज़ारों
δίκτυο	नेटवर्क
δίκτυο	संजाल
φως	रोशनी
φως	प्रकाश
φως	हल्का
φως	लाइट
πραγματικό	असली
πραγματικό	यथार्थ
πραγματικό	रीयल
πραγματικό	वास्तविक
πραγματικό	रियल
παραπομπές	संदर्भ
παραπομπές	सन्दर्भ
μικρές	छोटे
μικρές	छोटा
μικρές	छोटी
πίνακας	टेबल
πίνακας	मेज़
πίνακας	सारणी
πίνακας	तालिका
πίνακας	चित्रकारी
πίνακας	चित्रकला
πίνακας	चित्रकारों
πίνακας	पेंटिंग
απάντηση	उत्तर
απάντηση	जवाब
απάντηση	जवाब
παρόμοια	समान
απόλυτο	निरपेक्ष
περιλαμβάνονται	शामिल
περιλαμβάνονται	शामिल
αποκλειστικά	एक्सक्लूसिव
αποκλειστικά	exclusive
αποκλειστικά	अनन्य
αποκλειστικά	विशेष
νότιο	दक्षिणी
νότιο	दक्षिणी
νότιο	साउथ
νότιο	दक्षिण
πολιτικές	नीतियां
πολιτικές	नीतियाँ
πολιτικές	नीतियों
νόμος	कानून
νόμος	विधि
πράγματα	बातों
πράγματα	चीजें
πράγματα	चीज़ें
πράγματα	बातें
πράγματα	बाते
πράγματα	सामान
οποιαδήποτε	कोई
άννα	अन्ना
άννα	ऐना
άννα	अण्णा
άννα	anna
απλώς	सिर्फ
απλώς	बस
έζησε	जिया
σκηνοθέτης	निर्देशक
σκηνοθέτης	निदेशक
ιαπωνία	जापान
ιαπωνία	जापानी
σειρές	श्रेणी
σειρές	पंक्तियां
σειρές	पंक्तियाँ
σειρές	पंक्ति
φον	वॉन
φον	वोन
ολυμπιακό	ओलम्पिक
δολάρια	डॉलर
τρόπος	तरीका
τρόπος	राह
τρόπος	मार्ग
τρόπος	रास्ते
τρόπος	रास्ता
κεντρικό	केंद्रीय
κεντρικό	मध्य
κεντρικό	सेंट्रल
ακαδημίας	अकादमी
βαθμούς	ग्रेड
καταστροφή	आपदा
καταστροφή	विपत्ति
καταστροφή	प्रलय
καταστροφή	विनाश
φύση	प्रकृति
ναι	yes
ναι	हाँ
ναι	हां
ναι	यस
ναι	हाँ
ναι	yeah
όργανα	वाद्यों
όργανα	यंत्र
όργανα	संस्थाओं
όργανα	संस्थानों
τιμές	कीमतों
τιμές	दामों
τιμές	कीमतें
τιμές	मानों
τιμές	मान
πίεση	दाब
πίεση	दबाव
βασίλισσα	रानी
βασίλισσα	महारानी
κόμματα	पार्टियाँ
κόμματα	दल
κόμματα	पार्टियों
χαρακτήρες	किरदार
χαρακτήρες	अक्षर
χαρακτήρες	वर्ण
πολιτικό	राजनीतिज्ञ
πολιτικό	राजनेता
πολιτικό	राजनीतिक
πολιτικό	राजनैतिक
φιλοσοφία	दर्शन
φιλοσοφία	दर्शनशास्त्र
χημική	रसायन
χημική	केमिकल
χημική	रासायनिक
βίντεο	विडियो
βίντεο	video
βίντεο	वीडियो
βίντεο	वीडियोज़
βίντεο	वीडियो
ασίας	एशिया
ίδρυσε	स्थापित
ίδρυσε	संस्थापित
παλιά	ओल्ड
παλιά	पुराने
παλιά	पुरानी
παλιά	पुराना
παλιά	वृद्ध
παλιά	बूढ़ा
μονάδα	यूनिट
μονάδα	इकाई
μονάδα	ईकाई
βρετανία	ब्रिटेन
στρατηγός	जनरल
στρατηγός	साधारण
στρατηγός	सामान्य
εξαιρετικά	बेहद
εξαιρετικά	अत्यंत
εξαιρετικά	अत्यधिक
εξαιρετικά	उत्कृष्ट
εξαιρετικά	बेहतरीन
οικονομικά	अर्थशास्त्र
ίδρυμα	फाउंडेशन
ίδρυμα	न्यास
ίδρυμα	संस्था
κάποιον	किसी
διεύθυνση	निदेशालय
διεύθυνση	पता
υπόλοιπα	आराम
υπόλοιπα	रेस्ट
υπόλοιπα	बाकी
πάπας	पोप
σταθμό	स्टेशन
σχετική	संबंधी
σχετική	रिश्तेदार
σχετική	सापेक्ष
σχετική	प्रासंगिक
σχετική	संबंधित
σχετική	सम्बन्धित
αρχιτεκτονική	आर्किटेक्चर
αρχιτεκτονική	वास्तु
αρχιτεκτονική	वास्तुकला
προπονητές	कोच
δραστηριότητα	क्रिया
δραστηριότητα	गतिविधि
δραστηριότητα	सक्रियता
δραστηριότητα	क्रियाएँ
δραστηριότητα	कार्यकलाप
τεχνική	तकनीकी
τεχνική	तकनीक
διαμέρισμα	फ्लैट
διαμέρισμα	सपाट
διαμέρισμα	समतल
διαμέρισμα	चपटा
διαμέρισμα	अपार्टमेंट
γράμματα	letters
γράμματα	अक्षर
μακεδονία	मकदूनिया
πιθανώς	शायद
πιθανώς	संभवतः
πιθανώς	संभवतः
κάποιοι	कुछ
εθνικός	राष्टीय
εθνικός	राष्ट्रीय
εθνικός	नेशनल
υόρκη	यॉर्क
βασιλική	नवाबी
βασιλική	रॉयल
βασιλική	शाही
βασιλική	royal
μνημείο	लैंडमार्क
μνημείο	मेमोरियल
μνημείο	मकबरा
μνημείο	स्मारक
τζέιμς	जेम्स
μονάδες	इकाइयों
μονάδες	इकाईयाँ
μονάδες	यूनिट
μονάδες	इकाइयाँ
μονάδες	इकाई
είπε	कहा
γονείς	अभिभावक
δημοτική	नगरपालिका
μάχες	लड़ता
μάχες	झगड़े
μάχες	लड़
μάχες	लड़ाइयों
πολιτικά	राजनीति
πολιτικά	पॉलिटिक्स
πολιτικά	राजनीती
πολιτικά	नीतियां
καθεστώς	स्टेटस
καθεστώς	स्थिति
καθεστώς	प्रस्थिति
καθεστώς	औकात
καθεστώς	स्कीम
καθεστώς	योजना
καθεστώς	शासन
ρωμαϊκή	रोमन
λογική	युक्तिसंगत
λογική	तार्किक
λογική	लॉजिकल
λογική	तर्क
λογική	लॉजिक
βυζαντινή	बीज़ान्टिन
αφρικής	अफ्रीकी
αφρικής	अफ़्रीकी
κριτήρια	मापदंड
κριτήρια	मापदण्ड
άμεσα	सीधे
ολυμπιακούς	ओलंपिक्स
ολυμπιακούς	ओलंपिक
μοναδικό	अनोखा
μοναδικό	अनूठा
μοναδικό	बेजोड़
μοναδικό	अद्वितीय
δικαιωμάτων	अधिकार
δικαιωμάτων	अधिकारों
εσωτερικών	आंतरिक
κατακτήσει	जीतें
όρια	सीमाएँ
όρια	सीमा
όρια	सीमा
όρια	लिमिट
όρια	सीमाएँ
όρια	हद
λύση	हल
λύση	समाधान
φυσικό	स्वाभाविक
φυσικό	कुदरती
φυσικό	प्राकृतिक
αίγυπτο	इजिप्ट
αίγυπτο	मिस्त्र
αίγυπτο	मिस्र
αίγυπτο	मिश्र
τρέχουσα	धारा
τρέχουσα	मौजूदा
τρέχουσα	मौज़ूदा
τρέχουσα	वर्तमान
κώδικα	संहिता
κώδικα	कोड
αέρα	वायु
αέρα	एयर
δήλωσε	घोषित
ακαδημία	अकादमी
πτώση	अस्वीकार
πτώση	मनाही
πτώση	गिरने
πτώση	गिरना
πτώση	छोडें
πτώση	बूंद
πτώση	बूँद
πτώση	गिरा
πτώση	पतझड़
πτώση	गिरना
πτώση	गिर
πτώση	पतन
ζαν	जाँ
ζαν	जां
ζαν	jeanne
κτίριο	बिल्डिंग
κτίριο	भवन
προσωπικό	पर्सनल
προσωπικό	व्यक्तिगत
προσωπικό	निजी
προσωπικό	कार्मिक
προσωπικό	कर्मियों
προσωπικό	स्टाफ़
προσωπικό	स्टाफ
αυστραλία	आस्ट्रेलिया
αυστραλία	ऑस्ट्रेलिया
κίνα	चीन
επαρχίες	प्रांतों
παίκτης	खिलाड़ी
κοινωνική	सामाजिक
κοινωνική	सोशल
θητεία	कार्यकाल
φεβρουάριο	फरवरी
φεβρουάριο	फ़रवरी
πολιτεία	अवस्था
πολιτεία	स्टेट
πολιτεία	स्थिति
πολιτεία	राज्य
μυθιστόρημα	उपन्यास
μυθιστόρημα	अनोखा
αεροδρόμιο	एयरपोर्ट
αεροδρόμιο	विमानक्षेत्र
κατοχή	कब्जे
κατοχή	कब्ज़ा
αμερικανική	अमेरिकन
αμερικανική	अमेरिकी
αμερικανική	अमरीकी
πιθανόν	शायद
πιθανόν	संभवतः
πιθανόν	संभवतः
λειτουργίας	प्रचालन
λειτουργίας	ऑपरेटिंग
λεξικό	शब्दकोश
λεξικό	शब्दकोष
πλειοψηφία	बहुमत
νόμο	कानून
νόμο	विधि
ζώα	जानवर
ζώα	जानवरों
ζώα	पशु
ζώα	पशुधन
συμβόλαιο	संविदा
συμβόλαιο	अनुबंध
σενάριο	स्क्रीनप्ले
σενάριο	पटकथा
σενάριο	कथानक
σενάριο	परिदृश्य
σενάριο	लिपि
σενάριο	स्क्रिप्ट
ενάντια	खिलाफ
ενάντια	विरुद्ध
ενάντια	विरूद्ध
επαφή	संपर्क
επαφή	सम्पर्क
μπλε	नीला
μπλε	डीलक्स
μπλε	ब्लू
εργασίες	कार्यालय
εργασίες	काम
εργασίες	कार्य
εργασίες	जॉब
εργασίες	नौकरियां
εργασίες	नौकरियाँ
εργασίες	कार्य
ολόκληρη	पूरी
ολόκληρη	पूरा
ολόκληρη	पूरे
δήμαρχος	मेयर
δήμαρχος	महापौर
κινδύνου	जोखिम
κινδύνου	ख़तरा
κινδύνου	रिस्क
κινδύνου	जोखिम
ρόμπερτ	राबर्ट
ρόμπερτ	रॉबर्ट
σταδιακά	धीरे
επίσημο	अधिकारी
επίσημο	सरकारी
επίσημο	आधिकारिक
επίσημο	औपचारिक
οικονομία	अर्थशास्त्र
οικονομία	अर्थव्यवस्था
βιβλιογραφία	ग्रंथसूची
κρήτη	क्रेट
πλήρη	फुल
πλήρη	पूर्ण
πλήρη	पूरा
πλήρη	पूर्ण
πλήρη	पूरा
λεζάντα	कैप्शन
λεζάντα	शीर्षक
προϊόντα	उत्पाद
σημειώσεις	नोट्स
σημειώσεις	नोट
σημειώσεις	टिप्पणी
σημειώσεις	टीप
γνώμη	राय
καλλιτέχνες	कलाकार
καλλιτέχνες	कलाकारों
ισχύει	वैध
ισχύει	मान्य
οδηγεί	लीड
οδηγεί	अग्रणी
οδηγεί	ड्राइव
ρώμης	रोम
πλήθος	भीड़
πλήθος	भीड
ιερά	पवित्र
ιερά	पावन
ιερά	पवित्र
πόλεων	शहर
πόλεων	शहरों
ηγεσία	नेतृत्व
συνδυασμό	संयोजन
συνάρτηση	फंक्शन
συνάρτηση	फ़ंक्शन
συνάρτηση	प्रकार्य
συνάρτηση	फलन
αξία	मूल्य
αξία	मान
μάζα	मास
μάζα	द्रव्यमान
φυσικής	भौतिकी
ειρήνη	शांति
ειρήνη	सलाम
προσπάθησε	कोशिश
φωνή	आवाज
φωνή	वॉइस
φωνή	आवाज़
οικογένειες	परिवारों
εντολή	कमांड
εντολή	आदेश
εντολή	जनादेश
γάλλοι	फ़्रेंच
γάλλοι	फ़्रांसीसी
γάλλοι	फ्रांसीसी
γάλλοι	फ्रेंच
γάμο	शादी
γάμο	मैरिज
γάμο	विवाह
γάμο	शादी
γάμο	विवाह
θρησκεία	मजहब
θρησκεία	धर्म
αδελφός	भाई
αδελφός	bhai
ζήτησε	निवेदित
ζήτησε	अनुरोधित
ζήτησε	पुछा
ζήτησε	माँगी
ζήτησε	पूछे
ζήτησε	पूछा
κατάκτηση	जीतें
υπέγραψε	हस्ताक्षरित
σοβιετική	सोवियत
αντιδράσεις	प्रतिक्रियाएँ
συγγραφέα	रचनाकार
συγγραφέα	राइटर
συγγραφέα	लेखक
συγγραφέα	रचयिता
συγγραφέα	लेखक
κερδίσει	विन
κερδίσει	जीत
παγκοσμίως	विश्वव्यापी
μακριά	दूर
βασικό	मूल
βασικό	मूलभूत
βασικό	बेसिक
βασικό	मौलिक
προσπάθειες	प्रयास
προσπάθειες	कोशिशें
προσπάθειες	प्रयत्न
κρίση	निर्णय
κρίση	संकट
περ	स्वादानुसार
περ	प्रति
περιγραφή	विवरण
περιγραφή	वर्णन
πύλη	गेट
πύλη	द्वार
πύλη	फाटक
πύλη	पोर्टल
πύλη	गेटवे
ανακοίνωσε	घोषित
μήνυμα	सन्देश
μήνυμα	संदेश
βαθμολογία	दर्जा
βαθμολογία	रेटिंग
βαθμολογία	दरजा
βαθμολογία	अंक
βαθμολογία	स्कोर
βαθμολογία	अंक
βαθμολογία	स्कोर
μεγαλύτερος	पुराने
μεγαλύτερος	पुराना
μεγαλύτερος	वृद्ध
μεγαλύτερος	पुरानी
μεγαλύτερος	बड़ा
μεγαλύτερος	बडे
γεννημένος	जन्म
γεννημένος	जन्मे
γεννημένος	born
μοναστήρι	मठ
μοναστήρι	कान्वेंट
δραστηριότητες	उपक्रम
δραστηριότητες	गतिविधियाँ
δραστηριότητες	क्रियाएँ
χίτλερ	हिटलर
γραμματέας	सचिव
ελευθερία	आज़ादी
ελευθερία	आजादी
ελευθερία	स्वतंत्रता
ελευθερία	लिबर्टी
ελευθερία	स्वाधीनता
ελευθερία	स्वतंत्रता
ταξίδι	यात्रा
ταξίδι	सफर
ταξίδι	सफर
ταξίδι	सफ़र
ταξίδι	यात्रा
ταξίδι	यात्रा
ταξίδι	ट्रिप
μοναδική	अनोखा
μοναδική	अनूठा
μοναδική	बेजोड़
μοναδική	अद्वितीय
αρχαιότητα	प्राचीनता
ομοσπονδίας	फेडरेशन
ομοσπονδίας	संघ
ιδιότητα	संपत्ति
ιδιότητα	गुण
ιδιότητα	सम्पत्ति
ιδιότητα	प्रॉपर्टी
μελέτες	अध्ययन
ήθελε	चाही
ντεμπούτο	डेब्यू
χέρι	भुजा
χέρι	हाथ
μέθοδος	विधि
στρατεύματα	सैनिकों
στούντιο	स्टूडियो
στούντιο	स्टुडियो
κάρολος	चार्ल्स
πέτρος	पीटर
επιστημονική	वैज्ञानिक
άνοδο	धनाग्र
μέτωπο	अग्र
μέτωπο	सामने
μέτωπο	माथे
ουσία	पदार्थ
δούκα	ड्यूक
ρεύμα	धारा
ρεύμα	मौजूदा
ρεύμα	मौज़ूदा
ρεύμα	वर्तमान
δίκαιο	कानून
δίκαιο	विधि
δίκαιο	मेले
δίκαιο	फेयर
δίκαιο	उचित
δίκαιο	मेला
εταιρία	कंपनी
εταιρία	कम्पनी
ναυτικό	नौसेना
ναυτικό	नेवी
ανεξαρτησία	स्वतन्त्रता
ανεξαρτησία	स्वतंत्रता
επιστήμη	विज्ञान
θεραπεία	इलाज
θεραπεία	इलाज़
θεραπεία	चिकित्सकों
θεραπεία	चिकित्सक
θεραπεία	चिकित्सा
θεραπεία	इलाज
θεραπεία	उपचार
θεραπεία	इलाज
θεραπεία	ट्रीट
θεραπεία	दावत
μόνος	अकेला
μόνος	अकेले
μόνος	अलोन
στάση	तेवर
στάση	एटीट्यूड
στάση	रूख
στάση	attitude
στάση	रवैया
πάπα	पोप
χάρτης	नक्शा
χάρτης	मानचित्र
χάρτης	मैप
μοντέλα	मॉडल
σχόλιο	comment
σχόλιο	टिप्पणी
νομό	लैन
νομό	काउंटी
μόνη	अकेला
μόνη	अकेले
μόνη	अलोन
οθωμανική	ओटोमन
οθωμανική	उस्मानी
απελευθέρωση	release
απελευθέρωση	रिलीज़
απελευθέρωση	रिलीज
απελευθέρωση	मुक्ति
απελευθέρωση	उदारीकरण
σύγκρουση	प्रभाव
σύγκρουση	टकराव
σύγκρουση	टक्कर
σύγκρουση	संघर्ष
σύγκρουση	विरोध
μαθητές	छात्रों
μαθητές	विद्यार्थी
μαθητές	विद्यार्थियों
ασφαλείας	मिलावट
ασφαλείας	सुरक्षा
σούπερ	सूपर
σούπερ	super
σούπερ	सुपर
τραγουδιστής	singer
τραγουδιστής	गायक
τραγουδιστής	सिंगर
πρόσβαση	पहुँच
πρόσβαση	एक्सेस
πρόσβαση	पहुंच
πρόσβαση	अभिगम
