και	és
λειτουργικό	működőképes
λειτουργικό	operatív
εκλεγεί	megválasztott
μόριο	molekula
γουινέας	guinea
γουινέας	guineai
σοβαρό	komoly
σοβαρό	súlyos
παρατηρηθεί	megfigyelhető
παρατηρηθεί	megfigyelt
σκάκι	sakk
ποτάμι	folyami
ποτάμι	folyó
θεότητα	istenség
θεότητα	istenség
αρέσει	kedvel
αρέσει	szereti
αρέσει	kedveli
διάγραμμα	diagram
διάγραμμα	ábra
διάγραμμα	grafikon
διάγραμμα	diagram
πεδιάδα	sima
ονόματι	megnevezett
εκφράζει	kifejezi
αρμενία	örményország
ποσειδώνα	poszeidón
ποσειδώνα	neptune
σκέψης	gondolkodás
σκέψης	gondolkodik
σκέψης	gondolkodom
σκέψης	gondolkodó
τραυματίες	sérültek
τραυματίες	sérült
τραυματίες	megsérült
τραυματίες	sérült
τραυματίες	sebesült
κορίνθου	corinth
σμήνος	klaszter
σμήνος	nyáj
σμήνος	század
σμήνος	raj
αναγνώστες	olvasók
αναγνώστες	olvasó
ιιι	iii
διπλωμάτης	diplomata
απολύτως	abszolút
χιλή	chilei
χιλή	chile
σαράντα	negyven
ασθένειες	betegségek
αίτια	okok
αίτια	okozza
αίτια	okoz
άγρια	wild
άγρια	vadon
άγρια	vadak
άγρια	vad
μαρίνα	marina
μαρίνα	kikötő
πτέρυγα	ward
πτέρυγα	szárnyat
πτέρυγα	szárnya
πτέρυγα	wing
πτέρυγα	szárny
υποψήφια	tagjelölt
υποψήφια	pályázó
υποψήφια	jelölt
εκμετάλλευση	hasznosítás
εκμετάλλευση	kizsákmányolás
εκμετάλλευση	holding
ανώτατη	legfőbb
ανώτατη	legfelsőbb
σοσιαλιστικό	szocialista
σοσιαλιστικό	szocialisták
διάσημος	híres
διάσημος	híresség
διάσημος	híresség
διάσημος	celeb
διάσημος	hírességek
νυν	áramlat
νυν	jelenlegi
νυν	aktuális
συνεχίζεται	folytatódik
συνεχίζεται	folytatás
συνεχίζεται	folyamatos
συνεχίζεται	folytatása
συνεχίζεται	folytatta
συνεχίζεται	folytatás
συνεχίζεται	folytatódott
χτισμένο	épült
χτισμένο	épített
χτισμένο	felépített
χτισμένο	beépített
προετοιμασία	előkészületek
προετοιμασία	elkészítése
προετοιμασία	előkészítés
προετοιμασία	felkészülés
προετοιμασία	készítmény
προετοιμασία	előkészítése
προετοιμασία	készülnek
προετοιμασία	felkészülés
προετοιμασία	készül
τουρκικό	török
αξιοθέατα	látnivalók
αξιοθέατα	tereptárgyak
αξιοθέατα	látnivalók
αξιοθέατα	városnézés
μαυροβουνίου	montenegrói
σύγχυση	zavart
σύγχυση	zavartság
σύγχυση	zűrzavar
σύγχυση	zavarodott
σύγχυση	zavart
σύγχυση	zavaros
σύγχυση	zavaros
αεπ	gdp
αεπ	gnp
μάρτυρες	tanúk
μάρτυρες	szemtanúk
μάρτυρες	mártír
καβάλα	lovaglás
καβάλα	lovagolni
καβάλα	lovagol
καβάλα	lovagolni
βιολί	hegedű
αγάλματα	szobrok
μάθει	tanult
μάθει	megtanult
μάθει	tanultam
ντέιβις	davis
ντέιβις	davies
σπαρτιάτες	spártaiak
δίπλωμα	oklevél
δίπλωμα	diploma
δίπλωμα	engedély
δίπλωμα	jogosítvány
δίπλωμα	jogosítványt
κόλπος	hüvely
κόλπος	vagina
κόλπος	öböl
κόλπος	öböl
κόλπος	bay
ιδεολογία	ideológia
κατερίνα	katerina
κατερίνα	katalin
κατερίνα	catherine
κατερίνα	caterina
οξέα	savak
ματ	matt
ίση	egyenlők
ίση	egyenlőek
ίση	egyenlő
μίλαν	milánó
μίλαν	milan
μίλαν	milánói
οδυσσέας	odüsszeusz
οδυσσέας	ulysses
οδυσσέας	odüsszeia
συνασπισμός	koalíció
συντάκτης	szerkesztője
συντάκτης	szerkesztő
συντάκτης	író
συντάκτης	szerző
τρόπαιο	trófea
αυγά	tojást
αυγά	tojások
αυγά	tojás
σέρβοι	szerbek
στρατόπεδα	táborok
κεφάλαια	pénzeszközök
κεφάλαια	alapok
ζώο	állati
ζώο	állatok
ζώο	állat
χλωρίδα	flora
καθορίζει	meghatározza
καθορίζει	meghatározza
μέταλλο	metál
μέταλλο	metal
μέταλλο	fémek
μέταλλο	fém
ένταξη	csatlakozás
ένταξη	integráció
ένταξη	beilleszkedés
ντο	doe
μοίρες	fokban
μοίρες	fok
δηλώσεις	nyilatkozatok
δηλώσεις	kimutatások
δηλώσεις	állítások
δηλώσεις	nyilatkozatok
στενό	szűk
στενό	keskeny
τόποι	helyszínek
τόποι	helyek
ελέγχει	irányítja
ελαφρώς	enyhén
ελαφρώς	kissé
ελαφρώς	kevéssé
διπλή	kettős
διπλή	dupla
διπλή	duplán
διπλή	kettős
αστρονομία	csillagászat
αστρονομία	csillagászati
κορίτσια	csajok
κορίτσια	lányok
ακόλουθες	követni
ακόλουθες	követem
ακόλουθες	követi
τετράγωνο	square
τετράγωνο	szögletes
τετράγωνο	négyzetes
τετράγωνο	tér
τετράγωνο	négyzet
τετράγωνο	négyzet
τετράγωνο	blokk
αέρια	benzin
αέρια	gáz
αέρια	gázok
έκτη	hatodik
πάολο	paulo
πάολο	paolo
μικρότερος	kisebbet
μικρότερος	kisebbek
μικρότερος	kisebb
μεταρρύθμιση	reformok
μεταρρύθμιση	reform
καθημερινά	mindennap
καθημερινά	mindennapi
καθημερινά	naponta
καθημερινά	napi
αίγυπτος	egyiptom
αισθητική	esztétika
αισθητική	esztétikai
ποιητική	költői
αναμένεται	várt
αναμένεται	várható
όνειρο	álmodj
όνειρο	álma
όνειρο	álom
στόμα	szád
στόμα	száj
κοινοβουλευτική	parlamenti
χονγκ	hong
νατρίου	nátrium
κατοικίες	lakások
δικαιοσύνη	igazságszolgáltatás
δικαιοσύνη	igazság
στιγμές	pillanatai
στιγμές	pillanatok
τερματοφύλακας	kapus
τερματοφύλακας	kapus
περιστροφή	forgás
περιστροφή	forgatás
περιστροφή	forgó
περιστροφή	forgás
περιστροφή	rotációs
περιστροφή	spin
περιστροφή	forgás
μμε	media
μμε	média
μμε	kkv
μμε	kkv
αρχιτέκτονες	építészek
γραμματέα	titkárnő
γραμματέα	titkár
πυρήνας	mag
πυρήνας	kernel
επανάληψη	ismétlés
υιοθετήθηκε	elfogadva
υιοθετήθηκε	elfogadott
περιπέτειες	kaland
περιπέτειες	kalandjai
περιπέτειες	kalandok
σαρλ	károly
σαρλ	charles
αναπαραγωγή	lejátszás
αναπαραγωγή	tenyésztés
αναπαραγωγή	tenyésztési
αναπαραγωγή	reprodukciós
ενιαία	egységes
ενιαία	egyesített
ενιαία	egyedülálló
ενιαία	single
ενιαία	egyetlen
ενιαία	szingli
εξυπηρετεί	szolgálja
εξυπηρετεί	szolgál
οχήματα	járművek
μπολόνια	bolognai
επίκεντρο	epicentrum
λογοτεχνικό	irodalmi
ταλέντο	tehetséges
ταλέντο	tehetség
ταλέντο	tehetséges
μπάντα	band
μπάντα	banda
μπάντα	együttes
μπάντα	zenekar
σεισμό	földrengés
τουρισμού	turizmus
τουρισμού	idegenforgalom
δακτύλιο	gyűrűt
δακτύλιο	gyűrűvel
δακτύλιο	ring
δακτύλιο	gyűrű
δακτύλιο	gyűrűs
ποσοστά	százalék
ποσοστά	arányok
ποσοστά	árfolyamok
σήματα	jelek
σήματα	jelzések
σήματα	jeleket
σήματα	jelvény
πέτρο	peter
πέτρο	péter
πέτρο	petro
αποδειχθεί	bizonyítottan
αποδειχθεί	bizonyított
διαγραφεί	törölve
διαγραφεί	törölt
ραδιόφωνο	rádió
ραδιόφωνο	rádiós
ραδιόφωνο	radio
γλύπτης	szobrász
ατομική	egyén
ατομική	egyéni
ατομική	atom
άρθουρ	artúr
άρθουρ	arthur
συστατικό	elem
συστατικό	alkatrész
συστατικό	összetevő
συστατικό	komponens
συστατικό	alkotóelem
συστατικό	összetevő
συστατικό	hozzávaló
κουζίνα	konyha
κουζίνα	konyha
κουζίνα	konyhában
στρώμα	réteg
νόμοι	jogszabályok
νόμοι	törvényeket
νόμοι	törvények
αυξάνει	növeli
στήριξη	támogatás
στήριξη	támogatást
σκληρή	kegyetlen
σκληρή	kegyetlenség
σκληρή	nehéz
σκληρή	kemény
σκληρή	kemény
σκληρή	kíméletlen
σκληρή	durva
νομικός	jogi
νομικός	legális
νομικός	törvényes
λουκά	lucas
μειώνεται	csökken
μειώνεται	csökken
μειώνεται	csökkenő
μέσοι	átlagok
στρώματα	réteg
στρώματα	rétegek
κωδικό	jelszót
κωδικό	jelszó
εβραίους	zsidók
μαλλιά	haj
μαλλιά	szőr
χριστιανός	keresztény
χριστιανός	christian
χριστιανός	keresztények
ναπολέων	napóleon
ναπολέων	napoleon
ειδικός	szakember
ειδικός	specialista
ειδικός	szakember
ειδικός	szakértő
ομοίως	hasonlóképpen
ομοίως	hasonlóképpen
ομοίως	hasonlóan
παιδικά	gyermekkori
παιδικά	gyerekkorom
παιδικά	gyermekkorom
παιδικά	gyerekkori
άργος	argosz
αναγνωρίζεται	felismert
αναγνωρίζεται	elismert
αναγνωρίζεται	felismert
αναγνωρίζεται	elismert
προϋπόθεση	előfeltétel
προϋπόθεση	előfeltétele
προϋπόθεση	előfeltétele
βούλγαροι	bolgárok
βούλγαροι	bolgár
δημοσιογράφοι	újságírók
δημοσιογράφοι	újságírókat
δημοσιογράφοι	újságírók
δημοσιογράφοι	riporterek
θωμάς	thomas
θωμάς	tamás
συνδέσεις	kapcsolatai
συνδέσεις	kapcsolatok
συνδέσεις	linkek
συνδέσεις	hivatkozások
συνδέσεις	kapcsolatok
εκτελέστηκε	kivégezték
πιερ	pierre
εργαστήρια	műhelyek
εργαστήρια	laboratórium
εργαστήρια	laboratóriumok
έντονες	heves
έντονες	intenzív
αναγνώρισε	elismerte
αναγνώρισε	elismert
παλαιστής	birkózó
μετανάστες	migráns
μετανάστες	bevándorlók
μετανάστες	migránsok
μετανάστες	bevándorlók
δοκιμές	perek
δοκιμές	kísérletek
δοκιμές	próbák
δοκιμές	vizsgálatok
δοκιμές	tesztek
δοκιμές	tesztelés
δοκιμές	vizsgálati
δοκιμές	vizsgálat
δοκιμές	próba
δοκιμές	teszt
μυαλό	agya
μυαλό	agyat
μυαλό	agyam
μυαλό	agy
μυαλό	elme
μυαλό	agy
μπεν	ben
αποφυγή	kerülni
αποφυγή	elkerülése
αποφυγή	kerüld
αποφυγή	elkerülése
αποφυγή	elkerülése
εγκατασταθεί	telepítve
εγκατασταθεί	beépített
εγκατασταθεί	telepített
νάξου	naxos
φυγή	repülőút
φυγή	repülés
φυγή	járat
φυγή	repülési
ψήφοι	szavazatok
ψήφοι	szavazat
αρνητική	negatív
χορωδία	kórus
χορωδία	kórus
ερώτηση	kérdés
αγόρασε	vegyél
αγόρασε	venni
αγόρασε	vásárol
αγόρασε	megvásárolni
αγόρασε	megvásárolt
αγόρασε	vásárolt
αγόρασε	vett
αγόρασε	vettem
μπράουν	brown
μπράουν	barna
μπράουν	braun
τραυματίστηκε	sérültek
τραυματίστηκε	sérült
τραυματίστηκε	megsérült
χιλής	chile
χιλής	chilei
χιλής	chilei
χιλής	chile
μαθητών	tanulók
εύκολη	könnyű
πιέρ	pierre
θύμα	áldozat
παρατηρητής	megfigyelő
παρατηρητής	megfigyelői
παρατηρητής	megfigyelők
ψυχολογία	pszichológiai
ψυχολογία	pszichológia
προσπαθώντας	próbálom
φρανσίσκο	francisco
κληρονομιά	öröksége
κληρονομιά	örökség
κληρονομιά	örökség
κληρονομιά	örökség
εποπτεία	felügyelet
κύριοι	uraim
αναγνώστη	olvasó
απόκτηση	beszerzés
απόκτηση	megszerzése
διαταραχές	zavar
διαταραχές	rendellenességek
διαταραχές	zavargások
διαταραχές	zavarok
ανοίγει	nyit
ανοίγει	nyitható
μεσιέ	messier
χειρουργική	műtét
χειρουργική	sebészet
χειρουργική	sebészi
χειρουργική	sebészeti
εποχές	évszakok
εποχές	évszak
διαμονής	tartózkodási
διαμονής	lakóhely
ιούνιος	júniusi
ιούνιος	june
ιούνιος	június
ιούνιος	júniusban
λένιν	lenin
σύμφωνο	paktum
σύμφωνο	mássalhangzó
δράσεις	műveletek
δράσεις	fellépések
δράσεις	akciók
δράσεις	intézkedések
δράσεις	cselekvések
λιθουανίας	litvániában
λιθουανίας	litvánia
σεισμός	földrengés
σεισμός	földrengés
τήξης	olvad
διατάξεις	rendelkezések
διατάξεις	rendelkezés
συναίνεση	egyetértés
συναίνεση	konszenzus
συναίνεση	hozzájárulás
συναίνεση	beleegyezése
κόπα	copa
ασθενής	páciens
ασθενής	türelmes
ασθενής	beteg
χωριών	falvak
χριστός	krisztus
δυστύχημα	baleset
άνδρας	férfi
άνδρας	hím
μεχμέτ	mehmet
επισκέφθηκε	meglátogatta
επισκέφθηκε	meglátogatott
επισκέφθηκε	látogatott
επισκέφθηκε	felkeresett
ειρηνικό	békés
κιθαρίστας	gitáros
τυπικό	jellemző
τυπικό	tipikus
τυπικό	jellegzetes
σχήματα	formák
ξαφνικά	hirtelen
πέτρες	stones
πέτρες	kövek
πέτρες	kövek
πέτρες	sziklák
καθοδήγηση	iránymutatás
καθοδήγηση	útmutatást
καθοδήγηση	útmutató
καθοδήγηση	útmutatás
εξηγεί	megmagyarázza
αδύνατο	lehetetlen
καναδάς	kanada
καναδάς	kanadai
ανάγκασε	kényszer
ανάγκασε	kényszerített
ανάγκασε	erőltetett
οπαδοί	rajongók
οπαδοί	rajongói
οπαδοί	szurkolók
οργανικές	organikus
οργανικές	szerves
ανώτερη	superior
ανώτερη	felsőbbrendű
μεταφερθεί	átadott
μετρήσεις	mérések
μετρήσεις	mérés
μετρήσεις	mérés
μπαχ	bach
μετανάστευση	kivándorlás
μετανάστευση	áttérés
μετανάστευση	átállás
μετανάστευση	bevándorlás
μετανάστευση	migráció
μετανάστευση	bevándorlási
μετανάστευση	bevándorlás
βαυαρίας	bajor
τέιλορ	taylor
εγκλήματα	bűncselekmények
εγκλήματα	bűnök
δημοσιεύθηκε	közzétette
δημοσιεύθηκε	kiküldött
δημοσιεύθηκε	közzétett
δημοσιεύθηκε	közzétette
δημοσιεύθηκε	publikált
δημοσιεύθηκε	közzétett
πτέρυγες	szárnyai
πτέρυγες	szárnyakat
πτέρυγες	szárnyak
πτέρυγες	szárny
επόμενος	következő
παραβίαση	szabálysértés
παραβίαση	megsértése
παραβίαση	jogsértés
παραβίαση	megsértése
παραβίαση	jogsértés
παραβίαση	rés
πρωτόκολλο	protokoll
πρωτόκολλο	jegyzőkönyv
βασιλέων	királyok
μάλτα	máltai
μάλτα	málta
πειράματα	kísérletek
μακ	mac
μακ	mack
παρακολούθηση	monitoring
παρακολούθηση	megfigyelés
παρακολούθηση	ellenőrzés
παρακολούθηση	monitoron
παρακολούθηση	monitor
παρακολούθηση	felügyelet
παρακολούθηση	megfigyelés
παρακολούθηση	felügyeleti
προϋποθέσεις	állapotok
προϋποθέσεις	feltételek
αρνητικά	negatív
διατηρήσει	fenntartása
διατηρήσει	fenntartani
μαζική	masszív
μαζική	hatalmas
λαών	népek
ζωντανή	élve
ζωντανή	életben
ζωντανή	él
ετήσιο	éves
ετήσιο	évente
στάνταρ	normál
στάνταρ	szabványos
στάνταρ	szabvány
στάνταρ	standard
δυσκολία	nehézségek
δυσκολία	nehézséget
δυσκολία	nehézség
χρειαζόταν	kellett
χρειαζόταν	szükséges
μόνιμο	állandó
μόνιμο	végleges
μόνιμο	tartós
μόνιμο	maradandó
άλφρεντ	alfred
βαλκάνια	balkáni
βαλκάνια	balkán
καθαρό	háló
καθαρό	nettó
καθαρό	net
καθαρό	tiszta
καθαρό	clean
δρόμοι	utakon
δρόμοι	utak
δρόμοι	utcákon
δρόμοι	utcák
αφιερωμένη	elkötelezett
πώληση	eladási
πώληση	eladás
πώληση	eladni
πώληση	vásár
πώληση	eladó
πώληση	értékesítés
πώληση	eladás
ελάχιστες	minimum
ελάχιστες	minimális
ελάχιστες	legkisebb
ελάχιστες	minimálisan
κύρος	prestige
κύρος	érvényessége
κύρος	érvényességi
ουρανού	égbolt
ουρανού	sky
ουρανού	ég
δύσκολα	nehéz
δύσκολα	bonyolult
επιλέχθηκε	választott
επιλέχθηκε	kiválasztottak
επιλέχθηκε	kiválasztott
επιλέχθηκε	kijelölt
επιλέχθηκε	kiválasztva
επιλέχθηκε	kiválasztott
συνεχής	folyamatos
συνεχής	folytonos
δείκτη	index
δείκτη	mutató
κουτί	box
κουτί	rovat
κουτί	láda
κουτί	doboz
κουτί	karton
ρότζερ	roger
πόρτα	ajtó
αναδρομή	visszaemlékezés
αρχαιολογία	régészet
αρχαιολογία	régészet
μηχανισμός	mechanizmus
λωρίδα	lane
λωρίδα	sáv
λωρίδα	csík
λωρίδα	sáv
λωρίδα	szalag
ρόδο	rózsa
ρόδο	rose
ρόδο	rhodes
μαρτυρία	vallomása
μαρτυρία	vallomás
μεταρρυθμίσεις	reformok
μεταρρυθμίσεις	reform
μεταρρυθμίσεις	reformokat
μεταρρυθμίσεις	reformok
αλί	ali
ηρόδοτος	hérodotosz
δισεκατομμύρια	milliárd
δισεκατομμύρια	egymilliárd
δισεκατομμύρια	milliárd
υπάλληλος	alkalmazott
υπάλληλος	alkalmazottak
υπάλληλος	munkavállaló
υπάλληλος	munkatárs
δικτατορία	diktatúra
αυστηρά	szigorú
αυστηρά	szigorúan
αυστηρά	szigorúan
είδα	láttam
είδα	látta
είδα	fűrész
τίτλων	értékpapír
τίτλων	értékpapírok
καζακστάν	kazah
καζακστάν	kazahsztán
ελλάς	görögország
ιανουάριος	januári
ιανουάριος	január
ιανουάριος	januárban
διδακτορικό	doktori
διδακτορικό	doktori
διδακτορικό	phd
απέρριψε	elutasított
απέρριψε	elutasítva
απέρριψε	elutasította
σαιζόν	szezont
σαιζόν	idény
σαιζόν	évszak
σαιζόν	évad
σαιζόν	szezon
αλυσίδα	lánc
παραπομπή	hivatkozás
παραπομπή	referencia
παραπομπή	utalás
μαυροβούνιο	montenegró
διατροφή	tápanyag
διατροφή	táplálkozás
διατροφή	táplálék
διατροφή	táplálkozási
διατροφή	étrend
διατροφή	diétás
διατροφή	diéta
ξηρά	szárazon
ξηρά	száraz
ξηρά	föld
ξηρά	földterület
ξηρά	szárazföld
ξηρά	telek
ξηρά	földterületek
έγκριση	elfogadása
έγκριση	örökbefogadás
έγκριση	elfogadás
έγκριση	jóváhagyás
έγκριση	jóváhagyási
έγκριση	engedélyezés
σχηματίστηκε	kialakult
σχηματίστηκε	alakított
σχηματίστηκε	alakult
έθνη	nemzetek
ερμής	mercury
ερμής	higany
ερμής	hermes
ρεύματα	patakok
ρεύματα	áramlatok
τεκμηρίωση	dokumentáció
διαθέσιμα	elérhető
διαθέσιμα	rendelhető
έρικ	eric
έρικ	erik
έρικ	erik
δορυφορική	műholdas
δορυφορική	műhold
βίλχελμ	wilhelm
γεωμετρικό	geometria
γεωμετρικό	geometriai
έθιμα	egyedi
έθιμα	egyéni
ψηφιακό	digitális
βιολογία	biológia
αδέρφια	testvérek
αδέρφια	testvérek
φιλική	baráti
φιλική	barátságosak
φιλική	barátságos
καταλόγους	katalógus
καταλόγους	katalógusok
κλείσιμο	lezárás
κλείσιμο	bezárása
κλείσιμο	szoros
κλείσιμο	közel
κλείσιμο	bezárása
κλείσιμο	közeli
κλείσιμο	záró
κλείσιμο	zárás
κλείσιμο	zárom
νοτιοανατολική	délkelet
νοτιοανατολική	délkelet
νοτιοανατολική	délkeleti
φυλάκιση	börtönbüntetés
συναντά	megfelel
γεύση	íze
γεύση	íz
γεύση	aroma
γεύση	íz
εξισώσεις	egyenletek
πρεσβύτερος	idősebb
συντήρηση	karbantartási
συντήρηση	karbantartó
συντήρηση	karbantartás
διαδηλώσεις	tiltakozás
διαδηλώσεις	tiltakozások
διαδηλώσεις	tüntetések
διαδηλώσεις	tüntetés
διαδηλώσεις	tüntetések
πτηνό	madár
πάσα	pasa
πάσα	passz
συνεδρίαση	gyűlés
συνεδρίαση	találkozás
συνεδρίαση	találkozó
συνεδρίαση	megbeszélés
αρνείται	tagadja
κρουστά	ütős
νικολάι	nikolai
νικολάι	nyikolaj
νικολάι	nicolae
νικολάι	nicolai
νικολάι	nyikolaj
ορυκτό	ásványi
ρούχα	ruházata
ρούχα	ruhák
ρούχα	ruházat
ρούχα	ruha
ρούχα	ruhák
ρούχα	ruha
ρούχα	ruhát
ντον	don
λιβύη	líbia
ιππότες	lovagok
ηθοποιούς	színésznők
ηθοποιούς	szereplők
ηθοποιούς	színészek
έσοδα	bevétel
έσοδα	bevételek
έσοδα	jövedelem
έσοδα	kereset
έσοδα	jövedelem
έσοδα	bevétel
έσοδα	jövedelmek
έσοδα	bevételek
έσοδα	jövedelme
έσοδα	bevételek
ανάλογο	analóg
αυστριακός	osztrák
αυστριακός	ausztria
μυστικό	titok
μυστικό	titkos
εγκαινιάστηκε	felavatott
στέφανο	stefano
άλγεβρα	algebra
ανοιχτά	nyitva
κηδεία	temetésen
κηδεία	temetés
κηδεία	temetése
παραλίες	tengerpart
παραλίες	strandok
ατλαντικό	atlanti
τοποθετηθεί	felszerelve
τοποθετηθεί	felszerelt
ασπίδα	pajzs
ασπίδα	shield
βλέποντας	nézni
βλέποντας	nézem
βλέποντας	nézi
εξάπλωση	terjed
βουργουνδίας	burgundy
φρανς	franz
φρανς	frans
εαμ	scm
παντού	mindenütt
παντού	mindenhol
ευρύτερα	szélesebb
ευρύτερα	tágabb
ευρύτερα	átfogóbb
ευρύτερα	szélesebb
ευρύτερα	tágabb
διοικητές	parancsnokok
φλόριντα	floridai
φλόριντα	floridában
φλόριντα	florida
φλόριντα	floridába
δεκέμβριος	december
δεκέμβριος	decemberi
δεκέμβριος	decemberben
δάφνη	daphne
αχμέτ	ahmet
αχμέτ	ahmed
επιβολή	végrehajtás
επιβολή	végrehajtási
επιβολή	érvényesíteni
ακτίνες	gerendák
ακτίνες	sugarak
ακτίνες	küllő
αξιοσημείωτο	figyelemreméltó
αξιοσημείωτο	figyelemreméltó
οστά	csontok
οστά	bones
οστά	csontos
οστά	csont
οστά	csontos
οστά	csont
ιδρυτή	alapítója
ιδρυτή	alapító
σαλόνι	lounge
σαλόνι	szalon
σαλόνι	szalonban
ιδιωτικό	magán
ιδιωτικό	privát
μάλτας	máltai
βαρύτητα	gravitáció
εκτεταμένη	kiterjedt
εκτεταμένη	meghosszabbított
εκτεταμένη	kiterjesztett
εκτεταμένη	kibővített
γιατροί	orvosok
γιατροί	doktorok
ατύχημα	baleset
σχεδιαστής	tervező
άλαν	allan
άλαν	alan
σταυροφορία	keresztes
σταυροφορία	hadjárat
νατο	nato
χήρα	özvegy
χήρα	özvegy
χήρα	özvegye
χορό	dance
χορό	tánc
χορό	táncolj
χορό	táncolni
επιδράσεις	hatások
επιδράσεις	hatásai
επιδράσεις	hatás
κινητήρας	hajtómű
κινητήρας	motor
κινητήρας	motor
παράγοντα	faktor
παράγοντα	tényező
επίθετο	melléknév
επίθετο	vezetéknév
αναγνώστης	olvasók
αναγνώστης	olvasó
αναγνώστης	olvasó
στέλνει	küld
στέλνει	küldi
στέλνει	küldöm
στέλνει	küld
στέλνει	küldő
στέλνει	elküldése
στέλνει	küldése
φορέα	operátor
φορέα	kezelő
φορέα	üzemeltető
κολλέγιο	kollégium
κολλέγιο	főiskola
κολλέγιο	egyetem
οδυσσέα	odüsszeusz
οδυσσέα	ulysses
μουσουλμάνοι	muszlimok
μουσουλμάνοι	muszlim
μουσουλμάνοι	muzulmán
μουσουλμάνοι	muszlimok
κήπο	kert
κήπο	kertje
κήπο	garden
κήπο	kertben
σεξουαλική	szexualitás
σεξουαλική	szexuális
τελευταίοι	utoljára
τελευταίοι	utolsónak
τελευταίοι	last
τελευταίοι	utolsó
κόκκινος	piros
κόκκινος	piroska
κόκκινος	vörös
πλανήτης	planet
πλανήτης	bolygónak
πλανήτης	bolygónk
πλανήτης	bolygó
αντικαταστήσει	helyettesíteni
κινήματα	mozgását
εκδίδεται	kibocsátott
εκδίδεται	kiadott
εκδίδεται	kiadva
εκδίδεται	közzétette
εκδίδεται	publikált
εκδίδεται	közzétett
μυστική	titok
μυστική	titkos
πάπες	pápák
πάθος	szenvedély
επισκέπτης	látogatói
επισκέπτης	látogató
επισκέπτης	vendég
επισκέπτης	látogató
επισκέπτης	látogatás
επισκέπτης	látogatóban
ανεξάρτητος	független
ανεξάρτητος	önálló
ανεξάρτητος	függetlenek
μερική	részleges
μερική	részlegesen
δόγμα	dogma
δόγμα	doktrína
ξέσπασμα	kitörés
ξέσπασμα	járvány
ξέσπασμα	kitörés
κάιρο	kairó
μπομπ	bob
χρηματοδότηση	finanszírozás
χρηματοδότηση	finanszírozás
χρηματοδότηση	pénzügyi
χρηματοδότηση	pénzügyek
χρηματοδότηση	finanszírozás
ρήξη	hasadék
ρήξη	repedés
ρήξη	megrepedt
ανθρωπίνων	ember
ανθρωπίνων	emberi
τραμ	villamos
τραμ	villamos
τραμ	villamosok
σύμμαχοι	szövetséges
σύμμαχοι	szövetségesek
ναούς	templomok
γήπεδα	stadionok
βαρύ	heavy
βαρύ	súlyos
βαρύ	nehéz
οποιοσδήποτε	bárkinek
οποιοσδήποτε	valaki
οποιοσδήποτε	bárkit
οποιοσδήποτε	bárki
οποιοσδήποτε	bárki
μεσαία	középre
μεσαία	közép
μεσαία	középső
μεσαία	közepes
αποδείξεις	bizonyíték
αποδείξεις	bizonyítékok
αποδείξεις	bevételek
αποδείξεις	bizonyíték
αποδείξεις	bizonyítás
κλεοπάτρα	kleopátra
πλάτη	vissza
αναγνωρίζει	felismeri
αναγνωρίζει	elismeri
αναγνωρίζει	felismeri
αναγνωρίζει	elismeri
ισπανοί	spanyolok
ισπανοί	spanyolul
ισπανοί	spanyolok
ισπανοί	spanyol
αυτονομία	autonómia
έμπορος	kereskedő
έμπορος	kereskedő
έμπορος	kereskedő
έμπορος	osztó
συμφωνούν	egyetértek
τελειώσει	elkészült
τελειώσει	befejezett
τελειώσει	kész
λουίς	luis
φεύγει	elmegy
μηχανισμό	mechanizmus
στροφή	fordulj
στροφή	fordulok
νικ	nick
πιέσεις	nyomás
υλοποίηση	végrehajtás
υλοποίηση	végrehajtására
υλοποίηση	megvalósítás
φύλο	nemek
φύλο	nemi
φύλο	neme
φύλο	szex
φύλο	sex
φιλικό	baráti
φιλικό	barátságosak
φιλικό	barátságos
αυγή	hajnal
αυγή	dawn
αυγή	hajnalban
μάρτιος	március
μάρτιος	márciusi
μολδαβίας	moldovai
μολδαβίας	moldovai
μολδαβίας	moldova
ετησίως	éves
ετησίως	évenkénti
ετησίως	évenként
ετησίως	évente
ατρόμητος	rettenthetetlen
ατρόμητος	rettenthetetlen
πλανήτες	bolygók
σενάρια	forgatókönyvek
σενάρια	szkriptek
σενάρια	forgatókönyvek
τέμενος	mecset
μιλάει	beszél
ήχος	hang
ήχος	hangot
ήχος	audio
ήχος	hang
προστέθηκαν	hozzáadott
προστέθηκαν	felvéve
σημαίες	zászlók
φόβο	félelem
ορυκτών	ásványi
δίας	zeusz
δίας	jupiter
έντεκα	tizenegy
τηλεσκόπιο	teleszkóp
κριτικός	bíráló
κριτικός	kritikus
κρίστιαν	keresztény
κρίστιαν	christian
κρίστιαν	keresztények
πουέρτο	puerto
οδηγούσε	vezetett
οδηγούσε	hajtott
σκληρό	kegyetlen
σκληρό	kegyetlenség
σκληρό	nehéz
σκληρό	kemény
σκληρό	kemény
σκληρό	kíméletlen
σκληρό	durva
εκτελεί	teljesít
περιορισμό	korlátozás
διακυβέρνηση	kormányzás
διακυβέρνηση	irányítás
ανατολικές	kelet
ανατολικές	keleti
συγκεκριμένος	specifikus
συγκεκριμένος	konkrét
ερμηνείες	értelmezések
γλυπτική	szobrászat
