őrgróf	markgraf
befejeződött	completat
befejeződött	finalizată
boris	boris
fenyegeti	amenință
kliens	clientul
kliens	client
módosítani	modifică
tűzoltó	pompier
tűzoltó	pompier
szex	sexul
szex	sex
utazók	călător
utazók	călători
utazók	călătorii
utazók	călătorilor
kőolaj	petrol
kőolaj	ulei
kőolaj	petrolul
kőolaj	petrol
spin	învârte
spin	rotire
spin	spin
hallottam	auzit
hasonlóképpen	similar
hálózatok	rețele
hálózatok	retele
krónikus	cronică
krónikus	cronic
krónikus	cronice
rajza	desenul
rajza	desen
rajza	desenez
mónika	monica
logikus	logică
logikus	logic
utasítások	instrucțiunile
utasítások	instrucțiuni
utasítások	instructiuni
kertészeti	horticultură
kertészeti	grădinărit
hasi	abdominale
hasi	abdominal
hasi	abdominală
jürgen	jürgen
jürgen	jurgen
vád	acuzatii
vád	acuzare
vád	acuzarea
végrehajtása	implementează
végrehajtása	implementeze
lábai	picioarele
lábai	picioare
ellenálló	rezistente
ellenálló	rezistent
ellenálló	rezistentă
ellenálló	rezistență
ellenálló	rezistența
ellenálló	rezistenta
lucy	lucy
liter	litru
liter	litru
liter	litri
műhelyek	ateliere
műhelyek	atelierele
dylan	dylan
derek	derek
suzuki	suzuki
camp	tabără
camp	camp
camp	tabăra
camp	lagăr
camp	tabara
dublin	dublin
kontinensen	continentul
kontinensen	continent
britney	britney
eltávolítása	îndepărtarea
eltávolítása	elimină
eltávolítása	scoate
eltávolítása	îndepărtare
eltávolítása	îndepărtarea
nyíló	înflorit
kritikát	critică
kritikát	critici
kritikát	critica
kritikát	criticile
kritikát	critica
merőleges	perpendiculare
merőleges	perpendicular
kenyér	paine
kenyér	pâine
kenyér	pâinea
sütő	aragaz
sütő	soba
sütő	sobă
sütő	cuptor
sütő	cuptorul
kinga	regele
kinga	king
kinga	rege
kinga	kinga
démon	demonul
démon	demon
karen	karen
vista	vista
tulajdon	proprietate
tulajdon	proprietatea
marokkói	marocan
hódító	cuceritorul
hódító	cuceritor
lábát	picioarele
lábát	picioare
lábát	picior
lábát	piciorul
amanda	amanda
cleveland	cleveland
folytatás	relua
folytatás	reia
folytatás	continuarea
folytatás	continuare
folytatás	continuare
folytatás	continuarea
folytatás	continuând
folytatás	continuăm
folytatás	continuam
folytatás	continuați
folytatás	continuă
folytatás	continua
folytatás	continuat
hittem	crezut
hittem	gândit
hittem	crezut
fasiszta	fascist
célokat	obiectivele
célokat	goluri
célokat	obiective
végrehajtani	execută
végrehajtani	implementează
végrehajtani	implementeze
villamosok	tramvaie
gregory	grigore
gregory	gregory
dominikai	dominicană
dominikai	dominica
kocka	tocilar
kocka	cubul
kocka	cub
kocka	tocilar
kocka	zaruri
örülök	plăcerea
örülök	placere
örülök	placerea
örülök	plăcere
tárgyalás	negocieri
tárgyalás	negocierea
tárgyalás	negociere
tárgyalás	proces
tárgyalás	procesul
befejezetlen	neterminat
befejezetlen	neterminate
befejezetlen	neterminată
befejezetlen	incompletă
befejezetlen	incomplet
befejezetlen	incomplete
lemond	demisioneze
lemond	demisionează
optimális	optim
optimális	optimă
optimális	optime
optimális	optim
optimális	optimă
optimális	optime
februárban	februarie
detroit	detroit
intézkedések	măsuri
intézkedések	măsurile
intézkedések	masuri
intézkedések	acțiunile
intézkedések	acțiuni
konfliktusok	conflictele
konfliktusok	conflicte
konfliktusok	conflictul
konfliktusok	conflicte
konfliktusok	conflict
szörny	monstrul
szörny	monster
szörny	monstru
adriai	adriatică
eindhoven	eindhoven
fehérje	proteinele
fehérje	proteine
fehérje	proteină
fehérje	proteina
fehérje	proteinele
fehérje	proteine
eltérések	abaterile
eltérések	abateri
eltérések	diferente
eltérések	diferențe
eltérések	diferențele
vitákat	dezbateri
vitákat	dezbaterile
perzsák	persani
könyvtárak	biblioteci
könyvtárak	directoare
ókor	antichitate
springer	springer
haut	haut
részecske	particule
részecske	particulele
részecske	particule
részecske	particula
részecske	particulă
elismerés	aprecierea
elismerés	apreciere
elismerés	recunoașterea
elismerés	recunoastere
elismerés	recunoaștere
szabályozó	regulator
molekula	moleculare
molekula	molecular
molekula	moleculară
molekula	moleculă
elegáns	elegant
elegáns	elegantă
elegáns	sic
elegáns	chic
cáceres	cáceres
vegas	vegas
everton	everton
donna	donna
abd	abd
bekezdés	paragraf
bekezdés	paragraful
bekezdés	paragrafe
nyilas	săgetător
természetfeletti	supranatural
természetfeletti	supernatural
természetfeletti	supranaturale
rocky	rocky
intelligencia	inteligenta
megfogalmazott	formulată
megfogalmazott	formulate
megfogalmazott	formulat
fan	ventilator
fan	fana
fan	fană
fan	fan
fogak	dinți
vizsgálati	test
vizsgálati	testul
vizsgálati	încercarea
vizsgálati	încercare
vizsgálati	testare
vizsgálati	testare
vizsgálati	testarea
éghajlati	climatică
éghajlati	climatice
rákok	crabi
rákok	crabii
rákok	raci
rákok	crustacee
vaszilij	vasili
fertőző	contagioasă
fertőző	contagios
fertőző	contagioase
képregények	comics
fertőzött	infectat
fertőzött	infectată
fertőzött	infectate
fertőzött	contaminată
fertőzött	contaminat
fertőzött	contaminate
css	css
blackburn	blackburn
mondatok	frazele
mondatok	fraze
mondatok	expresii
naruto	naruto
brescia	brescia
baltimore	baltimore
ming	ming
kertek	grădini
kertek	grădinile
kertek	gardens
tizenhét	seventeen
zavart	confuzia
zavart	confuzie
zavart	confuzii
zavart	deranjat
zavart	derutat
zavart	confuzi
zavart	confuz
zavart	confuză
molekulák	molecule
molekulák	moleculele
csillagászat	astronomie
svédek	suedezi
jin	jin
technológiák	tehnologiile
technológiák	tehnologii
iratok	documente
iratok	documentele
wimbledon	wimbledon
jesse	jesse
kedvezőtlen	nefavorabile
kedvezőtlen	nefavorabil
kedvezőtlen	nefavorabil
kedvezőtlen	nefavorabile
évtizedben	decadă
évtizedben	deceniu
illő	amenajare
illő	montarea
politikailag	politic
lovasság	cavalerie
lovasság	cavaleria
vtk	vtk
tölteni	cheltuie
platón	platon
tőke	participații
tőke	capitala
tőke	capitală
tőke	capital
csatolt	atașat
csatolt	atașate
csatolt	atasat
steel	steel
steel	otel
steel	oțel
hardcore	hardcore
kanári	canari
kanári	canare
kanári	canar
mason	mason
case	case
case	caz
case	cazul
edwin	edwin
méhek	albinele
méhek	albinelor
méhek	albine
kőszeg	kőszeg
eklektikus	eclectic
viva	viva
aux	aux
jeremy	jeremy
tárolt	stocată
tárolt	depozitat
tárolt	stocat
tárolt	stocate
tárolt	depozitate
elengedhetetlen	indispensabil
elengedhetetlen	indispensabilă
elengedhetetlen	indispensabile
elengedhetetlen	esențială
elengedhetetlen	esențiale
elengedhetetlen	esențial
elengedhetetlen	esential
termés	recolte
termés	culturile
termés	culturi
termés	recoltare
termés	recolta
termés	recoltă
termés	decupare
termés	recolta
termés	recoltă
christie	christie
kertben	grădină
kertben	grădina
kertben	gradina
alfaj	subspecii
fordulat	twist
fordulat	răsucire
akkumulátorok	acumulatori
akkumulátorok	bateriile
akkumulátorok	baterii
jelzés	semnal
jelzés	semnalizează
jelzés	semnalul
jelzés	semnalizare
találkozás	intalnire
találkozás	întâlnirea
találkozás	întâlnire
műszerek	instrumentele
műszerek	instrumente
fogoly	prizonierul
fogoly	prizonier
fogoly	captivi
fogoly	captive
fogoly	captivă
fogoly	captiv
kiszolgáló	serverul
kiszolgáló	server
líbiai	libian
kecske	capră
kecske	capra
kecske	caprine
kecske	caprele
kecske	capre
freud	freud
antwerpen	antwerp
programozás	programare
programozás	programarea
napoli	neapole
napoli	napoli
gondok	necazurile
gondok	necazuri
gondok	problemele
gondok	probleme
huber	huber
etikai	etice
etikai	etică
etikai	etic
etikai	etica
etikai	etică
keringési	circulator
mccartney	mccartney
zongorista	pianist
sötétség	întunericul
sötétség	întuneric
sötétség	intuneric
foster	foster
búr	boer
rns	arn
enrique	enrique
festmények	tablouri
festmények	picturi
dom	dom
tartása	păstrarea
ideológiai	ideologice
duncan	duncan
amphibia	amphibia
hansen	hansen
guido	guido
fiat	fiat
nyújtó	furnizând
ügyes	inteligent
szegények	săracul
szegények	săraci
szegények	saraca
berkeley	berkeley
végzetes	fatale
végzetes	fatal
végzetes	fatala
végzetes	fatală
email	email
tüzérség	artileria
tüzérség	artilerie
megerősítve	confirmate
megerősítve	confirmată
megerősítve	confirmat
megerősítve	afirmativ
megerősítve	confirmând
megerősítve	confirma
megerősítve	confirmă
megerősítve	confirmare
megerősítve	confirm
bűncselekmények	infracțiuni
bűncselekmények	infractiuni
bűncselekmények	delicte
bűncselekmények	infracțiuni
bűncselekmények	crime
bűncselekmények	crimă
bűncselekmények	crima
bűncselekmények	criminalitate
zoológus	zoolog
térképek	harti
térképek	hărți
térképek	diagrame
térképek	grafice
zeusz	zeus
curtis	curtis
lőszer	muniție
lőszer	muniție
phillips	philips
phillips	phillips
jelentések	raportare
jelentések	raportarea
jelentések	raportez
jelentések	rapoarte
jelentések	rapoartele
zászlók	bannere
zászlók	steaguri
zászlók	steagurile
megszálló	ocupând
megszálló	invadatoare
rajzolt	trasă
rajzolt	atras
rajzolt	desenat
rajzolt	trase
rajzolt	desenată
rajzolt	drew
elkészítése	pregătiri
elkészítése	preparat
elkészítése	pregatire
elkészítése	pregătire
elkészítése	pregătirea
főnix	phoenix
grey	grey
grey	gri
michelangelo	michelangelo
forever	forever
értelmezés	interpretarea
értelmezés	interpretare
liu	liu
tisztek	ofițerii
tisztek	ofițeri
tisztek	ofiteri
osztva	împărțit
osztva	divizat
osztva	divizată
érme	monede
érme	monezi
érme	monedele
érme	monede
érme	moneda
érme	monedă
antonius	antony
antonius	antoniu
protokoll	protocol
protokoll	protocolul
hallott	auzit
sajnálom	scuze
asztalos	carpenter
asztalos	tâmplar
asztalos	tâmplărie
mérési	măsurare
mérési	măsurarea
névleges	evaluat
névleges	nominală
névleges	nominal
névleges	nominală
elnöksége	președinția
szabályzat	regulile
szabályzat	reguli
szabályzat	norme
szabályzat	reglementările
szabályzat	reglementări
szabályzat	regulamentele
szabályzat	regulamente
szabályzat	politică
szabályzat	politica
fájlok	fișiere
fájlok	fisiere
fájlok	dosare
ardennes	ardennes
harag	furia
harag	mânia
harag	furie
harag	mânie
harag	mânia
harag	mânie
harag	furia
harag	furie
morrison	morrison
hullámok	valuri
hullámok	valurile
jogszabály	law
jogszabály	lege
jogszabály	legea
jogszabály	legislația
jogszabály	legislație
mérték	rată
mérték	rata
mérték	măsurată
mérték	măsurate
mérték	măsurat
mérték	măsura
mérték	măsură
mérték	măsoară
mérték	masura
romlott	putredă
romlott	putrezit
romlott	putred
romlott	deteriorată
primitív	primitiv
primitív	primitivă
primitív	primitive
primitív	primitivi
elvek	principiile
elvek	principii
tengerpart	litoral
tengerpart	plajă
tengerpart	plaja
tengerpart	beach
tengerpart	plajele
tengerpart	plaje
tengerpart	coasta
tengerpart	coastă
tengerpart	coast
műszer	instrument
műszer	instrumentul
műszer	aparate
műszer	aparat
villeneuve	villeneuve
üresen	gol
üresen	goale
üresen	goală
üresen	goala
szervez	organizează
szervez	organizeaza
izom	muschi
izom	muschii
izom	mușchi
izom	muschi
izom	musculare
bizonyított	dovedit
bizonyított	dovedite
bizonyított	dovedită
bizonyított	demonstrate
bizonyított	dovedit
bizonyított	demonstrat
képzési	antrenamente
képzési	antrenament
képzési	pregătire
képzési	formare
ismételt	repetat
ismételt	repetată
ismételt	repetate
párbeszéd	dialogul
párbeszéd	dialog
párbeszéd	dialoguri
veszett	rabie
veszett	turbat
líbia	libian
líbia	libiei
líbia	libia
emlékezett	amintit
fázis	faza
fázis	fază
hills	dealurile
hills	hills
hills	coline
hills	dealuri
fedezett	acoperit
fedezett	acoperită
fedezett	acoperite
gran	gran
zsoldos	mercenar
rossini	rossini
kiegészítés	suplimentul
kiegészítés	supliment
kiegészítés	completare
kiegészítés	suplimentar
reggae	reggae
égő	arzător
égő	ard
égő	ardere
égő	arzând
címeket	titluri
címeket	titlurile
keverés	amestecarea
keverés	amestecare
keverés	agitare
amsterdam	amsterdam
nigel	nigel
louvre	luvru
választható	opțional
közvetett	indirect
közvetett	indirectă
közvetett	indirecte
elme	minte
elme	mintea
sugárzott	radiată
büszke	mândră
büszke	mandra
büszke	mândra
büszke	mandru
büszke	mândru
mia	mia
orleans	orleans
dinoszaurusz	dinozaur
xxx	xxx
kambodzsa	cambodgia
teljesíteni	îndeplini
yonne	yonne
kifejtett	exprimat
kifejtett	exprimată
kifejtett	exprimate
bristol	bristol
gyümölcsök	fructul
gyümölcsök	fructe
gyümölcsök	fructele
gyümölcsök	fruct
gyümölcsök	fructe
gyümölcsök	fructele
gyárban	fabrică
gyárban	fabrica
bretagne	bretagne
moss	mușchi
moss	moss
énekelni	cântă
énekelni	canta
énekelni	cânta
énekelni	canto
énekelni	cântând
énekelni	cantand
anders	anders
téglalap	dreptunghi
téglalap	dreptunghiulară
szigetcsoport	arhipelag
szigetcsoport	arhipelagul
líra	liră
feleségek	gospodinele
feleségek	casnice
feleségek	neveste
feleségek	sotii
feleségek	nevestele
böngésző	navigator
böngésző	browserul
böngésző	browser
olvasott	citire
olvasott	citește
olvasott	citeste
bolton	bolton
milton	milton
napokon	zilele
napokon	zile
nagyok	mare
nagyok	mari
nagyok	big
zimbabwe	zimbabwe
csupasz	goale
garcia	garcia
repül	fly
repül	zboara
repül	musca
repül	zboară
repül	zbor
repül	zburând
repül	zbor
sullivan	sullivan
airways	airways
érzelmek	emoție
érzelmek	emotii
érzelmek	emoții
érzelmek	sentimente
érzelmek	sentimentele
galaxy	galaxie
galaxy	galaxia
galaxy	galaxy
jung	jung
dallam	melody
dallam	melodia
dallam	melodie
dallam	melodie
helyzetű	defavorizate
helyzetű	dezavantajate
kívánok	dorind
sandra	sandra
sebész	chirurg
sebész	chirurgul
sebész	chirurgi
sebész	chirurgii
folyami	râu
folyami	râul
folyami	river
nyilatkozat	disclaimer
nyilatkozat	declarație
nyilatkozat	declarația
nyilatkozat	declarație
nyilatkozat	declarația
málna	zmeură
málna	zmeură
algériai	algerian
regina	regina
simone	simone
gyermekkori	copilărie
gyermekkori	copilarie
gyermekkori	copilăria
gyermekkori	copilaria
richards	richards
koronázás	încoronare
koronázás	încoronarea
pozíciók	poziții
pozíciók	pozitii
pozíciók	pozițiile
órák	ore
órák	orele
órák	ceasuri
órák	clasele
órák	clase
órák	cursuri
órák	ceasuri
tár	clip
tár	revista
tár	revistă
marion	marion
taxon	taxon
tizennyolc	optsprezece
tizennyolc	eighteen
lev	lev
christina	christina
helmut	helmut
említ	menționează
nathan	nathan
nero	nero
szabadalmi	brevet
szabadalmi	brevetul
fenntartott	rezervată
fenntartott	rezervat
fenntartott	rezervate
museo	museo
toledo	toledo
petri	petri
operatív	operațională
operatív	operaționale
operatív	operațional
tévedés	greseala
tévedés	greșeală
tévedés	eroare
claudia	claudia
ágak	ramuri
ágak	crengi
ágak	sucursale
ágak	ramurile
bern	berna
bern	bern
gard	gard
klubok	cluburile
klubok	cluburi
braun	braun
aude	aude
övezet	zonă
övezet	zona
megújult	reînnoit
megújult	reînnoite
megújult	reînnoită
megmenteni	salveaza
megmenteni	salvați
megmenteni	salvează
megmenteni	economisire
megmenteni	salvarea
kivételek	excepții
kivételek	excepție
kivételek	exceptie
kivételek	scutirile
kivételek	excepții
kivételek	scutiri
kivételek	derogări
rajongó	ventilator
rajongó	fana
rajongó	fană
rajongó	fan
hozzáférhető	accesibile
hozzáférhető	accesibil
hozzáférhető	accesibilă
válaszokat	răspunsuri
válaszokat	răspunsurile
válaszokat	răspunsuri
válaszokat	raspunsuri
válaszokat	răspunsurile
fogyasztása	consumul
fogyasztása	consum
fogyasztása	consumului
értékelés	evaluarea
értékelés	evaluare
értékelés	evaluarea
értékelés	evaluare
értékelés	evaluarea
értékelés	evaluare
jeleket	semnale
jeleket	semnalele
küldeni	trimite
hódítás	cucerire
hódítás	cucerirea
hódítás	cuceriri
iskolákban	scoli
iskolákban	școli
állatkert	zoo
csökkenteni	reduce
günther	gunther
chase	urmărire
chase	chase
szenegál	senegal
metropolitan	metropolitană
metropolitan	metropolitan
időbeli	temporal
időbeli	temporală
figyelt	urmărit
figyelt	urmărită
figyelt	privit
figyelt	supravegheată
judo	judo
díszlet	seturi
duke	duce
duke	ducele
duke	duke
ellátás	proviziile
ellátás	provizii
ellátás	furnizare
ellátás	aprovizionare
gedeon	gideon
ruhát	haine
ruhát	hainele
rákos	canceroase
rákos	cancerul
rákos	cancer
alabama	alabama
majom	maimuta
majom	maimuță
majom	maimuta
kasztília	castilia
teatro	teatro
merész	îndrăzneală
josh	josh
dohány	tutun
dohány	tutunul
elkészített	pregătit
elkészített	pregătită
elkészített	preparat
elkészített	preparate
megszökött	evadat
nbc	nbc
lemondását	demisia
lemondását	demisie
üstökös	cometă
üstökös	cometa
univerzális	universală
univerzális	universal
univerzális	universale
platina	platină
powell	powell
teher	povara
teher	povară
fegyverzet	armamentul
fegyverzet	armament
fegyverzet	armament
csökkentette	coborât
nyitó	deschiderea
nyitó	deschidere
nyitó	deschid
szerencse	fortune
szerencse	avere
szerencse	norocoasă
szerencse	norocos
szerencse	norocul
termékeket	produse
termékeket	produsele
sokoldalú	versatil
szalag	bandă
szalag	banda
szalag	casetă
szalag	panglica
szalag	panglică
szalag	benzi
vágás	tăiere
vágás	taie
vágás	tăiat
vágás	montajul
vágás	editare
vágás	editarea
vágás	măcel
vágás	sacrificare
vágás	tăieturi
testek	organisme
testek	corpuri
testek	trupuri
testek	cadavre
őrmester	sergent
őrmester	sarge
őrmester	sergent
qui	qui
manhattan	manhattan
tisztviselő	administrator
tisztviselő	administratorul
tisztviselő	oficial
tisztviselő	oficiale
tisztviselő	oficiala
tisztviselő	oficială
vancouver	vancouver
állatorvos	veterinar
állatorvos	veterinar
állatorvos	veterinare
állatorvos	veterinară
állatorvos	veterinar
szabályozása	reglementa
szabályozása	reglementeze
szabályozása	reglementează
szabályozása	reglementarea
brüsszelben	bruxelles
gátolja	inhibă
eugene	eugene
konstantinápoly	constantinopol
prof	prof
fogadó	gazdă
fogadó	gazda
fogadó	inn
fogadó	hanul
fogadó	receptor
fogadó	receptorul
apostolok	apostoli
szándékos	intenționat
szándékos	deliberată
szándékos	deliberat
hívő	credincios
kezdetleges	rudimentar
abdul	abdul
app	app
app	aplicația
app	aplicație
íze	gust
íze	gusturi
íze	gusta
íze	gustul
íze	gustă
íze	gusturi
íze	gusturile
túlélő	supravietuitori
túlélő	survivor
graf	graf
tengerparton	litoral
tengerparton	plajă
tengerparton	plaja
tengerparton	beach
kristályos	cristalul
kristályos	cristal
kristályos	cristale
kristályos	crystal
kristályos	cristalină
xavier	xavier
csúnya	urat
csúnya	urât
csúnya	urata
csúnya	urâtă
viszonylagos	rudă
viszonylagos	relativ
viszonylagos	ruda
viszonylagos	relative
viszonylagos	relativă
oregon	oregon
sztár	stea
sztár	star
sztár	vedeta
sztár	steaua
silvio	silvio
egyensúly	echilibru
egyensúly	balanta
egyensúly	balans
egyensúly	sold
egyensúly	soldul
xxii	xxii
orlando	orlando
june	june
june	iunie
bernhard	bernhard
jevgenyij	yevgeny
díszítették	împodobit
megegyezés	decontarea
megegyezés	decontare
megegyezés	așezare
megegyezés	acordul
megegyezés	acord
megegyezés	aranjamentul
megegyezés	aranjament
felépített	construite
felépített	construita
felépített	construit
felépített	construită
összefüggés	context
összefüggés	contextul
barcelonai	barcelona
igazolja	justifica
igazolja	justifică
vándor	hoinar
ingatlan	proprietate
ingatlan	proprietatea
ital	băutură
ital	bea
ital	băutură
ital	băuturile
ital	bauturi
ital	băuturi
szemek	ochii
szemek	ochi
szemek	boabe
sovány	skinny
sovány	slab
sovány	slăbănog
sovány	subtire
sovány	subțire
erődítmény	fortificare
erődítmény	fortificații
ciudad	ciudad
krónikák	cronici
krónikák	cronicile
hajóval	nava
hajóval	navă
hajóval	vapor
hajóval	corabie
szintetikus	sintetice
szintetikus	sintetic
szintetikus	sintetică
szintetikus	synth
lezuhant	prăbușit
kézikönyv	manuală
kézikönyv	manual
kézikönyv	manualul
megkötött	încheiate
raf	raf
tizenkettedik	twelfth
dio	dio
ügynökség	agenția
ügynökség	agentie
ügynökség	agenție
ügynökség	agentia
tobago	tobago
uralta	dominat
uralta	dominată
átírni	rescrie
átírni	rescriu
adler	adler
gmbh	gmbh
jet	jet
zen	zen
bika	taur
bika	taurul
bika	bull
szatirikus	satiric
hangos	tare
hangos	zgomotoasă
hangos	zgomotos
mono	mono
lars	lars
polo	polo
tank	tank
tank	rezervor
tank	tanc
tao	tao
teremt	creeaza
érzés	senzație
érzés	sentimentul
érzés	sentiment
érzés	simt
deutsch	deutsch
pillanat	moment
pillanat	momentul
ártatlan	nevinovat
ártatlan	inocent
ártatlan	nevinovată
ártatlan	inocentă
nickelodeon	nickelodeon
vigyázz	ceas
kaiser	kaiser
piquet	piquet
tanul	studiez
tanul	studiind
tanul	învățare
tanul	invata
tanul	află
tanul	învață
ghz	ghz
incidens	incident
incidens	incidente
incidens	incidentul
incidens	incidentele
incidens	incidente
díszítő	ornamentale
nicolae	nicolae
butler	butler
butler	majordom
butler	majordomul
butler	valet
dale	dale
roosevelt	fdr
roosevelt	roosevelt
kézműves	artizan
kézműves	meserii
obszervatórium	observator
obszervatórium	observatorul
michele	michele
föderáció	federaţiei
föderáció	federația
föderáció	federatia
chen	chen
enzim	enzime
enzim	enzimele
enzim	enzime
enzim	enzimă
enzim	enzima
mansell	mansell
robbant	explodat
halvány	palid
halvány	palidă
tárgyalt	negociat
tárgyalt	negociate
táplálék	mancare
táplálék	mâncare
táplálék	alimentare
táplálék	alimente
táplálék	hrană
funkciók	funcțiile
funkciók	funcții
funkciók	funcționalitate
funkciók	caracteristici
funkciók	trăsături
promóciós	promo
promóciós	promovare
promóciós	promovarea
palmer	palmer
edzés	antrenament
edzés	practici
edzés	exersează
edzés	practică
edzés	practica
edzés	antrenamente
edzés	antrenament
edzés	pregătire
edzés	formare
fuvola	flautul
fuvola	flaut
melinda	melinda
zita	zita
mássalhangzó	consoană
próba	test
próba	testul
próba	încercarea
próba	încercare
próba	testare
próba	testare
próba	testarea
win	castiga
win	victorie
win	câștiga
hangokat	zgomote
hangokat	voci
hangokat	vocile
fellini	fellini
fokozatos	treptat
fokozatos	treptată
fokozatos	progresive
fokozatos	progresivă
fokozatos	progresiv
angela	angela
öröm	joy
öröm	bucurie
öröm	veselie
öröm	bucuria
öröm	plăcerea
öröm	placere
öröm	placerea
öröm	plăcere
madridi	madrid
faji	rasială
faji	rasial
faji	rasiale
texasi	texan
texasi	texas
texasi	texasul
összecsapás	clash
összecsapás	ciocnire
összecsapás	confruntare
összecsapás	confruntarea
összecsapás	smackdown
közzétett	postată
közzétett	postat
közzétett	publicate
közzétett	publicat
közzétett	publicată
gyakorlatok	exercitii
gyakorlatok	exerciții
gyakorlatok	practicile
gyakorlatok	practicilor
gyakorlatok	practici
kozák	cazac
reformok	reformei
reformok	reforma
reformok	reformă
reformok	reforme
reformok	reformele
társult	asociate
társult	asociat
társult	asociată
társult	asociat
társult	asociază
társult	asociată
folt	pata
folt	pată
folt	spot
folt	plasture
folt	petic
folt	patch
diamond	diamond
diamond	diamantul
diamond	diamant
dízel	motorină
dízel	motorina
dízel	diesel
audio	audio
hunok	huni
termelő	productiv
termelő	productivă
termelő	cultivator
termelő	producator
termelő	producător
facto	facto
chapman	chapman
millennium	mileniu
millennium	millennium
millennium	mileniului
bosszú	răzbunarea
bosszú	razbunare
bosszú	răzbunare
bosszú	răzbunarea
bosszú	razbunare
bosszú	răzbunare
cicero	cicero
tisztelet	respectul
tisztelet	respect
tisztelet	respectuos
emírségek	emiratele
terror	teroare
terror	teroarea
betöltötte	umplute
betöltötte	umplut
burkina	burkina
irma	irma
galériában	galerie
galériában	galeria
közvetítő	broker
közvetítő	intermediar
közvetítő	intermediarul
közvetítő	mediator
trófea	trofeu
trófea	trofeul
terápiás	terapeutice
terápiás	terapeutică
terápiás	terapeutic
miranda	miranda
hülye	prost
hülye	stupid
fejes	antet
örökké	forever
kukorica	porumb
kukorica	porumb
damon	damon
tulajdonosai	proprietarii
tulajdonosai	proprietari
tulajdonosai	proprietarilor
tesztek	încercări
tesztek	teste
tesztek	testele
szerelvény	train
szerelvény	trenul
szerelvény	tren
szerelvény	adunare
szerelvény	asamblare
szerelvény	adunarea
domain	domeniu
domain	domeniul
helena	helena
nagykövet	ambasadorul
nagykövet	ambasador
reakciók	reacțiile
reakciók	reacții
reakciók	reactii
reakciók	reactie
reakciók	reacția
reakciók	reacție
reakciók	reacţie
rövidített	scurtat
rövidített	abreviat
elsüllyedt	scufundate
elsüllyedt	scufundat
elsüllyedt	scufundată
elsüllyedt	scufundat
elsüllyedt	scufundată
sátán	satan
sátán	satana
bejegyzett	înregistrate
bejegyzett	înregistrată
bejegyzett	înregistrat
bejegyzett	inregistrat
alany	subiect
alany	subiectul
asztali	tabelul
asztali	masă
asztali	masa
asztali	tabel
asztali	birou
asztali	desktop
káosz	haosul
káosz	haos
hyde	hyde
meggyőzni	convinge
meggyőzni	convinge
hajnalban	dawn
hajnalban	zorii
hajnalban	zori
őszinte	sincere
őszinte	sincer
őszinte	autentic
őszinte	veritabil
őszinte	autentică
őszinte	onest
őszinte	sincer
őszinte	cinstit
meteor	meteoritul
meteor	meteorit
meteor	meteorit
crassus	crassus
doki	doc
szertartás	ceremonia
szertartás	ceremonie
szertartás	rit
szertartás	ritual
szertartás	ritualul
szertartás	ritual
fájdalmas	dureros
fájdalmas	dureroase
fájdalmas	dureroasă
színtelen	incolor
színtelen	incoloră
lantos	lantos
tisztázott	clarificat
tisztázott	clarificate
alkalmanként	ocazionale
alkalmanként	ocazional
alkalmanként	ocazional
menekülés	evadare
menekülés	evadarea
menekülés	evadare
suárez	suárez
rev	rev
elvis	elvis
befolyás	influența
befolyás	influență
befolyás	influenta
számol	numărarea
számol	numărare
számol	bazez
trió	trio
javítás	reparatii
javítás	reparare
javítás	repara
javítás	repararea
javítás	reparații
javítás	corecție
javítás	corectarea
javítás	corectare
javítás	reparatii
javítás	reparații
feltételes	condiționat
feltételes	condiționată
ich	ich
fulham	fulham
befolyással	influența
befolyással	influență
befolyással	influenta
birtokok	estates
lisszabon	lisabona
lisszabon	lisbon
teremtés	crearea
teremtés	creatie
teremtés	creare
meggyilkolt	ucis
meggyilkolt	ucisă
meggyilkolt	omorât
mozilla	mozilla
oldalsó	lateral
oldalsó	laterală
leicester	leicester
humor	comedia
humor	comedie
humor	umorul
humor	umor
humor	umorul
humor	umor
félre	deoparte
vonattal	train
vonattal	trenul
vonattal	tren
ronnie	ronnie
meta	meta
baptiste	baptiste
neme	sexul
neme	gen
neme	sex
duó	duo
pet	pet
szállítási	livrarea
szállítási	livrare
utah	utah
mélységben	adâncimi
átlátszó	transparente
átlátszó	transparent
átlátszó	transparentă
korlátlan	nelimitată
korlátlan	nelimitat
korlátlan	nelimitate
operát	opera
operát	operă
paraszt	taran
para	para
kölyök	copile
kölyök	kid
érdekelt	interesate
érdekelt	interesat
érdekelt	interesați
érdekelt	interesată
tanúsított	certificată
tanúsított	certificat
tanúsított	certificate
temple	templul
temple	templu
temple	temple
másutt	altundeva
savanyú	acru
légköri	atmosferic
légköri	atmosferice
louisiana	louisiana
wisconsin	wisconsin
key	cheie
key	tasta
key	cheia
tapasztalat	experiență
tapasztalat	experiența
tapasztalat	experienta
veronica	veronica
valois	valois
api	api
ragaszkodott	insistat
foltok	petele
foltok	plasturi
sérülések	leziuni
sérülések	răni
lóerős	bhp
wang	wang
cache	cache
tajvani	taiwan
tajvani	taiwanez
szobrászat	sculptura
szobrászat	sculptură
rotterdam	rotterdam
írjon	scrieti
írjon	scrieți
írjon	scriu
írjon	scrie
áldozatai	victime
áldozatai	victimele
baszk	bască
python	python
erőteljesen	viguros
