את	te
ערכי	módosítás
ערכי	szerkesztés
ערכי	szerkesztése
מבט	tekintet
מבט	tekintete
ומתן	tárgyalások
טרור	terror
טרור	rettegés
טרור	rémület
טרור	terrorizmus
טרור	terrorista
טרור	terroristák
הקרן	alap
הקרן	alapítvány
המחלקה	részleg
המחלקה	megye
מגן	védelme
מגן	véd
מגן	védelmező
מגן	védő
מגן	pajzs
מגן	shield
מגן	védő
מגן	védelmező
שרון	sharon
יישוב	megegyezés
יישוב	elszámolási
יישוב	rendezés
יישוב	egyezség
יישוב	település
יישוב	elszámolás
איחוד	union
איחוד	unió
איחוד	szakszervezet
איחוד	unión
איחוד	uniós
איחוד	egyesítés
איחוד	egyesülés
איחוד	találkozó
תלוי	függően
מוחמד	mohammad
מוחמד	muhammad
מוחמד	mohammed
מוחמד	mohamed
מוחמד	mohammed
מוחמד	mohamed
מוחמד	mohamed
סעיף	részleg
סעיף	szakasz
סעיף	szekció
גרמנית	németül
גרמנית	német
סטר	szetter
ליגה	league
ליגה	liga
הוועד	bizottság
אוסטריה	ausztria
פתרון	megoldást
פתרון	megoldás
פתרון	oldat
חלקם	néhány
חדר	terem
חדר	szoba
מנוע	hajtómű
מנוע	motor
מנוע	motor
המלוכה	monarchia
שיטה	akác
שיטה	módszer
נשלח	benyújtott
נשלח	szállított
נשלח	elküldött
נשלח	elküldve
נשלח	küldött
עדיף	jobb
עדיף	jobban
לקבוע	meghatározni
הכניסה	belépő
הכניסה	bejárat
תרומות	hozzájárulások
תרומות	járulékok
תרומות	hozzájárulás
תרומות	járulék
תרומות	adományok
תרומות	adományokat
תרומות	adomány
ציבורית	nyilvános
ציבורית	nyilvánosság
ציבורית	nyilvánosan
ציבורית	publikus
ציבורית	nyilvánosan
קיום	lét
קיום	létezése
קיום	létezés
המוות	halál
מיוחדים	különlegesség
מיוחדים	akciók
מיוחדים	különleges
מיוחדים	speciális
מאפשר	lehetővé
מאפשר	megengedi
מאפשר	lehetővé
פרסים	jutalmat
פרסים	jutalom
פרסים	díjak
פרסים	gála
פרסים	díjak
פרסים	díjakat
פרסים	nyeremény
פרסים	perzsák
קוק	cook
קוק	főzni
קוק	főz
קוק	szakács
קוק	főzés
אוקטובר	októberi
אוקטובר	októberben
אוקטובר	október
מועמד	jelöltek
מועמד	jelölt
מועמד	tagjelölt
מועמד	pályázó
מועמד	jelölt
ברצלונה	barcelonában
ברצלונה	barcelonai
ברצלונה	barcelona
נפש	psziché
נפש	lélek
נפש	soul
נפש	lelkem
נפש	lelked
נפש	mentális
נפש	szellemi
פסטיבל	fesztivál
בנה	épült
בנה	épített
בנה	felépített
בנה	beépített
בנה	építsünk
בנה	építeni
ייצור	előállítás
ייצור	gyártás
ייצור	előállítás
ייצור	gyártás
ייצור	termelés
ייצור	termelési
ייצור	előállítás
ייצור	gyártási
ייצור	gyártás
הטקסט	sms
הטקסט	szöveg
לפנות	evakuálni
הקהל	célközönség
הקהל	közönség
הקהל	tömeg
הקונגרס	kongresszus
המורשת	öröksége
המורשת	örökség
קורות	gerendák
קורות	folytatás
ארוכה	hosszú
בעצם	igazából
בעצם	valójában
תחרויות	versenyek
תחרויות	versenyek
הנאצים	nácik
מרחב	űr
מרחב	tér
תעופה	repülés
תעופה	légiközlekedés
תעופה	légiközlekedési
יונה	galamb
יונה	galamb
יונה	jonah
זמר	énekesnő
זמר	énekes
זמר	singer
שלח	küldj
שלח	küld
שלח	küldeni
איכות	minőségi
איכות	minősége
איכות	minőség
השביעי	vii
סוגים	típusok
סוגים	típusai
רומן	római
רומן	roman
רומן	újszerű
רומן	regény
אדלר	adler
עמק	völgyet
עמק	völgy
עמק	völgyben
עמק	valley
כחול	kék
כחול	blue
קדם	előmozdítása
ההצעה	ajánlat
ההצעה	ajánlatot
עבריים	héberek
עבריים	zsidók
דור	nemzedék
דור	generáció
יושב	ül
יושב	ül
יושב	ülve
יושב	ülök
מוכר	ismerős
מוכר	eladási
מוכר	eladás
מוכר	eladni
מוכר	felismert
מוכר	elismert
אס	ász
אס	ace
הסבר	magyarázat
הסבר	magyarázatot
באנגליה	anglia
באנגליה	england
באנגליה	angliai
מחנה	camp
מחנה	tábor
נותר	megmarad
נותר	megmaradt
נותר	megmaradó
נותר	fennmaradó
אבו	abu
ברזל	vas
ברזל	vasat
אריק	eric
אריק	erik
אריק	erik
הצלחה	sikeres
הצלחה	siker
חיות	vadállatok
חיות	állat
חיות	állatok
המעבר	átállás
המעבר	átmenet
המעבר	áttérés
המעבר	átmeneti
בריטי	britek
בריטי	angol
בריטי	brit
בתים	házak
בתים	házakat
מעלות	fokban
מעלות	fok
הלב	szívem
הלב	szívvel
הלב	szív
עריכות	módosítások
עריכות	módosításai
עריכות	módosításokkal
האב	hub
דעות	vélemény
דעות	vélemények
הביאה	hozták
הביאה	hozott
הביאה	hoztam
הביאה	hozta
חוקרים	nyomoz
חוקרים	nyomozás
חוקרים	kutatói
חוקרים	kutatók
חוקרים	nyomozói
חוקרים	nyomozók
הספרייה	könyvtári
הספרייה	könyvtár
הספרייה	könyvtárban
רגיל	szokásos
רגיל	normális
רגיל	normál
רגיל	rendszeresen
רגיל	rendszeres
רגיל	normál
רגיל	közönséges
רגיל	hétköznapi
מודל	model
מודל	minta
מודל	modell
מזכיר	említ
מזכיר	titkárnő
מזכיר	titkár
איסור	tilalom
כיכר	square
כיכר	szögletes
כיכר	négyzetes
כיכר	tér
כיכר	négyzet
השירות	kiszolgálás
השירות	szerviz
השירות	szolgálat
השירות	szolgáltatás
מספרים	számok
להלן	alul
להלן	alatt
להלן	alatta
להלן	alább
להלן	lent
הלילה	este
ארגונים	szervezetek
ארגונים	szervezetek
האופרה	opera
האופרה	operát
שושלת	dinasztia
נזק	sérült
נזק	károsodott
נזק	megsérült
נזק	kár
נזק	károsodás
נזק	kárt
נזק	sérülés
נזק	bántani
כדורגלנים	focisták
כלכלית	anyagilag
כלכלית	pénzügyileg
כלכלית	gazdasági
כלכלית	gazdaságilag
טורקיה	pulyka
טורקיה	törökország
ארגנטינה	argentína
ארגנטינה	argentína
ארגנטינה	argentin
סמית	kovács
סמית	smith
מגורים	tartózkodási
מגורים	lakóhely
מגורים	lakás
מגורים	szálláshely
מגורים	szállás
מגורים	bentlakásos
מגורים	lakossági
סיבוב	forgás
סיבוב	rotációs
סיבוב	kör
סיבוב	kerek
סיבוב	forduló
סיבוב	körbe
האמת	igazság
כלים	eszközök
כלים	műszerek
כלים	eszközök
כלים	szerszám
כלים	szerszámok
כלים	edények
כלים	edényeket
כלים	ételek
אמה	emmával
אמה	emma
המוסד	intézet
המוסד	intézmény
המוסד	intézmény
המוסד	intézmények
המוסד	moszad
החזית	front
החזית	eleje
הפרק	epizód
הפרק	rész
החלטה	döntés
החלטה	határozat
אירלנד	írország
הורה	anyavállalat
הורה	szülői
הורה	szülő
התחיל	kezdődött
התחיל	kezdte
התחיל	elkezdődött
אירוע	esemény
אירוע	rendezvény
הודיע	tájékoztatta
הודיע	tájékoztatott
הודיע	tájékozott
הודיע	bejelentette
הודיע	bejelentett
הודיע	meghirdetett
עזר	segített
עזר	segítettek
בנק	bank
שפירא	shapiro
הבמה	színpad
הבמה	színpadon
מועדונים	klubok
טוען	állítások
טוען	követelés
טוען	követelések
טוען	igények
טוען	terhelés
טוען	betöltése
טוען	töltés
מאה	száz
חזק	erőteljes
חזק	erős
חזק	szoros
חזק	szűk
חזק	szorosan
חזק	erős
חזק	erősek
אישור	engedély
אישור	engedélyt
אישור	jogosultság
אישור	megerősítés
אישור	megerősítést
אישור	megerősítése
אישור	megerősítés
אישור	megerősítése
אישור	megerősíteni
אישור	megerősítve
מוות	halál
מצא	megtalált
מצא	megtaláltam
מצא	talált
מצא	találni
מצא	megtalálni
בולגריה	bolgár
בולגריה	bulgária
מיליארד	milliárd
מיליארד	egymilliárd
מיקום	elhelyezés
מיקום	helyszín
מיקום	hely
מיקום	elhelyezkedés
רגל	gyalog
רגל	láb
רגל	lábak
רגל	láb
רגל	lábat
רגל	lábát
רגל	láb
דומים	hasonló
דומים	hasonlóak
דומים	hasonlók
ממשיך	folytatódik
ממשיך	folytatás
מאמן	edző
מאמן	edző
פירוש	értelmezés
פירוש	értelmezése
נולדו	született
נולדו	megszületett
טקסט	sms
טקסט	szöveg
לחם	kenyér
לחם	kenyeret
שבעה	hetes
שבעה	hét
קרבות	harcok
קרבות	harcol
קרבות	csaták
פורטל	portál
פורטל	átjáró
ביקש	igényelt
ביקש	kérte
ביקש	kért
ביקש	kérdezte
ביקש	kérdezett
ביקש	kérte
ביקש	kérdeztem
יישובים	telepek
יישובים	települések
פסל	szobor
פסל	szobrok
פסל	szobrász
פסל	szobrot
פסל	szobor
קרא	olvasott
מרי	marie
מרי	mária
מרי	mary
מרי	mária
הסדר	széder
הסדר	megegyezés
הסדר	elszámolási
הסדר	rendezés
הסדר	egyezség
הסדר	település
הסדר	elszámolás
הסדר	megrendelés
הסדר	rendelés
הסדר	rend
הסדר	parancs
הסדר	megállapodás
הסדר	elrendezés
הסדר	elrendezése
הסדר	megegyezés
הסדר	egyezség
אוכל	étel
אוכל	élelem
אוכל	élelmiszerek
אוכל	táplálék
אוכל	élelmiszer
שלטונו	uralma
שלטונו	uralom
שמן	olaj
שמן	kőolaj
שמן	olajjal
שמן	olajat
שמן	zsír
שמן	zsírok
שמן	fat
שמן	kövér
ינואר	januári
ינואר	január
ינואר	januárban
גילוי	kimutatás
גילוי	felfedezés
גילוי	discovery
לדבר	beszélni
לדבר	beszélgetés
שאלות	kérdés
שאלות	kérdéseket
שאלות	kérdések
הצעה	ajánlott
הצעה	javasolt
הצעה	pályázat
הצעה	javaslat
הצעה	javaslat
הצעה	ajánlat
הצעה	ajánlatot
זהות	személyazonosság
זהות	személyazonosságát
זהות	identitás
ביטחון	önbizalom
ביטחון	bizalom
ביטחון	biztonsági
ביטחון	biztonság
שלם	fizess
שלם	fizetni
שלם	fizet
שלם	fizetés
שלם	egészben
שלם	egész
שלם	komplett
שלם	teljes
שלם	teljessé
הכיבוש	foglalkozása
הכיבוש	megszállás
הכיבוש	foglalkozás
סימון	simone
סימון	simon
ארתור	artúr
ארתור	arthur
ממשלה	kormány
ממשלה	kormányzat
חשובים	fontos
אמת	igaz
אמת	igazi
אמת	igazság
נוצרים	keresztények
בי	méh
בי	méhecske
תוכנה	program
תוכנה	szoftverek
תוכנה	szoftver
התזמורת	zenekar
זוגות	párok
זוגות	párokat
זוגות	párok
זוגות	párban
מורכבת	kompozit
מורכבת	összetett
מורכבת	összetett
מורכבת	komplex
משותף	közös
משותף	osztott
משותף	megosztotta
משותף	megosztott
משותף	megosztva
משותף	közös
משותף	gyakori
חברתי	társadalmi
חברתי	szociális
הביאו	hozták
הביאו	hozott
הביאו	hoztam
הביאו	hozta
הביאו	hozz
הביאו	hozd
הוצאה	kiadás
הוצאה	kiadások
הוצאה	tölteni
הירח	hold
הירח	holdon
הירח	holdat
הירח	moon
לפעמים	néha
צלב	kereszt
צלב	cross
צלב	keresztbe
סיוע	támogatás
סיוע	segély
סיוע	támogatások
סיוע	segítségnyújtás
באדר	baader
הגרסה	verzió
הגרסה	változat
בינלאומי	international
בינלאומי	nemzetközi
הופך	válik
הופך	teszi
כלכלי	gazdasági
שוודיה	svédország
ישיבה	gyűlés
ישיבה	találkozás
ישיבה	találkozó
ישיבה	megbeszélés
איראן	iráni
איראן	irán
יצירה	létrehozása
יצירה	alkotás
יצירה	teremtés
החדשים	újoncok
קוד	kód
קוד	kódok
דתית	vallásos
דתית	vallás
דתית	vallási
דפי	dodó
תלמידים	diákok
תלמידים	hallgatók
תלמידים	tanulók
חלל	űr
חלל	tér
מהיר	gyorsan
מהיר	gyors
מהיר	swift
מהיר	gyorsan
מהיר	gyors
תכונות	funkciók
תכונות	jellemzők
תכונות	jellemzői
תכונות	attribútumok
תכונות	tulajdonság
תכונות	tulajdonságai
תכונות	ingatlanok
תכונות	tulajdonságok
נרחב	kiterjedt
מות	halál
השכונה	környéken
השכונה	szomszédság
השכונה	környék
טווח	tartomány
טווח	távolság
פרידריך	friedrich
מציג	bemutatjuk
מציג	bevezetése
מציג	megjelenítő
מציג	néző
מציג	műsorok
מציג	mutatja
מציג	kijelzők
הכהן	pap
במחלוקת	vitatta
במחלוקת	vitatott
ברציפות	folyamatosan
פרוץ	kitörés
פרוץ	járvány
פרוץ	feltörte
מחלוקת	nézeteltérés
מחלוקת	vitás
מחלוקת	vita
מחלוקת	jogvita
מחלוקת	vitatta
מחלוקת	vitatott
טענה	igényelt
טענה	állította
עותקים	másolatot
עותקים	másolatok
עותקים	példányok
חזקה	erős
חזקה	erősek
חזקה	erőteljes
חזקה	erős
רובם	legtöbb
צדק	igazságszolgáltatás
צדק	igazság
צדק	jupiter
שיעור	lecke
שיעור	leckét
שיעור	tanulság
שיעור	mérték
שיעור	kamatláb
שיעור	arány
יי	yee
טקס	szertartás
טקס	ceremónia
טקס	ünnepség
טקס	tex
טקס	rituálé
טקס	szertartás
טקס	rituális
חיה	szörnyeteg
חיה	bestia
חיה	vadállat
חיה	fenevad
חיה	állati
חיה	állatok
חיה	állat
פברואר	februárban
פברואר	februári
פברואר	február
נשא	fuvarozó
נשא	szállító
נשא	hordozó
התנהגות	magatartás
התנהגות	viselkedés
התנהגות	viselkedése
התנהגות	magatartás
התנהגות	viselkedés
אפשרי	lehetséges
לתקן	rendbe
לתקן	fix
תכנון	tervezés
העלילה	cselekmény
שינה	megváltozott
שינה	változott
שינה	aludni
שינה	aludj
שינה	alvás
שינה	sheena
שינה	alvó
שינה	alszom
שינה	alvás
שינה	alszik
הציע	ajánlott
הציע	javasolt
מרד	felkelés
מרד	felkelés
מרד	lázadás
מרד	lázadás
מרד	felkelés
מרד	lázadás
עצמאי	független
עצמאי	önálló
עצמאי	függetlenek
נבחרה	kijelölt
נבחרה	kiválasztva
נבחרה	kiválasztott
מטרות	célkitűzések
מטרות	célok
מטרות	célkitűzések
מטרות	célpontok
מטרות	célok
מטרות	célkitűzések
מטרות	célokat
מטרות	célok
אנטי	anti
רות	ruth
ידועים	ismeretes
ידועים	ismertek
ידועים	ismert
נקודה	időszak
נקודה	időtartam
נקודה	periódus
נקודה	dot
נקודה	pont
נקודה	point
בשר	húsok
בשר	hús
בשר	húst
בשר	hús
חיפוש	keresés
חיפוש	keresés
האיים	szigetek
האיים	szigeteket
עושים	csinál
אנה	ana
אנה	anna
אנה	annának
התפקיד	szerepet
התפקיד	szerep
התפקיד	szerepe
ענק	hatalmas
ענק	óriási
ענק	óriás
נפרד	külön
נפרד	különálló
נפרד	elkülönített
נפרד	külön
ארגוני	szervezetek
אחדות	egység
נוסעים	utas
נוסעים	utasok
נוסעים	utazók
בחירות	választási
בחירות	választás
בחירות	választások
בחירות	választások
בחירות	döntések
זרם	áramlat
זרם	jelenlegi
זרם	aktuális
זרם	patak
בחזרה	vissza
נתון	megadott
נתון	adva
נתון	megadva
נתון	adott
כאילו	mint
כאילו	like
כאילו	tetszik
מלון	dinnye
מלון	dinnyét
מלון	szálloda
מלון	hotel
רחל	rachel
עיטור	érem
עיטור	medál
עיטור	kitüntetés
לשון	nyelve
לשון	nyelv
מדריד	madrid
מדריד	madridi
עצמאית	független
עצמאית	önálló
עצמאית	függetlenek
לוחמי	harcosok
לוחמי	harcosok
לוחמי	vadászok
עיבוד	feldolgozás
עמודים	oszlopok
עמודים	lapok
עמודים	oldalakon
עמודים	oldalak
עמודים	oszlop
עמודים	oszlopok
העליונה	felső
ערבית	arab
ערבית	arabul
השבת	szombati
השבת	szombaton
השבת	szombat
השבת	sabbath
קרקע	talajban
קרקע	talaj
קרקע	föld
קרקע	földterület
קרקע	szárazföld
קרקע	telek
קרקע	földterületek
קרקע	talaj
לכאורה	állítólag
לכאורה	elvileg
לכאורה	állítólagos
לכאורה	állítólag
מעניין	érdekes
צורה	alakja
צורה	forma
צורה	formát
צורה	alakzat
צורה	űrlap
צורה	forma
צורה	formájában
צורה	nyomtatvány
קצב	mérték
קצב	kamatláb
קצב	arány
קצב	tempó
קצב	mészáros
קצב	hentes
קצב	ritmus
חקר	felfedezés
הצלב	kereszt
הצלב	cross
הצלב	keresztbe
חשובה	fontos
צרפתית	francia
צרפתית	franciák
ציוד	berendezés
ציוד	berendezések
ציוד	felszerelés
ציוד	felszerelések
ציוד	felszerelés
ציוד	gear
המטרה	objektív
המטרה	cél
המטרה	célkitűzés
המטרה	célpont
המטרה	cél
טל	tal
טל	tel
טל	harmat
עיתון	újság
עיתון	papír
אופי	jellem
אופי	karakter
להקות	bandák
דגם	model
דגם	minta
דגם	modell
טעם	íze
טעם	íz
טעם	aroma
טעם	íz
מפורטת	részletesen
מפורטת	részletes
מפורטת	részletezett
שכר	fizetés
שכר	bér
שכר	bérek
שכר	bér
שכר	bérek
שכר	felbérelt
שכר	felvett
דודו	dodo
דודו	dudu
מחבר	író
מחבר	szerző
האירוע	esemény
האירוע	rendezvény
חשבון	fiók
חשבון	figyelembe
חשבון	számla
מחיקה	törlés
מחיקה	törlése
מחיקה	töröld
מחיקה	törlés
מפת	térkép
מפת	térképet
קוריאה	korea
קוריאה	koreai
קוריאה	koreából
קהילה	közösség
קהילה	közösségi
תנועות	mozog
תנועות	mozgását
טנקים	tankok
טנקים	tartályok
אנציקלופדיה	enciklopédia
אנציקלופדיה	enciklopédia
מסוגל	képes
מסוגל	képes
תיקון	javítási
תיקון	javítást
תיקון	javításra
תיקון	javítás
תיקון	korrekció
תיקון	korrekciós
תיקון	kiigazítás
תיקון	helyesbítés
תיקון	javítás
אזורים	régiói
אזורים	régiók
אזורים	zónák
אזורים	övezetek
אזורים	térségek
אזורים	területek
להניח	feltételezem
ספטמבר	szeptemberben
ספטמבר	szeptember
ספטמבר	szeptemberi
נותרו	megmaradt
נותרו	megmaradó
נותרו	fennmaradó
פעילים	aktív
פעילים	aktívak
פעילים	aktivisták
אח	kandalló
אח	testvér
הכוללת	átfogó
הכוללת	összességében
קהילות	közösségek
גאורגיה	grúzia
גאורגיה	grúz
בהחלט	abszolút
איגוד	union
איגוד	unió
איגוד	szakszervezet
איגוד	unión
איגוד	uniós
איגוד	társulás
איגוד	társulási
איגוד	szövetség
איגוד	egyesület
באב	bab
תשובה	válasz
תשובה	válasz
תשובה	reagálás
תשובה	reakció
תשובה	válasz
צרפתים	francia
צרפתים	franciák
קווי	vonalak
קווי	sorok
סכום	összeg
סכום	összeg
גבוהים	magas
לפגוע	fáj
לפגוע	bántani
לפגוע	megsérült
למדה	tanult
למדה	megtanult
למדה	tanultam
למדה	tanult
למדה	tanultam
למדה	lambda
שמש	napsütés
שמש	sun
שמש	nap
שמש	napfény
שמש	napsütés
שמש	napsugár
שמש	napfény
שמש	napsütés
שמש	napfényes
שמש	napos
שמש	sunny
שמש	napenergia
היסטורי	történelmi
היסטורי	történelmi
היסטורי	történeti
נהג	sofőr
נהג	vezető
נהג	meghajtó
נהג	kocsis
נהג	járművezető
קשור	döntetlen
קשור	kötve
קשור	összefüggő
קשור	kapcsolódó
קשור	rokonok
קשור	rokon
קשור	kapcsolatban
עלייה	növekedés
עלייה	növelése
עלייה	emelkedés
עלייה	növelje
גיטרה	gitár
ויקי	wiki
ויקי	vicky
ויקי	vicki
זרים	idegenek
זרים	kívülállók
זרים	külföldiek
בחר	válasszon
בחר	választás
בחר	kiválasztás
לבנים	fehérek
לבנים	tégla
קשרים	kapcsolatai
קשרים	kapcsolatok
קשרים	csomó
קשרים	kapcsolattartás
קשרים	kapcsolatok
קורס	persze
קורס	összeomlik
הקודמת	előző
הקודמת	korábbi
חיבור	kapcsolat
חיבור	kapcsolódás
חיבור	csatlakozás
חיבור	kapcsolódás
חיבור	csatlakozás
וושינגטון	washingtonban
וושינגטון	washington
מרים	miriam
מרים	myriam
מדגם	mintavétel
מדגם	minta
ישיר	közvetlen
ישיר	direct
ישיר	közvetlenül
ישיר	egyenes
הכריז	bejelentett
חול	homok
פיליפ	phillip
פיליפ	fülöp
פיליפ	philip
פיליפ	philippe
מערך	formáció
מערך	alakzat
מועצה	tanács
בינתיים	mindeközben
בינתיים	ezalatt
בינתיים	időközben
בינתיים	eközben
בינתיים	közben
רצון	vágy
שלט	ellenőrzött
עומר	omar
פתוח	nyitva
להצטרף	csatlakozz
להצטרף	csatlakozás
שוק	piac
שוק	piactéren
שוק	piac
שוק	piaci
שוק	market
שילוב	kombináció
חשמל	elektromosság
חשמל	villamosenergia
חשמל	elektromos
אסור	tilos
אסור	tiltott
אסור	tilos
אסור	tiltott
המוח	agya
המוח	agyat
המוח	agyam
המוח	agy
התעשייה	ágazat
התעשייה	iparág
התעשייה	ipar
עיראק	irak
עיראק	iraki
המסורת	tradíció
המסורת	hagyomány
מותר	engedélyezett
מותר	engedélyezve
מותר	megengedett
אוקראינה	ukrajna
ראיון	interjú
רפאל	raphael
רפאל	rafael
חופש	szabadság
פירוק	bomlás
פירוק	feloszlatását
היכולת	képesség
היכולת	képességek
רוצים	akarsz
רוצים	akar
רוצים	akarod
רוצים	akarom
חובה	kötelesség
חובה	vám
חובה	szükséges
חובה	kötelező
חובה	kötelezően
חובה	kötelező
חובה	kötelezően
אתיופיה	etiópia
לקח	vette
לקח	elvitte
הצד	oldalra
הצד	oldalam
הצד	side
הכלל	szabály
קטגוריות	kategória
קטגוריות	kategóriák
לגלות	felfedezés
לגלות	felfedezni
לגלות	felfedezése
ערבים	arab
ערבים	arabok
הודעה	értesítés
הודעה	bejelentés
הודעה	értesítést
הודעה	értesítések
הודעה	üzenetet
הודעה	üzenet
הודעה	bejelentés
הודעה	közlemény
פוליטי	politikai
פוליטי	politika
שירותי	szolgáltatások
שירותי	szolgáltatás
מארק	marc
מארק	mark
סירב	elutasított
נבנתה	épült
נבנתה	épített
נבנתה	felépített
נבנתה	beépített
מקס	max
מעשי	gyakorlati
מעשי	praktikus
רופא	orvos
רופא	orvos
ממוקם	található
ממוקם	helyezett
ממוקם	elhelyezett
אוכלוסיית	populáció
אוכלוסיית	népesség
אוכלוסיית	lakosság
מאפשרת	lehetővé
מאפשרת	megengedi
מכתב	levélben
מכתב	betű
מכתב	levél
מכתב	levelet
מכתב	levele
קוראים	olvasók
קוראים	olvasó
בכורה	premier
כתיבה	írással
כתיבה	írás
כתיבה	írása
ישראליות	izraeli
ישראליות	izraeliek
זמנית	ideiglenesen
זמנית	átmenetileg
זמנית	ideiglenesen
זמנית	ideiglenes
זמנית	átmeneti
חוקר	kutató
חוקר	kutatói
חוקר	nyomoz
חוקר	nyomozás
חוקר	felfedező
קהל	célközönség
קהל	közönség
קהל	tömeg
מחלות	betegségek
מחלות	betegségek
מחלות	betegség
מחלות	megbetegedés
גבעת	dombon
גבעת	domb
גבעת	hegy
גבעת	dombra
גבעת	hegyen
גבעת	hill
ירוק	zöld
בראון	brown
בראון	barna
בראון	braun
עידן	korszak
סטודנטים	diákok
סטודנטים	hallgatók
סטודנטים	tanulók
מקצוע	foglalkozása
מקצוע	szakma
מקצוע	foglalkozás
מקצוע	foglalkozása
מקצוע	megszállás
מקצוע	foglalkozás
שיחות	beszélgetések
שיחות	hív
שיחות	hívások
האוקיינוס	óceán
האוקיינוס	ocean
הופיעו	megjelent
ציבורי	nyilvános
ציבורי	nyilvánosság
ציבורי	nyilvánosan
ציבורי	publikus
ציבורי	nyilvánosan
קפטן	kapitány
הניצחון	győzelem
זמרים	énekesek
תרגם	fordítás
תרגם	lefordítani
הופעה	előadás
הופעה	teljesítmény
הופעה	megjelenés
הופעה	megjelenése
הופעה	koncert
הופעה	koncerten
הציג	bevezetett
הציג	bemutatott
להימנע	kerüld
להימנע	elkerülése
להימנע	tartózkodni
קולומביה	kolumbia
קולומביה	columbia
קולומביה	kolumbia
להחליף	váltás
להחליף	kapcsoló
להחליף	kapcsolót
הכנסות	bevétel
הכנסות	bevételek
ובמיוחד	különösen
ובמיוחד	főleg
לאומית	nemzeti
לאומית	országos
לאומית	national
יתום	árva
רע	bad
רע	rosz
רע	rossz
החורף	tél
החורף	téli
החורף	télen
ביצע	végrehajtott
ביצע	elvégzett
ביצע	lekötött
ביצע	elkövetett
ביצע	elkötelezett
מקומית	helyben
מקומית	helyileg
מקומית	helyi
העלה	feltöltött
העלה	levél
העלה	feltöltés
העלה	feltöltése
הציוני	cionista
הזיכרון	memória
הזיכרון	emlék
הזיכרון	emlékezet
הזיכרון	emlékek
בריאות	egészségesek
בריאות	egészségesen
בריאות	egészséges
בריאות	egészségügy
בריאות	egészségügyi
בריאות	egészség
בקלות	könnyen
בקלות	könnyedén
בקלות	könnyű
כינוי	alias
כינוי	álnév
כינוי	becenév
כינוי	beceneve
כיתוב	felirat
דיין	dane
דיין	dán
השמיני	viii
בשיר	bashir
הולך	alakul
הולך	megyek
הולך	megy
פנה	fordulj
לוס	los
לוס	luce
נובמבר	november
נובמבר	novemberi
נובמבר	novemberben
תרופות	kábítószerek
תרופות	gyógyszerek
תרופות	drogot
תרופות	kábítószer
תרופות	drogok
תרופות	drog
תרופות	gyógyszerek
למנות	kinevezni
למנות	jelölni
אליזבת	erzsébet
אליזבת	elizabeth
אליזבת	elisabeth
באה	jövök
באה	jön
הצופים	nézők
שעה	óra
שורה	line
שורה	sor
שורה	vonal
שורה	sort
שורה	sor
דתי	vallásos
דתי	vallás
דתי	vallási
חוקים	szabályok
חוקים	szabály
חוקים	szabályzat
חוקים	jogszabályok
חוקים	törvényeket
חוקים	törvények
בכיר	rangidős
בכיר	senior
בכיר	végzős
כותבים	írók
מדויק	pontos
מדויק	precíz
מדויק	pontos
מדויק	pontos
תיבות	dobozok
תיבות	dobozokat
תיבות	ládák
תיבות	ládákat
תיבות	ládák
בקשת	megkeresés
בקשת	kérésére
בקשת	kérésre
בקשת	kérés
בקשת	kérelem
ורשה	varsó
מינית	szexuálisan
אמיתי	real
אמיתי	valós
אמיתי	igazi
אמיתי	valódi
מאפיינים	mutatók
מאפיינים	jellemzők
מאפיינים	jellemzői
מאפיינים	tulajdonságok
מאפיינים	attribútumok
מאפיינים	funkciók
מאפיינים	jellemzők
מאפיינים	jellemzői
מאפיינים	tulajdonság
מאפיינים	tulajdonságai
מאפיינים	ingatlanok
מאפיינים	tulajdonságok
עדות	testamentum
עדות	vallomása
עדות	vallomás
הגן	gén
הגן	gene
הגן	kert
הגן	kertje
הגן	garden
הגן	kertben
אחרונות	utoljára
אחרונות	utolsónak
אחרונות	last
אחרונות	utolsó
אחרונות	nemrég
אחרונות	legutóbbi
המבצע	operáció
המבצע	művelet
המבצע	működés
המבצע	üzemeltetés
טיסה	repül
טיסה	repülés
טיסה	repülő
טיסה	repülőút
טיסה	repülés
טיסה	járat
טיסה	repülési
מטען	rakomány
מטען	szállítmány
מטען	poggyász
מטען	csomagok
מטען	bőrönd
מטען	töltő
לוין	levin
לוין	lewin
לוין	levine
משמאל	bal
משמאל	balra
בתנאי	megadott
בתנאי	feltéve
הגליל	galilea
הגליל	hengeres
הגליל	henger
מג	meg
מג	mag
רבין	rabin
עקרונות	alapelvei
עקרונות	elvek
עקרונות	alapelvek
השתמש	használat
השתמש	használata
השתמש	felhasználás
השתמש	használni
פרופיל	adatlap
פרופיל	profil
פרופיל	profil
פרופיל	profilok
נע	költözés
נע	mozgó
נע	mozog
אחרון	utoljára
אחרון	utolsónak
אחרון	last
אחרון	utolsó
ניסו	próbálta
ניסו	próbáltam
מחוזות	körzetek
מחוזות	tartományok
מחוזות	megyék
לחיות	live
לחיות	élni
לחיות	élőben
לחיות	élő
המשטר	rezsim
נוסד	alapították
נוסד	alapított
נוסד	alapította
נוסד	megalapozott
אזורי	régiói
אזורי	régiók
אזורי	regionális
יונייטד	united
יונייטד	egyesült
בואו	gyere
התקבל	kapott
התקבל	fogadott
התקבל	beérkezett
