年	イヤー
恢復	復元
恢復	修復
恢復	復元
恢復	維新
恢復	回復
恢復	リカバリ
恢復	回収
恢復	再開
綠	みどり
綠	グリーン
綠	緑色
設施	施設
設施	設備
設施	設備
設施	インストール
設施	施設
退役	退職
退役	引退
框	ボックス
框	フレーム
框	フレーム
住宅	住居
住宅	住宅
住宅	住宅地
住宅	住居
住宅	邸宅
住宅	住居
住宅	居所
伊朗	イラン
伊朗	イラン
圍	ワイ
莊	銀行員
混合	ハイブリッド
混合	mix
混合	ミックス
混合	混ぜる
混合	ミックス
混合	混合
混合	ブレンド
混合	ミキシング
殺	キル
殺	kill
山脈	山地
山脈	山脈
山脈	範囲
山脈	レンジ
上海市	上海市
上海市	上海
莫斯科	モスクワ
食品	食べ物
食品	料理
食品	食品
食品	食材
王國	王国
王國	レルム
希臘	ギリシャ
深度	深み
深度	深度
深度	奥行き
高雄	高雄市
法案	ビル
法案	紙幣
有限	限定
有限	limited
有限	有限
學者	学者
學者	学者
戰士	兵士
戰士	兵隊
戰士	戦士
湖北	湖北省
合成	合成
合成	コンポジット
合成	複合
合成	合成
四十	四十
基因	遺伝子
基因	ジーン
基因	遺伝子
罪	シン
罪	sin
鳥	鳥類
鳥	バード
鳥	鳥類
教練	コーチ
教練	コーチング
展示	ショーケース
展示	ショー
展示	ディスプレイ
槍	ガン
只要	ちょうど
只要	ジャスト
只要	ただ
義大利	イタリア
義大利	イタリアン
讀	読み
讀	読み込み
讀	読み取り
讀	読む
讀	読書
很快	soon
很快	まもなく
很快	もうすぐ
成都	成都市
成都	成都
追	チェイス
厚	厚い
厚	太い
拍	シュート
藩	ドメイン
部落	部族
圓	サークル
圓	ラウンド
圓	round
圓	丸い
幫助	ヘルプ
教會	教会
教會	チャーチ
教會	教会堂
教會	教会
連結	接続
連結	リンク
連結	コネクト
連結	接続
設定	集合
設定	セット
設定	セッティング
設定	セッティング
設定	設定
記者	リポーター
記者	ジャーナリスト
記者	リポーター
記者	レポーター
數量	数量
數量	数量
星系	銀河
星系	銀河系
鳳	フェニックス
假	false
假	虚偽
假	フェイク
感	センス
感	感覚
留下	滞在
留下	ステイ
方便	便利
領	首輪
程式	プログラム
程式	演目
程式	プログラム
校長	校長
校長	校長
校長	元本
挪威	ノルウェー
挪威	ノルウェー
步	step
步	ステップ
所在地	所在地
所在地	ロケーション
所在地	場所
解釋	解説
解釋	説明
解釋	解説
解釋	説明
十九	nineteen
刀	ナイフ
批評	批評
批評	評論
批評	批判
批評	批判
太子	プリンス
檔案	ファイル
檔案	アーカイブ
檔案	ファイル
檔案	書庫
檔案	アーカイブ
爵士	ジャズ
狗	イヌ
國會	議会
國會	国会
病毒	ウィルス
病毒	ウイルス
病毒	ウィルス
病毒	ウイルス
富士	ふじ
富士	フジ
阿根廷	アルゼンチン
計算	計算
計算	計算
計算	コンピューティング
計算	計算
計算	算定
對手	ライバル
對手	ライバル
對手	相手
對手	相手方
碧	bea
湯	スープ
一天	day
一天	一日
艦隊	艦隊
艦隊	フリート
廣州	広州
錢	お金
錢	貨幣
錢	マネー
錢	金銭
碑	石碑
碑	モニュメント
碑	記念碑
晉	jin
晉	ジン
廣東	広東
棒球	ベースボール
棒球	野球
中立	中性
中立	ニュートラル
質量	ミサ
質量	質量
質量	品質
質量	クオリティ
質量	画質
質量	quality
化石	化石
化石	化石
持有	占有
持有	所持
持有	ホールディングス
持有	持株
理解	理解
波蘭	ポーランド
美洲	アメリカ
恆星	恒星
恆星	スター
恆星	恒星
恆星	star
恆星	stars
恆星	スターズ
部長	公使
部長	大臣
挑戰	課題
挑戰	チャレンジ
挑戰	挑戦
挑戰	チャレンジ
挑戰	挑戦
東方	イースト
東方	東部
東方	オリエンタル
東方	オリエント
東方	東部
羽毛球	バドミントン
幾乎	ほとんど
幾乎	ほぼ
阿拉	アッラーフ
阿拉	アラー
消失	消える
例子	用例
例子	実例
司令	司令官
月球	ムーン
地圖	地図
地圖	マップ
地圖	地図
地圖	マップ
杭州	杭州市
杭州	杭州
結婚	結婚
結婚	婚姻
引用	引用
請求	リクエスト
請求	請求
請求	リクエスト
原子	原子
原子	アトミック
原子	原子
原子	原子
菲律賓	フィリピン
觀眾	観客
觀眾	観客
觀眾	オーディエンス
觀眾	観客
觀眾	オーディエンス
進攻	攻撃
進攻	進撃
珊	太陽
珊	sun
貓	キャッツ
貓	ネコ
貓	ネコ
貓	ねこ
吸引	アトラクション
測試	テスト
測試	テスト
測試	テスト
專業	プロフェッショナル
專業	職業
專業	特製
旅遊	ツアー
旅遊	旅行
旅遊	観光
旅遊	ツーリスト
旅遊	観光
旅遊	旅行
石油	石油
石油	オイル
浪	波動
浪	ウェーブ
需求	ニーズ
需求	ニーズ
需求	需要
需求	催告
內部	内部
內部	内装
內部	内面
內部	インテリア
內部	インサイド
內部	内部
失	ロスト
集合	集める
方言	方言
方言	方言
日文	日本人
日文	ジャパニーズ
日文	日本語
特里	テリー
犯罪	犯罪
君主	君主
君主	モナーク
君主	君主制
君主	主権
公爵	公爵
公爵	デューク
降低	減らす
私人	非公開
私人	プライベート
軟體	ソフトウエア
軟體	ソフトウェア
每日	everyday
每日	日常
每日	毎日
每日	デイリー
拒絕	辞退
拒絕	拒否
拒絕	却下
拒絕	否定
拒絕	拒絶
原始	raw
原始	プリミティブ
原始	オリジナル
潭	tam
警告	警報
警告	警告
警告	警告
俱樂部	クラブ
俱樂部	棍棒
俱樂部	クラブ
敗	敗北
貿易	取引
貿易	貿易
貿易	トレード
貿易	取引
減少	辞退
減少	拒否
減少	却下
減少	減らす
減少	減らす
知名度	視界
身體	本文
身體	身体
身體	本体
身體	ボディ
硬	一生懸命
硬	ハード
硬	難しい
碼頭	ドッキング
碼頭	ドック
碼頭	埠頭
碼頭	桟橋
女主角	ヒロイン
女主角	女優
女主角	俳優
恐怖	ホラー
柴油	ディーゼル
肖	ショー
肖	ショウ
園	庭園
風格	スタイル
風格	スタイル
這裡	ここ
勝利	win
勝利	勝利
勝利	勝ち
勝利	勝つ
勝利	勝利
勝利	トライアンフ
女王	女王
女王	クイーン
天皇	エンペラー
天皇	皇帝
天皇	天皇
每天	everyday
每天	日常
每天	毎日
邀請	招待
邀請	招待
邀請	招聘
邀請	招待
邀請	招待
傳說	伝説
變化	変更
舞台	アレーナ
舞台	アリーナ
舞台	舞台
舞台	ステージ
食物	食べ物
食物	料理
食物	食品
延伸	ストレッチ
延伸	拡張
延伸	延長
延伸	延長
延伸	延長
延伸	内線
廠	プラント
廠	植物
廠	工場
推	プッシュ
推	押す
意外	アクシデント
意外	事故
羽	フェザー
羽	羽根
羽	羽毛
前鋒	ヴァンガード
前鋒	ストライカー
收費	チャージ
收費	課金
收費	充電
收費	手数料
收費	料金
收費	チャージ
收費	充電
收費	手数料
巷	レーン
巷	車線
巷	裏通り
巷	路地
圖書館	図書館
圖書館	ライブラリ
圖書館	図書館
圖書館	ライブラリ
突破	速報
人生	生活
人生	生命
人生	人生
人生	ライフ
通用	ジェネリック
通用	共通
修正	改正
天文	天文学
原創	オリジナル
原創	オリジナル
地鐵	地下鉄
地鐵	地下鉄
地鐵	メトロ
先後	歴代
瓜	メロン
瓜	ウリ
司法	正義
花園	庭園
花園	庭園
玄	ヒョン
實驗	実験
實驗	実験
課程	コース
課程	カリキュラム
課程	コース
課程	カリキュラム
估計	推定
估計	見積もり
箱	ボックス
規劃	計画
規劃	企画
規劃	プランニング
配置	構成
配置	設定
配置	configure
配置	設定
後衛	ディフェンダー
國內	国内
柴	チャイ
個月	月間
現場	現場
現場	シーン
現場	場面
尤其是	特に
十字	十字架
十字	クロス
十字	cross
十字	十字
信仰	信仰
信仰	信念
信仰	フェイス
信仰	信仰
信仰	信念
信仰	信念
反應	リアクション
反應	反応
反應	リアクション
反應	リアクション
賞	報酬
文明	文明
安徽	安徽省
安徽	安徽
價值	バリュー
價值	価額
本地	ローカル
本地	地元
本地	ローカル
本地	地元
案件	ケース
銷售	販売
銷售	販売
銷售	売り上げ
銷售	セールス
銷售	売上
銷售	セール
旅行	旅行
旅行	旅行
旅行	旅行
旅行	旅行
旅行	トリップ
小姐	ミス
多個	倍数
多個	複数
波斯	ペルシャ
退休	引退
退休	退職
退休	退職
退休	引退
路易	ルイス
路易	ルイ
步槍	小銃
步槍	小銃
步槍	ライフル
捷運	mrt
捷運	地下鉄
捷運	メトロ
棋	チェス
棋	将棋
久	長い
久	ロング
機器	マシン
機器	マシーン
機器	機械
機器	機械
通道	チャネル
通道	チャンネル
通道	海峡
通道	通路
通道	航路
墨	インク
疾病	病気
疾病	疾患
疾病	病気
疾病	疾病
疾病	病気
含有	含む
逮捕	逮捕
逮捕	逮捕
英里	マイル
心理	メンタル
氣旋	サイクロン
生成	生成
每個	それぞれ
失敗	失敗
失敗	失敗
失敗	故障
失敗	失敗
數位	デジタル
馬來西亞	マレーシア
協議	協定
協議	合意
投降	降伏
郎	lang
郎	ラング
四月	四月
四月	エイプリル
蛋白	タンパク質
蛋白	たんぱく質
條件	条件
條件	条件
條件	状態
條件	条件
蘇格蘭	スコットランド
下降	辞退
下降	拒否
下降	却下
下降	ドロップ
名單	リスト
名單	リスト
隊長	隊長
隊長	キャプテン
戲劇	ドラマ
戲劇	劇場
戲劇	シアター
戲劇	演劇
戲劇	演劇
戲劇	劇場
創建	作成
創建	創造
創建	作成
吃	食べる
吃	食べる
吃	eat
首席	チーフ
強烈	強い
強烈	濃い
芝加哥	シカゴ
女人	女性
華人	中国語
華人	中国人
繼承	承継
繼承	継承
繼承	引継ぎ
繼承	相続
繼承	継承
淡水	淡水
資源	リソース
資源	資源
資源	リソース
資源	資源
平面	フラット
平面	飛行機
重量	重み
重量	重量
重量	体重
依然	スティル
依然	それでも
依然	まだ
化學	化学
化學	化学
乾	辛口
乾	ドライ
乾	乾燥
房屋	ハウス
房屋	家屋
共識	合意
基金會	財団
基金會	ファンデーション
基金會	ファウンデーション
老師	教員
老師	教師
老師	先生
經紀	ブローカー
五十	fifty
刻	彫刻
刻	切り分け
合約	契約
合約	契約
平原	無地
平原	平野
證明	証明
證明	プルーフ
證明	証拠
佔領	占領
佔領	職業
領導	リーダーシップ
蓮	ハス
蓮	ロータス
幸福	ハピネス
幸福	幸福
幸福	幸せ
幸福	ハッピー
幸福	幸せ
弟弟	兄弟
弟弟	ブラザー
貝爾	ベル
城堡	キャッスル
奧運	オリンピック
歡迎	ようこそ
歡迎	歓迎
泰國	タイ
影像	画像
影像	イメージ
影像	画像
影像	イメージ
影像	イメージング
凌	ラム
凌	ram
吻	キス
吻	キス
吻	kiss
吻	接吻
火山	火山
廟	テンプル
廟	寺院
廟	神殿
阿拉伯	アラブ
腳	フィート
腳	両足
腳	フィート
產業	業界
產業	産業
產業	不動産
生存	サバイバル
棒	グレート
裝置	デバイス
裝置	機器
裝置	インストール
裝置	デバイス
裝置	機器
現象	現象
現象	現象
女孩	ガール
女孩	少女
女孩	女の子
女孩	ガールズ
年輕	若い
年輕	ヤング
藤	つる
藤	トウ
早上	モーニング
商品	製品
商品	プロダクト
商品	商品
商品	貨物
商品	物品
商品	プロダクト
商品	商品
商品	製品
商品	商品
受傷	怪我
評論	コメント
評論	コメント
狀況	近況
狀況	ステータス
狀況	状態
狀況	条件
放棄	破棄
小組	パネル
承認	認識
承認	認定
年齡	age
年齡	年齢
年齡	年齢
汀	ティン
嶺	尾根
更改	編集
更改	変更
更改	変更
更改	チェンジ
更改	変更
更改	変化
序	プロローグ
派遣	派遣
派遣	発送
泥	マッド
泥	クレイ
泥	粘土
葵	あおい
葵	aoi
提及	言及
提及	mentions
提及	言及
訪問	訪問
訪問	訪問
拳	こぶし
霞	かすみ
伊拉克	イラク
衛星	サテライト
衛星	衛星
純	ピュア
純	純粋
海上	sea
正面	陽性
正面	ポジティブ
愛情	ラヴ
愛情	ラブ
島嶼	諸島
粗	ラフ
粗	乱暴
生日	生年月日
生日	バースデー
蟹	カニ
蟹	カニ
邨	不動産
放送	放送
放送	ブロードキャスト
理想	理想
理想	理想
桃	ピーチ
桃	モモ
忽略	無視
忽略	無視
農業	農業
農業	農業
農業	農業
活	ライブ
活	生きる
舞蹈	ダンス
舞蹈	ダンス
舞蹈	ダンシング
舞蹈	踊り
舞蹈	踊る
丸	まる
丸	錠剤
衝突	紛争
衝突	コンフリクト
衝突	競合
衝突	紛争
衝突	対立
衝突	コンフリクト
湖泊	湖沼
確認	確認
確認	確認
簡	ジェーン
調整	調整
調整	補正
調整	調整
調整	調節
調整	調整
崖	ブラフ
崖	クリフ
犬	イヌ
編劇	脚本
編劇	作家
編劇	ライター
冷	風邪
冷	コールド
冷	冷たい
冷	寒い
粒子	粒子
粒子	パーティクル
粒子	粒子
婚姻	結婚
婚姻	婚姻
婚姻	結婚
最新	最新
最新	最新
成本	費用
成本	原価
成本	コスト
成本	費用
成本	コスト
接收	受け取る
接收	受信
接收	受信
接收	レセプション
接收	披露宴
接收	受付
數字	フィギュア
數字	番号
數字	数値
數字	ナンバー
數字	数字
數字	数値
常見	共通
愛爾蘭	アイリッシュ
愛爾蘭	アイルランド
冰川	氷河
通知	通知
通知	お知らせ
通知	告示
通知	通知
通知	告知
通知	通知
通知	届出
通知	お知らせ
鼓	ドラム
鼓	太鼓
鼓	ドラム
鼓	太鼓
裝甲	アーマー
裝甲	装甲
裝甲	装甲
拉丁	ラテン語
拉丁	ラテン
邵	ショー
邵	ショウ
政治家	政治家
政治家	政治家
上升	上昇
上升	ライジング
上升	rising
丈夫	ダンナ
丈夫	主人
丈夫	旦那
布朗	褐色
布朗	茶色
布朗	ブラウン
黃金	ゴールデン
黃金	黄金
黃金	gold
黃金	ゴールド
醫學	医学
醫學	医学
到達	到着
山口	山口
山口	col
紅色	赤い
紅色	赤色
紅色	レッド
商人	マーチャント
商人	商人
商人	ビジネスマン
商人	商人
成就	実績
成就	事跡
成就	業績
成就	事績
成就	功績
成就	実績
成就	功績
成就	事績
成就	達成
成就	実績
十月	十月
金屬	メタル
金屬	金属
金屬	金属
改編	適応
收購	買収
安裝	設置
安裝	インストール
安裝	インストール
安裝	インストール
安裝	インストール
大街	アベニュー
民進黨	dpp
糖	キャンディ
糖	キャンディー
糖	砂糖
動作	アクション
動作	moves
匯	沈む
半島	半島
半島	半島
分裂	分割
分裂	分ける
分裂	分割
分裂	スプリット
分裂	分ける
分裂	割る
分裂	除算
代替	置換
隊伍	チーム
隊伍	チーム
收藏	コレクション
收藏	コレクション
措施	措置
能源	エネルギー
機動	マヌー
暴力	暴力
人們	ピープル
觀測	観測
觀測	傍聴
觀測	観察
觀測	観測
暗	ダーク
暗	暗い
壁	ウォール
知識	知識
粉	ピンク
粉	ナデシコ
粉	粉末
粉	パウダー
預計	期待
顏色	カラー
顏色	カラー
顏色	カラー
顏色	カラー
譚	tam
譚	タン
控股	ホールディングス
控股	持株
團隊	チーム
團隊	チーム
碳	炭素
分支	支店
分支	支社
分支	ブランチ
分支	支部
拆除	解体
拆除	解体
女神	女神
律師	弁護士
律師	弁護士
年份	年数
年份	イヤー
免費	フリー
免費	無料
免費	自由
物質	物質
大致	おおよそ
自我	セルフ
自我	自己
自我	エゴ
家人	家族
任期	用語
任期	テニュア
永久	パーマネント
分配	割り当て
分配	分布
分配	流通
分配	配当
幻想	ファンタジー
幻想	幻想
幻想	イリュージョン
幻想	錯覚
幻想	幻想
福州	福州市
購買	購入
購買	買う
購買	購入
購買	購入
購買	購買
購買	購入
購買	購入
經驗	エクスペリエンス
經驗	エクスペリエンス
經驗	体験
經驗	経験
火星	マーズ
火星	火星
治療	治療
治療	セラピー
治療	トリートメント
治療	待遇
治療	治療
在一起	together
波特	ポッター
玻璃	グラス
玻璃	ガラス
學術	アカデミック
三角	トライアングル
三角	三角形
結合	組み合わせ
斜	傾ける
斜	傾き
推動	プッシュ
推動	押す
港口	港湾
港口	ポート
港口	ハーバー
港口	ポート
穩定	安定
穩定	安定性
穩定	安定
氣	気体
氣	ガス
法官	ジャッジ
法官	裁判官
法官	裁判官
古典	クラシカル
古典	クラシック
古典	古典
古典	クラシック
古典	古典
古典	classic
喬治	ジョージ
市區	下町
共和	共和制
共和	共和国
作曲家	ソングライター
作曲家	作曲家
教宗	教皇
角度	角度
角度	アングル
角度	アングル
地址	アドレス
地址	アドレス
地址	住所
身分	アイデンティティー
身分	アイデンティティ
碼	コード
碼	符号
碼	ヤード
碼	ヤード
慕尼黑	ミュンヘン
感染	伝染病
感染	感染
薄	薄い
薄	細い
保障	保証
保障	保証
保障	保証書
保障	保障
安娜	アナ
安娜	アンナ
原則	原則
原則	原理
原則	教義
原則	ドクトリン
原則	原理
收集	コレクション
收集	徴収
收集	集める
收集	収集
簡單	シンプル
簡單	簡単
簡單	単純
簡單	イージー
簡單	易しい
簡單	やさしい
簡單	簡単
男人	男性
男人	メン
男人	男性
男人	man
規則	規則
規則	ルール
潔	慈恵
化合物	化合物
化合物	化合物
八月	アウグスト
八月	aug
法庭	法廷
法庭	コート
法庭	裁判所
法庭	裁判所
貴	gui
貴	高い
貴	高額
榮譽	名誉
榮譽	名誉
聞	匂い
聞	におい
四個	four
四個	フォー
出售	売る
出售	セール
民間	フォーク
想要	欲しい
淳	jun
淳	じゅん
妹妹	姉妹
妹妹	シスター
三月	マーチ
三月	行進曲
表達	表現
表達	expression
無線	ワイヤレス
吸收	吸収
吸收	吸収
奧地利	オーストリア
誰	who
成人	成人
成人	大人
成人	大人
整合	統合
整合	統合
整合	インテグレーション
整合	併合
跑	run
跑	ラン
跑	走り
跑	走る
威爾	ウィル
威爾	遺言
供應	サプライ
供應	供給
泛	パン
祖父	おじいさん
祖父	祖父
江南	江南
江南	江南
哥哥	兄弟
哥哥	ブラザー
終於	ついに
終於	やっと
終於	遂に
龜	カメ
結	結び目
二月	二月
醫生	医師
醫生	ドクター
醫生	先生
醫生	医者
教師	教員
教師	教師
教師	先生
教師	教員
教師	教師
不滿	不満
不滿	不満
阿里	アリー
阿里	アリ
阿里	ali
總理	プレミア
伯爵	カウント
親王	プリンス
特徵	機能
特徵	特徴
特徵	特性
特徵	特色
特徵	特徴
特徵	機能
特徵	フィーチャー
特徵	特徴
特徵	特徴
特徵	特性
進一步	さらに
台中	台中市
穿	着る
穿	摩耗
改建	改変
改建	改造
傷	怪我
政黨	パーティ
政黨	パーティー
相對	相対
相對	親戚
相對	比較的
入口	入学
入口	玄関
入口	入口
入口	入り口
一半	半分
一半	ハーフ
同上	同上
路口	交差点
危機	危機
危機	危機
指示	指示
指示	命令
指示	手順
指示	指示
東南	東南
東南	南東
東南	南東
揚	ヤン
軍團	レギオン
憲法	体質
憲法	憲法
天然	自然
天然	ナチュラル
打破	休憩
打破	ブレーク
打破	区切り
打破	速報
駕駛	運転手
駕駛	ドライバ
駕駛	ドライバー
駕駛	ドライブ
駕駛	運転
恐龍	恐竜
恐龍	恐竜
特性	特徴
特性	特性
特性	特性
特性	特色
特性	特徴
名人	セレブリティ
名人	有名人
名人	有名人
移除	削除
移除	取り除く
笑	笑顔
笑	スマイル
笑	笑い
笑	笑う
總督	知事
通訊	通信
通訊	コミュニケーション
通訊	ニュースレター
通訊	会報
通訊	通信
通訊	コミュニケーション
商店	ショップ
商店	店舗
商店	ショップ
商店	店舗
商店	ストア
延長	拡張
延長	延長
延長	延長
延長	内線
延長	延長
裝備	道具
裝備	装備
裝備	機器
裝備	機材
裝備	歯車
裝備	ギア
裝備	服装
裝備	衣装
顧問	コンサルタント
顧問	顧問
顧問	アドバイザー
顧問	コンサルタント
醫療	医学
古老	古代
細胞	セル
細胞	セル
患者	患者
患者	患者
勤	勤勉
劇情	ドラマ
劇情	プロット
站台	プラットフォーム
站台	プラットホーム
斌	bin
依據	基底
抗議	抗議
急	緊急
急	ラッシュ
男主角	俳優
中間	真ん中
中間	ミドル
中間	中間
中間	中級
文獻	文学
文獻	文芸
理查	リチャード
理查	リヒャルト
蜥	トカゲ
多數	過半数
暫停	サスペンド
暫停	休止
暫停	サスペンション
暫停	休止
原型	プロトタイプ
原型	プロトタイプ
百萬	ミリオン
百萬	million
百萬	百万
聲音	サウンド
聲音	ボイス
聲音	音声
測量	測定
測量	測定
測量	測定
測量	計測
測量	測定
測量	測量
買	買う
買	購入
買	購入
近代	モダン
噸	トン
噸	トン
噸	トン
噸	トン
論文	随筆
論文	エッセイ
論文	用紙
論文	ペーパー
論文	テーゼ
論文	論文
論文	書類
直播	放送
直播	配信
直播	ブロードキャスト
直播	ライブ
直播	生きる
福特	フォード
游泳	泳ぐ
游泳	水泳
游泳	泳ぎ
游泳	スイミング
游泳	競泳
游泳	水泳
九月	九月
九月	三軒茶屋
反映	反映
常常	頻繁
常常	頻繁
常常	しばしば
創造	創造
創造	作成
同步	同期
同步	同期
同步	同期
同步	sync
經典	古典
經典	クラシック
經典	古典
經典	classic
教學	指示
教學	命令
權力	パワーズ
權力	権力
權力	パワー
六月	六月
公眾	公衆
公眾	公開
公眾	パブリック
工廠	プラント
工廠	植物
工廠	工場
工廠	工場
書院	カレッジ
書院	大学
澳大利亞	オーストラリア
領袖	リーダー
軟	やわらかい
軟	柔らかい
軟	ソフト
政權	政権
標誌	ロゴ
標誌	サイン
邁	マイ
電話	電話機
電話	通話
電話	コール
電話	電話
電話	電話機
那麼	それから
堆	パイル
堆	ヒープ
蘋果	リンゴ
蘋果	りんご
蘋果	アップル
蘋果	林檎
蘋果	リンゴ
蘋果	りんご
巴基斯坦	パキスタン
戰鬥機	ファイターズ
市長	町長
市長	市長
肉	食肉
臺中市	台中市
規模	スケール
規模	縮尺
規模	目盛
超越	ビヨンド
大師	マスター
抵達	到着
抵達	到着
會員	メンバ
會員	会員
會員	メンバー
漢字	漢字
抵抗	抵抗
抵抗	レジスタンス
任天堂	任天堂
公車	バス
公車	バス
附加	添付
附加	取り付ける
附加	追記
附加	追加
春秋	スプリング
丹麥	デンマーク
哥倫比亞	コロンビア
沿海	海岸
月刊	毎月
月刊	月間
月刊	月刊
公式	公式
公式	数式
公式	数式
公式	数式
註冊	原簿
註冊	登録
註冊	レジスタ
註冊	登録
註冊	登記
大衛	デイヴィッド
大衛	ダビデ
大衛	デビッド
大衛	デヴィッド
定居	決済
定居	和解
定居	集落
違反	違反
違反	違反
非法	違法
積極	アクティブ
積極	陽性
積極	ポジティブ
性質	ネイチャー
性質	自然
允	ユン
弱	衰弱
弱	弱い
弱	弱い
沿岸	海岸
衍生	デリバティブ
衍生	微分
天體	オブジェクト
天體	オブジェクト
歌唱	歌う
歌唱	sing
歌唱	歌う
當局	当局
合唱	コーラス
行走	ウォーキング
行走	歩行
行走	歩く
登陸	着陸
登陸	上陸
回答	回答
回答	答え
回答	答弁
強調	ストレス
指令	指示
指令	命令
指令	ディレクティブ
指令	ディレクティブ
指令	手順
指令	指示
封面	表紙
封面	被覆
封面	カバー
封面	cover
數學	数学
數學	数学
指控	告発
指控	主張
人才	タレント
人才	タレント
專家	スペシャリスト
專家	エキスパート
玩	遊ぶ
玩	プレイ
玩	遊び
相互	相互
埠	港湾
埠	ポート
攝影	撮影
攝影	撮影
攝影	写真
權利	権利
幫	ギャング
商場	モール
性格	文字
性格	性格
性格	キャラクター
性格	個性
性格	人柄
性格	性格
性格	人格
性格	パーソナリティ
成長	栽培
成長	成長
成長	成長
成長	発育
最小	最年少
最小	最低限
最小	最低
最小	最小
坤	ゴン
星期六	土曜日
工作室	スタジオ
工作室	スタジオ
朝日	朝日
印刷	印刷
印刷	印刷
電力	電力
電力	電気
電力	権力
電力	パワー
起源	原点
起源	語源
起源	由来
起源	起源
起源	ジェネシス
起源	起源
情報	知能
情報	intel
十二月	dec
鈴木	スズキ
鈴木	鈴木
賣	売る
賣	落札
賣	販売
體重	重量
體重	体重
救援	救助
救援	レスキュー
虹	ホン
磅	lbs
磅	パウンド
磅	ポンド
磅	ポンド
高原	高地
高原	ハイランド
高原	台地
高原	高原
青少年	青年
青少年	若者
青少年	ユース
青少年	青春
青少年	teen
青少年	十代
青少年	ティーン
流浪	放浪
流浪	さまよう
流浪	迷子
授權	認可
授權	認可
授權	認可
授權	認可
授權	許諾
策略	戦術
策略	戦術
鷹	ワシ
鷹	イーグル
鷹	ホーク
鷹	タカ
鷹	イーグルス
最好	最高
最好	ベスト
最好	best
探測	プローブ
探測	検知
探測	検出
探測	探査
鋼	スチール
鋼	鋼鉄
開幕	開く
開幕	オープニング
籃球	バスケ
籃球	バスケットボール
文庫	文庫
領土	縄張り
替代	置換
替代	置換
替代	置換
青山	青山
華盛頓	ワシントン
型號	モデル
型號	モデル
天空	sky
天空	スカイ
手機	電話機
燃料	燃料
青春	青年
青春	若者
青春	ユース
青春	青春
投手	ピッチャー
投手	投手
投手	ピッチング
投手	ピッチャー
黑暗	ダーク
黑暗	暗い
黑暗	暗闇
競爭	競技
競爭	コンペ
競爭	競争
競爭	コンペティション
競爭	コンテスト
運行	走る
運行	ランニング
運行	run
運行	ラン
運行	走り
運行	走る
內閣	内閣
內閣	キャビネット
尋找	find
智利	チリ
證實	確認
證實	確認
壓力	気圧
壓力	圧力
壓力	ストレス
豆	ビーン
鄰	近所
校園	キャンパス
校園	キャンパス
平衡	バランス
平衡	残高
平衡	バランス
平衡	平衡
平衡	均衡
動力	モチベーション
動力	権力
動力	パワー
候選人	候補者
候選人	候補者
候選人	候補
學園	学園
跳	ジャンプ
密度	輝度
密度	光度
密度	密度
成果	結果
標題	ヘッダ
標題	ヘッダー
標題	肩書
標題	称号
標題	タイトル
標題	キャプション
標題	役職
標題	称号
標題	タイトル
標題	見出し
侵犯	侵害
偏	バイアス
巴赫	バッハ
想法	アイデア
想法	アイディア
想法	考え
想法	思考
想法	想い
一生	生涯
一生	通算
戀愛	ラヴ
戀愛	ラブ
戀愛	リレーションシップ
戀愛	交際
亞歷山大	アレクサンドリア
亞歷山大	アレクサンドロス
亞歷山大	アレクサンダー
亞歷山大	アレキサンダー
傳播	拡散
傳播	広がる
傳播	伝播
傳播	布教
傳播	拡散
傳播	スプレッド
維多利亞	ビクトリア
維多利亞	ヴィクトリア
等級	レベル
等級	ヒエラルキー
等級	学年
等級	グレード
英尺	フィート
英尺	両足
英尺	フィート
市政府	市町村
市政府	自治体
興趣	利子
興趣	利息
允許	許可
允許	許可
允許	許諾
理念	概念
理念	コンセプト
理念	哲学
理念	概念
理念	コンセプト
靠近	付近
靠近	近く
桃園	桃園
怪	オッド
怪	奇数
差異	差異
差異	違い
差異	差分
差異	分散
差異	差異
差異	違い
差異	差分
路易斯	ルイス
路易斯	ルイ
員工	社員
員工	職員
員工	社員
格林	グリーン
格林	緑色
綠色	グリーン
綠色	緑色
車隊	艦隊
車隊	フリート
車隊	船団
單元	モジュール
單元	モジュール
單元	単位
單元	ユニット
單元	単位
單元	ユニット
英吋	インチ
英吋	インチ
拓	卓也
神秘	ミステリー
槽	slot
槽	スロット
槽	スロット
槽	グルーヴ
槽	トラフ
尊重	尊敬
尊重	尊重
尊重	リスペクト
尊重	敬意
溫度	気温
溫度	温度
基督	キリスト
琉球	沖縄
砲	大砲
阿富汗	アフガニスタン
頒獎	受賞
頒獎	表彰
真實	real
真實	本物
真實	リアル
真實	トゥルー
真實	true
真實	本当
援助	扶助
援助	援助
援助	援助
意識	意識
穆斯林	イスラム教
穆斯林	ムスリム
穆斯林	イスラム教
穆斯林	ムスリム
每週	毎週
每週	週間
每週	週刊
每週	ウィークリー
苗	実生
主流	主流
觀點	視点
色彩	カラー
色彩	カラー
色彩	カラー
色彩	カラー
加強	強化
加強	強化
加強	強化
加強	強化された
威脅	脅威
威脅	威嚇
威脅	脅迫
威脅	威嚇
威脅	脅威
襲擊	攻撃
襲擊	攻撃
襲擊	進撃
撤退	退却
撤退	撤退
冒險	アドベンチャー
冒險	冒険
冒險	冒険
辦公室	事務局
