obliczu	αντιμετωπίζοντας
potwierdzenie	επιβεβαίωση
management	διοίκηση
management	διαχείρισης
management	διαχείριση
split	διαχωρισμός
split	διάσπαση
split	σπλιτ
split	διαίρεση
split	μοιρασιά
kenneth	κένεθ
przeżył	επέζησαν
przeżył	επιβίωσε
przeżył	επέζησε
sosna	πάιν
sosna	πεύκο
paragwaju	παραγουάη
bunt	εξέγερση
bunt	ανταρσία
bunt	εξέγερση
pete	pete
pete	πητ
pete	πιτ
suche	ξηρή
suche	στεγνά
suche	ξηρά
suche	στεγνό
suche	ξηρό
ward	πτέρυγα
ward	γουόρντ
owłosione	τριχωτός
owłosione	τριχωτό
promieniowanie	ραδιενέργεια
promieniowanie	ακτινοβολίες
promieniowanie	ακτινοβολία
struga	στρούγκα
eduardo	εντουάρντο
sweet	γλυκό
sweet	γλυκά
sweet	γλυκιά
sweet	γλυκός
skierowane	σκηνοθέτησε
skierowane	σκηνοθεσία
kolorów	χρωματα
kolorów	χρώματα
rycerz	νάιτ
rycerz	ιππότης
rycerz	ιππότη
zapewnienia	διασφάλιση
zapewnienia	διαβεβαιώσεις
watson	γουάτσον
watson	γουότσον
watson	watson
wyraża	εκφράζει
wprowadzona	εισήχθη
wprowadzona	εισήγαγε
wprowadzona	καθιερώθηκε
zwrot	επιστροφή
zwrot	επιστροφή
zwrot	αποπληρωμή
zwrot	εξόφληση
przypisuje	αναθέτει
funkcjonowanie	επιχειρηση
funkcjonowanie	εγχείρηση
funkcjonowanie	λειτουργία
funkcjonowanie	επιχείρηση
białoruś	λευκορωσία
socjalistyczna	σοσιαλιστής
socjalistyczna	σοσιαλιστικό
socjalistyczna	σοσιαλιστική
socjalistyczna	σοσιαλιστικής
czołg	τανκ
czołg	δεξαμενή
egzemplarze	αντίγραφα
egzemplarze	αντίτυπα
zboczach	πλαγιές
słowackiej	σλοβακική
widział	είδα
widział	είδε
widział	πριόνι
patrol	περίπολο
patrol	περίπολος
patrol	περιπολία
litera	επιστολή
litera	γράμμα
litera	γραμμα
oznaczony	σημαδεμένος
oznaczony	σηματοδότησε
control	έλεγχος
control	ελέγχου
control	ελεγχος
chóru	χορωδία
chóru	χορωδία
maroka	μαροκινή
athletic	αθλητικός
athletic	αθλητική
athletic	αθλητικό
aresztowania	συλλήψεις
okien	windows
okien	παραθύρων
okien	παράθυρα
karen	κάρεν
karen	karen
reorganizacji	αναδιοργάνωση
reorganizacji	αναδιοργάνωση
odpowiedni	ενδεδειγμένη
odpowiedni	κατάλληλο
odpowiedni	κατάλληλη
odpowiedni	κατάλληλα
odpowiedni	κατάλληλη
odpowiedni	κατάλληλο
odpowiedni	κατάλληλα
odpowiedni	κατάλληλος
odpowiedni	κατάλληλοι
śledztwo	έρευνα
śledztwo	διερεύνηση
enwiki	enwiki
wrc	wrc
praktyczny	πρακτικά
praktyczny	πρακτική
praktyczny	πρακτικός
praktyczny	πρακτικό
ograniczony	limited
ograniczony	περιορισμένη
ograniczony	περιορισμένα
ograniczony	περιορισμένο
ograniczony	περιορισμένος
ograniczony	περιορισμένη
ograniczony	περιορισμένος
ograniczony	περιορισμένο
arabskie	αραβικό
arabskie	αραβική
arabskie	αραβικά
arabskie	αραβική
arabskie	αραβικό
arabskie	αραβικό
lewo	αριστερά
lewo	αριστερό
lewo	αριστερή
lewo	αριστερα
dno	πάτος
dno	βυθό
kopenhadze	κοπεγχάγης
kopenhadze	κοπεγχάγη
wyścigi	ιπποδρομίες
wyścigi	φυλές
wyścigi	κούρσες
wyścigi	αγωνιστική
wyścigi	αγωνιστικά
gracze	παίκτες
gracze	παίχτες
gracze	παίκτες
holland	χόλαντ
holland	holland
halle	halle
halle	χάλι
dotarły	έφτασα
dotarły	έφτασε
sumy	άθροισμα
sumy	σύνολα
bractwa	αδελφότητες
bractwa	αδελφότητα
bractwa	αδελφότητα
tajemnica	μυστήριο
tajemnica	μυστικός
tajemnica	μυστικό
tajemnica	μυστική
targ	αγορά
targ	αγορα
targ	αγορά
połączony	συνδεδεμένο
połączony	συνδεδεμένη
połączony	συνδεδεμένοι
połączony	συνδέονται
połączony	συνδεδεμένος
połączony	συνδέθηκε
kraina	ξηρά
kraina	land
kraina	γη
kraina	στεριά
szeregi	σειρές
szeregi	σειρά
szeregi	σειρα
potrzebny	αναγκη
potrzebny	ανάγκη
potrzebny	απαραίτητος
potrzebny	χρειαζόταν
mig	μιγκ
oryginalna	αυθεντικό
oryginalna	αρχική
oryginalna	πρωτότυπο
oryginalna	αρχικό
oryginalna	αρχικός
kanały	κανάλια
kanały	κανάλια
kanały	κανάλι
kanały	channel
inicjatorem	πρωτεργάτη
konklawe	κονκλάβιο
boczny	πλάγια
boczny	πλευρική
zoo	ζωολογικό
pokryta	καλύπτεται
pokryta	καλυμμένοι
pokryta	καλύπτονται
pokryta	καλυμμένη
pokryta	καλυμμένο
turner	turner
turner	τέρνερ
ambasady	πρεσβείες
ambasady	πρεσβείας
ambasady	πρεσβεία
jefferson	τζέφερσον
spartak	σπάρτακ
partner	συνεργάτης
partner	σύντροφος
partner	συνεργάτη
partner	εταίρος
partner	συνέταιρος
transmisji	μετάδοση
transmisji	διαβίβαση
transmisji	μετάδοση
transmisji	εκπομπή
teodora	θεοδώρα
właściciele	ιδιοκτήτες
właściciele	κάτοχοι
albrecht	άλμπρεχτ
kolonie	αποικίες
heinz	heinz
wygrana	κερδίσει
wygrana	νίκη
wygrana	κέρδισε
wygrana	κερδίζεις
wygrana	νίκη
lekkie	ελαφρών
lekkie	ελαφρύς
lekkie	ελαφρύ
lekkie	ελαφριά
regulamin	κανονισμός
regulamin	κανονισμού
rachel	rachel
rachel	ρέιτσελ
flotylli	στολίσκο
wenecja	βενετία
idee	ιδέες
sierżant	λοχία
sierżant	λοχίας
wynalazca	εφευρέτης
bei	bei
skarb	πολύτιμος
skarb	πολύτιμο
skarb	πολύτιμη
skarb	πολύτιμοι
skarb	πολύτιμα
skarb	θησαυρός
skarb	θησαυρό
ogrody	κήποι
ogrody	κήπους
prokurator	εισαγγελέας
prokurator	εισαγγελέα
prokurator	κατήγορος
piąta	πέμπτη
piąta	πέμπτος
piąta	πέμπτο
potwierdza	επιβεβαιώνει
pamiętnik	ημερολόγιο
pamiętnik	ημερολόγιο
stawu	λιμνούλα
stawu	λίμνη
prawdopodobne	πιθανό
procedury	διαδικασίες
procedury	διαδικασία
disco	ντίσκο
barona	βαρόνος
barona	βαρώνος
sumę	άθροισμα
uczestniczyło	συμμετείχε
uczestniczyło	συμμετείχαν
uczestniczyło	συμμετείχα
dostaje	παίρνει
prawny	νομικά
prawny	νόμιμη
prawny	νομικός
prawny	νομικό
prawny	νομική
cząsteczki	σωματίδια
cząsteczki	σωματίδια
cząsteczki	μόρια
cząsteczki	μορίων
cząsteczki	σωματίδιο
fair	δίκαιος
fair	δίκαιο
fair	δίκαια
fair	δίκαιη
fair	πανηγύρι
wstawić	ένθετο
wstawić	εισαγωγή
czysto	καθαρά
czysto	αμιγώς
czysto	σαφής
czysto	σαφές
czysto	καθαρά
urzędy	γραφεία
objęcia	αγκαλιάζει
objęcia	αγκαλιά
objęcia	αγκάλιασε
plemiona	φυλές
nadzwyczajny	έκτακτα
nadzwyczajny	έκτακτη
linda	λίντα
musical	μιούζικαλ
musical	μουσικές
zawodowo	επαγγελματικά
virginia	βιρτζίνια
mistrzowie	μάστερς
mistrzowie	αφέντες
mistrzowie	πρωταθλητές
drewno	ξύλο
drewno	ξυλεία
drewno	ξυλείας
drewno	ξυλεία
salvador	σαλβαδόρ
islam	ισλάμ
bloków	μπλοκ
bloków	τετράγωνα
wagner	βάγκνερ
prasa	press
prasa	τύπου
prasa	πατήστε
prasa	τύπος
prasa	πάτα
łańcuch	χορδή
łańcuch	αλυσίδα
łańcuch	αλυσίδες
eso	eso
grubość	πάχους
grubość	πάχος
stevens	στήβενς
stevens	στίβενς
stevens	stevens
kapitał	κεφάλαιο
kapitał	κεφαλαίου
kapitał	πρωτεύουσα
kapitał	κεφαλαίο
monica	μόνικα
galaktyki	γαλαξίες
galaktyki	γαλαξίας
galaktyki	γαλαξία
aktualny	νυν
aktualny	τρέχουσα
aktualny	ρεύμα
aktualny	τρέχουσες
aktualny	τρέχον
kontrola	έλεγχος
kontrola	ελέγχου
kontrola	ελεγχος
kontrola	ελεγχος
kontrola	επιθεώρηση
kontrola	επιθεώρησης
mieszane	μεικτή
mieszane	μεικτό
mieszane	μικτή
mieszane	μεικτά
mieszane	μεικτές
dodaje	προσθήκες
dodaje	προσθέτει
typowo	τυπικά
typowo	τυπικές
typowo	τυπικά
typowo	τυπικός
typowo	τυπικό
typowo	τυπική
warunek	κατάσταση
warunek	όρος
zawieszenia	εναιώρημα
zawieszenia	ανάρτηση
zawieszenia	αναστολή
zawieszenia	αναστολές
naftowej	ακατέργαστο
naftowej	ακατέργαστη
naftowej	ακατέργαστα
naftowej	αργού
koleje	σιδηρόδρομοι
koleje	σιδηρόδρομος
koleje	σιδηροδρόμων
stowarzyszeń	σύλλογοι
stowarzyszeń	ενώσεις
regina	ρετζίνα
sokół	γεράκι
sokół	φάλκον
działka	οικόπεδο
działka	πλοκή
rozwiązany	επιλυθεί
rozwiązany	λυθεί
rozwiązany	λύθηκε
znaczny	σημαντική
floryda	φλόριδα
floryda	florida
floryda	φλόριντα
księżnej	δούκισσα
geograficzny	γεωγραφικό
geograficzny	γεωγραφικά
geograficzny	γεωγραφικό
geograficzny	γεωγραφική
geograficzny	γεωγραφικά
autobus	λεωφορείο
wirnika	στροφείο
wirnika	πτερωτή
właścicielami	ιδιοκτήτες
właścicielami	κάτοχοι
wewnętrzny	εσωτερικές
wewnętrzny	εσωτερική
wewnętrzny	εσωτερικός
wewnętrzny	εσωτερικό
wewnętrzny	εσωτερικά
wewnętrzny	εσωτερικό
jeana	jean
jeana	τζιν
jeana	τζην
jeana	ζαν
sex	σεξ
sex	sex
sex	φύλο
samców	αρσενικά
zbrodnie	εγκλήματα
zbrodnie	εγκλημα
zbrodnie	έγκλημα
zbrodnie	εγκληματικότητα
filharmonii	φιλαρμονική
dar	νταρ
dar	χάρισμα
dar	δώρο
dar	δωράκι
row	σειρά
row	κουπί
row	ρόου
wewnętrzna	εσωτερικές
wewnętrzna	εσωτερική
wewnętrzna	εσωτερικός
wewnętrzna	εσωτερικό
wewnętrzna	εσωτερικά
wewnętrzna	εσωτερικό
podróże	travel
podróże	ταξίδια
podróże	ταξίδι
podróże	ταξιδεύουν
podróże	ταξίδια
podróże	ταξιδεύοντας
podróże	ταξιδεύει
podróże	ταξίδια
podróże	ταξιδεύοντας
pokrywy	καλύμματα
pokrywy	εξώφυλλα
pokrywy	καλύπτει
przekazano	διαβίβασε
przekazano	ανατεθεί
umieszczenie	τοποθέτηση
kapłan	παπάς
kapłan	παπά
kapłan	ιερέας
kapłan	ιερέα
aktów	πράξεις
twierdzenia	απαιτήσεις
twierdzenia	αξιώσεις
twierdzenia	ισχυρισμοί
aglomeracji	οικισμούς
aglomeracji	οικισμό
pokrewne	σχετική
pokrewne	σχετικές
pokrewne	σχετικό
artystyczna	καλλιτεχνική
artystyczna	καλλιτεχνικό
artystyczna	καλλιτεχνικές
artystyczna	καλλιτεχνικά
orlando	ορλάντο
opinia	αποψη
opinia	γνωμη
opinia	γνώμη
alessandro	αλεσάντρο
pogoń	καταδίωξη
pogoń	κυνηγητό
pogoń	τσέις
pogoń	καταδίωξη
postawy	συμπεριφορά
postawy	στάση
postawy	στάσεις
postawy	συμπεριφορές
postawy	στάση
kasy	χρήμα
kasy	χρήματα
kasy	λεφτά
kasy	κας
kasy	μετρητά
klaus	κλάους
klaus	klaus
studenci	σπουδαστές
studenci	μαθητές
studenci	φοιτητές
studenci	μαθήτρια
studenci	σπουδαστής
studenci	μαθητής
studenci	φοιτήτρια
studenci	φοιτητής
zęby	δόντια
duszy	σόουλ
duszy	ψυχή
duszy	ψυχής
przeznaczeniem	πεπρωμένο
przeznaczeniem	μοίρα
finały	τελικο
finały	τελικοί
obywatel	πολίτη
obywatel	πολίτης
irlandia	ιρλανδία
irlandia	ιρλανδια
osobno	ξεχωριστά
osobno	χωριστά
zeszyt	τετράδιο
zeszyt	σημειωματάριο
ferdinand	φέρντιναντ
act	πράξη
act	act
nationale	nationale
skała	rock
skała	πέτρα
skała	ροκ
skała	βράχος
ponownego	επανεμφάνιση
ponownego	υποτροπή
ponownego	επανάληψης
leonarda	λέοναρντ
leonarda	leonard
łaski	έλεος
łaski	γκρέις
łaski	χάριτες
wykorzystane	χρησιμοποιούμενη
wykorzystane	χρησιμοποιήθηκε
wykorzystane	χρησιμοποιείται
wykorzystane	χρησιμοποιούνται
wykorzystane	χρησιμοποιούμενα
wykorzystane	χρησιμοποιούμενες
wykorzystane	χρησιμοποιούμενη
nieliczne	αραιό
nina	νίνα
zachowań	συμπεριφορές
wyświęcony	χειροτονηθεί
montana	μοντάνα
hansen	χάνσεν
parametr	παράμετρος
narciarstwo	σκι
eyes	μάτια
eyes	ματια
terytoriów	εδάφη
ochotników	εθελοντές
pojęć	έννοιες
circle	κύκλο
circle	κύκλος
otoczone	περικυκλωμένος
otoczone	περικυκλωμένοι
absolwentów	αποφοίτων
absolwentów	απόφοιτοι
równania	εξισώσεις
auf	auf
uruchomienie	εκτόξευση
uruchomienie	κινητοποίηση
uruchomienie	εκτόξευση
imdb	imdb
gilles	ζιλ
diana	ντιάνα
diana	νταϊάνα
senat	γερουσία
senat	σύγκλητος
zaproszenie	πρόσκληση
zaproszenie	πρόσκληση
zamiar	πρόθεσή
zamiar	πρόθεση
zamiar	πρόθεση
podwozie	σασί
iranie	ιράν
lane	lane
lane	λέιν
lane	λωρίδα
minas	μίνας
reggae	ρέγκε
blog	blog
blog	μπλογκ
zębów	δόντια
dziesiątki	tens
dziesiątki	δεδ
dziesiątki	ντουζίνες
dziesiątki	δεκάδες
orbicie	τροχιά
aten	αθηνα
aten	αθήνα
aten	athens
lars	λαρς
ter	ter
full	full
full	πλήρη
full	πλήρες
full	πλήρης
odra	ιλαρά
afryka	αφρικη
afryka	αφρική
afryka	αφρικής
afryka	αφρικανική
opublikowano	δημοσιεύτηκε
opublikowano	καταχωρήθηκε
opublikowano	δημοσιεύθηκε
opublikowano	δημοσίευσε
opublikowano	δημοσιεύθηκε
opublikowano	δημοσιευθεί
opublikowano	δημοσιεύτηκε
opublikowano	δημοσίευση
opublikowano	δημοσιεύεται
opublikowano	εκδίδεται
monet	νομίσματα
monet	κέρματα
monet	μονέ
lufy	βαρέλια
lufy	βαρέλι
kosmiczny	κοσμικές
kosmiczny	κοσμικό
kosmiczny	κοσμική
money	χρήμα
money	χρήματα
money	λεφτά
korzyść	όφελος
korzyść	πλεονέκτημα
krotnie	πάσο
calgary	κάλγκαρι
szybciej	ταχύτερη
szybciej	γρηγορότερα
bakterii	βακτηριακή
bakterii	βακτήρια
bakterii	βακτήριο
texas	τέξας
texas	texas
heavy	βαρύς
heavy	βαρύ
heavy	βαριά
słowian	σλάβοι
rysunki	σχέδια
rysunki	ζωγραφιές
rysunki	σκίτσα
jake	jake
jake	τζέικ
historycy	ιστορικοί
historycy	ιστορικούς
portland	πόρτλαντ
terytoria	εδάφη
terytoria	έδαφος
terytoria	επικράτεια
algorytm	αλγόριθμο
algorytm	αλγόριθμος
koronę	κορώνα
koronę	στέμμα
koronę	κράουν
koronę	κορόνα
wróć	επιστροφή
kamienie	πέτρες
kamienie	λίθοι
kamienie	stone
kamienie	πέτρα
kamienie	στόουν
kamienie	βράχια
kamienie	βράχους
kamienie	πέτρες
kamienie	βράχοι
kamienie	πετρώματα
konkretnie	συγκεκριμένα
umiera	πεθαίνει
umiera	πεθαίνω
umiera	πεθαίνει
umiera	πεθαίνεις
przemysłowe	βιομηχανική
przemysłowe	βιομηχανικό
przemysłowe	βιομηχανικός
tunel	στοά
tunel	σήραγγα
tunel	τούνελ
niewątpliwie	αναμφίβολα
zbiorniki	δεξαμενές
zbiorniki	τανκ
zbiorniki	τανκς
zbiorniki	άρματα
zbiorniki	δεξαμενές
niewielu	λίγοι
niewielu	ελάχιστοι
niewielu	λίγες
iras	iras
sprzedano	πωλείται
sprzedano	πούλησε
sprzedano	πουλήθηκε
sprzedano	πωλήθηκε
sprzedano	πωλούνται
chen	chen
chen	τσεν
konkursy	διαγωνισμούς
konkursy	διαγωνισμοί
konkursy	διαγωνισμοί
tygodniach	βδομάδες
tygodniach	εβδομάδων
tygodniach	εβδομάδες
zen	ζεν
ewakuacji	εκκένωση
jürgen	jürgen
wymiar	διαστάσεις
wymiar	διάσταση
bonus	bonus
bonus	μπόνους
sncf	sncf
web	web
web	ιστός
connecticut	κονέκτικατ
rolnictwo	γεωργία
zmieniona	τροποποιηθεί
zmieniona	τροποποιημένο
zmieniona	τροποποιείται
zmieniona	τροποποιημένα
zmieniona	τροποποιήθηκε
simone	σιμόν
simone	simone
juniors	juniors
poezja	ποίηση
litwa	λιθουανίας
litwa	λιθουανία
pokład	κατάστρωμα
sprzeciw	ένσταση
sprzeciw	αντιπολίτευσης
sprzeciw	αντίθεση
sprzeciw	αντιπολίτευση
atlanta	ατλάντα
sól	άλας
sól	σολτ
sól	αλάτι
traktować	κέρασμα
traktować	θεραπεία
kolonię	αποικία
opady	βροχοπτώσεις
opady	κατακρήμνιση
słowacja	σλοβακία
słowacja	σλοβακίας
odchodzi	φεύγεις
odchodzi	φεύγει
odchodzi	αφήνοντας
usuwanie	αφαίρεση
usuwanie	απόρριψη
usuwanie	διαγραφή
usuwanie	αφαίρεση
usuwanie	απομάκρυνση
klein	κλάιν
poczucie	αίσθηση
odwrót	υποχώρηση
odwrót	οπισθοχώρηση
rany	πληγή
rany	τραύμα
rany	πληγές
rany	τραύματα
substancje	ουσία
substancje	ουσίες
publikowane	δημοσιεύθηκε
publikowane	δημοσιευθεί
publikowane	δημοσιεύτηκε
publikowane	δημοσίευση
publikowane	δημοσιεύεται
publikowane	εκδίδεται
pływak	κολυμβητής
ogromny	τεράστια
ogromny	τεράστιες
ogromny	τεράστιος
ogromny	τεράστιο
ogromny	μαζική
ogromny	τεράστια
ogromny	τεράστιος
ogromny	τεράστιο
działek	δέματα
działek	αγροτεμαχίων
schemat	σχεδιάγραμμα
schemat	διάγραμμα
oczywiste	προφανής
oczywiste	φανερό
oczywiste	ολοφάνερο
oczywiste	προφανές
oczywiste	προφανή
fotografia	φώτο
fotografia	photo
fotografia	φωτογραφία
fotografia	φωτο
fotografia	φωτό
fotografia	φωτογραφια
fotografia	φωτογραφίας
fotografia	φωτογραφία
fotografia	φωτογραφια
fotografia	φωτογραφία
teoretycznie	θεωρητικά
gmt	gmt
przekierowanie	ανακατεύθυνση
przekierowanie	ανακατεύθυνση
przekierowanie	ανακατεύθυνση
krajobraz	τοπίο
elektor	εκλέκτορας
ted	τεντ
ted	ted
tramwaj	τραμ
zdecydowała	αποφασίστηκε
zdecydowała	αποφάσισε
zdecydowała	αποφάσισαν
przekonać	πείσω
belgradzie	βελιγράδι
belgradzie	βελιγραδίου
tkanki	ιστού
tkanki	ιστοί
tkanki	ιστός
tkanki	ιστούς
tkanki	ιστοί
podstawowego	βασικές
podstawowego	βασικός
podstawowego	βασική
podstawowego	βασικό
podstawowego	βασικού
skuteczność	επίδοση
skuteczność	επιδόσεων
skuteczność	επιδόσεις
skuteczność	απόδοση
skuteczność	παράσταση
skuteczność	αποτελεσματικότητα
skuteczność	αποτελεσματικότητα
skuteczność	αποτελεσματικότητα
skuteczność	αποδοτικότητα
skuteczność	απόδοση
przypadkowo	συμπτωματικά
tryby	τρόποι
dama	κυρά
dama	κυρία
ślad	μονοπάτι
ślad	ίχνη
ślad	ίχνος
przyjęte	αποδοχή
przyjęte	δεκτό
przyjęte	αποδεκτή
przyjęte	δεκτή
przyjęte	δεκτός
przyjęte	υιοθετήθηκε
przyjęte	υιοθετημένος
przyjęte	εγκρίθηκε
przyjęte	ενέκρινε
przyjęte	εγκρίνεται
bloki	μπλοκ
bloki	τετράγωνα
niska	χαμηλά
niska	χαμηλό
niska	χαμηλή
niska	χαμηλός
twierdzą	αξίωση
twierdzą	διεκδίκηση
twierdzą	κατοχύρωση
twierdzą	ισχυρισμός
testament	διαθήκη
berg	μπεργκ
anhalt	άνχαλτ
podobieństwo	ομοιότητα
podobieństwo	ομοιότητα
mitsubishi	mitsubishi
przedni	πρόσθια
przedni	πρόσθιο
zatrudnienie	απασχόληση
zatrudnienie	απασχόλησης
zatrudnienie	πρόσληψη
zatrudnienie	προσλήψεις
zatrudnienie	μίσθωση
horror	φρίκη
horror	τρόμου
horror	τρόμος
technologia	τεχνολογία
oklahoma	οκλαχόμα
konkretne	ειδικές
konkretne	συγκεκριμένα
konkretne	συγκεκριμένος
konkretne	τσιμέντο
konkretne	σκυροδέματος
konkretne	σκυρόδεμα
konflikty	συγκρούσεις
konflikty	συγκρούσεις
konflikty	σύγκρουση
konflikty	σύρραξη
wezwanie	κλήτευση
sophie	sophie
sophie	σόφι
sophie	σοφί
kings	βασιλιάδες
kings	βασιλείς
kings	βασιλέων
kings	κινγκς
dokładne	ακριβείς
dokładne	ακριβής
dokładne	ακριβή
dokładne	ακριβές
dokładne	ακριβής
dokładne	ακριβές
dokładne	ακριβή
dokładne	ακριβείς
dokładne	ακριβής
dokładne	ακριβές
podziemia	υπογείως
podziemia	υπόγειο
podziemia	υπόγεια
podziemia	υπόκοσμο
zapobiec	αποτρέψει
skrzyżowanie	τομή
skrzyżowanie	διασταύρωση
skrzyżowanie	διασταύρωση
poprawę	βελτίωση
architektów	αρχιτέκτονες
muza	μούσα
czytać	διαβάσει
czytać	διάβαζε
czytać	ανάγνωση
czytać	διαβάστε
czytać	διάβασε
organizatorów	διοργανωτές
organizatorów	διοργανωτές
dopuszczalna	αποδεκτές
dopuszczalna	αποδεκτά
dopuszczalna	αποδεκτή
dopuszczalna	αποδεκτό
dopuszczalna	παραδεκτή
dopuszczalna	επιτρεπτή
dopuszczalna	επιτρεπτό
dopuszczalna	επιτρεπόμενο
spada	πτώσεις
spada	καταρράκτες
spada	φολς
spada	πέφτει
dramatyczny	δραματικά
dramatyczny	δραματικός
dramatyczny	δραματικό
dramatyczny	δραματική
siódmego	έβδομη
siódmego	έβδομο
zapasy	εφόδια
zapasy	προμήθειες
zapasy	αποθέματα
zapasy	μετοχές
zapasy	πάλη
zapasy	απόθεμα
zapasy	στοκ
żyły	φλέβες
żyły	φλέβα
donieck	ντονέτσκ
cesarzem	αυτοκράτορα
cesarzem	αυτοκράτορας
organiczny	οργανικά
organiczny	οργανικό
organiczny	οργανική
organiczny	βιολογικά
organiczny	οργανικές
chrześcijaństwo	χριστιανισμού
instrukcji	οδηγίες
hope	ελπίδα
hope	χόουπ
hope	ελπιδα
zgoda	συγκατάθεση
zgoda	συναίνεση
zgoda	σύμφωνοι
zgoda	συμφώνησε
zgoda	συμφώνησαν
face	πρόσωπο
face	προσωπο
face	φάτσα
opada	πτώσεις
opada	καταρράκτες
opada	φολς
opada	πέφτει
genewie	γενεύη
ojców	πατεράδες
ojców	πατέρες
ojców	μπαμπάδες
zapewnienie	εξασφαλίζοντας
zapewnienie	διασφάλιση
zapewnienie	διαβεβαιώσεις
zapewnienie	διαβεβαίωση
chronologicznie	χρονολογικά
barwa	χρώμα
barwa	χρωμα
barwa	χρώμα
barwa	χρωμα
wspomnień	μνήμες
wspomnień	αναμνήσεις
inżynieria	μηχανική
inżynieria	μηχανοστάσιο
inżynieria	μηχανικοί
inżynieria	μηχανικούς
turbo	τούρμπο
sale	αίθουσες
sale	πώληση
literaturę	φιλολογία
literaturę	λογοτεχνία
dat	dat
artyleria	πυροβολικό
siatkówki	αμφιβληστροειδή
siatkówki	αμφιβληστροειδούς
siatkówki	βόλεϊ
roślinności	βλάστηση
design	σχεδιασμό
design	σχεδίαση
design	design
design	σχέδιο
design	σχεδιασμός
sklepy	καταστήματα
sklepy	μαγαζιά
sklepy	καταστήματα
sklepy	μαγαζιά
concacaf	concacaf
maks	max
maks	μαξ
buffalo	βουβάλι
buffalo	βουβάλια
buffalo	μπάφαλο
uzupełnić	γέμισμα
prawdopodobieństwo	πιθανότητες
prawdopodobieństwo	πιθανότητας
prawdopodobieństwo	πιθανότητα
zwłoki	πτώματα
zwłoki	πτώμα
pokoleń	γενεές
pokoleń	γενεών
pokoleń	γενιές
wieczny	παντοτινή
wieczny	αιώνιος
wieczny	αιώνια
wieczny	αιώνιος
wieczny	αιώνιο
wieczny	αιώνια
przyznaje	παραδέχεται
przyznaje	αναγνωρίζει
odkryć	ανακαλύψεις
odkryć	ανακάλυψη
odkryć	ανακαλύψτε
stężenie	συγκεντρώσεις
stężenie	συγκέντρωση
zrobione	τραβήχτηκε
zrobione	φτιαγμένο
zrobione	φτιαγμένα
zrobione	φτιαγμένη
zrobione	έκανε
zrobione	κάνει
zrobione	έγινε
zrobione	εγινε
przyjmując	υποθέτοντας
rozbił	συνετρίβη
inżynierów	μηχανικοί
inżynierów	μηχανικούς
bonaparte	βοναπάρτη
odwołany	ακυρώθηκε
odwołany	ακυρώνεται
odwołany	ακυρώθηκε
odwołany	ακυρώνεται
żyła	έζησα
żyła	έζησε
żyła	έζησαν
żyła	ζούσε
żyła	φλέβα
uczestniczy	συμμετέχει
zjednoczenie	ενότητα
zjednoczenie	ενοποίηση
zjednoczenie	επανένωση
zjednoczenie	επανασύνδεση
wnioski	εφαρμογές
wnioski	αιτήσεις
wnioski	αιτήματα
wnioski	αιτήσεις
wnioski	σύναψη
wnioski	συμπέρασμα
wnioski	συμπεράσματα
podłoża	υποστρώματα
rak	καρκίνος
rak	καρκίνο
luksemburga	λουξεμβούργο
radiowy	ασύρματος
radiowy	ασύρματο
radiowy	ραδιόφωνο
radiowy	ράδιο
radiowy	ραδιο
emi	eni
sauber	sauber
somerset	σόμερσετ
atlantyku	atlantic
atlantyku	ατλαντικού
atlantyku	ατλάντικ
atlantyku	ατλαντικός
atlantyku	ατλαντικό
pytaj	ρώτησε
pytaj	ρώτα
pytaj	ρωτήστε
pytaj	ρωτήσω
pytaj	ζήτα
ronald	ρόναλντ
parki	παρκ
parki	park
parki	πάρκο
parki	παρκς
parki	πάρκα
konstrukcje	κατασκευές
konstrukcje	δομές
konstrukcje	κατασκευές
konstrukcje	διαρθρώσεις
hong	χονγκ
hong	hong
hong	χόνγκ
rain	βροχή
rain	ρέιν
rain	βροχές
jam	μαρμελάδα
połączyć	συγχώνευση
połączyć	συνδυασμός
połączyć	συνδυάζουν
pozytywne	θετικές
pozytywne	θετικά
pozytywne	θετικός
pozytywne	θετικό
pozytywne	θετική
pętli	βρόχους
pętli	θηλιά
pętli	βρόχο
historie	ιστορίες
historie	ανακοινώσεις
sheffield	σέφιλντ
intensywnie	έντονη
intensywnie	έντονες
intensywnie	έντονος
intensywnie	έντονο
intensywnie	έντονα
niepełnosprawnych	αναπηρία
niepełnosprawnych	ανάπηροι
niepełnosprawnych	απενεργοποιήθηκε
niepełnosprawnych	ανάπηρος
niepełnosprawnych	ανάπηρος
niepełnosprawnych	ανάπηροι
magnus	μάγκνους
przejęcia	εξαγορές
przejęcia	αποκτήσεις
przejęcia	εξαγορές
przejęcia	εξαγορά
przejęcia	κατάληψη
libii	λιβύη
libii	λιβύης
fizyka	φυσικής
fizyka	φυσική
islamu	ισλάμ
sporów	διενέξεις
sporów	διαφορές
sporów	διαφωνίες
sporów	αμφισβητήσεις
sporów	διαφορών
malarzy	ζωγράφοι
jeremy	τζέρεμυ
jeremy	jeremy
jeremy	τζέρεμι
nagrobek	ταφόπλακα
nagrobek	τάφος
nagrobek	τάφο
nagrobek	ταφόπλακα
haiti	αϊτή
rozmieszczenie	διαρρύθμιση
rozmieszczenie	διάταξη
calcio	κάλτσιο
