hän	她
toiminnot	函數
toiminnot	功能
toiminnot	行動
käsi	手臂
käsi	臂
käsi	胳膊
käsi	手
evans	evans
vangittiin	囚禁
ilmaista	快車
ilmaista	明示
ilmaista	express
ilmaista	特快
ilmaista	free
ilmaista	自由
ilmaista	免費
määritelmä	定義
pakotti	被迫
pakotti	強迫
kuuluneet	屬於
julkaisija	出版社
julkaisija	出版商
yksityinen	隱私
yksityinen	私人
yksityinen	私營
puutarha	園
puutarha	園林
puutarha	花園
puutarha	園藝
vaikutukset	撞擊
vaikutukset	影響力
vaikutukset	影響
vaikutukset	衝擊
vaikutukset	特效
vaikutukset	效應
vaikutukset	影響
vaikutukset	效果
vaikutukset	特效
vaikutukset	效果
vaikutukset	效應
liikkuu	動作
liikkuu	搬家
liikkuu	感動
tuottajat	製片人
väli	中間
väli	中級
väli	區間
väli	間歇
väli	間隔
luke	luke
luke	路加
jerusalemin	耶路撒冷
tutkimukset	研究
tutkimukset	研究
tutkimukset	詢問
tutkimukset	查詢
tutkimukset	調查
stand	站立
stand	站
stand	站著
valokuvat	照片
valokuvat	像片
valokuvat	像片
valokuvat	照片
sisäinen	內部
sisäinen	內心
sisäinen	內
sisäinen	內在
luoteeseen	西北
kommunistien	共產黨
apple	apple
apple	蘋果
korostaa	突顯
korostaa	凸顯
korostaa	突顯
agentti	代理商
agentti	代理人
agentti	特工
agentti	代理
morris	morris
campbell	campbell
metsää	林子
metsää	樹林
metsää	森林
oppilas	瞳孔
oppilas	學生
kapea	狹義
kapea	狹隘
kapea	縮小
kapea	窄
kapea	狹窄
joan	瓊
joan	joan
wii	wii
luonnollisesti	自然
tehokkaasti	高效
jokien	河流
asunto	住房
asunto	公寓
alin	最低
alin	阿里
alin	ali
sataa	下雨
sataa	雨
sataa	下雨
sataa	雨水
väitöskirja	論文
mitalin	獎章
mitalin	勳章
mitalin	獎牌
bull	牛
bull	公牛
kuoro	合唱團
kuoro	唱詩班
kuoro	合唱團
kuoro	合唱
tänään	今夜
tänään	今晚
tänään	今日
tänään	今天
taiteilijan	藝術家
taiteilijan	藝人
kuolleet	逝者
kuolleet	已故
kuolleet	死
stuart	司徒
ilmassa	空中
ilmassa	空降
huomautukset	評論
huomautukset	意見
alberto	alberto
oxford	牛津
kemiallinen	化學
kemiallinen	化學品
erityinen	具體
erityinen	特別
juutalaiset	猶太人
juutalaiset	猶太
juutalaiset	猶太教
juutalaiset	猶太人
juutalaiset	猶太
lang	朗
lang	郎
lounaaseen	西南
eteläinen	南方
eteläinen	南部
maatalouden	農業
maatalouden	農耕
maatalouden	耕作
maatalouden	務農
maatalouden	農業
moottorit	引擎
moottorit	發動機
moottorit	馬達
moottorit	引擎
moottorit	發動機
levyt	紀錄
levyt	記錄
levyt	板
kauppias	商人
kauppias	商家
kauppias	莊家
kauppias	經銷商
kaksinkertainen	雙
kaksinkertainen	雙重
kaksinkertainen	雙倍
kaksinkertainen	加倍
mantereen	大洲
mantereen	大陸
digital	數碼
digital	數位
alkoholin	醇
alkoholin	酒精
alkoholin	酒
alkoholin	酒類
perustamista	建立
folk	民謠
folk	民間
folk	民俗
johtavat	領先
johtavat	領導
soundtrack	配樂
vaiheet	階段
vaiheet	階段
vaiheet	步驟
olympic	奧林匹克
olympic	奧運
edgar	edgar
punaista	紅
punaista	red
punaista	紅色
walesin	威爾斯
vastustaa	抵制
vastustaa	抗拒
vaimon	妻子
eroja	差異
eroja	差異
eroja	差額
eroja	分歧
eroja	差距
hedelmä	果實
hedelmä	水果
hedelmä	果
salt	食鹽
salt	鹽
business	企業
business	業務
business	商業
business	商務
katedraali	大教堂
slovakian	斯洛伐克
margaret	margaret
washingtonin	華盛頓
ajaja	駕駛
ajaja	司機
ajaja	駕駛員
juri	yuri
ohjelmat	軟體
ohjelmat	方案
ohjelmat	方案
ohjelmat	程式
viettää	花費
viettää	花費
viettää	花費
lentokoneen	飛機
esto	抑制
esto	阻擋
esto	區塊
esto	block
keskelle	中心
koneiden	機械
lintuja	鳥類
lintuja	鳥
lintuja	鳥兒
aurinkoa	太陽
aurinkoa	孫
aurinkoa	珊
aurinkoa	陽光
terv	敬禮
kehittyä	演化
kehittyä	進化
sisko	妹妹
sisko	姐姐
sisko	姐妹
sisko	姊妹
sisko	姊姊
robinson	魯濱遜
robinson	robinson
vakiintunut	定居
gray	灰色
gray	灰
chicagon	芝加哥
kasvot	臉
kasvot	面孔
kasvot	臉
kasvot	臉部
jatkoa	延續
indonesian	印度尼西亞
mount	山
metsien	森林
yhtenäinen	統一
kirje	信
kirje	來信
kirje	字母
kirje	信函
kirje	信件
baker	貝克
menettänyt	失
menettänyt	輸
menettänyt	輸了
menettänyt	遺失
menettänyt	迷失
tumma	黑
tumma	暗
tumma	黑暗
paikallista	當地
paikallista	局部
paikallista	本地
tuotteiden	商品
tuotteiden	產品
delta	三角洲
delta	delta
soi	soi
soi	環
soi	戒指
grant	grant
cia	cia
cia	cla
alaspäin	往下
alaspäin	向下
rakkautta	戀愛
rakkautta	愛
rakkautta	love
rakkautta	愛情
jatkuva	常數
jatkuva	持續
jatkuva	連續
kustantaja	出版社
kustantaja	出版商
suurlähetystö	大使館
suurlähetystö	使館
marshall	marshall
käynnissä	奔跑
käynnissä	跑步
käynnissä	運行
syntymäpäivä	生日
syntymäpäivä	生日
totuus	真理
totuus	事實
totuus	真相
etsii	搜尋
pesä	窩
pesä	巢穴
pesä	巢
pesä	蜂巢
kuukausi	月刊
kuukausi	每月
kuukausi	月
kuukausi	個月
kuukausi	月份
konstantin	konstantin
heinä	乾草
heinä	七月
heinä	七月份
yhteistyön	協作
yhteistyön	合作
yhteistyön	合作
kong	孔
irlanti	愛爾蘭
irlanti	愛爾蘭
istui	週六
istui	sat
kilpailee	相爭
funktio	功能
funktio	職能
funktio	函數
buffalo	水牛城
buffalo	野牛
buffalo	水牛
kuudennen	第六
serbia	塞爾維亞
productions	製作
kulma	角落
kulma	轉角
kulma	角
kulma	角度
kulma	角
kulma	角
taru	傳說
taru	傳奇
taru	taru
talven	winter
talven	冬
talven	冬季
talven	冬天
maali	畫
maali	油漆
maali	顏料
maali	目標
rajoitettu	受限
rajoitettu	有限
rajoitettu	限量
rajoitettu	限
rajoitettu	受限
numerot	數字
theodor	theodor
jennifer	jennifer
vahvistaa	確認
vahvistaa	證實
vahvistaa	加強
munaa	公雞
munaa	丸子
munaa	蛋
munaa	雞蛋
varattu	預留
varattu	保留
koillis	東北
koillis	東北
annie	annie
steel	鋼鐵
steel	鋼
kotka	鷹
kotka	老鷹
kotka	雕
kotka	鵰
miles	萬里
miles	miles
miles	英里
käden	手
onnettomuus	意外
onnettomuus	事故
onnettomuus	災害
onnettomuus	災難
luokitella	分類
tarkistaa	檢查
tarkistaa	驗證
tarkistaa	審查
tarkistaa	檢查
tarkistaa	支票
yläpuolelle	上方
yläpuolelle	以上
imperiumin	帝國
sydney	雪梨
sydney	sydney
laulut	歌曲
laulut	歌
hjalmar	hjalmar
ralph	ralph
justin	justin
puuttuvat	缺少
puuttuvat	失蹤
puuttuvat	遺失
yksilöt	標本
läntinen	西邊
läntinen	西
läntinen	西方
läntinen	西部
läntinen	西方
läntinen	西部
kovaa	大聲
kovaa	難
kovaa	硬
kovaa	辛苦
kovaa	艱難
kovaa	強硬
pelasti	獲救
kenneth	kenneth
santiago	聖地亞哥
santiago	聖地牙哥
vanhemman	家長
vanhemman	父母
vanhimmat	長者
vanhimmat	長輩
vanhimmat	長老
vanhimmat	最年長
symboli	象徵
symboli	符號
cross	十字架
cross	cross
cross	十字
cross	交叉
alkuperää	出處
alkuperää	原產地
alkuperää	起源
risteilijä	巡洋艦
sijoittaa	投資
sijoittaa	投資
colin	colin
kylien	鄉村
kylien	村莊
pittsburgh	匹茲堡
toistuvasti	反復
nuoruus	青年
nuoruus	青春
nuoruus	青少年
kuvaukset	拍攝
kuvaukset	拍戲
kuvaukset	描述
liikkuvat	搬家
liikkuvat	感動
turhaa	無意義
malesian	馬來西亞
vatikaanin	梵蒂岡
lampi	池
lampi	池塘
gene	gene
gene	基因
lupa	允許
lupa	許可
lupa	許可
lupa	許可證
lupa	授權
lupa	授權
maple	楓
selkärankaiset	脊椎動物
nolla	零
khan	可汗
khan	大汗
khan	khan
khan	汗
dosentti	講師
yksikön	股
yksikön	單元
yksikön	單位
kuukaudessa	月
kuukaudessa	個月
kuukaudessa	月份
positiivinen	積極
positiivinen	正面
positiivinen	陽性
hehtaarin	英畝
global	全球
tappio	滅失
tappio	虧損
tappio	損失
tappio	喪失
tappio	虧損
tappio	損失
tappio	敗
roland	roland
marsin	火星
tuen	援助
tuen	支援
ranking	排名
organisaatio	組織
organisaatio	組織
materiaalin	物料
materiaalin	材質
materiaalin	材料
muuttuvat	改變
quinn	quinn
elvis	貓王
roskaa	垃圾
roskaa	垃圾
roskaa	垃圾
glenn	glenn
vapauttaa	釋出
vapauttaa	釋放
vapauttaa	釋放
vakaa	穩
vakaa	平穩
vakaa	穩定
vakaa	穩步
vakaa	穩住
vakaa	穩定
vakaa	馬廄
politiikkaa	政治學
politiikkaa	政治
näyttely	展覽
näyttely	展品
näyttely	展覽
näyttely	展
näyttely	展覽會
islamin	伊斯蘭
islamin	伊斯蘭教
aineet	物質
aineet	元素
aineet	成分
aineet	原料
aineet	成份
puolustus	辯護
puolustus	國防
puolustus	防禦
puolustus	防守
puolustus	防衛
puolustus	國防
puolustus	防衛
puolustus	防禦
tekninen	技術
muokkausta	定制
walker	walker
alfa	alpha
silva	silva
laatu	素質
laatu	品質
laatu	優質
laatu	質量
kokous	會議
kokous	會議
videon	視訊
videon	影片
syitä	理由
syitä	原因
syitä	起因
ronald	ronald
vihreät	綠色
vihreät	綠
vihreät	綠地
vihreät	格林
vihreät	綠黨
heikosti	隱隱
toimisto	代理商
toimisto	機構
toimisto	辦公
toimisto	辦公室
toimisto	辦事處
kruunua	冠
kruunua	王冠
kruunua	皇冠
väitetty	認領
väitetty	聲稱
väitetty	據稱
väitetty	據稱
satelliitti	衛星
garcía	加西亞
garcía	garcía
sydneyn	雪梨
sydneyn	sydney
hyönteisiä	昆蟲
ernest	ernest
vapauden	自由
juutalainen	猶太人
juutalainen	猶太
juutalainen	猶太教
komppania	公司
salaa	加密
storm	暴風
storm	風暴
storm	暴風雨
väärä	錯誤
väärä	錯
väärä	虛假
väärä	假
lait	法律
kyliä	鄉村
kyliä	村莊
korkealla	高
kokemusta	體驗
kokemusta	經驗
ryhmien	群組
ryhmien	團體
ukraina	烏克蘭
juutalaisia	猶太人
juutalaisia	猶太
devil	魔鬼
zero	零
kunnon	體面
kunnon	正派
houston	休士頓
heittää	擲
heittää	扔
heittää	丟
asteroidi	小行星
miguel	miguel
puusta	木
puusta	木材
puusta	wood
puusta	木頭
jalka	腳
jalka	英尺
jalka	腿
jalka	leg
hyväksyä	核准
hyväksyä	批准
hyväksyä	接受
omaisuuden	財富
uskoa	信仰
uskoa	信心
uskoa	信念
kehittäminen	發展
helmi	明珠
helmi	珍珠
helmi	寶石
kalenterin	日曆
kalenterin	曆法
kalenterin	曆
pinnalle	表面
pinnalle	地面
pinnalle	地表
status	狀況
status	狀態
status	現況
ohessa	附上
yhdistelmä	組合
keskustaan	市區
puhe	講話
puhe	演講
puhe	語音
puhe	演說
luokittelu	分類
etsi	搜尋
etsi	找到
etsi	尋找
arvoinen	值得
patsaan	雕像
patsaan	雕塑
patsaan	塑像
luettu	讀
luettu	讀取
luettu	閱讀
tuotteen	商品
tuotteen	產品
tuotteen	產物
suo	沼澤
suo	沼澤地
suo	沼澤
pitäen	軸承
kaava	公式
kaava	方程式
kaava	配方
kaava	圖案
kaava	格局
kaava	模式
ted	ted
tarinaa	動態
tarinaa	故事
putoaa	墜落
putoaa	瀑布
paine	壓力
paine	氣壓
paine	壓
ehdokkuuden	提名
ajasta	附表
uhka	威脅
uhka	威脅
tarinat	故事
tarinat	動態
virhe	錯誤
puita	樹
puita	樹木
korkeampi	較高
korkeampi	更高
itäinen	東
itäinen	東部
itäinen	東方
itäinen	東區
itäinen	東方
itäinen	東部
palvelun	服務
määrittelee	指定
määrittelee	界定
määrittelee	定義
milano	米蘭
senaatti	元老院
senaatti	參議院
vastata	回答
vastata	答
vastata	答案
vastata	回覆
mini	mini
mini	迷你
valtava	巨大
valtava	大規模
elin	屍體
elin	體
elin	身體
elin	器官
elin	風琴
väitetään	據稱
juice	汁
juice	果汁
kuuban	古巴
via	通過
via	經由
opas	指南
opas	指引
opas	嚮導
cbs	cbs
tulkita	詮釋
oslon	奧斯陸
sosiaalinen	社會
sosiaalinen	社交
puute	短缺
ohjeet	指令
ohjeet	指示
liity	加入
henkilökohtaisesti	親自
jäsenen	會員
jäsenen	成員
ukrainassa	烏克蘭
turner	turner
pablo	pablo
tulkinta	口譯
suunnitella	設計
suunnitella	計劃
suunnitella	計畫
kolmion	三角形
kolmion	三角
kolmion	三角形
kolmion	三角
tarkkaa	準確
tarkkaa	精確
afganistanin	阿富汗
palvelee	服務
aseiden	軍火
franklin	franklin
kommentoi	評論
minuutissa	分鐘
vaatimukset	要求
toyota	豐田
muodot	形狀
muodot	表格
muodot	格式
paikkakunta	城市
paikkakunta	市
paikkakunta	城
portti	門
portti	大門
portti	門戶
portti	埠
portti	港口
portti	港
portti	門戶
polttoaine	燃料
polttoaine	燃油
näytä	檢視
näytä	瀏覽
näytä	展示
näytä	顯示
näytä	show
grammaa	克
johtajat	董事
johtajat	管理者
johtajat	領導者
johtajat	領導人
retkikunta	探險
päivämäärä	日期
päivämäärä	約會
pysyvä	永久
politiikka	政策
politiikka	政治學
politiikka	政治
bass	低音
bass	bass
kiovan	基輔
normaalia	常態
normaalia	正常
yksilö	標本
yksilö	樣本
yksilö	個人
yksilö	個別
yksilö	個體
euro	歐元
powell	鮑威爾
kansi	覆蓋
kansi	封面
kansi	掩護
kansi	甲板
isaac	isaac
täysi	飽
täysi	完整
täysi	滿
venus	維納斯
venus	金星
samanlaisia	類似
samanlaisia	相似
pekingissä	北京市
pekingissä	北京
potilaan	病患
potilaan	患者
potilaan	病人
jalkapalloa	足球
jalkapalloa	足球
jalkapalloa	美式足球
jalkapalloa	橄欖球
kansalaisuus	國籍
kansalaisuus	公民權
tilasi	委託
tilasi	訂購
yhteyksiä	人脈
kädet	軍火
kädet	手
kädet	雙手
alkuperäiset	原件
alkuperäiset	原文
alkuperäiset	原件
alkuperäiset	原創
alkuperäiset	原始
alkuperäiset	原
tennis	網球
kolumbian	哥倫比亞
whl	whl
totuuden	真理
totuuden	事實
totuuden	真相
ympäröi	包圍
ympäröi	環繞
imperiumi	帝國
romania	羅馬尼亞
taiteilijat	藝術家
taiteilijat	藝人
toivottavasti	希望
toivottavasti	hope
vastaanotto	收據
vastaanotto	接待
vastaanotto	接收
vastaanotto	招待會
puinen	木質
puinen	木
puinen	木制
hallita	管理
hallita	主宰
pääasiallinen	主要
keskittyä	聚焦
keskittyä	重點
keskittyä	專注
keskittyä	焦點
tuntee	感覺
aiheet	主題
aiheet	題目
aiheet	議題
aiheet	專題
aiheet	主題
aiheet	科目
yksittäisten	個人
yksittäisten	個別
yksittäisten	個體
halkaisija	直徑
kissa	貓咪
kissa	貓
kissa	cat
kohteet	項目
kohteet	科目
kohteet	物體
kohteet	天體
kohteet	物件
kohteet	目標
kohteet	目的地
kohteet	航點
mielipiteitä	意見
empire	帝國
sri	sri
turnaukseen	錦標賽
verkon	淨
verkon	net
verkon	網
verkon	網路
verkon	網
teema	專題
teema	主題
pink	粉
pink	粉色
pink	粉紅色
pink	粉紅
tuomion	判斷
tuomion	判決
tuomion	判斷力
renkaat	輪胎
renkaat	輪胎
renkaat	環
renkaat	戒指
kelpaa	有效
opiskelijat	學生
kaksitoista	十二
salli	啟用
salli	允許
salli	容許
salli	許可
salli	許可證
sähköä	電力
sähköä	供電
sähköä	電
otsikko	頭條
otsikko	標題
otsikko	標題
teoriaa	理論
teoriaa	論
julkisuutta	宣傳
julkisuutta	公示
palvelu	服務
kodin	首頁
kodin	家
kodin	home
kodin	住家
ehdottaa	推薦
craig	craig
intiaanit	印地安人
yhdistetään	合併
yhdistetään	結合
yhdistetään	結合
yhdistetään	連結
helppoa	容易
helppoa	輕鬆
helppoa	簡單
asiantuntija	專家
asiantuntija	專家
arvion	估計
arvion	預估
ratkaista	解決
ratkaista	決斷
ratkaista	決心
ratkaista	解決
ratkaista	解
bändi	樂團
bändi	樂隊
marssi	三月
marssi	行軍
marssi	行進
ryhmiä	群組
ryhmiä	團體
kärsivät	受苦
kärsivät	苦難
kärsivät	痛苦
kärsivät	受苦
bayern	bayern
venetsian	威尼斯
wall	壁
wall	牆壁
wall	圍牆
wall	牆
kirjoitus	打字
kirjoitus	書寫
kirjoitus	寫入
kirjoitus	寫
kirjoitus	撰寫
kirjoitus	寫作
led	led
arkkitehtuurin	結構
arkkitehtuurin	架構
arkkitehtuurin	建築
pidempi	更高
kreikkalaiset	希臘文
kreikkalaiset	希臘
neitsyt	處女座
neitsyt	處女
käytetyt	使用
käytetyt	花費
point	角
point	點
joulu	聖誕
joulu	聖誕節
edge	邊緣
paeta	越獄
paeta	逃離
junat	火車
junat	列車
ellen	ellen
tietokone	計算機
tietokone	電腦
emi	惠美
emi	emi
justice	正義
justice	司法
opiskelija	學生
luoteis	西北
filosofiaa	哲學
filosofiaa	理念
kansas	堪薩斯
kansas	堪薩斯州
ace	ace
ace	王牌
cape	角
ward	ward
ward	病房
aseet	武器
aseet	兵器
aseet	槍支
aseet	槍械
aseet	軍火
sallittu	授權
sallittu	容許
sallittu	允許
sallittu	允許
sallittu	獲准
paroni	男爵
tiet	公路
tiet	道路
lakimies	律師
puuta	木
puuta	木材
puuta	wood
puuta	木頭
puuta	樹
puuta	樹木
taivas	天國
taivas	天堂
taivas	天空
taivas	sky
hart	hart
hart	芯
paikallisesti	當地
paikallisesti	本地
paikallisesti	當地
paikallisesti	局部
paikallisesti	本地
moskovaan	莫斯科
herättää	覺醒
kruunun	冠
kruunun	王冠
kruunun	皇冠
ehdokas	候選人
ehdokas	候選
transformers	變壓器
pakistanin	巴基斯坦
vaatia	索賠
vaatia	認領
vaatia	債權
rykmentti	團
rykmentti	兵團
metsästys	獵
metsästys	hunt
metsästys	狩獵
metsästys	獵
metsästys	狩獵
metsästys	打獵
tarvittiin	需要
indonesiassa	印度尼西亞
kiinalaiset	中文
kiinalaiset	漢語
kiinalaiset	華人
arkkitehtuuri	結構
arkkitehtuuri	架構
arkkitehtuuri	建築
oppilaat	學生
suunnitelmat	計劃
argus	argus
tehokas	有效
tehokas	高效
tehokas	有效率
algerian	阿爾及利亞
käytä	利用
käytä	使用
uraa	職業
elokuu	八月
elokuu	八月份
elokuu	八月
tapoja	禮儀
tapoja	禮貌
commons	commons
jose	jose
philippe	philippe
marcel	marcel
mallissa	模範
mallissa	示範
mallissa	模型
mallissa	型號
mallissa	模特兒
mallissa	樣板
mallissa	模板
sex	性別
sex	性愛
sex	性行為
sex	性
puheenjohtajan	主席
linux	linux
collins	collins
intiaan	印度
mitchell	mitchell
kannan	職位
kannan	位置
kannan	立場
kannan	股票
kannan	存貨
kannan	庫存
too	太
arvostettu	聲望
kevät	春
kevät	春秋
kevät	春天
kevät	彈簧
kevät	春季
suoraa	直接
ohje	教學
ohje	指令
ohje	指示
ohje	幫助
ohje	幫忙
ohje	指南
ohje	指引
ohje	嚮導
toimittaa	交付
veneen	船
veneen	船隻
veneen	艇
klassinen	古典
klassinen	經典
klassinen	古典
tallentaa	錄音
tallentaa	記錄
perun	秘魯
päättynyt	終結
päättynyt	結尾
päättynyt	結束
päättynyt	完成
päättynyt	過期
rautateiden	鐵路
rautateiden	鐵路
rautateiden	鐵道
rautateiden	鐵路
rautateiden	鐵道
arkeologinen	考古學
arkeologinen	考古
plus	加上
plus	加
perry	perry
crazy	瘋狂
crazy	瘋
crazy	瘋了
kommentteja	評論
kommentteja	意見
thrash	敲擊
egypti	埃及
sähkö	電力
sähkö	供電
sähkö	電
sähkö	電氣
sähkö	電氣
sähkö	電
sähkö	電動
vihollinen	敵軍
vihollinen	敵方
vihollinen	敵
vihollinen	敵人
sosiaalisen	社會
sosiaalisen	社交
sihteeri	秘書
veistos	雕塑
veistos	雕刻
virheitä	錯誤
virheitä	失誤
aikoja	時代
aikoja	times
aikoja	時報
hedelmiä	果實
hedelmiä	水果
hedelmiä	果
hedelmiä	果實
hedelmiä	水果
perinteisiä	傳統
kid	小孩
kommunistinen	共產主義
speed	速度
speed	速
kohoaa	沖天
voimia	力氣
voimia	強度
voimia	實力
voimia	力量
voimia	體力
voimia	權力
voimia	電力
voimia	電源
voimia	動力
voimia	權力
ida	lda
ida	ida
aikaisemmat	先前
dawn	dawn
dawn	拂曉
dawn	黎明
dawn	天亮
matkustaa	旅行
matkustaa	旅費
matkustaa	旅遊
matkustaa	旅行
matkustaa	旅行
matkustaa	旅遊
myy	賣
myy	出售
myy	銷售
myy	賣
setä	舅舅
setä	伯父
setä	叔叔
setä	阿叔
oslo	奧斯陸
raha	金錢
raha	錢
urheilija	運動員
yksiköt	各單位
yksiköt	單元
yksiköt	單位
opiskella	學習
opiskella	研究
opiskella	學習
metalli	金屬
metalli	金屬
saavutus	成就
saavutus	成就
saavutus	成績
liverpool	利物浦
väliaikaisesti	暫時
teko	假的
teko	虛假
teko	假冒
teko	假
havaita	偵測
björn	bjorn
elsa	elsa
ihon	肌膚
kilpailija	參賽者
kilpailija	對手
iran	伊朗
toukka	毛蟲
toukka	蛆
toukka	幼蟲
osallistuvat	參加
osallistuvat	參與
mit	麻省理工
mit	mit
cruz	cruz
autonominen	自主
tiheys	頻率
tiheys	密度
tilavuus	體積
tilavuus	音量
pavel	pavel
akatemia	學院
jupiterin	木星
kuiva	乾燥
kuiva	乾
seurat	俱樂部
seurat	梅花
yritettiin	未遂
yritettiin	企圖
miami	邁阿密
erän	批次
erän	分批
uskovat	信士
uskovat	信徒
gibson	gibson
pat	pat
spin	旋轉
vihdoin	終於
randy	randy
myöhempi	後來
myöhempi	稍後
myöhempi	以後
paksu	厚
paksu	厚厚
paksu	肥
paksu	脂肪
paksu	胖
studios	工作室
huomio	注意
huomio	注意力
luigi	luigi
riku	richie
benz	賓士
kasvua	成長
kasvua	增長
est	est
jonesin	jones
vapaus	自由
vapaus	自由
med	med
opera	opera
opera	歌劇
tyytyväinen	滿意
tyytyväinen	開心
tyytyväinen	快樂
tyytyväinen	高興
tyytyväinen	幸福
tyytyväinen	happy
siemeniä	種子
siemeniä	籽
siemeniä	種子
main	主要
aiemmat	先前
syvä	深
syvä	深層
saharan	撒哈拉
puolustaa	捍衛
puolustaa	保衛
puolustaa	捍衛
päämaja	總部
diplomi	文憑
saksaksi	德文
saksaksi	德語
vaalea	金髮
vaalea	淡
vaalea	蒼白
bird	伯德
bird	鳥
avaruus	太空
avaruus	空間
edustava	代表
etelän	南方
etelän	南部
fra	fra
monipuolinen	多才多藝
armenian	亞美尼亞
kongressin	國會
kisa	比賽
kisa	賽跑
kisa	種族
kisa	競賽
monacon	摩納哥
nelonen	四個
nelonen	四
nelonen	四名
lähempänä	更近
lähempänä	更近
meksiko	墨西哥
urheilijoita	運動員
lisäys	增加
lisäys	提高
lisäys	附件
uudistuksia	改革
nähtävyyksiä	景點
nähtävyyksiä	景點
nähtävyyksiä	觀光
väriä	色
väriä	彩色
väriä	顏色
väriä	色彩
väriä	彩色
väriä	顏色
väriä	色彩
channel	頻道
channel	海峽
channel	通道
rain	雨
rain	下雨
rain	雨水
trek	跋涉
grace	恩典
grace	grace
komedia	喜劇
arvoja	價值
arvoja	價值觀
arvoja	數值
arvoja	值
voittajan	勝者
voittajan	贏家
rauta	鋼鐵
rauta	鐵
voimakasta	強大
voimakasta	強國
voimakasta	激烈
voimakasta	密集
digitaalinen	數碼
digitaalinen	數位
murha	凶案
murha	凶殺案
murha	謀殺
murha	謀殺案
murha	謀殺罪
sisä	室內
ampuja	射手
homo	同性戀
homo	gay
santos	santos
neiti	miss
neiti	小姐
myspace	myspace
oikeustieteen	法律
ravinto	營養
ravinto	營養
kuuma	熱
kuuma	燙
kortin	卡
kortin	名片
kortin	紙牌
kortin	卡片
moderni	摩登
moderni	現代
moderni	近代
moderni	現代化
standard	標準
kehittyminen	演化
kehittyminen	演變
kehittyminen	進化
kehittyminen	演進
salaisuus	秘密
louise	louise
golf	高爾夫球
metsät	林子
metsät	樹林
metsät	森林
metsät	森林
aiempi	早先
aiempi	先前
aiempi	先前
kansalaisten	市民
kansalaisten	公民
korjattu	收穫
korjattu	固定
erinomainen	傑出
erinomainen	未決
valokuva	像片
valokuva	照片
valokuva	像片
valokuva	照片
kannen	覆蓋
kannen	封面
kannen	掩護
kannen	甲板
tulo	收入
hallintoa	施政
hallintoa	治理
erot	差異
erot	差異
erot	差額
erot	分歧
erot	差距
yhdistetyn	結合
ilmakehän	大氣
yhdisteitä	化合物
western	西方
western	西部
walt	walt
seikkailut	冒險
työntekijöiden	勞動者
työntekijöiden	工人
työntekijöiden	勞動者
työntekijöiden	工人
työntekijöiden	僱員
työntekijöiden	員工
telakka	船塢
telakka	碼頭
telakka	造船廠
telakka	船廠
telakka	院子
telakka	碼
telakka	庭院
unioni	聯盟
unioni	工會
kirkkojen	教會
kirkkojen	教堂
vihollisia	敵軍
vihollisia	敵方
vihollisia	敵
vihollisia	敵人
vihollisia	仇人
rannoilla	沙灘
rannoilla	海灘
juhla	節
juhla	節慶
juhla	節日
juhla	黨
juhla	政黨
juhla	宴會
juhla	派對
juhla	聚會
juhla	宴會
juhla	盛宴
juhla	慶典
juhla	慶祝
erä	項目
erä	批次
erä	分批
erä	圓
erä	輪
platinaa	鉑
platinaa	白金
malmin	礦石
käsittely	處理
käsittely	治療
käsittely	處理
käsittely	加工
kukkii	綻放
kukkii	盛開
pyöreä	圓
pyöreä	輪
pyöreä	環形
pyöreä	圓形
pyöreä	迴圈
oireyhtymä	症候群
järvien	湖泊
amy	amy
litraa	公升
litraa	公升
litraa	公升
avustuksella	協助
profeetta	先知
opus	opus
runo	詩
islam	伊斯蘭
islam	伊斯蘭教
sopivan	適合
sopivan	合適
ystäviä	朋友
ystäviä	好友
maltan	馬耳他
maltan	馬耳他
loppuu	末端
vastustaja	對手
syyt	理由
syyt	原因
syyt	起因
müller	müller
yhteydet	人脈
yhteydet	聯通
kritisoi	批評
saaja	受益人
saaja	收款人
saaja	收件人
saaja	收款人
sallittua	允許
clarke	clarke
kristittyjen	基督教徒
kristittyjen	基督徒
päivät	日子
päivät	天數
kulunut	磨損
tasaisesti	均勻
juoni	密謀
juoni	陰謀
juoni	劇情
für	für
laitteita	裝置
ohion	俄亥俄
ohion	俄亥俄州
vähä	小
vähä	低低
vähä	低
taloudellista	財務
taloudellista	金融
asetettu	設
asetettu	集
asetettu	設定
twilight	曙光
twilight	黃昏
stevens	stevens
ydin	核心
ydin	core
ydin	核心
laajempi	更寬
laajempi	廣義
laajempi	廣義
kysyä	問
mallina	模特
mallina	造型
jake	jake
vaikeasti	難以捉摸
gonzález	gonzalez
voimakkaita	強大
voimakkaita	強國
varsovan	華沙
täyden	飽
täyden	完整
täyden	滿
tiloja	持有
tiloja	控股
lukija	讀者
lukija	讀者
etenee	推進
tunteita	情感
tunteita	感情
tunteita	情緒
tunteita	情感
tunteita	感情
tunteita	情緒
tunteita	感受
tunteita	感情
myrsky	暴風
myrsky	風暴
myrsky	暴風雨
tiukasti	緊
tiukasti	嚴格
todellista	real
todellista	真實
vähäinen	未成年
aura	光環
rachel	rachel
perusteet	標準
wales	威爾斯
atlantic	大西洋
kestävä	耐用
kestävä	持久
taistelulaiva	戰艦
tehoa	功效
valley	河谷
valley	谷
valley	山谷
valley	谷地
pacific	太平洋
jessica	jessica
