the	az
certain	bizonyos
hit	ütés
hit	találat
minutes	perc
minutes	jegyzőkönyv
minutes	percek
spain	spanyolország
plays	játszik
whole	egészben
whole	egész
joseph	joseph
joseph	józsef
web	web
web	háló
web	webes
operations	műveletek
operations	üzemeltetés
function	függvény
function	funkció
louis	louis
louis	lajos
assembly	közgyűlés
assembly	gyűlés
assembly	szerelvény
queen	királynő
queen	queen
queen	dáma
queen	királyné
security	biztonsági
security	biztonság
ohio	ohio
jan	jan
operation	operáció
operation	művelet
operation	működés
operation	üzemeltetés
call	hívás
call	hívd
successful	sikeres
successful	sikeresen
legal	jogi
legal	legális
legal	törvényes
russia	oroszország
prince	herceg
prince	prince
jewish	zsidó
jewish	zsidók
staff	alkalmazottak
staff	személyzet
staff	munkatársak
establishments	létesítmények
goal	gól
goal	cél
towards	felé
agree	egyetértek
bad	bad
bad	rosz
bad	rossz
attendance	részvétel
attendance	jelenlét
populated	lakott
nature	jelleg
nature	természet
allowed	engedélyezett
allowed	engedélyezve
allowed	megengedett
captain	kapitány
mount	mount
mount	hegy
calculated	számított
calculated	kiszámított
structures	struktúrák
structures	szerkezetek
hard	nehéz
hard	kemény
saying	mondás
manager	menedzser
manager	vezető
manager	kezelő
manager	igazgató
earlier	korábban
earlier	korábbi
elections	választások
meet	találkozni
meet	találkozó
box	box
box	rovat
box	láda
box	doboz
lines	vonalak
lines	sorok
democratic	demokratikus
democratic	demokrata
success	sikeres
success	siker
associated	kapcsolódó
associated	társult
singles	egyéni
traditional	hagyományos
traditional	tradicionális
rest	pihenés
rest	többi
rest	pihenő
highway	főút
highway	országút
highway	autópálya
matter	számít
particularly	különösen
wide	széles
month	hónap
month	hónapja
care	gondoskodás
care	érdekel
admin	admin
admin	adminisztrátor
cultural	kulturális
commission	bizottság
commission	jutalék
commission	jutalékot
plan	terv
practice	gyakorlás
practice	edzés
practice	gyakorlat
command	parancsnokság
command	parancs
nomination	jelölés
nomination	jelölést
jersey	jersey
parties	bulik
parties	pártok
parties	felek
parties	partik
michigan	michigan
anyone	bárkinek
anyone	valaki
anyone	bárkit
anyone	bárki
overlaps	átfedések
approximately	megközelítőleg
approximately	hozzávetőleg
approximately	körülbelül
master	mester
noted	megjegyzendő
noted	megjegyeztem
usa	usa
feature	funkció
engine	hajtómű
engine	motor
response	reagálás
response	reakció
response	válasz
needed	kellett
needed	szükséges
illinois	illinois
experience	élmény
experience	tapasztalat
experience	tapasztalatok
experience	tapasztalattal
engineering	mérnöki
silver	silver
silver	ezüst
separate	különálló
separate	elkülönített
separate	külön
takes	veszi
secretary	titkárnő
secretary	titkár
dutch	holland
dutch	dutch
lee	lee
recording	felvétel
recording	rögzítés
prime	fővezér
prime	prime
prime	elsődleges
rules	szabályok
rules	szabály
rules	szabályzat
uploaded	feltöltött
trying	próbálom
youth	fiatalok
youth	ifjúsági
youth	fiatalság
youth	ifjúság
scotland	skócia
iii	iii
houses	házak
houses	házakat
heart	szívem
heart	szívvel
heart	szív
room	terem
room	szoba
stone	kő
stone	stone
deal	üzlet
deal	egyezség
deal	alku
drama	dráma
drama	drama
scores	pontszám
dead	halott
dead	halottak
key	kulcsfontosságú
key	key
key	kulcs
shot	lőtt
shot	lelőtték
shot	lövés
turn	fordulj
occupation	foglalkozása
occupation	megszállás
occupation	foglalkozás
scottish	skót
executive	végrehajtó
executive	ügyvezető
plant	üzem
plant	növény
promoted	hirdetett
villages	falvak
languages	nyelveket
languages	nyelvek
languages	nyelveken
internet	interneten
internet	internet
feel	érezd
feel	érzem
covered	fedett
covered	lefedett
covered	fedezett
covered	borított
merge	egyesülni
mostly	leginkább
mostly	főleg
mostly	főként
mostly	többnyire
numerous	számos
ancient	ősi
ancient	ős
ancient	ókori
attempt	kísérlet
attempt	próbálkozás
property	ingatlan
property	tulajdon
property	ingatlanok
property	tulajdonság
programs	programok
picture	képet
picture	kép
picture	fénykép
finally	végre
ships	hajók
fiction	kitaláció
fiction	fikció
looking	néz
looking	keresem
secondary	középfokú
secondary	másodlagos
nations	nemzetek
majority	többségi
majority	többség
edward	edward
annual	éves
annual	évente
digital	digitális
mission	misszió
mission	feladat
mission	küldetés
lived	élt
lived	lakott
lived	éltem
claim	követelés
claim	állítás
claim	igény
seat	ülést
seat	ülés
bbc	bbc
profile	adatlap
profile	profil
dance	dance
dance	tánc
dance	táncolj
dance	táncolni
prize	díj
prize	jutalom
prize	nyeremény
doing	csinál
georgia	grúzia
georgia	georgia
port	kikötők
port	kikötő
port	port
castle	vár
castle	várban
castle	castle
castle	kastély
pass	passz
transport	közlekedés
transport	fuvarozás
transport	szállítás
transport	közlekedési
organizations	szervezetek
ratio	arány
recently	nemrégiben
recently	nemrég
recently	mostanában
fall	esés
fall	őszi
fall	zuhanás
fall	ősszel
fall	ősz
global	globális
global	global
era	korszak
wing	szárnyat
wing	szárnya
wing	wing
wing	szárny
opinion	vélemény
opinion	véleményt
opinion	vélemények
commander	parancsnok
fort	erőd
fort	fort
effect	hatása
effect	hatás
effect	effektus
opening	megnyitás
opening	nyitás
opening	megnyitó
opening	nyitó
opening	nyílás
purpose	cél
winter	tél
winter	téli
winter	télen
congress	kongresszus
activities	tevékenységei
activities	tevékenységek
activities	tevékenység
met	találkozott
met	met
met	találkoztunk
met	találkoztam
income	jövedelem
income	bevétel
income	jövedelmek
income	bevételek
income	jövedelme
massachusetts	massachusetts
comes	jön
older	idősebbek
older	öregebb
older	idősebb
older	régebbi
peak	csúcs
lack	hiánya
lack	hiány
bass	bass
bass	basszus
super	super
super	szuper
complex	összetett
complex	komplex
academic	akadémiai
stars	csillagok
stars	sztárok
stars	csillag
accounts	számlák
accounts	fiókok
accounts	beszámoló
appearance	megjelenés
appearance	megjelenése
asian	ázsiai
asked	kérdezte
asked	kérdezett
asked	kérte
asked	kérdeztem
friends	barátokkal
friends	barátok
friends	barátaim
friends	ismerősök
financial	pénzügyi
entry	belépés
entry	belépő
entry	bejegyzés
asia	ázsiai
asia	ázsia
sense	érzék
sense	értelem
sense	értelme
actress	színésznő
map	térkép
map	térképet
intended	tervezett
intended	szándékolt
bishop	futó
bishop	bishop
bishop	püspök
boston	boston
boston	bostoni
boston	bostonban
rate	mérték
rate	kamatláb
rate	arány
literature	irodalom
forest	erdei
forest	erdő
forest	erdők
voice	hangja
voice	hang
jack	jack
justice	igazságszolgáltatás
justice	igazság
champion	bajnok
double	kettős
double	dupla
double	duplán
polish	lengyel
numbers	számok
columbia	kolumbia
columbia	columbia
temple	templom
temple	szentély
temple	temploma
temple	temple
defeated	legyőzte
defeated	legyőzött
administration	adminisztráció
administration	közigazgatás
administration	ügyintézés
administration	igazgatás
claims	állítások
claims	követelés
claims	követelések
claims	igények
jones	jones
parish	parish
israel	izraeli
israel	izrael
actors	szereplők
actors	színészek
sister	nővérem
nine	kilences
nine	kilenc
table	táblázat
table	asztali
table	tábla
table	asztal
pop	fater
pop	pop
newspaper	újság
friend	barát
friend	barátom
unknown	ismeretlenek
unknown	ismeretlen
winner	győztes
winner	nyertes
chart	diagram
initially	kezdetben
initially	eleinte
loss	veszteségek
loss	veszteség
sites	helyszínek
sites	oldalak
starting	kezdem
starting	kezdő
starting	kezdve
architecture	felépítés
architecture	építészet
relations	kapcsolatok
supported	támogatott
tracks	nyomok
tracks	nyomokat
tracks	sínek
contract	szerződéssel
contract	szerződés
face	arcát
face	arc
face	arca
directly	közvetlenül
spent	elköltött
spent	költött
spent	töltött
girl	kislány
girl	csaj
girl	lány
junior	junior
francisco	francisco
politics	politika
presented	bemutatott
mar	mar
volume	kötet
volume	térfogat
volume	mennyiség
volume	volumen
caused	előidézett
caused	okozta
caused	okozott
tom	tomi
tom	tom
flight	repülőút
flight	repülés
flight	járat
flight	repülési
candidate	tagjelölt
candidate	pályázó
candidate	jelölt
matches	gyufa
matches	egyezés
matches	egyezik
claimed	igényelt
claimed	állította
except	kivéve
oil	olaj
oil	kőolaj
oil	olajjal
oil	olajat
assistant	asszisztens
assistant	segéd
surface	felszín
surface	felület
surface	felszíni
regiment	ezred
stories	történetek
stories	történeteket
stories	mesék
stories	bejegyzések
represented	képviselt
represented	képviselte
speedy	fürge
weeks	hetekig
weeks	hetek
listing	jegyzékbe
allow	lehetővé
branch	branch
branch	ág
retired	visszavonult
retired	nyugdíjas
communities	közösségek
train	szerelvény
train	vonattal
train	vonaton
train	vonat
paper	papír
provides	nyújt
remains	megmarad
victoria	viktória
victoria	victoria
metal	metál
metal	metal
metal	fémek
metal	fém
wrong	rossz
wrong	helytelen
direct	közvetlen
direct	direct
direct	közvetlenül
direct	egyenes
frank	feri
frank	frank
miles	miles
miles	mérföld
blocked	letiltott
launched	elindított
launched	indított
mass	tömeges
mass	tömege
mass	mise
mass	tömeg
chairman	elnök
comedy	vígjáték
comedy	humor
comedy	komédia
relationship	kapcsolat
knowledge	tudás
knowledge	ismeretek
format	formátuma
format	formátum
creek	patak
creek	creek
meeting	gyűlés
meeting	találkozás
meeting	találkozó
meeting	megbeszélés
failed	elbukott
failed	sikertelen
officers	tisztek
draft	vázlat
draft	tervezetét
draft	huzat
draft	tervezet
goes	megy
fight	harc
fight	harcolni
figure	figura
figure	ábra
camp	camp
camp	tábor
ran	futott
ran	futottam
variety	fajta
owner	tulaj
owner	tulajdonos
owner	tulajdonosa
statistics	statisztika
statistics	statisztikák
raised	felemelt
raised	nevelt
raised	felvetett
raised	emelt
heavy	heavy
heavy	súlyos
heavy	nehéz
alexander	sándor
alexander	alexander
alone	egyedül
understand	értem
episodes	epizódjainak
episodes	epizódok
episodes	epizód
gives	ad
educational	oktatási
daily	naponta
daily	napi
williams	williams
latin	latin
latin	latinul
completely	teljesen
products	termékek
products	termék
products	termékeket
dark	sötét
religion	vallás
von	von
mind	elme
oppose	ellenzik
corps	hadtest
corps	alakulat
administrative	igazgatási
administrative	adminisztratív
cut	vágás
scott	scott
footballer	labdarúgó
footballer	focista
jean	jean
mayor	polgármester
pro	pro
pro	profi
beach	beach
beach	part
beach	tengerpart
beach	tengerparton
beach	strand
nearly	majdnem
leaving	elmegy
cast	öntött
cast	gipsz
territory	terület
territory	területe
write	írj
write	írni
write	írjon
towns	városok
forms	formák
forms	nyomtatvány
joe	joe
inside	belül
wanted	akartam
wanted	körözött
solid	tömör
solid	szilárd
individuals	magánszemélyek
individuals	egyének
authority	hatóság
projects	projektek
del	del
continue	folytasd
continue	folytatás
cost	költség
cost	költségek
drive	vezetni
drive	vezess
drive	meghajtó
notice	hirdetmény
notice	értesítés
notice	közlemény
notice	észre
johnson	johnson
forced	kényszer
forced	kényszerített
forced	erőltetett
looks	tűnik
reasons	okok
job	állás
job	meló
job	munka
photo	fényképek
photo	kép
photo	fénykép
photo	fotó
hope	remény
hope	remélem
log	napló
log	log
parents	szülei
parents	szülők
parents	szüleim
entered	bevitt
entered	belépett
entered	beléptem
entered	lépett
mike	mike
basic	alap
basic	alapvető
scientific	tudományos
amount	összeg
spring	tavaszi
spring	tavasz
oxford	oxford
kong	kong
opera	opera
opera	operát
tried	próbálta
tried	próbáltam
critical	kritikus
simple	egyszerű
simple	szimpla
founder	alapítója
founder	alapító
hong	hong
told	mondtam
husband	férje
husband	férjem
husband	férj
useful	hasznos
technical	műszaki
technical	technikai
necessary	szükségesek
necessary	szükséges
believed	hittem
believed	hitte
operated	működtetett
operated	üzemeltetett
mountains	hegység
mountains	hegyek
musicians	zenész
musicians	zenészek
hotel	szálloda
hotel	hotel
girls	csajok
girls	lányok
crew	legénység
crew	személyzet
boy	fiú
ontario	ontario
nation	nemzet
defense	védelem
defense	védekezés
defense	védelmi
wiki	wiki
champions	bajnokok
golden	golden
golden	arany
districts	körzetek
faith	hitem
faith	faith
faith	hit
faith	hittel
faith	hitet
racing	racing
mainly	főként
mainly	főleg
mainly	elsősorban
auto	auto
auto	automata
auto	automatikus
lives	él
lives	életek
swedish	svéd
swedish	svédország
hot	forró
hot	hot
hot	meleg
hot	dögös
entertainment	szórakozás
entertainment	entertainment
entertainment	szórakoztató
entertainment	szórakoztatás
net	háló
net	nettó
net	net
soccer	foci
soccer	futball
creation	létrehozása
creation	alkotás
creation	teremtés
product	termék
tower	tower
tower	torony
increased	fokozott
increased	emelkedett
increased	megnövelt
increased	megnőtt
increased	megnövekedett
increased	nőtt
votes	szavazatok
votes	szavazat
squadron	század
contemporary	kortárs
marriage	házasság
marriage	házasságot
questions	kérdés
questions	kérdéseket
questions	kérdések
naval	haditengerészeti
naval	tengerészeti
details	részletek
details	részleteket
forward	előre
memorial	megemlékezés
memorial	memorial
memorial	emlékmű
peace	béke
kept	tartott
kept	tartotta
kept	megtartotta
kept	megtartott
iran	iráni
iran	irán
korea	korea
korea	koreai
korea	koreából
analysis	elemzés
analysis	elemzések
analysis	analízis
winners	győztesek
winners	nyertesek
poor	szegény
poor	szegények
grade	fokozat
cricket	krikett
cricket	tücsök
judge	judge
judge	bíró
electric	villamos
electric	villany
electric	elektromos
exist	léteznek
exist	létezni
exist	létezik
corporation	corporation
brazil	brazília
chris	chris
beyond	túl
fifth	ötödik
increase	növekedés
increase	növelése
increase	emelkedés
increase	növelje
summary	összefoglaló
remaining	megmaradt
remaining	megmaradó
remaining	fennmaradó
statement	nyilatkozat
statement	nyilatkozata
statement	kimutatás
statement	állítás
statement	kijelentés
broadcast	közvetítés
broadcast	adás
piano	zongorát
piano	zongorán
piano	zongora
des	des
novels	regényeket
novels	regény
serving	felszolgáló
serving	szolgálni
hour	óra
moving	költözés
moving	mozgó
moving	mozog
resolution	állásfoglalás
resolution	határozat
resolution	felbontás
concept	elképzelés
concept	koncepció
concept	fogalom
alternative	alternatív
alternative	alternatíva
brothers	testvérek
attacks	támadások
attacks	támad
attacks	támadásokat
encyclopedia	enciklopédia
republican	republikánusok
republican	republikánus
representatives	képviselői
representatives	képviselők
politicians	politikusok
difficult	nehéz
difficult	bonyolult
ability	képesség
ability	képességek
studied	tanult
studied	tanultam
host	fogadó
host	házigazda
host	műsorvezető
wall	wall
wall	fali
wall	falat
wall	fal
immediately	azonnal
urban	városi
pakistan	pakisztán
pakistan	pakisztáni
marine	tengerész
marine	tengeri
marine	tengerészgyalogos
physical	fizikai
dec	dec
troops	katonák
troops	csapatok
interview	interjú
coming	jövök
coming	jön
semi	félig
suggest	javaslom
emperor	uralkodó
emperor	császár
letter	levélben
letter	betű
letter	levél
letter	levelet
letter	levele
couple	pár
duke	duke
duke	herceg
tell	mondd
gallery	galéria
gallery	galériában
follow	követni
follow	kövesd
windows	windows
windows	ablakok
windows	ablak
tree	fán
tree	fa
tree	fája
tree	fák
hits	találat
jazz	jazz
protection	védelmet
protection	védelme
protection	védelem
protection	oltalom
relevant	vonatkozó
relevant	releváns
relevant	relevánsak
relevant	lényeges
count	gróf
situation	szituáció
situation	helyzet
reviews	értékelések
reviews	vélemények
containing	tartalmazó
classical	klasszikus
offered	felajánlott
offered	kínált
offered	felkínált
offered	felajánlotta
lady	hölgy
netherlands	hollandia
netherlands	holland
reports	jelentések
reports	beszámolók
influence	befolyása
influence	befolyással
influence	befolyás
address	cím
address	címe
linear	lineáris
machine	gépezet
machine	gép
domain	domain
domain	tartomány
elements	elemei
elements	elemek
minnesota	minnesota
types	típusok
types	típusai
nov	nov
serve	szolgálni
sydney	sydney
ministry	minisztérium
blood	vér
blood	véres
blood	blood
distance	távolság
bottom	alul
bottom	alja
bottom	alsó
bottom	fenék
boys	fiuk
boys	fiúk
potential	potenciális
potential	lehetséges
potential	potenciál
potential	lehetőség
toronto	toronto
edited	szerkesztett
infantry	gyalogság
jun	jun
conflict	ütközés
conflict	konfliktusok
conflict	konfliktus
workers	dolgozók
workers	munkavállalók
workers	munkások
steve	steve
philadelphia	philadelphiában
philadelphia	philadelphia
philadelphia	philadelphiai
helped	segített
helped	segítettek
der	der
nationality	állampolgársága
nationality	állampolgárság
dispute	vitás
dispute	vita
dispute	jogvita
scene	jelenet
method	módszer
titles	címeket
titles	címek
berlin	berlin
berlin	berlinben
berlin	berlini
conditions	állapotok
conditions	feltételek
arms	karok
arms	fegyvert
arms	karokat
arms	kar
arms	fegyverek
races	races
races	versenyek
maybe	talán
discovered	felfedezte
discovered	felfedezett
iron	vas
iron	vasat
extended	meghosszabbított
extended	kiterjesztett
extended	kibővített
churches	templomok
positive	pozitívak
positive	pozitív
santa	mikulás
santa	santa
santa	télapó
nom	nom
imperial	birodalmi
imperial	császári
ball	bál
ball	labdát
ball	golyó
ball	labda
ball	ball
width	szélessége
width	szélesség
quickly	gyorsan
correct	helyes
correct	korrekt
responsible	felelősségteljes
responsible	felelős
indiana	indiana
soldiers	katonák
examples	példák
examples	példákat
examples	példa
korean	koreai
genre	műfaj
fish	halak
fish	hal
fish	halat
senate	szenátus
senate	szenátusi
effects	hatások
effects	hatásai
effects	hatás
gun	fegyver
gun	pisztoly
check	csekk
check	csekket
check	ellenőrzés
appearances	látszat
plans	tervek
renamed	átnevezték
reporting	adatszolgáltatás
reporting	jelentések
reporting	jelentés
reporting	jelenteni
sweden	svédország
heritage	örökség
tag	címke
tag	megjelölés
tag	tag
tag	megjelölése
primarily	elsődlegesen
primarily	elsősorban
doctor	orvos
leaders	vezetői
leaders	vezetők
lies	hazugság
lies	hazugságok
inc	inc
rivers	folyók
rivers	rivers
crime	bűnözés
crime	bűn
crime	bűntény
crime	bűncselekmény
crime	bűncselekmények
liberal	liberális
stand	állj
bob	bob
existing	meglévő
existing	meglevő
existing	létező
publishing	kiadás
publishing	kiadó
publishing	közzététel
industrial	ipari
answer	válasz
split	osztott
apr	apr
sex	szex
sex	sex
mixed	kevert
mixed	vegyes
mixed	keverve
personnel	személyzet
rail	sín
rail	vasút
rail	vasúti
premier	premier
approach	megközelítése
approach	megközelítés
wisconsin	wisconsin
sentence	ítélet
sentence	mondat
root	gyökér
standards	standardok
standards	előírások
standards	szabványok
comics	képregények
comics	képregény
comics	képregényeket
earned	kiérdemelte
miss	kisasszony
specifically	konkrétan
specifically	kifejezetten
specifically	kimondottan
horse	lovas
horse	ló
contributions	hozzájárulások
contributions	járulékok
contributions	hozzájárulás
contributions	járulék
wood	fa
wood	wood
wood	erdő
wood	fát
plants	üzemek
plants	növények
plants	növény
initial	kezdeti
origin	eredetű
origin	eredet
origin	eredete
origin	származás
environment	környezet
environment	környezetvédelem
pretty	csinos
rank	rang
rank	rangja
bus	busz
bus	autóbusz
bus	busszal
gas	benzin
gas	gáz
direction	irány
direction	irányba
guide	kalauz
guide	útmutató
resources	erőforrások
resources	erőforrás
resources	források
affairs	ügyi
accepted	elfogadva
accepted	elfogadott
accepted	elfogadta
animals	állat
animals	állatok
nor	sem
activity	tevékenységek
activity	tevékenység
activity	aktivitás
levels	szintek
levels	szint
laws	jogszabályok
laws	törvényeket
laws	törvények
jim	jim
creating	létrehozása
creating	létrehozva
cambridge	cambridge
composer	zeneszerző
remove	eltávolítás
remove	eltávolítása
agency	ügynökség
reserve	tartalék
reserve	tartalékot
atlantic	atlanti
supreme	legfőbb
supreme	legfelsőbb
weight	súlya
weight	súly
weight	testtömeg
weight	testsúly
weight	tömeg
fighting	harcok
fighting	harc
fighting	harcol
fighting	küzdelem
fighting	verekedés
fighting	harcolni
jackson	jackson
rose	rózsa
rose	rose
operating	működési
treatment	kezelés
treatment	kezelésre
treatment	kezelése
linked	kapcsolt
linked	kapcsolódott
linked	kapcsolódó
linked	összekapcsolt
andrew	andrás
andrew	andrew
trial	tárgyalás
expanded	bővült
expanded	kiterjesztett
expanded	kibővített
daniel	dániel
daniel	daniel
info	info
info	infó
info	információ
info	infók
info	információk
sciences	tudományok
fame	hírnév
everything	mindent
everything	minden
avenue	avenue
avenue	sugárút
travel	utazás
travel	utazások
travel	utazási
scale	mérleg
scale	skálán
scale	skála
break	szünet
break	törés
oregon	oregon
housing	elhelyezés
housing	lakás
housing	lakhatás
capacity	kapacitások
capacity	kapacitás
exchange	csere
actions	műveletek
actions	fellépések
actions	akciók
actions	intézkedések
actions	cselekvések
cited	idézett
cited	hivatkozott
typically	általában
typically	jellemzően
typically	tipikusan
settlement	megegyezés
settlement	elszámolási
settlement	rendezés
settlement	egyezség
settlement	település
settlement	elszámolás
agreement	megállapodás
agreement	egyetértés
agreement	megegyezés
agreement	egyezség
translation	fordítás
males	hímek
kansas	kansasi
kansas	kansas
managed	sikerült
bring	hozz
bring	hozd
charge	töltés
dedicated	elkötelezett
estate	birtok
nearby	közelben
nearby	közeli
residents	lakói
residents	lakók
residents	lakosok
piece	darabja
piece	darabka
piece	darab
growth	növekedés
trust	bizalom
applied	alkalmazták
drums	dob
drums	dobok
issued	kibocsátott
issued	kiadott
issued	kiadva
murder	gyilkosság
normal	szokásos
normal	normális
normal	normál
twenty	twenty
twenty	húsz
avoid	kerüld
avoid	elkerülése
tony	tony
norwegian	norvégia
norwegian	norvég
criteria	kritérium
criteria	szempontok
criteria	kritériumok
context	összefüggés
context	összefüggésben
suggested	ajánlott
suggested	javasolt
revolution	forradalom
fully	teljesen
wars	háborúk
aug	aug
leaves	levelek
advanced	fejlett
advanced	haladó
advanced	előrehaladott
distribution	terjesztés
distribution	eloszlás
distribution	elosztás
distribution	forgalmazási
distribution	elosztása
distribution	forgalmazás
medicine	orvosság
medicine	gyógyszert
medicine	gyógyszer
medicine	orvostudomány
garden	kert
garden	kertje
garden	garden
garden	kertben
reach	elérés
reach	elérése
reach	elérni
turkey	pulyka
turkey	törökország
females	nőstények
publications	kiadványok
impact	ütközés
impact	becsapódás
impact	hatás
impact	hatása
households	háztartás
households	háztartások
survey	felmérés
survey	felmérést
survey	felmérések
height	magassága
height	magasság
morning	reggel
morning	reggelt
honor	becsület
honor	megtiszteltetés
deep	mély
argument	érvelés
argument	érv
publication	kiadvány
publication	közzététel
arthur	artúr
arthur	arthur
elizabeth	erzsébet
elizabeth	elizabeth
worth	érdemes
worth	megéri
worth	worth
colorado	colorado
median	medián
maryland	maryland
falls	elesik
falls	vízesés
falls	falls
zone	övezet
zone	zóna
solo	szóló
solo	solo
solo	önálló
learning	tanulok
learning	tanul
learning	tanulás
pay	fizess
pay	fizetni
pay	fizet
pay	fizetés
choice	döntés
choice	választás
vol	vol
flag	zászló
flag	megjelölés
flag	lobogó
engineer	mérnök
cars	autókat
cars	autók
cars	kocsik
farm	farm
farm	gazdaság
wilson	wilson
principal	igazgató
acquired	megszerezte
acquired	beszerzett
acquired	szerzett
acquired	megszerzett
secret	titok
secret	titkos
poet	költő
build	építsünk
build	építeni
orchestra	zenekar
versions	változatok
fixed	rögzített
fixed	fix
fixed	rögzítve
efforts	erőfeszítéseket
efforts	erőfeszítés
efforts	erőfeszítések
documentary	dokumentumfilm
equipment	berendezés
equipment	berendezések
equipment	felszerelés
equipment	felszerelések
ray	ray
yellow	sárgák
yellow	sárga
guard	őr
pressure	nyomás
grant	grant
prison	börtön
prison	börtönben
freedom	szabadság
norway	norvégia
store	áruház
store	üzlet
store	bolt
taylor	taylor
quarter	negyedév
quarter	negyed
designated	kijelölt
independence	függetlenség
platform	platform
rome	róma
teacher	tanárnő
teacher	tanár
copy	másolat
copy	másolatot
effort	erőkifejtés
effort	erőfeszítés
effort	erőfeszítések
nuclear	nukleáris
pictures	képeket
pictures	képek
pictures	fényképek
models	modellek
models	modelleket
sep	sep
everyone	mindenki
everyone	mindenkinek
easily	könnyen
easily	könnyedén
description	megnevezés
description	leírása
description	leírás
institutions	intézmények
covers	borító
covers	takaró
facilities	létesítmények
target	célpont
target	cél
stack	stack
combined	együttesen
combined	együttes
combined	kombinált
bronze	bronz
programming	programozás
programming	programozási
sri	srí
railroad	vasút
unique	egyedülálló
unique	páratlan
unique	egyedi
defined	meghatározott
defined	meghatározva
ocean	óceán
ocean	ocean
cell	cella
cell	sejt
missouri	missouri
concert	koncert
concert	koncerten
improve	javítása
biography	életrajz
loan	hitel
loan	kölcsön
contact	kapcsolatfelvétel
contact	kapcsolattartó
contact	kontakt
contact	érintkezés
contact	kapcsolat
contact	kapcsolatba
holy	szent
tennessee	tennessee
sub	tengeralattjáró
safety	biztonsági
safety	biztonság
competed	versenyzett
stephen	stephen
stephen	istván
policies	politikák
painting	festés
painting	festmény
price	árak
price	ár
price	ára
mexican	mexikói
leadership	vezetői
leadership	vezetés
flying	repül
flying	repülés
flying	repülő
message	üzenetet
message	üzenet
municipal	önkormányzati
serious	komoly
serious	súlyos
headquarters	főhadiszállás
headquarters	székhely
officially	hivatalosan
cemetery	temetőben
cemetery	temető
memory	memória
memory	emlék
memory	emlékezet
memory	emlékek
fields	mezőket
fields	mezők
fields	fields
fields	földek
fields	mező
generation	nemzedék
generation	generáció
join	csatlakozz
join	csatlakozás
copies	másolatot
copies	másolatok
copies	példányok
finals	döntő
finals	vizsgák
fox	róka
fox	fox
continues	folytatódik
representative	reprezentatív
representative	képviselő
destroyed	megsemmisült
destroyed	elpusztult
destroyed	elpusztította
feet	lábak
feet	láb
guy	fickó
guy	guy
guy	pasi
guy	srác
revealed	felfedte
organized	rendezett
organized	szervezett
serves	szolgálja
serves	szolgál
conservative	konzervatívok
conservative	konzervatív
share	részesedése
share	megosztás
share	részesedés
maria	mária
maria	maria
disease	betegségek
disease	betegség
disease	megbetegedés
sections	szakaszok
sections	szelvény
philosophy	filozófia
ways	módok
arrived	megérkezett
arrived	megérkeztek
divided	osztva
divided	megosztott
divided	megosztva
floor	emelet
floor	padló
labour	munkaügyi
labour	munkaerő
logo	logó
meets	megfelel
yard	yard
yard	hajógyár
yard	udvaron
yard	udvar
cancer	rákos
cancer	rák
offer	ajánlat
offer	ajánlatot
tax	adó
tax	adózás
tax	adók
expected	várt
expected	várható
traffic	közlekedés
traffic	forgalom
traffic	dugó
concerns	aggályok
concerns	aggodalmak
graduated	végzett
guest	vendég
jews	zsidók
formation	formáció
formation	alakzat
economy	gazdaság
economy	gazdaságos
storm	vihar
mile	mérföld
protected	védett
bowl	tál
bowl	bowl
letters	leveleket
letters	betűk
letters	levelek
providing	nyújtó
begins	kezdődik
classic	klasszikus
classic	classic
damage	kár
damage	károsodás
damage	kárt
damage	sérülés
harry	harry
offers	ajánlatok
offers	kínál
offers	ajánlat
offers	ajánlatokat
davis	davis
challenge	kihívás
views	megtekintés
marked	jelölt
marked	megjelöltek
marked	megjelölt
marked	megjelölve
allows	megengedi
density	sűrűség
density	sűrűsége
literary	irodalmi
htm	htm
ben	ben
transportation	közlekedés
transportation	szállítás
transportation	szállítást
kentucky	kentucky
sales	eladások
sales	eladás
sales	értékesítés
sales	értékesítési
fleet	flotta
supporting	támogatása
supporting	támogató
captured	elfogott
captured	elfogták
extra	extra
recognized	felismert
recognized	elismert
arizona	arizona
arizona	arizonai
arizona	arizonában
compared	összehasonlítva
compared	képest
theme	téma
francis	feri
francis	francis
francis	ferenc
moscow	moszkvai
moscow	moszkvában
moscow	moszkva
interested	érdeklődő
interested	érdekel
interested	érdekelt
interested	érdekelne
interested	érdeklődni
heard	hallott
heard	hallottam
behavior	viselkedése
behavior	magatartás
behavior	viselkedés
transferred	átadott
environmental	környezetvédelmi
environmental	környezet
environmental	környezeti
blank	üres
blank	üresen
musician	zenész
starring	szereplők
starring	főszereplő
starring	főszerepben
assigned	hozzárendelve
assigned	kijelölt
seats	ülések
seats	ülés
tennis	tenisz
display	kijelző
display	megjelenítés
display	megjelenítési
convention	egyezmény
convention	konvent
ring	gyűrűt
ring	gyűrűvel
ring	ring
ring	gyűrű
ring	gyűrűs
joint	ízületi
joint	joint
joint	együttes
joint	közös
brian	brian
deputy	helyettes
deputy	megbízott
planned	tervezett
planned	megtervezett
universities	egyetemek
yards	hajógyárak
communist	kommunisták
communist	kommunista
agent	ügynök
difference	különbség
animal	állati
animal	állatok
animal	állat
czech	csehország
czech	cseh
positions	pozíciók
positions	pozíció
exactly	pontosan
stay	maradj
