han	han
farver	spalvos
farver	dažai
farver	dažikliai
farver	spalvų
farver	spalva
farver	spalvos
farver	spalvų
farver	spalva
stærke	stiprūs
stærke	tvirtas
stærke	stipri
stærke	stiprus
emil	emilis
ydre	išorinis
webside	svetainė
vækst	augimas
vækst	augimo
arena	arena
mesterskab	čempionatas
mesterskab	čempionato
karen	karen
indledende	įvadinė
indledende	įvadinis
indledende	išankstinis
udvalg	komitetai
kærlighed	myliu
kærlighed	meile
kærlighed	meilės
kærlighed	meilė
opgaver	uždaviniai
opgaver	užduotys
opgaver	pareigas
gården	kieme
opfattelse	suvokimo
opfattelse	suvokimas
opfattelse	supratimas
ringe	vadina
ringe	žiedas
ringe	žiedai
professionelle	specialistams
professionelle	profesionalai
professionelle	profesinės
professionelle	profesionalus
sikkert	tikriausiai
sikkert	greičiausiai
koncerter	koncertai
jøder	žydų
jøder	žydai
rasmus	rasmus
flertal	daugiskaita
leje	nuoma
leje	nuoma
leje	nuoma
leje	nuomos
leje	nuoma
pladser	sėdynės
pladser	vietų
varer	prekės
politiet	policija
politiet	policininkai
politiet	policija
politiet	policijos
grønne	žalia
teknisk	techninių
undersøgelser	tyrimai
undersøgelser	tyrimus
undersøgelser	tyrimai
undersøgelser	tyrimus
burde	turėtų
forbund	aljanso
forbund	federacija
forbund	federacijos
forbund	konfederacija
forbund	konfederacijos
starter	starto
masse	masė
masse	masės
revolution	revoliucijos
revolution	revoliucija
youtube	youtube
claus	klausas
kanoner	ginklus
kanoner	ginklų
kanoner	ginklai
populær	dažniausi
studerende	studentų
studerende	studentė
studerende	studentas
tekster	tekstai
tekster	tekstus
tekster	tekstai
kloster	vienuolyno
kloster	vienuolynas
kloster	abi
asien	azija
kinesisk	kinų
kinesisk	kinijos
kinesisk	kinas
filosofi	filosofijos
filosofi	filosofija
war	karas
war	karo
war	karui
pige	mergaite
pige	mergaitė
pige	mergina
pige	merga
alfred	alfredas
veje	keliai
efterfølger	įpėdinis
linjer	eilutės
linjer	linijos
ønske	troškimas
ønske	noras
ønske	norinčios
ønske	norintiems
jackson	jackson
måder	būdais
mads	mads
forsøger	stengiasi
forsøger	bando
ophold	gyventi
google	google
charlotte	šarlotė
bro	tilto
bro	tiltas
kinesiske	kinų
kinesiske	kinijos
kinesiske	kinas
champions	čempionai
egenskaber	charakteristikos
egenskaber	ypatumai
egenskaber	savybės
egenskaber	ypatybės
egenskaber	požymiai
teori	teorijos
teori	teorija
ankom	atvyko
egypten	egipte
egypten	egipto
egypten	egiptas
kraftigt	stiprūs
kraftigt	tvirtas
kraftigt	stipri
kraftigt	stiprus
kraftigt	galingas
kraftigt	galinga
kraftigt	galingi
kraftigt	energingai
jødiske	žydų
midtjylland	midtjylland
drift	eksploatavimas
drift	veikimas
drift	operacija
mesterskabet	čempionatas
mesterskabet	čempionato
vokser	auga
vokser	vaškas
vokser	vaškai
vokser	auga
vokser	augti
mad	maistas
real	tikras
kysten	kranto
kysten	krantas
skoler	mokykla
deltager	dalyvio
deltager	dalyvis
deltager	dalyvauja
deltager	dalyvaujančios
frit	laisvai
repræsenteret	sudarė
designet	suprojektuoti
designet	suprojektuotos
designet	suprojektuota
designet	suprojektuotas
designet	gaminamos
sygdom	ligos
sygdom	ligos
sygdom	liga
brigade	brigada
argentina	argentinoje
argentina	argentina
argentina	argentinos
procent	procentas
lag	sluoksniai
lag	vvg
klassisk	klasikinio
klassisk	klasikinis
gennemført	atliktas
gennemført	baigtos
tyrkiet	turkiją
tyrkiet	turkija
tyrkiet	turkijos
ligaen	lygos
ligaen	lyga
serier	serija
serier	serijos
pave	popiežius
hellige	šventa
hellige	švento
fort	tvirtovė
ægtefælle	sutuoktinis
tilsyneladende	matyt
tilsyneladende	matomos
ferdinand	ferdinandas
udgivelse	leidyba
udgivelse	leidybos
organisationen	įstaiga
organisationen	organizacija
bil	automobilių
opmærksomhed	dėmesį
opmærksomhed	dėmesio
transport	transportas
gade	gatvė
gade	gatvės
køre	vykdyti
køre	vykdymo
væsentlig	esminius
væsentlig	esminis
gaden	gatvė
gaden	gatvės
gymnasium	gimnazija
premiere	premjera
forskel	skirtumas
koncert	concerto
koncert	koncerto
koncert	koncertas
svar	atsakymai
svar	atsakymai
svar	atsakymas
svar	atsakyti
svar	atsakymas
svar	atsakyti
svar	atsakymai
svar	atsakymą
green	žalia
sachsen	sachsen
sachsen	saksonijos
rigtig	tikras
gård	farm
rowspan	rowspan
publikum	minia
hav	jūra
hav	jūros
hav	vandenynas
effekt	veiksmingumas
effekt	veiksmingumo
effekt	efektyvumas
effekt	galios
effekt	galia
kanalen	kanalas
repræsenterede	sudarė
kæmpe	didžiuliai
kæmpe	milžiniškas
kæmpe	didžiulė
kæmpe	dideles
kæmpe	didžiulis
kæmpe	giant
kæmpe	kovoti
lejlighed	buto
lejlighed	butas
lejlighed	bute
slet	ištrinti
nødvendigt	būtinas
bragte	atnešė
julius	julius
jernbane	geležinkelis
jernbane	geležinkelis
jernbane	geležinkelių
jernbane	geležinkeliai
barcelona	barselonoje
originale	originalai
stoffer	narkotikai
menneske	žmonijos
menneske	žmogaus
menneske	žmogus
tvunget	priverstinis
grundlagde	įkurta
blomster	gėlės
digter	poetas
lader	leido
bronze	bronza
christopher	christopher
anerkendt	pripažintos
fuldt	pilnas
fuldt	visu
bladet	lapą
bladet	žurnalas
tradition	tradicijos
tradition	tradicijomis
tradition	tradicija
tradition	tradicijų
ring	žiedas
ring	vadina
modeller	modelių
modeller	modeliai
åben	atverti
stjerner	žvaigždžių
dør	mirti
dør	durys
dør	durų
dør	mirti
dør	miršta
dør	miršta
ske	šaukštu
dømt	nuteistas
dømt	pasmerktas
opdaget	atrado
opdaget	aptikta
brand	ugnies
brand	gaisro
brand	gaisras
brand	ugnis
fløj	išskrido
preussen	prūsija
begivenheder	renginiai
begivenheder	įvykiai
begivenheder	įvykių
bjørn	bjørn
bjørn	bjorn
bjørn	matas
nærmere	arčiau
nærmere	išsamiai
undervisning	mokymo
undervisning	mokymas
undervisning	švietimas
undervisning	išsilavinimas
kæmpede	kovojo
skade	traumos
skade	žala
skade	trauma
skade	žalos
skade	sužalojimas
skade	žala
skade	žalos
hundrede	šimtai
nationalyears	nationalyears
amsterdam	amsterdamo
fremme	skatinimas
fremme	propagavimas
fremme	skatinimo
fremme	skatinti
udsat	atidėta
udsat	atidėtas
udsat	atidėtas
udsat	atidėta
muligheder	galimybės
association	asociacijos
association	asociacija
jylland	jutlandijos
ungdom	jaunimo
ungdom	jaunimas
vinteren	žiemos
vinteren	žiemą
vinteren	ziema
vinteren	žiema
sikkerhed	saugos
sikkerhed	sauga
perioder	laikotarpius
perioder	laikotarpiai
virkeligheden	tikrovė
virkeligheden	realybe
virkeligheden	realybės
virkeligheden	realybė
indiske	indas
indiske	indijos
force	force
varme	karštis
varme	šiluma
varme	šiluminė
varme	šilumos
varme	šiltas
varme	šilta
varme	šiltai
varme	šiltos
varme	karšti
varme	karšto
varme	karšta
varme	karštas
tag	stogas
tag	stogo
oversigt	apžvalga
hårdt	kieta
kalder	ragina
oprør	maišto
træer	medžiai
døden	mirtis
døden	mirties
geografisk	geografiniai
geografisk	geografinis
geografisk	geografinė
fange	kalinys
fange	sugavimo
fange	surinkimo
besøg	aplankyti
besøg	vizitai
besøg	apsilankymai
provins	provincija
stof	medžiaga
ukraine	ukrainoje
ukraine	ukraina
leve	gyventi
leve	gyvenimo
leve	gyvos
leve	gyva
leve	live
leve	gyvi
leve	gyventi
leve	gyvos
mulige	įmanoma
automatisk	auto
automatisk	automatinė
mine	mano
fyr	ugnies
fyr	gaisro
fyr	gaisras
fyr	ugnis
fyr	vyrukas
fyr	vaikinas
fyr	kis
fyr	seni
fyr	bičas
fyr	švyturio
fyr	švyturys
chicago	čikagos
metode	metodologija
metode	metodika
metode	metodas
dsb	dsb
anlæg	gamykla
anlæg	augaliniai
anlæg	augalas
anlæg	augalų
anlæg	įrenginio
anlæg	diegimas
anlæg	įrenginys
anlæg	įrengimas
anlæg	montavimas
anlæg	įrenginiai
anlæg	įrengimai
british	britanijos
british	britai
british	britų
fugle	paukščiai
hospital	ligoninė
hospital	ligoninės
alliance	aljanso
poulsen	poulsen
last	krovinys
involveret	dalyvavo
flensborg	flensburgas
bill	bilas
arrangeret	organizuotu
fifa	fifa
luften	oro
luften	oras
lyd	garsas
passagerer	keleivis
passagerer	keleivinis
schmidt	schmidt
regiment	pulkas
regiment	pulką
kraftig	sunkus
kraftig	galinga
kraftig	stiprūs
kraftig	tvirtas
kraftig	stipri
kraftig	stiprus
civile	civilinė
civile	civilinės
civile	civilinis
civile	civilių
civile	civiliai
fortsætte	tęsti
caroline	karolina
forbindelser	junginiai
bang	bang
besøgte	lankėsi
grøn	žalia
orkester	orkestras
tønder	būgnai
rekord	rekordas
modtager	gavimo
modtager	gavėjas
modtager	gavėjas
modtager	imtuvas
hel	hel
elev	mokinių
elev	mokinys
elev	studentų
elev	studentė
elev	studentas
medicin	vaistas
army	armijos
army	kariuomenė
army	armija
mia	mia
køge	køge
minder	primena
minder	prisiminimai
minder	pasirodo
broen	tilto
broen	tiltas
bjerg	kalnų
bjerg	kalnas
ford	ford
talte	kalbėjo
talte	kalbėjo
talte	kalbėjo
times	kartus
litauen	lietuva
skive	diskai
skive	diskas
skive	disko
kunstner	atlikėjas
like	lyg
like	kaip
flod	upės
flod	upė
skaber	sujungimo
lord	viešpatie
dobbelt	dvigubos
dobbelt	dvigubas
landkort	žemėlapiai
gennembrud	proveržio
landsbyer	kaimų
landsbyer	kaimai
dan	dan
net	grynasis
net	grynoji
net	grynosios
net	grynieji
net	tinklai
net	tinklai
net	tinklų
gule	geltona
vender	sukasi
teatret	teatras
teatret	teatro
teatret	teatre
teatret	teatras
teatret	teatro
teatret	teatre
fredet	saugomų
franz	franz
øjne	akimis
øjne	akys
øjne	akis
øjne	akies
øjne	akių
øjne	akis
øjne	eye
afviklet	išmontuoti
afviklet	likviduota
udstyr	įrangos
udstyr	įranga
kommende	ateitis
samfundet	visuomenė
kandidat	kandidatas
kandidat	kandidatės
åbent	atverti
match	atitinka
deltaget	dalyvavo
forsvaret	gynyba
forsvaret	gynybos
forsvaret	gynyba
forsvaret	gynybos
krævede	reikalavo
vinter	žiemos
vinter	žiemą
vinter	ziema
vinter	žiema
amager	amager
helst	pageidautina
bob	bobas
bob	bob
fremstilling	gamyba
fremstilling	gamyba
fremstilling	gamybos
fremstilling	gamyba
skuespillerinde	aktorė
tvivl	abejonės
tvivl	abejonės
tvivl	abejonių
wrestling	imtynių
varede	truko
mytologi	mitologija
old	senas
drev	vykdo
mandlige	patinas
mandlige	patinų
mandlige	vyrai
mandlige	vyras
kræfter	jėgos
kræfter	pajėgos
beskytte	apsaugoti
amtet	apskritis
lukkede	uždaryta
lukkede	uždara
sejre	pergalių
studiet	studijoje
studiet	studija
studiet	studio
studiet	studijos
strand	beach
maleri	dažymas
stjerne	žvaigždės
stjerne	žvaigždė
stjerne	star
eksisterer	egzistuoti
fisk	žuvys
fisk	žuvis
fisk	žuvys
fisk	žuvų
distrikt	rajonas
evne	gebėjimas
evne	gebėjimą
evne	geba
købt	perkami
købt	įsigytas
købt	pirktas
købt	nupirkti
købt	įsigyta
købt	nusipirko
traditionelt	tradicinės
traditionelt	tradiciniai
traditionelt	tradicinė
udgaver	versijos
udgaver	versijų
teknik	technika
versioner	versijos
versioner	versijų
opslag	postų
opslag	pareigybės
opslag	įrašai
arkitektur	architektūra
lig	kūno
lig	kūnas
lig	lavonas
lig	įstaigų
lig	organai
lig	kūnai
administration	administravimas
debat	diskusijos
debat	aptarimas
debat	diskusija
debat	diskusijos
debat	debatai
debat	diskusijos
debat	debatai
debat	diskusijas
luft	oro
luft	oras
kurt	kurtas
elizabeth	elizabet
strækker	lipa
strækker	siekiu
evner	gebėjimas
evner	gebėjimą
evner	gebėjimai
virkelig	tikras
virkelig	tikrai
virkelig	išties
virkelig	tikrai
lettere	lengvesnis
philip	philip
magnus	magnus
erobrede	užkariavo
jazz	džiazo
betydeligt	gerokai
society	visuomenė
figur	diagrama
bredt	platus
bredt	plati
fysisk	fiziškai
figurer	žemėlapiai
tak	dėkui
tak	ačiū
midler	ištekliai
midler	išteklių
voksne	suaugusieji
voksne	suaugusieji
voksne	suaugusiems
voksne	suaugusiųjų
formel	formulę
formel	formulės
formel	formulė
begreb	sąvoka
salg	pardavimai
salg	pardavimas
salg	parduotas
øje	akies
øje	akių
øje	akis
øje	eye
specielle	specialių
byerne	miestai
turnering	turnyras
turnering	turnyro
east	rytų
endelige	galutiniai
endelige	galutinis
endelige	galutinė
endelige	finalas
premier	premjerą
hurtig	greitas
hurtig	greita
hurtig	greitai
hurtig	greitas
hurtig	greitas
hurtig	greita
hurtig	greiti
hurtig	greitai
hurtig	greit
hurtig	greitai
guvernør	reguliatorius
guvernør	gubernatorius
kroppen	kūno
kroppen	kūnas
støtter	rėmėjų
angribe	puola
tårnet	bokštas
tårnet	bokšte
true	grėsmę
true	tiesa
true	tikra
olie	naftos
olie	alyva
olie	aliejus
olie	aliejai
olie	aliejus
olie	alyvos
klare	rankena
klare	tvarkyti
hovedet	galvos
tegninger	piešiniai
tegninger	brėžiniai
golf	golfo
symbol	simbolis
symbol	pulkininkas
müller	müller
müller	muller
bergen	bergeno
familier	šeimų
manden	vyru
manden	vyras
manden	žmogus
bydel	borough
brøndby	brøndby
copenhagen	kopenhagos
copenhagen	kopenhaga
variant	variantai
variant	variantas
walter	walter
amerika	amerikoje
amerika	amerika
amerika	amerikos
skader	traumos
skader	žala
skader	trauma
skader	žalos
skader	sužalojimas
skader	žala
skader	žalos
skader	sužalojimai
letland	latvija
købe	pirkti
skønt	puikiai
skønt	puiku
skønt	puiki
skønt	nors
karrieren	karjera
karrieren	karjeros
bbc	bbc
populært	dažniausi
udsendt	dislokuoti
gul	geltona
slette	ištrinti
rand	rand
taylor	taylor
demokratiske	demokratinė
demokratiske	demokratinis
demokratiske	demokratinės
demokratiske	demokratinėje
norden	skandinavijos
norden	šiaurės
personlig	asmeninis
jyske	jutlandijos
opdagede	atrado
opdagede	aptikta
hjemsted	sėdynės
hjemsted	sėdynė
sand	smėlis
sand	smėlio
sand	smėlis
sand	tiesa
sand	tikra
stykker	dalys
stykker	gabaliukai
stykker	gabalai
naturen	pobūdžio
naturen	gamta
naturen	prigimtis
forskere	mokslininkai
forskere	mokslininkų
forskere	tyrėjai
forskere	mokslininkai
dårligt	blogai
dårligt	blogai
dårligt	bloga
dårligt	blogas
dårligt	blogi
dårligt	prastai
ansvar	įsipareigojimas
ansvar	atsakomybė
ansvar	atsakomybė
ansvar	pareigos
ansvar	atsakomybė
mennesket	vyru
mennesket	vyras
mennesket	žmogus
litterære	literatūros
victoria	viktorija
månekrater	krateris
ledere	laidininkai
ledere	valdytojai
ledere	vadovai
radikale	radikalų
beskyttelse	apsauga
beskyttelse	apsaugos
ishockey	ritulio
naturligt	natūraliai
naturligt	natūralu
carolina	karolina
interesser	interesus
hits	variantų
herre	viešpatie
herre	kapitonas
rødder	šaknis
rødder	šaknys
rødder	šaknų
rødder	šakniavaisiai
drama	drama
drama	dramos
phil	filai
kirsten	kirsten
ændring	pakeitimas
undtagelse	atleidimas
undtagelse	nukrypimas
francisco	francisco
francisco	franciskas
tilføjet	pridėtinės
bay	įlanka
sur	pikta
sur	pikti
sur	piktas
sur	sure
eng	pieva
eng	ganykla
eng	eng
kampvogne	tankus
kampvogne	tankai
hastighed	greitis
hastighed	greitis
hastighed	greičio
udpeget	paskirtas
port	vartų
port	vartai
disciplin	disciplinos
disciplin	drausmė
disciplin	disciplina
hoved	galvos
piger	mergaitės
piger	mergaites
piger	merginos
skilt	išsiskyrė
praktisk	būsimiems
musikere	muzikantai
stillinger	pozicijas
stillinger	postų
stillinger	pareigybės
stillinger	įrašai
tårn	bokštas
tårn	bokšte
tårn	bokštas
tårn	bokštą
yngste	jauniausias
brødre	brolių
brødre	brothers
brødre	broliai
brede	platus
brede	plati
brede	platus
driver	vairuotojo
driver	mašinistas
driver	vairuotojas
forkortet	sutrumpintas
oxford	oksfordo
funktioner	funkcionalumas
funktioner	ypatumai
funktioner	savybės
marked	rinka
hektar	akras
hektar	hektarų
holdning	laikysena
tons	tonos
tons	tonų
tons	tonomis
briterne	britanijos
briterne	britai
briterne	britų
ein	ein
søer	ežerai
søer	ežerų
korrekt	tikslios
korrekt	tikslūs
irak	irakas
trafik	eismas
kyst	kranto
kyst	krantas
vinderen	laimėtojas
aften	vakaras
aften	vakaro
aften	vakare
samle	renkasi
samle	surinkti
wwe	wwe
invasion	invazija
såret	sužeista
såret	sužeistas
såret	žaizda
såret	žaizdos
blanding	maišymo
blanding	mix
blanding	mišinys
blanding	maišymo
rejst	keliavo
associerede	associates
dominerende	dominuojančių
napoleon	napoleonas
storm	audros
storm	audra
stationer	stotys
skoven	miškas
skoven	miško
skoven	miškas
joachim	joachim
hollywood	holivudo
estland	estijos
estland	estija
sent	vėlai
historiker	istorikas
udseende	atrodo
tryk	spaudos
tryk	slėgis
tryk	slėgio
tryk	spausdinti
tryk	tap
samlinger	agentūrų
samlinger	susirinkimai
samlinger	susitikimai
samlinger	posėdžiai
samlinger	kolekcijos
dna	dnr
skyld	kaltinti
skyld	kaltė
skyld	kaltė
skyld	kaltę
flemming	fleming
ære	garbės
ære	garbė
ære	garbės
ære	garbė
ære	šlovės
ære	garbė
sea	jūra
sea	jūros
holstein	holstein
sproget	kalbos
sproget	kalba
admiral	admirolas
fag	prekiauja
tanker	mintimis
tanker	mintys
finn	aptikti
markedet	rinka
edvard	edvard
victor	viktoras
holdene	komandos
holdene	komandas
lake	ežeras
skud	kadras
wcw	wcw
valign	valign
moltke	moltke
forum	forumas
forum	forum
kritisk	esminė
kritisk	kritiškai
disney	disney
volkswagen	volkswagen
freden	taikos
freden	taikai
freden	fredas
freden	taika
tokyo	tokijo
ejendom	savybė
ejendom	turtas
ejendom	nuosavybė
drives	valdomi
prøve	mėginys
prøve	bandinys
prøve	mėginio
prøve	ėminys
prøve	bandymo
prøve	bandomoji
prøve	bandymas
jonas	jonas
spredt	pasklidus
forsvandt	dingo
eurovision	eurovizijos
metoder	metodai
bjerge	kalnai
bjerge	kalnuose
afslutning	uždarymo
afslutning	uždarymas
afslutning	užbaigimo
historier	aprašymai
historier	istorijų
ove	ove
kæreste	mergina
kæreste	brangiausia
kæreste	brangiausias
kæreste	vaikinas
videnskab	mokslas
videnskab	mokslo
afsluttet	atliktas
afsluttet	baigtos
afsluttet	pasibaigė
lyder	skamba
lyder	garsus
lyder	garsai
jerusalem	jeruzalės
computer	kompiuteris
computer	darbastalio
netværk	tinklų
netværk	tinklai
netværk	tinklų
johansen	johansen
skudt	kadras
butikker	parduotuvės
butikker	parduotuvėse
butikker	parduotuvės
butikker	parduotuvėse
hævdede	teigė
personligt	asmeninis
passer	passer
passer	tinka
kommunistiske	komunistų
kommunistiske	komunistai
blues	bliuzo
desværre	liūdna
desværre	deja
desværre	deja
lighed	lygybės
lighed	lygybė
lighed	panašumas
lighed	panašumo
handling	veiksmas
tony	tony
tony	tonis
fulde	pilnas
fulde	visu
eric	erikas
eric	eric
eksamen	egzaminas
eksamen	egzamino
sex	lytis
opløst	išformuota
udbredelse	sklaidos
rektor	rektorius
vilde	laukiniai
vilde	laukinių
internettet	interneto
internettet	internetas
kemi	chemija
bragt	atnešė
skove	miškas
skove	miško
skove	miškais
skove	miškai
skove	miškas
jernbanen	geležinkelis
jernbanen	geležinkelis
frederiksborg	frederiksborg
len	len
tilladt	įgaliotasis
tilladt	leidžiama
tilladt	absoliutus
tilladt	leidžiama
besat	apsėstas
besat	užimta
besat	okupuotoje
besat	apsėstas
fremragende	puikiai
fremragende	puiki
fremragende	puikų
fremragende	puikaus
fremragende	puikus
stone	akmens
dårlig	blogai
dårlig	bloga
dårlig	blogas
dårlig	blogi
musikalske	muzikos
kratere	krateriai
juridisk	teisiškai
juridisk	teisėtai
juridisk	teisinių
fans	fanai
deler	dalintis
deler	kaupimo
deler	dalijimasis
deler	akcija
deler	dalintis
riget	reicho
malerier	piešiniai
malerier	paveikslai
hessen	heseno
hessen	hesse
islam	islamas
foreslået	siūlomas
flora	floros
rigtigt	tiesa
rigtigt	tikra
gram	gramo
iran	iranas
bevarede	konservuota
bevarede	konservuoti
drive	vykdyti
junior	junior
junior	jaunesnysis
mulig	įmanoma
længdekreds	meridian
herman	herman
kortere	trumpesnis
fyldt	įdaryti
fyldt	užpildyta
jim	džimas
rute	maršrutas
voksende	auga
forbinder	pažintis
romaner	romanus
ægte	tikras
ægte	autentiškas
ægte	autentiški
ægte	tikros
ægte	tikra
styret	pavyko
styret	valdoma
styret	valdomi
styret	kontroliuojamų
styret	kontroliuojami
styret	kontroliuojama
job	darbas
golden	auksinis
oplag	sandėlis
oplag	sandėliai
oplag	sandėlio
oplag	apyvartą
følte	veltinio
morgen	ryto
morgen	rytas
morgen	ryte
nationalteam	nationalteam
afsked	atsisveikinimas
htm	htm
alvor	rimtumą
erobret	užkariavo
fængslet	kalėjimas
fængslet	kalėjimą
fængslet	pasodino
fængslet	kalėjimas
sangerinde	dainininkė
ejere	savininkai
ludwig	ludwig
jane	džeine
udbrud	išsiveržimas
udbrud	protrūkių
fysik	fizikos
fysik	fizika
berømt	žymi
clubnat	clubnat
mangel	stygius
mangel	trūkumas
nicolai	nicolai
dit	tavo
virkning	poveikio
hamborg	hamburg
heste	arklių
heste	arkliai
heste	arklius
heste	žirgas
heste	arklys
heste	arkliai
heste	arklio
florida	florida
klaus	klaus
forbudt	draudžiama
forbudt	draudžiamos
forbudt	draudžiamas
forbudt	draudžiama
forbudt	uždraustos
elsker	myliu
elsker	meile
elsker	meilės
elsker	meilė
elsker	dievina
elsker	mėgsta
elsker	myli
borgen	pilis
borgen	pilies
vilje	pasiryžimas
vilje	noras
vilje	norą
dreng	berniukas
dreng	vaikas
hjælper	padeda
hjælper	padėjėjas
hjælper	pagalbininkas
samarbejdet	bendradarbiavimas
samarbejdet	bendradarbiavimo
stephen	stephen
politi	policija
politi	policijos
udgiver	leidyba
udgiver	leidybos
firma	firma
firma	bendrovė
firma	įmonė
firma	bendrovės
firma	kompanija
jugoslavien	jugoslavijos
inspiration	įkvėpimas
inspiration	įkvėpimo
drenge	berniukai
bånd	juostos
bånd	ribbon
eva	ieva
eva	ieva
lewis	lewis
dans	šokio
dans	šoka
dans	šokiai
dans	šokis
dans	šokti
ingeniør	inžinerija
ingeniør	inžinieriai
ingeniør	inžinerijos
ingeniør	inžinierius
sårede	sužeista
sårede	sužeistas
federation	federacija
federation	federacijos
irsk	airių
irsk	airijos
irsk	airiai
løse	išspręsti
løse	išspręsti
kristendommen	krikščionybė
leipzig	leipcigo
udstilling	parodos
udstilling	paroda
halvøen	pusiasalio
afstemning	balsai
afstemning	balsų
afstemning	apklausa
fremtiden	ateitis
potter	puodus
potter	poteris
tur	ri
tur	kelione
tur	kelionė
nødvendige	būtinas
blandet	sumaišyti
blandet	maišomi
fremmede	svetimi
fremmede	svetimas
death	mirtis
death	mirties
internet	interneto
internet	internetas
høre	išgirsti
konger	karaliai
test	bandymo
test	bandomoji
test	bandymas
test	testai
test	bandymai
test	bandymai
sælge	parduodama
hård	kieta
hård	žiauri
indtryk	įspūdį
indtryk	įspūdžių
relevant	aktualumas
relevant	reikalingumas
sæde	sėdynės
sæde	sėdynė
sikker	saugi
sikker	tikras
bugt	įlanka
mørke	tamsus
mørke	tamsi
mørke	tamsiai
mørke	tamsa
strøm	srauto
strøm	srautas
strøm	stream
strøm	galios
strøm	galia
kors	esančiuose
kors	kerta
columbia	kolumbija
columbia	kolumbijos
ren	ren
ren	švarus
ren	švari
ren	grynas
ren	aiški
brødrene	brolių
brødrene	brothers
brødrene	broliai
danskere	danai
andrew	endriu
materialer	medžiagų
materialer	medžiagos
eventyr	nuotykiai
eventyr	nuotykis
eventyr	nuotykių
eventyr	nuotykiai
eventyr	nuotykių
lyst	troškimas
lyst	noras
lyst	aistrą
lyst	šviesus
lyst	šviesi
tennis	teniso
elektronisk	elektroninių
elektronisk	elektroniniai
slutter	baigiama
slutter	baigiasi
omgivet	apsupti
forståelse	supratimas
landskabet	kraštovaizdžio
landskabet	kraštovaizdis
jern	geležies
jern	geležis
dræbe	žudo
dræbe	žudymas
angiveligt	spėjama
angiveligt	tariamai
angiveligt	tariamai
dybt	giliai
dybt	gilus
dybt	gili
dybt	giliai
målmand	vartininkas
way	būdu
way	būdas
mestre	kapitonai
mestre	čempionai
project	projekto
project	projektas
nød	riešutų
nød	patiko
uafhængighed	nepriklausomybės
uafhængighed	nepriklausomybė
uafhængighed	nepriklausomumas
uafhængighed	savarankiškumas
viggo	viggo
elvis	elvis
administrator	administratorius
administrator	administratorius
stået	stovėjo
punkter	elementų
løbende	nuolat
felt	laukas
kørt	vykdyti
skat	baby
skat	mažyte
skat	mažylis
skat	kūdikis
skat	mieloji
skat	mažyte
stop	sustabdyti
pro	pro
instrumenter	instrumentai
klima	klimato
klima	klimatas
pludselig	staiga
pludselig	staiga
sejlede	išplaukė
advokat	advokatas
advokat	advokato
advokat	teisininkas
advokat	advokatas
institute	institutas
rev	rifai
rev	rifo
baden	baden
rummet	kosmosas
rammer	kadrų
rammer	rėmai
rammer	variantų
juan	juan
rang	perspektyvas
konflikt	konfliktų
konflikt	konfliktas
interesseret	domina
interesseret	susidomėję
dom	domas
julie	džiuljeta
krop	kūno
krop	kūnas
melodi	melodija
element	elementas
assistent	ass
assistent	asistentas
assistent	padėjėjas
allan	alanas
irske	airių
irske	airijos
irske	airiai
strid	ginčas
strid	ginčai
strid	nesutarimų
organiseret	organizuotu
filosof	filosofas
fart	greitis
fart	greičio
america	amerikoje
america	amerika
america	amerikos
power	galios
power	galia
renault	renault
daglige	kasdienio
fox	lapė
næstformand	vice
dance	šokio
distriktet	rajonas
arts	meno
arts	menas
arts	menų
dahl	dahl
gyldne	auksinis
douglas	douglas
fiskeri	žuvininkystė
fiskeri	žvejyba
fiskeri	žvejybos
billy	bilis
hermann	hermann
provinser	provincijos
amter	apskritys
ild	ugnies
ild	gaisro
ild	gaisras
ild	ugnis
helle	prieglauda
myrdet	nužudytas
christine	kristina
christine	christine
divisioner	skyriai
divisioner	kvadratai
ramme	kraštas
rødt	raudona
syn	syn
forladt	apleistas
forladt	apleista
indsætte	įterpti
flydende	suskystintų
flydende	kintama
flydende	skystis
flydende	skystas
lærte	išmoko
lærte	mokoma
lærte	išmokė
afghanistan	afganistanas
vind	vėjai
vind	akių
vind	vėjas
medaljer	medaliai
finale	finale
finale	finalo
arm	rankos
jon	jon
business	verslo
business	įmonė
business	verslas
hurtigere	greitesnis
hurtigere	greitesnis
udsendte	išmestas
vold	smurto
ansvaret	atsakomybė
guide	vedlys
guide	burtininkas
guide	vadove
bjerget	kalnų
bjerget	kalnas
talt	kalbėjo
eksisterede	egzistavo
grundlægger	įkūrėjas
ideer	idėjų
ideer	idėjos
civil	civilinė
civil	civilinės
civil	civilinis
civil	civilių
ivan	ivanas
generelle	bendri
generelle	bendra
generelle	bendrieji
erhverv	profesijų
erhverv	profesijų
erhverv	profesijos
erhverv	profesija
erhverv	užsiėmimas
jagt	medžioti
jagt	medžioti
jagt	medžioklė
jagt	medžioklės
tyrkiske	turkijoje
tyrkiske	turkija
tyrkiske	turkų
tyrkiske	turkijos
lykke	laimės
lykke	laime
lykke	laimė
tunge	sunkus
tunge	galinga
tunge	liežuvio
tunge	liežuvį
tunge	liežuvis
håb	viltis
håb	viltys
broder	broli
broder	brolis
markant	gerokai
teknologi	technologijos
teknologi	technologija
teknologi	technologijų
hannover	hanoverio
girl	mergaite
girl	mergaitė
girl	mergina
girl	merga
alice	alisa
