категорија	category
поседува	possesses
поседува	owns
говор	speech
дијалекти	dialects
евра	evra
евра	euros
венеција	venice
венеција	venezia
преглед	overview
преглед	review
преглед	preview
вселенски	aerospace
долно	kato
поставени	placed
пренос	transmission
пренос	transfer
поминува	passes
постигна	scored
студенти	students
зрачење	radiation
методиј	methodius
почнувајќи	starting
влијанието	impact
поминал	spent
императорот	emperor
објавени	published
учител	teacher
германските	germanic
велосипедизам	biking
велосипедизам	cycling
помал	lesser
сместени	housed
публика	audience
публика	audiences
пораз	defeat
техники	techniques
сообраќај	traffic
крв	blood
теории	theories
милијарди	billion
милијарди	billions
парламент	parliament
периоди	periods
табела	table
табела	sheet
банките	banks
климент	kliment
климент	clement
квалитет	quality
терен	terrain
капитал	capital
сликар	painter
присуство	attendance
присуство	presence
мисли	think
мисли	thoughts
техника	technique
арсенал	arsenal
претпоставува	assumes
претпоставува	presumed
математика	mathematics
математика	math
внатрешни	internal
тежина	weight
музичари	musicians
милано	milan
милано	milano
битки	battles
општо	generally
општо	common
општо	general
рамки	frames
конфликт	conflict
софтвер	software
мислење	opinion
раст	growth
раст	rust
распоред	timetable
распоред	schedule
гробишта	cemeteries
гробишта	cemetery
гробишта	graveyard
влегува	enters
влегува	entering
оскар	oscar
оскар	oskar
православни	orthodox
сместена	located
сместена	situated
кинески	chinese
развива	develops
артур	arthur
кола	car
чие	whose
сметка	account
сметка	receipt
циклус	cycle
отворена	open
зграда	building
фотографии	photos
придонес	contribution
рид	reid
рид	reed
рид	hill
бранденбург	brandenburg
претстави	performances
претстави	present
претстави	presented
однесуваат	behaving
нуди	offers
постоење	existence
титули	titles
сала	sala
сала	gym
сала	hall
златни	golden
златни	gold
народни	folk
управа	governance
управа	authority
машки	men
машки	boys
машки	manly
машки	masculine
машки	male
патријарх	patriarch
храмот	temple
слична	similar
слична	lookalike
можноста	expandable
можноста	possibility
единствена	single
перу	peru
браќа	brothers
браќа	bros
тече	runs
тече	flows
тече	flowing
добитник	winner
албанци	albanians
населено	inhabited
широко	wide
широко	widely
граѓани	citizens
формирана	established
формирана	formed
сезони	seasons
јавно	public
јавно	publicly
својства	properties
именуван	named
позиции	positions
казахстан	kazakhstan
дефинира	define
дефинира	defines
лежи	lies
шуми	woods
шуми	forests
сакаат	want
загреб	zagreb
змеј	dragon
освоени	conquered
умрел	died
црн	black
судија	judge
судија	referee
судија	ref
децении	decades
критики	criticism
критики	reviews
средба	meet
средба	meeting
средба	encounter
капацитет	capacity
странство	abroad
природен	natural
музичка	musical
минута	minute
сајт	site
предност	advantage
направен	made
синот	son
останале	stayed
останале	remained
никој	none
никој	nobody
формирање	forming
формирање	formation
формирање	establishment
селаните	villagers
селаните	peasants
автори	authors
степени	degrees
потекнуваат	originated
потекнуваат	originate
серии	series
злато	gold
нивно	their
идеја	idea
медицина	medicine
дејство	action
анџелес	angeles
албански	albanian
вики	vicky
вики	wiki
вики	vicki
вики	viki
јато	cluster
јато	flock
јато	swarm
согласка	consonant
византиски	byzantine
јавни	public
колумбија	columbia
колумбија	colombia
палата	palace
збирка	collection
учење	studying
учење	learning
дивизија	division
пејач	singer
муслимани	muslims
уредник	editor
котлина	valley
вашингтон	washington
важно	important
јане	jane
договори	contracts
договори	deals
договори	agreements
стандарди	standards
европска	european
намера	intention
намера	intent
дискусија	discussion
слободна	free
еридан	eridanus
наскоро	soon
жител	resident
римска	roman
патишта	roads
крива	curve
зема	took
домот	home
слава	slava
слава	praise
слава	glory
слава	fame
грешка	mistake
грешка	error
последна	last
целосна	full
пропаганда	propaganda
избрани	chosen
избрани	selected
воздух	air
патување	travel
патување	journey
патување	trip
патување	traveling
конференција	conference
старо	old
доказ	proof
поточно	specifically
создадени	created
гас	gus
гас	gas
предлог	proposal
предлог	suggestion
возила	vehicles
кажува	says
соло	solo
далеку	far
далеку	away
таква	such
мажите	men
контакт	contact
должи	owes
шума	woods
шума	forest
соодветно	accordingly
соодветно	properly
соодветно	appropriate
соодветно	adequately
сер	sir
сер	ser
посветена	dedicated
подобрување	improving
подобрување	improve
подобрување	improvement
значајна	momentous
значајна	significant
значајна	meaningful
припаѓаат	belong
помага	helping
помага	assist
спротивно	contrary
спротивно	opposite
активно	active
активно	actively
ноќ	night
градина	garden
фонд	fund
учествувале	participated
црно	black
намали	reduce
намали	decrease
воден	water
воден	guided
сен	sen
сам	alone
работници	workers
волф	wolf
волф	wolff
буква	letter
учесници	participants
примероци	specimens
примероци	samples
имот	property
имот	estate
забележал	noticed
борби	fights
борби	battles
финска	finland
фактор	factor
научно	scientifically
научно	scientific
рајна	rhine
рајна	rhein
способност	capability
способност	ability
термин	term
селска	peasant
напушти	quit
разлики	diff
разлики	differences
хит	hit
музичар	musician
кратки	short
донесе	brought
донесе	bring
родот	genus
силите	forces
плочи	slabs
комплекс	complex
ослободување	release
ослободување	acquittal
традиционално	traditional
традиционално	traditionally
медицински	medically
медицински	medical
продуцент	producer
типови	types
добитници	winners
обезбедува	provides
локални	local
руска	russian
непознат	unknown
влијае	affects
пад	decline
пад	fall
создаден	created
верски	religious
жената	woman
пегаз	pegasus
ситуација	situation
евреи	jews
генерал	gen
генерал	general
романи	novels
конгресот	congress
овозможи	enable
можности	possibilities
можности	opportunities
криза	crisis
вера	vera
вера	faith
вилхелм	wilhelm
густина	density
рани	wounds
рани	rani
принцип	principle
хрватски	croat
хрватски	croatian
мисијата	mission
датум	date
струга	struga
арена	arena
звук	sound
специјални	special
галерија	gallery
силен	strong
актерка	actress
размена	exchange
претпријатија	companies
претпријатија	enterprises
операции	operations
операции	surgeries
обработка	processing
рекол	said
баба	baba
баба	grandmother
баба	granny
баба	grandma
кулата	tower
градоначалник	mayor
леќеста	lenticular
женска	female
женска	chick
асоцијација	association
популација	population
израз	expression
граѓанска	civil
граѓанска	civic
поим	idea
двор	backyard
двор	yard
бенд	band
шампиони	champions
објавено	published
објавено	posted
дух	ghost
дух	spirit
загуби	losses
загуби	lost
сектор	sector
пораст	rise
пораст	growth
хајнрих	heinrich
антонио	antonio
држи	hold
околните	surrounding
гвинеја	guinea
лично	personal
лично	personally
возачи	drivers
фердинанд	ferdinand
стр	str
јордан	jordan
архитект	architect
победник	winner
дополнително	additional
дополнително	additionally
основното	elementary
медиуми	media
произведува	produce
произведува	produces
реакции	reactions
почна	started
али	aly
али	ali
елена	helena
елена	elena
елена	helen
остануваат	remain
посветен	dedicated
интервју	interview
основач	founder
независни	independent
независни	independents
набрзо	soon
архитектонски	architectural
пронајдени	found
напишани	written
турци	turks
љубовта	love
став	attitude
став	stance
став	posture
централен	central
ерик	erik
ерик	eric
киселина	acid
казна	punishment
казна	sentence
давид	david
постигне	achieve
јорк	york
верзии	versions
дадена	given
тракија	thrace
влезот	entrance
џексон	jackson
водач	leader
црни	black
рамка	frame
боливија	bolivia
бугарска	bulgarian
критика	criticism
критика	criticisms
иднина	future
шампионите	champions
генерално	generally
апостол	apostle
исхрана	nutrition
целина	whole
седиштето	headquarters
потреби	needs
улица	street
командант	commander
важи	valid
важи	applies
широк	wide
рече	said
векови	centuries
проширување	enlargement
проширување	expansion
проширување	expand
проширување	expanding
дефиниција	definition
домашни	domestic
најдобри	best
изврши	execute
изврши	run
спречи	prevented
спречи	prevent
копии	copies
продукција	production
пејачка	singer
богатство	treasure
богатство	fortune
богатство	wealth
вест	news
вест	west
финансии	finance
финансии	finances
грешки	errors
грешки	mistakes
електронски	electron
електронски	electronic
електронски	electronically
лидер	leader
морал	morals
морал	morality
питер	peter
занимање	vocation
занимање	occupation
часови	hours
часови	hourly
часови	classes
одговорен	responsible
различна	different
виктор	victor
виктор	viktor
освојување	conquest
освојување	conquer
обиди	attempts
тимови	teams
чин	rank
чин	act
корист	benefit
богови	gods
пост	post
девојка	girlfriend
девојка	girl
робови	slaves
назив	denominations
тата	tata
граѓаните	citizens
присутни	attendees
присутни	present
демократска	democratic
месечината	moon
слободни	free
подобри	better
подобри	improve
влез	entry
влез	entrance
нивна	their
баварија	bavaria
бран	bran
бран	wave
жртви	victims
жртви	sacrifices
жртви	casualties
гласови	votes
гласови	voices
крило	flank
крило	wing
крило	winger
устав	constitution
одржуваат	maintained
изработка	craftsmanship
изработка	stitching
хан	hahn
хан	khan
хан	han
забележани	spotted
општа	general
хемија	chemistry
шах	shah
шах	chess
џез	jazz
различен	different
илјади	thousand
правило	rule
животно	animal
кале	kale
кале	calais
мајката	mother
достапни	available
колеџ	college
открива	reveals
полицијата	police
формула	formula
поштенски	postal
реките	rivers
нивоа	levels
задачи	assignments
задачи	tasks
задачи	jobs
бас	bass
бас	bas
обединување	unification
обединување	reunion
српска	srpska
српска	serbian
желба	desire
желба	wish
желба	yearning
рио	rio
заменик	vice
заменик	deputy
час	chas
час	hour
зашто	why
позадина	background
шампион	champ
шампион	champion
локација	location
реформи	reforms
реформи	reform
генерација	generation
викторија	victoria
прикажани	displayed
драмски	drama
извршен	executive
демир	demir
личен	personal
празник	holiday
поети	poets
железничка	railway
железничка	rail
писма	letters
сет	set
сет	seth
силна	strong
тројца	three
природно	natural
природно	naturally
студентите	students
луксембург	luxemburg
луксембург	luxembourg
џек	jack
месо	meat
чекор	step
простори	spaces
плоча	tablet
реон	district
наведува	cites
продолжение	continuation
продолжение	sequel
продолжение	extension
нба	nba
принцот	prince
површини	surfaces
површини	desktops
соединенија	compounds
слободата	freedom
приказ	display
физичка	physical
варијанта	variant
расте	growing
расте	grows
расте	grow
културен	cultural
културен	polite
говори	speeches
говори	speaks
домашен	domestic
врховниот	supreme
индустриски	industrial
супер	awesome
супер	super
супер	great
коњ	horse
гранки	branches
тешки	heavy
тешки	tough
тешки	difficult
раце	hands
значајно	meaningful
значајно	significant
постапка	proceedings
постапка	procedure
човечки	human
британскиот	british
круна	crown
трошоци	spending
трошоци	costs
трошоци	expenditure
трошоци	expenses
затворен	incarcerated
затворен	jailed
затворен	closed
наредба	command
наредба	order
подрачја	areas
санта	santa
смит	smith
мари	marie
мраз	ice
плоштад	square
четвртата	fourth
приватни	private
важност	importance
важност	significance
раководство	leadership
сирија	syria
снимка	footage
снимка	snapshot
вакви	such
дваесет	twenty
работнички	labor
наредил	ordering
дозволено	permitted
дозволено	allowed
трето	third
одговара	fits
принципи	principles
поврзано	related
поврзано	connected
поврзано	linked
независноста	independence
меч	sword
влијаат	influencing
клептон	clapton
мозокот	brain
вештини	skills
вештини	skill
снимањето	filming
вилијамс	williams
апликации	applications
апликации	apps
филмска	film
револуционерен	revolutionary
посета	visit
пјер	pierre
структури	structures
нашите	our
операција	operation
операција	surgery
тест	test
чети	squads
холандски	dutch
земјиште	land
огромен	tremendous
огромен	huge
огромен	enormous
редовно	regularly
универзитети	universities
зраци	rays
исклучиво	exclusively
искачување	climb
искачување	ascent
фрагменти	fragments
милион	million
реал	real
чикаго	chicago
одделение	grade
василиј	basil
василиј	vasily
војводство	voivodeship
дворот	courtyard
блиску	close
блиску	near
основна	basic
постојан	permanent
тврдат	argue
режим	mode
хаџи	hadji
хаџи	hagi
судир	clash
автомобили	cars
автомобили	automobiles
потребна	needed
потребна	required
величина	greatness
просек	average
можни	possible
кампања	campaign
барања	requests
барања	requirements
барања	demands
канали	channels
ирак	iraq
леон	león
леон	leon
југословенски	yugoslav
југословенски	yugoslavian
души	souls
петка	dap
постоела	existed
словенски	slavic
полски	polish
кожа	leather
кожа	skin
концепт	concept
кипар	cyprus
фази	fuzzy
фази	phases
фази	stages
таквите	such
аспекти	aspects
симптоми	symptoms
даниел	daniel
диск	disk
диск	disc
количество	amount
количество	quantity
споменици	monuments
мерење	measuring
мерење	measurement
користени	used
менаџер	manager
нил	neal
нил	neil
нил	nile
доктор	doctor
исламот	islam
германска	german
словачка	slovak
словачка	slovakia
исти	same
балканска	balkan
комитетот	committee
кралеви	kings
табелата	chart
користен	used
честопати	frequently
честопати	often
недостаток	disadvantage
недостаток	lack
недостаток	shortage
едната	one
идентитет	identity
претходник	predecessor
претходник	precursor
силни	strong
исланд	iceland
франкфурт	frankfurt
орган	organ
отвори	open
минува	passes
широка	wide
широка	broad
грчко	greco
мерка	measure
вила	fairy
вила	villa
контекст	context
дин	din
дин	dean
покажал	demonstrated
епархија	eparchy
епархија	diocese
вози	drive
вози	driving
вози	drives
бело	white
лазар	lazarus
лазар	lazar
кристофер	christopher
кнез	duke
кнез	knez
фигури	figures
здравје	health
женките	females
замок	castle
околина	environment
околина	surroundings
пристаниште	dock
пристаниште	port
срби	serbs
гости	guests
активен	active
одреди	determine
активни	active
снимен	filmed
претставен	presented
спомен	memory
отпор	resist
отпор	resistance
формат	format
стандард	standard
дозвола	permit
дозвола	license
дозвола	permission
прусија	prussia
браун	brown
југоисточна	southeast
југоисточна	southeastern
истоимениот	eponymous
болница	hospital
владеел	reigned
пар	pair
пар	couple
равенка	equation
домен	domain
меѓународно	internationally
планови	plans
популарност	popularity
рунда	round
облици	shapes
керамички	ceramic
јадрото	core
здружение	association
долина	valley
даден	given
трудови	papers
објаснува	explains
обезбедување	security
днк	dna
служат	serve
темели	foundation
темели	foundations
елба	elbe
елба	elba
вино	wine
биографија	biography
откривање	revealing
откривање	detection
откривање	discovering
откривање	discovery
европско	european
белите	whites
дисциплини	disciplines
елизабета	elizabeth
механика	mechanics
хартии	papers
отворени	peeled
отворени	open
повреда	injury
формиран	established
формиран	formed
натпреварување	competition
патека	track
патека	path
патека	trail
мустафа	mustafa
џонс	jones
џонс	johns
франциско	francisco
водени	guided
карактеристика	characteristic
карактеристика	feature
влијанија	impacts
влијанија	influences
празници	holidays
курс	course
груев	gruev
кратка	short
веруваат	trust
веруваат	believe
автоматски	auto
автоматски	automatic
автоматски	automatically
соба	room
бајконур	baikonur
настапува	performs
промоција	promotion
поход	crusade
вработени	employed
вработени	employees
силата	strength
ранг	rank
шеф	chief
шеф	boss
гранка	branch
јајца	eggs
јајца	balls
британска	british
наполеон	napoleon
логика	logic
социјална	social
азербејџан	azerbaijan
освојувањето	conquering
пијано	piano
престолнина	capital
епизода	episode
жанр	genre
физичар	physicist
украински	ukrainian
сонце	sun
сонце	sunshine
револуционерно	revolutionary
одлуки	decisions
лансирање	launch
крис	chris
крис	kris
порака	message
триаголник	triangle
дворец	palace
грци	greeks
финансиска	financial
математички	mathematical
математички	mathematically
подршка	support
подршка	backup
пекинг	beijing
успева	manages
академијата	academia
новинар	journalist
новинар	reporter
четвртиот	fourth
протокол	protocol
транспорт	transportation
транспорт	transport
туризам	tourism
очекува	expected
одделни	separate
атракции	attractions
еврејски	jewish
еврејски	hebrew
наводно	supposedly
наводно	allegedly
проток	strait
проток	flow
проток	stream
неодамна	recently
пораки	messages
истакнува	highlights
победници	winners
дозволува	allows
годишен	annual
спектар	spectrum
спектар	spectre
живеење	living
владетели	rulers
маж	husband
маж	man
независно	independent
независно	independently
уметности	arts
добивање	obtaining
добивање	getting
катедрала	cathedral
количина	quantity
флорида	florida
ница	nice
лекување	healing
лекување	treatment
лудвиг	ludwig
домаќинства	households
интереси	interests
интереси	considerations
интереси	interest
дадени	given
куче	dog
херкул	hercules
печат	press
печат	stamp
печат	seal
содржини	content
содржини	contents
теренот	pitch
јавна	public
возачот	driver
гради	builds
гради	breasts
гради	chests
гради	chest
гради	breast
гради	toe
херој	hero
јавен	public
ерменија	armenia
цицачи	mammals
цицачи	mammal
плати	pay
заедничка	common
заедничка	joint
фотографија	photo
фотографија	photography
списание	magazine
физичари	physicists
поразен	defeated
објавува	posting
постојана	permanent
лето	summer
кралски	royal
анти	anti
нозе	feet
нозе	legs
нивни	their
риба	fish
инструмент	instrument
научник	scientist
опсег	scope
опсег	range
опсег	reach
полиција	police
насилство	violence
повлече	withdraw
кафе	coffee
забележано	noted
хектари	hectares
хектари	acres
комедија	comedy
монарси	monarchs
чиле	chile
мандат	term
мандат	tenure
мандат	mandate
студио	studio
статистиката	stats
христијанство	christianity
напишан	rewritten
многумина	many
собирање	collecting
собирање	gathering
очи	eyes
тапани	drum
тапани	drums
пакистан	pakistan
објаснување	explanation
тешка	heavy
тешка	tough
тешка	difficult
монети	coins
отомански	ottoman
организира	organizes
организира	organise
организира	organises
рано	early
става	puts
црвено	red
освоено	won
понудата	offer
убиство	homicide
убиство	murder
машини	machinery
машини	machines
торино	torino
торино	turin
весници	newspaper
весници	newspapers
весници	papers
камени	stone
опасност	danger
опасност	hazard
колонии	colonies
основање	establishment
основање	founding
сопруг	husband
енциклопедија	encyclopedia
енциклопедија	encyclopaedia
списанија	magazines
снимање	recording
снимање	burning
стилови	styles
адреса	address
современи	contemporary
знамиња	banners
знамиња	flags
додавање	adding
додавање	add
вокал	vocals
вокал	vocal
алфа	alpha
алфа	alfa
напишано	written
чувство	feeling
турскиот	turkish
уметник	artist
влакна	hair
влакна	fibres
влакна	fiber
влакна	fibers
современа	contemporary
способности	skills
способности	abilities
способности	capabilities
кошарка	basketball
извршува	executes
стрелец	marksman
стрелец	shooter
стрелец	sagittarius
стрелец	archer
запис	record
родителите	parents
јадро	core
јадро	nucleus
монетарната	monetary
историчари	historians
земјоделство	agricultural
земјоделство	farming
земјоделство	agriculture
петербург	petersburg
раѓање	birth
воглавно	mainly
воглавно	mostly
индонезија	indonesia
дедо	grandpa
дедо	grandfather
црвен	red
композитори	composers
критичари	critics
критичари	critic
свештеник	priest
катерина	katerina
катерина	catherine
катерина	caterina
класична	classical
класична	classic
рана	rana
рана	wound
епизоди	episodes
момче	lad
момче	boy
подолу	below
ткиво	tissue
молдавија	moldova
премин	crossing
премин	gateway
огромна	huge
вкупна	total
бегалци	refugees
концерти	concerts
обука	training
подразбира	implies
ставови	attitudes
ставови	views
гробот	grave
статистички	statistically
статистички	statistical
тито	tito
карпи	cliffs
карпи	rocks
концерт	concert
дисциплина	discipline
внатрешна	internal
горен	goren
кристијан	christian
уапсен	arrested
анри	henry
анри	henri
секако	sure
документ	document
изведува	performing
изведува	performs
гранд	grand
психологија	psychology
николај	nikolay
николај	nicolai
николај	nikolai
фиренца	florence
носител	carrier
носител	holder
носител	bearer
институција	institution
јан	jan
јан	yan
јан	lan
јан	ian
брисел	brussels
стјуарт	stewart
стјуарт	stuart
одбил	refused
стив	steve
аспект	aspect
граматика	grammar
бугарите	bulgarians
несреќа	misfortune
несреќа	accident
камења	stones
камења	rocks
претставени	represented
опсада	siege
раса	breed
раса	race
осигурување	insurance
појаснување	disambiguation
појаснување	clarification
состојби	situations
прага	prague
умира	dies
умира	dying
богата	rich
материја	matter
еднакви	equal
управува	governs
оган	fire
оган	bonfire
амстердам	amsterdam
редови	ranks
редови	rows
редови	frontline
организми	organisms
потрага	quest
понуда	bid
понуда	offer
речник	vocabulary
речник	dictionary
грузија	georgia
внатре	inside
земјоделски	agricultural
куба	cuba
суштества	beings
суштества	creatures
карактеризира	characterizes
насекаде	everywhere
инсекти	insects
инсекти	insect
рамнотежа	balance
зале	saale
мисија	mission
будимпешта	budapest
законите	laws
континентална	continental
теодор	theodore
теодор	theodor
настанот	event
поезијата	poetry
научен	scientific
синглови	singles
ѕидови	walls
ален	allen
ален	alen
ален	alan
птиците	birds
легенда	legend
резерви	reserves
сулејман	suleiman
кули	towers
класи	classes
вечер	evening
вечер	night
приходи	revenue
приходи	income
издава	betrays
метали	metals
дрва	wood
дрва	trees
маало	neighborhood
литванија	lithuania
длабоко	deep
организмот	organism
данок	tax
координати	coordinates
илјадници	thousand
илјадници	thousands
конго	congo
конго	congolese
детали	details
детали	detail
студија	study
парохија	parish
срце	baby
срце	heart
срце	sweetheart
базилика	basilica
историска	historic
историска	historical
социјалистичка	socialist
кентаур	centauri
одговори	replied
одговори	answers
одговори	replies
одговори	answer
одговори	reply
одговори	rsvp
белорусија	belarus
музеи	museums
поседуваат	possess
напаѓач	invader
напаѓач	assailant
напаѓач	gunman
напаѓач	attacker
зачувани	saved
вистинска	real
сума	sum
сума	amount
последици	aftermath
последици	fallout
последици	consequences
проценти	percentages
проценти	percentage
проценти	percent
варијанти	variants
популарна	popular
популарна	trending
исклучително	exceptionally
исклучително	extremely
исклучително	exceptional
финале	finale
финале	finals
додава	adds
носел	worn
верувања	beliefs
информација	information
познатата	famous
хитлер	hitler
компјутери	pcs
компјутери	computers
направено	done
пошта	mail
симон	simone
симон	simon
србите	serbs
антички	antique
антички	ancient
дејвис	davis
дејвис	davies
градско	city
плен	prey
плен	loot
плен	spoils
манастири	monasteries
одред	squad
станици	stations
граѓанската	civic
решавање	solving
решавање	resolve
решавање	solve
муслиманите	muslims
античка	ancient
гроб	tomb
гроб	grave
отворање	opening
историчар	historian
произлегува	stems
стави	put
сопственик	owner
врнежи	rainfall
врнежи	precipitation
врнежи	showers
преговори	negotiation
преговори	negotiating
преговори	negotiate
преговори	negotiations
карлос	carlos
поврзување	connection
поврзување	connecting
паркови	parks
постави	set
прифати	accept
чува	keeps
тома	toma
тома	thomas
научниците	scientists
глумци	actors
филипините	philippines
турска	turkish
зелена	green
одредено	specific
критериум	criterion
критериум	criteria
унгарски	hungarian
минато	past
забележи	notice
особини	traits
особини	personalities
особини	trait
надворешна	external
сигурност	security
сигурност	reliability
сигурност	safety
сигурност	certainty
чуваат	guarded
раната	wound
нула	zero
дипломатски	diplomatic
имаа	had
бад	bad
бад	bud
слоеви	layers
прилог	attachment
авганистан	afghanistan
играчот	player
агенција	agency
јавност	public
скала	ladder
скала	scale
скала	scala
принц	prince
министерство	ministry
соодветни	appropriate
математиката	mathematics
математиката	math
кралица	queen
флота	fleet
спроведување	implementation
специфични	specific
фронт	front
дунав	danube
приклучи	join
лука	luka
лука	luca
честа	honor
нападите	attacks
пазари	markets
нозете	legs
природна	natural
температури	temperatures
заштитен	protected
мнозинство	majority
северозападно	northwest
уред	device
издадени	issued
потенцијал	potential
ливерпул	liverpool
хановер	hanover
хановер	hannover
служел	served
последно	last
професионална	professional
доселеници	settlers
одговорност	liability
одговорност	responsibility
одговорност	accountability
осуден	convicted
осуден	sentenced
осуден	condemned
франц	franz
напори	efforts
напори	effort
повреди	injury
повреди	injuries
повреди	hurt
милер	müller
милер	miller
милер	muller
напушта	abandons
напушта	leaving
заменет	replaced
монако	monaco
војски	armies
јосиф	josif
јосиф	joseph
јосиф	josephus
пишувал	wrote
цени	prices
цени	pricing
пејачи	singers
компјутер	host
компјутер	computer
успеси	successes
успеси	accomplishments
успеси	success
испратен	sent
измени	edit
измени	modify
измени	changes
измени	change
анадолија	anatolia
андреј	andrej
андреј	andrey
андреј	andrei
авиони	jets
авиони	airplanes
авиони	planes
инвазија	invasion
фигура	figure
патеки	paths
патеки	trek
патеки	trails
колонија	colony
спортисти	sportsmen
спортисти	athletes
малезија	malaysia
валута	currency
прочитајте	read
популарни	popular
популарни	trending
работење	working
тексас	texas
погоре	above
локална	local
цезар	caesar
цезар	cesar
австро	austro
паѓа	falling
паѓа	dropping
паѓа	falls
александров	alexandrov
варира	varies
варира	vary
варира	varied
обврски	obligations
обврски	commitments
обврски	responsibilities
обврски	obligation
напредок	progress
бригада	brigade
принуден	forced
жив	alive
добиени	obtained
добиени	received
добиени	derived
штаб	headquarters
парагвај	paraguay
страв	fear
црвени	red
команда	command
мајстор	handyman
мајстор	master
најголемо	greatest
ран	early
синови	sons
традиции	traditions
кинг	king
бор	bor
бор	pine
механизам	mechanism
стратегија	strategy
борци	combatants
борци	fighters
формално	formally
формално	formal
сами	alone
сами	sami
диплома	diploma
диплома	degree
јустинијан	justinian
гласање	vote
гласање	voting
компоненти	components
успеа	managed
успеа	succeeded
електрони	electrons
интер	inter
стојан	stojan
кујна	cuisine
кујна	kitchen
почит	respect
лекар	physician
лекар	doctor
покажа	showed
бања	spa
бања	bathroom
бања	banja
бања	bath
играше	played
вести	news
окупација	occupation
хартија	paper
чита	cheetah
гласот	voice
објасни	explain
објасни	explained
детроит	detroit
погрешно	wrong
кислород	oxygen
коски	bones
венец	wreath
различно	different
признание	confession
планирање	planning
постигнат	reached
успешен	successful
успешна	successful
последователни	consecutive
позитивни	positive
изрази	expressed
традицијата	tradition
соодветна	appropriate
правда	justice
популарен	popular
маркетинг	marketing
губи	fading
губи	loses
составени	composed
променлива	variable
менаџмент	management
сао	são
сао	sao
мисла	thought
снимки	footage
снимки	recordings
бдп	gdp
бдп	gnp
бдп	bdp
членка	member
топлина	heat
топлина	warmth
лајпциг	leipzig
продавници	shops
продавници	stores
министри	ministers
есента	autumn
стотици	hundred
стотици	hundreds
забава	fun
забава	party
забава	entertainment
списоци	lists
нашиот	our
откритија	revelations
откритија	discoveries
откритија	findings
обичаи	customs
нека	let
поврзаност	connectivity
гробови	graves
вон	von
вон	vaughn
извештаи	reports
чисто	purely
чисто	clear
чисто	pure
чисто	clean
остварување	accomplishment
остварување	achievement
остварување	achieve
остварување	achieving
карти	cards
карти	tickets
поставува	sets
бен	ben
тејлор	taylor
судан	sudan
успеала	managed
бори	grappling
кампанија	campania
спојување	merger
спојување	merge
спојување	merging
религии	religions
мечот	sword
кандидат	nominee
кандидат	candidate
унеско	unesco
масло	oil
пее	sings
пее	singing
волта	volta
сон	dream
листови	leaves
листови	sheets
сцени	scenes
ученик	pupil
ученик	student
ученик	apprentice
машина	machine
повремено	occasional
повремено	occasionally
процент	percentage
процент	percent
натпреварувања	competitions
болка	pain
затворени	closed
иницијатива	initiative
вработените	employees
ридот	hill
арабија	arabia
арабија	arabella
организирани	organised
организирани	organized
претставена	represented
претставена	portrayed
претставена	presented
двојна	double
установи	facilities
установи	establishments
џејн	jane
атоми	atoms
соѕвездија	constellations
нормално	normal
демократија	democracy
равенки	equation
равенки	equations
трупи	troops
трупи	troop
извршил	committed
блок	block
дол	dole
дол	dol
дол	dahl
бек	beck
кембриџ	cambridge
шекспир	shakespeare
технологии	technologies
демографија	demographics
трева	pot
трева	grass
трева	weed
филозофи	philosophers
костур	skeleton
опера	opera
икони	icons
политичко	political
дон	don
нација	nation
огромни	huge
огромни	enormous
задржи	retain
задржи	keep
наум	naum
фифа	fifa
избегне	avoid
длабочина	depth
инките	incas
инките	incan
друштва	societies
среќа	happiness
архитекти	architects
отстранување	remove
отстранување	removal
истражувањата	explorations
архиепископија	archdiocese
архиепископија	archbishopric
работна	working
никулци	sprouts
лошо	bad
жак	jacque
жак	jacques
сигурно	surely
папи	papi
ситуации	situations
потрошувачите	consumer
потрошувачите	consumers
свири	play
свири	plays
свири	playing
експерименти	experiments
прогласена	declared
прогласена	proclaimed
алатки	tools
сопствени	own
сопствени	custom
заливот	gulf
заливот	bay
четврта	fourth
раѓањето	birth
грчка	greek
филозофски	philosophical
имам	got
трансфер	transfer
основен	basic
евро	euro
глумец	actor
историско	historic
историско	historical
словени	slavs
класик	classic
разбирање	understanding
дозволи	allow
дозволи	permissions
ниски	giveaway
ниски	low
решенија	solutions
соната	sonata
алкохол	alcohol
петта	fifth
развиена	developed
престој	residence
престој	residency
бендови	bands
коста	costa
коста	kosta
целите	objectives
лента	lane
лента	tape
лента	ribbon
естонија	estonia
танц	dance
танц	dancing
очигледно	evidently
очигледно	obvious
очигледно	apparently
очигледно	clearly
очигледно	obviously
мотор	engine
мотор	bike
мотор	motorcycle
мотор	motor
мотор	motorbike
двојки	couples
двојки	doubles
двојки	twos
уништување	destruction
републиката	republic
монархија	monarchy
значења	meanings
сол	salt
завршена	finished
бета	beta
служби	services
дур	flat
еднаков	equal
базирани	basing
проф	prof
доделена	assigned
доделена	conferred
доделена	awarded
закана	menace
закана	threat
вистината	truth
критичарите	critics
колекција	collection
атанасиј	athanasius
водич	guide
химна	hymn
химна	anthem
ману	manu
пракса	practice
риген	rügen
богат	rich
замени	replacements
замени	replaced
замени	replace
сопствена	own
инспирација	inspiration
брајан	brian
брајан	bryan
помошник	assistant
помошник	helper
завет	covenant
завет	testament
капетан	captain
зима	winter
коментари	commentary
коментари	comments
ретки	rare
дадено	given
