кънектикът	connecticut
подчинение	sumisión
подчинение	sometimiento
изключен	minusválidos
изключен	desactivada
изключен	desactivado
изключен	discapacitados
изключен	discapacitado
изключен	desconectados
изключен	desconectado
изключен	desconectada
изключен	excluidas
изключен	excluida
изключен	excluidos
изключен	excluido
изключен	expulsada
изключен	expulsado
изключен	expulsados
блокиран	bloqueada
блокиран	bloqueadas
блокиран	bloqueados
блокиран	bloqueado
затруднения	dificultad
затруднения	dificultades
затруднения	dificultad
затруднения	dificultades
приказка	cuento
приказка	relato
приказка	historia
приказка	story
метър	medidor
метър	metros
модификации	modificaciones
джан	jan
джан	enero
джан	ene
джан	zhang
саймън	simon
саймън	simón
свързване	encuadernación
свързване	vinculante
свързване	conexion
свързване	conexión
свързване	unión
свързване	vinculación
свързване	conectando
свързване	conectarse
свързване	conectar
свързване	conexión
свързване	conecta
свързване	conectarse
свързване	conectar
променливи	variable
променливи	variables
променливи	variables
психоаналитик	psicoanalista
удоволствие	placer
лийдс	leeds
шумахер	schumacher
плутарх	plutarco
неизвестна	desconocida
неизвестна	desconocidos
неизвестна	desconocidas
неизвестна	desconocido
сок	jugos
сок	jugo
сок	zumos
сок	juice
сок	zumo
сок	calcetín
пейзаж	paisaje
пейзаж	paisajes
пейзаж	paisaje
пейзаж	paisajes
влияе	afecta
ивици	galones
ивици	rayas
ивици	franjas
базел	basilea
затваря	cierra
клетва	juramento
покровител	patrón
покровител	patron
покровител	patrona
покровител	mecenas
сблъсъци	enfrentamientos
сблъсъци	choques
сблъсъци	colisiones
наталия	natalya
наталия	natalia
наталия	natalia
разделено	divididas
разделено	dividida
разделено	dividido
разделено	divididos
кери	carrie
кери	cary
кери	kerry
съветници	consejeros
съветници	asesores
съветници	consejeros
съветници	asesores
съветници	concejales
съветници	consejeros
леонард	leonard
показател	referencia
показател	index
показател	indice
показател	índice
показател	indicador
показател	indicadores
пробив	avance
пробив	infracción
пробив	incumplimiento
пробив	brecha
комунизма	comunismo
осъжда	condena
църквите	iglesias
домашен	hogar
домашен	casa
домашен	inicio
домашен	doméstica
домашен	domésticas
домашен	domésticos
домашен	doméstico
домашен	caseros
домашен	casero
домашен	casera
домашен	caseras
построи	construya
построи	construir
построи	construye
кооперация	cooperativo
кооперация	cooperativa
кооперация	cooperativas
кооперация	cooperativos
ален	alain
конкурси	concursos
конкурси	competencias
конкурси	oposiciones
конкурси	competiciones
конкурси	concursos
бук	haya
германци	alemanes
компютъра	computadora
компютъра	ordenador
компютъра	informática
компютъра	computadoras
компютъра	ordenadores
реализъм	realismo
делегати	delegadas
делегати	delegados
гуам	guam
настояване	insistencia
ботове	bots
ботове	robots
повреда	fracaso
повреда	fallo
повреда	falla
повреда	daños
повреда	daño
повреда	avería
оксфорд	oxford
аквитания	aquitania
сет	seth
съдържащ	conteniendo
дива	wild
дива	silvestre
дива	silvestres
дива	salvajes
дива	salvaje
дива	diva
девети	novena
девети	noveno
двоен	dobles
двоен	doble
археология	arqueología
археология	arqueología
ескадрила	escuadra
ескадрила	escuadrón
шум	ruidos
шум	ruido
опитът	experiencia
опитът	experiencias
психологически	psicológico
психологически	psicológicas
психологически	psicológicos
психологически	psicológica
психологически	psicológicamente
бенджамин	benjamin
бенджамин	benjamín
стълб	pilar
стълб	polo
стълб	caña
стълб	pole
стълб	poste
заден	trasero
заден	trasera
заден	retaguardia
заден	traseros
опери	óperas
описана	descrito
описана	descrita
описана	descritos
абдул	abdul
прием	ingesta
прием	ingestión
прием	recibimiento
прием	acogida
прием	recepción
светлана	svetlana
пен	penn
специализирана	especializados
специализирана	especializado
специализирана	especializada
специализирана	especializados
специализирана	especializado
специализирана	especializada
луизиана	luisiana
сух	secos
сух	seca
сух	secar
сух	seco
кристали	cristales
сървър	servidor
хофман	hoffmann
хофман	hoffman
училищата	escuelas
училищата	colegios
училищата	escuela
мей	mei
фотограф	fotógrafa
фотограф	fotografo
фотограф	fotógrafo
лого	logo
лого	logotipo
лого	logos
лого	logotipos
мирослав	miroslav
материалите	material
материалите	materias
материалите	materiales
почит	tributo
почит	homenaje
почит	tributos
почит	veneración
почит	homenaje
атлетика	atletismo
съдът	juzgado
съдът	tribunal
съдът	tribunales
съдът	corte
съдът	court
хирургия	cirugía
хирургия	cirugías
отражение	reflejo
отражение	reflexionar
отражение	reflexión
вегас	vegas
влакна	fibras
влакна	fibras
влакна	fibra
влакна	fibras
влакна	fibra
влакна	fibras
бенедикт	benito
бенедикт	benedicto
поделение	unit
поделение	unidad
предложена	ofrecido
предложена	ofrecida
предложена	ofrecí
предложена	ofreció
предложена	ofrecidos
предложена	propuesto
предложена	propuesta
предложена	proponía
предложена	propuestas
предложена	propuso
насърчава	alienta
насърчава	promociona
насърчава	promueva
насърчава	fomenta
насърчава	promueve
признати	reconocido
признати	reconocidas
признати	reconocidos
признати	reconocida
признати	reconocido
признати	reconoció
признати	reconocidos
признати	reconocida
признати	reconocido
признати	reconocidas
признати	reconocidos
признати	reconocida
швабия	suabia
джонатан	jonathan
отдели	departamentos
катя	katia
катя	katia
катя	katya
катя	katja
никита	nikita
илюстрация	ilustración
романс	romance
романс	romanticismo
романс	romances
дик	polla
дик	verga
дик	dick
дик	pito
дъно	inferior
санчес	sanchez
санчес	sánchez
заплахи	amenaza
заплахи	amenazas
женско	femenina
женско	femeninos
женско	femenino
женско	mujer
женско	hembra
женско	hembras
женско	femenino
интерпретация	interpretación
щастлив	feliz
щастлив	felices
щастлив	contenta
щастлив	contento
щастлив	happy
нина	nina
изтрита	eliminada
изтрита	suprimido
изтрита	eliminados
изтрита	eliminado
изтрита	borrado
изтрита	borrados
изтрита	borrado
кухина	cavidad
кухина	caries
кухина	cavidades
анонимен	anónimo
анонимен	anonymous
анонимен	anónima
анонимен	anonimato
предупреждение	aviso
предупреждение	advertencias
предупреждение	advertencia
успехите	exitos
успехите	aciertos
успехите	éxitos
имущество	propiedad
имущество	propiedades
имущество	inmueble
приключения	aventuras
приключения	adventures
приключения	aventura
приключения	aventuras
спасение	salvación
секции	secciones
секции	tramos
доклади	informes
доклади	reportajes
доклади	reportes
домове	viviendas
домове	hogares
домове	casas
белене	pelar
вагнер	wagner
олтара	altar
диленбург	dillenburg
нютон	newton
решено	resuelto
решено	resueltos
решено	resuelta
решено	resueltas
решено	decidió
решено	decidido
решено	decidida
решено	determinado
решено	determinada
решено	decidido
оставката	dimisión
оставката	resignación
оставката	renuncia
винсент	vicente
реализация	realización
реализация	realización
достъпна	accesibles
достъпна	accesible
достъпна	asequibles
достъпна	accesible
достъпна	asequible
изключителна	exclusividad
изключителна	exclusivo
изключителна	exclusiva
изключителна	exclusivas
изключителна	exclusivos
изключителна	extraordinarias
изключителна	extraordinaria
изключителна	extraordinario
изключителна	extraordinarios
изключителна	pendiente
изключителна	excepcional
изключителна	excepcionales
изключителна	excepcional
усвояване	absorción
палма	palma
шапка	gorro
шапка	sombrero
шапка	hat
шапка	gorra
татяна	tatiana
татяна	tatyana
карат	impulsa
карат	maneja
карат	conduce
парламентарна	parlamentarias
парламентарна	parlamentaria
парламентарна	parlamentario
парламентарна	parlamentarios
сократ	socrates
сократ	sócrates
сянка	sombras
сянка	sombra
сянка	shadow
сянка	sombra
сребърна	plata
сребърна	plateado
честта	honor
честта	honra
честта	honor
честта	honra
светло	ligera
светло	light
светло	luz
светло	ligero
светло	luminoso
светло	bright
светло	brillante
минск	minsk
рот	roth
героиня	heroína
лисица	zorro
лисица	fox
лисица	zorros
хребет	ridge
хребет	cresta
шварцбург	schwarzburgo
синя	azules
синя	blue
синя	azul
кръгла	redonda
кръгла	redondo
кръгла	redondos
кръгла	ronda
кръгла	round
ритуали	rituales
ритуали	ritos
паунда	kilos
паунда	libras
изградено	construidos
изградено	construido
изградено	construida
титан	titanio
титан	titán
титан	titan
гугъл	google
вдовицата	viuda
магия	conjuro
магия	brujería
магия	mágica
магия	mágico
магия	magic
магия	magia
палуба	mazo
палуба	cubierta
палуба	baraja
мусолини	mussolini
ранд	rand
уравнение	ecuación
включване	ingresar
включване	incluye
включване	incluyen
включване	incluya
включване	incluyan
включване	incluir
включване	activar
включване	habilitar
включване	inclusión
остри	afilada
остри	sharp
остри	agudo
остри	afilado
експерт	experto
експерт	perito
експерт	expertos
експерт	experta
въведени	introducido
въведени	introducidos
въведени	introducida
регионално	regional
регионално	regionales
влакове	trenes
алесандро	alessandro
продаден	vendida
продаден	vendido
продаден	vendidos
продаден	vendidas
уикимедия	wikimedia
равновесие	balanza
равновесие	balance
равновесие	saldo
равновесие	equilibrio
равновесие	equilibrio
подробна	detallada
подробна	detalladas
подробна	detallado
процедури	procedimientos
служителите	asalariados
служителите	empleadas
служителите	empleados
съюзи	uniones
съюзи	sindicatos
съюзи	alianzas
възли	nudos
възли	nodos
възли	nódulos
възли	nódulos
индивидуално	individual
индивидуално	individualmente
индивидуално	individuo
индивидуално	individual
индивидуално	individuales
изразен	expresadas
изразен	expresada
изразен	expresó
изразен	expresado
изразен	expresados
пери	peri
пери	perry
пери	parry
групова	grupo
групова	group
групова	agrupar
трансилвания	transilvania
фрг	rfa
трън	espinas
трън	espina
трън	thorn
зрителите	espectadores
зрителите	televidentes
барабанист	baterista
червеи	gusanos
червеи	lombrices
червеи	gusanos
червеи	gusano
червеи	lombriz
барбароса	barbarroja
настанени	alojados
положителни	positivos
положителни	positivo
положителни	positiva
положителни	positivas
отбелязано	observó
отбелязано	señalado
отбелязано	notado
отбелязано	observado
мурад	murad
чака	chaka
буквите	cartas
буквите	letras
кирибати	kiribati
анатолий	anatoly
дебели	gordos
дебели	grasa
дебели	gordo
дебели	gorda
дебели	gordas
конференции	congresos
конференции	conferencias
баница	pastel
баница	pie
баница	tarta
атентат	asesinato
атентат	asesinatos
атентат	bombardeo
атентат	bombardeos
атентат	atentado
атентат	bombardear
пейзажи	paisaje
пейзажи	paisajes
пейзажи	paisajes
възрастен	adulto
възрастен	adulta
възрастен	adultos
соли	sales
водачи	conductores
водачи	pilotos
водачи	controladores
водачи	choferes
водачи	guías
водачи	lideres
водачи	dirigentes
водачи	líderes
бягане	running
бягане	ejecutando
бягане	corriendo
бягане	correr
бягане	correr
колин	collin
колин	colin
обвинение	acusación
преден	fachada
преден	frontal
преден	front
преден	frente
преден	delantero
комунист	comunistas
комунист	comunista
изгонен	desalojados
шампиона	campeón
шампиона	campeona
шампиона	campeon
шампиона	champion
мине	pase
мине	paso
мине	pasar
мине	pasa
мине	pasen
крилото	wing
крилото	ala
учил	estudié
учил	estudiados
учил	estudiado
учил	estudió
преработка	refundición
преработка	procesamiento
преработка	procesando
преработка	tramitación
преработка	transformación
преработка	procesado
преработка	revisión
фриц	fritz
папагали	loros
озаглавена	titulado
озаглавена	titulado
молитва	rezos
молитва	oraciones
молитва	plegarias
молитва	oración
молитва	oracion
молитва	plegaria
молитва	oración
молитва	rezo
дълбок	profundo
дълбок	profunda
дълбок	deep
небе	cielo
небе	sky
небе	cielos
канцлер	canciller
силезия	silesia
случаят	case
случаят	caso
случаят	estuche
държавник	estadista
божество	divinidad
божество	deidad
домейн	dominios
домейн	dominio
елиът	elliott
елиът	eliot
елиът	elliot
мейн	maine
сложно	complicados
сложно	complicado
сложно	complicadas
сложно	complicada
съдействие	cooperación
каринтия	carintia
плат	platt
плат	tela
плат	telas
плат	paño
плат	tela
плат	tejido
точни	exacto
точни	exacta
точни	precisa
точни	precisos
съливан	sullivan
разум	sentido
служил	servida
служил	servido
служил	servidos
служил	sirvió
телата	órganos
телата	cadáveres
телата	cuerpos
отсъствие	ausente
отсъствие	ausentes
отсъствие	ausencia
райт	wright
забранени	prohibida
забранени	prohibido
забранени	prohibidas
забранени	prohibidos
забранени	prohibida
забранени	prohibido
забранени	prohibidas
забранени	prohibidos
забранени	prohibida
забранени	prohibido
забранени	prohibidas
забранени	prohibidos
ферара	ferrara
нанси	nancy
бокса	boxeo
шанхай	shanghai
шанхай	shangai
шанхай	shanghái
технологичен	tecnológico
технологичен	tecnológicas
технологичен	tecnológicos
технологичен	tecnológica
духовни	espirituales
духовни	espiritual
душан	dusan
съвместна	articulación
съвместна	joint
съвместна	porro
съвместна	articulaciones
съвместна	conjunta
възникване	ocurrencia
съседи	vecinas
съседи	vecinos
съседи	vecinas
съседи	vecinos
въртене	rotar
въртене	girar
въртене	spin
въртене	girar
въртене	hilado
въртене	girando
въртене	pivote
въртене	rotación
сул	sul
атоми	átomos
облак	nube
облак	cloud
облак	nubes
хищници	depredadores
хищници	depredador
хищници	predadores
съмнения	duda
съмнения	dudas
съмнения	dudar
съмнения	dudo
съмнения	duda
съмнения	dudas
реагира	reacciona
реагира	reaccionado
реагира	reaccionó
реагира	reaccionaron
реагира	reacciona
реагира	reaccionar
реагира	reaccionan
продължения	secuelas
възможна	posible
възможна	posibles
ерани	errani
джоан	joanne
джоан	juan
джоан	joan
джоан	juana
румънска	rumana
румънска	rumano
румънска	rumanos
легендите	leyendas
легендите	leyenda
неколкократно	repetidamente
енрике	enrique
мелбърн	melbourne
синоним	sinónimo
синоним	sinónimo
синоним	sinónimos
мрамор	mármol
водопад	catarata
водопад	cascada
часовник	reloj
икономисти	economistas
тезата	tesis
притежание	posesión
притежание	tenencia
притежание	titularidad
притежание	propiedad
отказа	rechazado
отказа	denegada
отказа	denegado
отказа	rechazada
отказа	rechazó
обединено	united
обединено	unidos
обединено	unido
обединено	unió
обединено	unida
послание	mensajes
послание	mensaje
федеративна	federativa
пясък	arena
пясък	sand
пясък	arenas
пясък	sands
вердер	werder
вселена	universe
вселена	universo
горещо	caliente
горещо	hot
горещо	calientes
горещо	calor
океания	oceanía
споразумения	arreglos
споразумения	convenios
споразумения	acuerdos
смесен	mixtas
смесен	mixta
смесен	mixto
смесен	mixtos
смесен	mezclado
смесен	mezclado
смесен	mezclados
съществени	sustancial
съществени	substancial
съществени	sustanciales
съществени	imprescindible
съществени	indispensable
съществени	esenciales
съществени	imprescindibles
съществени	esencial
надеждата	esperanzas
надеждата	hope
надеждата	esperanza
надя	nadja
надя	nadya
надя	nadia
устав	estatuto
устав	estatutos
устав	leyes
устав	estatutos
устав	estatuto
победители	vencedores
победители	ganadoras
победители	ganadores
гимнастика	gimnasia
предградие	suburbio
предградие	suburbios
предградие	periferia
нестор	nestor
нестор	néstor
тенденции	tendencias
тенденции	tendencia
тенденции	tendencias
скачване	atraque
скачване	acoplamiento
кратер	cráter
въглероден	carbon
въглероден	carbono
въглероден	carbón
залцбург	salzburgo
мак	mac
мак	mack
уникални	únicos
уникални	único
уникални	unica
уникални	única
уникални	únicas
киро	kiro
съществували	existido
съществували	existió
съществували	existía
съществували	existieron
съществували	existían
осветена	lit
осветена	encendida
осветена	encendido
осветена	iluminado
осветена	iluminados
осветена	iluminada
осветена	iluminado
осветена	santificado
влияния	influencias
лауда	lauda
паркър	parker
красив	guapo
красив	guapos
логото	logo
логото	logotipo
унищожаване	destruyan
унищожаване	destruye
унищожаване	destruyen
унищожаване	destruir
унищожаване	eliminación
унищожаване	erradicación
унищожаване	erradicar
унищожаване	destrucción
тувалу	tuvalu
изчисления	cálculos
алис	alicia
алис	alice
консултант	consultor
консултант	consultora
консултант	asesor
консултант	asesora
драматични	dramática
драматични	dramáticos
драматични	dramáticas
драматични	dramático
познание	conocimiento
познание	conocimientos
скулптури	escultura
скулптури	esculturas
скулптури	escultura
трансфер	transferencia
трансфер	transfer
трансфер	traslado
трансфер	traslados
трансфер	traspaso
пивоварна	cervecería
офанзива	ofensivo
офанзива	ofensiva
вдига	plantea
вдига	aumentos
хървати	croatas
куинсланд	queensland
споменато	mencionado
споменато	mencionó
споменато	mencionada
споменато	mencionados
баскетбол	básquetbol
баскетбол	baloncesto
характеризират	caracteriza
характеризират	caracterizar
бирмингам	birmingham
кралици	reinas
кралици	queens
взрив	bang
взрив	explosión
взрив	ráfaga
взрив	explosión
взрив	estallido
уникална	únicos
уникална	único
уникална	unica
уникална	única
уникална	únicas
оръдието	cañón
оръдието	cañones
оръдието	cañon
ралф	rodolfo
ралф	ralph
недостатъци	defectos
недостатъци	fallos
недостатъци	fallas
недостатъци	faltas
недостатъци	carencias
недостатъци	deficiencias
недостатъци	deficiencias
недостатъци	defectos
недостатъци	fallas
недостатъци	defectos
предложи	ofrezcan
предложи	ofrecimiento
предложи	oferta
посещения	visitas
бот	bot
зърно	pezones
зърно	pezón
зърно	cereales
зърно	grano
зърно	granos
запаси	saldos
запаси	poblaciones
запаси	stocks
запаси	acciones
запаси	existencias
десау	dessau
здравословни	sano
здравословни	saludables
здравословни	saludable
здравословни	sana
противоречия	contradicciones
противоречия	polémica
противоречия	controversia
противоречия	controversias
съперник	rival
съперник	rivales
съперник	oponente
съперник	oponentes
съперник	adversario
поетът	poeta
поетът	poetisa
съгласието	consentir
съгласието	consentimiento
верен	fieles
верен	leales
верен	leal
верен	fieles
верен	fidelidad
верен	fiel
антоан	antoine
руси	rubios
руси	rubio
руси	rubia
руси	rubias
руси	rubios
руси	rubio
руси	rubia
палубата	mazo
палубата	cubierta
палубата	baraja
господ	dios
антиохия	antioquía
антиохия	antioquia
аякс	ajax
нервна	nerviosa
нервна	nervioso
нервна	nerviosos
руда	mineral
руда	mena
готите	godos
скоби	pinzas
скоби	grapas
скоби	tirantes
скоби	ortodoncia
скоби	paréntesis
скоби	soportes
скоби	corchetes
фрази	frases
тунел	túnel
тунел	tunel
тунел	agujero
картофи	patata
картофи	papas
картофи	patatas
картофи	patatas
картофи	papa
картофи	patata
инфекции	infecciones
инфекции	infección
уолис	wallis
елита	élite
елита	elitista
елита	elite
изхода	salida
бройки	trozos
бройки	piezas
бройки	pedazos
еквивалент	equivalentes
еквивалент	equivalente
експеримент	experimentar
експеримент	experimentación
експеримент	experimento
върхът	topper
арабска	arab
арабска	arabe
арабска	árabe
арабска	árabes
арабска	arabe
арабска	árabe
изпревари	adelantar
батак	batak
ислям	islamismo
ислям	islam
риска	riesgo
риска	riesgos
риска	arriesgar
замени	sustituya
замени	sustituir
замени	reemplazar
замени	reemplazo
ярко	luminoso
ярко	bright
ярко	brillante
агенции	organismos
агенции	agencias
иврит	hebreo
петдесет	fifty
петдесет	cincuenta
джефри	godofredo
джефри	geoffrey
джефри	jeffrey
номинирана	nominado
номинирана	nominada
номинирана	nominados
номинирана	nominado
номинирана	nominada
иконата	icono
иконата	icon
иконата	ícono
епидемия	brote
епидемия	epidemia
епидемия	epidemias
кореспонденция	correspondencia
кореспонденция	correspondencias
крус	cruz
тива	tebas
търпи	tolerar
търпи	tolera
търпи	toleran
племенница	sobrina
кристоф	kristoff
кристоф	christophe
кристоф	christoph
гьоте	goethe
селекция	selección
предадени	traicionado
предадени	traicionaron
предадени	traicionó
предадени	transmitida
предадени	transmitido
предадени	transmitió
предадени	transmitidos
предадени	entregado
предадени	rendido
предадени	rindió
отпред	fachada
отпред	frontal
отпред	front
отпред	frente
отпред	delantero
джесика	jessica
близостта	cercanía
близостта	proximidad
пътувания	viajar
пътувания	viajes
пътувания	viaje
пътувания	adpic
пътувания	excursiones
пътувания	viajes
бай	bai
застрашени	amenazadas
застрашени	peligro
застрашени	amenazado
толстой	tolstoi
ибрахим	ibrahim
постановка	configurar
постановка	configuración
плуване	natación
плуване	nado
плуване	nadar
плуване	nadando
плуване	natación
плуване	nadar
ъгъла	corner
ъгъла	rincón
ъгъла	esquina
астрономически	astronómica
астрономически	astronómicos
астрономически	astronómicas
астрономически	astronómico
свободи	libertades
свободи	libertad
ръба	edge
ръба	filo
ръба	borde
ръба	arista
лири	quid
лири	libra
лири	lira
лири	liras
лири	kilos
лири	libras
жозеф	josé
науру	nauru
нож	cuchillo
нож	navaja
антоанета	antonieta
антоанета	antoinette
изключителни	exclusividad
изключителни	exclusivo
изключителни	exclusiva
изключителни	exclusivas
изключителни	exclusivos
изключителни	excepcionales
изключителни	excepcional
астронавти	astronautas
стадий	etapa
стадий	escenario
стадий	stage
арка	arco
арка	arch
феномен	fenómenos
феномен	fenómeno
феномен	fenómeno
пакет	paquete
пакет	bulto
пакет	fajo
пакет	paquete
пакет	bulto
цецилий	cecilio
дружба	amistad
дружба	compañerismo
фази	etapas
фази	fases
гигантски	gigante
гигантски	giant
гигантски	gigantes
гигантски	gigantesca
гигантски	gigantescas
гигантски	gigantesco
означение	anotación
означение	notación
означение	designación
означение	denominación
сюзън	susana
сюзън	susan
наследниците	herederos
сеул	seúl
фламандски	flamenco
фламандски	flamenca
традиционна	tradicionales
традиционна	tradicional
бригади	brigadas
следите	huellas
следите	pistas
следите	tracks
борса	canje
борса	cambio
борса	intercambio
обичам	amor
обичам	amores
обичам	love
обичам	amar
психоанализа	psicoanálisis
панония	panonia
панчо	pancho
погребани	sepultado
погребани	enterrada
погребани	enterrados
погребани	enterrado
тор	fertilizantes
тор	abono
тор	abonos
тор	fertilizante
тор	estiércol
тор	abono
тор	tor
тор	abono
тор	fertilizante
тор	thor
мита	mito
мита	mitos
мита	deberes
доказано	demostrada
доказано	probado
доказано	demostrado
доказано	demostrada
доказано	demostradas
доказано	demostrado
доказано	demostrada
доказано	probado
доказано	comprobada
доказано	demostrado
доказано	probada
биологични	biológica
биологични	biológicas
биологични	biológicos
биологични	biológico
клонове	sucursales
клонове	ramas
витамин	vitaminas
витамин	vitamina
плажове	playas
плажове	playa
духове	fantasmas
духове	licores
духове	espíritus
духове	aguardiente
спад	decadencia
спад	declinación
спад	descenso
спад	declive
спад	disminución
спад	declinar
обвивка	concha
обвивка	caparazón
обвивка	shell
обвивка	cáscara
приключване	terminación
приключване	finalización
приключване	conclusión
приключване	cierre
приключване	clausura
публична	público
публична	publico
публична	públicas
публична	públicos
агиос	agios
вулкан	volcán
вулкан	vulcanos
вулкан	vulcano
педагогика	pedagogía
бунтове	revueltas
бунтове	disturbios
бежанците	refugiadas
бежанците	refugiados
бежанците	refugiado
собственици	propietarios
собственици	dueños
осветление	iluminación
осветление	alumbrado
изоставя	abandonando
повторение	reaparición
повторение	repeticiones
повторение	repetición
повторение	repetición
повторение	repita
повторение	repetir
повторение	repite
повторение	repetición
повторение	repito
хайделберг	heidelberg
папи	papas
папи	papi
дъблин	dublín
дъблин	dublin
парламентът	parlamento
свършва	finaliza
свършва	termina
свършва	extremos
кодове	códigos
ренесанс	renacimiento
ренесанс	renacentista
зигфрид	siegfried
шеста	sexto
шеста	sexta
юлих	jülich
керамични	cerámica
керамични	cerámicas
мощен	poderosas
мощен	potente
мощен	poderosa
мощен	poderoso
мощен	poderosos
мощен	potente
мощен	potentes
равнини	llanura
равнини	llanuras
равнини	llanos
равнини	planicies
пътуват	viajar
пътуват	viajes
пътуват	viaje
градината	jardín
градината	jardinería
градината	jardin
марш	marismas
марш	pantano
марш	marsh
търнър	turner
матиас	mathias
матиас	matías
матиас	mattias
матиас	matias
матиас	matías
матиас	matthias
симфония	sinfonía
симфония	symphony
симфония	sinfónica
провал	fracaso
провал	fallo
провал	falla
сухо	secos
сухо	seca
сухо	secar
сухо	seco
северозападния	northwestern
северозападния	noroeste
предна	fachada
предна	frontal
предна	front
предна	frente
предна	delantero
предна	frontal
предна	frontales
автобуси	ómnibus
автобуси	autobuses
автобуси	buses
свазиленд	suazilandia
свазиленд	swazilandia
дъга	rainbow
дъга	arcoiris
дъга	arcoíris
дъга	arc
дъга	arco
изящни	exquisitas
изящни	exquisita
изящни	exquisito
изящни	exquisitos
удобно	convenientes
удобно	conveniente
удобно	cómodas
удобно	cómodo
удобно	cómodo
удобно	confortable
удобно	cómoda
удобно	agusto
удобно	cómodas
йован	jovan
двойна	dobles
двойна	doble
постигането	logros
постигането	logro
команди	comandos
команди	mandos
привлече	atraída
привлече	atrajo
привлече	atraído
привлече	atraídos
мъртви	muerta
мъртви	muertos
мъртви	dead
мъртви	muerto
телефон	teléfono
телефон	teléfonos
телефон	telefono
телефон	teléfono
телефон	teléfonos
телефон	telefono
телефон	telefonía
фокус	enfoque
фокус	centrar
фокус	concentración
фокус	focus
фокус	foco
светилища	santuarios
редиците	rangos
редиците	filas
чести	comunes
чести	frecuente
чести	común
чести	frecuentes
чести	common
дион	dion
дион	dionne
ела	ven
ела	venid
ела	vente
ела	venga
ела	vengan
летец	volante
летец	volador
летец	folleto
летец	aviador
устава	estatuto
устава	estatutos
устава	leyes
армстронг	armstrong
триумф	triunfo
манхатън	manhattan
клиентите	clientes
клиентите	clientela
томпсън	thompson
томпсън	fernández
записки	apuntes
записки	notas
записки	notes
прадеш	pradesh
пепел	cenizas
пепел	cenizas
пепел	ceniza
пепел	ash
почвите	suelos
легиони	legiones
тактика	tácticas
тактика	táctica
тактика	táctica
репресии	represión
репресии	represalias
репресии	represión
изстрелян	lanzado
изстрелян	lanzada
изстрелян	lanzados
изстрелян	lanzó
инфекция	infecciones
инфекция	infección
инфекция	infecciones
инфекция	infección
влечуги	reptiles
влечуги	reptil
влечуги	reptiles
синдром	síndrome
мелник	melnick
приемник	host
приемник	anfitrión
приемник	acogida
приемник	huésped
приемник	receptor
банда	band
банда	banda
банда	pandilla
банда	banda
банда	gang
конкуренция	concurso
конкуренция	competición
конкуренция	competencia
променлива	variable
променлива	variables
чудо	maravilla
чудо	marvel
чудо	milagrosa
чудо	milagroso
чудо	milagro
чудо	milagrosa
чудо	milagros
чудо	maravilla
кобург	coburgo
багдад	bagdad
променено	cambiado
променено	cambiada
променено	cambió
променено	alterados
променено	alterado
променено	alterada
променено	modificada
променено	modificados
променено	modificadas
променено	modificado
чума	peste
чума	pestilencia
чума	peste
чума	plaga
борд	tabla
борд	tablón
борд	tablero
борд	junta
консумация	consumos
консумация	consumo
дракон	dragones
дракон	dragón
дракон	dragon
посочен	especificó
посочен	especificada
посочен	especificado
посочен	especificados
лук	cebolla
лук	cebollas
лук	cebolla
лук	cebollas
младежта	juventud
младежта	jovenes
младежта	jóvenes
крилете	alas
крилете	wings
крилете	alitas
арканзас	arkansas
електричество	electricidad
електричество	electrico
електричество	eléctrica
електричество	eléctrico
електричество	electrica
електричество	electricidad
институти	institutos
привилегии	privilegios
привилегии	privilegio
привилегии	privilegios
привилегии	privilegio
привилегии	atribuciones
привилегии	prerrogativas
седмицата	week
седмицата	semana
хюсеин	hussein
хюсеин	husein
хюсеин	hussain
хюсеин	hüseyin
батман	batman
чужденци	extranjeros
чужденци	extranjería
кафяв	brown
кафяв	moreno
кафяв	marrones
кафяв	marrón
предполагат	sugieren
предполагат	sugiera
предполагат	sugerir
предполагат	sugiere
вселенски	ecuménico
фотографии	fotografias
фотографии	fotos
фотографии	fotografías
включено	habilitado
включено	habilitada
включено	activada
включено	activado
включено	incluidos
включено	incluidas
включено	incluida
включено	incluído
включено	incluido
пръстените	anillos
напредък	progress
напредък	avances
напредък	progreso
напредък	progresos
напредък	adelanto
напредък	avance
вековете	siglos
рейчъл	raquel
рейчъл	rachel
ниши	nishi
роуз	rose
роуз	rosa
увреждания	minusválidos
увреждания	desactivada
увреждания	desactivado
увреждания	discapacitados
увреждания	discapacitado
увреждания	discapacidad
увреждания	invalidez
увреждания	incapacidad
увреждания	discapacidades
съществена	imprescindible
съществена	indispensable
съществена	esenciales
съществена	imprescindibles
съществена	esencial
колинс	collins
дарвин	darwin
информатика	informática
братислава	bratislava
снаряди	proyectiles
снаряди	obuses
снаряди	proyectiles
снаряди	conchas
снаряди	cáscaras
нели	nelly
нели	nelly
нели	nellie
недоволство	descontento
недоволство	descontento
недоволство	insatisfacción
септимий	septimio
отмъщение	venganza
отмъщение	revancha
отмъщение	venganza
повреди	daños
повреди	daño
милена	milena
президентски	presidenciales
президентски	presidencia
президентски	presidencial
любима	amada
любима	amado
любима	amados
екипировка	equipamientos
екипировка	equipamiento
екипировка	equipo
екипировка	equipos
депутатите	legisladores
депутатите	diputados
депутатите	parlamentarias
депутатите	parlamentarios
стабилност	estabilidad
